CS.108	CS.354	CS.007	CS.174	CS.277	CS.295	CS.016	CS.084	CS.259	CS.019	CS.011	CS.093	CS.005	CS.105	CS.245	CS.230	CS.042	CS.290	CS.301	CS.388	CS.064	CS.040	CS.072	CS.062	CS.066	CS.373	CS.365	CS.360	CS.127	CS.076	CS.126	CS.205	CS.213	CS.136	CS.292	CS.380	CS.203	CS.374	CS.224	CS.378	CS.232	CS.376	CS.282	CS.125	CS.302	CS.395	CS.349	CS.372	CS.389	CS.386	CS.178	CS.369	CS.182	CS.256	CS.148	CS.359	CS.129	CS.177	CS.348	CS.268	T.CS.034	T.CS.023	T.CS.067	T.CS.071	T.CS.082	T.CS.048	T.CS.085	T.CS.028	T.CS.080	T.CS.041	T.CS.007	T.CS.014	TFS.023	T.CS.029	T.CS.040	T.CS.121	T.CS.147	T.CS.177	T.CS.139	T.CS.178	T.CS.120	T.CS.107	T.CS.159	T.CS.124	T.CS.131	T.CS.111	T.CS.180	T.CS.153	T.CS.098	T.CS.128	L.034.M1	CS.238	CS.241	CS.087	CS.110	CS.015	CS.356	CS.006	CS.082	CS.237	CS.085	CS.242	L.024.M1	CS.088	CS.246	CS.164	CS.387	CS.338	CS.345.0	CS.188	CS.347.0	CS.274	CS.191	CS.189	CS.151	CS.228	CS.150	CS.233	CS.363	CS.308.0	CS.163	CS.321	CS.319	CS.223	CS.158	CS.322	CS.331	CS.339	CS.152	CS.080	CS.320	CS.202	CS.343	CS.194	CS.285	CS.262	CS.370	CS.270	CS.253	CS.255	CS.326	CS.393	CS.145	CS.390	T.CS.008	T.CS.036	TFS.022	T.CS.043	TFS.025	TFS.027	T.CS.045	T.CS.055	T.CS.064	TFS.020	T.CS.061	T.CS.031	T.CS.066	T.CS.026	T.CS.049	T.CS.109	T.CS.157	T.CS.141	T.CS.158	T.CS.151	T.CS.166	T.CS.095	T.CS.152	T.CS.142
CS.360	0.665446165767	0.654289721622	0.611454323103	0.622061667306	0.555888475214	0.562080227368	0.627251509872	0.627192188489	0.590478134385	0.582461983246	0.651533125261	0.663474901429	0.65651684168	0.589880790529	0.630443421554	0.596018690801	0.62165916236	0.523961773087	0.500043531345	0.676508118977	0.604921471085	0.642553139991	0.604376440739	0.61012226512	0.648936744719	0.52567622323	0.598126110316	0	0.542631243628	0.614765870113	0.559258595565	0.56303770169	0.538457238992	0.557759282211	0.558480193285	0.567596936111	0.594103378007	0.546512794697	0.682550688922	0.6388909487	0.586812505074	0.50819209394	0.549022154747	0.547412861647	0.600900618827	0.557146782388	0.515606917933	0.534105586086	0.556622646912	0.644661967258	0.602265199661	0.613781221869	0.518411460794	0.52696146144	0.59276620229	0.658097375399	0.589766249668	0.596284053935	0.553197462554	0.598313401456	0.603081747303	0.711444108136	0.591314286472	0.595835370303	0.626354378346	0.585782597404	0.582341208685	0.544255617634	0.576635412325	0.559491517313	0.566490841544	0.583771288502	0.603110632053	0.583706319935	0.625677710191	0.595546873864	0.645541315815	0.641272331977	0.650438500991	0.634009676584	0.597493865998	0.631125386861	0.661150058206	0.616003627243	0.617488133546	0.611908808617	0.652953095518	0.651127768562	0.657378773099	0.592182485316	0.606110595199	0.625249561648	0.645552224484	0.650209923431	0.592961767324	0.695843101935	0.675301896272	0.624524653106	0.634026866817	0.59630131139	0.611695791436	0.613194079795	0.684322541502	0.677130257884	0.602270877407	0.703976908458	0.512932024703	0.545385485011	0.669859326921	0.597039694807	0.619288599475	0.55856997875	0.619996356084	0.616064874443	0.581889462444	0.593006312255	0.583966981731	0.665885333592	0.492828926572	0.622602742626	0.608711504116	0.596747814439	0.505161047447	0.53848584296	0.599808629432	0.53373113513	0.535215621065	0.608120315388	0.582856587594	0.598002303222	0.500400695577	0.653196010556	0.573060353275	0.627864722259	0.59111356923	0.551791702988	0.503356439585	0.566625638002	0.642222172921	0.52040139545	0.566122498485	0.612016196268	0.548318028873	0.569163751206	0.571870553168	0.616351955606	0.625409995855	0.609552351686	0.581334681934	0.596120915693	0.588776717635	0.606478700008	0.587027063267	0.625405467647	0.571475987467	0.609940115572	0.659675576575	0.630628733016	0.540233111119	0.641120432113	0.65642521304	0.669755647762	0.624961346881	0.613791050993	0.617316057448	0.655919408298	0.602965754064	0.658222489477
CS.127	0.638352542887	0.627232255857	0.513819496994	0.540659475953	0.49745447062	0.527472768618	0.582017422099	0.611103784034	0.53778273014	0.56085728249	0.565342998103	0.606665659299	0.587905464431	0.520598228829	0.559126501085	0.622347163699	0.56444780453	0.557549919588	0.496645997115	0.605468691292	0.551521959229	0.600609982657	0.533319978707	0.537812226283	0.620865017907	0.505446214191	0.525857182699	0.542631243628	0	0.587755703253	0.42363138952	0.592904752641	0.589100319574	0.541795768267	0.530375120559	0.504389667609	0.514023925439	0.569575215396	0.699785338887	0.642625760426	0.540169407356	0.536283581152	0.545424959013	0.515786502522	0.637314668209	0.566271504326	0.521735045375	0.523401630572	0.518796890473	0.645832217827	0.514780583427	0.642211533939	0.48152109801	0.526929528577	0.599036725542	0.645920943723	0.564656228461	0.600020811411	0.50657179702	0.573254912731	0.513102993243	0.696923980575	0.513757256445	0.517833996854	0.543581951801	0.514779996161	0.521618998393	0.506188682613	0.527519160185	0.523371613081	0.587235418666	0.519844802832	0.533315186284	0.571456802208	0.543781382503	0.551078613714	0.590874335035	0.579840535969	0.595084889293	0.536529864675	0.535697639982	0.549948512197	0.62529295846	0.580291853683	0.55482058807	0.55220513899	0.589498679942	0.596235200208	0.605618131831	0.557882383645	0.568169859588	0.596910887647	0.578624555543	0.617464140626	0.599914303447	0.618640326134	0.611134569859	0.549724029503	0.581868519928	0.590709278657	0.578150784326	0.533410190678	0.615267754573	0.670845725428	0.530132302763	0.716959159712	0.466684514016	0.558820768162	0.687212168686	0.521069630856	0.612608513909	0.548479254525	0.519808270413	0.592524398331	0.509920926576	0.615789616705	0.523218323393	0.62239373829	0.52730440104	0.615364927789	0.590380015515	0.522840356693	0.530037484796	0.518846180021	0.596996423579	0.560839040258	0.497551986801	0.583773684605	0.454468806708	0.545400123237	0.479861091173	0.575156876892	0.565474016862	0.653230967642	0.613474571417	0.586014890259	0.553134661154	0.536018678619	0.670903943194	0.527490819682	0.536409548286	0.603613107946	0.490734927532	0.531143589277	0.535322273716	0.585144868751	0.557952506794	0.522530178872	0.523866019324	0.536345029789	0.568693802198	0.555140604905	0.534683902912	0.542871283288	0.530780493551	0.541720084954	0.564805718101	0.640728432414	0.593821915633	0.563638985585	0.597196315568	0.60808750549	0.533538836893	0.583834371691	0.522747896643	0.596527351358	0.513855149512	0.607957674357
CS.076	0.612680270982	0.638168796335	0.64140539965	0.684125070268	0.596824416561	0.639143023871	0.611327782342	0.592089834865	0.654521199325	0.62044579291	0.607334904029	0.620298566082	0.623937534248	0.608294293394	0.629757444042	0.5970172399	0.616947783163	0.614866054695	0.621040491836	0.638945550041	0.589125250612	0.619907681093	0.61838456721	0.570410591748	0.609443209758	0.574749443051	0.624007647347	0.614765870113	0.587755703253	0	0.622936176741	0.637714484645	0.595643443875	0.536500245289	0.555893452765	0.654288000976	0.64621169291	0.612896741677	0.647016666367	0.603759974047	0.568703316905	0.595661004714	0.610038841454	0.593394434518	0.61358586393	0.614419391459	0.612013089594	0.604572046571	0.58879859773	0.64176090366	0.623548774622	0.582004889982	0.600627813002	0.609640658825	0.630856782097	0.626970135065	0.584105443242	0.625474491859	0.619236146315	0.600992206454	0.66974062636	0.695598506844	0.629126640399	0.650019629063	0.648879678403	0.64395655	0.653859107604	0.636363778123	0.637611811365	0.632679488435	0.621631060073	0.614294032129	0.65099056817	0.575300092208	0.632840415543	0.660718631256	0.695956957732	0.667550891983	0.688059783923	0.639718165975	0.633474228055	0.687839821125	0.672487368957	0.637756722995	0.662664587571	0.652252096838	0.627616993227	0.631586330188	0.666632411983	0.610887670897	0.627870845772	0.59904540475	0.650991754685	0.614646103804	0.555708645179	0.681396552696	0.627564965919	0.575750008794	0.562073883766	0.502717219187	0.561326380164	0.637285666404	0.676053173726	0.683523326666	0.600990048728	0.590805035584	0.595806528455	0.576337002275	0.594269896066	0.647242853784	0.585035007893	0.611129077942	0.649333282949	0.557387290481	0.620204916494	0.519453185939	0.534832576423	0.542149750888	0.606851511282	0.557635174968	0.528081405733	0.658422868921	0.593671322402	0.566151177673	0.529971149025	0.639019399391	0.577355295769	0.632239240294	0.618917562547	0.538647039602	0.596288782618	0.645264924051	0.619625464301	0.638171944893	0.574129290921	0.605337898596	0.623183243351	0.598694328438	0.632495747667	0.612021289061	0.58388996828	0.634161843782	0.634093213334	0.594271397641	0.676026238443	0.617517872874	0.670851304971	0.674142299115	0.633095547625	0.664945879995	0.635727974469	0.647642669676	0.653150575352	0.670125305994	0.653196057944	0.641763494841	0.667758992816	0.649277931973	0.629670112721	0.67256437881	0.667995009201	0.695178930111	0.650681529326	0.682823387016	0.645040333644	0.685199261724	0.632044717392	0.695155266318
CS.126	0.621742091082	0.62123519222	0.501016001939	0.502940990295	0.5177324461	0.53101001999	0.586985625194	0.595129125479	0.495321590566	0.538408620813	0.551796439241	0.573819721176	0.552895552678	0.490116273839	0.5483570838	0.634474451487	0.588289869865	0.571679640353	0.502150138655	0.632943303835	0.575367435172	0.580966101017	0.476585201656	0.530055444907	0.601871581483	0.541698643028	0.512545303631	0.559258595565	0.42363138952	0.622936176741	0	0.628550895092	0.616184067755	0.57262501379	0.55645259045	0.458232284469	0.494174155348	0.612111975816	0.713095141561	0.662741357554	0.518560978016	0.553441590319	0.58981461193	0.545790698674	0.650770726708	0.551852840886	0.527383212978	0.538477690209	0.543577613157	0.66651615454	0.519239036614	0.679279627982	0.47176658191	0.56491629721	0.618085651977	0.667617626856	0.560786466984	0.590256859298	0.51850057953	0.623983178501	0.482320446236	0.677332547927	0.477196444766	0.463295700811	0.512526065609	0.51926381064	0.488532540099	0.483307131013	0.551425133929	0.502594803182	0.575998154076	0.523764867324	0.507539962271	0.576611609415	0.516274723156	0.524718421619	0.559331150482	0.531469057882	0.540253854429	0.533502105925	0.501654370382	0.488849028109	0.59710262618	0.536847106627	0.494633245388	0.492796862201	0.578943936258	0.563619659713	0.569853525297	0.551104107574	0.580134864072	0.575365034883	0.559699088986	0.594501792626	0.607719398354	0.624035865601	0.640630256903	0.543559822921	0.552050696708	0.615190787875	0.551469531556	0.480954954756	0.593563572355	0.676424227253	0.51169015511	0.726782088089	0.47236106826	0.56484781846	0.726293163117	0.516892436368	0.633177856427	0.580435122274	0.475290633742	0.59762934111	0.537952507638	0.615886697678	0.537158032934	0.597237178565	0.546677045296	0.646895017306	0.609283521587	0.505710698232	0.556233224994	0.536617707392	0.625857575505	0.60335952873	0.499813478737	0.584557029029	0.429396577442	0.564286565927	0.493218106219	0.583140845341	0.570490603616	0.671321621697	0.680258606378	0.589224053919	0.556825053337	0.560792903505	0.673851172643	0.515626644049	0.538313315108	0.596498929366	0.445022937173	0.556424365574	0.502327013271	0.579540252095	0.497998883193	0.500815008865	0.491136714605	0.495308838313	0.528391171788	0.551704065838	0.485245070097	0.497566094858	0.504417974845	0.524513726527	0.533472640129	0.650369835198	0.585985892422	0.532452418289	0.552943480427	0.580515290104	0.483904215352	0.509144878701	0.494565530605	0.570927809947	0.459577333462	0.563593872479
CS.205	0.754435078122	0.707602223812	0.684155510239	0.688377068182	0.625969755387	0.581786742645	0.664083259894	0.724500135555	0.678307828306	0.681576136246	0.709301101682	0.740610436104	0.729427919259	0.691451383575	0.666950968129	0.615503325472	0.661155987523	0.510342224811	0.594443963602	0.631110673535	0.70715250778	0.729409757084	0.689664102256	0.674619543727	0.713872672795	0.560312592306	0.645036900279	0.56303770169	0.592904752641	0.637714484645	0.628550895092	0	0.543388014563	0.610503083907	0.630707274045	0.642859469101	0.653127333818	0.559066578851	0.579395264151	0.634356453207	0.674268245314	0.543462679948	0.523298972232	0.512243308606	0.584706201822	0.638565133657	0.598581825474	0.583188711583	0.559620972746	0.61442279234	0.66061599636	0.626278784381	0.581237845562	0.546723656898	0.589159732981	0.585566959666	0.630350209605	0.580381452257	0.646658446815	0.65288474936	0.696862060115	0.71968605296	0.654034230973	0.661206638352	0.678269174589	0.636897322215	0.658761401006	0.632522322783	0.626122543426	0.668019619528	0.584433150637	0.679073845915	0.648785547939	0.686903493166	0.687566464066	0.680693806343	0.726210207023	0.713243215092	0.724920564007	0.696974254317	0.650149154887	0.684014385797	0.748569110998	0.725225460818	0.67424056044	0.682449204717	0.722722470321	0.724748811809	0.722312534387	0.663506255813	0.641731283791	0.681128908936	0.712103837966	0.689572844122	0.623370114274	0.739698130858	0.622337549079	0.668878410664	0.707365565279	0.617120467228	0.701813797554	0.685778643075	0.714107515548	0.686882474082	0.655324317956	0.72437404525	0.566297758411	0.637424503819	0.646940569152	0.596346379052	0.602953494692	0.518836801424	0.709349114333	0.619279282829	0.6410058035	0.668393950832	0.635822384446	0.72903886606	0.550205732556	0.665858790734	0.638072943171	0.666798634374	0.532529397739	0.551733487482	0.631488596466	0.534328929119	0.600003882605	0.611747500548	0.646552285945	0.652316304351	0.573926626493	0.664727299884	0.517393129484	0.507861384942	0.570753021918	0.604831565215	0.598910777087	0.573930889421	0.605419171078	0.583800090098	0.577714192053	0.667782941991	0.608411231535	0.585367315984	0.616164894054	0.715262898703	0.711748798252	0.674539607268	0.59678274544	0.670768641962	0.675327529858	0.658106998764	0.672956164083	0.702385164949	0.624474041156	0.663276839507	0.717920826878	0.622977392142	0.568698592535	0.711993039235	0.703473977394	0.699527870899	0.672268845771	0.678068647796	0.67185356603	0.730440845146	0.664473484453	0.683326874632
CS.213	0.7034105504	0.646175577875	0.65136526046	0.686828375183	0.618335122012	0.613811942625	0.652221308205	0.67952526059	0.670624302113	0.648284775743	0.68709382968	0.701923083898	0.690160639771	0.670449632269	0.660241379628	0.550593699252	0.59960202724	0.51678909838	0.595223382417	0.66974039288	0.667795488839	0.682071885322	0.663284330937	0.656592591231	0.667659315568	0.558771938812	0.636220544094	0.538457238992	0.589100319574	0.595643443875	0.616184067755	0.543388014563	0	0.572938520851	0.588926118401	0.657939848759	0.643820129374	0.54124605561	0.618319945822	0.5914918817	0.644660067352	0.50392704903	0.537330417283	0.535376679329	0.580427020277	0.572443672045	0.600366563216	0.527116968101	0.545328685507	0.584045002813	0.630673489176	0.593378764052	0.570059882042	0.536071597367	0.584689260228	0.583665798247	0.60854307873	0.562827136979	0.628656606352	0.612882172906	0.67328160345	0.712919077383	0.655112409547	0.66225225614	0.659100930584	0.630423506996	0.647685487346	0.616249546609	0.609233198385	0.645444938864	0.615711877328	0.659537240926	0.652428857329	0.625303370091	0.679967701391	0.673604232137	0.720718128556	0.697668583372	0.712268025652	0.676635902094	0.657911168688	0.694611929007	0.724276269319	0.672618347118	0.675449524944	0.670631052838	0.665832747281	0.700474087845	0.703728759841	0.638517199876	0.625210290831	0.665224858994	0.685010158113	0.667762103952	0.600558335626	0.714342681697	0.636442598537	0.661161928436	0.688490225891	0.593134191004	0.678357937431	0.665674242475	0.711266086961	0.688973041059	0.64111058785	0.679123283229	0.558419036179	0.579686004606	0.610232319237	0.611048092145	0.595639027667	0.557147227302	0.681135460457	0.605187329813	0.613307543461	0.620544753831	0.589644274018	0.679860125953	0.506609941511	0.575681376123	0.60649410174	0.631256722556	0.498478468097	0.554936619685	0.578489912428	0.514616395468	0.570259689367	0.580989627766	0.650437532097	0.616542134244	0.544851230864	0.624748835641	0.524332726757	0.547701740918	0.58285275868	0.557415791384	0.553050894876	0.54767136691	0.593927140635	0.56826503468	0.566911793833	0.638815256296	0.613368573361	0.587766081763	0.616141728541	0.6834204301	0.70083438888	0.680486172011	0.610384029333	0.671665454895	0.652363083948	0.672085448651	0.666169636617	0.70132164546	0.60361440634	0.654948581218	0.705914356537	0.641531200306	0.55057493289	0.69932918368	0.682942089355	0.675685174346	0.680920912899	0.679222285189	0.657914962187	0.720651228138	0.651231470474	0.681167188888
CS.136	0.61955417632	0.628486586621	0.60652465219	0.649746921392	0.584919355006	0.583047526976	0.601637426861	0.567376407168	0.627198358804	0.593889143253	0.613846851211	0.614503560526	0.60928701007	0.575927281996	0.627187731737	0.582523764153	0.578890207979	0.560493054527	0.58290018057	0.659186477961	0.53677597954	0.61266252069	0.582603557139	0.566726926467	0.618977337124	0.54241001328	0.590616796909	0.557759282211	0.541795768267	0.536500245289	0.57262501379	0.610503083907	0.572938520851	0	0.501729828511	0.628661421361	0.625762623595	0.573437206374	0.689980687344	0.626516132753	0.507194667933	0.555571850293	0.571965792018	0.560640953503	0.630298473582	0.558185043407	0.564050367011	0.570089403649	0.560250558267	0.6600464945	0.597028158913	0.59681921216	0.545912854191	0.572940959002	0.592085585589	0.655794664639	0.585640880141	0.623138958101	0.580313141888	0.569108695332	0.622525443938	0.705730590691	0.603091400354	0.611332932756	0.628273254209	0.607067542037	0.60618798591	0.610943925327	0.61848533194	0.60156140631	0.591470564422	0.594426879987	0.620216536019	0.542855702577	0.614236621254	0.643284461164	0.672635940595	0.666512008927	0.676623600406	0.633643525253	0.623538981036	0.655722287172	0.673077267065	0.612911340419	0.648805566366	0.644182305908	0.626932988553	0.634429758118	0.645797004465	0.61662659933	0.617508006549	0.596155055685	0.657476488346	0.59537892913	0.552692623271	0.662766056719	0.663624897769	0.570763700771	0.554307492627	0.521341002975	0.548744127779	0.607632868862	0.666964326214	0.653466017512	0.600626040197	0.598369166904	0.539183918998	0.559865504183	0.635308548989	0.621044723425	0.587618665632	0.601757588437	0.614566463732	0.588441415862	0.5724083603	0.53206855853	0.53659282847	0.580926814717	0.525913351688	0.551270382295	0.491538272483	0.622672532184	0.541853940003	0.537717782775	0.533538777731	0.579163358197	0.549760057745	0.606997584566	0.566950364357	0.5245003337	0.531461808393	0.63522076944	0.590549458364	0.651941644713	0.578307623964	0.620695945012	0.575824701674	0.543567752205	0.636080106271	0.566880008733	0.566630269217	0.589209244262	0.569221803178	0.567639609512	0.638813943981	0.607232738005	0.642960925131	0.617721549504	0.597726893226	0.628867813785	0.617517460764	0.60961338009	0.621150988828	0.630634935643	0.606699391963	0.615591315968	0.652144960285	0.662219063443	0.608459710618	0.658514815083	0.642505302596	0.679238434093	0.634689913165	0.657972974293	0.606519449858	0.665175484608	0.609474144617	0.668564657823
CS.292	0.601060523443	0.629601118785	0.571505744732	0.612988071089	0.563574360849	0.603941553121	0.600109296004	0.569490160431	0.626083822604	0.577216785506	0.581317207233	0.600523112729	0.587546139732	0.596703614987	0.64035849383	0.620109655754	0.600569389949	0.583978054916	0.560833462841	0.673526818597	0.56515956221	0.603699318201	0.564403451052	0.56320031161	0.59516618724	0.535881480431	0.587970212286	0.558480193285	0.530375120559	0.555893452765	0.55645259045	0.630707274045	0.588926118401	0.501729828511	0	0.600672118167	0.602352593664	0.573888754549	0.690536607928	0.629828534639	0.46353620181	0.567310218989	0.576911081107	0.57421712527	0.653123102105	0.545637900652	0.555876273075	0.567810699943	0.57056433975	0.646100592838	0.570762707039	0.6088558002	0.53167679057	0.539093745794	0.617165324479	0.643169188257	0.576651183771	0.599351178466	0.559124208934	0.562597236873	0.610040241607	0.715104592193	0.623998210092	0.618337443629	0.620645058164	0.59802971049	0.618436420147	0.613337999927	0.62304036698	0.606716032407	0.636223144375	0.593510805152	0.641519605742	0.555545591024	0.58781738702	0.619356006699	0.624626869916	0.620022908674	0.639827163543	0.605562019588	0.61130604508	0.634384456129	0.633231850926	0.602182309832	0.624601100699	0.620518631758	0.615694827823	0.606803601341	0.611797827018	0.582963600332	0.608849792305	0.582714082372	0.561228879212	0.630259332074	0.540452519851	0.642204438533	0.649695889195	0.585512396762	0.556790519357	0.525762021784	0.557223544097	0.587336247994	0.660700199518	0.69128547591	0.580669870239	0.64367506677	0.556842802969	0.545033242504	0.649566340642	0.632831656679	0.571012350328	0.612000106691	0.59509537551	0.568748039954	0.555085160723	0.571677187007	0.526553971971	0.511301781892	0.547201276086	0.568704560632	0.561792092003	0.615867625792	0.569934119689	0.559238026743	0.569900032079	0.56419129984	0.494860640821	0.636451429731	0.558114992486	0.542665935584	0.508432781901	0.633114668279	0.58966707686	0.645699243688	0.575489890561	0.584746589647	0.546128983121	0.522327798823	0.648592736037	0.544850763623	0.547706320025	0.590982669237	0.553953850192	0.562766314111	0.639712222671	0.579614922297	0.609458904666	0.635842646045	0.624370189504	0.621565663321	0.622213421468	0.607240864108	0.579026663304	0.615570581119	0.630151044598	0.616789291402	0.619448338933	0.657414153685	0.614403438875	0.615819690121	0.636053140578	0.658190849865	0.61183506128	0.639619530884	0.598703293402	0.635265937183	0.602742200485	0.680196581984
CS.380	0.635784201329	0.645404485702	0.514745281083	0.474622455322	0.514135323666	0.523991531816	0.568766112655	0.572055118949	0.469753210673	0.527708415614	0.568157150496	0.572061102222	0.555968001893	0.504287495929	0.561645893278	0.682814778134	0.63708413853	0.599225387089	0.501731413718	0.672566833159	0.579863521994	0.602933281729	0.49528960438	0.53967933782	0.613642876748	0.574964475379	0.50408605644	0.567596936111	0.504389667609	0.654288000976	0.458232284469	0.642859469101	0.657939848759	0.628661421361	0.600672118167	0	0.490043743676	0.654523208906	0.735368172264	0.68864177977	0.574680653591	0.61313647718	0.638486202017	0.60470766082	0.68650756263	0.594544013193	0.54640552672	0.567074447401	0.598933124081	0.690731148987	0.553773105495	0.732394708254	0.542743767256	0.623555280969	0.65470159722	0.718452936834	0.595755747305	0.654252412521	0.55953704083	0.656908137403	0.489801719195	0.749429737276	0.49189466528	0.461311040843	0.536276971012	0.512291556621	0.499738410688	0.482645007266	0.543129119927	0.507229840497	0.579515898322	0.530264563234	0.529412861389	0.623618463813	0.528011543474	0.521699383798	0.505230629965	0.516609608866	0.522733403439	0.523695913284	0.517329878729	0.474126733073	0.575916889861	0.524306780625	0.484383127768	0.510789029654	0.588296358491	0.564779396822	0.561397994115	0.544849971715	0.582090372337	0.58056782995	0.544644489164	0.629940823967	0.656541238971	0.617798014299	0.689749233768	0.563598625217	0.557018130811	0.65140750255	0.564858684549	0.512135095227	0.58346321789	0.664723493312	0.51134595102	0.764366209496	0.524837561009	0.602155135224	0.768523255322	0.574600464528	0.682385882429	0.620919356911	0.478366825159	0.638365506521	0.545281206232	0.641005589996	0.57464640368	0.638910898138	0.601945321148	0.687401312348	0.658308705623	0.523026884411	0.587438195641	0.610889084433	0.65655871785	0.648819477104	0.547168111547	0.596395517932	0.463253023987	0.586765633552	0.541575620912	0.627341296056	0.619218365474	0.726303939213	0.71920597428	0.604927633085	0.573639616994	0.619631955826	0.734456038434	0.553093760689	0.589187695188	0.653692030119	0.508882390126	0.585795870227	0.520021987083	0.586104465599	0.483751958994	0.51358514462	0.5034390939	0.499738741928	0.527805159494	0.555505904587	0.474730195394	0.470749128977	0.522956576619	0.540242043721	0.528769181033	0.665888448033	0.608321463851	0.521427369934	0.571381979737	0.556264430069	0.478601043642	0.51793518909	0.514654577232	0.551208341397	0.495496488331	0.557847896683
CS.203	0.650741300102	0.607500225536	0.505717753422	0.50685441976	0.558074300614	0.526765827256	0.565320826132	0.622969362187	0.534160375004	0.508095834608	0.609800747563	0.580154498079	0.583422313539	0.502218768351	0.57649850057	0.659998958041	0.58733093153	0.627880256186	0.564201807327	0.66723237938	0.589026010882	0.585543445748	0.543835363031	0.524055704088	0.586671855902	0.596039654249	0.471972113297	0.594103378007	0.514023925439	0.64621169291	0.494174155348	0.653127333818	0.643820129374	0.625762623595	0.602352593664	0.490043743676	0	0.622615939	0.737466442463	0.6858486823	0.590248898557	0.621151562607	0.628589054668	0.619286834698	0.717841518434	0.642977017328	0.594951815008	0.629636514073	0.636840667907	0.702550309116	0.597700976364	0.721063318991	0.610886345803	0.633012846267	0.668713160201	0.719171455256	0.615187925265	0.669125188853	0.612779551241	0.666338394329	0.524255740413	0.753497414551	0.498746334412	0.506135681499	0.511311431406	0.562582780608	0.489226054937	0.54272769624	0.577875970322	0.531484072955	0.650908559803	0.595176564967	0.52991465985	0.624568442473	0.540051950663	0.553121656928	0.556297421217	0.545891146874	0.543303706087	0.545955776912	0.512505325726	0.489096285421	0.610836411054	0.557493757978	0.521514993531	0.530436709971	0.582122606622	0.58735913795	0.553478267825	0.604707210418	0.537681779282	0.560712535835	0.545474378067	0.580036418081	0.639605463634	0.586246069381	0.690243237698	0.552270072725	0.586067600197	0.656107750406	0.604266209817	0.525298235446	0.590622800259	0.620113953478	0.498285767323	0.736004695847	0.548163780185	0.60344346777	0.744375309378	0.586447007947	0.665157052076	0.641158072344	0.49048960525	0.674499070139	0.555391328641	0.606182187705	0.601388810337	0.64028298314	0.62132699163	0.6715194243	0.626909659225	0.459157026584	0.593757383647	0.627361426905	0.639222467363	0.633008636918	0.560149151991	0.590743343481	0.483648868721	0.597430355328	0.573008167699	0.622554810142	0.61437403687	0.70976567526	0.70407065831	0.642061675658	0.599433745443	0.635867422229	0.731569968358	0.594728005059	0.610862283881	0.632000531467	0.500501921695	0.635673537529	0.519069414935	0.599380701557	0.518657551029	0.509069493887	0.516866928229	0.47393048381	0.552975149766	0.556806910013	0.510195632578	0.527809134163	0.539975573735	0.531883609299	0.544580747317	0.723699474518	0.636169609181	0.531006166175	0.579413913645	0.573711263319	0.478214952559	0.526399430299	0.532230780462	0.567180644096	0.543890762208	0.545879098609
CS.374	0.688588316297	0.647077131395	0.657946337735	0.669115601263	0.613300347629	0.610209560479	0.66210547502	0.659568335551	0.680394144006	0.6311921865	0.656348249939	0.684294348461	0.682768859504	0.658925628615	0.626572589731	0.619391226179	0.587974975568	0.545378439306	0.59266907332	0.679171967809	0.648526595678	0.692635509609	0.650558693635	0.638269118635	0.674146511434	0.570941576896	0.636958342993	0.546512794697	0.569575215396	0.612896741677	0.612111975816	0.559066578851	0.54124605561	0.573437206374	0.573888754549	0.654523208906	0.622615939	0	0.624012694137	0.610232820205	0.618801210315	0.518802998396	0.550817982949	0.537983379342	0.599297026999	0.576316693716	0.568774206525	0.556102924514	0.555785231034	0.597054136789	0.636567852215	0.609330291392	0.576709983524	0.54631413856	0.589561521555	0.616323269965	0.592107650892	0.570015683022	0.623122669166	0.605067393673	0.654217744026	0.727035067093	0.629888339584	0.657952954927	0.64319596225	0.617161266837	0.621916750802	0.620312461343	0.616611546786	0.634100020704	0.613488127091	0.64250645812	0.623609341311	0.614693362517	0.643165590083	0.671615287245	0.69488763144	0.68985602765	0.692150938962	0.663961838608	0.641563575475	0.676581300956	0.696763800642	0.655155359838	0.653371141383	0.665909141666	0.669588567505	0.683057356607	0.689793773781	0.644268282876	0.624184791281	0.650899631363	0.678434053414	0.650249046262	0.586603191766	0.699406971199	0.658601987328	0.648716889893	0.656926382701	0.581999097278	0.644630813152	0.635308887769	0.668226650756	0.696605233474	0.642074689029	0.661305263508	0.553499084398	0.559316070979	0.640452654469	0.629857426148	0.602264853436	0.564059538961	0.660418113593	0.601008981211	0.604909968437	0.603214065405	0.588309152627	0.645923689083	0.551074008072	0.610707277	0.605204452473	0.638919692215	0.542498044322	0.564628756424	0.587635618477	0.543494405572	0.565130131674	0.616797209377	0.611281329928	0.607189833184	0.550675970199	0.641061772404	0.545321760268	0.605476935323	0.576604315411	0.577648468128	0.571147483263	0.567088970053	0.608035662525	0.541737842007	0.549970112145	0.600852116359	0.571923866224	0.584119813534	0.633315165068	0.64068919635	0.677997853247	0.666364997592	0.619007387332	0.661080419796	0.658964308933	0.651380562117	0.65050833589	0.674922919026	0.62943118816	0.631565752637	0.685724567718	0.646444186776	0.572004532834	0.68799866434	0.674644701724	0.6691847178	0.647163788363	0.680498360125	0.623820486434	0.693205079182	0.646469085614	0.678973496801
