CS.001	L.005.M1	CS.281	CS.259	CS.038	L.007.M1	CS.295	L.036.M1	CS.017	CS.028	CS.091	CS.263	CS.277	L.022.M1	L.035.M1	CS.065	CS.230	CS.341	CS.117	CS.248	CS.050	CS.161	CS.171	CS.062	CS.287	CS.122	CS.072	CS.269	CS.367	CS.366	CS.125	CS.374	CS.128	CS.302	CS.203	CS.292	CS.376	CS.213	CS.126	CS.205	CS.282	CS.224	CS.236	CS.380	CS.232	CS.214	CS.147	CS.348	CS.182	CS.129	CS.359	CS.268	CS.349	CS.389	CS.385	CS.369	CS.177	CS.386	CS.166	CS.181	T.CS.042	T.CS.014	T.CS.069	T.CS.046	T.CS.072	TFS.023	T.CS.020	T.CS.076	T.CS.085	T.CS.067	T.CS.057	T.CS.059	T.CS.082	T.CS.056	T.CS.035	T.CS.131	T.CS.128	T.CS.102	T.CS.092	T.CS.159	T.CS.160	T.CS.161	T.CS.156	T.CS.106	T.CS.110	T.CS.130	T.CS.098	T.CS.167	T.CS.097	T.CS.180	CS.015	CS.238	CS.103	CS.082	CS.241	CS.110	CS.237	L.034.M1	CS.246	L.024.M1	CS.087	CS.085	CS.242	CS.356	CS.006	CS.364	CS.207	CS.346	CS.150	CS.191	CS.311	CS.188	CS.165	CS.189	CS.164	CS.336	CS.304	CS.387	CS.113	CS.187	CS.320	CS.223	CS.318	CS.080	CS.158	CS.361	CS.163	CS.152	CS.285	CS.194	CS.339	CS.112	CS.322	CS.227	CS.331	CS.270	CS.262	CS.255	CS.390	CS.253	CS.370	CS.326	CS.145	CS.393	TFS.022	T.CS.055	T.CS.066	T.CS.026	T.CS.008	T.CS.064	TFS.020	T.CS.031	TFS.025	T.CS.036	TFS.021	T.CS.061	T.CS.043	T.CS.045	T.CS.049	T.CS.152	T.CS.142	T.CS.166	T.CS.157	T.CS.109	T.CS.158	T.CS.151	T.CS.141	T.CS.095
CS.376	0.681829427634	0.685877483267	0.62917641436	0.646007030729	0.644378016819	0.6925308795	0.60116671583	0.644682723371	0.678211234635	0.655877670264	0.575236441227	0.653532894964	0.585957608356	0.700829529742	0.548752156055	0.566670877446	0.55366374254	0.53702144693	0.64860925697	0.546392931925	0.678580775223	0.520531465483	0.655943216744	0.64248030119	0.533217257688	0.684844538379	0.636533346428	0.603778080035	0.566323118835	0.539726686215	0.481226515523	0.518802998396	0.546117187558	0.582128866663	0.621151562607	0.567310218989	0	0.50392704903	0.553441590319	0.543462679948	0.519002151678	0.623918310103	0.639025250538	0.61313647718	0.613648675992	0.563115906541	0.473771774746	0.569916846269	0.537857100053	0.586733567552	0.585235149916	0.609888414848	0.544363629892	0.494583165903	0.559992381416	0.583191203692	0.553778038941	0.608893772806	0.574632578737	0.534425271689	0.659478210011	0.615468124612	0.583569096289	0.54316847091	0.633807970257	0.603910731606	0.699296710771	0.582028272156	0.59936099142	0.619456836248	0.581307926112	0.681536462176	0.640426174589	0.66030541946	0.630934748934	0.647443687943	0.624089542556	0.687053509342	0.689323969862	0.705103886247	0.681682182856	0.625810669839	0.635351132024	0.70801401951	0.655453858017	0.637917941666	0.700290708767	0.65018173423	0.697209043521	0.674455132722	0.697109494702	0.633541336762	0.632231703167	0.662275420941	0.679263436708	0.603185399006	0.592645973556	0.624467535754	0.632717093659	0.683449572889	0.621439091513	0.647831730152	0.630290771033	0.620667069642	0.629743842688	0.573466363973	0.580930444411	0.584483086488	0.574330237014	0.656376144207	0.632569334778	0.602507257251	0.575434445897	0.592951095734	0.684359718375	0.547991588063	0.623783547401	0.512483333257	0.643290320937	0.513370296682	0.504555068911	0.502468855322	0.487000541547	0.585989583956	0.571022453657	0.575210392154	0.580676253435	0.596128255034	0.55620877554	0.601312390504	0.573214717324	0.56858087459	0.505884470171	0.63039015962	0.56878009585	0.515464649221	0.53222310164	0.508852315564	0.537593227679	0.606527081536	0.529042644829	0.52270433209	0.563996941432	0.597870307891	0.656256360482	0.633767823919	0.681337483771	0.633141673591	0.586382744478	0.626604949418	0.656359874919	0.623544438063	0.577024847723	0.641295332598	0.639571602516	0.586483997055	0.637029129015	0.622699913812	0.536855338111	0.624732749806	0.653000293029	0.618677193342	0.654894508668	0.687659031599	0.641497783378	0.659824632285	0.662645899991	0.705642378323
CS.213	0.698115576217	0.702125453944	0.672728066674	0.670624302113	0.647259120987	0.707530274403	0.613811942625	0.674439475343	0.667324729668	0.657539720186	0.592164775654	0.634916072077	0.618335122012	0.73237852854	0.571131686727	0.595723650913	0.550593699252	0.51951402741	0.639971243894	0.601594331298	0.627900854624	0.569422443469	0.64975587362	0.656592591231	0.56772675961	0.675795508177	0.663284330937	0.608786531359	0.558304034498	0.544601868254	0.535376679329	0.54124605561	0.571031985913	0.580427020277	0.643820129374	0.588926118401	0.50392704903	0	0.616184067755	0.543388014563	0.537330417283	0.618319945822	0.623607453373	0.657939848759	0.644660067352	0.589934760754	0.5008025496	0.628656606352	0.570059882042	0.60854307873	0.583665798247	0.612882172906	0.600366563216	0.545328685507	0.571417392074	0.593378764052	0.562827136979	0.584045002813	0.59473476237	0.592779707635	0.677956158886	0.659537240926	0.623543818457	0.570519117825	0.682077285344	0.652428857329	0.731459696529	0.629640257284	0.647685487346	0.655112409547	0.617625833848	0.674634866441	0.659100930584	0.68249991472	0.644992091872	0.675449524944	0.638517199876	0.700524498945	0.708218005244	0.724276269319	0.707912675449	0.672062657545	0.666548620254	0.734049210429	0.695439010419	0.665884516152	0.703728759841	0.693349885053	0.717298826337	0.665832747281	0.714342681697	0.665224858994	0.642051821393	0.688490225891	0.685010158113	0.600558335626	0.593134191004	0.625210290831	0.64111058785	0.711266086961	0.667762103952	0.678357937431	0.665674242475	0.636442598537	0.661161928436	0.58074198803	0.578628277092	0.622283382953	0.589644274018	0.681135460457	0.631326500182	0.611048092145	0.619845992923	0.605187329813	0.679123283229	0.591537332357	0.662798358051	0.558419036179	0.661619148941	0.549785705716	0.544851230864	0.554936619685	0.475984179887	0.616542134244	0.578489912428	0.568606326649	0.60649410174	0.650437532097	0.58285275868	0.547701740918	0.580989627766	0.554260882744	0.514616395468	0.631227559769	0.570259689367	0.54767136691	0.557415791384	0.56826503468	0.587766081763	0.593927140635	0.553050894876	0.566911793833	0.613368573361	0.638815256296	0.70083438888	0.672085448651	0.705914356537	0.641531200306	0.616141728541	0.666169636617	0.70132164546	0.654948581218	0.610384029333	0.6834204301	0.67209769417	0.60361440634	0.680486172011	0.652363083948	0.55057493289	0.651231470474	0.681167188888	0.657914962187	0.682942089355	0.69932918368	0.680920912899	0.679222285189	0.675685174346	0.720651228138
CS.126	0.587164375064	0.557980950747	0.479982742081	0.495321590566	0.604022038325	0.526303007971	0.53101001999	0.524758275464	0.616688159801	0.56823303491	0.60254005793	0.530279031551	0.5177324461	0.587939422871	0.510404723745	0.525766294368	0.634474451487	0.574935053016	0.585243594683	0.544022825912	0.659188306966	0.623067305483	0.602581326655	0.530055444907	0.541744191226	0.593405623307	0.476585201656	0.715399399155	0.67462350171	0.645932144789	0.545790698674	0.612111975816	0.496087078046	0.650770726708	0.494174155348	0.55645259045	0.553441590319	0.616184067755	0	0.628550895092	0.58981461193	0.713095141561	0.695612850944	0.458232284469	0.518560978016	0.534347284908	0.580386179182	0.51850057953	0.47176658191	0.560786466984	0.667617626856	0.623983178501	0.527383212978	0.543577613157	0.549090606434	0.679279627982	0.590256859298	0.66651615454	0.594184299798	0.554247800749	0.501689806046	0.523764867324	0.451578826683	0.540144230515	0.504001074381	0.507539962271	0.582789226021	0.520103627056	0.488532540099	0.477196444766	0.635147739081	0.635327120547	0.512526065609	0.632867021886	0.482726753938	0.494633245388	0.551104107574	0.561076596796	0.581982770988	0.59710262618	0.5382275023	0.568098240917	0.520907049874	0.53562965925	0.543586990576	0.487709355652	0.569853525297	0.519999156312	0.558199978793	0.578943936258	0.624035865601	0.575365034883	0.570833244366	0.552050696708	0.559699088986	0.607719398354	0.615190787875	0.580134864072	0.51169015511	0.593563572355	0.594501792626	0.551469531556	0.480954954756	0.640630256903	0.543559822921	0.653116803697	0.604324676052	0.716347257842	0.537158032934	0.475290633742	0.582822049463	0.516892436368	0.621359793485	0.59762934111	0.726782088089	0.497874053429	0.651568243604	0.47236106826	0.543328295999	0.525908593652	0.493218106219	0.536617707392	0.560276583102	0.564286565927	0.625857575505	0.591385691215	0.609283521587	0.429396577442	0.680258606378	0.671321621697	0.584557029029	0.613218184447	0.60335952873	0.731034888173	0.499813478737	0.560792903505	0.589224053919	0.515626644049	0.556424365574	0.673851172643	0.556825053337	0.538313315108	0.445022937173	0.596498929366	0.497998883193	0.551704065838	0.533472640129	0.650369835198	0.502327013271	0.485245070097	0.497566094858	0.524513726527	0.491136714605	0.579540252095	0.538269243182	0.504417974845	0.500815008865	0.528391171788	0.585985892422	0.459577333462	0.563593872479	0.494565530605	0.552943480427	0.532452418289	0.483904215352	0.509144878701	0.580515290104	0.570927809947
CS.205	0.720868313458	0.702912691442	0.670071021415	0.678307828306	0.71307370828	0.706082553422	0.581786742645	0.702895557865	0.706554622154	0.694094389771	0.599934234823	0.67091315383	0.625969755387	0.748240360492	0.576072135376	0.607317299707	0.615503325472	0.509170678306	0.691356359942	0.620863476293	0.709691466233	0.577815403871	0.706029742644	0.674619543727	0.59845373714	0.725234382082	0.689664102256	0.629018819967	0.598890842999	0.527027755876	0.512243308606	0.559066578851	0.600983627204	0.584706201822	0.653127333818	0.630707274045	0.543462679948	0.543388014563	0.628550895092	0	0.523298972232	0.579395264151	0.699705501156	0.642859469101	0.674268245314	0.578185145775	0.528469150911	0.646658446815	0.581237845562	0.630350209605	0.585566959666	0.65288474936	0.598581825474	0.559620972746	0.580831065539	0.626278784381	0.580381452257	0.61442279234	0.605172611144	0.559411996193	0.683218736695	0.679073845915	0.61009129469	0.592474635956	0.669989036981	0.648785547939	0.749345708808	0.626951799	0.658761401006	0.654034230973	0.626551324701	0.731442323696	0.678269174589	0.694370424065	0.649630460867	0.67424056044	0.663506255813	0.718126214694	0.738457955037	0.748569110998	0.713521310127	0.687601116023	0.681477650681	0.72507924539	0.713999476962	0.671959817964	0.722312534387	0.695481340326	0.727993730048	0.722722470321	0.739698130858	0.681128908936	0.679975549346	0.707365565279	0.712103837966	0.623370114274	0.617120467228	0.641731283791	0.655324317956	0.714107515548	0.689572844122	0.701813797554	0.685778643075	0.622337549079	0.668878410664	0.554817972209	0.58416691761	0.626493604869	0.635822384446	0.709349114333	0.665878997208	0.596346379052	0.638145944688	0.619279282829	0.72437404525	0.624582111947	0.677739532908	0.566297758411	0.660536109816	0.536967700344	0.573926626493	0.551733487482	0.488963710088	0.652316304351	0.631488596466	0.596728556432	0.638072943171	0.646552285945	0.570753021918	0.507861384942	0.611747500548	0.630305417872	0.534328929119	0.596728787082	0.600003882605	0.573930889421	0.604831565215	0.583800090098	0.585367315984	0.605419171078	0.598910777087	0.577714192053	0.608411231535	0.667782941991	0.711748798252	0.658106998764	0.717920826878	0.622977392142	0.616164894054	0.672956164083	0.702385164949	0.663276839507	0.59678274544	0.715262898703	0.66810667145	0.624474041156	0.674539607268	0.675327529858	0.568698592535	0.664473484453	0.683326874632	0.67185356603	0.703473977394	0.711993039235	0.672268845771	0.678068647796	0.699527870899	0.730440845146
CS.282	0.678343654841	0.712623033209	0.635356799366	0.671507234407	0.709110439488	0.706105937859	0.594314322536	0.67817595589	0.698515197329	0.671024243559	0.602440802764	0.653831279922	0.623499069442	0.7154756578	0.560857579334	0.578397422176	0.554951443533	0.523022369857	0.655164253653	0.537690292578	0.683777311671	0.560645976568	0.665543694434	0.647484663193	0.571461863508	0.698012805739	0.657800400507	0.611363529619	0.615359714945	0.535215222518	0.480710552285	0.550817982949	0.557665046343	0.594194008325	0.628589054668	0.576911081107	0.519002151678	0.537330417283	0.58981461193	0.523298972232	0	0.621174658827	0.630821767852	0.638486202017	0.632317360419	0.550643154067	0.509210889594	0.587984595732	0.536379851773	0.623947337214	0.597616099466	0.605175400455	0.555229118132	0.523762015913	0.537679167174	0.593833055882	0.59432252775	0.616242354413	0.542786184878	0.531011030339	0.676091634775	0.626329043217	0.581950630483	0.588825752416	0.664661394626	0.612321486454	0.740361125532	0.623734627036	0.634960526698	0.635450908609	0.630977543433	0.694620077437	0.665127447402	0.713083937265	0.647913624252	0.659820865982	0.639057271653	0.711572622826	0.702491518287	0.705027991669	0.689586643561	0.670063442138	0.664242825299	0.716752445154	0.67675950648	0.661066673041	0.694755789189	0.683062159636	0.714239615732	0.681932731604	0.712032124175	0.670059421554	0.654156436549	0.65570333583	0.709418809854	0.612554061255	0.573929006044	0.641279994235	0.626927644945	0.712425527257	0.672186963613	0.67583855954	0.663703871175	0.668354664946	0.649635314488	0.570597272058	0.596855454461	0.617398399483	0.599223336242	0.66673928314	0.639406111349	0.589796982939	0.622640810974	0.584895183541	0.709964413153	0.5693906188	0.623329454208	0.554805440657	0.668802450201	0.497531537942	0.521097714822	0.498626489992	0.443730217451	0.612756478426	0.605764582329	0.560362887215	0.606385493289	0.621731221584	0.579959932729	0.567595599204	0.593900450856	0.587402726693	0.504767368351	0.64548075673	0.561097830486	0.536506763429	0.601867235635	0.537766360658	0.51836550048	0.642595171729	0.560833385565	0.521720031764	0.583254806946	0.605864058451	0.684721397444	0.66733922471	0.698982421727	0.660732081784	0.618494833656	0.6745029621	0.682695512526	0.66883205128	0.599138523088	0.679738613948	0.664764188388	0.60374488639	0.649929099991	0.659324965824	0.546912200467	0.653175014114	0.670315075129	0.634728331064	0.686146790911	0.688527179229	0.652437603456	0.679102251474	0.700809553911	0.725741216468
CS.224	0.781933689226	0.763750922127	0.736381478482	0.753951960916	0.727361790971	0.765149821763	0.702596463453	0.769770300886	0.747324431172	0.7406917472	0.657047273827	0.745907321067	0.70661730477	0.78102147042	0.662773056602	0.669811318435	0.638647187781	0.628062608858	0.723758407824	0.676784442916	0.695304986834	0.635973163467	0.721990742639	0.724917524687	0.662054283607	0.758725139084	0.746871531621	0.618909490567	0.58747558569	0.578012187692	0.625553837121	0.624012694137	0.685451178809	0.60736028735	0.737466442463	0.690536607928	0.623918310103	0.618319945822	0.713095141561	0.579395264151	0.621174658827	0	0.720606416614	0.735368172264	0.72352069749	0.64280315834	0.637367086596	0.715155645704	0.678217905404	0.682117592216	0.595986127376	0.690748197721	0.684892934282	0.657880494591	0.690920371217	0.661026182424	0.595639021725	0.587195940878	0.659127316305	0.646441016666	0.767584599161	0.729429057664	0.713603567275	0.686318886311	0.755654700988	0.725691937126	0.767822318949	0.727382509212	0.745751260841	0.733753857512	0.629125635432	0.752865365514	0.744031591153	0.726309385425	0.733908472868	0.740567080829	0.739888993504	0.757429468741	0.779178497278	0.791130521547	0.783020173614	0.747149306159	0.741349538126	0.78514558245	0.758253036279	0.747578544288	0.7739015687	0.754713907108	0.78885143587	0.760499964055	0.756621347958	0.707397314565	0.729104958783	0.758992614812	0.758455643178	0.650691098176	0.621272735249	0.726567744248	0.732083897088	0.747854424525	0.710426757832	0.749412057838	0.755119080333	0.671113819034	0.721713764458	0.623672167093	0.618465760103	0.608022588225	0.66082938566	0.766027488832	0.722548463518	0.685638315425	0.656922927491	0.671131294282	0.678502711974	0.693429485432	0.6663969428	0.66334847547	0.739457204627	0.641433573876	0.649397738489	0.609967713298	0.620767676361	0.666415230256	0.670966060946	0.659432988997	0.666124364968	0.737415432909	0.60979418928	0.576944841641	0.68136143269	0.682527847485	0.606035645886	0.576155658621	0.710292089637	0.649328334164	0.653320271412	0.66270322833	0.623313359694	0.648255909349	0.683566171127	0.648461528025	0.701975262436	0.693440955654	0.77415938034	0.735955329739	0.765511926228	0.66233268889	0.706861373072	0.757265160945	0.782569612627	0.73296485776	0.693021069317	0.745385720093	0.710830730395	0.709014639772	0.740495440691	0.723628770729	0.640452258841	0.733945917797	0.730353722531	0.722184186904	0.736422090129	0.780047215074	0.74068392715	0.742949155101	0.735598810251	0.776785138885
CS.236	0.65908129977	0.744792293265	0.674562239773	0.715249928418	0.692224244828	0.758395818396	0.664083751142	0.6896690477	0.658846170682	0.664703161289	0.653057113892	0.661609748401	0.668029977954	0.71885599733	0.673899166384	0.643624826534	0.660855585718	0.661404342043	0.652178831008	0.601493874704	0.643446933763	0.597924322948	0.620287958736	0.656597451848	0.652147755782	0.66050672726	0.695361898783	0.693219329883	0.695157518947	0.686459047938	0.647980104185	0.629039892232	0.631278775808	0.69780087107	0.68576473775	0.611278348595	0.639025250538	0.623607453373	0.695612850944	0.699705501156	0.630821767852	0.720606416614	0	0.697833156602	0.643015914916	0.671079577249	0.65332186354	0.655553885137	0.649329958272	0.664610101541	0.690745458632	0.61539522933	0.666017701358	0.65697860528	0.639656001078	0.643340187216	0.679777298141	0.677243119256	0.671090560276	0.654724620059	0.707784137228	0.67145561144	0.714059641858	0.677878781425	0.681754126928	0.708832678809	0.719278344549	0.675235563502	0.678625276797	0.711298908549	0.688918585559	0.647841938049	0.675437608702	0.671737246163	0.69217684385	0.717965399716	0.677767558216	0.743098557676	0.731089138294	0.722424708766	0.734688351722	0.690620624729	0.695649784228	0.759684031996	0.704508683153	0.702728554759	0.728184096583	0.713839820222	0.724608971183	0.658597693949	0.685270186063	0.673680805373	0.634207785925	0.664042864909	0.689210778227	0.639893617205	0.58950580228	0.635627658566	0.677324515182	0.738452174346	0.681069383459	0.641704017695	0.698415473817	0.721134265581	0.6874318974	0.660174682268	0.670650749937	0.685419261651	0.651943197265	0.706086244032	0.661258864402	0.709098999259	0.689424046652	0.682452029449	0.655974894728	0.682962244041	0.670044237586	0.665451156765	0.665998952364	0.643964644425	0.645014939249	0.659884034791	0.638715037717	0.627507558801	0.581866874234	0.671175554193	0.585121529404	0.674006925198	0.648818366769	0.734205337118	0.681561047746	0.593547016318	0.668661411259	0.719061696391	0.637622231109	0.662389345033	0.6799206684	0.679376773704	0.650920489478	0.684389533247	0.640230550474	0.652217949218	0.684031876375	0.637071305668	0.719379199355	0.688118988138	0.720344089142	0.718247892002	0.717149569777	0.699792704779	0.721002066575	0.709307369169	0.703745382089	0.670238774415	0.702478474116	0.698922273935	0.699093928922	0.7013286885	0.714886546872	0.689636422588	0.75572108026	0.691060377963	0.722522532001	0.73208911258	0.712755492725	0.742491668344	0.739990690001	0.747544540665
CS.380	0.57414757783	0.535622026526	0.511323394503	0.469753210673	0.625560050723	0.53259396906	0.523991531816	0.542272417082	0.60753043162	0.572436537746	0.649368997943	0.539378136231	0.514135323666	0.553601719171	0.546531355146	0.563860873604	0.682814778134	0.613378344648	0.586630506447	0.600301834312	0.685229476708	0.66569228528	0.629814871408	0.53967933782	0.599657450392	0.591618746084	0.49528960438	0.751048268741	0.725361353888	0.685126436225	0.60470766082	0.654523208906	0.528954784129	0.68650756263	0.490043743676	0.600672118167	0.61313647718	0.657939848759	0.458232284469	0.642859469101	0.638486202017	0.735368172264	0.697833156602	0	0.574680653591	0.605753690794	0.632651911689	0.55953704083	0.542743767256	0.595755747305	0.718452936834	0.656908137403	0.54640552672	0.598933124081	0.593335542773	0.732394708254	0.654252412521	0.690731148987	0.628816867673	0.58301376751	0.459145018075	0.530264563234	0.487495463657	0.573637265419	0.484969889856	0.529412861389	0.572111041736	0.527832633336	0.499738410688	0.49189466528	0.658267707596	0.617626938526	0.536276971012	0.642503187915	0.504392565138	0.484383127768	0.544849971715	0.572037102205	0.558983358639	0.575916889861	0.523457318803	0.567346430004	0.526904492607	0.524754022231	0.523355612714	0.485371314263	0.561397994115	0.50761840867	0.500905537574	0.588296358491	0.617798014299	0.58056782995	0.591458316626	0.557018130811	0.544644489164	0.656541238971	0.65140750255	0.582090372337	0.51134595102	0.58346321789	0.629940823967	0.564858684549	0.512135095227	0.689749233768	0.563598625217	0.683665876504	0.671190184873	0.739264464807	0.57464640368	0.478366825159	0.602071558459	0.574600464528	0.68514950516	0.638365506521	0.764366209496	0.531972764494	0.68780734088	0.524837561009	0.558420511003	0.587692453879	0.541575620912	0.610889084433	0.603159342984	0.586765633552	0.65655871785	0.649779695906	0.658308705623	0.463253023987	0.71920597428	0.726303939213	0.596395517932	0.642188461049	0.648819477104	0.76276167436	0.547168111547	0.619631955826	0.604927633085	0.553093760689	0.585795870227	0.734456038434	0.573639616994	0.589187695188	0.508882390126	0.653692030119	0.483751958994	0.555505904587	0.528769181033	0.665888448033	0.520021987083	0.474730195394	0.470749128977	0.540242043721	0.5034390939	0.586104465599	0.525814281081	0.522956576619	0.51358514462	0.527805159494	0.608321463851	0.495496488331	0.557847896683	0.514654577232	0.571381979737	0.521427369934	0.478601043642	0.51793518909	0.556264430069	0.551208341397
CS.232	0.508482965645	0.59519432061	0.488704147231	0.562125351538	0.627277032589	0.581787033122	0.587828368386	0.583512629802	0.601261327705	0.493182710793	0.615556587281	0.53444520069	0.559586474176	0.554591784444	0.600063632215	0.580109283975	0.663847138238	0.626918950583	0.525490750825	0.540541220962	0.61424135592	0.613123987482	0.554568074945	0.523233930186	0.567397502809	0.521035028836	0.479872335203	0.729749342173	0.702721737015	0.703353923425	0.619193726865	0.618801210315	0.55665271544	0.691525692572	0.590248898557	0.46353620181	0.613648675992	0.644660067352	0.518560978016	0.674268245314	0.632317360419	0.72352069749	0.643015914916	0.574680653591	0	0.601323200639	0.617103788518	0.56117935961	0.518044528195	0.559150737885	0.684949538619	0.600699779359	0.561085319011	0.608333551423	0.56973227786	0.656383692532	0.644376584511	0.683334088373	0.608472178976	0.571305940509	0.544484979164	0.548652686546	0.568311622519	0.609685887448	0.544036712787	0.617432774736	0.562982053694	0.555225801879	0.565927524706	0.576280162113	0.685043985987	0.580569944718	0.571186104028	0.639840089232	0.561044566589	0.55688427336	0.545134847097	0.592650507487	0.584327365591	0.552037430904	0.554381557693	0.529242365919	0.566818372976	0.567272514124	0.538985074013	0.550922138754	0.542536823112	0.57088125064	0.583565607705	0.564736163702	0.605971642246	0.543392973099	0.497321363545	0.470414494279	0.517100637959	0.576547549132	0.533609731545	0.603212624168	0.521258210533	0.629063951179	0.597868191615	0.492216875338	0.532360095045	0.668336268861	0.533356395516	0.684199706537	0.634502949283	0.702281737647	0.505244315414	0.545913440368	0.590214235864	0.652680295099	0.666420445631	0.595758764234	0.654979535138	0.562973560402	0.627387624472	0.578091345306	0.591435111875	0.567123142497	0.555067241711	0.584802239543	0.601669380598	0.549015359309	0.570960990965	0.643003821219	0.547164237833	0.514871867178	0.659671890571	0.724333449168	0.641959304141	0.562722125921	0.632526443548	0.746091958688	0.530866423754	0.584449945761	0.659888418954	0.574606756187	0.574624149433	0.675007964409	0.588393752175	0.58463791583	0.56438302526	0.605993989678	0.546441635433	0.588586762687	0.57055657336	0.703623644252	0.644261935255	0.560206804114	0.545784097942	0.581461040516	0.604484658005	0.540741363303	0.618854371098	0.601147101527	0.575432190469	0.597746946741	0.63129272381	0.541267428649	0.639953201613	0.538875653697	0.587082113513	0.552961186384	0.53907845103	0.582992606466	0.631713222011	0.570492314016
CS.214	0.673709415173	0.685344732182	0.602105332541	0.635472988688	0.641379084465	0.657750584023	0.549427385325	0.634747537112	0.666766157525	0.640384107395	0.584976202141	0.624815535798	0.584108381947	0.68807195703	0.559770905489	0.512429195134	0.582586413629	0.588343767522	0.631048974747	0.57812698651	0.655856326824	0.573287272073	0.654779196838	0.58796740263	0.580598003598	0.65810419251	0.597468109059	0.648101133099	0.632735430355	0.610788071247	0.551430151619	0.603830227935	0.536790074039	0.605600213306	0.612577187382	0.578591541338	0.563115906541	0.589934760754	0.534347284908	0.578185145775	0.550643154067	0.64280315834	0.671079577249	0.605753690794	0.601323200639	0	0.543194822952	0.58467676924	0.532802079836	0.578597437648	0.583192330046	0.5712428579	0.560470515262	0.535394776943	0.538650424367	0.574256401535	0.579131830813	0.598623119435	0.560562926655	0.549772263423	0.620639727899	0.604859989533	0.582880837183	0.585585085963	0.613060635823	0.590698395735	0.688740387921	0.625559206846	0.624107396199	0.590010711583	0.630442883735	0.664709546161	0.616456755059	0.646005414168	0.583506504621	0.613746267931	0.639329657697	0.671529085825	0.660472858157	0.695644056403	0.657922575584	0.659181619244	0.614854217226	0.675155993759	0.667755621732	0.616169909781	0.691851461364	0.632548210292	0.662036376197	0.637798434792	0.681552095912	0.634639263552	0.618925012726	0.623392305374	0.663286903773	0.620624606307	0.572318994149	0.640173189499	0.589161639162	0.662287420321	0.618963328591	0.640272316373	0.607262555728	0.600465545397	0.593248801158	0.582176259958	0.562245162766	0.634537957756	0.58024629668	0.625857924861	0.592480870778	0.524478053433	0.602961098963	0.592652499449	0.713969883656	0.537964464409	0.593365093183	0.504926253292	0.625737901734	0.531035603907	0.548947482293	0.509424192278	0.547088382094	0.598408263104	0.629797672724	0.522832010573	0.589416765886	0.567073675115	0.596038986375	0.64421104819	0.568145312025	0.604902121065	0.573007425234	0.649315341126	0.568047658786	0.513103294413	0.588975877879	0.54527890318	0.554991238351	0.613637582726	0.562875086478	0.535580725061	0.545959097382	0.594771618846	0.645797108706	0.625630599244	0.633253820489	0.653461635718	0.605154199497	0.619188434605	0.647484880053	0.599611245014	0.578383041491	0.648855615316	0.6450430131	0.571889395326	0.61726793605	0.633753515654	0.611764069652	0.603646491726	0.654537885504	0.597041834836	0.633937161048	0.65172480256	0.612214062847	0.641024518516	0.664973790177	0.682150603547
CS.147	0.665007533604	0.690471711933	0.63778875974	0.657005277021	0.648355647868	0.683251690489	0.604779341388	0.650187835902	0.684138392878	0.648668196591	0.573978393442	0.618624917544	0.596222944799	0.696976847786	0.549221613689	0.590162518877	0.578013922475	0.529694918796	0.65482115591	0.561564962007	0.656579910898	0.548071658145	0.678886394047	0.639085703807	0.540085925012	0.673447563983	0.626208692778	0.616177287768	0.594207393738	0.563328352866	0.480804526923	0.548799639965	0.543038749535	0.583494043193	0.647323029438	0.568380242013	0.473771774746	0.5008025496	0.580386179182	0.528469150911	0.509210889594	0.637367086596	0.65332186354	0.632651911689	0.617103788518	0.543194822952	0	0.55952056759	0.505430285294	0.572373942419	0.55671423917	0.584666822445	0.533288497343	0.482800841268	0.517274828275	0.559447134903	0.51465109525	0.56694934439	0.5535937385	0.520863577653	0.652528268627	0.644193863588	0.59146630611	0.540432142213	0.633937685376	0.606377675636	0.7080412966	0.587677412587	0.612824413049	0.618873599525	0.578541287905	0.66673707219	0.654419619565	0.68431826383	0.606803935843	0.633202301783	0.594862783652	0.673036470107	0.690982965932	0.688460552913	0.671790145075	0.639557944873	0.648989144097	0.693513072752	0.671171892511	0.63412007271	0.686575154131	0.651010928512	0.683526727898	0.667211981816	0.711998392985	0.621796942873	0.621009156561	0.663308498599	0.66872262707	0.587039855712	0.586602788624	0.62699417533	0.623127495627	0.684310283641	0.643961460503	0.644762405872	0.641455948217	0.632901701622	0.616018630169	0.569469004009	0.571681078319	0.614822540472	0.568160285187	0.654418359546	0.620275220237	0.603542935017	0.602924646184	0.582030553106	0.678922911603	0.567432127218	0.657320739191	0.526268137587	0.654959176045	0.513810262703	0.508268321765	0.506508306733	0.493751645263	0.577667675045	0.603612548331	0.540712302734	0.592936268801	0.614802883291	0.573622239636	0.552774161102	0.574235411692	0.583211319913	0.496228949835	0.636738056466	0.564199515591	0.513433041631	0.529489176708	0.509681908413	0.531410143949	0.572667181189	0.526378668899	0.48010724909	0.558182633471	0.638590083775	0.664879671673	0.632883843538	0.673463877077	0.607627903188	0.611061162198	0.624333817932	0.661100795084	0.625863009605	0.597372959226	0.657241628873	0.63804320367	0.603510135993	0.655447385521	0.642726328599	0.55342687253	0.63633443912	0.680410066725	0.62615798276	0.639320152769	0.668229417845	0.634872795163	0.654185198682	0.684026037714	0.690998264036
