CS.035	CS.219	CS.143	CS.092	CS.037	CS.105	CS.086	CS.098	L.004.M1	L.036.M1	CS.295	CS.296	CS.021	CS.002	CS.101	CS.067	CS.155	CS.341	CS.050	CS.063	CS.060	CS.230	CS.269	CS.072	CS.171	CS.290	CS.366	CS.388	CS.118	CS.073	CS.128	CS.136	CS.224	CS.125	CS.374	CS.205	CS.041	CS.376	CS.380	CS.302	CS.232	CS.203	CS.378	CS.213	CS.126	CS.166	CS.254	CS.181	CS.148	CS.177	CS.268	CS.178	CS.256	CS.372	CS.385	CS.389	CS.129	CS.395	CS.214	CS.369	T.CS.079	T.CS.076	T.CS.062	T.CS.003	T.CS.072	T.CS.058	T.CS.001	T.CS.040	T.CS.080	T.CS.020	T.CS.012	T.CS.014	T.CS.046	T.CS.038	T.CS.089	T.CS.097	T.CS.128	T.CS.121	T.CS.119	T.CS.161	T.CS.134	T.CS.147	T.CS.115	T.CS.092	T.CS.114	T.CS.100	T.CS.118	T.CS.139	T.CS.106	T.CS.153	CS.241	CS.110	CS.088	CS.237	CS.242	CS.085	CS.015	CS.087	CS.103	L.034.M1	CS.082	CS.238	L.024.M1	CS.246	CS.356	CS.212	CS.363	CS.044	CS.346	CS.191	CS.233	CS.207	CS.187	CS.234	CS.164	CS.188	CS.330	CS.165	CS.325	CS.364	CS.322	CS.339	CS.152	CS.112	CS.223	CS.163	CS.158	CS.321	CS.320	CS.080	CS.318	CS.319	CS.331	CS.227	CS.194	CS.390	CS.326	CS.393	CS.262	CS.370	CS.145	CS.270	CS.255	CS.253	T.CS.026	T.CS.045	T.CS.064	TFS.021	T.CS.036	T.CS.008	T.CS.055	T.CS.043	T.CS.031	TFS.022	T.CS.061	TFS.020	TFS.027	T.CS.066	TFS.025	T.CS.095	T.CS.166	T.CS.142	T.CS.152	T.CS.158	T.CS.157	T.CS.151	T.CS.109	T.CS.141
CS.290	0.661887811221	0.641006508093	0.623819529544	0.696847669514	0.591129035336	0.643094179553	0.690046610384	0.690122629769	0.685398222309	0.670464398616	0.568343997053	0.658897534709	0.578428602974	0.638642517382	0.707883570782	0.639914426615	0.57755217127	0.544228974606	0.656355437141	0.604931183167	0.634705836035	0.570562295788	0.584790570222	0.639710064642	0.67137479663	0	0.536932361454	0.641751978969	0.671047175819	0.678137182546	0.55879757639	0.560493054527	0.603700602592	0.503292262744	0.545378439306	0.510342224811	0.611365080852	0.500174038407	0.599225387089	0.581151804625	0.61395867453	0.627880256186	0.635645164263	0.51678909838	0.571679640353	0.544401746243	0.520632635769	0.519771818125	0.545550668686	0.554826873891	0.592294358897	0.603662702179	0.525860052644	0.520259271249	0.544695029504	0.505509063668	0.591047220185	0.546497904138	0.562645089739	0.606732423197	0.531174583915	0.590031639466	0.647804528958	0.658038074227	0.625544489694	0.637054900034	0.596967367239	0.656828998419	0.604103669323	0.713492924541	0.664854332336	0.630764906064	0.567367444573	0.678779131413	0.574471985303	0.702953020214	0.635566218844	0.659912838823	0.700122232124	0.666219765186	0.657833813747	0.708492147273	0.688684864584	0.687022196805	0.707102858794	0.697029379234	0.567921742455	0.694410157921	0.71769752318	0.696596441294	0.686492486159	0.590962398988	0.687849320782	0.574308488474	0.637741752553	0.660278139456	0.709420917542	0.651799070172	0.648656789426	0.644855106167	0.669362061463	0.644079668819	0.703129396585	0.642533617584	0.64968634004	0.606177709181	0.50302000297	0.620998076704	0.604867384217	0.659684084043	0.694808996601	0.573185736674	0.532861724751	0.613502264297	0.693186371057	0.585263449528	0.525492893613	0.636197808851	0.606259467571	0.560304411462	0.507924931933	0.590839537935	0.603169580508	0.589262714752	0.484054151546	0.617294775363	0.600838838654	0.630904127087	0.534502797959	0.566411199097	0.476856027264	0.494339785059	0.583699668085	0.636963671657	0.585511467908	0.50086947915	0.536203528267	0.612287919486	0.555992337165	0.512427578078	0.555581089201	0.542426427529	0.529481098491	0.635024495964	0.631313950607	0.623351138644	0.63699377192	0.63772839223	0.653199827329	0.594062445047	0.648532915215	0.641284053115	0.640292000874	0.664706446454	0.553531700219	0.654617644586	0.637738931176	0.700701684322	0.578220552631	0.711188490497	0.629461972752	0.667354978333	0.628456610827	0.663199359175	0.677414120912	0.665754077394	0.69095848825	0.681714755976
CS.366	0.717213384438	0.692709225902	0.683304722444	0.743659506162	0.642268280096	0.704395070815	0.730708041398	0.739038899252	0.745381535406	0.695678125122	0.634177026927	0.719111225551	0.602089273205	0.702011786461	0.765052356564	0.600937401541	0.646300515576	0.546627956644	0.677582998025	0.634685233717	0.63625454683	0.583645825973	0.582902185892	0.717842834958	0.705845620786	0.536932361454	0	0.611277679106	0.695077119649	0.685594291256	0.624857864643	0.627701272867	0.578012187692	0.529476739541	0.590263649865	0.527027755876	0.638196498928	0.539726686215	0.685126436225	0.587387981798	0.703353923425	0.68370273463	0.629231269895	0.544601868254	0.645932144789	0.623206743142	0.592710769105	0.594358455278	0.60642418315	0.57761007242	0.638752068275	0.670690775417	0.572199915936	0.587104855443	0.596136910849	0.571627031408	0.661803473988	0.64375057385	0.610788071247	0.621903569577	0.516824908364	0.659839833747	0.710381084071	0.714381077523	0.694012668686	0.691166559506	0.55108793005	0.720014895535	0.647384830091	0.747493946318	0.64948387703	0.663099236237	0.594449839451	0.728951451032	0.653167110072	0.743365736357	0.691276300071	0.691756160515	0.738419553869	0.704613896234	0.712553895743	0.752490125145	0.752387078646	0.736170864618	0.752690231928	0.756236680838	0.628185742737	0.751711976636	0.759962606716	0.742100267976	0.735569548764	0.627750387803	0.696944575421	0.616153525627	0.697646239463	0.717870626539	0.721946075451	0.674782343917	0.699069416018	0.67939188185	0.727342754171	0.695467535479	0.735879131134	0.693049289592	0.622726526967	0.621694385616	0.539270448588	0.691609994753	0.602710292955	0.717074761464	0.731802582202	0.57234847523	0.573151277185	0.617950241322	0.693110052833	0.595803621608	0.548886558696	0.616327353835	0.582650490081	0.530900169815	0.54975828655	0.617558882482	0.666422579678	0.62775193361	0.554854046177	0.632082647337	0.625308109811	0.688456945632	0.5688458142	0.636030588098	0.519400906495	0.537755834715	0.627973153323	0.585476074205	0.540398964661	0.582131282863	0.589361733191	0.667502071262	0.60775626765	0.599275881537	0.653121370594	0.588593667944	0.588781572618	0.624021659986	0.616427612199	0.689528573889	0.686991843715	0.683054352525	0.708353779326	0.639374811553	0.67464664771	0.677483489042	0.696527478817	0.737006615054	0.654106470791	0.73189295614	0.70173966607	0.729020465663	0.655408872395	0.754156676911	0.698732053577	0.70472087812	0.695776781032	0.721171768863	0.701720076539	0.707203086392	0.741854562021	0.717456189395
CS.388	0.675517675062	0.707926421592	0.712775827604	0.747945386731	0.733395620463	0.670047319769	0.722799243688	0.746820608866	0.702895663085	0.688908395848	0.639195274031	0.689715033375	0.652980286477	0.719481479571	0.734402889984	0.660593732741	0.692904664554	0.621855009156	0.700027305506	0.686252958287	0.646817055113	0.632926220017	0.66012135285	0.681879490638	0.689830945652	0.641751978969	0.611277679106	0	0.675230528565	0.712053036912	0.686724053646	0.659186477961	0.646472318136	0.626791291162	0.679171967809	0.631110673535	0.671140702275	0.635081256714	0.672566833159	0.59474857486	0.695398894961	0.66723237938	0.663161117043	0.66974039288	0.632943303835	0.687796736914	0.67635944602	0.688173822439	0.677344120899	0.701304241161	0.721169184011	0.659581785855	0.698811730978	0.690769620632	0.683344083408	0.658287983947	0.694152730475	0.709306813446	0.577398790203	0.676290586207	0.60755976254	0.710131804661	0.679348012305	0.664577342312	0.685893168158	0.66477574932	0.67240494192	0.679972000344	0.632448085842	0.724010124902	0.5769986759	0.656773679694	0.637457465097	0.745114984316	0.672831797372	0.695929359547	0.739820454163	0.688789734455	0.77279308918	0.723279752375	0.658986533287	0.734162106693	0.710014567021	0.715186739471	0.74451734013	0.739598872193	0.6654836397	0.723918318993	0.734295062146	0.73253867925	0.717236679846	0.670598755864	0.682628680931	0.649652679789	0.68056878071	0.706298461476	0.71222493685	0.646913891348	0.705887341073	0.716256999537	0.696574360797	0.700205499652	0.698933216678	0.666357610058	0.560933479069	0.54018957636	0.65052807987	0.655553113488	0.645997653619	0.655600901566	0.722926889634	0.64088783749	0.642173357618	0.650821967355	0.705757156307	0.543124007928	0.647119111109	0.587729057698	0.675114987438	0.619543437165	0.676289586001	0.615424826286	0.668036101277	0.650594397846	0.631376447435	0.643448495199	0.680890972937	0.650089360887	0.662701869264	0.655596557225	0.635648286402	0.643226254919	0.710863429744	0.652784081317	0.638881015727	0.670789081148	0.649006111352	0.671994371825	0.664937249823	0.700627520331	0.671415025554	0.662858418355	0.695192561232	0.688543022068	0.625564498213	0.630013818816	0.675271162028	0.675182360802	0.712402097429	0.603311096549	0.684146621935	0.631202049615	0.664737073584	0.699282468615	0.614171908603	0.705597103446	0.659161540678	0.692967943671	0.594018859309	0.724053201802	0.671243206051	0.647104377645	0.642675587236	0.682922187242	0.660230640874	0.682152219008	0.719683391402	0.670036404566
CS.118	0.559559558066	0.562420324746	0.578873659116	0.573011759792	0.61461089425	0.534937377151	0.534133564501	0.59120024403	0.620758389598	0.583150837722	0.638562855464	0.58117194407	0.606819695616	0.524238958013	0.571904745322	0.675634553736	0.63971792538	0.656054897383	0.573866239065	0.608074997778	0.574148514225	0.655705952567	0.701967824238	0.565204301906	0.493645136106	0.671047175819	0.695077119649	0.675230528565	0	0.552513176492	0.623906203892	0.571165158595	0.712509904136	0.658979258739	0.655805448784	0.707297830986	0.555383648541	0.659043876022	0.626739830212	0.717930982631	0.571425647678	0.580765595544	0.644812719205	0.661415877829	0.589442696904	0.685878508936	0.671947651436	0.655022884572	0.660248300378	0.678864645978	0.637193436906	0.630709233746	0.6656930415	0.668956775065	0.667690649662	0.661638389249	0.595972255257	0.637672085649	0.643796946922	0.703895193731	0.659989786143	0.63410156904	0.585266407813	0.603119468025	0.59580011687	0.58997647995	0.682142812864	0.558050185244	0.648548959359	0.619816711594	0.66567977099	0.616068995581	0.615057168604	0.602944686729	0.609576103841	0.611592968503	0.624152689924	0.628475466864	0.608911498341	0.603088706941	0.596392715369	0.638555788681	0.629966795011	0.62624820389	0.582679666872	0.604621012318	0.631610147676	0.625151127306	0.650225893025	0.590803438524	0.580832188532	0.602739383302	0.623010517094	0.580586472648	0.573614720759	0.493096991244	0.583649877195	0.566041847842	0.561922784927	0.588403063059	0.55961787846	0.582434544397	0.619039543054	0.568140188856	0.654914455284	0.650730305123	0.662608671179	0.540644337701	0.683613405956	0.603077423851	0.537232313932	0.644424998369	0.635569889018	0.64542512666	0.618985671967	0.665034991414	0.626599538286	0.629832712402	0.719351437294	0.685249512643	0.681998615823	0.644229498971	0.595035197945	0.556604978303	0.656338072475	0.558300976578	0.525250731808	0.555597740686	0.622875845544	0.513987760164	0.667930835405	0.660101977952	0.621118624669	0.744133886733	0.725979229996	0.662800285241	0.632139355973	0.620798995092	0.667168877711	0.659117561566	0.641764319275	0.683185801982	0.635391804233	0.708097151659	0.702947680605	0.594486729957	0.592745985503	0.616758263799	0.580794705233	0.626943493185	0.601156304315	0.587748094592	0.570122726949	0.625415697445	0.599870337698	0.622002949031	0.610122444567	0.613555275409	0.624198905744	0.621706135054	0.612763065518	0.628617167854	0.593087428454	0.61069806175	0.580014191612	0.613007630894	0.627758992391	0.607204214944
CS.073	0.607395920849	0.58788328088	0.604152516484	0.61428925207	0.605451573623	0.624530826362	0.620794443815	0.651338893221	0.673803360367	0.640339965539	0.666016375096	0.646038694191	0.613607039996	0.599204695683	0.630641125522	0.661138438295	0.667985467223	0.689353558316	0.566155681235	0.594826147156	0.580465007803	0.643050502994	0.690432643113	0.625213116976	0.574781748901	0.678137182546	0.685594291256	0.712053036912	0.552513176492	0	0.643913183682	0.606402625761	0.713147578538	0.683977809211	0.658316040173	0.71018982329	0.603085430092	0.654826474834	0.664308621651	0.685431495501	0.622305722387	0.662764203073	0.614394057039	0.64005038426	0.657367304979	0.689100891522	0.671760059553	0.671115268523	0.68892601642	0.67560888146	0.662628678406	0.664995531023	0.692756921282	0.667915553574	0.665742549011	0.664991035522	0.629784589826	0.658423543131	0.650440763118	0.674291992569	0.658867076359	0.656690951271	0.645614685407	0.659643321716	0.66674596611	0.655135419088	0.677511779706	0.606163285038	0.641538362636	0.681902460954	0.682902569114	0.633336975047	0.64846943019	0.661611989587	0.665105325628	0.657010810175	0.649477320048	0.680085292477	0.660031034311	0.649996692439	0.658566071377	0.678153804195	0.685067883686	0.66999642787	0.632704487396	0.6557599284	0.664939134285	0.692499216227	0.698875532328	0.652150423957	0.61384812436	0.611167246987	0.56948900753	0.599799051716	0.623449637651	0.591948581229	0.620262672158	0.581984522896	0.601159562952	0.622599029133	0.623086122957	0.597568230072	0.646695303507	0.635513675193	0.667711647267	0.704982102199	0.644378513252	0.591987645752	0.685291800686	0.648753009537	0.590128863866	0.652494353801	0.64856519744	0.648415025703	0.608301911056	0.706131540375	0.675380682949	0.664742055073	0.727002019601	0.654735770939	0.69837806357	0.624209022992	0.646546300609	0.567921857311	0.679018865269	0.595648209941	0.563254951222	0.598488399245	0.667241671555	0.561716424271	0.664122231271	0.66823436773	0.637670169068	0.72130037166	0.745212646708	0.667483486141	0.667607019905	0.658864516585	0.647603388493	0.679326725133	0.665383074195	0.680530120726	0.667941487387	0.677475414215	0.705546082176	0.637730659829	0.624503284702	0.629046300688	0.602414744194	0.654186800772	0.644311530747	0.65002171051	0.626683918233	0.681308195322	0.661318801602	0.671859296158	0.669453494999	0.661049457264	0.668574754662	0.677235365541	0.663082847709	0.675435309798	0.631218222577	0.654892774094	0.607790284703	0.669267121411	0.67548315697	0.649078316748
CS.128	0.596294021449	0.580040693217	0.578152075919	0.623567617984	0.638965258772	0.570732601164	0.612451370461	0.612406692772	0.611436691604	0.572094633948	0.485336692635	0.571669052826	0.586573116714	0.587967992893	0.626433665755	0.70889526474	0.563349692722	0.601733824745	0.678483713259	0.653230657871	0.608877493042	0.622999562437	0.710384861249	0.562993444329	0.632639650244	0.55879757639	0.624857864643	0.686724053646	0.623906203892	0.643913183682	0	0.557311963128	0.685451178809	0.514613082084	0.594397084023	0.600983627204	0.603553875829	0.546117187558	0.528954784129	0.665886393882	0.55665271544	0.531090890876	0.645114199821	0.571031985913	0.496087078046	0.566239238749	0.511052630505	0.520335181702	0.589749610294	0.572454696387	0.584211921668	0.537694807986	0.504281452287	0.484023929146	0.504704617311	0.57251179249	0.562248678543	0.538458231544	0.536790074039	0.638097019305	0.605726780511	0.54944315047	0.567787132933	0.581941245353	0.5564543706	0.527896185949	0.644232518014	0.565386242714	0.570846864553	0.645117750254	0.634178776143	0.585655366359	0.563662035071	0.622912136572	0.546737743028	0.601141433462	0.571021504376	0.52545868444	0.62514255185	0.606101144591	0.590454480229	0.601585357098	0.607624598584	0.613183039511	0.636901706755	0.616988278788	0.541315675587	0.613654295151	0.596820387924	0.621668079992	0.586886350464	0.601465402133	0.645946203088	0.595004371882	0.554542104043	0.608528214246	0.631235962446	0.623386345117	0.59615355505	0.564360710327	0.603329774379	0.576879932509	0.634243966115	0.530306888816	0.681761128946	0.625995765763	0.534373432744	0.583900029359	0.707956473318	0.593973392311	0.631181518484	0.630450441823	0.507706441609	0.635500760833	0.72950350745	0.599421625419	0.531760897426	0.661333444909	0.718555049921	0.643803775568	0.550594415454	0.595484269387	0.474914961047	0.5966408501	0.510716140163	0.621515016322	0.600594569429	0.542467190135	0.483041203	0.582581636193	0.531414230607	0.503227974299	0.493776909133	0.715143575141	0.67424967731	0.543501973896	0.556120031797	0.576362961832	0.577270264598	0.511870138529	0.4956959608	0.547295261466	0.534977764558	0.690567547829	0.693964761265	0.611165067621	0.54740850556	0.597493942136	0.596122397035	0.581576016325	0.575300975819	0.590296169524	0.583621726925	0.582610666787	0.548994696545	0.594296082461	0.573561161107	0.606301091884	0.564270509341	0.61895866944	0.544143731217	0.626119622196	0.584677902759	0.548142935025	0.632741223678	0.578532102686	0.582361556301	0.62151397826
CS.136	0.548350623564	0.560109589017	0.585470116585	0.591113103636	0.616369035924	0.575927281996	0.604184764086	0.632040770438	0.670903107513	0.627883314343	0.583047526976	0.63308309065	0.556096056637	0.540183713306	0.638520945649	0.632463205683	0.604904810682	0.598856179973	0.605179284414	0.572866126734	0.558403951608	0.582523764153	0.658735904936	0.582603557139	0.572968416316	0.560493054527	0.627701272867	0.659186477961	0.571165158595	0.606402625761	0.557311963128	0	0.689980687344	0.560640953503	0.573437206374	0.610503083907	0.521955719768	0.555571850293	0.628661421361	0.630298473582	0.507194667933	0.625762623595	0.626516132753	0.572938520851	0.57262501379	0.584969019676	0.569933587274	0.552410901412	0.592085585589	0.623138958101	0.569108695332	0.597028158913	0.572940959002	0.570089403649	0.535536646105	0.560250558267	0.585640880141	0.558185043407	0.567382175378	0.59681921216	0.598598485312	0.601736196714	0.619266868737	0.641238100397	0.598659622147	0.614022180408	0.616222957785	0.614236621254	0.61848533194	0.663794170762	0.662331195151	0.594426879987	0.569592192048	0.64334129562	0.602667526511	0.659640322552	0.61662659933	0.643284461164	0.659409050303	0.615643371349	0.631140597486	0.672635940595	0.661220302627	0.666459007703	0.63950146647	0.654146833415	0.589947696256	0.676623600406	0.693539854488	0.634429758118	0.657476488346	0.552692623271	0.653466017512	0.521341002975	0.607632868862	0.548744127779	0.662766056719	0.59537892913	0.567237858169	0.617508006549	0.554307492627	0.596155055685	0.666964326214	0.600626040197	0.663624897769	0.609513672581	0.525913351688	0.573767880192	0.624964287366	0.614566463732	0.580926814717	0.594199930161	0.550077987223	0.617634010591	0.598369166904	0.621044723425	0.571931759583	0.599637891165	0.700619605552	0.607327660512	0.579163358197	0.606997584566	0.566950364357	0.479463896812	0.537717782775	0.491538272483	0.533538777731	0.622672532184	0.531461808393	0.5245003337	0.538739572018	0.541853940003	0.549760057745	0.685345321599	0.651941644713	0.567639609512	0.566630269217	0.589209244262	0.620695945012	0.575824701674	0.569221803178	0.543567752205	0.566880008733	0.636080106271	0.662219063443	0.617517460764	0.621150988828	0.628779967913	0.607232738005	0.638813943981	0.60961338009	0.617721549504	0.615591315968	0.642960925131	0.606699391963	0.630634935643	0.628867813785	0.652144960285	0.597726893226	0.665175484608	0.606519449858	0.668564657823	0.609474144617	0.634689913165	0.642505302596	0.657972974293	0.658514815083	0.679238434093
CS.224	0.747877366478	0.729581726163	0.719400910477	0.770399667719	0.71284078844	0.743887713028	0.76369204768	0.782481103133	0.758063232117	0.769770300886	0.702596463453	0.765736604442	0.672671517811	0.727870456301	0.785651514839	0.590521842899	0.712898408816	0.628062608858	0.695304986834	0.6948106171	0.686624282033	0.638647187781	0.618909490567	0.746871531621	0.721990742639	0.603700602592	0.578012187692	0.646472318136	0.712509904136	0.713147578538	0.685451178809	0.689980687344	0	0.625553837121	0.624012694137	0.579395264151	0.706364224622	0.623918310103	0.735368172264	0.60736028735	0.72352069749	0.737466442463	0.643010901638	0.618319945822	0.713095141561	0.659127316305	0.664688608091	0.646441016666	0.606820246476	0.595639021725	0.690748197721	0.722257285337	0.619532150696	0.661462696934	0.690920371217	0.657880494591	0.682117592216	0.691279776903	0.64280315834	0.661026182424	0.619439569194	0.727382509212	0.753850160814	0.756221915208	0.755654700988	0.731200604393	0.667335521972	0.744695713465	0.684212492526	0.767822318949	0.662933359291	0.729429057664	0.686318886311	0.762643603253	0.713803852962	0.78885143587	0.739888993504	0.74977780786	0.76632743559	0.747149306159	0.747913096764	0.794907538927	0.771366287941	0.779178497278	0.772994758269	0.780552892153	0.703006233952	0.785425509936	0.78514558245	0.758517601	0.758455643178	0.650691098176	0.735115573726	0.621272735249	0.755119080333	0.749412057838	0.756621347958	0.710426757832	0.729104958783	0.726567744248	0.758992614812	0.707397314565	0.747854424525	0.732083897088	0.671113819034	0.642862879742	0.641703011226	0.728919779906	0.608022588225	0.766027488832	0.735864833397	0.618465760103	0.641433573876	0.639263816486	0.678502711974	0.685638315425	0.62981924014	0.656922927491	0.576143794819	0.623672167093	0.606035645886	0.68136143269	0.737415432909	0.682527847485	0.609967713298	0.666124364968	0.670966060946	0.733533236736	0.649397738489	0.666415230256	0.620767676361	0.636700601089	0.710292089637	0.576155658621	0.576944841641	0.623313359694	0.648461528025	0.693440955654	0.653320271412	0.683566171127	0.701975262436	0.649328334164	0.66270322833	0.648255909349	0.66233268889	0.723628770729	0.757265160945	0.710830730395	0.745385720093	0.706861373072	0.735955329739	0.740495440691	0.73296485776	0.77415938034	0.709014639772	0.782569612627	0.755787045486	0.765511926228	0.693021069317	0.776785138885	0.722184186904	0.730353722531	0.733945917797	0.74068392715	0.736422090129	0.742949155101	0.780047215074	0.735598810251
CS.125	0.660620534074	0.629300096612	0.624732721354	0.679071408911	0.643943756719	0.636985678069	0.666894454359	0.697754328397	0.685730206942	0.654566318707	0.553982220059	0.649749492039	0.532094176665	0.645011148731	0.714385370652	0.644701193798	0.577129705412	0.496664869198	0.681457652211	0.618334543664	0.611755962463	0.540868859867	0.60410482251	0.636875069852	0.674187457836	0.503292262744	0.529476739541	0.626791291162	0.658979258739	0.683977809211	0.514613082084	0.560640953503	0.625553837121	0	0.537983379342	0.512243308606	0.58001110795	0.481226515523	0.60470766082	0.56225060856	0.619193726865	0.619286834698	0.614279151326	0.535376679329	0.545790698674	0.559767759655	0.482853098764	0.514223849193	0.562932869782	0.559106297063	0.586723976197	0.589095630821	0.501264324366	0.49709921419	0.51995755405	0.469515069868	0.58837707282	0.582942890373	0.551430151619	0.595887364137	0.530828514095	0.599829552834	0.638175710635	0.666985381404	0.622608568276	0.605589397778	0.551322640328	0.655152730492	0.586783959082	0.700983848144	0.637386611617	0.624357130082	0.506180500684	0.676687745084	0.595499023605	0.6887801966	0.616899897793	0.623111795808	0.684210830964	0.619707439242	0.632258078015	0.686508937982	0.672976243588	0.681398165416	0.681752537781	0.69236688865	0.527050653253	0.683749613958	0.6786296667	0.669916497697	0.686050848466	0.605529145214	0.686756594805	0.590004212973	0.620265452101	0.645624403038	0.706726057736	0.637977589019	0.645579229177	0.605611658364	0.651133370675	0.647272918358	0.666811211022	0.595776240129	0.619183804733	0.568346604187	0.507100792131	0.631216155617	0.613682072664	0.653087778886	0.68103745541	0.554671895459	0.470528456343	0.58666375872	0.69827820425	0.564799378529	0.491788355463	0.586286357844	0.639360118396	0.557541417542	0.514226924329	0.579454384232	0.573301710483	0.589463221021	0.466959863723	0.592245890882	0.594521078065	0.626694323907	0.483239488178	0.59674567588	0.484210757331	0.480528869595	0.551245534235	0.656287035296	0.5570387202	0.528384055961	0.479541553959	0.607107783433	0.556041014662	0.524145759981	0.534400521629	0.511365003599	0.530768442891	0.591854153281	0.590018516385	0.639382617196	0.633147525914	0.652947276198	0.649350008573	0.590255116188	0.622652508218	0.644043084877	0.630021379171	0.662031324512	0.595647678093	0.651239325303	0.629659584155	0.669888857093	0.561347149103	0.696327388725	0.596173311138	0.651722558928	0.615399426534	0.623048811231	0.66437528335	0.645534377275	0.660105778302	0.662745226126
CS.374	0.632917191837	0.621002816262	0.626716135258	0.659196060166	0.644844505024	0.658925628615	0.668536737092	0.684875737711	0.684482048936	0.670336764816	0.610209560479	0.664233327853	0.574881927048	0.647874842138	0.691646010133	0.624534285062	0.613740582774	0.568892999314	0.65833369794	0.634345921481	0.610295235101	0.619391226179	0.655188426592	0.650558693635	0.645573627813	0.545378439306	0.590263649865	0.679171967809	0.655805448784	0.658316040173	0.594397084023	0.573437206374	0.624012694137	0.537983379342	0	0.559066578851	0.620893417434	0.518802998396	0.654523208906	0.599297026999	0.618801210315	0.622615939	0.610232820205	0.54124605561	0.612111975816	0.603702550131	0.540963196312	0.565688938563	0.589561521555	0.570015683022	0.605067393673	0.636567852215	0.54631413856	0.556102924514	0.554429763801	0.555785231034	0.592107650892	0.576316693716	0.603830227935	0.609330291392	0.56103499417	0.595470458302	0.654840412069	0.672526243927	0.642480310232	0.633051975327	0.574141155608	0.643165590083	0.616611546786	0.708342607624	0.645513347119	0.64250645812	0.581277552058	0.68340185599	0.625637106693	0.70381097162	0.644268282876	0.671615287245	0.691741051198	0.649040872204	0.656615700444	0.69488763144	0.677776911167	0.701338053216	0.677327535613	0.695233826937	0.587110326355	0.692150938962	0.713363431462	0.683057356607	0.678434053414	0.586603191766	0.696605233474	0.581999097278	0.635308887769	0.644630813152	0.699406971199	0.650249046262	0.630715759843	0.624184791281	0.656926382701	0.650899631363	0.668226650756	0.642074689029	0.658601987328	0.616283513775	0.551074008072	0.628855461238	0.664943944118	0.660418113593	0.645923689083	0.571899347875	0.551162367545	0.627573534289	0.661305263508	0.629857426148	0.545409482597	0.621472547566	0.627062248738	0.576001147655	0.543494405572	0.616797209377	0.611281329928	0.575283462832	0.564628756424	0.605204452473	0.587635618477	0.638919692215	0.550675970199	0.607189833184	0.517881888762	0.542498044322	0.565130131674	0.630768362427	0.605476935323	0.584119813534	0.549970112145	0.600852116359	0.577648468128	0.571147483263	0.571923866224	0.567088970053	0.541737842007	0.608035662525	0.646444186776	0.658964308933	0.65050833589	0.647068128834	0.64068919635	0.633315165068	0.651380562117	0.666364997592	0.631565752637	0.677997853247	0.62943118816	0.674922919026	0.661080419796	0.685724567718	0.619007387332	0.693205079182	0.623820486434	0.678973496801	0.646469085614	0.647163788363	0.674644701724	0.680498360125	0.68799866434	0.6691847178
CS.205	0.713736626953	0.671184056966	0.670342992597	0.736464834272	0.670679276752	0.691451383575	0.735397539445	0.734275780706	0.703017860617	0.702895557865	0.581786742645	0.673695745352	0.587033114654	0.705665213974	0.729099038913	0.634210577967	0.624803625679	0.509170678306	0.709691466233	0.668449995203	0.658971842097	0.615503325472	0.629018819967	0.689664102256	0.706029742644	0.510342224811	0.527027755876	0.631110673535	0.707297830986	0.71018982329	0.600983627204	0.610503083907	0.579395264151	0.512243308606	0.559066578851	0	0.665747177533	0.543462679948	0.642859469101	0.584706201822	0.674268245314	0.653127333818	0.634356453207	0.543388014563	0.628550895092	0.605172611144	0.582192972507	0.559411996193	0.589159732981	0.580381452257	0.65288474936	0.66061599636	0.546723656898	0.583188711583	0.580831065539	0.559620972746	0.630350209605	0.638565133657	0.578185145775	0.626278784381	0.553817492074	0.626951799	0.684790293959	0.688211849954	0.669989036981	0.664944642541	0.579845343049	0.687566464066	0.626122543426	0.749345708808	0.633967798749	0.679073845915	0.592474635956	0.740267937573	0.63298673204	0.727993730048	0.663506255813	0.680693806343	0.743904563561	0.687601116023	0.68267114549	0.726210207023	0.724247881257	0.738457955037	0.736007044345	0.735362815251	0.591051852355	0.724920564007	0.72507924539	0.724748811809	0.712103837966	0.623370114274	0.686882474082	0.617120467228	0.685778643075	0.701813797554	0.739698130858	0.689572844122	0.679975549346	0.641731283791	0.707365565279	0.681128908936	0.714107515548	0.655324317956	0.622337549079	0.59595770113	0.550205732556	0.662616257236	0.626493604869	0.709349114333	0.72903886606	0.58416691761	0.536967700344	0.629922530722	0.72437404525	0.596346379052	0.536639431001	0.638145944688	0.598510671018	0.554817972209	0.534328929119	0.611747500548	0.646552285945	0.630305417872	0.551733487482	0.638072943171	0.631488596466	0.666798634374	0.573926626493	0.652316304351	0.488963710088	0.532529397739	0.600003882605	0.596728787082	0.507861384942	0.585367315984	0.577714192053	0.667782941991	0.604831565215	0.598910777087	0.608411231535	0.573930889421	0.583800090098	0.605419171078	0.622977392142	0.675327529858	0.672956164083	0.66810667145	0.715262898703	0.616164894054	0.658106998764	0.674539607268	0.663276839507	0.711748798252	0.624474041156	0.702385164949	0.670768641962	0.717920826878	0.59678274544	0.730440845146	0.67185356603	0.683326874632	0.664473484453	0.672268845771	0.703473977394	0.678068647796	0.711993039235	0.699527870899
