CS.039	L.008.M1	L.001.M1	CS.108	CS.017	L.005.M1	CS.022	L.022.M1	L.012.M1	CS.245	CS.019	CS.293	CS.010	CS.263	CS.257	CS.381	CS.149	CS.388	CS.064	CS.154	CS.365	CS.305	CS.334	CS.063	CS.118	CS.290	CS.248	CS.155	CS.067	CS.040	CS.224	CS.375	CS.213	CS.232	CS.205	CS.380	CS.128	CS.292	CS.374	CS.126	CS.302	CS.376	CS.282	CS.203	CS.136	CS.181	CS.348	CS.395	CS.323	CS.268	CS.148	CS.359	CS.147	CS.349	CS.254	CS.369	CS.385	CS.178	CS.214	CS.129	T.CS.080	T.CS.042	TFS.024	T.CS.003	T.CS.025	T.CS.012	T.CS.085	T.CS.016	T.CS.079	T.CS.020	T.CS.057	T.CS.046	T.CS.004	T.CS.059	T.CS.040	T.CS.122	T.CS.144	T.CS.115	T.CS.130	T.CS.119	T.CS.118	T.CS.092	T.CS.120	T.CS.139	T.CS.178	T.CS.156	T.CS.129	T.CS.117	T.CS.131	T.CS.123	CS.246	CS.088	CS.242	CS.238	CS.110	CS.087	CS.103	L.024.M1	CS.085	CS.006	CS.241	CS.237	CS.356	L.034.M1	CS.015	CS.274	CS.164	CS.387	CS.188	CS.233	CS.338	CS.304	CS.325	CS.347.0	CS.191	CS.311	CS.189	CS.113	CS.364	CS.234	CS.194	CS.343	CS.331	CS.080	CS.202	CS.227	CS.163	CS.361	CS.152	CS.339	CS.158	CS.318	CS.321	CS.322	CS.223	CS.393	CS.270	CS.255	CS.326	CS.370	CS.262	CS.145	CS.390	CS.253	TFS.020	TFS.027	TFS.025	T.CS.049	T.CS.036	T.CS.066	T.CS.064	T.CS.026	T.CS.043	TFS.021	T.CS.008	T.CS.031	T.CS.055	T.CS.061	T.CS.045	T.CS.141	T.CS.109	T.CS.095	T.CS.166	T.CS.157	T.CS.158	T.CS.152	T.CS.151	T.CS.142
CS.248	0.621760096887	0.610568582527	0.634717963657	0.614994796992	0.656345986549	0.691460113468	0.566524474711	0.655136669639	0.665133921247	0.640354737198	0.587549450842	0.671976239496	0.686026984182	0.577762227217	0.65711234594	0.549990526125	0.519327759648	0.683955921889	0.573648765165	0.686996191798	0.610595465325	0.59794419374	0.568863485382	0.553865087221	0.602004120589	0.547495382279	0	0.576145127069	0.658779239882	0.631108538129	0.676784442916	0.562412379427	0.601594331298	0.540541220962	0.620863476293	0.600301834312	0.528341232936	0.520105523045	0.554414413715	0.544022825912	0.639173458588	0.546392931925	0.537690292578	0.613634439393	0.52914599501	0.520713421301	0.51863334715	0.525789905734	0.486450751842	0.540564177268	0.59902896965	0.644466832601	0.561564962007	0.48587481987	0.48892166709	0.611988007192	0.477178890582	0.57481649834	0.57812698651	0.574214693943	0.610820464931	0.618560822795	0.607621191228	0.653785957966	0.594398739051	0.665462989625	0.609585037855	0.56835276427	0.588514824822	0.681708592076	0.647837083087	0.579179807177	0.593350002864	0.631442987242	0.616071429003	0.602799695988	0.671083390002	0.648435750733	0.615990481001	0.639735222365	0.554771860008	0.64324323711	0.609023985017	0.65388442333	0.628950504928	0.638144012829	0.649095957727	0.639157168533	0.619237149229	0.608918277009	0.590260714466	0.681974424269	0.596941873616	0.597091959884	0.58263842321	0.635368153851	0.588302922993	0.6810735458	0.579921874268	0.60497995947	0.655454251749	0.535263438308	0.666870228518	0.628650744822	0.673125249866	0.584108609986	0.667493050043	0.526914177461	0.621511409351	0.620954782139	0.53182826464	0.63003605629	0.694954647904	0.56898824934	0.614846313622	0.589523633179	0.589763156654	0.620123132246	0.604500783739	0.622720601379	0.671517875828	0.561642927999	0.517310741258	0.539004192828	0.646909027674	0.66994715292	0.576691676891	0.603041731986	0.530244141486	0.615323234593	0.565399417873	0.522801207594	0.612474950813	0.570323958111	0.531597712269	0.584805771073	0.53714798629	0.519546021547	0.546159487763	0.512765605598	0.58942354364	0.529670087436	0.504021064111	0.661210658794	0.6404201093	0.637181308627	0.613110837433	0.601703234542	0.617419207161	0.65495859379	0.609417024109	0.659106671011	0.637685302814	0.639512699324	0.638154139437	0.610477853535	0.63908080967	0.596019353095	0.638178890183	0.688180453724	0.654709302942	0.686243443085	0.602156519205	0.659528721877	0.618165450765	0.617510573493	0.67278493379	0.685566509291
CS.155	0.638409430561	0.582071668787	0.591845377509	0.605540282641	0.635844266913	0.591619459299	0.636122266966	0.577989573941	0.555489731941	0.606222619792	0.576795428911	0.58593486033	0.736725671194	0.573416987519	0.658379907344	0.501609819228	0.570914842691	0.692904664554	0.583165634281	0.745003727493	0.546564384749	0.514697113299	0.618199067987	0.660583992033	0.63971792538	0.57755217127	0.576145127069	0	0.712495643661	0.624654412436	0.712898408816	0.613349882121	0.605451448109	0.554068477451	0.624803625679	0.473677689423	0.563349692722	0.570700588748	0.613740582774	0.49453401939	0.656080367085	0.57349278218	0.602692479682	0.578921142302	0.604904810682	0.571273960567	0.505671714355	0.591191235904	0.541101677914	0.646688120101	0.641880598125	0.675997791758	0.601780677076	0.546592806022	0.567248746933	0.694851504934	0.568286855094	0.565740064759	0.623348324927	0.613670964071	0.596576196562	0.524458114548	0.554148443101	0.525300357017	0.537526584828	0.690345297795	0.559739919051	0.515886117016	0.606168234302	0.577203935802	0.653889636324	0.585640689736	0.534208952749	0.624590616796	0.54112535133	0.513025091083	0.582748538301	0.51867844354	0.539226811917	0.565091698075	0.481037463644	0.589869349131	0.562184772731	0.538355281607	0.530714409521	0.570070734667	0.546049076752	0.575213572791	0.529802046605	0.550185426276	0.560939933665	0.702712384269	0.553437010162	0.596852259864	0.642437092856	0.669100092953	0.59848512508	0.635782596105	0.560468523508	0.605425053065	0.576401043712	0.632275273771	0.669096020227	0.60351659223	0.645472650783	0.594808889159	0.74068013138	0.563956120246	0.604400734206	0.626514436509	0.59609321679	0.678907192102	0.697231625541	0.645369634626	0.547379784055	0.634995564521	0.623073684397	0.618892110284	0.663488209999	0.601830128876	0.686228126574	0.600459101059	0.508334852524	0.59746678503	0.672523571274	0.741252247586	0.644688986815	0.649966584117	0.504873180712	0.648985784769	0.616550467812	0.548791298947	0.570303847937	0.615979614475	0.578843406674	0.65092126126	0.610357510416	0.53573365392	0.57991669174	0.562486347325	0.588427899319	0.534014716351	0.582514896476	0.704792570256	0.524956715648	0.551780957108	0.550280479811	0.571724169345	0.580047926866	0.566511586984	0.541579786701	0.670979024792	0.574488466766	0.584084463926	0.566907096676	0.574683588817	0.577305908648	0.549162879434	0.557593205998	0.628603878768	0.565677230678	0.583317460889	0.528734304464	0.613077406342	0.530632432326	0.53525311179	0.586836241734	0.619265240796
CS.067	0.680992736035	0.641007001848	0.73632704827	0.762057888521	0.736637012365	0.765693573661	0.658052133581	0.766977349485	0.744170651088	0.691016632483	0.7258242198	0.765499716988	0.686736998867	0.728381128798	0.699455891726	0.720122087127	0.658721027681	0.660593732741	0.709679523235	0.552121370588	0.727403816106	0.754955774019	0.622083590566	0.63706128532	0.675634553736	0.639914426615	0.658779239882	0.712495643661	0	0.708906710618	0.590521842899	0.655125830897	0.586687560541	0.698600933711	0.634210577967	0.735981052143	0.70889526474	0.643106560693	0.624534285062	0.707439444621	0.615875228499	0.607069968438	0.64797941603	0.738469689781	0.632463205683	0.667499428825	0.700899265714	0.670338644629	0.684929864273	0.671806029173	0.615706010636	0.634018390519	0.624313380286	0.683442809818	0.65431327858	0.617323555826	0.689456828548	0.693261043798	0.646617396533	0.67964896626	0.659566351661	0.773936713993	0.713088053937	0.756983993071	0.714069804901	0.635291886237	0.727760159327	0.696793197338	0.576181027302	0.774842862184	0.586139452851	0.649992217209	0.71242738954	0.702985594374	0.725823674554	0.74916822617	0.763822727756	0.769130421309	0.75332357872	0.754355268524	0.707704656506	0.775371603411	0.727517390265	0.786052681868	0.757955633416	0.743009203538	0.762380903609	0.750819002563	0.76377470724	0.732299495814	0.725671952499	0.692317315615	0.740297754853	0.683072495046	0.621754703199	0.680994901084	0.688923852795	0.755225797078	0.706234502221	0.707935499757	0.744312525361	0.598376924601	0.656923374274	0.703993671767	0.733847937422	0.604407813926	0.640149911156	0.644431772307	0.682483654284	0.694096370881	0.663202746051	0.6594051223	0.602936490886	0.612282112047	0.741988755689	0.673347982247	0.652277057559	0.697654440469	0.60137783605	0.614832943322	0.603317825955	0.638956329187	0.691967859966	0.647311023272	0.662891375692	0.586968209931	0.631188251884	0.639637630537	0.734311001784	0.659899702087	0.603169095859	0.631798898843	0.749848984133	0.610352663393	0.63312934472	0.68837070744	0.639348135413	0.67781633395	0.649508727202	0.652719563008	0.60788919154	0.712082033043	0.66089407335	0.595896771326	0.770376463778	0.739872922673	0.691900062277	0.640877111815	0.729931947476	0.766596958627	0.737101811957	0.604338006848	0.732141569835	0.690548838921	0.697084746073	0.712209684203	0.729614612141	0.708924158846	0.720626415161	0.731129432583	0.779630388718	0.783764398844	0.732266359404	0.72266250215	0.762277592801	0.727998648088	0.759123037349	0.734363605959
CS.040	0.596691750534	0.684414153479	0.562558238848	0.58087556987	0.568322302189	0.617766318791	0.624152157441	0.613833280802	0.589748430156	0.592567442178	0.551311849348	0.569778356856	0.663796825723	0.576054384557	0.598501231434	0.563665688048	0.647674766329	0.695429490261	0.560878946559	0.728954067585	0.565274592175	0.569037518801	0.693597166683	0.633083711001	0.538146212279	0.686071543079	0.631108538129	0.624654412436	0.708906710618	0	0.756508863586	0.61779012388	0.682071885322	0.564367049302	0.729409757084	0.602933281729	0.622440139881	0.603699318201	0.692635509609	0.580966101017	0.724163005362	0.676422383978	0.696018188445	0.585543445748	0.61266252069	0.673089168912	0.6245222107	0.656014642175	0.666163485001	0.661007167809	0.696388929712	0.701478428976	0.662244623089	0.650620571318	0.668238023497	0.708573156847	0.657153166694	0.633700248493	0.636437348267	0.636903156734	0.639216909027	0.570061143582	0.60815156058	0.578390113991	0.605322340818	0.692164428553	0.588102094467	0.596328869273	0.70606476886	0.582456357843	0.713555051575	0.656544701228	0.63721765655	0.605856474911	0.571036358788	0.571198451997	0.57315981463	0.60678075691	0.561877033485	0.600237372835	0.63244055563	0.615612237553	0.601980903649	0.596581773809	0.590713807774	0.592967537423	0.592210394876	0.583395213951	0.588524575292	0.601270772577	0.567664390865	0.617188799308	0.555725189289	0.55503676062	0.647680272615	0.570383673186	0.559736547948	0.623825124674	0.574698848657	0.560013953013	0.530278641734	0.648179666094	0.686326239255	0.604278477089	0.588233026277	0.6909573965	0.675545955671	0.622077784663	0.679479192526	0.567758577901	0.63970978899	0.678752366496	0.771591621832	0.668549871225	0.56263320743	0.594525990256	0.682479989862	0.534681142989	0.718598934899	0.668937945061	0.76279202434	0.699181853071	0.618895361224	0.578785195998	0.648896609047	0.773365905435	0.617061643193	0.679128710401	0.598311649186	0.655429903996	0.619193775435	0.690128889754	0.574803208591	0.712442717885	0.669103208884	0.67087758512	0.669137922055	0.659663335743	0.654566486039	0.660273476769	0.680785110439	0.627121689663	0.667330400362	0.726770807954	0.586151875327	0.602407608937	0.626229709213	0.685056580116	0.587339859375	0.597358695981	0.571659749917	0.736387537947	0.607170948394	0.625628831911	0.633388696321	0.586039744882	0.620861137356	0.609905487484	0.600981683501	0.615313623737	0.598461153575	0.613765479881	0.620655190456	0.57494385	0.59778754012	0.580057461811	0.614555619477	0.643723612868
CS.224	0.729092615695	0.620704510759	0.775295119672	0.780521028466	0.747324431172	0.763750922127	0.670718688665	0.78102147042	0.756203149985	0.694076220416	0.73758629409	0.774371641856	0.763915162819	0.745907321067	0.724118154691	0.724121855022	0.631215798428	0.646472318136	0.739132142234	0.627088434404	0.721121212034	0.75329949838	0.62126324691	0.6948106171	0.712509904136	0.603700602592	0.676784442916	0.712898408816	0.590521842899	0.756508863586	0	0.661303083911	0.618319945822	0.72352069749	0.579395264151	0.735368172264	0.685451178809	0.690536607928	0.624012694137	0.713095141561	0.60736028735	0.623918310103	0.621174658827	0.737466442463	0.689980687344	0.646441016666	0.715155645704	0.691279776903	0.676101339965	0.690748197721	0.606820246476	0.595986127376	0.637367086596	0.684892934282	0.664688608091	0.661026182424	0.690920371217	0.722257285337	0.64280315834	0.682117592216	0.684212492526	0.767584599161	0.725648676328	0.756221915208	0.710310975305	0.662933359291	0.745751260841	0.712200654898	0.619439569194	0.767822318949	0.629125635432	0.686318886311	0.712959093211	0.752865365514	0.744695713465	0.751745691602	0.765479048186	0.771366287941	0.747578544288	0.76632743559	0.703006233952	0.779178497278	0.732002068475	0.785425509936	0.768433036537	0.741349538126	0.763216065427	0.73062311565	0.740567080829	0.725613400344	0.732083897088	0.735115573726	0.755119080333	0.707397314565	0.650691098176	0.710426757832	0.729104958783	0.747854424525	0.749412057838	0.721713764458	0.758455643178	0.621272735249	0.671113819034	0.726567744248	0.756621347958	0.605109875032	0.678502711974	0.66334847547	0.685638315425	0.735864833397	0.694331902842	0.6663969428	0.576143794819	0.649921140148	0.766027488832	0.722548463518	0.671131294282	0.739457204627	0.623672167093	0.639263816486	0.576944841641	0.555298489428	0.710292089637	0.666415230256	0.692734048434	0.576155658621	0.666124364968	0.659432988997	0.737415432909	0.68136143269	0.670966060946	0.620767676361	0.733533236736	0.606035645886	0.609967713298	0.693440955654	0.649328334164	0.66270322833	0.648461528025	0.683566171127	0.653320271412	0.701975262436	0.623313359694	0.648255909349	0.782569612627	0.755787045486	0.693021069317	0.640452258841	0.745385720093	0.765511926228	0.757265160945	0.66233268889	0.740495440691	0.710830730395	0.706861373072	0.73296485776	0.735955329739	0.709014639772	0.723628770729	0.735598810251	0.780047215074	0.776785138885	0.722184186904	0.736422090129	0.74068392715	0.733945917797	0.742949155101	0.730353722531
CS.375	0.624627004369	0.60350184504	0.639977047506	0.69575735881	0.629816947481	0.650391110156	0.609839890046	0.688172906775	0.647230063727	0.569575557489	0.568930223115	0.64506101373	0.699350273087	0.563438372903	0.629748446717	0.562945604816	0.534877589847	0.614445442358	0.610017125036	0.664981955982	0.569764310464	0.589653912558	0.59528039339	0.606134427479	0.59437476243	0.557797323216	0.562412379427	0.613349882121	0.655125830897	0.61779012388	0.661303083911	0	0.578695061451	0.601287663724	0.590948393799	0.585484510056	0.543704505615	0.590023300148	0.553424926435	0.539055275194	0.609879796036	0.542375451794	0.575724851908	0.57635404046	0.565400595896	0.5776475367	0.611770889177	0.580881595719	0.545000596261	0.584721462171	0.620883177242	0.648291927414	0.559798016002	0.576949281329	0.564666180182	0.650659132788	0.572754158318	0.572830834834	0.506653209633	0.576887938453	0.555390815458	0.606809390227	0.57167029038	0.597164947693	0.54591307726	0.5670656085	0.574022083591	0.567155297589	0.562966568478	0.671419706262	0.60506941907	0.558510774297	0.541193208394	0.642237769717	0.597707172215	0.571634533873	0.636632409449	0.651304618187	0.59651577177	0.689681074632	0.599786775056	0.658345798025	0.572003378516	0.654827377525	0.623985466978	0.583877560641	0.64921774535	0.604265828223	0.606622849873	0.554647058891	0.578646997414	0.631769319607	0.558019005349	0.62025015189	0.604818232659	0.594249217049	0.617498907712	0.628475841521	0.622706199944	0.58521731296	0.650305449928	0.577805187579	0.58932123333	0.608003040055	0.661787013019	0.516263908336	0.679785119334	0.502247341005	0.5399136397	0.631300389614	0.579413605278	0.620608873113	0.669021280162	0.597386026257	0.603445385717	0.575840537226	0.603154365178	0.580439110726	0.607283158611	0.621281665874	0.642576494741	0.538961593012	0.582416160091	0.586209600685	0.546807631242	0.654566758408	0.58861685022	0.522847654842	0.556646683438	0.542272474317	0.58930392303	0.574777686571	0.568276590564	0.581582010259	0.555169446541	0.584231391469	0.576474639288	0.567773467392	0.563484075258	0.581225320959	0.578950686924	0.535919778381	0.575827344923	0.638312183684	0.632105757091	0.598147892099	0.540867179242	0.591745972304	0.636698765993	0.631990888267	0.586632471504	0.641095529343	0.572378356867	0.586613239642	0.555931211427	0.557053612067	0.608407455792	0.542086088196	0.579586365911	0.613556642915	0.649789604126	0.664691178432	0.573853682771	0.607280744048	0.594850832552	0.590669338846	0.629820646246	0.621957587728
CS.213	0.631309818651	0.55984756321	0.693895290837	0.7034105504	0.667324729668	0.702125453944	0.616018801584	0.73237852854	0.690136103182	0.660241379628	0.648284775743	0.682701162999	0.709781505253	0.634916072077	0.653234439105	0.625485616231	0.562902021348	0.66974039288	0.667795488839	0.611641408678	0.636220544094	0.665664014253	0.539145361491	0.630411783419	0.661415877829	0.51678909838	0.601594331298	0.605451448109	0.586687560541	0.682071885322	0.618319945822	0.578695061451	0	0.644660067352	0.543388014563	0.657939848759	0.571031985913	0.588926118401	0.54124605561	0.616184067755	0.580427020277	0.50392704903	0.537330417283	0.643820129374	0.572938520851	0.592779707635	0.628656606352	0.572443672045	0.544239766909	0.612882172906	0.584689260228	0.583665798247	0.5008025496	0.600366563216	0.556005613868	0.593378764052	0.571417392074	0.630673489176	0.589934760754	0.60854307873	0.609233198385	0.677956158886	0.646420530945	0.687650126605	0.613784579709	0.647426971056	0.647685487346	0.615268396486	0.562761174982	0.731459696529	0.617625833848	0.570519117825	0.613972532164	0.674634866441	0.679967701391	0.659358968267	0.692354130458	0.720285783204	0.665884516152	0.707220673955	0.587729553913	0.708218005244	0.657911168688	0.712268025652	0.676635902094	0.666548620254	0.683217542053	0.670461464675	0.675449524944	0.633301408894	0.64111058785	0.688973041059	0.665674242475	0.665224858994	0.600558335626	0.667762103952	0.642051821393	0.711266086961	0.678357937431	0.661161928436	0.685010158113	0.593134191004	0.636442598537	0.625210290831	0.714342681697	0.557147227302	0.679123283229	0.558419036179	0.611048092145	0.679860125953	0.579686004606	0.662798358051	0.640916250162	0.595639027667	0.681135460457	0.631326500182	0.605187329813	0.661619148941	0.58074198803	0.584286393707	0.547701740918	0.524332726757	0.570259689367	0.616542134244	0.624748835641	0.631227559769	0.60649410174	0.568606326649	0.650437532097	0.580989627766	0.578489912428	0.475984179887	0.631256722556	0.514616395468	0.554936619685	0.638815256296	0.54767136691	0.56826503468	0.566911793833	0.553050894876	0.557415791384	0.613368573361	0.587766081763	0.593927140635	0.70132164546	0.671665454895	0.610384029333	0.55057493289	0.6834204301	0.705914356537	0.666169636617	0.641531200306	0.680486172011	0.67209769417	0.616141728541	0.654948581218	0.672085448651	0.60361440634	0.652363083948	0.675685174346	0.69932918368	0.720651228138	0.657914962187	0.682942089355	0.680920912899	0.651231470474	0.679222285189	0.681167188888
CS.232	0.567852318584	0.645000802593	0.544775225116	0.563858788711	0.601261327705	0.59519432061	0.594864098165	0.554591784444	0.604515817185	0.600315040808	0.560698537932	0.561170218122	0.681319612392	0.53444520069	0.597625536921	0.521235241195	0.579509001182	0.695398894961	0.542456183957	0.732551056197	0.553442611655	0.537071418819	0.64322724276	0.602832058494	0.571425647678	0.61395867453	0.540541220962	0.554068477451	0.698600933711	0.564367049302	0.72352069749	0.601287663724	0.644660067352	0	0.674268245314	0.574680653591	0.55665271544	0.46353620181	0.618801210315	0.518560978016	0.691525692572	0.613648675992	0.632317360419	0.590248898557	0.507194667933	0.571305940509	0.56117935961	0.570923874149	0.550079904992	0.600699779359	0.619892525385	0.684949538619	0.617103788518	0.561085319011	0.590784754742	0.656383692532	0.56973227786	0.550788693783	0.601323200639	0.559150737885	0.626741984901	0.544484979164	0.602447140568	0.577674200556	0.553740590742	0.668270730323	0.565927524706	0.557266453087	0.657102144384	0.562982053694	0.685043985987	0.609685887448	0.580710409024	0.580569944718	0.541261134074	0.544433734414	0.589354741657	0.542928217369	0.550922138754	0.559025492128	0.577269655217	0.584327365591	0.579273691497	0.562864070531	0.539885821399	0.566818372976	0.543229492743	0.553411307652	0.55688427336	0.562083545656	0.521258210533	0.678548504512	0.532360095045	0.543392973099	0.576547549132	0.597868191615	0.497321363545	0.629063951179	0.492216875338	0.533356395516	0.517100637959	0.533609731545	0.668336268861	0.603212624168	0.605971642246	0.653994169653	0.654979535138	0.578091345306	0.652680295099	0.466943378104	0.562433871778	0.627387624472	0.740640147362	0.651115953175	0.545913440368	0.590214235864	0.595758764234	0.591435111875	0.684199706537	0.611421230764	0.724333449168	0.626202825007	0.530866423754	0.549015359309	0.634657668838	0.746091958688	0.547164237833	0.643003821219	0.514871867178	0.641959304141	0.570960990965	0.601669380598	0.569558084957	0.632526443548	0.584802239543	0.605993989678	0.584449945761	0.574606756187	0.58463791583	0.588393752175	0.659888418954	0.56438302526	0.574624149433	0.675007964409	0.545784097942	0.590185869993	0.604484658005	0.63129272381	0.540741363303	0.57055657336	0.560206804114	0.703623644252	0.575432190469	0.618854371098	0.644261935255	0.581461040516	0.588586762687	0.601147101527	0.597746946741	0.631713222011	0.552961186384	0.570492314016	0.538875653697	0.587082113513	0.53907845103	0.541267428649	0.582992606466	0.639953201613
CS.205	0.682372128268	0.570435984341	0.727744139296	0.754435078122	0.706554622154	0.702912691442	0.628336306744	0.748240360492	0.715071532924	0.666950968129	0.681576136246	0.721169646766	0.774254989731	0.67091315383	0.706015462615	0.645561910333	0.583704322151	0.631110673535	0.70715250778	0.665616068083	0.645036900279	0.677659284649	0.574086944668	0.668449995203	0.707297830986	0.510342224811	0.620863476293	0.624803625679	0.634210577967	0.729409757084	0.579395264151	0.590948393799	0.543388014563	0.674268245314	0	0.642859469101	0.600983627204	0.630707274045	0.559066578851	0.628550895092	0.584706201822	0.543462679948	0.523298972232	0.653127333818	0.610503083907	0.559411996193	0.646658446815	0.638565133657	0.536318532739	0.65288474936	0.589159732981	0.585566959666	0.528469150911	0.598581825474	0.582192972507	0.626278784381	0.580831065539	0.66061599636	0.578185145775	0.630350209605	0.626122543426	0.683218736695	0.663985210906	0.688211849954	0.654276957013	0.633967798749	0.658761401006	0.623692319758	0.553817492074	0.749345708808	0.626551324701	0.592474635956	0.617919771124	0.731442323696	0.687566464066	0.661323414167	0.699781121888	0.724247881257	0.671959817964	0.743904563561	0.591051852355	0.738457955037	0.650149154887	0.724920564007	0.696974254317	0.681477650681	0.693919929405	0.677995292195	0.67424056044	0.634325000082	0.655324317956	0.686882474082	0.685778643075	0.681128908936	0.623370114274	0.689572844122	0.679975549346	0.714107515548	0.701813797554	0.668878410664	0.712103837966	0.617120467228	0.622337549079	0.641731283791	0.739698130858	0.518836801424	0.72437404525	0.566297758411	0.596346379052	0.72903886606	0.637424503819	0.677739532908	0.598510671018	0.602953494692	0.709349114333	0.665878997208	0.619279282829	0.660536109816	0.554817972209	0.629922530722	0.507861384942	0.517393129484	0.600003882605	0.652316304351	0.664727299884	0.596728787082	0.638072943171	0.596728556432	0.646552285945	0.611747500548	0.631488596466	0.488963710088	0.666798634374	0.534328929119	0.551733487482	0.667782941991	0.573930889421	0.583800090098	0.577714192053	0.598910777087	0.604831565215	0.608411231535	0.585367315984	0.605419171078	0.702385164949	0.670768641962	0.59678274544	0.568698592535	0.715262898703	0.717920826878	0.672956164083	0.622977392142	0.674539607268	0.66810667145	0.616164894054	0.663276839507	0.658106998764	0.624474041156	0.675327529858	0.699527870899	0.711993039235	0.730440845146	0.67185356603	0.703473977394	0.672268845771	0.664473484453	0.678068647796	0.683326874632
CS.380	0.633268673928	0.630723296672	0.568072988554	0.635784201329	0.60753043162	0.535622026526	0.648821049531	0.553601719171	0.54181943658	0.561645893278	0.527708415614	0.51053235831	0.740528345123	0.539378136231	0.62933262169	0.463847759088	0.595063732258	0.672566833159	0.579863521994	0.771869414436	0.50408605644	0.462858374461	0.660057037516	0.698935249061	0.626739830212	0.599225387089	0.600301834312	0.473677689423	0.735981052143	0.602933281729	0.735368172264	0.585484510056	0.657939848759	0.574680653591	0.642859469101	0	0.528954784129	0.600672118167	0.654523208906	0.458232284469	0.68650756263	0.61313647718	0.638486202017	0.490043743676	0.628661421361	0.58301376751	0.55953704083	0.594544013193	0.571051144272	0.656908137403	0.65470159722	0.718452936834	0.632651911689	0.54640552672	0.600108389375	0.732394708254	0.593335542773	0.553773105495	0.605753690794	0.595755747305	0.543129119927	0.459145018075	0.504323594461	0.494944617543	0.50490993588	0.668704431723	0.499738410688	0.512347414508	0.656826554912	0.572111041736	0.658267707596	0.573637265419	0.500026460669	0.617626938526	0.528011543474	0.487114979676	0.52111911938	0.521845174957	0.485371314263	0.596399209403	0.504501833034	0.558983358639	0.517329878729	0.522733403439	0.523695913284	0.526904492607	0.539185192206	0.532676105516	0.484383127768	0.522631257972	0.51134595102	0.664723493312	0.512135095227	0.58056782995	0.656541238971	0.629940823967	0.591458316626	0.58346321789	0.564858684549	0.563598625217	0.544644489164	0.65140750255	0.689749233768	0.582090372337	0.617798014299	0.620919356911	0.764366209496	0.524837561009	0.574600464528	0.638910898138	0.602155135224	0.68780734088	0.739905229403	0.682385882429	0.478366825159	0.602071558459	0.638365506521	0.558420511003	0.683665876504	0.656993776544	0.726303939213	0.619218365474	0.547168111547	0.586765633552	0.627341296056	0.76276167436	0.658308705623	0.649779695906	0.463253023987	0.596395517932	0.65655871785	0.603159342984	0.523026884411	0.648819477104	0.610889084433	0.653692030119	0.619631955826	0.553093760689	0.589187695188	0.573639616994	0.604927633085	0.508882390126	0.585795870227	0.734456038434	0.470749128977	0.499738741928	0.5034390939	0.608321463851	0.586104465599	0.528769181033	0.474730195394	0.665888448033	0.51358514462	0.525814281081	0.520021987083	0.540242043721	0.555505904587	0.522956576619	0.527805159494	0.556264430069	0.521427369934	0.551208341397	0.514654577232	0.571381979737	0.478601043642	0.495496488331	0.51793518909	0.557847896683
CS.128	0.622162500569	0.622719339351	0.623262286791	0.636381270632	0.621781504558	0.625487975842	0.612907595362	0.636640207773	0.630736770805	0.613068254643	0.558340495228	0.607452496855	0.713894447847	0.560078467947	0.618077797979	0.517334889036	0.529945868524	0.686724053646	0.600416822091	0.71177995807	0.548906362748	0.5452060418	0.578353306272	0.653230657871	0.623906203892	0.55879757639	0.528341232936	0.563349692722	0.70889526474	0.622440139881	0.685451178809	0.543704505615	0.571031985913	0.55665271544	0.600983627204	0.528954784129	0	0.544560693042	0.594397084023	0.496087078046	0.665886393882	0.546117187558	0.557665046343	0.531090890876	0.557311963128	0.520335181702	0.554103426249	0.538458231544	0.481526501415	0.584211921668	0.589749610294	0.66078764075	0.543038749535	0.521904131311	0.511052630505	0.638097019305	0.504704617311	0.537694807986	0.536790074039	0.562248678543	0.570846864553	0.547426373779	0.561629178666	0.581941245353	0.550133666266	0.634178776143	0.550752948256	0.540435421802	0.605726780511	0.645117750254	0.640234953944	0.563662035071	0.55524870347	0.649151664132	0.565386242714	0.547515417246	0.577287623742	0.607624598584	0.535103823867	0.62514255185	0.541315675587	0.613183039511	0.539314537712	0.613654295151	0.568318984914	0.562483850513	0.583928110511	0.53705601731	0.534694489075	0.54320993797	0.530306888816	0.645946203088	0.554542104043	0.576879932509	0.601465402133	0.623386345117	0.59615355505	0.634243966115	0.608528214246	0.581846257293	0.586886350464	0.595004371882	0.681761128946	0.564360710327	0.631235962446	0.594412261476	0.72950350745	0.515337241969	0.599421625419	0.631181518484	0.541817103028	0.646181633275	0.718555049921	0.63906513715	0.593973392311	0.576452102649	0.612514964376	0.59828594637	0.643803775568	0.635500760833	0.67424967731	0.562995487235	0.493776909133	0.582581636193	0.62108448035	0.715143575141	0.621515016322	0.573334762342	0.474914961047	0.595484269387	0.600594569429	0.531414230607	0.542467190135	0.550594415454	0.510716140163	0.576362961832	0.547295261466	0.534977764558	0.556120031797	0.511870138529	0.577270264598	0.4956959608	0.543501973896	0.690567547829	0.594296082461	0.573561161107	0.564270509341	0.616036890474	0.596122397035	0.606301091884	0.54740850556	0.693964761265	0.590296169524	0.597493942136	0.581576016325	0.583621726925	0.575300975819	0.548994696545	0.611165067621	0.62151397826	0.582361556301	0.61895866944	0.544143731217	0.632741223678	0.548142935025	0.584677902759	0.578532102686	0.626119622196
