CS.021	CS.314	CS.043	CS.039	CS.280	CS.265	CS.260	CS.245	L.036.M1	CS.099	CS.007	CS.263	CS.036	CS.005	CS.257	CS.042	CS.117	CS.040	CS.305	CS.077	CS.076	CS.368	CS.171	CS.381	CS.269	CS.367	CS.058	CS.137	CS.154	CS.060	CS.136	CS.376	CS.232	CS.213	CS.374	CS.378	CS.375	CS.205	CS.292	CS.125	CS.302	CS.380	CS.203	CS.282	CS.041	CS.177	CS.129	CS.256	CS.182	CS.348	CS.369	CS.254	CS.183	CS.372	CS.389	CS.323	CS.178	CS.386	CS.147	CS.181	T.CS.076	T.CS.069	T.CS.079	T.CS.072	T.CS.022	T.CS.007	T.CS.016	T.CS.028	T.CS.024	T.CS.003	T.CS.014	T.CS.048	T.CS.029	T.CS.040	T.CS.067	T.CS.128	T.CS.125	T.CS.098	T.CS.132	T.CS.118	T.CS.110	T.CS.121	T.CS.134	T.CS.130	T.CS.116	T.CS.144	T.CS.105	T.CS.104	T.CS.156	T.CS.097	CS.103	CS.088	L.034.M1	CS.110	CS.241	CS.015	CS.238	CS.356	CS.085	CS.082	CS.242	L.024.M1	CS.087	CS.246	CS.006	CS.325	CS.151	CS.347.0	CS.304	CS.164	CS.345.0	CS.188	CS.274	CS.191	CS.233	CS.364	CS.212	CS.187	CS.346	CS.044	CS.152	CS.227	CS.080	CS.320	CS.202	CS.318	CS.321	CS.331	CS.223	CS.319	CS.158	CS.112	CS.361	CS.285	CS.163	CS.393	CS.253	CS.326	CS.255	CS.370	CS.145	CS.270	CS.262	CS.390	T.CS.066	T.CS.043	TFS.020	T.CS.026	T.CS.055	TFS.021	TFS.022	TFS.025	T.CS.031	T.CS.045	T.CS.061	T.CS.008	T.CS.049	T.CS.064	T.CS.036	T.CS.151	T.CS.141	T.CS.157	T.CS.095	T.CS.152	T.CS.142	T.CS.109	T.CS.158	T.CS.166
CS.256	0.589083439413	0.629434785727	0.605057286058	0.645972699052	0.661719424046	0.658709843652	0.569378131911	0.669284034588	0.658677161535	0.697967297007	0.623020847051	0.622929417514	0.636268631109	0.665334664415	0.668875486062	0.634621306483	0.648231235605	0.690406155184	0.637952448526	0.652309199501	0.609640658825	0.578731536971	0.672747875027	0.583874059097	0.697999159199	0.62604998593	0.577732391046	0.607411866006	0.683232655893	0.604941359213	0.572940959002	0.537631198048	0.597439978301	0.536071597367	0.54631413856	0.624294471614	0.588722371339	0.546723656898	0.539093745794	0.501264324366	0.633387847725	0.623555280969	0.633012846267	0.531858564394	0.618684957859	0.506403181559	0.533309923036	0	0.492712809159	0.563477414658	0.576477376661	0.4878907985	0.563277787937	0.489638988277	0.544004004676	0.480466985683	0.586981581786	0.578650796305	0.501800145764	0.500925314374	0.58611005054	0.573853134192	0.566473957433	0.645292690144	0.58434957469	0.608224763345	0.591414965966	0.590878740541	0.580331880345	0.668586904598	0.640740116466	0.614989037772	0.614959324219	0.660192480697	0.64820619101	0.615374829014	0.605769365026	0.674645371628	0.65697130426	0.559424159048	0.662313229752	0.631627703955	0.664992020491	0.626365464585	0.637135764873	0.651498288513	0.708905530016	0.679802223072	0.657913623054	0.698871049414	0.636211057967	0.717674914849	0.624077035494	0.560621828121	0.674305606931	0.700840811511	0.628519970833	0.674609981047	0.635167175188	0.665207069435	0.641055556699	0.687032333876	0.676044545438	0.617508877496	0.639143118872	0.637038500177	0.614877482354	0.597008128407	0.677595220666	0.714675895408	0.668934695659	0.631010580475	0.563967523572	0.669887129686	0.663884132228	0.613607413962	0.625776147243	0.509062251729	0.661231127623	0.635141098601	0.582093323795	0.650323386338	0.611688200109	0.460873556658	0.651125265264	0.492973570269	0.668376148306	0.533441375096	0.512317909698	0.50701495131	0.605960774678	0.587736730593	0.60591594499	0.616092135689	0.630204285918	0.606388400648	0.619387853315	0.545218833357	0.499586824418	0.481626556839	0.554888579114	0.487194664725	0.551717882608	0.528125027212	0.679731666656	0.665304487273	0.677241951296	0.635339948386	0.631531781029	0.646896926423	0.657754624821	0.624817603437	0.639357241798	0.665031946951	0.613625705443	0.633149846571	0.55047699425	0.617945564273	0.655451481125	0.643079055144	0.67288801982	0.676616861884	0.686680126073	0.65374406502	0.681035197519	0.657639259291	0.639673475539	0.624181145998
CS.182	0.54540483404	0.592994645394	0.563538026936	0.615402173002	0.610717754627	0.601330962779	0.521065852647	0.613482519275	0.599266858837	0.644927917677	0.573350389788	0.548849445004	0.581110895801	0.603862358106	0.646066424678	0.609355397286	0.606350831452	0.628523895305	0.568213588929	0.582770324211	0.600627813002	0.480294957782	0.623417409623	0.499357998065	0.680298411073	0.652288225342	0.523083562433	0.520440121001	0.717775040965	0.607726947279	0.545912854191	0.537857100053	0.518044528195	0.570059882042	0.576709983524	0.659789183647	0.56822215083	0.581237845562	0.53167679057	0.490262326011	0.632223022704	0.542743767256	0.610886345803	0.536379851773	0.601314267677	0.56075553385	0.538399109503	0.492712809159	0	0.463012859883	0.595568366411	0.478461918211	0.619944494796	0.450068026346	0.486753775543	0.422433776752	0.529089627077	0.625471001307	0.505430285294	0.477199449058	0.500619057633	0.4931926759	0.582105396857	0.537654540834	0.561456107076	0.561599485972	0.518431216994	0.512213694728	0.527405789565	0.59648012024	0.558590753126	0.578141257092	0.541807720627	0.576349693398	0.563612017959	0.519237802417	0.542407047196	0.632813558472	0.578023736672	0.449156319727	0.590881227545	0.559554854543	0.574847063378	0.546213889873	0.605958596562	0.60911536464	0.629940215729	0.596303141657	0.589022635669	0.610750797527	0.599129970373	0.706710387461	0.612005775442	0.593703624139	0.617623643221	0.675649610617	0.590930783352	0.664093510399	0.577539277151	0.567964279675	0.558559283244	0.654604875475	0.652314146881	0.546470165252	0.600340713359	0.694966115195	0.533767376402	0.619194549143	0.637448787863	0.717592913598	0.700088817556	0.589772569296	0.563533922907	0.590572180482	0.627737847386	0.618510096818	0.616446972365	0.479561807897	0.666638720829	0.591877968973	0.488537428718	0.711973887659	0.576183324903	0.464852144859	0.620971826045	0.502840449056	0.603369191038	0.490512011009	0.472929495732	0.49902937907	0.603041500824	0.598013943022	0.599260945459	0.628924832419	0.608093214058	0.611972662166	0.664345000576	0.486753281391	0.495087556571	0.494701424197	0.476348358042	0.501994129154	0.56107538419	0.491042028508	0.608299248651	0.605825545649	0.585499046059	0.622184384256	0.586350414981	0.616827932463	0.590320942768	0.55539073572	0.592563665464	0.602331792136	0.540722781662	0.584518356949	0.579206688983	0.541089280975	0.586190592917	0.604357077227	0.649562880249	0.613320819998	0.628010461394	0.548079399393	0.629734837333	0.58648652143	0.553509620577	0.541689205299
CS.348	0.573260596917	0.610878557907	0.585425689758	0.646849690559	0.621268593738	0.591512541078	0.578573223997	0.629379092473	0.596925738003	0.668074837711	0.604309544858	0.579211069991	0.581267772383	0.604827915448	0.671327606894	0.637220203523	0.648469994624	0.6245222107	0.582776935554	0.608532878169	0.619236146315	0.531453501838	0.647374582155	0.508319100539	0.695053613731	0.686040928422	0.563637503698	0.550529500476	0.741045102432	0.639309957242	0.580313141888	0.569916846269	0.56117935961	0.628656606352	0.623122669166	0.683072913975	0.611770889177	0.646658446815	0.559124208934	0.557840130136	0.66243410154	0.55953704083	0.612779551241	0.587984595732	0.603044691221	0.643282809732	0.589003985503	0.563477414658	0.463012859883	0	0.605328962834	0.52714165684	0.6400865525	0.490099279497	0.534539372106	0.483907546391	0.566464846508	0.683121081242	0.55952056759	0.528930844935	0.542144587111	0.570814555621	0.611538210516	0.558883207292	0.5903712472	0.632388129551	0.520379967706	0.549875354965	0.565348643588	0.629569374881	0.585687130334	0.587337483424	0.599834484526	0.593877191467	0.623994632008	0.537401048917	0.614256707707	0.633743686417	0.577327372718	0.534192247114	0.592419293748	0.568712852072	0.625379810193	0.563133988651	0.62860410148	0.625870367021	0.621111852251	0.59001203455	0.633252831989	0.623380622694	0.604293944958	0.725450082757	0.617453123746	0.608331110182	0.623235917098	0.66480691354	0.624129043147	0.706556446768	0.578501842509	0.586056504836	0.591761546499	0.686631349795	0.679567810426	0.58960033373	0.620867466392	0.7193521999	0.524824471492	0.653853172124	0.657594535469	0.714120258634	0.698518632484	0.638070430235	0.621377799108	0.612583758546	0.636995473039	0.637910734164	0.65841460535	0.551920692322	0.679115742508	0.636071468649	0.527450617936	0.722920994617	0.592931177155	0.552655784028	0.653770926421	0.574228143864	0.633713747981	0.505682543755	0.553789510139	0.548912244392	0.617341388797	0.610648919013	0.64349711297	0.653409858063	0.631311395788	0.623780158185	0.693342383409	0.549428123055	0.51067671212	0.505388450306	0.515354164266	0.549440726036	0.595028562107	0.550841667576	0.618864686976	0.634553468068	0.591108156731	0.662629687853	0.609814490652	0.668515052003	0.61003353215	0.629254526841	0.622976820471	0.646781364915	0.600040884286	0.626563127267	0.61858620813	0.589441235189	0.593189163544	0.647033175043	0.694834731935	0.639737490046	0.650773413927	0.620007420884	0.689980226209	0.630791318572	0.602774233074	0.605414430725
CS.369	0.65460099371	0.690361953636	0.658978590085	0.669519061732	0.769965886015	0.741235439601	0.60856775813	0.717791189455	0.709493831982	0.744142086301	0.727971421239	0.693797283305	0.647724530175	0.736426032152	0.705579161521	0.673492685764	0.711733752225	0.708573156847	0.736295197185	0.691039706993	0.582004889982	0.670767021802	0.698615328491	0.654785305184	0.648958537141	0.605751535296	0.604036998423	0.694068885198	0.645403042077	0.628417592505	0.59681921216	0.583191203692	0.656383692532	0.593378764052	0.609330291392	0.618795490006	0.650659132788	0.626278784381	0.6088558002	0.595887364137	0.630097853748	0.732394708254	0.721063318991	0.593833055882	0.605841429958	0.607102827481	0.637505646212	0.576477376661	0.595568366411	0.605328962834	0	0.573898814778	0.520523466048	0.577762851903	0.588850775236	0.563594221137	0.630238051502	0.623626066649	0.559447134903	0.566826862797	0.665039769291	0.680823872937	0.610945204287	0.71010962404	0.674896953286	0.674913336259	0.663682061884	0.687992527607	0.677924145092	0.765419275599	0.701005577382	0.718037131839	0.609028366337	0.730993609337	0.717349799574	0.686623816319	0.698327129598	0.77010731967	0.75026675984	0.664868454792	0.739119464356	0.70632639325	0.734825567902	0.717876053846	0.688260485223	0.759232181763	0.753423727992	0.752792988145	0.744372559059	0.768830254807	0.66159540126	0.735277836749	0.678289201289	0.615978161296	0.753994072594	0.776221584017	0.704440940648	0.666082546049	0.687982550193	0.700231972969	0.725814949462	0.768793951057	0.712255289447	0.699408674984	0.704657893614	0.691493770019	0.635702102744	0.630568926038	0.621998389453	0.663824927512	0.61994921792	0.648901542801	0.625165684816	0.741714816391	0.691300177579	0.566294150546	0.657448805333	0.599992392413	0.643961900725	0.717714675221	0.687351435448	0.652897077732	0.641869395079	0.612377859161	0.679843656613	0.578907300966	0.741076804526	0.628329942315	0.555872123114	0.613091992725	0.626207418926	0.579149439339	0.609028116138	0.569175576774	0.613779496597	0.630352041252	0.577576525754	0.612995178475	0.613282784398	0.584384029472	0.656371528152	0.516691492543	0.619425265067	0.589762532084	0.754681043319	0.749679567255	0.755994059843	0.622428476551	0.726948126932	0.739750877484	0.74780874948	0.721889223262	0.717447352188	0.735312447895	0.683566629565	0.724854738975	0.671075387242	0.725222163461	0.703618046909	0.760384429037	0.774530357296	0.73579254385	0.764741489328	0.727728318939	0.767625315392	0.755841743175	0.74295016787	0.738414138849
CS.254	0.575114166813	0.626394732059	0.598770869798	0.642941447647	0.671656590594	0.655680617617	0.535123902101	0.64828097387	0.652646005796	0.702583847813	0.626027096836	0.621559531315	0.62938462458	0.665122506984	0.667803169244	0.638166476438	0.65521215517	0.668238023497	0.593234378539	0.626034719667	0.598971976535	0.543293703497	0.677439728566	0.543025295524	0.671569565075	0.612904755551	0.553711489417	0.583632223664	0.674841371203	0.615440384659	0.569933587274	0.512665318812	0.590784754742	0.556005613868	0.540963196312	0.638565050877	0.564666180182	0.582192972507	0.534843443638	0.482853098764	0.619699189448	0.600108389375	0.626569420211	0.524299280625	0.591023174039	0.524959148271	0.531484614695	0.4878907985	0.478461918211	0.52714165684	0.573898814778	0	0.525404579031	0.456566323725	0.489518608783	0.44315447379	0.543470174608	0.598483206934	0.487955571469	0.475511763276	0.553134120308	0.583979201497	0.55170213228	0.624298926404	0.579096758442	0.607219911396	0.559689333897	0.593880159962	0.565064190181	0.656727360408	0.623503179976	0.635743529688	0.568255166524	0.630764232451	0.625185529773	0.611483129993	0.584652509779	0.678078875271	0.646904903658	0.545073128244	0.656974103308	0.618106330601	0.647297211349	0.591511675711	0.665541133117	0.679075894288	0.693328681498	0.666415930415	0.631776312222	0.687426416841	0.623665725939	0.708066463909	0.6133474534	0.577801125026	0.686856313931	0.727764312317	0.631842733164	0.65572157365	0.628918280108	0.625384112282	0.609134752369	0.686220150958	0.666520739588	0.603994185352	0.639012116758	0.674096470732	0.570650365467	0.592750221947	0.632868797379	0.698313777581	0.66288266991	0.59598789981	0.547326845213	0.642444952299	0.655915858148	0.606459456024	0.602477197395	0.497944284057	0.661322208275	0.634803098765	0.540793666086	0.659765245672	0.602678292159	0.505988594788	0.668168078637	0.499013299466	0.647965653628	0.493632465879	0.474907510038	0.512834481736	0.614747716765	0.584395408073	0.584614868049	0.614881568138	0.624858894758	0.562772724129	0.622540610998	0.526706137363	0.503060266544	0.462152640021	0.493763076709	0.481828575693	0.528231306156	0.503816612274	0.677266287438	0.6598256459	0.653937261092	0.619203683594	0.642048531493	0.643193284871	0.640877773634	0.607227999478	0.617998376008	0.660127659772	0.591828304351	0.617809014315	0.579815680791	0.612294356781	0.645179198521	0.662591822641	0.678007641873	0.67085174825	0.689816138755	0.608429664265	0.676190418016	0.666293378394	0.629669913078	0.606158172293
CS.183	0.637184569475	0.68939438457	0.658377859417	0.68285612965	0.762900913484	0.746438636878	0.621241107301	0.705906323709	0.713434337234	0.752511289894	0.728862346169	0.712057698756	0.653034880008	0.745878871215	0.712715445918	0.667539861401	0.711404734858	0.726193005176	0.715235431879	0.699257115362	0.621445084561	0.669157622405	0.716437881357	0.656991382574	0.663501575152	0.562515288504	0.60991718063	0.673926253212	0.620297101787	0.637428361577	0.612961871298	0.548175079804	0.67868692002	0.59381656703	0.579335016591	0.611905245732	0.612578362002	0.591258773491	0.600979940479	0.566036622524	0.630080825607	0.703215204467	0.705048992714	0.55149993204	0.628044505139	0.549074154508	0.635881359639	0.563277787937	0.619944494796	0.6400865525	0.520523466048	0.525404579031	0	0.570125610092	0.546305010637	0.583685120451	0.61868299801	0.5731275802	0.567204582222	0.58003460881	0.659017155532	0.680350912753	0.576347769672	0.709741040564	0.678224977036	0.657360585174	0.663970534624	0.681769268687	0.663926201888	0.74695503407	0.681973667627	0.677125012416	0.639791126504	0.732142467049	0.711880595103	0.700660233991	0.690118381196	0.761830636355	0.753859396678	0.672528981895	0.738447047233	0.699689977777	0.734906189444	0.736874551617	0.712132172863	0.749377025633	0.75745525859	0.762929199598	0.728163227369	0.772301653482	0.677945643681	0.717333760771	0.685426892674	0.613017464457	0.758470836284	0.768738122096	0.701909866746	0.689305861277	0.705958829858	0.706559254392	0.709965056868	0.749716628547	0.698258931188	0.682373057046	0.709675634634	0.643537625254	0.637238375719	0.602683893278	0.652924795175	0.686145407592	0.62281739994	0.623928014789	0.580340341788	0.729467153899	0.711721371417	0.568090164978	0.657311170602	0.568100083684	0.627473930671	0.704168410192	0.673387486327	0.563378279114	0.63737684609	0.582575425757	0.674663151866	0.546844060706	0.719547285301	0.613030780276	0.541073809012	0.572910996171	0.62426827052	0.589453655615	0.596564574642	0.539765612627	0.637174370625	0.630856458135	0.577001367933	0.607485272742	0.561585737174	0.55134318734	0.645193205634	0.560974164664	0.602697243166	0.573072906784	0.750632153822	0.709702206891	0.750746378109	0.635614537929	0.72058519023	0.71404396268	0.734730607931	0.679701515668	0.700013671418	0.72884181732	0.67953443513	0.682380641943	0.633284029545	0.712128218034	0.705405738207	0.756658020101	0.739026423726	0.735704357451	0.781420574871	0.721768853308	0.752905049991	0.763421609475	0.731526270762	0.7189869363
CS.372	0.577687597864	0.642723990589	0.592993216834	0.64476316859	0.655362750828	0.65386619247	0.554434292844	0.643079798851	0.62828910804	0.691862272234	0.607717177821	0.611208985765	0.583988982424	0.67070362158	0.66732338331	0.615804223891	0.641072466944	0.66199544811	0.604756629959	0.615401420206	0.604572046571	0.549134223171	0.64375803084	0.534420667508	0.67892989635	0.636236384108	0.550050702447	0.553668948377	0.677663605529	0.622579548129	0.570089403649	0.499226032499	0.583664019298	0.527116968101	0.556102924514	0.642111696549	0.580148427837	0.583188711583	0.567810699943	0.49709921419	0.620900344835	0.567074447401	0.629636514073	0.53338972458	0.589116644994	0.547913353803	0.566031808121	0.489638988277	0.450068026346	0.490099279497	0.577762851903	0.456566323725	0.570125610092	0	0.501203901483	0.429270003644	0.562449307443	0.598761767475	0.510892384458	0.470801383221	0.559275254239	0.560265646183	0.567056919923	0.600352462675	0.577996363783	0.598500666757	0.566953123375	0.549104049843	0.554392596992	0.658537909299	0.611740386689	0.609427906246	0.565026902763	0.635134706477	0.628945290563	0.574218349592	0.602856438671	0.679897341657	0.645523087806	0.543384764256	0.646720958798	0.577249007062	0.628378250535	0.59771007045	0.64641823019	0.638783315323	0.678624867871	0.655754133249	0.636232484251	0.663464978569	0.618271557872	0.717093175144	0.61921417593	0.591910983334	0.656278051574	0.681248941876	0.626210056593	0.696527735957	0.633141961481	0.63268770288	0.598267709104	0.690323932197	0.666297039455	0.605675837031	0.650841558098	0.69861238154	0.543071008354	0.619388139272	0.626879639113	0.732648621383	0.679782676884	0.599985841374	0.581775179959	0.627031311879	0.666965045691	0.59882666316	0.633602924352	0.51878044386	0.66706308158	0.621594110019	0.536786461778	0.673440063072	0.591937423024	0.487700566294	0.654861232569	0.509211126583	0.634146343788	0.513484225204	0.476599524337	0.486716450708	0.603613104229	0.585340822557	0.60689669303	0.610961025179	0.631208542831	0.590869672415	0.640802779645	0.530436678053	0.479032194551	0.444749209866	0.516577611455	0.46856897816	0.546074047157	0.484251901936	0.644419379215	0.628626687768	0.639740761316	0.646246518832	0.611489048495	0.656349673312	0.636683479865	0.602902883296	0.620512378296	0.657464583074	0.578141547982	0.62546251145	0.586827087519	0.59789650604	0.651525730165	0.642597175341	0.678499074336	0.670283806344	0.679180638299	0.629624874306	0.6725491951	0.65479648907	0.622762669578	0.608283710876
CS.389	0.540717622962	0.610583756793	0.578189369999	0.635038691794	0.686220476512	0.677836900152	0.526916011073	0.639907119815	0.661709771025	0.689425005634	0.616439585113	0.605329786387	0.608936787157	0.654562436581	0.660976255966	0.611859123149	0.640756896335	0.663423362545	0.623031985432	0.605821590761	0.58879859773	0.554374028647	0.654443452805	0.573175235476	0.594678225324	0.580639545507	0.554009283002	0.57376469613	0.655536404695	0.611338829807	0.560250558267	0.494583165903	0.608333551423	0.545328685507	0.555785231034	0.604371564004	0.555245527361	0.559620972746	0.57056433975	0.469515069868	0.558518834466	0.598933124081	0.636840667907	0.523762015913	0.610253955472	0.544526696574	0.586999605077	0.544004004676	0.486753775543	0.534539372106	0.588850775236	0.489518608783	0.546305010637	0.501203901483	0	0.493141283641	0.568218551563	0.587593865991	0.482800841268	0.520219322183	0.569234889713	0.573075929236	0.529567182438	0.578639036367	0.602292860465	0.550440605492	0.55416748693	0.59008693043	0.605525230353	0.652063311619	0.609336613627	0.596146499137	0.594763545417	0.639194024934	0.606541167549	0.599109273683	0.593430377307	0.69562567314	0.661520656166	0.559087119166	0.658790043926	0.61332948861	0.638439280637	0.620466217946	0.631535359826	0.670500030149	0.685606421802	0.668321468292	0.639529233832	0.686714075923	0.618364454478	0.699608412557	0.645345915235	0.58906728224	0.670188556683	0.702669869927	0.617237790649	0.633739530959	0.63320794841	0.635796254197	0.621701559883	0.664475364011	0.63063419263	0.620209948001	0.634182082649	0.655569752955	0.579473265174	0.578677996688	0.628152519178	0.701355019109	0.610926862272	0.575847064353	0.505324699832	0.636381137758	0.662485847221	0.571671002692	0.582934952285	0.515593723847	0.60892349612	0.616309314544	0.59331330392	0.648776219054	0.585464095484	0.522832273026	0.621927844789	0.508706422064	0.630260053534	0.544319856219	0.495123984982	0.523978989084	0.606631869272	0.583490582497	0.582973615046	0.577167797969	0.60396165764	0.638966246268	0.581222305507	0.525907542085	0.513306965749	0.531843922003	0.547306699602	0.526114038089	0.559272475109	0.516118760385	0.663785877177	0.644680632484	0.642022669224	0.587406322585	0.641454962145	0.646210659465	0.657835986369	0.590339447444	0.623020819627	0.634594295042	0.580769270863	0.615993218	0.576957842678	0.631068710284	0.634543087109	0.680093808352	0.681426866568	0.663098826875	0.706777233314	0.59347158441	0.666593940017	0.666023061397	0.626204419623	0.612599291105
CS.323	0.571073621483	0.615667082771	0.591796760315	0.652399435472	0.646941198934	0.643768481077	0.536736602979	0.658953847016	0.635974230062	0.68014116828	0.60792283562	0.584132774777	0.590115011143	0.6490876971	0.681686086323	0.625268114977	0.65845979437	0.666163485001	0.579870495677	0.613954395887	0.605860906731	0.524187601833	0.665865524382	0.515483739959	0.676566932887	0.635369478451	0.529392472329	0.559667428858	0.706405542619	0.614409744911	0.546325581568	0.513982706488	0.550079904992	0.544239766909	0.537793994684	0.651638624631	0.545000596261	0.536318532739	0.534544402675	0.50040051622	0.623644216146	0.571051144272	0.606102001107	0.514641308279	0.608752806452	0.543129046582	0.555262221413	0.480466985683	0.422433776752	0.483907546391	0.563594221137	0.44315447379	0.583685120451	0.429270003644	0.493141283641	0	0.545436191996	0.610990480616	0.499126420735	0.465055323569	0.514560319823	0.530781228709	0.558160642534	0.574146519378	0.558665451918	0.597992529528	0.536197664664	0.543541845599	0.543911412978	0.636895405296	0.592665014777	0.611437006706	0.571342151379	0.618547768175	0.601631776892	0.557032967447	0.580223755913	0.660320694056	0.620876602643	0.51131006603	0.646727129973	0.584583557855	0.610256289767	0.576706393104	0.639637695024	0.649690220589	0.668145404385	0.643576600784	0.619795370139	0.661503366316	0.620769108958	0.719418264525	0.621542559864	0.595824729886	0.658772828643	0.713205582659	0.628384598131	0.679992111063	0.630841432915	0.614794843612	0.597047865132	0.689549343534	0.671608697234	0.568762162683	0.627724532416	0.692393160277	0.544364864598	0.623450968946	0.642798181165	0.712456001817	0.667313551836	0.607360485284	0.538751291466	0.630772833046	0.673560897463	0.576781596626	0.625557205222	0.485318065782	0.670488429001	0.612945744948	0.50846958023	0.680744741963	0.583873445806	0.488268199236	0.653450791529	0.47376824118	0.616996617433	0.466175105027	0.467356280031	0.458512542355	0.614494959468	0.610531135056	0.582907763515	0.615729157491	0.617996216531	0.59416325946	0.647450541808	0.518722478041	0.465209545333	0.455206122149	0.473894699235	0.482655681273	0.560841243221	0.483431428835	0.649141590314	0.63093612478	0.618244578785	0.629210410906	0.618043342545	0.637729117662	0.610566244563	0.582895771358	0.608924501696	0.633282332932	0.568926874384	0.613590523136	0.551386795329	0.588316748783	0.632706589365	0.643593569629	0.686256772866	0.656835430223	0.667990771191	0.610347842897	0.682339370494	0.629444800511	0.597612262824	0.573797788047
CS.178	0.614240372031	0.57454829993	0.594623401902	0.640711301753	0.605482957557	0.614564203431	0.583755759492	0.599139243925	0.560034780815	0.640340622355	0.578600881523	0.577974872943	0.625654982553	0.612543719661	0.64246961159	0.615735672407	0.615487615156	0.633700248493	0.563968243403	0.611923914571	0.623548774622	0.489295832455	0.633567675679	0.525202190222	0.71891049932	0.691261915422	0.577955291563	0.537020436251	0.717582139165	0.60424232827	0.597028158913	0.606650125312	0.550788693783	0.630673489176	0.636567852215	0.651433007911	0.572830834834	0.66061599636	0.570762707039	0.589095630821	0.68409677339	0.553773105495	0.597700976364	0.634257580558	0.615849662194	0.59894560125	0.582926479303	0.586981581786	0.529089627077	0.566464846508	0.630238051502	0.543470174608	0.61868299801	0.562449307443	0.568218551563	0.545436191996	0	0.657666545269	0.620418617401	0.55023023754	0.57922782338	0.545054751696	0.616625919041	0.564082157961	0.57273958314	0.617452022961	0.527041633688	0.559754942597	0.547630090808	0.589888190586	0.555380520767	0.558585136171	0.57082960855	0.587993445291	0.560940388685	0.589040760746	0.561586528544	0.640326394804	0.601792271751	0.579948614876	0.605886546553	0.561683036348	0.601936413833	0.564181793648	0.633195589944	0.596336803852	0.660271596994	0.586526377004	0.576537371663	0.596880226315	0.598245644537	0.664583042989	0.612185705129	0.623136219053	0.624359700957	0.661299957364	0.614838798668	0.660602501262	0.603968532857	0.595198194447	0.55668892506	0.624773978473	0.65412840304	0.576825898438	0.592082001936	0.706006761109	0.56369755131	0.658371709809	0.655448970719	0.70871735993	0.722187694354	0.57875648702	0.613505208277	0.560990474403	0.625633070643	0.662014896066	0.627438337222	0.562590380461	0.721741056635	0.596013537353	0.524919691926	0.725119987793	0.603835675232	0.567697885001	0.624025318666	0.607802789819	0.585834170226	0.555653214322	0.569138773424	0.613582778838	0.644301086141	0.603317341339	0.612356560628	0.671104583792	0.626419486413	0.603208747792	0.679420683777	0.598255121358	0.587761537009	0.559854253811	0.540625712951	0.555863202099	0.61715827937	0.581621731429	0.594511221316	0.582778434137	0.577978282719	0.637234851958	0.592816547322	0.600757147389	0.553659639595	0.576882249167	0.583190168804	0.606741756962	0.557705874071	0.591639241377	0.647037206293	0.588060201685	0.604468514238	0.597048490941	0.613463357612	0.60615590421	0.613252178301	0.54366864396	0.615623318103	0.598522601423	0.567379228267	0.560134820633
CS.386	0.666066641105	0.648238221193	0.650597784411	0.669129183683	0.714025187124	0.723669420031	0.647996377368	0.684159932555	0.716895847591	0.727121189185	0.680693140355	0.665053400095	0.678998141673	0.72182838909	0.682017432252	0.671947864269	0.678179680578	0.709016918126	0.695656634452	0.689905867313	0.64176090366	0.668562559243	0.690726213546	0.668559342469	0.649215568507	0.604901486691	0.630077778183	0.685556956224	0.649678089825	0.627210596551	0.6600464945	0.608893772806	0.683334088373	0.584045002813	0.597054136789	0.615123864711	0.626367339294	0.61442279234	0.646100592838	0.582539859757	0.642888753144	0.690731148987	0.702550309116	0.616242354413	0.677588102435	0.513624556036	0.602361261912	0.578650796305	0.625471001307	0.683121081242	0.623626066649	0.598483206934	0.5731275802	0.598761767475	0.587593865991	0.610990480616	0.657666545269	0	0.56694934439	0.615546457028	0.650472520368	0.679758841106	0.590669405836	0.703536930454	0.678958781164	0.631238271743	0.657807123181	0.663482511195	0.675059096044	0.711156661834	0.697311296713	0.660137798845	0.649171643349	0.682740658528	0.684735416313	0.667202310927	0.665480747043	0.736305756758	0.731475653299	0.649500635555	0.701167412855	0.69834681001	0.688832695731	0.687353638714	0.65008816669	0.705442787343	0.716792024729	0.735966279457	0.68138570047	0.731754454327	0.669883521379	0.695223265525	0.666225959532	0.614277622525	0.715837000216	0.738060734526	0.680207429731	0.658327928519	0.686829558388	0.719282237996	0.682440547578	0.703819036298	0.684480208398	0.673327773324	0.694203702849	0.592047701981	0.678986451032	0.640124793798	0.65121709534	0.659262009895	0.675762822238	0.650547138807	0.576157522309	0.699352124665	0.691766072173	0.622071348964	0.679053546801	0.592608086219	0.643980328155	0.664722221321	0.692575636311	0.641041402303	0.636901356075	0.609301683158	0.649862394692	0.604691729908	0.701656054403	0.647989338826	0.602717345716	0.604762268029	0.634058998716	0.634627468564	0.635820656898	0.61223965331	0.652283985477	0.659386247596	0.587154953572	0.589024764891	0.594047451552	0.609374961235	0.658435569875	0.593806806199	0.580239494061	0.560387776971	0.707343559427	0.706129230722	0.72319263122	0.632903761322	0.682752401541	0.682626476499	0.714668244198	0.654504591198	0.661934864943	0.697638385481	0.651766664444	0.681121822273	0.628879847093	0.679024578074	0.68416934252	0.709498623536	0.688864268194	0.69169554834	0.732915056744	0.68373968252	0.700527117326	0.717780601851	0.699183229136	0.679320659954
