g__Methanobrevibacter	k__Bacteria	g__Actinomyces	g__Bifidobacterium	g__Corynebacterium	g__Olsenella	f__Coriobacteriaceae	g__Collinsella	g__Senegalimassilia	f__Eggerthellaceae	g__Eggerthella	g__Enterorhabdus	g__Gordonibacter	g__Slackia	o__Thermoleophilales	f__Bacteroidaceae	g__Bacteroides	f__Barnesiellaceae	g__Barnesiella	f__Muribaculaceae	g__Butyricimonas	g__Odoribacter	f__Prevotellaceae	g__Massiliprevotella	g__Paraprevotella	g__Prevotella	g__Prevotellamassilia	f__Rikenellaceae	g__Alistipes	f__Tannerellaceae	g__Parabacteroides	f__Sphingobacteriaceae	g__Elusimicrobium	p__Firmicutes	g__Gemella	f__Bacillaceae	f__Thermoactinomycetaceae	g__Granulicatella	g__Enterococcus	g__Lactobacillus	g__Weissella	g__Lactococcus	g__Streptococcus	o__Clostridiales	g__Colidextribacter	g__Flavonifractor	g__Flintibacter	g__Howardella	g__Intestinimonas	g__Pseudoflavonifractor	f__Christensenellaceae	f__Clostridiaceae	g__Butyricicoccus	g__Clostridium	g__Hungatella	f__Clostridiales.Family.XIII..Incertae.Sedis	g__Ihubacter	g__Mogibacterium	f__Defluviitaleaceae	f__Eubacteriaceae	g__Eubacterium	f__Gracilibacteraceae	f__Lachnospiraceae	g__Anaerosporobacter	g__Anaerostipes	g__Blautia	g__Butyrivibrio	g__Coprococcus	g__Cuneatibacter	g__Dorea	g__Eisenbergiella	g__Faecalicatena	g__Fusicatenibacter	g__Hespellia	g__Lachnobacterium	g__Lachnoclostridium	g__Lachnospira	g__Muricomes	g__Parasporobacterium	g__Pseudobutyrivibrio	g__Robinsoniella	g__Roseburia	g__Tyzzerella	f__Oscillospiraceae	g__Oscillibacter	f__Peptococcaceae	f__Peptostreptococcaceae	g__Intestinibacter	g__Paeniclostridium	g__Romboutsia	g__Terrisporobacter	f__Ruminococcaceae	g__Acutalibacter	g__Caproiciproducens	g__Drancourtella	g__Faecalibacterium	g__Gemmiger	g__Negativibacillus	g__Ruminiclostridium	g__Ruminococcus	g__Sporobacter	g__Subdoligranulum	f__Erysipelotrichaceae	g__Catenibacterium	g__Coprobacillus	g__Erysipelatoclostridium	g__Holdemanella	g__Holdemania	g__Longibaculum	g__Turicibacter	g__Phascolarctobacterium	g__Megamonas	g__Mitsuokella	g__Propionispira	g__Allisonella	g__Dialister	g__Megasphaera	g__Veillonella	g__Fusobacterium	o__Victivallales	f__Victivallaceae	g__Victivallis	f__Kiloniellaceae	g__Oxalobacter	g__Duodenibacillus	g__Parasutterella	g__Sutterella	f__Desulfovibrionaceae	g__Desulfovibrio	f__Succinivibrionaceae	g__Succinivibrio	o__Enterobacterales	f__Enterobacteriaceae	g__Haemophilus	f__Spiroplasmataceae	g__Akkermansia
T.CS.105	0.0381161007667032	0.0174516246805403	0	0.00912741876597298	0.000912741876597298	0.0119021540708288	0.00233661920408908	0.0692953632712669	0.00591456736035049	0.00397955458196422	0	0.00416210295728368	0	0.000693683826213947	0	0.000438116100766703	0.0764147499087258	0.000511135450894487	0	0.000109529025191676	0.00116830960204454	0.000255567725447244	0.0143117926250456	0.00175246440306681	7.30193501277839e-05	0.00620664476086163	0.000511135450894487	0.00219058050383352	0.000620664476086163	0	0.000401606425702811	0.000292077400511135	0.000803212851405623	0.000401606425702811	0	0.00153340635268346	0.00211756115370573	0	0.000438116100766703	0.000657174151150055	0	0	0.000438116100766703	0.0370208105147864	0.00146038700255568	7.30193501277839e-05	0.0022635998539613	0.000547645125958379	0.00558598028477547	0.000146038700255568	0.00299379335523914	0.0255567725447244	0.0217962760131435	0.031069733479372	0.0031763417305586	0.00131434830230011	0.0094925155166119	0	0.0636363636363636	0.0190580503833516	0.0153340635268346	0.000839722526469514	0.015553121577218	0.000146038700255568	0.00412559328221979	0.0146768893756846	0	0.00744797371303395	0	0.00923694779116466	0	0.00018254837531946	0.00094925155166119	0.000328587075575027	0.000219058050383352	0.00193501277838627	0.000328587075575027	0.00018254837531946	0.000547645125958379	0	0.000766703176341731	0.00288426433004746	3.65096750638919e-05	0.00244614822928076	0.0252281854691493	0.000657174151150055	0	0.0152610441767068	0	0.0312157721796276	0.00522088353413655	0.040197152245345	0.00153340635268346	0	0	0.0345746622855057	0.00222709017889741	0	0.00109529025191676	0.00887185104052574	0.0202993793355239	0.00595107703541438	0.0128148959474261	0.0190945600584155	0.0184008762322015	3.65096750638919e-05	0.0278568820737495	0	0	0.00474625775830595	0.00193501277838627	0	0.000547645125958379	0.000146038700255568	0.000109529025191676	0.00441767068273092	0.00018254837531946	0.000328587075575027	0.00387002555677254	0.00171595472800292	0.00215407082876962	0.00284775465498357	0.00127783862723622	0.00197152245345016	0.00230010952902519	0.000693683826213947	0.000985761226725082	3.65096750638919e-05	0.00456370938298649	7.30193501277839e-05	0.0248265790434465	0.000876232201533406	0.02701715954728	0	0.00105878057685287	0.0340635268346112
T.CS.104	0.0307240909567222	0.0040867651681861	0.000209577700932621	0.000335324321492193	0.00113171958503615	0.0044220894896783	0.000251493241119145	0.0679450906423557	0.00591009116629991	0.00152991721680813	0	0.00274546788221733	2.09577700932621e-05	0.00136225505606203	0.0110237870690559	0.00148800167662161	0.0018233259981138	0	0	0.00264067903175102	0.0006077753327046	0.0013832128261553	0.00368856753641413	6.28733102797862e-05	0	0.121303573299801	0.00561668238499424	0.00748192392329456	0.000628733102797862	0.000356282091585455	0.000565859792518076	0.0264067903175102	4.19155401865242e-05	0.00113171958503615	0	0	0.00205386146913968	0	0.00127842397568899	0.000523944252331552	0.000230535471025883	0.0250864508016347	0.00113171958503615	0.0198889238185057	0.000817353033637221	2.09577700932621e-05	0.00865555904851724	0	0.00127842397568899	0.000188619930839359	0.00190715707848685	0.00710468406161584	0.0010478885046631	0.00324845436445562	0.00632924656816515	0.00115267735512941	0.00322749659436236	0.0111495336896154	0.000293408781305669	0.0252750707324741	0.0150476789269622	0	0.0208948967829823	0.000230535471025883	0.00230535471025883	0.0134548883998743	0.0016556638373677	0.0185895420727235	2.09577700932621e-05	0.00519752698312899	4.19155401865242e-05	0.00010478885046631	0.0006077753327046	0.000775437493450697	0	0.0022634391700723	0.000880226343917007	0.000230535471025883	0.000146704390652835	0	0.0013832128261553	0.00366760976632086	0.000356282091585455	0.00234727025044535	0.0256103950539663	2.09577700932621e-05	0	0.00102693073456984	0	0.000754479723357435	0.000985015194383318	0.0195955150372	0.000985015194383318	0.00150895944671487	0	0.049104055328513	0.0103740961961647	0.000167662160746097	0.00343707429529498	0.0247511264801425	0.0038143141569737	0.00444304725977156	0.0111076181494289	0.0340982919417374	0	0	0.00880226343917007	0	0	0.000838310803730483	0.00402389185790632	4.19155401865242e-05	0.000188619930839359	0.00148800167662161	0.000209577700932621	0.032065388242691	0	0.000125746620559572	0	0	0.0149638478465891	0	0	0.000586817562611338	0.00498794928219637	0	0.000293408781305669	6.28733102797862e-05	0.00050298648223829	0.00720947291208215	0.101079325159803	0.00159279052708792	0.000754479723357435	0.000125746620559572	0.006077753327046	0
T.CS.156	1.75076158128786e-05	0.000105045694877272	3.50152316257572e-05	0.0256311495500543	1.75076158128786e-05	0.00201337581848104	0.00012255331069015	0.046290136209251	0.00292377184075073	0.000840365559018173	0	0	5.25228474386358e-05	0.00246857382961588	0.00983928008683777	0.00124304072271438	0.0103995237928499	0	5.25228474386358e-05	0.00386918309464617	0.000140060926503029	0.000350152316257572	0.00933155922826429	0	1.75076158128786e-05	0.249571063412584	0.0363633180433489	1.75076158128786e-05	0.00117301025946287	0	0.00063027416926363	0	0.0063027416926363	1.75076158128786e-05	0	5.25228474386358e-05	0.00197836058685528	0	1.75076158128786e-05	0.0130256661647817	0.000227599005567422	1.75076158128786e-05	0.0132007423229105	0.00737070625722189	1.75076158128786e-05	0	0.00168073111803635	0.000210091389754543	0.000577751321824994	0.000192583773941665	0	0.000297629468818936	0.00710809202002871	0.0200637277215589	0.00442942680065829	0.000507720858573479	0.000805350327392416	0	0	0.000840365559018173	0.0218144893028467	8.7538079064393e-05	0.0214293217549634	7.00304632515144e-05	0.00113799502783711	0.0258762561714346	1.75076158128786e-05	0.0252809972337967	0	0.0110122903463006	0	8.7538079064393e-05	0.000700304632515144	0.000770335095766659	0	0.00435939633740677	0	0.000192583773941665	0	8.7538079064393e-05	0	0.0134983717917294	0.000385167547883329	0.000472705626947722	0.00642529500332645	0	1.75076158128786e-05	0.00241605098217725	0	0.00337896985188557	0.000542736090199237	0.00567246752337267	0.000105045694877272	0.0002451066213803	0	0.0812353373717567	0.00721313771490598	0.000175076158128786	0.000367659932070451	0.0256311495500543	0.00108547218039847	0.00103294933295984	0.00448194964809692	0.033597114744914	0	3.50152316257572e-05	0.00880633075387794	1.75076158128786e-05	0	0.000350152316257572	0.000507720858573479	0.00012255331069015	0	0	0.000455198011134844	0.0623971427570993	0	0.00134808641759165	0.0002451066213803	0	0.00553240659686964	5.25228474386358e-05	0	1.75076158128786e-05	0.00318638607794391	5.25228474386358e-05	0.00870128505900067	0.00227599005567422	0.000507720858573479	0.000892888406456809	0.112871599145628	0.00215343674498407	0.00369410693651738	0.000297629468818936	0.000315137084631815	0
T.CS.097	0.00362665797355392	0.0219636926712985	2.03744829974939e-05	0.00295430003463662	6.11234489924818e-05	0.000529736557934842	0.000224119312972433	0.0300116134553086	0.00187445243576944	0.00313767038161407	0	0.000794604836902264	0	0.000611234489924818	0.0173998084798598	2.03744829974939e-05	0.0446201177645117	0	0.000325991727959903	0.00865915527393492	0.000285242761964915	0.000325991727959903	0.0142213891322508	0	0.0006723579389173	0.263014201014649	0.0376927935453638	0.000814979319899758	0.000285242761964915	0	0.00323954279660154	0.00423789246347874	0	0.000387115176952385	0	0.000264868278967421	0.00283205313665166	0	0	0.00478800350441108	0	0.000122246897984964	0.00010187241498747	0.0111448421996292	0.000346366210957397	0	0.00179295450377947	6.11234489924818e-05	0.000550111040932336	6.11234489924818e-05	0.000264868278967421	0.0020170738167519	0.00124284346284713	0.0164829567449726	0.00350441107556896	0.000590860006927324	0.000244493795969927	0.000387115176952385	0.00144658829282207	0.00266905727267171	0.0207819726574438	0.000122246897984964	0.0163403353639901	0.000325991727959903	0.015219738799128	0.0125710560094538	0.00297467451763411	0.00264868278967421	6.11234489924818e-05	0.00509362074937348	0	6.11234489924818e-05	0.000876102768892239	0.000122246897984964	0	0.0073959373280903	0.000468613108942361	0.000203744829974939	0.000468613108942361	0.000876102768892239	0.00546036144332838	0.0102076159817445	0.000203744829974939	0.00222081864672684	0.00922964079786475	0.000346366210957397	6.11234489924818e-05	0.011837574621544	0	0.00821091664799006	0.00144658829282207	0.0119394470365314	0.000244493795969927	0.000753855870907276	0	0.0580265275768627	0.00611234489924818	0.000142621380982458	0.00519549316436095	0.0262015851347772	0.00387115176952385	0.000387115176952385	0.00929076424685724	0.00122246897984964	0	0.00010187241498747	0.00476762902141358	0	4.07489659949879e-05	0.00116134553085715	0.0717385546341762	0	0	0.00448238625944867	0.000407489659949879	4.07489659949879e-05	2.03744829974939e-05	0.000651983455919806	0	0.000162995863979951	0	4.07489659949879e-05	0.00374890487153888	0.000162995863979951	0.0101261180497545	4.07489659949879e-05	0.00338216417758399	2.03744829974939e-05	0.00191520140176443	0.000407489659949879	0.0960045638841914	0.00682545180416047	0.0127544263564312	0.00107984759886718	0.000244493795969927	0
CS.103	7.82105427811669e-05	3.91052713905835e-05	3.91052713905835e-05	0.022720162677929	0.000156421085562334	0.00144689504145159	0.00132957922727984	0.0496245893946504	0.00829031753480369	0.000664789613639919	0.000273736899734084	0.00320663225402784	3.91052713905835e-05	0.00551384326607227	0	0.00758642264977319	0.0414515876740185	0	0	0.000391052713905834	0.000430157985296418	3.91052713905835e-05	0.00531831690911935	0.000469263256687001	0	0.165923666510246	0.0376192710777413	0.000156421085562334	0.00312842171124668	0.000625684342249335	0.00265915845455967	0.00250273736899734	0	0.00011731581417175	3.91052713905835e-05	7.82105427811669e-05	0.00156421085562334	3.91052713905835e-05	0.000273736899734084	0.018966056624433	0.0134913186297513	0	0.0901376505552949	0.00872047552010011	0.000156421085562334	0.000156421085562334	0.00218989519787267	0.000156421085562334	0.00109494759893634	0.000351947442515251	3.91052713905835e-05	0.000938526513374003	0.00965900203347411	0.011927107774128	0.00527921163772877	3.91052713905835e-05	0.000625684342249335	0.00125136868449867	0	0.000664789613639919	0.0403175348036915	0	0.015681213827624	0.000156421085562334	0.00183794775535742	0.0508759580791491	0.00215078992648209	0.00965900203347411	0.00011731581417175	0.00731268575003911	0.000156421085562334	0	0.0154074769278899	0.000273736899734084	0	0.0275301110589707	0.00324573752541843	0.000351947442515251	0.00136868449867042	0.00109494759893634	0.000195526356952917	0.0280775848584389	0.00218989519787267	0.000547473799468168	0.00832942280619428	0.000156421085562334	0	0.00265915845455967	0	0.00977631784764586	0.000234631628343501	0.0111841076177069	0.00136868449867042	0.000625684342249335	0.000195526356952917	0.0685515407476928	0.0106366338182387	0.0011731581417175	0.00254184264038792	0.0459877991553261	0.00332394806819959	0.00203347411231034	0.00195526356952917	0.0063741592366651	0	7.82105427811669e-05	0.00340215861098076	0.000156421085562334	3.91052713905835e-05	0.000351947442515251	0.00480994838104176	0	0	3.91052713905835e-05	0.000469263256687001	0.0320663225402784	0.000351947442515251	0.00539652745190052	0	0.00011731581417175	0.000195526356952917	0	0	0	0.00774284373533552	0.000273736899734084	0.00699984357891444	7.82105427811669e-05	0.00132957922727984	0	0.000625684342249335	0.0016424213984045	0.00156421085562334	0.000351947442515251	3.91052713905835e-05	0.0044971062099171
CS.088	0	0.00296426185704743	0.000167000668002672	0.000542752171008684	4.1750167000668e-05	0.00555277221108884	0.00563627254509018	0.0477621910487642	0.00642952571810287	0	0	4.1750167000668e-05	0	0.00271376085504342	0	0	0.0125250501002004	0	0	0.00212925851703407	0	4.1750167000668e-05	0.00171175684702739	0	0	0.277930861723447	0.0450484301937208	0	0.000459251837007348	0	0.0010437541750167	0	0	0	0	0	0.000334001336005344	0.00020875083500334	0	4.1750167000668e-05	0.00425851703406814	0	0.00254676018704075	0.00901803607214429	0	0.000459251837007348	0.00083500334001336	0	0.000250501002004008	4.1750167000668e-05	0	0	0.00989478957915832	0.000584502338009352	0.00513527054108216	8.3500334001336e-05	0	0	0	0	0.0356128924515698	0	0.00647127588510354	4.1750167000668e-05	0.00288076152304609	0.0410821643286573	0	0.0050935203740815	0	0.0261773547094188	0	0	0.0176185704742819	0.0011690046760187	0	0.00964428857715431	0.0251753507014028	0.000375751503006012	0	0	0	0.0250083500334001	0.00237975951903808	0.000709752839011356	0.00020875083500334	0	8.3500334001336e-05	0	0	0.157189378757515	0	0.000125250501002004	0.000167000668002672	0	0	0.0344438877755511	0.000709752839011356	0	8.3500334001336e-05	0.0240063460253841	0	0.000876753507014028	0.000334001336005344	4.1750167000668e-05	0	0.000501002004008016	0.0555277221108884	0	0	0	4.1750167000668e-05	0	4.1750167000668e-05	0	0	0.0290163660654643	4.1750167000668e-05	0.00384101536406146	0	0	0	0	0	0	0.00150300601202405	0	0.0165330661322645	0	0.00020875083500334	0	0.0274298597194389	0.00020875083500334	0.000459251837007348	0.000375751503006012	0	0
L.034.M1	0	0.000740990232401482	0.000471539238800943	0.0144156281576288	0	0.00498484338160997	0	0.0169080498484338	0.0048501178848097	0.00255978443920512	0	0	0.000202088245200404	0.00215560794880431	0.00188615695520377	0	0.0360390703940721	0	0	0.0160996968676322	0.00269450993600539	0.0136072751768272	0.023981138430448	0	0	0.068979454361738	0.0146177164028292	0	0.00687100033681374	0	0.00626473560121253	0	0	0.00168406871000337	0.000202088245200404	0	0.00417649040080835	0	6.73627484001347e-05	0.0103065005052206	6.73627484001347e-05	0.000740990232401482	0.000875715729201751	0.0165712361064331	0	0.000134725496800269	0.0156281576288313	0	0.00168406871000337	0.000336813742000674	0	0.000471539238800943	0.00343550016840687	0.0117884809700236	0.014482990906029	0.00168406871000337	0.00101044122600202	6.73627484001347e-05	0	0.000404176490400808	0.0443920511956888	0.000202088245200404	0.0165712361064331	0.000269450993600539	0.00148198046480296	0.0624452677669249	0	0.0361064331424722	0.000134725496800269	0.0205456382620411	0	0.000202088245200404	0.00902660828561805	0.000740990232401482	0.000134725496800269	0.00471539238800943	0.00235769619400472	0.000538901987201078	0	0.000269450993600539	0.000269450993600539	0.0176490400808353	0.00127989221960256	0.00127989221960256	0.0183226675648366	0	0.000269450993600539	0.00289659818120579	0.0123273829572247	0.0105759514988212	0.000673627484001347	0.00761199056921522	0.00316604917480633	6.73627484001347e-05	0	0.10986864264062	0.0107106769956214	6.73627484001347e-05	0.000134725496800269	0.067497473896935	0.00255978443920512	0.00835298080161671	0.00249242169080498	0.0272819131020546	6.73627484001347e-05	0.000134725496800269	0.00909397103401819	6.73627484001347e-05	0	0.00357022566520714	0	0	0	0	0.000404176490400808	0.0628494442573257	0	0.000808352980801617	0	0	0	0	0	0	0.000336813742000674	0	0.00114516672280229	0.000943078477601886	0.000202088245200404	0.000336813742000674	0.0621084540249242	0.0107780397440216	0.00188615695520377	0.00767935331761536	0.000538901987201078	0.0050522061300101
CS.110	0	0.000268393330425739	0.000167745831516087	0.0241218505720133	3.35491663032174e-05	0.000134196665212869	0	0.00214714664340591	0.000201294997819304	0	0.00117422082061261	3.35491663032174e-05	0.000167745831516087	0	0	0	0.172342067299628	0	3.35491663032174e-05	6.70983326064347e-05	6.70983326064347e-05	0	6.70983326064347e-05	6.70983326064347e-05	3.35491663032174e-05	0.0117757573724293	0.00127486831952226	0	0.000402589995638608	0	0.00301942496728956	0	0	6.70983326064347e-05	3.35491663032174e-05	0	0	0.000268393330425739	0.000570335827154695	0.0056027107726373	3.35491663032174e-05	6.70983326064347e-05	0.00798470158016573	0.0079176032475593	0	0.000603884993457913	0.000268393330425739	0	0.000402589995638608	0.000436139161941826	0	0.000100647498909652	0.00298587580098635	0.0145603381755963	0.00369040829335391	0.000201294997819304	0.00114067165430939	3.35491663032174e-05	0	3.35491663032174e-05	0.0464320461636528	6.70983326064347e-05	0.0486462911396652	0	0.0190223772939242	0.0537793135840574	0	0.00516657161069547	3.35491663032174e-05	0.00664273492803704	0	3.35491663032174e-05	0.00818599657798504	0.000536786660851478	0	0.0118093065387325	0.00301942496728956	0.000167745831516087	0.00436139161941826	0	0	0.0462307511658335	0.00110712248800617	0.00224779414231556	0.0056027107726373	0.000234844164122522	0	0.00218069580970913	0	0.0411648270540477	0.00171100748146409	0.00161035998255443	0	0.000335491663032174	0	0.1783138189016	0.00899117656926225	0.000301942496728956	0.000268393330425739	0.177810581407052	0.00254973663904452	0.0102324957224813	0.000167745831516087	0.000603884993457913	6.70983326064347e-05	0.00201294997819304	0.000234844164122522	0.000201294997819304	0	0.00144261415103835	0.00124131915321904	0.0127486831952226	0	0	0.000469688328245043	0.0113396182104875	0	0.00278458080316704	6.70983326064347e-05	0	0	0	0	0	0.000134196665212869	3.35491663032174e-05	0.000603884993457913	3.35491663032174e-05	0.000603884993457913	0	0.00127486831952226	0.000201294997819304	0.000939376656490086	0.000268393330425739	3.35491663032174e-05	0
CS.241	0.0283637074951912	0.00759625729468914	0.00039122355165781	0.00717243178039318	0.000130407850552603	0.00456427476934111	0.00312978841326248	0.0500114106869234	0.00371662374074919	0.000163009813190754	0	0.00244514719786131	0	0.000749845140677469	0.0018583118703746	0.00114106869233528	0.00681381019137352	0.0191699540312327	0	0	0.000456427476934111	0.000521631402210413	0.0231147915104489	0.0019235157956509	0	0.213119029765592	0.0515437029309164	0.0018583118703746	3.26019626381508e-05	0.00231473934730871	0.000228213738467056	6.52039252763016e-05	0.000880252991230072	3.26019626381508e-05	3.26019626381508e-05	0.000847651028591921	0.00280376878688097	3.26019626381508e-05	0	0.00127147654288788	9.78058879144525e-05	0	0.00104326280442083	0.0485117204055684	0	6.52039252763016e-05	0.0021191275714798	0.000456427476934111	0.000880252991230072	0.000130407850552603	0	0.00208652560884165	0.00342320607700584	0.0308414566556907	0.00221693345939426	0.00163009813190754	0.00101066084178268	0	0.000260815701105207	0.00541192579793304	0.0208978580510547	6.52039252763016e-05	0.0389919473152284	3.26019626381508e-05	0.000130407850552603	0.00521631402210413	0	0.0537606363903107	3.26019626381508e-05	0.0114106869233528	0	0.000228213738467056	0.00264075897369022	0.000293417663743357	0	0.00387963355393995	0.00120627261761158	0	9.78058879144525e-05	0.000130407850552603	6.52039252763016e-05	0.0139536400091286	0.000326019626381508	0.00293417663743357	0.0176376617872396	0.00358621589019659	3.26019626381508e-05	0.00299938056270988	0	0.00378182766602549	0.000586835327486715	0.0319173214227496	0.00117367065497343	6.52039252763016e-05	0	0.0534672187265673	0.00348841000228214	0.00179310794509829	0	0.0542170638672448	0.00756365533205099	0.00169530205718384	0.0039774394418544	0.0196589834708049	0	0	0.0102370162683794	0	0	6.52039252763016e-05	0.00495549832099892	0	0	0.0178984774883448	0	0.03155869983373	0	0.000619437290124866	0	0	0	0	0	0.000260815701105207	0.00863952009910997	0	0.000228213738467056	0.000456427476934111	0.00831350047272846	0	0	9.78058879144525e-05	0.00039122355165781	0.000130407850552603	0	0
CS.015	0	3.60529256949201e-05	0	0.00418213938061074	0	0.00371345134657677	0.0140606410210189	0.155532321447886	0.0133395825071205	0.00100948191945776	0	0.0218841258968165	0	0.00248765187294949	0.00010815877708476	0.00104553484515268	0.009481919457764	0	0.00010815877708476	0.00122579947362728	0	0	0.00796769657857735	7.21058513898403e-05	0	0.212027256011825	0.00789559072718751	0	7.21058513898403e-05	0	0.000216317554169521	0.00162238165627141	0	0.000144211702779681	0	0	0.00234344017016981	0	0	0.000324476331254281	0	0	0.000721058513898403	0.00876086094386559	0.00129790532501713	3.60529256949201e-05	0.00137001117640697	3.60529256949201e-05	0.00115369362223744	0.00010815877708476	0	0.000685005588203483	0.00450661571186502	0.0055521505570177	0.00883296679525544	0.000288423405559361	0.000865270216678083	0.00151422287918665	0	0.000144211702779681	0.0124382593647474	3.60529256949201e-05	0.00364134549518693	0	0.000144211702779681	0.0206222734974943	0	0.0161877636370191	0	0.0117893067022389	0	3.60529256949201e-05	0.00346108086671233	0.000252370479864441	0	0.00933770775498432	0	0.000216317554169521	0	0	0	0.00602083859105166	0.000288423405559361	0.000648952662508563	0.00144211702779681	0.000216317554169521	0	0.000540793885423802	0	0.000288423405559361	0.00010815877708476	0.00216317554169521	0.00010815877708476	0	0	0.190936294480297	0.0422900818401413	0.000685005588203483	0	0.0124382593647474	0.00385766304935646	0.00757111439593323	0.00111764069654252	0.00389371597505138	0	0	0.00234344017016981	0	0	0.000180264628474601	0.00587662688827198	0	7.21058513898403e-05	0.0055521505570177	0.000540793885423802	0.0263907416086815	0	3.60529256949201e-05	0	0	0	0	0	0	0.00659768540217039	0	0.0265710062371561	0.000612899736813642	0	0.000360529256949201	0.0671305476439413	0.000288423405559361	0	0.000540793885423802	0	0
CS.238	2.97539349578982e-05	0.0032729328453688	0.00208277544705287	0.00336219465024249	5.95078699157964e-05	0.00190425183730548	0.00267785414621084	0.0534975750543009	0.00535570829242167	0.00226129905680026	0	0.00142818887797911	0	0.00270760808116873	0	0	0.0349906275104883	5.95078699157964e-05	0	0	2.97539349578982e-05	0	0.0182986699991074	0	0	0.207860989615877	0.0315391710553721	0	0.000357047219494778	0	0.00190425183730548	0.00618881847124282	0	0.000535570829242167	0.000357047219494778	0.000178523609747389	0.00127941920318962	0.000505816894284269	5.95078699157964e-05	0.0221071736737183	0	5.95078699157964e-05	0.0162754024219703	0.0151447528935702	2.97539349578982e-05	0	0.00133892707310542	0.000208277544705287	0.000535570829242167	8.92618048736945e-05	0	5.95078699157964e-05	0.00639709601594811	0.0479633431521319	0.0121396054628225	0.000684340504031658	0.000684340504031658	0.00371924186973727	0.000238031479663185	0.000595078699157964	0.0275521437710137	0.000208277544705287	0.0151745068285281	0.000238031479663185	0.00032729328453688	0.0282959921449612	0	0.0256776458686661	2.97539349578982e-05	0.00583177125174804	2.97539349578982e-05	0	0.00202326757713708	0.000535570829242167	0	0.0082120860483799	0.00232080692671606	0.00032729328453688	0.000624832634115862	0.000862864113779047	0.000446309024368473	0.0182689160641495	0.00133892707310542	0.000476062959326371	0.00258859234133714	0.000148769674789491	2.97539349578982e-05	0.0171382665357494	0.00294563956083192	0.0509684905828796	0.00348121039007409	0.010800678389717	0.000565324764200066	2.97539349578982e-05	0	0.0579309113630278	0.00934273557678003	0.000357047219494778	0.00440358237376893	0.0355857062096462	0.00121991133327383	0.0016662203576423	0.00374899580469517	0.00440358237376893	0	2.97539349578982e-05	0.0223154512184236	0	5.95078699157964e-05	0.00217203725192657	0.000595078699157964	2.97539349578982e-05	0.0015769585527686	5.95078699157964e-05	2.97539349578982e-05	0.0321937576244458	0	0.0133892707310542	0	0	0	0	0	5.95078699157964e-05	0	0	0.0425481269897944	0	0.00208277544705287	0	0	0.00342170252015829	0.00505816894284269	0.0144306584545806	8.92618048736945e-05	0
CS.356	1.30485274736746e-05	1.30485274736746e-05	0.000717669011052103	0.0039537038245234	0.000208776439578794	1.30485274736746e-05	0	0.0426817333663896	0.000156582329684095	0	5.21941098946984e-05	0	0	0.000300116131894516	2.60970549473492e-05	0.000117436747263071	0.139906311572739	1.30485274736746e-05	2.60970549473492e-05	1.30485274736746e-05	0	6.5242637368373e-05	5.21941098946984e-05	1.30485274736746e-05	0.000234873494526143	0.0621892819395331	2.60970549473492e-05	0	6.5242637368373e-05	1.30485274736746e-05	0.00660255490167935	0	0	0	0.000521941098946984	0	0	0.000247922021999817	1.30485274736746e-05	1.30485274736746e-05	0.00197032764852486	5.21941098946984e-05	0.0063154872972585	5.21941098946984e-05	0	7.82911648420476e-05	5.21941098946984e-05	0	0	1.30485274736746e-05	0	0	0.00262275402220859	0.030755379255451	0.00536294479168026	0	0	0	0	0	0.0025183658024192	0	0.00189203648368282	0	0.0261883946396649	0.109594582251393	0	0.000717669011052103	0	0.00260970549473492	0	0	2.60970549473492e-05	0	0	0.00927750303378264	0.000404504351683912	0	0	0	0	0.0123700040450435	0.0234482038701932	0	6.5242637368373e-05	0	0.0334564244425017	0.000182679384631444	0	0.016963085715777	7.82911648420476e-05	6.5242637368373e-05	7.82911648420476e-05	1.30485274736746e-05	0	0.0461395931469134	0.00212690997820896	0	1.30485274736746e-05	0.000782911648420476	0	2.60970549473492e-05	1.30485274736746e-05	0	1.30485274736746e-05	0.0309250101126088	5.21941098946984e-05	1.30485274736746e-05	0	0.018124404660934	0.00173545415399872	0	0	1.30485274736746e-05	0	0	0	0.000678523428631079	0.256155642835706	0	0	0	0	0	7.82911648420476e-05	0	0.0380886516956561	0	1.30485274736746e-05	0	5.21941098946984e-05	0.00927750303378264	0.0225087098920887	0.00776387384683638	0	0
