CS.244	CS.101	CS.010	CS.297	CS.002	CS.354	CS.092	L.005.M1	CS.059	CS.086	CS.199	CS.293	L.035.M1	CS.281	CS.243	CS.077	CS.154	CS.269	CS.171	CS.377	CS.065	CS.335	CS.365	CS.381	CS.117	CS.360	CS.149	CS.060	CS.287	CS.327	CS.302	CS.128	CS.282	CS.376	CS.126	CS.125	CS.232	CS.378	CS.236	CS.213	CS.041	CS.224	CS.375	CS.292	CS.203	CS.183	CS.268	CS.178	CS.349	CS.372	CS.166	CS.386	CS.385	CS.395	CS.214	CS.129	CS.369	CS.148	CS.348	CS.181	T.CS.029	T.CS.024	T.CS.003	T.CS.057	T.CS.082	T.CS.050	TFS.023	T.CS.007	T.CS.072	T.CS.020	T.CS.016	T.CS.001	T.CS.004	T.CS.042	T.CS.067	T.CS.178	T.CS.098	T.CS.106	T.CS.100	T.CS.132	T.CS.160	T.CS.131	T.CS.147	T.CS.116	T.CS.139	T.CS.097	T.CS.128	T.CS.104	T.CS.124	T.CS.114	CS.082	CS.242	CS.110	CS.015	CS.103	L.024.M1	CS.246	CS.085	CS.241	CS.087	L.034.M1	CS.088	CS.006	CS.237	CS.356	CS.364	CS.330	CS.387	CS.165	CS.164	CS.188	CS.363	CS.191	CS.151	CS.338	CS.207	CS.113	CS.187	CS.304	CS.234	CS.112	CS.343	CS.285	CS.227	CS.361	CS.080	CS.319	CS.223	CS.322	CS.331	CS.202	CS.320	CS.318	CS.163	CS.339	CS.145	CS.393	CS.262	CS.253	CS.326	CS.390	CS.270	CS.255	CS.370	T.CS.036	TFS.027	TFS.022	T.CS.031	T.CS.043	T.CS.045	T.CS.049	T.CS.008	TFS.025	TFS.020	T.CS.055	T.CS.061	T.CS.026	TFS.021	T.CS.066	T.CS.142	T.CS.141	T.CS.158	T.CS.109	T.CS.151	T.CS.152	T.CS.157	T.CS.166	T.CS.095
CS.377	0.729635994458	0.701279265757	0.716627525881	0.677573591515	0.618915373822	0.698058844573	0.643287342892	0.737236406007	0.645822189373	0.671679674879	0.655239220565	0.710729601824	0.597994296044	0.609793067614	0.669377125482	0.638541747955	0.687539358	0.657296105314	0.657010888653	0	0.566794321992	0.664259884957	0.644383390161	0.550436864433	0.653315473693	0.542438455516	0.525954090429	0.615342155701	0.541148908961	0.696187791506	0.626699854244	0.541496919678	0.53960428185	0.544429335685	0.573873582825	0.517196139338	0.565452160077	0.652606864758	0.631868599253	0.581193506679	0.603718943137	0.663861100648	0.585818762364	0.541105694199	0.654659563281	0.575929108278	0.540688561395	0.578703940942	0.520648520407	0.497107799613	0.509083437489	0.63949584718	0.481464513315	0.514470716716	0.550745142191	0.585122843792	0.554715876416	0.576389695298	0.530849681722	0.517502305798	0.568282088174	0.606322339781	0.687119829586	0.648758650362	0.6624048408	0.640293388646	0.643528083113	0.611153557847	0.609026912327	0.688103161065	0.602654481268	0.616953308101	0.61618477687	0.648317252051	0.645778701283	0.641116939358	0.692261286422	0.70891766977	0.694638402384	0.654289775188	0.665076350041	0.641890467447	0.696341332494	0.634079952374	0.68522871947	0.698762689335	0.58571464264	0.675412487106	0.659918040349	0.690910169369	0.613349670293	0.641965090431	0.625017276977	0.738218842525	0.627748609126	0.722386584873	0.61443080809	0.640561860222	0.700132309901	0.675595681286	0.651836714969	0.735417538207	0.643804522592	0.572694412901	0.671729455244	0.588156454509	0.559147557204	0.564085396607	0.663155470305	0.693420776703	0.620055941648	0.508676766451	0.656676708196	0.563665902765	0.543355640113	0.572183614882	0.682802433094	0.523413684992	0.620851741961	0.605894370201	0.603532020646	0.575798394671	0.582365882678	0.675095465146	0.599503797623	0.594889391699	0.551514350639	0.505869136403	0.570085118995	0.530283532376	0.667209002822	0.534118549456	0.523607561838	0.581320177674	0.637883325508	0.560684292193	0.585760756164	0.609051693971	0.620459734975	0.538923259336	0.513241985148	0.532914489534	0.532542752501	0.528240419074	0.641550143998	0.690874466037	0.650043305591	0.665744400256	0.664028535632	0.662256811033	0.624990972901	0.668382186281	0.642081861583	0.656861851507	0.647217035638	0.634654221751	0.642582468511	0.683583584075	0.680356097368	0.727102469365	0.735987673843	0.647866523434	0.675020936801	0.700122697591	0.629245259924	0.69222009688	0.630516761162	0.702517152429
CS.065	0.718910118329	0.645973105237	0.709452243824	0.573966848602	0.602726261042	0.655815954825	0.642427520242	0.663407608043	0.586563574508	0.637015004864	0.60892885761	0.64117547291	0.55515521007	0.585572122792	0.612371752416	0.548933282088	0.670179359693	0.657491990448	0.620402661695	0.566794321992	0	0.675490513941	0.568984123623	0.535623604891	0.600562841358	0.557357229927	0.528385473363	0.594976150647	0.575607885195	0.632017371652	0.614312779087	0.524273801955	0.578397422176	0.566670877446	0.525766294368	0.541926152755	0.580109283975	0.648705734763	0.643624826534	0.595723650913	0.580110841162	0.669811318435	0.546825701825	0.560507992956	0.583565035244	0.618016498138	0.582289937114	0.550378700287	0.553543660705	0.541839002188	0.587847423022	0.635050527033	0.547003524742	0.573796615667	0.512429195134	0.614192643331	0.637861944764	0.617408272962	0.574821813918	0.569820529615	0.588675873361	0.560289459906	0.612611577278	0.622728460691	0.581759697823	0.591726938865	0.575907977327	0.602812355579	0.56856471836	0.669870859318	0.535837683216	0.661029860683	0.551776045098	0.586169774373	0.568363714134	0.609271895445	0.65245384892	0.651741800316	0.650647321227	0.647894821071	0.643225119556	0.578274861746	0.66030390907	0.623384167351	0.64926816138	0.623327949747	0.616218343373	0.63322003761	0.634135346246	0.672087031139	0.603610133835	0.573942769904	0.598355648845	0.643167033504	0.608219588452	0.671679745699	0.583968193604	0.621398789077	0.615070952041	0.615722832826	0.606788572397	0.643689607363	0.574501453609	0.582536933373	0.641078244848	0.584375480322	0.543380357182	0.509239661475	0.599372067939	0.689861169382	0.541965664046	0.554531276723	0.604306043413	0.573716200784	0.594830671923	0.597473861257	0.56867993058	0.527572606234	0.609999483438	0.631793120437	0.586594464779	0.580969245186	0.586991012135	0.682170014212	0.57528564002	0.5752479193	0.545382489834	0.533614430504	0.58671061911	0.571023593981	0.618522550475	0.531702807303	0.559994816745	0.582553115494	0.603103481362	0.524030241375	0.586949034115	0.603274351184	0.678729276626	0.587662188282	0.558874118992	0.578017052367	0.564824226695	0.536352734557	0.628210217889	0.590731100287	0.601220430983	0.593641802404	0.608602604401	0.575117690225	0.618452013743	0.579415704696	0.552616411688	0.602311785319	0.596887085855	0.542670632213	0.668940895112	0.61620219024	0.632724818993	0.630796952035	0.646369296187	0.601211914818	0.627660716065	0.623068805321	0.56363830222	0.639192107367	0.58269678063	0.664067675713
CS.335	0.775569938561	0.790097916627	0.756023854684	0.742504865329	0.727897974678	0.714554416531	0.768222930564	0.761620776188	0.734199065416	0.772709523771	0.708643918754	0.781270292712	0.635155678051	0.726068288382	0.716307392988	0.731241833826	0.612279808186	0.601696972484	0.735339951349	0.664259884957	0.675490513941	0	0.723145001463	0.711928697011	0.717116524888	0.621197366025	0.631691324651	0.657577461451	0.610182239522	0.730974912516	0.60451172402	0.700625259274	0.605304866324	0.600392235151	0.691910766391	0.598099481637	0.725178615099	0.656228412007	0.736532214045	0.570346214483	0.672929956953	0.613327469163	0.632483828009	0.657871323564	0.712911933893	0.580122872564	0.681294020506	0.681462497213	0.641986972762	0.646117257197	0.632695505162	0.620230434441	0.665343853063	0.665480123601	0.643511652339	0.678443340059	0.611739520499	0.609317955406	0.677670377276	0.646853866613	0.712600136561	0.683216752467	0.756164517686	0.600680115831	0.734233102016	0.716156657284	0.712240513116	0.616726598618	0.739086285435	0.792557418218	0.686602989879	0.550203087043	0.666413140539	0.759053805651	0.709913569818	0.759495650893	0.771186187931	0.806352346361	0.767302565132	0.783435335747	0.776253750483	0.754770027516	0.790862631169	0.739774407347	0.778736401604	0.78967421778	0.743090052808	0.799205619917	0.75075565897	0.780412640561	0.747513857053	0.733729890785	0.647152914739	0.774595241974	0.735283641165	0.75380451111	0.734278187512	0.732736934667	0.785837359994	0.717266722828	0.704893999373	0.731835845814	0.720760075306	0.634077982581	0.618844109228	0.560803343593	0.600499413418	0.608232034327	0.611752328732	0.696789418994	0.63407726297	0.603205666228	0.74130781157	0.699171181502	0.659658860652	0.599649641961	0.730590450634	0.622268418346	0.71422717182	0.620033662968	0.628584988987	0.598347943308	0.604114143984	0.562152531269	0.613472806846	0.692614325801	0.575031861183	0.61526416931	0.526853783239	0.681270556751	0.693239604315	0.650428404339	0.580478000566	0.680090245241	0.64385770321	0.675124370317	0.706052520805	0.594813515394	0.604353424719	0.618697500839	0.665273412343	0.594977545306	0.632422533194	0.628489623547	0.75730896165	0.727169159151	0.77173591605	0.713821936542	0.730446752212	0.734456520449	0.574088952046	0.677469115834	0.649443798923	0.767058903013	0.744763971115	0.664699725895	0.583745843144	0.710999618196	0.767523806725	0.722275196338	0.736795850019	0.749634793466	0.780204789569	0.739181361533	0.731663675014	0.730995252487	0.730382595209	0.78397572575
CS.365	0.661756478343	0.556621574558	0.71353540723	0.454462954129	0.598286882492	0.59545404682	0.573241666718	0.496287795191	0.550931853578	0.550302936209	0.593732206611	0.5115108481	0.569887666921	0.498513944924	0.529201286673	0.555615220564	0.745492675253	0.720788921493	0.573097301762	0.644383390161	0.568984123623	0.723145001463	0	0.529535910889	0.566319105784	0.598126110316	0.61687172568	0.613577120789	0.613394614016	0.576100180111	0.677098046351	0.548906362748	0.626081368285	0.64061489568	0.512545303631	0.613629164812	0.553442611655	0.665964006251	0.66510506015	0.636220544094	0.631159216721	0.721121212034	0.569764310464	0.587970212286	0.471972113297	0.703963565386	0.663036642139	0.571137459371	0.621469635853	0.623182229261	0.661018782091	0.684632982547	0.604153213443	0.622513886361	0.606795560388	0.607781325901	0.714505904957	0.672744490008	0.600873877704	0.611795319642	0.609020867982	0.521241371402	0.493601300817	0.663903807545	0.506056137321	0.586125470501	0.542865176121	0.607458197819	0.535357076478	0.595881160197	0.547390591838	0.682187740626	0.529173831357	0.481989926426	0.515200545618	0.528762133302	0.525887500596	0.539333673314	0.547348821737	0.581057925566	0.550216190911	0.503556568335	0.527106772465	0.566912637662	0.516708491812	0.53586938285	0.581324906833	0.532702923518	0.534164224529	0.58451950643	0.55379768051	0.497435387834	0.616089997289	0.588902044028	0.577186516187	0.562606146392	0.480784703279	0.564270394276	0.541361122263	0.564481726707	0.545797530328	0.611246015047	0.531689146331	0.617884918207	0.658056321765	0.68091326699	0.596306549308	0.566283905795	0.647635293787	0.70904250234	0.579846899204	0.633898645656	0.496686537767	0.553528313031	0.611179968518	0.653132741281	0.530156176539	0.579189411179	0.679186194974	0.660971393092	0.600260546985	0.627664011969	0.697141970355	0.740281003582	0.630872506396	0.584695410617	0.593515482833	0.61194706198	0.636627015743	0.551213667052	0.635666433149	0.58113512436	0.590639425408	0.610023787569	0.583335876934	0.535679514072	0.648448416011	0.646890744634	0.72901545927	0.610972301172	0.628182888899	0.642335814464	0.595726158178	0.624026776303	0.56675153472	0.496676465541	0.5176056473	0.548269816588	0.511144721805	0.556929353578	0.614324898991	0.539726270014	0.530722058755	0.517922724077	0.539163267345	0.522800205619	0.704824251719	0.568393158053	0.527051528802	0.529558922681	0.556011547982	0.481930820199	0.519185994347	0.514983069369	0.53732500279	0.556167499599	0.507802997606	0.553734081076
CS.381	0.665067621229	0.580777689395	0.728400593338	0.52092769596	0.571539139587	0.626171821008	0.575743743194	0.593210868607	0.548597391059	0.574653636713	0.596823434315	0.561401505641	0.543706509631	0.497168394876	0.557346374019	0.55469710514	0.735386879435	0.720775137022	0.601346255487	0.550436864433	0.535623604891	0.711928697011	0.529535910889	0	0.586484949592	0.535118905597	0.543985106479	0.604151082661	0.547522601267	0.615523641174	0.673643912582	0.517334889036	0.594249645097	0.580311703718	0.460709891499	0.57595526561	0.521235241195	0.645006041839	0.656346428217	0.625485616231	0.609045754332	0.724121855022	0.562945604816	0.540967553834	0.4937169537	0.656991382574	0.58428101777	0.525202190222	0.511675242313	0.534420667508	0.573219225511	0.668559342469	0.527859297113	0.547994800745	0.575155933791	0.567914180709	0.654785305184	0.611747563772	0.508319100539	0.529414255242	0.553619379287	0.523918167874	0.5348427373	0.676604882382	0.54538640841	0.566260264453	0.538133532754	0.621766647091	0.494344349303	0.58895106524	0.481183377328	0.660448308294	0.522630904275	0.492894188002	0.527090309085	0.535523348032	0.591241825497	0.560088367165	0.58253621763	0.549815150137	0.541543679133	0.515119289035	0.547061912853	0.586078817049	0.556315269201	0.55572112846	0.524554339138	0.542394556332	0.522705329975	0.581151702259	0.552473907217	0.516893991208	0.625979525373	0.64106392291	0.568919758133	0.621979078856	0.520249511886	0.555545872929	0.566136011648	0.620272913097	0.567610467213	0.679453492876	0.565804929507	0.626227299057	0.688804365356	0.656694774965	0.576361029153	0.513044517533	0.662011228744	0.724831652626	0.590628119808	0.564899701873	0.510045324539	0.529166604724	0.542083473494	0.638186891562	0.576531624628	0.542149028804	0.653846753771	0.653159816601	0.602255127674	0.610983748037	0.671997481888	0.746722068956	0.621554694398	0.551600304174	0.566295372772	0.562015328136	0.609611324999	0.505733046532	0.624025149324	0.514025528267	0.571555460508	0.605336683381	0.61808538729	0.478919032057	0.595366703476	0.624895345188	0.682704150943	0.566722005618	0.543262233441	0.569476519946	0.548516157881	0.533644397354	0.571874518316	0.540092232247	0.505194829455	0.545904030461	0.547467044031	0.564889288989	0.644977365634	0.564735389718	0.550173455421	0.514358353698	0.56491986077	0.548045103073	0.682920086167	0.58077583731	0.551964838373	0.61517036863	0.61874840518	0.525959394533	0.536803791928	0.56685320918	0.527306120552	0.585752081923	0.537650273819	0.558933091729
CS.117	0.624513350933	0.516983634961	0.644512421418	0.55476309004	0.543754202936	0.57188400525	0.544159167526	0.591693647413	0.564045187428	0.518425592464	0.570548923927	0.564508031478	0.588510169675	0.544665638753	0.571048659746	0.549414055732	0.696053777238	0.708371959245	0.522884432188	0.653315473693	0.600562841358	0.717116524888	0.566319105784	0.586484949592	0	0.618810984525	0.610307399749	0.542049535625	0.639597610055	0.572256648053	0.691859802339	0.619082249503	0.655164253653	0.64860925697	0.585243594683	0.642256953017	0.525490750825	0.644938244284	0.652178831008	0.639971243894	0.587416665912	0.723758407824	0.599530967591	0.580931742101	0.590173686076	0.711404734858	0.648575144033	0.615487615156	0.638175347672	0.641072466944	0.653489879441	0.678179680578	0.663027870043	0.641416481789	0.631048974747	0.56960054679	0.711733752225	0.660331355845	0.648469994624	0.633820979551	0.573409510879	0.572452613618	0.580890102612	0.669268764692	0.573113988146	0.583318150565	0.591644162993	0.627681508666	0.566476931479	0.595943013684	0.586138783806	0.682655856138	0.587917048311	0.570631315796	0.562207339114	0.584386074838	0.584689214235	0.605516168215	0.59838070154	0.624187254432	0.591029297619	0.601865492156	0.592189035679	0.569713291832	0.589122824322	0.593560915768	0.593428177487	0.594307203981	0.531285759812	0.568465210629	0.535001236878	0.570956041846	0.589291568086	0.578865924259	0.481301916974	0.584025345479	0.568740104361	0.51695747444	0.557249098584	0.544782329244	0.597346967734	0.620525672578	0.524835220511	0.581411848351	0.674734550818	0.689521775761	0.639317457794	0.591949562611	0.628483522648	0.637582887521	0.653951001014	0.627247984715	0.553728574921	0.626634957746	0.612984962287	0.651198366489	0.531285693577	0.623290057449	0.659057922683	0.643743386788	0.544995776403	0.655371996003	0.677178863577	0.739295621916	0.641657382632	0.555266999748	0.643020023318	0.63244722429	0.669912049655	0.611323386707	0.622176861068	0.601759094816	0.640986398467	0.577130952772	0.639055492752	0.623777940037	0.644539058981	0.640542053805	0.690722994189	0.615864575282	0.651575511877	0.668411142539	0.642554142617	0.638959859661	0.582101904626	0.562026048995	0.594129922598	0.55070981102	0.576809484491	0.572646431728	0.647041104367	0.606148309792	0.565996969645	0.588319898232	0.588084328386	0.57624624725	0.71090817734	0.57957447183	0.578546160326	0.602103908333	0.590753986368	0.590665902691	0.595140426338	0.586214525531	0.566839130397	0.573668992906	0.577252505612	0.588798088832
CS.360	0.716165194352	0.654918289315	0.726420027037	0.584028241249	0.599666859089	0.654289721622	0.649067540951	0.654216537025	0.596574287677	0.651112468609	0.626367654049	0.653550088163	0.567608971931	0.590994533835	0.615104671089	0.595982008022	0.701336304575	0.672197705438	0.640390303177	0.542438455516	0.557357229927	0.621197366025	0.598126110316	0.535118905597	0.618810984525	0	0.543354157148	0.610716727246	0.516228063916	0.654636710855	0.600900618827	0.529616588614	0.549022154747	0.50819209394	0.559258595565	0.547412861647	0.586812505074	0.6388909487	0.623484458986	0.538457238992	0.606775416596	0.682550688922	0.585257269777	0.558480193285	0.594103378007	0.596490216805	0.598313401456	0.602265199661	0.515606917933	0.534105586086	0.530417460612	0.644661967258	0.544066405327	0.557146782388	0.613793630526	0.589766249668	0.613781221869	0.59276620229	0.553197462554	0.542022973744	0.583706319935	0.544617400752	0.618592673206	0.623094786689	0.626354378346	0.602761014138	0.603110632053	0.566490841544	0.594721976222	0.675870123391	0.545176445322	0.584186083298	0.542635604375	0.612504754811	0.591314286472	0.634009676584	0.657378773099	0.664236155226	0.652502923659	0.646236166394	0.640589824475	0.617488133546	0.645541315815	0.64229003313	0.650438500991	0.64090108134	0.592182485316	0.666257736877	0.616003627243	0.65128613754	0.634026866817	0.613194079795	0.592961767324	0.695843101935	0.611894823697	0.684322541502	0.602270877407	0.611695791436	0.645552224484	0.650209923431	0.606110595199	0.677130257884	0.624524653106	0.59630131139	0.675301896272	0.599428321982	0.560979619115	0.512932024703	0.645469858243	0.703976908458	0.597039694807	0.492828926572	0.619996356084	0.581889462444	0.545385485011	0.634964887392	0.624320431951	0.523189667668	0.66807405626	0.651217321329	0.573572167972	0.573060353275	0.59111356923	0.698859658214	0.60617757651	0.598002303222	0.505161047447	0.53848584296	0.53373113513	0.535215621065	0.653196010556	0.500400695577	0.464486620745	0.608711504116	0.608120315388	0.548318028873	0.612016196268	0.551791702988	0.642222172921	0.566122498485	0.569163751206	0.566625638002	0.52040139545	0.503356439585	0.616351955606	0.596120915693	0.625409995855	0.609940115572	0.609552351686	0.588776717635	0.540233111119	0.571870553168	0.581334681934	0.625405467647	0.606478700008	0.571475987467	0.630628733016	0.605784134259	0.659675576575	0.658222489477	0.669755647762	0.624961346881	0.641120432113	0.613791050993	0.602965754064	0.65642521304	0.617316057448	0.655919408298
CS.149	0.703177659718	0.678096681417	0.697570761437	0.638888431405	0.592012491005	0.63943564391	0.637188018093	0.69218873989	0.600897666462	0.643019900276	0.600007155074	0.682386357487	0.555300571569	0.585697435989	0.624426134804	0.601271025432	0.636642673852	0.593555067054	0.644433435008	0.525954090429	0.528385473363	0.631691324651	0.61687172568	0.543985106479	0.610307399749	0.543354157148	0	0.590608730916	0.518869598315	0.632218577184	0.598377406787	0.529945868524	0.517091543636	0.500356350626	0.53687090538	0.484441016595	0.579509001182	0.611629782693	0.620333868091	0.562902021348	0.582986838482	0.631215798428	0.534877589847	0.532524561846	0.610982473248	0.593218899564	0.574156675806	0.589011712162	0.509123060536	0.512098206205	0.538431112838	0.611194669051	0.52863083005	0.542844545929	0.545847165205	0.558845346053	0.581299152738	0.564109031855	0.543256781886	0.510677615646	0.559799585126	0.563797013639	0.651130209032	0.614344684541	0.616535036704	0.588971932718	0.609033338038	0.581562905813	0.58299725491	0.681012197928	0.562416388845	0.607125727034	0.564141177617	0.626729175494	0.613688029502	0.641180409493	0.674014825178	0.684292495174	0.671005617224	0.660137541517	0.658916745286	0.627364368183	0.684630695916	0.622542637153	0.683397467867	0.68112728328	0.604226939591	0.660689670394	0.635533998172	0.673343366005	0.617963267228	0.610034286587	0.581921565611	0.678852848767	0.603603096194	0.676484416326	0.606373632684	0.595443978233	0.656683162509	0.621435670681	0.601715186881	0.689850646546	0.599521317026	0.553665702787	0.642063178101	0.565951075761	0.548172328121	0.501194597235	0.61796683602	0.661342915044	0.580812140545	0.488285377132	0.615295207412	0.543198813317	0.546115300085	0.563657191223	0.622165399405	0.489638498701	0.590052509929	0.594887311215	0.568421038987	0.537422861428	0.568671771623	0.670434392912	0.565243988907	0.550735531568	0.519910411496	0.486168768516	0.563274089992	0.551650716195	0.621128719255	0.519817979916	0.502600183349	0.571687475955	0.579034070765	0.52481194196	0.566143551142	0.550899736978	0.607677069741	0.523344616792	0.517152387213	0.538900905771	0.534566816337	0.515839654903	0.626643559862	0.628504812002	0.652546878431	0.606669475674	0.630196471337	0.620934770758	0.596017636051	0.618311176437	0.597205070459	0.635410821138	0.61835794251	0.578702701775	0.651456065771	0.630845677238	0.649474142698	0.67257874819	0.690882974009	0.611468520389	0.65293964062	0.657800086352	0.597816864087	0.644721487988	0.605017430208	0.683717692413
CS.060	0.625178339798	0.621476031617	0.653334732073	0.621953123098	0.587138859303	0.608442442952	0.591079902587	0.637998572239	0.613714957219	0.591406625319	0.587910012948	0.635161296503	0.597752425452	0.580039763391	0.575955832278	0.585566691239	0.647441292316	0.669290036245	0.597521290868	0.615342155701	0.594976150647	0.657577461451	0.613577120789	0.604151082661	0.542049535625	0.610716727246	0.590608730916	0	0.608126878699	0.614649207116	0.65318671595	0.608877493042	0.633330328725	0.596249466487	0.594701823172	0.611755962463	0.545910495744	0.596189796187	0.65060601746	0.595813536135	0.593910836617	0.686624282033	0.581630319649	0.526411394407	0.634257977862	0.637428361577	0.619911099399	0.60424232827	0.613256149039	0.622579548129	0.621723194892	0.627210596551	0.619566464601	0.606698202185	0.575443329665	0.564923451812	0.628417592505	0.631647824072	0.639309957242	0.60216049676	0.576175786601	0.603703766517	0.639413052003	0.626587602534	0.632222415954	0.586263387696	0.605206534552	0.617491223587	0.625849428747	0.659392794617	0.596319088156	0.634948382615	0.591681300352	0.632998813891	0.612506636774	0.630778435817	0.63645946901	0.660695151269	0.639332696528	0.660261558362	0.64420475703	0.639456119891	0.647109895015	0.577205054215	0.653086770287	0.651377259912	0.618489543494	0.651040087222	0.57353974759	0.622098721403	0.579112312038	0.605586599803	0.569632995567	0.629079887279	0.556144218594	0.621204938349	0.596748746082	0.561815648852	0.609064580376	0.578073036086	0.613291660475	0.645256256442	0.528771794391	0.561460034303	0.621441284189	0.596438686315	0.592916300427	0.5691356829	0.624697471868	0.605950687105	0.631556262381	0.600874284343	0.611025095912	0.649579003804	0.612780223555	0.57755293182	0.590032784345	0.583355931018	0.630779244761	0.594543019369	0.530175143088	0.604076919122	0.621216590172	0.684632742139	0.612539160801	0.533485493844	0.597318242568	0.605946755206	0.607394927976	0.597112226885	0.615761617023	0.588390029312	0.617410509755	0.552383526151	0.595164136887	0.619200674734	0.634836952646	0.576568080178	0.624371130632	0.564480832277	0.630791927523	0.577625388264	0.599457112352	0.608244043807	0.604152503607	0.619049813679	0.647714196238	0.626439646042	0.626670805571	0.621415063527	0.608203254593	0.651284714247	0.603915504997	0.635124006915	0.619226459436	0.613692071806	0.64566353637	0.603947785651	0.624251016764	0.634312897746	0.628689165162	0.628375678959	0.629870466632	0.622795709755	0.613613881969	0.597579374604	0.630231533074	0.643725641088
CS.287	0.704298505452	0.641163961296	0.714818997818	0.623274788896	0.587349269427	0.658239894245	0.625246407707	0.676238914972	0.610846768283	0.653989470705	0.631152029576	0.666849117831	0.574346688881	0.581208262235	0.620199475615	0.62269383466	0.669777008686	0.67382931249	0.658873684872	0.541148908961	0.575607885195	0.610182239522	0.613394614016	0.547522601267	0.639597610055	0.516228063916	0.518869598315	0.608126878699	0	0.666778375925	0.642550927406	0.556070113703	0.571461863508	0.533217257688	0.541744191226	0.553927785118	0.567397502809	0.663088874889	0.652147755782	0.56772675961	0.61294236171	0.662054283607	0.592598899708	0.533390529903	0.628880418768	0.569657327204	0.586016852517	0.552483838223	0.511802436377	0.530974415244	0.528386001435	0.5983459976	0.530753685658	0.523000493559	0.580598003598	0.557752538235	0.564829122721	0.557000636806	0.528615182425	0.518344322344	0.590869476158	0.557495428698	0.628624170596	0.629688989934	0.627692565281	0.621109337508	0.616150372421	0.611062030267	0.591435494522	0.66451619403	0.557766573514	0.595943824555	0.570232397523	0.61730090847	0.618290752503	0.618761242749	0.648496916761	0.657371180196	0.650651281655	0.61590384324	0.633401026563	0.597678462179	0.653640438918	0.624522280357	0.642969777711	0.658754818674	0.580068848026	0.645400313008	0.625530958253	0.644582927088	0.607824261028	0.603167159207	0.573502514725	0.703523300461	0.586249674663	0.679356515555	0.602788399202	0.599998667054	0.650789103459	0.666391924255	0.617327924229	0.714564678208	0.626383022605	0.589199188499	0.648924717058	0.604384744798	0.535661566868	0.548351672027	0.64988170402	0.679175481029	0.613733035758	0.52212894474	0.627184837467	0.55852450856	0.531809867046	0.570911536843	0.65865310122	0.494944816347	0.644329429005	0.609688027313	0.565283804061	0.567832514382	0.626266367037	0.692474651605	0.607650676561	0.590227205594	0.542754134661	0.51479819505	0.518715552752	0.503585309936	0.646777793856	0.519055968245	0.51944082657	0.612073065106	0.631872906312	0.555058098912	0.613954036058	0.550281885774	0.623385502006	0.53907573131	0.531098437602	0.501055298089	0.510803111008	0.503742917486	0.615144260611	0.627378822119	0.619461375973	0.626769797928	0.63102968857	0.64007057745	0.565911733234	0.624255490034	0.617199691459	0.62744860783	0.625926548877	0.596185530397	0.619290425447	0.634317602656	0.650087789587	0.671144839042	0.675149507207	0.612713222245	0.63735917376	0.648635283809	0.601970131457	0.645212533182	0.601244965587	0.650710194047
CS.327	0.611173884894	0.59079638001	0.640519153662	0.566733587942	0.624672563973	0.578280033572	0.638169803966	0.568041051563	0.592882758685	0.58838831666	0.581629972425	0.584587579039	0.600690690398	0.558614286035	0.567340592238	0.612932323888	0.726077755256	0.729521284369	0.582648511179	0.696187791506	0.632017371652	0.730974912516	0.576100180111	0.615523641174	0.572256648053	0.654636710855	0.632218577184	0.614649207116	0.666778375925	0	0.709936474841	0.611033814591	0.69464345578	0.645193334702	0.595718548627	0.648757825876	0.607025697629	0.652300597181	0.680971773962	0.655906740264	0.644002357503	0.726665673955	0.619457435201	0.618725604731	0.598417736736	0.732718104167	0.688242035363	0.628287234054	0.669496373576	0.666262662814	0.697028112363	0.696440368372	0.69357251042	0.67605422096	0.653295761854	0.623903456192	0.741104515059	0.675915243671	0.675178015194	0.669382263984	0.640550251655	0.603381628046	0.573078192571	0.691224858573	0.575202296945	0.58776369829	0.598474389058	0.62653637907	0.624687199127	0.607798673509	0.613412684112	0.667535441039	0.597421064591	0.605152894166	0.580827810283	0.61126842429	0.615791705516	0.606650876578	0.6247005828	0.640611153664	0.632452516537	0.640651374757	0.583325727738	0.585436749049	0.621211975258	0.594198992404	0.654800753973	0.60198541608	0.569204075847	0.58715909483	0.643399662197	0.567762830169	0.64126713069	0.55025431339	0.605509105911	0.565398921345	0.606658625463	0.607909846953	0.575179121823	0.581874434504	0.582024455142	0.606794057815	0.555109299093	0.632602524501	0.677353694575	0.697418634025	0.647346841842	0.604322553246	0.65860818542	0.684784306833	0.64330059694	0.652188203001	0.573362785993	0.639460585251	0.670699277671	0.641813385181	0.542309316812	0.636036897719	0.677147628142	0.67351624974	0.593502606121	0.644873311961	0.686152889395	0.740520957292	0.670330199212	0.58539865534	0.67489767239	0.656984540216	0.696944809269	0.626039776262	0.613531468992	0.611292345047	0.645655317605	0.621519612511	0.616197342551	0.641530389985	0.641612956879	0.669105315435	0.720873266716	0.639945961881	0.659984403509	0.659705564199	0.643762841251	0.677024079261	0.580642072915	0.575285251021	0.606356622714	0.551605778068	0.576828296589	0.58085615823	0.648310310037	0.611577381655	0.581670884041	0.575881002657	0.552483904736	0.618012002629	0.703327306355	0.559949230571	0.582956092012	0.580594177301	0.527053266374	0.589692200674	0.605645311712	0.560731984389	0.575414908566	0.556375130655	0.589803640664	0.580168439611
