CS.219	CS.104	L.005.M1	L.022.M1	CS.093	CS.357	CS.217	CS.035	CS.005	CS.313	CS.043	CS.354	CS.084	CS.297	CS.002	CS.360	CS.137	CS.290	CS.365	CS.064	CS.062	CS.122	CS.067	CS.153	CS.287	CS.381	CS.161	CS.077	CS.368	CS.065	CS.224	CS.380	CS.128	CS.378	CS.213	CS.125	CS.376	CS.203	CS.292	CS.236	CS.232	CS.302	CS.126	CS.205	CS.282	CS.386	CS.183	CS.147	CS.268	CS.389	CS.182	CS.323	CS.166	CS.349	CS.369	CS.254	CS.372	CS.181	CS.129	CS.256	T.CS.020	T.CS.014	T.CS.035	TFS.024	T.CS.079	T.CS.052	T.CS.004	T.CS.029	T.CS.057	T.CS.028	T.CS.040	T.CS.059	T.CS.025	T.CS.007	T.CS.069	T.CS.126	T.CS.116	T.CS.161	T.CS.102	T.CS.107	T.CS.114	T.CS.180	T.CS.156	T.CS.106	T.CS.100	T.CS.121	T.CS.130	T.CS.091	T.CS.105	T.CS.128	CS.242	CS.237	CS.241	CS.015	CS.087	CS.246	CS.238	L.034.M1	CS.082	CS.110	L.024.M1	CS.088	CS.356	CS.085	CS.006	CS.191	CS.187	CS.228	CS.078	CS.274	CS.207	CS.338	CS.233	CS.330	CS.311	CS.151	CS.387	CS.164	CS.345.0	CS.336	CS.331	CS.227	CS.320	CS.223	CS.112	CS.321	CS.343	CS.319	CS.318	CS.152	CS.158	CS.194	CS.285	CS.080	CS.339	CS.370	CS.393	CS.326	CS.262	CS.253	CS.270	CS.145	CS.255	CS.390	T.CS.031	T.CS.008	T.CS.049	TFS.025	TFS.021	T.CS.061	TFS.022	T.CS.026	T.CS.066	T.CS.043	TFS.020	TFS.027	T.CS.045	T.CS.055	T.CS.064	T.CS.095	T.CS.152	T.CS.151	T.CS.109	T.CS.158	T.CS.166	T.CS.157	T.CS.141	T.CS.142
CS.065	0.590054580238	0.551775688418	0.663407608043	0.672434510164	0.646951928973	0.624676258237	0.624481020605	0.600904745129	0.61743386101	0.657442861278	0.573373962621	0.655815954825	0.646975647857	0.573966848602	0.602726261042	0.557357229927	0.52228681936	0.559449633458	0.568984123623	0.588715591858	0.573707535608	0.622332778012	0.669023022365	0.569890902103	0.575607885195	0.535623604891	0.579204212862	0.548933282088	0.557016941724	0	0.669811318435	0.563860873604	0.524273801955	0.648705734763	0.595723650913	0.541926152755	0.566670877446	0.583565035244	0.560507992956	0.643624826534	0.580109283975	0.614312779087	0.525766294368	0.607317299707	0.578397422176	0.635050527033	0.618016498138	0.590162518877	0.582289937114	0.546057437451	0.53187504161	0.527725331823	0.587847423022	0.553543660705	0.637861944764	0.55523842636	0.541839002188	0.569820529615	0.614192643331	0.592664679966	0.669870859318	0.57817695909	0.542989486807	0.579320245061	0.588283506057	0.576373852885	0.551776045098	0.588675873361	0.622728460691	0.532176023911	0.614328436131	0.669032686808	0.558971490223	0.602812355579	0.556674084373	0.55023472228	0.623384167351	0.644157315418	0.645724840199	0.599335464936	0.672087031139	0.618320541776	0.593405171216	0.651741800316	0.650647321227	0.576129277356	0.586109135199	0.64976256281	0.690626963948	0.616218343373	0.573942769904	0.582536933373	0.615070952041	0.643167033504	0.615722832826	0.583968193604	0.608380301857	0.606788572397	0.603610133835	0.598355648845	0.671679745699	0.643689607363	0.641078244848	0.621398789077	0.574501453609	0.604306043413	0.527572606234	0.609774054157	0.58919986171	0.575908410782	0.597473861257	0.594830671923	0.658084954525	0.543380357182	0.563520804984	0.573716200784	0.509239661475	0.689861169382	0.662600837704	0.548490281025	0.571023593981	0.682170014212	0.531702807303	0.533614430504	0.586594464779	0.569760516351	0.580969245186	0.545382489834	0.559994816745	0.54125923322	0.612178569927	0.685296361199	0.586991012135	0.5752479193	0.603103481362	0.536352734557	0.586949034115	0.587662188282	0.603274351184	0.678729276626	0.578017052367	0.524030241375	0.564824226695	0.558874118992	0.593641802404	0.579415704696	0.618452013743	0.552616411688	0.61620219024	0.542670632213	0.601220430983	0.668940895112	0.632724818993	0.608602604401	0.602311785319	0.590731100287	0.575117690225	0.596887085855	0.576022129679	0.664067675713	0.56363830222	0.623068805321	0.627660716065	0.601211914818	0.58269678063	0.639192107367	0.646369296187	0.630796952035
CS.224	0.729581726163	0.729451726192	0.763750922127	0.78102147042	0.775823503213	0.73526244565	0.762311937857	0.747877366478	0.764691881125	0.76374399537	0.694162157051	0.71441340937	0.763697357741	0.748484020419	0.727870456301	0.682550688922	0.729177952384	0.603700602592	0.721121212034	0.739132142234	0.724917524687	0.758725139084	0.590521842899	0.723944323117	0.662054283607	0.724121855022	0.635973163467	0.73495583899	0.71791296223	0.669811318435	0	0.735368172264	0.685451178809	0.643010901638	0.618319945822	0.625553837121	0.623918310103	0.737466442463	0.690536607928	0.720606416614	0.72352069749	0.60736028735	0.713095141561	0.579395264151	0.621174658827	0.587195940878	0.618758549649	0.637367086596	0.690748197721	0.657880494591	0.678217905404	0.676101339965	0.659127316305	0.684892934282	0.661026182424	0.664688608091	0.661462696934	0.646441016666	0.682117592216	0.619532150696	0.767822318949	0.729429057664	0.733908472868	0.725648676328	0.619439569194	0.69772935817	0.712959093211	0.714937433976	0.629125635432	0.720015346524	0.744695713465	0.752865365514	0.710310975305	0.658905718657	0.713603567275	0.737462648518	0.70660840918	0.747149306159	0.757429468741	0.768160488116	0.772994758269	0.760499964055	0.741349538126	0.78514558245	0.780552892153	0.74977780786	0.747578544288	0.776335012062	0.786220316174	0.739888993504	0.755119080333	0.621272735249	0.758455643178	0.756621347958	0.710426757832	0.732083897088	0.707397314565	0.726567744248	0.758992614812	0.650691098176	0.747854424525	0.735115573726	0.671113819034	0.749412057838	0.721713764458	0.766027488832	0.641433573876	0.688631405484	0.714414279093	0.605109875032	0.618465760103	0.694331902842	0.735864833397	0.62981924014	0.722548463518	0.70900926691	0.66334847547	0.678502711974	0.636238614162	0.693429485432	0.710292089637	0.576155658621	0.649397738489	0.609967713298	0.682527847485	0.733533236736	0.555298489428	0.636700601089	0.620767676361	0.737415432909	0.670966060946	0.576944841641	0.60979418928	0.666415230256	0.68136143269	0.683566171127	0.693440955654	0.648461528025	0.653320271412	0.648255909349	0.649328334164	0.701975262436	0.66270322833	0.623313359694	0.73296485776	0.706861373072	0.640452258841	0.693021069317	0.710830730395	0.709014639772	0.77415938034	0.66233268889	0.765511926228	0.740495440691	0.782569612627	0.755787045486	0.723628770729	0.735955329739	0.757265160945	0.776785138885	0.733945917797	0.742949155101	0.780047215074	0.74068392715	0.722184186904	0.736422090129	0.735598810251	0.730353722531
CS.380	0.588531080315	0.53733755415	0.535622026526	0.553601719171	0.572061102222	0.521280414668	0.573661134545	0.579745412813	0.555968001893	0.546801281114	0.59134288251	0.645404485702	0.572055118949	0.468301628924	0.622422281919	0.567596936111	0.452449614289	0.599225387089	0.50408605644	0.579863521994	0.53967933782	0.591618746084	0.735981052143	0.580466087704	0.599657450392	0.463847759088	0.66569228528	0.542710573146	0.503495274526	0.563860873604	0.735368172264	0	0.528954784129	0.68864177977	0.657939848759	0.60470766082	0.61313647718	0.490043743676	0.600672118167	0.697833156602	0.574680653591	0.68650756263	0.458232284469	0.642859469101	0.638486202017	0.690731148987	0.703215204467	0.632651911689	0.656908137403	0.598933124081	0.542743767256	0.571051144272	0.628816867673	0.54640552672	0.732394708254	0.600108389375	0.567074447401	0.58301376751	0.595755747305	0.623555280969	0.572111041736	0.530264563234	0.504392565138	0.504323594461	0.656826554912	0.578751354505	0.500026460669	0.623618463813	0.658267707596	0.482645007266	0.528011543474	0.617626938526	0.50490993588	0.579515898322	0.487495463657	0.46481734303	0.619473092272	0.567346430004	0.572037102205	0.474126733073	0.591512776527	0.588296358491	0.526904492607	0.524754022231	0.547227525205	0.521699383798	0.485371314263	0.508370051313	0.630798671619	0.544849971715	0.512135095227	0.65140750255	0.544644489164	0.617798014299	0.629940823967	0.51134595102	0.58056782995	0.582090372337	0.557018130811	0.656541238971	0.58346321789	0.664723493312	0.689749233768	0.564858684549	0.563598625217	0.478366825159	0.587692453879	0.641005589996	0.578893924532	0.620919356911	0.671190184873	0.602155135224	0.638910898138	0.594369070344	0.602071558459	0.545281206232	0.524837561009	0.764366209496	0.768523255322	0.531972764494	0.547168111547	0.76276167436	0.541575620912	0.610889084433	0.642188461049	0.523026884411	0.619218365474	0.587438195641	0.603159342984	0.463253023987	0.65655871785	0.726303939213	0.71920597428	0.586765633552	0.596395517932	0.573639616994	0.653692030119	0.589187695188	0.604927633085	0.734456038434	0.619631955826	0.508882390126	0.553093760689	0.585795870227	0.540242043721	0.520021987083	0.608321463851	0.5034390939	0.525814281081	0.522956576619	0.483751958994	0.665888448033	0.528769181033	0.51358514462	0.470749128977	0.499738741928	0.527805159494	0.555505904587	0.474730195394	0.551208341397	0.495496488331	0.51793518909	0.521427369934	0.478601043642	0.514654577232	0.571381979737	0.556264430069	0.557847896683
CS.128	0.580040693217	0.536969229524	0.625487975842	0.636640207773	0.6427383109	0.586720838443	0.618315974346	0.596294021449	0.606233448657	0.592316118378	0.580309996593	0.613314520906	0.637486230106	0.556055804079	0.587967992893	0.529616588614	0.549898598801	0.55879757639	0.548906362748	0.600416822091	0.560011043077	0.619755153223	0.70889526474	0.582359778856	0.556070113703	0.517334889036	0.596444476616	0.590480388281	0.504406167461	0.524273801955	0.685451178809	0.528954784129	0	0.645114199821	0.571031985913	0.514613082084	0.546117187558	0.531090890876	0.544560693042	0.631278775808	0.55665271544	0.665886393882	0.496087078046	0.600983627204	0.557665046343	0.648402509459	0.61709477676	0.543038749535	0.584211921668	0.57251179249	0.495975608191	0.481526501415	0.566239238749	0.521904131311	0.638097019305	0.511052630505	0.484023929146	0.520335181702	0.562248678543	0.504281452287	0.645117750254	0.585655366359	0.541388853104	0.561629178666	0.605726780511	0.58569677704	0.55524870347	0.58114025649	0.640234953944	0.537170665829	0.565386242714	0.649151664132	0.550133666266	0.622783617507	0.547752181719	0.512940941383	0.597582631706	0.606101144591	0.601555406823	0.550367707611	0.636901706755	0.602205284066	0.562483850513	0.596820387924	0.616988278788	0.52545868444	0.535103823867	0.598000223736	0.666983854368	0.571021504376	0.554542104043	0.595004371882	0.586886350464	0.631235962446	0.623386345117	0.530306888816	0.576879932509	0.564360710327	0.603329774379	0.601465402133	0.634243966115	0.645946203088	0.681761128946	0.608528214246	0.581846257293	0.593973392311	0.507706441609	0.6169308579	0.607286596563	0.594412261476	0.630450441823	0.541817103028	0.631181518484	0.531760897426	0.576452102649	0.529475095879	0.515337241969	0.72950350745	0.716215831736	0.518288651691	0.493776909133	0.715143575141	0.483041203	0.510716140163	0.5966408501	0.542467190135	0.562995487235	0.503227974299	0.531414230607	0.474914961047	0.600594569429	0.67424967731	0.647432890988	0.582581636193	0.595484269387	0.511870138529	0.576362961832	0.556120031797	0.577270264598	0.690567547829	0.547295261466	0.4956959608	0.534977764558	0.543501973896	0.583621726925	0.581576016325	0.616036890474	0.564270509341	0.597493942136	0.548994696545	0.582610666787	0.693964761265	0.606301091884	0.590296169524	0.594296082461	0.573561161107	0.611165067621	0.575300975819	0.54740850556	0.61895866944	0.584677902759	0.578532102686	0.582361556301	0.548142935025	0.544143731217	0.632741223678	0.62151397826	0.626119622196
CS.378	0.642110034375	0.653514594952	0.708192684742	0.713735304579	0.695866983798	0.69242509816	0.696663314325	0.658141725416	0.702298640674	0.701442878598	0.626122699477	0.62513711069	0.672961459278	0.696518735258	0.653121324605	0.6388909487	0.696209529153	0.635645164263	0.665964006251	0.663001182079	0.64759393356	0.639612181045	0.622354597008	0.646147334843	0.663088874889	0.645006041839	0.621050399251	0.653245002782	0.654247454916	0.648705734763	0.643010901638	0.68864177977	0.645114199821	0	0.5914918817	0.614279151326	0.604797653711	0.6858486823	0.629828534639	0.656506725747	0.649901265159	0.63344394177	0.662741357554	0.634356453207	0.648580839035	0.615123864711	0.611905245732	0.607048047375	0.640698413223	0.604371564004	0.659789183647	0.651638624631	0.661415747549	0.657767967742	0.618795490006	0.638565050877	0.642111696549	0.635134960915	0.642469314924	0.624294471614	0.724471235204	0.67544983739	0.677147013543	0.672211214426	0.631428884225	0.673037703262	0.665546839046	0.623545710761	0.643490630281	0.680402735273	0.675596812502	0.660283897183	0.65646207554	0.65687793964	0.690306868227	0.698270284235	0.625035049658	0.670706055598	0.707918506617	0.711993659081	0.682631579913	0.660688960469	0.663439497039	0.734700584967	0.714517802293	0.708051393461	0.697731871911	0.72734086283	0.707344692574	0.690988243084	0.667418755751	0.60265345383	0.705114222158	0.69912312318	0.64785790325	0.662219992538	0.670714537062	0.663078617522	0.670803511121	0.635822751993	0.681847729119	0.659267759821	0.646561001727	0.667474627777	0.651962485447	0.68718342876	0.61826109278	0.622749439721	0.670438231979	0.627026549156	0.593823913224	0.636275670558	0.655686452975	0.619807361783	0.656535345822	0.659455855984	0.620137650066	0.65795951347	0.623047324067	0.643633602454	0.650475135353	0.645587286975	0.620949225525	0.629549520518	0.583448174296	0.643486654301	0.611660340002	0.63878953225	0.616230008739	0.678896000163	0.603111810097	0.656431325666	0.616866170739	0.61091863452	0.618560314429	0.650667515088	0.643984076462	0.609051332234	0.619752591543	0.511180193812	0.621300259198	0.67103232461	0.628781090926	0.636840500413	0.655883364406	0.673698410203	0.661108002457	0.667279417054	0.674798769864	0.688061389291	0.707741106323	0.660847537252	0.699367540171	0.683325401867	0.710897239102	0.702671971568	0.675698106272	0.694981154016	0.684054719092	0.725185964899	0.664948491803	0.694781824144	0.711517231602	0.695801311311	0.685539564965	0.666034351298	0.675027226461	0.694991866464
CS.213	0.637210329833	0.651198266375	0.702125453944	0.73237852854	0.701923083898	0.667491730369	0.707980770977	0.670800575675	0.690160639771	0.687466091374	0.603663016392	0.646175577875	0.67952526059	0.658513010114	0.623215631076	0.538457238992	0.636343820829	0.51678909838	0.636220544094	0.667795488839	0.656592591231	0.675795508177	0.586687560541	0.637032536322	0.56772675961	0.625485616231	0.569422443469	0.650347161568	0.621978321547	0.595723650913	0.618319945822	0.657939848759	0.571031985913	0.5914918817	0	0.535376679329	0.50392704903	0.643820129374	0.588926118401	0.623607453373	0.644660067352	0.580427020277	0.616184067755	0.543388014563	0.537330417283	0.584045002813	0.59381656703	0.5008025496	0.612882172906	0.545328685507	0.570059882042	0.544239766909	0.59473476237	0.600366563216	0.593378764052	0.556005613868	0.527116968101	0.592779707635	0.60854307873	0.536071597367	0.731459696529	0.659537240926	0.644992091872	0.646420530945	0.562761174982	0.611825743261	0.613972532164	0.625303370091	0.617625833848	0.616249546609	0.679967701391	0.674634866441	0.613784579709	0.615711877328	0.623543818457	0.658681112187	0.622843265436	0.672062657545	0.700524498945	0.694611929007	0.697419876545	0.665832747281	0.666548620254	0.734049210429	0.705585116903	0.673604232137	0.665884516152	0.722946979121	0.728174476862	0.638517199876	0.665674242475	0.593134191004	0.685010158113	0.714342681697	0.667762103952	0.64111058785	0.665224858994	0.625210290831	0.688490225891	0.600558335626	0.711266086961	0.688973041059	0.636442598537	0.678357937431	0.661161928436	0.681135460457	0.549785705716	0.620544753831	0.657492497842	0.557147227302	0.578628277092	0.579686004606	0.679860125953	0.526566723096	0.631326500182	0.613307543461	0.558419036179	0.679123283229	0.610232319237	0.591537332357	0.570259689367	0.631227559769	0.544851230864	0.554936619685	0.554260882744	0.631256722556	0.524332726757	0.498478468097	0.475984179887	0.650437532097	0.578489912428	0.547701740918	0.58285275868	0.616542134244	0.580989627766	0.553050894876	0.638815256296	0.566911793833	0.557415791384	0.593927140635	0.54767136691	0.613368573361	0.56826503468	0.587766081763	0.654948581218	0.616141728541	0.55057493289	0.610384029333	0.67209769417	0.60361440634	0.70083438888	0.641531200306	0.705914356537	0.680486172011	0.70132164546	0.671665454895	0.652363083948	0.672085448651	0.666169636617	0.720651228138	0.651231470474	0.679222285189	0.69932918368	0.680920912899	0.657914962187	0.682942089355	0.675685174346	0.681167188888
CS.125	0.629300096612	0.614296060449	0.686516945681	0.690580701214	0.704236536191	0.634496135053	0.686763767164	0.660620534074	0.682192160574	0.658722126859	0.604635058214	0.664188001184	0.683980655451	0.629382453734	0.645011148731	0.547412861647	0.581842276683	0.503292262744	0.613629164812	0.645927467912	0.641389374022	0.683993451536	0.644701193798	0.634809642003	0.553927785118	0.57595526561	0.531019220614	0.644091807106	0.555428376657	0.541926152755	0.625553837121	0.60470766082	0.514613082084	0.614279151326	0.535376679329	0	0.481226515523	0.619286834698	0.57421712527	0.647980104185	0.619193726865	0.56225060856	0.545790698674	0.512243308606	0.480710552285	0.582539859757	0.566036622524	0.480804526923	0.586723976197	0.469515069868	0.490262326011	0.50040051622	0.559767759655	0.541710097131	0.595887364137	0.482853098764	0.49709921419	0.514223849193	0.58837707282	0.501264324366	0.700983848144	0.624357130082	0.628657766127	0.604834349538	0.530828514095	0.551062202779	0.570589862074	0.6091223119	0.585868360777	0.568176419413	0.655152730492	0.678809560132	0.594257027129	0.539787562103	0.578452421335	0.589072390674	0.650532420552	0.619707439242	0.669286774112	0.624555077257	0.681752537781	0.651251552107	0.619497661529	0.6786296667	0.69236688865	0.623111795808	0.614315558583	0.680630206366	0.709860610274	0.616899897793	0.620265452101	0.590004212973	0.686050848466	0.706726057736	0.637977589019	0.595776240129	0.647272918358	0.605611658364	0.651133370675	0.605529145214	0.666811211022	0.686756594805	0.619183804733	0.645624403038	0.626284627999	0.653087778886	0.470528456343	0.638545288126	0.619885624128	0.525465466997	0.554671895459	0.574054379842	0.68103745541	0.491788355463	0.623979869504	0.583081210066	0.499413364189	0.69827820425	0.625794530285	0.550501029882	0.551245534235	0.656287035296	0.483239488178	0.466959863723	0.589463221021	0.626694323907	0.507250710087	0.480528869595	0.484210757331	0.573301710483	0.594521078065	0.5570387202	0.567358022807	0.59674567588	0.579454384232	0.524145759981	0.607107783433	0.479541553959	0.556041014662	0.591854153281	0.511365003599	0.534400521629	0.530768442891	0.528384055961	0.630021379171	0.590255116188	0.563548741085	0.561347149103	0.652947276198	0.595647678093	0.662031324512	0.590018516385	0.669888857093	0.644043084877	0.651239325303	0.629659584155	0.639382617196	0.622652508218	0.633147525914	0.696327388725	0.615399426534	0.645534377275	0.660105778302	0.623048811231	0.596173311138	0.66437528335	0.662745226126	0.651722558928
CS.376	0.61118113097	0.604793507429	0.685877483267	0.700829529742	0.689218273257	0.641273442965	0.677614598685	0.648086914977	0.687984403573	0.681835677209	0.583858847292	0.638991386262	0.669425020405	0.638206780558	0.638443965427	0.50819209394	0.580751868039	0.500174038407	0.64061489568	0.652455815007	0.64248030119	0.684844538379	0.607069968438	0.619198298256	0.533217257688	0.580311703718	0.520531465483	0.619752876011	0.58885591084	0.566670877446	0.623918310103	0.61313647718	0.546117187558	0.604797653711	0.50392704903	0.481226515523	0	0.621151562607	0.567310218989	0.639025250538	0.613648675992	0.582128866663	0.553441590319	0.543462679948	0.519002151678	0.608893772806	0.548175079804	0.473771774746	0.609888414848	0.494583165903	0.537857100053	0.513982706488	0.574632578737	0.544363629892	0.583191203692	0.512665318812	0.499226032499	0.534425271689	0.586733567552	0.537631198048	0.699296710771	0.615468124612	0.630934748934	0.591260882702	0.519158183089	0.551662090019	0.569211688091	0.610644687109	0.581307926112	0.584371995461	0.641141021668	0.681536462176	0.616458496636	0.577249298091	0.583569096289	0.625927601837	0.654124747377	0.625810669839	0.687053509342	0.659999666306	0.68584091394	0.674455132722	0.635351132024	0.70801401951	0.697783100457	0.629046858615	0.637917941666	0.686613760755	0.704017813547	0.624089542556	0.630290771033	0.592645973556	0.679263436708	0.697109494702	0.621439091513	0.632717093659	0.633541336762	0.624467535754	0.662275420941	0.603185399006	0.683449572889	0.67073585828	0.620667069642	0.647831730152	0.629743842688	0.656376144207	0.513370296682	0.630549401057	0.599205773819	0.545939880214	0.580930444411	0.586097094775	0.679714650563	0.531521113682	0.632569334778	0.59095853377	0.512483333257	0.684359718375	0.601429022025	0.547991588063	0.56878009585	0.63039015962	0.504555068911	0.502468855322	0.56858087459	0.635791527404	0.502693152609	0.473592180107	0.487000541547	0.596128255034	0.571022453657	0.601312390504	0.55620877554	0.585989583956	0.573214717324	0.529042644829	0.597870307891	0.52270433209	0.53222310164	0.606527081536	0.515464649221	0.563996941432	0.508852315564	0.537593227679	0.623544438063	0.586382744478	0.536855338111	0.577024847723	0.639571602516	0.586483997055	0.656256360482	0.633141673591	0.681337483771	0.637029129015	0.656359874919	0.627991737251	0.622699913812	0.633767823919	0.626604949418	0.705642378323	0.624732749806	0.659824632285	0.687659031599	0.641497783378	0.618677193342	0.654894508668	0.662645899991	0.653000293029
CS.203	0.627201229133	0.533854423721	0.526836728016	0.604826102011	0.580154498079	0.478438606729	0.574045429475	0.583941770649	0.583422313539	0.564630661321	0.611064425005	0.607500225536	0.622969362187	0.465647337836	0.621352394916	0.594103378007	0.514852776955	0.627880256186	0.471972113297	0.589026010882	0.524055704088	0.554854924262	0.738469689781	0.580612144208	0.628880418768	0.4937169537	0.658610244411	0.537154089117	0.499834060479	0.583565035244	0.737466442463	0.490043743676	0.531090890876	0.6858486823	0.643820129374	0.619286834698	0.621151562607	0	0.602352593664	0.68576473775	0.590248898557	0.717841518434	0.494174155348	0.653127333818	0.628589054668	0.702550309116	0.705048992714	0.647323029438	0.666338394329	0.636840667907	0.610886345803	0.606102001107	0.658533872987	0.594951815008	0.721063318991	0.626569420211	0.629636514073	0.627329057247	0.615187925265	0.633012846267	0.612375254563	0.595176564967	0.522259208512	0.515971375957	0.654493232261	0.623978852954	0.5321025139	0.624568442473	0.681500173191	0.54272769624	0.540051950663	0.649405082494	0.51778487731	0.650908559803	0.546841037473	0.503349455288	0.605681867858	0.610775686839	0.543937831749	0.489096285421	0.602649423221	0.582122606622	0.503734238167	0.561554860358	0.555535026797	0.553121656928	0.498023343055	0.551475544984	0.661316217193	0.604707210418	0.525298235446	0.656107750406	0.545474378067	0.586246069381	0.580036418081	0.498285767323	0.560712535835	0.537681779282	0.586067600197	0.639605463634	0.590622800259	0.620113953478	0.690243237698	0.604266209817	0.552270072725	0.49048960525	0.608031509147	0.606182187705	0.553632099985	0.641158072344	0.676486480634	0.60344346777	0.64028298314	0.593222860585	0.568386017936	0.555391328641	0.548163780185	0.736004695847	0.744375309378	0.564516836599	0.560149151991	0.751595793352	0.573008167699	0.627361426905	0.639985081015	0.459157026584	0.61437403687	0.593757383647	0.597573750913	0.483648868721	0.639222467363	0.70976567526	0.70407065831	0.597430355328	0.590743343481	0.599433745443	0.632000531467	0.610862283881	0.642061675658	0.731569968358	0.635867422229	0.500501921695	0.594728005059	0.635673537529	0.531883609299	0.519069414935	0.636169609181	0.516866928229	0.569814842061	0.539975573735	0.518657551029	0.723699474518	0.544580747317	0.509069493887	0.527809134163	0.47393048381	0.552975149766	0.556806910013	0.510195632578	0.567180644096	0.543890762208	0.526399430299	0.531006166175	0.478214952559	0.532230780462	0.579413913645	0.573711263319	0.545879098609
CS.292	0.538166960613	0.542254403395	0.651307222477	0.618668667759	0.600523112729	0.617908544388	0.598256097982	0.548314762985	0.587546139732	0.591694676492	0.552590362402	0.629601118785	0.569490160431	0.621687327516	0.537537188135	0.558480193285	0.577652997938	0.583978054916	0.587970212286	0.56515956221	0.56320031161	0.578256929429	0.643106560693	0.534478312811	0.533390529903	0.540967553834	0.580003635292	0.590719917302	0.540325675014	0.560507992956	0.690536607928	0.600672118167	0.544560693042	0.629828534639	0.588926118401	0.57421712527	0.567310218989	0.602352593664	0	0.611278348595	0.46353620181	0.653123102105	0.55645259045	0.630707274045	0.576911081107	0.646100592838	0.600979940479	0.568380242013	0.562597236873	0.57056433975	0.53167679057	0.534544402675	0.566938711309	0.555876273075	0.6088558002	0.534843443638	0.567810699943	0.537724431742	0.576651183771	0.539093745794	0.631415555785	0.593510805152	0.604672197365	0.606242450865	0.602211901315	0.610549759893	0.605168189753	0.555545591024	0.658623817056	0.613337999927	0.58781738702	0.605261008175	0.607135452765	0.636223144375	0.594879174964	0.591345514261	0.619941983301	0.57698107316	0.626716895313	0.634384456129	0.616538782136	0.615694827823	0.610700960234	0.648372590523	0.638526208786	0.619356006699	0.590335512149	0.634544854597	0.6267436654	0.582963600332	0.587336247994	0.525762021784	0.561228879212	0.642204438533	0.630259332074	0.580669870239	0.582714082372	0.608849792305	0.556790519357	0.540452519851	0.660700199518	0.69128547591	0.649695889195	0.557223544097	0.585512396762	0.59509537551	0.528770474821	0.571677187007	0.623577922118	0.612000106691	0.600978506984	0.545033242504	0.511301781892	0.560790765252	0.571143051772	0.555085160723	0.556842802969	0.64367506677	0.649566340642	0.570720112794	0.494860640821	0.67178138156	0.508432781901	0.559238026743	0.515246683125	0.615867625792	0.58966707686	0.569934119689	0.544100367129	0.558114992486	0.569900032079	0.645699243688	0.575489890561	0.542665935584	0.636451429731	0.546128983121	0.590982669237	0.547706320025	0.584746589647	0.648592736037	0.522327798823	0.553953850192	0.544850763623	0.562766314111	0.616789291402	0.639712222671	0.614403438875	0.624370189504	0.622258125817	0.630151044598	0.609458904666	0.657414153685	0.619448338933	0.635842646045	0.615570581119	0.621565663321	0.622213421468	0.607240864108	0.579026663304	0.635265937183	0.602742200485	0.639619530884	0.615819690121	0.61183506128	0.598703293402	0.636053140578	0.658190849865	0.680196581984
CS.236	0.599137235861	0.619315323724	0.744792293265	0.71885599733	0.701612388524	0.709467358915	0.691478160348	0.653546985017	0.696682025911	0.700617456038	0.642120672698	0.683876270398	0.647880881614	0.706219436147	0.601158777781	0.623484458986	0.675716980648	0.66293271717	0.66510506015	0.603663514579	0.656597451848	0.66050672726	0.667518452703	0.630305082697	0.652147755782	0.656346428217	0.597924322948	0.654914756478	0.670346489677	0.643624826534	0.720606416614	0.697833156602	0.631278775808	0.656506725747	0.623607453373	0.647980104185	0.639025250538	0.68576473775	0.611278348595	0	0.643015914916	0.69780087107	0.695612850944	0.699705501156	0.630821767852	0.677243119256	0.667640299913	0.65332186354	0.61539522933	0.65697860528	0.649329958272	0.645203113426	0.671090560276	0.666017701358	0.643340187216	0.651295789287	0.629298614597	0.654724620059	0.664610101541	0.656246889406	0.719278344549	0.67145561144	0.69217684385	0.680083712197	0.684029650744	0.663222026153	0.705843006872	0.613710085826	0.688918585559	0.709231114578	0.687154654721	0.647841938049	0.692230801648	0.711942053602	0.714059641858	0.706684656641	0.653292955289	0.690620624729	0.743098557676	0.7250777396	0.701215477929	0.658597693949	0.695649784228	0.759684031996	0.706040095585	0.709888019955	0.702728554759	0.750593499653	0.681222105717	0.677767558216	0.698415473817	0.58950580228	0.689210778227	0.685270186063	0.681069383459	0.677324515182	0.673680805373	0.635627658566	0.664042864909	0.639893617205	0.738452174346	0.703834570222	0.721134265581	0.641704017695	0.6874318974	0.706086244032	0.643964644425	0.594190525472	0.683616234622	0.717967123295	0.670650749937	0.625834536189	0.658685538645	0.669324022557	0.661258864402	0.666924975014	0.665451156765	0.655974894728	0.671962052406	0.682962244041	0.637622231109	0.719061696391	0.645014939249	0.659884034791	0.593547016318	0.679890010623	0.644404105624	0.646009901315	0.638715037717	0.674006925198	0.581866874234	0.734205337118	0.648818366769	0.627507558801	0.681561047746	0.640230550474	0.637071305668	0.652217949218	0.6799206684	0.684389533247	0.662389345033	0.684031876375	0.679376773704	0.650920489478	0.709307369169	0.717149569777	0.714886546872	0.703745382089	0.702478474116	0.698922273935	0.719379199355	0.718247892002	0.720344089142	0.699093928922	0.721002066575	0.718751677433	0.7013286885	0.688118988138	0.699792704779	0.747544540665	0.689636422588	0.742491668344	0.73208911258	0.712755492725	0.691060377963	0.722522532001	0.739990690001	0.75572108026
