CS.009	CS.039	CS.017	CS.011	CS.106	L.004.M1	CS.257	CS.084	CS.092	CS.098	CS.037	CS.176	CS.263	CS.105	CS.091	CS.305	CS.171	CS.155	CS.154	CS.230	CS.056	CS.050	CS.067	CS.063	CS.062	CS.065	CS.366	CS.327	CS.115	CS.137	CS.213	CS.375	CS.376	CS.136	CS.232	CS.236	CS.378	CS.292	CS.126	CS.205	CS.374	CS.128	CS.224	CS.282	CS.302	CS.359	CS.166	CS.369	CS.268	CS.177	CS.214	CS.385	CS.178	CS.349	CS.254	CS.372	CS.348	CS.183	CS.147	CS.129	T.CS.079	T.CS.001	T.CS.014	T.CS.019	T.CS.089	T.CS.020	T.CS.025	T.CS.004	T.CS.071	T.CS.080	T.CS.038	T.CS.003	T.CS.062	T.CS.034	T.CS.048	T.CS.124	T.CS.104	T.CS.178	T.CS.118	T.CS.117	T.CS.120	T.CS.125	T.CS.119	T.CS.126	T.CS.112	T.CS.160	T.CS.122	T.CS.123	T.CS.144	T.CS.139	CS.241	CS.103	CS.015	CS.087	CS.246	CS.082	CS.006	L.034.M1	L.024.M1	CS.356	CS.088	CS.237	CS.085	CS.110	CS.238	CS.113	CS.387	CS.189	CS.191	CS.345.0	CS.233	CS.304	CS.078	CS.188	CS.207	CS.330	CS.364	CS.363	CS.358	CS.325	CS.158	CS.361	CS.318	CS.223	CS.227	CS.112	CS.194	CS.163	CS.322	CS.331	CS.080	CS.339	CS.152	CS.321	CS.285	CS.326	CS.255	CS.390	CS.270	CS.262	CS.253	CS.145	CS.370	CS.393	TFS.020	T.CS.066	T.CS.026	T.CS.055	TFS.022	TFS.025	T.CS.045	TFS.021	T.CS.036	T.CS.049	T.CS.061	T.CS.008	T.CS.031	T.CS.043	TFS.027	T.CS.109	T.CS.095	T.CS.142	T.CS.157	T.CS.151	T.CS.166	T.CS.141	T.CS.152	T.CS.158
CS.137	0.638617038703	0.641826359956	0.615219909218	0.567587967467	0.613093268895	0.539086065391	0.667700648089	0.614455626102	0.61302819759	0.557082448116	0.678041497298	0.539266594178	0.573470962832	0.481812176273	0.639461188045	0.493898526563	0.603541096831	0.46286956896	0.751867021818	0.665541418748	0.639897945068	0.721660311562	0.724039480681	0.681897301013	0.564651806309	0.52228681936	0.652744567231	0.599086897419	0.679094132589	0	0.636343820829	0.57902296398	0.580751868039	0.591451139596	0.558762561046	0.675716980648	0.696209529153	0.577652997938	0.435596733403	0.629868038818	0.63344945187	0.549898598801	0.729177952384	0.601366727335	0.675924670379	0.684641085033	0.613486330846	0.694068885198	0.664213896539	0.663201040876	0.575025352362	0.588430716838	0.537020436251	0.562098902571	0.583632223664	0.553668948377	0.550529500476	0.673926253212	0.607804533407	0.634041530976	0.632296234627	0.666532006414	0.512915120087	0.613865288057	0.531182634389	0.576701294399	0.510649216954	0.501907047205	0.484026775588	0.568267920375	0.587728083654	0.488707507162	0.505616096094	0.52174599214	0.499256950669	0.564381356161	0.543974693218	0.534268212271	0.512296391838	0.552428524728	0.526699030327	0.53189648032	0.627059312082	0.478751235691	0.550438566084	0.547601440599	0.472833476591	0.506933308308	0.509881904093	0.52806182765	0.555839221887	0.582618485618	0.621934382207	0.617055922766	0.550283223358	0.575895314901	0.575597358381	0.596293722282	0.599761054379	0.66254094889	0.68072581559	0.638991077906	0.57111386071	0.647855947583	0.587709199646	0.55859723606	0.513717897138	0.661892512313	0.454024569759	0.740935591677	0.650584914129	0.681106796628	0.559731147419	0.524998038421	0.651313723814	0.573982401546	0.671168950347	0.571328327652	0.732702614846	0.715458629147	0.648268997717	0.63944348752	0.563228468375	0.574875484144	0.73812513946	0.632514424115	0.693573864999	0.634931848848	0.621617885494	0.539685579198	0.595797292119	0.618394652466	0.475036117385	0.529440363632	0.679358386441	0.572375451577	0.56786601333	0.581105383215	0.589275714575	0.618945903225	0.716452594994	0.520624788159	0.573119591269	0.648841668165	0.464539897134	0.536862140803	0.693273204037	0.560768609504	0.472383666318	0.498430919624	0.54227623284	0.56868886153	0.606875161866	0.600034801574	0.513244450741	0.53298585658	0.555055695301	0.489984028532	0.488904144261	0.525426436371	0.561600862495	0.563931316191	0.589680329839	0.532740514412	0.493355800735	0.591118215896	0.500978816691	0.499096108883
CS.213	0.558015245483	0.631309818651	0.667324729668	0.68709382968	0.657794170564	0.705640737992	0.653234439105	0.67952526059	0.715331856986	0.713373783195	0.595857018938	0.626805424677	0.634916072077	0.670449632269	0.592164775654	0.665664014253	0.64975587362	0.605451448109	0.611641408678	0.550593699252	0.587483885863	0.627900854624	0.586687560541	0.630411783419	0.656592591231	0.595723650913	0.544601868254	0.655906740264	0.618545282036	0.636343820829	0	0.578695061451	0.50392704903	0.572938520851	0.644660067352	0.623607453373	0.5914918817	0.588926118401	0.616184067755	0.543388014563	0.54124605561	0.571031985913	0.618319945822	0.537330417283	0.580427020277	0.583665798247	0.59473476237	0.593378764052	0.612882172906	0.562827136979	0.589934760754	0.571417392074	0.630673489176	0.600366563216	0.556005613868	0.527116968101	0.628656606352	0.59381656703	0.5008025496	0.60854307873	0.562761174982	0.574797401154	0.659537240926	0.628844801751	0.626245116794	0.731459696529	0.613784579709	0.613972532164	0.66225225614	0.609233198385	0.692240074702	0.687650126605	0.668573732418	0.67328160345	0.630423506996	0.672618347118	0.720192367389	0.676635902094	0.587729553913	0.670461464675	0.657911168688	0.649861184621	0.707220673955	0.658681112187	0.657338340649	0.707912675449	0.659358968267	0.633301408894	0.692354130458	0.712268025652	0.685010158113	0.642051821393	0.714342681697	0.667762103952	0.64111058785	0.688490225891	0.661161928436	0.625210290831	0.711266086961	0.636442598537	0.688973041059	0.593134191004	0.678357937431	0.600558335626	0.665224858994	0.661619148941	0.558419036179	0.605187329813	0.681135460457	0.610232319237	0.679860125953	0.662798358051	0.657492497842	0.611048092145	0.578628277092	0.526566723096	0.58074198803	0.506609941511	0.552149620225	0.640916250162	0.578489912428	0.568606326649	0.475984179887	0.554936619685	0.631227559769	0.554260882744	0.547701740918	0.60649410174	0.514616395468	0.570259689367	0.616542134244	0.580989627766	0.650437532097	0.631256722556	0.58285275868	0.566911793833	0.56826503468	0.587766081763	0.54767136691	0.557415791384	0.593927140635	0.613368573361	0.553050894876	0.638815256296	0.70132164546	0.705914356537	0.641531200306	0.672085448651	0.70083438888	0.610384029333	0.652363083948	0.67209769417	0.6834204301	0.55057493289	0.60361440634	0.616141728541	0.654948581218	0.680486172011	0.671665454895	0.69932918368	0.720651228138	0.681167188888	0.682942089355	0.679222285189	0.657914962187	0.675685174346	0.651231470474	0.680920912899
CS.375	0.602487294767	0.624627004369	0.629816947481	0.651903447445	0.618248150655	0.638507791875	0.629748446717	0.647502538598	0.660263885471	0.654281375279	0.654685881972	0.541682909639	0.563438372903	0.592921740662	0.587707166895	0.589653912558	0.627540934888	0.613349882121	0.664981955982	0.60145248238	0.600218582033	0.632984691276	0.655125830897	0.606134427479	0.569549327066	0.546825701825	0.591367449858	0.619457435201	0.647417553636	0.57902296398	0.578695061451	0	0.542375451794	0.565400595896	0.601287663724	0.645277265612	0.611350610664	0.590023300148	0.539055275194	0.590948393799	0.553424926435	0.543704505615	0.661303083911	0.575724851908	0.609879796036	0.648291927414	0.613206436576	0.650659132788	0.584721462171	0.564928476358	0.506653209633	0.572754158318	0.572830834834	0.576949281329	0.564666180182	0.580148427837	0.611770889177	0.612578362002	0.559798016002	0.576887938453	0.562966568478	0.628373164501	0.612832615535	0.553978400262	0.553517570372	0.671419706262	0.54591307726	0.541193208394	0.58376077335	0.555390815458	0.669122727999	0.597164947693	0.591646373001	0.559172471368	0.56686790208	0.629420797449	0.643498219262	0.623985466978	0.599786775056	0.604265828223	0.572003378516	0.564890368462	0.689681074632	0.571226203585	0.560423623105	0.665239042004	0.571634533873	0.554647058891	0.636632409449	0.654827377525	0.650305449928	0.617498907712	0.661787013019	0.594249217049	0.578646997414	0.629812649509	0.58521731296	0.608003040055	0.628475841521	0.58932123333	0.631769319607	0.577805187579	0.622706199944	0.604818232659	0.62025015189	0.580439110726	0.502247341005	0.603154365178	0.603445385717	0.637121300356	0.631300389614	0.620608873113	0.604254807642	0.5399136397	0.579311993937	0.542337318958	0.607283158611	0.572072614706	0.643077508264	0.669021280162	0.58930392303	0.522847654842	0.574777686571	0.555169446541	0.654566758408	0.583203573717	0.642576494741	0.58861685022	0.581582010259	0.582416160091	0.586209600685	0.542272474317	0.556646683438	0.568276590564	0.624526930683	0.563484075258	0.567773467392	0.575827344923	0.576474639288	0.578950686924	0.638312183684	0.535919778381	0.581225320959	0.584231391469	0.632105757091	0.631990888267	0.641095529343	0.608407455792	0.628097131269	0.540867179242	0.579586365911	0.586613239642	0.636698765993	0.591745972304	0.542086088196	0.555931211427	0.557053612067	0.572378356867	0.598147892099	0.649789604126	0.664691178432	0.621957587728	0.607280744048	0.629820646246	0.573853682771	0.613556642915	0.590669338846	0.594850832552
CS.376	0.541918766906	0.627333912961	0.678211234635	0.664330776277	0.629988470765	0.689321270151	0.661523354279	0.669425020405	0.685802576893	0.68774603669	0.60454176879	0.575577352324	0.653532894964	0.624025718539	0.575236441227	0.629182244018	0.655943216744	0.57349278218	0.614735205962	0.55366374254	0.557017688514	0.678580775223	0.607069968438	0.599725006695	0.64248030119	0.566670877446	0.539726686215	0.645193334702	0.602429334204	0.580751868039	0.50392704903	0.542375451794	0	0.555571850293	0.613648675992	0.639025250538	0.604797653711	0.567310218989	0.553441590319	0.543462679948	0.518802998396	0.546117187558	0.623918310103	0.519002151678	0.582128866663	0.585235149916	0.574632578737	0.583191203692	0.609888414848	0.553778038941	0.563115906541	0.559992381416	0.606650125312	0.544363629892	0.512665318812	0.499226032499	0.569916846269	0.548175079804	0.473771774746	0.586733567552	0.519158183089	0.576291688048	0.615468124612	0.623484584622	0.594090731114	0.699296710771	0.616458496636	0.569211688091	0.638373817906	0.578413078619	0.685637220892	0.655396639036	0.633705564867	0.650795179968	0.601786901474	0.672987522155	0.681764408867	0.67917016208	0.53560738665	0.647692602658	0.62274305427	0.59426176736	0.688065197862	0.625927601837	0.609956168771	0.681682182856	0.626560750363	0.594332032855	0.672820463217	0.687951246229	0.679263436708	0.632231703167	0.697109494702	0.621439091513	0.632717093659	0.662275420941	0.629743842688	0.624467535754	0.683449572889	0.620667069642	0.67073585828	0.592645973556	0.647831730152	0.603185399006	0.633541336762	0.643290320937	0.512483333257	0.592951095734	0.656376144207	0.601429022025	0.679714650563	0.623783547401	0.599205773819	0.602507257251	0.580930444411	0.531521113682	0.573466363973	0.477571767701	0.602645750957	0.662613567945	0.571022453657	0.575210392154	0.487000541547	0.502468855322	0.63039015962	0.56858087459	0.601312390504	0.580676253435	0.505884470171	0.56878009585	0.585989583956	0.573214717324	0.596128255034	0.635791527404	0.55620877554	0.52270433209	0.508852315564	0.537593227679	0.515464649221	0.53222310164	0.606527081536	0.563996941432	0.529042644829	0.597870307891	0.656359874919	0.681337483771	0.633141673591	0.633767823919	0.656256360482	0.577024847723	0.622699913812	0.639571602516	0.641295332598	0.536855338111	0.586483997055	0.586382744478	0.623544438063	0.637029129015	0.627991737251	0.687659031599	0.705642378323	0.653000293029	0.654894508668	0.659824632285	0.618677193342	0.662645899991	0.624732749806	0.641497783378
CS.136	0.560559363159	0.580193697938	0.626154189295	0.613846851211	0.505392357602	0.670903107513	0.609989367879	0.567376407168	0.591113103636	0.632040770438	0.616369035924	0.561879331367	0.587872987424	0.575927281996	0.574826880994	0.621967572881	0.572968416316	0.604904810682	0.656996091765	0.582523764153	0.563441458125	0.605179284414	0.632463205683	0.572866126734	0.566726926467	0.571288610454	0.627701272867	0.630958380693	0.577355833479	0.591451139596	0.572938520851	0.565400595896	0.555571850293	0	0.507194667933	0.58708327939	0.626516132753	0.501729828511	0.57262501379	0.610503083907	0.573437206374	0.557311963128	0.689980687344	0.571965792018	0.630298473582	0.655794664639	0.584969019676	0.59681921216	0.569108695332	0.623138958101	0.567382175378	0.535536646105	0.597028158913	0.564050367011	0.569933587274	0.570089403649	0.580313141888	0.612961871298	0.563600094838	0.585640880141	0.598598485312	0.616222957785	0.594426879987	0.596032970972	0.602667526511	0.663794170762	0.596842751445	0.585997802615	0.611332932756	0.61848533194	0.64334129562	0.641238100397	0.619266868737	0.622525443938	0.607067542037	0.612911340419	0.661749538147	0.633643525253	0.589947696256	0.628012553482	0.623538981036	0.610094764421	0.659409050303	0.611973683143	0.611821899203	0.662964138155	0.613927526377	0.617317354609	0.653691197402	0.676623600406	0.657476488346	0.567237858169	0.662766056719	0.59537892913	0.600626040197	0.554307492627	0.570763700771	0.617508006549	0.666964326214	0.663624897769	0.653466017512	0.521341002975	0.548744127779	0.552692623271	0.596155055685	0.587031032209	0.539183918998	0.588441415862	0.614566463732	0.635308548989	0.580926814717	0.607258823807	0.608907771152	0.621044723425	0.594199930161	0.571931759583	0.607327660512	0.525913351688	0.670080247678	0.700619605552	0.533538777731	0.576694640801	0.538739572018	0.537717782775	0.685345321599	0.479463896812	0.651941644713	0.491538272483	0.579163358197	0.549760057745	0.5245003337	0.606997584566	0.566950364357	0.622672532184	0.578307623964	0.566630269217	0.566880008733	0.567639609512	0.543567752205	0.620695945012	0.636080106271	0.569221803178	0.575824701674	0.589209244262	0.630634935643	0.652144960285	0.662219063443	0.60961338009	0.642960925131	0.597726893226	0.617517460764	0.628779967913	0.607232738005	0.608459710618	0.606699391963	0.638813943981	0.615591315968	0.617721549504	0.628867813785	0.658514815083	0.665175484608	0.668564657823	0.642505302596	0.657972974293	0.606519449858	0.679238434093	0.609474144617	0.634689913165
CS.232	0.634918161888	0.567852318584	0.601261327705	0.512767536019	0.501202436125	0.564201773036	0.597625536921	0.506160480301	0.49515727799	0.535049733571	0.648191639415	0.577509430928	0.53444520069	0.50900916494	0.615556587281	0.537071418819	0.554568074945	0.554068477451	0.732551056197	0.663847138238	0.611418639619	0.61424135592	0.698600933711	0.602832058494	0.523233930186	0.580109283975	0.703353923425	0.607025697629	0.613038420048	0.558762561046	0.644660067352	0.601287663724	0.613648675992	0.507194667933	0	0.643015914916	0.649901265159	0.46353620181	0.518560978016	0.674268245314	0.618801210315	0.55665271544	0.72352069749	0.632317360419	0.691525692572	0.684949538619	0.608472178976	0.656383692532	0.600699779359	0.644376584511	0.601323200639	0.56973227786	0.550788693783	0.561085319011	0.590784754742	0.583664019298	0.56117935961	0.67868692002	0.617103788518	0.559150737885	0.657102144384	0.685438753592	0.548652686546	0.59273246832	0.584306835842	0.562982053694	0.553740590742	0.580710409024	0.572137273184	0.626741984901	0.544009980194	0.577674200556	0.537015860593	0.575553241908	0.588321609582	0.511914559471	0.545990497581	0.539885821399	0.577269655217	0.553411307652	0.579273691497	0.558908963306	0.559025492128	0.520259618085	0.597878366142	0.554381557693	0.544433734414	0.562083545656	0.589354741657	0.562864070531	0.517100637959	0.497321363545	0.605971642246	0.597868191615	0.521258210533	0.470414494279	0.533356395516	0.603212624168	0.629063951179	0.668336268861	0.678548504512	0.533609731545	0.492216875338	0.576547549132	0.543392973099	0.591435111875	0.578091345306	0.595758764234	0.545913440368	0.709105009029	0.466943378104	0.627387624472	0.613293062065	0.652680295099	0.634502949283	0.612480636623	0.684199706537	0.590549153135	0.743638245547	0.740640147362	0.570960990965	0.643003821219	0.601669380598	0.584802239543	0.746091958688	0.562722125921	0.724333449168	0.547164237833	0.632526443548	0.530866423754	0.549015359309	0.641959304141	0.514871867178	0.569558084957	0.659671890571	0.58463791583	0.574606756187	0.574624149433	0.584449945761	0.659888418954	0.675007964409	0.56438302526	0.588393752175	0.605993989678	0.545784097942	0.57055657336	0.703623644252	0.588586762687	0.546441635433	0.604484658005	0.597746946741	0.618854371098	0.540741363303	0.63129272381	0.601147101527	0.644261935255	0.581461040516	0.575432190469	0.590185869993	0.552961186384	0.570492314016	0.639953201613	0.587082113513	0.582992606466	0.538875653697	0.631713222011	0.541267428649	0.53907845103
CS.236	0.630286340639	0.637429939829	0.658846170682	0.68497653622	0.617961158334	0.745364008902	0.667032001088	0.647880881614	0.663355643246	0.698631898389	0.644270507782	0.646137465088	0.661609748401	0.670347758728	0.653057113892	0.687164145162	0.620287958736	0.664609553771	0.68538824336	0.660855585718	0.627892342935	0.643446933763	0.667518452703	0.592500234069	0.656597451848	0.643624826534	0.686459047938	0.680971773962	0.615024304418	0.675716980648	0.623607453373	0.645277265612	0.639025250538	0.58708327939	0.643015914916	0	0.656506725747	0.611278348595	0.695612850944	0.699705501156	0.629039892232	0.631278775808	0.720606416614	0.630821767852	0.69780087107	0.690745458632	0.671090560276	0.643340187216	0.61539522933	0.679777298141	0.671079577249	0.639656001078	0.680177088844	0.666017701358	0.651295789287	0.629298614597	0.655553885137	0.667640299913	0.65332186354	0.664610101541	0.684029650744	0.674891829634	0.67145561144	0.669607118101	0.683813919517	0.719278344549	0.692230801648	0.705843006872	0.719197430773	0.689969745845	0.69387116816	0.727564426231	0.69617018976	0.687538243648	0.668387606465	0.675307636487	0.722291922856	0.686121402202	0.696252575668	0.708785302567	0.703329393088	0.719454526982	0.694941360275	0.706684656641	0.694177697925	0.734688351722	0.704159737486	0.691264016914	0.718882441013	0.749232082107	0.689210778227	0.634207785925	0.685270186063	0.681069383459	0.677324515182	0.664042864909	0.6874318974	0.635627658566	0.738452174346	0.721134265581	0.703834570222	0.58950580228	0.641704017695	0.639893617205	0.673680805373	0.665998952364	0.665451156765	0.682452029449	0.706086244032	0.671962052406	0.658685538645	0.670044237586	0.683616234622	0.709098999259	0.670650749937	0.669324022557	0.660174682268	0.651141996743	0.70271873383	0.738197307306	0.581866874234	0.671175554193	0.638715037717	0.659884034791	0.719061696391	0.593547016318	0.734205337118	0.585121529404	0.668661411259	0.637622231109	0.627507558801	0.681561047746	0.674006925198	0.679890010623	0.648818366769	0.652217949218	0.679376773704	0.650920489478	0.662389345033	0.6799206684	0.684389533247	0.684031876375	0.640230550474	0.637071305668	0.721002066575	0.720344089142	0.718247892002	0.688118988138	0.719379199355	0.703745382089	0.7013286885	0.702478474116	0.670238774415	0.714886546872	0.698922273935	0.717149569777	0.709307369169	0.699093928922	0.718751677433	0.73208911258	0.747544540665	0.75572108026	0.722522532001	0.742491668344	0.691060377963	0.739990690001	0.689636422588	0.712755492725
CS.378	0.613109928489	0.626306254851	0.679278419909	0.691640443316	0.646528834044	0.715705065848	0.646542925896	0.672961459278	0.676799218342	0.729605400163	0.669173180076	0.689550781244	0.656811269964	0.685306476767	0.633935496544	0.691659127691	0.660843329627	0.685493216822	0.645379495836	0.60335819608	0.67296319904	0.611943487384	0.622354597008	0.6227083978	0.64759393356	0.648705734763	0.629231269895	0.652300597181	0.613638980297	0.696209529153	0.5914918817	0.611350610664	0.604797653711	0.626516132753	0.649901265159	0.656506725747	0	0.629828534639	0.662741357554	0.634356453207	0.610232820205	0.645114199821	0.643010901638	0.648580839035	0.63344394177	0.608404301006	0.661415747549	0.618795490006	0.640698413223	0.601026893063	0.611210651875	0.661734183527	0.651433007911	0.657767967742	0.638565050877	0.642111696549	0.683072913975	0.611905245732	0.607048047375	0.642469314924	0.631428884225	0.636205491658	0.67544983739	0.63337147981	0.683887536649	0.724471235204	0.65646207554	0.665546839046	0.718206018173	0.642131649065	0.70873846599	0.706908913245	0.682039260286	0.683464975997	0.658667163647	0.658978795714	0.719926459177	0.698268512055	0.672217456323	0.679702165218	0.685209834863	0.656278047775	0.725814479291	0.698270284235	0.679064586742	0.725553840392	0.695609366934	0.675221949306	0.710659356592	0.733512472526	0.705114222158	0.644850302759	0.69912312318	0.64785790325	0.662219992538	0.670803511121	0.651962485447	0.663078617522	0.681847729119	0.646561001727	0.659267759821	0.60265345383	0.667474627777	0.635822751993	0.670714537062	0.66563875273	0.620137650066	0.634723962825	0.68718342876	0.623047324067	0.655686452975	0.659978924838	0.670438231979	0.655704521882	0.593823913224	0.619807361783	0.612167196431	0.604279307388	0.664323220112	0.670301669259	0.603111810097	0.613331990916	0.616230008739	0.629549520518	0.645587286975	0.583448174296	0.656431325666	0.589537489956	0.622961469496	0.650475135353	0.61091863452	0.618560314429	0.678896000163	0.643486654301	0.616866170739	0.609051332234	0.628781090926	0.636840500413	0.621300259198	0.619752591543	0.511180193812	0.67103232461	0.650667515088	0.643984076462	0.710897239102	0.699367540171	0.660847537252	0.694981154016	0.707741106323	0.667279417054	0.675698106272	0.674798769864	0.64504869069	0.661108002457	0.688061389291	0.673698410203	0.655883364406	0.683325401867	0.702671971568	0.711517231602	0.725185964899	0.694991866464	0.666034351298	0.694781824144	0.685539564965	0.675027226461	0.664948491803	0.695801311311
CS.292	0.578433419139	0.583116799241	0.616265031303	0.581317207233	0.542051934943	0.626478149444	0.635133373254	0.569490160431	0.584947725009	0.582706999288	0.630194124679	0.575439320352	0.571918975596	0.596703614987	0.573454641443	0.601192212776	0.598438455594	0.570700588748	0.672403042415	0.620109655754	0.569621023777	0.597006756733	0.643106560693	0.590757224488	0.56320031161	0.560507992956	0.618362989469	0.618725604731	0.574199785055	0.577652997938	0.588926118401	0.590023300148	0.567310218989	0.501729828511	0.46353620181	0.611278348595	0.629828534639	0	0.55645259045	0.630707274045	0.573888754549	0.544560693042	0.690536607928	0.576911081107	0.653123102105	0.643169188257	0.566938711309	0.6088558002	0.562597236873	0.599351178466	0.578591541338	0.540593748726	0.570762707039	0.555876273075	0.534843443638	0.567810699943	0.559124208934	0.600979940479	0.568380242013	0.576651183771	0.602211901315	0.626983137329	0.593510805152	0.599153258916	0.602984244115	0.631415555785	0.607135452765	0.605168189753	0.618337443629	0.62304036698	0.614713326424	0.621381447229	0.586604412262	0.610040241607	0.59802971049	0.602182309832	0.635137874797	0.605562019588	0.579640098277	0.611867897682	0.61130604508	0.589937910753	0.627028202256	0.591345514261	0.624261036218	0.622756125503	0.593332214054	0.600936745463	0.649509793762	0.639827163543	0.561228879212	0.538965381906	0.642204438533	0.630259332074	0.580669870239	0.556790519357	0.585512396762	0.608849792305	0.660700199518	0.649695889195	0.69128547591	0.525762021784	0.557223544097	0.540452519851	0.582714082372	0.616071958585	0.556842802969	0.568748039954	0.59509537551	0.649566340642	0.511301781892	0.63932531157	0.623577922118	0.632831656679	0.600978506984	0.560790765252	0.622996524221	0.547201276086	0.667152428834	0.689299807633	0.569900032079	0.601377705096	0.544100367129	0.559238026743	0.67178138156	0.515246683125	0.645699243688	0.561792092003	0.56419129984	0.494860640821	0.542665935584	0.636451429731	0.558114992486	0.615867625792	0.575489890561	0.547706320025	0.544850763623	0.562766314111	0.522327798823	0.584746589647	0.648592736037	0.553953850192	0.546128983121	0.590982669237	0.615570581119	0.619448338933	0.657414153685	0.607240864108	0.609458904666	0.624370189504	0.622213421468	0.622258125817	0.579614922297	0.614403438875	0.630151044598	0.639712222671	0.616789291402	0.635842646045	0.621565663321	0.615819690121	0.635265937183	0.680196581984	0.636053140578	0.639619530884	0.598703293402	0.658190849865	0.602742200485	0.61183506128
CS.126	0.616946677379	0.615131780952	0.616688159801	0.551796439241	0.589881933367	0.525953846496	0.622596766941	0.595129125479	0.589857323688	0.55428340257	0.653132313713	0.52032531896	0.530279031551	0.490116273839	0.60254005793	0.484046455758	0.602581326655	0.49453401939	0.726534240323	0.634474451487	0.620272079224	0.659188306966	0.707439444621	0.655772417545	0.530055444907	0.525766294368	0.645932144789	0.595718548627	0.645044549224	0.435596733403	0.616184067755	0.539055275194	0.553441590319	0.57262501379	0.518560978016	0.695612850944	0.662741357554	0.55645259045	0	0.628550895092	0.612111975816	0.496087078046	0.713095141561	0.58981461193	0.650770726708	0.667617626856	0.594184299798	0.679279627982	0.623983178501	0.590256859298	0.534347284908	0.549090606434	0.519239036614	0.527383212978	0.53228749643	0.538477690209	0.51850057953	0.660727288477	0.580386179182	0.560786466984	0.596670412062	0.661083245947	0.523764867324	0.565278746618	0.523369487581	0.582789226021	0.481737418071	0.464682979035	0.463295700811	0.551425133929	0.582689289531	0.494900702891	0.496097599132	0.482320446236	0.51926381064	0.536847106627	0.530756803306	0.533502105925	0.48644020765	0.516988089846	0.501654370382	0.482206901911	0.615177226398	0.448730900135	0.52029233803	0.5382275023	0.467074838112	0.497677439109	0.537143081562	0.540253854429	0.559699088986	0.570833244366	0.624035865601	0.594501792626	0.51169015511	0.552050696708	0.543559822921	0.580134864072	0.593563572355	0.640630256903	0.676424227253	0.615190787875	0.551469531556	0.607719398354	0.575365034883	0.543328295999	0.47236106826	0.59762934111	0.475290633742	0.726293163117	0.597237178565	0.651568243604	0.571370490195	0.516892436368	0.604324676052	0.542229347467	0.653116803697	0.546677045296	0.695416959321	0.706505804371	0.625857575505	0.591385691215	0.560276583102	0.536617707392	0.731034888173	0.613218184447	0.671321621697	0.609283521587	0.60335952873	0.499813478737	0.564286565927	0.584557029029	0.429396577442	0.505710698232	0.680258606378	0.538313315108	0.515626644049	0.556424365574	0.560792903505	0.589224053919	0.673851172643	0.445022937173	0.556825053337	0.596498929366	0.497566094858	0.533472640129	0.650369835198	0.551704065838	0.497998883193	0.491136714605	0.528391171788	0.538269243182	0.579540252095	0.585985892422	0.504417974845	0.502327013271	0.524513726527	0.500815008865	0.495308838313	0.532452418289	0.570927809947	0.563593872479	0.552943480427	0.509144878701	0.494565530605	0.580515290104	0.459577333462	0.483904215352
CS.205	0.58475121132	0.682372128268	0.706554622154	0.709301101682	0.704226967594	0.703017860617	0.706015462615	0.724500135555	0.736464834272	0.734275780706	0.670679276752	0.616374698028	0.67091315383	0.691451383575	0.599934234823	0.677659284649	0.706029742644	0.624803625679	0.665616068083	0.615503325472	0.617730060889	0.709691466233	0.634210577967	0.668449995203	0.674619543727	0.607317299707	0.527027755876	0.695483055178	0.677243208082	0.629868038818	0.543388014563	0.590948393799	0.543462679948	0.610503083907	0.674268245314	0.699705501156	0.634356453207	0.630707274045	0.628550895092	0	0.559066578851	0.600983627204	0.579395264151	0.523298972232	0.584706201822	0.585566959666	0.605172611144	0.626278784381	0.65288474936	0.580381452257	0.578185145775	0.580831065539	0.66061599636	0.598581825474	0.582192972507	0.583188711583	0.646658446815	0.591258773491	0.528469150911	0.630350209605	0.553817492074	0.579845343049	0.679073845915	0.647413331542	0.63298673204	0.749345708808	0.654276957013	0.617919771124	0.661206638352	0.626122543426	0.740267937573	0.688211849954	0.684790293959	0.696862060115	0.636897322215	0.725225460818	0.735342997659	0.696974254317	0.591051852355	0.677995292195	0.650149154887	0.640090505898	0.743904563561	0.65476577512	0.644340249566	0.713521310127	0.661323414167	0.634325000082	0.699781121888	0.724920564007	0.712103837966	0.679975549346	0.739698130858	0.689572844122	0.655324317956	0.707365565279	0.668878410664	0.641731283791	0.714107515548	0.622337549079	0.686882474082	0.617120467228	0.701813797554	0.623370114274	0.681128908936	0.660536109816	0.566297758411	0.619279282829	0.709349114333	0.646940569152	0.72903886606	0.677739532908	0.677057459427	0.596346379052	0.58416691761	0.536639431001	0.554817972209	0.550205732556	0.548590145619	0.598510671018	0.631488596466	0.596728556432	0.488963710088	0.551733487482	0.596728787082	0.630305417872	0.507861384942	0.638072943171	0.534328929119	0.600003882605	0.652316304351	0.611747500548	0.646552285945	0.666798634374	0.570753021918	0.577714192053	0.583800090098	0.585367315984	0.573930889421	0.604831565215	0.605419171078	0.608411231535	0.598910777087	0.667782941991	0.702385164949	0.717920826878	0.622977392142	0.658106998764	0.711748798252	0.59678274544	0.675327529858	0.66810667145	0.715262898703	0.568698592535	0.624474041156	0.616164894054	0.663276839507	0.674539607268	0.670768641962	0.711993039235	0.730440845146	0.683326874632	0.703473977394	0.678068647796	0.67185356603	0.699527870899	0.664473484453	0.672268845771
