CS.104	L.012.M1	CS.017	CS.101	CS.022	CS.261	CS.265	CS.002	L.001.M1	CS.091	CS.108	CS.259	CS.001	CS.281	CS.098	CS.334	CS.076	CS.066	CS.230	CS.065	CS.161	CS.367	CS.067	CS.154	CS.137	CS.050	CS.155	CS.072	CS.360	CS.073	CS.136	CS.126	CS.375	CS.374	CS.378	CS.380	CS.205	CS.224	CS.125	CS.302	CS.203	CS.128	CS.041	CS.376	CS.232	CS.183	CS.348	CS.395	CS.386	CS.323	CS.177	CS.147	CS.129	CS.268	CS.385	CS.148	CS.389	CS.181	CS.178	CS.256	T.CS.046	T.CS.059	T.CS.058	T.CS.050	T.CS.040	T.CS.035	T.CS.082	T.CS.004	T.CS.072	T.CS.024	T.CS.001	T.CS.056	T.CS.025	T.CS.067	T.CS.048	T.CS.117	T.CS.134	T.CS.124	T.CS.105	T.CS.097	T.CS.120	T.CS.106	T.CS.116	T.CS.121	T.CS.132	T.CS.112	T.CS.091	T.CS.098	T.CS.147	T.CS.110	CS.238	CS.356	CS.088	CS.242	CS.085	CS.015	CS.237	CS.241	CS.087	CS.246	CS.082	CS.006	L.024.M1	CS.110	L.034.M1	CS.364	CS.207	CS.358	CS.151	CS.336	CS.150	CS.304	CS.363	CS.189	CS.346	CS.234	CS.345.0	CS.187	CS.228	CS.330	CS.321	CS.331	CS.339	CS.158	CS.285	CS.223	CS.227	CS.194	CS.112	CS.152	CS.343	CS.320	CS.080	CS.361	CS.202	CS.253	CS.255	CS.270	CS.370	CS.262	CS.393	CS.390	CS.145	CS.326	T.CS.026	T.CS.064	T.CS.008	T.CS.061	TFS.021	TFS.020	TFS.027	T.CS.031	TFS.022	T.CS.036	T.CS.055	T.CS.045	T.CS.043	T.CS.049	T.CS.066	T.CS.151	T.CS.141	T.CS.152	T.CS.166	T.CS.142	T.CS.095	T.CS.109	T.CS.157	T.CS.158
CS.360	0.597812439566	0.623080333362	0.640847647537	0.654918289315	0.597189325983	0.60465908167	0.647049118271	0.599666859089	0.63615593542	0.612125756055	0.665446165767	0.590478134385	0.629830092925	0.590994533835	0.649094030606	0.509433917212	0.614765870113	0.648936744719	0.596018690801	0.557357229927	0.5784107647	0.629891600336	0.670926939482	0.701336304575	0.568174539338	0.661716331922	0.541752700601	0.604376440739	0	0.651151125854	0.557759282211	0.559258595565	0.585257269777	0.546512794697	0.6388909487	0.567596936111	0.56303770169	0.682550688922	0.547412861647	0.600900618827	0.594103378007	0.529616588614	0.606775416596	0.50819209394	0.586812505074	0.596490216805	0.553197462554	0.557146782388	0.644661967258	0.503840919158	0.596284053935	0.527359504037	0.589766249668	0.598313401456	0.544066405327	0.59276620229	0.556622646912	0.542022973744	0.602265199661	0.52696146144	0.553304825965	0.651909500694	0.584639060775	0.602761014138	0.625677710191	0.57958876866	0.626354378346	0.542635604375	0.594721976222	0.544617400752	0.584186083298	0.648117709576	0.584952498854	0.591314286472	0.585782597404	0.626960624384	0.597887239785	0.616003627243	0.685521056769	0.64090108134	0.597493865998	0.664236155226	0.64229003313	0.595546873864	0.646236166394	0.598643471776	0.655841891269	0.657378773099	0.645541315815	0.622029561721	0.625249561648	0.675301896272	0.677130257884	0.613194079795	0.611695791436	0.695843101935	0.59630131139	0.645552224484	0.650209923431	0.602270877407	0.634026866817	0.624524653106	0.684322541502	0.592961767324	0.606110595199	0.599428321982	0.634964887392	0.612739132283	0.581889462444	0.546504684073	0.583966981731	0.66807405626	0.492828926572	0.616064874443	0.672759631197	0.651217321329	0.669859326921	0.523189667668	0.593006312255	0.560979619115	0.596747814439	0.535215621065	0.608120315388	0.599808629432	0.59111356923	0.53848584296	0.698859658214	0.627864722259	0.573572167972	0.582856587594	0.573060353275	0.500400695577	0.598002303222	0.60617757651	0.653196010556	0.642222172921	0.52040139545	0.566625638002	0.503356439585	0.551791702988	0.612016196268	0.569163751206	0.548318028873	0.566122498485	0.630628733016	0.587027063267	0.571870553168	0.571475987467	0.605784134259	0.625405467647	0.596120915693	0.609940115572	0.625409995855	0.616351955606	0.606478700008	0.588776717635	0.609552351686	0.540233111119	0.659675576575	0.613791050993	0.669755647762	0.602965754064	0.617316057448	0.658222489477	0.655919408298	0.641120432113	0.65642521304	0.624961346881
CS.073	0.601528348002	0.662555624914	0.603530915493	0.630641125522	0.591873413231	0.649745622498	0.682082907472	0.599204695683	0.62568223859	0.633442055633	0.611244350453	0.652990528709	0.637282659506	0.63425455926	0.651338893221	0.690001129711	0.59491846854	0.564353104592	0.643050502994	0.633619708408	0.613023305721	0.682829181327	0.661138438295	0.678489363286	0.685342064386	0.566155681235	0.667985467223	0.625213116976	0.651151125854	0	0.606402625761	0.657367304979	0.631245949463	0.658316040173	0.614394057039	0.664308621651	0.71018982329	0.713147578538	0.683977809211	0.685431495501	0.662764203073	0.643913183682	0.603085430092	0.654826474834	0.622305722387	0.692599488219	0.677719825537	0.658423543131	0.676793582821	0.681779618529	0.67560888146	0.651009729519	0.629784589826	0.662628678406	0.665742549011	0.68892601642	0.664991035522	0.671115268523	0.664995531023	0.692756921282	0.64846943019	0.598227989643	0.655135419088	0.586674276193	0.606163285038	0.638502728017	0.644386946078	0.657409621308	0.66674596611	0.643415342136	0.677511779706	0.578910634301	0.631646926202	0.631281314581	0.63883167694	0.639076364197	0.658566071377	0.618744979759	0.631457412185	0.657010810175	0.636941672929	0.698875532328	0.562691022531	0.680085292477	0.69942005213	0.629884278069	0.694884871423	0.680733513047	0.678153804195	0.656953088301	0.597568230072	0.667711647267	0.56948900753	0.623449637651	0.591948581229	0.620262672158	0.599799051716	0.61384812436	0.581984522896	0.635513675193	0.623086122957	0.57502478332	0.646695303507	0.611167246987	0.622599029133	0.654735770939	0.652494353801	0.731045762085	0.639718870056	0.633486213188	0.631510755554	0.6494472891	0.644378513252	0.654074098239	0.685291800686	0.648415025703	0.667292706845	0.64856519744	0.574647593634	0.675380682949	0.598488399245	0.637670169068	0.624209022992	0.563254951222	0.673023952329	0.679018865269	0.72130037166	0.745212646708	0.567921857311	0.646546300609	0.665846728388	0.667241671555	0.561716424271	0.630415161954	0.658065667841	0.677475414215	0.667941487387	0.680530120726	0.679326725133	0.647603388493	0.658864516585	0.667483486141	0.665383074195	0.667607019905	0.705546082176	0.624503284702	0.654186800772	0.661318801602	0.629046300688	0.671859296158	0.669453494999	0.626683918233	0.681308195322	0.602414744194	0.644311530747	0.637730659829	0.65002171051	0.669829100093	0.661049457264	0.669267121411	0.649078316748	0.631218222577	0.663082847709	0.675435309798	0.677235365541	0.67548315697	0.607790284703	0.654892774094
CS.136	0.546277378539	0.647370139801	0.626154189295	0.638520945649	0.558689448035	0.626186940475	0.656820731655	0.540183713306	0.60560327603	0.574826880994	0.61955417632	0.627198358804	0.60570911331	0.590983259179	0.632040770438	0.574559366502	0.536500245289	0.618977337124	0.582523764153	0.571288610454	0.516953955343	0.636082409248	0.632463205683	0.656996091765	0.591451139596	0.605179284414	0.604904810682	0.582603557139	0.557759282211	0.606402625761	0	0.57262501379	0.565400595896	0.573437206374	0.626516132753	0.628661421361	0.610503083907	0.689980687344	0.560640953503	0.630298473582	0.625762623595	0.557311963128	0.521955719768	0.555571850293	0.507194667933	0.612961871298	0.580313141888	0.558185043407	0.6600464945	0.546325581568	0.623138958101	0.563600094838	0.585640880141	0.569108695332	0.535536646105	0.592085585589	0.560250558267	0.552410901412	0.597028158913	0.572940959002	0.569592192048	0.614197607564	0.614022180408	0.609920987311	0.614236621254	0.60171603746	0.628273254209	0.585997802615	0.598659622147	0.570813734377	0.616222957785	0.627437757342	0.596842751445	0.603091400354	0.607067542037	0.628012553482	0.631140597486	0.612911340419	0.653920477836	0.659640322552	0.623538981036	0.693539854488	0.587222730322	0.643284461164	0.659062878238	0.611821899203	0.671858897394	0.645797004465	0.672635940595	0.634098133773	0.596155055685	0.663624897769	0.653466017512	0.607632868862	0.548744127779	0.662766056719	0.521341002975	0.657476488346	0.59537892913	0.600626040197	0.554307492627	0.570763700771	0.666964326214	0.552692623271	0.617508006549	0.607327660512	0.594199930161	0.670080247678	0.5724083603	0.55329261667	0.53659282847	0.607258823807	0.525913351688	0.588441415862	0.624964287366	0.617634010591	0.635308548989	0.550077987223	0.53206855853	0.571931759583	0.622672532184	0.549760057745	0.606997584566	0.533538777731	0.578307623964	0.537717782775	0.685345321599	0.651941644713	0.479463896812	0.566950364357	0.590549458364	0.531461808393	0.5245003337	0.576694640801	0.63522076944	0.636080106271	0.566880008733	0.543567752205	0.575824701674	0.620695945012	0.589209244262	0.567639609512	0.569221803178	0.566630269217	0.662219063443	0.621150988828	0.638813943981	0.606699391963	0.628779967913	0.630634935643	0.628867813785	0.615591315968	0.642960925131	0.607232738005	0.60961338009	0.617517460764	0.617721549504	0.608459710618	0.652144960285	0.657972974293	0.679238434093	0.609474144617	0.606519449858	0.668564657823	0.665175484608	0.658514815083	0.642505302596	0.634689913165
CS.126	0.534794219745	0.567923830373	0.616688159801	0.573459996245	0.632593215212	0.497575250761	0.577610978374	0.597019873426	0.58534919516	0.60254005793	0.621742091082	0.495321590566	0.587164375064	0.479982742081	0.55428340257	0.612669861115	0.622936176741	0.601871581483	0.634474451487	0.525766294368	0.623067305483	0.67462350171	0.707439444621	0.726534240323	0.435596733403	0.659188306966	0.49453401939	0.476585201656	0.559258595565	0.657367304979	0.57262501379	0	0.539055275194	0.612111975816	0.662741357554	0.458232284469	0.628550895092	0.713095141561	0.545790698674	0.650770726708	0.494174155348	0.496087078046	0.596199889422	0.553441590319	0.518560978016	0.660727288477	0.51850057953	0.551852840886	0.66651615454	0.520021364912	0.590256859298	0.580386179182	0.560786466984	0.623983178501	0.549090606434	0.618085651977	0.543577613157	0.554247800749	0.519239036614	0.56491629721	0.540144230515	0.635327120547	0.528644794978	0.574037884238	0.516274723156	0.482726753938	0.512526065609	0.464682979035	0.504001074381	0.472262712023	0.661083245947	0.632867021886	0.481737418071	0.477196444766	0.51926381064	0.516988089846	0.514018059889	0.536847106627	0.6349518106	0.558199978793	0.501654370382	0.53562965925	0.587748137574	0.524718421619	0.536291057611	0.52029233803	0.520319182154	0.569853525297	0.559331150482	0.543586990576	0.575365034883	0.640630256903	0.676424227253	0.480954954756	0.551469531556	0.624035865601	0.615190787875	0.559699088986	0.594501792626	0.51169015511	0.552050696708	0.543559822921	0.593563572355	0.607719398354	0.580134864072	0.653116803697	0.604324676052	0.695416959321	0.537952507638	0.497874053429	0.537158032934	0.651568243604	0.546677045296	0.59762934111	0.716347257842	0.607973628814	0.726293163117	0.525908593652	0.615886697678	0.542229347467	0.505710698232	0.499813478737	0.584557029029	0.625857575505	0.680258606378	0.536617707392	0.731034888173	0.671321621697	0.613218184447	0.429396577442	0.570490603616	0.493218106219	0.564286565927	0.591385691215	0.583140845341	0.673851172643	0.515626644049	0.560792903505	0.556825053337	0.589224053919	0.596498929366	0.556424365574	0.445022937173	0.538313315108	0.650369835198	0.485245070097	0.502327013271	0.504417974845	0.538269243182	0.497566094858	0.495308838313	0.524513726527	0.497998883193	0.579540252095	0.551704065838	0.528391171788	0.500815008865	0.585985892422	0.533472640129	0.509144878701	0.580515290104	0.459577333462	0.494565530605	0.563593872479	0.570927809947	0.532452418289	0.552943480427	0.483904215352
CS.375	0.565062115136	0.647230063727	0.629816947481	0.652486169432	0.609839890046	0.62281200844	0.684532601052	0.641772848935	0.639977047506	0.587707166895	0.69575735881	0.607795585281	0.677881237474	0.5793117453	0.654281375279	0.59528039339	0.599379239975	0.603802107769	0.60145248238	0.546825701825	0.574411826705	0.624136420468	0.655125830897	0.664981955982	0.57902296398	0.632984691276	0.613349882121	0.593723223267	0.585257269777	0.631245949463	0.565400595896	0.539055275194	0	0.553424926435	0.611350610664	0.585484510056	0.590948393799	0.661303083911	0.553239488034	0.609879796036	0.57635404046	0.543704505615	0.605359350596	0.542375451794	0.601287663724	0.612578362002	0.611770889177	0.580881595719	0.626367339294	0.545000596261	0.564928476358	0.559798016002	0.576887938453	0.584721462171	0.572754158318	0.620883177242	0.555245527361	0.5776475367	0.572830834834	0.588722371339	0.558510774297	0.642237769717	0.572535902239	0.568833193516	0.597707172215	0.562261451932	0.576473225749	0.541193208394	0.591796583967	0.558036410848	0.628373164501	0.599950082488	0.54591307726	0.556918935653	0.56686790208	0.604265828223	0.608934528772	0.629420797449	0.709638584052	0.651251788741	0.572003378516	0.675831612646	0.599417417435	0.610739358966	0.67092844511	0.560423623105	0.658549769595	0.654064492365	0.675563387218	0.641599140091	0.62025015189	0.58932123333	0.631769319607	0.558019005349	0.622706199944	0.661787013019	0.577805187579	0.650305449928	0.594249217049	0.578646997414	0.629812649509	0.58521731296	0.628475841521	0.604818232659	0.608003040055	0.607283158611	0.579311993937	0.643077508264	0.566421220738	0.544802360076	0.582205642085	0.620608873113	0.572072614706	0.603154365178	0.633871937341	0.621281665874	0.637121300356	0.550992544885	0.597043721875	0.542337318958	0.568276590564	0.582416160091	0.542272474317	0.58930392303	0.624526930683	0.555169446541	0.654566758408	0.642576494741	0.583203573717	0.556646683438	0.538961593012	0.555585527619	0.586209600685	0.522847654842	0.546807631242	0.638312183684	0.567773467392	0.576474639288	0.581225320959	0.578950686924	0.584231391469	0.575827344923	0.535919778381	0.563484075258	0.641095529343	0.586632471504	0.555931211427	0.542086088196	0.586613239642	0.632105757091	0.598147892099	0.557053612067	0.628097131269	0.636698765993	0.608407455792	0.579586365911	0.572378356867	0.591745972304	0.631990888267	0.629820646246	0.613556642915	0.590669338846	0.573853682771	0.621957587728	0.664691178432	0.649789604126	0.607280744048	0.594850832552
CS.374	0.619643560331	0.68712316321	0.664223398401	0.691646010133	0.613983948731	0.666914643421	0.685554477987	0.647874842138	0.660939171832	0.590344513873	0.688588316297	0.680394144006	0.666145578132	0.619872513958	0.684875737711	0.550337311463	0.612896741677	0.674146511434	0.619391226179	0.586626488268	0.527245667795	0.587488891894	0.624534285062	0.645518656861	0.63344945187	0.65833369794	0.613740582774	0.650558693635	0.546512794697	0.658316040173	0.573437206374	0.612111975816	0.553424926435	0	0.610232820205	0.654523208906	0.559066578851	0.624012694137	0.537983379342	0.599297026999	0.622615939	0.594397084023	0.620893417434	0.518802998396	0.618801210315	0.579335016591	0.623122669166	0.576316693716	0.597054136789	0.537793994684	0.570015683022	0.548799639965	0.592107650892	0.605067393673	0.554429763801	0.589561521555	0.555785231034	0.565688938563	0.636567852215	0.54631413856	0.581277552058	0.677978071255	0.633051975327	0.626337878984	0.643165590083	0.644855335522	0.64319596225	0.612176882264	0.642480310232	0.59938350261	0.574141155608	0.659022693761	0.628889212961	0.629888339584	0.617161266837	0.651167063493	0.656615700444	0.655155359838	0.699952110976	0.70381097162	0.641563575475	0.713363431462	0.649358060389	0.671615287245	0.68484386406	0.651088018727	0.704209435374	0.689793773781	0.69488763144	0.659941569101	0.650899631363	0.658601987328	0.696605233474	0.635308887769	0.644630813152	0.699406971199	0.581999097278	0.678434053414	0.650249046262	0.642074689029	0.656926382701	0.648716889893	0.668226650756	0.586603191766	0.624184791281	0.576001147655	0.571899347875	0.601266903891	0.604909968437	0.613610052719	0.588309152627	0.653420037258	0.551074008072	0.601008981211	0.664943944118	0.627573534289	0.640452654469	0.551162367545	0.603214065405	0.545409482597	0.638919692215	0.565130131674	0.616797209377	0.587635618477	0.576604315411	0.564628756424	0.630768362427	0.605476935323	0.575283462832	0.611281329928	0.545321760268	0.550675970199	0.607189833184	0.596910062016	0.641061772404	0.608035662525	0.541737842007	0.567088970053	0.571147483263	0.577648468128	0.600852116359	0.584119813534	0.571923866224	0.549970112145	0.646444186776	0.65050833589	0.633315165068	0.62943118816	0.647068128834	0.674922919026	0.661080419796	0.631565752637	0.677997853247	0.64068919635	0.651380562117	0.658964308933	0.666364997592	0.572004532834	0.685724567718	0.680498360125	0.6691847178	0.646469085614	0.623820486434	0.678973496801	0.693205079182	0.68799866434	0.674644701724	0.647163788363
CS.378	0.653514594952	0.708666244291	0.679278419909	0.718858641745	0.614159088793	0.701281427711	0.724382770384	0.653121324605	0.658037549506	0.633935496544	0.69643164077	0.689656095462	0.706983464557	0.647887617619	0.729605400163	0.630443911774	0.603759974047	0.64192829797	0.60335819608	0.648705734763	0.621050399251	0.611054121591	0.622354597008	0.645379495836	0.696209529153	0.611943487384	0.685493216822	0.699513410817	0.6388909487	0.614394057039	0.626516132753	0.662741357554	0.611350610664	0.610232820205	0	0.68864177977	0.634356453207	0.643010901638	0.614279151326	0.63344394177	0.6858486823	0.645114199821	0.638220654991	0.604797653711	0.649901265159	0.611905245732	0.683072913975	0.642763117029	0.615123864711	0.651638624631	0.601026893063	0.607048047375	0.642469314924	0.640698413223	0.661734183527	0.634111470816	0.604371564004	0.635134960915	0.651433007911	0.624294471614	0.643958264397	0.660283897183	0.655384108188	0.621055406146	0.675596812502	0.677147013543	0.666599103996	0.665546839046	0.681825058803	0.676108339939	0.636205491658	0.642111048155	0.65646207554	0.677935696228	0.658667163647	0.679702165218	0.686689805833	0.658978795714	0.707344692574	0.709422013139	0.685209834863	0.734700584967	0.625035049658	0.708051393461	0.739222612	0.679064586742	0.72734086283	0.71189961773	0.718853436933	0.707047133256	0.670714537062	0.646561001727	0.659267759821	0.667418755751	0.667474627777	0.69912312318	0.60265345383	0.705114222158	0.64785790325	0.662219992538	0.670803511121	0.651962485447	0.681847729119	0.635822751993	0.663078617522	0.612167196431	0.593823913224	0.664323220112	0.659455855984	0.643633602454	0.618320342007	0.659978924838	0.604279307388	0.634723962825	0.641379649906	0.629097873444	0.623047324067	0.61826109278	0.622749439721	0.619807361783	0.643486654301	0.650475135353	0.618560314429	0.603111810097	0.616866170739	0.629549520518	0.645587286975	0.656431325666	0.583448174296	0.678896000163	0.611660340002	0.620949225525	0.61091863452	0.613331990916	0.631785460831	0.511180193812	0.628781090926	0.621300259198	0.650667515088	0.619752591543	0.643984076462	0.636840500413	0.67103232461	0.609051332234	0.660847537252	0.684054719092	0.673698410203	0.688061389291	0.674798769864	0.710897239102	0.702671971568	0.655883364406	0.707741106323	0.64504869069	0.694981154016	0.675698106272	0.683325401867	0.661108002457	0.699367540171	0.694781824144	0.675027226461	0.664948491803	0.685539564965	0.694991866464	0.725185964899	0.711517231602	0.666034351298	0.695801311311
CS.380	0.53733755415	0.54181943658	0.60753043162	0.554366974215	0.648821049531	0.487904683179	0.571146621457	0.622422281919	0.568072988554	0.649368997943	0.635784201329	0.469753210673	0.57414757783	0.511323394503	0.528149337649	0.660057037516	0.654288000976	0.613642876748	0.682814778134	0.563860873604	0.66569228528	0.725361353888	0.735981052143	0.771869414436	0.452449614289	0.685229476708	0.473677689423	0.49528960438	0.567596936111	0.664308621651	0.628661421361	0.458232284469	0.585484510056	0.654523208906	0.68864177977	0	0.642859469101	0.735368172264	0.60470766082	0.68650756263	0.490043743676	0.528954784129	0.645338186319	0.61313647718	0.574680653591	0.703215204467	0.55953704083	0.594544013193	0.690731148987	0.571051144272	0.654252412521	0.632651911689	0.595755747305	0.656908137403	0.593335542773	0.65470159722	0.598933124081	0.58301376751	0.553773105495	0.623555280969	0.573637265419	0.617626938526	0.520407200624	0.606331254209	0.528011543474	0.504392565138	0.536276971012	0.500026460669	0.484969889856	0.513353577061	0.694074699503	0.642503187915	0.50490993588	0.49189466528	0.512291556621	0.532676105516	0.517606129386	0.524306780625	0.630798671619	0.500905537574	0.517329878729	0.524754022231	0.619473092272	0.521699383798	0.538931373717	0.525243713151	0.508370051313	0.561397994115	0.505230629965	0.523355612714	0.58056782995	0.689749233768	0.664723493312	0.512135095227	0.564858684549	0.617798014299	0.65140750255	0.544644489164	0.629940823967	0.51134595102	0.557018130811	0.563598625217	0.58346321789	0.656541238971	0.582090372337	0.683665876504	0.671190184873	0.746601373141	0.545281206232	0.531972764494	0.57464640368	0.68780734088	0.601945321148	0.638365506521	0.739264464807	0.656993776544	0.768523255322	0.587692453879	0.641005589996	0.594369070344	0.523026884411	0.547168111547	0.596395517932	0.65655871785	0.71920597428	0.610889084433	0.76276167436	0.726303939213	0.642188461049	0.463253023987	0.619218365474	0.541575620912	0.586765633552	0.649779695906	0.627341296056	0.734456038434	0.553093760689	0.619631955826	0.573639616994	0.604927633085	0.653692030119	0.585795870227	0.508882390126	0.589187695188	0.665888448033	0.474730195394	0.520021987083	0.522956576619	0.525814281081	0.470749128977	0.499738741928	0.540242043721	0.483751958994	0.586104465599	0.555505904587	0.527805159494	0.51358514462	0.608321463851	0.528769181033	0.51793518909	0.556264430069	0.495496488331	0.514654577232	0.557847896683	0.551208341397	0.521427369934	0.571381979737	0.478601043642
CS.205	0.662737856514	0.715071532924	0.706554622154	0.729099038913	0.628336306744	0.681142434172	0.730830094843	0.705665213974	0.727744139296	0.599934234823	0.754435078122	0.678307828306	0.720868313458	0.670071021415	0.734275780706	0.574086944668	0.637714484645	0.713872672795	0.615503325472	0.607317299707	0.577815403871	0.598890842999	0.634210577967	0.665616068083	0.629868038818	0.709691466233	0.624803625679	0.689664102256	0.56303770169	0.71018982329	0.610503083907	0.628550895092	0.590948393799	0.559066578851	0.634356453207	0.642859469101	0	0.579395264151	0.512243308606	0.584706201822	0.653127333818	0.600983627204	0.665747177533	0.543462679948	0.674268245314	0.591258773491	0.646658446815	0.638565133657	0.61442279234	0.536318532739	0.580381452257	0.528469150911	0.630350209605	0.65288474936	0.580831065539	0.589159732981	0.559620972746	0.559411996193	0.66061599636	0.546723656898	0.592474635956	0.731442323696	0.664944642541	0.667727220573	0.687566464066	0.649630460867	0.678269174589	0.617919771124	0.669989036981	0.639323237354	0.579845343049	0.694370424065	0.654276957013	0.654034230973	0.636897322215	0.677995292195	0.68267114549	0.725225460818	0.755356047253	0.727993730048	0.650149154887	0.72507924539	0.684363404205	0.680693806343	0.714645747565	0.644340249566	0.723705641127	0.722312534387	0.726210207023	0.713999476962	0.681128908936	0.622337549079	0.686882474082	0.685778643075	0.701813797554	0.739698130858	0.617120467228	0.712103837966	0.689572844122	0.655324317956	0.707365565279	0.668878410664	0.714107515548	0.623370114274	0.641731283791	0.554817972209	0.58416691761	0.548590145619	0.6410058035	0.624582111947	0.635822384446	0.677739532908	0.550205732556	0.619279282829	0.626493604869	0.629922530722	0.646940569152	0.536967700344	0.668393950832	0.536639431001	0.666798634374	0.600003882605	0.611747500548	0.631488596466	0.570753021918	0.551733487482	0.596728787082	0.507861384942	0.630305417872	0.646552285945	0.517393129484	0.573926626493	0.652316304351	0.596728556432	0.664727299884	0.605419171078	0.583800090098	0.573930889421	0.598910777087	0.604831565215	0.667782941991	0.585367315984	0.608411231535	0.577714192053	0.622977392142	0.672956164083	0.616164894054	0.624474041156	0.66810667145	0.702385164949	0.670768641962	0.663276839507	0.711748798252	0.715262898703	0.658106998764	0.675327529858	0.674539607268	0.568698592535	0.717920826878	0.678068647796	0.699527870899	0.664473484453	0.67185356603	0.683326874632	0.730440845146	0.711993039235	0.703473977394	0.672268845771
CS.224	0.729451726192	0.756203149985	0.747324431172	0.785651514839	0.670718688665	0.75095069792	0.782217770551	0.727870456301	0.775295119672	0.657047273827	0.780521028466	0.753951960916	0.781933689226	0.736381478482	0.782481103133	0.62126324691	0.647016666367	0.723656844748	0.638647187781	0.669811318435	0.635973163467	0.58747558569	0.590521842899	0.627088434404	0.729177952384	0.695304986834	0.712898408816	0.746871531621	0.682550688922	0.713147578538	0.689980687344	0.713095141561	0.661303083911	0.624012694137	0.643010901638	0.735368172264	0.579395264151	0	0.625553837121	0.60736028735	0.737466442463	0.685451178809	0.706364224622	0.623918310103	0.72352069749	0.618758549649	0.715155645704	0.691279776903	0.587195940878	0.676101339965	0.595639021725	0.637367086596	0.682117592216	0.690748197721	0.690920371217	0.606820246476	0.657880494591	0.646441016666	0.722257285337	0.619532150696	0.686318886311	0.752865365514	0.731200604393	0.712656963576	0.744695713465	0.733908472868	0.744031591153	0.712959093211	0.755654700988	0.725460840992	0.667335521972	0.726309385425	0.710310975305	0.733753857512	0.706723786983	0.73062311565	0.747913096764	0.76935562008	0.786220316174	0.78885143587	0.732002068475	0.78514558245	0.70660840918	0.74977780786	0.779444084433	0.713703835548	0.776335012062	0.7739015687	0.794907538927	0.758253036279	0.707397314565	0.671113819034	0.735115573726	0.755119080333	0.749412057838	0.756621347958	0.621272735249	0.758455643178	0.710426757832	0.732083897088	0.758992614812	0.721713764458	0.747854424525	0.650691098176	0.726567744248	0.623672167093	0.618465760103	0.591716010408	0.70900926691	0.693429485432	0.66082938566	0.6663969428	0.641703011226	0.671131294282	0.608022588225	0.639263816486	0.636238614162	0.641433573876	0.688631405484	0.62981924014	0.733533236736	0.710292089637	0.68136143269	0.670966060946	0.60979418928	0.609967713298	0.576155658621	0.576944841641	0.682527847485	0.737415432909	0.555298489428	0.649397738489	0.666415230256	0.659432988997	0.692734048434	0.648255909349	0.66270322833	0.649328334164	0.683566171127	0.653320271412	0.693440955654	0.623313359694	0.701975262436	0.648461528025	0.66233268889	0.757265160945	0.706861373072	0.709014639772	0.710830730395	0.782569612627	0.755787045486	0.73296485776	0.77415938034	0.745385720093	0.735955329739	0.723628770729	0.740495440691	0.640452258841	0.765511926228	0.742949155101	0.735598810251	0.733945917797	0.722184186904	0.730353722531	0.776785138885	0.780047215074	0.736422090129	0.74068392715
CS.125	0.614296060449	0.672771753537	0.697719758912	0.714385370652	0.585984533724	0.650026751358	0.678653483704	0.645011148731	0.674023452252	0.599348945718	0.700308803771	0.652660558006	0.674030764903	0.614844178843	0.697754328397	0.52113245619	0.593394434518	0.685388265519	0.540868859867	0.541926152755	0.531019220614	0.573159301455	0.644701193798	0.667332717949	0.581842276683	0.681457652211	0.577129705412	0.636875069852	0.547412861647	0.683977809211	0.560640953503	0.545790698674	0.553239488034	0.537983379342	0.614279151326	0.60470766082	0.512243308606	0.625553837121	0	0.56225060856	0.619286834698	0.514613082084	0.58001110795	0.481226515523	0.619193726865	0.566036622524	0.557840130136	0.582942890373	0.582539859757	0.50040051622	0.559106297063	0.480804526923	0.58837707282	0.586723976197	0.51995755405	0.562932869782	0.469515069868	0.514223849193	0.589095630821	0.501264324366	0.506180500684	0.678809560132	0.605589397778	0.605784984814	0.655152730492	0.628657766127	0.6416070012	0.570589862074	0.622608568276	0.595701004276	0.551322640328	0.67207378552	0.594257027129	0.620841444169	0.609540786297	0.62052846534	0.632258078015	0.66495117297	0.709860610274	0.6887801966	0.607162624407	0.6786296667	0.650532420552	0.623111795808	0.660918127915	0.588822133921	0.680630206366	0.684050848296	0.686508937982	0.65560803527	0.647272918358	0.619183804733	0.686756594805	0.620265452101	0.645624403038	0.706726057736	0.590004212973	0.686050848466	0.637977589019	0.595776240129	0.651133370675	0.626284627999	0.666811211022	0.605529145214	0.605611658364	0.557541417542	0.554671895459	0.569320415499	0.583081210066	0.550501029882	0.575889436324	0.645224365713	0.507100792131	0.578905720644	0.613682072664	0.58666375872	0.625794530285	0.470528456343	0.638545288126	0.491788355463	0.626694323907	0.551245534235	0.579454384232	0.594521078065	0.567358022807	0.466959863723	0.656287035296	0.5570387202	0.589463221021	0.573301710483	0.507250710087	0.483239488178	0.59674567588	0.554211557342	0.629955988092	0.591854153281	0.530768442891	0.511365003599	0.524145759981	0.556041014662	0.607107783433	0.528384055961	0.534400521629	0.479541553959	0.590018516385	0.633147525914	0.590255116188	0.595647678093	0.652947276198	0.651239325303	0.629659584155	0.630021379171	0.662031324512	0.649350008573	0.622652508218	0.639382617196	0.644043084877	0.563548741085	0.669888857093	0.645534377275	0.662745226126	0.615399426534	0.596173311138	0.651722558928	0.696327388725	0.660105778302	0.66437528335	0.623048811231
