L.007.M1	L.022.M1	CS.101	L.025.M1	CS.009	CS.104	CS.172	CS.003	CS.199	L.031.M1	L.001.M1	CS.243	CS.295	CS.217	CS.021	CS.335	CS.050	CS.056	CS.368	CS.161	CS.269	CS.229	CS.155	CS.072	CS.064	CS.327	CS.154	CS.305	CS.065	CS.377	CS.374	CS.126	CS.203	CS.380	CS.224	CS.302	CS.205	CS.232	CS.378	CS.213	CS.376	CS.282	CS.236	CS.375	CS.041	CS.395	CS.268	CS.369	CS.182	CS.148	CS.323	CS.183	CS.256	CS.385	CS.178	CS.359	CS.177	CS.147	CS.214	CS.254	T.CS.069	T.CS.003	TFS.024	T.CS.059	T.CS.034	T.CS.016	T.CS.023	T.CS.041	T.CS.024	T.CS.028	T.CS.085	T.CS.014	T.CS.022	T.CS.076	T.CS.062	T.CS.132	T.CS.159	T.CS.122	T.CS.178	T.CS.102	T.CS.180	T.CS.110	T.CS.156	T.CS.153	T.CS.125	T.CS.119	T.CS.105	T.CS.160	T.CS.124	T.CS.097	CS.241	CS.015	CS.237	CS.085	CS.242	CS.356	CS.110	CS.246	L.024.M1	CS.087	L.034.M1	CS.006	CS.103	CS.088	CS.082	CS.346	CS.304	CS.363	CS.191	CS.336	CS.338	CS.113	CS.364	CS.044	CS.308.0	CS.150	CS.188	CS.387	CS.164	CS.358	CS.152	CS.343	CS.163	CS.321	CS.112	CS.318	CS.319	CS.194	CS.158	CS.361	CS.285	CS.339	CS.202	CS.080	CS.227	CS.270	CS.253	CS.370	CS.262	CS.393	CS.145	CS.390	CS.255	CS.326	T.CS.045	TFS.020	T.CS.064	TFS.027	T.CS.031	TFS.021	TFS.025	TFS.022	T.CS.036	T.CS.026	T.CS.049	T.CS.043	T.CS.008	T.CS.061	T.CS.055	T.CS.095	T.CS.142	T.CS.152	T.CS.141	T.CS.109	T.CS.157	T.CS.151	T.CS.158	T.CS.166
CS.282	0.706105937859	0.7154756578	0.73336312711	0.695150186062	0.581994844945	0.640699516128	0.656421076861	0.705566331492	0.63845574302	0.634178709882	0.692350143051	0.654454650526	0.594314322536	0.714869415948	0.581361826243	0.605304866324	0.683777311671	0.592580383477	0.587784566369	0.560645976568	0.611363529619	0.567140144104	0.602692479682	0.657800400507	0.650005750901	0.69464345578	0.673583763981	0.628641643738	0.578397422176	0.53960428185	0.550817982949	0.58981461193	0.628589054668	0.638486202017	0.621174658827	0.594194008325	0.523298972232	0.632317360419	0.648580839035	0.537330417283	0.519002151678	0	0.630821767852	0.575724851908	0.619172616312	0.589911004514	0.605175400455	0.593833055882	0.536379851773	0.56412892861	0.514641308279	0.55149993204	0.531858564394	0.537679167174	0.634257580558	0.597616099466	0.59432252775	0.509210889594	0.550643154067	0.524299280625	0.581950630483	0.684973015756	0.633952554335	0.694620077437	0.667676575389	0.599157674844	0.72586369921	0.643448807136	0.625232917656	0.608696613833	0.634960526698	0.626329043217	0.629750689972	0.623734627036	0.675230462941	0.692778137611	0.705027991669	0.654629054136	0.670901655589	0.711572622826	0.681932731604	0.67675950648	0.664242825299	0.702588178809	0.623051535179	0.699706696899	0.722310391537	0.689586643561	0.69088488009	0.714239615732	0.709418809854	0.712032124175	0.573929006044	0.67583855954	0.663703871175	0.668354664946	0.612554061255	0.626927644945	0.712425527257	0.672186963613	0.641279994235	0.649635314488	0.654156436549	0.716795282139	0.65570333583	0.617398399483	0.623329454208	0.512780033099	0.66673928314	0.5693906188	0.57749390911	0.668802450201	0.570597272058	0.62757651043	0.604265627051	0.599223336242	0.589796982939	0.554805440657	0.709964413153	0.580863027014	0.621731221584	0.495633828635	0.606385493289	0.650991959602	0.587402726693	0.443730217451	0.482596634283	0.567595599204	0.605764582329	0.560362887215	0.579959932729	0.593900450856	0.64833750998	0.612756478426	0.64548075673	0.536506763429	0.642595171729	0.560833385565	0.601867235635	0.605864058451	0.583254806946	0.51836550048	0.537766360658	0.521720031764	0.659324965824	0.682695512526	0.6745029621	0.662307415887	0.66883205128	0.664764188388	0.599138523088	0.684721397444	0.679738613948	0.660732081784	0.546912200467	0.649929099991	0.618494833656	0.60374488639	0.66733922471	0.725741216468	0.670315075129	0.653175014114	0.700809553911	0.688527179229	0.686146790911	0.679102251474	0.652437603456	0.634728331064
CS.236	0.758395818396	0.71885599733	0.697160563556	0.720213638588	0.630286340639	0.619315323724	0.642707711224	0.670408575607	0.62449768669	0.660309836803	0.648849286425	0.657047131932	0.664083751142	0.691478160348	0.642304140867	0.736532214045	0.643446933763	0.627892342935	0.670346489677	0.597924322948	0.693219329883	0.633749077905	0.664609553771	0.695361898783	0.603663514579	0.680971773962	0.68538824336	0.687164145162	0.643624826534	0.631868599253	0.629039892232	0.695612850944	0.68576473775	0.697833156602	0.720606416614	0.69780087107	0.699705501156	0.643015914916	0.656506725747	0.623607453373	0.639025250538	0.630821767852	0	0.645277265612	0.608768780582	0.640491492647	0.61539522933	0.643340187216	0.649329958272	0.670038976209	0.645203113426	0.667640299913	0.656246889406	0.639656001078	0.680177088844	0.690745458632	0.679777298141	0.65332186354	0.671079577249	0.651295789287	0.714059641858	0.727564426231	0.680083712197	0.647841938049	0.687538243648	0.686636767822	0.759088519973	0.681422808934	0.684025555934	0.709231114578	0.678625276797	0.67145561144	0.678546199633	0.675235563502	0.69617018976	0.739987082298	0.722424708766	0.704159737486	0.686121402202	0.743098557676	0.658597693949	0.704508683153	0.695649784228	0.704388746068	0.719454526982	0.694941360275	0.681222105717	0.734688351722	0.675307636487	0.724608971183	0.689210778227	0.685270186063	0.58950580228	0.641704017695	0.698415473817	0.721134265581	0.639893617205	0.677324515182	0.738452174346	0.681069383459	0.635627658566	0.6874318974	0.634207785925	0.703834570222	0.664042864909	0.685419261651	0.670044237586	0.651141996743	0.706086244032	0.682962244041	0.625834536189	0.665998952364	0.660174682268	0.648704892997	0.635768994825	0.651943197265	0.709098999259	0.665451156765	0.655974894728	0.70271873383	0.674006925198	0.644404105624	0.585121529404	0.679890010623	0.593547016318	0.638715037717	0.646009901315	0.734205337118	0.581866874234	0.671175554193	0.648818366769	0.681561047746	0.67547206228	0.627507558801	0.719061696391	0.662389345033	0.684389533247	0.640230550474	0.6799206684	0.637071305668	0.684031876375	0.650920489478	0.679376773704	0.652217949218	0.7013286885	0.721002066575	0.699792704779	0.718751677433	0.709307369169	0.702478474116	0.703745382089	0.719379199355	0.670238774415	0.718247892002	0.714886546872	0.699093928922	0.717149569777	0.698922273935	0.688118988138	0.747544540665	0.75572108026	0.689636422588	0.739990690001	0.73208911258	0.722522532001	0.742491668344	0.712755492725	0.691060377963
CS.375	0.640909509367	0.688172906775	0.652486169432	0.646116000131	0.602487294767	0.565062115136	0.579211249222	0.650135534011	0.58593048548	0.627759379439	0.639977047506	0.598402562432	0.555583169576	0.64008531949	0.572991464209	0.632483828009	0.632984691276	0.600218582033	0.561426163899	0.574411826705	0.65451757326	0.547011845152	0.613349882121	0.593723223267	0.610017125036	0.619457435201	0.664981955982	0.589653912558	0.546825701825	0.585818762364	0.553424926435	0.539055275194	0.57635404046	0.585484510056	0.661303083911	0.609879796036	0.590948393799	0.601287663724	0.611350610664	0.578695061451	0.542375451794	0.575724851908	0.645277265612	0	0.605359350596	0.580881595719	0.584721462171	0.650659132788	0.56822215083	0.620883177242	0.545000596261	0.612578362002	0.588722371339	0.572754158318	0.572830834834	0.648291927414	0.564928476358	0.559798016002	0.506653209633	0.564666180182	0.585106494699	0.597164947693	0.57167029038	0.642237769717	0.559172471368	0.567155297589	0.65148143775	0.557951885774	0.558036410848	0.579736361292	0.574022083591	0.612832615535	0.548563552503	0.595478857722	0.591646373001	0.67092844511	0.689046165967	0.571634533873	0.623985466978	0.651750005601	0.621969579325	0.641599140091	0.583877560641	0.662116657273	0.564890368462	0.689681074632	0.709638584052	0.665239042004	0.629420797449	0.651251788741	0.650305449928	0.661787013019	0.577805187579	0.622706199944	0.558019005349	0.58932123333	0.604818232659	0.578646997414	0.628475841521	0.594249217049	0.608003040055	0.58521731296	0.617498907712	0.631769319607	0.629812649509	0.633871937341	0.620608873113	0.572072614706	0.603445385717	0.544802360076	0.579413605278	0.580439110726	0.607283158611	0.562703128968	0.60352918281	0.582205642085	0.5399136397	0.502247341005	0.679785119334	0.643077508264	0.556646683438	0.538961593012	0.58861685022	0.568276590564	0.583203573717	0.574777686571	0.558872824952	0.642576494741	0.58930392303	0.522847654842	0.624526930683	0.542272474317	0.546807631242	0.586209600685	0.654566758408	0.576474639288	0.638312183684	0.581225320959	0.578950686924	0.584231391469	0.535919778381	0.575827344923	0.567773467392	0.563484075258	0.579586365911	0.632105757091	0.586632471504	0.598147892099	0.557053612067	0.586613239642	0.540867179242	0.628097131269	0.636698765993	0.641095529343	0.591745972304	0.572378356867	0.555931211427	0.542086088196	0.608407455792	0.664691178432	0.621957587728	0.590669338846	0.613556642915	0.649789604126	0.607280744048	0.629820646246	0.594850832552	0.573853682771
CS.041	0.706629850308	0.684532123568	0.669028435861	0.688003574134	0.595514291737	0.607712261333	0.594283866927	0.647059012151	0.597177208217	0.645668080201	0.60688189381	0.646952916119	0.631179978609	0.64348543488	0.577495815264	0.672929956953	0.608444310221	0.579121073558	0.61565896097	0.58822832581	0.689238234938	0.569167592642	0.625268438465	0.634616415817	0.577965045553	0.644002357503	0.660981883291	0.65929865178	0.580110841162	0.603718943137	0.620893417434	0.596199889422	0.640044360063	0.645338186319	0.706364224622	0.648992369575	0.665747177533	0.581881457388	0.638220654991	0.619514429785	0.599226164422	0.619172616312	0.608768780582	0.605359350596	0	0.601133643426	0.605064450454	0.605841429958	0.601314267677	0.593718602722	0.608752806452	0.628044505139	0.618684957859	0.60900501775	0.615849662194	0.678355143092	0.66179328362	0.598004296234	0.625792626503	0.591023174039	0.619161245563	0.681550521388	0.617378098144	0.626508275694	0.64087588504	0.620186691195	0.687217213047	0.612884164536	0.602246155445	0.628576627918	0.631246416293	0.621794232292	0.629455945507	0.611946560812	0.639210306729	0.69472532864	0.690710556541	0.655409231843	0.670930811052	0.715088646962	0.654248021998	0.665618161108	0.674376072528	0.674585028941	0.631285270943	0.686247609989	0.686983959113	0.701816992981	0.662148788613	0.686739719009	0.67480094951	0.66266264534	0.562754570555	0.593123932038	0.63741111212	0.672741354252	0.57455849971	0.637106535563	0.702713766563	0.616999088479	0.649599859789	0.61775155275	0.598428396377	0.663473409257	0.618838871234	0.670431324698	0.623766645324	0.575672015857	0.644080648742	0.58101743804	0.600840488243	0.623056024561	0.634834554436	0.605888936804	0.581114289451	0.586761290325	0.657194061466	0.597124220458	0.614625591151	0.678836244842	0.616110214667	0.633129679963	0.570525047478	0.649466346531	0.522271536782	0.607394388372	0.607680920997	0.662191380162	0.546385288337	0.604448835678	0.609034790506	0.645553880494	0.651187026157	0.519354458071	0.698180342819	0.578749034065	0.672798571039	0.583966888651	0.613356499374	0.584933261826	0.616708215117	0.617618533822	0.621288844374	0.6077738079	0.627237881936	0.67321024191	0.646518130396	0.650405818827	0.630461820086	0.657365024192	0.637743221315	0.681564772195	0.639991681544	0.632310207852	0.627620636318	0.645576235397	0.621965249892	0.650166468377	0.631431634839	0.700621919729	0.685407479275	0.637714140452	0.687582988523	0.706540521465	0.661510652036	0.692639838279	0.659847567304	0.654480825287
CS.395	0.684878234455	0.669852657864	0.660887044736	0.711761457097	0.611847478471	0.628152761991	0.654624396648	0.648911276274	0.662623958042	0.581639957505	0.632518760094	0.637269434615	0.597186741489	0.662080873263	0.617552705526	0.665480123601	0.635715911742	0.559192167986	0.55567659204	0.60611449723	0.68748050733	0.574884993575	0.591191235904	0.595020201644	0.596993746517	0.67605422096	0.689704103798	0.611886924102	0.573796615667	0.514470716716	0.576316693716	0.551852840886	0.642977017328	0.594544013193	0.691279776903	0.668443193061	0.638565133657	0.570923874149	0.642763117029	0.572443672045	0.585255203686	0.589911004514	0.640491492647	0.580881595719	0.601133643426	0	0.542702070432	0.574021469073	0.493239296226	0.584492383255	0.459154304747	0.574332652262	0.548958826232	0.467507750513	0.561939581343	0.645520728794	0.556979570765	0.545223786546	0.558217422823	0.469168967491	0.604557099722	0.669726385063	0.642977735933	0.62655536954	0.629245303115	0.580484100489	0.713052886508	0.626239341347	0.580199968119	0.599259056887	0.637657290373	0.60926774392	0.587248354657	0.566835242781	0.628906989119	0.647653104353	0.66436523675	0.610818303749	0.625932616424	0.692093885777	0.617065137119	0.647718617235	0.649269617546	0.648008876551	0.609147472227	0.639200623535	0.642102177707	0.651448096038	0.638055118675	0.671637880899	0.658933797992	0.700717804991	0.587143058393	0.608684945513	0.603556101904	0.688356563904	0.613871335183	0.598564541417	0.711818482634	0.684166906891	0.639193640335	0.642831643993	0.599287310641	0.72209360855	0.608027956731	0.684066038143	0.631030588517	0.549653161414	0.646786990653	0.578067675796	0.51895610307	0.661570476975	0.601726784689	0.634689753619	0.60775249815	0.563214981886	0.61090668214	0.576946322599	0.684926403517	0.66574529432	0.557604034206	0.575457274977	0.614585024132	0.651451180268	0.580761872955	0.555953481677	0.539006652597	0.658826023758	0.617335405702	0.605868953348	0.654744353207	0.644444846133	0.663210199527	0.593618585237	0.704730926395	0.530598628826	0.644548091794	0.495582747062	0.578589561595	0.574730713229	0.538535670263	0.531098443486	0.520106574349	0.55142258372	0.656161105064	0.645803656992	0.620958244843	0.661067521667	0.630228522802	0.656894197356	0.643162702455	0.627373931964	0.63701256944	0.650240597961	0.616498188215	0.642419059215	0.654761319813	0.614896824934	0.649328288984	0.683398673359	0.709636789197	0.623600466438	0.698926569169	0.655139588394	0.669051868924	0.665797002835	0.639109799103	0.614366575927
CS.268	0.716186373389	0.690232546568	0.70976606474	0.697934593045	0.639776321855	0.619770942561	0.64985509166	0.672934291108	0.644155031069	0.624266926623	0.644374323124	0.643254573517	0.640391984882	0.676349773363	0.636280192071	0.681294020506	0.618071956522	0.567640828755	0.619913057784	0.620661006465	0.700356821669	0.605134994872	0.646688120101	0.651037012312	0.59029013682	0.688242035363	0.698805335153	0.652726346407	0.582289937114	0.540688561395	0.605067393673	0.623983178501	0.666338394329	0.656908137403	0.690748197721	0.686634643901	0.65288474936	0.600699779359	0.640698413223	0.612882172906	0.609888414848	0.605175400455	0.61539522933	0.584721462171	0.605064450454	0.542702070432	0	0.579157095608	0.546566888312	0.53826239539	0.538846520155	0.580572479267	0.532253370121	0.514268876833	0.594123040411	0.667344821757	0.581421915558	0.584666822445	0.5712428579	0.53051952325	0.656458971674	0.697190343586	0.653392482577	0.630518890692	0.664069016754	0.633856101215	0.718859196686	0.639648351525	0.633388203169	0.656730482628	0.670290369677	0.651369709959	0.620499344439	0.622233680686	0.641864192352	0.683577551371	0.693493974434	0.659705088255	0.659514209345	0.702635789697	0.643774396325	0.665539084253	0.664930032716	0.665959199641	0.662469276726	0.66488715582	0.673173470344	0.675872703023	0.658464064818	0.695387205018	0.717292207592	0.725203793517	0.570984206063	0.622177503554	0.650276809028	0.719373293731	0.587187474925	0.62062423742	0.701015641304	0.669078124424	0.643421363362	0.657764459985	0.614048990819	0.72123739121	0.643956066115	0.669342539631	0.648517831817	0.547939793522	0.676699581333	0.615917223252	0.548007099855	0.692631401409	0.640530729087	0.651488319905	0.663410292415	0.574474236859	0.646730874531	0.606060525165	0.654493659351	0.67109507317	0.609392887643	0.590307889386	0.61521400144	0.672311123766	0.589624910505	0.591997082262	0.601375608485	0.680329761679	0.607948343578	0.635766086074	0.621345441959	0.675760296512	0.670183948213	0.593642361431	0.699495562951	0.531902404614	0.643208505064	0.543072070911	0.628355202624	0.602714629878	0.594600435529	0.528166467934	0.556684633892	0.595643651086	0.686051902677	0.691096289738	0.636645483577	0.69780242655	0.656017790212	0.670096991273	0.675169000696	0.690317970177	0.639634406706	0.665928323571	0.662823114674	0.68512824296	0.703427143586	0.650368608901	0.649340947735	0.708223112912	0.731278299254	0.679526922064	0.714857477688	0.682358064789	0.675800168772	0.701130679036	0.674153639716	0.66864803397
CS.369	0.78246085794	0.764207737108	0.765897504552	0.737100210593	0.627277305063	0.704303854667	0.687923532862	0.723269167946	0.696026936732	0.700718599015	0.711287149179	0.705691835265	0.669678400533	0.738382034251	0.65460099371	0.611739520499	0.659256331444	0.610192381733	0.670767021802	0.592310945524	0.648958537141	0.607953696205	0.694851504934	0.721360572208	0.671495986168	0.741104515059	0.645403042077	0.736295197185	0.637861944764	0.554715876416	0.609330291392	0.679279627982	0.721063318991	0.732394708254	0.661026182424	0.630097853748	0.626278784381	0.656383692532	0.618795490006	0.593378764052	0.583191203692	0.593833055882	0.643340187216	0.650659132788	0.605841429958	0.574021469073	0.579157095608	0	0.595568366411	0.560089743196	0.563594221137	0.520523466048	0.576477376661	0.5776813438	0.630238051502	0.590029600213	0.607102827481	0.559447134903	0.574256401535	0.573898814778	0.680823872937	0.765419275599	0.727635346894	0.696443421435	0.744583045688	0.663682061884	0.682597990721	0.698883513903	0.677924145092	0.687992527607	0.714757404457	0.701005577382	0.674896953286	0.665039769291	0.726237232901	0.75026675984	0.757770538876	0.732242901425	0.739856547769	0.773398307417	0.720623160977	0.739119464356	0.744372559059	0.73684924403	0.698327129598	0.736006628276	0.753423727992	0.757931802277	0.735547784974	0.768830254807	0.753994072594	0.776221584017	0.58792330511	0.687982550193	0.725814949462	0.666082546049	0.615978161296	0.699408674984	0.768793951057	0.712255289447	0.678289201289	0.704657893614	0.66159540126	0.735277836749	0.700231972969	0.643961900725	0.621998389453	0.580119254373	0.741714816391	0.622979049894	0.617379315414	0.724590928515	0.566294150546	0.717714675221	0.623864991516	0.624018983183	0.648901542801	0.619260166644	0.663824927512	0.612154421285	0.687351435448	0.65229982255	0.613779496597	0.741076804526	0.579149439339	0.578907300966	0.613091992725	0.619661288706	0.626207418926	0.609028116138	0.569175576774	0.665536812033	0.679843656613	0.641869395079	0.652897077732	0.516691492543	0.577576525754	0.584384029472	0.619425265067	0.630352041252	0.656371528152	0.589762532084	0.613282784398	0.612995178475	0.735312447895	0.755994059843	0.725222163461	0.74601462812	0.717447352188	0.739750877484	0.721889223262	0.74780874948	0.703618046909	0.622428476551	0.671075387242	0.749679567255	0.724854738975	0.683566629565	0.726948126932	0.764741489328	0.767625315392	0.727728318939	0.774530357296	0.755841743175	0.73579254385	0.760384429037	0.74295016787	0.738414138849
CS.182	0.619972490419	0.63024437966	0.64738175218	0.666695501127	0.595569404944	0.591763468241	0.633013533673	0.622520471759	0.631566675001	0.539240374613	0.613699777935	0.610655685979	0.535641243652	0.619775586139	0.54540483404	0.66686978894	0.670172464551	0.577041456713	0.480294957782	0.588084224416	0.680298411073	0.546499497613	0.493873359637	0.519384429766	0.586357117275	0.646653404359	0.717775040965	0.568213588929	0.53187504161	0.502467493519	0.576709983524	0.47176658191	0.610886345803	0.542743767256	0.678217905404	0.632223022704	0.581237845562	0.518044528195	0.659789183647	0.570059882042	0.537857100053	0.536379851773	0.649329958272	0.56822215083	0.601314267677	0.493239296226	0.546566888312	0.595568366411	0	0.567979325431	0.422433776752	0.619944494796	0.492712809159	0.472508747524	0.529089627077	0.605818780436	0.56075553385	0.505430285294	0.532802079836	0.478461918211	0.4931926759	0.59648012024	0.583066208064	0.636879133024	0.582029102896	0.518431216994	0.702187970461	0.570243907803	0.527405789565	0.512213694728	0.567006061577	0.558590753126	0.561456107076	0.500619057633	0.572257628583	0.578023736672	0.61864591827	0.533725212076	0.564727536869	0.629381731929	0.607753568522	0.590881227545	0.589022635669	0.595390316815	0.542407047196	0.599413195051	0.629940215729	0.581641526873	0.586478915914	0.610750797527	0.617623643221	0.675649610617	0.573533517306	0.577539277151	0.558559283244	0.664093510399	0.593703624139	0.546470165252	0.654604875475	0.652314146881	0.612005775442	0.600340713359	0.599129970373	0.706710387461	0.567964279675	0.666638720829	0.637448787863	0.513340822418	0.590572180482	0.522288634938	0.532306532768	0.616940157018	0.618510096818	0.591877968973	0.624330882288	0.531295429135	0.589772569296	0.482405295217	0.717592913598	0.675546886428	0.488537428718	0.552343889806	0.608093214058	0.603369191038	0.598013943022	0.502840449056	0.49902937907	0.656484715534	0.603041500824	0.599260945459	0.628924832419	0.623248874457	0.620971826045	0.576183324903	0.711973887659	0.501994129154	0.664345000576	0.494701424197	0.56107538419	0.611972662166	0.476348358042	0.491042028508	0.495087556571	0.486753281391	0.602331792136	0.585499046059	0.541089280975	0.596452161087	0.592563665464	0.616827932463	0.55539073572	0.590320942768	0.586190592917	0.622184384256	0.579206688983	0.605825545649	0.584518356949	0.540722781662	0.586350414981	0.628010461394	0.629734837333	0.548079399393	0.649562880249	0.58648652143	0.613320819998	0.604357077227	0.553509620577	0.541689205299
CS.148	0.709334201393	0.703396571824	0.727333291239	0.671458164944	0.611224237913	0.646039279783	0.658815536076	0.704831862764	0.65526818774	0.693009489853	0.673505448084	0.675194154338	0.629231346891	0.689970591652	0.630088339871	0.609317955406	0.655903033591	0.620428945932	0.64164106783	0.587449895908	0.677949856561	0.611661582489	0.641880598125	0.673766855526	0.674045365634	0.675915243671	0.654320005681	0.677712621207	0.617408272962	0.576389695298	0.589561521555	0.618085651977	0.668713160201	0.65470159722	0.606820246476	0.658412389417	0.589159732981	0.619892525385	0.634111470816	0.584689260228	0.571739003243	0.56412892861	0.670038976209	0.620883177242	0.593718602722	0.584492383255	0.53826239539	0.560089743196	0.567979325431	0	0.561963807027	0.54103755722	0.509916447606	0.59771962413	0.615567110684	0.627669590367	0.548442519518	0.559586918182	0.569056538753	0.55020220141	0.628201372487	0.698494648208	0.666772155999	0.676979486318	0.673962661387	0.626700114032	0.736201050241	0.660916060122	0.637652878627	0.647847137576	0.657266932837	0.659826644494	0.627992667916	0.625992515211	0.67121788727	0.698734487975	0.70737172987	0.679041884569	0.680816647956	0.715440207934	0.696581994406	0.679228572188	0.675030197507	0.693091857587	0.636859053234	0.714635028417	0.732673586845	0.702266013305	0.682445041646	0.730609713228	0.719060302101	0.719717613439	0.584190822838	0.657871486619	0.660609200004	0.699552501493	0.584788903086	0.652403963684	0.711825631663	0.668916296876	0.631825537067	0.675199618472	0.653046730328	0.69915209345	0.686746201144	0.66845085912	0.632760493864	0.511706053035	0.687434927191	0.609006646151	0.59201540967	0.672051014407	0.619952931219	0.653943637695	0.655346620002	0.582188938318	0.633129023541	0.577031640325	0.663746841932	0.642198796431	0.647134537528	0.559550571557	0.637211105431	0.684377045871	0.582560436059	0.551299793096	0.575998943614	0.592181980468	0.603853394435	0.615287887603	0.614983316605	0.657737083728	0.668942745088	0.602991972145	0.650303353638	0.489362909456	0.621631902038	0.560477099752	0.5873290645	0.614825467157	0.613846724917	0.499924027704	0.562462867158	0.561421973193	0.677226540985	0.695571744235	0.657745506629	0.680193782199	0.656433876791	0.663664272034	0.646424448262	0.686650288213	0.684280198341	0.620587535438	0.607543841739	0.66748587544	0.662403028019	0.645171412471	0.649520991457	0.707415499069	0.687694807327	0.673151811994	0.679351568816	0.698014487844	0.678500469861	0.671372976879	0.677349216424	0.668434440862
CS.323	0.667302810532	0.669787203695	0.658331319988	0.707690487154	0.609215514712	0.601399267084	0.661528944187	0.662203629369	0.647795501586	0.569604842858	0.657975131905	0.642733234523	0.551165907413	0.65992631497	0.571073621483	0.63696000443	0.679794395686	0.547251860158	0.524187601833	0.581120980087	0.676566932887	0.542892216599	0.541101677914	0.578797711503	0.618864447883	0.683960133182	0.706405542619	0.579870495677	0.527725331823	0.467712239868	0.537793994684	0.520021364912	0.606102001107	0.571051144272	0.676101339965	0.623644216146	0.536318532739	0.550079904992	0.651638624631	0.544239766909	0.513982706488	0.514641308279	0.645203113426	0.545000596261	0.608752806452	0.459154304747	0.538846520155	0.563594221137	0.422433776752	0.561963807027	0	0.583685120451	0.480466985683	0.385125453301	0.545436191996	0.60791116768	0.543129046582	0.499126420735	0.535668614079	0.44315447379	0.530781228709	0.636895405296	0.606348250117	0.659775073629	0.597152305005	0.536197664664	0.722737561468	0.593701752377	0.543911412978	0.543541845599	0.593464327243	0.592665014777	0.558665451918	0.514560319823	0.608770806229	0.620876602643	0.664629515325	0.562683058589	0.600431511703	0.671431083664	0.651538580966	0.646727129973	0.619795370139	0.644348737566	0.580223755913	0.637185473032	0.668145404385	0.618882578913	0.631065552919	0.661503366316	0.658772828643	0.713205582659	0.586575632611	0.630841432915	0.597047865132	0.679992111063	0.595824729886	0.568762162683	0.689549343534	0.671608697234	0.621542559864	0.627724532416	0.620769108958	0.719418264525	0.614794843612	0.670488429001	0.642798181165	0.496033496933	0.630772833046	0.537403324941	0.523952827565	0.648289878366	0.576781596626	0.612945744948	0.646240691661	0.57126846486	0.607360485284	0.496543694954	0.712456001817	0.632878114183	0.50846958023	0.522684054679	0.617996216531	0.616996617433	0.610531135056	0.47376824118	0.458512542355	0.617992528519	0.614494959468	0.582907763515	0.615729157491	0.601163426993	0.653450791529	0.583873445806	0.680744741963	0.482655681273	0.647450541808	0.455206122149	0.560841243221	0.59416325946	0.473894699235	0.483431428835	0.465209545333	0.518722478041	0.633282332932	0.618244578785	0.588316748783	0.622773425963	0.608924501696	0.637729117662	0.582895771358	0.610566244563	0.632706589365	0.629210410906	0.551386795329	0.63093612478	0.613590523136	0.568926874384	0.618043342545	0.667990771191	0.682339370494	0.610347842897	0.686256772866	0.629444800511	0.656835430223	0.643593569629	0.597612262824	0.573797788047
CS.183	0.772432776294	0.771811777655	0.769111583243	0.734640152357	0.609839805315	0.690233997907	0.698246590131	0.738279503747	0.689327854586	0.696950647823	0.718877020999	0.708805514963	0.670301356221	0.74157681316	0.637184569475	0.580122872564	0.685170275324	0.58083191581	0.669157622405	0.589375623471	0.663501575152	0.596413374108	0.68076371044	0.721069207153	0.701045435163	0.732718104167	0.620297101787	0.715235431879	0.618016498138	0.575929108278	0.579335016591	0.660727288477	0.705048992714	0.703215204467	0.618758549649	0.630080825607	0.591258773491	0.67868692002	0.611905245732	0.59381656703	0.548175079804	0.55149993204	0.667640299913	0.612578362002	0.628044505139	0.574332652262	0.580572479267	0.520523466048	0.619944494796	0.54103755722	0.583685120451	0	0.563277787937	0.593259782298	0.61868299801	0.615928187566	0.549074154508	0.567204582222	0.569435641422	0.525404579031	0.680350912753	0.74695503407	0.703356472467	0.708901892929	0.713704375409	0.663970534624	0.697544486256	0.697283292123	0.663926201888	0.681769268687	0.706304286748	0.681973667627	0.678224977036	0.659017155532	0.716638881447	0.753859396678	0.77094290517	0.727438616697	0.743628244035	0.772347093201	0.724093306444	0.738447047233	0.728163227369	0.753393401142	0.690118381196	0.756521740746	0.75745525859	0.756789948419	0.72577891715	0.772301653482	0.758470836284	0.768738122096	0.572321787377	0.705958829858	0.709965056868	0.689305861277	0.613017464457	0.682373057046	0.749716628547	0.698258931188	0.685426892674	0.709675634634	0.677945643681	0.717333760771	0.706559254392	0.627473930671	0.652924795175	0.539978396432	0.729467153899	0.642252208717	0.611859006052	0.722169017318	0.568090164978	0.704168410192	0.617244534893	0.625996714897	0.623928014789	0.597907781116	0.686145407592	0.602009746858	0.673387486327	0.582381565239	0.637174370625	0.719547285301	0.589453655615	0.546844060706	0.572910996171	0.600507522217	0.62426827052	0.596564574642	0.539765612627	0.677269223189	0.674663151866	0.63737684609	0.563378279114	0.560974164664	0.577001367933	0.55134318734	0.602697243166	0.630856458135	0.645193205634	0.573072906784	0.561585737174	0.607485272742	0.72884181732	0.750746378109	0.712128218034	0.721715427775	0.700013671418	0.71404396268	0.679701515668	0.734730607931	0.705405738207	0.635614537929	0.633284029545	0.709702206891	0.682380641943	0.67953443513	0.72058519023	0.781420574871	0.752905049991	0.721768853308	0.739026423726	0.763421609475	0.735704357451	0.756658020101	0.731526270762	0.7189869363
