g__Methanobrevibacter	k__Bacteria	g__Actinomyces	g__Bifidobacterium	g__Corynebacterium	g__Olsenella	f__Coriobacteriaceae	g__Collinsella	g__Senegalimassilia	f__Eggerthellaceae	g__Eggerthella	g__Enterorhabdus	g__Gordonibacter	g__Slackia	o__Thermoleophilales	f__Bacteroidaceae	g__Bacteroides	f__Barnesiellaceae	g__Barnesiella	f__Muribaculaceae	g__Butyricimonas	g__Odoribacter	f__Prevotellaceae	g__Massiliprevotella	g__Paraprevotella	g__Prevotella	g__Prevotellamassilia	f__Rikenellaceae	g__Alistipes	f__Tannerellaceae	g__Parabacteroides	f__Sphingobacteriaceae	g__Elusimicrobium	p__Firmicutes	f__Bacillaceae	f__Thermoactinomycetaceae	g__Granulicatella	g__Enterococcus	g__Lactobacillus	g__Weissella	g__Lactococcus	g__Streptococcus	o__Clostridiales	g__Colidextribacter	g__Flavonifractor	g__Flintibacter	g__Howardella	g__Intestinimonas	g__Pseudoflavonifractor	f__Christensenellaceae	f__Clostridiaceae	g__Butyricicoccus	g__Clostridium	g__Hungatella	f__Clostridiales.Family.XIII..Incertae.Sedis	g__Ihubacter	g__Mogibacterium	f__Defluviitaleaceae	f__Eubacteriaceae	g__Eubacterium	f__Gracilibacteraceae	f__Lachnospiraceae	g__Anaerosporobacter	g__Anaerostipes	g__Blautia	g__Butyrivibrio	g__Coprococcus	g__Cuneatibacter	g__Dorea	g__Eisenbergiella	g__Faecalicatena	g__Fusicatenibacter	g__Hespellia	g__Lachnobacterium	g__Lachnoclostridium	g__Lachnospira	g__Muricomes	g__Parasporobacterium	g__Pseudobutyrivibrio	g__Robinsoniella	g__Roseburia	g__Tyzzerella	f__Oscillospiraceae	g__Oscillibacter	f__Peptococcaceae	g__Peptococcus	f__Peptostreptococcaceae	g__Intestinibacter	g__Paeniclostridium	g__Romboutsia	g__Terrisporobacter	f__Ruminococcaceae	g__Acutalibacter	g__Anaeromassilibacillus	g__Caproiciproducens	g__Drancourtella	g__Faecalibacterium	g__Gemmiger	g__Negativibacillus	g__Ruminiclostridium	g__Ruminococcus	g__Sporobacter	g__Subdoligranulum	f__Erysipelotrichaceae	g__Catenibacterium	g__Coprobacillus	g__Erysipelatoclostridium	g__Holdemanella	g__Holdemania	g__Longibaculum	g__Turicibacter	g__Phascolarctobacterium	g__Megamonas	g__Mitsuokella	g__Propionispira	g__Allisonella	g__Dialister	g__Megasphaera	g__Veillonella	g__Fusobacterium	o__Victivallales	f__Victivallaceae	g__Victivallis	c__Alphaproteobacteria	f__Kiloniellaceae	g__Duodenibacillus	g__Parasutterella	g__Sutterella	f__Desulfovibrionaceae	g__Desulfovibrio	f__Succinivibrionaceae	g__Succinivibrio	o__Enterobacterales	f__Enterobacteriaceae	g__Haemophilus	f__Spiroplasmataceae	g__Akkermansia
CS.380	0	0.000287538098798091	9.2012191615389e-05	4.60060958076945e-05	8.05106676634654e-05	0	0.00025303352694232	0.0323997929725689	0.00631433664960607	0.00172522859278854	0	0.000782103628730807	1.15015239519236e-05	0.00312841451492323	0	2.30030479038473e-05	0.00978779688308701	0	0.0022888032664328	0	0.00131117373051929	0.000977629535913508	0.0102133532693082	0	0.000552073149692334	0.219863131864972	1.15015239519236e-05	0	0.00698142503881764	1.15015239519236e-05	0.000989131059865432	0	0	2.30030479038473e-05	0	0.00530220254183679	5.75076197596181e-05	0	0.0118235666225775	0	0	0.0010236356317212	0.0521364080740698	0	1.15015239519236e-05	0.00271435965265398	0	0.000368048766461556	0.000103513715567313	0	0.00943124964057738	0.00277186727241359	0.0122721260567025	0.00411754557478866	0.000862614296394272	0.0006325838173558	0.00079360515268273	0.000218528955086549	0.00279487032031744	0.0383000747599057	0.00012651676347116	0.0178618666973374	0.000391051814365403	0.00463511415262522	0.0363563172120306	0.0421760883317039	0.00898269020645235	0.000437057910173098	0.00557823911668296	0.000161021335326931	6.90091437115418e-05	0.00230030479038473	0.000333544194605785	0.00194375754787509	0.0149634826614526	0.00531370406578872	0.000241532002990396	0.000839611248490425	0.000184024383230778	0.000195525907182702	0.0245902582092127	0.00079360515268273	0.00190925297601932	0.00943124964057738	0.000149519811375007	0	2.30030479038473e-05	2.30030479038473e-05	0	0.00725746161366381	0	0.0376329863706941	0.000678589913163494	0	0.000851112772442349	0	0.0872965667951004	0.00707343723043303	3.45045718557709e-05	0.00277186727241359	0.0377365000862614	0.010397377652539	0.00215078497900972	0.0134797860716545	0.0196561044338375	0.000161021335326931	0.000172522859278854	0.0198976364368279	0	8.05106676634654e-05	5.75076197596181e-05	0.0707113692564265	0	0	0	0	0	0	0.000230030479038473	0	0.000287538098798091	0	0.000517568577836563	0	0	0	0.00075910058082696	0.0211743055954914	0.000586577721548105	0.0103743746046351	0	1.15015239519236e-05	1.15015239519236e-05	0.000425556386221174	0.000989131059865432	0.0056932543562022	0.00955776640404854
CS.224	0	0	0.000207225253850936	0.00973958693099399	0	0	0	0.0322120144597177	0	0	0.0018189772282471	0	0	0	0	0.000322350394879234	0.424489419999539	0	0	0	0	0	2.30250282056596e-05	0	0	0.000161175197439617	2.30250282056596e-05	0	0	0	2.30250282056596e-05	0	0	0	0	0	0.000161175197439617	0	0.00115125141028298	2.30250282056596e-05	0	0.0139531670926297	0.0116046142156524	0	0.00575625705141489	4.60500564113191e-05	0	0	0	0	0	0.00234855287697727	0.000184200225645276	0.00246367801800557	4.60500564113191e-05	0.000621675761552808	2.30250282056596e-05	0	0	0.00845018535147705	0	0.0461421565241417	0	0.0335244410674403	0.0370242453547006	0	0.000115125141028298	0	6.90750846169787e-05	0	2.30250282056596e-05	0.0461191314959361	0	0	0.0222421772466671	0.053832515944832	0.00050655062052451	2.30250282056596e-05	0	0	0.00983168704381663	0.0165780203080749	0	2.30250282056596e-05	0	0	0	0.00884161083097327	0	0.00138150169233957	4.60500564113191e-05	0.00536483157191868	4.60500564113191e-05	4.60500564113191e-05	0.000230250282056596	0.00223342773594898	0.0940802652483249	2.30250282056596e-05	0	0.000276300338467915	0.0306002624853215	2.30250282056596e-05	0.000230250282056596	0	6.90750846169787e-05	0	0.00923303631046948	0	0	0	0.000184200225645276	2.30250282056596e-05	2.30250282056596e-05	0	0	0	0.0365407197623817	0	0.00720683382837144	2.30250282056596e-05	0	0	0	0	0	0	0	2.30250282056596e-05	0	0	0	0	9.21001128226382e-05	0.00879556077456195	0.00326955400520366	0	0
CS.302	0	3.63191728913694e-05	0.000205808646384426	0.0693575138315517	0.000205808646384426	0	0	0.0468275202479389	0	0	0.000278446992167165	0	0.000193702255420637	0	0	4.84255638551591e-05	0.145276691565477	0	4.84255638551591e-05	0	0	1.21063909637898e-05	0	0	0	0.135785281049866	6.05319548189489e-05	0	0.000738489848791177	0	0.00716698345056355	1.21063909637898e-05	0	2.42127819275796e-05	0	0	0.000181595864456847	1.21063909637898e-05	0	0	7.26383457827387e-05	0.00847447367465285	0.008062856381884	0	0.00136802217890825	0.000169489473493057	0	1.21063909637898e-05	0.000133170300601688	0	7.26383457827387e-05	0.000205808646384426	0.000835340976501495	0.000290553383130955	0	0	0	0	0	0.000435830074696432	0	0.0558104623430709	0	0.031960872144405	0.0654834687231389	0	0.00157383082529267	0	0.0193581191510999	0.000230021428312006	2.42127819275796e-05	0	0.000290553383130955	0	0.0190917785498965	0.0111499860776504	0	0	0	0	0.0147940097577511	0.00437040713792811	0	0.000956404886139393	0	0	1.21063909637898e-05	0.0252902507233569	0	0.0252539315504655	0	0.000205808646384426	0.00197334172709773	0	0.000399510901805063	0	0.0325661916925945	0.00353506616142662	0	9.68511277103183e-05	3.63191728913694e-05	2.42127819275796e-05	0.000242127819275796	2.42127819275796e-05	0	9.68511277103183e-05	0.00341400225178872	1.21063909637898e-05	0.000205808646384426	0	1.21063909637898e-05	0.0368034285299209	0.126075955496907	0	0	0	3.63191728913694e-05	0.000133170300601688	0.00858343119332696	4.84255638551591e-05	0	0	0	0	0	0	1.21063909637898e-05	0.038583068001598	0.000217915037348216	0.00191280977227879	0	4.84255638551591e-05	0.022747908620961	0.00164646917107541	0.0161014999818404	0	0
CS.205	0	2.12368331634387e-05	0.000361026163778457	0.0404986408426775	0.000573394495412844	0	0	0.0550246347264696	0	0	0.000530920829085967	0	0.000127420998980632	0	0	0.000828236493374108	0.321461943594971	0	0.0111068637444784	0	0.00734794427454978	0.00473581379544682	6.3710499490316e-05	0	0	0.000169894665307509	0	0	0	0	0.0272043832823649	0	0	0	0	0	0.000212368331634387	0	0	4.24736663268773e-05	2.12368331634387e-05	0.0111918110771322	0.00112555215766225	0	0.00133792048929664	0.000106184165817193	0	0.000552157662249405	0	0	0	0.00199626231736323	0.0013166836561332	0.00405623513421679	2.12368331634387e-05	0	0	0	0	0.0234029901461094	0	0.0533893985728848	0.000169894665307509	0.00590383961943595	0.0535380564050289	0	0.00229357798165138	0	0.00465086646279307	0.000233605164797825	0.000212368331634387	0.0240400951410126	0.00116802582398913	0	0.0146958885490996	0.0051605504587156	0	0.00180513081889229	0	0	0.00365273530411145	0.00148657832144071	0.00178389398572885	0.000530920829085967	0	0	2.12368331634387e-05	0.00161399932042134	2.12368331634387e-05	0.0183698606863744	0.000148657832144071	0.00350407747196738	0	0	0.000339789330615019	0.00167770981991165	0.147383622154264	0	2.12368331634387e-05	0.000169894665307509	0.0712495752633367	0	0.000127420998980632	0.000106184165817193	0.0126146788990826	2.12368331634387e-05	0.00305810397553517	0	0.000212368331634387	0	0.00193255181787292	0	0	0	0	0	0.00624362895005097	0	0.00488447162759089	0	0	0	2.12368331634387e-05	2.12368331634387e-05	0	0	0	0.018008834522596	2.12368331634387e-05	0.00142286782195039	0	6.3710499490316e-05	0	0.00214492014950731	0.00949286442405708	4.24736663268773e-05	0.00420489296636086
CS.232	0.00204841077464067	0.00204841077464067	0.000238981257041412	0.00631593322180875	6.82803591546891e-05	0.000682803591546891	0.00112662592605237	0.0610767812638695	0.00331159741900242	0.000204841077464067	0	0.000512102693660169	0.000204841077464067	0.00228739203168209	0.000170700897886723	0.000273121436618757	0.0932709706053054	0.0110614181830596	0.00184356969717661	0.000614523232392202	0.00081936430985627	0.00256051346830084	0.00624765286265406	0.00805708238025332	0.00105834556689768	0.116247311460858	0.0136902120105152	0.000341401795773446	0.0179918746372606	0.000682803591546891	0.0118125021337612	0.000170700897886723	0.000307261616196101	0.000238981257041412	6.82803591546891e-05	0.00310675634153836	0.000102420538732034	0.000238981257041412	0.00242395274999146	0.000102420538732034	0.000204841077464067	0.0101396333344713	0.0241029667816053	0	0.00109248574647503	0.00242395274999146	0.000341401795773446	0.00157044826055785	0.000443822334505479	3.41401795773446e-05	0.00208255095421802	0.00259465364787819	0.00884230651053225	0.00433580280632276	0.00146802772182582	0.00215083131337271	6.82803591546891e-05	0.0131098289577003	0.00355057867604384	0.0318527875456625	0.000170700897886723	0.0517565122392544	6.82803591546891e-05	0.00843262435560411	0.0498788023625004	0.000512102693660169	0.0201427059506333	6.82803591546891e-05	0.00983237171827524	6.82803591546891e-05	0.00037554197535079	0.0145095763203714	0.00143388754224847	0.000136560718309378	0.00952511010207914	0.00225325185210474	0.000102420538732034	0.00249223310914615	0.000170700897886723	6.82803591546891e-05	0.0242395274999146	0.00276535454576491	0.00208255095421802	0.016045884401352	0.00198013041548599	0	0	0.000887644669010959	0	0.00358471885562118	0.000136560718309378	0.0153289406302277	0.00177528933802192	0.000102420538732034	0.000102420538732034	0	0.0730258441159401	0.0199720050527466	0.00109248574647503	0.00081936430985627	0.0758594790208597	0.0056672698098392	0.00187770987675395	0.0019118500563313	0.0187088184083848	0.0012290464647844	0.000102420538732034	0.00419924208801338	0.000170700897886723	6.82803591546891e-05	0.000204841077464067	0.0145437164999488	0	0	0.00368713939435321	0	0.0107882967464409	0.000136560718309378	0.000307261616196101	0.00300433580280632	0	6.82803591546891e-05	0.000136560718309378	0.00508688675702434	0.00215083131337271	0.00450650370420948	0.00119490628520706	0.00184356969717661	0.000102420538732034	0.00501860639786965	0	0.00146802772182582	0.00102420538732034	0.0047454849612509	0.000136560718309378	0.00180942951759926	0.00290191526407429
CS.378	4.52304491383599e-05	4.52304491383599e-05	0.00031661314396852	0.0172780315708535	0	0	0	0.0371341987425935	0	0	0.00208060066036456	4.52304491383599e-05	0	4.52304491383599e-05	0	0.00660364557420055	0.163055769143788	0	0	4.52304491383599e-05	0	0	4.52304491383599e-05	0	4.52304491383599e-05	0.084445248541318	0.00018092179655344	4.52304491383599e-05	0.0172328011217151	0	0	0	0	0	0	0.000678456737075399	0.000407074042245239	0	0.00194490931294948	0	4.52304491383599e-05	0.00488488850694287	0.00149260482156588	4.52304491383599e-05	0.00284951829571668	0.0029399791939934	0	0	0	0	0	0.000542765389660319	0.00122122212673572	0.00502057985435795	4.52304491383599e-05	0	0	4.52304491383599e-05	0.00221629200777964	0.0603374191505722	0	0.0501153376453028	0.00013569134741508	0.0310280881089149	0.0949839431905559	0.00493011895608123	0.00805101994662807	0.00013569134741508	0.01985616717174	0.00018092179655344	0	0.01985616717174	9.04608982767199e-05	0	0.0309828576597766	0.00538242344746483	0	0	0	0	0.0426523135374734	0.00162829616898096	0	0.00221629200777964	0	0	4.52304491383599e-05	4.52304491383599e-05	0	0.00379935772762224	0	0.00438735356642091	0.00140214392328916	4.52304491383599e-05	0.000768917635352119	0.00429689266814419	0.0341489890994618	0.00429689266814419	0	0.00438735356642091	0.0170066488760233	4.52304491383599e-05	0.000723687186213759	0.00212583110950292	0.0109005382423447	4.52304491383599e-05	0.00140214392328916	4.52304491383599e-05	9.04608982767199e-05	0	0	0.00515627120177303	0	0	0	0	0.00212583110950292	0.0544574607625854	0.00013569134741508	0	0	0	0	0	0	0.000814148084490479	0	0.00827717219231987	0	0	0	9.04608982767199e-05	4.52304491383599e-05	0.0002261522456918	4.52304491383599e-05	0	0.0731828667058664
CS.213	0	8.92976737955976e-05	0.000312541858284592	0.123744251462249	4.46488368977988e-05	0	0.000156270929142296	0.00796981738625709	0.00160735812832076	0	0.000111622092244497	0	0	0	0	0.000111622092244497	0.2981649328035	0	0	2.23244184488994e-05	0	0.000826003482609278	0	0	0	0.000267893021386793	0	0	0.0075679778541769	0	0.0185292673125865	0	0	0	0	0.000602759298120284	0	0	0.00828235924454168	2.23244184488994e-05	0	0.00395142206545519	0.00721078715899451	0	0.000535786042773586	0.000156270929142296	0.000535786042773586	0	4.46488368977988e-05	0	0	0.00283520114301022	4.46488368977988e-05	0.00609456623654954	0	0.000424163950529089	0	0.00290217439835692	0	0.0248024288967272	0	0.0513908112693664	0.000133946510693396	0.0151806045452516	0.0903469214626959	0	0.00323704067509041	2.23244184488994e-05	0.0171898022056525	0.000446488368977988	0.000178595347591195	0.0279055230611243	0	4.46488368977988e-05	0.0130821092110551	0.000647408135018083	0.000915301156404876	0.000357190695182391	0	0	0.0431754252801715	0.000848327901058177	0.00037951511363129	0.000513461624324686	0	0	0	2.23244184488994e-05	0	0	0	0.00205384649729875	0.00252265928472563	2.23244184488994e-05	0	4.46488368977988e-05	0.0416796892440952	0.0317676474527839	0	0.000267893021386793	0.0809929901326071	0.000357190695182391	0.000156270929142296	0.00625083716569183	2.23244184488994e-05	0.000401839532080189	0.000312541858284592	0.0145778452471313	2.23244184488994e-05	4.46488368977988e-05	0	0.0103362057418404	0	0	0	0	0.0115863731749788	0	0.000133946510693396	0	0	2.23244184488994e-05	0	0	0	0	0	0.0073893825065857	2.23244184488994e-05	0.000401839532080189	0	8.92976737955976e-05	2.23244184488994e-05	0.00189757556815645	2.23244184488994e-05	0	0.000468812787426888
CS.376	0	0	0.00160744703821885	0.000191933974712699	0.000215925721551786	0	0	0.0536935294258775	0.00518221731724287	0.000239917468390874	0.000407859696264485	0.00081571939252897	2.39917468390874e-05	2.39917468390874e-05	0	0.00035987620258631	0.325831913821645	0	0	0	0	0.00203929848132243	0	0	0	0.00100765336724167	4.79834936781747e-05	0	0.00578201098822005	0	0.014011180154027	0	0	0	0	0.00244715817758691	4.79834936781747e-05	2.39917468390874e-05	0.0221683740793167	0.000551810177299009	4.79834936781747e-05	0.00535015954511648	0.00947674000143951	0.000191933974712699	0.00256711691178235	0.000863702886207145	0.000215925721551786	0.00143950481034524	0.000263909215229961	0	0.000191933974712699	0.00187135625344881	0.000647777164655359	0.0047503658741393	0.000431851443103572	0.00122357908879346	0.000431851443103572	0	0	0.0303975432451237	0	0.0623065665411099	9.59669873563494e-05	0.00611789544396728	0.100117559559512	0	0.00304695184856409	0	0.0128355845589117	0.000119958734195437	0.000119958734195437	0.00981262445718673	0.00129555432931072	0	0.00741344977327799	0	0.000167942227873611	4.79834936781747e-05	0	0	0.0398502914997241	0.00602192845661093	0.00153547179770159	0.00319090232959862	0	0	0	0	0	0.0041745639500012	0	0.00496629159569108	0.0103644346344857	0.000431851443103572	0	0	0.0456083107411051	0.010988220052302	9.59669873563494e-05	0.00350279503850675	0.0635781291235815	0	0.00839711139368057	0.00978863271034764	7.19752405172621e-05	9.59669873563494e-05	0.00163143878505794	0.0380029269931144	0.000239917468390874	9.59669873563494e-05	0.000263909215229961	0.0303495597514455	7.19752405172621e-05	0	0	0	0.000191933974712699	0	2.39917468390874e-05	4.79834936781747e-05	0	0	0	0	0	0	0	0.00671768911494446	0.000383867949425398	0.0068376478491399	2.39917468390874e-05	9.59669873563494e-05	0.000143950481034524	0.000215925721551786	2.39917468390874e-05	0	0.000215925721551786
CS.282	0	0	0.000303485750621423	0.015434418174461	0	0.00076594022775883	0.000563616394011215	0.053268975085265	0.00274582345800335	0.000289034048210879	0.00014451702410544	0	2.89034048210879e-05	0.000780391930169374	0	5.78068096421758e-05	0.32890629516157	1.4451702410544e-05	0.00841089080293659	0	1.4451702410544e-05	0.00404647667495231	1.4451702410544e-05	0	0	0.000115613619284352	0	0	0.0200300595410139	0	0.0074281750390196	0	0	8.67102144632638e-05	0	0	8.67102144632638e-05	0	0.000722585120527198	0	0.000158968726515984	0.0301317995259842	0.00242788600497139	2.89034048210879e-05	0.0014451702410544	0.00258685473148737	0	0.000809295334990462	0.000317937453031967	8.67102144632638e-05	0.000158968726515984	0.00271692005318226	0.000780391930169374	0.00346840857853055	0.000708133418116654	0.000462454477137407	0	0	0.000404647667495231	0.0176021735360425	0	0.137580206948379	0.000115613619284352	0.00351176368576218	0.0394965026880166	0	0.00689346204982947	0	0.0114891034163824	0.000130065321694896	0.000130065321694896	0.00615642522689173	0.000346840857853055	0.000158968726515984	0.0080206948378519	0	0	0	0	0	0.0167928782010521	0.00731256141973525	0.00069368171570611	0.0114168449043297	0	0	0	0.000158968726515984	2.89034048210879e-05	0.00062142320365339	0	0.00114168449043297	0.00195097982542343	0.000115613619284352	0.000115613619284352	5.78068096421758e-05	0.0831406439678594	0.00716804439562981	0.000809295334990462	0.00380079773397306	0.0327475576622926	0.000953812359095902	0.000433551072316319	0.0187149546216544	0	0	0.000635874906063934	0	0.000101161916873808	0.000202323833747615	0.000216775536158159	0	0.0108532285103185	0	0	0	0.0160558413781143	0	7.22585120527198e-05	0.0102173536042546	0	0	0	0	0	0.00823747037401006	0.000101161916873808	1.4451702410544e-05	0.000664778310885022	0.00171975258685473	0	1.4451702410544e-05	4.33551072316319e-05	0.0194230880397711	0	0	0.0198277357072663
CS.236	0	0.00259327864514422	0.000529240539825351	0.113892564170415	0	0	0.000158772161947605	0.0312251918496957	0.00751521566551998	0.00365175972479492	0.000899708917703096	0.00312251918496957	0	0.00185234188938873	0	0.000846784863720561	0.0187351151098174	0	0.00031754432389521	5.29240539825351e-05	0.000635088647790421	0.0010584810796507	0.00010584810796507	0	0	0.00042339243186028	0	0	0.0127017729558084	0	0.00312251918496957	0	0	0.000740936755755491	0.00010584810796507	0.0100555702566817	0.000158772161947605	0.000529240539825351	0.00021169621593014	5.29240539825351e-05	0	0.00529240539825351	0.00164064567345859	0	0.00010584810796507	5.29240539825351e-05	0	0.000476316485842816	0	0.000264620269912675	0.00375760783275999	5.29240539825351e-05	0.00127017729558084	0.000264620269912675	5.29240539825351e-05	0.013548557819529	5.29240539825351e-05	0	0.00148187351151098	0.0531357501984652	0.00259327864514422	0.00127017729558084	0	0.0040751521566552	0.271024080444562	0	0.0125430007938608	0	0.0302196348240275	0.00010584810796507	0.00153479756549352	0.00931463350092617	0.00312251918496957	0.000476316485842816	0.00127017729558084	0	0	0	0	0.000370468377877745	0.00127017729558084	0	0.00010584810796507	0.019687748081503	0	0	0	0.00185234188938873	0	0.0112198994442974	0	0.00285789891505689	0.00338713945488224	0.00010584810796507	0.0010584810796507	0	0.135750198465202	0.0385816353532681	0.00322836729293464	0.00275205080709182	0.105742259857105	0.0090500132310135	0.00174649378142366	0.00455146864249802	0	0	5.29240539825351e-05	5.29240539825351e-05	0.00010584810796507	5.29240539825351e-05	0.00714474728764223	0	0	0	0	0	0.000158772161947605	0	0	0	0	0	0	0	0	0	5.29240539825351e-05	5.29240539825351e-05	0.000476316485842816	0.00682720296374702	0	0.000370468377877745	0.0019581899973538	0.00275205080709182	0	0	5.29240539825351e-05
CS.375	3.8768705900597e-05	3.8768705900597e-05	0.000814142823912538	0.166046367372257	0	0	0	0.035977359075754	0.00240365976583702	0	3.8768705900597e-05	0.000232612235403582	3.8768705900597e-05	0.000891680235713732	0	0.000116306117701791	0.0622237729704582	0	0.00348918353105373	0	0	0.000930448941614329	0.000116306117701791	0	0	0.157013258897418	0	0	0.017988679537877	0	0.0065131425913003	3.8768705900597e-05	0	0	0	0.00379933317825851	0.000232612235403582	0	0.00248119717763821	3.8768705900597e-05	0	0.00337287741335194	0.0134915096534078	0	0	0.000426455764906567	0	0.000348918353105373	0.000116306117701791	0	0.000116306117701791	0.00302395906024657	0.00635806776769791	0.00286888423664418	0.000116306117701791	0.00038768705900597	0.000116306117701791	0	0.000271380941304179	0.0445064743738854	0	0.0155074823602388	0.000232612235403582	0.0152748701248352	0.0635806776769791	0	0.00643560517949911	0.000426455764906567	0.00767620376831821	0	0	0.0126385981235946	0.00038768705900597	0	0.00538885012018299	0.00736605412111344	0	0	0	0	0.0158951694192448	0.000193843529502985	0.000426455764906567	0.00682329223850508	0	0	0	3.8768705900597e-05	0.000193843529502985	0.0266728696596108	3.8768705900597e-05	0.00306272776614717	0.000775374118011941	0.000116306117701791	0.000542761882608359	7.75374118011941e-05	0.0873458943940451	0.0463286035512135	0.000116306117701791	0.00038768705900597	0.00973094518104986	0.00147321082422269	0.00507870047297821	0.0038768705900597	0	0	0.000271380941304179	0.00337287741335194	3.8768705900597e-05	0	0.00217104753043343	0.0146545708304257	0.0746685275645499	0	0	0	0.00461347600217105	0	0.000271380941304179	3.8768705900597e-05	0	0	0.000155074823602388	0	0	0	0	0.00752112894471583	3.8768705900597e-05	0.00205474141273164	0	7.75374118011941e-05	0.000271380941304179	0.00166705435372567	0.00364425835465612	0	0.000116306117701791
CS.041	0	0.00010148849797023	6.765899864682e-05	0.00219891745602165	0	0	0	0.0077807848443843	0.00199594046008119	0.00476995940460081	0.00223274695534506	0	0	0.00013531799729364	0	0.00037212449255751	0.284776725304466	0	0	0.00460081190798376	0.00121786197564276	0.00588633288227334	0.00023680649526387	0	0	0.0432002706359946	0.00071041948579161	0	0.0248646820027064	0.00016914749661705	0.0274018944519621	0	0	0	3.382949932341e-05	0.00226657645466847	3.382949932341e-05	0.00182679296346414	0.00071041948579161	0	0	0.00125169147496617	0.00179296346414073	0	0.00182679296346414	0.00152232746955345	0	0.00165764546684709	0.00027063599458728	0.00013531799729364	0.00010148849797023	0.00213125845737483	0.021617050067659	0.00172530446549391	0	0.00057510148849797	0	0	0.00057510148849797	0.0121447902571042	0	0.00436400541271989	0	0.00230040595399188	0.140121786197564	0	0.00111637347767253	0	0.00182679296346414	0.0003382949932341	0.00010148849797023	0.00186062246278755	0.00142083897158322	0	0.0249661705006766	0	0.00013531799729364	0	0	0	0.0112990527740189	0.00223274695534506	0.00064276048714479	0.00419485791610284	3.382949932341e-05	0	0	6.765899864682e-05	0	0.00023680649526387	0	0.00277401894451962	0.00138700947225981	0.00054127198917456	0.00030446549391069	0	0.248240866035183	0.00619079837618403	0.00023680649526387	0.00087956698240866	0.0258119079837618	0.00223274695534506	0.00037212449255751	0.00382273342354533	0.00023680649526387	0	0.00605548037889039	0.00098105548037889	0.00010148849797023	6.765899864682e-05	0.00023680649526387	0.0123139377537212	0.00013531799729364	0	0	0.00010148849797023	3.382949932341e-05	0	0	0.00429634641407307	3.382949932341e-05	0	3.382949932341e-05	0	0	3.382949932341e-05	0.00520974289580514	0.00402571041948579	6.765899864682e-05	0.00243572395128552	0	0	0.00023680649526387	0.0043978349120433	0	3.382949932341e-05	0
CS.395	0.0652167050727611	0.000883866283657944	3.15666529877837e-05	0.0567252754190473	0.000536633100792323	6.31333059755674e-05	0	0.000284099876890053	0	0.00410366488841188	0.000189399917926702	3.15666529877837e-05	9.46999589633511e-05	3.15666529877837e-05	0	0.000315666529877837	0.137125540578932	0.00991192903816408	0	3.15666529877837e-05	0.00208339909719372	0.00713406357523912	9.46999589633511e-05	0	0	0.00183086587329145	0	0	0.0878184286120143	0	0.0141418605385271	0	3.15666529877837e-05	0.000315666529877837	0	0.00148363269042583	0	3.15666529877837e-05	0.0129738943779791	0	0	0.000410366488841188	0.01196376148237	0.000505066447804539	0.000189399917926702	0.0152782600460873	0	0.0013573660784747	0.000536633100792323	9.46999589633511e-05	0.0327977524543073	0.00220966570914486	0.00583983080273999	0.000820732977682376	0.00227279901512043	0.00224123236213264	0	0.000757599671706809	0.000473499794816756	0.04116291549607	0.000410366488841188	0.0229489567221188	0.000284099876890053	0.00792322989993371	0.0325136525774172	3.15666529877837e-05	0.0100066289971274	0.00262003219798605	0.0128160611130402	0.000157833264938919	0	0.00249376558603491	0.000410366488841188	0.028315287730042	0.00265159885097383	0.00356703178761956	3.15666529877837e-05	0.00836516304176268	0	0.000126266611951135	0.0417942485558256	0.000220966570914486	0.000189399917926702	0.00132579942548692	6.31333059755674e-05	0	0	0.00505066447804539	0	0.00183086587329145	0.00179929922030367	0.033713185390953	0.00217809905615708	0.000347233182865621	0.000315666529877837	6.31333059755674e-05	0.102339088986395	0.000915432936645727	0.00145206603743805	0.039994949335522	0.0153413933520629	0.00905962940749392	0.000157833264938919	0.0025253322390227	0.000126266611951135	0	0.00110483285457243	3.15666529877837e-05	3.15666529877837e-05	0	0.0133211275608447	0.0273998547933963	9.46999589633511e-05	0	0	0	0.000410366488841188	0	0	0	0.00132579942548692	0	0.000505066447804539	0.00268316550396162	0.00198869913823037	6.31333059755674e-05	0.00555573092584993	3.15666529877837e-05	6.31333059755674e-05	0.00325136525774172	0	6.31333059755674e-05	3.15666529877837e-05	0.0130054610309669	0.000473499794816756	0	0.00470343129517977
