L.033.M1	CS.019	CS.261	CS.039	CS.296	CS.293	CS.017	CS.257	L.022.M1	L.008.M1	CS.003	CS.101	CS.105	CS.043	L.012.M1	CS.067	CS.149	CS.064	CS.365	CS.171	CS.060	CS.042	CS.366	CS.077	CS.371.1	CS.072	CS.153	CS.063	CS.066	CS.373	CS.302	CS.292	CS.374	CS.205	CS.128	CS.282	CS.136	CS.375	CS.378	CS.232	CS.126	CS.203	CS.224	CS.376	CS.125	CS.268	CS.182	CS.147	CS.369	CS.348	CS.214	CS.148	CS.254	CS.372	CS.395	CS.323	CS.385	CS.129	CS.386	CS.178	T.CS.014	T.CS.025	T.CS.004	T.CS.069	T.CS.052	T.CS.082	T.CS.003	T.CS.062	T.CS.079	T.CS.042	T.CS.050	T.CS.038	T.CS.007	T.CS.046	T.CS.071	T.CS.160	T.CS.092	T.CS.100	T.CS.106	T.CS.091	T.CS.105	T.CS.131	T.CS.118	T.CS.102	T.CS.104	T.CS.159	T.CS.111	T.CS.139	T.CS.178	T.CS.110	CS.087	CS.356	CS.242	CS.088	CS.237	CS.103	CS.015	CS.085	CS.241	CS.082	CS.006	CS.246	L.034.M1	L.024.M1	CS.238	CS.387	CS.207	CS.311	CS.151	CS.188	CS.336	CS.346	CS.274	CS.330	CS.345.0	CS.325	CS.347.0	CS.165	CS.191	CS.113	CS.080	CS.152	CS.112	CS.194	CS.285	CS.318	CS.321	CS.227	CS.343	CS.319	CS.320	CS.158	CS.339	CS.163	CS.202	CS.326	CS.145	CS.390	CS.253	CS.393	CS.255	CS.262	CS.370	CS.270	T.CS.061	TFS.022	T.CS.036	T.CS.008	T.CS.049	TFS.027	T.CS.045	TFS.020	T.CS.064	T.CS.066	T.CS.031	TFS.025	T.CS.055	T.CS.043	T.CS.026	T.CS.142	T.CS.152	T.CS.166	T.CS.157	T.CS.151	T.CS.141	T.CS.109	T.CS.095	T.CS.158
CS.077	0.608454482379	0.540795230917	0.555812618515	0.56864831925	0.575658659854	0.581247701803	0.560711190023	0.617979886608	0.621823745869	0.628257902168	0.57107837312	0.575750859861	0.524034615599	0.583031507963	0.589180192599	0.700281094654	0.601271025432	0.539040586625	0.555615220564	0.559592823662	0.585566691239	0.579908622006	0.700255849642	0	0.587345189993	0.544622342035	0.542760521034	0.614633721551	0.55368994959	0.612231250987	0.682573074526	0.590719917302	0.632644021149	0.671025894968	0.590480388281	0.655426285317	0.583377437468	0.571118937592	0.653245002782	0.56161011554	0.537432424973	0.537154089117	0.73495583899	0.619752876011	0.644091807106	0.633531149285	0.582770324211	0.639593693846	0.691039706993	0.608532878169	0.598755051635	0.675820923034	0.626034719667	0.615401420206	0.630467449788	0.613954395887	0.61322368588	0.596208978309	0.689905867313	0.611923914571	0.586418769021	0.561647715137	0.57994772745	0.580403934539	0.618355818738	0.560581398187	0.570477362161	0.546346537567	0.65440059775	0.540512793413	0.590487247978	0.613268929266	0.63490591836	0.592493758304	0.582643652161	0.604997112902	0.594609371448	0.582506679012	0.596546286826	0.577489102314	0.628813430819	0.559715801699	0.58233513098	0.585649704067	0.584925520853	0.624336826962	0.557744296462	0.584476707135	0.578194073219	0.57431220893	0.567346230927	0.658779162919	0.534771042729	0.646712377356	0.606835003866	0.570822259999	0.605602226432	0.575032615088	0.551629289328	0.53392729734	0.537128759106	0.565247736657	0.598908340639	0.615236651734	0.544011698891	0.565094948707	0.666507622832	0.566277474584	0.582398719496	0.612608785092	0.609295143053	0.684468231499	0.64723291396	0.620547629049	0.703650905618	0.745780796839	0.645524000187	0.627732545829	0.560410333833	0.546131527132	0.56934637717	0.547965919242	0.607203682674	0.735704083808	0.672605938371	0.629505135311	0.53468106132	0.732521640058	0.632064211539	0.6042091177	0.590504690471	0.616784515724	0.626497051679	0.588849485591	0.637266847134	0.602251217698	0.558230483237	0.615673038106	0.701335130849	0.639633938457	0.615117993101	0.621330388148	0.609021618298	0.655415790151	0.573632005917	0.576411913373	0.585226272052	0.591919653901	0.644129434301	0.563252397161	0.568083799706	0.582391508374	0.544120432825	0.57931804583	0.564181097912	0.569834437429	0.597131837332	0.581791142381	0.689189133328	0.624307160399	0.543882571456	0.578894373646	0.597770423482	0.593186188287	0.623483455967	0.567044184269	0.6051542913	0.540552691611
CS.371.1	0.597694178007	0.579726186264	0.586311098068	0.614876748479	0.585658434283	0.611282569095	0.622072032087	0.628419608277	0.66714679402	0.604330688249	0.656056521258	0.633784199479	0.574038834431	0.621238149553	0.621400929198	0.678492170388	0.585464414077	0.629703007545	0.554536279095	0.646291127061	0.589140366816	0.584092018839	0.638167083967	0.587345189993	0	0.574327560925	0.59770667138	0.663993818727	0.606464873224	0.583289977636	0.663673388418	0.603339922953	0.622908734305	0.610646423089	0.548931204357	0.605722599521	0.602679985824	0.541034475607	0.627649879644	0.610621626019	0.529782732428	0.544670769516	0.67535922052	0.600081097945	0.587043167725	0.64959648152	0.583077119561	0.598744384827	0.653409997959	0.610168349109	0.543470561381	0.614080673038	0.58466864476	0.566980005819	0.600720486016	0.574570547823	0.608103510646	0.578083241809	0.632096958467	0.564034211181	0.614533062359	0.553643545523	0.536566351899	0.551100701159	0.602120894704	0.572193920303	0.591897066082	0.569128567792	0.576783030035	0.578364700995	0.557709463734	0.656252083429	0.582110675397	0.556368686209	0.548009517042	0.632976236932	0.665068355104	0.641389082364	0.638515762169	0.611268690724	0.720165434843	0.590100914358	0.578593991293	0.625922319633	0.635885680657	0.666245272478	0.551333411956	0.62188125994	0.626267647631	0.62885617618	0.59191823295	0.626695203275	0.561707704813	0.610584665058	0.62959792016	0.628378679121	0.63010206089	0.629311739044	0.623515415218	0.632011271061	0.570636654432	0.567595217772	0.593454653046	0.618635429822	0.617790471552	0.518999922699	0.619484672002	0.551681859826	0.598115366045	0.543425888334	0.537427827104	0.675524360598	0.581706364665	0.582836180722	0.695277470537	0.669662476242	0.634246863721	0.592779558697	0.563569202121	0.539058715244	0.593242040541	0.554616460594	0.604158269202	0.643861189887	0.660869195931	0.57635372725	0.540156434444	0.71760638377	0.5996571251	0.585890153815	0.544400585728	0.626526879479	0.574779605332	0.605770486699	0.569688594635	0.603748254837	0.544292636863	0.582515895386	0.670700000671	0.598234961949	0.588321495089	0.566868166702	0.584606542469	0.57394510278	0.523885381988	0.599808937268	0.651032644407	0.521931827785	0.583445850095	0.550461593457	0.552439169863	0.592314956588	0.555904302737	0.615943971023	0.536364960286	0.523361801884	0.571092548511	0.549947328362	0.646287995648	0.555172065631	0.568453793299	0.567507466114	0.559580413704	0.551144410961	0.551583998863	0.610496099323	0.633523116997	0.576041521801
CS.072	0.607440727226	0.521385396412	0.467927865363	0.594558398974	0.486663976135	0.494985053473	0.581550575019	0.591151845847	0.534056927819	0.655193318617	0.50002946083	0.521850469256	0.465647050075	0.555901496779	0.552929707782	0.721461671678	0.614632646507	0.571952597189	0.530254470453	0.575826693573	0.578687563318	0.620694301897	0.717842834958	0.544622342035	0.574327560925	0	0.500168043741	0.66133418533	0.581764619135	0.567082514376	0.694958558639	0.564403451052	0.650558693635	0.689664102256	0.562993444329	0.657800400507	0.582603557139	0.593723223267	0.699513410817	0.479872335203	0.476585201656	0.543835363031	0.746871531621	0.636533346428	0.636875069852	0.651037012312	0.519384429766	0.626208692778	0.721360572208	0.589476134049	0.597468109059	0.673766855526	0.608378141258	0.604899624184	0.595020201644	0.578797711503	0.610766608559	0.575330065927	0.693122432715	0.557206807453	0.54341347711	0.509856598731	0.539479472837	0.516844048098	0.616963060867	0.542105663003	0.486575313596	0.499713512631	0.651129698269	0.480949796227	0.593863597971	0.530600525353	0.617161674689	0.586134370939	0.516281442525	0.507537550864	0.552625061453	0.535059835052	0.498035432465	0.465841353177	0.583210344497	0.486695987206	0.522168670673	0.539255171838	0.49631549805	0.542306744859	0.508164910864	0.47601231536	0.498958447696	0.529048370711	0.552084251978	0.68677135078	0.478243815532	0.660831734979	0.609206781019	0.535229761167	0.598161022585	0.498814636065	0.514581999628	0.47302679045	0.505552050154	0.509166603045	0.591664895903	0.561627179187	0.525854174716	0.556647787201	0.658394942376	0.576148896089	0.578160315666	0.626571067848	0.545198070655	0.717910935386	0.639721478219	0.603461594479	0.740117473218	0.760514422176	0.664743425853	0.673188414923	0.490667829857	0.546226136091	0.582544603767	0.464193174245	0.6233693634	0.728942544175	0.722089709555	0.633377191536	0.540474489059	0.768142962766	0.641256849996	0.634943765426	0.564525147458	0.618701090978	0.632135167627	0.618094924691	0.615100905568	0.581193731727	0.54400561161	0.626348458504	0.715790764506	0.656612951583	0.583803649222	0.639270870426	0.611737820122	0.63433119737	0.540479022088	0.474941035211	0.543090132196	0.585177707269	0.628326772958	0.516738222056	0.553564834972	0.476109308752	0.498782779158	0.497328715822	0.522747021304	0.538349762539	0.541880763911	0.526306424899	0.691113910403	0.569752613613	0.482379602726	0.482185293206	0.547081244945	0.510394568382	0.580850756465	0.469402914169	0.512821547978	0.462247265587
CS.153	0.637083456992	0.550200714144	0.579466250806	0.550577020546	0.591811684903	0.612696154263	0.589610218181	0.57124372198	0.608700487295	0.657775283832	0.541613932692	0.576984331547	0.535379735617	0.561962425766	0.61921447597	0.67623572972	0.572277522248	0.527961371628	0.563766774932	0.530612259681	0.540313006165	0.584132745815	0.695297835086	0.542760521034	0.59770667138	0.500168043741	0	0.594789395129	0.565067707438	0.581607478034	0.663142669351	0.534478312811	0.632108143393	0.699745420289	0.582359778856	0.629414497645	0.476951211098	0.594680816587	0.646147334843	0.487598359882	0.551327489386	0.580612144208	0.723944323117	0.619198298256	0.634809642003	0.608178673557	0.56533790786	0.637262519608	0.656190750973	0.589550806477	0.603711021221	0.656260835253	0.616626630719	0.607284705011	0.583690912531	0.610085586799	0.600059240655	0.577169521496	0.681271988418	0.57786181773	0.564956806061	0.566473693713	0.589274973016	0.586095744682	0.615470088539	0.597113085165	0.605774774755	0.568743403602	0.648892732997	0.569626627979	0.596173335165	0.576667547726	0.635815629617	0.606252857606	0.584708434713	0.606310404115	0.600738901138	0.581402181483	0.643942740346	0.618002642902	0.595328535439	0.603449360998	0.593360071765	0.650760099984	0.590281372979	0.602768796748	0.607796949609	0.60067602578	0.581120537097	0.602832304898	0.567558599974	0.671203280486	0.565463832061	0.662204009746	0.53747985	0.524319860575	0.636262895029	0.48028459293	0.600860224187	0.490581583021	0.54508308513	0.558297686216	0.616614292545	0.646016621086	0.571681596208	0.58329837598	0.63216376687	0.56682852869	0.564575604168	0.639748424331	0.585865573823	0.656148856639	0.650401997855	0.620388822257	0.67727472325	0.745869214924	0.650035658094	0.642954646457	0.555337791422	0.582014448941	0.533172979292	0.550874233503	0.512000593734	0.726367466449	0.664948434251	0.627740586268	0.570303540651	0.730534340096	0.646902097527	0.624267522119	0.582782524403	0.537637271962	0.633945673597	0.52943858281	0.629724994364	0.587078413243	0.593153463408	0.607697773186	0.674086543167	0.601563918848	0.609541917194	0.642247376096	0.608836008619	0.628666406712	0.58519475739	0.587711433661	0.562687321644	0.634113817102	0.665502840133	0.602599015551	0.601972865968	0.591271062078	0.573034802831	0.591280964321	0.598042812159	0.609334016221	0.607347092146	0.590465023516	0.699896020295	0.645982607753	0.570997243783	0.586415017046	0.614489614489	0.622881631778	0.647631528973	0.601953999797	0.623764900546	0.593433583244
CS.063	0.673204462095	0.641847786951	0.706517853782	0.622889652601	0.693522965814	0.735238415822	0.672533630778	0.66616105292	0.712472753005	0.653829533965	0.647009756887	0.706988816884	0.652880767022	0.609651357014	0.705539479711	0.63706128532	0.598294540195	0.548825748097	0.675790214411	0.615218846345	0.58763129417	0.607812893714	0.634685233717	0.614633721551	0.663993818727	0.66133418533	0.594789395129	0	0.624262133835	0.595418278641	0.639061916466	0.590757224488	0.634345921481	0.668449995203	0.653230657871	0.603270944158	0.572866126734	0.606134427479	0.6227083978	0.602832058494	0.655772417545	0.70014836168	0.6948106171	0.599725006695	0.618334543664	0.574370544911	0.603842579771	0.627793964761	0.60594739735	0.62318066196	0.613520311855	0.657474011433	0.631465465549	0.633746774064	0.624973117707	0.610187398846	0.622332966833	0.631580270579	0.663212414251	0.667202656324	0.64557135436	0.651121775655	0.668832348393	0.6766571167	0.618469920762	0.669141955091	0.701632181363	0.676457582214	0.62230466633	0.698443071868	0.606301581048	0.695576132221	0.661725437333	0.639204461576	0.697451303338	0.726315406534	0.714494001322	0.713884270825	0.753036089077	0.741696193094	0.677880730387	0.699944341745	0.656335874949	0.734268064473	0.715486187028	0.730592195802	0.691776433099	0.730895282182	0.711673835673	0.70297389894	0.617931159236	0.667112394506	0.678792303765	0.6838814909	0.535762165029	0.615408739138	0.69260313907	0.624085883002	0.70372356074	0.62453801286	0.619005589345	0.669535032476	0.665024626877	0.71581251097	0.646609169546	0.629283502778	0.61462117095	0.628162579902	0.653974011334	0.679011141104	0.640423812301	0.592579450966	0.639024533519	0.650472241826	0.596995963346	0.731886055376	0.613574828037	0.649937317688	0.696949648723	0.665617646726	0.583078100694	0.651013313651	0.556575669764	0.714060632525	0.581725275689	0.602393560323	0.667253720895	0.68202667129	0.622680630726	0.634213896708	0.627648769217	0.540276107249	0.654086650837	0.550272320708	0.636782234472	0.628664711832	0.657562397574	0.60093637566	0.670168754336	0.629084544757	0.630967903538	0.658255178271	0.634166195537	0.649732622547	0.671894784788	0.72408811853	0.644926107505	0.691825215679	0.667198302365	0.703658383009	0.665480894338	0.723244356174	0.670209091919	0.7092739657	0.672513367292	0.665215907121	0.665217396142	0.701645736344	0.684337800289	0.730642718841	0.681069066134	0.671889917391	0.67358023752	0.733442415427	0.71677445483	0.729479126788	0.747109723392	0.708845017001
CS.066	0.588509466821	0.558534081626	0.587918746711	0.572399981599	0.590195303938	0.586486471807	0.539872448776	0.56142034804	0.613991608014	0.664389259236	0.569602124632	0.555021456384	0.569809990092	0.612637452101	0.595659662848	0.686061096372	0.648621085518	0.585915803051	0.567075754743	0.545229553365	0.52149864486	0.61514961386	0.713262541563	0.55368994959	0.606464873224	0.581764619135	0.565067707438	0.624262133835	0	0.63831987909	0.7268486535	0.59516618724	0.674146511434	0.713872672795	0.6334518853	0.702628405563	0.618977337124	0.603802107769	0.64192829797	0.584197349016	0.601871581483	0.586671855902	0.723656844748	0.679421622167	0.685388265519	0.672404345482	0.659368625561	0.675829247534	0.709682459922	0.676514949539	0.65578394896	0.68371225058	0.689815300756	0.690344473147	0.668132433761	0.696542707231	0.692184112219	0.611233463928	0.691516630283	0.639470447292	0.632831802214	0.591603461169	0.623080015378	0.65788683831	0.679211245914	0.583423805488	0.572970563454	0.582817660529	0.679679798766	0.612865327665	0.60145987204	0.643499261306	0.675510500886	0.642097780993	0.636332821256	0.636810078561	0.662149653625	0.60840210624	0.623116777089	0.612815129595	0.651985598562	0.633444993373	0.639098006342	0.592324418239	0.602743581722	0.641600258899	0.57267775804	0.61684399402	0.616822793902	0.612315077349	0.542725029905	0.690422320731	0.582023496836	0.598282578187	0.60674725607	0.556944695147	0.55312467867	0.564708846455	0.538836446571	0.597828477747	0.536345656277	0.591297069644	0.580877602931	0.578835636334	0.549266296021	0.635218013686	0.655303154219	0.56453397545	0.652776430753	0.657219927485	0.629878192685	0.704227666404	0.684729924409	0.671893936194	0.713683404707	0.731882256075	0.663269982994	0.657798467325	0.560108049816	0.518097775271	0.568524878588	0.628831034919	0.579058341201	0.731443600398	0.702989465631	0.680050519004	0.54851769664	0.740423587173	0.678463462726	0.680552532285	0.651729516213	0.588517881478	0.614395615093	0.60676689714	0.637067463221	0.648109979744	0.632787156762	0.677730025784	0.698300292207	0.656769087254	0.668039443022	0.64317253134	0.670405739083	0.686396989137	0.618963208	0.629436742447	0.600715764668	0.622146271695	0.673350806419	0.567506125957	0.592171610885	0.617824097776	0.568699087995	0.578236256676	0.589980387598	0.615652116524	0.60459169868	0.585659058174	0.708791612111	0.585710454657	0.602798460433	0.621684708567	0.57283793638	0.577240228656	0.560687759839	0.611534309841	0.604246102651	0.617402888366
CS.373	0.625978699077	0.590005023493	0.593980025077	0.616737788345	0.603052793541	0.641605317034	0.633630616235	0.622693262785	0.641441047765	0.559577212024	0.617567269465	0.651660386883	0.570201234563	0.549482444634	0.616868938208	0.651954959523	0.52209186607	0.596687240606	0.581592913815	0.618047907274	0.597444026532	0.610060634379	0.588059318136	0.612231250987	0.583289977636	0.567082514376	0.581607478034	0.595418278641	0.63831987909	0	0.610417324258	0.535881480431	0.570941576896	0.560312592306	0.549743466766	0.549062181267	0.54241001328	0.566689402682	0.631181176993	0.559560650909	0.541698643028	0.596039654249	0.687667083607	0.534818098148	0.496970475596	0.589281853797	0.447264122493	0.500548385173	0.611522136226	0.515095524592	0.573547873057	0.600849741621	0.530577916195	0.528806978685	0.561093557079	0.496037008738	0.520305276729	0.583659691536	0.629353939796	0.566360833955	0.576401175649	0.559093284133	0.548279527973	0.529128411091	0.546048636578	0.581924402604	0.59370683083	0.572382657966	0.555927784042	0.602336438822	0.599491570057	0.613163974704	0.56635534819	0.522149172911	0.582798748319	0.613897309913	0.641437298461	0.643299731499	0.644138157804	0.629327896934	0.643223645053	0.589171676941	0.477280197577	0.641495049701	0.62790984573	0.645244353098	0.613804167124	0.636004622178	0.578817672076	0.601252566204	0.6337558674	0.618681536355	0.576286269026	0.669488421561	0.553836734678	0.593482516534	0.6620565782	0.569010575585	0.623579195307	0.57475785554	0.564310713603	0.561563295459	0.590553049362	0.644914646503	0.59323393741	0.516087328665	0.566187461352	0.612783490287	0.567377080341	0.603387612559	0.517041435892	0.64356264041	0.545715106643	0.528564492177	0.651298636229	0.65898634959	0.583481533299	0.61984322185	0.601733012491	0.621425295236	0.576969148217	0.547905561198	0.568141516804	0.610215200399	0.604590048136	0.498661890096	0.595729101633	0.670413044414	0.552384628476	0.519035111042	0.511996244215	0.576742746661	0.586092966453	0.575507208053	0.626435805891	0.51871211496	0.552861708972	0.571853814698	0.643313473504	0.626816240986	0.529107395408	0.566928523676	0.545832233906	0.550826682552	0.585196706612	0.609793962303	0.603439128033	0.580302987288	0.530514774249	0.586954551731	0.576477417795	0.596518059821	0.568679531815	0.607081549591	0.587349311729	0.55491575962	0.568455026366	0.595550800374	0.597807405076	0.643060293976	0.562242002919	0.556293951729	0.599004333089	0.634100394218	0.644305538287	0.616963530205	0.641139146819	0.581554060988
CS.302	0.669290652885	0.694883075206	0.731915718775	0.685251946767	0.736378614684	0.727808032698	0.722477341979	0.721614533808	0.760291198629	0.642064406068	0.73057940855	0.762619452482	0.697522992174	0.661008719449	0.730883906043	0.615875228499	0.598377406787	0.679533156879	0.677098046351	0.711390006576	0.65318671595	0.627533805549	0.587387981798	0.682573074526	0.663673388418	0.694958558639	0.663142669351	0.639061916466	0.7268486535	0.610417324258	0	0.653123102105	0.599297026999	0.584706201822	0.665886393882	0.594194008325	0.630298473582	0.609879796036	0.63344394177	0.691525692572	0.650770726708	0.717841518434	0.60736028735	0.582128866663	0.56225060856	0.686634643901	0.632223022704	0.583494043193	0.630097853748	0.66243410154	0.605600213306	0.658412389417	0.619699189448	0.620900344835	0.668443193061	0.623644216146	0.63721434104	0.682610993412	0.642888753144	0.68409677339	0.686769680357	0.67651484377	0.632899684432	0.653674318183	0.642786660365	0.713332174795	0.702574889394	0.702262129495	0.568147977464	0.736166223857	0.673572368054	0.738195056249	0.566362290871	0.611044136833	0.698409439296	0.762360407768	0.740289956676	0.74623266286	0.767242112869	0.753799492961	0.762101350742	0.722953417284	0.635833032453	0.746190464362	0.752604221078	0.764588918604	0.697852889165	0.75113024791	0.741037072461	0.735772733109	0.666883248589	0.593518290961	0.697152709101	0.704471703115	0.613614255574	0.693951024126	0.755930016965	0.715327021046	0.747129954757	0.729666286707	0.678270762194	0.69432900757	0.715150469358	0.727419756573	0.70478737705	0.597809567374	0.60666291383	0.702368263986	0.659403412826	0.587112492516	0.633652053237	0.639328026501	0.550120361773	0.595429101978	0.593459186652	0.665192112074	0.645162075028	0.590875180421	0.700635075904	0.674846471085	0.650894127814	0.696092250407	0.62868295802	0.608149620478	0.57782264925	0.582544067095	0.704763016223	0.621165757808	0.589905751887	0.57536322616	0.609845481331	0.641738688481	0.596329134478	0.627054541431	0.623571219617	0.624573274502	0.671897441319	0.635983287617	0.615200676259	0.683245408337	0.648381073294	0.594616940778	0.659840410044	0.617984222298	0.652813342283	0.737674874869	0.71609836957	0.629721980459	0.598800910907	0.702215949542	0.66393059478	0.733435376521	0.710780234667	0.735669114305	0.69423634677	0.611965814648	0.707423099434	0.681495417226	0.574252020008	0.70387647265	0.670474985291	0.703121228516	0.698235226129	0.728269275205	0.724232510874	0.75862070849	0.758695164856	0.715248805754
CS.292	0.646284360706	0.577216785506	0.594010887952	0.583116799241	0.628021018702	0.627946491226	0.616265031303	0.635133373254	0.618668667759	0.644542283772	0.610552632096	0.609327893625	0.596703614987	0.552590362402	0.629999375361	0.643106560693	0.532524561846	0.56515956221	0.587970212286	0.598438455594	0.526411394407	0.600569389949	0.618362989469	0.590719917302	0.603339922953	0.564403451052	0.534478312811	0.590757224488	0.59516618724	0.535881480431	0.653123102105	0	0.573888754549	0.630707274045	0.544560693042	0.576911081107	0.501729828511	0.590023300148	0.629828534639	0.46353620181	0.55645259045	0.602352593664	0.690536607928	0.567310218989	0.57421712527	0.562597236873	0.53167679057	0.568380242013	0.6088558002	0.559124208934	0.578591541338	0.617165324479	0.534843443638	0.567810699943	0.545637900652	0.534544402675	0.540593748726	0.576651183771	0.646100592838	0.570762707039	0.593510805152	0.607135452765	0.605168189753	0.594879174964	0.610549759893	0.620645058164	0.621381447229	0.586604412262	0.602211901315	0.625631637475	0.626126637851	0.614713326424	0.636223144375	0.580961552991	0.618337443629	0.622756125503	0.647021630548	0.638526208786	0.648372590523	0.634544854597	0.6267436654	0.624601100699	0.579640098277	0.626716895313	0.635137874797	0.633231850926	0.620518631758	0.639827163543	0.605562019588	0.604064127355	0.630259332074	0.649695889195	0.587336247994	0.69128547591	0.525762021784	0.538965381906	0.642204438533	0.557223544097	0.561228879212	0.556790519357	0.585512396762	0.580669870239	0.608849792305	0.660700199518	0.582714082372	0.556842802969	0.600978506984	0.571143051772	0.555085160723	0.632831656679	0.570720112794	0.674150885756	0.612000106691	0.560790765252	0.649566340642	0.689299807633	0.571012350328	0.640291054788	0.59509537551	0.616071958585	0.542665935584	0.558114992486	0.515246683125	0.645699243688	0.575489890561	0.544100367129	0.615867625792	0.67178138156	0.58966707686	0.569934119689	0.508432781901	0.569900032079	0.636451429731	0.561792092003	0.633114668279	0.547706320025	0.553953850192	0.562766314111	0.648592736037	0.590982669237	0.544850763623	0.584746589647	0.546128983121	0.522327798823	0.630151044598	0.609458904666	0.579614922297	0.639712222671	0.614403438875	0.621565663321	0.622213421468	0.615570581119	0.579026663304	0.619448338933	0.616789291402	0.624370189504	0.607240864108	0.635842646045	0.657414153685	0.680196581984	0.602742200485	0.598703293402	0.636053140578	0.639619530884	0.658190849865	0.615819690121	0.635265937183	0.61183506128
CS.374	0.642255709305	0.6311921865	0.666914643421	0.629844703051	0.664233327853	0.695408294733	0.664223398401	0.657079042212	0.688577000155	0.602446646202	0.672526981856	0.691646010133	0.658925628615	0.603671577464	0.68712316321	0.624534285062	0.550359145314	0.648526595678	0.636958342993	0.645573627813	0.610295235101	0.587974975568	0.590263649865	0.632644021149	0.622908734305	0.650558693635	0.632108143393	0.634345921481	0.674146511434	0.570941576896	0.599297026999	0.573888754549	0	0.559066578851	0.594397084023	0.550817982949	0.573437206374	0.553424926435	0.610232820205	0.618801210315	0.612111975816	0.622615939	0.624012694137	0.518802998396	0.537983379342	0.605067393673	0.576709983524	0.548799639965	0.609330291392	0.623122669166	0.603830227935	0.589561521555	0.540963196312	0.556102924514	0.576316693716	0.537793994684	0.554429763801	0.592107650892	0.597054136789	0.636567852215	0.64250645812	0.628889212961	0.612176882264	0.627474193714	0.616647687568	0.64319596225	0.672526243927	0.654840412069	0.56103499417	0.660949295253	0.626337878984	0.68340185599	0.613488127091	0.581277552058	0.657952954927	0.680169797954	0.701338053216	0.695233826937	0.713363431462	0.704209435374	0.699952110976	0.653371141383	0.587110326355	0.680656337171	0.694019835978	0.696763800642	0.665909141666	0.692150938962	0.663961838608	0.659941569101	0.650249046262	0.658601987328	0.635308887769	0.696605233474	0.581999097278	0.630715759843	0.699406971199	0.644630813152	0.678434053414	0.656926382701	0.648716889893	0.642074689029	0.624184791281	0.668226650756	0.650899631363	0.553499084398	0.571899347875	0.630097657898	0.604909968437	0.629857426148	0.613610052719	0.664943944118	0.564059538961	0.545409482597	0.640452654469	0.627062248738	0.602264853436	0.621472547566	0.660418113593	0.656486527629	0.607189833184	0.611281329928	0.575283462832	0.605476935323	0.576604315411	0.517881888762	0.638919692215	0.630768362427	0.545321760268	0.542498044322	0.550675970199	0.587635618477	0.616797209377	0.605204452473	0.641061772404	0.549970112145	0.571923866224	0.584119813534	0.608035662525	0.600852116359	0.541737842007	0.577648468128	0.571147483263	0.567088970053	0.62943118816	0.677997853247	0.64068919635	0.633315165068	0.572004532834	0.661080419796	0.658964308933	0.674922919026	0.65050833589	0.685724567718	0.631565752637	0.619007387332	0.651380562117	0.666364997592	0.646444186776	0.678973496801	0.646469085614	0.623820486434	0.674644701724	0.680498360125	0.6691847178	0.68799866434	0.693205079182	0.647163788363
CS.205	0.692555840571	0.681576136246	0.681142434172	0.682372128268	0.673695745352	0.721169646766	0.706554622154	0.706015462615	0.748240360492	0.570435984341	0.729588334138	0.729099038913	0.691451383575	0.649485133895	0.715071532924	0.634210577967	0.583704322151	0.70715250778	0.645036900279	0.706029742644	0.658971842097	0.661155987523	0.527027755876	0.671025894968	0.610646423089	0.689664102256	0.699745420289	0.668449995203	0.713872672795	0.560312592306	0.584706201822	0.630707274045	0.559066578851	0	0.600983627204	0.523298972232	0.610503083907	0.590948393799	0.634356453207	0.674268245314	0.628550895092	0.653127333818	0.579395264151	0.543462679948	0.512243308606	0.65288474936	0.581237845562	0.528469150911	0.626278784381	0.646658446815	0.578185145775	0.589159732981	0.582192972507	0.583188711583	0.638565133657	0.536318532739	0.580831065539	0.630350209605	0.61442279234	0.66061599636	0.679073845915	0.654276957013	0.617919771124	0.61009129469	0.590013915136	0.678269174589	0.688211849954	0.684790293959	0.553817492074	0.683218736695	0.667727220573	0.740267937573	0.584433150637	0.592474635956	0.661206638352	0.713521310127	0.738457955037	0.735362815251	0.72507924539	0.723705641127	0.755356047253	0.67424056044	0.591051852355	0.718126214694	0.735342997659	0.748569110998	0.682449204717	0.724920564007	0.696974254317	0.713999476962	0.689572844122	0.622337549079	0.685778643075	0.686882474082	0.617120467228	0.679975549346	0.739698130858	0.701813797554	0.712103837966	0.707365565279	0.668878410664	0.655324317956	0.641731283791	0.714107515548	0.681128908936	0.566297758411	0.58416691761	0.665878997208	0.6410058035	0.596346379052	0.624582111947	0.626493604869	0.518836801424	0.536639431001	0.646940569152	0.598510671018	0.602953494692	0.638145944688	0.709349114333	0.660536109816	0.652316304351	0.646552285945	0.630305417872	0.507861384942	0.570753021918	0.488963710088	0.666798634374	0.596728787082	0.517393129484	0.532529397739	0.573926626493	0.631488596466	0.611747500548	0.638072943171	0.664727299884	0.577714192053	0.608411231535	0.585367315984	0.605419171078	0.667782941991	0.583800090098	0.604831565215	0.598910777087	0.573930889421	0.624474041156	0.711748798252	0.715262898703	0.616164894054	0.568698592535	0.670768641962	0.675327529858	0.702385164949	0.672956164083	0.717920826878	0.663276839507	0.59678274544	0.658106998764	0.674539607268	0.622977392142	0.683326874632	0.664473484453	0.67185356603	0.703473977394	0.678068647796	0.699527870899	0.711993039235	0.730440845146	0.672268845771
