CS.099	CS.105	L.012.M1	L.011.M1	CS.011	CS.104	L.001.M1	CS.039	CS.314	CS.257	CS.176	L.033.M1	CS.028	L.036.M1	CS.035	CS.058	CS.117	CS.067	CS.040	CS.301	CS.327	CS.161	CS.154	CS.076	CS.341	CS.381	CS.388	CS.290	CS.305	CS.153	CS.126	CS.292	CS.236	CS.232	CS.282	CS.136	CS.203	CS.213	CS.041	CS.380	CS.302	CS.376	CS.375	CS.224	CS.378	CS.369	CS.177	CS.389	CS.254	CS.129	CS.323	CS.372	CS.268	CS.178	CS.256	CS.385	CS.359	CS.148	CS.181	CS.182	T.CS.003	T.CS.052	T.CS.028	T.CS.057	T.CS.072	T.CS.069	T.CS.022	T.CS.079	T.CS.067	T.CS.019	T.CS.038	T.CS.034	T.CS.025	T.CS.014	T.CS.058	T.CS.159	T.CS.124	T.CS.112	T.CS.180	T.CS.114	T.CS.130	T.CS.167	T.CS.119	T.CS.106	T.CS.100	T.CS.134	T.CS.160	T.CS.131	T.CS.107	T.CS.123	CS.356	CS.241	CS.103	CS.085	CS.246	CS.006	CS.088	CS.087	CS.015	CS.242	CS.082	CS.237	L.024.M1	L.034.M1	CS.238	CS.150	CS.304	CS.151	CS.330	CS.347.0	CS.188	CS.364	CS.113	CS.207	CS.308.0	CS.191	CS.187	CS.165	CS.228	CS.346	CS.163	CS.202	CS.285	CS.227	CS.080	CS.152	CS.319	CS.194	CS.343	CS.158	CS.322	CS.361	CS.320	CS.223	CS.112	CS.270	CS.326	CS.390	CS.145	CS.262	CS.255	CS.370	CS.253	CS.393	T.CS.008	T.CS.061	T.CS.055	TFS.020	T.CS.066	TFS.021	T.CS.043	T.CS.064	T.CS.026	T.CS.031	T.CS.045	TFS.022	T.CS.049	T.CS.036	TFS.025	T.CS.158	T.CS.157	T.CS.166	T.CS.095	T.CS.109	T.CS.141	T.CS.151	T.CS.142	T.CS.152
CS.177	0.708954902525	0.682129503878	0.704461534636	0.644660705363	0.676150245318	0.656798362649	0.691014450357	0.657567015485	0.636605459717	0.675242613766	0.634671206313	0.64961672195	0.692349204658	0.683468579879	0.683010719228	0.590578580184	0.685802768812	0.615428888485	0.698822878557	0.639845029611	0.680907140875	0.594912210795	0.651672703469	0.625474491859	0.53338730753	0.627225795074	0.701304241161	0.554826873891	0.653465696795	0.660514205525	0.590256859298	0.599351178466	0.679777298141	0.644376584511	0.59432252775	0.623138958101	0.669125188853	0.562827136979	0.66179328362	0.654252412521	0.637443693282	0.553778038941	0.564928476358	0.595639021725	0.601026893063	0.607102827481	0	0.544526696574	0.524959148271	0.560642218464	0.543129046582	0.547913353803	0.581421915558	0.59894560125	0.506403181559	0.580528940837	0.591544605754	0.548442519518	0.538908166086	0.56075553385	0.664674803657	0.635672241817	0.638435181651	0.579108262324	0.653477442983	0.628445978717	0.638244405305	0.535861379355	0.646911415087	0.62941088208	0.690716223138	0.668473672539	0.621507155087	0.670529392545	0.63640399406	0.724215434912	0.691705577585	0.643839210167	0.686465319546	0.697814151732	0.641295352202	0.676119724596	0.711073672006	0.712514932459	0.700084270177	0.676061654308	0.700127264746	0.639010186542	0.681379724877	0.633407405872	0.641322347666	0.699492061821	0.653781703862	0.678899280616	0.641227529992	0.662868476298	0.688391248391	0.673650329334	0.71865193205	0.65336497326	0.689312962018	0.604293371901	0.688275233489	0.6589614003	0.644153459254	0.594861011409	0.661795525097	0.654555623094	0.527684280409	0.606057239306	0.598371410351	0.609691083754	0.671898797397	0.595109892894	0.640119538324	0.690899924708	0.531659748943	0.63894766867	0.632551677486	0.657640060856	0.639854543668	0.645292066606	0.630123681768	0.636332244751	0.616917906119	0.634789381051	0.574188444395	0.586834669443	0.526856002195	0.646934570786	0.511472121713	0.604661190074	0.533688770799	0.538813723194	0.630620411545	0.55011875957	0.57344039907	0.553057404656	0.59831029963	0.541882208481	0.536521705478	0.56092351759	0.578778643093	0.634145907832	0.641682690538	0.632676897778	0.656973713465	0.693980787372	0.690214456635	0.640530591739	0.670562209735	0.64740533283	0.646310694586	0.653433076428	0.66002674299	0.67599148453	0.60529699958	0.684428238091	0.618708757914	0.668559392051	0.671250060342	0.645242596956	0.713869477581	0.705391638248	0.684705601143	0.672583918838	0.683203641088	0.655477688148
CS.389	0.689425005634	0.616161706884	0.679274289881	0.6325720389	0.617634447155	0.608055447628	0.654817647123	0.635038691794	0.610583756793	0.660976255966	0.5888312158	0.675246085569	0.648213192697	0.661709771025	0.651865461186	0.554009283002	0.640756896335	0.624636763014	0.663423362545	0.566082557296	0.653813061156	0.544310410101	0.655536404695	0.58879859773	0.54639308682	0.573175235476	0.658287983947	0.505509063668	0.623031985432	0.605459762587	0.543577613157	0.57056433975	0.65697860528	0.608333551423	0.523762015913	0.560250558267	0.636840667907	0.545328685507	0.610253955472	0.598933124081	0.558518834466	0.494583165903	0.555245527361	0.657880494591	0.604371564004	0.588850775236	0.544526696574	0	0.489518608783	0.586999605077	0.493141283641	0.501203901483	0.591870507596	0.568218551563	0.544004004676	0.508401953947	0.55016207043	0.569830433497	0.520219322183	0.486753775543	0.652063311619	0.572383050126	0.59008693043	0.596280970363	0.578639036367	0.573075929236	0.602292860465	0.529567182438	0.606541167549	0.606905278489	0.646405045154	0.600422038907	0.594635150698	0.609336613627	0.623579124595	0.693334879717	0.661235580055	0.614718220525	0.639528924397	0.680819390556	0.620466217946	0.64745105934	0.664582387043	0.690121432743	0.686997606764	0.638439280637	0.673098009076	0.636084504856	0.649282987065	0.599363678029	0.633739530959	0.670188556683	0.618364454478	0.63320794841	0.620209948001	0.634182082649	0.699608412557	0.63063419263	0.702669869927	0.621701559883	0.635796254197	0.578804861984	0.664475364011	0.645345915235	0.617237790649	0.565096207015	0.628152519178	0.579473265174	0.501939845153	0.578677996688	0.575847064353	0.571671002692	0.635002302037	0.559613929395	0.585274362771	0.636381137758	0.515593723847	0.61076451749	0.626981388242	0.60892349612	0.60396165764	0.621927844789	0.577167797969	0.648776219054	0.585464095484	0.59331330392	0.523978989084	0.614428005382	0.544239494025	0.606631869272	0.539952603272	0.582973615046	0.522832273026	0.495123984982	0.583490582497	0.526114038089	0.525907542085	0.516118760385	0.547306699602	0.559272475109	0.513306965749	0.531843922003	0.581222305507	0.638966246268	0.615993218	0.580769270863	0.641454962145	0.642022669224	0.663785877177	0.646210659465	0.644680632484	0.631068710284	0.587406322585	0.623020819627	0.634594295042	0.657835986369	0.576957842678	0.634543087109	0.590339447444	0.626204419623	0.663098826875	0.612599291105	0.706777233314	0.666023061397	0.681426866568	0.680093808352	0.666593940017	0.59347158441
CS.254	0.702583847813	0.630670605182	0.675894668075	0.612791627984	0.640653005339	0.623402333309	0.665222855706	0.642941447647	0.626394732059	0.667803169244	0.540245943934	0.651818876546	0.640704209906	0.652646005796	0.647966089055	0.553711489417	0.65521215517	0.65431327858	0.668238023497	0.528203502067	0.687957796566	0.568574565124	0.674841371203	0.598971976535	0.546463700222	0.543025295524	0.67635944602	0.520632635769	0.593234378539	0.616626630719	0.53228749643	0.534843443638	0.651295789287	0.590784754742	0.524299280625	0.569933587274	0.626569420211	0.556005613868	0.591023174039	0.600108389375	0.619699189448	0.512665318812	0.564666180182	0.664688608091	0.638565050877	0.573898814778	0.524959148271	0.489518608783	0	0.531484614695	0.44315447379	0.456566323725	0.53051952325	0.543470174608	0.4878907985	0.473548324751	0.620375864154	0.55020220141	0.475511763276	0.478461918211	0.656727360408	0.596829010464	0.593880159962	0.623317289019	0.624298926404	0.583979201497	0.579096758442	0.55170213228	0.625185529773	0.598092541198	0.668974732704	0.619818593275	0.615326404095	0.623503179976	0.600776475023	0.68963594881	0.659462024519	0.612946390355	0.659104331008	0.676973000659	0.591511675711	0.659178108258	0.671056318664	0.688243661346	0.665780661495	0.647297211349	0.656636757088	0.601903490145	0.635717378151	0.607845952162	0.65572157365	0.686856313931	0.623665725939	0.628918280108	0.603994185352	0.639012116758	0.708066463909	0.666520739588	0.727764312317	0.609134752369	0.625384112282	0.583327803439	0.686220150958	0.6133474534	0.631842733164	0.56305353352	0.632868797379	0.570650365467	0.512468933123	0.592750221947	0.59598789981	0.606459456024	0.66168316734	0.596588255397	0.627714307926	0.642444952299	0.497944284057	0.635588954464	0.613611172246	0.661322208275	0.624858894758	0.668168078637	0.614881568138	0.659765245672	0.602678292159	0.540793666086	0.512834481736	0.584609486984	0.537414136833	0.614747716765	0.498252180146	0.584614868049	0.505988594788	0.474907510038	0.584395408073	0.481828575693	0.526706137363	0.503816612274	0.493763076709	0.528231306156	0.503060266544	0.462152640021	0.622540610998	0.562772724129	0.617809014315	0.591828304351	0.642048531493	0.653937261092	0.677266287438	0.643193284871	0.6598256459	0.612294356781	0.619203683594	0.617998376008	0.660127659772	0.640877773634	0.579815680791	0.645179198521	0.607227999478	0.629669913078	0.67085174825	0.606158172293	0.689816138755	0.666293378394	0.678007641873	0.662591822641	0.676190418016	0.608429664265
CS.129	0.606380860117	0.61371469936	0.638974595769	0.574481774044	0.59792519751	0.588491391829	0.603158351577	0.574808835396	0.563237873154	0.579842546963	0.606336378299	0.636806592139	0.595815477922	0.6079734458	0.586452975456	0.548105443817	0.56960054679	0.67964896626	0.636903156734	0.60377491155	0.623903456192	0.620236830693	0.7204180314	0.584105443242	0.607876113428	0.567914180709	0.694152730475	0.591047220185	0.598907157119	0.577169521496	0.560786466984	0.576651183771	0.664610101541	0.559150737885	0.623947337214	0.585640880141	0.615187925265	0.60854307873	0.613745431038	0.595755747305	0.682610993412	0.586733567552	0.576887938453	0.682117592216	0.642469314924	0.637505646212	0.560642218464	0.586999605077	0.531484614695	0	0.555262221413	0.566031808121	0.556420811031	0.582926479303	0.533309923036	0.573715400965	0.624371114082	0.561797320764	0.553016706158	0.538399109503	0.619244913766	0.645497963566	0.58856458359	0.662627536914	0.594002865592	0.616043930868	0.574049872244	0.612825354521	0.593936631487	0.564110354001	0.619551675635	0.601756356796	0.573056821138	0.629492270016	0.56545948083	0.62628639848	0.580936334795	0.585641179485	0.599692922402	0.576481381635	0.562081929861	0.607962327129	0.598372134124	0.61989997834	0.600598537032	0.595534690853	0.605159033979	0.589980198771	0.608278469635	0.56534043619	0.680402121899	0.635032846655	0.579567062544	0.552656058036	0.570662547212	0.566046980153	0.661396451102	0.587139400195	0.663977145921	0.566897975567	0.579841356432	0.582666313826	0.631104961579	0.578169536356	0.587235897614	0.519131343271	0.643283963225	0.624005979363	0.574040822761	0.62549822296	0.644706173092	0.653997733222	0.612157863064	0.596272444026	0.648198175416	0.617765559979	0.559459326412	0.661746703297	0.562174641078	0.68372484952	0.606069803025	0.640462471979	0.665263371145	0.722363045174	0.574131493621	0.571110846081	0.600426553692	0.654044773223	0.589592740711	0.588810218779	0.582125726185	0.620561978658	0.538402250294	0.56084349541	0.590667891314	0.572067232604	0.57859774893	0.577351491587	0.556528435199	0.577421908054	0.538772709999	0.578287942615	0.645947991899	0.612526790626	0.628791100215	0.603895478219	0.588827370231	0.623313961124	0.602152716757	0.604840952745	0.630217071127	0.559493267795	0.653755442023	0.584551584254	0.609005267942	0.623142704413	0.618683635711	0.595261658176	0.626768893423	0.599825374479	0.596265052085	0.608431098536	0.612253881704	0.602997152332	0.610375993576	0.586083342438	0.617785284488	0.594386008583
CS.323	0.68014116828	0.595808181784	0.670855328766	0.598803870453	0.621514487474	0.601399267084	0.657975131905	0.652399435472	0.615667082771	0.681686086323	0.523780408522	0.673493074591	0.626963047778	0.635974230062	0.6522940409	0.529392472329	0.65845979437	0.684929864273	0.666163485001	0.51093258292	0.683960133182	0.581120980087	0.706405542619	0.605860906731	0.547714017632	0.515483739959	0.687527096291	0.512629569754	0.579870495677	0.610085586799	0.520021364912	0.534544402675	0.645203113426	0.550079904992	0.514641308279	0.546325581568	0.606102001107	0.544239766909	0.608752806452	0.571051144272	0.623644216146	0.513982706488	0.545000596261	0.676101339965	0.651638624631	0.563594221137	0.543129046582	0.493141283641	0.44315447379	0.555262221413	0	0.429270003644	0.538846520155	0.545436191996	0.480466985683	0.385125453301	0.60791116768	0.561963807027	0.465055323569	0.422433776752	0.636895405296	0.551347853016	0.543541845599	0.627533754381	0.574146519378	0.530781228709	0.558665451918	0.558160642534	0.601631776892	0.614808345512	0.646075724786	0.597152305005	0.562776771149	0.592665014777	0.586424371026	0.664629515325	0.631065552919	0.59713932404	0.651538580966	0.66741502414	0.576706393104	0.631601130655	0.637185473032	0.656813218418	0.661109409517	0.610256289767	0.618882578913	0.579301919379	0.612023039469	0.594594936645	0.679992111063	0.658772828643	0.620769108958	0.630841432915	0.568762162683	0.627724532416	0.719418264525	0.671608697234	0.713205582659	0.597047865132	0.614794843612	0.586575632611	0.689549343534	0.621542559864	0.628384598131	0.57126846486	0.642798181165	0.544364864598	0.513549584173	0.623450968946	0.607360485284	0.576781596626	0.648289878366	0.581174834976	0.646240691661	0.630772833046	0.485318065782	0.672131211334	0.622874601341	0.670488429001	0.617996216531	0.653450791529	0.615729157491	0.680744741963	0.583873445806	0.50846958023	0.458512542355	0.617992528519	0.522684054679	0.614494959468	0.515996110931	0.582907763515	0.488268199236	0.467356280031	0.610531135056	0.482655681273	0.518722478041	0.483431428835	0.473894699235	0.560841243221	0.465209545333	0.455206122149	0.647450541808	0.59416325946	0.613590523136	0.568926874384	0.618043342545	0.618244578785	0.649141590314	0.637729117662	0.63093612478	0.588316748783	0.629210410906	0.608924501696	0.633282332932	0.610566244563	0.551386795329	0.632706589365	0.582895771358	0.597612262824	0.656835430223	0.573797788047	0.667990771191	0.629444800511	0.686256772866	0.643593569629	0.682339370494	0.610347842897
CS.372	0.691862272234	0.617045353459	0.675414447663	0.613464924256	0.623477852145	0.607561542662	0.664871236273	0.64476316859	0.642723990589	0.66732338331	0.550113030436	0.67479643343	0.629001881737	0.62828910804	0.658861086245	0.550050702447	0.641072466944	0.65944475913	0.66199544811	0.534936013122	0.666262662814	0.578582019587	0.677663605529	0.604572046571	0.554382643139	0.534420667508	0.690769620632	0.520259271249	0.604756629959	0.607284705011	0.538477690209	0.567810699943	0.629298614597	0.583664019298	0.53338972458	0.570089403649	0.629636514073	0.527116968101	0.589116644994	0.567074447401	0.620900344835	0.499226032499	0.580148427837	0.661462696934	0.642111696549	0.577762851903	0.547913353803	0.501203901483	0.456566323725	0.566031808121	0.429270003644	0	0.518550526358	0.562449307443	0.489638988277	0.440364194985	0.621624384711	0.538188988436	0.470801383221	0.450068026346	0.658537909299	0.582850963642	0.549104049843	0.631527428499	0.600352462675	0.560265646183	0.577996363783	0.567056919923	0.628945290563	0.636106941643	0.633838895105	0.621741120779	0.587681431082	0.611740386689	0.602464251204	0.665557711011	0.652580742966	0.583025801775	0.648630174834	0.677223744646	0.59771007045	0.650456546209	0.653942702396	0.668788015718	0.655146773144	0.628378250535	0.643584759052	0.610296779454	0.631842554377	0.595449342156	0.696527735957	0.656278051574	0.618271557872	0.633141961481	0.605675837031	0.650841558098	0.717093175144	0.666297039455	0.681248941876	0.598267709104	0.63268770288	0.591950864904	0.690323932197	0.61921417593	0.626210056593	0.57006733374	0.626879639113	0.543071008354	0.522409691804	0.619388139272	0.599985841374	0.59882666316	0.64037826615	0.603321628706	0.630341418441	0.627031311879	0.51878044386	0.652554248529	0.620430065287	0.66706308158	0.631208542831	0.654861232569	0.610961025179	0.673440063072	0.591937423024	0.536786461778	0.486716450708	0.638146594418	0.532358061111	0.603613104229	0.524564921218	0.60689669303	0.487700566294	0.476599524337	0.585340822557	0.46856897816	0.530436678053	0.484251901936	0.516577611455	0.546074047157	0.479032194551	0.444749209866	0.640802779645	0.590869672415	0.62546251145	0.578141547982	0.611489048495	0.639740761316	0.644419379215	0.656349673312	0.628626687768	0.59789650604	0.646246518832	0.620512378296	0.657464583074	0.636683479865	0.586827087519	0.651525730165	0.602902883296	0.622762669578	0.670283806344	0.608283710876	0.679180638299	0.65479648907	0.678499074336	0.642597175341	0.6725491951	0.629624874306
CS.268	0.676716606242	0.651441931233	0.706124296621	0.638470373929	0.660099216216	0.619770942561	0.644374323124	0.645727980622	0.640877427579	0.64679410016	0.606030589114	0.666111138645	0.636903419521	0.670865763127	0.648435722599	0.56907039035	0.648575144033	0.671806029173	0.661007167809	0.623516022361	0.688242035363	0.620661006465	0.698805335153	0.600992206454	0.626852783426	0.58428101777	0.721169184011	0.592294358897	0.652726346407	0.608178673557	0.623983178501	0.562597236873	0.61539522933	0.600699779359	0.605175400455	0.569108695332	0.666338394329	0.612882172906	0.605064450454	0.656908137403	0.686634643901	0.609888414848	0.584721462171	0.690748197721	0.640698413223	0.579157095608	0.581421915558	0.591870507596	0.53051952325	0.556420811031	0.538846520155	0.518550526358	0	0.594123040411	0.532253370121	0.514268876833	0.667344821757	0.53826239539	0.549163581459	0.546566888312	0.697190343586	0.643550806967	0.656730482628	0.666379338994	0.633993539468	0.656458971674	0.620499344439	0.644579068884	0.651687117597	0.610208897642	0.669395016509	0.664069016754	0.634130921105	0.651369709959	0.623000173974	0.693493974434	0.658464064818	0.64596990027	0.643774396325	0.679621519093	0.652525628639	0.66933554685	0.66488715582	0.703400388208	0.670943308785	0.686587684892	0.675872703023	0.661225269763	0.684835080547	0.641409938519	0.719373293731	0.717292207592	0.614048990819	0.622177503554	0.62062423742	0.657764459985	0.72123739121	0.669078124424	0.725203793517	0.650276809028	0.643956066115	0.570984206063	0.701015641304	0.643421363362	0.656041112225	0.574474236859	0.648517831817	0.628528621315	0.589061651835	0.62619986711	0.646730874531	0.640530729087	0.692631401409	0.604984541456	0.663410292415	0.676699581333	0.575176721886	0.668641363442	0.589735544199	0.669342539631	0.61521400144	0.670183948213	0.621345441959	0.699495562951	0.593642361431	0.609392887643	0.601375608485	0.680329761679	0.590307889386	0.607948343578	0.580350588417	0.635766086074	0.560885254562	0.56838320734	0.589624910505	0.531902404614	0.595643651086	0.528166467934	0.594600435529	0.628355202624	0.556684633892	0.543072070911	0.643208505064	0.602714629878	0.703427143586	0.650368608901	0.649340947735	0.691096289738	0.6705432146	0.670096991273	0.68512824296	0.636645483577	0.665928323571	0.656017790212	0.686051902677	0.690317970177	0.662823114674	0.639634406706	0.675169000696	0.674153639716	0.675800168772	0.66864803397	0.708223112912	0.682358064789	0.714857477688	0.701130679036	0.731278299254	0.679526922064
CS.178	0.640340622355	0.586582147524	0.606615248205	0.607194354674	0.606796344443	0.577282873479	0.590020555672	0.640711301753	0.57454829993	0.64246961159	0.596783770111	0.619565449095	0.608621418545	0.560034780815	0.60101961533	0.577955291563	0.615487615156	0.693261043798	0.633700248493	0.586403529799	0.628287234054	0.64122844591	0.717582139165	0.623548774622	0.593261798708	0.525202190222	0.659581785855	0.603662702179	0.563968243403	0.57786181773	0.519239036614	0.570762707039	0.680177088844	0.550788693783	0.634257580558	0.597028158913	0.597700976364	0.630673489176	0.615849662194	0.553773105495	0.68409677339	0.606650125312	0.572830834834	0.722257285337	0.651433007911	0.630238051502	0.59894560125	0.568218551563	0.543470174608	0.582926479303	0.545436191996	0.562449307443	0.594123040411	0	0.586981581786	0.573812582405	0.691360674793	0.615567110684	0.55023023754	0.529089627077	0.589888190586	0.572060019153	0.559754942597	0.612777455212	0.564082157961	0.545054751696	0.57273958314	0.616625919041	0.560940388685	0.575738976481	0.617029466369	0.553913353655	0.542654415118	0.555380520767	0.546642748875	0.632581213576	0.598354868697	0.576253017901	0.619016739212	0.626521393384	0.564181793648	0.576696142417	0.638939473929	0.601118007153	0.618192611847	0.601936413833	0.598927900429	0.579845851404	0.581846074287	0.580146627553	0.660602501262	0.624359700957	0.598245644537	0.603968532857	0.576825898438	0.592082001936	0.664583042989	0.65412840304	0.661299957364	0.55668892506	0.595198194447	0.627044449391	0.624773978473	0.612185705129	0.614838798668	0.539108089094	0.655448970719	0.56369755131	0.582509696451	0.658371709809	0.57875648702	0.662014896066	0.602613981301	0.64801497681	0.655215838557	0.560990474403	0.562590380461	0.662333311079	0.630455362478	0.721741056635	0.626419486413	0.624025318666	0.671104583792	0.725119987793	0.603835675232	0.524919691926	0.613582778838	0.70332192715	0.635985084335	0.644301086141	0.586283247779	0.612356560628	0.567697885001	0.569138773424	0.603317341339	0.555863202099	0.598255121358	0.581621731429	0.540625712951	0.61715827937	0.587761537009	0.559854253811	0.679420683777	0.603208747792	0.591639241377	0.557705874071	0.592816547322	0.577978282719	0.594511221316	0.600757147389	0.582778434137	0.588060201685	0.637234851958	0.583190168804	0.606741756962	0.553659639595	0.647037206293	0.604468514238	0.576882249167	0.567379228267	0.60615590421	0.560134820633	0.613252178301	0.598522601423	0.613463357612	0.597048490941	0.615623318103	0.54366864396
CS.256	0.697967297007	0.653240683498	0.676477553977	0.621505076648	0.659763714033	0.625712606154	0.67385979108	0.645972699052	0.629434785727	0.668875486062	0.611275161402	0.671116166293	0.643485380717	0.658677161535	0.669685900364	0.577732391046	0.648231235605	0.610475830094	0.690406155184	0.583393481467	0.672296539189	0.582921150407	0.683232655893	0.609640658825	0.504735701075	0.583874059097	0.698811730978	0.525860052644	0.637952448526	0.633432180886	0.56491629721	0.539093745794	0.656246889406	0.597439978301	0.531858564394	0.572940959002	0.633012846267	0.536071597367	0.618684957859	0.623555280969	0.633387847725	0.537631198048	0.588722371339	0.619532150696	0.624294471614	0.576477376661	0.506403181559	0.544004004676	0.4878907985	0.533309923036	0.480466985683	0.489638988277	0.532253370121	0.586981581786	0	0.516367452567	0.6080061751	0.509916447606	0.500925314374	0.492712809159	0.668586904598	0.612792777351	0.590878740541	0.626049896332	0.645292690144	0.573853134192	0.58434957469	0.566473957433	0.64820619101	0.629246083434	0.669711429241	0.654667618833	0.611917518599	0.640740116466	0.616595319418	0.678103169203	0.67016614981	0.615425587001	0.688237314631	0.680125272484	0.626365464585	0.662849844687	0.680092356511	0.671596787226	0.66987354621	0.664992020491	0.659434931328	0.629215760507	0.662358799209	0.614942150904	0.674609981047	0.674305606931	0.636211057967	0.635167175188	0.617508877496	0.639143118872	0.717674914849	0.676044545438	0.700840811511	0.641055556699	0.665207069435	0.570379649544	0.687032333876	0.624077035494	0.628519970833	0.538469406109	0.677595220666	0.614877482354	0.514521481768	0.597008128407	0.631010580475	0.613607413962	0.665458481661	0.576457627311	0.643344499315	0.669887129686	0.509062251729	0.647717934827	0.620889457641	0.661231127623	0.630204285918	0.651125265264	0.616092135689	0.650323386338	0.611688200109	0.582093323795	0.50701495131	0.556146359455	0.520422889526	0.605960774678	0.460703540422	0.60591594499	0.460873556658	0.512317909698	0.587736730593	0.487194664725	0.545218833357	0.528125027212	0.554888579114	0.551717882608	0.499586824418	0.481626556839	0.619387853315	0.606388400648	0.633149846571	0.613625705443	0.631531781029	0.677241951296	0.679731666656	0.646896926423	0.665304487273	0.617945564273	0.635339948386	0.639357241798	0.665031946951	0.657754624821	0.55047699425	0.655451481125	0.624817603437	0.639673475539	0.676616861884	0.624181145998	0.686680126073	0.657639259291	0.67288801982	0.643079055144	0.681035197519	0.65374406502
CS.385	0.680232585306	0.613102536457	0.685594781499	0.605058088593	0.623579011925	0.611095504164	0.651190721145	0.661695952784	0.630291931837	0.675779308509	0.520005757187	0.663383194736	0.623910233016	0.654519561402	0.640403213388	0.539880557125	0.663027870043	0.689456828548	0.657153166694	0.526674580743	0.69357251042	0.586687511037	0.70452665	0.602461637411	0.589225635115	0.527859297113	0.683344083408	0.544695029504	0.605408098754	0.600059240655	0.549090606434	0.540593748726	0.639656001078	0.56973227786	0.537679167174	0.535536646105	0.623487815807	0.571417392074	0.60900501775	0.593335542773	0.63721434104	0.559992381416	0.572754158318	0.690920371217	0.661734183527	0.5776813438	0.580528940837	0.508401953947	0.473548324751	0.573715400965	0.385125453301	0.440364194985	0.514268876833	0.573812582405	0.516367452567	0	0.618469486509	0.59771962413	0.49213280632	0.472508747524	0.667010075915	0.578166402807	0.582822570682	0.638625434164	0.587803516962	0.573652230716	0.578085915009	0.599206826938	0.61584588674	0.601881479186	0.642834677866	0.618491494239	0.564326989985	0.603027115521	0.615079339344	0.666476342638	0.646715727919	0.618573197637	0.619177670396	0.670275622633	0.603473939559	0.653363835076	0.652123826574	0.670532724566	0.667667421371	0.649257729515	0.637344266095	0.615013526169	0.636542297496	0.597694608919	0.6780944441	0.671986334738	0.622194092548	0.62777146602	0.589980277762	0.642708925342	0.72247856248	0.669303166442	0.709287525016	0.620774969255	0.615464960884	0.587829756	0.697603419	0.626412041289	0.636406456081	0.579417383586	0.632265325975	0.551088187356	0.526858819307	0.611930163954	0.614831197123	0.56437492933	0.66277539033	0.585874457345	0.62324315048	0.645736833185	0.487699568699	0.6643049069	0.619783823177	0.685142625894	0.60093981914	0.661000583357	0.610003346956	0.686264256152	0.585931551837	0.522628136148	0.487500252952	0.640803345225	0.564655885719	0.625231401596	0.53588714877	0.589231225851	0.517530969357	0.500395612468	0.602130647501	0.50530254807	0.534810250252	0.493858406596	0.501059846312	0.584326476583	0.510999399254	0.471719041576	0.654321541616	0.589533356503	0.635897919645	0.598793353559	0.635998378147	0.646138223829	0.649458397297	0.659272852987	0.655964690521	0.621284545961	0.651903914551	0.638468857005	0.660665430647	0.636115533733	0.595296915414	0.637613446695	0.614271084668	0.621848319753	0.68404420977	0.61579713254	0.683551572102	0.649359195165	0.713782905394	0.677146127039	0.706918645207	0.63127148673
CS.359	0.736644613537	0.697717907411	0.76500890322	0.711875116877	0.694941837711	0.685199623362	0.732784993023	0.711034194348	0.682571831281	0.726438231947	0.67066443816	0.726085077036	0.711969740445	0.74517673575	0.715514519971	0.632454858132	0.713710369395	0.634018390519	0.701478428976	0.656340028902	0.72877711963	0.602381741437	0.659426738071	0.626970135065	0.616156126511	0.675500150702	0.649732138305	0.622547219405	0.722003748653	0.686090368166	0.667617626856	0.643169188257	0.690745458632	0.684949538619	0.597616099466	0.655794664639	0.719171455256	0.583665798247	0.678355143092	0.718452936834	0.590842142808	0.585235149916	0.648291927414	0.595986127376	0.608404301006	0.590029600213	0.591544605754	0.55016207043	0.620375864154	0.624371114082	0.60791116768	0.621624384711	0.667344821757	0.691360674793	0.6080061751	0.618469486509	0	0.627669590367	0.616253231128	0.605818780436	0.733718227618	0.658869761618	0.672149321568	0.647822481225	0.699825344487	0.681374443452	0.71553044419	0.620885134441	0.700706015945	0.659424535808	0.74073162998	0.728822951858	0.686561033289	0.694067182647	0.700124232112	0.763123679489	0.724182504753	0.706095342295	0.698247843222	0.741731881601	0.70450159565	0.734152799267	0.7351148916	0.754010755644	0.751706896156	0.710082645543	0.747429693649	0.716402858718	0.727212891697	0.683127890511	0.648251852844	0.732936637364	0.693432673242	0.70291112798	0.671604538546	0.680561864455	0.708328894844	0.683405704127	0.760426662596	0.719969932103	0.723172734093	0.624678554169	0.713072255453	0.716562350564	0.664310579136	0.646991123114	0.669405735173	0.669147083879	0.590549263471	0.614375939987	0.649348184061	0.594908518723	0.710188676139	0.591294799239	0.625286847386	0.730175579438	0.583741823145	0.652526888853	0.674784298616	0.599954907934	0.615249091757	0.657895008819	0.602973903939	0.628222264953	0.648853025252	0.696148241857	0.584761875524	0.61729896801	0.604620966066	0.651075234053	0.609358332331	0.649448075357	0.599975734482	0.572638672514	0.656728265714	0.613555999765	0.573624785381	0.60379332986	0.645779927277	0.622523563623	0.616379609626	0.649866197059	0.567936156412	0.718272900734	0.699937463981	0.68847569578	0.710540112392	0.739816347179	0.719835873418	0.731367106538	0.726302281938	0.705617493358	0.639382821259	0.726382911055	0.703498672923	0.74091560637	0.629973702372	0.704304469015	0.677348341226	0.724800982651	0.708835581795	0.709451466676	0.750644227189	0.732748033794	0.749821624599	0.711849351063	0.724052400227	0.693291157777
