CS.084	CS.094	CS.005	CS.019	L.005.M1	CS.265	CS.280	CS.037	CS.021	CS.007	CS.277	L.036.M1	CS.022	CS.354	L.007.M1	CS.072	CS.137	CS.365	CS.367	CS.290	CS.060	CS.377	CS.269	CS.335	CS.067	CS.248	CS.153	CS.154	CS.382	CS.366	CS.136	CS.128	CS.224	CS.282	CS.376	CS.378	CS.236	CS.292	CS.126	CS.232	CS.374	CS.302	CS.205	CS.380	CS.375	CS.182	CS.359	CS.254	CS.348	CS.372	CS.385	CS.349	CS.178	CS.268	CS.166	CS.177	CS.386	CS.183	CS.214	CS.129	T.CS.059	T.CS.082	T.CS.069	T.CS.007	T.CS.028	T.CS.014	T.CS.004	T.CS.058	T.CS.029	T.CS.041	T.CS.016	T.CS.079	T.CS.040	T.CS.085	T.CS.052	T.CS.147	T.CS.122	T.CS.121	T.CS.139	T.CS.097	T.CS.110	T.CS.130	T.CS.102	T.CS.123	T.CS.134	T.CS.117	T.CS.128	T.CS.119	T.CS.178	T.CS.167	CS.082	L.034.M1	CS.015	CS.087	CS.241	L.024.M1	CS.103	CS.088	CS.238	CS.085	CS.110	CS.006	CS.356	CS.246	CS.237	CS.274	CS.150	CS.387	CS.191	CS.304	CS.189	CS.347.0	CS.044	CS.207	CS.308.0	CS.187	CS.345.0	CS.228	CS.336	CS.188	CS.320	CS.112	CS.318	CS.152	CS.339	CS.322	CS.319	CS.321	CS.202	CS.343	CS.331	CS.158	CS.080	CS.194	CS.227	CS.145	CS.255	CS.262	CS.393	CS.370	CS.270	CS.390	CS.326	CS.253	TFS.025	T.CS.008	T.CS.043	T.CS.045	T.CS.049	T.CS.064	T.CS.066	TFS.020	T.CS.026	T.CS.036	T.CS.061	T.CS.055	TFS.027	TFS.022	T.CS.031	T.CS.095	T.CS.158	T.CS.157	T.CS.166	T.CS.151	T.CS.141	T.CS.109	T.CS.142	T.CS.152
CS.366	0.740818319349	0.663054804889	0.748001844578	0.688963451222	0.731348268448	0.745203573034	0.736494095672	0.642268280096	0.602089273205	0.717429887289	0.658122914234	0.695678125122	0.623764551062	0.694994493205	0.733445108465	0.717842834958	0.652744567231	0.671934978694	0.553557568564	0.536932361454	0.63625454683	0.597025294693	0.582902185892	0.565374201766	0.600937401541	0.607557170272	0.695297835086	0.611738102981	0.627861133272	0	0.627701272867	0.624857864643	0.578012187692	0.535215222518	0.539726686215	0.629231269895	0.686459047938	0.618362989469	0.645932144789	0.703353923425	0.590263649865	0.587387981798	0.527027755876	0.685126436225	0.591367449858	0.62440782181	0.590858875683	0.592710769105	0.619912452602	0.587104855443	0.596136910849	0.618201409764	0.670690775417	0.638752068275	0.623206743142	0.57761007242	0.620436376607	0.566498042756	0.610788071247	0.661803473988	0.721693613041	0.70594231411	0.644666251603	0.625728866916	0.659807690866	0.663099236237	0.625359352977	0.691166559506	0.678069934801	0.679698814649	0.651354051534	0.516824908364	0.720014895535	0.68772789792	0.612343923585	0.752490125145	0.704861770196	0.691756160515	0.751711976636	0.743365736357	0.72386850657	0.707851089431	0.746752771897	0.651028916918	0.712553895743	0.692919631999	0.691276300071	0.738419553869	0.716295150887	0.71300659287	0.727342754171	0.67939188185	0.721946075451	0.674782343917	0.735569548764	0.735879131134	0.699069416018	0.696944575421	0.695467535479	0.717870626539	0.627750387803	0.684558631395	0.622726526967	0.693049289592	0.616153525627	0.526299477834	0.642017670405	0.587502413269	0.717074761464	0.651480856633	0.636475239493	0.58481581528	0.691609994753	0.57234847523	0.622558828498	0.573151277185	0.578972357566	0.676669426141	0.620393707987	0.595803621608	0.5688458142	0.62775193361	0.519400906495	0.666422579678	0.617558882482	0.54975828655	0.537755834715	0.688456945632	0.656980077942	0.534309256999	0.627973153323	0.625308109811	0.636030588098	0.540398964661	0.585476074205	0.653121370594	0.588781572618	0.60775626765	0.667502071262	0.599275881537	0.588593667944	0.582131282863	0.589361733191	0.624021659986	0.655408872395	0.639374811553	0.677483489042	0.689528573889	0.585630500392	0.686991843715	0.729020465663	0.73189295614	0.616427612199	0.708353779326	0.654106470791	0.67464664771	0.70173966607	0.737006615054	0.696527478817	0.754156676911	0.721171768863	0.701720076539	0.698732053577	0.707203086392	0.717456189395	0.741854562021	0.70472087812	0.695776781032
CS.136	0.567376407168	0.65153170828	0.60928701007	0.593889143253	0.675692280642	0.656820731655	0.670300121084	0.616369035924	0.556096056637	0.60652465219	0.584919355006	0.627883314343	0.558689448035	0.628486586621	0.676522108846	0.582603557139	0.591451139596	0.590616796909	0.636082409248	0.560493054527	0.558403951608	0.548000518817	0.658735904936	0.660405328063	0.632463205683	0.52914599501	0.476951211098	0.656996091765	0.605195616082	0.627701272867	0	0.557311963128	0.689980687344	0.571965792018	0.555571850293	0.626516132753	0.58708327939	0.501729828511	0.57262501379	0.507194667933	0.573437206374	0.630298473582	0.610503083907	0.628661421361	0.565400595896	0.545912854191	0.655794664639	0.569933587274	0.580313141888	0.570089403649	0.535536646105	0.564050367011	0.597028158913	0.569108695332	0.584969019676	0.623138958101	0.6600464945	0.612961871298	0.567382175378	0.585640880141	0.614197607564	0.628273254209	0.587627837368	0.591470564422	0.610943925327	0.594426879987	0.585997802615	0.614022180408	0.542855702577	0.60156140631	0.593344226645	0.598598485312	0.614236621254	0.60618798591	0.57821204992	0.672635940595	0.613927526377	0.643284461164	0.676623600406	0.659640322552	0.634098133773	0.63491478068	0.687600231817	0.617317354609	0.631140597486	0.628012553482	0.61662659933	0.659409050303	0.633643525253	0.644823935396	0.554307492627	0.617508006549	0.662766056719	0.59537892913	0.657476488346	0.666964326214	0.567237858169	0.653466017512	0.596155055685	0.548744127779	0.552692623271	0.570763700771	0.663624897769	0.600626040197	0.521341002975	0.601757588437	0.53659282847	0.539183918998	0.614566463732	0.607258823807	0.588441415862	0.587618665632	0.573767880192	0.594199930161	0.551270382295	0.550077987223	0.635308548989	0.53206855853	0.55329261667	0.621044723425	0.531461808393	0.479463896812	0.538739572018	0.566950364357	0.606997584566	0.579163358197	0.541853940003	0.622672532184	0.63522076944	0.590549458364	0.549760057745	0.533538777731	0.5245003337	0.651941644713	0.685345321599	0.569221803178	0.566880008733	0.620695945012	0.589209244262	0.575824701674	0.543567752205	0.567639609512	0.566630269217	0.636080106271	0.597726893226	0.638813943981	0.617721549504	0.617517460764	0.608459710618	0.621150988828	0.652144960285	0.630634935643	0.662219063443	0.607232738005	0.606699391963	0.60961338009	0.628867813785	0.642960925131	0.615591315968	0.665175484608	0.634689913165	0.642505302596	0.606519449858	0.657972974293	0.679238434093	0.658514815083	0.668564657823	0.609474144617
CS.128	0.637486230106	0.633698024605	0.606233448657	0.558340495228	0.625487975842	0.602932965594	0.599817325163	0.638965258772	0.586573116714	0.55587296215	0.532268509225	0.572094633948	0.612907595362	0.613314520906	0.607480373744	0.562993444329	0.549898598801	0.548906362748	0.682026412576	0.55879757639	0.608877493042	0.541496919678	0.710384861249	0.700625259274	0.70889526474	0.528341232936	0.582359778856	0.71177995807	0.498392917003	0.624857864643	0.557311963128	0	0.685451178809	0.557665046343	0.546117187558	0.645114199821	0.631278775808	0.544560693042	0.496087078046	0.55665271544	0.594397084023	0.665886393882	0.600983627204	0.528954784129	0.543704505615	0.495975608191	0.66078764075	0.511052630505	0.554103426249	0.484023929146	0.504704617311	0.521904131311	0.537694807986	0.584211921668	0.566239238749	0.572454696387	0.648402509459	0.61709477676	0.536790074039	0.562248678543	0.649151664132	0.576027142725	0.547752181719	0.622783617507	0.537170665829	0.585655366359	0.55524870347	0.527896185949	0.58114025649	0.555201024893	0.540435421802	0.605726780511	0.565386242714	0.550752948256	0.58569677704	0.601585357098	0.547515417246	0.52545868444	0.613654295151	0.601141433462	0.606819214999	0.535103823867	0.601555406823	0.54320993797	0.590454480229	0.53705601731	0.571021504376	0.62514255185	0.568318984914	0.593836742905	0.603329774379	0.564360710327	0.631235962446	0.623386345117	0.586886350464	0.634243966115	0.59615355505	0.645946203088	0.576879932509	0.608528214246	0.601465402133	0.581846257293	0.681761128946	0.530306888816	0.595004371882	0.594412261476	0.538704418211	0.515337241969	0.593973392311	0.646181633275	0.612514964376	0.63906513715	0.583900029359	0.630450441823	0.634627214107	0.507706441609	0.716215831736	0.6169308579	0.518288651691	0.599421625419	0.483041203	0.5966408501	0.531414230607	0.474914961047	0.595484269387	0.550594415454	0.503227974299	0.542467190135	0.62108448035	0.562995487235	0.493776909133	0.600594569429	0.582581636193	0.67424967731	0.715143575141	0.4956959608	0.534977764558	0.577270264598	0.576362961832	0.511870138529	0.547295261466	0.543501973896	0.556120031797	0.690567547829	0.564270509341	0.581576016325	0.590296169524	0.611165067621	0.616036890474	0.54740850556	0.606301091884	0.594296082461	0.693964761265	0.596122397035	0.548994696545	0.575300975819	0.573561161107	0.582610666787	0.583621726925	0.61895866944	0.548142935025	0.632741223678	0.544143731217	0.578532102686	0.62151397826	0.582361556301	0.626119622196	0.584677902759
CS.224	0.763697357741	0.73637959405	0.764691881125	0.73758629409	0.763750922127	0.782217770551	0.755003291566	0.71284078844	0.672671517811	0.741322953341	0.70661730477	0.769770300886	0.670718688665	0.71441340937	0.765149821763	0.746871531621	0.729177952384	0.721121212034	0.58747558569	0.603700602592	0.686624282033	0.663861100648	0.618909490567	0.613327469163	0.590521842899	0.676784442916	0.723944323117	0.627088434404	0.701379273178	0.578012187692	0.689980687344	0.685451178809	0	0.621174658827	0.623918310103	0.643010901638	0.720606416614	0.690536607928	0.713095141561	0.72352069749	0.624012694137	0.60736028735	0.579395264151	0.735368172264	0.661303083911	0.678217905404	0.595986127376	0.664688608091	0.715155645704	0.661462696934	0.690920371217	0.684892934282	0.722257285337	0.690748197721	0.659127316305	0.595639021725	0.587195940878	0.618758549649	0.64280315834	0.682117592216	0.752865365514	0.744031591153	0.713603567275	0.658905718657	0.720015346524	0.729429057664	0.712959093211	0.731200604393	0.714937433976	0.74224691047	0.712200654898	0.619439569194	0.744695713465	0.745751260841	0.69772935817	0.794907538927	0.751745691602	0.74977780786	0.785425509936	0.78885143587	0.758253036279	0.747578544288	0.757429468741	0.725613400344	0.747913096764	0.73062311565	0.739888993504	0.76632743559	0.768433036537	0.754713907108	0.758992614812	0.726567744248	0.756621347958	0.710426757832	0.758455643178	0.747854424525	0.729104958783	0.735115573726	0.707397314565	0.749412057838	0.650691098176	0.721713764458	0.671113819034	0.732083897088	0.621272735249	0.605109875032	0.66082938566	0.66334847547	0.766027488832	0.6663969428	0.671131294282	0.649921140148	0.728919779906	0.618465760103	0.681250283053	0.641433573876	0.636238614162	0.688631405484	0.693429485432	0.685638315425	0.649397738489	0.682527847485	0.620767676361	0.737415432909	0.68136143269	0.606035645886	0.636700601089	0.733533236736	0.692734048434	0.555298489428	0.710292089637	0.670966060946	0.666415230256	0.576944841641	0.576155658621	0.701975262436	0.66270322833	0.653320271412	0.693440955654	0.683566171127	0.649328334164	0.623313359694	0.648461528025	0.648255909349	0.693021069317	0.706861373072	0.740495440691	0.723628770729	0.640452258841	0.757265160945	0.765511926228	0.782569612627	0.66233268889	0.745385720093	0.709014639772	0.735955329739	0.755787045486	0.77415938034	0.73296485776	0.776785138885	0.74068392715	0.736422090129	0.722184186904	0.742949155101	0.735598810251	0.780047215074	0.730353722531	0.733945917797
CS.282	0.6902974964	0.663474742632	0.695782217174	0.659407357316	0.712623033209	0.702566775255	0.702110579932	0.651809627143	0.581361826243	0.655647334921	0.623499069442	0.67817595589	0.61239570935	0.689055024178	0.706105937859	0.657800400507	0.601366727335	0.626081368285	0.615359714945	0.501712916693	0.633330328725	0.53960428185	0.611363529619	0.605304866324	0.64797941603	0.537690292578	0.629414497645	0.673583763981	0.578875166054	0.535215222518	0.571965792018	0.557665046343	0.621174658827	0	0.519002151678	0.648580839035	0.630821767852	0.576911081107	0.58981461193	0.632317360419	0.550817982949	0.594194008325	0.523298972232	0.638486202017	0.575724851908	0.536379851773	0.597616099466	0.524299280625	0.587984595732	0.53338972458	0.537679167174	0.555229118132	0.634257580558	0.605175400455	0.542786184878	0.59432252775	0.616242354413	0.55149993204	0.550643154067	0.623947337214	0.694620077437	0.665127447402	0.581950630483	0.587510659439	0.608696613833	0.626329043217	0.58438098802	0.650759633631	0.61689056181	0.643448807136	0.599157674844	0.556724204093	0.67843858551	0.634960526698	0.580238852903	0.718342512023	0.654629054136	0.660128867968	0.69941831832	0.714239615732	0.67675950648	0.661066673041	0.711572622826	0.628614800221	0.663751751083	0.662523453554	0.639057271653	0.699706696899	0.670901655589	0.683062159636	0.65570333583	0.641279994235	0.712032124175	0.672186963613	0.709418809854	0.712425527257	0.654156436549	0.716795282139	0.670059421554	0.67583855954	0.612554061255	0.649635314488	0.668354664946	0.626927644945	0.573929006044	0.535246184828	0.599223336242	0.554805440657	0.66673928314	0.623329454208	0.584895183541	0.58549711848	0.62757651043	0.596855454461	0.604265627051	0.497531537942	0.620818465965	0.63985208919	0.5693906188	0.589796982939	0.521097714822	0.587402726693	0.443730217451	0.621731221584	0.593900450856	0.504767368351	0.482596634283	0.650991959602	0.64833750998	0.495633828635	0.561097830486	0.605764582329	0.612756478426	0.567595599204	0.64548075673	0.583254806946	0.537766360658	0.601867235635	0.605864058451	0.560833385565	0.536506763429	0.51836550048	0.521720031764	0.642595171729	0.599138523088	0.618494833656	0.649929099991	0.659324965824	0.546912200467	0.6745029621	0.698982421727	0.682695512526	0.660732081784	0.679738613948	0.60374488639	0.66733922471	0.662307415887	0.684721397444	0.66883205128	0.725741216468	0.652437603456	0.686146790911	0.634728331064	0.679102251474	0.700809553911	0.688527179229	0.670315075129	0.653175014114
CS.376	0.669425020405	0.647691686767	0.687984403573	0.622621867051	0.685877483267	0.696822014035	0.686518119572	0.60454176879	0.525609261062	0.640608598568	0.585957608356	0.644682723371	0.577091005504	0.638991386262	0.6925308795	0.636533346428	0.580751868039	0.64061489568	0.566323118835	0.500174038407	0.596249466487	0.544429335685	0.603778080035	0.600392235151	0.607069968438	0.546392931925	0.619198298256	0.614735205962	0.562980367331	0.539726686215	0.555571850293	0.546117187558	0.623918310103	0.519002151678	0	0.604797653711	0.639025250538	0.567310218989	0.553441590319	0.613648675992	0.518802998396	0.582128866663	0.543462679948	0.61313647718	0.542375451794	0.537857100053	0.585235149916	0.512665318812	0.569916846269	0.499226032499	0.559992381416	0.544363629892	0.606650125312	0.609888414848	0.574632578737	0.553778038941	0.608893772806	0.548175079804	0.563115906541	0.586733567552	0.681536462176	0.640426174589	0.583569096289	0.577249298091	0.584371995461	0.615468124612	0.569211688091	0.61936582078	0.610644687109	0.604512381298	0.566038795781	0.519158183089	0.641141021668	0.59936099142	0.551662090019	0.699938790183	0.626560750363	0.629046858615	0.687951246229	0.697209043521	0.655453858017	0.637917941666	0.687053509342	0.594332032855	0.653761865639	0.647692602658	0.624089542556	0.688065197862	0.67917016208	0.65018173423	0.662275420941	0.624467535754	0.697109494702	0.621439091513	0.679263436708	0.683449572889	0.632231703167	0.67073585828	0.633541336762	0.647831730152	0.603185399006	0.629743842688	0.620667069642	0.632717093659	0.592645973556	0.545939880214	0.574330237014	0.512483333257	0.656376144207	0.623783547401	0.592951095734	0.57507384018	0.599676812977	0.580930444411	0.577613485607	0.513370296682	0.601429022025	0.630549401057	0.547991588063	0.602507257251	0.504555068911	0.56858087459	0.487000541547	0.596128255034	0.573214717324	0.505884470171	0.473592180107	0.635791527404	0.619736600328	0.502693152609	0.56878009585	0.571022453657	0.585989583956	0.601312390504	0.63039015962	0.563996941432	0.508852315564	0.53222310164	0.597870307891	0.529042644829	0.515464649221	0.537593227679	0.52270433209	0.606527081536	0.577024847723	0.586382744478	0.637029129015	0.622699913812	0.536855338111	0.626604949418	0.681337483771	0.656359874919	0.633141673591	0.641295332598	0.586483997055	0.633767823919	0.627991737251	0.656256360482	0.623544438063	0.705642378323	0.641497783378	0.654894508668	0.618677193342	0.659824632285	0.662645899991	0.687659031599	0.653000293029	0.624732749806
CS.378	0.672961459278	0.69208915245	0.702298640674	0.671629680456	0.708192684742	0.724382770384	0.706029949544	0.669173180076	0.647843704744	0.690087169011	0.648543060377	0.693782967234	0.614159088793	0.62513711069	0.716479311647	0.699513410817	0.696209529153	0.665964006251	0.611054121591	0.635645164263	0.596189796187	0.652606864758	0.65631475406	0.656228412007	0.622354597008	0.646479440523	0.646147334843	0.645379495836	0.654357925082	0.629231269895	0.626516132753	0.645114199821	0.643010901638	0.648580839035	0.604797653711	0	0.656506725747	0.629828534639	0.662741357554	0.649901265159	0.610232820205	0.63344394177	0.634356453207	0.68864177977	0.611350610664	0.659789183647	0.608404301006	0.638565050877	0.683072913975	0.642111696549	0.661734183527	0.657767967742	0.651433007911	0.640698413223	0.661415747549	0.601026893063	0.615123864711	0.611905245732	0.611210651875	0.642469314924	0.660283897183	0.666599103996	0.690306868227	0.65687793964	0.680402735273	0.67544983739	0.665546839046	0.655384108188	0.623545710761	0.675619352838	0.65075131651	0.631428884225	0.675596812502	0.6749595864	0.673037703262	0.718853436933	0.695609366934	0.708051393461	0.733512472526	0.709422013139	0.707047133256	0.697731871911	0.707918506617	0.675221949306	0.686689805833	0.679702165218	0.690988243084	0.725814479291	0.698268512055	0.686827328364	0.670803511121	0.663078617522	0.69912312318	0.64785790325	0.705114222158	0.681847729119	0.644850302759	0.659267759821	0.670714537062	0.667474627777	0.635822751993	0.651962485447	0.646561001727	0.662219992538	0.60265345383	0.627026549156	0.618320342007	0.620137650066	0.68718342876	0.659978924838	0.634723962825	0.621471945307	0.659397259889	0.593823913224	0.619153679176	0.61826109278	0.623047324067	0.622749439721	0.643633602454	0.655704521882	0.620949225525	0.583448174296	0.616230008739	0.678896000163	0.618560314429	0.622961469496	0.63878953225	0.643486654301	0.631785460831	0.611660340002	0.650475135353	0.603111810097	0.61091863452	0.656431325666	0.645587286975	0.67103232461	0.628781090926	0.619752591543	0.643984076462	0.650667515088	0.621300259198	0.636840500413	0.609051332234	0.511180193812	0.667279417054	0.673698410203	0.683325401867	0.675698106272	0.661108002457	0.684054719092	0.699367540171	0.710897239102	0.660847537252	0.64504869069	0.688061389291	0.694981154016	0.702671971568	0.707741106323	0.655883364406	0.725185964899	0.695801311311	0.666034351298	0.685539564965	0.694781824144	0.675027226461	0.711517231602	0.694991866464	0.664948491803
CS.236	0.647880881614	0.709050529908	0.696682025911	0.655627878915	0.744792293265	0.716739709643	0.719511470885	0.644270507782	0.642304140867	0.695452690664	0.668029977954	0.6896690477	0.619273867248	0.683876270398	0.758395818396	0.695361898783	0.675716980648	0.66510506015	0.695157518947	0.66293271717	0.65060601746	0.631868599253	0.693219329883	0.736532214045	0.667518452703	0.601493874704	0.630305082697	0.68538824336	0.687885100643	0.686459047938	0.58708327939	0.631278775808	0.720606416614	0.630821767852	0.639025250538	0.656506725747	0	0.611278348595	0.695612850944	0.643015914916	0.629039892232	0.69780087107	0.699705501156	0.697833156602	0.645277265612	0.649329958272	0.690745458632	0.651295789287	0.655553885137	0.629298614597	0.639656001078	0.666017701358	0.680177088844	0.61539522933	0.671090560276	0.679777298141	0.677243119256	0.667640299913	0.671079577249	0.664610101541	0.647841938049	0.675437608702	0.714059641858	0.711942053602	0.709231114578	0.67145561144	0.705843006872	0.682262873426	0.613710085826	0.681422808934	0.686636767822	0.684029650744	0.687154654721	0.678625276797	0.663222026153	0.744026116307	0.704159737486	0.709888019955	0.749232082107	0.724608971183	0.704508683153	0.702728554759	0.743098557676	0.691264016914	0.699174648612	0.708785302567	0.677767558216	0.694941360275	0.686121402202	0.713839820222	0.664042864909	0.635627658566	0.685270186063	0.681069383459	0.689210778227	0.738452174346	0.634207785925	0.703834570222	0.673680805373	0.641704017695	0.639893617205	0.6874318974	0.721134265581	0.677324515182	0.58950580228	0.717967123295	0.651943197265	0.665451156765	0.706086244032	0.670044237586	0.682452029449	0.662312901441	0.648704892997	0.670650749937	0.635768994825	0.643964644425	0.671962052406	0.594190525472	0.682962244041	0.709098999259	0.645014939249	0.593547016318	0.638715037717	0.674006925198	0.681561047746	0.668661411259	0.646009901315	0.679890010623	0.67547206228	0.644404105624	0.637622231109	0.581866874234	0.627507558801	0.734205337118	0.719061696391	0.684031876375	0.679376773704	0.6799206684	0.637071305668	0.640230550474	0.662389345033	0.650920489478	0.652217949218	0.684389533247	0.703745382089	0.717149569777	0.699093928922	0.7013286885	0.714886546872	0.699792704779	0.720344089142	0.721002066575	0.718247892002	0.670238774415	0.698922273935	0.688118988138	0.718751677433	0.719379199355	0.709307369169	0.747544540665	0.712755492725	0.722522532001	0.691060377963	0.742491668344	0.739990690001	0.73208911258	0.75572108026	0.689636422588
CS.292	0.569490160431	0.673059660911	0.587546139732	0.577216785506	0.651307222477	0.623203923948	0.629496186629	0.630194124679	0.575977297541	0.571505744732	0.563574360849	0.609312522558	0.574163264533	0.629601118785	0.647782059548	0.564403451052	0.577652997938	0.587970212286	0.622811184764	0.583978054916	0.526411394407	0.541105694199	0.708533226248	0.657871323564	0.643106560693	0.520105523045	0.534478312811	0.672403042415	0.601761873559	0.618362989469	0.501729828511	0.544560693042	0.690536607928	0.576911081107	0.567310218989	0.629828534639	0.611278348595	0	0.55645259045	0.46353620181	0.573888754549	0.653123102105	0.630707274045	0.600672118167	0.590023300148	0.53167679057	0.643169188257	0.534843443638	0.559124208934	0.567810699943	0.540593748726	0.555876273075	0.570762707039	0.562597236873	0.566938711309	0.599351178466	0.646100592838	0.600979940479	0.578591541338	0.576651183771	0.605261008175	0.620645058164	0.594879174964	0.636223144375	0.613337999927	0.593510805152	0.605168189753	0.601698872091	0.555545591024	0.606716032407	0.56573350912	0.602211901315	0.58781738702	0.618436420147	0.610549759893	0.624626869916	0.593332214054	0.619356006699	0.639827163543	0.648496393272	0.604064127355	0.590335512149	0.626716895313	0.600936745463	0.638275597429	0.611867897682	0.582963600332	0.627028202256	0.605562019588	0.619865587789	0.556790519357	0.608849792305	0.642204438533	0.630259332074	0.561228879212	0.660700199518	0.538965381906	0.69128547591	0.582714082372	0.557223544097	0.540452519851	0.585512396762	0.649695889195	0.580669870239	0.525762021784	0.612000106691	0.526553971971	0.556842802969	0.59509537551	0.63932531157	0.568748039954	0.571012350328	0.599209197538	0.600978506984	0.568704560632	0.528770474821	0.649566340642	0.571677187007	0.570720112794	0.632831656679	0.508432781901	0.515246683125	0.544100367129	0.558114992486	0.636451429731	0.56419129984	0.569934119689	0.615867625792	0.633114668279	0.58966707686	0.494860640821	0.569900032079	0.542665935584	0.645699243688	0.67178138156	0.553953850192	0.544850763623	0.584746589647	0.590982669237	0.546128983121	0.522327798823	0.562766314111	0.547706320025	0.648592736037	0.624370189504	0.639712222671	0.635842646045	0.622213421468	0.614403438875	0.579026663304	0.619448338933	0.615570581119	0.657414153685	0.579614922297	0.630151044598	0.607240864108	0.621565663321	0.609458904666	0.616789291402	0.635265937183	0.61183506128	0.636053140578	0.598703293402	0.639619530884	0.658190849865	0.615819690121	0.680196581984	0.602742200485
CS.126	0.595129125479	0.624827092384	0.552895552678	0.538408620813	0.557980950747	0.577610978374	0.550837177249	0.653132313713	0.571149258636	0.501016001939	0.5177324461	0.524758275464	0.632593215212	0.62123519222	0.526303007971	0.476585201656	0.435596733403	0.512545303631	0.67462350171	0.571679640353	0.594701823172	0.573873582825	0.715399399155	0.691910766391	0.707439444621	0.544022825912	0.551327489386	0.726534240323	0.461425012325	0.645932144789	0.57262501379	0.496087078046	0.713095141561	0.58981461193	0.553441590319	0.662741357554	0.695612850944	0.55645259045	0	0.518560978016	0.612111975816	0.650770726708	0.628550895092	0.458232284469	0.539055275194	0.47176658191	0.667617626856	0.53228749643	0.51850057953	0.538477690209	0.549090606434	0.527383212978	0.519239036614	0.623983178501	0.594184299798	0.590256859298	0.66651615454	0.660727288477	0.534347284908	0.560786466984	0.635327120547	0.512526065609	0.451578826683	0.575998154076	0.483307131013	0.523764867324	0.464682979035	0.528644794978	0.576611609415	0.502594803182	0.470142026501	0.596670412062	0.516274723156	0.488532540099	0.545918133722	0.559331150482	0.467074838112	0.524718421619	0.540253854429	0.558199978793	0.543586990576	0.487709355652	0.561076596796	0.497677439109	0.514018059889	0.516988089846	0.551104107574	0.615177226398	0.533502105925	0.519999156312	0.552050696708	0.580134864072	0.624035865601	0.594501792626	0.559699088986	0.593563572355	0.570833244366	0.676424227253	0.575365034883	0.551469531556	0.607719398354	0.543559822921	0.640630256903	0.51169015511	0.615190787875	0.580435122274	0.537158032934	0.47236106826	0.475290633742	0.651568243604	0.59762934111	0.633177856427	0.512564725431	0.604324676052	0.646895017306	0.525908593652	0.726293163117	0.615886697678	0.497874053429	0.516892436368	0.493218106219	0.613218184447	0.560276583102	0.429396577442	0.584557029029	0.60335952873	0.556233224994	0.505710698232	0.583140845341	0.570490603616	0.499813478737	0.625857575505	0.564286565927	0.671321621697	0.731034888173	0.445022937173	0.515626644049	0.589224053919	0.596498929366	0.556825053337	0.560792903505	0.556424365574	0.538313315108	0.673851172643	0.491136714605	0.502327013271	0.500815008865	0.528391171788	0.585985892422	0.485245070097	0.533472640129	0.497566094858	0.650369835198	0.579540252095	0.504417974845	0.551704065838	0.495308838313	0.497998883193	0.524513726527	0.570927809947	0.483904215352	0.552943480427	0.494565530605	0.509144878701	0.580515290104	0.532452418289	0.563593872479	0.459577333462
CS.232	0.506160480301	0.689577563285	0.482129584987	0.560698537932	0.59519432061	0.552531139558	0.554528129687	0.648191639415	0.610797576035	0.542848365897	0.559586474176	0.583512629802	0.594864098165	0.631419655243	0.581787033122	0.479872335203	0.558762561046	0.553442611655	0.702721737015	0.61395867453	0.545910495744	0.565452160077	0.729749342173	0.725178615099	0.698600933711	0.540541220962	0.487598359882	0.732551056197	0.599283971809	0.703353923425	0.507194667933	0.55665271544	0.72352069749	0.632317360419	0.613648675992	0.649901265159	0.643015914916	0.46353620181	0.518560978016	0	0.618801210315	0.691525692572	0.674268245314	0.574680653591	0.601287663724	0.518044528195	0.684949538619	0.590784754742	0.56117935961	0.583664019298	0.56973227786	0.561085319011	0.550788693783	0.600699779359	0.608472178976	0.644376584511	0.683334088373	0.67868692002	0.601323200639	0.559150737885	0.580569944718	0.571186104028	0.568311622519	0.631058091276	0.586343891261	0.548652686546	0.580710409024	0.571916895754	0.525112656077	0.56139659693	0.557266453087	0.657102144384	0.541261134074	0.565927524706	0.605993524947	0.567881963433	0.544433734414	0.568342575785	0.562864070531	0.583565607705	0.538985074013	0.550922138754	0.592650507487	0.562083545656	0.570598230272	0.553411307652	0.545134847097	0.559025492128	0.539885821399	0.57088125064	0.470414494279	0.603212624168	0.605971642246	0.597868191615	0.517100637959	0.629063951179	0.497321363545	0.678548504512	0.543392973099	0.492216875338	0.576547549132	0.533356395516	0.668336268861	0.521258210533	0.533609731545	0.653994169653	0.505244315414	0.578091345306	0.545913440368	0.627387624472	0.595758764234	0.651115953175	0.555420445352	0.634502949283	0.625013327415	0.567123142497	0.709105009029	0.552886397744	0.562973560402	0.652680295099	0.555067241711	0.562722125921	0.601669380598	0.514871867178	0.641959304141	0.632526443548	0.618520257819	0.569558084957	0.634657668838	0.626202825007	0.530866423754	0.570960990965	0.549015359309	0.724333449168	0.746091958688	0.56438302526	0.574606756187	0.659888418954	0.605993989678	0.588393752175	0.584449945761	0.574624149433	0.58463791583	0.675007964409	0.604484658005	0.644261935255	0.575432190469	0.597746946741	0.63129272381	0.560206804114	0.57055657336	0.545784097942	0.703623644252	0.540741363303	0.601147101527	0.588586762687	0.590185869993	0.546441635433	0.581461040516	0.570492314016	0.53907845103	0.587082113513	0.538875653697	0.582992606466	0.631713222011	0.552961186384	0.639953201613	0.541267428649
