CS.296	CS.019	CS.038	CS.017	CS.357	L.033.M1	CS.099	CS.217	L.012.M1	CS.293	CS.101	L.025.M1	CS.199	CS.021	L.036.M1	CS.371.1	CS.117	CS.065	CS.305	CS.149	CS.229	CS.154	CS.186	CS.341	CS.040	CS.377	CS.301	CS.269	CS.118	CS.382	CS.041	CS.302	CS.232	CS.282	CS.376	CS.380	CS.205	CS.292	CS.375	CS.136	CS.378	CS.374	CS.236	CS.224	CS.125	CS.349	CS.254	CS.268	CS.214	CS.147	CS.177	CS.395	CS.148	CS.181	CS.323	CS.348	CS.183	CS.385	CS.369	CS.182	T.CS.089	T.CS.022	T.CS.023	T.CS.042	T.CS.058	T.CS.028	T.CS.062	T.CS.069	T.CS.035	T.CS.001	T.CS.038	T.CS.029	T.CS.012	T.CS.025	T.CS.082	T.CS.104	T.CS.114	T.CS.120	T.CS.108	T.CS.125	T.CS.132	T.CS.115	T.CS.177	T.CS.147	T.CS.105	T.CS.123	T.CS.128	T.CS.178	T.CS.161	T.CS.098	CS.103	CS.087	CS.246	CS.110	CS.356	CS.242	CS.237	L.034.M1	CS.006	CS.015	L.024.M1	CS.085	CS.088	CS.241	CS.238	CS.187	CS.234	CS.330	CS.191	CS.233	CS.164	CS.387	CS.304	CS.113	CS.336	CS.363	CS.189	CS.212	CS.150	CS.228	CS.158	CS.331	CS.343	CS.321	CS.285	CS.339	CS.152	CS.322	CS.319	CS.320	CS.080	CS.361	CS.202	CS.223	CS.163	CS.145	CS.390	CS.326	CS.393	CS.370	CS.262	CS.270	CS.255	CS.253	T.CS.055	T.CS.064	TFS.027	T.CS.036	TFS.022	T.CS.049	TFS.021	T.CS.008	T.CS.043	T.CS.026	T.CS.045	T.CS.061	T.CS.031	T.CS.066	TFS.025	T.CS.109	T.CS.095	T.CS.141	T.CS.157	T.CS.158	T.CS.151	T.CS.142	T.CS.166	T.CS.152
CS.118	0.58117194407	0.550753905688	0.547945011939	0.566719798311	0.587098082542	0.621458661934	0.557051273176	0.567239698352	0.599829684353	0.618316159133	0.571904745322	0.597829806028	0.560245843391	0.606819695616	0.583150837722	0.600685042678	0.50666247874	0.608676713065	0.595824918228	0.629414833959	0.619953204151	0.696585800876	0.612661080568	0.656054897383	0.538146212279	0.662005575565	0.65473796695	0.701967824238	0	0.615948063226	0.555383648541	0.717930982631	0.571425647678	0.669853448816	0.659043876022	0.626739830212	0.707297830986	0.595986672512	0.59437476243	0.571165158595	0.644812719205	0.655805448784	0.615017023141	0.712509904136	0.658979258739	0.650593387502	0.671947651436	0.637193436906	0.643796946922	0.670190920188	0.678864645978	0.637672085649	0.660248300378	0.655022884572	0.670835656626	0.647306322215	0.714795350136	0.667690649662	0.703895193731	0.646976873859	0.609576103841	0.626204236801	0.697134034687	0.594605312655	0.58997647995	0.622030084361	0.585266407813	0.626816403473	0.578166559672	0.682142812864	0.602944686729	0.568306090241	0.66567977099	0.573273340687	0.572154703859	0.611800373234	0.582679666872	0.594351060554	0.641534156272	0.610344535706	0.647450608805	0.629966795011	0.594317030452	0.638555788681	0.617003887309	0.589045738612	0.624152689924	0.599717479922	0.603088706941	0.609493022449	0.561922784927	0.566041847842	0.568140188856	0.602739383302	0.654914455284	0.573614720759	0.580586472648	0.588403063059	0.548453970069	0.583649877195	0.619039543054	0.493096991244	0.623010517094	0.580832188532	0.582434544397	0.635569889018	0.64542512666	0.626599538286	0.603077423851	0.537232313932	0.618985671967	0.622688811991	0.668136152347	0.546080260608	0.621556404858	0.662608671179	0.630381633207	0.650730305123	0.593064631153	0.52603138831	0.525250731808	0.621118624669	0.659456833568	0.555597740686	0.680196855904	0.644229498971	0.595035197945	0.681998615823	0.660101977952	0.622875845544	0.513987760164	0.62681384895	0.617348485264	0.656338072475	0.558300976578	0.641764319275	0.662800285241	0.632139355973	0.620798995092	0.659117561566	0.667168877711	0.683185801982	0.635391804233	0.708097151659	0.601156304315	0.592745985503	0.610122444567	0.580794705233	0.625415697445	0.660269258887	0.616758263799	0.626943493185	0.587748094592	0.702947680605	0.594486729957	0.599870337698	0.570122726949	0.613555275409	0.624198905744	0.627758992391	0.621706135054	0.607204214944	0.580014191612	0.61069806175	0.613007630894	0.628617167854	0.612763065518	0.593087428454
CS.382	0.519387079784	0.516700138753	0.584497118696	0.601405771371	0.472240760006	0.589625213021	0.632414166654	0.599717299921	0.569319646912	0.537364553486	0.601813274934	0.630595528455	0.601819163675	0.562109415033	0.529303928633	0.502978106465	0.590114687307	0.543862150315	0.515293241495	0.557560960661	0.584579401921	0.720645383756	0.638426436438	0.564112364697	0.600449351753	0.62624966818	0.49761434884	0.699507836379	0.615948063226	0	0.626732632927	0.635885016112	0.599283971809	0.578875166054	0.562980367331	0.477708667245	0.579626383793	0.601761873559	0.5256247465	0.605195616082	0.654357925082	0.608683781426	0.687885100643	0.701379273178	0.53366096451	0.573399040995	0.571382332665	0.655931965723	0.560716577685	0.565419967724	0.605292442671	0.614516544199	0.628438278689	0.576071240362	0.533311863227	0.595694503486	0.679075907076	0.580735773478	0.691602137293	0.52417557742	0.515888996554	0.521305346297	0.706785784818	0.53122894752	0.53713993124	0.489421992021	0.515996169332	0.490298323636	0.500793997318	0.64723591051	0.646486048783	0.609338373407	0.605469816151	0.511419902243	0.533731123838	0.573748024043	0.622571073248	0.468486910527	0.585541411554	0.490212405949	0.610114300381	0.577824907122	0.569944228779	0.562119375394	0.703425094915	0.476457270135	0.594535741931	0.562616694548	0.603959394383	0.591734866912	0.617293050339	0.585528067003	0.513507061725	0.630098742185	0.636746898916	0.517780910099	0.637283035403	0.546065328948	0.545685061765	0.626991959087	0.571324874775	0.615938329681	0.621198970252	0.568207254918	0.565390414644	0.547942264512	0.64216647358	0.545109017367	0.517106651287	0.656884281052	0.737623247157	0.449928391263	0.682848111565	0.528641505176	0.514665099803	0.554915471467	0.633018603154	0.574180716155	0.596115430285	0.619897879225	0.636896381348	0.553072812932	0.546089658561	0.470289385313	0.665797509317	0.566101212607	0.497981392116	0.57691494062	0.525421899786	0.509707619831	0.588259394339	0.593448023562	0.602548636723	0.545013917481	0.630872944201	0.483971043134	0.585852602961	0.571630535053	0.6330331118	0.562847676877	0.581657884898	0.595788857199	0.568926748607	0.686515888861	0.540482539853	0.494117908203	0.473026910062	0.626336098845	0.533721589844	0.568260389484	0.543554803216	0.457394974048	0.499706651611	0.666136383019	0.522350461268	0.460440853695	0.523221303985	0.555423594633	0.460753407996	0.553619901904	0.566784445668	0.529950218328	0.559318343282	0.498212884785	0.4767730681	0.526148795532	0.510423528746	0.520056338863
CS.041	0.676382344598	0.606276820194	0.621293085833	0.638533562216	0.669822349915	0.648548149516	0.666792671398	0.64348543488	0.669456719364	0.694388759264	0.669028435861	0.688003574134	0.597177208217	0.577495815264	0.626612369036	0.605389521429	0.587416665912	0.580110841162	0.65929865178	0.582986838482	0.569167592642	0.660981883291	0.678705706299	0.59588877994	0.624143923554	0.603718943137	0.61808175745	0.689238234938	0.555383648541	0.626732632927	0	0.648992369575	0.581881457388	0.619172616312	0.599226164422	0.645338186319	0.665747177533	0.561872597642	0.605359350596	0.521955719768	0.638220654991	0.620893417434	0.608768780582	0.706364224622	0.58001110795	0.603293235785	0.591023174039	0.605064450454	0.625792626503	0.598004296234	0.66179328362	0.601133643426	0.593718602722	0.603990596792	0.608752806452	0.603044691221	0.628044505139	0.60900501775	0.605841429958	0.601314267677	0.624260401577	0.629455945507	0.687217213047	0.666378104285	0.640563143423	0.628576627918	0.639210306729	0.619161245563	0.629704344109	0.62966440009	0.658106048944	0.582808150832	0.676986223337	0.622937504305	0.652076292463	0.692575767885	0.668780913245	0.641285742046	0.722289687309	0.631285270943	0.69472532864	0.692827651578	0.678629039463	0.714372536552	0.686983959113	0.654665037789	0.655448617689	0.670930811052	0.654812636709	0.672460779023	0.598428396377	0.616999088479	0.637106535563	0.57455849971	0.672741354252	0.63741111212	0.562754570555	0.649599859789	0.61775155275	0.66266264534	0.702713766563	0.593123932038	0.663473409257	0.67480094951	0.642824442452	0.604005547741	0.642693877027	0.58897365736	0.644080648742	0.611119048575	0.614625591151	0.597124220458	0.623766645324	0.623056024561	0.58101743804	0.575672015857	0.635465195265	0.636604914865	0.586761290325	0.572119608545	0.546385288337	0.609000337228	0.633129679963	0.649466346531	0.609034790506	0.645553880494	0.616110214667	0.616793695597	0.607680920997	0.570595446922	0.519354458071	0.604448835678	0.651187026157	0.585399340128	0.570525047478	0.616708215117	0.617618533822	0.6077738079	0.584933261826	0.583966888651	0.613356499374	0.578749034065	0.621288844374	0.672798571039	0.631431634839	0.646518130396	0.650405818827	0.639991681544	0.681564772195	0.627620636318	0.657365024192	0.621965249892	0.645576235397	0.632310207852	0.627237881936	0.650166468377	0.630461820086	0.692707680854	0.637743221315	0.706540521465	0.700621919729	0.687582988523	0.661510652036	0.659847567304	0.692639838279	0.685407479275	0.654480825287	0.637714140452
CS.302	0.736378614684	0.694883075206	0.699804608311	0.722477341979	0.686802468271	0.669290652885	0.759870738748	0.724282935123	0.730883906043	0.727808032698	0.762619452482	0.718463124693	0.684579308071	0.582362653268	0.72356204298	0.663673388418	0.691859802339	0.614312779087	0.714047930206	0.598377406787	0.621297908783	0.612643334094	0.748512822421	0.562823999262	0.724163005362	0.626699854244	0.62557297045	0.587816531173	0.717930982631	0.635885016112	0.648992369575	0	0.691525692572	0.594194008325	0.582128866663	0.68650756263	0.584706201822	0.653123102105	0.609879796036	0.630298473582	0.63344394177	0.599297026999	0.69780087107	0.60736028735	0.56225060856	0.660601599926	0.619699189448	0.686634643901	0.605600213306	0.583494043193	0.637443693282	0.668443193061	0.658412389417	0.636218016544	0.623644216146	0.66243410154	0.630080825607	0.63721434104	0.630097853748	0.632223022704	0.681291394853	0.683392833214	0.617784082399	0.736166223857	0.721843982317	0.664066016743	0.702262129495	0.653674318183	0.686076200877	0.646495503928	0.738195056249	0.667890228752	0.648029625325	0.67651484377	0.713332174795	0.752604221078	0.75116310027	0.691619604783	0.762771136166	0.65232724008	0.754656469419	0.74957764415	0.745781721824	0.760822002568	0.762101350742	0.682955531384	0.699034034349	0.741037072461	0.71149027361	0.743114847261	0.693951024126	0.666883248589	0.69432900757	0.638148875452	0.593518290961	0.697152709101	0.613614255574	0.715150469358	0.678270762194	0.755930016965	0.727419756573	0.715327021046	0.704471703115	0.747129954757	0.70478737705	0.616617258273	0.617147176725	0.595429101978	0.700635075904	0.708209864065	0.678924047862	0.597809567374	0.624410874703	0.674846471085	0.633652053237	0.600428176006	0.60528818782	0.562687625067	0.655373541558	0.668208205001	0.641738688481	0.666272941963	0.589905751887	0.704763016223	0.57782264925	0.596329134478	0.696092250407	0.626042393746	0.57536322616	0.609845481331	0.650894127814	0.598815499028	0.623571219617	0.604838287235	0.627054541431	0.671897441319	0.635983287617	0.624573274502	0.683245408337	0.659840410044	0.594616940778	0.617984222298	0.648381073294	0.615200676259	0.707423099434	0.710780234667	0.702215949542	0.71609836957	0.737674874869	0.598800910907	0.692870740742	0.629721980459	0.681495417226	0.574252020008	0.66393059478	0.652813342283	0.69423634677	0.735669114305	0.611965814648	0.75862070849	0.758695164856	0.724232510874	0.698235226129	0.715248805754	0.728269275205	0.70387647265	0.703121228516	0.670474985291
CS.232	0.551060992625	0.560698537932	0.627277032589	0.601261327705	0.562411440525	0.632688183318	0.551244960605	0.506249135085	0.604515817185	0.561170218122	0.543968919264	0.644645692565	0.584580695728	0.610797576035	0.583512629802	0.610621626019	0.525490750825	0.580109283975	0.537071418819	0.579509001182	0.608945198505	0.732551056197	0.555521989185	0.626918950583	0.564367049302	0.565452160077	0.557998905664	0.729749342173	0.571425647678	0.599283971809	0.581881457388	0.691525692572	0	0.632317360419	0.613648675992	0.574680653591	0.674268245314	0.46353620181	0.601287663724	0.507194667933	0.649901265159	0.618801210315	0.643015914916	0.72352069749	0.619193726865	0.561085319011	0.590784754742	0.600699779359	0.601323200639	0.617103788518	0.644376584511	0.570923874149	0.619892525385	0.571305940509	0.550079904992	0.56117935961	0.67868692002	0.56973227786	0.656383692532	0.518044528195	0.584306835842	0.587007502911	0.723931692034	0.544484979164	0.571916895754	0.586343891261	0.537015860593	0.568311622519	0.561044566589	0.685438753592	0.544009980194	0.525112656077	0.668270730323	0.553740590742	0.571186104028	0.545990497581	0.565043887132	0.579273691497	0.56564582261	0.558908963306	0.559360343176	0.542928217369	0.567595872062	0.567881963433	0.567785608951	0.562083545656	0.545134847097	0.539885821399	0.529242365919	0.542536823112	0.497321363545	0.597868191615	0.521258210533	0.576547549132	0.668336268861	0.532360095045	0.533609731545	0.603212624168	0.533356395516	0.605971642246	0.629063951179	0.492216875338	0.678548504512	0.517100637959	0.543392973099	0.567123142497	0.611421230764	0.612480636623	0.545913440368	0.466943378104	0.654979535138	0.578091345306	0.627387624472	0.591435111875	0.562973560402	0.590549153135	0.595758764234	0.649716338821	0.505244315414	0.552886397744	0.570960990965	0.530866423754	0.626202825007	0.569558084957	0.659671890571	0.641959304141	0.514871867178	0.632526443548	0.618520257819	0.555067241711	0.549015359309	0.643003821219	0.634657668838	0.584802239543	0.547164237833	0.56438302526	0.574624149433	0.58463791583	0.605993989678	0.588393752175	0.659888418954	0.584449945761	0.574606756187	0.675007964409	0.588586762687	0.560206804114	0.590185869993	0.540741363303	0.546441635433	0.63129272381	0.618854371098	0.644261935255	0.575432190469	0.703623644252	0.597746946741	0.601147101527	0.581461040516	0.57055657336	0.604484658005	0.552961186384	0.570492314016	0.631713222011	0.587082113513	0.53907845103	0.582992606466	0.639953201613	0.538875653697	0.541267428649
CS.282	0.671792501355	0.659407357316	0.709110439488	0.698515197329	0.662647240439	0.6694046672	0.72308628535	0.714869415948	0.680431249574	0.704621458648	0.73336312711	0.695150186062	0.63845574302	0.581361826243	0.67817595589	0.605722599521	0.655164253653	0.578397422176	0.628641643738	0.517091543636	0.567140144104	0.673583763981	0.696678339644	0.523022369857	0.696018188445	0.53960428185	0.566145276791	0.611363529619	0.669853448816	0.578875166054	0.619172616312	0.594194008325	0.632317360419	0	0.519002151678	0.638486202017	0.523298972232	0.576911081107	0.575724851908	0.571965792018	0.648580839035	0.550817982949	0.630821767852	0.621174658827	0.480710552285	0.555229118132	0.524299280625	0.605175400455	0.550643154067	0.509210889594	0.59432252775	0.589911004514	0.56412892861	0.531011030339	0.514641308279	0.587984595732	0.55149993204	0.537679167174	0.593833055882	0.536379851773	0.601303168751	0.629750689972	0.72586369921	0.676091634775	0.650759633631	0.608696613833	0.675230462941	0.581950630483	0.647913624252	0.620007724827	0.688315572884	0.61689056181	0.679572673274	0.624987092684	0.665127447402	0.704535627895	0.713139580313	0.648665994503	0.716899549047	0.623051535179	0.692778137611	0.711803128406	0.69473287809	0.718342512023	0.722310391537	0.628614800221	0.639057271653	0.670901655589	0.670063442138	0.694755789189	0.654156436549	0.672186963613	0.626927644945	0.612554061255	0.668354664946	0.663703871175	0.573929006044	0.641279994235	0.649635314488	0.712032124175	0.712425527257	0.67583855954	0.716795282139	0.709418809854	0.670059421554	0.497531537942	0.614180502706	0.541469347354	0.66673928314	0.693625384923	0.709964413153	0.554805440657	0.623329454208	0.668802450201	0.5693906188	0.512780033099	0.584895183541	0.618390719376	0.599223336242	0.63985208919	0.605764582329	0.561097830486	0.495633828635	0.650991959602	0.579959932729	0.593900450856	0.621731221584	0.504767368351	0.482596634283	0.521097714822	0.612756478426	0.560362887215	0.64833750998	0.498626489992	0.606385493289	0.583254806946	0.51836550048	0.521720031764	0.605864058451	0.560833385565	0.601867235635	0.536506763429	0.537766360658	0.642595171729	0.66733922471	0.6745029621	0.662307415887	0.679738613948	0.684721397444	0.546912200467	0.664764188388	0.618494833656	0.649929099991	0.660732081784	0.659324965824	0.60374488639	0.66883205128	0.698982421727	0.599138523088	0.688527179229	0.725741216468	0.700809553911	0.686146790911	0.652437603456	0.679102251474	0.670315075129	0.634728331064	0.653175014114
CS.376	0.654750475852	0.622621867051	0.644378016819	0.678211234635	0.641273442965	0.636801906248	0.697131763154	0.677614598685	0.657953432205	0.694797301816	0.697425432545	0.681863656974	0.603099621673	0.525609261062	0.644682723371	0.600081097945	0.64860925697	0.566670877446	0.629182244018	0.500356350626	0.513568134137	0.614735205962	0.693169992664	0.53702144693	0.676422383978	0.544429335685	0.561900819041	0.603778080035	0.659043876022	0.562980367331	0.599226164422	0.582128866663	0.613648675992	0.519002151678	0	0.61313647718	0.543462679948	0.567310218989	0.542375451794	0.555571850293	0.604797653711	0.518802998396	0.639025250538	0.623918310103	0.481226515523	0.544363629892	0.512665318812	0.609888414848	0.563115906541	0.473771774746	0.553778038941	0.585255203686	0.571739003243	0.534425271689	0.513982706488	0.569916846269	0.548175079804	0.559992381416	0.583191203692	0.537857100053	0.594090731114	0.611024399139	0.688537696208	0.659478210011	0.61936582078	0.584371995461	0.633705564867	0.583569096289	0.630934748934	0.576291688048	0.685637220892	0.610644687109	0.659907964434	0.616458496636	0.640426174589	0.681764408867	0.68584091394	0.62274305427	0.693969075166	0.59426176736	0.683454996665	0.685829612399	0.681159110049	0.699938790183	0.704017813547	0.594332032855	0.624089542556	0.67917016208	0.625810669839	0.700290708767	0.632231703167	0.621439091513	0.632717093659	0.603185399006	0.620667069642	0.630290771033	0.592645973556	0.624467535754	0.629743842688	0.697109494702	0.683449572889	0.647831730152	0.67073585828	0.679263436708	0.633541336762	0.513370296682	0.588040998948	0.531521113682	0.656376144207	0.679714650563	0.684359718375	0.512483333257	0.623783547401	0.643290320937	0.547991588063	0.477571767701	0.592951095734	0.5685434233	0.574330237014	0.630549401057	0.571022453657	0.56878009585	0.502693152609	0.635791527404	0.55620877554	0.573214717324	0.596128255034	0.505884470171	0.473592180107	0.504555068911	0.585989583956	0.575210392154	0.619736600328	0.502468855322	0.580676253435	0.563996941432	0.537593227679	0.52270433209	0.597870307891	0.529042644829	0.53222310164	0.515464649221	0.508852315564	0.606527081536	0.633767823919	0.626604949418	0.627991737251	0.641295332598	0.656256360482	0.536855338111	0.639571602516	0.586382744478	0.637029129015	0.633141673591	0.622699913812	0.586483997055	0.623544438063	0.681337483771	0.577024847723	0.687659031599	0.705642378323	0.662645899991	0.654894508668	0.641497783378	0.659824632285	0.653000293029	0.618677193342	0.624732749806
CS.380	0.509238528948	0.527708415614	0.625560050723	0.60753043162	0.521280414668	0.616129696245	0.604077217103	0.573661134545	0.54181943658	0.51053235831	0.554366974215	0.655892705497	0.625631375424	0.608564359007	0.542272417082	0.550993220059	0.586630506447	0.563860873604	0.462858374461	0.595063732258	0.604502102641	0.771869414436	0.620070029582	0.613378344648	0.602933281729	0.626069695165	0.501731413718	0.751048268741	0.626739830212	0.477708667245	0.645338186319	0.68650756263	0.574680653591	0.638486202017	0.61313647718	0	0.642859469101	0.600672118167	0.585484510056	0.628661421361	0.68864177977	0.654523208906	0.697833156602	0.735368172264	0.60470766082	0.54640552672	0.600108389375	0.656908137403	0.605753690794	0.632651911689	0.654252412521	0.594544013193	0.65470159722	0.58301376751	0.571051144272	0.55953704083	0.703215204467	0.593335542773	0.732394708254	0.542743767256	0.524887598467	0.539084576774	0.749429737276	0.459145018075	0.520407200624	0.482645007266	0.476190727453	0.487495463657	0.504392565138	0.694074699503	0.572005400721	0.623618463813	0.668704431723	0.50490993588	0.536276971012	0.523936734652	0.591512776527	0.517329878729	0.524369293851	0.511247611187	0.538931373717	0.521845174957	0.516609608866	0.505230629965	0.630798671619	0.522631257972	0.544849971715	0.523695913284	0.567346430004	0.561397994115	0.591458316626	0.629940823967	0.51134595102	0.656541238971	0.689749233768	0.512135095227	0.65140750255	0.582090372337	0.563598625217	0.617798014299	0.58346321789	0.564858684549	0.664723493312	0.544644489164	0.58056782995	0.587692453879	0.656993776544	0.594369070344	0.478366825159	0.638910898138	0.764366209496	0.524837561009	0.68780734088	0.558420511003	0.531972764494	0.601945321148	0.638365506521	0.642723400379	0.57464640368	0.641005589996	0.65655871785	0.547168111547	0.619218365474	0.523026884411	0.71920597428	0.596395517932	0.463253023987	0.648819477104	0.587438195641	0.541575620912	0.586765633552	0.649779695906	0.627341296056	0.610889084433	0.658308705623	0.508882390126	0.585795870227	0.589187695188	0.653692030119	0.573639616994	0.604927633085	0.619631955826	0.553093760689	0.734456038434	0.555505904587	0.474730195394	0.499738741928	0.586104465599	0.483751958994	0.608321463851	0.525814281081	0.520021987083	0.51358514462	0.665888448033	0.527805159494	0.522956576619	0.540242043721	0.528769181033	0.5034390939	0.521427369934	0.551208341397	0.556264430069	0.571381979737	0.478601043642	0.51793518909	0.557847896683	0.514654577232	0.495496488331
CS.205	0.673695745352	0.681576136246	0.71307370828	0.706554622154	0.671592306435	0.692555840571	0.737596370123	0.726369093964	0.715071532924	0.721169646766	0.729099038913	0.710186739435	0.68486160329	0.587033114654	0.702895557865	0.610646423089	0.691356359942	0.607317299707	0.677659284649	0.583704322151	0.602268636534	0.665616068083	0.729064835414	0.509170678306	0.729409757084	0.599799352095	0.594443963602	0.629018819967	0.707297830986	0.579626383793	0.665747177533	0.584706201822	0.674268245314	0.523298972232	0.543462679948	0.642859469101	0	0.630707274045	0.590948393799	0.610503083907	0.634356453207	0.559066578851	0.699705501156	0.579395264151	0.512243308606	0.598581825474	0.582192972507	0.65288474936	0.578185145775	0.528469150911	0.580381452257	0.638565133657	0.589159732981	0.559411996193	0.536318532739	0.646658446815	0.591258773491	0.580831065539	0.626278784381	0.581237845562	0.63298673204	0.641668540975	0.71968605296	0.683218736695	0.664944642541	0.632522322783	0.684790293959	0.61009129469	0.649630460867	0.579845343049	0.740267937573	0.686903493166	0.633967798749	0.654276957013	0.678269174589	0.735342997659	0.736007044345	0.650149154887	0.73325369424	0.640090505898	0.714645747565	0.724247881257	0.713243215092	0.726210207023	0.755356047253	0.634325000082	0.663506255813	0.696974254317	0.687601116023	0.722312534387	0.679975549346	0.689572844122	0.655324317956	0.623370114274	0.622337549079	0.685778643075	0.617120467228	0.641731283791	0.668878410664	0.739698130858	0.714107515548	0.701813797554	0.686882474082	0.712103837966	0.681128908936	0.536967700344	0.629922530722	0.536639431001	0.709349114333	0.72903886606	0.72437404525	0.566297758411	0.677739532908	0.660536109816	0.624582111947	0.550205732556	0.619279282829	0.59595770113	0.635822384446	0.668393950832	0.631488596466	0.600003882605	0.517393129484	0.666798634374	0.570753021918	0.611747500548	0.646552285945	0.534328929119	0.532529397739	0.573926626493	0.652316304351	0.596728556432	0.664727299884	0.551733487482	0.638072943171	0.608411231535	0.585367315984	0.577714192053	0.667782941991	0.598910777087	0.604831565215	0.573930889421	0.583800090098	0.605419171078	0.658106998764	0.672956164083	0.670768641962	0.715262898703	0.711748798252	0.568698592535	0.66810667145	0.616164894054	0.674539607268	0.622977392142	0.675327529858	0.624474041156	0.663276839507	0.717920826878	0.59678274544	0.711993039235	0.730440845146	0.699527870899	0.703473977394	0.672268845771	0.678068647796	0.683326874632	0.67185356603	0.664473484453
CS.292	0.628021018702	0.577216785506	0.647880252351	0.616265031303	0.617908544388	0.646284360706	0.615669406604	0.598256097982	0.629999375361	0.627946491226	0.609327893625	0.679147219062	0.603720052991	0.575977297541	0.609312522558	0.603339922953	0.580931742101	0.560507992956	0.601192212776	0.532524561846	0.558246543062	0.672403042415	0.612345661765	0.587077689892	0.603699318201	0.541105694199	0.560833462841	0.708533226248	0.595986672512	0.601761873559	0.561872597642	0.653123102105	0.46353620181	0.576911081107	0.567310218989	0.600672118167	0.630707274045	0	0.590023300148	0.501729828511	0.629828534639	0.573888754549	0.611278348595	0.690536607928	0.57421712527	0.555876273075	0.534843443638	0.562597236873	0.578591541338	0.568380242013	0.599351178466	0.545637900652	0.617165324479	0.537724431742	0.534544402675	0.559124208934	0.600979940479	0.540593748726	0.6088558002	0.53167679057	0.602984244115	0.607072409065	0.715104592193	0.625631637475	0.601698872091	0.613337999927	0.586604412262	0.594879174964	0.604672197365	0.626983137329	0.614713326424	0.555545591024	0.645868295271	0.607135452765	0.620645058164	0.635137874797	0.616538782136	0.61130604508	0.630001207106	0.589937910753	0.619666581153	0.62488808876	0.620022908674	0.624626869916	0.6267436654	0.600936745463	0.582963600332	0.605562019588	0.57698107316	0.611797827018	0.538965381906	0.630259332074	0.580669870239	0.540452519851	0.649695889195	0.587336247994	0.525762021784	0.608849792305	0.585512396762	0.642204438533	0.660700199518	0.557223544097	0.69128547591	0.561228879212	0.582714082372	0.528770474821	0.606215603989	0.560790765252	0.59509537551	0.511301781892	0.64367506677	0.556842802969	0.63932531157	0.616071958585	0.570720112794	0.547201276086	0.568748039954	0.643702342996	0.526553971971	0.571677187007	0.569900032079	0.494860640821	0.58966707686	0.615867625792	0.575489890561	0.636451429731	0.558114992486	0.56419129984	0.569934119689	0.508432781901	0.542665935584	0.601377705096	0.633114668279	0.559238026743	0.561792092003	0.553953850192	0.562766314111	0.547706320025	0.590982669237	0.546128983121	0.584746589647	0.522327798823	0.544850763623	0.648592736037	0.607240864108	0.579026663304	0.621565663321	0.579614922297	0.609458904666	0.614403438875	0.622258125817	0.639712222671	0.635842646045	0.657414153685	0.622213421468	0.630151044598	0.616789291402	0.619448338933	0.624370189504	0.615819690121	0.635265937183	0.658190849865	0.636053140578	0.61183506128	0.639619530884	0.680196581984	0.598703293402	0.602742200485
CS.375	0.60407534593	0.568930223115	0.58717103376	0.629816947481	0.591302416901	0.588219030847	0.659370161235	0.64008531949	0.647230063727	0.64506101373	0.652486169432	0.646116000131	0.58593048548	0.572991464209	0.610392893632	0.541034475607	0.599530967591	0.546825701825	0.589653912558	0.534877589847	0.547011845152	0.664981955982	0.676915244599	0.57649906098	0.61779012388	0.585818762364	0.605096075051	0.65451757326	0.59437476243	0.5256247465	0.605359350596	0.609879796036	0.601287663724	0.575724851908	0.542375451794	0.585484510056	0.590948393799	0.590023300148	0	0.565400595896	0.611350610664	0.553424926435	0.645277265612	0.661303083911	0.553239488034	0.576949281329	0.564666180182	0.584721462171	0.506653209633	0.559798016002	0.564928476358	0.580881595719	0.620883177242	0.5776475367	0.545000596261	0.611770889177	0.612578362002	0.572754158318	0.650659132788	0.56822215083	0.553517570372	0.548563552503	0.65148143775	0.606809390227	0.572535902239	0.579736361292	0.591646373001	0.585106494699	0.562261451932	0.628373164501	0.669122727999	0.581160676953	0.5670656085	0.54591307726	0.576473225749	0.643498219262	0.66852273134	0.572003378516	0.665248377255	0.564890368462	0.67092844511	0.651304618187	0.644417705899	0.675563387218	0.709638584052	0.554647058891	0.640411191911	0.623985466978	0.640407019001	0.654064492365	0.617498907712	0.594249217049	0.578646997414	0.604818232659	0.58932123333	0.558019005349	0.577805187579	0.608003040055	0.58521731296	0.661787013019	0.628475841521	0.622706199944	0.631769319607	0.650305449928	0.62025015189	0.550992544885	0.621281665874	0.542337318958	0.603445385717	0.631300389614	0.679785119334	0.502247341005	0.620608873113	0.580439110726	0.544802360076	0.572072614706	0.603154365178	0.565845536269	0.582205642085	0.597043721875	0.58930392303	0.582416160091	0.538961593012	0.568276590564	0.624526930683	0.542272474317	0.556646683438	0.581582010259	0.558872824952	0.555585527619	0.586209600685	0.522847654842	0.546807631242	0.555169446541	0.58861685022	0.535919778381	0.575827344923	0.563484075258	0.584231391469	0.581225320959	0.578950686924	0.576474639288	0.567773467392	0.638312183684	0.608407455792	0.586632471504	0.598147892099	0.636698765993	0.628097131269	0.591745972304	0.586613239642	0.555931211427	0.572378356867	0.641095529343	0.579586365911	0.542086088196	0.557053612067	0.631990888267	0.540867179242	0.649789604126	0.664691178432	0.613556642915	0.607280744048	0.594850832552	0.629820646246	0.621957587728	0.573853682771	0.590669338846
