CS.021	CS.010	CS.039	CS.143	L.031.M1	CS.092	CS.243	CS.174	CS.313	L.005.M1	CS.086	CS.038	CS.091	CS.244	CS.098	CS.153	CS.040	CS.155	CS.360	CS.341	CS.066	CS.388	CS.118	CS.230	CS.365	CS.076	CS.077	CS.072	CS.171	CS.050	CS.236	CS.203	CS.126	CS.302	CS.128	CS.213	CS.282	CS.136	CS.378	CS.232	CS.041	CS.374	CS.376	CS.375	CS.125	CS.147	CS.256	CS.385	CS.181	CS.254	CS.323	CS.148	CS.395	CS.129	CS.389	CS.369	CS.268	CS.177	CS.183	CS.182	TFS.024	T.CS.038	T.CS.076	T.CS.048	T.CS.046	T.CS.057	T.CS.071	T.CS.062	T.CS.029	TFS.023	T.CS.059	T.CS.028	T.CS.025	T.CS.001	T.CS.034	T.CS.161	T.CS.132	T.CS.177	T.CS.119	T.CS.117	T.CS.144	T.CS.124	T.CS.128	T.CS.097	T.CS.112	T.CS.129	T.CS.180	T.CS.122	T.CS.111	T.CS.131	CS.006	CS.241	L.034.M1	CS.246	CS.088	L.024.M1	CS.103	CS.085	CS.356	CS.242	CS.015	CS.110	CS.082	CS.237	CS.087	CS.304	CS.387	CS.150	CS.187	CS.044	CS.207	CS.164	CS.165	CS.274	CS.151	CS.364	CS.189	CS.234	CS.078	CS.363	CS.202	CS.343	CS.322	CS.223	CS.285	CS.320	CS.080	CS.321	CS.319	CS.163	CS.152	CS.318	CS.158	CS.227	CS.361	CS.390	CS.270	CS.255	CS.393	CS.326	CS.262	CS.253	CS.145	CS.370	TFS.025	TFS.027	T.CS.043	T.CS.026	T.CS.064	T.CS.008	TFS.020	T.CS.031	T.CS.049	TFS.021	T.CS.061	T.CS.045	T.CS.055	T.CS.036	T.CS.066	T.CS.157	T.CS.142	T.CS.158	T.CS.152	T.CS.109	T.CS.166	T.CS.095	T.CS.151	T.CS.141
CS.323	0.571073621483	0.7546039116	0.652399435472	0.605514810165	0.569604842858	0.646964646825	0.642733234523	0.62139209323	0.654950268911	0.67689599835	0.676099969792	0.693665510885	0.566864684007	0.749643312717	0.656699719792	0.610085586799	0.666163485001	0.541101677914	0.503840919158	0.547714017632	0.696542707231	0.687527096291	0.670835656626	0.611344473701	0.599105142457	0.605860906731	0.613954395887	0.578797711503	0.665865524382	0.679794395686	0.645203113426	0.606102001107	0.520021364912	0.623644216146	0.481526501415	0.544239766909	0.514641308279	0.546325581568	0.651638624631	0.550079904992	0.608752806452	0.537793994684	0.513982706488	0.545000596261	0.50040051622	0.499126420735	0.480466985683	0.385125453301	0.465055323569	0.44315447379	0	0.561963807027	0.459154304747	0.555262221413	0.493141283641	0.563594221137	0.538846520155	0.543129046582	0.583685120451	0.422433776752	0.606348250117	0.646075724786	0.514560319823	0.611437006706	0.525851006404	0.627533754381	0.577006831881	0.608770806229	0.571342151379	0.590042991314	0.659775073629	0.543541845599	0.562776771149	0.609403858647	0.597152305005	0.620904337816	0.620876602643	0.635576313899	0.637185473032	0.614009707294	0.649690220589	0.631065552919	0.557032967447	0.661503366316	0.59713932404	0.613123292471	0.651538580966	0.562683058589	0.622153351216	0.579301919379	0.627724532416	0.658772828643	0.621542559864	0.568762162683	0.719418264525	0.689549343534	0.620769108958	0.630841432915	0.679992111063	0.597047865132	0.713205582659	0.595824729886	0.614794843612	0.586575632611	0.671608697234	0.642798181165	0.496543694954	0.57126846486	0.485318065782	0.612945744948	0.581174834976	0.712456001817	0.672131211334	0.538751291466	0.544364864598	0.576781596626	0.593623719963	0.617462494761	0.672521890929	0.496033496933	0.653450791529	0.522684054679	0.515996110931	0.467356280031	0.615729157491	0.488268199236	0.583873445806	0.616996617433	0.458512542355	0.617996216531	0.50846958023	0.47376824118	0.614494959468	0.680744741963	0.582907763515	0.483431428835	0.482655681273	0.465209545333	0.59416325946	0.518722478041	0.560841243221	0.647450541808	0.473894699235	0.455206122149	0.582895771358	0.622773425963	0.63093612478	0.629210410906	0.588316748783	0.613590523136	0.618244578785	0.608924501696	0.551386795329	0.637729117662	0.568926874384	0.633282332932	0.618043342545	0.632706589365	0.649141590314	0.656835430223	0.682339370494	0.597612262824	0.610347842897	0.629444800511	0.573797788047	0.667990771191	0.643593569629	0.686256772866
CS.148	0.630088339871	0.720188347202	0.653304043009	0.675940942575	0.693009489853	0.685192383867	0.675194154338	0.69534638079	0.697910802931	0.70452241836	0.690338994949	0.681129084946	0.607796997719	0.702634830703	0.707824898587	0.656260835253	0.696388929712	0.641880598125	0.59276620229	0.539902415083	0.68371225058	0.677344120899	0.660248300378	0.648019816957	0.672744490008	0.630856782097	0.675820923034	0.673766855526	0.67263287716	0.655903033591	0.670038976209	0.668713160201	0.618085651977	0.658412389417	0.589749610294	0.584689260228	0.56412892861	0.592085585589	0.634111470816	0.619892525385	0.593718602722	0.589561521555	0.571739003243	0.620883177242	0.562932869782	0.559586918182	0.509916447606	0.59771962413	0.549051174917	0.55020220141	0.561963807027	0	0.584492383255	0.561797320764	0.569830433497	0.560089743196	0.53826239539	0.548442519518	0.54103755722	0.567979325431	0.666772155999	0.704759258414	0.625992515211	0.652162723554	0.619847175542	0.611104336936	0.662823296023	0.67121788727	0.599561291959	0.639612761195	0.676979486318	0.647847137576	0.645892765935	0.591924710918	0.673962661387	0.654312313938	0.698734487975	0.690150039584	0.714635028417	0.667491332003	0.682451612694	0.682445041646	0.670647743886	0.730609713228	0.646057840494	0.691810351001	0.696581994406	0.679041884569	0.686872106398	0.682026526901	0.675199618472	0.719060302101	0.631825537067	0.652403963684	0.69915209345	0.711825631663	0.653046730328	0.657871486619	0.699552501493	0.660609200004	0.719717613439	0.584788903086	0.686746201144	0.584190822838	0.668916296876	0.632760493864	0.577031640325	0.582188938318	0.565174895518	0.653943637695	0.604544566733	0.663746841932	0.644861195437	0.577851793462	0.661136333612	0.619952931219	0.651892393636	0.648224668609	0.666525190722	0.511706053035	0.668942745088	0.559550571557	0.511074782824	0.536327854099	0.614983316605	0.546146331298	0.602991972145	0.684377045871	0.575998943614	0.637211105431	0.647134537528	0.551299793096	0.603853394435	0.650303353638	0.615287887603	0.499924027704	0.489362909456	0.562462867158	0.614825467157	0.561421973193	0.5873290645	0.621631902038	0.613846724917	0.560477099752	0.646424448262	0.680193782199	0.66748587544	0.620587535438	0.657745506629	0.662403028019	0.695571744235	0.656433876791	0.607543841739	0.663664272034	0.645171412471	0.677226540985	0.649520991457	0.684280198341	0.702673626913	0.678500469861	0.687694807327	0.677349216424	0.673151811994	0.698014487844	0.668434440862	0.707415499069	0.671372976879	0.679351568816
CS.395	0.617552705526	0.716687102438	0.637743037642	0.635709812932	0.581639957505	0.627876388492	0.637269434615	0.658507250444	0.663915555852	0.6989052353	0.656357623891	0.673175157662	0.608489038794	0.700022428467	0.647579101368	0.583690912531	0.656014642175	0.591191235904	0.557146782388	0.591992255168	0.668132433761	0.709306813446	0.637672085649	0.633868242198	0.622513886361	0.614419391459	0.630467449788	0.595020201644	0.654022805414	0.635715911742	0.640491492647	0.642977017328	0.551852840886	0.668443193061	0.538458231544	0.572443672045	0.589911004514	0.558185043407	0.642763117029	0.570923874149	0.601133643426	0.576316693716	0.585255203686	0.580881595719	0.582942890373	0.545223786546	0.548958826232	0.467507750513	0.522393191527	0.469168967491	0.459154304747	0.584492383255	0	0.565299715985	0.539239744297	0.574021469073	0.542702070432	0.556979570765	0.574332652262	0.493239296226	0.642977735933	0.62127915868	0.566835242781	0.608509266288	0.591795586709	0.647505822071	0.625106892423	0.628906989119	0.545466994987	0.632013882477	0.62655536954	0.599259056887	0.599072707527	0.643673755463	0.629245303115	0.621964194652	0.647653104353	0.634692169037	0.639200623535	0.653193558298	0.667120841716	0.638055118675	0.582418127349	0.671637880899	0.631584033355	0.631779213066	0.617065137119	0.610818303749	0.65821565758	0.61682028209	0.642831643993	0.658933797992	0.639193640335	0.598564541417	0.72209360855	0.711818482634	0.599287310641	0.608684945513	0.688356563904	0.603556101904	0.700717804991	0.613871335183	0.608027956731	0.587143058393	0.684166906891	0.631030588517	0.576946322599	0.563214981886	0.533581290895	0.634689753619	0.600413066518	0.684926403517	0.691376395498	0.591876759881	0.567011718869	0.601726784689	0.594284000185	0.616209265469	0.689926032195	0.549653161414	0.663210199527	0.575457274977	0.553376112034	0.512002225836	0.654744353207	0.537235813435	0.593618585237	0.651451180268	0.539006652597	0.614585024132	0.557604034206	0.555953481677	0.617335405702	0.704730926395	0.605868953348	0.531098443486	0.530598628826	0.520106574349	0.574730713229	0.55142258372	0.578589561595	0.644548091794	0.538535670263	0.495582747062	0.643162702455	0.661067521667	0.642419059215	0.650240597961	0.620958244843	0.654761319813	0.645803656992	0.630228522802	0.616498188215	0.656894197356	0.614896824934	0.656161105064	0.649328288984	0.63701256944	0.66365957439	0.669051868924	0.709636789197	0.639109799103	0.623600466438	0.655139588394	0.614366575927	0.683398673359	0.665797002835	0.698926569169
CS.129	0.624661583611	0.662997581418	0.574808835396	0.604223414176	0.596273978887	0.587057602609	0.582579365888	0.614246441971	0.59627028041	0.638789429835	0.602492048767	0.621706734676	0.621799753081	0.621132156758	0.6090026056	0.577169521496	0.636903156734	0.613670964071	0.589766249668	0.607876113428	0.611233463928	0.694152730475	0.595972255257	0.655085779383	0.607781325901	0.584105443242	0.596208978309	0.575330065927	0.617696584434	0.611417682125	0.664610101541	0.615187925265	0.560786466984	0.682610993412	0.562248678543	0.60854307873	0.623947337214	0.585640880141	0.642469314924	0.559150737885	0.613745431038	0.592107650892	0.586733567552	0.576887938453	0.58837707282	0.572373942419	0.533309923036	0.573715400965	0.553016706158	0.531484614695	0.555262221413	0.561797320764	0.565299715985	0	0.586999605077	0.637505646212	0.556420811031	0.560642218464	0.635881359639	0.538399109503	0.60821385715	0.619551675635	0.585444591446	0.613249831089	0.593972109057	0.662627536914	0.603453878033	0.583158357147	0.574061565912	0.604543152936	0.597058068818	0.58856458359	0.573056821138	0.637633014429	0.601756356796	0.541164451262	0.615069825152	0.608229393069	0.598372134124	0.584061278632	0.613416321164	0.580936334795	0.597049237835	0.615075452524	0.585641179485	0.637885218748	0.599692922402	0.597596940879	0.590245742531	0.589980198771	0.566046980153	0.635032846655	0.578169536356	0.570662547212	0.661396451102	0.631104961579	0.579567062544	0.552656058036	0.680402121899	0.566897975567	0.663977145921	0.558004728867	0.579841356432	0.582666313826	0.587139400195	0.643283963225	0.539304894993	0.519131343271	0.559459326412	0.596217597161	0.596272444026	0.664940978019	0.661746703297	0.605078903794	0.624005979363	0.653997733222	0.580245306164	0.647435036253	0.650160181399	0.584981859415	0.640462471979	0.589592740711	0.582125726185	0.56084349541	0.665263371145	0.538402250294	0.574131493621	0.60896012544	0.600426553692	0.606069803025	0.571110846081	0.591681047035	0.588810218779	0.722363045174	0.620561978658	0.577351491587	0.572067232604	0.538772709999	0.612526790626	0.57859774893	0.577421908054	0.645947991899	0.556528435199	0.578287942615	0.626768893423	0.612051880079	0.630217071127	0.653755442023	0.559493267795	0.628791100215	0.623313961124	0.584551584254	0.618683635711	0.604840952745	0.603895478219	0.609005267942	0.588827370231	0.595261658176	0.602152716757	0.596265052085	0.617785284488	0.599825374479	0.594386008583	0.602997152332	0.608431098536	0.612253881704	0.586083342438	0.610375993576
CS.389	0.540717622962	0.718776334957	0.635038691794	0.607315976456	0.594473169574	0.654730354141	0.656541669856	0.646393509817	0.656232096453	0.704104460495	0.6655109071	0.665969866199	0.557448403015	0.718952928286	0.665461920099	0.605459762587	0.663423362545	0.563476912643	0.556622646912	0.54639308682	0.673766058111	0.658287983947	0.661638389249	0.571635065344	0.625670711361	0.58879859773	0.605821590761	0.601589639744	0.654443452805	0.666611386337	0.65697860528	0.636840667907	0.543577613157	0.558518834466	0.57251179249	0.545328685507	0.523762015913	0.560250558267	0.604371564004	0.608333551423	0.610253955472	0.555785231034	0.494583165903	0.555245527361	0.469515069868	0.482800841268	0.544004004676	0.508401953947	0.520219322183	0.489518608783	0.493141283641	0.569830433497	0.539239744297	0.586999605077	0	0.588850775236	0.591870507596	0.544526696574	0.546305010637	0.486753775543	0.626257367923	0.646405045154	0.569234889713	0.596146499137	0.517451016642	0.596280970363	0.63223420053	0.615809018325	0.594763545417	0.604257508046	0.657615973114	0.59008693043	0.594635150698	0.594279176368	0.600422038907	0.640853755016	0.661520656166	0.667944472524	0.664582387043	0.652955119801	0.670500030149	0.661235580055	0.599109273683	0.686714075923	0.614718220525	0.651402618261	0.639528924397	0.615308212241	0.640170670348	0.636084504856	0.634182082649	0.670188556683	0.645345915235	0.620209948001	0.699608412557	0.664475364011	0.618364454478	0.63320794841	0.633739530959	0.621701559883	0.702669869927	0.58906728224	0.635796254197	0.578804861984	0.63063419263	0.628152519178	0.52946351481	0.565096207015	0.515593723847	0.616309314544	0.559613929395	0.701355019109	0.61076451749	0.505324699832	0.579473265174	0.571671002692	0.591809177783	0.571252472252	0.639521361826	0.510908218407	0.621927844789	0.544239494025	0.539952603272	0.495123984982	0.577167797969	0.522832273026	0.585464095484	0.630260053534	0.523978989084	0.60396165764	0.59331330392	0.508706422064	0.606631869272	0.648776219054	0.582973615046	0.516118760385	0.526114038089	0.513306965749	0.638966246268	0.525907542085	0.559272475109	0.581222305507	0.547306699602	0.531843922003	0.590339447444	0.659944358457	0.644680632484	0.587406322585	0.631068710284	0.615993218	0.642022669224	0.623020819627	0.576957842678	0.646210659465	0.580769270863	0.634594295042	0.641454962145	0.634543087109	0.663785877177	0.663098826875	0.666593940017	0.626204419623	0.59347158441	0.666023061397	0.612599291105	0.706777233314	0.680093808352	0.681426866568
CS.369	0.65460099371	0.700698312755	0.669519061732	0.684439933499	0.700718599015	0.707620483077	0.705691835265	0.769389582965	0.753933956078	0.785473788529	0.730577168744	0.718540965444	0.622624559083	0.73956133813	0.763173594251	0.656190750973	0.708573156847	0.694851504934	0.613781221869	0.614139097962	0.709682459922	0.676290586207	0.703895193731	0.608272038016	0.714505904957	0.582004889982	0.691039706993	0.721360572208	0.698615328491	0.659256331444	0.643340187216	0.721063318991	0.679279627982	0.630097853748	0.638097019305	0.593378764052	0.593833055882	0.59681921216	0.618795490006	0.656383692532	0.605841429958	0.609330291392	0.583191203692	0.650659132788	0.595887364137	0.559447134903	0.576477376661	0.5776813438	0.566826862797	0.573898814778	0.563594221137	0.560089743196	0.574021469073	0.637505646212	0.588850775236	0	0.579157095608	0.607102827481	0.520523466048	0.595568366411	0.727635346894	0.724689507472	0.665039769291	0.718037131839	0.616485219275	0.638310692144	0.733029512229	0.726237232901	0.609028366337	0.72424358308	0.696443421435	0.687992527607	0.708003936195	0.611982577611	0.744583045688	0.710450708727	0.75026675984	0.756896162618	0.736006628276	0.744061507884	0.759232181763	0.735547784974	0.686623816319	0.768830254807	0.708523870799	0.7290453493	0.720623160977	0.732242901425	0.76026486207	0.726394365897	0.704657893614	0.753994072594	0.678289201289	0.699408674984	0.735277836749	0.768793951057	0.66159540126	0.687982550193	0.666082546049	0.725814949462	0.776221584017	0.615978161296	0.700231972969	0.58792330511	0.712255289447	0.621998389453	0.619260166644	0.624018983183	0.599992392413	0.717714675221	0.614379011349	0.663824927512	0.674219553559	0.625165684816	0.635702102744	0.566294150546	0.634420755565	0.626036418248	0.728806516339	0.580119254373	0.679843656613	0.65229982255	0.552631301905	0.555872123114	0.569175576774	0.612377859161	0.641869395079	0.741076804526	0.613091992725	0.613779496597	0.687351435448	0.578907300966	0.626207418926	0.652897077732	0.609028116138	0.589762532084	0.516691492543	0.613282784398	0.630352041252	0.612995178475	0.619425265067	0.577576525754	0.656371528152	0.584384029472	0.721889223262	0.74601462812	0.749679567255	0.622428476551	0.725222163461	0.724854738975	0.755994059843	0.717447352188	0.671075387242	0.739750877484	0.683566629565	0.735312447895	0.726948126932	0.703618046909	0.754681043319	0.73579254385	0.767625315392	0.74295016787	0.727728318939	0.755841743175	0.738414138849	0.764741489328	0.760384429037	0.774530357296
CS.268	0.636280192071	0.66253997807	0.645727980622	0.636832258347	0.624266926623	0.650789053279	0.643254573517	0.694948697645	0.683537881184	0.722754640557	0.665578584082	0.691776302697	0.602979199517	0.683021974465	0.699111730981	0.608178673557	0.661007167809	0.646688120101	0.598313401456	0.626852783426	0.672404345482	0.721169184011	0.637193436906	0.64100259433	0.663036642139	0.600992206454	0.633531149285	0.651037012312	0.645336938151	0.618071956522	0.61539522933	0.666338394329	0.623983178501	0.686634643901	0.584211921668	0.612882172906	0.605175400455	0.569108695332	0.640698413223	0.600699779359	0.605064450454	0.605067393673	0.609888414848	0.584721462171	0.586723976197	0.584666822445	0.532253370121	0.514268876833	0.549163581459	0.53051952325	0.538846520155	0.53826239539	0.542702070432	0.556420811031	0.591870507596	0.579157095608	0	0.581421915558	0.580572479267	0.546566888312	0.653392482577	0.669395016509	0.622233680686	0.661818829692	0.634332140281	0.666379338994	0.670822326877	0.641864192352	0.559654831615	0.659838992088	0.630518890692	0.656730482628	0.634130921105	0.653671619644	0.664069016754	0.650011065376	0.683577551371	0.68657377044	0.66488715582	0.673311930078	0.689912818529	0.658464064818	0.636864652275	0.695387205018	0.64596990027	0.701258199333	0.643774396325	0.659705088255	0.673580583305	0.661225269763	0.657764459985	0.717292207592	0.643421363362	0.62062423742	0.72123739121	0.701015641304	0.614048990819	0.622177503554	0.719373293731	0.650276809028	0.725203793517	0.587187474925	0.643956066115	0.570984206063	0.669078124424	0.648517831817	0.606060525165	0.574474236859	0.575176721886	0.651488319905	0.604984541456	0.654493659351	0.668641363442	0.616348264366	0.628528621315	0.640530729087	0.631377643635	0.662390397411	0.694338317393	0.547939793522	0.670183948213	0.590307889386	0.580350588417	0.56838320734	0.621345441959	0.560885254562	0.593642361431	0.672311123766	0.601375608485	0.61521400144	0.609392887643	0.591997082262	0.607948343578	0.699495562951	0.635766086074	0.528166467934	0.531902404614	0.556684633892	0.602714629878	0.595643651086	0.628355202624	0.643208505064	0.594600435529	0.543072070911	0.675169000696	0.69780242655	0.68512824296	0.665928323571	0.636645483577	0.703427143586	0.691096289738	0.656017790212	0.662823114674	0.670096991273	0.650368608901	0.686051902677	0.649340947735	0.639634406706	0.6705432146	0.675800168772	0.731278299254	0.674153639716	0.679526922064	0.682358064789	0.66864803397	0.708223112912	0.701130679036	0.714857477688
CS.177	0.623849873602	0.72062626453	0.657567015485	0.638739508423	0.67165619102	0.695415654199	0.637525537954	0.675719448812	0.698594557715	0.713724501397	0.709435207391	0.670968508571	0.585747745273	0.720382737715	0.701027179807	0.660514205525	0.698822878557	0.629447696951	0.596284053935	0.53338730753	0.68140747982	0.701304241161	0.678864645978	0.65467201628	0.654398270644	0.625474491859	0.654810923428	0.654192762913	0.709395735382	0.641085710476	0.679777298141	0.669125188853	0.590256859298	0.637443693282	0.572454696387	0.562827136979	0.59432252775	0.623138958101	0.601026893063	0.644376584511	0.66179328362	0.570015683022	0.553778038941	0.564928476358	0.559106297063	0.51465109525	0.506403181559	0.580528940837	0.538908166086	0.524959148271	0.543129046582	0.548442519518	0.556979570765	0.560642218464	0.544526696574	0.607102827481	0.581421915558	0	0.549074154508	0.56075553385	0.647827625285	0.690716223138	0.615390914729	0.633319930913	0.60096698902	0.579108262324	0.670351628348	0.663594387784	0.642939487257	0.621888953597	0.680805102825	0.638435181651	0.621507155087	0.613895861439	0.668473672539	0.667946944146	0.691197775873	0.680609133748	0.711073672006	0.653922944231	0.692711918367	0.691705577585	0.653175344721	0.711202700043	0.643839210167	0.686358992214	0.686465319546	0.660839739599	0.652599132494	0.639010186542	0.662868476298	0.699492061821	0.6589614003	0.641227529992	0.688391248391	0.688275233489	0.653781703862	0.678899280616	0.641322347666	0.65336497326	0.71865193205	0.605129498307	0.689312962018	0.604293371901	0.673650329334	0.661795525097	0.563101097217	0.594861011409	0.531659748943	0.653865809668	0.595109892894	0.701290073176	0.63894766867	0.553511543042	0.654555623094	0.609691083754	0.617260598171	0.633097606536	0.665045705301	0.545462730077	0.645292066606	0.526856002195	0.511472121713	0.538813723194	0.630123681768	0.533688770799	0.616917906119	0.652935854986	0.574188444395	0.639854543668	0.634789381051	0.553226906232	0.646934570786	0.636332244751	0.604661190074	0.553057404656	0.55011875957	0.536521705478	0.634145907832	0.57344039907	0.541882208481	0.578778643093	0.59831029963	0.56092351759	0.618708757914	0.670612141599	0.670562209735	0.646310694586	0.64740533283	0.641682690538	0.693980787372	0.653433076428	0.60529699958	0.640530591739	0.632676897778	0.66002674299	0.656973713465	0.684428238091	0.690214456635	0.671250060342	0.683203641088	0.668559392051	0.655477688148	0.705391638248	0.645242596956	0.713869477581	0.672583918838	0.684705601143
CS.183	0.637184569475	0.735871994772	0.68285612965	0.69262745573	0.696950647823	0.735375067333	0.708805514963	0.753503309194	0.7599803275	0.766436870091	0.740566528964	0.716447156377	0.642720142074	0.740894557574	0.757410251188	0.669641213659	0.726193005176	0.68076371044	0.596490216805	0.588340965504	0.725595326098	0.656082234812	0.714795350136	0.605241562847	0.703963565386	0.621445084561	0.699257115362	0.721069207153	0.716437881357	0.685170275324	0.667640299913	0.705048992714	0.660727288477	0.630080825607	0.61709477676	0.59381656703	0.55149993204	0.612961871298	0.611905245732	0.67868692002	0.628044505139	0.579335016591	0.548175079804	0.612578362002	0.566036622524	0.567204582222	0.563277787937	0.593259782298	0.58003460881	0.525404579031	0.583685120451	0.54103755722	0.574332652262	0.635881359639	0.546305010637	0.520523466048	0.580572479267	0.549074154508	0	0.619944494796	0.703356472467	0.739503062091	0.659017155532	0.677125012416	0.629036997617	0.63325274979	0.715008489681	0.716638881447	0.639791126504	0.70312943194	0.708901892929	0.681769268687	0.694491495113	0.617426758329	0.713704375409	0.714174858873	0.753859396678	0.745000936059	0.756521740746	0.736772886102	0.749377025633	0.72577891715	0.700660233991	0.772301653482	0.697333566765	0.744289971525	0.724093306444	0.727438616697	0.734451795741	0.733362604548	0.709675634634	0.758470836284	0.685426892674	0.682373057046	0.717333760771	0.749716628547	0.677945643681	0.705958829858	0.689305861277	0.709965056868	0.768738122096	0.613017464457	0.706559254392	0.572321787377	0.698258931188	0.652924795175	0.597907781116	0.625996714897	0.568100083684	0.704168410192	0.583652330662	0.686145407592	0.642512279933	0.580340341788	0.637238375719	0.568090164978	0.632518511148	0.627829402315	0.70961550848	0.539978396432	0.674663151866	0.582381565239	0.508273359135	0.541073809012	0.539765612627	0.582575425757	0.63737684609	0.719547285301	0.572910996171	0.637174370625	0.673387486327	0.546844060706	0.62426827052	0.563378279114	0.596564574642	0.573072906784	0.560974164664	0.561585737174	0.630856458135	0.607485272742	0.602697243166	0.577001367933	0.645193205634	0.55134318734	0.679701515668	0.721715427775	0.709702206891	0.635614537929	0.712128218034	0.682380641943	0.750746378109	0.700013671418	0.633284029545	0.71404396268	0.67953443513	0.72884181732	0.72058519023	0.705405738207	0.750632153822	0.735704357451	0.752905049991	0.731526270762	0.721768853308	0.763421609475	0.7189869363	0.781420574871	0.756658020101	0.739026423726
CS.182	0.54540483404	0.725391906132	0.615402173002	0.59224960337	0.539240374613	0.593766486815	0.610655685979	0.594428052272	0.582671170378	0.641920162799	0.631877999222	0.666298486257	0.583622127646	0.710325323932	0.60339492013	0.56533790786	0.628523895305	0.493873359637	0.518411460794	0.548068184026	0.659368625561	0.670600546451	0.646976873859	0.609220930065	0.582937152503	0.600627813002	0.582770324211	0.519384429766	0.623417409623	0.670172464551	0.649329958272	0.610886345803	0.47176658191	0.632223022704	0.495975608191	0.570059882042	0.536379851773	0.545912854191	0.659789183647	0.518044528195	0.601314267677	0.576709983524	0.537857100053	0.56822215083	0.490262326011	0.505430285294	0.492712809159	0.472508747524	0.477199449058	0.478461918211	0.422433776752	0.567979325431	0.493239296226	0.538399109503	0.486753775543	0.595568366411	0.546566888312	0.56075553385	0.619944494796	0	0.583066208064	0.59719099819	0.500619057633	0.578141257092	0.53990497033	0.616795036813	0.555651838468	0.572257628583	0.541807720627	0.58141774001	0.636879133024	0.512213694728	0.546345932669	0.637033234703	0.582029102896	0.566019024341	0.578023736672	0.59514850551	0.599413195051	0.577804406844	0.60911536464	0.586478915914	0.519237802417	0.610750797527	0.576597536548	0.58178847087	0.607753568522	0.533725212076	0.590580392977	0.566582885311	0.600340713359	0.617623643221	0.612005775442	0.546470165252	0.706710387461	0.654604875475	0.599129970373	0.577539277151	0.664093510399	0.558559283244	0.675649610617	0.593703624139	0.567964279675	0.573533517306	0.652314146881	0.637448787863	0.482405295217	0.531295429135	0.479561807897	0.591877968973	0.603718120711	0.717592913598	0.662810158535	0.563533922907	0.533767376402	0.618510096818	0.578536604534	0.61073443547	0.638934560014	0.513340822418	0.620971826045	0.552343889806	0.545694755159	0.472929495732	0.628924832419	0.464852144859	0.576183324903	0.603369191038	0.49902937907	0.608093214058	0.488537428718	0.502840449056	0.603041500824	0.711973887659	0.599260945459	0.491042028508	0.501994129154	0.495087556571	0.611972662166	0.486753281391	0.56107538419	0.664345000576	0.476348358042	0.494701424197	0.55539073572	0.596452161087	0.605825545649	0.622184384256	0.541089280975	0.584518356949	0.585499046059	0.592563665464	0.579206688983	0.616827932463	0.540722781662	0.602331792136	0.586350414981	0.586190592917	0.608299248651	0.613320819998	0.629734837333	0.553509620577	0.548079399393	0.58648652143	0.541689205299	0.628010461394	0.604357077227	0.649562880249
TFS.024	0.573916594638	0.721654650311	0.607345938271	0.597145422085	0.599712265947	0.641540023639	0.560911416644	0.538335683427	0.567672596528	0.537808276725	0.602335432226	0.606374199727	0.652019133077	0.712780083884	0.583981003614	0.590549746672	0.60815156058	0.554148443101	0.58482351276	0.613394308954	0.607651982612	0.659379674034	0.600070287654	0.668586660101	0.52719600596	0.649438460777	0.582621364617	0.548768312589	0.593353839379	0.670844962796	0.680083712197	0.515971375957	0.51894241731	0.685246348429	0.561629178666	0.646420530945	0.633952554335	0.597964566027	0.672211214426	0.602447140568	0.617378098144	0.639098504015	0.591260882702	0.57167029038	0.604834349538	0.609329139995	0.629431765377	0.631894581345	0.615950109432	0.606111050567	0.606348250117	0.666772155999	0.642977735933	0.60821385715	0.626257367923	0.727635346894	0.653392482577	0.647827625285	0.703356472467	0.583066208064	0	0.631118988068	0.56001063612	0.542610402181	0.572568848023	0.637659661622	0.512306795575	0.52726984202	0.607553740394	0.450353754738	0.645074939699	0.531715446531	0.519724921992	0.66597994334	0.534457717005	0.599715712367	0.61692180612	0.56141683634	0.64565878546	0.550508682649	0.558645663303	0.577478398054	0.61036112729	0.566571237996	0.5283086863	0.582677949392	0.604115998306	0.51397369348	0.529947744725	0.561589429453	0.556873397967	0.588633232173	0.572101684661	0.558658254557	0.64323233326	0.580180921832	0.613398230204	0.601860499254	0.656648006845	0.517718810186	0.608330246997	0.633573320922	0.620412027286	0.648892597076	0.595230166572	0.663846796529	0.537394221214	0.589309480052	0.607605569344	0.521475138272	0.677062686071	0.704840280987	0.614658898114	0.621630840448	0.606054460863	0.688995581692	0.645421349735	0.664091309379	0.525666209961	0.595611911839	0.647985859786	0.594761354197	0.614333875707	0.616641132232	0.696293670285	0.575268483976	0.557206631639	0.520959190202	0.590358475611	0.62703525001	0.525315804613	0.59432860038	0.627279915912	0.748422922042	0.627434084136	0.608476952905	0.615807862543	0.592498510086	0.640093422937	0.612261439828	0.627224605161	0.721217190012	0.539708496613	0.610596036049	0.467489759043	0.467517793965	0.505769056141	0.693324628983	0.522964086021	0.512912838687	0.49151715034	0.523459680244	0.592712265397	0.496689793468	0.510215947087	0.543116243181	0.540313999929	0.595150573489	0.56985764499	0.5706389381	0.538945138783	0.519719127856	0.53830757986	0.559520547779	0.519205302573	0.583309201032	0.530309973316	0.547109299898
