L.035.M1	L.006.M1	CS.296	CS.094	CS.354	CS.264	CS.104	CS.143	L.022.M1	CS.105	CS.039	CS.003	CS.002	CS.244	CS.243	CS.056	CS.377	CS.077	CS.067	CS.381	CS.335	CS.365	CS.062	CS.367	CS.042	CS.171	CS.117	CS.161	CS.066	CS.153	CS.380	CS.125	CS.374	CS.378	CS.041	CS.224	CS.282	CS.128	CS.136	CS.292	CS.302	CS.126	CS.375	CS.213	CS.236	CS.178	CS.386	CS.183	CS.389	CS.214	CS.385	CS.254	CS.348	CS.369	CS.268	CS.129	CS.148	CS.166	CS.256	CS.177	T.CS.071	T.CS.067	T.CS.046	T.CS.079	T.CS.019	T.CS.080	T.CS.024	T.CS.057	T.CS.050	TFS.023	T.CS.014	TFS.024	T.CS.082	T.CS.025	T.CS.007	T.CS.102	T.CS.091	T.CS.161	T.CS.114	T.CS.121	T.CS.125	T.CS.144	T.CS.131	T.CS.106	T.CS.111	T.CS.153	T.CS.156	T.CS.139	T.CS.130	T.CS.128	CS.015	CS.241	CS.082	CS.103	CS.087	CS.085	L.024.M1	CS.110	L.034.M1	CS.088	CS.356	CS.237	CS.006	CS.242	CS.238	CS.212	CS.336	CS.387	CS.364	CS.187	CS.207	CS.113	CS.164	CS.151	CS.191	CS.358	CS.189	CS.304	CS.325	CS.311	CS.361	CS.318	CS.322	CS.331	CS.163	CS.319	CS.112	CS.152	CS.285	CS.194	CS.080	CS.223	CS.343	CS.158	CS.320	CS.255	CS.393	CS.270	CS.145	CS.262	CS.253	CS.370	CS.326	CS.390	T.CS.043	T.CS.055	T.CS.008	T.CS.045	TFS.020	TFS.022	T.CS.066	T.CS.061	TFS.027	TFS.025	T.CS.049	T.CS.064	TFS.021	T.CS.026	T.CS.031	T.CS.109	T.CS.141	T.CS.158	T.CS.151	T.CS.152	T.CS.157	T.CS.166	T.CS.095	T.CS.142
CS.126	0.510404723745	0.581686930655	0.51342417439	0.624827092384	0.62123519222	0.602906285471	0.534794219745	0.572440922412	0.587939422871	0.490116273839	0.615131780952	0.583071653433	0.597019873426	0.69899188571	0.559629640345	0.620272079224	0.573873582825	0.537432424973	0.707439444621	0.460709891499	0.691910766391	0.512545303631	0.530055444907	0.67462350171	0.588289869865	0.602581326655	0.585243594683	0.623067305483	0.601871581483	0.551327489386	0.458232284469	0.545790698674	0.612111975816	0.662741357554	0.596199889422	0.713095141561	0.58981461193	0.496087078046	0.57262501379	0.55645259045	0.650770726708	0	0.539055275194	0.616184067755	0.695612850944	0.519239036614	0.66651615454	0.660727288477	0.543577613157	0.534347284908	0.549090606434	0.53228749643	0.51850057953	0.679279627982	0.623983178501	0.560786466984	0.618085651977	0.594184299798	0.56491629721	0.590256859298	0.463295700811	0.477196444766	0.540144230515	0.596670412062	0.565278746618	0.551425133929	0.472262712023	0.635147739081	0.574037884238	0.507539962271	0.523764867324	0.51894241731	0.512526065609	0.481737418071	0.575998154076	0.561076596796	0.520319182154	0.568098240917	0.601893766491	0.524718421619	0.482206901911	0.537143081562	0.494633245388	0.53562965925	0.492796862201	0.563619659713	0.520907049874	0.540253854429	0.487709355652	0.551104107574	0.624035865601	0.559699088986	0.552050696708	0.570833244366	0.594501792626	0.551469531556	0.593563572355	0.607719398354	0.580134864072	0.676424227253	0.640630256903	0.615190787875	0.543559822921	0.480954954756	0.575365034883	0.567688684961	0.497874053429	0.47236106826	0.653116803697	0.525908593652	0.604324676052	0.543328295999	0.726782088089	0.537952507638	0.475290633742	0.695416959321	0.59762934111	0.651568243604	0.706505804371	0.582822049463	0.591385691215	0.560276583102	0.60335952873	0.499813478737	0.609283521587	0.556233224994	0.613218184447	0.429396577442	0.680258606378	0.671321621697	0.564286565927	0.536617707392	0.570490603616	0.625857575505	0.493218106219	0.515626644049	0.596498929366	0.560792903505	0.445022937173	0.589224053919	0.673851172643	0.556825053337	0.538313315108	0.556424365574	0.500815008865	0.551704065838	0.502327013271	0.528391171788	0.497566094858	0.497998883193	0.533472640129	0.504417974845	0.495308838313	0.491136714605	0.585985892422	0.485245070097	0.538269243182	0.650369835198	0.524513726527	0.532452418289	0.580515290104	0.483904215352	0.509144878701	0.459577333462	0.552943480427	0.494565530605	0.570927809947	0.563593872479
CS.375	0.518944602303	0.6369345802	0.60407534593	0.595992968479	0.610969599277	0.608672978971	0.565062115136	0.608652726269	0.688172906775	0.592921740662	0.624627004369	0.650135534011	0.641772848935	0.694202310372	0.598402562432	0.600218582033	0.585818762364	0.571118937592	0.655125830897	0.562945604816	0.632483828009	0.569764310464	0.569549327066	0.624136420468	0.543017379146	0.627540934888	0.599530967591	0.574411826705	0.603802107769	0.594680816587	0.585484510056	0.553239488034	0.553424926435	0.611350610664	0.605359350596	0.661303083911	0.575724851908	0.543704505615	0.565400595896	0.590023300148	0.609879796036	0.539055275194	0	0.578695061451	0.645277265612	0.572830834834	0.626367339294	0.612578362002	0.555245527361	0.506653209633	0.572754158318	0.564666180182	0.611770889177	0.650659132788	0.584721462171	0.576887938453	0.620883177242	0.613206436576	0.588722371339	0.564928476358	0.58376077335	0.556918935653	0.558510774297	0.562966568478	0.553978400262	0.555390815458	0.558036410848	0.60506941907	0.568833193516	0.522411212059	0.612832615535	0.57167029038	0.576473225749	0.54591307726	0.582798437448	0.651750005601	0.658549769595	0.640407019001	0.66852273134	0.610739358966	0.564890368462	0.636632409449	0.606622849873	0.675831612646	0.587926652622	0.662116657273	0.583877560641	0.654827377525	0.59651577177	0.640411191911	0.661787013019	0.650305449928	0.629812649509	0.617498907712	0.594249217049	0.622706199944	0.628475841521	0.604818232659	0.608003040055	0.631769319607	0.58932123333	0.577805187579	0.58521731296	0.558019005349	0.62025015189	0.565845536269	0.544802360076	0.502247341005	0.607283158611	0.550992544885	0.579311993937	0.580439110726	0.679785119334	0.566421220738	0.603445385717	0.643077508264	0.603154365178	0.620608873113	0.669021280162	0.575840537226	0.522847654842	0.574777686571	0.581582010259	0.582416160091	0.58861685022	0.558872824952	0.583203573717	0.556646683438	0.624526930683	0.642576494741	0.586209600685	0.555169446541	0.538961593012	0.58930392303	0.555585527619	0.567773467392	0.584231391469	0.576474639288	0.535919778381	0.578950686924	0.638312183684	0.581225320959	0.563484075258	0.575827344923	0.572378356867	0.608407455792	0.555931211427	0.579586365911	0.632105757091	0.628097131269	0.631990888267	0.542086088196	0.598147892099	0.540867179242	0.591745972304	0.586632471504	0.586613239642	0.641095529343	0.557053612067	0.649789604126	0.613556642915	0.594850832552	0.629820646246	0.590669338846	0.607280744048	0.573853682771	0.664691178432	0.621957587728
CS.213	0.571131686727	0.675333799009	0.693319628628	0.66750181967	0.646175577875	0.652483074253	0.651198266375	0.643759330851	0.73237852854	0.670449632269	0.631309818651	0.685118265743	0.623215631076	0.729035309584	0.625447844485	0.587483885863	0.581193506679	0.650347161568	0.586687560541	0.625485616231	0.570346214483	0.636220544094	0.656592591231	0.558304034498	0.59960202724	0.64975587362	0.639971243894	0.569422443469	0.667659315568	0.637032536322	0.657939848759	0.535376679329	0.54124605561	0.5914918817	0.619514429785	0.618319945822	0.537330417283	0.571031985913	0.572938520851	0.588926118401	0.580427020277	0.616184067755	0.578695061451	0	0.623607453373	0.630673489176	0.584045002813	0.59381656703	0.545328685507	0.589934760754	0.571417392074	0.556005613868	0.628656606352	0.593378764052	0.612882172906	0.60854307873	0.584689260228	0.59473476237	0.536071597367	0.562827136979	0.66225225614	0.655112409547	0.570519117825	0.562761174982	0.628844801751	0.609233198385	0.629814424322	0.617625833848	0.625927567372	0.652428857329	0.659537240926	0.646420530945	0.659100930584	0.613784579709	0.615711877328	0.700524498945	0.722946979121	0.672062657545	0.697419876545	0.673604232137	0.649861184621	0.692354130458	0.675449524944	0.734049210429	0.670631052838	0.700474087845	0.666548620254	0.712268025652	0.665884516152	0.638517199876	0.714342681697	0.685010158113	0.688490225891	0.642051821393	0.667762103952	0.678357937431	0.711266086961	0.600558335626	0.625210290831	0.688973041059	0.636442598537	0.593134191004	0.661161928436	0.665674242475	0.665224858994	0.622476227476	0.591537332357	0.558419036179	0.58074198803	0.549785705716	0.578628277092	0.661619148941	0.679123283229	0.613307543461	0.681135460457	0.552149620225	0.605187329813	0.662798358051	0.640916250162	0.631326500182	0.568606326649	0.475984179887	0.514616395468	0.570259689367	0.60649410174	0.498478468097	0.554260882744	0.650437532097	0.58285275868	0.547701740918	0.616542134244	0.554936619685	0.524332726757	0.578489912428	0.544851230864	0.56826503468	0.638815256296	0.54767136691	0.613368573361	0.557415791384	0.593927140635	0.553050894876	0.566911793833	0.587766081763	0.680486172011	0.672085448651	0.616141728541	0.652363083948	0.70132164546	0.70083438888	0.705914356537	0.60361440634	0.671665454895	0.610384029333	0.55057493289	0.666169636617	0.67209769417	0.641531200306	0.654948581218	0.69932918368	0.675685174346	0.680920912899	0.679222285189	0.651231470474	0.682942089355	0.657914962187	0.720651228138	0.681167188888
CS.236	0.673899166384	0.669384259223	0.711227821402	0.709050529908	0.683876270398	0.658149700027	0.619315323724	0.647495426172	0.71885599733	0.670347758728	0.637429939829	0.670408575607	0.601158777781	0.715727968228	0.657047131932	0.627892342935	0.631868599253	0.654914756478	0.667518452703	0.656346428217	0.736532214045	0.66510506015	0.656597451848	0.695157518947	0.642630166411	0.620287958736	0.652178831008	0.597924322948	0.660430382811	0.630305082697	0.697833156602	0.647980104185	0.629039892232	0.656506725747	0.608768780582	0.720606416614	0.630821767852	0.631278775808	0.58708327939	0.611278348595	0.69780087107	0.695612850944	0.645277265612	0.623607453373	0	0.680177088844	0.677243119256	0.667640299913	0.65697860528	0.671079577249	0.639656001078	0.651295789287	0.655553885137	0.643340187216	0.61539522933	0.664610101541	0.670038976209	0.671090560276	0.656246889406	0.679777298141	0.719197430773	0.711298908549	0.677878781425	0.684029650744	0.669607118101	0.689969745845	0.684025555934	0.688918585559	0.653580756399	0.708832678809	0.67145561144	0.680083712197	0.675437608702	0.692230801648	0.711942053602	0.743098557676	0.750593499653	0.690620624729	0.701215477929	0.709888019955	0.719454526982	0.718882441013	0.717965399716	0.759684031996	0.726108168853	0.704388746068	0.695649784228	0.749232082107	0.702728554759	0.677767558216	0.685270186063	0.689210778227	0.664042864909	0.634207785925	0.681069383459	0.641704017695	0.738452174346	0.639893617205	0.635627658566	0.703834570222	0.721134265581	0.58950580228	0.6874318974	0.698415473817	0.673680805373	0.735605559466	0.682962244041	0.665451156765	0.660174682268	0.643964644425	0.670650749937	0.665998952364	0.655974894728	0.666924975014	0.706086244032	0.70271873383	0.682452029449	0.670044237586	0.738197307306	0.661258864402	0.671175554193	0.638715037717	0.668661411259	0.637622231109	0.585121529404	0.646009901315	0.593547016318	0.674006925198	0.648818366769	0.734205337118	0.627507558801	0.659884034791	0.644404105624	0.581866874234	0.645014939249	0.679376773704	0.637071305668	0.662389345033	0.684031876375	0.6799206684	0.684389533247	0.640230550474	0.652217949218	0.650920489478	0.699093928922	0.688118988138	0.717149569777	0.7013286885	0.721002066575	0.719379199355	0.720344089142	0.698922273935	0.718751677433	0.703745382089	0.714886546872	0.699792704779	0.702478474116	0.718247892002	0.709307369169	0.73208911258	0.739990690001	0.712755492725	0.742491668344	0.689636422588	0.722522532001	0.691060377963	0.747544540665	0.75572108026
CS.178	0.590928139018	0.596263760443	0.590014667499	0.664086434671	0.648855147057	0.62526603578	0.577282873479	0.59934528554	0.626547133371	0.586582147524	0.640711301753	0.622641754617	0.614545221616	0.67785430545	0.59995918107	0.6222309642	0.578703940942	0.611923914571	0.693261043798	0.525202190222	0.681462497213	0.571137459371	0.593036059107	0.691261915422	0.615735672407	0.633567675679	0.615487615156	0.64122844591	0.639470447292	0.57786181773	0.553773105495	0.589095630821	0.636567852215	0.651433007911	0.615849662194	0.722257285337	0.634257580558	0.537694807986	0.597028158913	0.570762707039	0.68409677339	0.519239036614	0.572830834834	0.630673489176	0.680177088844	0	0.657666545269	0.61868299801	0.568218551563	0.560063496078	0.573812582405	0.543470174608	0.566464846508	0.630238051502	0.594123040411	0.582926479303	0.615567110684	0.586083119371	0.586981581786	0.59894560125	0.571126204554	0.560940388685	0.576361169861	0.616625919041	0.575738976481	0.564957899167	0.547630090808	0.612777455212	0.607609999993	0.577682597323	0.555380520767	0.58533206218	0.590024181545	0.542654415118	0.617452022961	0.63934651283	0.588991020115	0.609972485803	0.626521393384	0.561683036348	0.561586528544	0.596336803852	0.579845851404	0.601118007153	0.573695371049	0.595786840938	0.576537371663	0.618687110178	0.564181793648	0.589040760746	0.661299957364	0.624359700957	0.595198194447	0.598245644537	0.65412840304	0.603968532857	0.624773978473	0.623136219053	0.612185705129	0.664583042989	0.660602501262	0.627044449391	0.592082001936	0.55668892506	0.614838798668	0.627438337222	0.526613293283	0.537800384268	0.662014896066	0.562590380461	0.64801497681	0.602613981301	0.70871735993	0.56369755131	0.560990474403	0.704642965496	0.61736349293	0.655448970719	0.706006761109	0.595339311167	0.612356560628	0.607802789819	0.586283247779	0.555653214322	0.626419486413	0.613582778838	0.603317341339	0.524919691926	0.671104583792	0.70332192715	0.603835675232	0.569138773424	0.635985084335	0.644301086141	0.567697885001	0.587761537009	0.603208747792	0.555863202099	0.540625712951	0.61715827937	0.679420683777	0.559854253811	0.598255121358	0.581621731429	0.582778434137	0.592816547322	0.591639241377	0.606741756962	0.577978282719	0.553659639595	0.594511221316	0.557705874071	0.580842245171	0.576882249167	0.647037206293	0.588060201685	0.600757147389	0.637234851958	0.583190168804	0.598522601423	0.613463357612	0.567379228267	0.597048490941	0.54366864396	0.60615590421	0.560134820633	0.613252178301	0.615623318103
CS.386	0.577787024799	0.697189586538	0.709236626876	0.726171971366	0.666030752446	0.656884077679	0.682645818609	0.680212952431	0.723148177573	0.704923492992	0.669129183683	0.709246843381	0.663280897818	0.707281266066	0.679266983973	0.631231146123	0.63949584718	0.689905867313	0.603713282266	0.668559342469	0.620230434441	0.684632982547	0.686182890782	0.604901486691	0.671947864269	0.690726213546	0.678179680578	0.634107810812	0.691516630283	0.681271988418	0.690731148987	0.582539859757	0.597054136789	0.615123864711	0.677588102435	0.587195940878	0.616242354413	0.648402509459	0.6600464945	0.646100592838	0.642888753144	0.66651615454	0.626367339294	0.584045002813	0.677243119256	0.657666545269	0	0.5731275802	0.587593865991	0.598623119435	0.642978367607	0.598483206934	0.683121081242	0.623626066649	0.583992627835	0.602361261912	0.565348699365	0.599929518381	0.578650796305	0.513624556036	0.706104768015	0.684735416313	0.649888738079	0.590669405836	0.652637253402	0.616256503938	0.675059096044	0.630474978809	0.653354472449	0.673908213552	0.697311296713	0.685471909868	0.680994854367	0.654060272955	0.631238271743	0.717849377182	0.724877842339	0.683265598099	0.702283375486	0.69834681001	0.665480747043	0.705442787343	0.677965465691	0.738290894342	0.681469511424	0.70969790589	0.68138570047	0.72545564016	0.687353638714	0.667202310927	0.738060734526	0.715837000216	0.719282237996	0.669883521379	0.684480208398	0.686829558388	0.703819036298	0.614277622525	0.666225959532	0.695223265525	0.658327928519	0.620883618562	0.694203702849	0.682440547578	0.680207429731	0.679053546801	0.667259823241	0.62322498122	0.622071348964	0.592608086219	0.594825533666	0.678090608737	0.659262009895	0.678986451032	0.699352124665	0.613097481632	0.638914593117	0.65121709534	0.592047701981	0.686285638286	0.635820656898	0.604691729908	0.606374745721	0.647989338826	0.652283985477	0.604762268029	0.634627468564	0.692575636311	0.61223965331	0.586770067515	0.636901356075	0.602717345716	0.567309055271	0.634058998716	0.609301683158	0.594047451552	0.659386247596	0.593806806199	0.658435569875	0.580239494061	0.587154953572	0.609374961235	0.589024764891	0.560387776971	0.706129230722	0.682752401541	0.681121822273	0.697638385481	0.72319263122	0.714668244198	0.707343559427	0.651766664444	0.702845109026	0.654504591198	0.628879847093	0.679024578074	0.682626476499	0.632903761322	0.661934864943	0.717780601851	0.688864268194	0.699183229136	0.709498623536	0.68373968252	0.69169554834	0.679320659954	0.732915056744	0.700527117326
CS.183	0.662331494579	0.71140913004	0.731155268104	0.715709210008	0.700134616835	0.691712788412	0.690233997907	0.69262745573	0.771811777655	0.723707845734	0.68285612965	0.738279503747	0.653436634021	0.740894557574	0.708805514963	0.58083191581	0.575929108278	0.699257115362	0.593443646471	0.656991382574	0.580122872564	0.703963565386	0.705359273349	0.562515288504	0.667539861401	0.716437881357	0.711404734858	0.589375623471	0.725595326098	0.669641213659	0.703215204467	0.566036622524	0.579335016591	0.611905245732	0.628044505139	0.618758549649	0.55149993204	0.61709477676	0.612961871298	0.600979940479	0.630080825607	0.660727288477	0.612578362002	0.59381656703	0.667640299913	0.61868299801	0.5731275802	0	0.546305010637	0.569435641422	0.593259782298	0.525404579031	0.6400865525	0.520523466048	0.580572479267	0.635881359639	0.54103755722	0.544413524128	0.563277787937	0.549074154508	0.715008489681	0.711880595103	0.629036997617	0.576347769672	0.650318400893	0.641292112721	0.663926201888	0.63325274979	0.689664644057	0.70312943194	0.681973667627	0.703356472467	0.71671431595	0.694491495113	0.657360585174	0.772347093201	0.76766384153	0.714174858873	0.752731651583	0.699689977777	0.690118381196	0.749377025633	0.733362604548	0.779026360263	0.734451795741	0.753393401142	0.728163227369	0.7665317824	0.736874551617	0.700660233991	0.768738122096	0.758470836284	0.706559254392	0.677945643681	0.698258931188	0.705958829858	0.749716628547	0.613017464457	0.685426892674	0.717333760771	0.689305861277	0.572321787377	0.709675634634	0.709965056868	0.701909866746	0.657311170602	0.642252208717	0.597907781116	0.568090164978	0.568100083684	0.583652330662	0.722169017318	0.686145407592	0.637238375719	0.729467153899	0.602009746858	0.632518511148	0.652924795175	0.643537625254	0.684201097327	0.596564574642	0.546844060706	0.508273359135	0.613030780276	0.637174370625	0.572910996171	0.589453655615	0.673387486327	0.539765612627	0.600507522217	0.63737684609	0.541073809012	0.582381565239	0.62426827052	0.582575425757	0.561585737174	0.630856458135	0.560974164664	0.645193205634	0.602697243166	0.577001367933	0.55134318734	0.607485272742	0.573072906784	0.709702206891	0.72058519023	0.682380641943	0.72884181732	0.750746378109	0.734730607931	0.750632153822	0.67953443513	0.721715427775	0.679701515668	0.633284029545	0.712128218034	0.71404396268	0.635614537929	0.700013671418	0.763421609475	0.739026423726	0.731526270762	0.756658020101	0.721768853308	0.735704357451	0.7189869363	0.781420574871	0.752905049991
CS.389	0.532698244769	0.667265070164	0.647574739311	0.674622301236	0.679006331474	0.633865993875	0.608055447628	0.607315976456	0.685229167628	0.616161706884	0.635038691794	0.659658730973	0.631228587903	0.718952928286	0.656541669856	0.588595926188	0.529410142114	0.605821590761	0.624636763014	0.573175235476	0.612456847062	0.625670711361	0.626267889289	0.580639545507	0.611859123149	0.654443452805	0.640756896335	0.544310410101	0.673766058111	0.605459762587	0.598933124081	0.469515069868	0.555785231034	0.604371564004	0.610253955472	0.657880494591	0.523762015913	0.57251179249	0.560250558267	0.57056433975	0.558518834466	0.543577613157	0.555245527361	0.545328685507	0.65697860528	0.568218551563	0.587593865991	0.546305010637	0	0.535394776943	0.508401953947	0.489518608783	0.534539372106	0.588850775236	0.591870507596	0.586999605077	0.569830433497	0.546691522932	0.544004004676	0.544526696574	0.63223420053	0.606541167549	0.517451016642	0.529567182438	0.606905278489	0.615333591762	0.605525230353	0.596280970363	0.614365071396	0.604257508046	0.609336613627	0.626257367923	0.641636557327	0.594635150698	0.550440605492	0.678365311922	0.670505300795	0.640853755016	0.680819390556	0.61332948861	0.593430377307	0.670500030149	0.636084504856	0.690121432743	0.640170670348	0.670498886544	0.639529233832	0.675962895158	0.620466217946	0.599109273683	0.702669869927	0.670188556683	0.635796254197	0.618364454478	0.63063419263	0.63320794841	0.664475364011	0.58906728224	0.645345915235	0.699608412557	0.633739530959	0.578804861984	0.634182082649	0.621701559883	0.617237790649	0.582934952285	0.562663150905	0.52946351481	0.571671002692	0.515593723847	0.559613929395	0.635002302037	0.701355019109	0.579473265174	0.636381137758	0.627689508835	0.591809177783	0.628152519178	0.655569752955	0.622012624378	0.582973615046	0.508706422064	0.539952603272	0.544319856219	0.60396165764	0.523978989084	0.583490582497	0.59331330392	0.577167797969	0.614428005382	0.585464095484	0.495123984982	0.544239494025	0.606631869272	0.522832273026	0.513306965749	0.638966246268	0.526114038089	0.547306699602	0.559272475109	0.581222305507	0.531843922003	0.525907542085	0.516118760385	0.644680632484	0.641454962145	0.615993218	0.634594295042	0.642022669224	0.657835986369	0.663785877177	0.580769270863	0.659944358457	0.590339447444	0.576957842678	0.631068710284	0.646210659465	0.587406322585	0.623020819627	0.666023061397	0.681426866568	0.626204419623	0.680093808352	0.59347158441	0.663098826875	0.612599291105	0.706777233314	0.666593940017
CS.214	0.559770905489	0.665461904375	0.625953205621	0.63454070857	0.639859464406	0.64205610826	0.606117758215	0.628664607557	0.68807195703	0.617321092077	0.648537695595	0.66601798824	0.638666607789	0.717829569437	0.637697094099	0.586751320045	0.550745142191	0.598755051635	0.646617396533	0.575155933791	0.643511652339	0.606795560388	0.58796740263	0.632735430355	0.59341523758	0.654779196838	0.631048974747	0.573287272073	0.65578394896	0.603711021221	0.605753690794	0.551430151619	0.603830227935	0.611210651875	0.625792626503	0.64280315834	0.550643154067	0.536790074039	0.567382175378	0.578591541338	0.605600213306	0.534347284908	0.506653209633	0.589934760754	0.671079577249	0.560063496078	0.598623119435	0.569435641422	0.535394776943	0	0.538650424367	0.53959537623	0.58467676924	0.574256401535	0.5712428579	0.578597437648	0.569056538753	0.560562926655	0.568025055059	0.579131830813	0.618724731853	0.590010711583	0.585585085963	0.5883550481	0.581713600342	0.594231038106	0.594441175916	0.630442883735	0.600944854735	0.590698395735	0.604859989533	0.635297370691	0.616456755059	0.60335261147	0.605250638552	0.671529085825	0.65244747446	0.659181619244	0.685554766901	0.604855722311	0.589247425898	0.654273068267	0.613746267931	0.675155993759	0.631437782736	0.676716286009	0.614854217226	0.664699369532	0.616169909781	0.639329657697	0.681552095912	0.663286903773	0.623392305374	0.618925012726	0.618963328591	0.640272316373	0.662287420321	0.620624606307	0.640173189499	0.6576115145	0.600465545397	0.572318994149	0.593248801158	0.607262555728	0.634639263552	0.549544476617	0.537964464409	0.504926253292	0.582176259958	0.531035603907	0.562245162766	0.625737901734	0.713969883656	0.575028835297	0.625857924861	0.647213905519	0.592652499449	0.593365093183	0.679086086221	0.592480870778	0.522832010573	0.547088382094	0.573007425234	0.568047658786	0.589416765886	0.535589405594	0.604902121065	0.567073675115	0.596038986375	0.64421104819	0.598408263104	0.509424192278	0.558793472228	0.629797672724	0.548947482293	0.54527890318	0.594771618846	0.513103294413	0.545959097382	0.588975877879	0.613637582726	0.562875086478	0.535580725061	0.554991238351	0.61726793605	0.625630599244	0.605154199497	0.633753515654	0.647484880053	0.645797108706	0.633253820489	0.571889395326	0.647906649419	0.578383041491	0.611764069652	0.619188434605	0.6450430131	0.653461635718	0.599611245014	0.65172480256	0.664973790177	0.612214062847	0.641024518516	0.603646491726	0.633937161048	0.597041834836	0.682150603547	0.654537885504
CS.385	0.585213986376	0.666346717418	0.648390034951	0.697260427558	0.695961784704	0.647924123418	0.611095504164	0.621861062415	0.678645479325	0.613102536457	0.661695952784	0.657984699186	0.628321441104	0.721829827605	0.633418741287	0.561473169093	0.481464513315	0.61322368588	0.689456828548	0.527859297113	0.665343853063	0.604153213443	0.632025577293	0.647960140241	0.626210965374	0.658098185305	0.663027870043	0.586687511037	0.692184112219	0.600059240655	0.593335542773	0.51995755405	0.554429763801	0.661734183527	0.60900501775	0.690920371217	0.537679167174	0.504704617311	0.535536646105	0.540593748726	0.63721434104	0.549090606434	0.572754158318	0.571417392074	0.639656001078	0.573812582405	0.642978367607	0.593259782298	0.508401953947	0.538650424367	0	0.473548324751	0.500765205238	0.5776813438	0.514268876833	0.573715400965	0.59771962413	0.504584653374	0.516367452567	0.580528940837	0.610513702886	0.61584588674	0.546345375472	0.599206826938	0.601881479186	0.629118337683	0.579003733827	0.638625434164	0.634117253536	0.618412285554	0.603027115521	0.631894581345	0.64047155	0.564326989985	0.631367661558	0.672214816488	0.663197806636	0.631309153709	0.670275622633	0.61133058926	0.621561636054	0.664539456719	0.615013526169	0.670532724566	0.652495340637	0.660857323517	0.642007238696	0.662441105825	0.603473939559	0.588072165046	0.709287525016	0.671986334738	0.615464960884	0.622194092548	0.669303166442	0.62777146602	0.697603419	0.60607554362	0.626412041289	0.72247856248	0.6780944441	0.587829756	0.642708925342	0.620774969255	0.636406456081	0.63782790122	0.552684465441	0.524629157283	0.56437492933	0.487699568699	0.585874457345	0.66277539033	0.706276140253	0.551088187356	0.645736833185	0.647828609669	0.608116504761	0.632265325975	0.694384888577	0.643858756532	0.589231225851	0.504809819393	0.53588714877	0.470134441557	0.60093981914	0.487500252952	0.602130647501	0.522628136148	0.610003346956	0.640803345225	0.585931551837	0.500395612468	0.564655885719	0.625231401596	0.517530969357	0.510999399254	0.589533356503	0.50530254807	0.501059846312	0.584326476583	0.654321541616	0.471719041576	0.534810250252	0.493858406596	0.655964690521	0.635998378147	0.635897919645	0.660665430647	0.646138223829	0.636115533733	0.649458397297	0.598793353559	0.653873071311	0.614271084668	0.595296915414	0.621284545961	0.659272852987	0.651903914551	0.638468857005	0.649359195165	0.713782905394	0.621848319753	0.677146127039	0.63127148673	0.68404420977	0.61579713254	0.683551572102	0.706918645207
CS.254	0.567029257795	0.668598170634	0.655913058927	0.686141530124	0.669869109428	0.642320038812	0.623402333309	0.621679407797	0.690353049928	0.630670605182	0.642941447647	0.69265149239	0.615882358761	0.723772798833	0.636380112182	0.55853523449	0.513907070777	0.626034719667	0.65431327858	0.543025295524	0.612025908405	0.61845161006	0.640240365028	0.612904755551	0.638166476438	0.677439728566	0.65521215517	0.568574565124	0.689815300756	0.616626630719	0.600108389375	0.482853098764	0.540963196312	0.638565050877	0.591023174039	0.664688608091	0.524299280625	0.511052630505	0.569933587274	0.534843443638	0.619699189448	0.53228749643	0.564666180182	0.556005613868	0.651295789287	0.543470174608	0.598483206934	0.525404579031	0.489518608783	0.53959537623	0.473548324751	0	0.52714165684	0.573898814778	0.53051952325	0.531484614695	0.55020220141	0.493156337636	0.4878907985	0.524959148271	0.614686986881	0.625185529773	0.566596728311	0.55170213228	0.598092541198	0.581902332705	0.565064190181	0.623317289019	0.649680156913	0.61566617514	0.623503179976	0.606111050567	0.653867518497	0.615326404095	0.607219911396	0.68517569183	0.667795777013	0.627034524916	0.676973000659	0.618106330601	0.584652509779	0.679075894288	0.601903490145	0.688243661346	0.636250450757	0.673285228167	0.631776312222	0.662897209343	0.591511675711	0.611483129993	0.727764312317	0.686856313931	0.625384112282	0.623665725939	0.666520739588	0.628918280108	0.686220150958	0.577801125026	0.6133474534	0.708066463909	0.65572157365	0.583327803439	0.639012116758	0.609134752369	0.631842733164	0.602477197395	0.567945067046	0.529456252212	0.606459456024	0.497944284057	0.596588255397	0.66168316734	0.698313777581	0.570650365467	0.642444952299	0.608724661985	0.571393265331	0.632868797379	0.674096470732	0.617796852946	0.584614868049	0.499013299466	0.498252180146	0.493632465879	0.624858894758	0.512834481736	0.584395408073	0.540793666086	0.614881568138	0.584609486984	0.602678292159	0.474907510038	0.537414136833	0.614747716765	0.505988594788	0.503060266544	0.562772724129	0.481828575693	0.493763076709	0.528231306156	0.622540610998	0.462152640021	0.526706137363	0.503816612274	0.6598256459	0.642048531493	0.617809014315	0.660127659772	0.653937261092	0.640877773634	0.677266287438	0.591828304351	0.644353209197	0.607227999478	0.579815680791	0.612294356781	0.643193284871	0.619203683594	0.617998376008	0.666293378394	0.678007641873	0.629669913078	0.662591822641	0.608429664265	0.67085174825	0.606158172293	0.689816138755	0.676190418016
