CS.357	CS.028	CS.003	CS.293	L.006.M1	L.035.M1	L.005.M1	CS.245	CS.296	CS.260	CS.005	CS.094	CS.016	CS.038	L.008.M1	CS.186	CS.050	CS.377	CS.149	CS.335	CS.371.1	CS.155	CS.066	CS.127	CS.230	CS.076	CS.287	CS.137	CS.301	CS.248	CS.203	CS.302	CS.236	CS.205	CS.292	CS.224	CS.282	CS.041	CS.213	CS.126	CS.374	CS.380	CS.125	CS.136	CS.378	CS.323	CS.129	CS.359	CS.181	CS.182	CS.386	CS.369	CS.254	CS.372	CS.177	CS.178	CS.395	CS.147	CS.348	CS.349	TFS.023	T.CS.058	T.CS.071	T.CS.004	TFS.024	T.CS.022	T.CS.050	T.CS.023	T.CS.072	T.CS.042	T.CS.057	T.CS.040	T.CS.059	T.CS.082	T.CS.080	T.CS.129	T.CS.177	T.CS.144	T.CS.159	T.CS.115	T.CS.156	T.CS.092	T.CS.117	T.CS.180	T.CS.102	T.CS.153	T.CS.123	T.CS.097	T.CS.147	T.CS.114	CS.087	CS.110	CS.246	CS.088	CS.015	CS.241	L.024.M1	CS.242	L.034.M1	CS.085	CS.103	CS.006	CS.238	CS.356	CS.082	CS.188	CS.325	CS.150	CS.228	CS.234	CS.345.0	CS.346	CS.330	CS.364	CS.113	CS.347.0	CS.187	CS.311	CS.338	CS.304	CS.322	CS.158	CS.321	CS.343	CS.318	CS.339	CS.194	CS.319	CS.285	CS.202	CS.331	CS.227	CS.223	CS.152	CS.112	CS.326	CS.390	CS.145	CS.393	CS.270	CS.370	CS.262	CS.253	CS.255	T.CS.031	TFS.021	T.CS.043	T.CS.008	T.CS.049	T.CS.064	TFS.022	T.CS.026	TFS.020	T.CS.045	TFS.025	T.CS.066	T.CS.055	TFS.027	T.CS.036	T.CS.158	T.CS.152	T.CS.166	T.CS.157	T.CS.142	T.CS.095	T.CS.151	T.CS.109	T.CS.141
CS.076	0.658687566117	0.56852478831	0.616770606464	0.676793964059	0.660834525147	0.615680455579	0.69515970119	0.629757444042	0.667802984131	0.563475732091	0.623937534248	0.679326832663	0.611327782342	0.653427261648	0.610481405166	0.635251763789	0.544134675257	0.586311358236	0.57560780291	0.650411482269	0.637137737154	0.639747987635	0.609443209758	0.587755703253	0.5970172399	0	0.583527600517	0.654895174194	0.621040491836	0.54843457568	0.64621169291	0.61358586393	0.618165280388	0.637714484645	0.555893452765	0.647016666367	0.610038841454	0.574128773898	0.595643443875	0.622936176741	0.612896741677	0.654288000976	0.593394434518	0.536500245289	0.603759974047	0.605860906731	0.584105443242	0.626970135065	0.576921667524	0.600627813002	0.64176090366	0.582004889982	0.598971976535	0.604572046571	0.625474491859	0.623548774622	0.614419391459	0.589429585432	0.619236146315	0.612013089594	0.65099056817	0.632724735931	0.650019629063	0.626677226215	0.649438460777	0.636903413773	0.617192863038	0.695598506844	0.640819216994	0.669017394353	0.626742892418	0.632840415543	0.60402797846	0.648879678403	0.637611811365	0.675401174229	0.667550891983	0.687600577906	0.672487368957	0.674673179994	0.652962292177	0.662529461583	0.64244796252	0.627616993227	0.692338517439	0.631586330188	0.619315822355	0.679370839593	0.695956957732	0.636745702527	0.614646103804	0.555708645179	0.600990048728	0.683523326666	0.681396552696	0.650991754685	0.676053173726	0.637285666404	0.627870845772	0.561326380164	0.565740071697	0.575750008794	0.59904540475	0.627564965919	0.562073883766	0.647242853784	0.69025294235	0.534832576423	0.519453185939	0.582026166061	0.594269896066	0.606502589269	0.597716616727	0.609113108411	0.634480390755	0.585035007893	0.592899174149	0.610950012684	0.576337002275	0.623400987488	0.639019399391	0.529971149025	0.658422868921	0.619625464301	0.601664505514	0.632239240294	0.638171944893	0.593671322402	0.574129290921	0.645264924051	0.577355295769	0.638464584347	0.566151177673	0.618917562547	0.53312919061	0.58388996828	0.594271397641	0.634093213334	0.634161843782	0.598694328438	0.623183243351	0.605337898596	0.632495747667	0.612021289061	0.641763494841	0.651884226075	0.674142299115	0.676026238443	0.629670112721	0.653150575352	0.670851304971	0.649277931973	0.670125305994	0.635727974469	0.633095547625	0.667758992816	0.647642669676	0.664945879995	0.617517872874	0.650681529326	0.632044717392	0.645040333644	0.667995009201	0.695155266318	0.685199261724	0.682823387016	0.67256437881	0.695178930111
CS.287	0.659250711979	0.612415518567	0.653915284249	0.666849117831	0.60621272685	0.574346688881	0.676238914972	0.638070413449	0.625516687363	0.53288735932	0.634731754786	0.70361316487	0.629366623315	0.693763540024	0.591698953	0.642263237314	0.653044860417	0.541148908961	0.518869598315	0.610182239522	0.605340442548	0.551047760025	0.670647852405	0.520935753116	0.624506636615	0.583527600517	0	0.573687165641	0.558005365852	0.543195473737	0.628880418768	0.642550927406	0.652147755782	0.59845373714	0.533390529903	0.662054283607	0.571461863508	0.61294236171	0.56772675961	0.541744191226	0.556920043629	0.599657450392	0.553927785118	0.550234778003	0.663088874889	0.508252283122	0.557752538235	0.647010505568	0.518344322344	0.506855336625	0.5983459976	0.564829122721	0.493631685923	0.530974415244	0.561146405523	0.552483838223	0.523000493559	0.540085925012	0.528615182425	0.511802436377	0.616150372421	0.582758888321	0.60779719391	0.570232397523	0.614283998525	0.588426975826	0.621109337508	0.684071273361	0.591435494522	0.61730090847	0.629688989934	0.631654628733	0.632550604401	0.627692565281	0.588155612767	0.614668383261	0.624975793256	0.635566392504	0.62547324512	0.640786846067	0.631777232152	0.649720375687	0.6190418782	0.641925264327	0.674353425496	0.630588013526	0.595093298075	0.658754818674	0.653640438918	0.644582927088	0.666391924255	0.573502514725	0.602788399202	0.714564678208	0.703523300461	0.650789103459	0.679356515555	0.603167159207	0.617327924229	0.599998667054	0.586249674663	0.626383022605	0.631861731338	0.648924717058	0.607824261028	0.613733035758	0.657270592733	0.513164483467	0.587068497297	0.609688027313	0.677788689325	0.67498635901	0.535661566868	0.604384744798	0.65865310122	0.624184122424	0.494944816347	0.641747080517	0.531809867046	0.644329429005	0.518715552752	0.59236704225	0.64138512848	0.567832514382	0.51944082657	0.631872906312	0.615083941546	0.542754134661	0.626266367037	0.646777793856	0.503585309936	0.692474651605	0.51479819505	0.561994611866	0.565283804061	0.53907573131	0.531098437602	0.555058098912	0.613954036058	0.501055298089	0.503742917486	0.550281885774	0.623385502006	0.510803111008	0.626769797928	0.634317602656	0.63102968857	0.624255490034	0.565911733234	0.608256684119	0.619461375973	0.619290425447	0.62744860783	0.64007057745	0.617199691459	0.650087789587	0.625926548877	0.627378822119	0.615144260611	0.612713222245	0.601970131457	0.601244965587	0.645212533182	0.671144839042	0.650710194047	0.648635283809	0.63735917376	0.675149507207
CS.137	0.512621451512	0.586030618085	0.599186080514	0.543215254438	0.556999842352	0.530739858068	0.539246832347	0.567702031402	0.521338513209	0.564358764699	0.576077630242	0.630772940692	0.595748962388	0.636136088519	0.630136314399	0.644186372508	0.721660311562	0.60222029893	0.587370346065	0.703213787808	0.53737391177	0.46286956896	0.627623290122	0.448072801726	0.665541418748	0.654895174194	0.573687165641	0	0.487364406252	0.595444425586	0.514852776955	0.675924670379	0.675716980648	0.629868038818	0.577652997938	0.729177952384	0.601366727335	0.62324782182	0.636343820829	0.435596733403	0.63344945187	0.452449614289	0.581842276683	0.591451139596	0.696209529153	0.559667428858	0.634041530976	0.684641085033	0.584872795584	0.520440121001	0.685556956224	0.694068885198	0.583632223664	0.553668948377	0.663201040876	0.537020436251	0.606098566314	0.607804533407	0.550529500476	0.562098902571	0.517357928045	0.544622245866	0.484026775588	0.501907047205	0.502761047047	0.567226094744	0.619986547332	0.718793699077	0.510601685091	0.498176637948	0.663866038053	0.541600865116	0.675277743171	0.509190660481	0.568267920375	0.512954028397	0.557021215123	0.509881904093	0.606201472014	0.532575283579	0.530518069022	0.599142715959	0.552428524728	0.610240442916	0.590764489067	0.590563375993	0.506933308308	0.555476256516	0.546742500168	0.633840465779	0.617055922766	0.647855947583	0.550283223358	0.68072581559	0.621934382207	0.555839221887	0.599761054379	0.53479037941	0.596293722282	0.57111386071	0.582618485618	0.575597358381	0.587709199646	0.66254094889	0.575895314901	0.524998038421	0.715458629147	0.599056973368	0.645167608968	0.642281401172	0.740935591677	0.71840837581	0.573982401546	0.671168950347	0.55859723606	0.663962947564	0.585592180011	0.600244108625	0.625905080987	0.681106796628	0.621617885494	0.648268997717	0.529440363632	0.596388530063	0.563228468375	0.618394652466	0.693573864999	0.565520750341	0.679358386441	0.626746279533	0.539685579198	0.73812513946	0.574875484144	0.475036117385	0.632514424115	0.572375451577	0.581105383215	0.520624788159	0.648841668165	0.589275714575	0.573119591269	0.618945903225	0.716452594994	0.56786601333	0.555055695301	0.56868886153	0.489984028532	0.53298585658	0.600034801574	0.502837697047	0.472383666318	0.693273204037	0.464539897134	0.54227623284	0.498430919624	0.536862140803	0.560768609504	0.488904144261	0.606875161866	0.499096108883	0.500978816691	0.493355800735	0.589680329839	0.563931316191	0.561600862495	0.532740514412	0.525426436371	0.591118215896
CS.301	0.586157631979	0.579818690938	0.625917824982	0.617652008577	0.616924634152	0.558563980965	0.608924561251	0.626320919409	0.559869140108	0.530641656249	0.605719303287	0.685018961773	0.6065347476	0.688915056836	0.600505113964	0.636744137045	0.685192930505	0.566267570009	0.565089115083	0.666395968786	0.618106064234	0.4646106327	0.665715506498	0.496645997115	0.625283470358	0.621040491836	0.558005365852	0.487364406252	0	0.51963045488	0.564201807327	0.62557297045	0.680108751697	0.594443963602	0.560833462841	0.707219219386	0.566145276791	0.61808175745	0.595223382417	0.502150138655	0.59266907332	0.501731413718	0.556660643877	0.58290018057	0.699756235743	0.51093258292	0.60377491155	0.656340028902	0.571344138455	0.505787990997	0.687820902378	0.688268233761	0.528203502067	0.534936013122	0.639845029611	0.586403529799	0.556413447861	0.586613014816	0.523384926819	0.538190868576	0.581503192757	0.606994098955	0.540595873582	0.524299015327	0.569462011276	0.59713572748	0.64195115002	0.716702088657	0.542384509756	0.55193840912	0.667645802328	0.576957979064	0.655801448326	0.5878388422	0.599880837993	0.584813337192	0.573327012495	0.600814596234	0.618887766739	0.581322655854	0.59276125679	0.600883229805	0.596873964459	0.597815106328	0.622074415466	0.594019361714	0.555484180271	0.581508244008	0.595279542345	0.635739012386	0.660918190094	0.623505719988	0.567190457233	0.730178405414	0.680718089792	0.619324276426	0.659202706929	0.547120878807	0.616080329668	0.575618259495	0.607512122513	0.606663218359	0.594645814197	0.682903116836	0.58261197066	0.595588785125	0.718992278403	0.582102625817	0.620652249132	0.618530354741	0.71042475416	0.70300704684	0.570410392026	0.644804710103	0.630944332156	0.622760069278	0.533739900092	0.642656545474	0.540212274704	0.679930817877	0.58452798939	0.622469991632	0.575526295719	0.573698498456	0.520456931775	0.628224589735	0.664791372623	0.51545521367	0.6577731203	0.679928520316	0.491303333099	0.715271069295	0.561193536612	0.504041078326	0.612927723032	0.556638041065	0.56367834601	0.519012618095	0.644409276581	0.583953888648	0.540330815867	0.589695902504	0.709346631479	0.513491305122	0.586485083879	0.610653252852	0.577901909131	0.570367422077	0.56793670736	0.562944544927	0.558151452219	0.658404599522	0.573223578768	0.577715162111	0.55945900938	0.605868365677	0.616545148376	0.559245753954	0.5993439319	0.551536158913	0.558429835762	0.544538476248	0.639613492441	0.659230724499	0.607376597318	0.619959364685	0.596674267372	0.666872406169
CS.248	0.650300485069	0.591174379968	0.633457304646	0.671976239496	0.645692415833	0.557749387092	0.691460113468	0.640354737198	0.625723457828	0.559823886178	0.640640298796	0.653367474999	0.582181977807	0.661030143115	0.610568582527	0.650143349089	0.626276514704	0.518754473573	0.519327759648	0.653233899763	0.611499860421	0.576145127069	0.636725964402	0.535628696237	0.607928974135	0.54843457568	0.543195473737	0.595444425586	0.51963045488	0	0.613634439393	0.639173458588	0.601493874704	0.620863476293	0.520105523045	0.676784442916	0.537690292578	0.577229493872	0.601594331298	0.544022825912	0.554414413715	0.600301834312	0.55708148634	0.52914599501	0.646479440523	0.486450751842	0.574214693943	0.644466832601	0.520713421301	0.510045813713	0.625785381501	0.611988007192	0.48892166709	0.490804290052	0.582581452883	0.57481649834	0.525789905734	0.561564962007	0.51863334715	0.48587481987	0.624122887304	0.604392289777	0.620102466088	0.593350002864	0.607621191228	0.601653756321	0.624025245818	0.715021985391	0.598050319438	0.618560822795	0.647837083087	0.616071429003	0.631442987242	0.620662278736	0.610820464931	0.649095957727	0.643635419607	0.671083390002	0.667185359693	0.648435750733	0.638144012829	0.64324323711	0.639157168533	0.624264457264	0.677423357437	0.644215562481	0.608918277009	0.662060676772	0.67825520727	0.658901274631	0.635368153851	0.58263842321	0.590260714466	0.681974424269	0.673125249866	0.655454251749	0.6810735458	0.596941873616	0.628650744822	0.579921874268	0.588302922993	0.60497995947	0.597091959884	0.666870228518	0.586317023582	0.621511409351	0.694954647904	0.556545131798	0.546089641767	0.622720601379	0.640147797021	0.641774491428	0.564350404421	0.604500783739	0.620123132246	0.56898824934	0.541222550137	0.589523633179	0.53182826464	0.63003605629	0.570323958111	0.565399417873	0.612474950813	0.561642927999	0.522801207594	0.615323234593	0.671517875828	0.528840907298	0.588669224634	0.646909027674	0.517310741258	0.66994715292	0.531597712269	0.530244141486	0.569423969779	0.546159487763	0.504021064111	0.529670087436	0.584805771073	0.53714798629	0.512765605598	0.58942354364	0.661210658794	0.519546021547	0.610477853535	0.639512699324	0.637685302814	0.638154139437	0.601703234542	0.609417024109	0.634769078563	0.659106671011	0.6404201093	0.638178890183	0.613110837433	0.65495859379	0.63908080967	0.637181308627	0.617419207161	0.618165450765	0.617510573493	0.602156519205	0.659528721877	0.685566509291	0.686243443085	0.67278493379	0.654709302942	0.688180453724
CS.203	0.478438606729	0.594541879312	0.59045157219	0.536220793655	0.524283243517	0.572457475105	0.526836728016	0.57649850057	0.490109531602	0.611274157219	0.583422313539	0.600366891436	0.565320826132	0.559526837153	0.650113486891	0.624617332221	0.687076096293	0.654659563281	0.610982473248	0.712911933893	0.544670769516	0.578921142302	0.586671855902	0.514023925439	0.659998958041	0.64621169291	0.628880418768	0.514852776955	0.564201807327	0.613634439393	0	0.717841518434	0.68576473775	0.653127333818	0.602352593664	0.737466442463	0.628589054668	0.640044360063	0.643820129374	0.494174155348	0.622615939	0.490043743676	0.619286834698	0.625762623595	0.6858486823	0.606102001107	0.615187925265	0.719171455256	0.627329057247	0.610886345803	0.702550309116	0.721063318991	0.626569420211	0.629636514073	0.669125188853	0.597700976364	0.642977017328	0.647323029438	0.612779551241	0.594951815008	0.52991465985	0.504127303727	0.506135681499	0.5321025139	0.515971375957	0.547553452788	0.594753286604	0.753497414551	0.527234418091	0.474362808896	0.681500173191	0.540051950663	0.649405082494	0.511311431406	0.577875970322	0.550635258556	0.545891146874	0.538652715767	0.610836411054	0.562243559184	0.503734238167	0.573336800522	0.528148108147	0.582122606622	0.543937831749	0.58735913795	0.526759397502	0.542655982973	0.556297421217	0.602649423221	0.580036418081	0.639605463634	0.498285767323	0.620113953478	0.586246069381	0.545474378067	0.590622800259	0.525298235446	0.537681779282	0.604266209817	0.60045573192	0.552270072725	0.560712535835	0.690243237698	0.586067600197	0.586447007947	0.725121392679	0.601388810337	0.606182187705	0.673714865353	0.744375309378	0.746512569146	0.593222860585	0.688893501097	0.549000654425	0.665157052076	0.608031509147	0.568386017936	0.60344346777	0.701489912285	0.633008636918	0.639222467363	0.459157026584	0.61437403687	0.597573750913	0.590743343481	0.70976567526	0.593757383647	0.70407065831	0.622554810142	0.560149151991	0.751595793352	0.627361426905	0.483648868721	0.639985081015	0.610862283881	0.635673537529	0.500501921695	0.632000531467	0.635867422229	0.599433745443	0.642061675658	0.731569968358	0.594728005059	0.531883609299	0.569814842061	0.509069493887	0.519069414935	0.636169609181	0.510195632578	0.518657551029	0.723699474518	0.527809134163	0.552975149766	0.516866928229	0.544580747317	0.556806910013	0.47393048381	0.599380701557	0.478214952559	0.543890762208	0.532230780462	0.579413913645	0.545879098609	0.567180644096	0.526399430299	0.531006166175	0.573711263319
CS.302	0.686802468271	0.709135206552	0.73057940855	0.727808032698	0.736731826899	0.636383020495	0.74041744101	0.667010957624	0.736378614684	0.619158937072	0.737061096974	0.699710243012	0.700451761572	0.699804608311	0.642064406068	0.748512822421	0.680637712311	0.626699854244	0.598377406787	0.60451172402	0.663673388418	0.656080367085	0.7268486535	0.637314668209	0.565426555817	0.61358586393	0.642550927406	0.675924670379	0.62557297045	0.639173458588	0.717841518434	0	0.69780087107	0.584706201822	0.653123102105	0.60736028735	0.594194008325	0.648992369575	0.580427020277	0.650770726708	0.599297026999	0.68650756263	0.56225060856	0.630298473582	0.63344394177	0.623644216146	0.682610993412	0.590842142808	0.636218016544	0.632223022704	0.642888753144	0.630097853748	0.619699189448	0.620900344835	0.637443693282	0.68409677339	0.668443193061	0.583494043193	0.66243410154	0.660601599926	0.655143067163	0.721843982317	0.698409439296	0.632899684432	0.685246348429	0.683392833214	0.673572368054	0.617784082399	0.6955550661	0.736166223857	0.585861895529	0.705433378242	0.740434865253	0.713332174795	0.642158300932	0.731062886899	0.745781721824	0.731344640055	0.764588918604	0.74957764415	0.705819960927	0.740289956676	0.713171796838	0.723245950758	0.746190464362	0.749162310725	0.682955531384	0.737515435153	0.760822002568	0.75116310027	0.666883248589	0.638148875452	0.69432900757	0.704471703115	0.755930016965	0.747129954757	0.727419756573	0.697152709101	0.715150469358	0.715327021046	0.693951024126	0.678270762194	0.70478737705	0.593518290961	0.729666286707	0.587112492516	0.665192112074	0.655373541558	0.668208205001	0.617147176725	0.593459186652	0.639328026501	0.595429101978	0.567775229317	0.674846471085	0.645162075028	0.616617258273	0.702368263986	0.661029098017	0.624410874703	0.626042393746	0.641738688481	0.704763016223	0.589905751887	0.582544067095	0.596329134478	0.608149620478	0.57536322616	0.57782264925	0.623571219617	0.666272941963	0.621165757808	0.604838287235	0.696092250407	0.62868295802	0.624573274502	0.635983287617	0.671897441319	0.683245408337	0.617984222298	0.659840410044	0.594616940778	0.615200676259	0.648381073294	0.69423634677	0.692870740742	0.681495417226	0.629721980459	0.598800910907	0.710780234667	0.737674874869	0.574252020008	0.733435376521	0.66393059478	0.611965814648	0.735669114305	0.707423099434	0.702215949542	0.71609836957	0.715248805754	0.670474985291	0.703121228516	0.698235226129	0.70387647265	0.758695164856	0.728269275205	0.75862070849	0.724232510874
CS.236	0.709467358915	0.664703161289	0.670408575607	0.733108551949	0.669384259223	0.673899166384	0.744792293265	0.694730253024	0.711227821402	0.642787042628	0.696682025911	0.709050529908	0.654540626713	0.692224244828	0.687543516867	0.70396489381	0.643446933763	0.631868599253	0.620333868091	0.736532214045	0.698642847749	0.664609553771	0.660430382811	0.656428630015	0.660855585718	0.618165280388	0.652147755782	0.675716980648	0.680108751697	0.601493874704	0.68576473775	0.69780087107	0	0.699705501156	0.611278348595	0.720606416614	0.630821767852	0.608768780582	0.623607453373	0.695612850944	0.629039892232	0.697833156602	0.647980104185	0.58708327939	0.656506725747	0.645203113426	0.664610101541	0.690745458632	0.654724620059	0.649329958272	0.677243119256	0.643340187216	0.651295789287	0.629298614597	0.679777298141	0.680177088844	0.640491492647	0.65332186354	0.655553885137	0.666017701358	0.708832678809	0.682262873426	0.719197430773	0.705843006872	0.680083712197	0.678546199633	0.653580756399	0.759088519973	0.681754126928	0.707784137228	0.688918585559	0.687154654721	0.647841938049	0.675437608702	0.689969745845	0.718978771981	0.718639177434	0.718882441013	0.722424708766	0.738969094065	0.695649784228	0.731089138294	0.708785302567	0.658597693949	0.743098557676	0.704388746068	0.691264016914	0.724608971183	0.744026116307	0.701215477929	0.681069383459	0.639893617205	0.677324515182	0.703834570222	0.685270186063	0.689210778227	0.738452174346	0.698415473817	0.635627658566	0.641704017695	0.634207785925	0.6874318974	0.673680805373	0.721134265581	0.664042864909	0.709098999259	0.738197307306	0.651943197265	0.594190525472	0.698929439064	0.671962052406	0.685419261651	0.669324022557	0.660174682268	0.665998952364	0.662312901441	0.643964644425	0.661258864402	0.625834536189	0.670044237586	0.668661411259	0.581866874234	0.679890010623	0.644404105624	0.638715037717	0.681561047746	0.734205337118	0.646009901315	0.648818366769	0.67547206228	0.637622231109	0.719061696391	0.659884034791	0.674006925198	0.593547016318	0.652217949218	0.650920489478	0.684031876375	0.637071305668	0.662389345033	0.640230550474	0.6799206684	0.684389533247	0.679376773704	0.709307369169	0.702478474116	0.699093928922	0.717149569777	0.714886546872	0.699792704779	0.719379199355	0.718247892002	0.721002066575	0.7013286885	0.703745382089	0.720344089142	0.688118988138	0.718751677433	0.670238774415	0.712755492725	0.689636422588	0.691060377963	0.722522532001	0.75572108026	0.747544540665	0.742491668344	0.73208911258	0.739990690001
CS.205	0.671592306435	0.694094389771	0.729588334138	0.721169646766	0.707022680686	0.576072135376	0.702912691442	0.666950968129	0.673695745352	0.548901749385	0.729427919259	0.669008277823	0.664083259894	0.71307370828	0.570435984341	0.729064835414	0.709691466233	0.599799352095	0.583704322151	0.565288646662	0.610646423089	0.624803625679	0.713872672795	0.592904752641	0.615503325472	0.637714484645	0.59845373714	0.629868038818	0.594443963602	0.620863476293	0.653127333818	0.584706201822	0.699705501156	0	0.630707274045	0.579395264151	0.523298972232	0.665747177533	0.543388014563	0.628550895092	0.559066578851	0.642859469101	0.512243308606	0.610503083907	0.634356453207	0.536318532739	0.630350209605	0.585566959666	0.559411996193	0.581237845562	0.61442279234	0.626278784381	0.582192972507	0.583188711583	0.580381452257	0.66061599636	0.638565133657	0.528469150911	0.646658446815	0.598581825474	0.648785547939	0.664944642541	0.661206638352	0.617919771124	0.663985210906	0.641668540975	0.667727220573	0.71968605296	0.669989036981	0.683218736695	0.626551324701	0.687566464066	0.731442323696	0.678269174589	0.626122543426	0.693919929405	0.713243215092	0.699781121888	0.748569110998	0.724247881257	0.681477650681	0.738457955037	0.677995292195	0.722722470321	0.718126214694	0.724748811809	0.634325000082	0.727993730048	0.726210207023	0.736007044345	0.689572844122	0.623370114274	0.655324317956	0.686882474082	0.739698130858	0.712103837966	0.714107515548	0.685778643075	0.641731283791	0.701813797554	0.679975549346	0.668878410664	0.681128908936	0.622337549079	0.707365565279	0.596346379052	0.598510671018	0.635822384446	0.668393950832	0.629922530722	0.646940569152	0.626493604869	0.536639431001	0.554817972209	0.660536109816	0.602953494692	0.536967700344	0.665878997208	0.637424503819	0.677739532908	0.534328929119	0.631488596466	0.666798634374	0.517393129484	0.488963710088	0.611747500548	0.507861384942	0.532529397739	0.570753021918	0.664727299884	0.600003882605	0.596728787082	0.551733487482	0.646552285945	0.630305417872	0.577714192053	0.585367315984	0.608411231535	0.667782941991	0.573930889421	0.598910777087	0.604831565215	0.605419171078	0.583800090098	0.663276839507	0.66810667145	0.674539607268	0.616164894054	0.568698592535	0.672956164083	0.711748798252	0.622977392142	0.702385164949	0.675327529858	0.59678274544	0.717920826878	0.658106998764	0.670768641962	0.715262898703	0.672268845771	0.664473484453	0.67185356603	0.703473977394	0.683326874632	0.730440845146	0.678068647796	0.711993039235	0.699527870899
CS.292	0.617908544388	0.537114088451	0.610552632096	0.627946491226	0.618075297364	0.60300470821	0.651307222477	0.64035849383	0.628021018702	0.568868383081	0.587546139732	0.673059660911	0.600109296004	0.647880252351	0.644542283772	0.612345661765	0.597006756733	0.541105694199	0.532524561846	0.657871323564	0.603339922953	0.570700588748	0.59516618724	0.530375120559	0.620109655754	0.555893452765	0.533390529903	0.577652997938	0.560833462841	0.520105523045	0.602352593664	0.653123102105	0.611278348595	0.630707274045	0	0.690536607928	0.576911081107	0.561872597642	0.588926118401	0.55645259045	0.573888754549	0.600672118167	0.57421712527	0.501729828511	0.629828534639	0.534544402675	0.576651183771	0.643169188257	0.537724431742	0.53167679057	0.646100592838	0.6088558002	0.534843443638	0.567810699943	0.599351178466	0.570762707039	0.545637900652	0.568380242013	0.559124208934	0.555876273075	0.641519605742	0.601698872091	0.618337443629	0.605168189753	0.606242450865	0.607072409065	0.626126637851	0.715104592193	0.603142326745	0.625631637475	0.658623817056	0.58781738702	0.605261008175	0.620645058164	0.62304036698	0.605003760789	0.620022908674	0.649509793762	0.633231850926	0.62488808876	0.610700960234	0.647021630548	0.611867897682	0.615694827823	0.626716895313	0.606803601341	0.600936745463	0.648496393272	0.624626869916	0.616538782136	0.630259332074	0.540452519851	0.580669870239	0.69128547591	0.642204438533	0.561228879212	0.660700199518	0.587336247994	0.608849792305	0.557223544097	0.538965381906	0.585512396762	0.582714082372	0.649695889195	0.556790519357	0.632831656679	0.689299807633	0.526553971971	0.571677187007	0.606215603989	0.649566340642	0.674150885756	0.560790765252	0.622996524221	0.616071958585	0.571012350328	0.528770474821	0.571143051772	0.545033242504	0.63932531157	0.56419129984	0.569900032079	0.615867625792	0.58966707686	0.544100367129	0.636451429731	0.645699243688	0.569934119689	0.575489890561	0.633114668279	0.494860640821	0.67178138156	0.559238026743	0.558114992486	0.515246683125	0.547706320025	0.562766314111	0.553953850192	0.590982669237	0.522327798823	0.546128983121	0.584746589647	0.648592736037	0.544850763623	0.616789291402	0.622258125817	0.635842646045	0.639712222671	0.614403438875	0.579026663304	0.609458904666	0.657414153685	0.615570581119	0.622213421468	0.624370189504	0.619448338933	0.607240864108	0.621565663321	0.579614922297	0.61183506128	0.602742200485	0.598703293402	0.636053140578	0.680196581984	0.635265937183	0.639619530884	0.615819690121	0.658190849865
CS.224	0.73526244565	0.7406917472	0.767998083607	0.774371641856	0.753623898891	0.662773056602	0.763750922127	0.694076220416	0.765736604442	0.660942984601	0.764691881125	0.73637959405	0.733857599994	0.727361790971	0.620704510759	0.761633897933	0.695304986834	0.663861100648	0.631215798428	0.613327469163	0.67535922052	0.712898408816	0.723656844748	0.699785338887	0.638647187781	0.647016666367	0.662054283607	0.729177952384	0.707219219386	0.676784442916	0.737466442463	0.60736028735	0.720606416614	0.579395264151	0.690536607928	0	0.621174658827	0.706364224622	0.618319945822	0.713095141561	0.624012694137	0.735368172264	0.625553837121	0.689980687344	0.643010901638	0.676101339965	0.682117592216	0.595986127376	0.646441016666	0.678217905404	0.587195940878	0.661026182424	0.664688608091	0.661462696934	0.595639021725	0.722257285337	0.691279776903	0.637367086596	0.715155645704	0.684892934282	0.725691937126	0.731200604393	0.74793140248	0.712959093211	0.725648676328	0.731032595783	0.712656963576	0.723699998671	0.755654700988	0.767584599161	0.629125635432	0.744695713465	0.752865365514	0.744031591153	0.684212492526	0.763216065427	0.781289162209	0.765479048186	0.791130521547	0.771366287941	0.741349538126	0.779178497278	0.73062311565	0.760499964055	0.757429468741	0.758517601	0.725613400344	0.78885143587	0.794907538927	0.772994758269	0.710426757832	0.650691098176	0.732083897088	0.735115573726	0.756621347958	0.758455643178	0.747854424525	0.755119080333	0.726567744248	0.749412057838	0.729104958783	0.721713764458	0.707397314565	0.671113819034	0.758992614812	0.685638315425	0.576143794819	0.66082938566	0.688631405484	0.639263816486	0.636238614162	0.608022588225	0.62981924014	0.623672167093	0.739457204627	0.649921140148	0.641433573876	0.722548463518	0.694331902842	0.6663969428	0.606035645886	0.670966060946	0.733533236736	0.555298489428	0.620767676361	0.68136143269	0.576944841641	0.636700601089	0.60979418928	0.692734048434	0.710292089637	0.576155658621	0.609967713298	0.737415432909	0.682527847485	0.648461528025	0.623313359694	0.701975262436	0.693440955654	0.649328334164	0.683566171127	0.653320271412	0.648255909349	0.66270322833	0.73296485776	0.710830730395	0.740495440691	0.706861373072	0.640452258841	0.757265160945	0.77415938034	0.66233268889	0.782569612627	0.723628770729	0.693021069317	0.765511926228	0.735955329739	0.755787045486	0.745385720093	0.74068392715	0.733945917797	0.722184186904	0.736422090129	0.730353722531	0.776785138885	0.742949155101	0.780047215074	0.735598810251
