CS.036	CS.143	CS.005	CS.257	CS.039	CS.264	CS.245	CS.001	L.001.M1	L.004.M1	L.007.M1	CS.106	CS.019	CS.009	CS.099	CS.072	CS.067	CS.335	CS.305	CS.115	CS.381	CS.042	CS.229	CS.056	CS.153	CS.371.1	CS.365	CS.367	CS.058	CS.377	CS.375	CS.224	CS.041	CS.213	CS.236	CS.205	CS.376	CS.378	CS.125	CS.128	CS.232	CS.380	CS.136	CS.203	CS.374	CS.348	CS.349	CS.385	CS.359	CS.386	CS.369	CS.389	CS.182	CS.178	CS.129	CS.254	CS.214	CS.372	CS.181	CS.148	T.CS.079	T.CS.056	T.CS.023	T.CS.024	T.CS.057	T.CS.089	T.CS.001	T.CS.028	TFS.023	T.CS.050	T.CS.022	T.CS.062	T.CS.019	T.CS.016	T.CS.041	T.CS.125	T.CS.131	T.CS.104	T.CS.139	T.CS.102	T.CS.177	T.CS.180	T.CS.097	T.CS.110	T.CS.092	T.CS.126	T.CS.118	T.CS.120	T.CS.160	T.CS.144	CS.006	CS.085	L.034.M1	CS.087	CS.241	CS.238	CS.103	L.024.M1	CS.015	CS.110	CS.356	CS.237	CS.242	CS.088	CS.246	CS.188	CS.212	CS.311	CS.330	CS.044	CS.347.0	CS.078	CS.233	CS.164	CS.274	CS.325	CS.113	CS.228	CS.207	CS.151	CS.343	CS.319	CS.285	CS.202	CS.158	CS.339	CS.080	CS.331	CS.322	CS.163	CS.152	CS.227	CS.321	CS.361	CS.112	CS.270	CS.390	CS.255	CS.145	CS.393	CS.326	CS.253	CS.370	CS.262	TFS.020	T.CS.043	T.CS.026	TFS.025	T.CS.049	T.CS.031	T.CS.066	T.CS.055	T.CS.045	T.CS.008	T.CS.064	TFS.027	T.CS.061	TFS.022	T.CS.036	T.CS.141	T.CS.142	T.CS.109	T.CS.157	T.CS.151	T.CS.166	T.CS.158	T.CS.152	T.CS.095
CS.125	0.62248574505	0.624732721354	0.682192160574	0.66597921277	0.664345325942	0.639306627776	0.628261297061	0.674030764903	0.674023452252	0.685730206942	0.681689476281	0.652975428516	0.624229417227	0.531801221913	0.71067518382	0.636875069852	0.644701193798	0.598099481637	0.61085409469	0.608206028406	0.57595526561	0.613063794953	0.548011003198	0.585349124471	0.634809642003	0.587043167725	0.613629164812	0.573159301455	0.578539509975	0.517196139338	0.553239488034	0.625553837121	0.58001110795	0.535376679329	0.647980104185	0.512243308606	0.481226515523	0.614279151326	0	0.514613082084	0.619193726865	0.60470766082	0.560640953503	0.619286834698	0.537983379342	0.557840130136	0.541710097131	0.51995755405	0.545144058493	0.582539859757	0.595887364137	0.469515069868	0.490262326011	0.589095630821	0.58837707282	0.482853098764	0.551430151619	0.49709921419	0.514223849193	0.562932869782	0.530828514095	0.67207378552	0.690462760927	0.595701004276	0.585868360777	0.595499023605	0.551322640328	0.568176419413	0.599429032733	0.605784984814	0.601035269264	0.638175710635	0.6175376305	0.565753820029	0.604338015047	0.592071479384	0.618813357661	0.673372501003	0.683749613958	0.669286774112	0.665527981233	0.651251552107	0.6887801966	0.65560803527	0.681398165416	0.589072390674	0.527050653253	0.607162624407	0.65866620059	0.664194086682	0.626284627999	0.645624403038	0.605611658364	0.637977589019	0.686050848466	0.647272918358	0.645579229177	0.666811211022	0.706726057736	0.605529145214	0.619183804733	0.590004212973	0.620265452101	0.686756594805	0.595776240129	0.564799378529	0.568346604187	0.623979869504	0.491788355463	0.631216155617	0.581992607958	0.619885624128	0.68103745541	0.69827820425	0.525465466997	0.639360118396	0.651769325944	0.638545288126	0.554671895459	0.583081210066	0.507250710087	0.480528869595	0.567358022807	0.629955988092	0.594521078065	0.579454384232	0.59674567588	0.551245534235	0.514226924329	0.592245890882	0.573301710483	0.656287035296	0.626694323907	0.554211557342	0.589463221021	0.511365003599	0.528384055961	0.530768442891	0.534400521629	0.607107783433	0.479541553959	0.591854153281	0.524145759981	0.556041014662	0.651239325303	0.644043084877	0.590018516385	0.561347149103	0.563548741085	0.630021379171	0.669888857093	0.622652508218	0.639382617196	0.590255116188	0.633147525914	0.629659584155	0.595647678093	0.662031324512	0.649350008573	0.662745226126	0.651722558928	0.660105778302	0.66437528335	0.645534377275	0.596173311138	0.623048811231	0.615399426534	0.696327388725
CS.128	0.594675481344	0.578152075919	0.606233448657	0.618077797979	0.622162500569	0.623081143549	0.613068254643	0.603789707674	0.623262286791	0.611436691604	0.607480373744	0.624496350537	0.558340495228	0.614979641279	0.640879887104	0.562993444329	0.70889526474	0.700625259274	0.5452060418	0.637956741842	0.517334889036	0.59077386603	0.557265249773	0.562247353867	0.582359778856	0.548931204357	0.548906362748	0.682026412576	0.564587215239	0.541496919678	0.543704505615	0.685451178809	0.603553875829	0.571031985913	0.631278775808	0.600983627204	0.546117187558	0.645114199821	0.514613082084	0	0.55665271544	0.528954784129	0.557311963128	0.531090890876	0.594397084023	0.554103426249	0.521904131311	0.504704617311	0.66078764075	0.648402509459	0.638097019305	0.57251179249	0.495975608191	0.537694807986	0.562248678543	0.511052630505	0.536790074039	0.484023929146	0.520335181702	0.589749610294	0.605726780511	0.638216031758	0.744288332733	0.553902892796	0.640234953944	0.546737743028	0.644232518014	0.537170665829	0.587818541171	0.595652931001	0.518645059871	0.567787132933	0.575660636549	0.540435421802	0.555201024893	0.539010494208	0.534694489075	0.595067812534	0.613654295151	0.601555406823	0.585452145564	0.602205284066	0.601141433462	0.606819214999	0.613183039511	0.512940941383	0.541315675587	0.539314537712	0.586299469667	0.577287623742	0.581846257293	0.608528214246	0.564360710327	0.623386345117	0.586886350464	0.576879932509	0.59615355505	0.634243966115	0.631235962446	0.601465402133	0.681761128946	0.595004371882	0.554542104043	0.645946203088	0.530306888816	0.599421625419	0.625995765763	0.576452102649	0.531760897426	0.583900029359	0.63906513715	0.607286596563	0.631181518484	0.72950350745	0.594412261476	0.718555049921	0.59828594637	0.6169308579	0.630450441823	0.529475095879	0.562995487235	0.503227974299	0.647432890988	0.62108448035	0.600594569429	0.595484269387	0.582581636193	0.493776909133	0.550594415454	0.621515016322	0.474914961047	0.715143575141	0.542467190135	0.573334762342	0.5966408501	0.547295261466	0.543501973896	0.534977764558	0.4956959608	0.576362961832	0.556120031797	0.690567547829	0.511870138529	0.577270264598	0.594296082461	0.590296169524	0.693964761265	0.564270509341	0.616036890474	0.583621726925	0.606301091884	0.575300975819	0.611165067621	0.581576016325	0.54740850556	0.573561161107	0.548994696545	0.582610666787	0.596122397035	0.62151397826	0.626119622196	0.582361556301	0.632741223678	0.578532102686	0.544143731217	0.548142935025	0.584677902759	0.61895866944
CS.232	0.567272697514	0.554899981273	0.482129584987	0.597625536921	0.567852318584	0.563393546149	0.600315040808	0.508482965645	0.544775225116	0.564201773036	0.581787033122	0.501202436125	0.560698537932	0.634918161888	0.551244960605	0.479872335203	0.698600933711	0.725178615099	0.537071418819	0.613038420048	0.521235241195	0.598473320863	0.608945198505	0.611418639619	0.487598359882	0.610621626019	0.553442611655	0.702721737015	0.509656489087	0.565452160077	0.601287663724	0.72352069749	0.581881457388	0.644660067352	0.643015914916	0.674268245314	0.613648675992	0.649901265159	0.619193726865	0.55665271544	0	0.574680653591	0.507194667933	0.590248898557	0.618801210315	0.56117935961	0.561085319011	0.56973227786	0.684949538619	0.683334088373	0.656383692532	0.608333551423	0.518044528195	0.550788693783	0.559150737885	0.590784754742	0.601323200639	0.583664019298	0.571305940509	0.619892525385	0.657102144384	0.639840089232	0.723931692034	0.554201121021	0.685043985987	0.584306835842	0.685438753592	0.586343891261	0.617432774736	0.583157051508	0.587007502911	0.537015860593	0.59273246832	0.557266453087	0.56139659693	0.558908963306	0.55688427336	0.545990497581	0.562864070531	0.592650507487	0.567595872062	0.564736163702	0.583565607705	0.538985074013	0.584327365591	0.520259618085	0.577269655217	0.579273691497	0.554381557693	0.589354741657	0.533356395516	0.492216875338	0.603212624168	0.597868191615	0.517100637959	0.543392973099	0.497321363545	0.629063951179	0.605971642246	0.576547549132	0.668336268861	0.533609731545	0.532360095045	0.678548504512	0.521258210533	0.652680295099	0.649716338821	0.590214235864	0.612480636623	0.555420445352	0.651115953175	0.613293062065	0.466943378104	0.654979535138	0.653994169653	0.740640147362	0.591435111875	0.552886397744	0.634502949283	0.54860980843	0.626202825007	0.618520257819	0.659671890571	0.634657668838	0.570960990965	0.641959304141	0.549015359309	0.530866423754	0.632526443548	0.547164237833	0.514871867178	0.746091958688	0.569558084957	0.643003821219	0.562722125921	0.584449945761	0.574624149433	0.574606756187	0.56438302526	0.605993989678	0.58463791583	0.675007964409	0.588393752175	0.659888418954	0.545784097942	0.575432190469	0.703623644252	0.604484658005	0.63129272381	0.581461040516	0.57055657336	0.588586762687	0.597746946741	0.644261935255	0.560206804114	0.590185869993	0.601147101527	0.546441635433	0.540741363303	0.631713222011	0.639953201613	0.552961186384	0.587082113513	0.582992606466	0.538875653697	0.53907845103	0.541267428649	0.570492314016
CS.380	0.610765517917	0.584991478615	0.555968001893	0.62933262169	0.633268673928	0.639497792752	0.561645893278	0.57414757783	0.568072988554	0.51532176234	0.53259396906	0.59543393293	0.527708415614	0.652639667241	0.604077217103	0.49528960438	0.735981052143	0.723291283537	0.462858374461	0.67238095084	0.463847759088	0.63708413853	0.604502102641	0.648303356617	0.580466087704	0.550993220059	0.50408605644	0.725361353888	0.589651648971	0.626069695165	0.585484510056	0.735368172264	0.645338186319	0.657939848759	0.697833156602	0.642859469101	0.61313647718	0.68864177977	0.60470766082	0.528954784129	0.574680653591	0	0.628661421361	0.490043743676	0.654523208906	0.55953704083	0.54640552672	0.593335542773	0.718452936834	0.690731148987	0.732394708254	0.598933124081	0.542743767256	0.553773105495	0.595755747305	0.600108389375	0.605753690794	0.567074447401	0.58301376751	0.65470159722	0.656826554912	0.642503187915	0.749429737276	0.513353577061	0.658267707596	0.524887598467	0.694074699503	0.482645007266	0.529412861389	0.606331254209	0.539084576774	0.476190727453	0.614875100352	0.512347414508	0.507229840497	0.511247611187	0.484383127768	0.523936734652	0.522733403439	0.572037102205	0.516609608866	0.588296358491	0.500905537574	0.523355612714	0.558983358639	0.46481734303	0.504501833034	0.517329878729	0.523457318803	0.52111911938	0.563598625217	0.564858684549	0.582090372337	0.629940823967	0.544644489164	0.58056782995	0.591458316626	0.58346321789	0.617798014299	0.656541238971	0.689749233768	0.65140750255	0.512135095227	0.664723493312	0.51134595102	0.574600464528	0.642723400379	0.602071558459	0.594369070344	0.522285794519	0.682385882429	0.578893924532	0.638910898138	0.764366209496	0.620919356911	0.739905229403	0.558420511003	0.641005589996	0.671190184873	0.545281206232	0.619218365474	0.587438195641	0.71920597428	0.627341296056	0.65655871785	0.596395517932	0.586765633552	0.547168111547	0.648819477104	0.658308705623	0.463253023987	0.76276167436	0.523026884411	0.649779695906	0.642188461049	0.619631955826	0.585795870227	0.553093760689	0.508882390126	0.653692030119	0.589187695188	0.734456038434	0.573639616994	0.604927633085	0.470749128977	0.51358514462	0.665888448033	0.5034390939	0.608321463851	0.540242043721	0.528769181033	0.555505904587	0.527805159494	0.520021987083	0.474730195394	0.499738741928	0.522956576619	0.483751958994	0.586104465599	0.556264430069	0.557847896683	0.521427369934	0.571381979737	0.51793518909	0.514654577232	0.478601043642	0.495496488331	0.551208341397
CS.136	0.555641603617	0.585470116585	0.60928701007	0.609989367879	0.580193697938	0.601444024053	0.627187731737	0.60570911331	0.60560327603	0.670903107513	0.676522108846	0.505392357602	0.593889143253	0.560559363159	0.629563827483	0.582603557139	0.632463205683	0.660405328063	0.621967572881	0.577355833479	0.559042890291	0.578890207979	0.525403283988	0.563441458125	0.476951211098	0.602679985824	0.590616796909	0.636082409248	0.501320882001	0.548000518817	0.565400595896	0.689980687344	0.521955719768	0.572938520851	0.58708327939	0.610503083907	0.555571850293	0.626516132753	0.560640953503	0.557311963128	0.507194667933	0.628661421361	0	0.625762623595	0.573437206374	0.580313141888	0.564050367011	0.535536646105	0.655794664639	0.6600464945	0.59681921216	0.560250558267	0.545912854191	0.597028158913	0.585640880141	0.569933587274	0.567382175378	0.570089403649	0.552410901412	0.592085585589	0.598598485312	0.627437757342	0.705730590691	0.570813734377	0.648638359816	0.602667526511	0.616222957785	0.610943925327	0.620216536019	0.609920987311	0.593350058041	0.619266868737	0.596032970972	0.593344226645	0.60156140631	0.610094764421	0.648805566366	0.661749538147	0.676623600406	0.687600231817	0.666512008927	0.626932988553	0.659640322552	0.634098133773	0.666459007703	0.611973683143	0.589947696256	0.623538981036	0.662964138155	0.653691197402	0.570763700771	0.548744127779	0.617508006549	0.59537892913	0.657476488346	0.596155055685	0.567237858169	0.666964326214	0.662766056719	0.552692623271	0.663624897769	0.521341002975	0.607632868862	0.653466017512	0.600626040197	0.621044723425	0.609513672581	0.5679940898	0.571931759583	0.573767880192	0.587618665632	0.608907771152	0.580926814717	0.598369166904	0.601757588437	0.700619605552	0.587031032209	0.53206855853	0.594199930161	0.5724083603	0.590549458364	0.541853940003	0.578307623964	0.63522076944	0.533538777731	0.606997584566	0.5245003337	0.549760057745	0.579163358197	0.491538272483	0.566950364357	0.685345321599	0.622672532184	0.576694640801	0.479463896812	0.543567752205	0.567639609512	0.566880008733	0.569221803178	0.589209244262	0.566630269217	0.636080106271	0.575824701674	0.620695945012	0.630634935643	0.617721549504	0.662219063443	0.597726893226	0.608459710618	0.615591315968	0.652144960285	0.60961338009	0.617517460764	0.638813943981	0.621150988828	0.628867813785	0.606699391963	0.642960925131	0.607232738005	0.679238434093	0.668564657823	0.658514815083	0.642505302596	0.657972974293	0.606519449858	0.634689913165	0.609474144617	0.665175484608
CS.203	0.630659168994	0.600707330073	0.583422313539	0.603010392888	0.603994284766	0.631911497406	0.57649850057	0.588698324667	0.587038440064	0.546436810454	0.553595181158	0.615022776278	0.508095834608	0.639078787786	0.587319217154	0.543835363031	0.738469689781	0.712911933893	0.493958964763	0.677375977182	0.4937169537	0.58733093153	0.615412319854	0.660264712324	0.580612144208	0.544670769516	0.471972113297	0.72076244357	0.611615735109	0.654659563281	0.57635404046	0.737466442463	0.640044360063	0.643820129374	0.68576473775	0.653127333818	0.621151562607	0.6858486823	0.619286834698	0.531090890876	0.590248898557	0.490043743676	0.625762623595	0	0.622615939	0.612779551241	0.594951815008	0.623487815807	0.719171455256	0.702550309116	0.721063318991	0.636840667907	0.610886345803	0.597700976364	0.615187925265	0.626569420211	0.612577187382	0.629636514073	0.627329057247	0.668713160201	0.654493232261	0.624918288469	0.753497414551	0.548260568811	0.681500173191	0.56500079126	0.686949183515	0.54272769624	0.52991465985	0.594753286604	0.547553452788	0.49098432187	0.602335714702	0.541593000771	0.531484072955	0.556744671093	0.521514993531	0.545950146318	0.543303706087	0.543937831749	0.545891146874	0.582122606622	0.542655982973	0.56467131243	0.573336800522	0.503349455288	0.594437221586	0.512505325726	0.55186897766	0.538652715767	0.552270072725	0.604266209817	0.537681779282	0.580036418081	0.545474378067	0.560712535835	0.60045573192	0.590622800259	0.586246069381	0.639605463634	0.690243237698	0.656107750406	0.525298235446	0.620113953478	0.498285767323	0.586447007947	0.636920735304	0.568386017936	0.593222860585	0.513005152396	0.665157052076	0.553632099985	0.64028298314	0.736004695847	0.641158072344	0.725121392679	0.549000654425	0.606182187705	0.676486480634	0.555391328641	0.61437403687	0.593757383647	0.70407065831	0.622554810142	0.639222467363	0.590743343481	0.597430355328	0.560149151991	0.633008636918	0.626909659225	0.483648868721	0.751595793352	0.459157026584	0.621010579325	0.639985081015	0.635867422229	0.635673537529	0.594728005059	0.500501921695	0.632000531467	0.610862283881	0.731569968358	0.599433745443	0.642061675658	0.527809134163	0.509069493887	0.723699474518	0.516866928229	0.636169609181	0.531883609299	0.544580747317	0.556806910013	0.552975149766	0.519069414935	0.510195632578	0.47393048381	0.539975573735	0.518657551029	0.599380701557	0.573711263319	0.545879098609	0.531006166175	0.579413913645	0.526399430299	0.532230780462	0.478214952559	0.543890762208	0.567180644096
CS.374	0.637911534202	0.626716135258	0.682768859504	0.657079042212	0.629844703051	0.629635677974	0.626572589731	0.666145578132	0.660939171832	0.684482048936	0.693614053037	0.630716649207	0.6311921865	0.56145435054	0.691865659601	0.650558693635	0.624534285062	0.60058526663	0.654784088672	0.609359985093	0.605058121766	0.587974975568	0.583983685143	0.617129925921	0.632108143393	0.622908734305	0.636958342993	0.587488891894	0.59277525266	0.578643875337	0.553424926435	0.624012694137	0.620893417434	0.54124605561	0.629039892232	0.559066578851	0.518802998396	0.610232820205	0.537983379342	0.594397084023	0.618801210315	0.654523208906	0.573437206374	0.622615939	0	0.623122669166	0.568774206525	0.554429763801	0.616323269965	0.597054136789	0.609330291392	0.555785231034	0.576709983524	0.636567852215	0.592107650892	0.540963196312	0.603830227935	0.556102924514	0.565688938563	0.589561521555	0.56103499417	0.659022693761	0.727035067093	0.59938350261	0.613043646373	0.625637106693	0.574141155608	0.620312461343	0.623609341311	0.626337878984	0.627171602664	0.654840412069	0.617290308094	0.60750420784	0.634100020704	0.623360486483	0.653371141383	0.694019835978	0.692150938962	0.680656337171	0.68985602765	0.669588567505	0.70381097162	0.659941569101	0.701338053216	0.656974367071	0.587110326355	0.641563575475	0.680169797954	0.677983202867	0.648716889893	0.644630813152	0.624184791281	0.650249046262	0.678434053414	0.650899631363	0.630715759843	0.668226650756	0.699406971199	0.586603191766	0.658601987328	0.581999097278	0.635308887769	0.696605233474	0.642074689029	0.629857426148	0.616283513775	0.630097657898	0.545409482597	0.628855461238	0.602264853436	0.635963597212	0.645923689083	0.661305263508	0.564059538961	0.627062248738	0.656486527629	0.603214065405	0.571899347875	0.604909968437	0.545321760268	0.542498044322	0.576604315411	0.641061772404	0.587635618477	0.616797209377	0.607189833184	0.565130131674	0.543494405572	0.605204452473	0.611281329928	0.630768362427	0.638919692215	0.596910062016	0.575283462832	0.567088970053	0.584119813534	0.541737842007	0.571923866224	0.600852116359	0.549970112145	0.608035662525	0.571147483263	0.577648468128	0.674922919026	0.666364997592	0.646444186776	0.619007387332	0.572004532834	0.631565752637	0.685724567718	0.651380562117	0.658964308933	0.633315165068	0.65050833589	0.661080419796	0.62943118816	0.677997853247	0.64068919635	0.6691847178	0.678973496801	0.68799866434	0.674644701724	0.680498360125	0.623820486434	0.647163788363	0.646469085614	0.693205079182
CS.348	0.581267772383	0.590275775142	0.604827915448	0.671327606894	0.646849690559	0.624918003153	0.629379092473	0.563412322756	0.61053251134	0.627743590886	0.637548797705	0.593645540642	0.627606690368	0.607911464799	0.668074837711	0.589476134049	0.700899265714	0.677670377276	0.582776935554	0.633938653738	0.508319100539	0.637220203523	0.574391201309	0.580896688246	0.589550806477	0.610168349109	0.600873877704	0.686040928422	0.563637503698	0.530849681722	0.611770889177	0.715155645704	0.603044691221	0.628656606352	0.655553885137	0.646658446815	0.569916846269	0.683072913975	0.557840130136	0.554103426249	0.56117935961	0.55953704083	0.580313141888	0.612779551241	0.623122669166	0	0.490888678618	0.500765205238	0.653730303789	0.683121081242	0.605328962834	0.534539372106	0.463012859883	0.566464846508	0.589003985503	0.52714165684	0.58467676924	0.490099279497	0.528930844935	0.619067179691	0.611538210516	0.660429319411	0.71965285382	0.565348643588	0.671946544736	0.572704079991	0.642722783693	0.549875354965	0.643222379801	0.619422579429	0.5903712472	0.592227371238	0.630464666062	0.520379967706	0.582103771199	0.614256707707	0.596614534192	0.59001203455	0.609987798088	0.673563210003	0.614774148156	0.612200615212	0.623380622694	0.592419293748	0.625679667689	0.568463497162	0.534192247114	0.602956737433	0.598116131361	0.625870367021	0.620867466392	0.578501842509	0.617453123746	0.679567810426	0.623235917098	0.624129043147	0.604293944958	0.686631349795	0.66480691354	0.608331110182	0.706556446768	0.602913623146	0.591761546499	0.725450082757	0.58960033373	0.638070430235	0.65841460535	0.641454159326	0.584624627765	0.636071468649	0.653853172124	0.655614367675	0.636995473039	0.714120258634	0.621377799108	0.7193521999	0.658287539309	0.615559182796	0.621033943615	0.524824471492	0.622788692082	0.548912244392	0.653409858063	0.653770926421	0.617341388797	0.658994901184	0.592931177155	0.505682543755	0.604174480422	0.631311395788	0.527450617936	0.722920994617	0.633713747981	0.64349711297	0.610648919013	0.549440726036	0.550841667576	0.51067671212	0.515354164266	0.623780158185	0.549428123055	0.693342383409	0.505388450306	0.595028562107	0.591108156731	0.634553468068	0.662629687853	0.629254526841	0.61858620813	0.622976820471	0.618864686976	0.609814490652	0.646781364915	0.626563127267	0.589441235189	0.626411312271	0.600040884286	0.61003353215	0.593189163544	0.694834731935	0.689980226209	0.630791318572	0.639737490046	0.647033175043	0.605414430725	0.602774233074	0.620007420884	0.650773413927
CS.349	0.590221591554	0.613649476998	0.643773346338	0.67746793757	0.638233978466	0.636097041311	0.643495800261	0.611499453045	0.629254031008	0.650564390116	0.668661341423	0.609737621379	0.621254737354	0.60544370226	0.669834755977	0.590953511463	0.683442809818	0.641986972762	0.586930807211	0.629615960947	0.511675242313	0.656467568245	0.538582372413	0.568841850939	0.596483058095	0.571302828056	0.621469635853	0.641867214172	0.534261088222	0.520648520407	0.576949281329	0.684892934282	0.603293235785	0.600366563216	0.666017701358	0.598581825474	0.544363629892	0.657767967742	0.541710097131	0.521904131311	0.561085319011	0.54640552672	0.564050367011	0.594951815008	0.568774206525	0.490888678618	0	0.446706479079	0.633533785551	0.617405340822	0.575884106209	0.515314352056	0.454152092503	0.559914759193	0.552374079817	0.475837075502	0.560470515262	0.457512272489	0.465733216242	0.543171808225	0.579761512266	0.660301761669	0.715341705891	0.548897237829	0.633506426082	0.518370890291	0.620180758011	0.552233971482	0.599124696121	0.622625932999	0.546226988807	0.60543111526	0.607391211108	0.533508255384	0.576808227518	0.582837652227	0.591591022662	0.640645918243	0.637933655368	0.674805479385	0.621496934457	0.650472727991	0.643920060661	0.618356480662	0.636757653917	0.567250837864	0.529019476554	0.601382527407	0.618446817255	0.641156935332	0.639744692092	0.610266740254	0.621137093855	0.671993830117	0.664188636155	0.629825886301	0.614842581734	0.686500844496	0.699959033277	0.602267218363	0.695877067227	0.601320073618	0.597270123632	0.715883439471	0.594994773666	0.602798016056	0.651883049835	0.629193043634	0.533323130663	0.596282206087	0.623794193485	0.642184778247	0.650952749061	0.713803120369	0.574329951317	0.677998520766	0.650186667445	0.599957187193	0.603308254028	0.561665549943	0.564063633054	0.489014263044	0.633965909301	0.659433818936	0.620855757114	0.624165048638	0.571530635889	0.503967011196	0.542859707029	0.618901195218	0.528606388654	0.700489664087	0.628818073644	0.616246886555	0.613795991525	0.49744317128	0.471916737426	0.489862803435	0.48938233888	0.590358402437	0.52869293421	0.653541813663	0.462065228699	0.545079640115	0.621781402892	0.627486221081	0.635754196888	0.607314887068	0.583831098247	0.610548892943	0.647088039166	0.625324480499	0.63933938517	0.61894296031	0.570716132052	0.625805491087	0.583117682653	0.606197031661	0.621808910997	0.685290887458	0.674105874307	0.633971031646	0.668241460377	0.649338771917	0.622237062479	0.610865038763	0.62548336296	0.665947954969
CS.385	0.605790525044	0.621861062415	0.657496716398	0.675779308509	0.661695952784	0.647924123418	0.665198634368	0.614929477718	0.651190721145	0.681599440148	0.684471268565	0.616537681909	0.626410265064	0.602422238962	0.680232585306	0.610766608559	0.689456828548	0.665343853063	0.605408098754	0.629455023874	0.527859297113	0.626210965374	0.559898066959	0.561473169093	0.600059240655	0.608103510646	0.604153213443	0.647960140241	0.539880557125	0.481464513315	0.572754158318	0.690920371217	0.60900501775	0.571417392074	0.639656001078	0.580831065539	0.559992381416	0.661734183527	0.51995755405	0.504704617311	0.56973227786	0.593335542773	0.535536646105	0.623487815807	0.554429763801	0.500765205238	0.446706479079	0	0.618469486509	0.642978367607	0.5776813438	0.508401953947	0.472508747524	0.573812582405	0.573715400965	0.473548324751	0.538650424367	0.440364194985	0.49213280632	0.59771962413	0.599206826938	0.689007049614	0.718092261011	0.579003733827	0.638625434164	0.560837201037	0.628579630596	0.582822570682	0.618412285554	0.634117253536	0.578085915009	0.626879421204	0.601881479186	0.561071487203	0.605696839383	0.621561636054	0.615013526169	0.658499916787	0.662441105825	0.672214816488	0.654620227357	0.619177670396	0.675345359384	0.660888029305	0.639330210672	0.582410697317	0.555760959788	0.6193941926	0.637344266095	0.664539456719	0.642708925342	0.62777146602	0.626412041289	0.669303166442	0.671986334738	0.636406456081	0.622194092548	0.697603419	0.709287525016	0.60607554362	0.6780944441	0.587829756	0.620774969255	0.72247856248	0.589980277762	0.614831197123	0.63782790122	0.643858756532	0.526858819307	0.633027488082	0.611930163954	0.668104217512	0.665045664646	0.706276140253	0.570621578199	0.694384888577	0.66277539033	0.619783823177	0.585874457345	0.551088187356	0.564655885719	0.487500252952	0.610003346956	0.661000583357	0.625231401596	0.628379792188	0.585931551837	0.470134441557	0.53588714877	0.60093981914	0.522628136148	0.686264256152	0.624064451012	0.589231225851	0.602130647501	0.50530254807	0.493858406596	0.510999399254	0.501059846312	0.589533356503	0.534810250252	0.654321541616	0.471719041576	0.584326476583	0.646138223829	0.655964690521	0.651903914551	0.614271084668	0.595296915414	0.638468857005	0.649458397297	0.635998378147	0.660665430647	0.635897919645	0.621284545961	0.653873071311	0.598793353559	0.636115533733	0.637613446695	0.713782905394	0.706918645207	0.649359195165	0.68404420977	0.677146127039	0.61579713254	0.621848319753	0.63127148673	0.683551572102
CS.359	0.656843729932	0.68487298148	0.729568170471	0.726438231947	0.711034194348	0.690339002316	0.70469353603	0.737607201679	0.732784993023	0.735869442366	0.748581178042	0.692003738294	0.707890881947	0.634202952391	0.736644613537	0.691845413099	0.634018390519	0.637767321684	0.722003748653	0.638045202412	0.675500150702	0.674702263085	0.665817525031	0.665332911156	0.686090368166	0.667952744659	0.70269132071	0.564971581214	0.632454858132	0.614688669015	0.648291927414	0.595986127376	0.678355143092	0.583665798247	0.690745458632	0.585566959666	0.585235149916	0.608404301006	0.545144058493	0.66078764075	0.684949538619	0.718452936834	0.655794664639	0.719171455256	0.616323269965	0.653730303789	0.633533785551	0.618469486509	0	0.598336907202	0.590029600213	0.55016207043	0.605818780436	0.691360674793	0.624371114082	0.620375864154	0.583192330046	0.621624384711	0.616253231128	0.627669590367	0.620885134441	0.71245210619	0.695103484432	0.689071676977	0.647822481225	0.68474200828	0.641205523313	0.672149321568	0.689471370063	0.669043029821	0.71553044419	0.722273541754	0.659424535808	0.651375232076	0.71931083279	0.672334687295	0.716402858718	0.741833382471	0.754299867687	0.722557323795	0.758051261952	0.698247843222	0.753447269079	0.737404892236	0.751873649418	0.688656877681	0.646870392332	0.705209091449	0.747429693649	0.761491903769	0.680561864455	0.70291112798	0.716562350564	0.683405704127	0.732936637364	0.664310579136	0.693432673242	0.713072255453	0.760426662596	0.662885424893	0.648251852844	0.624678554169	0.719969932103	0.708328894844	0.671604538546	0.649348184061	0.615652975081	0.700963577494	0.590549263471	0.693819012314	0.614375939987	0.711010619027	0.704674754477	0.690967218381	0.57623270474	0.667249285798	0.710188676139	0.674784298616	0.591294799239	0.669147083879	0.604620966066	0.584761875524	0.602973903939	0.657895008819	0.651075234053	0.63352645553	0.648853025252	0.656434465938	0.609358332331	0.615249091757	0.696148241857	0.628222264953	0.694832057692	0.649448075357	0.656728265714	0.613555999765	0.60379332986	0.616379609626	0.645779927277	0.718272900734	0.573624785381	0.567936156412	0.649866197059	0.622523563623	0.739816347179	0.726302281938	0.639382821259	0.677348341226	0.629973702372	0.726382911055	0.719835873418	0.710540112392	0.703498672923	0.699937463981	0.705617493358	0.734732114594	0.68847569578	0.74091560637	0.704304469015	0.749821624599	0.724052400227	0.732748033794	0.708835581795	0.711849351063	0.709451466676	0.724800982651	0.693291157777	0.750644227189
