CS.244	CS.002	CS.245	CS.101	L.007.M1	CS.094	CS.009	CS.039	CS.059	CS.037	CS.028	CS.099	L.001.M1	CS.001	CS.257	CS.287	CS.117	CS.327	CS.248	CS.118	CS.335	CS.067	CS.360	CS.072	CS.382	CS.073	CS.305	CS.381	CS.365	CS.042	CS.213	CS.203	CS.378	CS.128	CS.236	CS.224	CS.041	CS.125	CS.375	CS.292	CS.136	CS.126	CS.376	CS.205	CS.302	CS.254	CS.256	CS.214	CS.369	CS.147	CS.148	CS.182	CS.386	CS.395	CS.389	CS.323	CS.359	CS.385	CS.177	CS.348	T.CS.079	T.CS.038	T.CS.046	T.CS.089	T.CS.029	T.CS.067	TFS.024	T.CS.001	T.CS.056	T.CS.004	TFS.023	T.CS.012	T.CS.028	T.CS.072	T.CS.082	T.CS.117	T.CS.098	T.CS.180	T.CS.160	T.CS.167	T.CS.092	T.CS.119	T.CS.091	T.CS.139	T.CS.124	T.CS.102	T.CS.107	T.CS.123	T.CS.147	T.CS.121	CS.237	CS.085	CS.356	CS.246	L.034.M1	CS.006	CS.082	CS.242	CS.103	CS.238	L.024.M1	CS.087	CS.015	CS.088	CS.241	CS.078	CS.311	CS.150	CS.346	CS.345.0	CS.207	CS.165	CS.212	CS.189	CS.191	CS.336	CS.274	CS.234	CS.187	CS.164	CS.112	CS.320	CS.343	CS.223	CS.318	CS.163	CS.322	CS.285	CS.080	CS.227	CS.152	CS.339	CS.194	CS.319	CS.331	CS.262	CS.253	CS.326	CS.370	CS.390	CS.393	CS.145	CS.255	CS.270	T.CS.036	T.CS.031	TFS.022	TFS.027	T.CS.064	TFS.021	T.CS.049	T.CS.043	T.CS.008	T.CS.061	T.CS.045	TFS.020	T.CS.026	T.CS.055	TFS.025	T.CS.141	T.CS.142	T.CS.166	T.CS.157	T.CS.158	T.CS.095	T.CS.151	T.CS.152	T.CS.109
CS.147	0.7161954895	0.643536248104	0.640925224004	0.696471874484	0.683251690489	0.673774444846	0.55730589417	0.638657428699	0.644885668862	0.65915554456	0.648668196591	0.686072827458	0.69210209431	0.665007533604	0.677120753673	0.540085925012	0.65482115591	0.668620224608	0.561564962007	0.670190920188	0.594119927913	0.624313380286	0.527359504037	0.626208692778	0.565419967724	0.651009729519	0.64513081315	0.584782552529	0.646654284273	0.615078325605	0.5008025496	0.647323029438	0.607048047375	0.543038749535	0.65332186354	0.637367086596	0.598004296234	0.480804526923	0.559798016002	0.568380242013	0.563600094838	0.580386179182	0.473771774746	0.528469150911	0.583494043193	0.487955571469	0.501800145764	0.543194822952	0.559447134903	0	0.559586918182	0.505430285294	0.56694934439	0.545223786546	0.482800841268	0.499126420735	0.55671423917	0.517274828275	0.51465109525	0.55952056759	0.544938295167	0.681539163081	0.540432142213	0.583990370634	0.607804844868	0.618873599525	0.609329139995	0.579810631366	0.68431826383	0.578329770192	0.606377675636	0.648543796135	0.588460744288	0.633937685376	0.654419619565	0.629138576286	0.686575154131	0.667211981816	0.671790145075	0.651010928512	0.690982965932	0.687231387045	0.681156747977	0.686329404278	0.677084927913	0.673036470107	0.660249760713	0.59349294489	0.688091407787	0.634503387393	0.586602788624	0.644762405872	0.632901701622	0.623127495627	0.62699417533	0.616018630169	0.663308498599	0.641455948217	0.621009156561	0.621796942873	0.684310283641	0.643961460503	0.711998392985	0.682122983643	0.66872262707	0.645041835283	0.620275220237	0.568160285187	0.614822540472	0.624543078677	0.571681078319	0.602924646184	0.567157944203	0.582030553106	0.654418359546	0.567432127218	0.508499954732	0.592840811971	0.513810262703	0.678922911603	0.583211319913	0.508268321765	0.513891172051	0.506508306733	0.493751645263	0.592936268801	0.496228949835	0.573622239636	0.577667675045	0.636738056466	0.614802883291	0.574235411692	0.552774161102	0.504378723901	0.564199515591	0.529489176708	0.572667181189	0.48010724909	0.526378668899	0.531410143949	0.638590083775	0.558182633471	0.509681908413	0.513433041631	0.657241628873	0.625863009605	0.664879671673	0.641931234573	0.624333817932	0.63804320367	0.55342687253	0.655447385521	0.611061162198	0.603510135993	0.642726328599	0.661100795084	0.607627903188	0.632883843538	0.597372959226	0.684026037714	0.680410066725	0.62615798276	0.639320152769	0.634872795163	0.690998264036	0.654185198682	0.63633443912	0.668229417845
CS.148	0.702634830703	0.595539913685	0.664751597092	0.727333291239	0.709334201393	0.702379009569	0.611224237913	0.653304043009	0.665822154865	0.636254447384	0.67036672393	0.712573461842	0.673505448084	0.689363851445	0.663106942051	0.557000636806	0.660331355845	0.675915243671	0.59902896965	0.660248300378	0.609317955406	0.615706010636	0.59276620229	0.673766855526	0.628438278689	0.68892601642	0.677712621207	0.611747563772	0.672744490008	0.648071316546	0.584689260228	0.668713160201	0.634111470816	0.589749610294	0.670038976209	0.606820246476	0.593718602722	0.562932869782	0.620883177242	0.617165324479	0.592085585589	0.618085651977	0.571739003243	0.589159732981	0.658412389417	0.55020220141	0.509916447606	0.569056538753	0.560089743196	0.559586918182	0	0.567979325431	0.565348699365	0.584492383255	0.569830433497	0.561963807027	0.627669590367	0.59771962413	0.548442519518	0.619067179691	0.583180658307	0.704759258414	0.619847175542	0.627883978274	0.599561291959	0.663850254539	0.666772155999	0.591924710918	0.67621431664	0.638192298732	0.639612761195	0.651756204519	0.647847137576	0.665571643777	0.68509638105	0.667491332003	0.711634195453	0.696581994406	0.702266013305	0.68295267022	0.712601503344	0.714635028417	0.705433542458	0.7065525833	0.682445041646	0.715440207934	0.702862056925	0.641968407223	0.71899388148	0.681879466297	0.584190822838	0.657871486619	0.699552501493	0.652403963684	0.631825537067	0.675199618472	0.686746201144	0.660609200004	0.653046730328	0.671789215073	0.711825631663	0.668916296876	0.719717613439	0.69915209345	0.719060302101	0.666525190722	0.651874755999	0.582188938318	0.66845085912	0.674915188189	0.604544566733	0.644861195437	0.639715028685	0.651892393636	0.687434927191	0.609006646151	0.577851793462	0.648224668609	0.565174895518	0.663746841932	0.582560436059	0.546146331298	0.559550571557	0.536327854099	0.551299793096	0.637211105431	0.511074782824	0.614983316605	0.602991972145	0.650303353638	0.647134537528	0.657737083728	0.592181980468	0.575998943614	0.611513187259	0.5873290645	0.621631902038	0.561421973193	0.560477099752	0.499924027704	0.614825467157	0.613846724917	0.562462867158	0.489362909456	0.684280198341	0.656433876791	0.686650288213	0.680193782199	0.657745506629	0.663664272034	0.607543841739	0.66748587544	0.662403028019	0.645171412471	0.677226540985	0.695571744235	0.620587535438	0.649520991457	0.646424448262	0.679351568816	0.687694807327	0.668434440862	0.678500469861	0.677349216424	0.707415499069	0.671372976879	0.673151811994	0.698014487844
CS.182	0.710325323932	0.589028554386	0.613482519275	0.64738175218	0.619972490419	0.678495197925	0.595569404944	0.615402173002	0.551525284306	0.631935637434	0.595042279625	0.644927917677	0.613699777935	0.592396185804	0.646066424678	0.506855336625	0.606350831452	0.646653404359	0.510045813713	0.646976873859	0.66686978894	0.684469786089	0.518411460794	0.519384429766	0.52417557742	0.664262720673	0.568213588929	0.499357998065	0.582937152503	0.609355397286	0.570059882042	0.610886345803	0.659789183647	0.495975608191	0.649329958272	0.678217905404	0.601314267677	0.490262326011	0.56822215083	0.53167679057	0.545912854191	0.47176658191	0.537857100053	0.581237845562	0.632223022704	0.478461918211	0.492712809159	0.532802079836	0.595568366411	0.505430285294	0.567979325431	0	0.625471001307	0.493239296226	0.486753775543	0.422433776752	0.605818780436	0.472508747524	0.56075553385	0.463012859883	0.582105396857	0.59719099819	0.53990497033	0.516075511213	0.541807720627	0.563612017959	0.583066208064	0.637033234703	0.680993722175	0.53471936072	0.58141774001	0.650794431165	0.512213694728	0.537654540834	0.599018275002	0.577804406844	0.632813558472	0.607753568522	0.581641526873	0.595683904496	0.619226144357	0.599413195051	0.590899099869	0.596868372488	0.586478915914	0.629381731929	0.576231068055	0.56008679022	0.623714082785	0.559554854543	0.573533517306	0.577539277151	0.664093510399	0.546470165252	0.612005775442	0.600340713359	0.567964279675	0.558559283244	0.599129970373	0.590930783352	0.654604875475	0.652314146881	0.675649610617	0.706710387461	0.617623643221	0.638934560014	0.618628791592	0.531295429135	0.666638720829	0.700088817556	0.603718120711	0.662810158535	0.616446972365	0.578536604534	0.590572180482	0.522288634938	0.563533922907	0.61073443547	0.479561807897	0.717592913598	0.598013943022	0.464852144859	0.552343889806	0.472929495732	0.502840449056	0.608093214058	0.545694755159	0.628924832419	0.576183324903	0.711973887659	0.488537428718	0.623248874457	0.656484715534	0.49902937907	0.490512011009	0.56107538419	0.664345000576	0.486753281391	0.494701424197	0.491042028508	0.611972662166	0.476348358042	0.495087556571	0.501994129154	0.586190592917	0.592563665464	0.590320942768	0.596452161087	0.541089280975	0.616827932463	0.579206688983	0.605825545649	0.584518356949	0.540722781662	0.602331792136	0.585499046059	0.622184384256	0.586350414981	0.55539073572	0.649562880249	0.629734837333	0.541689205299	0.613320819998	0.553509620577	0.628010461394	0.604357077227	0.548079399393	0.58648652143
CS.386	0.707281266066	0.663280897818	0.684159932555	0.727828324483	0.728517309175	0.726171971366	0.635584782437	0.669129183683	0.692267726204	0.660087780377	0.700870477755	0.727121189185	0.692876118701	0.724581191937	0.682017432252	0.5983459976	0.678179680578	0.696440368372	0.625785381501	0.688818709183	0.620230434441	0.603713282266	0.644661967258	0.693122432715	0.67233511742	0.676793582821	0.695656634452	0.668559342469	0.684632982547	0.671947864269	0.584045002813	0.702550309116	0.615123864711	0.648402509459	0.677243119256	0.587195940878	0.677588102435	0.582539859757	0.626367339294	0.646100592838	0.6600464945	0.66651615454	0.608893772806	0.61442279234	0.642888753144	0.598483206934	0.578650796305	0.598623119435	0.623626066649	0.56694934439	0.565348699365	0.625471001307	0	0.613267384051	0.587593865991	0.610990480616	0.598336907202	0.642978367607	0.513624556036	0.683121081242	0.590669405836	0.696348288153	0.649888738079	0.671320529024	0.649171643349	0.684735416313	0.685471909868	0.623630870748	0.679942022057	0.6684867289	0.673908213552	0.642599685531	0.663482511195	0.703536930454	0.680994854367	0.684270381875	0.736305756758	0.693981375985	0.723397704898	0.697681479338	0.741933941663	0.719653858024	0.724877842339	0.72545564016	0.702474150166	0.717849377182	0.713682372415	0.67742784218	0.744330670081	0.69834681001	0.620883618562	0.686829558388	0.658327928519	0.673327773324	0.666225959532	0.694203702849	0.719282237996	0.682440547578	0.669883521379	0.680207429731	0.703819036298	0.684480208398	0.738060734526	0.695223265525	0.715837000216	0.673407978558	0.686285638286	0.589838539978	0.643980328155	0.675762822238	0.594825533666	0.675093657655	0.679053546801	0.638914593117	0.699352124665	0.667259823241	0.576157522309	0.611915452554	0.592608086219	0.659262009895	0.634627468564	0.609301683158	0.567309055271	0.602717345716	0.604691729908	0.652283985477	0.606374745721	0.61223965331	0.636901356075	0.641041402303	0.692575636311	0.641546396582	0.586770067515	0.604762268029	0.647989338826	0.580239494061	0.587154953572	0.589024764891	0.609374961235	0.560387776971	0.659386247596	0.658435569875	0.594047451552	0.593806806199	0.68416934252	0.661934864943	0.714668244198	0.702845109026	0.679024578074	0.682626476499	0.628879847093	0.706129230722	0.681121822273	0.651766664444	0.697638385481	0.72319263122	0.632903761322	0.682752401541	0.654504591198	0.688864268194	0.700527117326	0.679320659954	0.69169554834	0.699183229136	0.732915056744	0.709498623536	0.68373968252	0.717780601851
CS.395	0.700022428467	0.576960609249	0.669890040906	0.660887044736	0.684878234455	0.705809655263	0.611847478471	0.637743037642	0.609119911478	0.631771689446	0.620345000254	0.663010394213	0.632518760094	0.623081080338	0.657689536875	0.523000493559	0.641416481789	0.67605422096	0.525789905734	0.637672085649	0.665480123601	0.670338644629	0.557146782388	0.595020201644	0.614516544199	0.658423543131	0.611886924102	0.547994800745	0.622513886361	0.647143411628	0.572443672045	0.642977017328	0.642763117029	0.538458231544	0.640491492647	0.691279776903	0.601133643426	0.582942890373	0.580881595719	0.545637900652	0.558185043407	0.551852840886	0.585255203686	0.638565133657	0.668443193061	0.469168967491	0.548958826232	0.558217422823	0.574021469073	0.545223786546	0.584492383255	0.493239296226	0.613267384051	0	0.539239744297	0.459154304747	0.645520728794	0.467507750513	0.556979570765	0.532394976746	0.592891473713	0.62127915868	0.591795586709	0.597119096225	0.545466994987	0.632797262511	0.642977735933	0.643673755463	0.672193613556	0.608935845694	0.632013882477	0.646807901386	0.599259056887	0.610958951894	0.65120633381	0.653193558298	0.666613969938	0.617065137119	0.651448096038	0.656462778156	0.644493136373	0.639200623535	0.671626418877	0.663735283759	0.638055118675	0.692093885777	0.65413283034	0.630816780487	0.677418983	0.625313392732	0.587143058393	0.608684945513	0.688356563904	0.598564541417	0.639193640335	0.642831643993	0.608027956731	0.603556101904	0.599287310641	0.64678639951	0.711818482634	0.684166906891	0.700717804991	0.72209360855	0.658933797992	0.689926032195	0.627815129947	0.563214981886	0.684066038143	0.692988624578	0.600413066518	0.691376395498	0.659172331601	0.594284000185	0.646786990653	0.578067675796	0.591876759881	0.616209265469	0.533581290895	0.684926403517	0.580761872955	0.537235813435	0.575457274977	0.512002225836	0.555953481677	0.614585024132	0.553376112034	0.654744353207	0.593618585237	0.704730926395	0.557604034206	0.644444846133	0.658826023758	0.539006652597	0.502517213267	0.578589561595	0.644548091794	0.55142258372	0.495582747062	0.531098443486	0.574730713229	0.538535670263	0.520106574349	0.530598628826	0.63701256944	0.630228522802	0.627373931964	0.661067521667	0.620958244843	0.656894197356	0.616498188215	0.642419059215	0.654761319813	0.614896824934	0.656161105064	0.645803656992	0.650240597961	0.649328288984	0.643162702455	0.698926569169	0.709636789197	0.614366575927	0.669051868924	0.639109799103	0.683398673359	0.665797002835	0.623600466438	0.655139588394
CS.389	0.718952928286	0.631228587903	0.639907119815	0.665108622272	0.68475543604	0.674622301236	0.571642061097	0.635038691794	0.619871269081	0.63593515032	0.648213192697	0.689425005634	0.654817647123	0.659374875642	0.660976255966	0.533163230686	0.640756896335	0.653813061156	0.535170594046	0.661638389249	0.612456847062	0.624636763014	0.556622646912	0.601589639744	0.581414394371	0.664991035522	0.623031985432	0.573175235476	0.625670711361	0.611859123149	0.545328685507	0.636840667907	0.604371564004	0.57251179249	0.65697860528	0.657880494591	0.610253955472	0.469515069868	0.555245527361	0.57056433975	0.560250558267	0.543577613157	0.494583165903	0.559620972746	0.558518834466	0.489518608783	0.544004004676	0.535394776943	0.588850775236	0.482800841268	0.569830433497	0.486753775543	0.587593865991	0.539239744297	0	0.493141283641	0.55016207043	0.508401953947	0.544526696574	0.534539372106	0.529567182438	0.646405045154	0.517451016642	0.591807011912	0.594763545417	0.606541167549	0.626257367923	0.594279176368	0.673963921922	0.590311827822	0.604257508046	0.629920399321	0.59008693043	0.578639036367	0.641636557327	0.652955119801	0.69562567314	0.639528924397	0.673098009076	0.64745105934	0.681957826385	0.664582387043	0.670505300795	0.675962895158	0.661235580055	0.678365311922	0.649282987065	0.599363678029	0.69210426577	0.61332948861	0.578804861984	0.63320794841	0.633739530959	0.620209948001	0.645345915235	0.634182082649	0.635796254197	0.621701559883	0.618364454478	0.617237790649	0.664475364011	0.63063419263	0.702669869927	0.699608412557	0.670188556683	0.639521361826	0.622012624378	0.565096207015	0.60892349612	0.610926862272	0.559613929395	0.61076451749	0.582934952285	0.591809177783	0.636381137758	0.562663150905	0.505324699832	0.571252472252	0.515593723847	0.701355019109	0.583490582497	0.522832273026	0.544239494025	0.495123984982	0.508706422064	0.60396165764	0.539952603272	0.577167797969	0.585464095484	0.648776219054	0.59331330392	0.596993049552	0.614428005382	0.523978989084	0.544319856219	0.559272475109	0.581222305507	0.525907542085	0.531843922003	0.516118760385	0.638966246268	0.547306699602	0.513306965749	0.526114038089	0.634543087109	0.623020819627	0.657835986369	0.659944358457	0.631068710284	0.646210659465	0.576957842678	0.644680632484	0.615993218	0.580769270863	0.634594295042	0.642022669224	0.587406322585	0.641454962145	0.590339447444	0.681426866568	0.666593940017	0.612599291105	0.663098826875	0.626204419623	0.706777233314	0.680093808352	0.59347158441	0.666023061397
CS.323	0.749643312717	0.619650916204	0.658953847016	0.658331319988	0.667302810532	0.697057002491	0.609215514712	0.652399435472	0.612370472843	0.634716420851	0.626963047778	0.68014116828	0.657975131905	0.608148162964	0.681686086323	0.508252283122	0.65845979437	0.683960133182	0.486450751842	0.670835656626	0.63696000443	0.684929864273	0.503840919158	0.578797711503	0.533311863227	0.681779618529	0.579870495677	0.515483739959	0.599105142457	0.625268114977	0.544239766909	0.606102001107	0.651638624631	0.481526501415	0.645203113426	0.676101339965	0.608752806452	0.50040051622	0.545000596261	0.534544402675	0.546325581568	0.520021364912	0.513982706488	0.536318532739	0.623644216146	0.44315447379	0.480466985683	0.535668614079	0.563594221137	0.499126420735	0.561963807027	0.422433776752	0.610990480616	0.459154304747	0.493141283641	0	0.60791116768	0.385125453301	0.543129046582	0.483907546391	0.558160642534	0.646075724786	0.525851006404	0.531110539498	0.571342151379	0.601631776892	0.606348250117	0.609403858647	0.681373603862	0.560792048861	0.590042991314	0.635377165398	0.543541845599	0.574146519378	0.629686688699	0.614009707294	0.660320694056	0.651538580966	0.618882578913	0.631601130655	0.643027646493	0.637185473032	0.647347388399	0.639300664351	0.631065552919	0.671431083664	0.612023039469	0.594594936645	0.653081126904	0.584583557855	0.586575632611	0.630841432915	0.679992111063	0.568762162683	0.621542559864	0.627724532416	0.614794843612	0.597047865132	0.620769108958	0.628384598131	0.689549343534	0.671608697234	0.713205582659	0.719418264525	0.658772828643	0.672521890929	0.638556786275	0.57126846486	0.670488429001	0.667313551836	0.581174834976	0.672131211334	0.625557205222	0.593623719963	0.630772833046	0.537403324941	0.538751291466	0.617462494761	0.485318065782	0.712456001817	0.610531135056	0.488268199236	0.522684054679	0.467356280031	0.47376824118	0.617996216531	0.515996110931	0.615729157491	0.583873445806	0.680744741963	0.50846958023	0.601163426993	0.617992528519	0.458512542355	0.466175105027	0.560841243221	0.647450541808	0.518722478041	0.455206122149	0.483431428835	0.59416325946	0.473894699235	0.465209545333	0.482655681273	0.632706589365	0.608924501696	0.610566244563	0.622773425963	0.588316748783	0.637729117662	0.551386795329	0.63093612478	0.613590523136	0.568926874384	0.633282332932	0.618244578785	0.629210410906	0.618043342545	0.582895771358	0.686256772866	0.682339370494	0.573797788047	0.656835430223	0.597612262824	0.667990771191	0.643593569629	0.610347842897	0.629444800511
CS.359	0.742606319994	0.707150051703	0.70469353603	0.739516144242	0.748581178042	0.728574839404	0.634202952391	0.711034194348	0.724027699755	0.726985763161	0.711969740445	0.736644613537	0.732784993023	0.737607201679	0.726438231947	0.647010505568	0.713710369395	0.72877711963	0.644466832601	0.710774180536	0.637767321684	0.634018390519	0.658097375399	0.691845413099	0.646102800222	0.711063915398	0.722003748653	0.675500150702	0.70269132071	0.674702263085	0.583665798247	0.719171455256	0.608404301006	0.66078764075	0.690745458632	0.595986127376	0.678355143092	0.545144058493	0.648291927414	0.643169188257	0.655794664639	0.667617626856	0.585235149916	0.585566959666	0.590842142808	0.620375864154	0.6080061751	0.583192330046	0.590029600213	0.55671423917	0.627669590367	0.605818780436	0.598336907202	0.645520728794	0.55016207043	0.60791116768	0	0.618469486509	0.591544605754	0.653730303789	0.620885134441	0.74073162998	0.631127497908	0.68474200828	0.670905437336	0.700706015945	0.716344354164	0.641205523313	0.71245210619	0.678344292187	0.689471370063	0.682155867137	0.672149321568	0.699825344487	0.724324010711	0.697392791616	0.749595846059	0.698247843222	0.747429693649	0.734152799267	0.751873649418	0.7351148916	0.734199413792	0.754299867687	0.724182504753	0.722557323795	0.727212891697	0.683127890511	0.75165803222	0.713307304001	0.624678554169	0.70291112798	0.648251852844	0.671604538546	0.716562350564	0.680561864455	0.723172734093	0.719969932103	0.693432673242	0.664310579136	0.713072255453	0.683405704127	0.760426662596	0.708328894844	0.732936637364	0.711010619027	0.700963577494	0.646991123114	0.599954907934	0.608842706059	0.591294799239	0.652526888853	0.615652975081	0.615774069235	0.730175579438	0.66017018533	0.57623270474	0.597021186006	0.583741823145	0.690967218381	0.656728265714	0.599975734482	0.604620966066	0.572638672514	0.593850805702	0.615249091757	0.609358332331	0.602973903939	0.648853025252	0.628222264953	0.696148241857	0.63352645553	0.61729896801	0.584761875524	0.656434465938	0.622523563623	0.567936156412	0.573624785381	0.649866197059	0.60379332986	0.718272900734	0.645779927277	0.616379609626	0.613555999765	0.704304469015	0.726382911055	0.74091560637	0.734732114594	0.705617493358	0.731367106538	0.629973702372	0.726302281938	0.699937463981	0.68847569578	0.703498672923	0.739816347179	0.639382821259	0.710540112392	0.677348341226	0.749821624599	0.724052400227	0.709451466676	0.708835581795	0.724800982651	0.750644227189	0.711849351063	0.693291157777	0.732748033794
CS.385	0.721829827605	0.628321441104	0.665198634368	0.686313771305	0.684471268565	0.697260427558	0.602422238962	0.661695952784	0.622994555675	0.645836923691	0.623910233016	0.680232585306	0.651190721145	0.614929477718	0.675779308509	0.530753685658	0.663027870043	0.69357251042	0.477178890582	0.667690649662	0.665343853063	0.689456828548	0.544066405327	0.610766608559	0.580735773478	0.665742549011	0.605408098754	0.527859297113	0.604153213443	0.626210965374	0.571417392074	0.623487815807	0.661734183527	0.504704617311	0.639656001078	0.690920371217	0.60900501775	0.51995755405	0.572754158318	0.540593748726	0.535536646105	0.549090606434	0.559992381416	0.580831065539	0.63721434104	0.473548324751	0.516367452567	0.538650424367	0.5776813438	0.517274828275	0.59771962413	0.472508747524	0.642978367607	0.467507750513	0.508401953947	0.385125453301	0.618469486509	0	0.580528940837	0.500765205238	0.599206826938	0.642834677866	0.546345375472	0.560837201037	0.560158480673	0.61584588674	0.631894581345	0.628579630596	0.689007049614	0.582165141913	0.618412285554	0.655510712444	0.582822570682	0.587803516962	0.64047155	0.629428744022	0.678922068285	0.619177670396	0.637344266095	0.653363835076	0.639330210672	0.652123826574	0.663197806636	0.662441105825	0.646715727919	0.672214816488	0.636542297496	0.597694608919	0.667605825346	0.61133058926	0.587829756	0.62777146602	0.6780944441	0.589980277762	0.626412041289	0.642708925342	0.615464960884	0.620774969255	0.622194092548	0.636406456081	0.697603419	0.669303166442	0.709287525016	0.72247856248	0.671986334738	0.668104217512	0.643858756532	0.579417383586	0.685142625894	0.662696890185	0.585874457345	0.6643049069	0.63782790122	0.608116504761	0.645736833185	0.552684465441	0.570621578199	0.634891616134	0.487699568699	0.706276140253	0.602130647501	0.517530969357	0.564655885719	0.500395612468	0.504809819393	0.60093981914	0.53588714877	0.610003346956	0.585931551837	0.686264256152	0.522628136148	0.628379792188	0.640803345225	0.487500252952	0.470134441557	0.584326476583	0.654321541616	0.534810250252	0.471719041576	0.493858406596	0.589533356503	0.501059846312	0.510999399254	0.50530254807	0.637613446695	0.638468857005	0.636115533733	0.653873071311	0.621284545961	0.659272852987	0.595296915414	0.655964690521	0.635897919645	0.598793353559	0.660665430647	0.646138223829	0.651903914551	0.635998378147	0.614271084668	0.713782905394	0.706918645207	0.61579713254	0.68404420977	0.621848319753	0.683551572102	0.677146127039	0.63127148673	0.649359195165
CS.177	0.720382737715	0.667717057486	0.662755413699	0.70323142394	0.702814232151	0.686435250392	0.60418926753	0.657567015485	0.661872707331	0.65424558697	0.692349204658	0.708954902525	0.691014450357	0.714100426761	0.675242613766	0.561146405523	0.685802768812	0.680907140875	0.582581452883	0.678864645978	0.622180298893	0.615428888485	0.596284053935	0.654192762913	0.605292442671	0.67560888146	0.653465696795	0.627225795074	0.654398270644	0.630640415061	0.562827136979	0.669125188853	0.601026893063	0.572454696387	0.679777298141	0.595639021725	0.66179328362	0.559106297063	0.564928476358	0.599351178466	0.623138958101	0.590256859298	0.553778038941	0.580381452257	0.637443693282	0.524959148271	0.506403181559	0.579131830813	0.607102827481	0.51465109525	0.548442519518	0.56075553385	0.513624556036	0.556979570765	0.544526696574	0.543129046582	0.591544605754	0.580528940837	0	0.643282809732	0.535861379355	0.690716223138	0.60096698902	0.612348330617	0.642939487257	0.646911415087	0.647827625285	0.613895861439	0.673659269616	0.627158049709	0.621888953597	0.607102428698	0.638435181651	0.653477442983	0.677087779866	0.653922944231	0.715390305858	0.686465319546	0.700127264746	0.676119724596	0.707131759277	0.711073672006	0.713958460984	0.696232183604	0.691705577585	0.687344947357	0.681379724877	0.633407405872	0.712962596528	0.677687449561	0.604293371901	0.678899280616	0.641322347666	0.641227529992	0.6589614003	0.662868476298	0.689312962018	0.65336497326	0.653781703862	0.644153459254	0.688275233489	0.673650329334	0.71865193205	0.688391248391	0.699492061821	0.665045705301	0.64298885315	0.594861011409	0.657640060856	0.671285221123	0.595109892894	0.63894766867	0.628218837877	0.617260598171	0.690899924708	0.615387959515	0.553511543042	0.633097606536	0.531659748943	0.701290073176	0.630620411545	0.533688770799	0.526856002195	0.538813723194	0.553226906232	0.639854543668	0.511472121713	0.630123681768	0.616917906119	0.636332244751	0.634789381051	0.613938891063	0.586834669443	0.574188444395	0.59144043228	0.541882208481	0.578778643093	0.57344039907	0.56092351759	0.553057404656	0.634145907832	0.59831029963	0.536521705478	0.55011875957	0.684428238091	0.653433076428	0.67599148453	0.670612141599	0.64740533283	0.640530591739	0.60529699958	0.670562209735	0.641682690538	0.632676897778	0.66002674299	0.693980787372	0.646310694586	0.656973713465	0.618708757914	0.684705601143	0.683203641088	0.645242596956	0.671250060342	0.668559392051	0.713869477581	0.672583918838	0.655477688148	0.705391638248
CS.348	0.721244499093	0.603822274213	0.629379092473	0.636670472026	0.637548797705	0.701689954593	0.607911464799	0.646849690559	0.594023631552	0.625684054675	0.592296506424	0.668074837711	0.61053251134	0.563412322756	0.671327606894	0.528615182425	0.648469994624	0.675178015194	0.51863334715	0.647306322215	0.677670377276	0.700899265714	0.553197462554	0.589476134049	0.595694503486	0.677719825537	0.582776935554	0.508319100539	0.600873877704	0.637220203523	0.628656606352	0.612779551241	0.683072913975	0.554103426249	0.655553885137	0.715155645704	0.603044691221	0.557840130136	0.611770889177	0.559124208934	0.580313141888	0.51850057953	0.569916846269	0.646658446815	0.66243410154	0.52714165684	0.563477414658	0.58467676924	0.605328962834	0.55952056759	0.619067179691	0.463012859883	0.683121081242	0.532394976746	0.534539372106	0.483907546391	0.653730303789	0.500765205238	0.643282809732	0	0.611538210516	0.561084083898	0.577281115214	0.572704079991	0.599834484526	0.623994632008	0.629374073997	0.642722783693	0.660429319411	0.595132294061	0.643222379801	0.703335663188	0.549875354965	0.558883207292	0.640965920121	0.629180036845	0.633743686417	0.612200615212	0.598116131361	0.612372610252	0.625679667689	0.588553161002	0.611630526489	0.609987798088	0.603545466018	0.673563210003	0.607847178428	0.620687810477	0.633789129943	0.568712852072	0.602913623146	0.578501842509	0.706556446768	0.58960033373	0.617453123746	0.620867466392	0.586056504836	0.591761546499	0.604293944958	0.624129043147	0.686631349795	0.679567810426	0.66480691354	0.725450082757	0.623235917098	0.655614367675	0.641454159326	0.563332701158	0.679115742508	0.698518632484	0.621033943615	0.702017551952	0.65841460535	0.617965473549	0.612583758546	0.574006844184	0.621377799108	0.615535230703	0.551920692322	0.714120258634	0.610648919013	0.552655784028	0.622788692082	0.553789510139	0.574228143864	0.631311395788	0.604174480422	0.653409858063	0.592931177155	0.722920994617	0.527450617936	0.658994901184	0.68953781447	0.548912244392	0.505682543755	0.595028562107	0.693342383409	0.549428123055	0.505388450306	0.550841667576	0.623780158185	0.515354164266	0.51067671212	0.549440726036	0.593189163544	0.622976820471	0.61003353215	0.626411312271	0.589441235189	0.668515052003	0.61858620813	0.634553468068	0.626563127267	0.600040884286	0.646781364915	0.591108156731	0.662629687853	0.609814490652	0.629254526841	0.694834731935	0.689980226209	0.605414430725	0.639737490046	0.602774233074	0.650773413927	0.647033175043	0.620007420884	0.630791318572
