CS.199	CS.091	L.031.M1	CS.277	CS.280	L.006.M1	CS.297	CS.104	CS.257	CS.259	CS.357	CS.086	CS.093	L.033.M1	CS.019	CS.248	CS.118	CS.371.1	CS.186	CS.056	CS.230	CS.381	CS.062	CS.042	CS.072	CS.050	CS.040	CS.171	CS.388	CS.060	CS.205	CS.224	CS.375	CS.232	CS.380	CS.128	CS.376	CS.378	CS.213	CS.203	CS.236	CS.374	CS.126	CS.125	CS.302	CS.372	CS.386	CS.395	CS.214	CS.177	CS.254	CS.268	CS.348	CS.369	CS.147	CS.166	CS.323	CS.349	CS.178	CS.389	T.CS.041	T.CS.085	T.CS.050	T.CS.057	T.CS.067	T.CS.058	T.CS.029	T.CS.080	T.CS.034	T.CS.072	T.CS.046	T.CS.025	T.CS.071	T.CS.082	T.CS.079	T.CS.098	T.CS.115	T.CS.153	T.CS.180	T.CS.130	T.CS.107	T.CS.114	T.CS.117	T.CS.160	T.CS.106	T.CS.129	T.CS.159	T.CS.104	T.CS.100	T.CS.156	CS.087	L.024.M1	L.034.M1	CS.082	CS.237	CS.015	CS.103	CS.085	CS.110	CS.238	CS.088	CS.241	CS.246	CS.356	CS.006	CS.113	CS.387	CS.164	CS.191	CS.363	CS.308.0	CS.338	CS.234	CS.304	CS.364	CS.207	CS.311	CS.187	CS.274	CS.347.0	CS.227	CS.318	CS.080	CS.152	CS.343	CS.202	CS.158	CS.361	CS.194	CS.223	CS.112	CS.322	CS.319	CS.320	CS.321	CS.390	CS.145	CS.370	CS.255	CS.326	CS.262	CS.393	CS.253	CS.270	T.CS.036	T.CS.049	T.CS.064	T.CS.055	T.CS.066	T.CS.031	T.CS.026	T.CS.043	T.CS.061	T.CS.008	TFS.020	TFS.027	T.CS.045	TFS.025	TFS.021	T.CS.109	T.CS.157	T.CS.151	T.CS.166	T.CS.142	T.CS.152	T.CS.158	T.CS.095	T.CS.141
CS.177	0.654857803094	0.585747745273	0.67165619102	0.630072909511	0.689051650517	0.690941107108	0.670290809276	0.656798362649	0.675242613766	0.6879333355	0.678770142841	0.709435207391	0.713817832874	0.64961672195	0.653075747613	0.582581452883	0.678864645978	0.611762029144	0.694657784238	0.627963852896	0.65467201628	0.627225795074	0.663936594655	0.630640415061	0.654192762913	0.641085710476	0.698822878557	0.709395735382	0.701304241161	0.615215931599	0.580381452257	0.595639021725	0.564928476358	0.644376584511	0.654252412521	0.572454696387	0.553778038941	0.601026893063	0.562827136979	0.669125188853	0.679777298141	0.570015683022	0.590256859298	0.559106297063	0.637443693282	0.547913353803	0.513624556036	0.556979570765	0.579131830813	0	0.524959148271	0.581421915558	0.643282809732	0.607102827481	0.51465109525	0.578934080075	0.543129046582	0.55803559528	0.59894560125	0.544526696574	0.667729530915	0.652539598947	0.651803061565	0.579108262324	0.646911415087	0.63640399406	0.642939487257	0.596445590244	0.668473672539	0.653477442983	0.60096698902	0.621507155087	0.670351628348	0.677087779866	0.535861379355	0.715390305858	0.698623829549	0.690175798582	0.686465319546	0.641295352202	0.681379724877	0.697814151732	0.653922944231	0.700127264746	0.712514932459	0.686358992214	0.724215434912	0.700282723112	0.700084270177	0.660471358898	0.673650329334	0.688275233489	0.6589614003	0.689312962018	0.604293371901	0.71865193205	0.653781703862	0.678899280616	0.605129498307	0.644153459254	0.688391248391	0.699492061821	0.641227529992	0.641322347666	0.662868476298	0.671898797397	0.563101097217	0.701290073176	0.690899924708	0.545462730077	0.640119538324	0.606807575492	0.633097606536	0.661795525097	0.609691083754	0.595109892894	0.64298885315	0.531659748943	0.553511543042	0.606057239306	0.636332244751	0.553226906232	0.616917906119	0.634789381051	0.526856002195	0.645292066606	0.646934570786	0.604661190074	0.586834669443	0.538813723194	0.630620411545	0.511472121713	0.574188444395	0.533688770799	0.652935854986	0.553057404656	0.59831029963	0.56092351759	0.536521705478	0.57344039907	0.541882208481	0.634145907832	0.578778643093	0.55011875957	0.684428238091	0.60529699958	0.64740533283	0.656973713465	0.690214456635	0.653433076428	0.646310694586	0.670562209735	0.632676897778	0.641682690538	0.693980787372	0.670612141599	0.66002674299	0.618708757914	0.640530591739	0.705391638248	0.671250060342	0.672583918838	0.645242596956	0.683203641088	0.655477688148	0.668559392051	0.713869477581	0.684705601143
CS.254	0.637623173818	0.600084945964	0.605283001455	0.598675691834	0.671656590594	0.668598170634	0.646650388618	0.623402333309	0.667803169244	0.642491771328	0.659832294968	0.670567084692	0.69235759388	0.651818876546	0.63453710431	0.48892166709	0.671947651436	0.58466864476	0.673874772802	0.55853523449	0.625758494543	0.543025295524	0.640240365028	0.638166476438	0.608378141258	0.676607872986	0.668238023497	0.677439728566	0.67635944602	0.615440384659	0.582192972507	0.664688608091	0.564666180182	0.590784754742	0.600108389375	0.511052630505	0.512665318812	0.638565050877	0.556005613868	0.626569420211	0.651295789287	0.540963196312	0.53228749643	0.482853098764	0.619699189448	0.456566323725	0.598483206934	0.469168967491	0.53959537623	0.524959148271	0	0.53051952325	0.52714165684	0.573898814778	0.487955571469	0.493156337636	0.44315447379	0.475837075502	0.543470174608	0.489518608783	0.616871471287	0.611844803493	0.649680156913	0.623317289019	0.625185529773	0.600776475023	0.568255166524	0.581902332705	0.619818593275	0.624298926404	0.566596728311	0.615326404095	0.614686986881	0.653867518497	0.55170213228	0.678078875271	0.660359312345	0.673285228167	0.659104331008	0.591511675711	0.635717378151	0.676973000659	0.643768201952	0.656636757088	0.688243661346	0.646524486928	0.68963594881	0.666415930415	0.665780661495	0.631776312222	0.666520739588	0.686220150958	0.6133474534	0.625384112282	0.583327803439	0.727764312317	0.623665725939	0.628918280108	0.577801125026	0.631842733164	0.708066463909	0.686856313931	0.603994185352	0.65572157365	0.639012116758	0.66168316734	0.529456252212	0.698313777581	0.642444952299	0.49889148231	0.627714307926	0.527516423249	0.607189209394	0.632868797379	0.606459456024	0.596588255397	0.617796852946	0.497944284057	0.547326845213	0.592750221947	0.659765245672	0.499013299466	0.602678292159	0.540793666086	0.537414136833	0.668168078637	0.614747716765	0.584614868049	0.584609486984	0.474907510038	0.584395408073	0.498252180146	0.512834481736	0.505988594788	0.647965653628	0.503816612274	0.493763076709	0.462152640021	0.503060266544	0.526706137363	0.528231306156	0.562772724129	0.622540610998	0.481828575693	0.645179198521	0.579815680791	0.612294356781	0.642048531493	0.677266287438	0.617998376008	0.619203683594	0.6598256459	0.591828304351	0.617809014315	0.653937261092	0.644353209197	0.660127659772	0.607227999478	0.643193284871	0.666293378394	0.67085174825	0.662591822641	0.606158172293	0.676190418016	0.608429664265	0.629669913078	0.689816138755	0.678007641873
CS.268	0.644155031069	0.602979199517	0.624266926623	0.640756017852	0.706978549682	0.664145190294	0.695241598701	0.619770942561	0.64679410016	0.688265691436	0.706333363497	0.665578584082	0.672222873216	0.666111138645	0.642516200606	0.540564177268	0.637193436906	0.64959648152	0.660624897371	0.567640828755	0.64100259433	0.58428101777	0.642461206201	0.64204920813	0.651037012312	0.618071956522	0.661007167809	0.645336938151	0.721169184011	0.619911099399	0.65288474936	0.690748197721	0.584721462171	0.600699779359	0.656908137403	0.584211921668	0.609888414848	0.640698413223	0.612882172906	0.666338394329	0.61539522933	0.605067393673	0.623983178501	0.586723976197	0.686634643901	0.518550526358	0.583992627835	0.542702070432	0.5712428579	0.581421915558	0.53051952325	0	0.574140768835	0.579157095608	0.584666822445	0.540270983943	0.538846520155	0.537430677542	0.594123040411	0.591870507596	0.639648351525	0.670290369677	0.616328508322	0.666379338994	0.651687117597	0.623000173974	0.559654831615	0.630497127836	0.664069016754	0.633993539468	0.634332140281	0.634130921105	0.670822326877	0.654771397673	0.644579068884	0.708923236778	0.693369599481	0.665959199641	0.643774396325	0.652525628639	0.684835080547	0.679621519093	0.673311930078	0.675872703023	0.703400388208	0.701258199333	0.693493974434	0.688089590929	0.670943308785	0.664930032716	0.669078124424	0.701015641304	0.643421363362	0.643956066115	0.570984206063	0.725203793517	0.614048990819	0.622177503554	0.587187474925	0.656041112225	0.72123739121	0.717292207592	0.62062423742	0.719373293731	0.657764459985	0.692631401409	0.606060525165	0.654493659351	0.676699581333	0.547939793522	0.663410292415	0.548007099855	0.662390397411	0.648517831817	0.640530729087	0.604984541456	0.65051052119	0.575176721886	0.616348264366	0.62619986711	0.699495562951	0.591997082262	0.593642361431	0.609392887643	0.590307889386	0.670183948213	0.607948343578	0.635766086074	0.680329761679	0.56838320734	0.589624910505	0.580350588417	0.601375608485	0.560885254562	0.672311123766	0.528166467934	0.594600435529	0.543072070911	0.556684633892	0.595643651086	0.628355202624	0.602714629878	0.643208505064	0.531902404614	0.639634406706	0.662823114674	0.636645483577	0.649340947735	0.6705432146	0.656017790212	0.665928323571	0.68512824296	0.650368608901	0.703427143586	0.691096289738	0.69780242655	0.686051902677	0.675169000696	0.670096991273	0.682358064789	0.675800168772	0.701130679036	0.66864803397	0.731278299254	0.679526922064	0.674153639716	0.708223112912	0.714857477688
CS.348	0.624872416681	0.617058050893	0.528207584291	0.565239566507	0.621268593738	0.613404042541	0.60883277383	0.591308122865	0.671327606894	0.599423693528	0.637522466341	0.621399171679	0.620961160039	0.65742082698	0.627606690368	0.51863334715	0.647306322215	0.610168349109	0.625070791695	0.580896688246	0.648032084699	0.508319100539	0.610376617318	0.637220203523	0.589476134049	0.69154427128	0.6245222107	0.647374582155	0.711379781187	0.639309957242	0.646658446815	0.715155645704	0.611770889177	0.56117935961	0.55953704083	0.554103426249	0.569916846269	0.683072913975	0.628656606352	0.612779551241	0.655553885137	0.623122669166	0.51850057953	0.557840130136	0.66243410154	0.490099279497	0.683121081242	0.532394976746	0.58467676924	0.643282809732	0.52714165684	0.574140768835	0	0.605328962834	0.55952056759	0.552616082911	0.483907546391	0.490888678618	0.566464846508	0.534539372106	0.582103771199	0.615902113791	0.619422579429	0.671946544736	0.623994632008	0.618436214514	0.599834484526	0.643742863097	0.605519288451	0.558883207292	0.577281115214	0.589214815268	0.590527252049	0.640965920121	0.611538210516	0.633743686417	0.600968426082	0.600784552466	0.612200615212	0.563133988651	0.607847178428	0.6597189597	0.629180036845	0.598116131361	0.625367801141	0.595698182602	0.61674782846	0.59001203455	0.618832927686	0.633252831989	0.679567810426	0.686631349795	0.617453123746	0.586056504836	0.602913623146	0.66480691354	0.604293944958	0.578501842509	0.608331110182	0.624129043147	0.725450082757	0.623235917098	0.58960033373	0.706556446768	0.620867466392	0.658287539309	0.559408262977	0.714120258634	0.612583758546	0.555616926759	0.657429705455	0.54241149201	0.615535230703	0.657594535469	0.637910734164	0.621033943615	0.641454159326	0.551920692322	0.621377799108	0.653853172124	0.722920994617	0.574228143864	0.592931177155	0.527450617936	0.622788692082	0.653770926421	0.617341388797	0.64349711297	0.68953781447	0.553789510139	0.610648919013	0.604174480422	0.548912244392	0.552655784028	0.633713747981	0.550841667576	0.515354164266	0.505388450306	0.51067671212	0.549428123055	0.595028562107	0.623780158185	0.693342383409	0.549440726036	0.593189163544	0.61858620813	0.589441235189	0.609814490652	0.618864686976	0.622976820471	0.662629687853	0.634553468068	0.600040884286	0.626563127267	0.591108156731	0.626411312271	0.646781364915	0.629254526841	0.668515052003	0.630791318572	0.639737490046	0.647033175043	0.605414430725	0.689980226209	0.620007420884	0.602774233074	0.650773413927	0.694834731935
CS.369	0.696026936732	0.622624559083	0.700718599015	0.677792776556	0.769965886015	0.723038236337	0.756136329912	0.704303854667	0.705579161521	0.74459764694	0.76679167656	0.730577168744	0.731970680842	0.716108063274	0.714343191545	0.611988007192	0.703895193731	0.653409997959	0.721466200037	0.610192381733	0.608272038016	0.654785305184	0.692343642179	0.673492685764	0.721360572208	0.659256331444	0.708573156847	0.698615328491	0.676290586207	0.628417592505	0.626278784381	0.661026182424	0.650659132788	0.656383692532	0.732394708254	0.638097019305	0.583191203692	0.618795490006	0.593378764052	0.721063318991	0.643340187216	0.609330291392	0.679279627982	0.595887364137	0.630097853748	0.577762851903	0.623626066649	0.574021469073	0.574256401535	0.607102827481	0.573898814778	0.579157095608	0.605328962834	0	0.559447134903	0.562648361493	0.563594221137	0.575884106209	0.630238051502	0.588850775236	0.698883513903	0.714757404457	0.675200527428	0.638310692144	0.717349799574	0.677708884512	0.609028366337	0.672903297547	0.744583045688	0.71010962404	0.616485219275	0.708003936195	0.733029512229	0.744321355947	0.610945204287	0.77010731967	0.766081319786	0.73684924403	0.720623160977	0.717876053846	0.763447139063	0.747682949815	0.744061507884	0.757931802277	0.775502208953	0.7290453493	0.757770538876	0.752792988145	0.751332955369	0.744372559059	0.712255289447	0.768793951057	0.678289201289	0.700231972969	0.58792330511	0.776221584017	0.66159540126	0.687982550193	0.615978161296	0.704440940648	0.735277836749	0.753994072594	0.699408674984	0.666082546049	0.704657893614	0.724590928515	0.619260166644	0.663824927512	0.741714816391	0.580119254373	0.623864991516	0.617379315414	0.626036418248	0.621998389453	0.566294150546	0.614379011349	0.695262185899	0.599992392413	0.625165684816	0.630568926038	0.652897077732	0.578907300966	0.641869395079	0.687351435448	0.65229982255	0.679843656613	0.626207418926	0.609028116138	0.619661288706	0.555872123114	0.579149439339	0.552631301905	0.613091992725	0.612377859161	0.741076804526	0.589762532084	0.656371528152	0.584384029472	0.613282784398	0.612995178475	0.619425265067	0.630352041252	0.577576525754	0.516691492543	0.703618046909	0.671075387242	0.725222163461	0.726948126932	0.754681043319	0.717447352188	0.622428476551	0.749679567255	0.683566629565	0.724854738975	0.755994059843	0.74601462812	0.735312447895	0.721889223262	0.739750877484	0.755841743175	0.73579254385	0.760384429037	0.738414138849	0.767625315392	0.727728318939	0.74295016787	0.764741489328	0.774530357296
CS.147	0.63536701579	0.573978393442	0.637054233001	0.596222944799	0.66990029022	0.676163186791	0.640423252148	0.626867390732	0.677120753673	0.657005277021	0.661172718842	0.692337098908	0.6926439805	0.639105889803	0.635693635669	0.561564962007	0.670190920188	0.598744384827	0.680292800856	0.570692672028	0.578013922475	0.584782552529	0.639085703807	0.615078325605	0.626208692778	0.656579910898	0.662244623089	0.678886394047	0.668983254762	0.58204764777	0.528469150911	0.637367086596	0.559798016002	0.617103788518	0.632651911689	0.543038749535	0.473771774746	0.607048047375	0.5008025496	0.647323029438	0.65332186354	0.548799639965	0.580386179182	0.480804526923	0.583494043193	0.510892384458	0.56694934439	0.545223786546	0.543194822952	0.51465109525	0.487955571469	0.584666822445	0.55952056759	0.559447134903	0	0.5535937385	0.499126420735	0.533288497343	0.620418617401	0.482800841268	0.620418057158	0.612824413049	0.615860542934	0.578541287905	0.618873599525	0.616567602882	0.607804844868	0.57114359941	0.653861447243	0.633937685376	0.540432142213	0.610729266909	0.641520559728	0.654419619565	0.544938295167	0.686575154131	0.681974802208	0.679578387438	0.667211981816	0.63412007271	0.660249760713	0.681098034681	0.629138576286	0.671790145075	0.693513072752	0.658941501708	0.688460552913	0.694817906016	0.704219586883	0.648989144097	0.643961460503	0.684310283641	0.62699417533	0.663308498599	0.586602788624	0.711998392985	0.621009156561	0.644762405872	0.587039855712	0.621796942873	0.682122983643	0.66872262707	0.623127495627	0.632901701622	0.616018630169	0.654959176045	0.526268137587	0.678922911603	0.654418359546	0.505719552259	0.593971967035	0.580477964785	0.592840811971	0.657320739191	0.569469004009	0.571681078319	0.620275220237	0.513810262703	0.508499954732	0.581134158187	0.636738056466	0.493751645263	0.577667675045	0.614802883291	0.513891172051	0.625070373314	0.603612548331	0.540712302734	0.552774161102	0.506508306733	0.583211319913	0.496228949835	0.504378723901	0.508268321765	0.642782123558	0.531410143949	0.558182633471	0.526378668899	0.509681908413	0.48010724909	0.529489176708	0.638590083775	0.572667181189	0.513433041631	0.657241628873	0.55342687253	0.624333817932	0.632883843538	0.673463877077	0.625863009605	0.607627903188	0.655447385521	0.603510135993	0.611061162198	0.661100795084	0.641931234573	0.642726328599	0.597372959226	0.63804320367	0.668229417845	0.639320152769	0.654185198682	0.62615798276	0.680410066725	0.63633443912	0.634872795163	0.690998264036	0.684026037714
CS.166	0.671174548661	0.616915953548	0.643397718737	0.622982769071	0.706826340424	0.68290827518	0.676125901031	0.659665713556	0.696879937898	0.665184696727	0.714323462633	0.702784163104	0.698792613298	0.675629532597	0.663900503698	0.526535001955	0.685878508936	0.596422596464	0.69002321001	0.581761177243	0.641473842593	0.573219225511	0.653363676482	0.675327314228	0.643285100082	0.671431439501	0.683494828284	0.68218184485	0.687796736914	0.621723194892	0.605172611144	0.659127316305	0.613206436576	0.608472178976	0.628816867673	0.566239238749	0.574632578737	0.661415747549	0.59473476237	0.658533872987	0.671090560276	0.603702550131	0.594184299798	0.559767759655	0.649055062402	0.494379372383	0.599929518381	0.500099467383	0.560562926655	0.578934080075	0.493156337636	0.540270983943	0.552616082911	0.562648361493	0.5535937385	0	0.487411233827	0.446812259239	0.586083119371	0.546691522932	0.63215851696	0.65855207563	0.634713644559	0.648940527494	0.669514572454	0.620881169198	0.592312525334	0.607330350395	0.654440114126	0.636027274546	0.612231083725	0.613968917662	0.656303212179	0.695031855848	0.587958779883	0.71753065827	0.708881078067	0.694602962246	0.684820093258	0.650874389531	0.696397892896	0.682476744519	0.679488456872	0.67955475084	0.715444685971	0.664835637317	0.695711084471	0.701793286647	0.697995184917	0.69144743254	0.691512244926	0.718356900459	0.659899161077	0.649740361916	0.621206382819	0.73088318461	0.642532235157	0.659908417471	0.605281955064	0.67542873369	0.733640437671	0.701494711344	0.640544866472	0.71671248093	0.681501857173	0.687620087083	0.578726580439	0.70666610992	0.669062875787	0.506495040355	0.651554293749	0.561480657573	0.66748923825	0.643046514224	0.599310636136	0.609802187764	0.652094458455	0.538745317013	0.578549873086	0.634870698375	0.690465822532	0.540577861267	0.621367373627	0.608909515251	0.595085955567	0.665291486462	0.637605325549	0.625245080341	0.622756593941	0.5190476826	0.604450805568	0.537927203324	0.538810595249	0.544984211365	0.685508697002	0.482673391972	0.564693146165	0.495039186838	0.558995745217	0.568247029743	0.575393524827	0.606937238439	0.620087428749	0.503320525275	0.682202813514	0.627609153964	0.645780739077	0.676124640548	0.695712681242	0.665653668136	0.629481817861	0.677617335377	0.624333441643	0.662376054352	0.686029506051	0.68494115742	0.672566931398	0.656090446741	0.685684259796	0.699996078441	0.706681034766	0.684720655456	0.671722930058	0.712993358477	0.681110751494	0.67733478346	0.709204314921	0.724841533041
CS.323	0.647795501586	0.566864684007	0.569604842858	0.584541687076	0.646941198934	0.645951672956	0.624108407223	0.601399267084	0.681686086323	0.637075714638	0.642269973076	0.676099969792	0.676214041323	0.673493074591	0.625662808847	0.486450751842	0.670835656626	0.574570547823	0.669243771531	0.547251860158	0.611344473701	0.515483739959	0.628030321654	0.625268114977	0.578797711503	0.679794395686	0.666163485001	0.665865524382	0.687527096291	0.614409744911	0.536318532739	0.676101339965	0.545000596261	0.550079904992	0.571051144272	0.481526501415	0.513982706488	0.651638624631	0.544239766909	0.606102001107	0.645203113426	0.537793994684	0.520021364912	0.50040051622	0.623644216146	0.429270003644	0.610990480616	0.459154304747	0.535668614079	0.543129046582	0.44315447379	0.538846520155	0.483907546391	0.563594221137	0.499126420735	0.487411233827	0	0.407877006861	0.545436191996	0.493141283641	0.593701752377	0.593464327243	0.616894344504	0.627533754381	0.601631776892	0.586424371026	0.571342151379	0.59639700458	0.597152305005	0.574146519378	0.525851006404	0.562776771149	0.577006831881	0.629686688699	0.558160642534	0.660320694056	0.634304760849	0.644348737566	0.651538580966	0.576706393104	0.612023039469	0.66741502414	0.614009707294	0.618882578913	0.656813218418	0.613123292471	0.664629515325	0.643576600784	0.661109409517	0.619795370139	0.671608697234	0.689549343534	0.621542559864	0.614794843612	0.586575632611	0.713205582659	0.620769108958	0.630841432915	0.595824729886	0.628384598131	0.719418264525	0.658772828643	0.568762162683	0.679992111063	0.627724532416	0.648289878366	0.496543694954	0.712456001817	0.630772833046	0.496033496933	0.646240691661	0.523952827565	0.617462494761	0.642798181165	0.576781596626	0.581174834976	0.638556786275	0.485318065782	0.538751291466	0.623450968946	0.680744741963	0.47376824118	0.583873445806	0.50846958023	0.522684054679	0.653450791529	0.614494959468	0.582907763515	0.617992528519	0.467356280031	0.610531135056	0.515996110931	0.458512542355	0.488268199236	0.616996617433	0.483431428835	0.473894699235	0.455206122149	0.465209545333	0.518722478041	0.560841243221	0.59416325946	0.647450541808	0.482655681273	0.632706589365	0.551386795329	0.588316748783	0.618043342545	0.649141590314	0.608924501696	0.629210410906	0.63093612478	0.568926874384	0.613590523136	0.618244578785	0.622773425963	0.633282332932	0.582895771358	0.637729117662	0.629444800511	0.656835430223	0.643593569629	0.573797788047	0.682339370494	0.610347842897	0.597612262824	0.667990771191	0.686256772866
CS.349	0.634626242054	0.577915825452	0.583324663164	0.559475619519	0.661795399528	0.62739406792	0.628250178467	0.602797307168	0.67746793757	0.620563707102	0.654892624838	0.653002263742	0.654263379857	0.665632839199	0.621254737354	0.48587481987	0.650593387502	0.571302828056	0.652588198782	0.568841850939	0.639889528299	0.511675242313	0.624451038198	0.656467568245	0.590953511463	0.668600700609	0.650620571318	0.663263897415	0.706702994433	0.613256149039	0.598581825474	0.684892934282	0.576949281329	0.561085319011	0.54640552672	0.521904131311	0.544363629892	0.657767967742	0.600366563216	0.594951815008	0.666017701358	0.568774206525	0.527383212978	0.541710097131	0.660601599926	0.457512272489	0.617405340822	0.481484235148	0.560470515262	0.55803559528	0.475837075502	0.537430677542	0.490888678618	0.575884106209	0.533288497343	0.446812259239	0.407877006861	0	0.559914759193	0.515314352056	0.576808227518	0.586878066719	0.622625932999	0.633506426082	0.603963493412	0.569909784449	0.567956642172	0.58459881627	0.600243754902	0.557572349679	0.545559801429	0.554368115189	0.579460037966	0.629140762199	0.579761512266	0.662544069996	0.648463116763	0.640195172206	0.650472727991	0.589867422569	0.632358675178	0.660662581733	0.635947785207	0.618446817255	0.64800901575	0.615192419671	0.647408956605	0.640645918243	0.636782433299	0.636405246484	0.671993830117	0.686500844496	0.621137093855	0.612533308511	0.601320073618	0.699959033277	0.614842581734	0.610266740254	0.602267218363	0.629825886301	0.715883439471	0.664188636155	0.594994773666	0.695877067227	0.639744692092	0.650186667445	0.504050429508	0.713803120369	0.618613750696	0.501135127614	0.63767952416	0.52080838193	0.62587035628	0.638314502352	0.6013603042	0.603308254028	0.629193043634	0.516336574197	0.574329951317	0.623794193485	0.700489664087	0.510922458672	0.571530635889	0.528606388654	0.564063633054	0.659433818936	0.620855757114	0.616246886555	0.642244432016	0.496859728011	0.613795991525	0.542859707029	0.489014263044	0.501095913675	0.628818073644	0.471916737426	0.48938233888	0.462065228699	0.489862803435	0.52869293421	0.545079640115	0.590358402437	0.653541813663	0.49744317128	0.621808910997	0.583831098247	0.570716132052	0.625324480499	0.647088039166	0.610548892943	0.635754196888	0.627486221081	0.583117682653	0.61894296031	0.621781402892	0.625805491087	0.63933938517	0.607314887068	0.629209896771	0.633971031646	0.668241460377	0.649338771917	0.622237062479	0.674105874307	0.62548336296	0.610865038763	0.665947954969	0.685290887458
CS.178	0.635939714192	0.633870978415	0.602873341439	0.552574152741	0.605482957557	0.596263760443	0.56466320359	0.577282873479	0.64246961159	0.569829563382	0.603521524985	0.614101965222	0.615658049486	0.619565449095	0.574115143506	0.57481649834	0.630709233746	0.564034211181	0.639592285956	0.6222309642	0.664360220572	0.525202190222	0.593036059107	0.615735672407	0.557206807453	0.662510130642	0.633700248493	0.633567675679	0.659581785855	0.60424232827	0.66061599636	0.722257285337	0.572830834834	0.550788693783	0.553773105495	0.537694807986	0.606650125312	0.651433007911	0.630673489176	0.597700976364	0.680177088844	0.636567852215	0.519239036614	0.589095630821	0.68409677339	0.562449307443	0.657666545269	0.561939581343	0.560063496078	0.59894560125	0.543470174608	0.594123040411	0.566464846508	0.630238051502	0.620418617401	0.586083119371	0.545436191996	0.559914759193	0	0.568218551563	0.573045020656	0.58140843596	0.607609999993	0.612777455212	0.560940388685	0.546642748875	0.57082960855	0.564957899167	0.553913353655	0.564082157961	0.576361169861	0.542654415118	0.571126204554	0.590024181545	0.616625919041	0.640326394804	0.581133000831	0.595786840938	0.619016739212	0.564181793648	0.581846074287	0.626521393384	0.597022155918	0.598927900429	0.601118007153	0.572519917611	0.632581213576	0.586526377004	0.618192611847	0.576537371663	0.65412840304	0.624773978473	0.612185705129	0.595198194447	0.627044449391	0.661299957364	0.598245644537	0.603968532857	0.623136219053	0.614838798668	0.664583042989	0.624359700957	0.576825898438	0.660602501262	0.592082001936	0.602613981301	0.537800384268	0.70871735993	0.560990474403	0.577139287272	0.655215838557	0.595246824377	0.633241494552	0.655448970719	0.662014896066	0.64801497681	0.595339311167	0.562590380461	0.613505208277	0.658371709809	0.725119987793	0.607802789819	0.603835675232	0.524919691926	0.635985084335	0.624025318666	0.644301086141	0.612356560628	0.70332192715	0.569138773424	0.603317341339	0.586283247779	0.613582778838	0.567697885001	0.585834170226	0.581621731429	0.540625712951	0.559854253811	0.587761537009	0.598255121358	0.61715827937	0.603208747792	0.679420683777	0.555863202099	0.604468514238	0.647037206293	0.588060201685	0.592816547322	0.594511221316	0.583190168804	0.637234851958	0.582778434137	0.557705874071	0.591639241377	0.577978282719	0.580842245171	0.606741756962	0.576882249167	0.600757147389	0.598522601423	0.60615590421	0.597048490941	0.560134820633	0.615623318103	0.54366864396	0.567379228267	0.613252178301	0.613463357612
CS.389	0.623370102999	0.557448403015	0.594473169574	0.598220062507	0.686220476512	0.667265070164	0.63195038549	0.608055447628	0.660976255966	0.649682017536	0.656846341179	0.6655109071	0.67816004378	0.675246085569	0.634979612204	0.535170594046	0.661638389249	0.598160261411	0.676813076137	0.588595926188	0.571635065344	0.573175235476	0.626267889289	0.611859123149	0.601589639744	0.666611386337	0.663423362545	0.654443452805	0.658287983947	0.611338829807	0.559620972746	0.657880494591	0.555245527361	0.608333551423	0.598933124081	0.57251179249	0.494583165903	0.604371564004	0.545328685507	0.636840667907	0.65697860528	0.555785231034	0.543577613157	0.469515069868	0.558518834466	0.501203901483	0.587593865991	0.539239744297	0.535394776943	0.544526696574	0.489518608783	0.591870507596	0.534539372106	0.588850775236	0.482800841268	0.546691522932	0.493141283641	0.515314352056	0.568218551563	0	0.622662051839	0.616073365931	0.614365071396	0.596280970363	0.606541167549	0.623579124595	0.594763545417	0.615333591762	0.600422038907	0.578639036367	0.517451016642	0.594635150698	0.63223420053	0.641636557327	0.529567182438	0.69562567314	0.655021650273	0.670498886544	0.639528924397	0.620466217946	0.649282987065	0.680819390556	0.652955119801	0.673098009076	0.690121432743	0.651402618261	0.693334879717	0.668321468292	0.686997606764	0.639529233832	0.63063419263	0.664475364011	0.645345915235	0.635796254197	0.578804861984	0.702669869927	0.618364454478	0.63320794841	0.58906728224	0.617237790649	0.699608412557	0.670188556683	0.620209948001	0.633739530959	0.634182082649	0.635002302037	0.52946351481	0.701355019109	0.636381137758	0.510908218407	0.585274362771	0.565532094803	0.571252472252	0.628152519178	0.571671002692	0.559613929395	0.622012624378	0.515593723847	0.505324699832	0.578677996688	0.648776219054	0.508706422064	0.585464095484	0.59331330392	0.544239494025	0.621927844789	0.606631869272	0.582973615046	0.614428005382	0.495123984982	0.583490582497	0.539952603272	0.523978989084	0.522832273026	0.630260053534	0.516118760385	0.547306699602	0.531843922003	0.513306965749	0.525907542085	0.559272475109	0.638966246268	0.581222305507	0.526114038089	0.634543087109	0.576957842678	0.631068710284	0.641454962145	0.663785877177	0.623020819627	0.587406322585	0.644680632484	0.580769270863	0.615993218	0.642022669224	0.659944358457	0.634594295042	0.590339447444	0.646210659465	0.666023061397	0.663098826875	0.680093808352	0.612599291105	0.666593940017	0.59347158441	0.626204419623	0.706777233314	0.681426866568
