CS.022	CS.101	CS.036	L.022.M1	L.004.M1	CS.143	CS.260	CS.264	CS.265	L.036.M1	CS.003	CS.002	CS.296	CS.099	CS.354	CS.064	CS.230	CS.287	CS.360	CS.122	CS.076	CS.137	CS.365	CS.058	CS.040	CS.186	CS.248	CS.050	CS.161	CS.056	CS.378	CS.213	CS.292	CS.282	CS.224	CS.232	CS.374	CS.128	CS.136	CS.302	CS.236	CS.041	CS.380	CS.376	CS.375	CS.214	CS.181	CS.148	CS.369	CS.182	CS.359	CS.268	CS.372	CS.256	CS.254	CS.386	CS.178	CS.348	CS.129	CS.147	T.CS.019	T.CS.056	T.CS.071	T.CS.085	T.CS.057	T.CS.080	T.CS.022	T.CS.020	T.CS.089	T.CS.050	T.CS.082	T.CS.059	T.CS.058	T.CS.052	T.CS.035	T.CS.139	T.CS.124	T.CS.107	T.CS.132	T.CS.122	T.CS.153	T.CS.115	T.CS.100	T.CS.180	T.CS.147	T.CS.167	T.CS.111	T.CS.105	T.CS.091	T.CS.117	CS.110	CS.082	CS.088	CS.015	CS.006	CS.356	CS.085	L.034.M1	CS.087	CS.238	CS.241	CS.242	CS.103	L.024.M1	CS.246	CS.364	CS.358	CS.234	CS.044	CS.338	CS.336	CS.187	CS.308.0	CS.330	CS.274	CS.191	CS.345.0	CS.233	CS.188	CS.228	CS.319	CS.322	CS.163	CS.152	CS.194	CS.080	CS.331	CS.339	CS.227	CS.158	CS.320	CS.343	CS.285	CS.321	CS.361	CS.393	CS.145	CS.370	CS.255	CS.253	CS.262	CS.270	CS.326	CS.390	T.CS.008	T.CS.043	TFS.021	T.CS.049	T.CS.026	TFS.025	TFS.027	T.CS.061	T.CS.045	T.CS.031	T.CS.064	TFS.022	T.CS.055	T.CS.066	TFS.020	T.CS.157	T.CS.166	T.CS.151	T.CS.152	T.CS.141	T.CS.142	T.CS.095	T.CS.158	T.CS.109
CS.236	0.619273867248	0.697160563556	0.579883838562	0.71885599733	0.745364008902	0.647495426172	0.642787042628	0.658149700027	0.716739709643	0.6896690477	0.670408575607	0.601158777781	0.711227821402	0.687734524285	0.683876270398	0.603663514579	0.660855585718	0.652147755782	0.623484458986	0.66050672726	0.618165280388	0.675716980648	0.66510506015	0.61440555696	0.649575747277	0.70396489381	0.601493874704	0.643446933763	0.597924322948	0.627892342935	0.656506725747	0.623607453373	0.611278348595	0.630821767852	0.720606416614	0.643015914916	0.629039892232	0.631278775808	0.58708327939	0.69780087107	0	0.608768780582	0.697833156602	0.639025250538	0.645277265612	0.671079577249	0.654724620059	0.670038976209	0.643340187216	0.649329958272	0.690745458632	0.61539522933	0.629298614597	0.656246889406	0.651295789287	0.677243119256	0.680177088844	0.655553885137	0.664610101541	0.65332186354	0.669607118101	0.671737246163	0.719197430773	0.678625276797	0.688918585559	0.689969745845	0.678546199633	0.719278344549	0.683813919517	0.653580756399	0.675437608702	0.647841938049	0.682262873426	0.663222026153	0.69217684385	0.749232082107	0.675307636487	0.7250777396	0.739987082298	0.704159737486	0.704388746068	0.738969094065	0.706040095585	0.658597693949	0.744026116307	0.713839820222	0.726108168853	0.681222105717	0.750593499653	0.708785302567	0.639893617205	0.664042864909	0.703834570222	0.685270186063	0.6874318974	0.721134265581	0.641704017695	0.635627658566	0.681069383459	0.673680805373	0.689210778227	0.698415473817	0.634207785925	0.738452174346	0.677324515182	0.660174682268	0.70271873383	0.698929439064	0.648704892997	0.625834536189	0.682962244041	0.643964644425	0.635768994825	0.669324022557	0.717967123295	0.706086244032	0.671962052406	0.658685538645	0.709098999259	0.594190525472	0.646009901315	0.668661411259	0.585121529404	0.674006925198	0.734205337118	0.627507558801	0.637622231109	0.681561047746	0.719061696391	0.581866874234	0.645014939249	0.644404105624	0.648818366769	0.679890010623	0.671175554193	0.637071305668	0.684031876375	0.640230550474	0.679376773704	0.684389533247	0.6799206684	0.662389345033	0.652217949218	0.650920489478	0.717149569777	0.699093928922	0.702478474116	0.714886546872	0.718247892002	0.703745382089	0.718751677433	0.698922273935	0.7013286885	0.709307369169	0.699792704779	0.719379199355	0.688118988138	0.720344089142	0.721002066575	0.722522532001	0.691060377963	0.742491668344	0.689636422588	0.739990690001	0.75572108026	0.747544540665	0.712755492725	0.73208911258
CS.041	0.568220709184	0.669028435861	0.590323642064	0.684532123568	0.703971019308	0.619968087739	0.568762011586	0.612992922025	0.688949008475	0.626612369036	0.647059012151	0.550624870786	0.676382344598	0.666792671398	0.622548580848	0.577965045553	0.594715793137	0.61294236171	0.606775416596	0.628503071174	0.574128773898	0.62324782182	0.631159216721	0.548406630579	0.624143923554	0.678705706299	0.577229493872	0.608444310221	0.58822832581	0.579121073558	0.638220654991	0.619514429785	0.561872597642	0.619172616312	0.706364224622	0.581881457388	0.620893417434	0.603553875829	0.521955719768	0.648992369575	0.608768780582	0	0.645338186319	0.599226164422	0.605359350596	0.625792626503	0.603990596792	0.593718602722	0.605841429958	0.601314267677	0.678355143092	0.605064450454	0.589116644994	0.618684957859	0.591023174039	0.677588102435	0.615849662194	0.603044691221	0.613745431038	0.598004296234	0.58461539311	0.639070345643	0.638419033049	0.631246416293	0.627163930806	0.641851008643	0.629455945507	0.701348039261	0.624260401577	0.595933287705	0.652076292463	0.626508275694	0.640563143423	0.587413935979	0.629704344109	0.713914969802	0.662148788613	0.688720612816	0.69472532864	0.655409231843	0.674585028941	0.692827651578	0.678218457972	0.654248021998	0.714372536552	0.685156247412	0.662231312345	0.686983959113	0.709892852785	0.67888989674	0.57455849971	0.618838871234	0.663473409257	0.66266264534	0.61775155275	0.672741354252	0.593123932038	0.649599859789	0.616999088479	0.642824442452	0.67480094951	0.63741111212	0.598428396377	0.702713766563	0.637106535563	0.634834554436	0.678836244842	0.642693877027	0.605888936804	0.600840488243	0.58101743804	0.604005547741	0.581114289451	0.58897365736	0.637060127556	0.644080648742	0.654919247015	0.611119048575	0.657194061466	0.572119608545	0.607680920997	0.616793695597	0.570525047478	0.616110214667	0.662191380162	0.519354458071	0.609000337228	0.645553880494	0.698180342819	0.546385288337	0.570595446922	0.633129679963	0.609034790506	0.649466346531	0.604448835678	0.584933261826	0.616708215117	0.583966888651	0.621288844374	0.672798571039	0.613356499374	0.578749034065	0.6077738079	0.617618533822	0.621965249892	0.645576235397	0.657365024192	0.627620636318	0.632310207852	0.637743221315	0.650405818827	0.650166468377	0.627237881936	0.630461820086	0.646518130396	0.681564772195	0.631431634839	0.692707680854	0.67321024191	0.661510652036	0.654480825287	0.692639838279	0.637714140452	0.687582988523	0.685407479275	0.700621919729	0.659847567304	0.706540521465
CS.380	0.648821049531	0.554366974215	0.610765517917	0.553601719171	0.51532176234	0.584991478615	0.59841714433	0.639497792752	0.571146621457	0.542272417082	0.57283586546	0.622422281919	0.509238528948	0.604077217103	0.645404485702	0.579863521994	0.682814778134	0.599657450392	0.567596936111	0.591618746084	0.654288000976	0.452449614289	0.50408605644	0.589651648971	0.602933281729	0.620070029582	0.600301834312	0.685229476708	0.66569228528	0.648303356617	0.68864177977	0.657939848759	0.600672118167	0.638486202017	0.735368172264	0.574680653591	0.654523208906	0.528954784129	0.628661421361	0.68650756263	0.697833156602	0.645338186319	0	0.61313647718	0.585484510056	0.605753690794	0.58301376751	0.65470159722	0.732394708254	0.542743767256	0.718452936834	0.656908137403	0.567074447401	0.623555280969	0.600108389375	0.690731148987	0.553773105495	0.55953704083	0.595755747305	0.632651911689	0.614875100352	0.642503187915	0.461311040843	0.499738410688	0.658267707596	0.543129119927	0.539084576774	0.572111041736	0.524887598467	0.606331254209	0.536276971012	0.617626938526	0.520407200624	0.578751354505	0.504392565138	0.522733403439	0.524306780625	0.474126733073	0.538931373717	0.487114979676	0.564779396822	0.521845174957	0.547227525205	0.588296358491	0.505230629965	0.50761840867	0.510789029654	0.630798671619	0.508370051313	0.532676105516	0.656541238971	0.557018130811	0.664723493312	0.617798014299	0.563598625217	0.689749233768	0.564858684549	0.582090372337	0.629940823967	0.58056782995	0.544644489164	0.512135095227	0.591458316626	0.58346321789	0.51134595102	0.683665876504	0.746601373141	0.656993776544	0.522285794519	0.602155135224	0.531972764494	0.587692453879	0.687401312348	0.594369070344	0.620919356911	0.478366825159	0.768523255322	0.638910898138	0.574600464528	0.641005589996	0.587438195641	0.648819477104	0.658308705623	0.463253023987	0.726303939213	0.586765633552	0.547168111547	0.596395517932	0.76276167436	0.65655871785	0.541575620912	0.619218365474	0.71920597428	0.523026884411	0.649779695906	0.653692030119	0.508882390126	0.573639616994	0.553093760689	0.734456038434	0.604927633085	0.619631955826	0.589187695188	0.585795870227	0.520021987083	0.51358514462	0.525814281081	0.608321463851	0.665888448033	0.5034390939	0.499738741928	0.522956576619	0.527805159494	0.540242043721	0.474730195394	0.483751958994	0.555505904587	0.528769181033	0.470749128977	0.571381979737	0.514654577232	0.51793518909	0.495496488331	0.556264430069	0.557847896683	0.551208341397	0.478601043642	0.521427369934
CS.376	0.577091005504	0.697425432545	0.583726390107	0.700829529742	0.689321270151	0.609236318858	0.506692760779	0.661114322536	0.696822014035	0.644682723371	0.691124247433	0.638443965427	0.654750475852	0.697131763154	0.638991386262	0.652455815007	0.55366374254	0.533217257688	0.50819209394	0.684844538379	0.595661004714	0.580751868039	0.64061489568	0.57830751163	0.676422383978	0.693169992664	0.546392931925	0.678580775223	0.520531465483	0.557017688514	0.604797653711	0.50392704903	0.567310218989	0.519002151678	0.623918310103	0.613648675992	0.518802998396	0.546117187558	0.555571850293	0.582128866663	0.639025250538	0.599226164422	0.61313647718	0	0.542375451794	0.563115906541	0.534425271689	0.571739003243	0.583191203692	0.537857100053	0.585235149916	0.609888414848	0.499226032499	0.537631198048	0.512665318812	0.608893772806	0.606650125312	0.569916846269	0.586733567552	0.473771774746	0.623484584622	0.66030541946	0.638373817906	0.59936099142	0.581307926112	0.578413078619	0.611024399139	0.699296710771	0.594090731114	0.620891240063	0.640426174589	0.681536462176	0.61936582078	0.551662090019	0.630934748934	0.687951246229	0.672987522155	0.659999666306	0.683454996665	0.626560750363	0.682268396531	0.685829612399	0.697783100457	0.674455132722	0.699938790183	0.65018173423	0.641202209687	0.704017813547	0.686613760755	0.647692602658	0.603185399006	0.662275420941	0.67073585828	0.697109494702	0.629743842688	0.620667069642	0.647831730152	0.624467535754	0.621439091513	0.633541336762	0.679263436708	0.630290771033	0.632231703167	0.683449572889	0.632717093659	0.573466363973	0.602645750957	0.588040998948	0.599676812977	0.586097094775	0.547991588063	0.513370296682	0.577613485607	0.531521113682	0.545939880214	0.656376144207	0.601429022025	0.679714650563	0.602507257251	0.630549401057	0.473592180107	0.505884470171	0.580676253435	0.596128255034	0.601312390504	0.585989583956	0.56878009585	0.573214717324	0.63039015962	0.571022453657	0.504555068911	0.502693152609	0.55620877554	0.635791527404	0.575210392154	0.597870307891	0.563996941432	0.529042644829	0.508852315564	0.606527081536	0.53222310164	0.515464649221	0.52270433209	0.537593227679	0.586382744478	0.637029129015	0.639571602516	0.536855338111	0.633141673591	0.577024847723	0.627991737251	0.586483997055	0.622699913812	0.623544438063	0.626604949418	0.656256360482	0.633767823919	0.681337483771	0.656359874919	0.654894508668	0.618677193342	0.659824632285	0.624732749806	0.662645899991	0.653000293029	0.705642378323	0.641497783378	0.687659031599
CS.375	0.609839890046	0.652486169432	0.625844939116	0.688172906775	0.638507791875	0.608652726269	0.57966629134	0.608672978971	0.684532601052	0.610392893632	0.650135534011	0.641772848935	0.60407534593	0.659370161235	0.610969599277	0.610017125036	0.60145248238	0.592598899708	0.585257269777	0.636465341952	0.599379239975	0.57902296398	0.569764310464	0.562156901208	0.61779012388	0.676915244599	0.562412379427	0.632984691276	0.574411826705	0.600218582033	0.611350610664	0.578695061451	0.590023300148	0.575724851908	0.661303083911	0.601287663724	0.553424926435	0.543704505615	0.565400595896	0.609879796036	0.645277265612	0.605359350596	0.585484510056	0.542375451794	0	0.506653209633	0.5776475367	0.620883177242	0.650659132788	0.56822215083	0.648291927414	0.584721462171	0.580148427837	0.588722371339	0.564666180182	0.626367339294	0.572830834834	0.611770889177	0.576887938453	0.559798016002	0.553978400262	0.599950082488	0.58376077335	0.574022083591	0.60506941907	0.555390815458	0.548563552503	0.671419706262	0.553517570372	0.568833193516	0.576473225749	0.642237769717	0.572535902239	0.609533357265	0.562261451932	0.654827377525	0.629420797449	0.615826406458	0.67092844511	0.571634533873	0.662116657273	0.651304618187	0.673457852618	0.621969579325	0.675563387218	0.614433150802	0.587926652622	0.709638584052	0.658549769595	0.604265828223	0.604818232659	0.629812649509	0.631769319607	0.661787013019	0.58521731296	0.58932123333	0.622706199944	0.608003040055	0.594249217049	0.62025015189	0.650305449928	0.558019005349	0.617498907712	0.628475841521	0.578646997414	0.607283158611	0.643077508264	0.621281665874	0.562703128968	0.579413605278	0.544802360076	0.550992544885	0.60352918281	0.542337318958	0.516263908336	0.603445385717	0.637121300356	0.631300389614	0.5399136397	0.597043721875	0.558872824952	0.581582010259	0.58861685022	0.556646683438	0.642576494741	0.586209600685	0.582416160091	0.542272474317	0.654566758408	0.58930392303	0.555585527619	0.538961593012	0.624526930683	0.568276590564	0.522847654842	0.584231391469	0.535919778381	0.581225320959	0.567773467392	0.638312183684	0.578950686924	0.576474639288	0.563484075258	0.575827344923	0.555931211427	0.572378356867	0.586613239642	0.591745972304	0.641095529343	0.540867179242	0.598147892099	0.542086088196	0.579586365911	0.557053612067	0.586632471504	0.628097131269	0.608407455792	0.631990888267	0.632105757091	0.607280744048	0.573853682771	0.629820646246	0.590669338846	0.613556642915	0.621957587728	0.664691178432	0.594850832552	0.649789604126
CS.214	0.619732740272	0.677523127744	0.628077908846	0.68807195703	0.667291004848	0.628664607557	0.605064471155	0.64205610826	0.692197656827	0.634747537112	0.66601798824	0.638666607789	0.625953205621	0.670786719856	0.639859464406	0.617754764406	0.582586413629	0.580598003598	0.613793630526	0.65810419251	0.591515503157	0.575025352362	0.606795560388	0.569727740163	0.636437348267	0.667643903054	0.57812698651	0.655856326824	0.573287272073	0.586751320045	0.611210651875	0.589934760754	0.578591541338	0.550643154067	0.64280315834	0.601323200639	0.603830227935	0.536790074039	0.567382175378	0.605600213306	0.671079577249	0.625792626503	0.605753690794	0.563115906541	0.506653209633	0	0.549772263423	0.569056538753	0.574256401535	0.532802079836	0.583192330046	0.5712428579	0.530389217369	0.568025055059	0.53959537623	0.598623119435	0.560063496078	0.58467676924	0.578597437648	0.543194822952	0.581713600342	0.646005414168	0.618724731853	0.624107396199	0.630442883735	0.594231038106	0.58720888415	0.688740387921	0.601282838425	0.600944854735	0.616456755059	0.664709546161	0.585586088687	0.60369917995	0.583506504621	0.664699369532	0.649081315845	0.64361805222	0.670329763673	0.598938671797	0.676716286009	0.67380605674	0.676612320665	0.637798434792	0.680106642407	0.632548210292	0.631437782736	0.709436080198	0.65244747446	0.622554744648	0.620624606307	0.623392305374	0.6576115145	0.681552095912	0.593248801158	0.600465545397	0.640272316373	0.640173189499	0.618963328591	0.634639263552	0.663286903773	0.607262555728	0.618925012726	0.662287420321	0.589161639162	0.582176259958	0.647213905519	0.575319009345	0.606213534557	0.596745312676	0.537964464409	0.531035603907	0.603055316665	0.522207155313	0.538839135554	0.625857924861	0.641971349672	0.647216133751	0.524478053433	0.626484653667	0.535589405594	0.573007425234	0.589416765886	0.567073675115	0.64421104819	0.598408263104	0.568047658786	0.568145312025	0.649315341126	0.629797672724	0.548947482293	0.558793472228	0.596038986375	0.606025041017	0.522832010573	0.594771618846	0.545959097382	0.562875086478	0.54527890318	0.613637582726	0.588975877879	0.513103294413	0.535580725061	0.554991238351	0.605154199497	0.61726793605	0.6450430131	0.611764069652	0.653461635718	0.578383041491	0.647906649419	0.571889395326	0.633753515654	0.599611245014	0.619188434605	0.645797108706	0.625630599244	0.633253820489	0.647484880053	0.633937161048	0.597041834836	0.641024518516	0.603646491726	0.664973790177	0.654537885504	0.682150603547	0.612214062847	0.65172480256
CS.181	0.594914465917	0.663431543493	0.621404491151	0.664021036002	0.639302269996	0.63257282964	0.542942465755	0.644720258728	0.644906815189	0.636153404088	0.65707701896	0.599912939757	0.633090277232	0.674331396128	0.649691031141	0.614315662505	0.628135011991	0.518344322344	0.542022973744	0.661519829164	0.576921667524	0.584872795584	0.611795319642	0.558371629073	0.673089168912	0.641629595362	0.520713421301	0.668102233665	0.588253770365	0.570679162065	0.635134960915	0.592779707635	0.537724431742	0.531011030339	0.646441016666	0.571305940509	0.565688938563	0.520335181702	0.552410901412	0.636218016544	0.654724620059	0.603990596792	0.58301376751	0.534425271689	0.5776475367	0.549772263423	0	0.549051174917	0.566826862797	0.477199449058	0.616253231128	0.549163581459	0.470801383221	0.500925314374	0.475511763276	0.615546457028	0.55023023754	0.528930844935	0.553016706158	0.520863577653	0.600796898574	0.662295529607	0.606474953841	0.61234367421	0.64105736039	0.611771591916	0.590639485661	0.678336791576	0.569240861486	0.613030717106	0.630846065076	0.643329001429	0.595574626427	0.571243086777	0.595624221042	0.649528080747	0.642514403077	0.628731285537	0.635280891893	0.609265839902	0.648226110495	0.652822172242	0.673380954489	0.654859637879	0.653422562492	0.63649658619	0.632467212236	0.664846545709	0.65005847579	0.609453079064	0.581047360745	0.599574231859	0.699227839152	0.686828793857	0.62157459477	0.675345161657	0.608664266669	0.633952176208	0.648229051703	0.614468039013	0.653463463508	0.616935127028	0.600103359872	0.656128817872	0.603911072572	0.61790894333	0.629925001931	0.630387338725	0.643555000407	0.545538827235	0.547794584398	0.502300487134	0.63332703532	0.546381125882	0.566962267811	0.614693838158	0.681376464089	0.646864836561	0.610494193058	0.613890262426	0.516156343001	0.52793599338	0.593108891978	0.555232946103	0.617682854665	0.573823195481	0.52020280033	0.639570929532	0.68003224931	0.606001291567	0.500878028876	0.561413932053	0.608306596432	0.624640110435	0.592274580056	0.593418712635	0.521634321104	0.511390288569	0.521636610817	0.644884281628	0.574790836638	0.505277095534	0.5396925943	0.483986518414	0.624634697919	0.638062460292	0.646677755827	0.603497465653	0.64024133935	0.617287708626	0.639717717028	0.594989559273	0.62920382979	0.614663123843	0.604091374301	0.634614346638	0.597371305818	0.648757012336	0.629592903697	0.648503601553	0.602047301129	0.63895637594	0.620884958704	0.678210182492	0.663422824912	0.670233869924	0.609830054332	0.627086390727
CS.148	0.628780023721	0.727333291239	0.6631213016	0.703396571824	0.69825748898	0.675940942575	0.587369997801	0.654545081737	0.68499099083	0.671562910401	0.704831862764	0.595539913685	0.696192870551	0.712573461842	0.657563115435	0.674045365634	0.648019816957	0.557000636806	0.59276620229	0.698559175422	0.630856782097	0.642327049807	0.672744490008	0.600456611039	0.696388929712	0.697673427585	0.59902896965	0.655903033591	0.587449895908	0.620428945932	0.634111470816	0.584689260228	0.617165324479	0.56412892861	0.606820246476	0.619892525385	0.589561521555	0.589749610294	0.592085585589	0.658412389417	0.670038976209	0.593718602722	0.65470159722	0.571739003243	0.620883177242	0.569056538753	0.549051174917	0	0.560089743196	0.567979325431	0.627669590367	0.53826239539	0.538188988436	0.509916447606	0.55020220141	0.565348699365	0.615567110684	0.619067179691	0.561797320764	0.559586918182	0.621093211128	0.67621431664	0.662823296023	0.657266932837	0.611104336936	0.599953451301	0.627992667916	0.719498085559	0.627883978274	0.636058077245	0.68509638105	0.676979486318	0.638872530667	0.596962117032	0.675281409132	0.7065525833	0.682445041646	0.702862056925	0.698734487975	0.679041884569	0.693091857587	0.714201266989	0.695839391772	0.696581994406	0.71899388148	0.68295267022	0.686872106398	0.732673586845	0.705433542458	0.667491332003	0.584788903086	0.686746201144	0.69915209345	0.719717613439	0.675199618472	0.699552501493	0.657871486619	0.631825537067	0.668916296876	0.671789215073	0.719060302101	0.660609200004	0.653046730328	0.711825631663	0.652403963684	0.619952931219	0.642198796431	0.648224668609	0.653943637695	0.59201540967	0.609006646151	0.565174895518	0.655346620002	0.551029778468	0.577851793462	0.687434927191	0.674915188189	0.682095673008	0.633129023541	0.623777655865	0.575998943614	0.511074782824	0.637211105431	0.647134537528	0.592181980468	0.602991972145	0.611513187259	0.657737083728	0.650303353638	0.603853394435	0.546146331298	0.559550571557	0.614983316605	0.684377045871	0.615287887603	0.614825467157	0.613846724917	0.560477099752	0.562462867158	0.621631902038	0.5873290645	0.489362909456	0.561421973193	0.499924027704	0.662403028019	0.66748587544	0.663664272034	0.607543841739	0.620587535438	0.646424448262	0.680193782199	0.645171412471	0.677226540985	0.656433876791	0.657745506629	0.686650288213	0.649520991457	0.702673626913	0.695571744235	0.678500469861	0.668434440862	0.671372976879	0.673151811994	0.679351568816	0.687694807327	0.707415499069	0.677349216424	0.698014487844
CS.369	0.638540376299	0.765897504552	0.647724530175	0.764207737108	0.766475383477	0.684439933499	0.60856775813	0.667365529482	0.741235439601	0.709493831982	0.723269167946	0.657017674837	0.745557608691	0.744142086301	0.693456193813	0.671495986168	0.608272038016	0.564829122721	0.613781221869	0.729725284104	0.582004889982	0.694068885198	0.714505904957	0.604036998423	0.708573156847	0.721466200037	0.611988007192	0.659256331444	0.592310945524	0.610192381733	0.618795490006	0.593378764052	0.6088558002	0.593833055882	0.661026182424	0.656383692532	0.609330291392	0.638097019305	0.59681921216	0.630097853748	0.643340187216	0.605841429958	0.732394708254	0.583191203692	0.650659132788	0.574256401535	0.566826862797	0.560089743196	0	0.595568366411	0.590029600213	0.579157095608	0.577762851903	0.576477376661	0.573898814778	0.623626066649	0.630238051502	0.605328962834	0.637505646212	0.559447134903	0.648928292342	0.684099481812	0.733029512229	0.714757404457	0.638310692144	0.672903297547	0.674896953286	0.764287200666	0.679265422388	0.675200527428	0.744321355947	0.696443421435	0.677708884512	0.628523585811	0.705738348185	0.762548354466	0.735547784974	0.763447139063	0.75026675984	0.732242901425	0.73684924403	0.766081319786	0.751332955369	0.720623160977	0.774816279612	0.751634601571	0.76026486207	0.753423727992	0.772381964257	0.744061507884	0.615978161296	0.700231972969	0.735277836749	0.776221584017	0.704657893614	0.666082546049	0.687982550193	0.678289201289	0.712255289447	0.704440940648	0.753994072594	0.725814949462	0.66159540126	0.768793951057	0.699408674984	0.566294150546	0.612154421285	0.626036418248	0.717714675221	0.617379315414	0.622979049894	0.599992392413	0.623864991516	0.613072750772	0.625165684816	0.741714816391	0.61994921792	0.691300177579	0.648901542801	0.633605474738	0.613091992725	0.552631301905	0.613779496597	0.687351435448	0.619661288706	0.641869395079	0.628329942315	0.665536812033	0.652897077732	0.626207418926	0.612377859161	0.65229982255	0.569175576774	0.741076804526	0.609028116138	0.630352041252	0.656371528152	0.584384029472	0.613282784398	0.577576525754	0.619425265067	0.516691492543	0.612995178475	0.589762532084	0.724854738975	0.749679567255	0.739750877484	0.671075387242	0.622428476551	0.721889223262	0.74601462812	0.683566629565	0.735312447895	0.717447352188	0.725222163461	0.74780874948	0.726948126932	0.754681043319	0.755994059843	0.73579254385	0.738414138849	0.760384429037	0.727728318939	0.774530357296	0.767625315392	0.764741489328	0.74295016787	0.755841743175
CS.182	0.606566289372	0.64738175218	0.581110895801	0.63024437966	0.605116233693	0.59224960337	0.521065852647	0.614904395897	0.601330962779	0.599266858837	0.622520471759	0.589028554386	0.605471260599	0.644927917677	0.653053773984	0.586357117275	0.609220930065	0.506855336625	0.518411460794	0.621759714694	0.600627813002	0.520440121001	0.582937152503	0.523083562433	0.628523895305	0.626588937477	0.510045813713	0.670172464551	0.588084224416	0.577041456713	0.659789183647	0.570059882042	0.53167679057	0.536379851773	0.678217905404	0.518044528195	0.576709983524	0.495975608191	0.545912854191	0.632223022704	0.649329958272	0.601314267677	0.542743767256	0.537857100053	0.56822215083	0.532802079836	0.477199449058	0.567979325431	0.595568366411	0	0.605818780436	0.546566888312	0.450068026346	0.492712809159	0.478461918211	0.625471001307	0.529089627077	0.463012859883	0.538399109503	0.505430285294	0.588583389034	0.680993722175	0.555651838468	0.567006061577	0.616795036813	0.570497385145	0.561456107076	0.634766121424	0.516075511213	0.5881355434	0.599018275002	0.636879133024	0.568027895538	0.531323175422	0.543406159484	0.596868372488	0.586478915914	0.576231068055	0.578023736672	0.533725212076	0.595390316815	0.583910334947	0.62098234792	0.607753568522	0.623714082785	0.595683904496	0.590580392977	0.629940215729	0.590899099869	0.577804406844	0.593703624139	0.567964279675	0.706710387461	0.675649610617	0.600340713359	0.664093510399	0.577539277151	0.612005775442	0.652314146881	0.590930783352	0.617623643221	0.558559283244	0.599129970373	0.654604875475	0.546470165252	0.618510096818	0.675546886428	0.61073443547	0.591877968973	0.532306532768	0.522288634938	0.479561807897	0.624330882288	0.530598411647	0.563533922907	0.590572180482	0.700088817556	0.627737847386	0.589772569296	0.620603782812	0.49902937907	0.545694755159	0.608093214058	0.488537428718	0.656484715534	0.576183324903	0.490512011009	0.623248874457	0.711973887659	0.603041500824	0.464852144859	0.552343889806	0.628924832419	0.603369191038	0.599260945459	0.611972662166	0.476348358042	0.494701424197	0.495087556571	0.664345000576	0.56107538419	0.501994129154	0.486753281391	0.491042028508	0.584518356949	0.605825545649	0.616827932463	0.579206688983	0.622184384256	0.55539073572	0.596452161087	0.540722781662	0.602331792136	0.592563665464	0.541089280975	0.590320942768	0.586350414981	0.608299248651	0.585499046059	0.613320819998	0.541689205299	0.604357077227	0.548079399393	0.649562880249	0.629734837333	0.628010461394	0.553509620577	0.58648652143
CS.359	0.646189622881	0.739516144242	0.656843729932	0.750431867268	0.735869442366	0.68487298148	0.631398362065	0.690339002316	0.753218472844	0.74517673575	0.718726404235	0.707150051703	0.724814683381	0.736644613537	0.707350221522	0.705195937991	0.59854423786	0.647010505568	0.658097375399	0.722965733558	0.626970135065	0.684641085033	0.70269132071	0.632454858132	0.701478428976	0.721551269068	0.644466832601	0.707684095418	0.602381741437	0.665332911156	0.608404301006	0.583665798247	0.643169188257	0.597616099466	0.595986127376	0.684949538619	0.616323269965	0.66078764075	0.655794664639	0.590842142808	0.690745458632	0.678355143092	0.718452936834	0.585235149916	0.648291927414	0.583192330046	0.616253231128	0.627669590367	0.590029600213	0.605818780436	0	0.667344821757	0.621624384711	0.6080061751	0.620375864154	0.598336907202	0.691360674793	0.653730303789	0.624371114082	0.55671423917	0.659424535808	0.71245210619	0.723779981691	0.709296775507	0.647822481225	0.69455027358	0.71553044419	0.728509131099	0.68474200828	0.669043029821	0.724324010711	0.72405001965	0.700124232112	0.658869761618	0.697010924826	0.754299867687	0.724182504753	0.727212891697	0.743017745716	0.709104821316	0.727998314519	0.745524294287	0.751706896156	0.698247843222	0.75165803222	0.734152799267	0.723204902499	0.744165879874	0.734199413792	0.697392791616	0.662885424893	0.723172734093	0.708328894844	0.760426662596	0.680561864455	0.648251852844	0.70291112798	0.716562350564	0.683405704127	0.664310579136	0.732936637364	0.719969932103	0.693432673242	0.713072255453	0.671604538546	0.594908518723	0.597262720574	0.597021186006	0.693819012314	0.653307902022	0.66017018533	0.583741823145	0.625286847386	0.590549263471	0.57623270474	0.730175579438	0.608842706059	0.704674754477	0.649348184061	0.674784298616	0.584761875524	0.609358332331	0.615249091757	0.696148241857	0.61729896801	0.648853025252	0.656434465938	0.63352645553	0.628222264953	0.651075234053	0.599975734482	0.604620966066	0.602973903939	0.694832057692	0.649448075357	0.718272900734	0.645779927277	0.649866197059	0.616379609626	0.567936156412	0.622523563623	0.613555999765	0.573624785381	0.60379332986	0.699937463981	0.726302281938	0.731367106538	0.629973702372	0.639382821259	0.677348341226	0.734732114594	0.68847569578	0.703498672923	0.726382911055	0.705617493358	0.74091560637	0.710540112392	0.719835873418	0.739816347179	0.708835581795	0.709451466676	0.711849351063	0.693291157777	0.749821624599	0.724052400227	0.750644227189	0.724800982651	0.732748033794
