L.035.M1	L.008.M1	CS.098	CS.059	CS.016	CS.091	CS.108	L.031.M1	CS.028	CS.105	CS.244	CS.217	CS.104	L.011.M1	CS.017	CS.171	CS.064	CS.290	CS.373	CS.366	CS.360	CS.058	CS.153	CS.076	CS.229	CS.154	CS.327	CS.137	CS.117	CS.155	CS.292	CS.205	CS.041	CS.136	CS.128	CS.282	CS.374	CS.126	CS.224	CS.375	CS.302	CS.376	CS.236	CS.380	CS.203	CS.389	CS.178	CS.182	CS.359	CS.323	CS.254	CS.147	CS.386	CS.369	CS.166	CS.385	CS.372	CS.177	CS.214	CS.129	T.CS.050	T.CS.085	T.CS.052	T.CS.014	T.CS.056	T.CS.034	T.CS.076	T.CS.020	T.CS.072	T.CS.082	T.CS.038	T.CS.069	T.CS.004	T.CS.019	TFS.024	T.CS.122	T.CS.128	T.CS.129	T.CS.134	T.CS.107	T.CS.132	T.CS.120	T.CS.097	T.CS.180	T.CS.177	T.CS.124	T.CS.130	T.CS.116	T.CS.161	T.CS.092	CS.110	CS.006	CS.087	CS.242	CS.082	L.034.M1	CS.246	CS.085	CS.015	CS.238	CS.241	CS.237	CS.088	CS.356	CS.103	CS.346	CS.345.0	CS.358	CS.387	CS.347.0	CS.325	CS.150	CS.234	CS.191	CS.207	CS.308.0	CS.304	CS.330	CS.336	CS.274	CS.320	CS.163	CS.321	CS.339	CS.343	CS.322	CS.158	CS.285	CS.318	CS.080	CS.227	CS.194	CS.152	CS.319	CS.331	CS.255	CS.262	CS.270	CS.393	CS.390	CS.326	CS.370	CS.253	CS.145	T.CS.064	TFS.020	TFS.027	TFS.025	T.CS.045	T.CS.049	T.CS.031	T.CS.061	T.CS.066	T.CS.043	T.CS.036	TFS.021	T.CS.026	TFS.022	T.CS.008	T.CS.109	T.CS.095	T.CS.166	T.CS.157	T.CS.158	T.CS.141	T.CS.151	T.CS.142	T.CS.152
CS.178	0.590928139018	0.665741369557	0.603463154071	0.576885990475	0.624911332743	0.633870978415	0.66240047635	0.602873341439	0.608621418545	0.586582147524	0.67785430545	0.613458555002	0.577282873479	0.607194354674	0.657107098251	0.633567675679	0.605506507401	0.603662702179	0.566360833955	0.670690775417	0.602265199661	0.577955291563	0.57786181773	0.623548774622	0.585373954275	0.717582139165	0.628287234054	0.537020436251	0.615487615156	0.565740064759	0.570762707039	0.66061599636	0.615849662194	0.597028158913	0.537694807986	0.634257580558	0.636567852215	0.519239036614	0.722257285337	0.572830834834	0.68409677339	0.606650125312	0.680177088844	0.553773105495	0.597700976364	0.568218551563	0	0.529089627077	0.691360674793	0.545436191996	0.543470174608	0.620418617401	0.657666545269	0.630238051502	0.586083119371	0.573812582405	0.562449307443	0.59894560125	0.560063496078	0.582926479303	0.607609999993	0.58140843596	0.572060019153	0.555380520767	0.634450808983	0.553913353655	0.57922782338	0.629988423444	0.564082157961	0.590024181545	0.617029466369	0.545054751696	0.551142493056	0.575738976481	0.58533206218	0.556126446042	0.589040760746	0.572519917611	0.601936413833	0.581846074287	0.601792271751	0.570422697736	0.596880226315	0.619016739212	0.590628705413	0.598354868697	0.564181793648	0.633195589944	0.609972485803	0.608577803756	0.623136219053	0.592082001936	0.65412840304	0.55668892506	0.595198194447	0.612185705129	0.576825898438	0.603968532857	0.661299957364	0.614838798668	0.624359700957	0.627044449391	0.664583042989	0.660602501262	0.598245644537	0.721741056635	0.722187694354	0.704642965496	0.537800384268	0.658371709809	0.706006761109	0.539108089094	0.633241494552	0.560990474403	0.64801497681	0.655215838557	0.655448970719	0.582509696451	0.526613293283	0.613505208277	0.567697885001	0.626419486413	0.585834170226	0.634400462887	0.635985084335	0.586283247779	0.644301086141	0.671104583792	0.607802789819	0.603835675232	0.725119987793	0.70332192715	0.524919691926	0.613582778838	0.555653214322	0.587761537009	0.61715827937	0.555863202099	0.603208747792	0.581621731429	0.598255121358	0.559854253811	0.679420683777	0.540625712951	0.588060201685	0.577978282719	0.580842245171	0.576882249167	0.606741756962	0.647037206293	0.583190168804	0.557705874071	0.594511221316	0.582778434137	0.604468514238	0.600757147389	0.637234851958	0.553659639595	0.591639241377	0.598522601423	0.613252178301	0.560134820633	0.60615590421	0.567379228267	0.613463357612	0.597048490941	0.615623318103	0.54366864396
CS.182	0.511038899903	0.575817550027	0.60339492013	0.551525284306	0.629096181133	0.583622127646	0.618714243578	0.539240374613	0.595042279625	0.559336519399	0.710325323932	0.619775586139	0.591763468241	0.57604000829	0.646849261636	0.623417409623	0.586357117275	0.532719992056	0.447264122493	0.62440782181	0.518411460794	0.523083562433	0.56533790786	0.600627813002	0.546499497613	0.717775040965	0.646653404359	0.520440121001	0.606350831452	0.493873359637	0.53167679057	0.581237845562	0.601314267677	0.545912854191	0.495975608191	0.536379851773	0.576709983524	0.47176658191	0.678217905404	0.56822215083	0.632223022704	0.537857100053	0.649329958272	0.542743767256	0.610886345803	0.486753775543	0.529089627077	0	0.605818780436	0.422433776752	0.478461918211	0.505430285294	0.625471001307	0.595568366411	0.521188021696	0.472508747524	0.450068026346	0.56075553385	0.532802079836	0.538399109503	0.5881355434	0.567006061577	0.531323175422	0.558590753126	0.680993722175	0.582029102896	0.500619057633	0.634766121424	0.537654540834	0.599018275002	0.59719099819	0.4931926759	0.53471936072	0.588583389034	0.583066208064	0.533725212076	0.519237802417	0.58178847087	0.574847063378	0.576231068055	0.578023736672	0.58182673121	0.610750797527	0.607753568522	0.59514850551	0.586478915914	0.546213889873	0.605958596562	0.566019024341	0.619226144357	0.593703624139	0.600340713359	0.652314146881	0.558559283244	0.567964279675	0.612005775442	0.546470165252	0.577539277151	0.675649610617	0.590930783352	0.617623643221	0.573533517306	0.706710387461	0.664093510399	0.599129970373	0.666638720829	0.700088817556	0.675546886428	0.482405295217	0.619194549143	0.694966115195	0.531295429135	0.61073443547	0.590572180482	0.603718120711	0.624330882288	0.637448787863	0.530598411647	0.522288634938	0.563533922907	0.464852144859	0.608093214058	0.603369191038	0.623248874457	0.552343889806	0.545694755159	0.603041500824	0.628924832419	0.502840449056	0.576183324903	0.711973887659	0.656484715534	0.488537428718	0.49902937907	0.490512011009	0.495087556571	0.56107538419	0.501994129154	0.611972662166	0.491042028508	0.486753281391	0.494701424197	0.664345000576	0.476348358042	0.541089280975	0.585499046059	0.596452161087	0.55539073572	0.602331792136	0.579206688983	0.592563665464	0.540722781662	0.608299248651	0.605825545649	0.586190592917	0.616827932463	0.622184384256	0.590320942768	0.584518356949	0.58648652143	0.628010461394	0.541689205299	0.613320819998	0.553509620577	0.649562880249	0.604357077227	0.629734837333	0.548079399393
CS.359	0.627162851554	0.618810269056	0.766046729035	0.724027699755	0.695823947557	0.6263235182	0.718154022571	0.684820924247	0.711969740445	0.697717907411	0.742606319994	0.723623882142	0.685199623362	0.711875116877	0.75004574791	0.703174406554	0.705195937991	0.622547219405	0.630630227489	0.590858875683	0.658097375399	0.632454858132	0.686090368166	0.626970135065	0.665817525031	0.659426738071	0.72877711963	0.684641085033	0.713710369395	0.675997791758	0.643169188257	0.585566959666	0.678355143092	0.655794664639	0.66078764075	0.597616099466	0.616323269965	0.667617626856	0.595986127376	0.648291927414	0.590842142808	0.585235149916	0.690745458632	0.718452936834	0.719171455256	0.55016207043	0.691360674793	0.605818780436	0	0.60791116768	0.620375864154	0.55671423917	0.598336907202	0.590029600213	0.649060374141	0.618469486509	0.621624384711	0.591544605754	0.583192330046	0.624371114082	0.669043029821	0.709296775507	0.658869761618	0.694067182647	0.71245210619	0.728822951858	0.672694369086	0.728509131099	0.699825344487	0.724324010711	0.74073162998	0.681374443452	0.678344292187	0.659424535808	0.716344354164	0.709104821316	0.691901334277	0.722760195586	0.710082645543	0.727212891697	0.743017745716	0.705209091449	0.753447269079	0.698247843222	0.758051261952	0.724182504753	0.70450159565	0.670396831527	0.69122010941	0.751873649418	0.662885424893	0.680561864455	0.683405704127	0.719969932103	0.723172734093	0.716562350564	0.671604538546	0.70291112798	0.760426662596	0.664310579136	0.732936637364	0.624678554169	0.708328894844	0.648251852844	0.693432673242	0.599954907934	0.608842706059	0.597262720574	0.607908002365	0.614375939987	0.667249285798	0.646991123114	0.597021186006	0.730175579438	0.591294799239	0.625286847386	0.669405735173	0.590549263471	0.66017018533	0.57623270474	0.599975734482	0.615249091757	0.694832057692	0.63352645553	0.604620966066	0.609358332331	0.651075234053	0.602973903939	0.593850805702	0.648853025252	0.628222264953	0.61729896801	0.696148241857	0.584761875524	0.656434465938	0.616379609626	0.622523563623	0.613555999765	0.718272900734	0.60379332986	0.573624785381	0.649866197059	0.567936156412	0.645779927277	0.705617493358	0.739816347179	0.734732114594	0.677348341226	0.703498672923	0.629973702372	0.726382911055	0.68847569578	0.719835873418	0.726302281938	0.704304469015	0.731367106538	0.639382821259	0.74091560637	0.699937463981	0.732748033794	0.750644227189	0.709451466676	0.708835581795	0.724800982651	0.749821624599	0.711849351063	0.724052400227	0.693291157777
CS.323	0.55654488458	0.593163239928	0.656699719792	0.612370472843	0.627039409111	0.566864684007	0.656151172534	0.569604842858	0.626963047778	0.595808181784	0.749643312717	0.65992631497	0.601399267084	0.598803870453	0.669255165928	0.665865524382	0.618864447883	0.512629569754	0.496037008738	0.592888940365	0.503840919158	0.529392472329	0.610085586799	0.605860906731	0.542892216599	0.706405542619	0.683960133182	0.559667428858	0.65845979437	0.541101677914	0.534544402675	0.536318532739	0.608752806452	0.546325581568	0.481526501415	0.514641308279	0.537793994684	0.520021364912	0.676101339965	0.545000596261	0.623644216146	0.513982706488	0.645203113426	0.571051144272	0.606102001107	0.493141283641	0.545436191996	0.422433776752	0.60791116768	0	0.44315447379	0.499126420735	0.610990480616	0.563594221137	0.487411233827	0.385125453301	0.429270003644	0.543129046582	0.535668614079	0.555262221413	0.616894344504	0.593464327243	0.551347853016	0.592665014777	0.681373603862	0.597152305005	0.514560319823	0.671605848873	0.574146519378	0.629686688699	0.646075724786	0.530781228709	0.560792048861	0.614808345512	0.606348250117	0.562683058589	0.557032967447	0.613123292471	0.610256289767	0.612023039469	0.620876602643	0.590833129254	0.661503366316	0.651538580966	0.635576313899	0.631065552919	0.576706393104	0.639637695024	0.620904337816	0.643027646493	0.595824729886	0.627724532416	0.671608697234	0.597047865132	0.614794843612	0.621542559864	0.568762162683	0.630841432915	0.713205582659	0.628384598131	0.658772828643	0.586575632611	0.719418264525	0.679992111063	0.620769108958	0.670488429001	0.667313551836	0.632878114183	0.496543694954	0.623450968946	0.692393160277	0.57126846486	0.617462494761	0.630772833046	0.581174834976	0.646240691661	0.642798181165	0.513549584173	0.537403324941	0.538751291466	0.488268199236	0.617996216531	0.616996617433	0.601163426993	0.522684054679	0.515996110931	0.614494959468	0.615729157491	0.47376824118	0.583873445806	0.680744741963	0.617992528519	0.50846958023	0.458512542355	0.466175105027	0.465209545333	0.560841243221	0.482655681273	0.59416325946	0.483431428835	0.518722478041	0.455206122149	0.647450541808	0.473894699235	0.588316748783	0.618244578785	0.622773425963	0.582895771358	0.633282332932	0.551386795329	0.608924501696	0.568926874384	0.649141590314	0.63093612478	0.632706589365	0.637729117662	0.629210410906	0.610566244563	0.613590523136	0.629444800511	0.667990771191	0.573797788047	0.656835430223	0.597612262824	0.686256772866	0.643593569629	0.682339370494	0.610347842897
CS.254	0.567029257795	0.605361189111	0.672919000575	0.62828319214	0.645708503556	0.600084945964	0.687604268776	0.605283001455	0.640704209906	0.630670605182	0.723772798833	0.681149326521	0.623402333309	0.612791627984	0.681957413265	0.677439728566	0.639977892728	0.520632635769	0.530577916195	0.592710769105	0.542779621121	0.553711489417	0.616626630719	0.598971976535	0.54261964908	0.674841371203	0.687957796566	0.583632223664	0.65521215517	0.567248746933	0.534843443638	0.582192972507	0.591023174039	0.569933587274	0.511052630505	0.524299280625	0.540963196312	0.53228749643	0.664688608091	0.564666180182	0.619699189448	0.512665318812	0.651295789287	0.600108389375	0.626569420211	0.489518608783	0.543470174608	0.478461918211	0.620375864154	0.44315447379	0	0.487955571469	0.598483206934	0.573898814778	0.493156337636	0.473548324751	0.456566323725	0.524959148271	0.53959537623	0.531484614695	0.649680156913	0.611844803493	0.596829010464	0.623503179976	0.685490072111	0.619818593275	0.553134120308	0.711328394821	0.624298926404	0.653867518497	0.668974732704	0.583979201497	0.58828381629	0.598092541198	0.606111050567	0.602908536487	0.611483129993	0.646524486928	0.647297211349	0.635717378151	0.646904903658	0.612437748623	0.687426416841	0.659104331008	0.645101400463	0.659462024519	0.591511675711	0.665541133117	0.627034524916	0.662789571949	0.577801125026	0.639012116758	0.666520739588	0.609134752369	0.625384112282	0.6133474534	0.603994185352	0.628918280108	0.727764312317	0.631842733164	0.686856313931	0.583327803439	0.708066463909	0.65572157365	0.623665725939	0.661322208275	0.66288266991	0.608724661985	0.529456252212	0.592750221947	0.674096470732	0.56305353352	0.607189209394	0.642444952299	0.596588255397	0.627714307926	0.632868797379	0.512468933123	0.567945067046	0.547326845213	0.505988594788	0.624858894758	0.647965653628	0.621238756343	0.537414136833	0.498252180146	0.614747716765	0.614881568138	0.499013299466	0.602678292159	0.659765245672	0.584609486984	0.540793666086	0.512834481736	0.493632465879	0.503060266544	0.528231306156	0.481828575693	0.562772724129	0.503816612274	0.526706137363	0.462152640021	0.622540610998	0.493763076709	0.612294356781	0.653937261092	0.644353209197	0.607227999478	0.660127659772	0.579815680791	0.617998376008	0.591828304351	0.677266287438	0.6598256459	0.645179198521	0.643193284871	0.619203683594	0.640877773634	0.617809014315	0.666293378394	0.689816138755	0.606158172293	0.67085174825	0.629669913078	0.678007641873	0.662591822641	0.676190418016	0.608429664265
CS.147	0.549221613689	0.554508453971	0.687775605937	0.644885668862	0.634296081767	0.573978393442	0.690989720148	0.637054233001	0.648668196591	0.635293174066	0.7161954895	0.686398358235	0.626867390732	0.614106937009	0.684138392878	0.678886394047	0.669044780418	0.504695286308	0.500548385173	0.563328352866	0.527359504037	0.555736156909	0.637262519608	0.589429585432	0.572518912057	0.649739816121	0.668620224608	0.607804533407	0.65482115591	0.601780677076	0.568380242013	0.528469150911	0.598004296234	0.563600094838	0.543038749535	0.509210889594	0.548799639965	0.580386179182	0.637367086596	0.559798016002	0.583494043193	0.473771774746	0.65332186354	0.632651911689	0.647323029438	0.482800841268	0.620418617401	0.505430285294	0.55671423917	0.499126420735	0.487955571469	0	0.56694934439	0.559447134903	0.5535937385	0.517274828275	0.510892384458	0.51465109525	0.543194822952	0.572373942419	0.615860542934	0.612824413049	0.598051634972	0.644193863588	0.68431826383	0.653861447243	0.587677412587	0.7080412966	0.633937685376	0.654419619565	0.681539163081	0.59146630611	0.578329770192	0.611838571375	0.609329139995	0.623605420621	0.594862783652	0.658941501708	0.652887227646	0.660249760713	0.673134135537	0.628975995474	0.683526727898	0.667211981816	0.667965930417	0.677084927913	0.63412007271	0.623541648267	0.639557944873	0.690982965932	0.587039855712	0.616018630169	0.643961460503	0.641455948217	0.663308498599	0.62699417533	0.623127495627	0.644762405872	0.711998392985	0.621796942873	0.66872262707	0.586602788624	0.682122983643	0.632901701622	0.621009156561	0.614822540472	0.624543078677	0.589072944317	0.526268137587	0.581134158187	0.653541674604	0.568160285187	0.592840811971	0.654418359546	0.571681078319	0.593971967035	0.657320739191	0.50629572087	0.567432127218	0.508499954732	0.508268321765	0.592936268801	0.642782123558	0.574235411692	0.513891172051	0.496228949835	0.603612548331	0.573622239636	0.493751645263	0.577667675045	0.636738056466	0.552774161102	0.614802883291	0.504378723901	0.564199515591	0.509681908413	0.529489176708	0.513433041631	0.638590083775	0.531410143949	0.48010724909	0.526378668899	0.572667181189	0.558182633471	0.624333817932	0.661100795084	0.641931234573	0.597372959226	0.642726328599	0.55342687253	0.625863009605	0.603510135993	0.673463877077	0.655447385521	0.657241628873	0.63804320367	0.607627903188	0.664879671673	0.611061162198	0.668229417845	0.690998264036	0.62615798276	0.639320152769	0.634872795163	0.684026037714	0.654185198682	0.680410066725	0.63633443912
CS.386	0.577787024799	0.616783456589	0.731274548492	0.692267726204	0.676551413397	0.633642899238	0.715280205133	0.700742306593	0.700870477755	0.704923492992	0.707281266066	0.721049429527	0.682645818609	0.674446072909	0.711584821749	0.690726213546	0.696495304511	0.585776348449	0.629353939796	0.620436376607	0.644661967258	0.630077778183	0.681271988418	0.64176090366	0.643699751195	0.649678089825	0.696440368372	0.685556956224	0.678179680578	0.662047682883	0.646100592838	0.61442279234	0.677588102435	0.6600464945	0.648402509459	0.616242354413	0.597054136789	0.66651615454	0.587195940878	0.626367339294	0.642888753144	0.608893772806	0.677243119256	0.690731148987	0.702550309116	0.587593865991	0.657666545269	0.625471001307	0.598336907202	0.610990480616	0.598483206934	0.56694934439	0	0.623626066649	0.599929518381	0.642978367607	0.598761767475	0.513624556036	0.598623119435	0.602361261912	0.653354472449	0.679467819045	0.650292577412	0.697311296713	0.679942022057	0.704011454998	0.650472520368	0.733131490643	0.703536930454	0.680994854367	0.696348288153	0.679758841106	0.6684867289	0.652637253402	0.685471909868	0.703818646921	0.667202310927	0.719920888014	0.688832695731	0.713682372415	0.731475653299	0.702220334993	0.731754454327	0.693981375985	0.697046203241	0.702474150166	0.687353638714	0.65008816669	0.683265598099	0.741933941663	0.614277622525	0.694203702849	0.684480208398	0.682440547578	0.719282237996	0.666225959532	0.673327773324	0.686829558388	0.738060734526	0.680207429731	0.715837000216	0.620883618562	0.695223265525	0.658327928519	0.669883521379	0.643980328155	0.675762822238	0.613097481632	0.62322498122	0.640124793798	0.592047701981	0.589838539978	0.611915452554	0.699352124665	0.594825533666	0.652047180986	0.65121709534	0.5771134339	0.667259823241	0.576157522309	0.609301683158	0.652283985477	0.701656054403	0.641546396582	0.567309055271	0.606374745721	0.634058998716	0.61223965331	0.604691729908	0.636901356075	0.641041402303	0.586770067515	0.692575636311	0.604762268029	0.647989338826	0.594047451552	0.580239494061	0.593806806199	0.659386247596	0.560387776971	0.589024764891	0.609374961235	0.587154953572	0.658435569875	0.679024578074	0.72319263122	0.702845109026	0.654504591198	0.697638385481	0.628879847093	0.661934864943	0.651766664444	0.707343559427	0.706129230722	0.68416934252	0.682626476499	0.632903761322	0.714668244198	0.681121822273	0.717780601851	0.732915056744	0.679320659954	0.69169554834	0.699183229136	0.688864268194	0.709498623536	0.700527117326	0.68373968252
CS.369	0.681239483291	0.666565747061	0.763173594251	0.711289355814	0.697259561596	0.622624559083	0.718455294008	0.700718599015	0.70046337447	0.719397390628	0.73956133813	0.738382034251	0.704303854667	0.724543786295	0.730640882304	0.698615328491	0.671495986168	0.606732423197	0.611522136226	0.621903569577	0.613781221869	0.604036998423	0.656190750973	0.582004889982	0.607953696205	0.645403042077	0.741104515059	0.694068885198	0.711733752225	0.694851504934	0.6088558002	0.626278784381	0.605841429958	0.59681921216	0.638097019305	0.593833055882	0.609330291392	0.679279627982	0.661026182424	0.650659132788	0.630097853748	0.583191203692	0.643340187216	0.732394708254	0.721063318991	0.588850775236	0.630238051502	0.595568366411	0.590029600213	0.563594221137	0.573898814778	0.559447134903	0.623626066649	0	0.562648361493	0.5776813438	0.577762851903	0.607102827481	0.574256401535	0.637505646212	0.675200527428	0.714757404457	0.628523585811	0.701005577382	0.684099481812	0.744583045688	0.665039769291	0.764287200666	0.71010962404	0.744321355947	0.724689507472	0.680823872937	0.700175382642	0.648928292342	0.727635346894	0.732242901425	0.686623816319	0.7290453493	0.734825567902	0.763447139063	0.75026675984	0.718222296523	0.768830254807	0.720623160977	0.756896162618	0.735547784974	0.717876053846	0.688260485223	0.710450708727	0.740529325302	0.615978161296	0.704657893614	0.712255289447	0.725814949462	0.700231972969	0.678289201289	0.699408674984	0.687982550193	0.776221584017	0.704440940648	0.753994072594	0.58792330511	0.735277836749	0.666082546049	0.66159540126	0.643961900725	0.61994921792	0.612154421285	0.619260166644	0.630568926038	0.691493770019	0.624018983183	0.626036418248	0.741714816391	0.614379011349	0.623864991516	0.621998389453	0.613072750772	0.622979049894	0.625165684816	0.612377859161	0.613779496597	0.741076804526	0.665536812033	0.65229982255	0.552631301905	0.626207418926	0.569175576774	0.578907300966	0.641869395079	0.652897077732	0.619661288706	0.687351435448	0.613091992725	0.628329942315	0.613282784398	0.619425265067	0.516691492543	0.630352041252	0.589762532084	0.612995178475	0.584384029472	0.577576525754	0.656371528152	0.725222163461	0.755994059843	0.74601462812	0.721889223262	0.735312447895	0.671075387242	0.717447352188	0.683566629565	0.754681043319	0.749679567255	0.703618046909	0.739750877484	0.622428476551	0.74780874948	0.724854738975	0.755841743175	0.764741489328	0.738414138849	0.73579254385	0.74295016787	0.774530357296	0.760384429037	0.767625315392	0.727728318939
CS.166	0.588391387789	0.633432704616	0.692169160514	0.65535170189	0.662751349075	0.616915953548	0.698627277077	0.643397718737	0.653316768471	0.659179706552	0.735963649771	0.692100013622	0.659665713556	0.66351892512	0.695507232658	0.68218184485	0.644592262957	0.544401746243	0.593551191943	0.623206743142	0.530417460612	0.556133594764	0.630459653262	0.620978873867	0.579409084393	0.70434818931	0.697028112363	0.613486330846	0.653489879441	0.614588059843	0.566938711309	0.605172611144	0.611348030752	0.584969019676	0.566239238749	0.542786184878	0.603702550131	0.594184299798	0.659127316305	0.613206436576	0.649055062402	0.574632578737	0.671090560276	0.628816867673	0.658533872987	0.546691522932	0.586083119371	0.521188021696	0.649060374141	0.487411233827	0.493156337636	0.5535937385	0.599929518381	0.562648361493	0	0.504584653374	0.494379372383	0.578934080075	0.560562926655	0.56927849945	0.634713644559	0.65855207563	0.583939917164	0.658406629711	0.698675666083	0.654440114126	0.608277355536	0.732518254731	0.636027274546	0.695031855848	0.681043218585	0.614436932701	0.61445292506	0.626987624325	0.659588274971	0.663440895204	0.644212145967	0.664835637317	0.671799130649	0.696397892896	0.683456030618	0.668007423256	0.708668496117	0.684820093258	0.677682366471	0.668027162629	0.650874389531	0.682360549464	0.64907771439	0.683983748183	0.605281955064	0.681501857173	0.691512244926	0.657045535672	0.649740361916	0.659899161077	0.640544866472	0.659908417471	0.73088318461	0.67542873369	0.701494711344	0.621206382819	0.733640437671	0.71671248093	0.642532235157	0.690448726316	0.685712927836	0.627835780511	0.578726580439	0.634870698375	0.66675367543	0.589420745199	0.66748923825	0.669062875787	0.609802187764	0.651554293749	0.643046514224	0.572271394369	0.588922699462	0.578549873086	0.544984211365	0.652778658026	0.685508697002	0.645173338367	0.595085955567	0.537927203324	0.637605325549	0.624458197751	0.540577861267	0.621367373627	0.690465822532	0.622756593941	0.608909515251	0.538810595249	0.548239717003	0.558995745217	0.575393524827	0.503320525275	0.606937238439	0.482673391972	0.568247029743	0.495039186838	0.620087428749	0.564693146165	0.645780739077	0.686029506051	0.68494115742	0.656090446741	0.672566931398	0.627609153964	0.665653668136	0.624333441643	0.695712681242	0.677617335377	0.682202813514	0.685684259796	0.629481817861	0.681466694626	0.662376054352	0.699996078441	0.709204314921	0.671722930058	0.706681034766	0.67733478346	0.724841533041	0.684720655456	0.712993358477	0.681110751494
CS.385	0.585213986376	0.611240634702	0.656857172632	0.622994555675	0.637387693809	0.562890893694	0.646633553129	0.580967101991	0.623910233016	0.613102536457	0.721829827605	0.666224845784	0.611095504164	0.605058088593	0.683758924307	0.658098185305	0.595492250248	0.544695029504	0.520305276729	0.596136910849	0.544066405327	0.539880557125	0.600059240655	0.602461637411	0.559898066959	0.70452665	0.69357251042	0.588430716838	0.663027870043	0.568286855094	0.540593748726	0.580831065539	0.60900501775	0.535536646105	0.504704617311	0.537679167174	0.554429763801	0.549090606434	0.690920371217	0.572754158318	0.63721434104	0.559992381416	0.639656001078	0.593335542773	0.623487815807	0.508401953947	0.573812582405	0.472508747524	0.618469486509	0.385125453301	0.473548324751	0.517274828275	0.642978367607	0.5776813438	0.504584653374	0	0.440364194985	0.580528940837	0.538650424367	0.573715400965	0.634117253536	0.603509925165	0.578166402807	0.603027115521	0.689007049614	0.618491494239	0.554151485775	0.689741987131	0.587803516962	0.64047155	0.642834677866	0.573652230716	0.582165141913	0.601881479186	0.631894581345	0.592894653071	0.588072165046	0.63823468604	0.649257729515	0.636542297496	0.634879510909	0.6193941926	0.675345359384	0.619177670396	0.654620227357	0.646715727919	0.603473939559	0.645424352959	0.631309153709	0.639330210672	0.60607554362	0.642708925342	0.669303166442	0.620774969255	0.615464960884	0.626412041289	0.589980277762	0.62777146602	0.709287525016	0.636406456081	0.671986334738	0.587829756	0.72247856248	0.6780944441	0.622194092548	0.685142625894	0.662696890185	0.647828609669	0.524629157283	0.611930163954	0.694384888577	0.579417383586	0.634891616134	0.645736833185	0.585874457345	0.62324315048	0.632265325975	0.526858819307	0.552684465441	0.570621578199	0.517530969357	0.60093981914	0.624064451012	0.628379792188	0.564655885719	0.53588714877	0.625231401596	0.610003346956	0.504809819393	0.585931551837	0.686264256152	0.640803345225	0.522628136148	0.487500252952	0.470134441557	0.510999399254	0.584326476583	0.50530254807	0.589533356503	0.493858406596	0.534810250252	0.471719041576	0.654321541616	0.501059846312	0.621284545961	0.646138223829	0.653873071311	0.614271084668	0.660665430647	0.595296915414	0.638468857005	0.598793353559	0.649458397297	0.655964690521	0.637613446695	0.659272852987	0.651903914551	0.636115533733	0.635897919645	0.649359195165	0.683551572102	0.61579713254	0.68404420977	0.621848319753	0.713782905394	0.677146127039	0.706918645207	0.63127148673
CS.372	0.56269209447	0.586014842902	0.656219396809	0.614034609298	0.645542449714	0.576248226142	0.657242393122	0.606951183011	0.629001881737	0.617045353459	0.724484239374	0.676139185879	0.607561542662	0.613464924256	0.663404901101	0.64375803084	0.618335155789	0.520259271249	0.528806978685	0.587104855443	0.534105586086	0.550050702447	0.607284705011	0.604572046571	0.544022420548	0.677663605529	0.666262662814	0.553668948377	0.641072466944	0.54683390114	0.567810699943	0.583188711583	0.589116644994	0.570089403649	0.484023929146	0.53338972458	0.556102924514	0.538477690209	0.661462696934	0.580148427837	0.620900344835	0.499226032499	0.629298614597	0.567074447401	0.629636514073	0.501203901483	0.562449307443	0.450068026346	0.621624384711	0.429270003644	0.456566323725	0.510892384458	0.598761767475	0.577762851903	0.494379372383	0.440364194985	0	0.547913353803	0.530389217369	0.566031808121	0.632895614254	0.60859024171	0.582850963642	0.611740386689	0.670832469607	0.621741120779	0.559275254239	0.677154920654	0.600352462675	0.650204176453	0.633838895105	0.560265646183	0.597456769329	0.636106941643	0.610648042348	0.59502718115	0.574218349592	0.636072075141	0.628378250535	0.631842554377	0.645523087806	0.608726114776	0.663464978569	0.648630174834	0.645080831533	0.652580742966	0.59771007045	0.64641823019	0.624696409194	0.655114941848	0.591910983334	0.650841558098	0.666297039455	0.598267709104	0.63268770288	0.61921417593	0.605675837031	0.633141961481	0.681248941876	0.626210056593	0.656278051574	0.591950864904	0.717093175144	0.696527735957	0.618271557872	0.66706308158	0.679782676884	0.641592422456	0.522807864158	0.619388139272	0.69861238154	0.57006733374	0.618044158908	0.627031311879	0.603321628706	0.630341418441	0.626879639113	0.522409691804	0.562258809319	0.581775179959	0.487700566294	0.631208542831	0.634146343788	0.634737484518	0.532358061111	0.524564921218	0.603613104229	0.610961025179	0.509211126583	0.591937423024	0.673440063072	0.638146594418	0.536786461778	0.486716450708	0.513484225204	0.479032194551	0.546074047157	0.46856897816	0.590869672415	0.484251901936	0.530436678053	0.444749209866	0.640802779645	0.516577611455	0.59789650604	0.639740761316	0.643355422572	0.602902883296	0.657464583074	0.586827087519	0.620512378296	0.578141547982	0.644419379215	0.628626687768	0.651525730165	0.656349673312	0.646246518832	0.636683479865	0.62546251145	0.65479648907	0.679180638299	0.608283710876	0.670283806344	0.622762669578	0.678499074336	0.642597175341	0.6725491951	0.629624874306
