CS.219	CS.022	L.002.M1	CS.217	CS.257	CS.084	CS.101	L.025.M1	CS.265	CS.281	CS.280	L.035.M1	CS.028	CS.017	CS.010	CS.367	CS.076	CS.368	CS.382	CS.115	CS.050	CS.063	CS.117	CS.161	CS.360	CS.067	CS.155	CS.334	CS.056	CS.065	CS.232	CS.302	CS.041	CS.376	CS.378	CS.236	CS.282	CS.375	CS.205	CS.136	CS.126	CS.224	CS.203	CS.213	CS.292	CS.147	CS.395	CS.166	CS.256	CS.369	CS.386	CS.214	CS.389	CS.178	CS.148	CS.372	CS.183	CS.181	CS.268	CS.254	T.CS.089	T.CS.050	T.CS.058	T.CS.067	T.CS.040	T.CS.062	T.CS.071	T.CS.003	T.CS.029	T.CS.014	T.CS.079	T.CS.057	T.CS.069	T.CS.001	TFS.024	T.CS.128	T.CS.144	T.CS.159	T.CS.131	T.CS.167	T.CS.134	T.CS.100	T.CS.126	T.CS.178	T.CS.097	T.CS.120	T.CS.161	T.CS.107	T.CS.124	T.CS.111	CS.237	CS.103	L.034.M1	CS.082	CS.006	CS.356	CS.242	CS.246	CS.085	CS.087	CS.015	L.024.M1	CS.110	CS.088	CS.241	CS.233	CS.150	CS.113	CS.151	CS.228	CS.345.0	CS.191	CS.363	CS.347.0	CS.207	CS.308.0	CS.364	CS.212	CS.044	CS.188	CS.361	CS.331	CS.163	CS.152	CS.080	CS.202	CS.320	CS.223	CS.319	CS.158	CS.339	CS.194	CS.112	CS.322	CS.318	CS.270	CS.393	CS.326	CS.255	CS.390	CS.145	CS.253	CS.262	CS.370	T.CS.045	TFS.021	T.CS.049	T.CS.026	T.CS.036	TFS.027	T.CS.061	TFS.025	TFS.020	T.CS.066	TFS.022	T.CS.055	T.CS.064	T.CS.043	T.CS.031	T.CS.157	T.CS.109	T.CS.141	T.CS.095	T.CS.151	T.CS.142	T.CS.166	T.CS.152	T.CS.158
CS.147	0.618768816598	0.5851334704	0.625095818803	0.686398358235	0.677120753673	0.676552600617	0.696471874484	0.6952480923	0.696249868933	0.63778875974	0.66990029022	0.549221613689	0.648668196591	0.684138392878	0.721932519848	0.594207393738	0.589429585432	0.58128051573	0.565419967724	0.62734952079	0.656579910898	0.627793964761	0.65482115591	0.548071658145	0.527359504037	0.624313380286	0.601780677076	0.554581280788	0.570692672028	0.590162518877	0.617103788518	0.583494043193	0.598004296234	0.473771774746	0.607048047375	0.65332186354	0.509210889594	0.559798016002	0.528469150911	0.563600094838	0.580386179182	0.637367086596	0.647323029438	0.5008025496	0.568380242013	0	0.545223786546	0.5535937385	0.501800145764	0.559447134903	0.56694934439	0.543194822952	0.482800841268	0.620418617401	0.559586918182	0.510892384458	0.567204582222	0.520863577653	0.584666822445	0.487955571469	0.583990370634	0.615860542934	0.616567602882	0.618873599525	0.648294203458	0.63682193114	0.641520559728	0.660914932257	0.607804844868	0.644193863588	0.544938295167	0.578541287905	0.59146630611	0.579810631366	0.609329139995	0.594862783652	0.66773736887	0.688460552913	0.633202301783	0.651010928512	0.652887227646	0.704219586883	0.622757524464	0.649634130316	0.683526727898	0.628975995474	0.639557944873	0.660249760713	0.677084927913	0.652362220881	0.586602788624	0.621009156561	0.62699417533	0.663308498599	0.616018630169	0.632901701622	0.641455948217	0.623127495627	0.644762405872	0.643961460503	0.711998392985	0.684310283641	0.587039855712	0.682122983643	0.66872262707	0.662443692383	0.568160285187	0.654959176045	0.607668244088	0.614190210768	0.624543078677	0.654418359546	0.505719552259	0.581134158187	0.571681078319	0.593971967035	0.569469004009	0.567157944203	0.618110217571	0.603542935017	0.540712302734	0.564199515591	0.592936268801	0.614802883291	0.577667675045	0.625070373314	0.508268321765	0.506508306733	0.504378723901	0.603612548331	0.574235411692	0.552774161102	0.583211319913	0.496228949835	0.493751645263	0.513433041631	0.638590083775	0.48010724909	0.509681908413	0.531410143949	0.558182633471	0.572667181189	0.529489176708	0.526378668899	0.642726328599	0.63804320367	0.55342687253	0.607627903188	0.657241628873	0.641931234573	0.603510135993	0.597372959226	0.661100795084	0.673463877077	0.664879671673	0.632883843538	0.624333817932	0.655447385521	0.625863009605	0.639320152769	0.668229417845	0.684026037714	0.690998264036	0.654185198682	0.680410066725	0.62615798276	0.63633443912	0.634872795163
CS.395	0.580047655381	0.627090506348	0.628542007396	0.662080873263	0.657689536875	0.606698800781	0.660887044736	0.711761457097	0.642861246845	0.586851246876	0.661849988245	0.60017539342	0.620345000254	0.666953199544	0.716687102438	0.638616311727	0.614419391459	0.55567659204	0.614516544199	0.613750667857	0.635715911742	0.624973117707	0.641416481789	0.60611449723	0.557146782388	0.670338644629	0.591191235904	0.586890818051	0.559192167986	0.573796615667	0.570923874149	0.668443193061	0.601133643426	0.585255203686	0.642763117029	0.640491492647	0.589911004514	0.580881595719	0.638565133657	0.558185043407	0.551852840886	0.691279776903	0.642977017328	0.572443672045	0.545637900652	0.545223786546	0	0.500099467383	0.548958826232	0.574021469073	0.613267384051	0.558217422823	0.539239744297	0.561939581343	0.584492383255	0.482664966445	0.574332652262	0.522393191527	0.542702070432	0.469168967491	0.597119096225	0.626008098376	0.610859230832	0.632797262511	0.626907897615	0.628906989119	0.625106892423	0.669726385063	0.545466994987	0.60926774392	0.592891473713	0.647505822071	0.604557099722	0.643673755463	0.642977735933	0.582418127349	0.667120841716	0.66436523675	0.61682028209	0.656462778156	0.6465685293	0.667669525627	0.597723188205	0.625932616424	0.671637880899	0.62811694449	0.621964194652	0.65413283034	0.638055118675	0.65821565758	0.587143058393	0.599287310641	0.639193640335	0.608027956731	0.642831643993	0.688356563904	0.603556101904	0.598564541417	0.608684945513	0.684166906891	0.700717804991	0.711818482634	0.613871335183	0.72209360855	0.658933797992	0.647658569649	0.563214981886	0.661570476975	0.567011718869	0.59831033629	0.692988624578	0.646786990653	0.549653161414	0.636840864018	0.600413066518	0.60775249815	0.601726784689	0.659172331601	0.634689753619	0.61090668214	0.605868953348	0.502517213267	0.614585024132	0.557604034206	0.593618585237	0.663210199527	0.537235813435	0.512002225836	0.539006652597	0.617335405702	0.644444846133	0.658826023758	0.580761872955	0.553376112034	0.555953481677	0.530598628826	0.574730713229	0.55142258372	0.520106574349	0.531098443486	0.538535670263	0.644548091794	0.578589561595	0.495582747062	0.656161105064	0.656894197356	0.616498188215	0.650240597961	0.63701256944	0.661067521667	0.614896824934	0.643162702455	0.645803656992	0.66365957439	0.627373931964	0.649328288984	0.620958244843	0.642419059215	0.630228522802	0.669051868924	0.655139588394	0.698926569169	0.683398673359	0.665797002835	0.709636789197	0.614366575927	0.623600466438	0.639109799103
CS.166	0.633361408376	0.642166226961	0.63502583263	0.692100013622	0.696879937898	0.669633656982	0.709112391928	0.731534244706	0.67993284431	0.625348782784	0.706826340424	0.588391387789	0.653316768471	0.695507232658	0.732534269775	0.646168659864	0.620978873867	0.593775073949	0.621778629201	0.656573539446	0.671431439501	0.650531832795	0.653489879441	0.620655516661	0.530417460612	0.667755743896	0.614588059843	0.553051608397	0.581761177243	0.587847423022	0.608472178976	0.649055062402	0.611348030752	0.574632578737	0.661415747549	0.671090560276	0.542786184878	0.613206436576	0.605172611144	0.584969019676	0.594184299798	0.659127316305	0.658533872987	0.59473476237	0.566938711309	0.5535937385	0.500099467383	0	0.531115737678	0.562648361493	0.599929518381	0.560562926655	0.546691522932	0.586083119371	0.531715555994	0.494379372383	0.544413524128	0.49912136736	0.540270983943	0.493156337636	0.602287843904	0.634713644559	0.620881169198	0.669514572454	0.685899978719	0.672294864419	0.656303212179	0.699296140765	0.592312525334	0.658406629711	0.587958779883	0.648940527494	0.614436932701	0.624022954982	0.659588274971	0.644212145967	0.692887341528	0.695711084471	0.668583540645	0.69662662879	0.671799130649	0.697995184917	0.63907013745	0.659145973553	0.708668496117	0.668007423256	0.64907771439	0.696397892896	0.668027162629	0.678333929626	0.621206382819	0.642532235157	0.659899161077	0.649740361916	0.681501857173	0.71671248093	0.657045535672	0.640544866472	0.659908417471	0.691512244926	0.73088318461	0.718356900459	0.605281955064	0.733640437671	0.701494711344	0.687761531114	0.589420745199	0.687620087083	0.604379260076	0.62951035229	0.685712927836	0.669062875787	0.506495040355	0.634870698375	0.609802187764	0.651554293749	0.599310636136	0.6618462897	0.654234144026	0.633789204177	0.625245080341	0.548239717003	0.652778658026	0.608909515251	0.621367373627	0.665291486462	0.544984211365	0.5190476826	0.538810595249	0.637605325549	0.645173338367	0.622756593941	0.604450805568	0.537927203324	0.540577861267	0.503320525275	0.606937238439	0.568247029743	0.558995745217	0.482673391972	0.564693146165	0.620087428749	0.575393524827	0.495039186838	0.672566931398	0.685684259796	0.627609153964	0.629481817861	0.682202813514	0.68494115742	0.624333441643	0.656090446741	0.686029506051	0.695712681242	0.681466694626	0.676124640548	0.645780739077	0.677617335377	0.665653668136	0.706681034766	0.699996078441	0.724841533041	0.709204314921	0.684720655456	0.712993358477	0.671722930058	0.681110751494	0.67733478346
CS.256	0.636707580765	0.624886412284	0.603756399223	0.686794268237	0.668875486062	0.669136255634	0.705883421278	0.668799671609	0.658709843652	0.612336284681	0.661719424046	0.566503467455	0.643485380717	0.672887166235	0.735538454313	0.62604998593	0.609640658825	0.578731536971	0.579793390401	0.631752677482	0.662248213891	0.639398962189	0.648231235605	0.582921150407	0.52696146144	0.610475830094	0.595445547843	0.506719146806	0.5863709819	0.592664679966	0.597439978301	0.633387847725	0.618684957859	0.537631198048	0.624294471614	0.656246889406	0.531858564394	0.588722371339	0.546723656898	0.572940959002	0.56491629721	0.619532150696	0.633012846267	0.536071597367	0.539093745794	0.501800145764	0.548958826232	0.531115737678	0	0.576477376661	0.578650796305	0.568025055059	0.544004004676	0.586981581786	0.509916447606	0.489638988277	0.563277787937	0.500925314374	0.532253370121	0.4878907985	0.597571757867	0.622629675355	0.616595319418	0.64820619101	0.660192480697	0.644481537812	0.61406846559	0.668586904598	0.614959324219	0.640740116466	0.566473957433	0.626049896332	0.573853134192	0.562470826638	0.629431765377	0.615374829014	0.651498288513	0.678103169203	0.629215760507	0.662849844687	0.664992020491	0.66987354621	0.612181962249	0.646073379072	0.698871049414	0.617453038602	0.62568015496	0.662358799209	0.67016614981	0.659272647886	0.570379649544	0.636211057967	0.624077035494	0.665207069435	0.639143118872	0.674609981047	0.641055556699	0.617508877496	0.635167175188	0.676044545438	0.700840811511	0.687032333876	0.560621828121	0.717674914849	0.674305606931	0.663884132228	0.538469406109	0.665458481661	0.614877482354	0.620889457641	0.668934695659	0.669887129686	0.497268159759	0.597008128407	0.576457627311	0.643344499315	0.613607413962	0.625776147243	0.635141098601	0.631010580475	0.60591594499	0.533441375096	0.630204285918	0.582093323795	0.611688200109	0.651125265264	0.460873556658	0.512317909698	0.50701495131	0.605960774678	0.636757561399	0.556146359455	0.587736730593	0.460703540422	0.492973570269	0.487194664725	0.606388400648	0.545218833357	0.499586824418	0.528125027212	0.554888579114	0.619387853315	0.551717882608	0.481626556839	0.665031946951	0.646896926423	0.55047699425	0.635339948386	0.655451481125	0.63809994805	0.613625705443	0.624817603437	0.677241951296	0.679731666656	0.657754624821	0.631531781029	0.617945564273	0.665304487273	0.639357241798	0.676616861884	0.657639259291	0.67288801982	0.686680126073	0.643079055144	0.681035197519	0.624181145998	0.65374406502	0.639673475539
CS.369	0.666572080084	0.638540376299	0.689448663976	0.738382034251	0.705579161521	0.701184253991	0.765897504552	0.737100210593	0.741235439601	0.691456744996	0.769965886015	0.681239483291	0.70046337447	0.730640882304	0.700698312755	0.605751535296	0.582004889982	0.670767021802	0.691602137293	0.599718589122	0.659256331444	0.60594739735	0.711733752225	0.592310945524	0.613781221869	0.617323555826	0.694851504934	0.56644092493	0.610192381733	0.637861944764	0.656383692532	0.630097853748	0.605841429958	0.583191203692	0.618795490006	0.643340187216	0.593833055882	0.650659132788	0.626278784381	0.59681921216	0.679279627982	0.661026182424	0.721063318991	0.593378764052	0.6088558002	0.559447134903	0.574021469073	0.562648361493	0.576477376661	0	0.623626066649	0.574256401535	0.588850775236	0.630238051502	0.560089743196	0.577762851903	0.520523466048	0.566826862797	0.579157095608	0.573898814778	0.679265422388	0.675200527428	0.677708884512	0.717349799574	0.730993609337	0.726237232901	0.733029512229	0.765419275599	0.609028366337	0.701005577382	0.610945204287	0.638310692144	0.680823872937	0.611982577611	0.727635346894	0.686623816319	0.759232181763	0.757770538876	0.726394365897	0.751634601571	0.734825567902	0.751332955369	0.725156042012	0.739856547769	0.768830254807	0.718222296523	0.710450708727	0.763447139063	0.735547784974	0.76026486207	0.58792330511	0.66159540126	0.678289201289	0.700231972969	0.704657893614	0.666082546049	0.725814949462	0.699408674984	0.687982550193	0.712255289447	0.776221584017	0.768793951057	0.615978161296	0.735277836749	0.753994072594	0.691300177579	0.624018983183	0.724590928515	0.635702102744	0.633605474738	0.61994921792	0.741714816391	0.580119254373	0.630568926038	0.614379011349	0.623864991516	0.566294150546	0.657448805333	0.717714675221	0.648901542801	0.609028116138	0.628329942315	0.613779496597	0.687351435448	0.641869395079	0.679843656613	0.612377859161	0.555872123114	0.613091992725	0.626207418926	0.665536812033	0.619661288706	0.579149439339	0.552631301905	0.578907300966	0.516691492543	0.630352041252	0.612995178475	0.613282784398	0.589762532084	0.656371528152	0.577576525754	0.619425265067	0.584384029472	0.735312447895	0.739750877484	0.671075387242	0.622428476551	0.703618046909	0.74601462812	0.683566629565	0.721889223262	0.755994059843	0.754681043319	0.74780874948	0.726948126932	0.725222163461	0.749679567255	0.717447352188	0.73579254385	0.755841743175	0.774530357296	0.764741489328	0.760384429037	0.767625315392	0.738414138849	0.727728318939	0.74295016787
CS.386	0.686526898145	0.652178583577	0.56330761894	0.721049429527	0.682017432252	0.698330395713	0.727828324483	0.698793819603	0.723669420031	0.666903050124	0.714025187124	0.577787024799	0.700870477755	0.711584821749	0.69203183873	0.604901486691	0.64176090366	0.668562559243	0.67233511742	0.649244974985	0.656313357214	0.663212414251	0.678179680578	0.634107810812	0.644661967258	0.603713282266	0.662047682883	0.598457187165	0.631231146123	0.635050527033	0.683334088373	0.642888753144	0.677588102435	0.608893772806	0.615123864711	0.677243119256	0.616242354413	0.626367339294	0.61442279234	0.6600464945	0.66651615454	0.587195940878	0.702550309116	0.584045002813	0.646100592838	0.56694934439	0.613267384051	0.599929518381	0.578650796305	0.623626066649	0	0.598623119435	0.587593865991	0.657666545269	0.565348699365	0.598761767475	0.5731275802	0.615546457028	0.583992627835	0.598483206934	0.671320529024	0.653354472449	0.64206244141	0.684735416313	0.682740658528	0.675794032757	0.706104768015	0.711156661834	0.649171643349	0.697311296713	0.590669405836	0.630474978809	0.679758841106	0.623630870748	0.685471909868	0.667202310927	0.705442787343	0.730153226028	0.677965465691	0.697681479338	0.688832695731	0.727344194381	0.68091621537	0.703511236194	0.731754454327	0.702220334993	0.683265598099	0.713682372415	0.702474150166	0.681469511424	0.620883618562	0.669883521379	0.666225959532	0.719282237996	0.694203702849	0.658327928519	0.682440547578	0.673327773324	0.686829558388	0.684480208398	0.738060734526	0.703819036298	0.614277622525	0.695223265525	0.715837000216	0.691766072173	0.589838539978	0.678090608737	0.678986451032	0.637586456785	0.675762822238	0.699352124665	0.594381448434	0.640124793798	0.594825533666	0.652047180986	0.622071348964	0.679053546801	0.664722221321	0.650547138807	0.635820656898	0.647989338826	0.652283985477	0.692575636311	0.636901356075	0.649862394692	0.609301683158	0.602717345716	0.604762268029	0.634058998716	0.641546396582	0.586770067515	0.634627468564	0.606374745721	0.604691729908	0.593806806199	0.659386247596	0.589024764891	0.594047451552	0.560387776971	0.658435569875	0.587154953572	0.580239494061	0.609374961235	0.697638385481	0.682626476499	0.628879847093	0.632903761322	0.68416934252	0.702845109026	0.651766664444	0.654504591198	0.72319263122	0.707343559427	0.714668244198	0.682752401541	0.679024578074	0.706129230722	0.661934864943	0.69169554834	0.717780601851	0.688864268194	0.732915056744	0.709498623536	0.700527117326	0.679320659954	0.68373968252	0.699183229136
CS.214	0.637324829799	0.619732740272	0.641463448744	0.657769126386	0.673171045756	0.680782848066	0.677523127744	0.679750152487	0.692197656827	0.602105332541	0.650775460045	0.559770905489	0.640384107395	0.666766157525	0.727064223982	0.632735430355	0.591515503157	0.559879665555	0.560716577685	0.639746066758	0.655856326824	0.613520311855	0.631048974747	0.573287272073	0.613793630526	0.646617396533	0.623348324927	0.591686725529	0.586751320045	0.512429195134	0.601323200639	0.605600213306	0.625792626503	0.563115906541	0.611210651875	0.671079577249	0.550643154067	0.506653209633	0.578185145775	0.567382175378	0.534347284908	0.64280315834	0.612577187382	0.589934760754	0.578591541338	0.543194822952	0.558217422823	0.560562926655	0.568025055059	0.574256401535	0.598623119435	0	0.535394776943	0.560063496078	0.569056538753	0.530389217369	0.569435641422	0.549772263423	0.5712428579	0.53959537623	0.601282838425	0.600944854735	0.585586088687	0.590010711583	0.62240838211	0.622059790372	0.618724731853	0.639231943124	0.57384847667	0.604859989533	0.5883550481	0.630442883735	0.582880837183	0.645524852459	0.635297370691	0.639329657697	0.654273068267	0.695644056403	0.613746267931	0.632548210292	0.62362486188	0.676612320665	0.573992205639	0.628053490982	0.662036376197	0.62521121373	0.659181619244	0.64361805222	0.649081315845	0.631437782736	0.572318994149	0.618925012726	0.640173189499	0.623392305374	0.593248801158	0.600465545397	0.607262555728	0.589161639162	0.640272316373	0.618963328591	0.681552095912	0.662287420321	0.620624606307	0.6576115145	0.663286903773	0.647216133751	0.58024629668	0.625737901734	0.575028835297	0.626484653667	0.641971349672	0.625857924861	0.561428031825	0.614599001392	0.562245162766	0.603055316665	0.582176259958	0.549544476617	0.606213534557	0.524478053433	0.522832010573	0.568047658786	0.589416765886	0.567073675115	0.598408263104	0.563670891137	0.548947482293	0.509424192278	0.535589405594	0.629797672724	0.568145312025	0.64421104819	0.604902121065	0.573007425234	0.547088382094	0.513103294413	0.594771618846	0.535580725061	0.54527890318	0.554991238351	0.545959097382	0.613637582726	0.588975877879	0.562875086478	0.633753515654	0.6450430131	0.611764069652	0.653461635718	0.648855615316	0.647906649419	0.571889395326	0.578383041491	0.647484880053	0.633253820489	0.645797108706	0.625630599244	0.619188434605	0.61726793605	0.599611245014	0.633937161048	0.65172480256	0.664973790177	0.682150603547	0.641024518516	0.654537885504	0.597041834836	0.603646491726	0.612214062847
CS.389	0.583278020024	0.61083889927	0.627674558807	0.677762697136	0.660976255966	0.649772206105	0.665108622272	0.698023354322	0.677836900152	0.620268022236	0.686220476512	0.532698244769	0.648213192697	0.678874460107	0.718776334957	0.580639545507	0.58879859773	0.554374028647	0.581414394371	0.623219705938	0.666611386337	0.600293602736	0.640756896335	0.544310410101	0.556622646912	0.624636763014	0.563476912643	0.55056123265	0.588595926188	0.546057437451	0.608333551423	0.558518834466	0.610253955472	0.494583165903	0.604371564004	0.65697860528	0.523762015913	0.555245527361	0.559620972746	0.560250558267	0.543577613157	0.657880494591	0.636840667907	0.545328685507	0.57056433975	0.482800841268	0.539239744297	0.546691522932	0.544004004676	0.588850775236	0.587593865991	0.535394776943	0	0.568218551563	0.569830433497	0.501203901483	0.546305010637	0.520219322183	0.591870507596	0.489518608783	0.591807011912	0.614365071396	0.623579124595	0.606541167549	0.639194024934	0.615809018325	0.63223420053	0.652063311619	0.594763545417	0.609336613627	0.529567182438	0.596280970363	0.573075929236	0.594279176368	0.626257367923	0.599109273683	0.670500030149	0.693334879717	0.636084504856	0.64745105934	0.638439280637	0.686997606764	0.607455874202	0.636120572771	0.686714075923	0.646521310112	0.640853755016	0.649282987065	0.661235580055	0.640170670348	0.578804861984	0.618364454478	0.645345915235	0.635796254197	0.634182082649	0.633739530959	0.621701559883	0.620209948001	0.63320794841	0.63063419263	0.702669869927	0.664475364011	0.58906728224	0.699608412557	0.670188556683	0.662485847221	0.565096207015	0.635002302037	0.579473265174	0.626981388242	0.610926862272	0.636381137758	0.510908218407	0.578677996688	0.559613929395	0.585274362771	0.571671002692	0.582934952285	0.616309314544	0.575847064353	0.582973615046	0.544319856219	0.60396165764	0.59331330392	0.585464095484	0.621927844789	0.522832273026	0.495123984982	0.523978989084	0.606631869272	0.596993049552	0.614428005382	0.583490582497	0.539952603272	0.508706422064	0.526114038089	0.638966246268	0.525907542085	0.513306965749	0.516118760385	0.547306699602	0.581222305507	0.559272475109	0.531843922003	0.634594295042	0.646210659465	0.576957842678	0.587406322585	0.634543087109	0.659944358457	0.580769270863	0.590339447444	0.642022669224	0.663785877177	0.657835986369	0.641454962145	0.631068710284	0.644680632484	0.623020819627	0.663098826875	0.666023061397	0.681426866568	0.706777233314	0.680093808352	0.666593940017	0.612599291105	0.59347158441	0.626204419623
CS.178	0.598374728101	0.639337676124	0.650942795455	0.613458555002	0.64246961159	0.621420840868	0.617541395681	0.66875355382	0.614564203431	0.535659454777	0.605482957557	0.590928139018	0.608621418545	0.657107098251	0.720892957108	0.691261915422	0.623548774622	0.489295832455	0.538728832531	0.630440272056	0.662510130642	0.667202656324	0.615487615156	0.64122844591	0.602265199661	0.693261043798	0.565740064759	0.623162487694	0.6222309642	0.550378700287	0.550788693783	0.68409677339	0.615849662194	0.606650125312	0.651433007911	0.680177088844	0.634257580558	0.572830834834	0.66061599636	0.597028158913	0.519239036614	0.722257285337	0.597700976364	0.630673489176	0.570762707039	0.620418617401	0.561939581343	0.586083119371	0.586981581786	0.630238051502	0.657666545269	0.560063496078	0.568218551563	0	0.615567110684	0.562449307443	0.61868299801	0.55023023754	0.594123040411	0.543470174608	0.565452602294	0.607609999993	0.546642748875	0.560940388685	0.587993445291	0.557754705515	0.571126204554	0.589888190586	0.57082960855	0.555380520767	0.616625919041	0.612777455212	0.545054751696	0.660078436025	0.58533206218	0.589040760746	0.596336803852	0.632581213576	0.579845851404	0.576696142417	0.601936413833	0.618192611847	0.557294599532	0.579313699118	0.596880226315	0.570422697736	0.609972485803	0.581846074287	0.598354868697	0.573695371049	0.627044449391	0.598245644537	0.612185705129	0.595198194447	0.592082001936	0.660602501262	0.55668892506	0.576825898438	0.603968532857	0.65412840304	0.661299957364	0.624773978473	0.623136219053	0.664583042989	0.624359700957	0.625633070643	0.539108089094	0.602613981301	0.56369755131	0.630455362478	0.722187694354	0.560990474403	0.577139287272	0.658371709809	0.64801497681	0.655215838557	0.662014896066	0.627438337222	0.596013537353	0.57875648702	0.612356560628	0.555653214322	0.626419486413	0.524919691926	0.603835675232	0.624025318666	0.567697885001	0.569138773424	0.613582778838	0.644301086141	0.634400462887	0.70332192715	0.603317341339	0.586283247779	0.607802789819	0.555863202099	0.603208747792	0.598255121358	0.587761537009	0.581621731429	0.540625712951	0.679420683777	0.61715827937	0.559854253811	0.606741756962	0.600757147389	0.647037206293	0.637234851958	0.604468514238	0.580842245171	0.557705874071	0.576882249167	0.577978282719	0.594511221316	0.553659639595	0.592816547322	0.588060201685	0.582778434137	0.583190168804	0.60615590421	0.598522601423	0.613463357612	0.613252178301	0.597048490941	0.615623318103	0.560134820633	0.54366864396	0.567379228267
CS.148	0.678975536651	0.628780023721	0.617879589789	0.689970591652	0.663106942051	0.686966340717	0.727333291239	0.671458164944	0.68499099083	0.629573287324	0.710514499742	0.569468066911	0.67036672393	0.695893617351	0.720188347202	0.626261774272	0.630856782097	0.64164106783	0.628438278689	0.633970126894	0.655903033591	0.657474011433	0.660331355845	0.587449895908	0.59276620229	0.615706010636	0.641880598125	0.567773391168	0.620428945932	0.617408272962	0.619892525385	0.658412389417	0.593718602722	0.571739003243	0.634111470816	0.670038976209	0.56412892861	0.620883177242	0.589159732981	0.592085585589	0.618085651977	0.606820246476	0.668713160201	0.584689260228	0.617165324479	0.559586918182	0.584492383255	0.531715555994	0.509916447606	0.560089743196	0.565348699365	0.569056538753	0.569830433497	0.615567110684	0	0.538188988436	0.54103755722	0.549051174917	0.53826239539	0.55020220141	0.627883978274	0.636058077245	0.638872530667	0.663850254539	0.691956108752	0.67121788727	0.662823296023	0.698494648208	0.599561291959	0.659826644494	0.583180658307	0.611104336936	0.628201372487	0.591924710918	0.666772155999	0.670647743886	0.682451612694	0.70737172987	0.682026526901	0.68295267022	0.674970599256	0.695839391772	0.659492802694	0.680816647956	0.730609713228	0.653193205075	0.654312313938	0.702862056925	0.682445041646	0.686872106398	0.584190822838	0.653046730328	0.631825537067	0.686746201144	0.675199618472	0.699552501493	0.660609200004	0.652403963684	0.657871486619	0.668916296876	0.719717613439	0.711825631663	0.584788903086	0.69915209345	0.719060302101	0.682095673008	0.582188938318	0.672051014407	0.661136333612	0.623777655865	0.674915188189	0.687434927191	0.511706053035	0.62959578042	0.604544566733	0.655346620002	0.619952931219	0.639715028685	0.653943637695	0.633129023541	0.615287887603	0.611513187259	0.637211105431	0.647134537528	0.602991972145	0.668942745088	0.546146331298	0.536327854099	0.575998943614	0.603853394435	0.657737083728	0.592181980468	0.582560436059	0.511074782824	0.551299793096	0.489362909456	0.614825467157	0.561421973193	0.562462867158	0.499924027704	0.613846724917	0.621631902038	0.5873290645	0.560477099752	0.677226540985	0.663664272034	0.607543841739	0.620587535438	0.684280198341	0.680193782199	0.645171412471	0.646424448262	0.695571744235	0.702673626913	0.686650288213	0.649520991457	0.657745506629	0.66748587544	0.656433876791	0.678500469861	0.698014487844	0.679351568816	0.707415499069	0.671372976879	0.687694807327	0.668434440862	0.673151811994	0.677349216424
CS.372	0.585312612572	0.602758052962	0.600187268633	0.676139185879	0.66732338331	0.652795367795	0.675221876152	0.705609808856	0.65386619247	0.597386227616	0.655362750828	0.56269209447	0.629001881737	0.663404901101	0.727837120321	0.636236384108	0.604572046571	0.549134223171	0.548581193874	0.645739799961	0.683593667461	0.633746774064	0.641072466944	0.578582019587	0.534105586086	0.65944475913	0.54683390114	0.520136350223	0.533552064325	0.541839002188	0.583664019298	0.620900344835	0.589116644994	0.499226032499	0.642111696549	0.629298614597	0.53338972458	0.580148427837	0.583188711583	0.570089403649	0.538477690209	0.661462696934	0.629636514073	0.527116968101	0.567810699943	0.510892384458	0.482664966445	0.494379372383	0.489638988277	0.577762851903	0.598761767475	0.530389217369	0.501203901483	0.562449307443	0.538188988436	0	0.570125610092	0.470801383221	0.518550526358	0.456566323725	0.575513233665	0.632895614254	0.602464251204	0.628945290563	0.635134706477	0.614558460326	0.603622388575	0.658537909299	0.565026902763	0.611740386689	0.567056919923	0.631527428499	0.560265646183	0.608012776796	0.610648042348	0.574218349592	0.638783315323	0.665557711011	0.610296779454	0.650456546209	0.628378250535	0.655146773144	0.579562604967	0.633846591461	0.663464978569	0.608726114776	0.624696409194	0.631842554377	0.652580742966	0.628412033331	0.591950864904	0.618271557872	0.61921417593	0.63268770288	0.650841558098	0.696527735957	0.598267709104	0.605675837031	0.633141961481	0.666297039455	0.681248941876	0.690323932197	0.591910983334	0.717093175144	0.656278051574	0.666965045691	0.57006733374	0.64037826615	0.543071008354	0.620430065287	0.679782676884	0.627031311879	0.47834554075	0.619388139272	0.603321628706	0.630341418441	0.59882666316	0.633602924352	0.621594110019	0.599985841374	0.60689669303	0.513484225204	0.631208542831	0.536786461778	0.591937423024	0.654861232569	0.487700566294	0.476599524337	0.486716450708	0.603613104229	0.634737484518	0.638146594418	0.585340822557	0.524564921218	0.509211126583	0.46856897816	0.590869672415	0.530436678053	0.479032194551	0.484251901936	0.516577611455	0.640802779645	0.546074047157	0.444749209866	0.657464583074	0.656349673312	0.586827087519	0.646246518832	0.651525730165	0.643355422572	0.578141547982	0.602902883296	0.639740761316	0.644419379215	0.636683479865	0.611489048495	0.59789650604	0.628626687768	0.620512378296	0.670283806344	0.65479648907	0.678499074336	0.679180638299	0.642597175341	0.6725491951	0.608283710876	0.629624874306	0.622762669578
