CS.092	CS.277	CS.261	CS.104	L.005.M1	L.001.M1	CS.022	L.007.M1	L.002.M1	L.033.M1	L.006.M1	CS.295	CS.106	L.035.M1	L.012.M1	CS.062	CS.373	CS.122	CS.230	CS.056	CS.290	CS.064	CS.155	CS.076	CS.327	CS.060	CS.050	CS.377	CS.073	CS.117	CS.374	CS.128	CS.136	CS.232	CS.282	CS.203	CS.378	CS.041	CS.125	CS.376	CS.302	CS.380	CS.236	CS.375	CS.292	CS.182	CS.256	CS.183	CS.254	CS.323	CS.349	CS.359	CS.268	CS.181	CS.372	CS.177	CS.369	CS.389	CS.348	CS.214	T.CS.029	T.CS.012	T.CS.003	T.CS.071	T.CS.016	T.CS.067	T.CS.035	T.CS.014	T.CS.089	T.CS.056	T.CS.079	T.CS.022	T.CS.040	T.CS.034	T.CS.020	T.CS.100	T.CS.144	T.CS.111	T.CS.125	T.CS.107	T.CS.118	T.CS.106	T.CS.122	T.CS.139	T.CS.132	T.CS.153	T.CS.108	T.CS.167	T.CS.115	T.CS.126	CS.242	L.034.M1	CS.088	CS.356	L.024.M1	CS.237	CS.246	CS.085	CS.103	CS.087	CS.241	CS.015	CS.006	CS.110	CS.082	CS.189	CS.212	CS.187	CS.164	CS.150	CS.363	CS.330	CS.233	CS.336	CS.207	CS.387	CS.347.0	CS.078	CS.113	CS.308.0	CS.321	CS.202	CS.318	CS.223	CS.322	CS.112	CS.158	CS.320	CS.319	CS.285	CS.163	CS.194	CS.339	CS.227	CS.331	CS.270	CS.255	CS.326	CS.370	CS.145	CS.253	CS.393	CS.262	CS.390	TFS.027	T.CS.008	T.CS.031	T.CS.036	T.CS.043	TFS.022	T.CS.049	T.CS.026	T.CS.061	TFS.020	TFS.025	T.CS.066	T.CS.055	T.CS.045	T.CS.064	T.CS.158	T.CS.095	T.CS.166	T.CS.141	T.CS.142	T.CS.151	T.CS.157	T.CS.152	T.CS.109
CS.128	0.623567617984	0.532268509225	0.567020928698	0.536969229524	0.625487975842	0.623262286791	0.612907595362	0.607480373744	0.627460468284	0.611394005727	0.601187966795	0.485336692635	0.624496350537	0.587932013467	0.630736770805	0.560011043077	0.549743466766	0.619755153223	0.622999562437	0.562247353867	0.55879757639	0.600416822091	0.563349692722	0.621439737497	0.611033814591	0.608877493042	0.678483713259	0.541496919678	0.643913183682	0.619082249503	0.594397084023	0	0.557311963128	0.55665271544	0.557665046343	0.531090890876	0.645114199821	0.603553875829	0.514613082084	0.546117187558	0.665886393882	0.528954784129	0.631278775808	0.543704505615	0.544560693042	0.495975608191	0.504281452287	0.61709477676	0.511052630505	0.481526501415	0.521904131311	0.66078764075	0.584211921668	0.520335181702	0.484023929146	0.572454696387	0.638097019305	0.57251179249	0.554103426249	0.536790074039	0.58114025649	0.634178776143	0.581941245353	0.550633640928	0.540435421802	0.586877974081	0.541388853104	0.585655366359	0.546737743028	0.638216031758	0.605726780511	0.518645059871	0.565386242714	0.566909804977	0.645117750254	0.616988278788	0.577287623742	0.563462242293	0.539010494208	0.550367707611	0.541315675587	0.596820387924	0.547515417246	0.613654295151	0.590558891268	0.621668079992	0.606187739096	0.593836742905	0.607624598584	0.512940941383	0.554542104043	0.564360710327	0.645946203088	0.681761128946	0.634243966115	0.595004371882	0.530306888816	0.608528214246	0.59615355505	0.623386345117	0.586886350464	0.631235962446	0.581846257293	0.601465402133	0.603329774379	0.612514964376	0.625995765763	0.507706441609	0.72950350745	0.538704418211	0.534373432744	0.531760897426	0.631181518484	0.518288651691	0.630450441823	0.515337241969	0.63906513715	0.607286596563	0.59828594637	0.634627214107	0.542467190135	0.62108448035	0.531414230607	0.510716140163	0.550594415454	0.5966408501	0.600594569429	0.483041203	0.503227974299	0.647432890988	0.621515016322	0.67424967731	0.595484269387	0.715143575141	0.493776909133	0.547295261466	0.534977764558	0.556120031797	0.511870138529	0.4956959608	0.690567547829	0.576362961832	0.577270264598	0.543501973896	0.573561161107	0.581576016325	0.583621726925	0.596122397035	0.590296169524	0.582610666787	0.616036890474	0.693964761265	0.548994696545	0.594296082461	0.564270509341	0.606301091884	0.575300975819	0.611165067621	0.54740850556	0.548142935025	0.61895866944	0.544143731217	0.62151397826	0.626119622196	0.578532102686	0.632741223678	0.584677902759	0.582361556301
CS.136	0.591113103636	0.584919355006	0.626186940475	0.546277378539	0.675692280642	0.60560327603	0.558689448035	0.676522108846	0.656829641241	0.629414744247	0.644963014206	0.583047526976	0.505392357602	0.600963934988	0.647370139801	0.566726926467	0.54241001328	0.598381072372	0.582523764153	0.563441458125	0.560493054527	0.53677597954	0.604904810682	0.536500245289	0.630958380693	0.558403951608	0.605179284414	0.548000518817	0.606402625761	0.553704966528	0.573437206374	0.557311963128	0	0.507194667933	0.571965792018	0.625762623595	0.626516132753	0.521955719768	0.560640953503	0.555571850293	0.630298473582	0.628661421361	0.58708327939	0.565400595896	0.501729828511	0.545912854191	0.572940959002	0.612961871298	0.569933587274	0.546325581568	0.564050367011	0.655794664639	0.569108695332	0.552410901412	0.570089403649	0.623138958101	0.59681921216	0.560250558267	0.580313141888	0.567382175378	0.542855702577	0.662331195151	0.641238100397	0.611332932756	0.593344226645	0.603091400354	0.60171603746	0.594426879987	0.602667526511	0.627437757342	0.598598485312	0.593350058041	0.614236621254	0.622525443938	0.663794170762	0.654146833415	0.653691197402	0.644182305908	0.610094764421	0.655722287172	0.589947696256	0.693539854488	0.613927526377	0.676623600406	0.659062878238	0.634429758118	0.675717055054	0.644823935396	0.661220302627	0.611973683143	0.607632868862	0.617508006549	0.653466017512	0.663624897769	0.666964326214	0.521341002975	0.600626040197	0.548744127779	0.567237858169	0.59537892913	0.657476488346	0.662766056719	0.570763700771	0.552692623271	0.554307492627	0.588441415862	0.609513672581	0.550077987223	0.598369166904	0.53659282847	0.525913351688	0.571931759583	0.580926814717	0.55329261667	0.594199930161	0.539183918998	0.587618665632	0.608907771152	0.587031032209	0.551270382295	0.622672532184	0.63522076944	0.538739572018	0.537717782775	0.579163358197	0.479463896812	0.533538777731	0.531461808393	0.541853940003	0.578307623964	0.491538272483	0.651941644713	0.606997584566	0.685345321599	0.549760057745	0.543567752205	0.566880008733	0.566630269217	0.575824701674	0.569221803178	0.636080106271	0.589209244262	0.620695945012	0.567639609512	0.628867813785	0.638813943981	0.615591315968	0.607232738005	0.617721549504	0.642960925131	0.608459710618	0.662219063443	0.606699391963	0.630634935643	0.597726893226	0.652144960285	0.60961338009	0.617517460764	0.621150988828	0.634689913165	0.665175484608	0.606519449858	0.679238434093	0.668564657823	0.657972974293	0.642505302596	0.609474144617	0.658514815083
CS.232	0.49515727799	0.559586474176	0.535440492768	0.540166800314	0.59519432061	0.544775225116	0.594864098165	0.581787033122	0.660060469605	0.632688183318	0.581900156508	0.587828368386	0.501202436125	0.600063632215	0.604515817185	0.523233930186	0.559560650909	0.521035028836	0.663847138238	0.611418639619	0.61395867453	0.542456183957	0.554068477451	0.568703316905	0.607025697629	0.545910495744	0.61424135592	0.565452160077	0.622305722387	0.525490750825	0.618801210315	0.55665271544	0.507194667933	0	0.632317360419	0.590248898557	0.649901265159	0.581881457388	0.619193726865	0.613648675992	0.691525692572	0.574680653591	0.643015914916	0.601287663724	0.46353620181	0.518044528195	0.597439978301	0.67868692002	0.590784754742	0.550079904992	0.561085319011	0.684949538619	0.600699779359	0.571305940509	0.583664019298	0.644376584511	0.656383692532	0.608333551423	0.56117935961	0.601323200639	0.525112656077	0.668270730323	0.577674200556	0.572137273184	0.557266453087	0.576280162113	0.561044566589	0.548652686546	0.584306835842	0.639840089232	0.657102144384	0.587007502911	0.541261134074	0.575553241908	0.562982053694	0.581364516589	0.589354741657	0.581636080684	0.558908963306	0.571339412144	0.577269655217	0.567272514124	0.544433734414	0.562864070531	0.559360343176	0.49947391973	0.56564582261	0.57088125064	0.542928217369	0.520259618085	0.532360095045	0.603212624168	0.678548504512	0.668336268861	0.629063951179	0.533609731545	0.521258210533	0.492216875338	0.497321363545	0.597868191615	0.517100637959	0.605971642246	0.533356395516	0.576547549132	0.470414494279	0.595758764234	0.649716338821	0.567123142497	0.654979535138	0.505244315414	0.590549153135	0.612480636623	0.466943378104	0.562973560402	0.634502949283	0.578091345306	0.651115953175	0.613293062065	0.591435111875	0.625013327415	0.569558084957	0.634657668838	0.601669380598	0.584802239543	0.632526443548	0.562722125921	0.570960990965	0.555067241711	0.618520257819	0.659671890571	0.547164237833	0.724333449168	0.641959304141	0.746091958688	0.530866423754	0.584449945761	0.574606756187	0.58463791583	0.588393752175	0.56438302526	0.675007964409	0.605993989678	0.659888418954	0.574624149433	0.590185869993	0.644261935255	0.581461040516	0.540741363303	0.575432190469	0.546441635433	0.63129272381	0.703623644252	0.601147101527	0.545784097942	0.604484658005	0.57055657336	0.588586762687	0.597746946741	0.560206804114	0.53907845103	0.570492314016	0.538875653697	0.631713222011	0.639953201613	0.582992606466	0.587082113513	0.541267428649	0.552961186384
CS.282	0.697221577942	0.623499069442	0.681815818634	0.640699516128	0.712623033209	0.692350143051	0.61239570935	0.706105937859	0.645048195323	0.6694046672	0.687391473023	0.594314322536	0.646956862494	0.560857579334	0.680431249574	0.647484663193	0.549062181267	0.698012805739	0.554951443533	0.592580383477	0.501712916693	0.650005750901	0.602692479682	0.610038841454	0.69464345578	0.633330328725	0.683777311671	0.53960428185	0.689223181195	0.655164253653	0.550817982949	0.557665046343	0.571965792018	0.632317360419	0	0.628589054668	0.648580839035	0.619172616312	0.480710552285	0.519002151678	0.594194008325	0.638486202017	0.630821767852	0.575724851908	0.576911081107	0.536379851773	0.531858564394	0.55149993204	0.524299280625	0.514641308279	0.555229118132	0.597616099466	0.605175400455	0.531011030339	0.53338972458	0.59432252775	0.593833055882	0.523762015913	0.587984595732	0.550643154067	0.61689056181	0.679572673274	0.684973015756	0.640861455445	0.599157674844	0.635450908609	0.647913624252	0.626329043217	0.601303168751	0.713083937265	0.556724204093	0.629750689972	0.67843858551	0.667676575389	0.740361125532	0.716050114796	0.695821005917	0.687416662333	0.623051535179	0.677367716917	0.593651677225	0.716752445154	0.654629054136	0.69941831832	0.692778137611	0.702588178809	0.716899549047	0.683062159636	0.711803128406	0.627177300082	0.663703871175	0.641279994235	0.716795282139	0.668354664946	0.712425527257	0.573929006044	0.626927644945	0.67583855954	0.654156436549	0.672186963613	0.709418809854	0.712032124175	0.649635314488	0.612554061255	0.65570333583	0.584895183541	0.618390719376	0.497531537942	0.709964413153	0.599223336242	0.512780033099	0.541469347354	0.693625384923	0.5693906188	0.596855454461	0.554805440657	0.58549711848	0.648968529078	0.668802450201	0.604265627051	0.650991959602	0.64833750998	0.443730217451	0.498626489992	0.504767368351	0.587402726693	0.605764582329	0.521097714822	0.482596634283	0.579959932729	0.606385493289	0.567595599204	0.593900450856	0.64548075673	0.561097830486	0.536506763429	0.537766360658	0.521720031764	0.560833385565	0.583254806946	0.642595171729	0.605864058451	0.601867235635	0.51836550048	0.662307415887	0.618494833656	0.66883205128	0.679738613948	0.649929099991	0.684721397444	0.546912200467	0.660732081784	0.60374488639	0.682695512526	0.599138523088	0.698982421727	0.66733922471	0.659324965824	0.6745029621	0.652437603456	0.725741216468	0.634728331064	0.700809553911	0.670315075129	0.679102251474	0.686146790911	0.653175014114	0.688527179229
CS.203	0.606322550755	0.558074300614	0.524849026376	0.533854423721	0.526836728016	0.587038440064	0.646848674873	0.553595181158	0.649426479408	0.589596588117	0.524283243517	0.526765827256	0.615022776278	0.572457475105	0.552428890958	0.524055704088	0.596039654249	0.554854924262	0.659998958041	0.660264712324	0.627880256186	0.589026010882	0.578921142302	0.64621169291	0.598417736736	0.634257977862	0.687076096293	0.654659563281	0.662764203073	0.590173686076	0.622615939	0.531090890876	0.625762623595	0.590248898557	0.628589054668	0	0.6858486823	0.640044360063	0.619286834698	0.621151562607	0.717841518434	0.490043743676	0.68576473775	0.57635404046	0.602352593664	0.610886345803	0.633012846267	0.705048992714	0.626569420211	0.606102001107	0.594951815008	0.719171455256	0.666338394329	0.627329057247	0.629636514073	0.669125188853	0.721063318991	0.636840667907	0.612779551241	0.612577187382	0.624568442473	0.657611946585	0.518914637518	0.506135681499	0.541593000771	0.498746334412	0.522259208512	0.595176564967	0.56500079126	0.624918288469	0.654493232261	0.547553452788	0.540051950663	0.524255740413	0.612375254563	0.555535026797	0.538652715767	0.530436709971	0.556744671093	0.489096285421	0.594437221586	0.561554860358	0.501208586677	0.543303706087	0.587287514191	0.58735913795	0.582152540593	0.537752101419	0.562243559184	0.503349455288	0.525298235446	0.537681779282	0.620113953478	0.690243237698	0.590622800259	0.656107750406	0.498285767323	0.604266209817	0.60045573192	0.580036418081	0.545474378067	0.586246069381	0.552270072725	0.639605463634	0.586067600197	0.674499070139	0.636920735304	0.608031509147	0.736004695847	0.601388810337	0.62132699163	0.593222860585	0.64028298314	0.564516836599	0.676486480634	0.548163780185	0.665157052076	0.553632099985	0.549000654425	0.6715194243	0.459157026584	0.622554810142	0.597573750913	0.627361426905	0.633008636918	0.639985081015	0.639222467363	0.573008167699	0.593757383647	0.70407065831	0.626909659225	0.70976567526	0.590743343481	0.751595793352	0.560149151991	0.635867422229	0.594728005059	0.610862283881	0.599433745443	0.500501921695	0.731569968358	0.632000531467	0.642061675658	0.635673537529	0.47393048381	0.519069414935	0.531883609299	0.599380701557	0.509069493887	0.518657551029	0.636169609181	0.723699474518	0.539975573735	0.527809134163	0.516866928229	0.544580747317	0.556806910013	0.552975149766	0.510195632578	0.478214952559	0.567180644096	0.532230780462	0.573711263319	0.545879098609	0.526399430299	0.579413913645	0.543890762208	0.531006166175
CS.378	0.676799218342	0.648543060377	0.701281427711	0.653514594952	0.708192684742	0.658037549506	0.614159088793	0.716479311647	0.668649384503	0.652510946328	0.682550175276	0.684516399067	0.646528834044	0.633154145091	0.708666244291	0.64759393356	0.631181176993	0.639612181045	0.60335819608	0.67296319904	0.635645164263	0.663001182079	0.685493216822	0.603759974047	0.652300597181	0.596189796187	0.611943487384	0.652606864758	0.614394057039	0.644938244284	0.610232820205	0.645114199821	0.626516132753	0.649901265159	0.648580839035	0.6858486823	0	0.638220654991	0.614279151326	0.604797653711	0.63344394177	0.68864177977	0.656506725747	0.611350610664	0.629828534639	0.659789183647	0.624294471614	0.611905245732	0.638565050877	0.651638624631	0.657767967742	0.608404301006	0.640698413223	0.635134960915	0.642111696549	0.601026893063	0.618795490006	0.604371564004	0.683072913975	0.611210651875	0.623545710761	0.652788804919	0.706908913245	0.718206018173	0.65075131651	0.677935696228	0.677147013543	0.67544983739	0.683887536649	0.642111048155	0.631428884225	0.662081014234	0.675596812502	0.683464975997	0.724471235204	0.714517802293	0.710659356592	0.682295551307	0.656278047775	0.711993659081	0.672217456323	0.734700584967	0.695609366934	0.733512472526	0.739222612	0.696672999507	0.731780241785	0.686827328364	0.717912670471	0.698270284235	0.667418755751	0.663078617522	0.659267759821	0.646561001727	0.681847729119	0.60265345383	0.662219992538	0.667474627777	0.644850302759	0.64785790325	0.705114222158	0.69912312318	0.651962485447	0.635822751993	0.670803511121	0.634723962825	0.644030261612	0.61826109278	0.65795951347	0.618320342007	0.604279307388	0.619807361783	0.655686452975	0.643633602454	0.593823913224	0.620137650066	0.621471945307	0.670438231979	0.66563875273	0.619153679176	0.643486654301	0.631785460831	0.616230008739	0.629549520518	0.622961469496	0.583448174296	0.603111810097	0.620949225525	0.63878953225	0.616866170739	0.589537489956	0.656431325666	0.618560314429	0.645587286975	0.650475135353	0.621300259198	0.628781090926	0.609051332234	0.650667515088	0.67103232461	0.511180193812	0.643984076462	0.619752591543	0.636840500413	0.702671971568	0.673698410203	0.655883364406	0.64504869069	0.683325401867	0.707741106323	0.661108002457	0.660847537252	0.688061389291	0.710897239102	0.667279417054	0.699367540171	0.694981154016	0.675698106272	0.684054719092	0.695801311311	0.725185964899	0.685539564965	0.675027226461	0.694991866464	0.694781824144	0.666034351298	0.664948491803	0.711517231602
CS.041	0.64321252036	0.630658886471	0.671419355701	0.607712261333	0.692308028819	0.60688189381	0.568220709184	0.706629850308	0.677281846309	0.648548149516	0.644735391729	0.631179978609	0.573420283191	0.643512469659	0.669456719364	0.59361934676	0.577679549805	0.628503071174	0.594715793137	0.579121073558	0.611365080852	0.577965045553	0.625268438465	0.574128773898	0.644002357503	0.593910836617	0.608444310221	0.603718943137	0.603085430092	0.587416665912	0.620893417434	0.603553875829	0.521955719768	0.581881457388	0.619172616312	0.640044360063	0.638220654991	0	0.58001110795	0.599226164422	0.648992369575	0.645338186319	0.608768780582	0.605359350596	0.561872597642	0.601314267677	0.618684957859	0.628044505139	0.591023174039	0.608752806452	0.603293235785	0.678355143092	0.605064450454	0.603990596792	0.589116644994	0.66179328362	0.605841429958	0.610253955472	0.603044691221	0.625792626503	0.582808150832	0.676986223337	0.681550521388	0.638419033049	0.620186691195	0.627560843759	0.629704344109	0.621794232292	0.624260401577	0.639070345643	0.606365112184	0.629455945507	0.646494131133	0.64087588504	0.701348039261	0.678218457972	0.690187024388	0.662231312345	0.631285270943	0.688720612816	0.627717209893	0.727241561786	0.655409231843	0.713914969802	0.69472532864	0.674585028941	0.722289687309	0.685156247412	0.692827651578	0.654028342006	0.63741111212	0.649599859789	0.663473409257	0.672741354252	0.702713766563	0.562754570555	0.637106535563	0.593123932038	0.598428396377	0.616999088479	0.67480094951	0.66266264534	0.61775155275	0.57455849971	0.618838871234	0.635465195265	0.636604914865	0.604005547741	0.614625591151	0.586761290325	0.575672015857	0.58897365736	0.611119048575	0.58101743804	0.631516827299	0.597124220458	0.615530826895	0.640097229244	0.623056024561	0.581114289451	0.649466346531	0.651187026157	0.607394388372	0.585399340128	0.616793695597	0.522271536782	0.546385288337	0.570595446922	0.607680920997	0.609034790506	0.570525047478	0.662191380162	0.645553880494	0.698180342819	0.609000337228	0.578749034065	0.621288844374	0.6077738079	0.583966888651	0.616708215117	0.672798571039	0.584933261826	0.613356499374	0.617618533822	0.650405818827	0.621965249892	0.630461820086	0.639991681544	0.645576235397	0.681564772195	0.627620636318	0.632310207852	0.650166468377	0.67321024191	0.637743221315	0.692707680854	0.631431634839	0.627237881936	0.646518130396	0.659847567304	0.700621919729	0.654480825287	0.687582988523	0.685407479275	0.692639838279	0.661510652036	0.637714140452	0.706540521465
CS.125	0.679071408911	0.603718134947	0.650026751358	0.614296060449	0.686516945681	0.674023452252	0.585984533724	0.681689476281	0.625286933451	0.647463072828	0.667537762002	0.553982220059	0.652975428516	0.531452972867	0.672771753537	0.641389374022	0.496970475596	0.683993451536	0.540868859867	0.585349124471	0.503292262744	0.645927467912	0.577129705412	0.593394434518	0.648757825876	0.611755962463	0.681457652211	0.517196139338	0.683977809211	0.642256953017	0.537983379342	0.514613082084	0.560640953503	0.619193726865	0.480710552285	0.619286834698	0.614279151326	0.58001110795	0	0.481226515523	0.56225060856	0.60470766082	0.647980104185	0.553239488034	0.57421712527	0.490262326011	0.501264324366	0.566036622524	0.482853098764	0.50040051622	0.541710097131	0.545144058493	0.586723976197	0.514223849193	0.49709921419	0.559106297063	0.595887364137	0.469515069868	0.557840130136	0.551430151619	0.6091223119	0.637386611617	0.666985381404	0.617489140114	0.565753820029	0.620841444169	0.628657766127	0.624357130082	0.595499023605	0.67207378552	0.530828514095	0.601035269264	0.655152730492	0.620571171539	0.700983848144	0.69236688865	0.664194086682	0.625547144325	0.592071479384	0.624555077257	0.527050653253	0.6786296667	0.618633582687	0.683749613958	0.660918127915	0.669916497697	0.690332195747	0.642796661662	0.672976243588	0.589072390674	0.620265452101	0.605611658364	0.686756594805	0.619183804733	0.666811211022	0.590004212973	0.595776240129	0.645624403038	0.645579229177	0.637977589019	0.686050848466	0.706726057736	0.626284627999	0.605529145214	0.651133370675	0.578905720644	0.568346604187	0.470528456343	0.69827820425	0.575889436324	0.507100792131	0.491788355463	0.68103745541	0.550501029882	0.554671895459	0.499413364189	0.581992607958	0.619885624128	0.651769325944	0.604561607703	0.626694323907	0.629955988092	0.484210757331	0.466959863723	0.514226924329	0.589463221021	0.594521078065	0.483239488178	0.480528869595	0.567358022807	0.592245890882	0.5570387202	0.579454384232	0.656287035296	0.551245534235	0.511365003599	0.530768442891	0.479541553959	0.524145759981	0.534400521629	0.591854153281	0.607107783433	0.556041014662	0.528384055961	0.629659584155	0.590255116188	0.630021379171	0.649350008573	0.644043084877	0.662031324512	0.563548741085	0.590018516385	0.595647678093	0.651239325303	0.561347149103	0.669888857093	0.622652508218	0.639382617196	0.633147525914	0.623048811231	0.696327388725	0.596173311138	0.662745226126	0.651722558928	0.645534377275	0.66437528335	0.615399426534	0.660105778302
CS.376	0.685802576893	0.585957608356	0.641578027766	0.604793507429	0.685877483267	0.670727978769	0.577091005504	0.6925308795	0.595402019799	0.636801906248	0.66034033129	0.60116671583	0.629988470765	0.548752156055	0.657953432205	0.64248030119	0.534818098148	0.684844538379	0.55366374254	0.557017688514	0.500174038407	0.652455815007	0.57349278218	0.595661004714	0.645193334702	0.596249466487	0.678580775223	0.544429335685	0.654826474834	0.64860925697	0.518802998396	0.546117187558	0.555571850293	0.613648675992	0.519002151678	0.621151562607	0.604797653711	0.599226164422	0.481226515523	0	0.582128866663	0.61313647718	0.639025250538	0.542375451794	0.567310218989	0.537857100053	0.537631198048	0.548175079804	0.512665318812	0.513982706488	0.544363629892	0.585235149916	0.609888414848	0.534425271689	0.499226032499	0.553778038941	0.583191203692	0.494583165903	0.569916846269	0.563115906541	0.610644687109	0.659907964434	0.655396639036	0.638373817906	0.566038795781	0.619456836248	0.630934748934	0.615468124612	0.594090731114	0.66030541946	0.519158183089	0.611024399139	0.641141021668	0.650795179968	0.699296710771	0.697783100457	0.672820463217	0.641202209687	0.59426176736	0.659999666306	0.53560738665	0.70801401951	0.626560750363	0.687951246229	0.683454996665	0.682268396531	0.693969075166	0.65018173423	0.685829612399	0.625927601837	0.630290771033	0.624467535754	0.67073585828	0.620667069642	0.683449572889	0.592645973556	0.632717093659	0.647831730152	0.632231703167	0.621439091513	0.679263436708	0.697109494702	0.629743842688	0.603185399006	0.662275420941	0.592951095734	0.5685434233	0.513370296682	0.684359718375	0.574330237014	0.477571767701	0.531521113682	0.679714650563	0.547991588063	0.580930444411	0.512483333257	0.57507384018	0.599205773819	0.643290320937	0.577613485607	0.635791527404	0.619736600328	0.487000541547	0.502468855322	0.505884470171	0.56858087459	0.571022453657	0.504555068911	0.473592180107	0.55620877554	0.580676253435	0.601312390504	0.573214717324	0.63039015962	0.56878009585	0.515464649221	0.508852315564	0.52270433209	0.529042644829	0.563996941432	0.606527081536	0.597870307891	0.53222310164	0.537593227679	0.627991737251	0.586382744478	0.623544438063	0.641295332598	0.637029129015	0.656256360482	0.536855338111	0.633141673591	0.586483997055	0.656359874919	0.577024847723	0.681337483771	0.633767823919	0.622699913812	0.626604949418	0.641497783378	0.705642378323	0.618677193342	0.662645899991	0.653000293029	0.659824632285	0.654894508668	0.624732749806	0.687659031599
CS.302	0.741403456914	0.645876981014	0.731915718775	0.690383114291	0.74041744101	0.740557986723	0.648033340875	0.7339052004	0.692543865418	0.669290652885	0.736731826899	0.645882705834	0.703367975203	0.636383020495	0.730883906043	0.692212550996	0.610417324258	0.729181581316	0.565426555817	0.636337809887	0.581151804625	0.679533156879	0.656080367085	0.61358586393	0.709936474841	0.65318671595	0.680637712311	0.626699854244	0.685431495501	0.691859802339	0.599297026999	0.665886393882	0.630298473582	0.691525692572	0.594194008325	0.717841518434	0.63344394177	0.648992369575	0.56225060856	0.582128866663	0	0.68650756263	0.69780087107	0.609879796036	0.653123102105	0.632223022704	0.633387847725	0.630080825607	0.619699189448	0.623644216146	0.660601599926	0.590842142808	0.686634643901	0.636218016544	0.620900344835	0.637443693282	0.630097853748	0.558518834466	0.66243410154	0.605600213306	0.667890228752	0.648029625325	0.702574889394	0.698409439296	0.647986301891	0.667883036748	0.686076200877	0.686769680357	0.681291394853	0.700505235321	0.568147977464	0.683392833214	0.705433378242	0.693183125935	0.742689018911	0.74623266286	0.731344640055	0.697852889165	0.65232724008	0.734816154343	0.635833032453	0.767242112869	0.689968240506	0.75113024791	0.754656469419	0.749162310725	0.762771136166	0.713482389961	0.74957764415	0.695172997091	0.697152709101	0.715150469358	0.704471703115	0.593518290961	0.727419756573	0.613614255574	0.69432900757	0.715327021046	0.693951024126	0.666883248589	0.747129954757	0.755930016965	0.678270762194	0.638148875452	0.729666286707	0.60528818782	0.562687625067	0.616617258273	0.678924047862	0.655373541558	0.600428176006	0.595429101978	0.708209864065	0.633652053237	0.60666291383	0.597809567374	0.645162075028	0.697708560883	0.674846471085	0.604131784036	0.704763016223	0.623571219617	0.582544067095	0.604838287235	0.626042393746	0.62868295802	0.641738688481	0.609845481331	0.57536322616	0.57782264925	0.627054541431	0.608149620478	0.596329134478	0.621165757808	0.666272941963	0.617984222298	0.648381073294	0.624573274502	0.659840410044	0.671897441319	0.615200676259	0.683245408337	0.594616940778	0.635983287617	0.702215949542	0.629721980459	0.69423634677	0.71609836957	0.681495417226	0.737674874869	0.598800910907	0.574252020008	0.652813342283	0.733435376521	0.611965814648	0.735669114305	0.707423099434	0.66393059478	0.710780234667	0.715248805754	0.758695164856	0.703121228516	0.724232510874	0.70387647265	0.728269275205	0.698235226129	0.670474985291	0.75862070849
CS.380	0.578036983713	0.514135323666	0.487904683179	0.53733755415	0.535622026526	0.568072988554	0.648821049531	0.53259396906	0.632347201719	0.616129696245	0.547064237978	0.523991531816	0.59543393293	0.546531355146	0.54181943658	0.53967933782	0.574964475379	0.591618746084	0.682814778134	0.648303356617	0.599225387089	0.579863521994	0.473677689423	0.654288000976	0.600919224601	0.627147327351	0.685229476708	0.626069695165	0.664308621651	0.586630506447	0.654523208906	0.528954784129	0.628661421361	0.574680653591	0.638486202017	0.490043743676	0.68864177977	0.645338186319	0.60470766082	0.61313647718	0.68650756263	0	0.697833156602	0.585484510056	0.600672118167	0.542743767256	0.623555280969	0.703215204467	0.600108389375	0.571051144272	0.54640552672	0.718452936834	0.656908137403	0.58301376751	0.567074447401	0.654252412521	0.732394708254	0.598933124081	0.55953704083	0.605753690794	0.623618463813	0.668704431723	0.494944617543	0.461311040843	0.512347414508	0.49189466528	0.504392565138	0.530264563234	0.524887598467	0.642503187915	0.656826554912	0.539084576774	0.528011543474	0.489801719195	0.572111041736	0.547227525205	0.52111911938	0.510789029654	0.511247611187	0.474126733073	0.504501833034	0.524754022231	0.487114979676	0.522733403439	0.538931373717	0.564779396822	0.524369293851	0.50761840867	0.521845174957	0.46481734303	0.512135095227	0.582090372337	0.664723493312	0.689749233768	0.58346321789	0.65140750255	0.51134595102	0.564858684549	0.591458316626	0.629940823967	0.544644489164	0.617798014299	0.563598625217	0.656541238971	0.557018130811	0.638365506521	0.642723400379	0.587692453879	0.764366209496	0.57464640368	0.601945321148	0.594369070344	0.638910898138	0.531972764494	0.671190184873	0.524837561009	0.682385882429	0.578893924532	0.558420511003	0.687401312348	0.523026884411	0.627341296056	0.603159342984	0.610889084433	0.648819477104	0.642188461049	0.65655871785	0.541575620912	0.587438195641	0.71920597428	0.658308705623	0.726303939213	0.596395517932	0.76276167436	0.547168111547	0.619631955826	0.553093760689	0.589187695188	0.573639616994	0.508882390126	0.734456038434	0.653692030119	0.604927633085	0.585795870227	0.499738741928	0.520021987083	0.540242043721	0.586104465599	0.51358514462	0.483751958994	0.608321463851	0.665888448033	0.522956576619	0.470749128977	0.5034390939	0.528769181033	0.555505904587	0.527805159494	0.474730195394	0.478601043642	0.551208341397	0.514654577232	0.556264430069	0.557847896683	0.51793518909	0.571381979737	0.495496488331	0.521427369934
