g__Methanobrevibacter	k__Bacteria	g__Actinomyces	g__Bifidobacterium	g__Olsenella	f__Coriobacteriaceae	g__Collinsella	g__Senegalimassilia	f__Eggerthellaceae	g__Eggerthella	g__Enterorhabdus	g__Gordonibacter	g__Slackia	o__Thermoleophilales	f__Bacteroidaceae	g__Bacteroides	f__Barnesiellaceae	g__Barnesiella	f__Muribaculaceae	g__Butyricimonas	g__Odoribacter	f__Prevotellaceae	g__Massiliprevotella	g__Paraprevotella	g__Prevotella	g__Prevotellamassilia	f__Rikenellaceae	g__Alistipes	f__Tannerellaceae	g__Parabacteroides	f__Sphingobacteriaceae	g__Elusimicrobium	p__Firmicutes	f__Bacillaceae	f__Thermoactinomycetaceae	g__Granulicatella	g__Enterococcus	g__Lactobacillus	g__Weissella	g__Lactococcus	g__Streptococcus	o__Clostridiales	g__Colidextribacter	g__Flavonifractor	g__Flintibacter	g__Howardella	g__Intestinimonas	g__Pseudoflavonifractor	f__Clostridiaceae	g__Butyricicoccus	g__Clostridium	g__Hungatella	f__Clostridiales.Family.XIII..Incertae.Sedis	g__Ihubacter	g__Mogibacterium	f__Defluviitaleaceae	f__Eubacteriaceae	g__Eubacterium	f__Gracilibacteraceae	f__Lachnospiraceae	g__Anaerosporobacter	g__Anaerostipes	g__Blautia	g__Butyrivibrio	g__Coprococcus	g__Cuneatibacter	g__Dorea	g__Eisenbergiella	g__Faecalicatena	g__Fusicatenibacter	g__Hespellia	g__Lachnobacterium	g__Lachnoclostridium	g__Lachnospira	g__Muricomes	g__Parasporobacterium	g__Pseudobutyrivibrio	g__Robinsoniella	g__Roseburia	g__Tyzzerella	f__Oscillospiraceae	g__Oscillibacter	f__Peptococcaceae	f__Peptostreptococcaceae	g__Intestinibacter	g__Paeniclostridium	g__Romboutsia	g__Terrisporobacter	f__Ruminococcaceae	g__Acutalibacter	g__Caproiciproducens	g__Drancourtella	g__Faecalibacterium	g__Gemmiger	g__Negativibacillus	g__Ruminiclostridium	g__Ruminococcus	g__Sporobacter	g__Subdoligranulum	f__Erysipelotrichaceae	g__Catenibacterium	g__Erysipelatoclostridium	g__Holdemanella	g__Holdemania	g__Longibaculum	g__Turicibacter	g__Phascolarctobacterium	g__Megamonas	g__Mitsuokella	g__Propionispira	g__Allisonella	g__Dialister	g__Megasphaera	g__Veillonella	g__Fusobacterium	f__Victivallaceae	g__Victivallis	c__Alphaproteobacteria	f__Kiloniellaceae	g__Oxalobacter	g__Duodenibacillus	g__Parasutterella	g__Sutterella	f__Desulfovibrionaceae	g__Desulfovibrio	f__Succinivibrionaceae	g__Succinivibrio	o__Enterobacterales	f__Enterobacteriaceae	g__Haemophilus	f__Spiroplasmataceae	g__Akkermansia
T.CS.108	0.0127886067755161	0.0261813996979069	2.87707688987988e-05	0.000100697691145796	0.0024886715097461	0.00109328921815436	0.0299503704236496	0.00535136301517658	0.00874631374523484	0	0.0049917284039416	0	0.00158239228943394	0.00461770840825721	0.00300654534992448	0.00263252535424009	0.0155362152053514	1.43853844493994e-05	0.00112205998705315	5.75415377975976e-05	0	0.0148888729051284	0.00169747536502913	0	0.105013306480616	0.0134503344601884	0.00327986765446307	2.87707688987988e-05	0.000100697691145796	0.000100697691145796	0.00562468531971517	0.0470545925339855	0.000172624613392793	0.00123714306264835	0.00309285765662087	2.87707688987988e-05	5.75415377975976e-05	0.00129468460044595	0	2.87707688987988e-05	0.000345249226785586	0.0280802704452276	0.00120837229374955	0	0.00566784147306337	2.87707688987988e-05	0.000661727684672373	0.000172624613392793	0.00368265841904625	0.00178378767172553	0.0105588721858592	0.00128029921599655	0.000517873840178379	0.00313601380996907	0.00172624613392793	0.0024167445874991	0.00456016687045961	0.0127022944688197	0.000201395382291592	0.0223405020499173	0.000201395382291592	0.000920664604761562	0.0155649859742502	0	0.0156800690498454	2.87707688987988e-05	0.0071926922246997	1.43853844493994e-05	0.000172624613392793	0.00151046536718694	0.000316478457886787	0	0.00290584765877868	0.000647342300222974	0.000201395382291592	0.000230166151190391	2.87707688987988e-05	2.87707688987988e-05	0.00571099762641157	0.000172624613392793	0.0024311299719485	0.0130043875422571	0.000819966913615766	4.31561533481982e-05	0.00514996763288499	0	0.0130763144645041	0.000992591527008559	0.0345249226785586	0.000172624613392793	0.000158239228943394	0	0.0526792778537006	0.00191325613177012	0.000172624613392793	0.000604186146874775	0.0433863194993886	0.0048334891749982	0.00135222613824354	0.00874631374523484	0.0097101345033446	2.87707688987988e-05	0.0112781414083291	0	2.87707688987988e-05	0.00138099690714234	0.0239660504926994	1.43853844493994e-05	0	0.00602747608429835	5.75415377975976e-05	0.0246133927929224	0	0.000517873840178379	2.87707688987988e-05	0.00815651298280947	0.000273322304538589	0.038970006473423	0.00411421995252823	0.000158239228943394	0.0196504351578796	0	0.000891893835862763	2.87707688987988e-05	0.00153923613608574	0.00105013306480616	0.0339495073005826	7.1926922246997e-05	0.000302093073437388	0.00140976767604114	0.000374019995684385	7.1926922246997e-05
T.CS.167	1.47638521843119e-05	0.0228839708856835	0.000487207122082294	0.000177166226211743	0	0.000103346965290184	0.0562502768222285	0.00315946436744275	0.000472443269897982	0	0.00118110817474495	4.42915565529358e-05	0.00202264774925073	0	0.000708664904846973	0.0034695052633133	1.47638521843119e-05	0	0.00175689840993312	0	1.47638521843119e-05	0.0102165857115439	0	0	0.184887720904138	0.0525445499239662	0.000132874669658807	0.000191930078396055	0.000620081791741101	2.95277043686239e-05	0	0.00214075856672523	2.95277043686239e-05	0	0.000782484165768532	1.47638521843119e-05	0.0045767941771367	0.00119587202692927	4.42915565529358e-05	0.000236221634948991	0.000546262530819541	0.00485730736863862	8.85831131058716e-05	0	0.000516734826450918	0.000103346965290184	0.000442915565529358	0.000103346965290184	0.000516734826450918	0.00478348810771707	0.00704235749191679	0.00214075856672523	0.000280513191501927	0.000236221634948991	0.00506400129921899	0.00053149867863523	0.000236221634948991	0.0178937888473861	1.47638521843119e-05	0.00568408309096009	8.85831131058716e-05	0.00045767941771367	0.0240650790604284	5.90554087372477e-05	0.00262796568880752	8.85831131058716e-05	0.00972937858946156	0	1.47638521843119e-05	0.00249509101914872	0.000265749339317615	7.38192609215597e-05	0.0023474524973056	0.00129921899221945	7.38192609215597e-05	1.47638521843119e-05	0.000177166226211743	7.38192609215597e-05	0.00757385617055202	0.000206693930580367	0.000147638521843119	0.00106299735727046	5.90554087372477e-05	0.000280513191501927	0.00801677173608138	2.95277043686239e-05	0.0374706568437837	0.000428151713345046	0.00308564510652119	2.95277043686239e-05	1.47638521843119e-05	0	0.0679432477522035	0.0225591661376286	1.47638521843119e-05	0.000162402374027431	0.0138484933488846	0.00038386015679211	0.000605317939556789	0.00382383771573679	0.0304578270562355	2.95277043686239e-05	0.0197097426660564	0	1.47638521843119e-05	0.00786913321423826	0.0185729260478644	0.000132874669658807	1.47638521843119e-05	0	0.000472443269897982	0.0689028981441838	2.95277043686239e-05	0.0018602453752233	1.47638521843119e-05	0.000103346965290184	0	0	0	1.47638521843119e-05	0.0102018218593595	1.47638521843119e-05	0.00237698020167422	1.47638521843119e-05	0.00103346965290184	0.000959650391980276	0.150384598349401	0.00597936013464633	0.0602217530598084	0.000369096304607798	0.000118110817474495	0
T.CS.115	0.0675910568566311	0.00431234657997744	0.000265375174152458	0.000225568898029589	0.00894314336893784	0.00260067670669409	0.030611026338486	0.00725801101306973	0.00147283221654614	2.65375174152458e-05	0.0023751078086645	0	0.003131427054999	0.0160419292775161	0.000942081868241226	0.023751078086645	0.00735089232402309	0	0.005559609898494	0.000331718967690573	0.000809394281164997	0.0134810588469449	0.00124726331851655	0.000119418828368606	0.0839647051018377	0.00624958535129039	0.00693956080408678	0.000968619385656472	0	0.000703244211504014	0.048417700524116	0	0.00116765076627082	0.00072978172891926	0.00137995090559278	2.65375174152458e-05	0.000132687587076229	0.00187089497777483	1.32687587076229e-05	0	0.000517481589597293	0.0426723280037153	0.00100842566177934	0	0.0020831951170968	0.000490944072182047	0.00167186359716049	0.000291912691567704	0.00857161812512439	0.00938101240628939	0.0180985868771976	0.000743050487626883	0.00100842566177934	0.00366217740330392	0.0019107012538977	0.000291912691567704	0.0142771843694022	0.023432627877662	0.00107476945531746	0.00780203012008227	0.000384794002521064	0.000663437935381145	0.00951369999336562	0.00551980362237113	0.00691302328667153	1.32687587076229e-05	0.00699263583891727	5.30750348304916e-05	6.63437935381145e-05	0.000716512970211637	0.000371525243813441	2.65375174152458e-05	0.00157898228620713	1.32687587076229e-05	0.000145956345783852	0.00041133151993631	0.000172493863199098	0.00159225104491475	0.00488290320440523	0.0045777217541299	0.00626285410999801	0.0145425595435547	0.000689975452796391	0.000132687587076229	0.008691036953493	0	0.033463809460625	0.00274663305247794	0.0399920387447754	0.000636900417965899	0.000477675313474424	0	0.059218470112121	0.00260067670669409	0.00132687587076229	0.00599747893584555	0.0158296291381941	0.00798779274198899	0.00120745704239368	0.00355602733364294	0.0143302594042327	0.000185762621906721	0.00754992370463743	0	0	0.00632919790353612	0.0117561202149539	0	0	1.32687587076229e-05	0.000119418828368606	0.0287534001194188	1.32687587076229e-05	0.00031845020898295	1.32687587076229e-05	0.0159623167252704	0.00581171631393883	0	0	0.000955350626948849	0.00399389637099449	0	0.0015657135274995	0.000238837656737212	0.00460425927154515	9.28813109533603e-05	0.0340476348437604	0.00041133151993631	0.00591786638359981	0.000398062761228687	0.000371525243813441	0
T.CS.126	0.0155635822798258	0.0105173695952406	0.000451503240199724	0.0410867948581749	0.00849888452140657	0.000318708169552746	0.0678184425794115	0.00310740465313928	0.00508605120577924	0	0	1.32795070646978e-05	0.000610857324976097	0.043716137256985	2.65590141293955e-05	0.013970041432062	0	0.00136778922766387	1.32795070646978e-05	0.000571018803782004	0.00253638584935727	0.000305428662488048	1.32795070646978e-05	0.000491341761393817	0.243652395623074	0	0	0.00211144162328694	0	0.00224423669393392	1.32795070646978e-05	0.000199192605970466	0.000717093381493679	9.29565494528843e-05	0.00199192605970466	1.32795070646978e-05	0	0.00572346754488473	0	1.32795070646978e-05	0.00270901944119834	0.0152847126314671	0.000371826197811537	0	0.00220439817273983	0	0.00151386380537554	0.000106236056517582	0.000730372888558377	0.00231063422925741	0.00241687028577499	0.00334643578030384	0.000597577817911399	0.00124827366408159	3.98385211940933e-05	0.000756931902687772	0.00115531711462871	0.0117523637522575	0.000398385211940933	0.0660257091256772	0.000398385211940933	0.000292149155423351	0.0231461808137682	0	0.0188701795389355	7.96770423881866e-05	0.00644056092637841	0	3.98385211940933e-05	0.00220439817273983	0.000703813874428981	0.00011951556358228	0.00370498247105067	0.000345267183682142	0.000225751620099862	0	1.32795070646978e-05	1.32795070646978e-05	0.0197466270052056	0.000132795070646978	0.00131467119940508	0.00806066078827154	0.000292149155423351	0.000159354084776373	0.0240093487729735	1.32795070646978e-05	0.0105704876234994	0.00191224901731648	0.0138638053755445	0.000292149155423351	0.000810049930946563	0	0.0895569956443217	0.00171305641134601	0.000982683522787634	0.000478062254329119	0.0188170615106767	0.0029746095824923	0.00165993838308722	0.00281525549771592	1.32795070646978e-05	0.000199192605970466	0.0252443429299904	1.32795070646978e-05	2.65590141293955e-05	0.000212472113035164	3.98385211940933e-05	0	0.0163072346754488	0	0.000610857324976097	0.0379926697121003	1.32795070646978e-05	0.000398385211940933	2.65590141293955e-05	1.32795070646978e-05	0.000637416339105492	0	1.32795070646978e-05	0.000517900775523213	0.00808721980240094	0.00041166471900563	0.00483374057154998	0.00114203760756401	0.000464782747264422	1.32795070646978e-05	7.96770423881866e-05	0.0292680335705939	0.0140895569956443	0.000597577817911399	0.000571018803782004	0.00123499415701689
CS.242	0.00321645264260825	0.00141328979750969	0.000121835327371525	0.00928385194571018	0.000487341309486099	0	0.028850605521577	0.000950315553497892	0.000121835327371525	0	0.000170569458320135	0	0	0	0	0.0422281244669704	9.74682618972197e-05	0.000121835327371525	0.00287531372596798	0.000389873047588879	0.00277784546407076	0.0459806525500134	4.87341309486099e-05	0.000877214357074977	0.25029849655206	4.87341309486099e-05	0.00138892273203538	0.00136455566656108	9.74682618972197e-05	0.00231487122005897	2.43670654743049e-05	0.0242695972124077	0.00014620239284583	0	0.00124272033918955	2.43670654743049e-05	2.43670654743049e-05	0.0137673919929823	2.43670654743049e-05	4.87341309486099e-05	0.000584809571383318	0.0157898584273496	0.000170569458320135	0.00014620239284583	0.000560442505909013	0	0.00221740295816175	4.87341309486099e-05	0.00168132751772704	0.00250980774385341	0.00355759155924852	0.00579936158288457	0.000852847291600673	0.00136455566656108	9.74682618972197e-05	0.000609176636857623	0.00187626404152148	0.0166427057189503	0.000219303589268744	0.0466629303832939	7.31011964229148e-05	0.00258290894027632	0.0212480810935939	2.43670654743049e-05	0.0302151611881381	0	0.0137917590584566	2.43670654743049e-05	4.87341309486099e-05	0.00823606813031507	0.000194936523794439	0.00014620239284583	0.00660347474353664	0.000755379029703453	0.000657910767806233	2.43670654743049e-05	0	0	0.0173006164867565	0.000487341309486099	0.00287531372596798	0.00589682984478179	4.87341309486099e-05	7.31011964229148e-05	0.00487341309486099	7.31011964229148e-05	0.00879651063622408	0.000292404785691659	0.00448354004727211	0.000194936523794439	0.00014620239284583	0	0.11184483052706	0.00509271668412973	0.00168132751772704	0.000804113160652063	0.0261458612539292	0.00165696045225274	0.000755379029703453	0.00155949219035552	0.00904018129096713	2.43670654743049e-05	0.026608835497941	0.000121835327371525	2.43670654743049e-05	0.00104778381539511	0.0322619946879797	2.43670654743049e-05	0.000487341309486099	2.43670654743049e-05	0.00109651794634372	7.31011964229148e-05	0	0.000341138916640269	0.000243670654743049	0.00014620239284583	0.000170569458320135	0	0	0.000121835327371525	0.0103316357611053	0	0.0100879651063622	2.43670654743049e-05	0.00282657959501937	9.74682618972197e-05	0.0542167206803285	0.0227344720875265	0.00229050415458466	0.000755379029703453	0.000194936523794439	0.000292404785691659
L.034.M1	0	0.000740990232401482	0.000471539238800943	0.0144156281576288	0.00498484338160997	0	0.0169080498484338	0.0048501178848097	0.00255978443920512	0	0	0.000202088245200404	0.00215560794880431	0.00188615695520377	0	0.0360390703940721	0	0	0.0160996968676322	0.00269450993600539	0.0136072751768272	0.023981138430448	0	0	0.068979454361738	0.0146177164028292	0	0.00687100033681374	0	0.00626473560121253	0	0	0.00168406871000337	0	0.00417649040080835	0	6.73627484001347e-05	0.0103065005052206	6.73627484001347e-05	0.000740990232401482	0.000875715729201751	0.0165712361064331	0	0.000134725496800269	0.0156281576288313	0	0.00168406871000337	0.000336813742000674	0.000471539238800943	0.00343550016840687	0.0117884809700236	0.014482990906029	0.00168406871000337	0.00101044122600202	6.73627484001347e-05	0	0.000404176490400808	0.0443920511956888	0.000202088245200404	0.0165712361064331	0.000269450993600539	0.00148198046480296	0.0624452677669249	0	0.0361064331424722	0.000134725496800269	0.0205456382620411	0	0.000202088245200404	0.00902660828561805	0.000740990232401482	0.000134725496800269	0.00471539238800943	0.00235769619400472	0.000538901987201078	0	0.000269450993600539	0.000269450993600539	0.0176490400808353	0.00127989221960256	0.00127989221960256	0.0183226675648366	0	0.000269450993600539	0.00289659818120579	0.0123273829572247	0.0105759514988212	0.000673627484001347	0.00761199056921522	0.00316604917480633	6.73627484001347e-05	0	0.10986864264062	0.0107106769956214	6.73627484001347e-05	0.000134725496800269	0.067497473896935	0.00255978443920512	0.00835298080161671	0.00249242169080498	0.0272819131020546	0.000134725496800269	0.00909397103401819	6.73627484001347e-05	0	0.00357022566520714	0	0	0	0	0.000404176490400808	0.0628494442573257	0	0.000808352980801617	0	0	0	0	0	0	0.000336813742000674	0	0.00114516672280229	0.000943078477601886	0.000202088245200404	0.000336813742000674	0.0621084540249242	0.0107780397440216	0.00188615695520377	0.00767935331761536	0.000538901987201078	0.0050522061300101
CS.088	0	0.00296426185704743	0.000167000668002672	0.000542752171008684	0.00555277221108884	0.00563627254509018	0.0477621910487642	0.00642952571810287	0	0	4.1750167000668e-05	0	0.00271376085504342	0	0	0.0125250501002004	0	0	0.00212925851703407	0	4.1750167000668e-05	0.00171175684702739	0	0	0.277930861723447	0.0450484301937208	0	0.000459251837007348	0	0.0010437541750167	0	0	0	0	0.000334001336005344	0.00020875083500334	0	4.1750167000668e-05	0.00425851703406814	0	0.00254676018704075	0.00901803607214429	0	0.000459251837007348	0.00083500334001336	0	0.000250501002004008	4.1750167000668e-05	0	0.00989478957915832	0.000584502338009352	0.00513527054108216	8.3500334001336e-05	0	0	0	0	0.0356128924515698	0	0.00647127588510354	4.1750167000668e-05	0.00288076152304609	0.0410821643286573	0	0.0050935203740815	0	0.0261773547094188	0	0	0.0176185704742819	0.0011690046760187	0	0.00964428857715431	0.0251753507014028	0.000375751503006012	0	0	0	0.0250083500334001	0.00237975951903808	0.000709752839011356	0.00020875083500334	0	8.3500334001336e-05	0	0	0.157189378757515	0	0.000125250501002004	0.000167000668002672	0	0	0.0344438877755511	0.000709752839011356	0	8.3500334001336e-05	0.0240063460253841	0	0.000876753507014028	0.000334001336005344	4.1750167000668e-05	0.000501002004008016	0.0555277221108884	0	0	0	4.1750167000668e-05	0	4.1750167000668e-05	0	0	0.0290163660654643	4.1750167000668e-05	0.00384101536406146	0	0	0	0	0	0	0.00150300601202405	0	0.0165330661322645	0	0.00020875083500334	0	0.0274298597194389	0.00020875083500334	0.000459251837007348	0.000375751503006012	0	0
CS.356	1.30485274736746e-05	1.30485274736746e-05	0.000717669011052103	0.0039537038245234	1.30485274736746e-05	0	0.0426817333663896	0.000156582329684095	0	5.21941098946984e-05	0	0	0.000300116131894516	2.60970549473492e-05	0.000117436747263071	0.139906311572739	1.30485274736746e-05	2.60970549473492e-05	1.30485274736746e-05	0	6.5242637368373e-05	5.21941098946984e-05	1.30485274736746e-05	0.000234873494526143	0.0621892819395331	2.60970549473492e-05	0	6.5242637368373e-05	1.30485274736746e-05	0.00660255490167935	0	0	0	0	0	0.000247922021999817	1.30485274736746e-05	1.30485274736746e-05	0.00197032764852486	5.21941098946984e-05	0.0063154872972585	5.21941098946984e-05	0	7.82911648420476e-05	5.21941098946984e-05	0	0	1.30485274736746e-05	0	0.00262275402220859	0.030755379255451	0.00536294479168026	0	0	0	0	0	0.0025183658024192	0	0.00189203648368282	0	0.0261883946396649	0.109594582251393	0	0.000717669011052103	0	0.00260970549473492	0	0	2.60970549473492e-05	0	0	0.00927750303378264	0.000404504351683912	0	0	0	0	0.0123700040450435	0.0234482038701932	0	6.5242637368373e-05	0	0.0334564244425017	0.000182679384631444	0	0.016963085715777	7.82911648420476e-05	6.5242637368373e-05	7.82911648420476e-05	1.30485274736746e-05	0	0.0461395931469134	0.00212690997820896	0	1.30485274736746e-05	0.000782911648420476	0	2.60970549473492e-05	1.30485274736746e-05	0	0.0309250101126088	5.21941098946984e-05	1.30485274736746e-05	0	0.018124404660934	0.00173545415399872	0	0	1.30485274736746e-05	0	0	0	0.000678523428631079	0.256155642835706	0	0	0	0	0	7.82911648420476e-05	0	0.0380886516956561	0	1.30485274736746e-05	0	5.21941098946984e-05	0.00927750303378264	0.0225087098920887	0.00776387384683638	0	0
L.024.M1	9.08120870887915e-05	4.54060435443958e-05	0.0010897450450655	0.031670715372216	0.00914931777419575	0.00192975685063682	0.0389583853610916	0.00177083569823143	0.00124866619747088	0	0.000295139283038572	0	0.000499466478988353	0.000249733239494177	0.0010216359797489	0.00113515108860989	2.27030217721979e-05	0	0.000181624174177583	0	0	0.00610711285672123	0.000204327195949781	0	0.261720434989897	0.0644084727677254	0	4.54060435443958e-05	2.27030217721979e-05	0.000158921152405385	0.000885417849115717	0	0	0	0.000204327195949781	0.000113515108860989	0.002179490090131	0.00308761096101891	0.000454060435443958	0.0103752809498944	0.0100801416668559	0.00326923513519649	0.000181624174177583	0	0.000158921152405385	6.81090653165936e-05	0.000136218130633187	0.000113515108860989	0.000204327195949781	0.0064022521397598	0.0135764070197743	0.00288328376506913	6.81090653165936e-05	0.000136218130633187	0.00131677526278748	4.54060435443958e-05	4.54060435443958e-05	0.00867255431697959	2.27030217721979e-05	0.00286058074329693	4.54060435443958e-05	0.00118055713215429	0.0296501464344904	2.27030217721979e-05	0.00311031398279111	4.54060435443958e-05	0.00313301700456331	0	2.27030217721979e-05	0.00124866619747088	0.000136218130633187	0	0.00311031398279111	0.00258814448203056	4.54060435443958e-05	2.27030217721979e-05	4.54060435443958e-05	0	0.0165505028719323	0.000227030217721979	0.000204327195949781	0.00043135741367176	6.81090653165936e-05	0.000227030217721979	0.00267895656911935	0	0.0298771766522124	0.000522169500760551	0.00186164778532023	0	0	2.27030217721979e-05	0.0673144595545667	0.00715145185824233	0.000522169500760551	4.54060435443958e-05	0.00515358594228892	0.000204327195949781	0.00074919971848253	0.00326923513519649	0.0263582082775217	4.54060435443958e-05	0.0332826299180421	0	0	0.00140758734987627	0.0054033191817831	0	0.0138488432810407	0.0614570799373397	0.000454060435443958	0.0548732036234023	0.0128272073012918	0.00295139283038572	0	2.27030217721979e-05	2.27030217721979e-05	0	0	0	0.00458601039798397	0	0.000158921152405385	0	0.000158921152405385	0.000227030217721979	0.0423865416486934	0.0249052148841011	0.0203192044861171	0.0113061048425545	0	0
CS.237	0	3.58590024025532e-05	0.00595259439882382	0.0341736292896332	0	7.17180048051063e-05	0.0966400114748808	0.000358590024025532	0.000143436009610213	0.00200810413454298	0.000251013016817872	0.00068132104564851	3.58590024025532e-05	0	7.17180048051063e-05	0.147021909850468	0	0.000107577007207659	0	0.000717180048051063	0.000215154014415319	0.000537885036038297	0	7.17180048051063e-05	0.00684906945888765	0.000537885036038297	0	0.00573744038440851	0	0.00376519525226808	7.17180048051063e-05	0	0	3.58590024025532e-05	0.00369347724746298	0.000537885036038297	0.0028328611898017	0.00078889805285617	0	7.17180048051063e-05	0.0932334062466382	0.00466167031233191	0	0.000968193064868935	0.00125506508408936	0	0.000968193064868935	0.000573744038440851	0.000215154014415319	0.00121920608168681	0.00498440133395489	0.00688492846129021	0	0.000502026033635744	0.000286872019220425	0.0157779610571234	0.000394449026428085	0.0724710438555599	0	0.0105425467063506	0	0.00347832323304766	0.0562986337720085	0	0.000968193064868935	7.17180048051063e-05	0.00139850109369957	0.000430308028830638	0	0.0251371606841898	0.000179295012012766	3.58590024025532e-05	0.0158496790619285	0.00598845340122638	0.000717180048051063	0	0	0	0.0311973320902212	0.00692078746369276	0.000358590024025532	0.00961021264388425	0	0	0.00103991106967404	3.58590024025532e-05	0.00351418223545021	0.000179295012012766	0.00200810413454298	0.00100405206727149	0.000537885036038297	0.00136264209129702	0.159429124681751	0.00455409330512425	0.00333488722343744	0.000573744038440851	0.012837522860114	0.000968193064868935	0.000932334062466382	0.00623946641804425	3.58590024025532e-05	0.00111162907447915	0.000322731021622978	0.000215154014415319	0	0.000573744038440851	0.00125506508408936	0.00236669415856851	0.000143436009610213	0	0	0.0150607810090723	3.58590024025532e-05	0.0256391867178255	0.00103991106967404	0	0	3.58590024025532e-05	3.58590024025532e-05	0	0.000107577007207659	0.00519955534837021	0.00860616057661276	3.58590024025532e-05	0.00182880912253021	0	0.000968193064868935	0.0114031627640119	0.00469752931473446	0.0161365510811489	0	0.0079606985333668
CS.246	0.00246650486394759	0.00248623690285917	0.000828745634286391	0.0771917362221038	0.00260462913632866	5.91961167347422e-05	0.0208764971684524	0.00104579806231378	0.00134177864598749	0	1.97320389115807e-05	0	0.000177588350204227	0.0117800272302137	0	0.0707985556147517	0	0.00219025631918546	0	0.000118392233469484	0.00155883107401488	0.000118392233469484	3.94640778231615e-05	0.000177588350204227	0.228023441662227	7.89281556463229e-05	0	0.00130231456816433	0.000394640778231615	0.00949111071647033	0	0.000118392233469484	0.000138124272381065	7.89281556463229e-05	0.00118392233469484	5.91961167347422e-05	0	0.0127271650979696	0	0	0.00177588350204227	0.0116813670356558	0.000236784466938969	0.000907673789932714	0.00120365437360642	0	0.00110499417904852	0.00165749126857278	0.000315712622585292	0.00359123108190769	0.00165749126857278	0.00246650486394759	0.000473568933877938	0.000611693206259003	0	0.000513033011701099	0.000789281556463229	0.0166341088024626	0.000177588350204227	0.0570058604155567	0.000177588350204227	0.00866236508218394	0.0632017206337931	0.000177588350204227	0.0128060932536159	7.89281556463229e-05	0.00736005051401961	0.00104579806231378	7.89281556463229e-05	0.0136545709268139	0.000434104856054776	7.89281556463229e-05	0.0104185165453146	0.00165749126857278	0.000177588350204227	0	3.94640778231615e-05	0	0.0184099923045048	0.000197320389115807	0.000828745634286391	0.00560389905088893	0.000315712622585292	0	0.0155685787012372	0	0.0100830718838178	0.000966869906667456	0.0103593204285799	0.000374908739320034	0.000493300972789518	0.000138124272381065	0.0882614100515006	0.00824799226504075	0.000552497089524261	0.0053276505061268	0.0677400895834567	0.00195347185224649	0.00144043884054539	0.00181534757986543	0.000572229128435841	1.97320389115807e-05	0.0100041437281714	0	0	7.89281556463229e-05	0.000493300972789518	0	0.00925432624953136	0	0.000335444661496872	0.0243690680558022	1.97320389115807e-05	0.000138124272381065	0	1.97320389115807e-05	0.00027624854476213	0	3.94640778231615e-05	0.000197320389115807	0.00311766214802976	0.000197320389115807	0.00674835730776061	0.000651157284082164	0.000157856311292646	0	5.91961167347422e-05	0.0142465320941613	0.00657076895755638	0.000138124272381065	0.000118392233469484	0.000453836894966357
CS.085	9.9724096665891e-05	0.0011634477944354	0.00265930924442376	0.00169530964332015	0.00129641325665658	0.00159558554665426	0.0603330784828641	0.0188478542698534	0.000565103214440049	9.9724096665891e-05	0.025629092843134	0	0.0141940630921118	0.000132965462221188	0.00126317189110129	0.0463052222185287	0.000232689558887079	0.000797792773327128	0.00688096266994648	0.00149586144998837	0.000797792773327128	0.0261277133264635	6.6482731110594e-05	0.000299172289997673	0.0853305853804474	0.00146262008443307	0.000531861848884752	0.00352358474886148	0.00249310241664728	0.00352358474886148	6.6482731110594e-05	0	0	0	0.00485323937107336	0.000199448193331782	0.000265930924442376	0.00359006747997208	6.6482731110594e-05	0.00099724096665891	0.00701392813216767	0.0235681281787056	0.00033241365555297	0.000232689558887079	0.00239337831998138	0	0.00149586144998837	0.000365655021108267	0.00322441245886381	0.00289199880331084	0.00917461689326197	0.00495296346773925	0.00033241365555297	0.00242661968553668	0.00398896386663564	0.000199448193331782	0.00365655021108267	0.0308479872353156	3.3241365555297e-05	0.0077452381743842	0.000132965462221188	0.00651530764883821	0.04085363826746	0.0055180666821793	0.0120998570621281	3.3241365555297e-05	0.0105707542465844	3.3241365555297e-05	0.000199448193331782	0.00967323737659143	0.000265930924442376	0.000398896386663564	0.00744606588438653	0.000565103214440049	0.000897516869993019	0.000199448193331782	0.000498620483329455	3.3241365555297e-05	0.0249975068975834	0.00378951567330386	0.00245986105109198	0.0162882691220955	6.6482731110594e-05	0.00146262008443307	0.00309144699664262	0.000598344579995346	0.0422830169863378	0.000498620483329455	0.0146262008443307	0.0010637236977695	0	0	0.0847987235315627	0.00821061729215836	0.00196124056776252	0.000764551407771831	0.0588372170328757	0.00761227271216302	0.00309144699664262	0.00678123857328059	0.0032908951899744	9.9724096665891e-05	0.0230030249642655	6.6482731110594e-05	0.000365655021108267	0.00305820563108733	0.0154904763487684	3.3241365555297e-05	0	0	6.6482731110594e-05	0.0142937871887777	0	0.000398896386663564	0.000265930924442376	0	0.000199448193331782	9.9724096665891e-05	0	0	0.00691420403550178	0.000265930924442376	0.0131303393943423	0.00066482731110594	0.00305820563108733	0	0.00345710201775089	0.0384935013130339	0.0543163913173553	0.00166206827776485	0.00033241365555297	0.000199448193331782
