CS.293	L.036.M1	L.011.M1	CS.244	CS.257	CS.017	CS.043	L.022.M1	CS.354	CS.101	CS.036	CS.313	CS.019	L.006.M1	CS.219	CS.186	CS.042	CS.371.1	CS.050	CS.066	CS.064	CS.149	CS.290	CS.117	CS.334	CS.155	CS.381	CS.287	CS.077	CS.115	CS.378	CS.128	CS.224	CS.292	CS.376	CS.205	CS.213	CS.136	CS.374	CS.125	CS.282	CS.126	CS.302	CS.203	CS.380	CS.386	CS.178	CS.214	CS.268	CS.148	CS.254	CS.372	CS.389	CS.166	CS.395	CS.181	CS.256	CS.147	CS.323	CS.348	T.CS.062	T.CS.057	T.CS.079	T.CS.001	T.CS.048	TFS.023	T.CS.022	T.CS.058	T.CS.034	T.CS.003	T.CS.076	T.CS.069	T.CS.041	T.CS.029	T.CS.072	T.CS.167	T.CS.110	T.CS.129	T.CS.121	T.CS.118	T.CS.178	T.CS.123	T.CS.112	T.CS.128	T.CS.139	T.CS.125	T.CS.102	T.CS.134	T.CS.108	T.CS.122	L.024.M1	CS.082	CS.241	CS.356	CS.085	CS.103	CS.087	CS.088	L.034.M1	CS.242	CS.238	CS.246	CS.015	CS.110	CS.006	CS.358	CS.311	CS.044	CS.363	CS.113	CS.233	CS.207	CS.274	CS.336	CS.165	CS.189	CS.191	CS.150	CS.330	CS.151	CS.227	CS.318	CS.319	CS.343	CS.223	CS.080	CS.158	CS.112	CS.194	CS.320	CS.163	CS.202	CS.322	CS.285	CS.361	CS.326	CS.262	CS.370	CS.393	CS.390	CS.270	CS.145	CS.255	CS.253	TFS.022	TFS.021	TFS.020	T.CS.043	T.CS.031	TFS.027	T.CS.045	T.CS.061	T.CS.066	T.CS.049	T.CS.036	T.CS.026	T.CS.008	T.CS.064	TFS.025	T.CS.109	T.CS.095	T.CS.166	T.CS.157	T.CS.142	T.CS.151	T.CS.141	T.CS.158	T.CS.152
CS.268	0.718009291363	0.670865763127	0.638470373929	0.683021974465	0.64679410016	0.688385507463	0.626815783534	0.690232546568	0.665886160356	0.70976606474	0.604256286281	0.683537881184	0.642516200606	0.664145190294	0.62089546094	0.660624897371	0.64204920813	0.64959648152	0.618071956522	0.672404345482	0.59029013682	0.574156675806	0.592294358897	0.648575144033	0.585856483937	0.646688120101	0.58428101777	0.586016852517	0.633531149285	0.631714094561	0.640698413223	0.584211921668	0.690748197721	0.562597236873	0.609888414848	0.65288474936	0.612882172906	0.569108695332	0.605067393673	0.586723976197	0.605175400455	0.623983178501	0.686634643901	0.666338394329	0.656908137403	0.583992627835	0.594123040411	0.5712428579	0	0.53826239539	0.53051952325	0.518550526358	0.591870507596	0.540270983943	0.542702070432	0.549163581459	0.532253370121	0.584666822445	0.538846520155	0.574140768835	0.641864192352	0.666379338994	0.644579068884	0.653671619644	0.661818829692	0.659838992088	0.620499344439	0.623000173974	0.664069016754	0.697190343586	0.622233680686	0.656458971674	0.639648351525	0.559654831615	0.633993539468	0.66933554685	0.665539084253	0.701258199333	0.66706527008	0.631552770121	0.659514209345	0.641409938519	0.64596990027	0.636864652275	0.69355082739	0.662469276726	0.702635789697	0.686587684892	0.700155033689	0.659705088255	0.701015641304	0.643956066115	0.717292207592	0.719373293731	0.622177503554	0.614048990819	0.669078124424	0.72123739121	0.643421363362	0.650276809028	0.656041112225	0.62062423742	0.725203793517	0.587187474925	0.657764459985	0.67109507317	0.65051052119	0.651488319905	0.547939793522	0.692631401409	0.644829395588	0.604984541456	0.616348264366	0.615917223252	0.668641363442	0.631377643635	0.676699581333	0.574474236859	0.589061651835	0.628528621315	0.699495562951	0.591997082262	0.601375608485	0.590307889386	0.56838320734	0.593642361431	0.607948343578	0.589624910505	0.680329761679	0.560885254562	0.61521400144	0.670183948213	0.580350588417	0.621345441959	0.635766086074	0.595643651086	0.628355202624	0.543072070911	0.602714629878	0.528166467934	0.531902404614	0.594600435529	0.556684633892	0.643208505064	0.690317970177	0.670096991273	0.691096289738	0.68512824296	0.656017790212	0.69780242655	0.686051902677	0.650368608901	0.6705432146	0.662823114674	0.639634406706	0.665928323571	0.703427143586	0.636645483577	0.675169000696	0.682358064789	0.708223112912	0.66864803397	0.675800168772	0.731278299254	0.701130679036	0.714857477688	0.674153639716	0.679526922064
CS.148	0.716553519456	0.671562910401	0.671120911291	0.702634830703	0.663106942051	0.695893617351	0.653008086257	0.703396571824	0.657563115435	0.727333291239	0.6631213016	0.697910802931	0.675402041392	0.664907076532	0.678975536651	0.697673427585	0.648071316546	0.614080673038	0.655903033591	0.68371225058	0.674045365634	0.564109031855	0.545550668686	0.660331355845	0.567773391168	0.641880598125	0.611747563772	0.557000636806	0.675820923034	0.633970126894	0.634111470816	0.589749610294	0.606820246476	0.617165324479	0.571739003243	0.589159732981	0.584689260228	0.592085585589	0.589561521555	0.562932869782	0.56412892861	0.618085651977	0.658412389417	0.668713160201	0.65470159722	0.565348699365	0.615567110684	0.569056538753	0.53826239539	0	0.55020220141	0.538188988436	0.569830433497	0.531715555994	0.584492383255	0.549051174917	0.509916447606	0.559586918182	0.561963807027	0.619067179691	0.67121788727	0.611104336936	0.583180658307	0.591924710918	0.652162723554	0.639612761195	0.627992667916	0.638872530667	0.673962661387	0.698494648208	0.625992515211	0.628201372487	0.660916060122	0.599561291959	0.665571643777	0.68295267022	0.679228572188	0.691810351001	0.681879466297	0.620970585927	0.680816647956	0.641968407223	0.646057840494	0.670647743886	0.7065525833	0.636859053234	0.715440207934	0.674970599256	0.71190693439	0.679041884569	0.711825631663	0.686746201144	0.719060302101	0.699552501493	0.657871486619	0.653046730328	0.668916296876	0.69915209345	0.631825537067	0.660609200004	0.671789215073	0.652403963684	0.719717613439	0.584788903086	0.675199618472	0.642198796431	0.651874755999	0.653943637695	0.511706053035	0.672051014407	0.682095673008	0.604544566733	0.577851793462	0.609006646151	0.644861195437	0.651892393636	0.687434927191	0.582188938318	0.551029778468	0.661136333612	0.650303353638	0.551299793096	0.575998943614	0.559550571557	0.536327854099	0.602991972145	0.603853394435	0.582560436059	0.592181980468	0.546146331298	0.637211105431	0.668942745088	0.511074782824	0.614983316605	0.615287887603	0.561421973193	0.5873290645	0.560477099752	0.614825467157	0.499924027704	0.489362909456	0.613846724917	0.562462867158	0.621631902038	0.686650288213	0.663664272034	0.695571744235	0.66748587544	0.656433876791	0.680193782199	0.677226540985	0.645171412471	0.702673626913	0.607543841739	0.684280198341	0.620587535438	0.662403028019	0.657745506629	0.646424448262	0.698014487844	0.707415499069	0.668434440862	0.678500469861	0.687694807327	0.671372976879	0.679351568816	0.677349216424	0.673151811994
CS.254	0.679487215908	0.652646005796	0.612791627984	0.723772798833	0.667803169244	0.681957413265	0.598770869798	0.690353049928	0.669869109428	0.694591050041	0.62938462458	0.66133099871	0.63453710431	0.668598170634	0.588164456462	0.673874772802	0.638166476438	0.58466864476	0.676607872986	0.689815300756	0.639977892728	0.5165898651	0.520632635769	0.65521215517	0.507364547575	0.567248746933	0.543025295524	0.493631685923	0.626034719667	0.621809472948	0.638565050877	0.511052630505	0.664688608091	0.534843443638	0.512665318812	0.582192972507	0.556005613868	0.569933587274	0.540963196312	0.482853098764	0.524299280625	0.53228749643	0.619699189448	0.626569420211	0.600108389375	0.598483206934	0.543470174608	0.53959537623	0.53051952325	0.55020220141	0	0.456566323725	0.489518608783	0.493156337636	0.469168967491	0.475511763276	0.4878907985	0.487955571469	0.44315447379	0.52714165684	0.632854007747	0.623317289019	0.55170213228	0.61155727775	0.635743529688	0.61566617514	0.579096758442	0.600776475023	0.619818593275	0.656727360408	0.553134120308	0.583979201497	0.616871471287	0.568255166524	0.624298926404	0.659178108258	0.656974103308	0.646524486928	0.618106330601	0.545073128244	0.651562074913	0.607845952162	0.612946390355	0.611483129993	0.662897209343	0.584652509779	0.68517569183	0.647297211349	0.675755193599	0.602908536487	0.686220150958	0.625384112282	0.686856313931	0.65572157365	0.628918280108	0.623665725939	0.666520739588	0.708066463909	0.6133474534	0.609134752369	0.631842733164	0.603994185352	0.727764312317	0.577801125026	0.639012116758	0.608724661985	0.617796852946	0.634803098765	0.49889148231	0.66168316734	0.655915858148	0.596588255397	0.547326845213	0.567945067046	0.635588954464	0.571393265331	0.642444952299	0.56305353352	0.512468933123	0.570650365467	0.659765245672	0.499013299466	0.512834481736	0.537414136833	0.474907510038	0.602678292159	0.614747716765	0.584395408073	0.584609486984	0.505988594788	0.624858894758	0.668168078637	0.498252180146	0.614881568138	0.584614868049	0.526706137363	0.528231306156	0.462152640021	0.562772724129	0.503816612274	0.481828575693	0.493763076709	0.503060266544	0.622540610998	0.640877773634	0.643193284871	0.653937261092	0.6598256459	0.617998376008	0.644353209197	0.660127659772	0.591828304351	0.677266287438	0.579815680791	0.645179198521	0.619203683594	0.617809014315	0.612294356781	0.607227999478	0.666293378394	0.689816138755	0.606158172293	0.67085174825	0.676190418016	0.662591822641	0.678007641873	0.629669913078	0.608429664265
CS.372	0.669756511644	0.62828910804	0.613464924256	0.724484239374	0.66732338331	0.663404901101	0.592993216834	0.676445651943	0.659154816831	0.675221876152	0.583988982424	0.664464781426	0.627664414334	0.647517760145	0.585312612572	0.668224789222	0.615804223891	0.566980005819	0.683593667461	0.690344473147	0.618335155789	0.512098206205	0.520259271249	0.641072466944	0.520136350223	0.54683390114	0.534420667508	0.530974415244	0.615401420206	0.645739799961	0.642111696549	0.484023929146	0.661462696934	0.567810699943	0.499226032499	0.583188711583	0.527116968101	0.570089403649	0.556102924514	0.49709921419	0.53338972458	0.538477690209	0.620900344835	0.629636514073	0.567074447401	0.598761767475	0.562449307443	0.530389217369	0.518550526358	0.538188988436	0.456566323725	0	0.501203901483	0.494379372383	0.482664966445	0.470801383221	0.489638988277	0.510892384458	0.429270003644	0.490099279497	0.614558460326	0.631527428499	0.567056919923	0.608012776796	0.609427906246	0.630103968352	0.577996363783	0.602464251204	0.621741120779	0.658537909299	0.559275254239	0.560265646183	0.612292293067	0.565026902763	0.600352462675	0.650456546209	0.646720958798	0.636072075141	0.577249007062	0.543384764256	0.633846591461	0.595449342156	0.583025801775	0.574218349592	0.652465039303	0.602856438671	0.681908894559	0.628378250535	0.669262257301	0.59502718115	0.690323932197	0.63268770288	0.656278051574	0.696527735957	0.633141961481	0.618271557872	0.666297039455	0.717093175144	0.61921417593	0.598267709104	0.626210056593	0.605675837031	0.681248941876	0.591910983334	0.650841558098	0.641592422456	0.636921274103	0.621594110019	0.47834554075	0.64037826615	0.666965045691	0.603321628706	0.581775179959	0.562258809319	0.652554248529	0.627586142458	0.627031311879	0.57006733374	0.522409691804	0.543071008354	0.673440063072	0.509211126583	0.486716450708	0.532358061111	0.476599524337	0.591937423024	0.603613104229	0.585340822557	0.638146594418	0.487700566294	0.631208542831	0.654861232569	0.524564921218	0.610961025179	0.60689669303	0.530436678053	0.546074047157	0.444749209866	0.590869672415	0.484251901936	0.46856897816	0.516577611455	0.479032194551	0.640802779645	0.636683479865	0.656349673312	0.639740761316	0.628626687768	0.620512378296	0.643355422572	0.657464583074	0.578141547982	0.644419379215	0.586827087519	0.651525730165	0.646246518832	0.62546251145	0.59789650604	0.602902883296	0.65479648907	0.679180638299	0.608283710876	0.670283806344	0.6725491951	0.642597175341	0.678499074336	0.622762669578	0.629624874306
CS.389	0.68093108186	0.661709771025	0.6325720389	0.718952928286	0.660976255966	0.678874460107	0.578189369999	0.685229167628	0.679006331474	0.665108622272	0.608936787157	0.656232096453	0.634979612204	0.667265070164	0.583278020024	0.676813076137	0.611859123149	0.598160261411	0.666611386337	0.673766058111	0.622372595142	0.507842629928	0.505509063668	0.640756896335	0.55056123265	0.563476912643	0.573175235476	0.533163230686	0.605821590761	0.623219705938	0.604371564004	0.57251179249	0.657880494591	0.57056433975	0.494583165903	0.559620972746	0.545328685507	0.560250558267	0.555785231034	0.469515069868	0.523762015913	0.543577613157	0.558518834466	0.636840667907	0.598933124081	0.587593865991	0.568218551563	0.535394776943	0.591870507596	0.569830433497	0.489518608783	0.501203901483	0	0.546691522932	0.539239744297	0.520219322183	0.544004004676	0.482800841268	0.493141283641	0.534539372106	0.615809018325	0.596280970363	0.529567182438	0.594279176368	0.596146499137	0.604257508046	0.602292860465	0.623579124595	0.600422038907	0.652063311619	0.569234889713	0.573075929236	0.622662051839	0.594763545417	0.578639036367	0.64745105934	0.658790043926	0.651402618261	0.61332948861	0.559087119166	0.636120572771	0.599363678029	0.614718220525	0.599109273683	0.675962895158	0.593430377307	0.678365311922	0.638439280637	0.688240702167	0.615308212241	0.664475364011	0.635796254197	0.670188556683	0.633739530959	0.63320794841	0.618364454478	0.63063419263	0.699608412557	0.645345915235	0.621701559883	0.617237790649	0.620209948001	0.702669869927	0.58906728224	0.634182082649	0.627689508835	0.622012624378	0.616309314544	0.510908218407	0.635002302037	0.662485847221	0.559613929395	0.505324699832	0.562663150905	0.61076451749	0.591809177783	0.636381137758	0.565096207015	0.501939845153	0.579473265174	0.648776219054	0.508706422064	0.523978989084	0.544239494025	0.495123984982	0.585464095484	0.606631869272	0.583490582497	0.614428005382	0.522832273026	0.60396165764	0.621927844789	0.539952603272	0.577167797969	0.582973615046	0.525907542085	0.559272475109	0.531843922003	0.638966246268	0.516118760385	0.526114038089	0.547306699602	0.513306965749	0.581222305507	0.657835986369	0.646210659465	0.642022669224	0.644680632484	0.623020819627	0.659944358457	0.634594295042	0.580769270863	0.663785877177	0.576957842678	0.634543087109	0.587406322585	0.615993218	0.631068710284	0.590339447444	0.666023061397	0.706777233314	0.612599291105	0.663098826875	0.666593940017	0.680093808352	0.681426866568	0.626204419623	0.59347158441
CS.166	0.711846386881	0.6606462127	0.66351892512	0.735963649771	0.696879937898	0.695507232658	0.631565860364	0.705941863782	0.693077332071	0.709112391928	0.641438642448	0.691307777702	0.663900503698	0.68290827518	0.633361408376	0.69002321001	0.675327314228	0.596422596464	0.671431439501	0.688360726391	0.644592262957	0.538431112838	0.544401746243	0.653489879441	0.553051608397	0.614588059843	0.573219225511	0.528386001435	0.645783511597	0.656573539446	0.661415747549	0.566239238749	0.659127316305	0.566938711309	0.574632578737	0.605172611144	0.59473476237	0.584969019676	0.603702550131	0.559767759655	0.542786184878	0.594184299798	0.649055062402	0.658533872987	0.628816867673	0.599929518381	0.586083119371	0.560562926655	0.540270983943	0.531715555994	0.493156337636	0.494379372383	0.546691522932	0	0.500099467383	0.49912136736	0.531115737678	0.5535937385	0.487411233827	0.552616082911	0.672294864419	0.648940527494	0.587958779883	0.624022954982	0.67088124987	0.654047894153	0.619178013968	0.620881169198	0.654440114126	0.699296140765	0.608277355536	0.614436932701	0.63215851696	0.592312525334	0.636027274546	0.69662662879	0.677617298647	0.664835637317	0.657368508116	0.585310628098	0.659145973553	0.636963061143	0.648984351746	0.644212145967	0.69551952873	0.650457440419	0.727362628279	0.671799130649	0.707466616123	0.663440895204	0.718356900459	0.649740361916	0.701494711344	0.71671248093	0.659908417471	0.642532235157	0.691512244926	0.733640437671	0.659899161077	0.657045535672	0.67542873369	0.640544866472	0.73088318461	0.605281955064	0.681501857173	0.627835780511	0.652094458455	0.654234144026	0.506495040355	0.687620087083	0.687761531114	0.609802187764	0.578549873086	0.588922699462	0.66815847594	0.635380499873	0.669062875787	0.589420745199	0.572271394369	0.604379260076	0.690465822532	0.540577861267	0.538810595249	0.595085955567	0.5190476826	0.621367373627	0.637605325549	0.604450805568	0.622756593941	0.544984211365	0.652778658026	0.665291486462	0.537927203324	0.624458197751	0.625245080341	0.568247029743	0.575393524827	0.495039186838	0.606937238439	0.482673391972	0.503320525275	0.564693146165	0.558995745217	0.620087428749	0.681466694626	0.685684259796	0.686029506051	0.677617335377	0.665653668136	0.68494115742	0.672566931398	0.624333441643	0.695712681242	0.627609153964	0.682202813514	0.629481817861	0.662376054352	0.645780739077	0.656090446741	0.699996078441	0.709204314921	0.671722930058	0.706681034766	0.712993358477	0.684720655456	0.724841533041	0.67733478346	0.681110751494
CS.395	0.676662297419	0.624507443707	0.640414010088	0.700022428467	0.657689536875	0.666953199544	0.612603303249	0.669852657864	0.669736590255	0.660887044736	0.630366422775	0.663915555852	0.617049616236	0.660076927683	0.580047655381	0.652653535385	0.647143411628	0.600720486016	0.635715911742	0.668132433761	0.596993746517	0.542844545929	0.546497904138	0.641416481789	0.586890818051	0.591191235904	0.547994800745	0.523000493559	0.630467449788	0.613750667857	0.642763117029	0.538458231544	0.691279776903	0.545637900652	0.585255203686	0.638565133657	0.572443672045	0.558185043407	0.576316693716	0.582942890373	0.589911004514	0.551852840886	0.668443193061	0.642977017328	0.594544013193	0.613267384051	0.561939581343	0.558217422823	0.542702070432	0.584492383255	0.469168967491	0.482664966445	0.539239744297	0.500099467383	0	0.522393191527	0.548958826232	0.545223786546	0.459154304747	0.532394976746	0.628906989119	0.647505822071	0.592891473713	0.643673755463	0.608509266288	0.632013882477	0.587248354657	0.610859230832	0.629245303115	0.669726385063	0.566835242781	0.604557099722	0.626239341347	0.545466994987	0.610958951894	0.656462778156	0.647718617235	0.631779213066	0.625313392732	0.575509853397	0.625932616424	0.630816780487	0.631584033355	0.582418127349	0.663735283759	0.609147472227	0.692093885777	0.6465685293	0.670835465957	0.610818303749	0.711818482634	0.608027956731	0.658933797992	0.688356563904	0.608684945513	0.599287310641	0.684166906891	0.72209360855	0.639193640335	0.603556101904	0.64678639951	0.598564541417	0.700717804991	0.613871335183	0.642831643993	0.66574529432	0.627815129947	0.634689753619	0.549653161414	0.661570476975	0.647658569649	0.600413066518	0.591876759881	0.578067675796	0.691376395498	0.594284000185	0.646786990653	0.563214981886	0.549353887946	0.567011718869	0.704730926395	0.555953481677	0.539006652597	0.575457274977	0.512002225836	0.593618585237	0.617335405702	0.580761872955	0.658826023758	0.537235813435	0.614585024132	0.663210199527	0.553376112034	0.654744353207	0.605868953348	0.55142258372	0.578589561595	0.495582747062	0.574730713229	0.531098443486	0.530598628826	0.538535670263	0.520106574349	0.644548091794	0.627373931964	0.656894197356	0.645803656992	0.642419059215	0.630228522802	0.661067521667	0.656161105064	0.614896824934	0.66365957439	0.616498188215	0.63701256944	0.650240597961	0.654761319813	0.620958244843	0.643162702455	0.655139588394	0.683398673359	0.614366575927	0.669051868924	0.709636789197	0.665797002835	0.698926569169	0.639109799103	0.623600466438
CS.181	0.658846560033	0.636153404088	0.604757228526	0.708583019877	0.674182741062	0.666733727468	0.59168055629	0.664021036002	0.649691031141	0.663431543493	0.621404491151	0.63559195288	0.624051116915	0.654105412519	0.605751111126	0.641629595362	0.631653400962	0.546531773288	0.668102233665	0.666596916753	0.614315662505	0.510677615646	0.519771818125	0.633820979551	0.557408474699	0.571273960567	0.529414255242	0.518344322344	0.624650749028	0.631203036434	0.635134960915	0.520335181702	0.646441016666	0.537724431742	0.534425271689	0.559411996193	0.592779707635	0.552410901412	0.565688938563	0.514223849193	0.531011030339	0.554247800749	0.636218016544	0.627329057247	0.58301376751	0.615546457028	0.55023023754	0.549772263423	0.549163581459	0.549051174917	0.475511763276	0.470801383221	0.520219322183	0.49912136736	0.522393191527	0	0.500925314374	0.520863577653	0.465055323569	0.528930844935	0.6236737038	0.64105736039	0.575955620866	0.626628086605	0.63052661214	0.615303631008	0.590639485661	0.595574626427	0.613688182414	0.634424513163	0.570028156353	0.571338140136	0.615111892917	0.568900478458	0.60399823033	0.63649658619	0.635263182562	0.638002374839	0.613107732638	0.547071020783	0.618729131605	0.585422119746	0.594396567453	0.600437023623	0.649528080747	0.591853138266	0.67163683417	0.642333267239	0.640504371514	0.609265839902	0.656128817872	0.599574231859	0.653463463508	0.675345161657	0.608664266669	0.600103359872	0.648229051703	0.699227839152	0.633952176208	0.616935127028	0.614468039013	0.603911072572	0.686828793857	0.581047360745	0.62157459477	0.629925001931	0.6082294965	0.643555000407	0.52814922624	0.651760712086	0.646864836561	0.604881073434	0.566962267811	0.547794584398	0.650374219144	0.583614965776	0.614693838158	0.570385408666	0.546381125882	0.56568972317	0.68003224931	0.514205490984	0.516156343001	0.561413932053	0.494638339656	0.573823195481	0.606001291567	0.584056059237	0.617682854665	0.500878028876	0.593108891978	0.681169318872	0.52793599338	0.608306596432	0.592274580056	0.5396925943	0.574790836638	0.511390288569	0.593418712635	0.483986518414	0.505277095534	0.521634321104	0.521636610817	0.644884281628	0.634614346638	0.646677755827	0.629592903697	0.638062460292	0.614663123843	0.639717717028	0.62920382979	0.594989559273	0.648757012336	0.603497465653	0.611901418657	0.64024133935	0.624634697919	0.604091374301	0.617287708626	0.627086390727	0.670233869924	0.602047301129	0.648503601553	0.663422824912	0.63895637594	0.678210182492	0.609830054332	0.620884958704
CS.256	0.682515451505	0.658677161535	0.621505076648	0.700802910591	0.668875486062	0.672887166235	0.605057286058	0.67913656023	0.662934318616	0.705883421278	0.636268631109	0.673698137899	0.644260017945	0.669872793823	0.636707580765	0.658599729925	0.634621306483	0.590308022119	0.662248213891	0.672804059034	0.658711943148	0.562177092745	0.525860052644	0.648231235605	0.506719146806	0.595445547843	0.583874059097	0.509966368394	0.652309199501	0.631752677482	0.624294471614	0.504281452287	0.619532150696	0.539093745794	0.537631198048	0.546723656898	0.536071597367	0.572940959002	0.54631413856	0.501264324366	0.531858564394	0.56491629721	0.633387847725	0.633012846267	0.623555280969	0.578650796305	0.586981581786	0.568025055059	0.532253370121	0.509916447606	0.4878907985	0.489638988277	0.544004004676	0.531115737678	0.548958826232	0.500925314374	0	0.501800145764	0.480466985683	0.563477414658	0.644481537812	0.626049896332	0.566473957433	0.562470826638	0.614989037772	0.642424957319	0.58434957469	0.616595319418	0.654667618833	0.668586904598	0.58611005054	0.573853134192	0.624402385475	0.614959324219	0.645292690144	0.662849844687	0.662313229752	0.654811026679	0.631627703955	0.559424159048	0.646073379072	0.614942150904	0.615425587001	0.615374829014	0.672403355409	0.605769365026	0.674837710213	0.664992020491	0.663718602262	0.639407578384	0.687032333876	0.665207069435	0.674305606931	0.674609981047	0.635167175188	0.636211057967	0.676044545438	0.717674914849	0.624077035494	0.641055556699	0.628519970833	0.617508877496	0.700840811511	0.560621828121	0.639143118872	0.598673790624	0.641703003598	0.635141098601	0.497268159759	0.665458481661	0.663884132228	0.576457627311	0.563967523572	0.574793419086	0.647717934827	0.584849137189	0.669887129686	0.538469406109	0.514521481768	0.614877482354	0.650323386338	0.492973570269	0.50701495131	0.520422889526	0.512317909698	0.611688200109	0.605960774678	0.587736730593	0.556146359455	0.460873556658	0.630204285918	0.651125265264	0.460703540422	0.616092135689	0.60591594499	0.545218833357	0.551717882608	0.481626556839	0.606388400648	0.528125027212	0.487194664725	0.554888579114	0.499586824418	0.619387853315	0.657754624821	0.646896926423	0.677241951296	0.665304487273	0.639357241798	0.63809994805	0.665031946951	0.613625705443	0.679731666656	0.55047699425	0.655451481125	0.635339948386	0.633149846571	0.617945564273	0.624817603437	0.657639259291	0.686680126073	0.624181145998	0.676616861884	0.681035197519	0.643079055144	0.67288801982	0.639673475539	0.65374406502
CS.147	0.688781028526	0.650187835902	0.614106937009	0.7161954895	0.677120753673	0.684138392878	0.595570659062	0.696976847786	0.652611312132	0.696471874484	0.633989118478	0.67403022959	0.635693635669	0.676163186791	0.618768816598	0.680292800856	0.615078325605	0.598744384827	0.656579910898	0.675829247534	0.669044780418	0.515559068752	0.504695286308	0.65482115591	0.554581280788	0.601780677076	0.584782552529	0.540085925012	0.639593693846	0.62734952079	0.607048047375	0.543038749535	0.637367086596	0.568380242013	0.473771774746	0.528469150911	0.5008025496	0.563600094838	0.548799639965	0.480804526923	0.509210889594	0.580386179182	0.583494043193	0.647323029438	0.632651911689	0.56694934439	0.620418617401	0.543194822952	0.584666822445	0.559586918182	0.487955571469	0.510892384458	0.482800841268	0.5535937385	0.545223786546	0.520863577653	0.501800145764	0	0.499126420735	0.55952056759	0.63682193114	0.578541287905	0.544938295167	0.579810631366	0.622819852022	0.606377675636	0.602529159945	0.616567602882	0.653861447243	0.660914932257	0.587677412587	0.59146630611	0.620418057158	0.607804844868	0.633937685376	0.651010928512	0.671171892511	0.658941501708	0.634503387393	0.545349779157	0.649634130316	0.59349294489	0.617449264353	0.594862783652	0.686329404278	0.596726702625	0.673036470107	0.652887227646	0.69806236579	0.623605420621	0.684310283641	0.663308498599	0.66872262707	0.632901701622	0.644762405872	0.621009156561	0.643961460503	0.682122983643	0.62699417533	0.641455948217	0.621796942873	0.623127495627	0.711998392985	0.587039855712	0.616018630169	0.589072944317	0.620275220237	0.618110217571	0.505719552259	0.654959176045	0.662443692383	0.571681078319	0.508499954732	0.567432127218	0.602924646184	0.582030553106	0.654418359546	0.568160285187	0.50629572087	0.607668244088	0.636738056466	0.493751645263	0.504378723901	0.513891172051	0.506508306733	0.577667675045	0.603612548331	0.583211319913	0.552774161102	0.508268321765	0.592936268801	0.625070373314	0.496228949835	0.573622239636	0.540712302734	0.48010724909	0.529489176708	0.526378668899	0.638590083775	0.531410143949	0.513433041631	0.558182633471	0.509681908413	0.572667181189	0.664879671673	0.63804320367	0.661100795084	0.655447385521	0.625863009605	0.641931234573	0.642726328599	0.603510135993	0.673463877077	0.55342687253	0.657241628873	0.607627903188	0.611061162198	0.624333817932	0.597372959226	0.668229417845	0.690998264036	0.62615798276	0.639320152769	0.680410066725	0.654185198682	0.684026037714	0.634872795163	0.63633443912
CS.323	0.668791677287	0.635974230062	0.598803870453	0.749643312717	0.681686086323	0.669255165928	0.591796760315	0.669787203695	0.685100290484	0.658331319988	0.590115011143	0.654950268911	0.625662808847	0.645951672956	0.58617873367	0.669243771531	0.625268114977	0.574570547823	0.679794395686	0.696542707231	0.618864447883	0.518297839088	0.512629569754	0.65845979437	0.547674178766	0.541101677914	0.515483739959	0.508252283122	0.613954395887	0.644269688442	0.651638624631	0.481526501415	0.676101339965	0.534544402675	0.513982706488	0.536318532739	0.544239766909	0.546325581568	0.537793994684	0.50040051622	0.514641308279	0.520021364912	0.623644216146	0.606102001107	0.571051144272	0.610990480616	0.545436191996	0.535668614079	0.538846520155	0.561963807027	0.44315447379	0.429270003644	0.493141283641	0.487411233827	0.459154304747	0.465055323569	0.480466985683	0.499126420735	0	0.483907546391	0.608770806229	0.627533754381	0.558160642534	0.609403858647	0.611437006706	0.590042991314	0.558665451918	0.586424371026	0.597152305005	0.636895405296	0.514560319823	0.530781228709	0.593701752377	0.571342151379	0.574146519378	0.631601130655	0.646727129973	0.613123292471	0.584583557855	0.51131006603	0.600431511703	0.594594936645	0.59713932404	0.557032967447	0.639300664351	0.580223755913	0.671431083664	0.610256289767	0.644616024425	0.562683058589	0.689549343534	0.614794843612	0.658772828643	0.679992111063	0.630841432915	0.620769108958	0.671608697234	0.719418264525	0.621542559864	0.597047865132	0.628384598131	0.568762162683	0.713205582659	0.595824729886	0.627724532416	0.632878114183	0.638556786275	0.612945744948	0.496033496933	0.648289878366	0.673560897463	0.581174834976	0.538751291466	0.537403324941	0.672131211334	0.593623719963	0.630772833046	0.57126846486	0.513549584173	0.544364864598	0.680744741963	0.47376824118	0.458512542355	0.522684054679	0.467356280031	0.583873445806	0.614494959468	0.610531135056	0.617992528519	0.488268199236	0.617996216531	0.653450791529	0.515996110931	0.615729157491	0.582907763515	0.518722478041	0.560841243221	0.455206122149	0.59416325946	0.483431428835	0.482655681273	0.473894699235	0.465209545333	0.647450541808	0.610566244563	0.637729117662	0.618244578785	0.63093612478	0.608924501696	0.622773425963	0.633282332932	0.568926874384	0.649141590314	0.551386795329	0.632706589365	0.629210410906	0.613590523136	0.588316748783	0.582895771358	0.629444800511	0.667990771191	0.573797788047	0.656835430223	0.682339370494	0.643593569629	0.686256772866	0.597612262824	0.610347842897
