CS.143	CS.244	CS.261	CS.005	L.036.M1	CS.019	CS.219	CS.176	L.008.M1	CS.035	L.004.M1	CS.002	CS.021	CS.098	CS.293	CS.365	CS.335	CS.155	CS.290	CS.230	CS.127	CS.117	CS.327	CS.368	CS.171	CS.367	CS.366	CS.077	CS.137	CS.076	CS.128	CS.282	CS.205	CS.232	CS.236	CS.125	CS.376	CS.213	CS.302	CS.380	CS.136	CS.041	CS.224	CS.378	CS.126	CS.254	CS.395	CS.147	CS.386	CS.182	CS.183	CS.181	CS.268	CS.148	CS.166	CS.385	CS.369	CS.178	CS.129	CS.177	TFS.023	T.CS.062	T.CS.040	T.CS.038	T.CS.042	T.CS.014	T.CS.050	T.CS.058	T.CS.007	T.CS.071	T.CS.048	T.CS.056	T.CS.067	T.CS.023	T.CS.069	T.CS.107	T.CS.114	T.CS.159	T.CS.124	T.CS.105	T.CS.112	T.CS.120	T.CS.108	T.CS.102	T.CS.131	T.CS.161	T.CS.147	T.CS.180	T.CS.121	T.CS.132	CS.015	L.024.M1	L.034.M1	CS.085	CS.238	CS.006	CS.088	CS.087	CS.242	CS.356	CS.241	CS.082	CS.110	CS.246	CS.103	CS.113	CS.346	CS.274	CS.189	CS.187	CS.233	CS.212	CS.150	CS.191	CS.228	CS.358	CS.151	CS.207	CS.387	CS.044	CS.158	CS.227	CS.112	CS.319	CS.285	CS.163	CS.152	CS.223	CS.194	CS.318	CS.322	CS.320	CS.331	CS.080	CS.361	CS.255	CS.262	CS.270	CS.370	CS.326	CS.393	CS.145	CS.390	CS.253	TFS.025	T.CS.055	T.CS.036	T.CS.026	TFS.022	T.CS.066	T.CS.031	T.CS.064	T.CS.049	TFS.020	T.CS.045	T.CS.061	TFS.027	TFS.021	T.CS.043	T.CS.109	T.CS.151	T.CS.166	T.CS.095	T.CS.142	T.CS.141	T.CS.152	T.CS.158	T.CS.157
CS.380	0.584991478615	0.69780066151	0.487904683179	0.555968001893	0.542272417082	0.527708415614	0.588531080315	0.580833019238	0.630723296672	0.579745412813	0.51532176234	0.622422281919	0.608564359007	0.528149337649	0.51053235831	0.50408605644	0.723291283537	0.473677689423	0.599225387089	0.682814778134	0.504389667609	0.586630506447	0.600919224601	0.503495274526	0.629814871408	0.725361353888	0.685126436225	0.542710573146	0.452449614289	0.654288000976	0.528954784129	0.638486202017	0.642859469101	0.574680653591	0.697833156602	0.60470766082	0.61313647718	0.657939848759	0.68650756263	0	0.628661421361	0.645338186319	0.735368172264	0.68864177977	0.458232284469	0.600108389375	0.594544013193	0.632651911689	0.690731148987	0.542743767256	0.703215204467	0.58301376751	0.656908137403	0.65470159722	0.628816867673	0.593335542773	0.732394708254	0.553773105495	0.595755747305	0.654252412521	0.529412861389	0.476190727453	0.528011543474	0.572005400721	0.459145018075	0.530264563234	0.606331254209	0.520407200624	0.579515898322	0.461311040843	0.512291556621	0.642503187915	0.49189466528	0.749429737276	0.487495463657	0.474126733073	0.591512776527	0.575916889861	0.524306780625	0.630798671619	0.525243713151	0.517329878729	0.524369293851	0.572037102205	0.484383127768	0.567346430004	0.505230629965	0.588296358491	0.521699383798	0.538931373717	0.617798014299	0.58346321789	0.582090372337	0.564858684549	0.58056782995	0.563598625217	0.664723493312	0.629940823967	0.512135095227	0.689749233768	0.544644489164	0.557018130811	0.656541238971	0.51134595102	0.591458316626	0.558420511003	0.739264464807	0.620919356911	0.638365506521	0.587692453879	0.638910898138	0.642723400379	0.57464640368	0.478366825159	0.641005589996	0.746601373141	0.545281206232	0.671190184873	0.524837561009	0.522285794519	0.65655871785	0.76276167436	0.642188461049	0.587438195641	0.71920597428	0.658308705623	0.463253023987	0.610889084433	0.726303939213	0.603159342984	0.648819477104	0.541575620912	0.547168111547	0.586765633552	0.649779695906	0.553093760689	0.604927633085	0.619631955826	0.573639616994	0.589187695188	0.653692030119	0.508882390126	0.585795870227	0.734456038434	0.5034390939	0.555505904587	0.586104465599	0.665888448033	0.483751958994	0.528769181033	0.540242043721	0.474730195394	0.608321463851	0.470749128977	0.527805159494	0.522956576619	0.499738741928	0.525814281081	0.51358514462	0.521427369934	0.51793518909	0.514654577232	0.551208341397	0.557847896683	0.556264430069	0.495496488331	0.478601043642	0.571381979737
CS.136	0.585470116585	0.663828655128	0.626186940475	0.60928701007	0.627883314343	0.593889143253	0.560109589017	0.561879331367	0.604283617383	0.548350623564	0.670903107513	0.540183713306	0.556096056637	0.632040770438	0.671477744636	0.590616796909	0.660405328063	0.604904810682	0.560493054527	0.582523764153	0.541795768267	0.553704966528	0.630958380693	0.567508348479	0.572968416316	0.636082409248	0.627701272867	0.583377437468	0.591451139596	0.536500245289	0.557311963128	0.571965792018	0.610503083907	0.507194667933	0.58708327939	0.560640953503	0.555571850293	0.572938520851	0.630298473582	0.628661421361	0	0.521955719768	0.689980687344	0.626516132753	0.57262501379	0.569933587274	0.558185043407	0.563600094838	0.6600464945	0.545912854191	0.612961871298	0.552410901412	0.569108695332	0.592085585589	0.584969019676	0.535536646105	0.59681921216	0.597028158913	0.585640880141	0.623138958101	0.620216536019	0.619266868737	0.614236621254	0.64334129562	0.633395322809	0.594426879987	0.609920987311	0.614022180408	0.591470564422	0.611332932756	0.607067542037	0.627437757342	0.603091400354	0.705730590691	0.587627837368	0.655722287172	0.63950146647	0.673077267065	0.612911340419	0.653920477836	0.611821899203	0.623538981036	0.675717055054	0.687600231817	0.648805566366	0.615643371349	0.672635940595	0.626932988553	0.643284461164	0.659062878238	0.662766056719	0.666964326214	0.617508006549	0.548744127779	0.596155055685	0.570763700771	0.653466017512	0.59537892913	0.607632868862	0.663624897769	0.657476488346	0.554307492627	0.552692623271	0.600626040197	0.567237858169	0.587031032209	0.624964287366	0.601757588437	0.588441415862	0.550077987223	0.580926814717	0.609513672581	0.53659282847	0.614566463732	0.53206855853	0.670080247678	0.5724083603	0.594199930161	0.539183918998	0.573767880192	0.533538777731	0.685345321599	0.479463896812	0.541853940003	0.578307623964	0.491538272483	0.566950364357	0.537717782775	0.651941644713	0.538739572018	0.579163358197	0.531461808393	0.549760057745	0.5245003337	0.576694640801	0.566880008733	0.620695945012	0.543567752205	0.575824701674	0.566630269217	0.589209244262	0.569221803178	0.567639609512	0.636080106271	0.597726893226	0.60961338009	0.607232738005	0.662219063443	0.642960925131	0.652144960285	0.615591315968	0.621150988828	0.608459710618	0.630634935643	0.617517460764	0.606699391963	0.628867813785	0.628779967913	0.617721549504	0.658514815083	0.657972974293	0.606519449858	0.665175484608	0.668564657823	0.679238434093	0.609474144617	0.634689913165	0.642505302596
CS.041	0.619968087739	0.676026025416	0.671419355701	0.653921671385	0.626612369036	0.606276820194	0.585756591755	0.616182395763	0.638854507251	0.590388477158	0.703971019308	0.550624870786	0.577495815264	0.642084985517	0.694388759264	0.631159216721	0.672929956953	0.625268438465	0.611365080852	0.594715793137	0.579237885779	0.587416665912	0.644002357503	0.61565896097	0.58707508686	0.657671159802	0.638196498928	0.625284353695	0.62324782182	0.574128773898	0.603553875829	0.619172616312	0.665747177533	0.581881457388	0.608768780582	0.58001110795	0.599226164422	0.619514429785	0.648992369575	0.645338186319	0.521955719768	0	0.706364224622	0.638220654991	0.596199889422	0.591023174039	0.601133643426	0.598004296234	0.677588102435	0.601314267677	0.628044505139	0.603990596792	0.605064450454	0.593718602722	0.611348030752	0.60900501775	0.605841429958	0.615849662194	0.613745431038	0.66179328362	0.6536159318	0.639210306729	0.646494131133	0.658106048944	0.666378104285	0.621794232292	0.595933287705	0.640563143423	0.6356219955	0.638419033049	0.619030731047	0.639070345643	0.627560843759	0.687217213047	0.619161245563	0.688720612816	0.668780913245	0.690710556541	0.662148788613	0.686983959113	0.624915150916	0.641285742046	0.722289687309	0.715088646962	0.674140689781	0.654812636709	0.714372536552	0.654248021998	0.65715456958	0.69472532864	0.66266264534	0.702713766563	0.649599859789	0.593123932038	0.642824442452	0.61775155275	0.663473409257	0.616999088479	0.63741111212	0.672741354252	0.67480094951	0.618838871234	0.57455849971	0.637106535563	0.598428396377	0.623056024561	0.670431324698	0.637060127556	0.635465195265	0.604005547741	0.611119048575	0.636604914865	0.586761290325	0.644080648742	0.572119608545	0.678836244842	0.593858302031	0.631516827299	0.597124220458	0.605888936804	0.546385288337	0.698180342819	0.522271536782	0.607680920997	0.609034790506	0.570525047478	0.616110214667	0.585399340128	0.662191380162	0.607394388372	0.616793695597	0.570595446922	0.609000337228	0.519354458071	0.604448835678	0.621288844374	0.613356499374	0.578749034065	0.583966888651	0.6077738079	0.584933261826	0.616708215117	0.617618533822	0.672798571039	0.637743221315	0.631431634839	0.639991681544	0.632310207852	0.681564772195	0.692707680854	0.630461820086	0.646518130396	0.627620636318	0.67321024191	0.627237881936	0.650166468377	0.650405818827	0.657365024192	0.645576235397	0.706540521465	0.692639838279	0.654480825287	0.700621919729	0.685407479275	0.687582988523	0.637714140452	0.659847567304	0.661510652036
CS.224	0.719400910477	0.772240088393	0.75095069792	0.764691881125	0.769770300886	0.73758629409	0.729581726163	0.69910548119	0.620704510759	0.747877366478	0.758063232117	0.727870456301	0.672671517811	0.782481103133	0.774371641856	0.721121212034	0.613327469163	0.712898408816	0.603700602592	0.638647187781	0.699785338887	0.723758407824	0.726665673955	0.71791296223	0.721990742639	0.58747558569	0.578012187692	0.73495583899	0.729177952384	0.647016666367	0.685451178809	0.621174658827	0.579395264151	0.72352069749	0.720606416614	0.625553837121	0.623918310103	0.618319945822	0.60736028735	0.735368172264	0.689980687344	0.706364224622	0	0.643010901638	0.713095141561	0.664688608091	0.691279776903	0.637367086596	0.587195940878	0.678217905404	0.618758549649	0.646441016666	0.690748197721	0.606820246476	0.659127316305	0.690920371217	0.661026182424	0.722257285337	0.682117592216	0.595639021725	0.725691937126	0.753850160814	0.744695713465	0.762643603253	0.767584599161	0.729429057664	0.712656963576	0.731200604393	0.658905718657	0.74793140248	0.706723786983	0.726309385425	0.733753857512	0.723699998671	0.713603567275	0.768160488116	0.772994758269	0.791130521547	0.76935562008	0.786220316174	0.713703835548	0.732002068475	0.780729407788	0.757429468741	0.740567080829	0.747149306159	0.794907538927	0.760499964055	0.74977780786	0.779444084433	0.756621347958	0.747854424525	0.726567744248	0.749412057838	0.707397314565	0.721713764458	0.735115573726	0.710426757832	0.755119080333	0.671113819034	0.758455643178	0.758992614812	0.650691098176	0.732083897088	0.729104958783	0.739457204627	0.608022588225	0.605109875032	0.671131294282	0.641433573876	0.735864833397	0.642862879742	0.66082938566	0.766027488832	0.688631405484	0.591716010408	0.70900926691	0.618465760103	0.66334847547	0.728919779906	0.670966060946	0.576155658621	0.682527847485	0.636700601089	0.60979418928	0.666124364968	0.737415432909	0.609967713298	0.576944841641	0.620767676361	0.606035645886	0.649397738489	0.710292089637	0.666415230256	0.659432988997	0.66270322833	0.653320271412	0.649328334164	0.683566171127	0.648461528025	0.693440955654	0.701975262436	0.623313359694	0.648255909349	0.693021069317	0.735955329739	0.745385720093	0.66233268889	0.77415938034	0.765511926228	0.73296485776	0.757265160945	0.640452258841	0.782569612627	0.723628770729	0.709014639772	0.755787045486	0.710830730395	0.740495440691	0.780047215074	0.742949155101	0.722184186904	0.776785138885	0.730353722531	0.735598810251	0.733945917797	0.74068392715	0.736422090129
CS.378	0.676179837869	0.648783586055	0.701281427711	0.702298640674	0.693782967234	0.671629680456	0.642110034375	0.689550781244	0.652918958652	0.658141725416	0.715705065848	0.653121324605	0.647843704744	0.729605400163	0.712689115433	0.665964006251	0.656228412007	0.685493216822	0.635645164263	0.60335819608	0.642625760426	0.644938244284	0.652300597181	0.654247454916	0.660843329627	0.611054121591	0.629231269895	0.653245002782	0.696209529153	0.603759974047	0.645114199821	0.648580839035	0.634356453207	0.649901265159	0.656506725747	0.614279151326	0.604797653711	0.5914918817	0.63344394177	0.68864177977	0.626516132753	0.638220654991	0.643010901638	0	0.662741357554	0.638565050877	0.642763117029	0.607048047375	0.615123864711	0.659789183647	0.611905245732	0.635134960915	0.640698413223	0.634111470816	0.661415747549	0.661734183527	0.618795490006	0.651433007911	0.642469314924	0.601026893063	0.670837662283	0.682039260286	0.675596812502	0.70873846599	0.691028944671	0.67544983739	0.621055406146	0.655384108188	0.65687793964	0.718206018173	0.658667163647	0.642111048155	0.677935696228	0.715678613957	0.690306868227	0.711993659081	0.682631579913	0.72743137956	0.658978795714	0.707344692574	0.679064586742	0.685209834863	0.731780241785	0.707918506617	0.696349998719	0.670706055598	0.718853436933	0.660688960469	0.708051393461	0.739222612	0.69912312318	0.681847729119	0.663078617522	0.667474627777	0.670714537062	0.651962485447	0.659267759821	0.64785790325	0.667418755751	0.646561001727	0.705114222158	0.670803511121	0.635822751993	0.662219992538	0.644850302759	0.66563875273	0.641379649906	0.627026549156	0.634723962825	0.61826109278	0.655686452975	0.644030261612	0.618320342007	0.68718342876	0.622749439721	0.664323220112	0.659455855984	0.593823913224	0.620137650066	0.659397259889	0.603111810097	0.645587286975	0.583448174296	0.63878953225	0.616866170739	0.589537489956	0.678896000163	0.629549520518	0.656431325666	0.616230008739	0.622961469496	0.620949225525	0.650475135353	0.61091863452	0.613331990916	0.628781090926	0.619752591543	0.621300259198	0.650667515088	0.609051332234	0.643984076462	0.67103232461	0.636840500413	0.511180193812	0.667279417054	0.694981154016	0.64504869069	0.660847537252	0.707741106323	0.699367540171	0.655883364406	0.684054719092	0.661108002457	0.710897239102	0.675698106272	0.688061389291	0.702671971568	0.674798769864	0.683325401867	0.711517231602	0.694781824144	0.685539564965	0.725185964899	0.694991866464	0.675027226461	0.664948491803	0.695801311311	0.666034351298
CS.126	0.572440922412	0.69899188571	0.497575250761	0.552895552678	0.524758275464	0.538408620813	0.576580410319	0.52032531896	0.616701998963	0.556682074529	0.525953846496	0.597019873426	0.571149258636	0.55428340257	0.5382606355	0.512545303631	0.691910766391	0.49453401939	0.571679640353	0.634474451487	0.42363138952	0.585243594683	0.595718548627	0.456080181187	0.602581326655	0.67462350171	0.645932144789	0.537432424973	0.435596733403	0.622936176741	0.496087078046	0.58981461193	0.628550895092	0.518560978016	0.695612850944	0.545790698674	0.553441590319	0.616184067755	0.650770726708	0.458232284469	0.57262501379	0.596199889422	0.713095141561	0.662741357554	0	0.53228749643	0.551852840886	0.580386179182	0.66651615454	0.47176658191	0.660727288477	0.554247800749	0.623983178501	0.618085651977	0.594184299798	0.549090606434	0.679279627982	0.519239036614	0.560786466984	0.590256859298	0.507539962271	0.496097599132	0.516274723156	0.582689289531	0.501689806046	0.523764867324	0.574037884238	0.528644794978	0.575998154076	0.463295700811	0.51926381064	0.632867021886	0.477196444766	0.677332547927	0.451578826683	0.488849028109	0.601893766491	0.59710262618	0.536847106627	0.6349518106	0.52029233803	0.501654370382	0.541381271047	0.561076596796	0.494633245388	0.568098240917	0.559331150482	0.578943936258	0.524718421619	0.536291057611	0.624035865601	0.593563572355	0.580134864072	0.551469531556	0.575365034883	0.543559822921	0.676424227253	0.594501792626	0.480954954756	0.640630256903	0.559699088986	0.552050696708	0.607719398354	0.51169015511	0.570833244366	0.543328295999	0.716347257842	0.580435122274	0.59762934111	0.525908593652	0.597237178565	0.567688684961	0.537158032934	0.475290633742	0.615886697678	0.695416959321	0.537952507638	0.604324676052	0.47236106826	0.512564725431	0.625857575505	0.731034888173	0.613218184447	0.556233224994	0.680258606378	0.609283521587	0.429396577442	0.536617707392	0.671321621697	0.560276583102	0.60335952873	0.493218106219	0.499813478737	0.564286565927	0.591385691215	0.515626644049	0.589224053919	0.560792903505	0.556825053337	0.538313315108	0.596498929366	0.445022937173	0.556424365574	0.673851172643	0.491136714605	0.551704065838	0.579540252095	0.650369835198	0.497998883193	0.533472640129	0.524513726527	0.485245070097	0.585985892422	0.497566094858	0.528391171788	0.504417974845	0.495308838313	0.538269243182	0.500815008865	0.532452418289	0.509144878701	0.494565530605	0.570927809947	0.563593872479	0.580515290104	0.459577333462	0.483904215352	0.552943480427
CS.254	0.621679407797	0.723772798833	0.64193212862	0.665122506984	0.652646005796	0.63453710431	0.588164456462	0.540245943934	0.605361189111	0.647966089055	0.670481991802	0.615882358761	0.575114166813	0.672919000575	0.679487215908	0.61845161006	0.612025908405	0.567248746933	0.520632635769	0.625758494543	0.530145457045	0.65521215517	0.687957796566	0.543293703497	0.677439728566	0.612904755551	0.592710769105	0.626034719667	0.583632223664	0.598971976535	0.511052630505	0.524299280625	0.582192972507	0.590784754742	0.651295789287	0.482853098764	0.512665318812	0.556005613868	0.619699189448	0.600108389375	0.569933587274	0.591023174039	0.664688608091	0.638565050877	0.53228749643	0	0.469168967491	0.487955571469	0.598483206934	0.478461918211	0.525404579031	0.475511763276	0.53051952325	0.55020220141	0.493156337636	0.473548324751	0.573898814778	0.543470174608	0.531484614695	0.524959148271	0.61566617514	0.632854007747	0.630764232451	0.668974732704	0.629675759816	0.623503179976	0.649680156913	0.600776475023	0.607219911396	0.614686986881	0.635743529688	0.685490072111	0.625185529773	0.682933711201	0.583979201497	0.635717378151	0.676973000659	0.68963594881	0.659462024519	0.693328681498	0.612946390355	0.612437748623	0.675755193599	0.68517569183	0.601903490145	0.627034524916	0.693099268144	0.659104331008	0.618106330601	0.646904903658	0.727764312317	0.686220150958	0.6133474534	0.628918280108	0.631842733164	0.639012116758	0.708066463909	0.666520739588	0.609134752369	0.65572157365	0.686856313931	0.625384112282	0.577801125026	0.603994185352	0.623665725939	0.66168316734	0.661322208275	0.547326845213	0.571393265331	0.497944284057	0.655915858148	0.602477197395	0.56305353352	0.642444952299	0.613611172246	0.608724661985	0.570650365467	0.596588255397	0.529456252212	0.634803098765	0.614747716765	0.659765245672	0.584395408073	0.512834481736	0.614881568138	0.624858894758	0.540793666086	0.474907510038	0.584609486984	0.499013299466	0.498252180146	0.505988594788	0.493632465879	0.602678292159	0.584614868049	0.503060266544	0.528231306156	0.481828575693	0.462152640021	0.526706137363	0.562772724129	0.493763076709	0.503816612274	0.622540610998	0.607227999478	0.642048531493	0.645179198521	0.619203683594	0.640877773634	0.677266287438	0.617998376008	0.612294356781	0.579815680791	0.653937261092	0.660127659772	0.591828304351	0.644353209197	0.643193284871	0.6598256459	0.666293378394	0.662591822641	0.606158172293	0.689816138755	0.676190418016	0.678007641873	0.608429664265	0.629669913078	0.67085174825
CS.395	0.635709812932	0.700022428467	0.62938406921	0.651058558233	0.624507443707	0.617049616236	0.580047655381	0.555828692828	0.649827562998	0.630690437957	0.674047192392	0.576960609249	0.617552705526	0.647579101368	0.676662297419	0.622513886361	0.665480123601	0.591191235904	0.546497904138	0.633868242198	0.566271504326	0.641416481789	0.67605422096	0.55567659204	0.654022805414	0.638616311727	0.64375057385	0.630467449788	0.606098566314	0.614419391459	0.538458231544	0.589911004514	0.638565133657	0.570923874149	0.640491492647	0.582942890373	0.585255203686	0.572443672045	0.668443193061	0.594544013193	0.558185043407	0.601133643426	0.691279776903	0.642763117029	0.551852840886	0.469168967491	0	0.545223786546	0.613267384051	0.493239296226	0.574332652262	0.522393191527	0.542702070432	0.584492383255	0.500099467383	0.467507750513	0.574021469073	0.561939581343	0.565299715985	0.556979570765	0.632013882477	0.628906989119	0.626907897615	0.62127915868	0.630078810099	0.60926774392	0.626008098376	0.610859230832	0.649977401409	0.625106892423	0.608509266288	0.672193613556	0.632797262511	0.713052886508	0.604557099722	0.65413283034	0.65947790903	0.66436523675	0.638055118675	0.642102177707	0.631584033355	0.62811694449	0.670835465957	0.692093885777	0.61682028209	0.621964194652	0.677418983	0.617065137119	0.625313392732	0.647653104353	0.700717804991	0.711818482634	0.639193640335	0.608684945513	0.64678639951	0.642831643993	0.72209360855	0.684166906891	0.603556101904	0.688356563904	0.658933797992	0.608027956731	0.613871335183	0.598564541417	0.599287310641	0.661570476975	0.684066038143	0.591876759881	0.594284000185	0.533581290895	0.647658569649	0.659172331601	0.563214981886	0.646786990653	0.59831033629	0.66574529432	0.567011718869	0.600413066518	0.576946322599	0.634689753619	0.617335405702	0.704730926395	0.580761872955	0.539006652597	0.654744353207	0.614585024132	0.557604034206	0.512002225836	0.658826023758	0.555953481677	0.553376112034	0.537235813435	0.502517213267	0.593618585237	0.605868953348	0.520106574349	0.578589561595	0.530598628826	0.495582747062	0.55142258372	0.574730713229	0.538535670263	0.531098443486	0.644548091794	0.643162702455	0.649328288984	0.63701256944	0.650240597961	0.627373931964	0.66365957439	0.630228522802	0.620958244843	0.616498188215	0.645803656992	0.656161105064	0.614896824934	0.661067521667	0.656894197356	0.642419059215	0.655139588394	0.665797002835	0.614366575927	0.683398673359	0.709636789197	0.698926569169	0.623600466438	0.639109799103	0.669051868924
CS.147	0.625086494529	0.7161954895	0.643900155678	0.673768849526	0.650187835902	0.635693635669	0.618768816598	0.601183682989	0.554508453971	0.662580882956	0.676516988169	0.643536248104	0.55770158467	0.687775605937	0.688781028526	0.646654284273	0.594119927913	0.601780677076	0.504695286308	0.578013922475	0.547215999815	0.65482115591	0.668620224608	0.58128051573	0.678886394047	0.594207393738	0.563328352866	0.639593693846	0.607804533407	0.589429585432	0.543038749535	0.509210889594	0.528469150911	0.617103788518	0.65332186354	0.480804526923	0.473771774746	0.5008025496	0.583494043193	0.632651911689	0.563600094838	0.598004296234	0.637367086596	0.607048047375	0.580386179182	0.487955571469	0.545223786546	0	0.56694934439	0.505430285294	0.567204582222	0.520863577653	0.584666822445	0.559586918182	0.5535937385	0.517274828275	0.559447134903	0.620418617401	0.572373942419	0.51465109525	0.606377675636	0.63682193114	0.648294203458	0.681539163081	0.652528268627	0.644193863588	0.615860542934	0.616567602882	0.573890519672	0.641520559728	0.622819852022	0.68431826383	0.618873599525	0.690304834631	0.59146630611	0.660249760713	0.681098034681	0.688460552913	0.677084927913	0.700803182994	0.617449264353	0.628975995474	0.69806236579	0.673036470107	0.633202301783	0.639557944873	0.688091407787	0.667211981816	0.634503387393	0.673134135537	0.711998392985	0.684310283641	0.62699417533	0.644762405872	0.621796942873	0.616018630169	0.682122983643	0.643961460503	0.641455948217	0.632901701622	0.66872262707	0.663308498599	0.587039855712	0.623127495627	0.621009156561	0.654959176045	0.614822540472	0.508499954732	0.582030553106	0.513810262703	0.662443692383	0.567157944203	0.568160285187	0.654418359546	0.614190210768	0.589072944317	0.607668244088	0.571681078319	0.526268137587	0.618110217571	0.603612548331	0.636738056466	0.583211319913	0.504378723901	0.573622239636	0.592936268801	0.614802883291	0.506508306733	0.552774161102	0.493751645263	0.496228949835	0.508268321765	0.564199515591	0.577667675045	0.540712302734	0.509681908413	0.529489176708	0.513433041631	0.526378668899	0.48010724909	0.638590083775	0.558182633471	0.531410143949	0.572667181189	0.597372959226	0.632883843538	0.657241628873	0.607627903188	0.664879671673	0.673463877077	0.625863009605	0.624333817932	0.55342687253	0.661100795084	0.642726328599	0.603510135993	0.641931234573	0.63804320367	0.655447385521	0.668229417845	0.654185198682	0.62615798276	0.690998264036	0.680410066725	0.684026037714	0.63633443912	0.634872795163	0.639320152769
CS.386	0.680212952431	0.707281266066	0.688117584807	0.72182838909	0.716895847591	0.682898422096	0.686526898145	0.682685991432	0.616783456589	0.691879223145	0.718838718491	0.663280897818	0.666066641105	0.731274548492	0.714322769915	0.684632982547	0.620230434441	0.662047682883	0.585776348449	0.652869364565	0.645832217827	0.678179680578	0.696440368372	0.668562559243	0.690726213546	0.604901486691	0.620436376607	0.689905867313	0.685556956224	0.64176090366	0.648402509459	0.616242354413	0.61442279234	0.683334088373	0.677243119256	0.582539859757	0.608893772806	0.584045002813	0.642888753144	0.690731148987	0.6600464945	0.677588102435	0.587195940878	0.615123864711	0.66651615454	0.598483206934	0.613267384051	0.56694934439	0	0.625471001307	0.5731275802	0.615546457028	0.583992627835	0.565348699365	0.599929518381	0.642978367607	0.623626066649	0.657666545269	0.602361261912	0.513624556036	0.673908213552	0.675794032757	0.682740658528	0.696348288153	0.71411242312	0.697311296713	0.653354472449	0.64206244141	0.631238271743	0.706104768015	0.660137798845	0.679942022057	0.684735416313	0.712316248355	0.679758841106	0.713682372415	0.702283375486	0.730153226028	0.702474150166	0.716792024729	0.669515014624	0.702220334993	0.730800706767	0.717849377182	0.677965465691	0.683265598099	0.744330670081	0.693981375985	0.69834681001	0.731475653299	0.738060734526	0.703819036298	0.666225959532	0.686829558388	0.680207429731	0.694203702849	0.695223265525	0.684480208398	0.682440547578	0.658327928519	0.715837000216	0.719282237996	0.614277622525	0.673327773324	0.669883521379	0.678090608737	0.643980328155	0.576157522309	0.638914593117	0.592608086219	0.691766072173	0.679053546801	0.589838539978	0.699352124665	0.637586456785	0.613097481632	0.678986451032	0.594825533666	0.62322498122	0.664722221321	0.634058998716	0.641041402303	0.634627468564	0.604762268029	0.61223965331	0.652283985477	0.692575636311	0.602717345716	0.586770067515	0.604691729908	0.606374745721	0.609301683158	0.647989338826	0.636901356075	0.635820656898	0.594047451552	0.580239494061	0.593806806199	0.609374961235	0.589024764891	0.659386247596	0.658435569875	0.560387776971	0.587154953572	0.654504591198	0.682752401541	0.68416934252	0.632903761322	0.714668244198	0.707343559427	0.661934864943	0.679024578074	0.628879847093	0.72319263122	0.697638385481	0.651766664444	0.702845109026	0.682626476499	0.706129230722	0.717780601851	0.709498623536	0.679320659954	0.732915056744	0.700527117326	0.688864268194	0.68373968252	0.699183229136	0.69169554834
CS.182	0.59224960337	0.710325323932	0.569290490125	0.603862358106	0.599266858837	0.594311639273	0.550047791073	0.548651688859	0.575817550027	0.612805299468	0.605116233693	0.589028554386	0.54540483404	0.60339492013	0.625841423718	0.582937152503	0.66686978894	0.493873359637	0.532719992056	0.609220930065	0.48152109801	0.606350831452	0.646653404359	0.480294957782	0.623417409623	0.652288225342	0.62440782181	0.582770324211	0.520440121001	0.600627813002	0.495975608191	0.536379851773	0.581237845562	0.518044528195	0.649329958272	0.490262326011	0.537857100053	0.570059882042	0.632223022704	0.542743767256	0.545912854191	0.601314267677	0.678217905404	0.659789183647	0.47176658191	0.478461918211	0.493239296226	0.505430285294	0.625471001307	0	0.619944494796	0.477199449058	0.546566888312	0.567979325431	0.521188021696	0.472508747524	0.595568366411	0.529089627077	0.538399109503	0.56075553385	0.58141774001	0.572257628583	0.576349693398	0.59719099819	0.570698764202	0.558590753126	0.5881355434	0.568027895538	0.561599485972	0.555651838468	0.578141257092	0.680993722175	0.563612017959	0.702187970461	0.4931926759	0.576231068055	0.625620333011	0.61864591827	0.586478915914	0.629940215729	0.576597536548	0.58182673121	0.595508207214	0.629381731929	0.566582885311	0.566019024341	0.623714082785	0.607753568522	0.559554854543	0.578023736672	0.675649610617	0.654604875475	0.612005775442	0.577539277151	0.590930783352	0.600340713359	0.706710387461	0.652314146881	0.558559283244	0.664093510399	0.617623643221	0.567964279675	0.593703624139	0.546470165252	0.599129970373	0.616940157018	0.666638720829	0.563533922907	0.578536604534	0.479561807897	0.627737847386	0.616446972365	0.531295429135	0.590572180482	0.620603782812	0.675546886428	0.533767376402	0.603718120711	0.482405295217	0.591877968973	0.603041500824	0.711973887659	0.598013943022	0.49902937907	0.628924832419	0.608093214058	0.488537428718	0.472929495732	0.656484715534	0.502840449056	0.545694755159	0.464852144859	0.490512011009	0.576183324903	0.599260945459	0.495087556571	0.56107538419	0.501994129154	0.494701424197	0.486753281391	0.611972662166	0.476348358042	0.491042028508	0.664345000576	0.55539073572	0.586350414981	0.586190592917	0.622184384256	0.590320942768	0.608299248651	0.592563665464	0.541089280975	0.579206688983	0.585499046059	0.602331792136	0.540722781662	0.596452161087	0.616827932463	0.605825545649	0.58648652143	0.604357077227	0.541689205299	0.628010461394	0.629734837333	0.649562880249	0.548079399393	0.553509620577	0.613320819998
