L.033.M1	L.022.M1	CS.217	CS.357	CS.035	CS.219	CS.280	CS.259	L.035.M1	L.002.M1	CS.243	CS.295	CS.105	CS.106	L.006.M1	CS.248	CS.301	CS.064	CS.115	CS.063	CS.341	CS.334	CS.305	CS.381	CS.042	CS.154	CS.149	CS.060	CS.377	CS.373	CS.374	CS.378	CS.126	CS.232	CS.236	CS.375	CS.205	CS.213	CS.128	CS.376	CS.224	CS.041	CS.292	CS.302	CS.136	CS.166	CS.183	CS.147	CS.256	CS.148	CS.177	CS.372	CS.386	CS.214	CS.129	CS.254	CS.369	CS.395	CS.385	CS.178	T.CS.029	TFS.024	T.CS.024	T.CS.058	T.CS.048	TFS.023	T.CS.085	T.CS.046	T.CS.050	T.CS.012	T.CS.003	T.CS.076	T.CS.056	T.CS.069	T.CS.040	T.CS.116	T.CS.144	T.CS.134	T.CS.125	T.CS.156	T.CS.107	T.CS.092	T.CS.132	T.CS.128	T.CS.106	T.CS.131	T.CS.114	T.CS.108	T.CS.118	T.CS.153	CS.238	CS.082	CS.015	CS.087	CS.085	CS.246	CS.356	CS.088	CS.237	CS.006	CS.242	L.034.M1	CS.241	CS.110	CS.103	CS.338	CS.189	CS.187	CS.150	CS.165	CS.151	CS.330	CS.345.0	CS.308.0	CS.044	CS.212	CS.347.0	CS.358	CS.346	CS.191	CS.343	CS.322	CS.112	CS.331	CS.152	CS.194	CS.321	CS.158	CS.163	CS.227	CS.318	CS.285	CS.339	CS.202	CS.080	CS.393	CS.390	CS.370	CS.262	CS.326	CS.253	CS.270	CS.145	CS.255	T.CS.031	T.CS.008	T.CS.026	T.CS.043	TFS.025	T.CS.036	T.CS.066	TFS.027	TFS.020	T.CS.064	TFS.022	T.CS.045	T.CS.049	T.CS.055	TFS.021	T.CS.151	T.CS.142	T.CS.152	T.CS.157	T.CS.109	T.CS.166	T.CS.158	T.CS.141	T.CS.095
CS.236	0.677925971436	0.71885599733	0.691478160348	0.709467358915	0.653546985017	0.599137235861	0.719511470885	0.715249928418	0.673899166384	0.663653035767	0.657047131932	0.664083751142	0.670347758728	0.617961158334	0.669384259223	0.601493874704	0.680108751697	0.603663514579	0.615024304418	0.592500234069	0.661404342043	0.673772322799	0.687164145162	0.656346428217	0.642630166411	0.68538824336	0.620333868091	0.65060601746	0.631868599253	0.645038529659	0.629039892232	0.656506725747	0.695612850944	0.643015914916	0	0.645277265612	0.699705501156	0.623607453373	0.631278775808	0.639025250538	0.720606416614	0.608768780582	0.611278348595	0.69780087107	0.58708327939	0.671090560276	0.667640299913	0.65332186354	0.656246889406	0.670038976209	0.679777298141	0.629298614597	0.677243119256	0.671079577249	0.664610101541	0.651295789287	0.643340187216	0.640491492647	0.639656001078	0.680177088844	0.613710085826	0.680083712197	0.684025555934	0.682262873426	0.668387606465	0.708832678809	0.678625276797	0.677878781425	0.653580756399	0.743918581615	0.727564426231	0.675235563502	0.671737246163	0.714059641858	0.687154654721	0.653292955289	0.718882441013	0.699174648612	0.719454526982	0.695649784228	0.7250777396	0.731089138294	0.739987082298	0.677767558216	0.759684031996	0.717965399716	0.701215477929	0.753018162497	0.696252575668	0.704388746068	0.673680805373	0.664042864909	0.685270186063	0.681069383459	0.641704017695	0.677324515182	0.721134265581	0.703834570222	0.58950580228	0.6874318974	0.698415473817	0.635627658566	0.689210778227	0.639893617205	0.634207785925	0.625834536189	0.682452029449	0.643964644425	0.651943197265	0.689424046652	0.666924975014	0.669324022557	0.671962052406	0.635768994825	0.648704892997	0.735605559466	0.662312901441	0.70271873383	0.685419261651	0.706086244032	0.644404105624	0.668661411259	0.593547016318	0.637622231109	0.674006925198	0.734205337118	0.679890010623	0.581866874234	0.585121529404	0.719061696391	0.638715037717	0.648818366769	0.681561047746	0.67547206228	0.627507558801	0.637071305668	0.650920489478	0.640230550474	0.6799206684	0.652217949218	0.684389533247	0.662389345033	0.684031876375	0.679376773704	0.709307369169	0.717149569777	0.718247892002	0.699093928922	0.703745382089	0.670238774415	0.720344089142	0.718751677433	0.721002066575	0.699792704779	0.719379199355	0.7013286885	0.714886546872	0.688118988138	0.702478474116	0.742491668344	0.75572108026	0.689636422588	0.722522532001	0.73208911258	0.691060377963	0.712755492725	0.739990690001	0.747544540665
CS.375	0.588219030847	0.688172906775	0.64008531949	0.591302416901	0.58971409722	0.626097529577	0.647176941288	0.607795585281	0.518944602303	0.605227990404	0.598402562432	0.555583169576	0.592921740662	0.618248150655	0.6369345802	0.562412379427	0.605096075051	0.610017125036	0.647417553636	0.606134427479	0.57649906098	0.59528039339	0.589653912558	0.562945604816	0.543017379146	0.664981955982	0.534877589847	0.581630319649	0.585818762364	0.566689402682	0.553424926435	0.611350610664	0.539055275194	0.601287663724	0.645277265612	0	0.590948393799	0.578695061451	0.543704505615	0.542375451794	0.661303083911	0.605359350596	0.590023300148	0.609879796036	0.565400595896	0.613206436576	0.612578362002	0.559798016002	0.588722371339	0.620883177242	0.564928476358	0.580148427837	0.626367339294	0.506653209633	0.576887938453	0.564666180182	0.650659132788	0.580881595719	0.572754158318	0.572830834834	0.581160676953	0.57167029038	0.558036410848	0.572535902239	0.56686790208	0.522411212059	0.574022083591	0.558510774297	0.568833193516	0.5670656085	0.597164947693	0.595478857722	0.599950082488	0.585106494699	0.597707172215	0.599417417435	0.636632409449	0.608934528772	0.564890368462	0.583877560641	0.615826406458	0.658345798025	0.67092844511	0.640411191911	0.675831612646	0.606622849873	0.66852273134	0.665248377255	0.599786775056	0.662116657273	0.62025015189	0.629812649509	0.661787013019	0.594249217049	0.622706199944	0.578646997414	0.58932123333	0.631769319607	0.577805187579	0.58521731296	0.558019005349	0.608003040055	0.650305449928	0.604818232659	0.617498907712	0.579413605278	0.603154365178	0.550992544885	0.582205642085	0.565282605777	0.566421220738	0.542337318958	0.637121300356	0.60352918281	0.562703128968	0.565845536269	0.597386026257	0.643077508264	0.633871937341	0.603445385717	0.538961593012	0.581582010259	0.583203573717	0.582416160091	0.556646683438	0.642576494741	0.568276590564	0.58930392303	0.58861685022	0.654566758408	0.574777686571	0.624526930683	0.542272474317	0.546807631242	0.586209600685	0.584231391469	0.575827344923	0.581225320959	0.578950686924	0.563484075258	0.638312183684	0.576474639288	0.535919778381	0.567773467392	0.557053612067	0.555931211427	0.641095529343	0.572378356867	0.540867179242	0.636698765993	0.631990888267	0.598147892099	0.632105757091	0.586632471504	0.628097131269	0.579586365911	0.591745972304	0.608407455792	0.586613239642	0.629820646246	0.621957587728	0.590669338846	0.607280744048	0.649789604126	0.573853682771	0.594850832552	0.613556642915	0.664691178432
CS.205	0.692555840571	0.748240360492	0.726369093964	0.671592306435	0.713736626953	0.671184056966	0.712662869223	0.678307828306	0.576072135376	0.667111228695	0.684600143918	0.581786742645	0.691451383575	0.704226967594	0.707022680686	0.620863476293	0.594443963602	0.70715250778	0.677243208082	0.668449995203	0.509170678306	0.574086944668	0.677659284649	0.645561910333	0.661155987523	0.665616068083	0.583704322151	0.658971842097	0.599799352095	0.560312592306	0.559066578851	0.634356453207	0.628550895092	0.674268245314	0.699705501156	0.590948393799	0	0.543388014563	0.600983627204	0.543462679948	0.579395264151	0.665747177533	0.630707274045	0.584706201822	0.610503083907	0.605172611144	0.591258773491	0.528469150911	0.546723656898	0.589159732981	0.580381452257	0.583188711583	0.61442279234	0.578185145775	0.630350209605	0.582192972507	0.626278784381	0.638565133657	0.580831065539	0.66061599636	0.686903493166	0.663985210906	0.639323237354	0.664944642541	0.636897322215	0.648785547939	0.658761401006	0.592474635956	0.667727220573	0.633967798749	0.688211849954	0.626951799	0.694370424065	0.61009129469	0.687566464066	0.684363404205	0.699781121888	0.68267114549	0.640090505898	0.681477650681	0.684014385797	0.738457955037	0.714645747565	0.663506255813	0.72507924539	0.67424056044	0.736007044345	0.73325369424	0.591051852355	0.724748811809	0.681128908936	0.707365565279	0.739698130858	0.689572844122	0.701813797554	0.655324317956	0.622337549079	0.686882474082	0.617120467228	0.668878410664	0.685778643075	0.641731283791	0.712103837966	0.623370114274	0.679975549346	0.637424503819	0.619279282829	0.536967700344	0.635822384446	0.638145944688	0.6410058035	0.536639431001	0.646940569152	0.665858790734	0.662616257236	0.59595770113	0.602953494692	0.548590145619	0.626493604869	0.709349114333	0.517393129484	0.534328929119	0.630305417872	0.600003882605	0.646552285945	0.507861384942	0.666798634374	0.631488596466	0.638072943171	0.596728787082	0.488963710088	0.570753021918	0.611747500548	0.664727299884	0.652316304351	0.667782941991	0.585367315984	0.598910777087	0.604831565215	0.577714192053	0.605419171078	0.573930889421	0.608411231535	0.583800090098	0.663276839507	0.616164894054	0.622977392142	0.674539607268	0.59678274544	0.715262898703	0.717920826878	0.670768641962	0.702385164949	0.672956164083	0.711748798252	0.675327529858	0.568698592535	0.658106998764	0.66810667145	0.678068647796	0.683326874632	0.664473484453	0.703473977394	0.711993039235	0.67185356603	0.672268845771	0.699527870899	0.730440845146
CS.213	0.65548503029	0.73237852854	0.707980770977	0.667491730369	0.670800575675	0.637210329833	0.704310659898	0.670624302113	0.571131686727	0.624279493696	0.625447844485	0.613811942625	0.670449632269	0.657794170564	0.675333799009	0.601594331298	0.595223382417	0.667795488839	0.618545282036	0.630411783419	0.51951402741	0.539145361491	0.665664014253	0.625485616231	0.59960202724	0.611641408678	0.562902021348	0.595813536135	0.581193506679	0.558771938812	0.54124605561	0.5914918817	0.616184067755	0.644660067352	0.623607453373	0.578695061451	0.543388014563	0	0.571031985913	0.50392704903	0.618319945822	0.619514429785	0.588926118401	0.580427020277	0.572938520851	0.59473476237	0.59381656703	0.5008025496	0.536071597367	0.584689260228	0.562827136979	0.527116968101	0.584045002813	0.589934760754	0.60854307873	0.556005613868	0.593378764052	0.572443672045	0.571417392074	0.630673489176	0.625303370091	0.646420530945	0.629814424322	0.640198114255	0.630423506996	0.652428857329	0.647685487346	0.570519117825	0.625927567372	0.647426971056	0.687650126605	0.629640257284	0.68249991472	0.623543818457	0.679967701391	0.622843265436	0.692354130458	0.654991056832	0.649861184621	0.666548620254	0.694611929007	0.708218005244	0.722853217515	0.638517199876	0.734049210429	0.675449524944	0.697419876545	0.729164212524	0.587729553913	0.700474087845	0.665224858994	0.688490225891	0.714342681697	0.667762103952	0.678357937431	0.64111058785	0.636442598537	0.688973041059	0.593134191004	0.661161928436	0.665674242475	0.625210290831	0.685010158113	0.600558335626	0.642051821393	0.579686004606	0.605187329813	0.549785705716	0.589644274018	0.619845992923	0.613307543461	0.526566723096	0.610232319237	0.575681376123	0.618974972936	0.622476227476	0.595639027667	0.552149620225	0.622283382953	0.681135460457	0.524332726757	0.514616395468	0.554260882744	0.570259689367	0.650437532097	0.547701740918	0.631256722556	0.578489912428	0.60649410174	0.631227559769	0.475984179887	0.58285275868	0.580989627766	0.624748835641	0.616542134244	0.638815256296	0.587766081763	0.553050894876	0.557415791384	0.566911793833	0.593927140635	0.54767136691	0.613368573361	0.56826503468	0.654948581218	0.616141728541	0.641531200306	0.680486172011	0.610384029333	0.6834204301	0.705914356537	0.671665454895	0.70132164546	0.666169636617	0.70083438888	0.652363083948	0.55057493289	0.672085448651	0.67209769417	0.679222285189	0.681167188888	0.651231470474	0.682942089355	0.69932918368	0.657914962187	0.680920912899	0.675685174346	0.720651228138
CS.128	0.611394005727	0.636640207773	0.618315974346	0.586720838443	0.596294021449	0.580040693217	0.599817325163	0.584768262467	0.587932013467	0.627460468284	0.571135968786	0.485336692635	0.570732601164	0.624496350537	0.601187966795	0.528341232936	0.546461505228	0.600416822091	0.637956741842	0.653230657871	0.601733824745	0.578353306272	0.5452060418	0.517334889036	0.59077386603	0.71177995807	0.529945868524	0.608877493042	0.541496919678	0.549743466766	0.594397084023	0.645114199821	0.496087078046	0.55665271544	0.631278775808	0.543704505615	0.600983627204	0.571031985913	0	0.546117187558	0.685451178809	0.603553875829	0.544560693042	0.665886393882	0.557311963128	0.566239238749	0.61709477676	0.543038749535	0.504281452287	0.589749610294	0.572454696387	0.484023929146	0.648402509459	0.536790074039	0.562248678543	0.511052630505	0.638097019305	0.538458231544	0.504704617311	0.537694807986	0.58114025649	0.561629178666	0.553902892796	0.527896185949	0.577417140606	0.587818541171	0.550752948256	0.563662035071	0.595652931001	0.634178776143	0.581941245353	0.54944315047	0.638216031758	0.547752181719	0.565386242714	0.597582631706	0.577287623742	0.590454480229	0.539010494208	0.562483850513	0.550367707611	0.613183039511	0.590558891268	0.571021504376	0.596820387924	0.534694489075	0.636901706755	0.606187739096	0.541315675587	0.621668079992	0.576879932509	0.603329774379	0.631235962446	0.623386345117	0.608528214246	0.530306888816	0.681761128946	0.645946203088	0.595004371882	0.581846257293	0.554542104043	0.564360710327	0.586886350464	0.601465402133	0.59615355505	0.541817103028	0.612514964376	0.507706441609	0.538704418211	0.661333444909	0.529475095879	0.531760897426	0.716215831736	0.634627214107	0.583900029359	0.625995765763	0.63906513715	0.673996556695	0.707956473318	0.593973392311	0.562995487235	0.550594415454	0.5966408501	0.493776909133	0.474914961047	0.67424967731	0.542467190135	0.600594569429	0.621515016322	0.715143575141	0.531414230607	0.647432890988	0.595484269387	0.62108448035	0.582581636193	0.576362961832	0.543501973896	0.511870138529	0.577270264598	0.556120031797	0.690567547829	0.547295261466	0.4956959608	0.534977764558	0.583621726925	0.581576016325	0.693964761265	0.590296169524	0.564270509341	0.596122397035	0.606301091884	0.573561161107	0.594296082461	0.54740850556	0.582610666787	0.611165067621	0.616036890474	0.575300975819	0.597493942136	0.578532102686	0.626119622196	0.584677902759	0.632741223678	0.582361556301	0.544143731217	0.548142935025	0.62151397826	0.61895866944
CS.376	0.636801906248	0.700829529742	0.677614598685	0.641273442965	0.648086914977	0.61118113097	0.686518119572	0.646007030729	0.548752156055	0.595402019799	0.640106784552	0.60116671583	0.624025718539	0.629988470765	0.66034033129	0.546392931925	0.561900819041	0.652455815007	0.602429334204	0.599725006695	0.53702144693	0.522519276711	0.629182244018	0.580311703718	0.579514996647	0.614735205962	0.500356350626	0.596249466487	0.544429335685	0.534818098148	0.518802998396	0.604797653711	0.553441590319	0.613648675992	0.639025250538	0.542375451794	0.543462679948	0.50392704903	0.546117187558	0	0.623918310103	0.599226164422	0.567310218989	0.582128866663	0.555571850293	0.574632578737	0.548175079804	0.473771774746	0.537631198048	0.571739003243	0.553778038941	0.499226032499	0.608893772806	0.563115906541	0.586733567552	0.512665318812	0.583191203692	0.585255203686	0.559992381416	0.606650125312	0.610644687109	0.591260882702	0.580075406197	0.61936582078	0.601786901474	0.603910731606	0.59936099142	0.54316847091	0.620891240063	0.659907964434	0.655396639036	0.582028272156	0.66030541946	0.583569096289	0.641141021668	0.654124747377	0.672820463217	0.653761865639	0.59426176736	0.635351132024	0.659999666306	0.689323969862	0.683454996665	0.624089542556	0.70801401951	0.647443687943	0.68584091394	0.693969075166	0.53560738665	0.682268396531	0.633541336762	0.662275420941	0.697109494702	0.621439091513	0.647831730152	0.632717093659	0.620667069642	0.67073585828	0.592645973556	0.629743842688	0.630290771033	0.624467535754	0.679263436708	0.603185399006	0.632231703167	0.586097094775	0.592951095734	0.513370296682	0.574330237014	0.575434445897	0.59095853377	0.531521113682	0.601429022025	0.577613485607	0.599676812977	0.5685434233	0.57507384018	0.602645750957	0.584483086488	0.656376144207	0.502693152609	0.505884470171	0.56858087459	0.56878009585	0.596128255034	0.601312390504	0.635791527404	0.571022453657	0.580676253435	0.63039015962	0.487000541547	0.55620877554	0.573214717324	0.619736600328	0.585989583956	0.597870307891	0.537593227679	0.529042644829	0.53222310164	0.52270433209	0.606527081536	0.515464649221	0.563996941432	0.508852315564	0.623544438063	0.586382744478	0.633141673591	0.637029129015	0.577024847723	0.641295332598	0.681337483771	0.627991737251	0.656359874919	0.626604949418	0.656256360482	0.622699913812	0.536855338111	0.633767823919	0.639571602516	0.659824632285	0.653000293029	0.624732749806	0.654894508668	0.687659031599	0.618677193342	0.641497783378	0.662645899991	0.705642378323
CS.224	0.725434829208	0.78102147042	0.762311937857	0.73526244565	0.747877366478	0.729581726163	0.755003291566	0.753951960916	0.662773056602	0.681312303302	0.734580363869	0.702596463453	0.743887713028	0.738411882398	0.753623898891	0.676784442916	0.707219219386	0.739132142234	0.690109891534	0.6948106171	0.628062608858	0.62126324691	0.75329949838	0.724121855022	0.68369189736	0.627088434404	0.631215798428	0.686624282033	0.663861100648	0.687667083607	0.624012694137	0.643010901638	0.713095141561	0.72352069749	0.720606416614	0.661303083911	0.579395264151	0.618319945822	0.685451178809	0.623918310103	0	0.706364224622	0.690536607928	0.60736028735	0.689980687344	0.659127316305	0.618758549649	0.637367086596	0.619532150696	0.606820246476	0.595639021725	0.661462696934	0.587195940878	0.64280315834	0.682117592216	0.664688608091	0.661026182424	0.691279776903	0.690920371217	0.722257285337	0.714937433976	0.725648676328	0.725460840992	0.731200604393	0.706723786983	0.725691937126	0.745751260841	0.686318886311	0.712656963576	0.662933359291	0.756221915208	0.727382509212	0.726309385425	0.713603567275	0.744695713465	0.70660840918	0.765479048186	0.747913096764	0.705452804649	0.741349538126	0.768160488116	0.779178497278	0.779444084433	0.739888993504	0.78514558245	0.740567080829	0.772994758269	0.780729407788	0.703006233952	0.758517601	0.707397314565	0.758992614812	0.756621347958	0.710426757832	0.749412057838	0.732083897088	0.671113819034	0.735115573726	0.621272735249	0.721713764458	0.755119080333	0.726567744248	0.758455643178	0.650691098176	0.729104958783	0.694331902842	0.671131294282	0.641433573876	0.66082938566	0.656922927491	0.70900926691	0.62981924014	0.636238614162	0.681250283053	0.728919779906	0.642862879742	0.649921140148	0.591716010408	0.608022588225	0.766027488832	0.555298489428	0.606035645886	0.682527847485	0.710292089637	0.737415432909	0.576944841641	0.733533236736	0.670966060946	0.666124364968	0.576155658621	0.620767676361	0.60979418928	0.68136143269	0.692734048434	0.666415230256	0.693440955654	0.623313359694	0.683566171127	0.653320271412	0.648461528025	0.648255909349	0.649328334164	0.701975262436	0.66270322833	0.73296485776	0.706861373072	0.66233268889	0.740495440691	0.693021069317	0.745385720093	0.765511926228	0.755787045486	0.782569612627	0.757265160945	0.77415938034	0.723628770729	0.640452258841	0.735955329739	0.710830730395	0.742949155101	0.730353722531	0.733945917797	0.736422090129	0.780047215074	0.722184186904	0.74068392715	0.735598810251	0.776785138885
CS.041	0.648548149516	0.684532123568	0.64348543488	0.669822349915	0.590388477158	0.585756591755	0.688477680879	0.663641789472	0.643512469659	0.677281846309	0.646952916119	0.631179978609	0.577182816994	0.573420283191	0.644735391729	0.577229493872	0.61808175745	0.577965045553	0.579824048455	0.584725746107	0.59588877994	0.617711158541	0.65929865178	0.609045754332	0.584835367763	0.660981883291	0.582986838482	0.593910836617	0.603718943137	0.577679549805	0.620893417434	0.638220654991	0.596199889422	0.581881457388	0.608768780582	0.605359350596	0.665747177533	0.619514429785	0.603553875829	0.599226164422	0.706364224622	0	0.561872597642	0.648992369575	0.521955719768	0.611348030752	0.628044505139	0.598004296234	0.618684957859	0.593718602722	0.66179328362	0.589116644994	0.677588102435	0.625792626503	0.613745431038	0.591023174039	0.605841429958	0.601133643426	0.60900501775	0.615849662194	0.582808150832	0.617378098144	0.602246155445	0.640563143423	0.619030731047	0.6536159318	0.631246416293	0.597411926599	0.595933287705	0.676986223337	0.681550521388	0.611946560812	0.639070345643	0.619161245563	0.646494131133	0.631462079251	0.690187024388	0.656923171807	0.631285270943	0.674376072528	0.688720612816	0.683594233523	0.69472532864	0.655448617689	0.727241561786	0.674140689781	0.668780913245	0.722289687309	0.627717209893	0.674585028941	0.642824442452	0.618838871234	0.66266264534	0.616999088479	0.593123932038	0.637106535563	0.672741354252	0.663473409257	0.562754570555	0.61775155275	0.63741111212	0.649599859789	0.67480094951	0.57455849971	0.598428396377	0.600840488243	0.635465195265	0.604005547741	0.586761290325	0.598475578565	0.593858302031	0.58897365736	0.654919247015	0.581114289451	0.605888936804	0.636604914865	0.615530826895	0.678836244842	0.670431324698	0.644080648742	0.633129679963	0.616793695597	0.522271536782	0.609000337228	0.616110214667	0.662191380162	0.649466346531	0.546385288337	0.570525047478	0.698180342819	0.607394388372	0.609034790506	0.645553880494	0.651187026157	0.519354458071	0.584933261826	0.617618533822	0.583966888651	0.613356499374	0.6077738079	0.672798571039	0.578749034065	0.616708215117	0.621288844374	0.630461820086	0.621965249892	0.632310207852	0.645576235397	0.637743221315	0.639991681544	0.692707680854	0.650405818827	0.67321024191	0.646518130396	0.681564772195	0.627237881936	0.627620636318	0.631431634839	0.657365024192	0.692639838279	0.685407479275	0.637714140452	0.661510652036	0.706540521465	0.654480825287	0.659847567304	0.687582988523	0.700621919729
CS.292	0.646284360706	0.618668667759	0.598256097982	0.617908544388	0.548314762985	0.538166960613	0.629496186629	0.626083822604	0.60300470821	0.631015426765	0.589538635647	0.603941553121	0.596703614987	0.542051934943	0.618075297364	0.520105523045	0.560833462841	0.56515956221	0.574199785055	0.590757224488	0.587077689892	0.566549396993	0.601192212776	0.540967553834	0.600569389949	0.672403042415	0.532524561846	0.526411394407	0.541105694199	0.535881480431	0.573888754549	0.629828534639	0.55645259045	0.46353620181	0.611278348595	0.590023300148	0.630707274045	0.588926118401	0.544560693042	0.567310218989	0.690536607928	0.561872597642	0	0.653123102105	0.501729828511	0.566938711309	0.600979940479	0.568380242013	0.539093745794	0.617165324479	0.599351178466	0.567810699943	0.646100592838	0.578591541338	0.576651183771	0.534843443638	0.6088558002	0.545637900652	0.540593748726	0.570762707039	0.555545591024	0.606242450865	0.577104174845	0.601698872091	0.59802971049	0.641519605742	0.618436420147	0.580961552991	0.626126637851	0.645868295271	0.621381447229	0.586245206859	0.642475366543	0.594879174964	0.58781738702	0.619941983301	0.649509793762	0.638275597429	0.589937910753	0.610700960234	0.634384456129	0.647021630548	0.619666581153	0.582963600332	0.648372590523	0.624601100699	0.616538782136	0.630001207106	0.579640098277	0.606803601341	0.582714082372	0.556790519357	0.642204438533	0.630259332074	0.557223544097	0.580669870239	0.649695889195	0.69128547591	0.525762021784	0.585512396762	0.587336247994	0.608849792305	0.561228879212	0.540452519851	0.538965381906	0.545033242504	0.568748039954	0.528770474821	0.526553971971	0.640291054788	0.555085160723	0.560790765252	0.649566340642	0.568704560632	0.599209197538	0.643702342996	0.571012350328	0.667152428834	0.674150885756	0.59509537551	0.58966707686	0.56419129984	0.515246683125	0.494860640821	0.558114992486	0.645699243688	0.615867625792	0.569900032079	0.561792092003	0.67178138156	0.544100367129	0.575489890561	0.636451429731	0.633114668279	0.542665935584	0.590982669237	0.562766314111	0.546128983121	0.584746589647	0.547706320025	0.648592736037	0.522327798823	0.553953850192	0.544850763623	0.616789291402	0.639712222671	0.657414153685	0.635842646045	0.624370189504	0.579614922297	0.619448338933	0.621565663321	0.615570581119	0.579026663304	0.609458904666	0.622213421468	0.614403438875	0.607240864108	0.622258125817	0.639619530884	0.680196581984	0.602742200485	0.636053140578	0.615819690121	0.598703293402	0.61183506128	0.658190849865	0.635265937183
CS.302	0.669290652885	0.760291198629	0.724282935123	0.686802468271	0.702336543017	0.669255979053	0.731263231311	0.708260659977	0.636383020495	0.692543865418	0.694500864304	0.645882705834	0.697522992174	0.703367975203	0.736731826899	0.639173458588	0.62557297045	0.679533156879	0.622933559487	0.639061916466	0.562823999262	0.616859179813	0.714047930206	0.673643912582	0.627533805549	0.612643334094	0.598377406787	0.65318671595	0.626699854244	0.610417324258	0.599297026999	0.63344394177	0.650770726708	0.691525692572	0.69780087107	0.609879796036	0.584706201822	0.580427020277	0.665886393882	0.582128866663	0.60736028735	0.648992369575	0.653123102105	0	0.630298473582	0.649055062402	0.630080825607	0.583494043193	0.633387847725	0.658412389417	0.637443693282	0.620900344835	0.642888753144	0.605600213306	0.682610993412	0.619699189448	0.630097853748	0.668443193061	0.63721434104	0.68409677339	0.667890228752	0.685246348429	0.654555841971	0.721843982317	0.673704952779	0.655143067163	0.698787552021	0.611044136833	0.673572368054	0.648029625325	0.702574889394	0.655115798084	0.700505235321	0.653674318183	0.705433378242	0.708148820272	0.731344640055	0.689360725811	0.65232724008	0.705819960927	0.734816154343	0.740289956676	0.754656469419	0.699034034349	0.767242112869	0.722953417284	0.75116310027	0.762771136166	0.635833032453	0.749162310725	0.70478737705	0.729666286707	0.755930016965	0.666883248589	0.715327021046	0.69432900757	0.593518290961	0.704471703115	0.613614255574	0.678270762194	0.697152709101	0.715150469358	0.747129954757	0.638148875452	0.693951024126	0.661029098017	0.60528818782	0.616617258273	0.655373541558	0.590875180421	0.659403412826	0.595429101978	0.593459186652	0.604131784036	0.679201058875	0.562687625067	0.645162075028	0.556108684445	0.639328026501	0.700635075904	0.589905751887	0.626042393746	0.62868295802	0.666272941963	0.696092250407	0.608149620478	0.704763016223	0.641738688481	0.627054541431	0.621165757808	0.582544067095	0.57782264925	0.596329134478	0.623571219617	0.650894127814	0.683245408337	0.635983287617	0.659840410044	0.594616940778	0.624573274502	0.615200676259	0.617984222298	0.671897441319	0.648381073294	0.69423634677	0.629721980459	0.574252020008	0.681495417226	0.611965814648	0.71609836957	0.735669114305	0.702215949542	0.733435376521	0.710780234667	0.737674874869	0.66393059478	0.598800910907	0.707423099434	0.692870740742	0.728269275205	0.70387647265	0.670474985291	0.698235226129	0.75862070849	0.703121228516	0.715248805754	0.724232510874	0.758695164856
CS.136	0.629414744247	0.648641747406	0.601588634576	0.63181466994	0.548350623564	0.560109589017	0.670300121084	0.627198358804	0.600963934988	0.656829641241	0.623401262137	0.583047526976	0.575927281996	0.505392357602	0.644963014206	0.52914599501	0.58290018057	0.53677597954	0.577355833479	0.572866126734	0.598856179973	0.574559366502	0.621967572881	0.559042890291	0.578890207979	0.656996091765	0.526198479504	0.558403951608	0.548000518817	0.54241001328	0.573437206374	0.626516132753	0.57262501379	0.507194667933	0.58708327939	0.565400595896	0.610503083907	0.572938520851	0.557311963128	0.555571850293	0.689980687344	0.521955719768	0.501729828511	0.630298473582	0	0.584969019676	0.612961871298	0.563600094838	0.572940959002	0.592085585589	0.623138958101	0.570089403649	0.6600464945	0.567382175378	0.585640880141	0.569933587274	0.59681921216	0.558185043407	0.535536646105	0.597028158913	0.542855702577	0.597964566027	0.570813734377	0.614022180408	0.607067542037	0.620216536019	0.60618798591	0.569592192048	0.609920987311	0.662331195151	0.641238100397	0.601736196714	0.627437757342	0.587627837368	0.614236621254	0.587222730322	0.653691197402	0.631140597486	0.610094764421	0.639953417342	0.655722287172	0.666459007703	0.659062878238	0.61662659933	0.693539854488	0.648805566366	0.63950146647	0.675717055054	0.589947696256	0.634429758118	0.596155055685	0.554307492627	0.662766056719	0.59537892913	0.548744127779	0.600626040197	0.663624897769	0.653466017512	0.521341002975	0.570763700771	0.607632868862	0.617508006549	0.657476488346	0.552692623271	0.567237858169	0.559865504183	0.588441415862	0.550077987223	0.53659282847	0.599637891165	0.5724083603	0.571931759583	0.635308548989	0.551270382295	0.573767880192	0.609513672581	0.587618665632	0.670080247678	0.624964287366	0.614566463732	0.590549458364	0.579163358197	0.479463896812	0.549760057745	0.566950364357	0.651941644713	0.622672532184	0.533538777731	0.491538272483	0.685345321599	0.538739572018	0.578307623964	0.606997584566	0.63522076944	0.5245003337	0.589209244262	0.567639609512	0.575824701674	0.620695945012	0.566630269217	0.636080106271	0.543567752205	0.569221803178	0.566880008733	0.615591315968	0.638813943981	0.662219063443	0.617721549504	0.597726893226	0.607232738005	0.652144960285	0.628867813785	0.630634935643	0.621150988828	0.642960925131	0.617517460764	0.608459710618	0.60961338009	0.628779967913	0.657972974293	0.668564657823	0.609474144617	0.642505302596	0.658514815083	0.606519449858	0.634689913165	0.679238434093	0.665175484608
