CS.106	L.004.M1	CS.108	CS.022	CS.002	CS.314	CS.011	L.036.M1	CS.091	CS.092	CS.019	CS.245	CS.199	L.025.M1	CS.281	CS.153	CS.117	CS.371.1	CS.115	CS.186	CS.230	CS.155	CS.063	CS.301	CS.381	CS.077	CS.067	CS.377	CS.066	CS.056	CS.378	CS.292	CS.041	CS.374	CS.205	CS.236	CS.128	CS.125	CS.203	CS.380	CS.136	CS.375	CS.126	CS.302	CS.232	CS.348	CS.386	CS.129	CS.395	CS.256	CS.385	CS.359	CS.181	CS.183	CS.349	CS.178	CS.148	CS.166	CS.389	CS.268	T.CS.014	T.CS.020	T.CS.062	T.CS.046	TFS.024	T.CS.082	T.CS.024	T.CS.085	T.CS.041	T.CS.034	T.CS.069	T.CS.038	T.CS.056	T.CS.080	T.CS.058	T.CS.121	T.CS.105	T.CS.156	T.CS.118	T.CS.167	T.CS.161	T.CS.147	T.CS.159	T.CS.092	T.CS.104	T.CS.111	T.CS.134	T.CS.139	T.CS.116	T.CS.131	CS.085	CS.110	CS.082	L.024.M1	L.034.M1	CS.356	CS.237	CS.241	CS.087	CS.238	CS.015	CS.088	CS.006	CS.103	CS.242	CS.311	CS.189	CS.187	CS.212	CS.387	CS.191	CS.207	CS.364	CS.346	CS.078	CS.308.0	CS.233	CS.338	CS.363	CS.165	CS.080	CS.152	CS.319	CS.202	CS.223	CS.163	CS.321	CS.331	CS.285	CS.361	CS.343	CS.318	CS.227	CS.112	CS.322	CS.270	CS.390	CS.370	CS.255	CS.262	CS.253	CS.326	CS.145	CS.393	T.CS.008	T.CS.055	T.CS.049	TFS.021	TFS.027	TFS.022	TFS.025	T.CS.026	T.CS.045	T.CS.031	TFS.020	T.CS.036	T.CS.066	T.CS.064	T.CS.061	T.CS.142	T.CS.158	T.CS.157	T.CS.166	T.CS.141	T.CS.152	T.CS.151	T.CS.109	T.CS.095
CS.077	0.544416714708	0.586056260984	0.594323134776	0.611046807119	0.595342363259	0.579003127376	0.578256599078	0.577664772794	0.585320803476	0.543284293896	0.540795230917	0.57416757326	0.578588466699	0.650578390874	0.578203584305	0.542760521034	0.549414055732	0.587345189993	0.640269145063	0.607258749611	0.663249939092	0.573992285782	0.614633721551	0.583196753726	0.55469710514	0	0.700281094654	0.638541747955	0.55368994959	0.620789770246	0.653245002782	0.590719917302	0.625284353695	0.632644021149	0.671025894968	0.654914756478	0.590480388281	0.644091807106	0.537154089117	0.542710573146	0.583377437468	0.571118937592	0.537432424973	0.682573074526	0.56161011554	0.608532878169	0.689905867313	0.596208978309	0.630467449788	0.652309199501	0.61322368588	0.687077602096	0.624650749028	0.699257115362	0.600187444815	0.611923914571	0.675820923034	0.645783511597	0.605821590761	0.633531149285	0.586418769021	0.602632294247	0.546346537567	0.592493758304	0.582621364617	0.560581398187	0.543895049148	0.550889281503	0.536536835097	0.559740926321	0.580403934539	0.613268929266	0.616345921202	0.605613438475	0.566391204442	0.583945617003	0.628813430819	0.57542996825	0.58233513098	0.584340161817	0.604892245132	0.609085391267	0.624336826962	0.594609371448	0.584925520853	0.557744296462	0.571301094713	0.584476707135	0.592773301945	0.559715801699	0.575032615088	0.627092368801	0.53392729734	0.615236651734	0.598908340639	0.658779162919	0.606835003866	0.551629289328	0.567346230927	0.544011698891	0.605602226432	0.646712377356	0.537128759106	0.570822259999	0.534771042729	0.566277474584	0.645041663339	0.611970052968	0.632450721684	0.565094948707	0.560410333833	0.666507622832	0.66674419456	0.684468231499	0.602713209396	0.633756402091	0.580653905134	0.612164252811	0.633080711217	0.627732545829	0.56934637717	0.547965919242	0.6042091177	0.637266847134	0.625070811898	0.588849485591	0.53468106132	0.585919390692	0.672605938371	0.630564035075	0.632064211539	0.629505135311	0.732521640058	0.607203682674	0.668595682998	0.655415790151	0.615673038106	0.609021618298	0.615117993101	0.621330388148	0.701335130849	0.602251217698	0.558230483237	0.639633938457	0.591919653901	0.597131837332	0.644129434301	0.587534340072	0.563252397161	0.576411913373	0.569834437429	0.689189133328	0.568083799706	0.564181097912	0.582391508374	0.585226272052	0.57931804583	0.544120432825	0.573632005917	0.624307160399	0.540552691611	0.597770423482	0.578894373646	0.623483455967	0.543882571456	0.593186188287	0.567044184269	0.6051542913
CS.067	0.685810175816	0.767375133274	0.762057888521	0.658052133581	0.67675287401	0.704836381578	0.73721919269	0.739293518231	0.634717989028	0.735775171329	0.7258242198	0.691016632483	0.67842801608	0.679053804409	0.715736587235	0.67623572972	0.680160989528	0.678492170388	0.586615585707	0.750475234228	0.635420417217	0.712495643661	0.63706128532	0.717952359401	0.720122087127	0.700281094654	0	0.658238143002	0.686061096372	0.665404067318	0.622354597008	0.643106560693	0.639322963286	0.624534285062	0.634210577967	0.667518452703	0.70889526474	0.644701193798	0.738469689781	0.735981052143	0.632463205683	0.655125830897	0.707439444621	0.615875228499	0.698600933711	0.700899265714	0.603713282266	0.67964896626	0.670338644629	0.610475830094	0.689456828548	0.634018390519	0.667499428825	0.593443646471	0.683442809818	0.693261043798	0.615706010636	0.667755743896	0.624636763014	0.671806029173	0.722213177117	0.774842862184	0.74854739711	0.649992217209	0.713088053937	0.745404705107	0.704374274936	0.727760159327	0.724943835761	0.742507761466	0.716944097224	0.750797091767	0.674009349396	0.659566351661	0.716023473736	0.747609982899	0.755176084255	0.743009203538	0.707704656506	0.760369215681	0.745694791645	0.796050953185	0.787174976137	0.775371603411	0.786405542491	0.746325916514	0.737148527768	0.786052681868	0.692971664025	0.76377470724	0.706234502221	0.621754703199	0.728876563601	0.755225797078	0.703993671767	0.656923374274	0.598376924601	0.744312525361	0.680994901084	0.683072495046	0.733847937422	0.692317315615	0.707935499757	0.688923852795	0.740297754853	0.673347982247	0.652277057559	0.655039762752	0.645006784969	0.644431772307	0.741988755689	0.606274929101	0.60137783605	0.577799259914	0.694213235443	0.58692209952	0.694096370881	0.663202746051	0.627986385836	0.614187091279	0.647311023272	0.734311001784	0.649036641977	0.662891375692	0.63312934472	0.631188251884	0.749848984133	0.691967859966	0.593594461017	0.639637630537	0.638956329187	0.631798898843	0.586968209931	0.599662184083	0.610352663393	0.639348135413	0.66089407335	0.652719563008	0.67781633395	0.60788919154	0.595896771326	0.649508727202	0.712082033043	0.68837070744	0.697084746073	0.729614612141	0.640877111815	0.690548838921	0.739872922673	0.770399222567	0.691900062277	0.604338006848	0.720626415161	0.712209684203	0.770376463778	0.729931947476	0.766596958627	0.737101811957	0.708924158846	0.734363605959	0.762277592801	0.72266250215	0.732266359404	0.731129432583	0.727998648088	0.759123037349	0.779630388718	0.783764398844
CS.377	0.619575909021	0.709353441808	0.651725351237	0.619145995559	0.618915373822	0.643098339521	0.629027350479	0.679045760908	0.590378615173	0.643287342892	0.661562619812	0.705265439745	0.655239220565	0.721117400484	0.609793067614	0.583009510131	0.653315473693	0.634050150597	0.599279061805	0.680671647804	0.590251968954	0.590698846848	0.60225030967	0.566267570009	0.550436864433	0.638541747955	0.658238143002	0	0.687867008959	0.567774320483	0.652606864758	0.541105694199	0.603718943137	0.578643875337	0.599799352095	0.631868599253	0.541496919678	0.517196139338	0.654659563281	0.626069695165	0.548000518817	0.585818762364	0.573873582825	0.626699854244	0.565452160077	0.530849681722	0.63949584718	0.585122843792	0.514470716716	0.526096049503	0.481464513315	0.614688669015	0.517502305798	0.575929108278	0.520648520407	0.578703940942	0.576389695298	0.509083437489	0.529410142114	0.540688561395	0.60310044824	0.688103161065	0.645044820982	0.588306083692	0.652562390671	0.6624048408	0.606322339781	0.636631501845	0.623815606275	0.660388678596	0.593043629494	0.648839761834	0.694105311877	0.639564091826	0.618712916595	0.625369448411	0.660998951704	0.67185634932	0.570639015232	0.685562942012	0.630698759943	0.696341332494	0.68736983296	0.654492080189	0.675412487106	0.674376472992	0.662251165451	0.68522871947	0.634079952374	0.641890467447	0.640561860222	0.625017276977	0.613349670293	0.722386584873	0.651836714969	0.671729455244	0.572694412901	0.700132309901	0.675595681286	0.652845723008	0.738218842525	0.735417538207	0.643804522592	0.627748609126	0.641965090431	0.659917717481	0.596494300697	0.523413684992	0.629131199867	0.564085396607	0.656676708196	0.572183614882	0.588156454509	0.647794374993	0.690443113047	0.614844368383	0.649415808789	0.543355640113	0.508676766451	0.663155470305	0.594889391699	0.572505268959	0.551514350639	0.667209002822	0.505869136403	0.581320177674	0.66516554537	0.530283532376	0.582365882678	0.599503797623	0.575798394671	0.523607561838	0.675095465146	0.603532020646	0.570085118995	0.532914489534	0.513241985148	0.528240419074	0.532542752501	0.609051693971	0.620459734975	0.538923259336	0.560684292193	0.585760756164	0.668382186281	0.647217035638	0.624990972901	0.683583584075	0.690874466037	0.650043305591	0.642081861583	0.642582468511	0.662256811033	0.665744400256	0.656861851507	0.641550143998	0.680356097368	0.65025876151	0.634654221751	0.727102469365	0.647866523434	0.69222009688	0.630516761162	0.735987673843	0.629245259924	0.700122697591	0.675020936801	0.702517152429
CS.066	0.565962667496	0.581117356317	0.602611736653	0.603231374032	0.564799592979	0.573154332046	0.622193950365	0.591647646699	0.664692136991	0.575383019824	0.558534081626	0.591704510896	0.573229312109	0.573209177757	0.5787910912	0.565067707438	0.526685008941	0.606464873224	0.635796784316	0.600670201851	0.682589192563	0.664890176837	0.624262133835	0.665715506498	0.612492797729	0.55368994959	0.686061096372	0.687867008959	0	0.676672463595	0.64192829797	0.59516618724	0.634658206279	0.674146511434	0.713872672795	0.660430382811	0.6334518853	0.685388265519	0.586671855902	0.613642876748	0.618977337124	0.603802107769	0.601871581483	0.7268486535	0.584197349016	0.676514949539	0.691516630283	0.611233463928	0.668132433761	0.672804059034	0.692184112219	0.709000290243	0.666596916753	0.725595326098	0.66435187443	0.639470447292	0.68371225058	0.688360726391	0.673766058111	0.672404345482	0.632831802214	0.607845865976	0.582817660529	0.642097780993	0.607651982612	0.583423805488	0.623520292337	0.602616111355	0.600526163335	0.599157190832	0.65788683831	0.643499261306	0.587445537245	0.621289171615	0.584185677434	0.657204598195	0.651985598562	0.580675758735	0.639098006342	0.589994513656	0.608314999065	0.612977421863	0.641600258899	0.662149653625	0.602743581722	0.57267775804	0.603519982724	0.61684399402	0.554126300588	0.633444993373	0.564708846455	0.621740439585	0.597828477747	0.578835636334	0.580877602931	0.690422320731	0.60674725607	0.538836446571	0.542725029905	0.549266296021	0.55312467867	0.598282578187	0.536345656277	0.556944695147	0.582023496836	0.56453397545	0.640402818313	0.648448694151	0.675598424783	0.635218013686	0.560108049816	0.655303154219	0.699296488751	0.704227666404	0.567019252115	0.629418208484	0.537694213105	0.6470718783	0.674600519919	0.657798467325	0.568524878588	0.628831034919	0.680552532285	0.637067463221	0.684583941528	0.60676689714	0.54851769664	0.635534964379	0.702989465631	0.658307701776	0.678463462726	0.680050519004	0.740423587173	0.579058341201	0.687128793414	0.686396989137	0.677730025784	0.670405739083	0.668039443022	0.64317253134	0.698300292207	0.648109979744	0.632787156762	0.656769087254	0.622146271695	0.60459169868	0.673350806419	0.571245727028	0.567506125957	0.629436742447	0.615652116524	0.708791612111	0.592171610885	0.589980387598	0.617824097776	0.600715764668	0.578236256676	0.568699087995	0.618963208	0.585710454657	0.617402888366	0.57283793638	0.621684708567	0.560687759839	0.602798460433	0.577240228656	0.611534309841	0.604246102651
CS.056	0.615580767793	0.725303563442	0.668357808869	0.583240897682	0.594003578209	0.652539327416	0.666803297008	0.651500358664	0.593519869272	0.667054619744	0.624534594632	0.667250519127	0.637774142415	0.697194365803	0.661682541795	0.602784054401	0.650597550373	0.630597610441	0.632413841015	0.700971094405	0.618655323113	0.619801441093	0.575769250206	0.583987991243	0.597487456112	0.620789770246	0.665404067318	0.567774320483	0.676672463595	0	0.67296319904	0.569621023777	0.579121073558	0.617129925921	0.617730060889	0.627892342935	0.562247353867	0.585349124471	0.660264712324	0.648303356617	0.563441458125	0.600218582033	0.620272079224	0.636337809887	0.611418639619	0.580896688246	0.631231146123	0.620185407643	0.559192167986	0.5863709819	0.561473169093	0.665332911156	0.570679162065	0.58083191581	0.568841850939	0.6222309642	0.620428945932	0.581761177243	0.588595926188	0.567640828755	0.636143001831	0.721260846	0.660645495099	0.613164982263	0.659794357801	0.678988442807	0.61734794563	0.673900616584	0.632891365191	0.673267027377	0.632458363242	0.682898504549	0.667681316914	0.654856841895	0.645007002155	0.651916626853	0.696437108505	0.695453784748	0.614261262045	0.693970701887	0.668689505747	0.722172181299	0.705167094936	0.699384506943	0.714530379133	0.679888302001	0.698248697627	0.720925577025	0.663104667043	0.675413053345	0.632467314551	0.58495314469	0.662891769548	0.730721268239	0.638111235593	0.688182265762	0.570333856197	0.682545767581	0.648815220553	0.650208961149	0.701690701455	0.695232622667	0.629714153811	0.625634402912	0.663161793629	0.625045244398	0.633411599824	0.559290946286	0.679274144806	0.591991174804	0.690523964806	0.604494301651	0.608429911999	0.641745811749	0.677834760648	0.602251783034	0.673803927555	0.598270911452	0.536148514712	0.662261067533	0.608558956159	0.612277620142	0.546371064309	0.676709408754	0.567180926257	0.581883184005	0.662600016828	0.585091673358	0.584658506989	0.624198814407	0.595505497487	0.561897986495	0.663265614681	0.561197555801	0.586511324371	0.581307361842	0.555240655422	0.547329002655	0.582302867757	0.600332175631	0.682641351114	0.62000446939	0.606713807008	0.631356217549	0.661262357618	0.655823546644	0.61706218046	0.669647397276	0.665052688153	0.698216458158	0.647120222383	0.670156605153	0.671944071469	0.660188354708	0.702023111353	0.660107002764	0.707224504292	0.652301766462	0.627662819962	0.719357432158	0.690039198716	0.691302016563	0.694211706343	0.72171970944	0.676152125959	0.703830572116	0.703080977605	0.719847074745
CS.378	0.646528834044	0.715705065848	0.69643164077	0.614159088793	0.653121324605	0.626201996876	0.691640443316	0.693782967234	0.633935496544	0.676799218342	0.671629680456	0.651906385477	0.654730102182	0.65863660477	0.647887617619	0.646147334843	0.644938244284	0.627649879644	0.613638980297	0.675393194017	0.60335819608	0.685493216822	0.6227083978	0.699756235743	0.645006041839	0.653245002782	0.622354597008	0.652606864758	0.64192829797	0.67296319904	0	0.629828534639	0.638220654991	0.610232820205	0.634356453207	0.656506725747	0.645114199821	0.614279151326	0.6858486823	0.68864177977	0.626516132753	0.611350610664	0.662741357554	0.63344394177	0.649901265159	0.683072913975	0.615123864711	0.642469314924	0.642763117029	0.624294471614	0.661734183527	0.608404301006	0.635134960915	0.611905245732	0.657767967742	0.651433007911	0.634111470816	0.661415747549	0.604371564004	0.640698413223	0.67544983739	0.724471235204	0.682039260286	0.643958264397	0.672211214426	0.666599103996	0.676108339939	0.6749595864	0.675619352838	0.683464975997	0.690306868227	0.70873846599	0.642111048155	0.642131649065	0.655384108188	0.708051393461	0.707344692574	0.663439497039	0.672217456323	0.686827328364	0.670706055598	0.718853436933	0.72743137956	0.723307360285	0.719926459177	0.682295551307	0.686689805833	0.733512472526	0.625035049658	0.696349998719	0.667474627777	0.635822751993	0.670803511121	0.681847729119	0.663078617522	0.646561001727	0.60265345383	0.705114222158	0.64785790325	0.670714537062	0.69912312318	0.659267759821	0.651962485447	0.644850302759	0.667418755751	0.656535345822	0.634723962825	0.61826109278	0.644030261612	0.620137650066	0.68718342876	0.593823913224	0.612167196431	0.641379649906	0.670438231979	0.619153679176	0.655686452975	0.636275670558	0.604279307388	0.635193456962	0.61091863452	0.678896000163	0.63878953225	0.631785460831	0.629549520518	0.589537489956	0.643486654301	0.650475135353	0.616866170739	0.613331990916	0.611660340002	0.616230008739	0.645587286975	0.583448174296	0.622961469496	0.621300259198	0.636840500413	0.650667515088	0.628781090926	0.619752591543	0.511180193812	0.609051332234	0.67103232461	0.643984076462	0.673698410203	0.694981154016	0.661108002457	0.674798769864	0.702671971568	0.707741106323	0.667279417054	0.660847537252	0.675698106272	0.655883364406	0.710897239102	0.64504869069	0.699367540171	0.684054719092	0.688061389291	0.694991866464	0.695801311311	0.666034351298	0.685539564965	0.675027226461	0.664948491803	0.694781824144	0.711517231602	0.725185964899
CS.292	0.542051934943	0.626478149444	0.601060523443	0.574163264533	0.537537188135	0.591654630023	0.581317207233	0.609312522558	0.573454641443	0.584947725009	0.577216785506	0.64035849383	0.603720052991	0.679147219062	0.559597073809	0.534478312811	0.580931742101	0.603339922953	0.574199785055	0.612345661765	0.620109655754	0.570700588748	0.590757224488	0.560833462841	0.540967553834	0.590719917302	0.643106560693	0.541105694199	0.59516618724	0.569621023777	0.629828534639	0	0.561872597642	0.573888754549	0.630707274045	0.611278348595	0.544560693042	0.57421712527	0.602352593664	0.600672118167	0.501729828511	0.590023300148	0.55645259045	0.653123102105	0.46353620181	0.559124208934	0.646100592838	0.576651183771	0.545637900652	0.539093745794	0.540593748726	0.643169188257	0.537724431742	0.600979940479	0.555876273075	0.570762707039	0.617165324479	0.566938711309	0.57056433975	0.562597236873	0.593510805152	0.631415555785	0.586604412262	0.580961552991	0.606242450865	0.620645058164	0.577104174845	0.618436420147	0.606716032407	0.610040241607	0.594879174964	0.614713326424	0.642475366543	0.62304036698	0.601698872091	0.619356006699	0.6267436654	0.610700960234	0.579640098277	0.619865587789	0.57698107316	0.624626869916	0.633231850926	0.647021630548	0.635137874797	0.620518631758	0.638275597429	0.639827163543	0.619941983301	0.624601100699	0.557223544097	0.540452519851	0.556790519357	0.660700199518	0.608849792305	0.649695889195	0.525762021784	0.561228879212	0.630259332074	0.582714082372	0.642204438533	0.69128547591	0.585512396762	0.538965381906	0.587336247994	0.571143051772	0.568748039954	0.528770474821	0.643702342996	0.556842802969	0.59509537551	0.600978506984	0.622996524221	0.674150885756	0.623577922118	0.568704560632	0.511301781892	0.545033242504	0.547201276086	0.640291054788	0.542665935584	0.558114992486	0.569934119689	0.633114668279	0.559238026743	0.561792092003	0.615867625792	0.494860640821	0.575489890561	0.601377705096	0.58966707686	0.544100367129	0.67178138156	0.515246683125	0.56419129984	0.522327798823	0.562766314111	0.546128983121	0.544850763623	0.584746589647	0.648592736037	0.547706320025	0.553953850192	0.590982669237	0.639712222671	0.607240864108	0.614403438875	0.622258125817	0.621565663321	0.609458904666	0.624370189504	0.657414153685	0.622213421468	0.616789291402	0.615570581119	0.579614922297	0.619448338933	0.579026663304	0.630151044598	0.680196581984	0.61183506128	0.636053140578	0.598703293402	0.658190849865	0.602742200485	0.639619530884	0.615819690121	0.635265937183
CS.041	0.573420283191	0.703971019308	0.657123710078	0.568220709184	0.550624870786	0.641494597214	0.656082249126	0.626612369036	0.635168402225	0.64321252036	0.606276820194	0.619370614737	0.597177208217	0.688003574134	0.607197101563	0.578270164491	0.587416665912	0.605389521429	0.579824048455	0.678705706299	0.594715793137	0.625268438465	0.584725746107	0.61808175745	0.609045754332	0.625284353695	0.639322963286	0.603718943137	0.634658206279	0.579121073558	0.638220654991	0.561872597642	0	0.620893417434	0.665747177533	0.608768780582	0.603553875829	0.58001110795	0.640044360063	0.645338186319	0.521955719768	0.605359350596	0.596199889422	0.648992369575	0.581881457388	0.603044691221	0.677588102435	0.613745431038	0.601133643426	0.618684957859	0.60900501775	0.678355143092	0.603990596792	0.628044505139	0.603293235785	0.615849662194	0.593718602722	0.611348030752	0.610253955472	0.605064450454	0.621794232292	0.701348039261	0.639210306729	0.597411926599	0.617378098144	0.652076292463	0.602246155445	0.631246416293	0.612884164536	0.64087588504	0.619161245563	0.658106048944	0.639070345643	0.641851008643	0.640563143423	0.65715456958	0.686983959113	0.674376072528	0.627717209893	0.685156247412	0.654812636709	0.714372536552	0.690710556541	0.683594233523	0.692575767885	0.662231312345	0.656923171807	0.713914969802	0.631462079251	0.674140689781	0.593123932038	0.57455849971	0.618838871234	0.702713766563	0.649599859789	0.672741354252	0.562754570555	0.67480094951	0.616999088479	0.642824442452	0.66266264534	0.663473409257	0.61775155275	0.598428396377	0.63741111212	0.593124453381	0.635465195265	0.604005547741	0.636604914865	0.597124220458	0.644080648742	0.631516827299	0.634834554436	0.670431324698	0.640097229244	0.581114289451	0.611119048575	0.600840488243	0.575672015857	0.598475578565	0.519354458071	0.616110214667	0.607680920997	0.651187026157	0.585399340128	0.570525047478	0.649466346531	0.609000337228	0.609034790506	0.604448835678	0.633129679963	0.607394388372	0.698180342819	0.522271536782	0.616793695597	0.578749034065	0.617618533822	0.583966888651	0.621288844374	0.613356499374	0.672798571039	0.6077738079	0.616708215117	0.584933261826	0.621965249892	0.631431634839	0.627620636318	0.657365024192	0.650405818827	0.681564772195	0.637743221315	0.632310207852	0.627237881936	0.630461820086	0.67321024191	0.639991681544	0.692707680854	0.646518130396	0.650166468377	0.685407479275	0.659847567304	0.661510652036	0.654480825287	0.687582988523	0.637714140452	0.692639838279	0.706540521465	0.700621919729
CS.374	0.630716649207	0.684482048936	0.688588316297	0.613983948731	0.647874842138	0.630817977321	0.656348249939	0.670336764816	0.590344513873	0.659196060166	0.6311921865	0.626572589731	0.6350638884	0.69205272226	0.619872513958	0.632108143393	0.637597538852	0.622908734305	0.609359985093	0.680557877271	0.619391226179	0.613740582774	0.634345921481	0.59266907332	0.605058121766	0.632644021149	0.624534285062	0.578643875337	0.674146511434	0.617129925921	0.610232820205	0.573888754549	0.620893417434	0	0.559066578851	0.629039892232	0.594397084023	0.537983379342	0.622615939	0.654523208906	0.573437206374	0.553424926435	0.612111975816	0.599297026999	0.618801210315	0.623122669166	0.597054136789	0.592107650892	0.576316693716	0.54631413856	0.554429763801	0.616323269965	0.565688938563	0.579335016591	0.568774206525	0.636567852215	0.589561521555	0.603702550131	0.555785231034	0.605067393673	0.64250645812	0.708342607624	0.654840412069	0.581277552058	0.639098504015	0.64319596225	0.59938350261	0.621916750802	0.634100020704	0.654217744026	0.627474193714	0.68340185599	0.659022693761	0.616611546786	0.633051975327	0.671615287245	0.699952110976	0.645743093941	0.587110326355	0.675786019949	0.649040872204	0.69488763144	0.696763800642	0.701338053216	0.694019835978	0.665909141666	0.656615700444	0.692150938962	0.649358060389	0.653371141383	0.644630813152	0.586603191766	0.656926382701	0.668226650756	0.624184791281	0.658601987328	0.581999097278	0.678434053414	0.650249046262	0.650899631363	0.699406971199	0.696605233474	0.648716889893	0.630715759843	0.635308887769	0.630097657898	0.601008981211	0.551162367545	0.616283513775	0.553499084398	0.660418113593	0.571899347875	0.576001147655	0.664943944118	0.635963597212	0.610707277	0.645923689083	0.559316070979	0.551074008072	0.621472547566	0.607189833184	0.611281329928	0.542498044322	0.641061772404	0.564628756424	0.605204452473	0.638919692215	0.565130131674	0.576604315411	0.596910062016	0.545321760268	0.517881888762	0.630768362427	0.575283462832	0.543494405572	0.567088970053	0.584119813534	0.571147483263	0.541737842007	0.577648468128	0.608035662525	0.549970112145	0.571923866224	0.600852116359	0.633315165068	0.651380562117	0.572004532834	0.647068128834	0.661080419796	0.677997853247	0.619007387332	0.646444186776	0.658964308933	0.631565752637	0.674922919026	0.64068919635	0.685724567718	0.65050833589	0.62943118816	0.678973496801	0.647163788363	0.674644701724	0.623820486434	0.6691847178	0.646469085614	0.680498360125	0.68799866434	0.693205079182
CS.205	0.704226967594	0.703017860617	0.754435078122	0.628336306744	0.705665213974	0.665795432557	0.709301101682	0.702895557865	0.599934234823	0.736464834272	0.681576136246	0.666950968129	0.68486160329	0.710186739435	0.670071021415	0.699745420289	0.691356359942	0.610646423089	0.677243208082	0.729064835414	0.615503325472	0.624803625679	0.668449995203	0.594443963602	0.645561910333	0.671025894968	0.634210577967	0.599799352095	0.713872672795	0.617730060889	0.634356453207	0.630707274045	0.665747177533	0.559066578851	0	0.699705501156	0.600983627204	0.512243308606	0.653127333818	0.642859469101	0.610503083907	0.590948393799	0.628550895092	0.584706201822	0.674268245314	0.646658446815	0.61442279234	0.630350209605	0.638565133657	0.546723656898	0.580831065539	0.585566959666	0.559411996193	0.591258773491	0.598581825474	0.66061599636	0.589159732981	0.605172611144	0.559620972746	0.65288474936	0.679073845915	0.749345708808	0.684790293959	0.592474635956	0.663985210906	0.678269174589	0.639323237354	0.658761401006	0.668019619528	0.696862060115	0.61009129469	0.740267937573	0.694370424065	0.626122543426	0.664944642541	0.680693806343	0.755356047253	0.681477650681	0.591051852355	0.695481340326	0.687601116023	0.726210207023	0.748569110998	0.738457955037	0.735342997659	0.682449204717	0.68267114549	0.724920564007	0.684363404205	0.67424056044	0.701813797554	0.623370114274	0.707365565279	0.714107515548	0.641731283791	0.622337549079	0.617120467228	0.712103837966	0.689572844122	0.681128908936	0.739698130858	0.686882474082	0.668878410664	0.679975549346	0.685778643075	0.665878997208	0.619279282829	0.536967700344	0.59595770113	0.566297758411	0.709349114333	0.58416691761	0.554817972209	0.626493604869	0.677057459427	0.665858790734	0.72903886606	0.637424503819	0.550205732556	0.638145944688	0.652316304351	0.646552285945	0.532529397739	0.664727299884	0.551733487482	0.638072943171	0.666798634374	0.600003882605	0.570753021918	0.596728556432	0.517393129484	0.488963710088	0.596728787082	0.630305417872	0.534328929119	0.573930889421	0.585367315984	0.598910777087	0.583800090098	0.604831565215	0.605419171078	0.577714192053	0.608411231535	0.667782941991	0.616164894054	0.658106998764	0.568698592535	0.66810667145	0.670768641962	0.711748798252	0.59678274544	0.622977392142	0.675327529858	0.663276839507	0.702385164949	0.715262898703	0.717920826878	0.672956164083	0.624474041156	0.683326874632	0.672268845771	0.703473977394	0.67185356603	0.699527870899	0.664473484453	0.678068647796	0.711993039235	0.730440845146
CS.236	0.617961158334	0.745364008902	0.615258462161	0.619273867248	0.601158777781	0.693864464333	0.68497653622	0.6896690477	0.653057113892	0.663355643246	0.655627878915	0.694730253024	0.62449768669	0.720213638588	0.674562239773	0.630305082697	0.652178831008	0.698642847749	0.615024304418	0.70396489381	0.660855585718	0.664609553771	0.592500234069	0.680108751697	0.656346428217	0.654914756478	0.667518452703	0.631868599253	0.660430382811	0.627892342935	0.656506725747	0.611278348595	0.608768780582	0.629039892232	0.699705501156	0	0.631278775808	0.647980104185	0.68576473775	0.697833156602	0.58708327939	0.645277265612	0.695612850944	0.69780087107	0.643015914916	0.655553885137	0.677243119256	0.664610101541	0.640491492647	0.656246889406	0.639656001078	0.690745458632	0.654724620059	0.667640299913	0.666017701358	0.680177088844	0.670038976209	0.671090560276	0.65697860528	0.61539522933	0.67145561144	0.719278344549	0.69617018976	0.677878781425	0.680083712197	0.675437608702	0.684025555934	0.678625276797	0.681422808934	0.687538243648	0.714059641858	0.69387116816	0.671737246163	0.689969745845	0.682262873426	0.709888019955	0.681222105717	0.695649784228	0.696252575668	0.713839820222	0.690620624729	0.744026116307	0.722424708766	0.731089138294	0.722291922856	0.726108168853	0.699174648612	0.749232082107	0.653292955289	0.717965399716	0.641704017695	0.639893617205	0.664042864909	0.738452174346	0.635627658566	0.721134265581	0.58950580228	0.689210778227	0.681069383459	0.673680805373	0.685270186063	0.703834570222	0.6874318974	0.634207785925	0.698415473817	0.661258864402	0.682452029449	0.643964644425	0.735605559466	0.665451156765	0.706086244032	0.670650749937	0.660174682268	0.685419261651	0.683616234622	0.635768994825	0.658685538645	0.625834536189	0.651141996743	0.689424046652	0.627507558801	0.674006925198	0.646009901315	0.67547206228	0.659884034791	0.585121529404	0.679890010623	0.637622231109	0.648818366769	0.671175554193	0.644404105624	0.638715037717	0.719061696391	0.593547016318	0.668661411259	0.662389345033	0.650920489478	0.640230550474	0.679376773704	0.6799206684	0.684389533247	0.652217949218	0.684031876375	0.637071305668	0.717149569777	0.688118988138	0.714886546872	0.702478474116	0.718751677433	0.719379199355	0.703745382089	0.718247892002	0.7013286885	0.709307369169	0.721002066575	0.670238774415	0.720344089142	0.699792704779	0.698922273935	0.75572108026	0.712755492725	0.722522532001	0.691060377963	0.739990690001	0.689636422588	0.742491668344	0.73208911258	0.747544540665
