CS.019	CS.104	CS.021	L.011.M1	CS.263	L.004.M1	CS.009	CS.039	CS.260	CS.243	CS.093	CS.314	CS.017	CS.172	CS.176	CS.371.1	CS.040	CS.360	CS.334	CS.388	CS.381	CS.060	CS.064	CS.248	CS.341	CS.368	CS.115	CS.127	CS.186	CS.076	CS.376	CS.224	CS.213	CS.125	CS.375	CS.126	CS.232	CS.236	CS.380	CS.205	CS.041	CS.302	CS.203	CS.128	CS.292	CS.182	CS.214	CS.395	CS.166	CS.349	CS.147	CS.348	CS.323	CS.369	CS.385	CS.389	CS.256	CS.372	CS.148	CS.178	T.CS.035	T.CS.067	T.CS.076	T.CS.042	T.CS.001	T.CS.071	T.CS.059	T.CS.004	T.CS.072	T.CS.012	T.CS.028	T.CS.079	T.CS.089	T.CS.048	T.CS.019	T.CS.147	T.CS.121	T.CS.129	T.CS.098	T.CS.128	T.CS.180	T.CS.132	T.CS.156	T.CS.123	T.CS.125	T.CS.139	T.CS.126	T.CS.106	T.CS.118	T.CS.130	CS.006	CS.087	CS.238	L.034.M1	L.024.M1	CS.015	CS.237	CS.085	CS.356	CS.082	CS.246	CS.103	CS.242	CS.088	CS.241	CS.234	CS.044	CS.338	CS.325	CS.336	CS.078	CS.233	CS.188	CS.346	CS.387	CS.212	CS.311	CS.187	CS.345.0	CS.151	CS.227	CS.163	CS.318	CS.285	CS.202	CS.322	CS.361	CS.223	CS.112	CS.152	CS.158	CS.080	CS.343	CS.331	CS.194	CS.253	CS.390	CS.262	CS.370	CS.326	CS.393	CS.270	CS.255	CS.145	T.CS.026	T.CS.055	T.CS.049	T.CS.061	TFS.020	T.CS.036	TFS.021	T.CS.045	TFS.022	T.CS.066	T.CS.043	T.CS.031	TFS.027	T.CS.064	T.CS.008	T.CS.142	T.CS.151	T.CS.157	T.CS.095	T.CS.141	T.CS.166	T.CS.152	T.CS.158	T.CS.109
CS.147	0.635693635669	0.626867390732	0.55770158467	0.614106937009	0.618624917544	0.676516988169	0.55730589417	0.638657428699	0.532444453035	0.623884766507	0.6926439805	0.616939527822	0.684138392878	0.640799625297	0.601183682989	0.598744384827	0.662244623089	0.527359504037	0.554581280788	0.668983254762	0.584782552529	0.58204764777	0.669044780418	0.561564962007	0.529694918796	0.58128051573	0.62734952079	0.547215999815	0.680292800856	0.589429585432	0.473771774746	0.637367086596	0.5008025496	0.480804526923	0.559798016002	0.580386179182	0.617103788518	0.65332186354	0.632651911689	0.528469150911	0.598004296234	0.583494043193	0.647323029438	0.543038749535	0.568380242013	0.505430285294	0.543194822952	0.545223786546	0.5535937385	0.533288497343	0	0.55952056759	0.499126420735	0.559447134903	0.517274828275	0.482800841268	0.501800145764	0.510892384458	0.559586918182	0.620418617401	0.606803935843	0.618873599525	0.587677412587	0.652528268627	0.579810631366	0.641520559728	0.66673707219	0.578329770192	0.633937685376	0.648543796135	0.588460744288	0.544938295167	0.583990370634	0.622819852022	0.611838571375	0.688091407787	0.634503387393	0.658941501708	0.686575154131	0.594862783652	0.667211981816	0.673134135537	0.648989144097	0.59349294489	0.596726702625	0.686329404278	0.622757524464	0.693513072752	0.545349779157	0.63412007271	0.616018630169	0.643961460503	0.621796942873	0.62699417533	0.684310283641	0.711998392985	0.586602788624	0.644762405872	0.632901701622	0.663308498599	0.623127495627	0.621009156561	0.641455948217	0.682122983643	0.66872262707	0.592840811971	0.618110217571	0.580477964785	0.653541674604	0.567432127218	0.645041835283	0.662443692383	0.603542935017	0.614822540472	0.526268137587	0.567157944203	0.620275220237	0.513810262703	0.624543078677	0.607668244088	0.636738056466	0.592936268801	0.493751645263	0.573622239636	0.625070373314	0.496228949835	0.540712302734	0.506508306733	0.583211319913	0.614802883291	0.603612548331	0.577667675045	0.513891172051	0.564199515591	0.552774161102	0.572667181189	0.531410143949	0.529489176708	0.526378668899	0.48010724909	0.638590083775	0.513433041631	0.509681908413	0.558182633471	0.607627903188	0.632883843538	0.55342687253	0.603510135993	0.661100795084	0.657241628873	0.63804320367	0.642726328599	0.664879671673	0.673463877077	0.655447385521	0.625863009605	0.641931234573	0.624333817932	0.611061162198	0.680410066725	0.654185198682	0.639320152769	0.690998264036	0.684026037714	0.62615798276	0.63633443912	0.634872795163	0.668229417845
CS.348	0.627606690368	0.591308122865	0.573260596917	0.614177459155	0.579211069991	0.627743590886	0.607911464799	0.646849690559	0.578573223997	0.642391016926	0.620961160039	0.610878557907	0.644520790178	0.641261798424	0.564248488174	0.610168349109	0.6245222107	0.553197462554	0.600510001642	0.711379781187	0.508319100539	0.639309957242	0.564784943886	0.51863334715	0.592153645781	0.531453501838	0.633938653738	0.50657179702	0.625070791695	0.619236146315	0.569916846269	0.715155645704	0.628656606352	0.557840130136	0.611770889177	0.51850057953	0.56117935961	0.655553885137	0.55953704083	0.646658446815	0.603044691221	0.66243410154	0.612779551241	0.554103426249	0.559124208934	0.463012859883	0.58467676924	0.532394976746	0.552616082911	0.490888678618	0.55952056759	0	0.483907546391	0.605328962834	0.500765205238	0.534539372106	0.563477414658	0.490099279497	0.619067179691	0.566464846508	0.591448434817	0.623994632008	0.542144587111	0.577211417262	0.642722783693	0.590527252049	0.634259383204	0.595132294061	0.558883207292	0.703335663188	0.549875354965	0.611538210516	0.572704079991	0.587337483424	0.630464666062	0.633789129943	0.568712852072	0.595698182602	0.633743686417	0.537401048917	0.612200615212	0.577327372718	0.633252831989	0.620687810477	0.614256707707	0.609987798088	0.568463497162	0.625367801141	0.534192247114	0.563133988651	0.620867466392	0.679567810426	0.624129043147	0.617453123746	0.686631349795	0.66480691354	0.602913623146	0.578501842509	0.706556446768	0.586056504836	0.58960033373	0.604293944958	0.591761546499	0.725450082757	0.623235917098	0.615535230703	0.636071468649	0.54241149201	0.7193521999	0.574006844184	0.655614367675	0.636995473039	0.638070430235	0.679115742508	0.559408262977	0.65841460535	0.641454159326	0.551920692322	0.698518632484	0.524824471492	0.722920994617	0.631311395788	0.574228143864	0.653409858063	0.653770926421	0.604174480422	0.64349711297	0.553789510139	0.610648919013	0.527450617936	0.617341388797	0.592931177155	0.622788692082	0.505682543755	0.68953781447	0.693342383409	0.550841667576	0.595028562107	0.505388450306	0.549428123055	0.623780158185	0.549440726036	0.51067671212	0.515354164266	0.662629687853	0.609814490652	0.61858620813	0.600040884286	0.591108156731	0.593189163544	0.668515052003	0.646781364915	0.61003353215	0.618864686976	0.634553468068	0.622976820471	0.626411312271	0.589441235189	0.626563127267	0.689980226209	0.647033175043	0.639737490046	0.650773413927	0.694834731935	0.605414430725	0.620007420884	0.602774233074	0.630791318572
CS.323	0.625662808847	0.601399267084	0.571073621483	0.598803870453	0.584132774777	0.644319999792	0.609215514712	0.652399435472	0.536736602979	0.642733234523	0.676214041323	0.615667082771	0.669255165928	0.661528944187	0.523780408522	0.574570547823	0.666163485001	0.503840919158	0.547674178766	0.687527096291	0.515483739959	0.614409744911	0.618864447883	0.486450751842	0.547714017632	0.524187601833	0.644269688442	0.513232101793	0.669243771531	0.605860906731	0.513982706488	0.676101339965	0.544239766909	0.50040051622	0.545000596261	0.520021364912	0.550079904992	0.645203113426	0.571051144272	0.536318532739	0.608752806452	0.623644216146	0.606102001107	0.481526501415	0.534544402675	0.422433776752	0.535668614079	0.459154304747	0.487411233827	0.407877006861	0.499126420735	0.483907546391	0	0.563594221137	0.385125453301	0.493141283641	0.480466985683	0.429270003644	0.561963807027	0.545436191996	0.556499552589	0.601631776892	0.514560319823	0.598686412533	0.609403858647	0.577006831881	0.659775073629	0.560792048861	0.574146519378	0.635377165398	0.543541845599	0.558160642534	0.531110539498	0.611437006706	0.614808345512	0.653081126904	0.584583557855	0.613123292471	0.660320694056	0.557032967447	0.651538580966	0.620876602643	0.619795370139	0.594594936645	0.580223755913	0.639300664351	0.532599440335	0.656813218418	0.51131006603	0.576706393104	0.627724532416	0.671608697234	0.628384598131	0.621542559864	0.689549343534	0.713205582659	0.586575632611	0.630841432915	0.679992111063	0.614794843612	0.568762162683	0.620769108958	0.597047865132	0.719418264525	0.658772828643	0.617462494761	0.612945744948	0.523952827565	0.692393160277	0.537403324941	0.672521890929	0.673560897463	0.607360485284	0.670488429001	0.496543694954	0.625557205222	0.638556786275	0.485318065782	0.667313551836	0.544364864598	0.680744741963	0.617996216531	0.47376824118	0.615729157491	0.653450791529	0.515996110931	0.582907763515	0.467356280031	0.610531135056	0.50846958023	0.614494959468	0.583873445806	0.522684054679	0.466175105027	0.617992528519	0.647450541808	0.483431428835	0.560841243221	0.455206122149	0.518722478041	0.59416325946	0.482655681273	0.465209545333	0.473894699235	0.629210410906	0.618043342545	0.551386795329	0.568926874384	0.618244578785	0.632706589365	0.637729117662	0.633282332932	0.610566244563	0.649141590314	0.63093612478	0.608924501696	0.622773425963	0.588316748783	0.613590523136	0.682339370494	0.643593569629	0.656835430223	0.667990771191	0.686256772866	0.573797788047	0.610347842897	0.597612262824	0.629444800511
CS.369	0.714343191545	0.704303854667	0.65460099371	0.724543786295	0.693797283305	0.766475383477	0.627277305063	0.669519061732	0.60856775813	0.705691835265	0.731970680842	0.690361953636	0.730640882304	0.687923532862	0.673147470738	0.653409997959	0.708573156847	0.613781221869	0.56644092493	0.676290586207	0.654785305184	0.628417592505	0.671495986168	0.611988007192	0.614139097962	0.670767021802	0.599718589122	0.642211533939	0.721466200037	0.582004889982	0.583191203692	0.661026182424	0.593378764052	0.595887364137	0.650659132788	0.679279627982	0.656383692532	0.643340187216	0.732394708254	0.626278784381	0.605841429958	0.630097853748	0.721063318991	0.638097019305	0.6088558002	0.595568366411	0.574256401535	0.574021469073	0.562648361493	0.575884106209	0.559447134903	0.605328962834	0.563594221137	0	0.5776813438	0.588850775236	0.576477376661	0.577762851903	0.560089743196	0.630238051502	0.705738348185	0.717349799574	0.665039769291	0.731224690386	0.611982577611	0.733029512229	0.696443421435	0.700175382642	0.71010962404	0.657542607962	0.687992527607	0.610945204287	0.679265422388	0.718037131839	0.648928292342	0.774816279612	0.70632639325	0.7290453493	0.77010731967	0.686623816319	0.720623160977	0.75026675984	0.744372559059	0.711892524644	0.698327129598	0.762548354466	0.725156042012	0.775502208953	0.664868454792	0.717876053846	0.704657893614	0.712255289447	0.704440940648	0.678289201289	0.768793951057	0.776221584017	0.58792330511	0.687982550193	0.666082546049	0.700231972969	0.699408674984	0.66159540126	0.725814949462	0.735277836749	0.753994072594	0.626036418248	0.717714675221	0.617379315414	0.691493770019	0.622979049894	0.728806516339	0.691300177579	0.648901542801	0.643961900725	0.619260166644	0.657448805333	0.695262185899	0.599992392413	0.61994921792	0.635702102744	0.652897077732	0.613779496597	0.578907300966	0.569175576774	0.679843656613	0.552631301905	0.609028116138	0.555872123114	0.579149439339	0.687351435448	0.626207418926	0.641869395079	0.65229982255	0.628329942315	0.619661288706	0.577576525754	0.589762532084	0.619425265067	0.584384029472	0.612995178475	0.630352041252	0.516691492543	0.613282784398	0.656371528152	0.622428476551	0.726948126932	0.671075387242	0.683566629565	0.755994059843	0.703618046909	0.739750877484	0.735312447895	0.74780874948	0.754681043319	0.749679567255	0.717447352188	0.74601462812	0.725222163461	0.724854738975	0.767625315392	0.760384429037	0.73579254385	0.764741489328	0.774530357296	0.738414138849	0.727728318939	0.74295016787	0.755841743175
CS.385	0.626410265064	0.611095504164	0.566002368602	0.605058088593	0.581643135433	0.681599440148	0.602422238962	0.661695952784	0.548239945256	0.633418741287	0.66774905668	0.630291931837	0.683758924307	0.654398048907	0.520005757187	0.608103510646	0.657153166694	0.544066405327	0.556853466354	0.683344083408	0.527859297113	0.619566464601	0.595492250248	0.477178890582	0.589225635115	0.554193553337	0.629455023874	0.519569300653	0.66205563043	0.602461637411	0.559992381416	0.690920371217	0.571417392074	0.51995755405	0.572754158318	0.549090606434	0.56973227786	0.639656001078	0.593335542773	0.580831065539	0.60900501775	0.63721434104	0.623487815807	0.504704617311	0.540593748726	0.472508747524	0.538650424367	0.467507750513	0.504584653374	0.446706479079	0.517274828275	0.500765205238	0.385125453301	0.5776813438	0	0.508401953947	0.516367452567	0.440364194985	0.59771962413	0.573812582405	0.569539060541	0.61584588674	0.554151485775	0.618833846166	0.628579630596	0.610513702886	0.64167919106	0.582165141913	0.587803516962	0.655510712444	0.582822570682	0.599206826938	0.560837201037	0.634672569392	0.601881479186	0.667605825346	0.61133058926	0.63823468604	0.678922068285	0.588072165046	0.619177670396	0.634879510909	0.642007238696	0.597694608919	0.621561636054	0.662441105825	0.582410697317	0.670532724566	0.555760959788	0.603473939559	0.642708925342	0.669303166442	0.636406456081	0.626412041289	0.697603419	0.709287525016	0.587829756	0.62777146602	0.6780944441	0.615464960884	0.589980277762	0.622194092548	0.620774969255	0.72247856248	0.671986334738	0.634891616134	0.633027488082	0.519210797875	0.694384888577	0.552684465441	0.668104217512	0.665045664646	0.614831197123	0.685142625894	0.524629157283	0.63782790122	0.643858756532	0.487699568699	0.662696890185	0.551088187356	0.686264256152	0.60093981914	0.504809819393	0.610003346956	0.661000583357	0.53588714877	0.589231225851	0.500395612468	0.602130647501	0.522628136148	0.625231401596	0.585931551837	0.564655885719	0.470134441557	0.640803345225	0.654321541616	0.493858406596	0.584326476583	0.471719041576	0.534810250252	0.589533356503	0.50530254807	0.510999399254	0.501059846312	0.651903914551	0.635998378147	0.595296915414	0.598793353559	0.646138223829	0.637613446695	0.659272852987	0.660665430647	0.636115533733	0.649458397297	0.655964690521	0.638468857005	0.653873071311	0.621284545961	0.635897919645	0.706918645207	0.677146127039	0.68404420977	0.683551572102	0.713782905394	0.61579713254	0.63127148673	0.621848319753	0.649359195165
CS.389	0.634979612204	0.608055447628	0.540717622962	0.6325720389	0.605329786387	0.681431140827	0.571642061097	0.635038691794	0.526916011073	0.656541669856	0.67816004378	0.610583756793	0.678874460107	0.618283390327	0.5888312158	0.598160261411	0.663423362545	0.556622646912	0.55056123265	0.658287983947	0.573175235476	0.611338829807	0.622372595142	0.535170594046	0.54639308682	0.554374028647	0.623219705938	0.518796890473	0.676813076137	0.58879859773	0.494583165903	0.657880494591	0.545328685507	0.469515069868	0.555245527361	0.543577613157	0.608333551423	0.65697860528	0.598933124081	0.559620972746	0.610253955472	0.558518834466	0.636840667907	0.57251179249	0.57056433975	0.486753775543	0.535394776943	0.539239744297	0.546691522932	0.515314352056	0.482800841268	0.534539372106	0.493141283641	0.588850775236	0.508401953947	0	0.544004004676	0.501203901483	0.569830433497	0.568218551563	0.602623494794	0.606541167549	0.569234889713	0.644571561242	0.594279176368	0.63223420053	0.657615973114	0.590311827822	0.578639036367	0.629920399321	0.59008693043	0.529567182438	0.591807011912	0.596146499137	0.606905278489	0.69210426577	0.61332948861	0.651402618261	0.69562567314	0.599109273683	0.639528924397	0.661520656166	0.639529233832	0.599363678029	0.593430377307	0.675962895158	0.607455874202	0.690121432743	0.559087119166	0.620466217946	0.634182082649	0.63063419263	0.617237790649	0.645345915235	0.664475364011	0.702669869927	0.578804861984	0.63320794841	0.633739530959	0.635796254197	0.620209948001	0.618364454478	0.621701559883	0.699608412557	0.670188556683	0.571252472252	0.616309314544	0.565532094803	0.655569752955	0.562663150905	0.639521361826	0.662485847221	0.575847064353	0.60892349612	0.52946351481	0.582934952285	0.622012624378	0.515593723847	0.610926862272	0.579473265174	0.648776219054	0.60396165764	0.508706422064	0.577167797969	0.621927844789	0.539952603272	0.582973615046	0.495123984982	0.583490582497	0.59331330392	0.606631869272	0.585464095484	0.544239494025	0.544319856219	0.614428005382	0.581222305507	0.516118760385	0.559272475109	0.531843922003	0.525907542085	0.638966246268	0.526114038089	0.513306965749	0.547306699602	0.587406322585	0.641454962145	0.576957842678	0.580769270863	0.642022669224	0.634543087109	0.646210659465	0.634594295042	0.657835986369	0.663785877177	0.644680632484	0.623020819627	0.659944358457	0.631068710284	0.615993218	0.666593940017	0.680093808352	0.663098826875	0.706777233314	0.681426866568	0.612599291105	0.59347158441	0.626204419623	0.666023061397
CS.256	0.644260017945	0.625712606154	0.589083439413	0.621505076648	0.622929417514	0.654984331789	0.581864939788	0.645972699052	0.569378131911	0.608155876526	0.692719441078	0.629434785727	0.672887166235	0.673713364983	0.611275161402	0.590308022119	0.690406155184	0.52696146144	0.506719146806	0.698811730978	0.583874059097	0.604941359213	0.658711943148	0.542925521471	0.504735701075	0.578731536971	0.631752677482	0.526929528577	0.658599729925	0.609640658825	0.537631198048	0.619532150696	0.536071597367	0.501264324366	0.588722371339	0.56491629721	0.597439978301	0.656246889406	0.623555280969	0.546723656898	0.618684957859	0.633387847725	0.633012846267	0.504281452287	0.539093745794	0.492712809159	0.568025055059	0.548958826232	0.531115737678	0.528828161146	0.501800145764	0.563477414658	0.480466985683	0.576477376661	0.516367452567	0.544004004676	0	0.489638988277	0.509916447606	0.586981581786	0.640087546727	0.64820619101	0.58611005054	0.656297230423	0.562470826638	0.61406846559	0.668187556445	0.593791423657	0.645292690144	0.643475296281	0.590878740541	0.566473957433	0.597571757867	0.614989037772	0.629246083434	0.682486929736	0.631627703955	0.654811026679	0.674645371628	0.615374829014	0.688237314631	0.65697130426	0.657913623054	0.614942150904	0.605769365026	0.672403355409	0.612181962249	0.671596787226	0.559424159048	0.626365464585	0.639143118872	0.676044545438	0.628519970833	0.624077035494	0.687032333876	0.700840811511	0.570379649544	0.635167175188	0.674609981047	0.665207069435	0.617508877496	0.636211057967	0.641055556699	0.717674914849	0.674305606931	0.652171320156	0.635141098601	0.553296269689	0.637038500177	0.574793419086	0.666219984327	0.663884132228	0.631010580475	0.661231127623	0.539036256247	0.625776147243	0.641703003598	0.509062251729	0.668934695659	0.614877482354	0.650323386338	0.630204285918	0.492973570269	0.616092135689	0.651125265264	0.460703540422	0.60591594499	0.512317909698	0.587736730593	0.582093323795	0.605960774678	0.611688200109	0.520422889526	0.533441375096	0.556146359455	0.619387853315	0.528125027212	0.551717882608	0.481626556839	0.545218833357	0.606388400648	0.487194664725	0.499586824418	0.554888579114	0.635339948386	0.631531781029	0.55047699425	0.613625705443	0.677241951296	0.655451481125	0.646896926423	0.665031946951	0.657754624821	0.679731666656	0.665304487273	0.639357241798	0.63809994805	0.617945564273	0.633149846571	0.681035197519	0.643079055144	0.676616861884	0.686680126073	0.67288801982	0.624181145998	0.65374406502	0.639673475539	0.657639259291
CS.372	0.627664414334	0.607561542662	0.577687597864	0.613464924256	0.611208985765	0.680482627723	0.606754307319	0.64476316859	0.554434292844	0.626871081544	0.679218050776	0.642723990589	0.663404901101	0.660132319064	0.550113030436	0.566980005819	0.66199544811	0.534105586086	0.520136350223	0.690769620632	0.534420667508	0.622579548129	0.618335155789	0.490804290052	0.554382643139	0.549134223171	0.645739799961	0.523401630572	0.668224789222	0.604572046571	0.499226032499	0.661462696934	0.527116968101	0.49709921419	0.580148427837	0.538477690209	0.583664019298	0.629298614597	0.567074447401	0.583188711583	0.589116644994	0.620900344835	0.629636514073	0.484023929146	0.567810699943	0.450068026346	0.530389217369	0.482664966445	0.494379372383	0.457512272489	0.510892384458	0.490099279497	0.429270003644	0.577762851903	0.440364194985	0.501203901483	0.489638988277	0	0.538188988436	0.562449307443	0.592398410483	0.628945290563	0.559275254239	0.62141106489	0.608012776796	0.603622388575	0.656721736133	0.597456769329	0.600352462675	0.662255424271	0.549104049843	0.567056919923	0.575513233665	0.609427906246	0.636106941643	0.6690556165	0.577249007062	0.636072075141	0.679897341657	0.574218349592	0.648630174834	0.645523087806	0.636232484251	0.595449342156	0.602856438671	0.652465039303	0.579562604967	0.668788015718	0.543384764256	0.59771007045	0.650841558098	0.666297039455	0.626210056593	0.61921417593	0.690323932197	0.681248941876	0.591950864904	0.633141961481	0.696527735957	0.63268770288	0.605675837031	0.618271557872	0.598267709104	0.717093175144	0.656278051574	0.618044158908	0.621594110019	0.539223608622	0.69861238154	0.562258809319	0.667336643654	0.666965045691	0.599985841374	0.66706308158	0.522807864158	0.633602924352	0.636921274103	0.51878044386	0.679782676884	0.543071008354	0.673440063072	0.631208542831	0.509211126583	0.610961025179	0.654861232569	0.524564921218	0.60689669303	0.476599524337	0.585340822557	0.536786461778	0.603613104229	0.591937423024	0.532358061111	0.513484225204	0.638146594418	0.640802779645	0.484251901936	0.546074047157	0.444749209866	0.530436678053	0.590869672415	0.46856897816	0.479032194551	0.516577611455	0.646246518832	0.611489048495	0.586827087519	0.578141547982	0.639740761316	0.651525730165	0.656349673312	0.657464583074	0.636683479865	0.644419379215	0.628626687768	0.620512378296	0.643355422572	0.59789650604	0.62546251145	0.6725491951	0.642597175341	0.670283806344	0.679180638299	0.678499074336	0.608283710876	0.629624874306	0.622762669578	0.65479648907
CS.148	0.675402041392	0.646039279783	0.630088339871	0.671120911291	0.647899627516	0.69825748898	0.611224237913	0.653304043009	0.587369997801	0.675194154338	0.699188852017	0.653356853698	0.695893617351	0.658815536076	0.658042634182	0.614080673038	0.696388929712	0.59276620229	0.567773391168	0.677344120899	0.611747563772	0.631647824072	0.674045365634	0.59902896965	0.539902415083	0.64164106783	0.633970126894	0.599036725542	0.697673427585	0.630856782097	0.571739003243	0.606820246476	0.584689260228	0.562932869782	0.620883177242	0.618085651977	0.619892525385	0.670038976209	0.65470159722	0.589159732981	0.593718602722	0.658412389417	0.668713160201	0.589749610294	0.617165324479	0.567979325431	0.569056538753	0.584492383255	0.531715555994	0.543171808225	0.559586918182	0.619067179691	0.561963807027	0.560089743196	0.59771962413	0.569830433497	0.509916447606	0.538188988436	0	0.615567110684	0.675281409132	0.663850254539	0.625992515211	0.695930989435	0.591924710918	0.662823296023	0.676979486318	0.638192298732	0.665571643777	0.651756204519	0.647847137576	0.583180658307	0.627883978274	0.652162723554	0.621093211128	0.71899388148	0.681879466297	0.691810351001	0.711634195453	0.670647743886	0.696581994406	0.698734487975	0.675030197507	0.641968407223	0.636859053234	0.7065525833	0.659492802694	0.721468278888	0.620970585927	0.681881821667	0.675199618472	0.668916296876	0.671789215073	0.631825537067	0.711825631663	0.719717613439	0.584190822838	0.657871486619	0.699552501493	0.686746201144	0.652403963684	0.653046730328	0.660609200004	0.69915209345	0.719060302101	0.648224668609	0.653943637695	0.59201540967	0.618254027784	0.609006646151	0.666525190722	0.682095673008	0.633129023541	0.66845085912	0.577031640325	0.639715028685	0.651874755999	0.565174895518	0.674915188189	0.661136333612	0.650303353638	0.637211105431	0.551299793096	0.614983316605	0.668942745088	0.511074782824	0.615287887603	0.536327854099	0.582560436059	0.647134537528	0.603853394435	0.602991972145	0.559550571557	0.611513187259	0.592181980468	0.621631902038	0.499924027704	0.5873290645	0.560477099752	0.561421973193	0.614825467157	0.489362909456	0.562462867158	0.613846724917	0.620587535438	0.649520991457	0.607543841739	0.645171412471	0.695571744235	0.684280198341	0.663664272034	0.677226540985	0.686650288213	0.702673626913	0.66748587544	0.656433876791	0.680193782199	0.657745506629	0.662403028019	0.687694807327	0.671372976879	0.678500469861	0.707415499069	0.679351568816	0.668434440862	0.673151811994	0.677349216424	0.698014487844
CS.178	0.574115143506	0.577282873479	0.614240372031	0.607194354674	0.577974872943	0.597865006893	0.632850117688	0.640711301753	0.583755759492	0.59995918107	0.615658049486	0.57454829993	0.657107098251	0.62358034509	0.596783770111	0.564034211181	0.633700248493	0.602265199661	0.623162487694	0.659581785855	0.525202190222	0.60424232827	0.605506507401	0.57481649834	0.593261798708	0.489295832455	0.630440272056	0.514780583427	0.639592285956	0.623548774622	0.606650125312	0.722257285337	0.630673489176	0.589095630821	0.572830834834	0.519239036614	0.550788693783	0.680177088844	0.553773105495	0.66061599636	0.615849662194	0.68409677339	0.597700976364	0.537694807986	0.570762707039	0.529089627077	0.560063496078	0.561939581343	0.586083119371	0.559914759193	0.620418617401	0.566464846508	0.545436191996	0.630238051502	0.573812582405	0.568218551563	0.586981581786	0.562449307443	0.615567110684	0	0.554592100087	0.560940388685	0.57922782338	0.578271247452	0.660078436025	0.571126204554	0.619459424461	0.551142493056	0.564082157961	0.600426839168	0.559754942597	0.616625919041	0.565452602294	0.558585136171	0.575738976481	0.620535582807	0.561683036348	0.572519917611	0.640326394804	0.589040760746	0.619016739212	0.601792271751	0.576537371663	0.580146627553	0.561586528544	0.618687110178	0.557294599532	0.601118007153	0.579948614876	0.564181793648	0.592082001936	0.65412840304	0.614838798668	0.612185705129	0.624773978473	0.661299957364	0.627044449391	0.603968532857	0.660602501262	0.595198194447	0.576825898438	0.598245644537	0.55668892506	0.664583042989	0.624359700957	0.633241494552	0.596013537353	0.595246824377	0.706006761109	0.526613293283	0.619119134119	0.625633070643	0.57875648702	0.721741056635	0.537800384268	0.627438337222	0.595339311167	0.562590380461	0.722187694354	0.56369755131	0.725119987793	0.626419486413	0.607802789819	0.671104583792	0.624025318666	0.586283247779	0.612356560628	0.569138773424	0.603317341339	0.524919691926	0.644301086141	0.603835675232	0.635985084335	0.555653214322	0.70332192715	0.679420683777	0.581621731429	0.61715827937	0.559854253811	0.598255121358	0.603208747792	0.555863202099	0.587761537009	0.540625712951	0.637234851958	0.592816547322	0.647037206293	0.557705874071	0.577978282719	0.604468514238	0.600757147389	0.606741756962	0.553659639595	0.594511221316	0.582778434137	0.583190168804	0.580842245171	0.588060201685	0.591639241377	0.615623318103	0.597048490941	0.60615590421	0.613252178301	0.613463357612	0.560134820633	0.54366864396	0.567379228267	0.598522601423
T.CS.035	0.544810205749	0.54461703484	0.589766755681	0.538041071186	0.530570826646	0.552302574796	0.641601410441	0.610701704673	0.593040667139	0.569800998469	0.588030435185	0.555639474081	0.580639532339	0.565683966157	0.561561766058	0.542675471921	0.589647076866	0.57958876866	0.659661539998	0.641393817788	0.499209582034	0.602842997361	0.586328585175	0.597037824528	0.62240333559	0.501535290174	0.655785138328	0.525403221187	0.612782538202	0.633459483537	0.630934748934	0.733908472868	0.644992091872	0.628657766127	0.562261451932	0.482726753938	0.561044566589	0.69217684385	0.504392565138	0.649630460867	0.629704344109	0.686076200877	0.522259208512	0.541388853104	0.604672197365	0.543406159484	0.583506504621	0.592763267145	0.65328973396	0.587510870664	0.606803935843	0.591448434817	0.556499552589	0.705738348185	0.569539060541	0.602623494794	0.640087546727	0.592398410483	0.675281409132	0.554592100087	0	0.484612429571	0.518059383519	0.517443961448	0.666966432627	0.496142293629	0.620745573476	0.501775294972	0.514126609797	0.594167663977	0.470212636648	0.632294280334	0.509319311708	0.518958605325	0.574864756755	0.535901410752	0.541797655554	0.558454974072	0.566783282787	0.556216652041	0.570722852347	0.551059430362	0.509778207911	0.486540034816	0.496884318943	0.570560423565	0.488067028979	0.546034485843	0.512116666383	0.496136831736	0.542723169785	0.59821357336	0.568552938109	0.583015699183	0.596775134112	0.616480317765	0.637705580409	0.577398049557	0.662020495721	0.576686086022	0.507161943271	0.605290774146	0.493246827043	0.652471560162	0.560688864218	0.64702780789	0.53581006123	0.598515732506	0.740364127682	0.526670683199	0.5996428396	0.631006931287	0.591375804843	0.729948198564	0.515311318589	0.612602017639	0.592664838156	0.585054550166	0.743572820822	0.578029257747	0.763707672374	0.624204748156	0.610132753727	0.687022677203	0.614391026608	0.652048908989	0.607066850382	0.598837701543	0.629946054788	0.505972091431	0.645713670619	0.590258844691	0.622500842538	0.552130298153	0.715770678138	0.716621067948	0.632586825142	0.624308785523	0.605363562674	0.591273847749	0.638074799456	0.628269946298	0.584421677431	0.532571667775	0.681136133798	0.524527088324	0.61092407815	0.497864462004	0.539636900288	0.588321710341	0.549107551705	0.511058571921	0.518770310537	0.530554174469	0.508760024732	0.529411392537	0.51562140379	0.501381975835	0.521600550043	0.577825174612	0.532484167677	0.541904682543	0.555494279031	0.576618944933	0.51136023782	0.50966621917	0.490468369518	0.530372614944
