CS.199	CS.084	CS.244	CS.265	CS.243	CS.293	CS.007	CS.264	CS.094	CS.104	CS.261	L.007.M1	CS.174	L.004.M1	CS.313	CS.269	CS.066	CS.367	CS.115	CS.171	CS.186	CS.327	CS.064	CS.287	CS.161	CS.072	CS.229	CS.334	CS.388	CS.305	CS.374	CS.232	CS.380	CS.213	CS.236	CS.375	CS.136	CS.128	CS.376	CS.125	CS.378	CS.205	CS.292	CS.224	CS.302	CS.389	CS.183	CS.166	CS.385	CS.372	CS.256	CS.395	CS.254	CS.177	CS.349	CS.178	CS.148	CS.181	CS.182	CS.323	T.CS.020	T.CS.048	T.CS.042	T.CS.069	TFS.024	T.CS.058	T.CS.085	T.CS.076	T.CS.038	T.CS.025	T.CS.062	T.CS.050	T.CS.080	T.CS.046	T.CS.028	T.CS.105	T.CS.132	T.CS.144	T.CS.116	T.CS.177	T.CS.125	T.CS.104	T.CS.107	T.CS.160	T.CS.091	T.CS.117	T.CS.134	T.CS.119	T.CS.108	T.CS.139	CS.087	CS.006	CS.237	CS.088	CS.241	CS.082	CS.015	CS.085	CS.110	CS.238	CS.103	CS.246	L.034.M1	CS.356	L.024.M1	CS.358	CS.164	CS.363	CS.330	CS.347.0	CS.188	CS.364	CS.113	CS.165	CS.078	CS.151	CS.207	CS.304	CS.150	CS.338	CS.202	CS.152	CS.321	CS.158	CS.223	CS.285	CS.318	CS.319	CS.163	CS.112	CS.331	CS.339	CS.322	CS.227	CS.361	CS.393	CS.255	CS.270	CS.390	CS.145	CS.326	CS.262	CS.370	CS.253	T.CS.064	T.CS.008	T.CS.043	T.CS.055	T.CS.049	T.CS.031	TFS.020	TFS.021	TFS.022	TFS.025	T.CS.036	TFS.027	T.CS.045	T.CS.026	T.CS.066	T.CS.109	T.CS.166	T.CS.141	T.CS.142	T.CS.152	T.CS.095	T.CS.151	T.CS.158	T.CS.157
CS.072	0.602675054218	0.517139635591	0.666721233507	0.525027547935	0.561437537304	0.494985053473	0.500320648175	0.590580634724	0.654763249183	0.524937579405	0.467927865363	0.496782234109	0.470546321405	0.489472967672	0.500588584403	0.742654456159	0.581764619135	0.729421856068	0.656388837811	0.575826693573	0.577411572391	0.60655555978	0.571952597189	0.591628274919	0.652870781843	0	0.609114551282	0.673965016349	0.681879490638	0.48054048794	0.650558693635	0.479872335203	0.49528960438	0.663284330937	0.695361898783	0.593723223267	0.582603557139	0.562993444329	0.636533346428	0.636875069852	0.699513410817	0.689664102256	0.564403451052	0.746871531621	0.694958558639	0.601589639744	0.721069207153	0.643285100082	0.610766608559	0.604899624184	0.623629309724	0.595020201644	0.608378141258	0.654192762913	0.590953511463	0.557206807453	0.673766855526	0.598381068739	0.519384429766	0.578797711503	0.525349765442	0.545829169753	0.480949796227	0.516844048098	0.548768312589	0.537471333427	0.504246250985	0.540186441052	0.530600525353	0.509856598731	0.499713512631	0.593863597971	0.586089285289	0.586134370939	0.52089170818	0.583210344497	0.499923392108	0.525707391092	0.587265766439	0.513585862673	0.495394738492	0.49631549805	0.485961052812	0.507537550864	0.465841353177	0.520675032251	0.492031478288	0.541016091771	0.497331773824	0.47601231536	0.552084251978	0.505552050154	0.609206781019	0.660831734979	0.514581999628	0.47302679045	0.598161022585	0.498814636065	0.606051177883	0.525854174716	0.535229761167	0.509166603045	0.591664895903	0.68677135078	0.561627179187	0.746974650268	0.716291288158	0.616669270062	0.603461594479	0.664743425853	0.626571067848	0.70250306476	0.546226136091	0.673188414923	0.580704147623	0.578160315666	0.658394942376	0.679480282627	0.538218846444	0.605264881026	0.615100905568	0.464193174245	0.540474489059	0.618701090978	0.610383352765	0.722089709555	0.633377191536	0.634943765426	0.618094924691	0.6233693634	0.556553804257	0.632135167627	0.66230324844	0.768142962766	0.64850752113	0.656612951583	0.583803649222	0.63433119737	0.626348458504	0.54400561161	0.581193731727	0.639270870426	0.611737820122	0.715790764506	0.498782779158	0.585177707269	0.526306424899	0.541880763911	0.628326772958	0.522747021304	0.476109308752	0.558898237352	0.474941035211	0.538349762539	0.543090132196	0.516738222056	0.553564834972	0.691113910403	0.497328715822	0.469402914169	0.482185293206	0.580850756465	0.569752613613	0.482379602726	0.512821547978	0.510394568382	0.462247265587	0.547081244945
CS.229	0.573391991455	0.64835289112	0.721489203309	0.703933355198	0.634651087557	0.697028145609	0.608974661385	0.658835801163	0.641729185799	0.576903474962	0.640073786525	0.689765813651	0.677955757961	0.680735237854	0.663555582928	0.656315829586	0.661217007072	0.623698288732	0.602977473794	0.634048227254	0.691105764502	0.639948341527	0.606062748812	0.554345121373	0.548617447102	0.609114551282	0	0.543451010521	0.649400564148	0.634582818027	0.583983685143	0.608945198505	0.604502102641	0.576754293222	0.633749077905	0.547011845152	0.525403283988	0.557265249773	0.513568134137	0.548011003198	0.668920631184	0.602268636534	0.558246543062	0.676746815329	0.621297908783	0.546518997256	0.596413374108	0.579409084393	0.559898066959	0.544022420548	0.577444935115	0.574884993575	0.54261964908	0.591106968658	0.538582372413	0.585373954275	0.611661582489	0.547808990415	0.546499497613	0.542892216599	0.708021849408	0.59914354097	0.652496056062	0.583700894271	0.592584045131	0.608507778823	0.61195427649	0.593935939968	0.679123127367	0.592552169952	0.62691106463	0.623673192183	0.578034134113	0.551285647235	0.583489017993	0.703890948144	0.682897618973	0.669040598612	0.649588022654	0.667450968324	0.606592529288	0.670771403032	0.662035306589	0.679740624157	0.69927145164	0.653045455333	0.650017441329	0.691643052326	0.700189309672	0.691180258528	0.612067799076	0.611950861092	0.572352424369	0.655422486951	0.659045143528	0.642099009861	0.676985712734	0.622960894396	0.5899421099	0.606110747736	0.638407360779	0.633208032831	0.624391529982	0.640236732604	0.697311846753	0.624859281652	0.675623952289	0.515852997114	0.561174006328	0.558894014266	0.601489272405	0.574566168732	0.621536305318	0.58600787059	0.583458013103	0.594259536263	0.608305788369	0.610783641463	0.584053492072	0.585826740442	0.617784225213	0.590244209504	0.626610562133	0.573925028606	0.527605202875	0.58637447876	0.525718133875	0.540432567287	0.56857390516	0.555451141045	0.575848177569	0.591267523188	0.565607439645	0.649810844268	0.560073238	0.597893836993	0.568038163271	0.54956911872	0.573207582134	0.545425218823	0.581671170548	0.583820300931	0.537794838495	0.665105352025	0.613327131621	0.577155931414	0.629156471201	0.620315354938	0.597516107932	0.624577926322	0.654159600148	0.59274367139	0.650944609096	0.579312763363	0.653178319499	0.606542654606	0.605870606047	0.638146358983	0.683107806312	0.683193695242	0.616587285388	0.677692331371	0.669853778128	0.599811169607	0.69488491234	0.666129908653	0.63377855345	0.65479514909
CS.334	0.648825703619	0.70202573491	0.735554898108	0.715944887678	0.669683780638	0.728550990414	0.679113343027	0.669492037073	0.710180935301	0.653403276738	0.690708334465	0.726956347628	0.717788624532	0.719107405945	0.711109775994	0.664894575237	0.680034266904	0.593833387676	0.621261123575	0.701554455872	0.722068525819	0.706108447933	0.667459981174	0.512956863354	0.586849383451	0.673965016349	0.543451010521	0	0.653949256981	0.684323691577	0.550337311463	0.64322724276	0.660057037516	0.539145361491	0.673772322799	0.59528039339	0.574559366502	0.578353306272	0.522519276711	0.52113245619	0.630443911774	0.574086944668	0.566549396993	0.62126324691	0.616859179813	0.55056123265	0.523447864375	0.553051608397	0.556853466354	0.520136350223	0.506719146806	0.586890818051	0.507364547575	0.555292611505	0.556807956028	0.623162487694	0.567773391168	0.557408474699	0.570395977807	0.547674178766	0.736203547044	0.646107603099	0.691109305611	0.613853247681	0.656722373873	0.644784151136	0.659880849376	0.62403060902	0.718926712068	0.644694283014	0.676475993519	0.67147203624	0.621448579454	0.595699183455	0.631515807726	0.749522115596	0.722353216536	0.696768981164	0.691867563681	0.722675514161	0.63968890801	0.727955855066	0.718928977176	0.726337219291	0.721546758186	0.697845615797	0.693406184726	0.730571285037	0.738556172308	0.717638659243	0.663728362466	0.687610034155	0.597744180135	0.696379186355	0.704725834532	0.68378577127	0.752269834582	0.675730453583	0.599978782502	0.650093690791	0.657170217949	0.666830382514	0.65861858692	0.657585249684	0.730915652369	0.575461592276	0.6948700925	0.516289084104	0.544588875162	0.583831774186	0.625365051826	0.571550853221	0.688407346857	0.615146967138	0.672665464119	0.618005757246	0.592143515935	0.647237363711	0.590326187195	0.592871662069	0.689074703083	0.633100106411	0.672046560605	0.617215928533	0.527674309141	0.559297884993	0.479923313302	0.510133917142	0.639519911238	0.577770904102	0.582072085566	0.654019061561	0.502786009396	0.630610739773	0.604574192785	0.643657748345	0.564870444526	0.543672047872	0.584519548498	0.598547020181	0.583470150146	0.567740562232	0.516157323839	0.59845549627	0.664705695452	0.649844867742	0.700323434512	0.673617036589	0.577046123245	0.688992112455	0.720663079292	0.667472367016	0.700736246815	0.639948576755	0.697158647789	0.669778330127	0.680336621328	0.637712303443	0.722357990004	0.716673027115	0.681029588193	0.71244760549	0.696955767133	0.678621009697	0.724930426461	0.699559883423	0.702613496819	0.72238451801
CS.388	0.681187407288	0.727125033744	0.750565954327	0.767801682004	0.713416439416	0.689406337888	0.699968888096	0.695255081724	0.636845113345	0.669583758292	0.712868098902	0.685356076024	0.720857940048	0.702895663085	0.718574318148	0.66012135285	0.698412223205	0.648195309177	0.650566225758	0.689830945652	0.737474231123	0.696836654832	0.698624254759	0.681186948756	0.65709831105	0.681879490638	0.649400564148	0.653949256981	0	0.692885324711	0.679171967809	0.695398894961	0.672566833159	0.66974039288	0.744092257985	0.614445442358	0.659186477961	0.686724053646	0.635081256714	0.626791291162	0.663161117043	0.631110673535	0.673526818597	0.646472318136	0.59474857486	0.658287983947	0.656082234812	0.687796736914	0.683344083408	0.690769620632	0.698811730978	0.709306813446	0.67635944602	0.701304241161	0.706702994433	0.659581785855	0.677344120899	0.688173822439	0.670600546451	0.687527096291	0.724010124902	0.645675836683	0.70480206886	0.626729209432	0.659379674034	0.66477574932	0.670463235618	0.710131804661	0.745114984316	0.674098535234	0.679348012305	0.650763888392	0.632448085842	0.637457465097	0.628429780093	0.775063827654	0.750318383147	0.700002690081	0.705756070359	0.730255978666	0.641894599107	0.732245444932	0.714847705611	0.742034361653	0.712504234567	0.694208352611	0.658986533287	0.77279308918	0.742072735939	0.723918318993	0.646913891348	0.644129980083	0.649652679789	0.682628680931	0.717236679846	0.696574360797	0.71222493685	0.706298461476	0.670598755864	0.700205499652	0.705887341073	0.666357610058	0.716256999537	0.560933479069	0.698933216678	0.619245297614	0.705757156307	0.65052807987	0.647119111109	0.655590440505	0.543124007928	0.619543437165	0.635423892622	0.587729057698	0.663856190998	0.659017569917	0.64088783749	0.645850678548	0.675357288794	0.709741873858	0.597519007782	0.668036101277	0.650089360887	0.680890972937	0.631376447435	0.625534978755	0.635648286402	0.643226254919	0.643448495199	0.650594397846	0.710863429744	0.615424826286	0.676289586001	0.652784081317	0.598149580705	0.671994371825	0.695192561232	0.662858418355	0.670789081148	0.671415025554	0.649006111352	0.664937249823	0.700627520331	0.688543022068	0.675271162028	0.603311096549	0.631202049615	0.684146621935	0.642794916581	0.664737073584	0.705597103446	0.675182360802	0.699282468615	0.594018859309	0.712402097429	0.659161540678	0.630013818816	0.625564498213	0.692967943671	0.719683391402	0.671243206051	0.670036404566	0.647104377645	0.642675587236	0.724053201802	0.682152219008	0.682922187242	0.660230640874
CS.305	0.614117167622	0.559807982389	0.671627284253	0.504200249579	0.568317723306	0.481188581489	0.502757363162	0.609554537079	0.642503852177	0.524564486966	0.437250185134	0.500399416407	0.440370320454	0.496524000042	0.524206214005	0.750097913173	0.608097839795	0.749977774299	0.682938962826	0.597087608872	0.575094043457	0.602906518631	0.578170918143	0.614554535278	0.671920767949	0.48054048794	0.634582818027	0.684323691577	0.692885324711	0	0.654784088672	0.537071418819	0.462858374461	0.665664014253	0.687164145162	0.589653912558	0.621967572881	0.5452060418	0.629182244018	0.61085409469	0.691659127691	0.677659284649	0.601192212776	0.75329949838	0.714047930206	0.623031985432	0.715235431879	0.653039628594	0.605408098754	0.604756629959	0.637952448526	0.611886924102	0.593234378539	0.653465696795	0.586930807211	0.563968243403	0.677712621207	0.606618357633	0.568213588929	0.579870495677	0.544132761118	0.558920269865	0.413712970316	0.521234476355	0.525166456502	0.524807774854	0.475519462585	0.5510232508	0.514826469376	0.520400976067	0.484692591334	0.587890021849	0.590808477408	0.600301642154	0.519971065244	0.572871150405	0.491369577111	0.501985033617	0.590268295575	0.466401086398	0.549691959812	0.462629820065	0.430610845495	0.473833183497	0.481393261237	0.498404164556	0.500910199833	0.533831540605	0.489911341917	0.44079601717	0.612815559534	0.55278936455	0.667221769229	0.654495733089	0.532632382494	0.521397139751	0.602739432874	0.549337822666	0.659536964163	0.573019617865	0.592313938027	0.463288164931	0.589623845025	0.682496656734	0.57240088373	0.747035307228	0.75578080253	0.626463770167	0.621778584928	0.699491366421	0.609795295378	0.714073322088	0.569803622475	0.678190702412	0.570830127031	0.551772655822	0.682463938256	0.684844962716	0.578022274487	0.619535411572	0.651519562947	0.477222490084	0.467699313569	0.649212925774	0.622568425122	0.730129285964	0.613467991425	0.616583580882	0.6412722074	0.650250754849	0.542788185561	0.60271552264	0.670701123776	0.787013914649	0.643006246321	0.654218593171	0.57737484348	0.632932891728	0.621016378511	0.516254927699	0.599771172764	0.672904184499	0.615162995333	0.739927878295	0.518635330352	0.562391788077	0.519243004668	0.541059070671	0.638718162019	0.540762654761	0.446789513548	0.585822953364	0.45068591652	0.544556957309	0.560799720068	0.518980118525	0.548426340067	0.722138865284	0.522694704926	0.484740034562	0.457728563656	0.558196263586	0.549976085685	0.505922840676	0.517633293841	0.489413729431	0.437930992679	0.561031397217
CS.374	0.6350638884	0.659568335551	0.706308103449	0.685554477987	0.615618631258	0.695408294733	0.657946337735	0.629635677974	0.671919182107	0.619643560331	0.666914643421	0.693614053037	0.669115601263	0.684482048936	0.670260835993	0.655188426592	0.674146511434	0.587488891894	0.609359985093	0.645573627813	0.680557877271	0.646633819218	0.648526595678	0.556920043629	0.527245667795	0.650558693635	0.583983685143	0.550337311463	0.679171967809	0.654784088672	0	0.618801210315	0.654523208906	0.54124605561	0.629039892232	0.553424926435	0.573437206374	0.594397084023	0.518802998396	0.537983379342	0.610232820205	0.559066578851	0.573888754549	0.624012694137	0.599297026999	0.555785231034	0.579335016591	0.603702550131	0.554429763801	0.556102924514	0.54631413856	0.576316693716	0.540963196312	0.570015683022	0.568774206525	0.636567852215	0.589561521555	0.565688938563	0.576709983524	0.537793994684	0.708342607624	0.617161266837	0.660949295253	0.627474193714	0.639098504015	0.633051975327	0.621916750802	0.595470458302	0.68340185599	0.628889212961	0.654840412069	0.626337878984	0.616611546786	0.581277552058	0.620312461343	0.699952110976	0.68484386406	0.677983202867	0.649358060389	0.68985602765	0.623360486483	0.694019835978	0.676581300956	0.680169797954	0.704209435374	0.651167063493	0.656615700444	0.691741051198	0.697379032681	0.692150938962	0.650249046262	0.648716889893	0.581999097278	0.696605233474	0.678434053414	0.656926382701	0.699406971199	0.644630813152	0.586603191766	0.650899631363	0.630715759843	0.642074689029	0.624184791281	0.658601987328	0.668226650756	0.601266903891	0.661305263508	0.551074008072	0.545409482597	0.602264853436	0.629857426148	0.576001147655	0.656486527629	0.621472547566	0.635963597212	0.604909968437	0.571899347875	0.653420037258	0.588309152627	0.559316070979	0.641061772404	0.611281329928	0.638919692215	0.587635618477	0.564628756424	0.576604315411	0.517881888762	0.542498044322	0.605204452473	0.575283462832	0.565130131674	0.616797209377	0.543494405572	0.630768362427	0.596910062016	0.600852116359	0.541737842007	0.567088970053	0.584119813534	0.571923866224	0.549970112145	0.577648468128	0.571147483263	0.608035662525	0.65050833589	0.633315165068	0.666364997592	0.651380562117	0.572004532834	0.631565752637	0.674922919026	0.647068128834	0.677997853247	0.619007387332	0.64068919635	0.661080419796	0.658964308933	0.646444186776	0.685724567718	0.68799866434	0.623820486434	0.6691847178	0.678973496801	0.646469085614	0.693205079182	0.680498360125	0.647163788363	0.674644701724
CS.232	0.584580695728	0.506160480301	0.635186776856	0.552531139558	0.575352334073	0.561170218122	0.542848365897	0.563393546149	0.689577563285	0.540166800314	0.535440492768	0.581787033122	0.559756856733	0.564201773036	0.533426395635	0.729749342173	0.584197349016	0.702721737015	0.613038420048	0.554568074945	0.555521989185	0.607025697629	0.542456183957	0.567397502809	0.613123987482	0.479872335203	0.608945198505	0.64322724276	0.695398894961	0.537071418819	0.618801210315	0	0.574680653591	0.644660067352	0.643015914916	0.601287663724	0.507194667933	0.55665271544	0.613648675992	0.619193726865	0.649901265159	0.674268245314	0.46353620181	0.72352069749	0.691525692572	0.608333551423	0.67868692002	0.608472178976	0.56973227786	0.583664019298	0.597439978301	0.570923874149	0.590784754742	0.644376584511	0.561085319011	0.550788693783	0.619892525385	0.571305940509	0.518044528195	0.550079904992	0.562982053694	0.588321609582	0.544484979164	0.568311622519	0.602447140568	0.571916895754	0.565927524706	0.555225801879	0.544009980194	0.553740590742	0.537015860593	0.583157051508	0.626741984901	0.609685887448	0.586343891261	0.567785608951	0.559360343176	0.589354741657	0.556747277949	0.567595872062	0.558908963306	0.545990497581	0.571339412144	0.554381557693	0.560401842302	0.553411307652	0.570598230272	0.559025492128	0.56564582261	0.562864070531	0.597868191615	0.533356395516	0.533609731545	0.678548504512	0.517100637959	0.470414494279	0.605971642246	0.492216875338	0.576547549132	0.543392973099	0.497321363545	0.521258210533	0.603212624168	0.668336268861	0.629063951179	0.743638245547	0.654979535138	0.590549153135	0.612480636623	0.651115953175	0.652680295099	0.684199706537	0.591435111875	0.666420445631	0.613293062065	0.54860980843	0.634502949283	0.627387624472	0.505244315414	0.562433871778	0.634657668838	0.514871867178	0.569558084957	0.570960990965	0.584802239543	0.659671890571	0.601669380598	0.618520257819	0.547164237833	0.562722125921	0.530866423754	0.641959304141	0.632526443548	0.746091958688	0.643003821219	0.605993989678	0.574606756187	0.584449945761	0.574624149433	0.56438302526	0.58463791583	0.659888418954	0.588393752175	0.675007964409	0.560206804114	0.644261935255	0.575432190469	0.588586762687	0.63129272381	0.581461040516	0.545784097942	0.618854371098	0.546441635433	0.604484658005	0.540741363303	0.590185869993	0.597746946741	0.703623644252	0.57055657336	0.552961186384	0.538875653697	0.631713222011	0.639953201613	0.541267428649	0.570492314016	0.582992606466	0.53907845103	0.587082113513
CS.380	0.625631375424	0.572055118949	0.69780066151	0.571146621457	0.593753715784	0.51053235831	0.514745281083	0.639497792752	0.66126224301	0.53733755415	0.487904683179	0.53259396906	0.474622455322	0.51532176234	0.546801281114	0.751048268741	0.613642876748	0.725361353888	0.67238095084	0.629814871408	0.620070029582	0.600919224601	0.579863521994	0.599657450392	0.66569228528	0.49528960438	0.604502102641	0.660057037516	0.672566833159	0.462858374461	0.654523208906	0.574680653591	0	0.657939848759	0.697833156602	0.585484510056	0.628661421361	0.528954784129	0.61313647718	0.60470766082	0.68864177977	0.642859469101	0.600672118167	0.735368172264	0.68650756263	0.598933124081	0.703215204467	0.628816867673	0.593335542773	0.567074447401	0.623555280969	0.594544013193	0.600108389375	0.654252412521	0.54640552672	0.553773105495	0.65470159722	0.58301376751	0.542743767256	0.571051144272	0.572111041736	0.512291556621	0.459145018075	0.487495463657	0.504323594461	0.520407200624	0.499738410688	0.527832633336	0.572005400721	0.50490993588	0.476190727453	0.606331254209	0.543129119927	0.573637265419	0.482645007266	0.630798671619	0.538931373717	0.52111911938	0.619473092272	0.516609608866	0.511247611187	0.523936734652	0.474126733073	0.523457318803	0.508370051313	0.532676105516	0.517606129386	0.596399209403	0.524369293851	0.522733403439	0.629940823967	0.563598625217	0.65140750255	0.664723493312	0.544644489164	0.557018130811	0.617798014299	0.564858684549	0.656541238971	0.58056782995	0.591458316626	0.51134595102	0.582090372337	0.689749233768	0.58346321789	0.746601373141	0.764366209496	0.601945321148	0.594369070344	0.682385882429	0.574600464528	0.683665876504	0.558420511003	0.68514950516	0.578893924532	0.545281206232	0.671190184873	0.68780734088	0.57464640368	0.602155135224	0.627341296056	0.463253023987	0.523026884411	0.65655871785	0.610889084433	0.71920597428	0.603159342984	0.587438195641	0.658308705623	0.642188461049	0.547168111547	0.596395517932	0.648819477104	0.76276167436	0.649779695906	0.653692030119	0.553093760689	0.619631955826	0.585795870227	0.508882390126	0.589187695188	0.604927633085	0.573639616994	0.734456038434	0.474730195394	0.520021987083	0.51358514462	0.555505904587	0.608321463851	0.540242043721	0.470749128977	0.525814281081	0.483751958994	0.5034390939	0.586104465599	0.499738741928	0.527805159494	0.665888448033	0.528769181033	0.521427369934	0.514654577232	0.556264430069	0.557847896683	0.495496488331	0.551208341397	0.51793518909	0.478601043642	0.571381979737
CS.213	0.658283293695	0.67952526059	0.729035309584	0.712957457918	0.625447844485	0.682701162999	0.65136526046	0.652483074253	0.66750181967	0.651198266375	0.686882116975	0.707530274403	0.686828375183	0.705640737992	0.687466091374	0.608786531359	0.667659315568	0.558304034498	0.618545282036	0.64975587362	0.693904753538	0.655906740264	0.667795488839	0.56772675961	0.569422443469	0.663284330937	0.576754293222	0.539145361491	0.66974039288	0.665664014253	0.54124605561	0.644660067352	0.657939848759	0	0.623607453373	0.578695061451	0.572938520851	0.571031985913	0.50392704903	0.535376679329	0.5914918817	0.543388014563	0.588926118401	0.618319945822	0.580427020277	0.545328685507	0.59381656703	0.59473476237	0.571417392074	0.527116968101	0.536071597367	0.572443672045	0.556005613868	0.562827136979	0.600366563216	0.630673489176	0.584689260228	0.592779707635	0.570059882042	0.544239766909	0.731459696529	0.630423506996	0.677956158886	0.623543818457	0.646420530945	0.640198114255	0.647685487346	0.629640257284	0.692240074702	0.613784579709	0.668573732418	0.625927567372	0.609233198385	0.570519117825	0.616249546609	0.728174476862	0.722853217515	0.692354130458	0.622843265436	0.697668583372	0.649861184621	0.720192367389	0.694611929007	0.707912675449	0.722946979121	0.670461464675	0.654991056832	0.707220673955	0.729164212524	0.712268025652	0.667762103952	0.661161928436	0.593134191004	0.688973041059	0.685010158113	0.688490225891	0.714342681697	0.678357937431	0.600558335626	0.665224858994	0.642051821393	0.64111058785	0.625210290831	0.636442598537	0.711266086961	0.552149620225	0.679123283229	0.506609941511	0.526566723096	0.595639027667	0.611048092145	0.58074198803	0.661619148941	0.619845992923	0.657492497842	0.613307543461	0.578628277092	0.662798358051	0.589644274018	0.579686004606	0.624748835641	0.650437532097	0.631256722556	0.578489912428	0.554936619685	0.58285275868	0.475984179887	0.498478468097	0.60649410174	0.554260882744	0.570259689367	0.580989627766	0.514616395468	0.631227559769	0.568606326649	0.638815256296	0.56826503468	0.54767136691	0.587766081763	0.613368573361	0.566911793833	0.557415791384	0.553050894876	0.593927140635	0.666169636617	0.616141728541	0.680486172011	0.672085448651	0.55057493289	0.654948581218	0.70132164546	0.67209769417	0.70083438888	0.610384029333	0.6834204301	0.671665454895	0.652363083948	0.641531200306	0.705914356537	0.69932918368	0.657914962187	0.675685174346	0.681167188888	0.651231470474	0.720651228138	0.679222285189	0.680920912899	0.682942089355
CS.236	0.62449768669	0.647880881614	0.715727968228	0.716739709643	0.657047131932	0.733108551949	0.695452690664	0.658149700027	0.709050529908	0.619315323724	0.692364716699	0.758395818396	0.731071357909	0.745364008902	0.700617456038	0.693219329883	0.660430382811	0.695157518947	0.615024304418	0.620287958736	0.70396489381	0.680971773962	0.603663514579	0.652147755782	0.597924322948	0.695361898783	0.633749077905	0.673772322799	0.744092257985	0.687164145162	0.629039892232	0.643015914916	0.697833156602	0.623607453373	0	0.645277265612	0.58708327939	0.631278775808	0.639025250538	0.647980104185	0.656506725747	0.699705501156	0.611278348595	0.720606416614	0.69780087107	0.65697860528	0.667640299913	0.671090560276	0.639656001078	0.629298614597	0.656246889406	0.640491492647	0.651295789287	0.679777298141	0.666017701358	0.680177088844	0.670038976209	0.654724620059	0.649329958272	0.645203113426	0.719278344549	0.668387606465	0.707784137228	0.714059641858	0.680083712197	0.682262873426	0.678625276797	0.675235563502	0.69387116816	0.692230801648	0.69617018976	0.653580756399	0.689969745845	0.677878781425	0.709231114578	0.681222105717	0.739987082298	0.718882441013	0.653292955289	0.718639177434	0.719454526982	0.722291922856	0.7250777396	0.734688351722	0.750593499653	0.708785302567	0.699174648612	0.694941360275	0.753018162497	0.749232082107	0.681069383459	0.6874318974	0.58950580228	0.703834570222	0.689210778227	0.664042864909	0.685270186063	0.641704017695	0.639893617205	0.673680805373	0.634207785925	0.677324515182	0.635627658566	0.721134265581	0.738452174346	0.70271873383	0.655974894728	0.651141996743	0.669324022557	0.662312901441	0.709098999259	0.660174682268	0.665998952364	0.689424046652	0.683616234622	0.666924975014	0.670650749937	0.670044237586	0.651943197265	0.625834536189	0.67547206228	0.674006925198	0.679890010623	0.581866874234	0.659884034791	0.648818366769	0.638715037717	0.646009901315	0.585121529404	0.593547016318	0.637622231109	0.681561047746	0.668661411259	0.719061696391	0.671175554193	0.637071305668	0.679376773704	0.662389345033	0.650920489478	0.684031876375	0.652217949218	0.6799206684	0.640230550474	0.684389533247	0.699792704779	0.717149569777	0.699093928922	0.688118988138	0.714886546872	0.709307369169	0.721002066575	0.702478474116	0.719379199355	0.703745382089	0.670238774415	0.718751677433	0.7013286885	0.718247892002	0.720344089142	0.73208911258	0.691060377963	0.739990690001	0.75572108026	0.689636422588	0.747544540665	0.742491668344	0.712755492725	0.722522532001
CS.375	0.58593048548	0.647502538598	0.694202310372	0.684532601052	0.598402562432	0.64506101373	0.588339421429	0.608672978971	0.595992968479	0.565062115136	0.62281200844	0.640909509367	0.621255789944	0.638507791875	0.64597125113	0.65451757326	0.603802107769	0.624136420468	0.647417553636	0.627540934888	0.676915244599	0.619457435201	0.610017125036	0.592598899708	0.574411826705	0.593723223267	0.547011845152	0.59528039339	0.614445442358	0.589653912558	0.553424926435	0.601287663724	0.585484510056	0.578695061451	0.645277265612	0	0.565400595896	0.543704505615	0.542375451794	0.553239488034	0.611350610664	0.590948393799	0.590023300148	0.661303083911	0.609879796036	0.555245527361	0.612578362002	0.613206436576	0.572754158318	0.580148427837	0.588722371339	0.580881595719	0.564666180182	0.564928476358	0.576949281329	0.572830834834	0.620883177242	0.5776475367	0.56822215083	0.545000596261	0.671419706262	0.56686790208	0.606809390227	0.585106494699	0.57167029038	0.572535902239	0.574022083591	0.595478857722	0.669122727999	0.54591307726	0.591646373001	0.568833193516	0.555390815458	0.558510774297	0.579736361292	0.709638584052	0.67092844511	0.636632409449	0.599417417435	0.644417705899	0.564890368462	0.643498219262	0.615826406458	0.665239042004	0.658549769595	0.604265828223	0.608934528772	0.689681074632	0.665248377255	0.654827377525	0.594249217049	0.58521731296	0.577805187579	0.631769319607	0.650305449928	0.629812649509	0.661787013019	0.622706199944	0.604818232659	0.62025015189	0.617498907712	0.578646997414	0.608003040055	0.58932123333	0.628475841521	0.643077508264	0.679785119334	0.572072614706	0.542337318958	0.597386026257	0.5399136397	0.607283158611	0.580439110726	0.565282605777	0.604254807642	0.566421220738	0.579311993937	0.620608873113	0.582205642085	0.579413605278	0.546807631242	0.556646683438	0.568276590564	0.58930392303	0.555169446541	0.624526930683	0.574777686571	0.558872824952	0.58861685022	0.583203573717	0.582416160091	0.542272474317	0.581582010259	0.654566758408	0.522847654842	0.584231391469	0.567773467392	0.576474639288	0.575827344923	0.535919778381	0.563484075258	0.578950686924	0.581225320959	0.638312183684	0.586632471504	0.555931211427	0.572378356867	0.608407455792	0.591745972304	0.557053612067	0.632105757091	0.586613239642	0.628097131269	0.540867179242	0.636698765993	0.598147892099	0.579586365911	0.641095529343	0.631990888267	0.649789604126	0.573853682771	0.613556642915	0.621957587728	0.590669338846	0.664691178432	0.629820646246	0.594850832552	0.607280744048
