g__Methanobrevibacter	k__Bacteria	g__Actinomyces	g__Bifidobacterium	g__Corynebacterium	g__Olsenella	f__Coriobacteriaceae	g__Collinsella	g__Senegalimassilia	f__Eggerthellaceae	g__Eggerthella	g__Enterorhabdus	g__Gordonibacter	g__Slackia	o__Thermoleophilales	f__Bacteroidaceae	g__Bacteroides	f__Barnesiellaceae	g__Barnesiella	f__Muribaculaceae	g__Butyricimonas	g__Odoribacter	f__Prevotellaceae	g__Massiliprevotella	g__Paraprevotella	g__Prevotella	g__Prevotellamassilia	f__Rikenellaceae	g__Alistipes	f__Tannerellaceae	g__Parabacteroides	f__Sphingobacteriaceae	g__Elusimicrobium	p__Firmicutes	f__Bacillaceae	f__Thermoactinomycetaceae	g__Granulicatella	g__Enterococcus	g__Lactobacillus	g__Weissella	g__Lactococcus	g__Streptococcus	o__Clostridiales	g__Colidextribacter	g__Flavonifractor	g__Flintibacter	g__Howardella	g__Intestinimonas	g__Pseudoflavonifractor	f__Christensenellaceae	f__Clostridiaceae	g__Butyricicoccus	g__Clostridium	g__Hungatella	f__Clostridiales.Family.XIII..Incertae.Sedis	g__Ihubacter	g__Mogibacterium	f__Defluviitaleaceae	f__Eubacteriaceae	g__Eubacterium	f__Gracilibacteraceae	f__Lachnospiraceae	g__Anaerosporobacter	g__Anaerostipes	g__Blautia	g__Butyrivibrio	g__Coprococcus	g__Cuneatibacter	g__Dorea	g__Eisenbergiella	g__Faecalicatena	g__Fusicatenibacter	g__Hespellia	g__Lachnobacterium	g__Lachnoclostridium	g__Lachnospira	g__Muricomes	g__Parasporobacterium	g__Pseudobutyrivibrio	g__Robinsoniella	g__Roseburia	g__Tyzzerella	f__Oscillospiraceae	g__Oscillibacter	f__Peptococcaceae	f__Peptostreptococcaceae	g__Intestinibacter	g__Paeniclostridium	g__Romboutsia	g__Terrisporobacter	f__Ruminococcaceae	g__Acutalibacter	g__Caproiciproducens	g__Drancourtella	g__Faecalibacterium	g__Gemmiger	g__Negativibacillus	g__Ruminiclostridium	g__Ruminococcus	g__Sporobacter	g__Subdoligranulum	f__Erysipelotrichaceae	g__Catenibacterium	g__Erysipelatoclostridium	g__Faecalicoccus	g__Holdemanella	g__Holdemania	g__Turicibacter	g__Phascolarctobacterium	g__Megamonas	g__Propionispira	g__Allisonella	g__Dialister	g__Megasphaera	g__Veillonella	g__Fusobacterium	o__Victivallales	f__Victivallaceae	g__Victivallis	f__Kiloniellaceae	g__Oxalobacter	g__Duodenibacillus	g__Parasutterella	g__Sutterella	f__Desulfovibrionaceae	g__Desulfovibrio	f__Succinivibrionaceae	g__Ruminobacter	g__Succinivibrio	o__Enterobacterales	f__Enterobacteriaceae	g__Haemophilus	f__Spiroplasmataceae	g__Akkermansia
T.CS.116	6.66148551126901e-05	0.0395914288886422	0.00997002331519929	0.0694126790274231	0.00219829021871877	0.00344176751415566	8.88198068169202e-05	0.0786055290329744	0.0214055734428778	8.88198068169202e-05	0	0	0.00142111690907072	0.000355279227267681	0.114266681469968	6.66148551126901e-05	0.0123903630509604	0	6.66148551126901e-05	0.000377484178971911	0	0.000754968357943821	0.00170978128122571	0	2.220495170423e-05	0.0868213611635395	0.000621738647718441	0	0.00275341401132453	0	0.0011102475852115	2.220495170423e-05	4.44099034084601e-05	0.00679471522149439	0	0.00426335072721217	0	0.00139891195736649	0.00524036860219829	0.000488508937493061	4.44099034084601e-05	0.0062840013322971	0.0384589763517264	0	0	0.00783834795159321	0	0.00115465748861996	6.66148551126901e-05	0	0.000421894082380371	0.0125013878094815	0.010525147107805	0.00344176751415566	0.000466303985788831	0.00746086377262129	0	0	0.00679471522149439	0.0444099034084601	0	0.0544021316753636	0.00115465748861996	0.00464083490618408	0.0185189297213279	0	0.00912623515043855	0.00226490507383146	0.0123237481958477	0	0	0.010902631286777	0.00122127234373265	0	0.0132119462640169	0.00306428333518375	0	0.000288664372154991	0	2.220495170423e-05	0.0128566670367492	0.00766070833795936	0.000310869323859221	0.0113467303208616	0	0	0.00286443876984568	4.44099034084601e-05	0.0017763961363384	4.44099034084601e-05	0.0141001443321861	2.220495170423e-05	2.220495170423e-05	0	0.0488508937493061	0.000599533696014211	0.00011102475852115	0.00011102475852115	0.0195847674031309	0.00597313200843788	0.00233151992894415	0.00346397246585989	0.00424114577550794	2.220495170423e-05	0.000732763406239591	0.0385033862551349	0	0.00024425446874653	0.0117242144998335	8.88198068169202e-05	8.88198068169202e-05	0.000532918840901521	0.0129454868435661	0	0.000599533696014211	0	0	0	4.44099034084601e-05	2.220495170423e-05	6.66148551126901e-05	0.000399689130676141	0	0.00792716775841013	0.00013322971022538	0	0	0	0.00017763961363384	0.0019984456533807	0.0132119462640169	0.00019984456533807	0.00128788719884534	4.44099034084601e-05
T.CS.177	0.0051870110384739	0.0306933876326224	6.43017897331476e-05	0.0052727467581181	0.000107169649555246	0.000878791126353017	2.14339299110492e-05	0.010459757796592	0.00237916622012646	0.0012646018647519	0	0.00225056264066016	0	0.0013932054442182	2.14339299110492e-05	0.000278641088843639	0.00576572714607223	0.0115528882220555	6.43017897331476e-05	0.00171471439288394	6.43017897331476e-05	0.000707319687064623	0.010459757796592	0.00199335548172757	0.00165041260315079	0.119622762833566	0.000471546458043082	0.00501553959918551	0.000321508948665738	0	0.00113599828528561	0	0.0891437145000536	0.00769478083806666	0.000278641088843639	0.00306505197728003	0	2.14339299110492e-05	0.00565855749651699	4.28678598220984e-05	0.000364376808487836	4.28678598220984e-05	0.0188404243918122	0.0013503375843961	0	0.00992390954881578	0	0.000342942878576787	0.000171471439288394	0	0.0040510127531883	0.00450112528132033	0.00222912871074912	0.00443682349158718	0.000171471439288394	0.000750187546886722	0	0.0230200407244668	0.0110384739041903	0.0199764226770978	0.000492980387954131	0.0860143607330404	0.000214339299110492	0.000750187546886722	0.0128389240167185	0	0.00778051655771086	2.14339299110492e-05	0.00988104168899368	0	0.000192905369199443	0.00295788232772479	0.000214339299110492	0	0.00887364698317437	0.000171471439288394	0.000107169649555246	0.00102882863573036	4.28678598220984e-05	0.000814489336619869	0.00979530596934948	0.000771621476797771	0.00248633586968171	0.0122602079091201	0.00263637337905905	0	0.000342942878576787	0	0.00297931625763584	0	0.0363090772693173	0.000150037509377344	0.000214339299110492	0	0.135719644196763	0.00525131282820705	0.000278641088843639	4.28678598220984e-05	0.0491908691458579	0.00428678598220984	0.00162897867323974	0.00981673989926053	0.0120887364698317	2.14339299110492e-05	0	0.0190547636909227	6.43017897331476e-05	0	0.015260958096667	0.0123245096988533	0	0.000107169649555246	0.0222698531775801	0	8.57357196441968e-05	0	0	0.000814489336619869	0.000278641088843639	0	0	0.00357946629514522	0	0.0137605830028936	0.000428678598220984	0.00203622334154967	0	0	0.00137177151430715	0.00583002893580538	0.0269638838280999	0.000150037509377344	0.0080591576465545	0.000278641088843639
T.CS.125	2.57168574000257e-05	0.0016973125884017	0.000977240581200977	0.000822939436800823	0	5.14337148000514e-05	0.000282885431400283	0.0458788736016459	0.00429471518580429	0.000308602288800309	0	5.14337148000514e-05	0.000154301144400154	0.00198019801980198	5.14337148000514e-05	0.000154301144400154	0.0331233123312331	0	0	2.57168574000257e-05	0.000154301144400154	0.001002957438601	0.000308602288800309	0	0	0.235669281213836	0.000334319146200334	0.000437186575800437	0.00144014401440144	2.57168574000257e-05	0.00128584287000129	2.57168574000257e-05	0.00054005400540054	0	0	0.000771505722000771	0.00018001800180018	0.000257168574000257	0.00241738459560242	0	0.000231451716600231	0.00712356949980712	0.00802365950880802	2.57168574000257e-05	0.000102867429600103	0.000128584287000129	0	0.000617204577600617	0.000128584287000129	0	2.57168574000257e-05	0.00383181175260383	0.0117011701170117	0.00352320946380352	0.000282885431400283	0.00110582486820111	5.14337148000514e-05	0.000282885431400283	5.14337148000514e-05	0.0148643435772149	5.14337148000514e-05	0.051948051948052	5.14337148000514e-05	0.00036003600360036	0.0273113025588273	2.57168574000257e-05	0.0113154172560113	0	0.00612061206120612	0	5.14337148000514e-05	0.00617204577600617	0.000334319146200334	0	0.00501478719300501	0.00128584287000129	0.000565770862800566	5.14337148000514e-05	0	0	0.032043204320432	0.00385752861000386	0.00118297544040118	0.00342034203420342	0	5.14337148000514e-05	0.00141442715700141	2.57168574000257e-05	0.0206763533496207	0.00054005400540054	0.00426899832840427	0.000128584287000129	0.000154301144400154	0	0.0908319403368908	0.00864086408640864	0.000102867429600103	0.000231451716600231	0.0683811238266684	0.00177446316060177	0.00948952038060949	0.00504050405040504	0.0163559213064164	0	0	0.0283399768548283	2.57168574000257e-05	0.00257168574000257	0.0506107753632506	5.14337148000514e-05	0.00018001800180018	0	0.000488620290600489	0.000128584287000129	0.00164587887360165	0.00609489520380609	0	7.71505722000771e-05	7.71505722000771e-05	0	0	0.0151729458660152	7.71505722000771e-05	2.57168574000257e-05	2.57168574000257e-05	0.00203163173460203	0.00108010801080108	0.000642921435000643	0.0909090909090909	0.0131155972740131	0.0155844155844156	0.00316317346020316	0	0
T.CS.104	0.0307240909567222	0.0040867651681861	0.000209577700932621	0.000335324321492193	0.00113171958503615	0.0044220894896783	0.000251493241119145	0.0679450906423557	0.00591009116629991	0.00152991721680813	0	0.00274546788221733	2.09577700932621e-05	0.00136225505606203	0.0110237870690559	0.00148800167662161	0.0018233259981138	0	0	0.00264067903175102	0.0006077753327046	0.0013832128261553	0.00368856753641413	6.28733102797862e-05	0	0.121303573299801	0.00561668238499424	0.00748192392329456	0.000628733102797862	0.000356282091585455	0.000565859792518076	0.0264067903175102	4.19155401865242e-05	0.00113171958503615	0	0.00205386146913968	0	0.00127842397568899	0.000523944252331552	0.000230535471025883	0.0250864508016347	0.00113171958503615	0.0198889238185057	0.000817353033637221	2.09577700932621e-05	0.00865555904851724	0	0.00127842397568899	0.000188619930839359	0.00190715707848685	0.00710468406161584	0.0010478885046631	0.00324845436445562	0.00632924656816515	0.00115267735512941	0.00322749659436236	0.0111495336896154	0.000293408781305669	0.0252750707324741	0.0150476789269622	0	0.0208948967829823	0.000230535471025883	0.00230535471025883	0.0134548883998743	0.0016556638373677	0.0185895420727235	2.09577700932621e-05	0.00519752698312899	4.19155401865242e-05	0.00010478885046631	0.0006077753327046	0.000775437493450697	0	0.0022634391700723	0.000880226343917007	0.000230535471025883	0.000146704390652835	0	0.0013832128261553	0.00366760976632086	0.000356282091585455	0.00234727025044535	0.0256103950539663	2.09577700932621e-05	0	0.00102693073456984	0	0.000754479723357435	0.000985015194383318	0.0195955150372	0.000985015194383318	0.00150895944671487	0	0.049104055328513	0.0103740961961647	0.000167662160746097	0.00343707429529498	0.0247511264801425	0.0038143141569737	0.00444304725977156	0.0111076181494289	0.0340982919417374	0	0	0.00880226343917007	0	0.000838310803730483	0.00402389185790632	4.19155401865242e-05	0.00148800167662161	0.000209577700932621	0.032065388242691	0	0.000125746620559572	0	0	0.0149638478465891	0	0	0.000586817562611338	0.00498794928219637	0	0.000293408781305669	6.28733102797862e-05	0.00050298648223829	0.00720947291208215	0.0890495651262706	0.101079325159803	0.00159279052708792	0.000754479723357435	0.000125746620559572	0.006077753327046	0
T.CS.107	0.0116639010994343	0.00154289540333615	0.000174667404151262	0.0240264718154736	0	0.005812543060367	0.000640447148554627	0.0772612151029082	0.00623950782607008	0.00201837889241458	0	0.00290141965784596	0	0.00140704297788517	0	0	0.00785032944213172	0	0.000320223574277314	0	0.000106741191425771	0.000116444936100841	0.0131679815240701	0	9.70374467507011e-06	0.253452107168156	0.0466264931637119	0	0.00175637778618769	0	0.000756892084655469	0	9.70374467507011e-06	0.0010383006802325	0.000359038552977594	0.00222215753059106	0	9.70374467507011e-06	0.0166516258624203	0	0	0.000417261021028015	0.0107808603340029	0.000659854637904768	0	0.000543409701803926	0.000194074893501402	0.000426964765703085	6.79262127254908e-05	0	0.000688965871929978	0.00154289540333615	0.00550202323076475	0.00228037999864148	0.000397853531677875	0.000824818297380959	0	0.00199897140306444	0.00087333702075631	0.0120229396524119	4.85187233753505e-05	0.0761549882099502	0.000126148680775911	0.000475483489078435	0.0137599099492494	0	0.00960670722831941	0	0.00857811029276198	1.94074893501402e-05	4.85187233753505e-05	0.000359038552977594	0.000203778638176472	0	0.00287230842382075	3.88149787002804e-05	0.000184371148826332	0	0	0	0.0085392953140617	0.000155259914801122	0.000786003318680679	0.00447342629520732	0.000116444936100841	0.000262001106226893	0.0151766566718097	0.000106741191425771	0.0211347559023027	0.00419201769963029	0.0122558295246135	0.000203778638176472	0.000232889872201683	0	0.0827826458230231	0.00866544399483761	4.85187233753505e-05	0.000203778638176472	0.0320999873851319	0.0043181663804062	0.00163993285008685	0.0051623921671373	0.0262001106226893	8.7333702075631e-05	0	0.0294993838122131	0	0.000388149787002804	0	0	0	0	0.0477909425247203	0	9.70374467507011e-06	0	0	8.7333702075631e-05	8.7333702075631e-05	9.70374467507011e-06	7.76299574005609e-05	0.0133329451835463	1.94074893501402e-05	0.00570580186894122	0.000232889872201683	0.00122267182905883	0.000310519829602243	9.70374467507011e-06	0.0310325754708742	0.000213482382851542	0.00267823353031935	0.000271704850901963	0.000417261021028015	2.91112340252103e-05
T.CS.160	0.0388573456352023	0.0373393265515338	0.00035486160397445	0.0326866966327577	1.97145335541361e-05	0.00548064032804984	0.00130115921457298	0.0211931235706963	0.00374576137528586	0.000985726677706806	0	0.00583550193202429	0	0.00128144468101885	0.000177430801987225	0	0.00684094314328523	1.97145335541361e-05	0.000216859869095497	0.0119864364009148	0.000157716268433089	0.000256288936203769	0.0405330809873038	3.94290671082722e-05	1.97145335541361e-05	0.0711300370633231	0.00831953315984544	0.0561272770286255	0.000433719738190994	1.97145335541361e-05	0.000552006939515811	0	0.0413413768630234	0.000630865073732355	3.94290671082722e-05	0.00254317482848356	1.97145335541361e-05	0.000295718003312042	0.00372604684173172	3.94290671082722e-05	5.91436006624083e-05	0.00136030281523539	0.0231448623925558	0.000552006939515811	0	0.00400205031148963	0.000197145335541361	0.000571721473069947	0.000256288936203769	0.0028388928317956	0.0121047236022396	0.00246431669426701	0.00260231842914597	0.00157716268433089	0.00181373708698052	0.00171516441920984	5.91436006624083e-05	0.00402176484504377	0.00910811450201088	0.0160870593801751	0.000985726677706806	0.0529532371264096	0.000138001734878953	0.0026220329627001	0.0171713587256525	0	0.00932497437110638	0.000256288936203769	0.00715637568015141	0	0.000315432536866178	0.00157716268433089	0.000473148805299267	0.000315432536866178	0.00414005204636858	0.00147859001656021	0.000118287201324817	0.000749152275057172	0.000394290671082722	0.000492863338853403	0.00926583077044397	0.00112372841258576	0.00327261256998659	0.00583550193202429	0.00138001734878953	0	0.000177430801987225	0	0.000591436006624083	0	0.0212325526378046	0.000591436006624083	1.97145335541361e-05	0	0.0732000630865074	0.00335147070420314	0.000138001734878953	0.00384433404305654	0.074442078700418	0.00266146202980837	0.000788581342165444	0.017526220329627	0.0283494992508477	1.97145335541361e-05	0	0.017821938332939	1.97145335541361e-05	1.97145335541361e-05	0.00455405725100544	0	7.88581342165444e-05	0.000177430801987225	0.017388218594748	1.97145335541361e-05	0.000690008674394764	9.85726677706806e-05	0.000197145335541361	0.00654522513997319	0.00975869410929737	0.00733380648213863	3.94290671082722e-05	0.00987698131062219	0	0.00155744815077675	1.97145335541361e-05	0.00439634098257235	0	0	0.000276003469757906	0.0130904502799464	0.00548064032804984	0.000374576137528586	0.0066043687406356	0.000473148805299267
T.CS.091	0.00715541244730661	0.0106242319598052	0.000591099289125329	7.77762222533327e-05	3.11104889013331e-05	0.00549100129108529	0.00329771182354131	0.039183660771229	0.00748207258077061	0.00129108528940532	0	0.00793317466983994	0	0.00152441395616532	0.000637765022477328	0.00111997760044799	0.0117597648047039	0.00384214537931464	0	0.00331326706799197	0	1.55552444506665e-05	0.0136263941387839	0.00104220137819466	0	0.199262681413038	0.0345015321915784	0.000606654533575995	0	0.000762206978082661	0.000217773422309332	0.0087887131146266	0.00681319706939195	0.000606654533575995	0.000279994400111998	0.00253550484545865	0	1.55552444506665e-05	0.00237995240095198	0	3.11104889013331e-05	0.00104220137819466	0.0123819745827306	0.00110442235599732	0	0.00166441115622132	0.000186662933407998	0.000591099289125329	7.77762222533327e-05	0	0.000886648933687993	0.00811983760324794	0.0225706596979172	0.00321993560128797	0.000699986000279994	0.00122886431160266	0.00265994680106398	0.000186662933407998	0.000295549644562664	0.0167685535178185	0.000264439155661331	0.00609765582466128	0.000326660133463997	0.00035777062236533	0.0191796164076718	0.00124441955605332	0.0200973758302612	3.11104889013331e-05	0.0079487299142906	0	0.000108886711154666	0.00085553844478666	0.000575544044674662	0	0.00519545164652262	0.000124441955605332	0.000388881111266664	9.33314667039992e-05	0.000248883911210665	0.000139997200055999	0.0321060245461757	0.000155552444506665	0.00440213417953863	0.00242661813430398	0.000311104889013331	0.000435546844618663	0.00796428515874127	0	0.0497145612643303	0.00124441955605332	0.0239550764540265	0.000202218177858665	1.55552444506665e-05	0	0.0606343428686982	0.0116975438269012	0.000311104889013331	0.000777762222533327	0.0762829187860687	0.00359326146810397	0.000933314667039993	0.0101420193818346	0.0208440275638932	9.33314667039992e-05	0	0.0271283463219625	0	0.0100331326706799	0.0355126230808717	3.11104889013331e-05	0.00527322786877596	7.77762222533327e-05	0.0164574486288052	0	0.000559988800223996	0	0	0.000139997200055999	0.000295549644562664	0	1.55552444506665e-05	0.00740429635851727	0	0.000466657333519996	0	0.000606654533575995	0.000233328666759998	3.11104889013331e-05	0.0359481699254904	0.00895982080358393	0.00416880551277863	0.00144663773391199	0.000559988800223996	0
T.CS.117	0.000167739500555637	0.000503218501666911	0.000146772062986182	0.0500912083534271	2.09674375694546e-05	0.000922567253056004	2.09674375694546e-05	0.0984840542637284	0.0167949174931332	0.000398381313819638	2.09674375694546e-05	0.00385800851277965	4.19348751389093e-05	0.00142578575472292	0.0165852431174386	0.000796762627639276	0.00614345920785021	4.19348751389093e-05	2.09674375694546e-05	0.0011112741911811	0	8.38697502778185e-05	0.0106304908477135	0	2.09674375694546e-05	0.217327490407397	0.0296479567232089	2.09674375694546e-05	0.000293544125972365	0	4.19348751389093e-05	0	0.000209674375694546	0.00031451156354182	2.09674375694546e-05	0.00400478057576584	2.09674375694546e-05	0.000482251064097457	0.00121611137902837	0	0.000985469565764368	0.00136288344201455	0.00530476170507202	0.000104837187847273	0	0.00138385087958401	0.000104837187847273	0.000293544125972365	0.000146772062986182	0	0.000251609250833456	0.00285157150944583	0.00599668714486403	0.00169836244312583	0.000125804625416728	0.00104837187847273	0	4.19348751389093e-05	0.000461283626528002	0.0205480888180655	0	0.0430671167676598	0.000188706938125092	0.00121611137902837	0.0276979850292496	0	0.0227077348877194	0	0.00524185939236366	2.09674375694546e-05	4.19348751389093e-05	0.00385800851277965	0.000377413876250183	0	0.00396284570062693	0.000670958002222548	0.000104837187847273	2.09674375694546e-05	6.29023127083639e-05	2.09674375694546e-05	0.00844987734049022	0.000230641813264001	0.000503218501666911	0.00199190656909819	8.38697502778185e-05	2.09674375694546e-05	0.000943534690625459	0	0.00371123644979347	0.000482251064097457	0.00509508732937748	0.000251609250833456	0	0	0.108590359172206	0.0114691883504917	2.09674375694546e-05	4.19348751389093e-05	0.0676619210366301	0.00115320906632001	0.000880632377917095	0.00348059463652947	0.0165433082422997	0	0	0.00855471452833749	0	0.000503218501666911	0.000335479001111274	0	0.0206529260059128	0.000146772062986182	0.0892583817331684	4.19348751389093e-05	2.09674375694546e-05	4.19348751389093e-05	0	0.000629023127083639	4.19348751389093e-05	2.09674375694546e-05	0.000104837187847273	0.00239028788291783	0	0.014572369110771	0	0.000293544125972365	0	6.29023127083639e-05	8.38697502778185e-05	0.00167739500555637	0.00689828696035058	0.000167739500555637	0	0
T.CS.134	0.00177835394229491	3.32402606036431e-05	0.000116340912112751	0.00927403270841643	0.000764525993883792	0.000797766254487435	0.000448743518149182	0.0155232017019013	0.00199441563621859	0.000265922084829145	0	0	1.66201303018216e-05	0.00021606169392368	0	0.00447081505119	0.0114845100385587	0	6.64805212072863e-05	0.00405531179364446	0.00021606169392368	0.00132961042414573	0.00624916899348491	0	0.000947347427203829	0.28503523467624	0.0548464299960112	0	0.00239329876346231	0	0.00224371759074591	0	0.0839150378938971	6.64805212072863e-05	0.000116340912112751	0.00177835394229491	8.31006515091078e-05	0.000465363648451004	0.012298896423348	0.000149581172716394	0.000199441563621859	0.00540154234809201	0.014808536098923	0.000648185081771041	0	0.00118002925142933	4.98603909054647e-05	0.000332402606036431	0.000149581172716394	0	0.000731285733280149	0.00402207153304082	0.0020775162877277	0.00337388645126978	0.000814386384789257	0.000481983778752825	0	4.98603909054647e-05	0.00104706820901476	0.0174511368169126	9.97207818109294e-05	0.0338884456854142	0.000299162345432788	0.000398883127243718	0.0196782342773567	0	0.0221213934317245	3.32402606036431e-05	0.00899149049328547	0	0.000199441563621859	0.0010803084696184	0.000182821433320037	0.000116340912112751	0.00676439303284138	0.0019279351150113	0.000382262996941896	0	0	0	0.0367803483579311	0.000880866905996543	0.00259274032708416	0.0087089482781545	0.00053184416965829	1.66201303018216e-05	0.000265922084829145	0	0.000897487036298365	1.66201303018216e-05	0.00877542879936179	8.31006515091078e-05	1.66201303018216e-05	0	0.0550791118202367	0.00390573062092807	0.000448743518149182	0.000116340912112751	0.0239828480255285	0.00659819172982316	0.0020775162877277	0.00144595133625848	0.0100385587023002	3.32402606036431e-05	0	0.00629902938439037	0.000116340912112751	9.97207818109294e-05	0.0491291051721846	0	0	0	8.31006515091078e-05	0.00540154234809201	0.00197779550591677	0.000265922084829145	1.66201303018216e-05	0.0057007046935248	0.00294176306342242	0	0.000182821433320037	0.00244315915436777	4.98603909054647e-05	0.0139941497141338	0.00262598058768781	0.000581704560563755	0.000249301954527324	1.66201303018216e-05	0.0752227097460444	0.00307472410583699	0.00601648716925941	0.00204427602712405	0	0
T.CS.119	0.0103812759531899	0.00713476783691959	3.77500943752359e-05	0.000113250283125708	0	0.00166100415251038	0.00207625519063798	0.0639109097772744	0.00838052095130238	0.00366175915439789	0	0.00324650811627029	0	0	0.00558701396753492	3.77500943752359e-05	0.00921102302755757	0	0.000604001510003775	0.000566251415628539	0.000377500943752359	0.000792751981879955	0.00687051717629294	0	0	0.0138165345413364	3.77500943752359e-05	0.00486976217440544	0.00252925632314081	3.77500943752359e-05	0.00184975462438656	3.77500943752359e-05	0.000113250283125708	0.00249150622876557	0.000113250283125708	0.00377500943752359	0	0.00109475273688184	0.00230275575688939	7.55001887504719e-05	3.77500943752359e-05	0.00879577198942997	0.0506228765571914	0.00139675349188373	0	0.010079275198188	0.000377500943752359	0.000377500943752359	0.000755001887504719	0	0.00705926764816912	0.00105700264250661	0.0975839939599849	0.00736126840317101	0.000453001132502831	0.00184975462438656	0	0.003359758399396	0.0210645526613817	0.0246885617214043	0.000528501321253303	0.0184597961494904	3.77500943752359e-05	0.00256700641751604	0.0186485466213666	0.0261985654964137	0.0118535296338241	7.55001887504719e-05	0.00252925632314081	0	3.77500943752359e-05	0.0024160060400151	0.000302000755001888	0.000264250660626652	0.00411476028690072	0.000528501321253303	0.000566251415628539	0.00101925254813137	0.00109475273688184	0.00381275953189883	0.00860702151755379	0.000528501321253303	0.00917327293318233	0.0326160815402039	0.000943752359380898	0	0.00120800302000755	0	0.0397130992827482	0.000566251415628539	0.0717629294073235	0.00113250283125708	0	0	0.0556058890147225	0.00977727444318611	0.0028312570781427	0.00490751226878067	0.0414118535296338	0.0189127972819932	0.00124575311438279	0.0044167610419026	0.000830502076255191	0.000377500943752359	0	0.0216685541713854	0	0.000755001887504719	0.00943752359380898	3.77500943752359e-05	0	0.000151000377500944	0.0325028312570781	0	0	0.000377500943752359	0.000528501321253303	0.0145715364288411	0.00162325405813515	0.000604001510003775	0.000377500943752359	0.00377500943752359	0.000339750849377123	7.55001887504719e-05	0.000490751226878067	0.00173650434126085	0.00158550396375991	0.0242733106832767	0.0309550773876935	0.000226500566251416	0.00490751226878067	0	0.0115892789731974	0.000604001510003775
T.CS.108	0.0127886067755161	0.0261813996979069	2.87707688987988e-05	0.000100697691145796	2.87707688987988e-05	0.0024886715097461	0.00109328921815436	0.0299503704236496	0.00535136301517658	0.00874631374523484	0	0.0049917284039416	0	0.00158239228943394	0.00461770840825721	0.00300654534992448	0.00263252535424009	0.0155362152053514	1.43853844493994e-05	0.00112205998705315	5.75415377975976e-05	0	0.0148888729051284	0.00169747536502913	0	0.105013306480616	0.0134503344601884	0.00327986765446307	2.87707688987988e-05	0.000100697691145796	0.000100697691145796	0.00562468531971517	0.0470545925339855	0.000172624613392793	0.00123714306264835	0.00309285765662087	2.87707688987988e-05	5.75415377975976e-05	0.00129468460044595	0	2.87707688987988e-05	0.000345249226785586	0.0280802704452276	0.00120837229374955	0	0.00566784147306337	2.87707688987988e-05	0.000661727684672373	0.000172624613392793	0.000316478457886787	0.00368265841904625	0.00178378767172553	0.0105588721858592	0.00128029921599655	0.000517873840178379	0.00313601380996907	0.00172624613392793	0.0024167445874991	0.00456016687045961	0.0127022944688197	0.000201395382291592	0.0223405020499173	0.000201395382291592	0.000920664604761562	0.0155649859742502	0	0.0156800690498454	2.87707688987988e-05	0.0071926922246997	1.43853844493994e-05	0.000172624613392793	0.00151046536718694	0.000316478457886787	0	0.00290584765877868	0.000647342300222974	0.000201395382291592	0.000230166151190391	2.87707688987988e-05	2.87707688987988e-05	0.00571099762641157	0.000172624613392793	0.0024311299719485	0.0130043875422571	0.000819966913615766	4.31561533481982e-05	0.00514996763288499	0	0.0130763144645041	0.000992591527008559	0.0345249226785586	0.000172624613392793	0.000158239228943394	0	0.0526792778537006	0.00191325613177012	0.000172624613392793	0.000604186146874775	0.0433863194993886	0.0048334891749982	0.00135222613824354	0.00874631374523484	0.0097101345033446	2.87707688987988e-05	0	0.0112781414083291	0	0.00138099690714234	0.0239660504926994	1.43853844493994e-05	0.00602747608429835	5.75415377975976e-05	0.0246133927929224	0	0.000517873840178379	2.87707688987988e-05	1.43853844493994e-05	0.00815651298280947	0.000273322304538589	0.00411421995252823	0.000158239228943394	0.0196504351578796	0	0.000891893835862763	2.87707688987988e-05	0.00153923613608574	0.00105013306480616	0.0115658490973171	0.0339495073005826	7.1926922246997e-05	0.000302093073437388	0.00140976767604114	0.000374019995684385	7.1926922246997e-05
