L.035.M1	CS.296	CS.035	L.022.M1	CS.354	CS.105	CS.243	CS.039	CS.244	CS.038	L.006.M1	L.011.M1	CS.257	CS.094	L.012.M1	CS.154	CS.171	CS.377	CS.334	CS.122	CS.153	CS.072	CS.248	CS.367	CS.305	CS.368	CS.067	CS.062	CS.360	CS.269	CS.136	CS.302	CS.125	CS.126	CS.378	CS.041	CS.203	CS.375	CS.236	CS.128	CS.292	CS.205	CS.376	CS.374	CS.232	CS.147	CS.256	CS.183	CS.254	CS.177	CS.386	CS.369	CS.372	CS.385	CS.359	CS.178	CS.268	CS.349	CS.389	CS.214	T.CS.024	T.CS.035	T.CS.076	T.CS.082	T.CS.007	T.CS.029	T.CS.012	T.CS.072	T.CS.028	T.CS.040	T.CS.042	T.CS.001	T.CS.058	T.CS.062	T.CS.089	T.CS.111	T.CS.115	T.CS.102	T.CS.121	T.CS.106	T.CS.139	T.CS.144	T.CS.120	T.CS.105	T.CS.116	T.CS.167	T.CS.092	T.CS.178	T.CS.117	T.CS.122	CS.246	CS.006	CS.241	CS.103	CS.237	CS.015	CS.110	L.034.M1	CS.088	CS.082	CS.238	L.024.M1	CS.242	CS.085	CS.087	CS.207	CS.165	CS.233	CS.346	CS.164	CS.189	CS.187	CS.308.0	CS.304	CS.330	CS.347.0	CS.228	CS.234	CS.336	CS.311	CS.321	CS.339	CS.163	CS.361	CS.080	CS.158	CS.322	CS.343	CS.318	CS.202	CS.112	CS.320	CS.194	CS.152	CS.331	CS.270	CS.326	CS.145	CS.393	CS.262	CS.255	CS.253	CS.390	CS.370	T.CS.055	T.CS.036	TFS.025	T.CS.064	T.CS.031	TFS.020	T.CS.043	T.CS.061	T.CS.026	TFS.022	T.CS.008	T.CS.066	T.CS.045	T.CS.049	TFS.021	T.CS.157	T.CS.095	T.CS.166	T.CS.141	T.CS.152	T.CS.142	T.CS.109	T.CS.158	T.CS.151
CS.305	0.568601809144	0.439363705799	0.563980197238	0.532793650509	0.625942515871	0.476665023634	0.568317723306	0.623989030104	0.671627284253	0.619556093258	0.516455068373	0.515392412661	0.603991429643	0.642503852177	0.554041102271	0.779586086641	0.597087608872	0.623436073603	0.684323691577	0.553653399406	0.564756984405	0.48054048794	0.59794419374	0.749977774299	0	0.471026432285	0.754955774019	0.512347831929	0.609152657038	0.750097913173	0.621967572881	0.714047930206	0.61085409469	0.484046455758	0.691659127691	0.65929865178	0.493958964763	0.589653912558	0.687164145162	0.5452060418	0.601192212776	0.677659284649	0.629182244018	0.654784088672	0.537071418819	0.64513081315	0.637952448526	0.715235431879	0.593234378539	0.653465696795	0.695656634452	0.736295197185	0.604756629959	0.605408098754	0.722003748653	0.563968243403	0.652726346407	0.586930807211	0.623031985432	0.612086546599	0.523712654551	0.529434746435	0.5510232508	0.5153547936	0.630295724017	0.597724806138	0.667781593265	0.505824857755	0.519971065244	0.493895707253	0.413712970316	0.712980787795	0.524807774854	0.484692591334	0.516000666521	0.496485287875	0.472103739803	0.541568111323	0.481581704541	0.489015108402	0.44079601717	0.501985033617	0.483966393834	0.572871150405	0.590268295575	0.492635262051	0.507564810304	0.473629946677	0.498404164556	0.433755025851	0.463288164931	0.55278936455	0.532632382494	0.592313938027	0.667221769229	0.602739432874	0.659536964163	0.589623845025	0.654495733089	0.521397139751	0.573019617865	0.57240088373	0.467701538591	0.549337822666	0.612815559534	0.682463938256	0.678190702412	0.617074438633	0.743896657163	0.75578080253	0.638175018462	0.590759810422	0.696113973348	0.684844962716	0.621778584928	0.699491366421	0.624483040651	0.679008194922	0.575376922032	0.59011861661	0.467699313569	0.60271552264	0.6412722074	0.643006246321	0.582633528639	0.649212925774	0.670701123776	0.628672289376	0.613467991425	0.651519562947	0.650250754849	0.577206620204	0.733600162496	0.477222490084	0.542788185561	0.632932891728	0.599771172764	0.516254927699	0.654218593171	0.672904184499	0.57737484348	0.739927878295	0.621016378511	0.615162995333	0.541059070671	0.560799720068	0.544556957309	0.518635330352	0.540762654761	0.446789513548	0.519243004668	0.53141753344	0.722138865284	0.45068591652	0.562391788077	0.522694704926	0.548426340067	0.638718162019	0.585822953364	0.561031397217	0.517633293841	0.457728563656	0.558196263586	0.505922840676	0.549976085685	0.484740034562	0.437930992679	0.489413729431
CS.368	0.538660213297	0.49708677802	0.561687620222	0.570075595686	0.622819906986	0.514825318387	0.542476105507	0.605014378352	0.681302218685	0.628081283172	0.551218163279	0.528510874304	0.608359161843	0.640955082477	0.558689561771	0.748364106141	0.573022847873	0.557396034777	0.639676624123	0.557783015255	0.522832936635	0.476046393761	0.55433138401	0.706619998756	0.471026432285	0	0.714652420379	0.531597287491	0.573388792804	0.713584987088	0.567508348479	0.663898256216	0.555428376657	0.456080181187	0.654247454916	0.61565896097	0.499834060479	0.561426163899	0.670346489677	0.504406167461	0.540325675014	0.630883343448	0.58885591084	0.612802658696	0.507094972997	0.58128051573	0.578731536971	0.669157622405	0.543293703497	0.616154572587	0.668562559243	0.670767021802	0.549134223171	0.554193553337	0.666457824864	0.489295832455	0.619913057784	0.552432197774	0.554374028647	0.559879665555	0.506533225578	0.501535290174	0.53234551848	0.520850011818	0.602801953914	0.562006503482	0.641410460704	0.515056661308	0.502197020457	0.507459929195	0.475851403938	0.668219011101	0.512531907915	0.499247624507	0.532272865501	0.530240873502	0.502081659503	0.559189040104	0.502402476452	0.537327210504	0.510273350638	0.525874169139	0.512854037848	0.614274164606	0.5602984663	0.518081653713	0.559551878328	0.504086772585	0.521259493714	0.478828155716	0.480808560855	0.519707823909	0.531859557867	0.548859627634	0.598876404741	0.619071030659	0.603674651876	0.588535000399	0.663732468946	0.510082512502	0.550592714275	0.573583647168	0.499432098016	0.549578049288	0.594617347201	0.646937224634	0.649312315142	0.596281120078	0.71117035601	0.731124000589	0.621924065106	0.53912482463	0.63825130657	0.658680333624	0.575604731478	0.649670176729	0.597633820004	0.61606873551	0.533196943902	0.572505341044	0.512574055885	0.602707555982	0.607363085695	0.597632914428	0.579927521911	0.623907197638	0.614598762436	0.592551382175	0.565480379192	0.621923582099	0.608064391565	0.518573973507	0.693800959597	0.451402629397	0.501021144463	0.573853664857	0.553986972148	0.468741129765	0.610416150786	0.624282434433	0.545139213656	0.709347490272	0.583429958278	0.565457444219	0.541798538142	0.569705882123	0.533204568997	0.515755820542	0.557065811638	0.511441226315	0.521060631861	0.537479125031	0.688468502918	0.498429437505	0.562842625144	0.512855463682	0.556303520058	0.61801736404	0.579636215035	0.564766121282	0.548502758167	0.460144680248	0.602790817556	0.497482090336	0.577460952528	0.487643458215	0.469490013748	0.54517377962
CS.067	0.668959117696	0.759424359694	0.721897786187	0.766977349485	0.684283581475	0.724137307621	0.706765067235	0.680992736035	0.720701626366	0.685931146157	0.730188842003	0.731008213688	0.699455891726	0.725070848211	0.744170651088	0.552121370588	0.683139711899	0.658238143002	0.622083590566	0.722730284359	0.67623572972	0.721461671678	0.658779239882	0.584081678567	0.754955774019	0.714652420379	0	0.690487377784	0.670926939482	0.642373752625	0.632463205683	0.615875228499	0.644701193798	0.707439444621	0.622354597008	0.639322963286	0.738469689781	0.655125830897	0.667518452703	0.70889526474	0.643106560693	0.634210577967	0.607069968438	0.624534285062	0.698600933711	0.624313380286	0.610475830094	0.593443646471	0.65431327858	0.615428888485	0.603713282266	0.617323555826	0.65944475913	0.689456828548	0.634018390519	0.693261043798	0.671806029173	0.683442809818	0.624636763014	0.646617396533	0.704374274936	0.726261662509	0.713879553461	0.745404705107	0.658176196687	0.669702843123	0.635291886237	0.746828960586	0.710009444836	0.725823674554	0.773936713993	0.595973196865	0.716023473736	0.74854739711	0.724106432218	0.746325916514	0.769130421309	0.774712870067	0.747609982899	0.805681868562	0.786052681868	0.763822727756	0.727517390265	0.755176084255	0.692971664025	0.760369215681	0.775371603411	0.757955633416	0.750819002563	0.74916822617	0.725671952499	0.707935499757	0.744312525361	0.688923852795	0.598376924601	0.733847937422	0.621754703199	0.703993671767	0.692317315615	0.728876563601	0.683072495046	0.755225797078	0.740297754853	0.706234502221	0.680994901084	0.606274929101	0.614187091279	0.694096370881	0.577799259914	0.640149911156	0.652277057559	0.655039762752	0.58692209952	0.6594051223	0.631663209814	0.612282112047	0.619316844597	0.614832943322	0.680287283064	0.673347982247	0.749848984133	0.659899702087	0.631188251884	0.639637630537	0.647311023272	0.603169095859	0.610352663393	0.638956329187	0.631798898843	0.662891375692	0.599662184083	0.656756290142	0.603317825955	0.734311001784	0.691967859966	0.639348135413	0.649508727202	0.712082033043	0.68837070744	0.60788919154	0.67781633395	0.595896771326	0.66089407335	0.652719563008	0.729614612141	0.729931947476	0.691900062277	0.737101811957	0.712209684203	0.770376463778	0.732141569835	0.708924158846	0.604338006848	0.770399222567	0.697084746073	0.766596958627	0.720626415161	0.640877111815	0.690548838921	0.72266250215	0.783764398844	0.732266359404	0.731129432583	0.727998648088	0.734363605959	0.779630388718	0.762277592801	0.759123037349
CS.062	0.602429546309	0.508578702078	0.494997005219	0.569909327788	0.571364179011	0.497645121829	0.546357175593	0.561135338423	0.638225973912	0.5512601732	0.557352970268	0.523784084735	0.57035699212	0.61178389742	0.563253360962	0.739759288738	0.542205604994	0.634529429836	0.679849308865	0.497467838272	0.530182313921	0.488731240423	0.576973613187	0.708383350897	0.512347831929	0.531597287491	0.690487377784	0	0.61012226512	0.734366558882	0.566726926467	0.692212550996	0.641389374022	0.530055444907	0.64759393356	0.59361934676	0.524055704088	0.569549327066	0.656597451848	0.560011043077	0.56320031161	0.674619543727	0.64248030119	0.638269118635	0.523233930186	0.639085703807	0.64848894477	0.705359273349	0.640240365028	0.663936594655	0.686182890782	0.692343642179	0.618359969605	0.632025577293	0.702210405555	0.593036059107	0.642461206201	0.624451038198	0.626267889289	0.58796740263	0.551517734388	0.539037055473	0.599939748532	0.527754560664	0.632865365273	0.580989321598	0.631521310146	0.546201090253	0.553993565776	0.494936179347	0.52265649406	0.686383166312	0.548996825746	0.523405478105	0.576291156371	0.537160407737	0.560007424008	0.565976023971	0.558448984688	0.552827661585	0.546871166496	0.551684119606	0.54852012826	0.60468156604	0.557713402091	0.525596948378	0.597008720784	0.540014867303	0.528498447055	0.522666627709	0.506366448104	0.489599683639	0.514733141087	0.522760147988	0.598040276041	0.546854764438	0.605176310926	0.579681422443	0.612381560736	0.505953229474	0.544798690713	0.573536061298	0.506351541781	0.52969746212	0.549133839418	0.644883912157	0.631403760758	0.542116103638	0.70120400136	0.689732468498	0.613742343717	0.61176560541	0.625208093169	0.628942350923	0.631063753742	0.624121996481	0.556223112004	0.63436048137	0.555597146589	0.529467060615	0.521163923043	0.600214335854	0.577636808449	0.61674861498	0.544139602556	0.58340842899	0.664662538512	0.646693669821	0.639243389123	0.594075318185	0.582762710272	0.601245623191	0.7306264774	0.517262712279	0.566820078822	0.62938529363	0.603879240226	0.567898368681	0.639809843782	0.62489207099	0.59415771082	0.705865108601	0.623326935001	0.647285936091	0.558893839483	0.561042664644	0.562487469046	0.53359070331	0.538263267517	0.532026798217	0.548557470696	0.578069862886	0.694373776586	0.542805352968	0.611707404893	0.54831894542	0.564288732592	0.649309871713	0.570971877277	0.534330105207	0.557498641003	0.536124694647	0.569584933637	0.529172579038	0.589701858666	0.533491729129	0.523601548891	0.542260335951
CS.360	0.567608971931	0.626393525877	0.632098956719	0.670208080899	0.654289721622	0.589880790529	0.615104671089	0.616047791972	0.716165194352	0.643901864536	0.616621392052	0.604762932495	0.651974093389	0.663923999647	0.623080333362	0.701336304575	0.640390303177	0.542438455516	0.509433917212	0.660844562453	0.605541611897	0.604376440739	0.540519879549	0.629891600336	0.609152657038	0.573388792804	0.670926939482	0.61012226512	0	0.672197705438	0.557759282211	0.600900618827	0.547412861647	0.559258595565	0.6388909487	0.606775416596	0.594103378007	0.585257269777	0.623484458986	0.529616588614	0.558480193285	0.56303770169	0.50819209394	0.546512794697	0.586812505074	0.527359504037	0.52696146144	0.596490216805	0.542779621121	0.596284053935	0.644661967258	0.613781221869	0.534105586086	0.544066405327	0.658097375399	0.602265199661	0.598313401456	0.515606917933	0.556622646912	0.613793630526	0.544617400752	0.57958876866	0.536329146757	0.626354378346	0.566490841544	0.583706319935	0.669468457371	0.594721976222	0.544255617634	0.625677710191	0.612504754811	0.584186083298	0.584639060775	0.587786064213	0.534531040401	0.611908808617	0.658262324871	0.673438799949	0.595546873864	0.664236155226	0.650438500991	0.619273373096	0.597493865998	0.685521056769	0.64229003313	0.630074981736	0.670534035988	0.634009676584	0.626960624384	0.606367682044	0.602270877407	0.624524653106	0.645552224484	0.611894823697	0.59630131139	0.695843101935	0.592961767324	0.606110595199	0.677130257884	0.634026866817	0.625249561648	0.684322541502	0.613194079795	0.611695791436	0.650209923431	0.634964887392	0.645469858243	0.665885333592	0.672759631197	0.703976908458	0.616064874443	0.523189667668	0.622602742626	0.66807405626	0.560979619115	0.619288599475	0.593006312255	0.651217321329	0.546504684073	0.604997364309	0.596747814439	0.608120315388	0.608711504116	0.60617757651	0.598002303222	0.599808629432	0.53373113513	0.573060353275	0.464486620745	0.653196010556	0.573572167972	0.500400695577	0.627864722259	0.582856587594	0.535215621065	0.566625638002	0.566122498485	0.548318028873	0.612016196268	0.551791702988	0.52040139545	0.642222172921	0.569163751206	0.503356439585	0.606478700008	0.616351955606	0.581334681934	0.587027063267	0.609940115572	0.625405467647	0.609552351686	0.571475987467	0.630628733016	0.625409995855	0.571870553168	0.659675576575	0.588776717635	0.540233111119	0.605784134259	0.65642521304	0.655919408298	0.617316057448	0.669755647762	0.602965754064	0.658222489477	0.641120432113	0.624961346881	0.613791050993
CS.269	0.648575603272	0.742334006052	0.732577645216	0.780446714599	0.706683938465	0.738669579257	0.738286013234	0.71852832738	0.766752195111	0.716077794656	0.745966886245	0.729333129585	0.725135586439	0.686233842672	0.75073973746	0.601567087355	0.724949150525	0.657296105314	0.664894575237	0.737012879915	0.693399134062	0.742654456159	0.679728187875	0.579111185168	0.750097913173	0.713584987088	0.642373752625	0.734366558882	0.672197705438	0	0.658735904936	0.587816531173	0.60410482251	0.715399399155	0.65631475406	0.689238234938	0.736454261191	0.65451757326	0.693219329883	0.710384861249	0.708533226248	0.629018819967	0.603778080035	0.655188426592	0.729749342173	0.616177287768	0.697999159199	0.663501575152	0.671569565075	0.64797776865	0.649215568507	0.648958537141	0.67892989635	0.673058473595	0.578748695546	0.71891049932	0.700356821669	0.686509359433	0.594678225324	0.648101133099	0.7139555916	0.72154909229	0.719306171611	0.73057284718	0.638894464371	0.697108795992	0.686364419049	0.723971704103	0.714702925532	0.738876234187	0.754842217197	0.646230851364	0.739091692445	0.745630019632	0.699804983297	0.745309961515	0.770912934175	0.780147079565	0.739934495299	0.807118250748	0.781613343191	0.777240231495	0.738480922618	0.770859064222	0.691961506393	0.761846649939	0.78044996735	0.756205975033	0.751259822477	0.740614983074	0.73815557695	0.70039498185	0.779135819225	0.731171151773	0.667533213688	0.751805226104	0.695766148092	0.717922997865	0.678470785643	0.745623266582	0.729487534763	0.737243729586	0.745673651724	0.729666873827	0.676667226172	0.602589052632	0.654143263163	0.725954333738	0.573575339986	0.672790982319	0.6590248787	0.642225569469	0.605490259066	0.668772654757	0.640918613921	0.668148684694	0.690612145407	0.606925123811	0.676244254709	0.701661794479	0.721202830282	0.624515500655	0.630293654275	0.647618477034	0.67023135376	0.659227604107	0.643095732971	0.603287334209	0.630299401115	0.673101476176	0.66772277381	0.68540062006	0.678041686071	0.741267722784	0.723130375955	0.686076737792	0.639264440974	0.716187644822	0.703220469701	0.649965237334	0.681025899207	0.624587140151	0.670843128835	0.678472549439	0.719827516184	0.73668130944	0.689920933261	0.748864926617	0.734882778615	0.765312052564	0.721187549506	0.685091507322	0.682624272824	0.772282711925	0.701784407692	0.75556906395	0.712739363184	0.644534754849	0.723364760494	0.730601777521	0.79665228326	0.738767736462	0.749730646091	0.715986500544	0.730659372375	0.781213361145	0.763638643967	0.764507488876
CS.136	0.600963934988	0.63308309065	0.548350623564	0.648641747406	0.628486586621	0.575927281996	0.623401262137	0.580193697938	0.663828655128	0.635921181515	0.644963014206	0.603243593865	0.609989367879	0.65153170828	0.647370139801	0.656996091765	0.572968416316	0.548000518817	0.574559366502	0.598381072372	0.476951211098	0.582603557139	0.52914599501	0.636082409248	0.621967572881	0.567508348479	0.632463205683	0.566726926467	0.557759282211	0.658735904936	0	0.630298473582	0.560640953503	0.57262501379	0.626516132753	0.521955719768	0.625762623595	0.565400595896	0.58708327939	0.557311963128	0.501729828511	0.610503083907	0.555571850293	0.573437206374	0.507194667933	0.563600094838	0.572940959002	0.612961871298	0.569933587274	0.623138958101	0.6600464945	0.59681921216	0.570089403649	0.535536646105	0.655794664639	0.597028158913	0.569108695332	0.564050367011	0.560250558267	0.567382175378	0.570813734377	0.60171603746	0.601736196714	0.628273254209	0.591470564422	0.542855702577	0.662331195151	0.598659622147	0.610943925327	0.614236621254	0.633395322809	0.616222957785	0.614022180408	0.619266868737	0.602667526511	0.644182305908	0.661220302627	0.687600231817	0.643284461164	0.693539854488	0.676623600406	0.653691197402	0.623538981036	0.653920477836	0.587222730322	0.644823935396	0.666459007703	0.633643525253	0.628012553482	0.613927526377	0.600626040197	0.570763700771	0.657476488346	0.567237858169	0.521341002975	0.662766056719	0.552692623271	0.617508006549	0.653466017512	0.554307492627	0.596155055685	0.666964326214	0.607632868862	0.548744127779	0.59537892913	0.594199930161	0.599637891165	0.580926814717	0.624964287366	0.598369166904	0.588441415862	0.550077987223	0.551270382295	0.607258823807	0.571931759583	0.587618665632	0.53206855853	0.617634010591	0.55329261667	0.5679940898	0.622672532184	0.606997584566	0.491538272483	0.576694640801	0.5245003337	0.533538777731	0.579163358197	0.590549458364	0.538739572018	0.63522076944	0.479463896812	0.531461808393	0.651941644713	0.566950364357	0.549760057745	0.543567752205	0.566630269217	0.569221803178	0.589209244262	0.620695945012	0.566880008733	0.636080106271	0.567639609512	0.575824701674	0.60961338009	0.607232738005	0.597726893226	0.621150988828	0.615591315968	0.630634935643	0.617721549504	0.606699391963	0.662219063443	0.642960925131	0.638813943981	0.652144960285	0.617517460764	0.608459710618	0.628779967913	0.642505302596	0.665175484608	0.606519449858	0.679238434093	0.609474144617	0.668564657823	0.658514815083	0.634689913165	0.657972974293
CS.302	0.636383020495	0.736378614684	0.702336543017	0.760291198629	0.700476670249	0.697522992174	0.694500864304	0.685251946767	0.769219025338	0.699804608311	0.736731826899	0.706200452729	0.721614533808	0.699710243012	0.730883906043	0.612643334094	0.711390006576	0.626699854244	0.616859179813	0.729181581316	0.663142669351	0.694958558639	0.639173458588	0.578242179785	0.714047930206	0.663898256216	0.615875228499	0.692212550996	0.600900618827	0.587816531173	0.630298473582	0	0.56225060856	0.650770726708	0.63344394177	0.648992369575	0.717841518434	0.609879796036	0.69780087107	0.665886393882	0.653123102105	0.584706201822	0.582128866663	0.599297026999	0.691525692572	0.583494043193	0.633387847725	0.630080825607	0.619699189448	0.637443693282	0.642888753144	0.630097853748	0.620900344835	0.63721434104	0.590842142808	0.68409677339	0.686634643901	0.660601599926	0.558518834466	0.605600213306	0.654555841971	0.686076200877	0.655115798084	0.713332174795	0.566362290871	0.667890228752	0.648029625325	0.6955550661	0.664066016743	0.705433378242	0.736166223857	0.646495503928	0.721843982317	0.702262129495	0.681291394853	0.697852889165	0.74957764415	0.746190464362	0.704216333362	0.767242112869	0.75113024791	0.731344640055	0.691619604783	0.762101350742	0.708148820272	0.713482389961	0.740289956676	0.741037072461	0.713171796838	0.689968240506	0.69432900757	0.678270762194	0.747129954757	0.693951024126	0.613614255574	0.755930016965	0.638148875452	0.715150469358	0.704471703115	0.729666286707	0.70478737705	0.727419756573	0.697152709101	0.715327021046	0.666883248589	0.60666291383	0.590875180421	0.708209864065	0.639328026501	0.678924047862	0.60528818782	0.616617258273	0.604131784036	0.624410874703	0.595429101978	0.645162075028	0.668208205001	0.617147176725	0.633652053237	0.702368263986	0.704763016223	0.596329134478	0.627054541431	0.598815499028	0.650894127814	0.641738688481	0.626042393746	0.589905751887	0.582544067095	0.623571219617	0.62868295802	0.609845481331	0.608149620478	0.696092250407	0.666272941963	0.617984222298	0.624573274502	0.671897441319	0.683245408337	0.594616940778	0.648381073294	0.615200676259	0.635983287617	0.659840410044	0.707423099434	0.71609836957	0.611965814648	0.710780234667	0.69423634677	0.733435376521	0.681495417226	0.652813342283	0.574252020008	0.737674874869	0.629721980459	0.735669114305	0.66393059478	0.598800910907	0.692870740742	0.698235226129	0.758695164856	0.703121228516	0.724232510874	0.670474985291	0.70387647265	0.75862070849	0.715248805754	0.728269275205
CS.125	0.531452972867	0.649749492039	0.660620534074	0.690580701214	0.664188001184	0.636985678069	0.638273508263	0.664345325942	0.738808595499	0.664624441451	0.667537762002	0.608048133486	0.66597921277	0.648964509812	0.672771753537	0.667332717949	0.674187457836	0.517196139338	0.52113245619	0.683993451536	0.634809642003	0.636875069852	0.55708148634	0.573159301455	0.61085409469	0.555428376657	0.644701193798	0.641389374022	0.547412861647	0.60410482251	0.560640953503	0.56225060856	0	0.545790698674	0.614279151326	0.58001110795	0.619286834698	0.553239488034	0.647980104185	0.514613082084	0.57421712527	0.512243308606	0.481226515523	0.537983379342	0.619193726865	0.480804526923	0.501264324366	0.566036622524	0.482853098764	0.559106297063	0.582539859757	0.595887364137	0.49709921419	0.51995755405	0.545144058493	0.589095630821	0.586723976197	0.541710097131	0.469515069868	0.551430151619	0.595701004276	0.628657766127	0.599829552834	0.6416070012	0.539787562103	0.6091223119	0.637386611617	0.622608568276	0.568176419413	0.655152730492	0.629353965149	0.551322640328	0.605589397778	0.638175710635	0.595499023605	0.625547144325	0.672976243588	0.669286774112	0.623111795808	0.6786296667	0.683749613958	0.664194086682	0.607162624407	0.709860610274	0.650532420552	0.642796661662	0.681398165416	0.649913735953	0.62052846534	0.618633582687	0.595776240129	0.626284627999	0.686050848466	0.645579229177	0.590004212973	0.706726057736	0.605529145214	0.605611658364	0.686756594805	0.651133370675	0.647272918358	0.666811211022	0.620265452101	0.645624403038	0.637977589019	0.554671895459	0.586286357844	0.68103745541	0.613682072664	0.69827820425	0.578905720644	0.470528456343	0.604561607703	0.645224365713	0.491788355463	0.581992607958	0.638545288126	0.58666375872	0.550501029882	0.623979869504	0.626694323907	0.579454384232	0.592245890882	0.554211557342	0.59674567588	0.594521078065	0.514226924329	0.507250710087	0.484210757331	0.629955988092	0.589463221021	0.483239488178	0.5570387202	0.573301710483	0.551245534235	0.511365003599	0.479541553959	0.534400521629	0.607107783433	0.556041014662	0.530768442891	0.591854153281	0.528384055961	0.524145759981	0.622652508218	0.649350008573	0.561347149103	0.633147525914	0.630021379171	0.651239325303	0.644043084877	0.595647678093	0.590018516385	0.662031324512	0.590255116188	0.669888857093	0.639382617196	0.563548741085	0.652947276198	0.66437528335	0.696327388725	0.596173311138	0.662745226126	0.615399426534	0.651722558928	0.660105778302	0.623048811231	0.645534377275
CS.126	0.510404723745	0.51342417439	0.556682074529	0.587939422871	0.62123519222	0.490116273839	0.559629640345	0.615131780952	0.69899188571	0.604022038325	0.581686930655	0.552947392621	0.622596766941	0.624827092384	0.567923830373	0.726534240323	0.602581326655	0.573873582825	0.612669861115	0.593405623307	0.551327489386	0.476585201656	0.544022825912	0.67462350171	0.484046455758	0.456080181187	0.707439444621	0.530055444907	0.559258595565	0.715399399155	0.57262501379	0.650770726708	0.545790698674	0	0.662741357554	0.596199889422	0.494174155348	0.539055275194	0.695612850944	0.496087078046	0.55645259045	0.628550895092	0.553441590319	0.612111975816	0.518560978016	0.580386179182	0.56491629721	0.660727288477	0.53228749643	0.590256859298	0.66651615454	0.679279627982	0.538477690209	0.549090606434	0.667617626856	0.519239036614	0.623983178501	0.527383212978	0.543577613157	0.534347284908	0.472262712023	0.482726753938	0.520103627056	0.512526065609	0.575998154076	0.576611609415	0.60875231582	0.504001074381	0.483307131013	0.516274723156	0.501689806046	0.661083245947	0.528644794978	0.496097599132	0.523369487581	0.492796862201	0.532489329462	0.561076596796	0.524718421619	0.53562965925	0.540253854429	0.537143081562	0.501654370382	0.6349518106	0.587748137574	0.519999156312	0.581982770988	0.533502105925	0.516988089846	0.467074838112	0.51169015511	0.543559822921	0.559699088986	0.570833244366	0.615190787875	0.624035865601	0.607719398354	0.580134864072	0.676424227253	0.552050696708	0.575365034883	0.593563572355	0.480954954756	0.551469531556	0.594501792626	0.604324676052	0.621359793485	0.597237178565	0.716347257842	0.726782088089	0.59762934111	0.525908593652	0.646895017306	0.651568243604	0.542229347467	0.633177856427	0.615886697678	0.607973628814	0.497874053429	0.582822049463	0.505710698232	0.584557029029	0.609283521587	0.591385691215	0.564286565927	0.625857575505	0.60335952873	0.570490603616	0.560276583102	0.583140845341	0.613218184447	0.493218106219	0.671321621697	0.429396577442	0.499813478737	0.560792903505	0.538313315108	0.445022937173	0.596498929366	0.589224053919	0.515626644049	0.673851172643	0.556424365574	0.556825053337	0.551704065838	0.579540252095	0.491136714605	0.485245070097	0.524513726527	0.497566094858	0.500815008865	0.504417974845	0.650369835198	0.497998883193	0.502327013271	0.533472640129	0.528391171788	0.585985892422	0.538269243182	0.552943480427	0.570927809947	0.494565530605	0.580515290104	0.459577333462	0.563593872479	0.532452418289	0.483904215352	0.509144878701
CS.378	0.633154145091	0.697974136534	0.658141725416	0.713735304579	0.62513711069	0.685306476767	0.639396512931	0.626306254851	0.648783586055	0.649792805929	0.682550175276	0.663222928449	0.646542925896	0.69208915245	0.708666244291	0.645379495836	0.660843329627	0.652606864758	0.630443911774	0.639612181045	0.646147334843	0.699513410817	0.646479440523	0.611054121591	0.691659127691	0.654247454916	0.622354597008	0.64759393356	0.6388909487	0.65631475406	0.626516132753	0.63344394177	0.614279151326	0.662741357554	0	0.638220654991	0.6858486823	0.611350610664	0.656506725747	0.645114199821	0.629828534639	0.634356453207	0.604797653711	0.610232820205	0.649901265159	0.607048047375	0.624294471614	0.611905245732	0.638565050877	0.601026893063	0.615123864711	0.618795490006	0.642111696549	0.661734183527	0.608404301006	0.651433007911	0.640698413223	0.657767967742	0.604371564004	0.611210651875	0.676108339939	0.677147013543	0.680786245708	0.666599103996	0.65687793964	0.623545710761	0.652788804919	0.681825058803	0.680402735273	0.675596812502	0.691028944671	0.636205491658	0.655384108188	0.682039260286	0.683887536649	0.682295551307	0.717912670471	0.707918506617	0.708051393461	0.734700584967	0.733512472526	0.710659356592	0.685209834863	0.707344692574	0.625035049658	0.686827328364	0.723307360285	0.698268512055	0.679702165218	0.695609366934	0.662219992538	0.651962485447	0.705114222158	0.644850302759	0.60265345383	0.69912312318	0.635822751993	0.663078617522	0.659267759821	0.670803511121	0.670714537062	0.681847729119	0.667418755751	0.667474627777	0.64785790325	0.593823913224	0.635193456962	0.655686452975	0.641379649906	0.65795951347	0.634723962825	0.61826109278	0.619153679176	0.659978924838	0.619807361783	0.621471945307	0.622749439721	0.629097873444	0.643633602454	0.656535345822	0.643486654301	0.618560314429	0.589537489956	0.613331990916	0.61091863452	0.603111810097	0.622961469496	0.611660340002	0.616230008739	0.631785460831	0.583448174296	0.620949225525	0.656431325666	0.678896000163	0.650475135353	0.621300259198	0.609051332234	0.67103232461	0.643984076462	0.619752591543	0.628781090926	0.511180193812	0.636840500413	0.650667515088	0.694981154016	0.64504869069	0.667279417054	0.684054719092	0.655883364406	0.710897239102	0.683325401867	0.688061389291	0.660847537252	0.707741106323	0.673698410203	0.699367540171	0.675698106272	0.661108002457	0.674798769864	0.666034351298	0.725185964899	0.685539564965	0.675027226461	0.664948491803	0.694991866464	0.711517231602	0.695801311311	0.694781824144
