CS.011	L.011.M1	L.002.M1	CS.293	CS.295	CS.261	CS.094	CS.172	CS.098	CS.002	CS.037	L.033.M1	CS.243	CS.059	CS.007	CS.127	CS.154	CS.381	CS.056	CS.117	CS.305	CS.072	CS.334	CS.058	CS.368	CS.067	CS.122	CS.155	CS.118	CS.073	CS.213	CS.374	CS.236	CS.203	CS.375	CS.232	CS.128	CS.292	CS.380	CS.282	CS.205	CS.125	CS.041	CS.376	CS.126	CS.369	CS.254	CS.349	CS.178	CS.323	CS.385	CS.166	CS.182	CS.268	CS.386	CS.214	CS.348	CS.181	CS.147	CS.395	T.CS.076	T.CS.023	T.CS.052	TFS.024	T.CS.020	T.CS.028	T.CS.085	T.CS.048	T.CS.071	T.CS.057	T.CS.046	T.CS.014	T.CS.001	T.CS.072	T.CS.067	T.CS.159	T.CS.121	T.CS.118	T.CS.100	T.CS.120	T.CS.129	T.CS.126	T.CS.092	T.CS.123	T.CS.106	T.CS.177	T.CS.160	T.CS.104	T.CS.098	T.CS.153	CS.088	CS.237	CS.241	CS.103	CS.085	L.024.M1	CS.246	CS.356	CS.087	CS.242	CS.006	CS.238	CS.110	CS.082	L.034.M1	CS.044	CS.078	CS.347.0	CS.358	CS.311	CS.304	CS.228	CS.345.0	CS.338	CS.164	CS.187	CS.150	CS.165	CS.212	CS.188	CS.285	CS.202	CS.343	CS.339	CS.194	CS.321	CS.319	CS.080	CS.112	CS.163	CS.318	CS.322	CS.331	CS.361	CS.158	CS.393	CS.270	CS.390	CS.253	CS.262	CS.255	CS.370	CS.145	CS.326	T.CS.064	TFS.021	T.CS.008	TFS.027	T.CS.043	T.CS.061	T.CS.036	T.CS.026	T.CS.055	T.CS.066	TFS.022	T.CS.049	T.CS.031	TFS.020	T.CS.045	T.CS.095	T.CS.141	T.CS.151	T.CS.166	T.CS.152	T.CS.158	T.CS.109	T.CS.142	T.CS.157
CS.213	0.68709382968	0.652469410487	0.624279493696	0.682701162999	0.613811942625	0.686882116975	0.66750181967	0.643934073198	0.713373783195	0.623215631076	0.595857018938	0.65548503029	0.625447844485	0.665160990297	0.65136526046	0.589100319574	0.611641408678	0.625485616231	0.587483885863	0.639971243894	0.665664014253	0.663284330937	0.539145361491	0.592922348278	0.621978321547	0.586687560541	0.675795508177	0.605451448109	0.661415877829	0.64005038426	0	0.54124605561	0.623607453373	0.643820129374	0.578695061451	0.644660067352	0.571031985913	0.588926118401	0.657939848759	0.537330417283	0.543388014563	0.535376679329	0.619514429785	0.50392704903	0.616184067755	0.593378764052	0.556005613868	0.600366563216	0.630673489176	0.544239766909	0.571417392074	0.59473476237	0.570059882042	0.612882172906	0.584045002813	0.589934760754	0.628656606352	0.592779707635	0.5008025496	0.572443672045	0.629640257284	0.712919077383	0.611825743261	0.646420530945	0.731459696529	0.616249546609	0.647685487346	0.630423506996	0.66225225614	0.617625833848	0.570519117825	0.659537240926	0.574797401154	0.682077285344	0.655112409547	0.724276269319	0.673604232137	0.587729553913	0.705585116903	0.657911168688	0.683217542053	0.658681112187	0.708218005244	0.633301408894	0.734049210429	0.697668583372	0.707912675449	0.720192367389	0.703728759841	0.700474087845	0.688973041059	0.593134191004	0.685010158113	0.642051821393	0.678357937431	0.711266086961	0.64111058785	0.636442598537	0.667762103952	0.665674242475	0.661161928436	0.665224858994	0.600558335626	0.688490225891	0.625210290831	0.618974972936	0.657492497842	0.595639027667	0.552149620225	0.631326500182	0.662798358051	0.620544753831	0.610232319237	0.579686004606	0.679123283229	0.549785705716	0.589644274018	0.619845992923	0.622476227476	0.611048092145	0.58285275868	0.624748835641	0.524332726757	0.580989627766	0.547701740918	0.631256722556	0.498478468097	0.616542134244	0.554260882744	0.60649410174	0.475984179887	0.514616395468	0.570259689367	0.568606326649	0.578489912428	0.638815256296	0.54767136691	0.587766081763	0.593927140635	0.557415791384	0.56826503468	0.553050894876	0.613368573361	0.566911793833	0.666169636617	0.67209769417	0.616141728541	0.671665454895	0.680486172011	0.60361440634	0.6834204301	0.641531200306	0.672085448651	0.705914356537	0.70083438888	0.55057493289	0.654948581218	0.70132164546	0.652363083948	0.720651228138	0.675685174346	0.679222285189	0.657914962187	0.651231470474	0.680920912899	0.69932918368	0.681167188888	0.682942089355
CS.374	0.656348249939	0.630053133342	0.61263531232	0.695408294733	0.610209560479	0.666914643421	0.671919182107	0.639101897075	0.684875737711	0.647874842138	0.644844505024	0.642255709305	0.615618631258	0.628493573134	0.657946337735	0.569575215396	0.645518656861	0.605058121766	0.617129925921	0.637597538852	0.654784088672	0.650558693635	0.550337311463	0.59277525266	0.612802658696	0.624534285062	0.677425898772	0.613740582774	0.655805448784	0.658316040173	0.54124605561	0	0.629039892232	0.622615939	0.553424926435	0.618801210315	0.594397084023	0.573888754549	0.654523208906	0.550817982949	0.559066578851	0.537983379342	0.620893417434	0.518802998396	0.612111975816	0.609330291392	0.540963196312	0.568774206525	0.636567852215	0.537793994684	0.554429763801	0.603702550131	0.576709983524	0.605067393673	0.597054136789	0.603830227935	0.623122669166	0.565688938563	0.548799639965	0.576316693716	0.595470458302	0.727035067093	0.616647687568	0.639098504015	0.708342607624	0.620312461343	0.621916750802	0.617161266837	0.657952954927	0.613043646373	0.581277552058	0.64250645812	0.574141155608	0.642480310232	0.629888339584	0.696763800642	0.671615287245	0.587110326355	0.695233826937	0.641563575475	0.664190259245	0.656974367071	0.701338053216	0.632750677321	0.713363431462	0.68985602765	0.680169797954	0.694019835978	0.689793773781	0.683057356607	0.696605233474	0.581999097278	0.678434053414	0.630715759843	0.644630813152	0.668226650756	0.642074689029	0.658601987328	0.650249046262	0.635308887769	0.648716889893	0.650899631363	0.586603191766	0.656926382701	0.624184791281	0.628855461238	0.635963597212	0.602264853436	0.601266903891	0.630097657898	0.653420037258	0.603214065405	0.640452654469	0.559316070979	0.661305263508	0.551162367545	0.588309152627	0.621472547566	0.616283513775	0.629857426148	0.576604315411	0.641061772404	0.545321760268	0.616797209377	0.605476935323	0.638919692215	0.542498044322	0.607189833184	0.575283462832	0.605204452473	0.517881888762	0.543494405572	0.565130131674	0.596910062016	0.587635618477	0.600852116359	0.567088970053	0.584119813534	0.608035662525	0.577648468128	0.541737842007	0.571147483263	0.571923866224	0.549970112145	0.65050833589	0.647068128834	0.633315165068	0.661080419796	0.666364997592	0.62943118816	0.64068919635	0.646444186776	0.651380562117	0.685724567718	0.677997853247	0.572004532834	0.631565752637	0.674922919026	0.658964308933	0.693205079182	0.6691847178	0.680498360125	0.623820486434	0.646469085614	0.647163788363	0.68799866434	0.678973496801	0.674644701724
CS.236	0.68497653622	0.662444703589	0.663653035767	0.733108551949	0.664083751142	0.692364716699	0.709050529908	0.642707711224	0.698631898389	0.601158777781	0.644270507782	0.677925971436	0.657047131932	0.673941669486	0.695452690664	0.656428630015	0.68538824336	0.656346428217	0.627892342935	0.652178831008	0.687164145162	0.695361898783	0.673772322799	0.61440555696	0.670346489677	0.667518452703	0.66050672726	0.664609553771	0.615017023141	0.609576186191	0.623607453373	0.629039892232	0	0.68576473775	0.645277265612	0.643015914916	0.631278775808	0.611278348595	0.697833156602	0.630821767852	0.699705501156	0.647980104185	0.608768780582	0.639025250538	0.695612850944	0.643340187216	0.651295789287	0.666017701358	0.680177088844	0.645203113426	0.639656001078	0.671090560276	0.649329958272	0.61539522933	0.677243119256	0.671079577249	0.655553885137	0.654724620059	0.65332186354	0.640491492647	0.675235563502	0.759088519973	0.663222026153	0.680083712197	0.719278344549	0.709231114578	0.678625276797	0.668387606465	0.719197430773	0.688918585559	0.677878781425	0.67145561144	0.674891829634	0.681754126928	0.711298908549	0.722424708766	0.709888019955	0.696252575668	0.706040095585	0.703329393088	0.718978771981	0.706684656641	0.731089138294	0.691264016914	0.759684031996	0.718639177434	0.734688351722	0.722291922856	0.728184096583	0.704388746068	0.703834570222	0.58950580228	0.689210778227	0.634207785925	0.641704017695	0.738452174346	0.677324515182	0.721134265581	0.681069383459	0.698415473817	0.6874318974	0.673680805373	0.639893617205	0.664042864909	0.635627658566	0.648704892997	0.683616234622	0.662312901441	0.70271873383	0.661258864402	0.670044237586	0.594190525472	0.671962052406	0.625834536189	0.655974894728	0.643964644425	0.651943197265	0.689424046652	0.735605559466	0.709098999259	0.648818366769	0.67547206228	0.644404105624	0.681561047746	0.734205337118	0.679890010623	0.646009901315	0.627507558801	0.593547016318	0.585121529404	0.638715037717	0.668661411259	0.637622231109	0.671175554193	0.581866874234	0.637071305668	0.662389345033	0.650920489478	0.684389533247	0.6799206684	0.679376773704	0.640230550474	0.684031876375	0.652217949218	0.699792704779	0.702478474116	0.717149569777	0.718751677433	0.699093928922	0.698922273935	0.670238774415	0.718247892002	0.688118988138	0.720344089142	0.719379199355	0.714886546872	0.709307369169	0.721002066575	0.7013286885	0.747544540665	0.739990690001	0.742491668344	0.691060377963	0.689636422588	0.712755492725	0.73208911258	0.75572108026	0.722522532001
CS.203	0.609800747563	0.540297958463	0.649426479408	0.536220793655	0.526765827256	0.524849026376	0.600366891436	0.578339723152	0.571418340397	0.621352394916	0.65303853785	0.589596588117	0.542912905348	0.561697409661	0.505717753422	0.514023925439	0.751121597918	0.4937169537	0.660264712324	0.590173686076	0.493958964763	0.543835363031	0.664322688867	0.611615735109	0.499834060479	0.738469689781	0.554854924262	0.578921142302	0.580765595544	0.662764203073	0.643820129374	0.622615939	0.68576473775	0	0.57635404046	0.590248898557	0.531090890876	0.602352593664	0.490043743676	0.628589054668	0.653127333818	0.619286834698	0.640044360063	0.621151562607	0.494174155348	0.721063318991	0.626569420211	0.594951815008	0.597700976364	0.606102001107	0.623487815807	0.658533872987	0.610886345803	0.666338394329	0.702550309116	0.612577187382	0.612779551241	0.627329057247	0.647323029438	0.642977017328	0.58670075533	0.753497414551	0.623978852954	0.515971375957	0.612375254563	0.54272769624	0.489226054937	0.562582780608	0.506135681499	0.681500173191	0.563146921588	0.595176564967	0.686949183515	0.527234418091	0.498746334412	0.610836411054	0.553121656928	0.594437221586	0.555535026797	0.512505325726	0.550635258556	0.503349455288	0.573336800522	0.526759397502	0.561554860358	0.545891146874	0.55186897766	0.545950146318	0.553478267825	0.58735913795	0.620113953478	0.656107750406	0.545474378067	0.60045573192	0.604266209817	0.590622800259	0.498285767323	0.690243237698	0.580036418081	0.525298235446	0.552270072725	0.560712535835	0.639605463634	0.586067600197	0.537681779282	0.513005152396	0.553632099985	0.665157052076	0.725755072116	0.568386017936	0.701489912285	0.606182187705	0.744375309378	0.60344346777	0.736004695847	0.608031509147	0.601388810337	0.650600000043	0.636920735304	0.586447007947	0.70407065831	0.622554810142	0.61437403687	0.590743343481	0.70976567526	0.459157026584	0.593757383647	0.597430355328	0.639985081015	0.626909659225	0.597573750913	0.633008636918	0.560149151991	0.621010579325	0.639222467363	0.632000531467	0.635867422229	0.635673537529	0.731569968358	0.642061675658	0.594728005059	0.599433745443	0.500501921695	0.610862283881	0.510195632578	0.569814842061	0.519069414935	0.47393048381	0.509069493887	0.539975573735	0.599380701557	0.723699474518	0.556806910013	0.544580747317	0.518657551029	0.636169609181	0.531883609299	0.527809134163	0.552975149766	0.567180644096	0.573711263319	0.526399430299	0.532230780462	0.543890762208	0.478214952559	0.531006166175	0.545879098609	0.579413913645
CS.375	0.651903447445	0.594840166903	0.605227990404	0.64506101373	0.555583169576	0.62281200844	0.595992968479	0.579211249222	0.654281375279	0.641772848935	0.654685881972	0.588219030847	0.598402562432	0.603599606579	0.588339421429	0.507860168618	0.664981955982	0.562945604816	0.600218582033	0.599530967591	0.589653912558	0.593723223267	0.59528039339	0.562156901208	0.561426163899	0.655125830897	0.636465341952	0.613349882121	0.59437476243	0.631245949463	0.578695061451	0.553424926435	0.645277265612	0.57635404046	0	0.601287663724	0.543704505615	0.590023300148	0.585484510056	0.575724851908	0.590948393799	0.553239488034	0.605359350596	0.542375451794	0.539055275194	0.650659132788	0.564666180182	0.576949281329	0.572830834834	0.545000596261	0.572754158318	0.613206436576	0.56822215083	0.584721462171	0.626367339294	0.506653209633	0.611770889177	0.5776475367	0.559798016002	0.580881595719	0.595478857722	0.65148143775	0.609533357265	0.57167029038	0.671419706262	0.579736361292	0.574022083591	0.56686790208	0.58376077335	0.60506941907	0.558510774297	0.612832615535	0.628373164501	0.591796583967	0.556918935653	0.689046165967	0.610739358966	0.599786775056	0.673457852618	0.572003378516	0.64921774535	0.571226203585	0.658345798025	0.554647058891	0.675831612646	0.644417705899	0.665239042004	0.643498219262	0.654064492365	0.662116657273	0.631769319607	0.577805187579	0.650305449928	0.617498907712	0.622706199944	0.628475841521	0.578646997414	0.58932123333	0.594249217049	0.558019005349	0.58521731296	0.62025015189	0.604818232659	0.629812649509	0.608003040055	0.562703128968	0.604254807642	0.597386026257	0.643077508264	0.575840537226	0.620608873113	0.597043721875	0.637121300356	0.579413605278	0.679785119334	0.550992544885	0.582205642085	0.565282605777	0.565845536269	0.5399136397	0.624526930683	0.546807631242	0.538961593012	0.542272474317	0.642576494741	0.568276590564	0.558872824952	0.586209600685	0.583203573717	0.58861685022	0.574777686571	0.581582010259	0.582416160091	0.522847654842	0.58930392303	0.584231391469	0.576474639288	0.575827344923	0.638312183684	0.578950686924	0.567773467392	0.581225320959	0.535919778381	0.563484075258	0.586632471504	0.586613239642	0.555931211427	0.598147892099	0.572378356867	0.542086088196	0.636698765993	0.641095529343	0.608407455792	0.631990888267	0.628097131269	0.591745972304	0.557053612067	0.632105757091	0.579586365911	0.664691178432	0.613556642915	0.629820646246	0.573853682771	0.590669338846	0.594850832552	0.649789604126	0.621957587728	0.607280744048
CS.232	0.512767536019	0.575735591339	0.660060469605	0.561170218122	0.587828368386	0.535440492768	0.689577563285	0.541456334083	0.535049733571	0.528161440537	0.648191639415	0.632688183318	0.575352334073	0.5284020539	0.542848365897	0.540169407356	0.732551056197	0.521235241195	0.611418639619	0.525490750825	0.537071418819	0.479872335203	0.64322724276	0.509656489087	0.507094972997	0.698600933711	0.521035028836	0.554068477451	0.571425647678	0.622305722387	0.644660067352	0.618801210315	0.643015914916	0.590248898557	0.601287663724	0	0.55665271544	0.46353620181	0.574680653591	0.632317360419	0.674268245314	0.619193726865	0.581881457388	0.613648675992	0.518560978016	0.656383692532	0.590784754742	0.561085319011	0.550788693783	0.550079904992	0.56973227786	0.608472178976	0.518044528195	0.600699779359	0.683334088373	0.601323200639	0.56117935961	0.571305940509	0.617103788518	0.570923874149	0.555225801879	0.723931692034	0.605993524947	0.602447140568	0.562982053694	0.586343891261	0.565927524706	0.588321609582	0.572137273184	0.685043985987	0.609685887448	0.548652686546	0.685438753592	0.544036712787	0.576280162113	0.552037430904	0.568342575785	0.577269655217	0.581364516589	0.579273691497	0.543229492743	0.520259618085	0.584327365591	0.562083545656	0.567272514124	0.567595872062	0.554381557693	0.545990497581	0.542536823112	0.49947391973	0.678548504512	0.533609731545	0.517100637959	0.497321363545	0.492216875338	0.629063951179	0.521258210533	0.668336268861	0.597868191615	0.532360095045	0.533356395516	0.543392973099	0.576547549132	0.470414494279	0.603212624168	0.555420445352	0.613293062065	0.651115953175	0.743638245547	0.590214235864	0.627387624472	0.552886397744	0.709105009029	0.562433871778	0.654979535138	0.567123142497	0.505244315414	0.666420445631	0.649716338821	0.652680295099	0.659671890571	0.634657668838	0.626202825007	0.641959304141	0.724333449168	0.569558084957	0.618520257819	0.549015359309	0.562722125921	0.547164237833	0.601669380598	0.632526443548	0.530866423754	0.643003821219	0.570960990965	0.605993989678	0.584449945761	0.574624149433	0.675007964409	0.659888418954	0.574606756187	0.588393752175	0.56438302526	0.58463791583	0.560206804114	0.618854371098	0.644261935255	0.590185869993	0.575432190469	0.601147101527	0.540741363303	0.703623644252	0.588586762687	0.57055657336	0.546441635433	0.63129272381	0.581461040516	0.545784097942	0.597746946741	0.570492314016	0.631713222011	0.582992606466	0.538875653697	0.541267428649	0.53907845103	0.552961186384	0.639953201613	0.587082113513
CS.128	0.599719775847	0.545348714909	0.627460468284	0.607452496855	0.485336692635	0.567020928698	0.633698024605	0.632935224972	0.612406692772	0.587967992893	0.638965258772	0.611394005727	0.571135968786	0.572651544857	0.55587296215	0.471555801542	0.71177995807	0.517334889036	0.562247353867	0.619082249503	0.5452060418	0.562993444329	0.578353306272	0.564587215239	0.504406167461	0.70889526474	0.619755153223	0.563349692722	0.623906203892	0.643913183682	0.571031985913	0.594397084023	0.631278775808	0.531090890876	0.543704505615	0.55665271544	0	0.544560693042	0.528954784129	0.557665046343	0.600983627204	0.514613082084	0.603553875829	0.546117187558	0.496087078046	0.638097019305	0.511052630505	0.521904131311	0.537694807986	0.481526501415	0.504704617311	0.566239238749	0.495975608191	0.584211921668	0.648402509459	0.536790074039	0.554103426249	0.520335181702	0.543038749535	0.538458231544	0.54944315047	0.744288332733	0.58569677704	0.561629178666	0.645117750254	0.537170665829	0.550752948256	0.577417140606	0.550633640928	0.640234953944	0.563662035071	0.585655366359	0.644232518014	0.5564543706	0.586877974081	0.625134542617	0.52545868444	0.541315675587	0.616988278788	0.539314537712	0.583928110511	0.512940941383	0.613183039511	0.54320993797	0.596820387924	0.585452145564	0.586299469667	0.595067812534	0.618743599985	0.621668079992	0.645946203088	0.595004371882	0.586886350464	0.59615355505	0.608528214246	0.634243966115	0.530306888816	0.681761128946	0.623386345117	0.554542104043	0.581846257293	0.576879932509	0.601465402133	0.603329774379	0.564360710327	0.583900029359	0.607286596563	0.63906513715	0.673996556695	0.576452102649	0.646181633275	0.6169308579	0.716215831736	0.541817103028	0.72950350745	0.507706441609	0.538704418211	0.661333444909	0.625995765763	0.599421625419	0.647432890988	0.62108448035	0.562995487235	0.595484269387	0.67424967731	0.542467190135	0.503227974299	0.582581636193	0.5966408501	0.621515016322	0.531414230607	0.550594415454	0.493776909133	0.573334762342	0.600594569429	0.576362961832	0.547295261466	0.543501973896	0.690567547829	0.577270264598	0.534977764558	0.511870138529	0.4956959608	0.556120031797	0.54740850556	0.597493942136	0.581576016325	0.573561161107	0.590296169524	0.548994696545	0.596122397035	0.693964761265	0.575300975819	0.606301091884	0.582610666787	0.616036890474	0.583621726925	0.594296082461	0.611165067621	0.61895866944	0.62151397826	0.578532102686	0.544143731217	0.584677902759	0.548142935025	0.582361556301	0.626119622196	0.632741223678
CS.292	0.581317207233	0.599678016148	0.631015426765	0.627946491226	0.603941553121	0.594010887952	0.673059660911	0.589162328956	0.582706999288	0.537537188135	0.630194124679	0.646284360706	0.589538635647	0.564795347437	0.571505744732	0.530375120559	0.672403042415	0.540967553834	0.569621023777	0.580931742101	0.601192212776	0.564403451052	0.566549396993	0.511169375414	0.540325675014	0.643106560693	0.578256929429	0.570700588748	0.595986672512	0.631358112029	0.588926118401	0.573888754549	0.611278348595	0.602352593664	0.590023300148	0.46353620181	0.544560693042	0	0.600672118167	0.576911081107	0.630707274045	0.57421712527	0.561872597642	0.567310218989	0.55645259045	0.6088558002	0.534843443638	0.555876273075	0.570762707039	0.534544402675	0.540593748726	0.566938711309	0.53167679057	0.562597236873	0.646100592838	0.578591541338	0.559124208934	0.537724431742	0.568380242013	0.545637900652	0.586245206859	0.715104592193	0.610549759893	0.606242450865	0.631415555785	0.613337999927	0.618436420147	0.59802971049	0.618337443629	0.658623817056	0.580961552991	0.593510805152	0.626983137329	0.603142326745	0.623998210092	0.633231850926	0.619356006699	0.579640098277	0.638526208786	0.61130604508	0.605003760789	0.591345514261	0.647021630548	0.600936745463	0.648372590523	0.620022908674	0.622756125503	0.635137874797	0.611797827018	0.606803601341	0.69128547591	0.525762021784	0.561228879212	0.538965381906	0.557223544097	0.660700199518	0.580669870239	0.649695889195	0.630259332074	0.587336247994	0.585512396762	0.582714082372	0.540452519851	0.556790519357	0.608849792305	0.599209197538	0.623577922118	0.571012350328	0.667152428834	0.571143051772	0.63932531157	0.571677187007	0.649566340642	0.545033242504	0.64367506677	0.528770474821	0.526553971971	0.640291054788	0.643702342996	0.632831656679	0.575489890561	0.633114668279	0.58966707686	0.636451429731	0.645699243688	0.615867625792	0.569934119689	0.542665935584	0.515246683125	0.561792092003	0.544100367129	0.56419129984	0.494860640821	0.601377705096	0.569900032079	0.590982669237	0.522327798823	0.562766314111	0.648592736037	0.584746589647	0.544850763623	0.546128983121	0.553953850192	0.547706320025	0.579026663304	0.622258125817	0.639712222671	0.621565663321	0.635842646045	0.630151044598	0.579614922297	0.657414153685	0.607240864108	0.619448338933	0.609458904666	0.614403438875	0.616789291402	0.615570581119	0.622213421468	0.635265937183	0.658190849865	0.639619530884	0.598703293402	0.602742200485	0.61183506128	0.615819690121	0.680196581984	0.636053140578
CS.380	0.568157150496	0.538804515019	0.632347201719	0.51053235831	0.523991531816	0.487904683179	0.66126224301	0.610496698577	0.528149337649	0.622422281919	0.661246333348	0.616129696245	0.593753715784	0.529057161288	0.514745281083	0.504389667609	0.771869414436	0.463847759088	0.648303356617	0.586630506447	0.462858374461	0.49528960438	0.660057037516	0.589651648971	0.503495274526	0.735981052143	0.591618746084	0.473677689423	0.626739830212	0.664308621651	0.657939848759	0.654523208906	0.697833156602	0.490043743676	0.585484510056	0.574680653591	0.528954784129	0.600672118167	0	0.638486202017	0.642859469101	0.60470766082	0.645338186319	0.61313647718	0.458232284469	0.732394708254	0.600108389375	0.54640552672	0.553773105495	0.571051144272	0.593335542773	0.628816867673	0.542743767256	0.656908137403	0.690731148987	0.605753690794	0.55953704083	0.58301376751	0.632651911689	0.594544013193	0.527832633336	0.749429737276	0.578751354505	0.504323594461	0.572111041736	0.482645007266	0.499738410688	0.512291556621	0.461311040843	0.658267707596	0.573637265419	0.530264563234	0.694074699503	0.484969889856	0.49189466528	0.575916889861	0.521699383798	0.504501833034	0.547227525205	0.517329878729	0.539185192206	0.46481734303	0.558983358639	0.522631257972	0.524754022231	0.516609608866	0.523457318803	0.523936734652	0.561397994115	0.564779396822	0.664723493312	0.65140750255	0.544644489164	0.591458316626	0.564858684549	0.58346321789	0.51134595102	0.689749233768	0.629940823967	0.512135095227	0.563598625217	0.58056782995	0.656541238971	0.557018130811	0.582090372337	0.522285794519	0.578893924532	0.682385882429	0.746601373141	0.602071558459	0.68780734088	0.641005589996	0.768523255322	0.602155135224	0.764366209496	0.587692453879	0.57464640368	0.68514950516	0.642723400379	0.574600464528	0.71920597428	0.627341296056	0.619218365474	0.596395517932	0.726303939213	0.523026884411	0.587438195641	0.586765633552	0.642188461049	0.658308705623	0.603159342984	0.648819477104	0.547168111547	0.649779695906	0.65655871785	0.653692030119	0.619631955826	0.585795870227	0.734456038434	0.604927633085	0.553093760689	0.573639616994	0.508882390126	0.589187695188	0.474730195394	0.525814281081	0.520021987083	0.499738741928	0.51358514462	0.522956576619	0.586104465599	0.665888448033	0.555505904587	0.528769181033	0.483751958994	0.608321463851	0.540242043721	0.470749128977	0.527805159494	0.551208341397	0.556264430069	0.51793518909	0.514654577232	0.495496488331	0.478601043642	0.521427369934	0.557847896683	0.571381979737
CS.282	0.683194899289	0.644474272758	0.645048195323	0.704621458648	0.594314322536	0.681815818634	0.663474742632	0.656421076861	0.713393169076	0.648965770303	0.651809627143	0.6694046672	0.654454650526	0.685856399774	0.655647334921	0.545424959013	0.673583763981	0.594249645097	0.592580383477	0.655164253653	0.628641643738	0.657800400507	0.562091893031	0.60335031563	0.587784566369	0.64797941603	0.698012805739	0.602692479682	0.669853448816	0.689223181195	0.537330417283	0.550817982949	0.630821767852	0.628589054668	0.575724851908	0.632317360419	0.557665046343	0.576911081107	0.638486202017	0	0.523298972232	0.480710552285	0.619172616312	0.519002151678	0.58981461193	0.593833055882	0.524299280625	0.555229118132	0.634257580558	0.514641308279	0.537679167174	0.542786184878	0.536379851773	0.605175400455	0.616242354413	0.550643154067	0.587984595732	0.531011030339	0.509210889594	0.589911004514	0.623734627036	0.72586369921	0.580238852903	0.633952554335	0.740361125532	0.608696613833	0.634960526698	0.648181009346	0.640861455445	0.630977543433	0.588825752416	0.626329043217	0.620007724827	0.664661394626	0.635450908609	0.705027991669	0.660128867968	0.593651677225	0.716050114796	0.648665994503	0.681150426023	0.627177300082	0.702491518287	0.628614800221	0.716752445154	0.69473287809	0.689586643561	0.704535627895	0.694755789189	0.702588178809	0.716795282139	0.573929006044	0.709418809854	0.654156436549	0.67583855954	0.712425527257	0.626927644945	0.668354664946	0.672186963613	0.663703871175	0.649635314488	0.670059421554	0.612554061255	0.65570333583	0.641279994235	0.62757651043	0.648968529078	0.58549711848	0.580863027014	0.639406111349	0.623329454208	0.63985208919	0.620818465965	0.57749390911	0.709964413153	0.497531537942	0.599223336242	0.622640810974	0.618390719376	0.589796982939	0.579959932729	0.64833750998	0.495633828635	0.593900450856	0.567595599204	0.650991959602	0.482596634283	0.612756478426	0.587402726693	0.606385493289	0.443730217451	0.504767368351	0.561097830486	0.560362887215	0.605764582329	0.605864058451	0.536506763429	0.51836550048	0.642595171729	0.601867235635	0.537766360658	0.560833385565	0.583254806946	0.521720031764	0.6745029621	0.664764188388	0.618494833656	0.662307415887	0.649929099991	0.60374488639	0.679738613948	0.660732081784	0.66733922471	0.698982421727	0.684721397444	0.546912200467	0.66883205128	0.682695512526	0.659324965824	0.725741216468	0.700809553911	0.679102251474	0.634728331064	0.653175014114	0.652437603456	0.688527179229	0.670315075129	0.686146790911
CS.205	0.709301101682	0.661169181163	0.667111228695	0.721169646766	0.581786742645	0.681142434172	0.669008277823	0.68016731229	0.734275780706	0.705665213974	0.670679276752	0.692555840571	0.684600143918	0.69595500564	0.684155510239	0.592904752641	0.665616068083	0.645561910333	0.617730060889	0.691356359942	0.677659284649	0.689664102256	0.574086944668	0.624193267917	0.630883343448	0.634210577967	0.725234382082	0.624803625679	0.707297830986	0.71018982329	0.543388014563	0.559066578851	0.699705501156	0.653127333818	0.590948393799	0.674268245314	0.600983627204	0.630707274045	0.642859469101	0.523298972232	0	0.512243308606	0.665747177533	0.543462679948	0.628550895092	0.626278784381	0.582192972507	0.598581825474	0.66061599636	0.536318532739	0.580831065539	0.605172611144	0.581237845562	0.65288474936	0.61442279234	0.578185145775	0.646658446815	0.559411996193	0.528469150911	0.638565133657	0.626951799	0.71968605296	0.590013915136	0.663985210906	0.749345708808	0.632522322783	0.658761401006	0.636897322215	0.661206638352	0.626551324701	0.592474635956	0.679073845915	0.579845343049	0.669989036981	0.654034230973	0.748569110998	0.680693806343	0.591051852355	0.735362815251	0.650149154887	0.693919929405	0.65476577512	0.738457955037	0.634325000082	0.72507924539	0.713243215092	0.713521310127	0.735342997659	0.722312534387	0.724748811809	0.686882474082	0.617120467228	0.712103837966	0.679975549346	0.701813797554	0.714107515548	0.655324317956	0.622337549079	0.689572844122	0.685778643075	0.668878410664	0.681128908936	0.623370114274	0.707365565279	0.641731283791	0.662616257236	0.677057459427	0.602953494692	0.548590145619	0.665878997208	0.677739532908	0.668393950832	0.646940569152	0.637424503819	0.72437404525	0.536967700344	0.635822384446	0.638145944688	0.59595770113	0.596346379052	0.570753021918	0.664727299884	0.517393129484	0.611747500548	0.507861384942	0.666798634374	0.532529397739	0.652316304351	0.630305417872	0.638072943171	0.488963710088	0.534328929119	0.600003882605	0.596728556432	0.631488596466	0.667782941991	0.573930889421	0.585367315984	0.605419171078	0.604831565215	0.583800090098	0.598910777087	0.608411231535	0.577714192053	0.672956164083	0.66810667145	0.616164894054	0.670768641962	0.674539607268	0.624474041156	0.715262898703	0.622977392142	0.658106998764	0.717920826878	0.711748798252	0.568698592535	0.663276839507	0.702385164949	0.675327529858	0.730440845146	0.699527870899	0.678068647796	0.67185356603	0.664473484453	0.672268845771	0.711993039235	0.683326874632	0.703473977394
