L.022.M1	CS.277	CS.106	CS.263	CS.001	CS.108	CS.086	CS.260	CS.035	CS.243	CS.084	CS.007	CS.245	CS.099	CS.314	CS.065	CS.335	CS.127	CS.229	CS.365	CS.067	CS.062	CS.171	CS.287	CS.290	CS.230	CS.377	CS.042	CS.155	CS.341	CS.378	CS.126	CS.128	CS.292	CS.213	CS.136	CS.125	CS.236	CS.041	CS.205	CS.302	CS.374	CS.203	CS.380	CS.224	CS.359	CS.214	CS.148	CS.147	CS.395	CS.166	CS.177	CS.254	CS.369	CS.389	CS.385	CS.386	CS.348	CS.181	CS.268	T.CS.059	T.CS.034	T.CS.058	T.CS.001	T.CS.069	T.CS.041	T.CS.042	T.CS.080	T.CS.007	T.CS.076	T.CS.046	T.CS.038	T.CS.028	T.CS.085	T.CS.056	T.CS.117	T.CS.167	T.CS.122	T.CS.123	T.CS.097	T.CS.098	T.CS.100	T.CS.126	T.CS.124	T.CS.131	T.CS.119	T.CS.180	T.CS.159	T.CS.134	T.CS.120	CS.356	CS.110	CS.085	CS.082	CS.087	CS.238	CS.015	CS.088	CS.241	CS.242	CS.246	L.034.M1	CS.006	L.024.M1	CS.103	CS.191	CS.347.0	CS.150	CS.189	CS.234	CS.078	CS.363	CS.187	CS.113	CS.346	CS.358	CS.345.0	CS.151	CS.165	CS.387	CS.361	CS.321	CS.227	CS.331	CS.223	CS.158	CS.318	CS.319	CS.194	CS.152	CS.112	CS.339	CS.202	CS.343	CS.322	CS.255	CS.326	CS.390	CS.370	CS.253	CS.270	CS.393	CS.145	CS.262	T.CS.043	T.CS.055	T.CS.008	T.CS.031	T.CS.036	T.CS.064	TFS.022	T.CS.026	TFS.025	T.CS.045	T.CS.061	TFS.021	T.CS.066	T.CS.049	TFS.027	T.CS.151	T.CS.141	T.CS.166	T.CS.142	T.CS.158	T.CS.095	T.CS.157	T.CS.109	T.CS.152
CS.205	0.748240360492	0.625969755387	0.704226967594	0.67091315383	0.720868313458	0.754435078122	0.735397539445	0.548901749385	0.713736626953	0.684600143918	0.724500135555	0.684155510239	0.666950968129	0.737596370123	0.665795432557	0.607317299707	0.565288646662	0.592904752641	0.602268636534	0.645036900279	0.634210577967	0.674619543727	0.706029742644	0.59845373714	0.510342224811	0.615503325472	0.599799352095	0.661155987523	0.624803625679	0.509170678306	0.634356453207	0.628550895092	0.600983627204	0.630707274045	0.543388014563	0.610503083907	0.512243308606	0.699705501156	0.665747177533	0	0.584706201822	0.559066578851	0.653127333818	0.642859469101	0.579395264151	0.585566959666	0.578185145775	0.589159732981	0.528469150911	0.638565133657	0.605172611144	0.580381452257	0.582192972507	0.626278784381	0.559620972746	0.580831065539	0.61442279234	0.646658446815	0.559411996193	0.65288474936	0.731442323696	0.696862060115	0.664944642541	0.579845343049	0.61009129469	0.668019619528	0.683218736695	0.626122543426	0.584433150637	0.626951799	0.592474635956	0.740267937573	0.632522322783	0.658761401006	0.694370424065	0.677995292195	0.695481340326	0.661323414167	0.634325000082	0.727993730048	0.722312534387	0.735362815251	0.65476577512	0.725225460818	0.67424056044	0.743904563561	0.722722470321	0.748569110998	0.68267114549	0.650149154887	0.622337549079	0.623370114274	0.701813797554	0.707365565279	0.689572844122	0.681128908936	0.739698130858	0.686882474082	0.712103837966	0.685778643075	0.655324317956	0.641731283791	0.668878410664	0.714107515548	0.679975549346	0.709349114333	0.602953494692	0.635822384446	0.619279282829	0.629922530722	0.677057459427	0.550205732556	0.536967700344	0.660536109816	0.626493604869	0.548590145619	0.646940569152	0.6410058035	0.638145944688	0.566297758411	0.596728556432	0.666798634374	0.596728787082	0.600003882605	0.551733487482	0.631488596466	0.488963710088	0.532529397739	0.507861384942	0.646552285945	0.630305417872	0.611747500548	0.664727299884	0.517393129484	0.534328929119	0.583800090098	0.577714192053	0.585367315984	0.598910777087	0.605419171078	0.573930889421	0.667782941991	0.608411231535	0.604831565215	0.674539607268	0.658106998764	0.616164894054	0.663276839507	0.715262898703	0.672956164083	0.711748798252	0.622977392142	0.59678274544	0.675327529858	0.624474041156	0.66810667145	0.717920826878	0.568698592535	0.670768641962	0.678068647796	0.699527870899	0.67185356603	0.683326874632	0.672268845771	0.730440845146	0.703473977394	0.711993039235	0.664473484453
CS.302	0.760291198629	0.645876981014	0.703367975203	0.723217358117	0.751380382352	0.74413600824	0.745879994627	0.619158937072	0.702336543017	0.694500864304	0.731043991296	0.721672300385	0.667010957624	0.759870738748	0.662873105514	0.614312779087	0.60451172402	0.637314668209	0.621297908783	0.677098046351	0.615875228499	0.692212550996	0.711390006576	0.642550927406	0.581151804625	0.565426555817	0.626699854244	0.627533805549	0.656080367085	0.562823999262	0.63344394177	0.650770726708	0.665886393882	0.653123102105	0.580427020277	0.630298473582	0.56225060856	0.69780087107	0.648992369575	0.584706201822	0	0.599297026999	0.717841518434	0.68650756263	0.60736028735	0.590842142808	0.605600213306	0.658412389417	0.583494043193	0.668443193061	0.649055062402	0.637443693282	0.619699189448	0.630097853748	0.558518834466	0.63721434104	0.642888753144	0.66243410154	0.636218016544	0.686634643901	0.740434865253	0.693183125935	0.721843982317	0.646495503928	0.653674318183	0.678921565059	0.736166223857	0.642158300932	0.566362290871	0.655115798084	0.611044136833	0.738195056249	0.664066016743	0.698787552021	0.700505235321	0.713171796838	0.713482389961	0.689968240506	0.682955531384	0.737515435153	0.743114847261	0.74623266286	0.695172997091	0.728690839951	0.722953417284	0.758437880847	0.723245950758	0.764588918604	0.689360725811	0.691619604783	0.593518290961	0.638148875452	0.715327021046	0.729666286707	0.666883248589	0.70478737705	0.755930016965	0.704471703115	0.747129954757	0.697152709101	0.69432900757	0.715150469358	0.678270762194	0.727419756573	0.693951024126	0.700635075904	0.645162075028	0.655373541558	0.60528818782	0.617147176725	0.697708560883	0.600428176006	0.616617258273	0.674846471085	0.639328026501	0.556108684445	0.593459186652	0.659403412826	0.590875180421	0.597809567374	0.598815499028	0.704763016223	0.621165757808	0.666272941963	0.604838287235	0.641738688481	0.582544067095	0.57536322616	0.608149620478	0.696092250407	0.62868295802	0.596329134478	0.623571219617	0.589905751887	0.626042393746	0.648381073294	0.624573274502	0.635983287617	0.659840410044	0.615200676259	0.617984222298	0.683245408337	0.671897441319	0.594616940778	0.681495417226	0.707423099434	0.629721980459	0.69423634677	0.71609836957	0.710780234667	0.737674874869	0.574252020008	0.611965814648	0.66393059478	0.652813342283	0.692870740742	0.735669114305	0.598800910907	0.702215949542	0.728269275205	0.724232510874	0.703121228516	0.70387647265	0.715248805754	0.758695164856	0.698235226129	0.75862070849	0.670474985291
CS.374	0.688577000155	0.613300347629	0.630716649207	0.613523596452	0.666145578132	0.688588316297	0.668536737092	0.563997530404	0.632917191837	0.615618631258	0.659568335551	0.657946337735	0.626572589731	0.691865659601	0.630817977321	0.586626488268	0.60058526663	0.569575215396	0.583983685143	0.636958342993	0.624534285062	0.638269118635	0.645573627813	0.556920043629	0.545378439306	0.619391226179	0.578643875337	0.587974975568	0.613740582774	0.568892999314	0.610232820205	0.612111975816	0.594397084023	0.573888754549	0.54124605561	0.573437206374	0.537983379342	0.629039892232	0.620893417434	0.559066578851	0.599297026999	0	0.622615939	0.654523208906	0.624012694137	0.616323269965	0.603830227935	0.589561521555	0.548799639965	0.576316693716	0.603702550131	0.570015683022	0.540963196312	0.609330291392	0.555785231034	0.554429763801	0.597054136789	0.623122669166	0.565688938563	0.605067393673	0.677978071255	0.654217744026	0.633051975327	0.574141155608	0.627474193714	0.634100020704	0.660949295253	0.616611546786	0.613488127091	0.595470458302	0.581277552058	0.68340185599	0.620312461343	0.621916750802	0.659022693761	0.651167063493	0.675786019949	0.625358778664	0.632750677321	0.70381097162	0.689793773781	0.695233826937	0.656974367071	0.655155359838	0.653371141383	0.691741051198	0.669588567505	0.696763800642	0.656615700444	0.641563575475	0.658601987328	0.586603191766	0.644630813152	0.656926382701	0.650249046262	0.650899631363	0.699406971199	0.696605233474	0.678434053414	0.635308887769	0.642074689029	0.624184791281	0.648716889893	0.668226650756	0.630715759843	0.660418113593	0.602264853436	0.588309152627	0.601008981211	0.627573534289	0.635963597212	0.551074008072	0.551162367545	0.656486527629	0.664943944118	0.601266903891	0.640452654469	0.604909968437	0.621472547566	0.553499084398	0.596910062016	0.638919692215	0.630768362427	0.565130131674	0.564628756424	0.587635618477	0.517881888762	0.542498044322	0.605476935323	0.611281329928	0.575283462832	0.616797209377	0.641061772404	0.545321760268	0.543494405572	0.541737842007	0.549970112145	0.584119813534	0.571147483263	0.608035662525	0.567088970053	0.600852116359	0.571923866224	0.577648468128	0.666364997592	0.651380562117	0.633315165068	0.631565752637	0.64068919635	0.65050833589	0.677997853247	0.646444186776	0.619007387332	0.658964308933	0.62943118816	0.647068128834	0.685724567718	0.572004532834	0.661080419796	0.680498360125	0.6691847178	0.623820486434	0.678973496801	0.647163788363	0.693205079182	0.674644701724	0.68799866434	0.646469085614
CS.203	0.604826102011	0.558074300614	0.615022776278	0.534186019973	0.588698324667	0.650741300102	0.569358819858	0.611274157219	0.583941770649	0.542912905348	0.622969362187	0.505717753422	0.57649850057	0.587319217154	0.595210819023	0.583565035244	0.712911933893	0.514023925439	0.615412319854	0.471972113297	0.738469689781	0.524055704088	0.596927922763	0.628880418768	0.627880256186	0.659998958041	0.654659563281	0.58733093153	0.578921142302	0.639255276458	0.6858486823	0.494174155348	0.531090890876	0.602352593664	0.643820129374	0.625762623595	0.619286834698	0.68576473775	0.640044360063	0.653127333818	0.717841518434	0.622615939	0	0.490043743676	0.737466442463	0.719171455256	0.612577187382	0.668713160201	0.647323029438	0.642977017328	0.658533872987	0.669125188853	0.626569420211	0.721063318991	0.636840667907	0.623487815807	0.702550309116	0.612779551241	0.627329057247	0.666338394329	0.649405082494	0.524255740413	0.504127303727	0.686949183515	0.546841037473	0.531484072955	0.474362808896	0.577875970322	0.650908559803	0.58670075533	0.563146921588	0.621981969578	0.54272769624	0.489226054937	0.624918288469	0.528148108147	0.537752101419	0.501208586677	0.526759397502	0.542655982973	0.553478267825	0.555535026797	0.503349455288	0.557493757978	0.521514993531	0.631108081027	0.582122606622	0.610836411054	0.536485947945	0.512505325726	0.690243237698	0.639605463634	0.604266209817	0.586067600197	0.580036418081	0.560712535835	0.586246069381	0.620113953478	0.545474378067	0.525298235446	0.498285767323	0.537681779282	0.552270072725	0.590622800259	0.60045573192	0.49048960525	0.665157052076	0.601388810337	0.674499070139	0.673714865353	0.553632099985	0.62132699163	0.608031509147	0.549000654425	0.746512569146	0.725755072116	0.744375309378	0.555391328641	0.650600000043	0.548163780185	0.621010579325	0.459157026584	0.751595793352	0.560149151991	0.627361426905	0.639222467363	0.597573750913	0.593757383647	0.70976567526	0.483648868721	0.639985081015	0.590743343481	0.622554810142	0.61437403687	0.633008636918	0.594728005059	0.610862283881	0.635673537529	0.599433745443	0.731569968358	0.635867422229	0.632000531467	0.500501921695	0.642061675658	0.509069493887	0.556806910013	0.519069414935	0.531883609299	0.599380701557	0.510195632578	0.518657551029	0.723699474518	0.516866928229	0.552975149766	0.539975573735	0.569814842061	0.544580747317	0.636169609181	0.47393048381	0.526399430299	0.573711263319	0.532230780462	0.545879098609	0.478214952559	0.567180644096	0.579413913645	0.531006166175	0.543890762208
CS.380	0.553601719171	0.514135323666	0.59543393293	0.539378136231	0.57414757783	0.635784201329	0.576354573881	0.59841714433	0.579745412813	0.593753715784	0.572055118949	0.514745281083	0.561645893278	0.604077217103	0.582521173452	0.563860873604	0.723291283537	0.504389667609	0.604502102641	0.50408605644	0.735981052143	0.53967933782	0.629814871408	0.599657450392	0.599225387089	0.682814778134	0.626069695165	0.63708413853	0.473677689423	0.613378344648	0.68864177977	0.458232284469	0.528954784129	0.600672118167	0.657939848759	0.628661421361	0.60470766082	0.697833156602	0.645338186319	0.642859469101	0.68650756263	0.654523208906	0.490043743676	0	0.735368172264	0.718452936834	0.605753690794	0.65470159722	0.632651911689	0.594544013193	0.628816867673	0.654252412521	0.600108389375	0.732394708254	0.598933124081	0.593335542773	0.690731148987	0.55953704083	0.58301376751	0.656908137403	0.617626938526	0.489801719195	0.520407200624	0.694074699503	0.487495463657	0.507229840497	0.459145018075	0.543129119927	0.579515898322	0.527832633336	0.573637265419	0.572005400721	0.482645007266	0.499738410688	0.642503187915	0.532676105516	0.50761840867	0.487114979676	0.522631257972	0.500905537574	0.561397994115	0.547227525205	0.46481734303	0.524306780625	0.484383127768	0.596399209403	0.588296358491	0.575916889861	0.517606129386	0.517329878729	0.689749233768	0.656541238971	0.564858684549	0.557018130811	0.629940823967	0.58056782995	0.617798014299	0.664723493312	0.544644489164	0.512135095227	0.51134595102	0.582090372337	0.563598625217	0.58346321789	0.591458316626	0.478366825159	0.682385882429	0.57464640368	0.638365506521	0.656993776544	0.578893924532	0.601945321148	0.587692453879	0.558420511003	0.739264464807	0.746601373141	0.768523255322	0.545281206232	0.68514950516	0.524837561009	0.649779695906	0.523026884411	0.76276167436	0.547168111547	0.610889084433	0.65655871785	0.603159342984	0.587438195641	0.726303939213	0.463253023987	0.642188461049	0.596395517932	0.627341296056	0.619218365474	0.648819477104	0.553093760689	0.589187695188	0.585795870227	0.573639616994	0.734456038434	0.619631955826	0.653692030119	0.508882390126	0.604927633085	0.51358514462	0.555505904587	0.520021987083	0.540242043721	0.586104465599	0.474730195394	0.483751958994	0.665888448033	0.5034390939	0.527805159494	0.522956576619	0.525814281081	0.528769181033	0.608321463851	0.499738741928	0.51793518909	0.556264430069	0.514654577232	0.557847896683	0.478601043642	0.551208341397	0.571381979737	0.521427369934	0.495496488331
CS.224	0.78102147042	0.70661730477	0.738411882398	0.745907321067	0.781933689226	0.780521028466	0.76369204768	0.660942984601	0.747877366478	0.734580363869	0.763697357741	0.741322953341	0.694076220416	0.77702877056	0.720701382528	0.669811318435	0.613327469163	0.699785338887	0.676746815329	0.721121212034	0.590521842899	0.724917524687	0.721990742639	0.662054283607	0.603700602592	0.638647187781	0.663861100648	0.68369189736	0.712898408816	0.628062608858	0.643010901638	0.713095141561	0.685451178809	0.690536607928	0.618319945822	0.689980687344	0.625553837121	0.720606416614	0.706364224622	0.579395264151	0.60736028735	0.624012694137	0.737466442463	0.735368172264	0	0.595986127376	0.64280315834	0.606820246476	0.637367086596	0.691279776903	0.659127316305	0.595639021725	0.664688608091	0.661026182424	0.657880494591	0.690920371217	0.587195940878	0.715155645704	0.646441016666	0.690748197721	0.752865365514	0.773273193773	0.731200604393	0.667335521972	0.713603567275	0.74224691047	0.767584599161	0.684212492526	0.658905718657	0.727382509212	0.686318886311	0.762643603253	0.720015346524	0.745751260841	0.726309385425	0.73062311565	0.754713907108	0.751745691602	0.725613400344	0.78885143587	0.7739015687	0.780552892153	0.737462648518	0.76935562008	0.740567080829	0.76632743559	0.760499964055	0.791130521547	0.747913096764	0.732002068475	0.671113819034	0.650691098176	0.749412057838	0.758992614812	0.710426757832	0.707397314565	0.756621347958	0.735115573726	0.758455643178	0.755119080333	0.732083897088	0.726567744248	0.721713764458	0.747854424525	0.729104958783	0.766027488832	0.649921140148	0.66082938566	0.671131294282	0.639263816486	0.714414279093	0.641703011226	0.641433573876	0.739457204627	0.608022588225	0.591716010408	0.636238614162	0.70900926691	0.656922927491	0.66334847547	0.659432988997	0.733533236736	0.576155658621	0.710292089637	0.609967713298	0.670966060946	0.620767676361	0.636700601089	0.576944841641	0.737415432909	0.682527847485	0.68136143269	0.692734048434	0.555298489428	0.606035645886	0.66270322833	0.648461528025	0.623313359694	0.683566171127	0.648255909349	0.649328334164	0.693440955654	0.701975262436	0.653320271412	0.740495440691	0.735955329739	0.706861373072	0.73296485776	0.745385720093	0.757265160945	0.77415938034	0.66233268889	0.693021069317	0.723628770729	0.709014639772	0.710830730395	0.765511926228	0.640452258841	0.755787045486	0.742949155101	0.735598810251	0.722184186904	0.730353722531	0.74068392715	0.776785138885	0.736422090129	0.780047215074	0.733945917797
CS.359	0.750431867268	0.685138153761	0.692003738294	0.689916247757	0.737607201679	0.718154022571	0.734178778299	0.631398362065	0.715514519971	0.703548339388	0.738262301565	0.718356702364	0.70469353603	0.736644613537	0.682571831281	0.654606465015	0.637767321684	0.645920943723	0.665817525031	0.70269132071	0.634018390519	0.702210405555	0.703174406554	0.647010505568	0.622547219405	0.59854423786	0.614688669015	0.674702263085	0.675997791758	0.616156126511	0.608404301006	0.667617626856	0.66078764075	0.643169188257	0.583665798247	0.655794664639	0.545144058493	0.690745458632	0.678355143092	0.585566959666	0.590842142808	0.616323269965	0.719171455256	0.718452936834	0.595986127376	0	0.583192330046	0.627669590367	0.55671423917	0.645520728794	0.649060374141	0.591544605754	0.620375864154	0.590029600213	0.55016207043	0.618469486509	0.598336907202	0.653730303789	0.616253231128	0.667344821757	0.72405001965	0.728822951858	0.700124232112	0.641205523313	0.681374443452	0.71931083279	0.724335048926	0.69455027358	0.625488442957	0.672694369086	0.631127497908	0.74073162998	0.672149321568	0.709296775507	0.71245210619	0.697392791616	0.734152799267	0.709104821316	0.683127890511	0.753447269079	0.749595846059	0.751706896156	0.688656877681	0.724182504753	0.716402858718	0.7351148916	0.698247843222	0.763123679489	0.710082645543	0.705209091449	0.648251852844	0.662885424893	0.70291112798	0.723172734093	0.683405704127	0.664310579136	0.760426662596	0.708328894844	0.732936637364	0.719969932103	0.671604538546	0.716562350564	0.680561864455	0.713072255453	0.693432673242	0.730175579438	0.614375939987	0.646991123114	0.615774069235	0.597021186006	0.711010619027	0.623279466064	0.583741823145	0.710188676139	0.599954907934	0.597262720574	0.608842706059	0.669147083879	0.652526888853	0.607908002365	0.649448075357	0.694832057692	0.628222264953	0.656434465938	0.572638672514	0.651075234053	0.593850805702	0.584761875524	0.61729896801	0.696148241857	0.656728265714	0.63352645553	0.657895008819	0.604620966066	0.609358332331	0.616379609626	0.573624785381	0.60379332986	0.649866197059	0.567936156412	0.613555999765	0.718272900734	0.645779927277	0.622523563623	0.726302281938	0.710540112392	0.699937463981	0.726382911055	0.704304469015	0.705617493358	0.74091560637	0.639382821259	0.677348341226	0.703498672923	0.68847569578	0.731367106538	0.719835873418	0.629973702372	0.734732114594	0.711849351063	0.749821624599	0.709451466676	0.724052400227	0.724800982651	0.750644227189	0.708835581795	0.732748033794	0.693291157777
CS.214	0.68807195703	0.584108381947	0.657123444003	0.624815535798	0.673709415173	0.685027327692	0.674023396434	0.605064471155	0.61811548853	0.637697094099	0.680782848066	0.604911810605	0.62322866129	0.670786719856	0.597346975169	0.512429195134	0.643511652339	0.51677384095	0.572920268024	0.606795560388	0.646617396533	0.58796740263	0.654779196838	0.580598003598	0.562645089739	0.582586413629	0.550745142191	0.59341523758	0.623348324927	0.588343767522	0.611210651875	0.534347284908	0.536790074039	0.578591541338	0.589934760754	0.567382175378	0.551430151619	0.671079577249	0.625792626503	0.578185145775	0.605600213306	0.603830227935	0.612577187382	0.605753690794	0.64280315834	0.583192330046	0	0.569056538753	0.543194822952	0.558217422823	0.560562926655	0.579131830813	0.53959537623	0.574256401535	0.535394776943	0.538650424367	0.598623119435	0.58467676924	0.549772263423	0.5712428579	0.664709546161	0.600835574464	0.585586088687	0.645524852459	0.582880837183	0.614078883639	0.620639727899	0.594231038106	0.605250638552	0.625559206846	0.585585085963	0.671229155246	0.579424294261	0.624107396199	0.646005414168	0.622554744648	0.632548210292	0.598938671797	0.576227731323	0.662036376197	0.691851461364	0.676612320665	0.573992205639	0.649081315845	0.613746267931	0.697518001458	0.637798434792	0.695644056403	0.62362486188	0.62521121373	0.600465545397	0.620624606307	0.640272316373	0.623392305374	0.618963328591	0.634639263552	0.681552095912	0.6576115145	0.663286903773	0.607262555728	0.589161639162	0.640173189499	0.593248801158	0.662287420321	0.618925012726	0.625857924861	0.614599001392	0.58024629668	0.592652499449	0.575319009345	0.64345864262	0.561428031825	0.531035603907	0.625737901734	0.634537957756	0.647213905519	0.641971349672	0.575028835297	0.602961098963	0.504926253292	0.522832010573	0.606025041017	0.649315341126	0.568047658786	0.509424192278	0.629797672724	0.547088382094	0.535589405594	0.64421104819	0.567073675115	0.604902121065	0.568145312025	0.563670891137	0.558793472228	0.573007425234	0.54527890318	0.535580725061	0.554991238351	0.562875086478	0.613637582726	0.513103294413	0.594771618846	0.545959097382	0.588975877879	0.61726793605	0.625630599244	0.605154199497	0.599611245014	0.648855615316	0.619188434605	0.645797108706	0.653461635718	0.578383041491	0.633753515654	0.571889395326	0.6450430131	0.633253820489	0.611764069652	0.647906649419	0.641024518516	0.664973790177	0.597041834836	0.654537885504	0.612214062847	0.682150603547	0.633937161048	0.65172480256	0.603646491726
CS.148	0.703396571824	0.641680623278	0.663305064591	0.647899627516	0.689363851445	0.721245348025	0.690338994949	0.587369997801	0.657247977811	0.675194154338	0.686966340717	0.672312285008	0.664751597092	0.712573461842	0.653356853698	0.617408272962	0.609317955406	0.599036725542	0.611661582489	0.672744490008	0.615706010636	0.664175133132	0.67263287716	0.557000636806	0.545550668686	0.648019816957	0.576389695298	0.648071316546	0.641880598125	0.539902415083	0.634111470816	0.618085651977	0.589749610294	0.617165324479	0.584689260228	0.592085585589	0.562932869782	0.670038976209	0.593718602722	0.589159732981	0.658412389417	0.589561521555	0.668713160201	0.65470159722	0.606820246476	0.627669590367	0.569056538753	0	0.559586918182	0.584492383255	0.531715555994	0.548442519518	0.55020220141	0.560089743196	0.569830433497	0.59771962413	0.565348699365	0.619067179691	0.549051174917	0.53826239539	0.676979486318	0.673962661387	0.638872530667	0.591924710918	0.628201372487	0.660916060122	0.695930989435	0.599953451301	0.615750286411	0.625992515211	0.619847175542	0.704759258414	0.647847137576	0.657266932837	0.67621431664	0.667491332003	0.68295267022	0.679041884569	0.641968407223	0.730609713228	0.711634195453	0.695839391772	0.659492802694	0.682445041646	0.682026526901	0.714635028417	0.696581994406	0.70737172987	0.674970599256	0.653193205075	0.699552501493	0.584788903086	0.657871486619	0.686746201144	0.668916296876	0.671789215073	0.719717613439	0.69915209345	0.719060302101	0.660609200004	0.652403963684	0.631825537067	0.675199618472	0.711825631663	0.653046730328	0.687434927191	0.62959578042	0.582188938318	0.651892393636	0.648224668609	0.666525190722	0.511706053035	0.565174895518	0.672051014407	0.66845085912	0.642198796431	0.674915188189	0.661136333612	0.644861195437	0.577031640325	0.615287887603	0.684377045871	0.650303353638	0.611513187259	0.536327854099	0.603853394435	0.551299793096	0.575998943614	0.592181980468	0.647134537528	0.582560436059	0.657737083728	0.668942745088	0.559550571557	0.511074782824	0.562462867158	0.561421973193	0.499924027704	0.560477099752	0.621631902038	0.489362909456	0.614825467157	0.613846724917	0.5873290645	0.66748587544	0.649520991457	0.662403028019	0.656433876791	0.684280198341	0.657745506629	0.686650288213	0.620587535438	0.646424448262	0.677226540985	0.645171412471	0.663664272034	0.702673626913	0.607543841739	0.680193782199	0.671372976879	0.679351568816	0.668434440862	0.687694807327	0.677349216424	0.707415499069	0.678500469861	0.698014487844	0.673151811994
CS.147	0.696976847786	0.596222944799	0.646193131268	0.618624917544	0.665007533604	0.690989720148	0.692337098908	0.532444453035	0.662580882956	0.623884766507	0.676552600617	0.626326783596	0.640925224004	0.686072827458	0.616939527822	0.590162518877	0.594119927913	0.547215999815	0.572518912057	0.646654284273	0.624313380286	0.639085703807	0.678886394047	0.540085925012	0.504695286308	0.578013922475	0.539200805758	0.615078325605	0.601780677076	0.529694918796	0.607048047375	0.580386179182	0.543038749535	0.568380242013	0.5008025496	0.563600094838	0.480804526923	0.65332186354	0.598004296234	0.528469150911	0.583494043193	0.548799639965	0.647323029438	0.632651911689	0.637367086596	0.55671423917	0.543194822952	0.559586918182	0	0.545223786546	0.5535937385	0.51465109525	0.487955571469	0.559447134903	0.482800841268	0.517274828275	0.56694934439	0.55952056759	0.520863577653	0.584666822445	0.66673707219	0.653861447243	0.616567602882	0.579810631366	0.59146630611	0.620418057158	0.652528268627	0.57114359941	0.573890519672	0.587677412587	0.540432142213	0.681539163081	0.588460744288	0.612824413049	0.68431826383	0.629138576286	0.651010928512	0.623605420621	0.59349294489	0.683526727898	0.686575154131	0.704219586883	0.622757524464	0.677084927913	0.633202301783	0.687231387045	0.667211981816	0.688460552913	0.652887227646	0.628975995474	0.632901701622	0.587039855712	0.644762405872	0.663308498599	0.643961460503	0.621796942873	0.711998392985	0.682122983643	0.66872262707	0.641455948217	0.623127495627	0.62699417533	0.616018630169	0.684310283641	0.621009156561	0.654418359546	0.581134158187	0.568160285187	0.582030553106	0.592840811971	0.645041835283	0.505719552259	0.513810262703	0.654959176045	0.614822540472	0.589072944317	0.624543078677	0.607668244088	0.602924646184	0.526268137587	0.540712302734	0.642782123558	0.636738056466	0.564199515591	0.506508306733	0.603612548331	0.493751645263	0.504378723901	0.552774161102	0.614802883291	0.583211319913	0.574235411692	0.625070373314	0.513891172051	0.496228949835	0.509681908413	0.48010724909	0.531410143949	0.526378668899	0.572667181189	0.513433041631	0.638590083775	0.558182633471	0.529489176708	0.655447385521	0.632883843538	0.611061162198	0.625863009605	0.657241628873	0.624333817932	0.664879671673	0.607627903188	0.597372959226	0.642726328599	0.603510135993	0.63804320367	0.673463877077	0.55342687253	0.641931234573	0.654185198682	0.684026037714	0.62615798276	0.680410066725	0.634872795163	0.690998264036	0.639320152769	0.668229417845	0.63633443912
CS.395	0.669852657864	0.592108635051	0.60212775973	0.583308627615	0.623081080338	0.647676103888	0.656357623891	0.598202799552	0.630690437957	0.637269434615	0.606698800781	0.629420350086	0.669890040906	0.663010394213	0.619846227271	0.573796615667	0.665480123601	0.566271504326	0.574884993575	0.622513886361	0.670338644629	0.617848872337	0.654022805414	0.523000493559	0.546497904138	0.633868242198	0.514470716716	0.647143411628	0.591191235904	0.591992255168	0.642763117029	0.551852840886	0.538458231544	0.545637900652	0.572443672045	0.558185043407	0.582942890373	0.640491492647	0.601133643426	0.638565133657	0.668443193061	0.576316693716	0.642977017328	0.594544013193	0.691279776903	0.645520728794	0.558217422823	0.584492383255	0.545223786546	0	0.500099467383	0.556979570765	0.469168967491	0.574021469073	0.539239744297	0.467507750513	0.613267384051	0.532394976746	0.522393191527	0.542702070432	0.62655536954	0.629245303115	0.610859230832	0.643673755463	0.604557099722	0.626239341347	0.630078810099	0.617323334656	0.649977401409	0.566835242781	0.591795586709	0.62127915868	0.599259056887	0.637657290373	0.672193613556	0.653193558298	0.656462778156	0.610818303749	0.630816780487	0.671637880899	0.666613969938	0.667669525627	0.597723188205	0.638055118675	0.61682028209	0.639200623535	0.617065137119	0.66436523675	0.6465685293	0.62811694449	0.688356563904	0.613871335183	0.608684945513	0.608027956731	0.684166906891	0.64678639951	0.700717804991	0.72209360855	0.658933797992	0.603556101904	0.598564541417	0.639193640335	0.642831643993	0.711818482634	0.599287310641	0.646786990653	0.636840864018	0.563214981886	0.594284000185	0.616209265469	0.689926032195	0.549653161414	0.533581290895	0.661570476975	0.684066038143	0.66574529432	0.692988624578	0.567011718869	0.691376395498	0.576946322599	0.605868953348	0.651451180268	0.704730926395	0.502517213267	0.512002225836	0.617335405702	0.555953481677	0.539006652597	0.658826023758	0.557604034206	0.580761872955	0.644444846133	0.663210199527	0.575457274977	0.553376112034	0.520106574349	0.55142258372	0.531098443486	0.495582747062	0.644548091794	0.530598628826	0.574730713229	0.538535670263	0.578589561595	0.642419059215	0.649328288984	0.654761319813	0.630228522802	0.63701256944	0.620958244843	0.627373931964	0.650240597961	0.643162702455	0.656161105064	0.614896824934	0.656894197356	0.66365957439	0.616498188215	0.661067521667	0.665797002835	0.698926569169	0.614366575927	0.709636789197	0.639109799103	0.683398673359	0.669051868924	0.655139588394	0.623600466438
