CS.313	L.005.M1	CS.245	L.002.M1	CS.099	CS.017	L.008.M1	CS.259	CS.005	CS.021	CS.043	CS.059	CS.261	CS.280	L.007.M1	CS.377	CS.155	CS.230	CS.269	CS.153	CS.067	CS.066	CS.382	CS.161	CS.287	CS.334	CS.381	CS.367	CS.388	CS.305	CS.236	CS.375	CS.205	CS.378	CS.232	CS.125	CS.380	CS.302	CS.376	CS.126	CS.128	CS.282	CS.374	CS.136	CS.224	CS.182	CS.178	CS.183	CS.147	CS.386	CS.214	CS.256	CS.323	CS.389	CS.148	CS.129	CS.348	CS.395	CS.254	CS.385	T.CS.025	T.CS.067	T.CS.071	T.CS.023	T.CS.014	T.CS.038	T.CS.059	T.CS.041	T.CS.019	T.CS.024	T.CS.035	T.CS.022	T.CS.029	T.CS.072	T.CS.016	T.CS.115	T.CS.161	T.CS.111	T.CS.122	T.CS.107	T.CS.147	T.CS.129	T.CS.128	T.CS.105	T.CS.126	T.CS.110	T.CS.178	T.CS.100	T.CS.180	T.CS.134	CS.088	CS.238	CS.237	CS.241	L.024.M1	CS.082	CS.006	CS.356	CS.103	L.034.M1	CS.246	CS.110	CS.085	CS.242	CS.015	CS.150	CS.311	CS.191	CS.387	CS.347.0	CS.345.0	CS.274	CS.228	CS.234	CS.338	CS.233	CS.363	CS.346	CS.164	CS.336	CS.331	CS.343	CS.080	CS.112	CS.223	CS.319	CS.318	CS.194	CS.361	CS.163	CS.322	CS.320	CS.202	CS.321	CS.339	CS.270	CS.390	CS.253	CS.145	CS.326	CS.393	CS.262	CS.255	CS.370	TFS.021	T.CS.043	T.CS.031	T.CS.049	T.CS.055	T.CS.026	T.CS.045	T.CS.066	TFS.027	T.CS.064	TFS.025	T.CS.036	T.CS.061	TFS.020	TFS.022	T.CS.157	T.CS.152	T.CS.158	T.CS.109	T.CS.095	T.CS.166	T.CS.141	T.CS.151	T.CS.142
CS.378	0.701442878598	0.708192684742	0.651906385477	0.668649384503	0.678788547863	0.679278419909	0.652918958652	0.689656095462	0.702298640674	0.647843704744	0.626122699477	0.689326524847	0.701281427711	0.706029949544	0.716479311647	0.652606864758	0.685493216822	0.60335819608	0.65631475406	0.646147334843	0.622354597008	0.64192829797	0.654357925082	0.621050399251	0.663088874889	0.630443911774	0.645006041839	0.611054121591	0.663161117043	0.691659127691	0.656506725747	0.611350610664	0.634356453207	0	0.649901265159	0.614279151326	0.68864177977	0.63344394177	0.604797653711	0.662741357554	0.645114199821	0.648580839035	0.610232820205	0.626516132753	0.643010901638	0.659789183647	0.651433007911	0.611905245732	0.607048047375	0.615123864711	0.611210651875	0.624294471614	0.651638624631	0.604371564004	0.634111470816	0.642469314924	0.683072913975	0.642763117029	0.638565050877	0.661734183527	0.65646207554	0.677935696228	0.718206018173	0.715678613957	0.67544983739	0.70873846599	0.660283897183	0.675619352838	0.63337147981	0.676108339939	0.677147013543	0.662081014234	0.623545710761	0.681825058803	0.65075131651	0.717912670471	0.670706055598	0.682295551307	0.695609366934	0.711993659081	0.718853436933	0.711221768722	0.690988243084	0.707344692574	0.698270284235	0.707047133256	0.698268512055	0.714517802293	0.660688960469	0.686689805833	0.659267759821	0.670714537062	0.60265345383	0.705114222158	0.681847729119	0.670803511121	0.651962485447	0.646561001727	0.644850302759	0.663078617522	0.662219992538	0.635822751993	0.667474627777	0.667418755751	0.69912312318	0.618320342007	0.656535345822	0.68718342876	0.620137650066	0.621471945307	0.623047324067	0.627026549156	0.622749439721	0.629097873444	0.636275670558	0.655686452975	0.604279307388	0.641379649906	0.65795951347	0.643633602454	0.650475135353	0.611660340002	0.61091863452	0.583448174296	0.629549520518	0.63878953225	0.616230008739	0.656431325666	0.613331990916	0.589537489956	0.622961469496	0.620949225525	0.631785460831	0.643486654301	0.618560314429	0.621300259198	0.636840500413	0.511180193812	0.67103232461	0.609051332234	0.643984076462	0.619752591543	0.628781090926	0.650667515088	0.674798769864	0.683325401867	0.655883364406	0.661108002457	0.694981154016	0.660847537252	0.675698106272	0.699367540171	0.702671971568	0.684054719092	0.667279417054	0.64504869069	0.688061389291	0.710897239102	0.707741106323	0.666034351298	0.664948491803	0.695801311311	0.711517231602	0.725185964899	0.685539564965	0.675027226461	0.694781824144	0.694991866464
CS.232	0.533426395635	0.59519432061	0.600315040808	0.660060469605	0.551244960605	0.601261327705	0.645000802593	0.562125351538	0.482129584987	0.610797576035	0.537413975052	0.5284020539	0.535440492768	0.554528129687	0.581787033122	0.565452160077	0.554068477451	0.663847138238	0.729749342173	0.487598359882	0.698600933711	0.584197349016	0.599283971809	0.613123987482	0.567397502809	0.64322724276	0.521235241195	0.702721737015	0.695398894961	0.537071418819	0.643015914916	0.601287663724	0.674268245314	0.649901265159	0	0.619193726865	0.574680653591	0.691525692572	0.613648675992	0.518560978016	0.55665271544	0.632317360419	0.618801210315	0.507194667933	0.72352069749	0.518044528195	0.550788693783	0.67868692002	0.617103788518	0.683334088373	0.601323200639	0.597439978301	0.550079904992	0.608333551423	0.619892525385	0.559150737885	0.56117935961	0.570923874149	0.590784754742	0.56973227786	0.553740590742	0.576280162113	0.572137273184	0.723931692034	0.548652686546	0.544009980194	0.580569944718	0.56139659693	0.59273246832	0.554201121021	0.561044566589	0.587007502911	0.525112656077	0.544036712787	0.557266453087	0.542928217369	0.529242365919	0.581636080684	0.544433734414	0.571339412144	0.567881963433	0.543229492743	0.545134847097	0.567785608951	0.520259618085	0.538985074013	0.539885821399	0.581364516589	0.564736163702	0.570598230272	0.678548504512	0.543392973099	0.533609731545	0.517100637959	0.629063951179	0.470414494279	0.533356395516	0.668336268861	0.497321363545	0.603212624168	0.521258210533	0.576547549132	0.492216875338	0.532360095045	0.605971642246	0.505244315414	0.590214235864	0.545913440368	0.578091345306	0.651115953175	0.709105009029	0.653994169653	0.552886397744	0.611421230764	0.562433871778	0.466943378104	0.590549153135	0.702281737647	0.654979535138	0.562973560402	0.530866423754	0.626202825007	0.549015359309	0.562722125921	0.584802239543	0.618520257819	0.601669380598	0.724333449168	0.643003821219	0.547164237833	0.632526443548	0.555067241711	0.634657668838	0.569558084957	0.641959304141	0.584449945761	0.574624149433	0.675007964409	0.56438302526	0.58463791583	0.605993989678	0.659888418954	0.574606756187	0.588393752175	0.618854371098	0.575432190469	0.581461040516	0.63129272381	0.588586762687	0.703623644252	0.597746946741	0.57055657336	0.590185869993	0.560206804114	0.604484658005	0.540741363303	0.601147101527	0.545784097942	0.546441635433	0.587082113513	0.541267428649	0.53907845103	0.552961186384	0.570492314016	0.538875653697	0.631713222011	0.582992606466	0.639953201613
CS.125	0.658722126859	0.686516945681	0.628261297061	0.625286933451	0.71067518382	0.697719758912	0.551915954246	0.652660558006	0.682192160574	0.532094176665	0.604635058214	0.644097621319	0.650026751358	0.668315097551	0.681689476281	0.517196139338	0.577129705412	0.540868859867	0.60410482251	0.634809642003	0.644701193798	0.685388265519	0.53366096451	0.531019220614	0.553927785118	0.52113245619	0.57595526561	0.573159301455	0.626791291162	0.61085409469	0.647980104185	0.553239488034	0.512243308606	0.614279151326	0.619193726865	0	0.60470766082	0.56225060856	0.481226515523	0.545790698674	0.514613082084	0.480710552285	0.537983379342	0.560640953503	0.625553837121	0.490262326011	0.589095630821	0.566036622524	0.480804526923	0.582539859757	0.551430151619	0.501264324366	0.50040051622	0.469515069868	0.562932869782	0.58837707282	0.557840130136	0.582942890373	0.482853098764	0.51995755405	0.594257027129	0.620841444169	0.617489140114	0.690462760927	0.624357130082	0.676687745084	0.678809560132	0.604338015047	0.6175376305	0.595701004276	0.628657766127	0.601035269264	0.6091223119	0.622608568276	0.565753820029	0.672976243588	0.619707439242	0.625547144325	0.618633582687	0.624555077257	0.686508937982	0.648715344594	0.616899897793	0.709860610274	0.589072390674	0.65560803527	0.649913735953	0.69236688865	0.651251552107	0.632258078015	0.686756594805	0.647272918358	0.590004212973	0.686050848466	0.666811211022	0.651133370675	0.626284627999	0.619183804733	0.645579229177	0.605611658364	0.595776240129	0.605529145214	0.645624403038	0.620265452101	0.706726057736	0.575889436324	0.623979869504	0.653087778886	0.499413364189	0.581992607958	0.625794530285	0.525465466997	0.638545288126	0.58666375872	0.574054379842	0.68103745541	0.507100792131	0.613682072664	0.69827820425	0.550501029882	0.551245534235	0.507250710087	0.59674567588	0.589463221021	0.466959863723	0.480528869595	0.484210757331	0.5570387202	0.554211557342	0.592245890882	0.514226924329	0.483239488178	0.629955988092	0.626694323907	0.579454384232	0.511365003599	0.528384055961	0.591854153281	0.534400521629	0.479541553959	0.607107783433	0.556041014662	0.530768442891	0.524145759981	0.652947276198	0.644043084877	0.630021379171	0.563548741085	0.622652508218	0.590018516385	0.639382617196	0.669888857093	0.629659584155	0.633147525914	0.561347149103	0.649350008573	0.595647678093	0.651239325303	0.662031324512	0.66437528335	0.615399426534	0.623048811231	0.660105778302	0.696327388725	0.596173311138	0.662745226126	0.645534377275	0.651722558928
CS.380	0.546801281114	0.535622026526	0.561645893278	0.632347201719	0.604077217103	0.60753043162	0.630723296672	0.469753210673	0.555968001893	0.608564359007	0.59134288251	0.529057161288	0.487904683179	0.545480431433	0.53259396906	0.626069695165	0.473677689423	0.682814778134	0.751048268741	0.580466087704	0.735981052143	0.613642876748	0.477708667245	0.66569228528	0.599657450392	0.660057037516	0.463847759088	0.725361353888	0.672566833159	0.462858374461	0.697833156602	0.585484510056	0.642859469101	0.68864177977	0.574680653591	0.60470766082	0	0.68650756263	0.61313647718	0.458232284469	0.528954784129	0.638486202017	0.654523208906	0.628661421361	0.735368172264	0.542743767256	0.553773105495	0.703215204467	0.632651911689	0.690731148987	0.605753690794	0.623555280969	0.571051144272	0.598933124081	0.65470159722	0.595755747305	0.55953704083	0.594544013193	0.600108389375	0.593335542773	0.50490993588	0.49189466528	0.461311040843	0.749429737276	0.530264563234	0.572005400721	0.617626938526	0.507229840497	0.614875100352	0.513353577061	0.504392565138	0.539084576774	0.623618463813	0.484969889856	0.512347414508	0.521845174957	0.567346430004	0.510789029654	0.487114979676	0.474126733073	0.505230629965	0.539185192206	0.544849971715	0.630798671619	0.46481734303	0.523355612714	0.523695913284	0.547227525205	0.588296358491	0.517606129386	0.664723493312	0.58056782995	0.65140750255	0.544644489164	0.58346321789	0.557018130811	0.563598625217	0.689749233768	0.591458316626	0.582090372337	0.51134595102	0.656541238971	0.564858684549	0.512135095227	0.617798014299	0.57464640368	0.602071558459	0.478366825159	0.524837561009	0.682385882429	0.768523255322	0.620919356911	0.641005589996	0.656993776544	0.602155135224	0.638910898138	0.601945321148	0.739264464807	0.764366209496	0.531972764494	0.547168111547	0.619218365474	0.586765633552	0.642188461049	0.610889084433	0.587438195641	0.603159342984	0.726303939213	0.649779695906	0.658308705623	0.648819477104	0.541575620912	0.627341296056	0.523026884411	0.596395517932	0.619631955826	0.585795870227	0.734456038434	0.508882390126	0.589187695188	0.653692030119	0.604927633085	0.553093760689	0.573639616994	0.525814281081	0.51358514462	0.540242043721	0.608321463851	0.555505904587	0.665888448033	0.527805159494	0.528769181033	0.499738741928	0.474730195394	0.5034390939	0.586104465599	0.522956576619	0.470749128977	0.483751958994	0.571381979737	0.495496488331	0.478601043642	0.521427369934	0.551208341397	0.514654577232	0.556264430069	0.51793518909	0.557847896683
CS.302	0.739901133994	0.74041744101	0.667010957624	0.692543865418	0.759870738748	0.722477341979	0.642064406068	0.708260659977	0.737061096974	0.582362653268	0.661008719449	0.703566971259	0.731915718775	0.731263231311	0.7339052004	0.626699854244	0.656080367085	0.565426555817	0.587816531173	0.663142669351	0.615875228499	0.7268486535	0.635885016112	0.578726599809	0.642550927406	0.616859179813	0.673643912582	0.578242179785	0.59474857486	0.714047930206	0.69780087107	0.609879796036	0.584706201822	0.63344394177	0.691525692572	0.56225060856	0.68650756263	0	0.582128866663	0.650770726708	0.665886393882	0.594194008325	0.599297026999	0.630298473582	0.60736028735	0.632223022704	0.68409677339	0.630080825607	0.583494043193	0.642888753144	0.605600213306	0.633387847725	0.623644216146	0.558518834466	0.658412389417	0.682610993412	0.66243410154	0.668443193061	0.619699189448	0.63721434104	0.67651484377	0.667883036748	0.698409439296	0.617784082399	0.686769680357	0.738195056249	0.740434865253	0.678921565059	0.648145462246	0.654555841971	0.686076200877	0.683392833214	0.667890228752	0.6955550661	0.647986301891	0.74957764415	0.71149027361	0.697852889165	0.689968240506	0.734816154343	0.760822002568	0.731062886899	0.699034034349	0.762101350742	0.695172997091	0.735772733109	0.741037072461	0.74623266286	0.723245950758	0.689360725811	0.704471703115	0.70478737705	0.613614255574	0.747129954757	0.727419756573	0.729666286707	0.678270762194	0.593518290961	0.693951024126	0.715150469358	0.69432900757	0.638148875452	0.715327021046	0.697152709101	0.755930016965	0.655373541558	0.702368263986	0.700635075904	0.597809567374	0.645162075028	0.593459186652	0.550120361773	0.668208205001	0.617147176725	0.661029098017	0.708209864065	0.600428176006	0.639328026501	0.678924047862	0.633652053237	0.666272941963	0.589905751887	0.650894127814	0.62868295802	0.604838287235	0.57536322616	0.582544067095	0.608149620478	0.598815499028	0.627054541431	0.626042393746	0.609845481331	0.623571219617	0.704763016223	0.596329134478	0.617984222298	0.635983287617	0.615200676259	0.671897441319	0.624573274502	0.683245408337	0.594616940778	0.648381073294	0.659840410044	0.692870740742	0.681495417226	0.69423634677	0.598800910907	0.707423099434	0.574252020008	0.66393059478	0.735669114305	0.702215949542	0.710780234667	0.611965814648	0.71609836957	0.652813342283	0.733435376521	0.737674874869	0.698235226129	0.670474985291	0.715248805754	0.75862070849	0.758695164856	0.703121228516	0.724232510874	0.728269275205	0.70387647265
CS.376	0.681835677209	0.685877483267	0.608776393383	0.595402019799	0.697131763154	0.678211234635	0.569605284867	0.646007030729	0.687984403573	0.525609261062	0.583858847292	0.643968645144	0.641578027766	0.686518119572	0.6925308795	0.544429335685	0.57349278218	0.55366374254	0.603778080035	0.619198298256	0.607069968438	0.679421622167	0.562980367331	0.520531465483	0.533217257688	0.522519276711	0.580311703718	0.566323118835	0.635081256714	0.629182244018	0.639025250538	0.542375451794	0.543462679948	0.604797653711	0.613648675992	0.481226515523	0.61313647718	0.582128866663	0	0.553441590319	0.546117187558	0.519002151678	0.518802998396	0.555571850293	0.623918310103	0.537857100053	0.606650125312	0.548175079804	0.473771774746	0.608893772806	0.563115906541	0.537631198048	0.513982706488	0.494583165903	0.571739003243	0.586733567552	0.569916846269	0.585255203686	0.512665318812	0.559992381416	0.616458496636	0.619456836248	0.638373817906	0.688537696208	0.615468124612	0.685637220892	0.681536462176	0.604512381298	0.623484584622	0.580075406197	0.630934748934	0.611024399139	0.610644687109	0.633807970257	0.566038795781	0.685829612399	0.625810669839	0.641202209687	0.626560750363	0.659999666306	0.699938790183	0.657379146532	0.624089542556	0.704017813547	0.625927601837	0.655453858017	0.67917016208	0.697783100457	0.674455132722	0.653761865639	0.67073585828	0.633541336762	0.592645973556	0.679263436708	0.683449572889	0.662275420941	0.629743842688	0.620667069642	0.632231703167	0.624467535754	0.632717093659	0.603185399006	0.647831730152	0.630290771033	0.697109494702	0.574330237014	0.632569334778	0.656376144207	0.512483333257	0.57507384018	0.601429022025	0.545939880214	0.630549401057	0.588040998948	0.586097094775	0.679714650563	0.477571767701	0.584483086488	0.684359718375	0.547991588063	0.56878009585	0.502693152609	0.585989583956	0.56858087459	0.502468855322	0.473592180107	0.487000541547	0.601312390504	0.575210392154	0.580676253435	0.505884470171	0.504555068911	0.619736600328	0.635791527404	0.573214717324	0.515464649221	0.537593227679	0.606527081536	0.563996941432	0.52270433209	0.597870307891	0.53222310164	0.508852315564	0.529042644829	0.639571602516	0.637029129015	0.623544438063	0.536855338111	0.633767823919	0.633141673591	0.622699913812	0.681337483771	0.627991737251	0.626604949418	0.577024847723	0.641295332598	0.586483997055	0.656359874919	0.656256360482	0.654894508668	0.624732749806	0.641497783378	0.687659031599	0.705642378323	0.618677193342	0.662645899991	0.659824632285	0.653000293029
CS.126	0.544803411308	0.557980950747	0.5483570838	0.624185181797	0.615095492067	0.616688159801	0.616701998963	0.495321590566	0.552895552678	0.571149258636	0.553991775959	0.512427333946	0.497575250761	0.550837177249	0.526303007971	0.573873582825	0.49453401939	0.634474451487	0.715399399155	0.551327489386	0.707439444621	0.601871581483	0.461425012325	0.623067305483	0.541744191226	0.612669861115	0.460709891499	0.67462350171	0.632943303835	0.484046455758	0.695612850944	0.539055275194	0.628550895092	0.662741357554	0.518560978016	0.545790698674	0.458232284469	0.650770726708	0.553441590319	0	0.496087078046	0.58981461193	0.612111975816	0.57262501379	0.713095141561	0.47176658191	0.519239036614	0.660727288477	0.580386179182	0.66651615454	0.534347284908	0.56491629721	0.520021364912	0.543577613157	0.618085651977	0.560786466984	0.51850057953	0.551852840886	0.53228749643	0.549090606434	0.481737418071	0.477196444766	0.463295700811	0.677332547927	0.523764867324	0.582689289531	0.635327120547	0.502594803182	0.565278746618	0.472262712023	0.482726753938	0.544349034911	0.576611609415	0.504001074381	0.470142026501	0.532489329462	0.568098240917	0.492796862201	0.467074838112	0.488849028109	0.559331150482	0.526634561666	0.551104107574	0.6349518106	0.448730900135	0.543586990576	0.533502105925	0.565633393362	0.578943936258	0.514018059889	0.676424227253	0.575365034883	0.615190787875	0.559699088986	0.593563572355	0.552050696708	0.543559822921	0.640630256903	0.570833244366	0.580134864072	0.51169015511	0.607719398354	0.551469531556	0.480954954756	0.624035865601	0.537158032934	0.582822049463	0.475290633742	0.47236106826	0.633177856427	0.726293163117	0.580435122274	0.615886697678	0.607973628814	0.56484781846	0.597237178565	0.546677045296	0.716347257842	0.726782088089	0.497874053429	0.499813478737	0.570490603616	0.564286565927	0.613218184447	0.536617707392	0.556233224994	0.560276583102	0.671321621697	0.591385691215	0.609283521587	0.60335952873	0.493218106219	0.583140845341	0.505710698232	0.584557029029	0.560792903505	0.556424365574	0.673851172643	0.445022937173	0.538313315108	0.596498929366	0.589224053919	0.515626644049	0.556825053337	0.538269243182	0.500815008865	0.524513726527	0.585985892422	0.551704065838	0.650369835198	0.528391171788	0.533472640129	0.495308838313	0.485245070097	0.491136714605	0.579540252095	0.504417974845	0.497566094858	0.497998883193	0.552943480427	0.459577333462	0.483904215352	0.532452418289	0.570927809947	0.494565530605	0.580515290104	0.509144878701	0.563593872479
CS.128	0.592316118378	0.625487975842	0.613068254643	0.627460468284	0.640879887104	0.621781504558	0.622719339351	0.584768262467	0.606233448657	0.586573116714	0.580309996593	0.572651544857	0.567020928698	0.599817325163	0.607480373744	0.541496919678	0.563349692722	0.622999562437	0.710384861249	0.582359778856	0.70889526474	0.6334518853	0.498392917003	0.596444476616	0.556070113703	0.578353306272	0.517334889036	0.682026412576	0.686724053646	0.5452060418	0.631278775808	0.543704505615	0.600983627204	0.645114199821	0.55665271544	0.514613082084	0.528954784129	0.665886393882	0.546117187558	0.496087078046	0	0.557665046343	0.594397084023	0.557311963128	0.685451178809	0.495975608191	0.537694807986	0.61709477676	0.543038749535	0.648402509459	0.536790074039	0.504281452287	0.481526501415	0.57251179249	0.589749610294	0.562248678543	0.554103426249	0.538458231544	0.511052630505	0.504704617311	0.550133666266	0.586877974081	0.550633640928	0.744288332733	0.585655366359	0.622912136572	0.649151664132	0.555201024893	0.575660636549	0.553902892796	0.541388853104	0.518645059871	0.58114025649	0.5564543706	0.540435421802	0.607624598584	0.606101144591	0.563462242293	0.547515417246	0.550367707611	0.601585357098	0.583928110511	0.571021504376	0.666983854368	0.512940941383	0.606819214999	0.568318984914	0.616988278788	0.602205284066	0.590454480229	0.645946203088	0.576879932509	0.595004371882	0.586886350464	0.634243966115	0.603329774379	0.581846257293	0.681761128946	0.59615355505	0.564360710327	0.530306888816	0.601465402133	0.608528214246	0.554542104043	0.631235962446	0.538704418211	0.576452102649	0.593973392311	0.515337241969	0.63906513715	0.716215831736	0.594412261476	0.6169308579	0.635500760833	0.541817103028	0.631181518484	0.534373432744	0.707956473318	0.72950350745	0.518288651691	0.493776909133	0.562995487235	0.582581636193	0.5966408501	0.510716140163	0.503227974299	0.531414230607	0.67424967731	0.573334762342	0.621515016322	0.550594415454	0.483041203	0.62108448035	0.542467190135	0.595484269387	0.547295261466	0.543501973896	0.690567547829	0.4956959608	0.556120031797	0.576362961832	0.577270264598	0.534977764558	0.511870138529	0.597493942136	0.590296169524	0.583621726925	0.616036890474	0.575300975819	0.693964761265	0.611165067621	0.606301091884	0.573561161107	0.54740850556	0.564270509341	0.596122397035	0.548994696545	0.594296082461	0.582610666787	0.632741223678	0.584677902759	0.548142935025	0.582361556301	0.61895866944	0.544143731217	0.62151397826	0.578532102686	0.626119622196
CS.282	0.691718754956	0.712623033209	0.661754938583	0.645048195323	0.72308628535	0.698515197329	0.569179921925	0.671507234407	0.695782217174	0.581361826243	0.625010414174	0.685856399774	0.681815818634	0.702110579932	0.706105937859	0.53960428185	0.602692479682	0.554951443533	0.611363529619	0.629414497645	0.64797941603	0.702628405563	0.578875166054	0.560645976568	0.571461863508	0.562091893031	0.594249645097	0.615359714945	0.62059088166	0.628641643738	0.630821767852	0.575724851908	0.523298972232	0.648580839035	0.632317360419	0.480710552285	0.638486202017	0.594194008325	0.519002151678	0.58981461193	0.557665046343	0	0.550817982949	0.571965792018	0.621174658827	0.536379851773	0.634257580558	0.55149993204	0.509210889594	0.616242354413	0.550643154067	0.531858564394	0.514641308279	0.523762015913	0.56412892861	0.623947337214	0.587984595732	0.589911004514	0.524299280625	0.537679167174	0.624987092684	0.635450908609	0.640861455445	0.72586369921	0.626329043217	0.688315572884	0.694620077437	0.643448807136	0.626072415992	0.625232917656	0.647913624252	0.629750689972	0.61689056181	0.664661394626	0.599157674844	0.711803128406	0.670063442138	0.687416662333	0.654629054136	0.677367716917	0.718342512023	0.681150426023	0.639057271653	0.722310391537	0.627177300082	0.67675950648	0.670901655589	0.716050114796	0.681932731604	0.663751751083	0.716795282139	0.670059421554	0.573929006044	0.709418809854	0.712425527257	0.65570333583	0.649635314488	0.668354664946	0.654156436549	0.641279994235	0.626927644945	0.612554061255	0.67583855954	0.663703871175	0.712032124175	0.599223336242	0.639406111349	0.66673928314	0.554805440657	0.58549711848	0.620818465965	0.535246184828	0.63985208919	0.614180502706	0.57749390911	0.693625384923	0.512780033099	0.617398399483	0.709964413153	0.5693906188	0.561097830486	0.495633828635	0.612756478426	0.587402726693	0.498626489992	0.482596634283	0.443730217451	0.567595599204	0.560362887215	0.606385493289	0.504767368351	0.521097714822	0.64833750998	0.650991959602	0.593900450856	0.536506763429	0.51836550048	0.642595171729	0.583254806946	0.521720031764	0.605864058451	0.601867235635	0.537766360658	0.560833385565	0.664764188388	0.649929099991	0.66883205128	0.546912200467	0.66733922471	0.660732081784	0.659324965824	0.698982421727	0.662307415887	0.6745029621	0.599138523088	0.679738613948	0.60374488639	0.682695512526	0.684721397444	0.686146790911	0.653175014114	0.652437603456	0.688527179229	0.725741216468	0.634728331064	0.700809553911	0.679102251474	0.670315075129
CS.374	0.670260835993	0.681641501422	0.626572589731	0.61263531232	0.691865659601	0.664223398401	0.602446646202	0.680394144006	0.682768859504	0.574881927048	0.603671577464	0.628493573134	0.666914643421	0.677191558095	0.693614053037	0.578643875337	0.613740582774	0.619391226179	0.655188426592	0.632108143393	0.624534285062	0.674146511434	0.608683781426	0.527245667795	0.556920043629	0.550337311463	0.605058121766	0.587488891894	0.679171967809	0.654784088672	0.629039892232	0.553424926435	0.559066578851	0.610232820205	0.618801210315	0.537983379342	0.654523208906	0.599297026999	0.518802998396	0.612111975816	0.594397084023	0.550817982949	0	0.573437206374	0.624012694137	0.576709983524	0.636567852215	0.579335016591	0.548799639965	0.597054136789	0.603830227935	0.54631413856	0.537793994684	0.555785231034	0.589561521555	0.592107650892	0.623122669166	0.576316693716	0.540963196312	0.554429763801	0.628889212961	0.629888339584	0.657952954927	0.727035067093	0.64250645812	0.68340185599	0.677978071255	0.634100020704	0.617290308094	0.59938350261	0.644855335522	0.627171602664	0.614693362517	0.642480310232	0.60750420784	0.677776911167	0.649040872204	0.665909141666	0.625358778664	0.676581300956	0.69488763144	0.664190259245	0.644268282876	0.699952110976	0.656974367071	0.659941569101	0.663961838608	0.695233826937	0.669588567505	0.656615700444	0.696605233474	0.650899631363	0.581999097278	0.678434053414	0.668226650756	0.656926382701	0.648716889893	0.658601987328	0.630715759843	0.624184791281	0.642074689029	0.586603191766	0.644630813152	0.635308887769	0.699406971199	0.588309152627	0.630097657898	0.660418113593	0.553499084398	0.602264853436	0.640452654469	0.564059538961	0.603214065405	0.627573534289	0.559316070979	0.645923689083	0.551074008072	0.664943944118	0.661305263508	0.613610052719	0.565130131674	0.545321760268	0.607189833184	0.575283462832	0.564628756424	0.542498044322	0.517881888762	0.605476935323	0.596910062016	0.605204452473	0.543494405572	0.550675970199	0.641061772404	0.638919692215	0.616797209377	0.567088970053	0.584119813534	0.608035662525	0.571923866224	0.549970112145	0.600852116359	0.577648468128	0.541737842007	0.571147483263	0.647068128834	0.666364997592	0.631565752637	0.572004532834	0.651380562117	0.646444186776	0.658964308933	0.685724567718	0.661080419796	0.65050833589	0.619007387332	0.64068919635	0.62943118816	0.674922919026	0.677997853247	0.674644701724	0.646469085614	0.647163788363	0.68799866434	0.693205079182	0.623820486434	0.6691847178	0.680498360125	0.678973496801
CS.136	0.634855015627	0.675692280642	0.627187731737	0.656829641241	0.629563827483	0.626154189295	0.604283617383	0.627198358804	0.60928701007	0.556096056637	0.562038652241	0.594918465402	0.626186940475	0.670300121084	0.676522108846	0.548000518817	0.604904810682	0.582523764153	0.658735904936	0.476951211098	0.632463205683	0.618977337124	0.605195616082	0.516953955343	0.550234778003	0.574559366502	0.559042890291	0.636082409248	0.659186477961	0.621967572881	0.58708327939	0.565400595896	0.610503083907	0.626516132753	0.507194667933	0.560640953503	0.628661421361	0.630298473582	0.555571850293	0.57262501379	0.557311963128	0.571965792018	0.573437206374	0	0.689980687344	0.545912854191	0.597028158913	0.612961871298	0.563600094838	0.6600464945	0.567382175378	0.572940959002	0.546325581568	0.560250558267	0.592085585589	0.585640880141	0.580313141888	0.558185043407	0.569933587274	0.535536646105	0.596842751445	0.603091400354	0.611332932756	0.705730590691	0.594426879987	0.64334129562	0.614197607564	0.60156140631	0.596032970972	0.570813734377	0.60171603746	0.593350058041	0.542855702577	0.598659622147	0.593344226645	0.661220302627	0.615643371349	0.644182305908	0.613927526377	0.655722287172	0.672635940595	0.64193837017	0.61662659933	0.653920477836	0.611973683143	0.634098133773	0.633643525253	0.654146833415	0.626932988553	0.631140597486	0.653466017512	0.596155055685	0.521341002975	0.657476488346	0.666964326214	0.554307492627	0.570763700771	0.663624897769	0.567237858169	0.617508006549	0.600626040197	0.552692623271	0.548744127779	0.607632868862	0.662766056719	0.53659282847	0.5679940898	0.614566463732	0.539183918998	0.587618665632	0.635308548989	0.601757588437	0.53206855853	0.617634010591	0.559865504183	0.580926814717	0.525913351688	0.624964287366	0.598369166904	0.55329261667	0.549760057745	0.590549458364	0.5245003337	0.479463896812	0.537717782775	0.541853940003	0.538739572018	0.651941644713	0.576694640801	0.491538272483	0.579163358197	0.531461808393	0.63522076944	0.622672532184	0.606997584566	0.543567752205	0.567639609512	0.636080106271	0.569221803178	0.566630269217	0.589209244262	0.620695945012	0.566880008733	0.575824701674	0.628779967913	0.617721549504	0.615591315968	0.608459710618	0.60961338009	0.662219063443	0.617517460764	0.652144960285	0.628867813785	0.621150988828	0.597726893226	0.607232738005	0.606699391963	0.630634935643	0.642960925131	0.642505302596	0.609474144617	0.634689913165	0.658514815083	0.665175484608	0.606519449858	0.679238434093	0.657972974293	0.668564657823
