CS.172	CS.039	CS.028	CS.010	CS.297	CS.086	CS.022	CS.296	CS.217	CS.084	CS.280	L.001.M1	CS.313	CS.263	CS.106	CS.186	CS.040	CS.073	CS.137	CS.155	CS.290	CS.127	CS.067	CS.153	CS.122	CS.327	CS.077	CS.367	CS.335	CS.371.1	CS.375	CS.374	CS.376	CS.205	CS.125	CS.378	CS.236	CS.041	CS.292	CS.380	CS.302	CS.213	CS.282	CS.232	CS.136	CS.359	CS.369	CS.166	CS.349	CS.214	CS.254	CS.181	CS.395	CS.385	CS.182	CS.268	CS.129	CS.386	CS.147	CS.256	T.CS.028	T.CS.012	T.CS.046	T.CS.024	T.CS.048	T.CS.014	T.CS.089	T.CS.020	T.CS.071	T.CS.050	TFS.024	T.CS.035	T.CS.057	T.CS.001	T.CS.056	T.CS.107	T.CS.126	T.CS.180	T.CS.119	T.CS.177	T.CS.123	T.CS.129	T.CS.128	T.CS.139	T.CS.097	T.CS.125	T.CS.091	T.CS.117	T.CS.100	T.CS.178	CS.356	CS.238	CS.006	CS.241	L.024.M1	CS.246	CS.085	CS.237	CS.088	CS.087	CS.015	L.034.M1	CS.082	CS.103	CS.110	CS.358	CS.233	CS.228	CS.347.0	CS.234	CS.338	CS.151	CS.078	CS.387	CS.311	CS.274	CS.189	CS.187	CS.150	CS.325	CS.227	CS.194	CS.158	CS.322	CS.223	CS.285	CS.320	CS.202	CS.163	CS.321	CS.361	CS.343	CS.331	CS.112	CS.318	CS.253	CS.255	CS.370	CS.393	CS.270	CS.145	CS.262	CS.390	CS.326	T.CS.064	TFS.020	T.CS.008	T.CS.049	TFS.021	T.CS.066	TFS.027	TFS.025	T.CS.031	T.CS.043	T.CS.045	T.CS.055	T.CS.026	TFS.022	T.CS.061	T.CS.158	T.CS.141	T.CS.157	T.CS.095	T.CS.151	T.CS.166	T.CS.142	T.CS.109	T.CS.152
CS.380	0.610496698577	0.633268673928	0.572436537746	0.740528345123	0.468301628924	0.576354573881	0.648821049531	0.509238528948	0.573661134545	0.572055118949	0.545480431433	0.568072988554	0.546801281114	0.539378136231	0.59543393293	0.620070029582	0.602933281729	0.664308621651	0.452449614289	0.473677689423	0.599225387089	0.504389667609	0.735981052143	0.580466087704	0.591618746084	0.600919224601	0.542710573146	0.725361353888	0.723291283537	0.550993220059	0.585484510056	0.654523208906	0.61313647718	0.642859469101	0.60470766082	0.68864177977	0.697833156602	0.645338186319	0.600672118167	0	0.68650756263	0.657939848759	0.638486202017	0.574680653591	0.628661421361	0.718452936834	0.732394708254	0.628816867673	0.54640552672	0.605753690794	0.600108389375	0.58301376751	0.594544013193	0.593335542773	0.542743767256	0.656908137403	0.595755747305	0.690731148987	0.632651911689	0.623555280969	0.482645007266	0.668704431723	0.573637265419	0.513353577061	0.512291556621	0.530264563234	0.524887598467	0.572111041736	0.461311040843	0.606331254209	0.504323594461	0.504392565138	0.658267707596	0.694074699503	0.642503187915	0.474126733073	0.46481734303	0.588296358491	0.596399209403	0.516609608866	0.522631257972	0.539185192206	0.544849971715	0.522733403439	0.500905537574	0.511247611187	0.508370051313	0.532676105516	0.547227525205	0.523695913284	0.689749233768	0.58056782995	0.563598625217	0.544644489164	0.58346321789	0.51134595102	0.564858684549	0.65140750255	0.664723493312	0.629940823967	0.617798014299	0.582090372337	0.557018130811	0.591458316626	0.656541238971	0.746601373141	0.638910898138	0.641005589996	0.682385882429	0.656993776544	0.602155135224	0.545281206232	0.578893924532	0.524837561009	0.602071558459	0.620919356911	0.638365506521	0.587692453879	0.57464640368	0.739905229403	0.76276167436	0.726303939213	0.65655871785	0.648819477104	0.610889084433	0.71920597428	0.541575620912	0.627341296056	0.658308705623	0.523026884411	0.649779695906	0.619218365474	0.547168111547	0.642188461049	0.603159342984	0.734456038434	0.553093760689	0.573639616994	0.653692030119	0.619631955826	0.508882390126	0.604927633085	0.585795870227	0.589187695188	0.474730195394	0.470749128977	0.520021987083	0.608321463851	0.525814281081	0.528769181033	0.499738741928	0.5034390939	0.540242043721	0.51358514462	0.527805159494	0.555505904587	0.665888448033	0.483751958994	0.522956576619	0.478601043642	0.556264430069	0.571381979737	0.551208341397	0.51793518909	0.514654577232	0.557847896683	0.521427369934	0.495496488331
CS.302	0.696327207378	0.685251946767	0.709135206552	0.746068113904	0.691328776735	0.745879994627	0.648033340875	0.736378614684	0.724282935123	0.731043991296	0.731263231311	0.740557986723	0.739901133994	0.723217358117	0.703367975203	0.748512822421	0.724163005362	0.685431495501	0.675924670379	0.656080367085	0.581151804625	0.637314668209	0.615875228499	0.663142669351	0.729181581316	0.709936474841	0.682573074526	0.578242179785	0.60451172402	0.663673388418	0.609879796036	0.599297026999	0.582128866663	0.584706201822	0.56225060856	0.63344394177	0.69780087107	0.648992369575	0.653123102105	0.68650756263	0	0.580427020277	0.594194008325	0.691525692572	0.630298473582	0.590842142808	0.630097853748	0.649055062402	0.660601599926	0.605600213306	0.619699189448	0.636218016544	0.668443193061	0.63721434104	0.632223022704	0.686634643901	0.682610993412	0.642888753144	0.583494043193	0.633387847725	0.664066016743	0.648029625325	0.611044136833	0.654555841971	0.673704952779	0.686769680357	0.681291394853	0.742689018911	0.698409439296	0.673572368054	0.685246348429	0.686076200877	0.585861895529	0.646495503928	0.700505235321	0.734816154343	0.695172997091	0.723245950758	0.758437880847	0.745781721824	0.682955531384	0.731062886899	0.699034034349	0.75113024791	0.737515435153	0.65232724008	0.753799492961	0.713171796838	0.74623266286	0.741037072461	0.593518290961	0.70478737705	0.678270762194	0.747129954757	0.727419756573	0.69432900757	0.715327021046	0.613614255574	0.704471703115	0.666883248589	0.755930016965	0.715150469358	0.729666286707	0.693951024126	0.638148875452	0.556108684445	0.708209864065	0.668208205001	0.645162075028	0.617147176725	0.661029098017	0.659403412826	0.697708560883	0.597809567374	0.702368263986	0.550120361773	0.60528818782	0.616617258273	0.655373541558	0.665192112074	0.621165757808	0.608149620478	0.641738688481	0.626042393746	0.604838287235	0.57782264925	0.609845481331	0.623571219617	0.627054541431	0.704763016223	0.598815499028	0.589905751887	0.666272941963	0.62868295802	0.582544067095	0.615200676259	0.648381073294	0.659840410044	0.683245408337	0.617984222298	0.671897441319	0.594616940778	0.635983287617	0.624573274502	0.710780234667	0.733435376521	0.629721980459	0.598800910907	0.692870740742	0.735669114305	0.702215949542	0.611965814648	0.69423634677	0.681495417226	0.66393059478	0.707423099434	0.574252020008	0.737674874869	0.652813342283	0.715248805754	0.724232510874	0.698235226129	0.758695164856	0.728269275205	0.703121228516	0.70387647265	0.75862070849	0.670474985291
CS.213	0.643934073198	0.631309818651	0.657539720186	0.709781505253	0.658513010114	0.69236314118	0.616018801584	0.693319628628	0.707980770977	0.67952526059	0.704310659898	0.693895290837	0.687466091374	0.634916072077	0.657794170564	0.693904753538	0.682071885322	0.64005038426	0.636343820829	0.605451448109	0.51678909838	0.589100319574	0.586687560541	0.637032536322	0.675795508177	0.655906740264	0.650347161568	0.558304034498	0.570346214483	0.600117609238	0.578695061451	0.54124605561	0.50392704903	0.543388014563	0.535376679329	0.5914918817	0.623607453373	0.619514429785	0.588926118401	0.657939848759	0.580427020277	0	0.537330417283	0.644660067352	0.572938520851	0.583665798247	0.593378764052	0.59473476237	0.600366563216	0.589934760754	0.556005613868	0.592779707635	0.572443672045	0.571417392074	0.570059882042	0.612882172906	0.60854307873	0.584045002813	0.5008025496	0.536071597367	0.616249546609	0.647426971056	0.570519117825	0.629814424322	0.630423506996	0.659537240926	0.626245116794	0.731459696529	0.66225225614	0.625927567372	0.646420530945	0.644992091872	0.617625833848	0.574797401154	0.68249991472	0.694611929007	0.658681112187	0.665832747281	0.707220673955	0.697668583372	0.633301408894	0.683217542053	0.638517199876	0.712268025652	0.717298826337	0.649861184621	0.722946979121	0.670461464675	0.705585116903	0.676635902094	0.636442598537	0.665224858994	0.661161928436	0.685010158113	0.711266086961	0.64111058785	0.678357937431	0.593134191004	0.688973041059	0.667762103952	0.714342681697	0.625210290831	0.688490225891	0.642051821393	0.600558335626	0.552149620225	0.679860125953	0.620544753831	0.595639027667	0.584286393707	0.579686004606	0.613307543461	0.657492497842	0.558419036179	0.631326500182	0.557147227302	0.605187329813	0.549785705716	0.589644274018	0.640916250162	0.631227559769	0.547701740918	0.578489912428	0.514616395468	0.554936619685	0.58285275868	0.544851230864	0.624748835641	0.60649410174	0.631256722556	0.568606326649	0.524332726757	0.570259689367	0.554260882744	0.475984179887	0.593927140635	0.56826503468	0.553050894876	0.638815256296	0.54767136691	0.613368573361	0.557415791384	0.587766081763	0.566911793833	0.666169636617	0.70132164546	0.616141728541	0.55057493289	0.67209769417	0.705914356537	0.671665454895	0.610384029333	0.654948581218	0.680486172011	0.652363083948	0.672085448651	0.641531200306	0.70083438888	0.60361440634	0.680920912899	0.675685174346	0.682942089355	0.720651228138	0.679222285189	0.657914962187	0.681167188888	0.69932918368	0.651231470474
CS.282	0.656421076861	0.676308127227	0.671024243559	0.760004287707	0.658341846185	0.692420589965	0.61239570935	0.671792501355	0.714869415948	0.6902974964	0.702110579932	0.692350143051	0.691718754956	0.653831279922	0.646956862494	0.696678339644	0.696018188445	0.689223181195	0.601366727335	0.602692479682	0.501712916693	0.545424959013	0.64797941603	0.629414497645	0.698012805739	0.69464345578	0.655426285317	0.615359714945	0.605304866324	0.605722599521	0.575724851908	0.550817982949	0.519002151678	0.523298972232	0.480710552285	0.648580839035	0.630821767852	0.619172616312	0.576911081107	0.638486202017	0.594194008325	0.537330417283	0	0.632317360419	0.571965792018	0.597616099466	0.593833055882	0.542786184878	0.555229118132	0.550643154067	0.524299280625	0.531011030339	0.589911004514	0.537679167174	0.536379851773	0.605175400455	0.623947337214	0.616242354413	0.509210889594	0.531858564394	0.608696613833	0.679572673274	0.588825752416	0.625232917656	0.648181009346	0.626329043217	0.601303168751	0.740361125532	0.640861455445	0.647981692898	0.633952554335	0.647913624252	0.630977543433	0.620007724827	0.713083937265	0.677367716917	0.627177300082	0.681932731604	0.699706696899	0.69473287809	0.628614800221	0.681150426023	0.639057271653	0.69941831832	0.714239615732	0.623051535179	0.722730686464	0.662523453554	0.716050114796	0.670901655589	0.668354664946	0.670059421554	0.649635314488	0.709418809854	0.712425527257	0.626927644945	0.67583855954	0.573929006044	0.716795282139	0.672186963613	0.712032124175	0.641279994235	0.65570333583	0.654156436549	0.612554061255	0.580863027014	0.693625384923	0.63985208919	0.58549711848	0.614180502706	0.57749390911	0.580870997733	0.648968529078	0.554805440657	0.639406111349	0.535246184828	0.584895183541	0.497531537942	0.599223336242	0.646881727563	0.64548075673	0.567595599204	0.605764582329	0.504767368351	0.498626489992	0.579959932729	0.521097714822	0.64833750998	0.606385493289	0.650991959602	0.560362887215	0.495633828635	0.561097830486	0.587402726693	0.443730217451	0.642595171729	0.537766360658	0.560833385565	0.605864058451	0.536506763429	0.583254806946	0.601867235635	0.51836550048	0.521720031764	0.6745029621	0.682695512526	0.618494833656	0.546912200467	0.664764188388	0.698982421727	0.662307415887	0.599138523088	0.66883205128	0.649929099991	0.659324965824	0.66733922471	0.660732081784	0.684721397444	0.60374488639	0.652437603456	0.700809553911	0.686146790911	0.725741216468	0.679102251474	0.634728331064	0.670315075129	0.688527179229	0.653175014114
CS.232	0.541456334083	0.567852318584	0.493182710793	0.681319612392	0.562559175912	0.526232234492	0.594864098165	0.551060992625	0.506249135085	0.506160480301	0.554528129687	0.544775225116	0.533426395635	0.53444520069	0.501202436125	0.555521989185	0.564367049302	0.622305722387	0.558762561046	0.554068477451	0.61395867453	0.540169407356	0.698600933711	0.487598359882	0.521035028836	0.607025697629	0.56161011554	0.702721737015	0.725178615099	0.610621626019	0.601287663724	0.618801210315	0.613648675992	0.674268245314	0.619193726865	0.649901265159	0.643015914916	0.581881457388	0.46353620181	0.574680653591	0.691525692572	0.644660067352	0.632317360419	0	0.507194667933	0.684949538619	0.656383692532	0.608472178976	0.561085319011	0.601323200639	0.590784754742	0.571305940509	0.570923874149	0.56973227786	0.518044528195	0.600699779359	0.559150737885	0.683334088373	0.617103788518	0.597439978301	0.586343891261	0.668270730323	0.609685887448	0.554201121021	0.588321609582	0.548652686546	0.584306835842	0.562982053694	0.572137273184	0.583157051508	0.602447140568	0.561044566589	0.685043985987	0.685438753592	0.639840089232	0.571339412144	0.520259618085	0.564736163702	0.559025492128	0.567595872062	0.562083545656	0.543229492743	0.545134847097	0.562864070531	0.583565607705	0.558908963306	0.560401842302	0.553411307652	0.581364516589	0.539885821399	0.668336268861	0.543392973099	0.533356395516	0.517100637959	0.629063951179	0.521258210533	0.492216875338	0.533609731545	0.678548504512	0.597868191615	0.605971642246	0.603212624168	0.470414494279	0.497321363545	0.576547549132	0.743638245547	0.466943378104	0.552886397744	0.651115953175	0.611421230764	0.562433871778	0.54860980843	0.613293062065	0.578091345306	0.590214235864	0.653994169653	0.595758764234	0.567123142497	0.505244315414	0.740640147362	0.746091958688	0.724333449168	0.570960990965	0.632526443548	0.584802239543	0.659671890571	0.555067241711	0.634657668838	0.547164237833	0.569558084957	0.643003821219	0.626202825007	0.530866423754	0.562722125921	0.601669380598	0.675007964409	0.574606756187	0.588393752175	0.605993989678	0.584449945761	0.56438302526	0.659888418954	0.574624149433	0.58463791583	0.560206804114	0.545784097942	0.644261935255	0.63129272381	0.618854371098	0.57055657336	0.590185869993	0.604484658005	0.581461040516	0.575432190469	0.597746946741	0.588586762687	0.703623644252	0.546441635433	0.601147101527	0.53907845103	0.631713222011	0.587082113513	0.570492314016	0.582992606466	0.538875653697	0.639953201613	0.552961186384	0.541267428649
CS.136	0.574044507665	0.580193697938	0.56990554659	0.644656162047	0.619520296508	0.604184764086	0.558689448035	0.63308309065	0.601588634576	0.567376407168	0.670300121084	0.60560327603	0.634855015627	0.587872987424	0.505392357602	0.643778768202	0.61266252069	0.606402625761	0.591451139596	0.604904810682	0.560493054527	0.541795768267	0.632463205683	0.476951211098	0.598381072372	0.630958380693	0.583377437468	0.636082409248	0.660405328063	0.602679985824	0.565400595896	0.573437206374	0.555571850293	0.610503083907	0.560640953503	0.626516132753	0.58708327939	0.521955719768	0.501729828511	0.628661421361	0.630298473582	0.572938520851	0.571965792018	0.507194667933	0	0.655794664639	0.59681921216	0.584969019676	0.564050367011	0.567382175378	0.569933587274	0.552410901412	0.558185043407	0.535536646105	0.545912854191	0.569108695332	0.585640880141	0.6600464945	0.563600094838	0.572940959002	0.610943925327	0.662331195151	0.569592192048	0.570813734377	0.607067542037	0.594426879987	0.602667526511	0.663794170762	0.611332932756	0.609920987311	0.597964566027	0.60171603746	0.648638359816	0.616222957785	0.627437757342	0.655722287172	0.611973683143	0.626932988553	0.659409050303	0.666512008927	0.617317354609	0.64193837017	0.61662659933	0.676623600406	0.659640322552	0.610094764421	0.671858897394	0.628012553482	0.654146833415	0.633643525253	0.663624897769	0.596155055685	0.570763700771	0.657476488346	0.666964326214	0.600626040197	0.548744127779	0.521341002975	0.653466017512	0.59537892913	0.662766056719	0.617508006549	0.554307492627	0.567237858169	0.552692623271	0.670080247678	0.580926814717	0.53206855853	0.587618665632	0.617634010591	0.559865504183	0.5724083603	0.608907771152	0.539183918998	0.5679940898	0.601757588437	0.588441415862	0.550077987223	0.53659282847	0.700619605552	0.685345321599	0.651941644713	0.533538777731	0.579163358197	0.537717782775	0.578307623964	0.531461808393	0.63522076944	0.491538272483	0.622672532184	0.576694640801	0.590549458364	0.549760057745	0.479463896812	0.538739572018	0.636080106271	0.566880008733	0.575824701674	0.589209244262	0.543567752205	0.569221803178	0.620695945012	0.567639609512	0.566630269217	0.621150988828	0.630634935643	0.638813943981	0.608459710618	0.628779967913	0.652144960285	0.628867813785	0.597726893226	0.615591315968	0.617721549504	0.617517460764	0.60961338009	0.662219063443	0.642960925131	0.606699391963	0.634689913165	0.679238434093	0.642505302596	0.665175484608	0.657972974293	0.606519449858	0.668564657823	0.658514815083	0.609474144617
CS.359	0.685982030547	0.711034194348	0.711969740445	0.760701319344	0.71983861198	0.734178778299	0.646189622881	0.724814683381	0.723623882142	0.738262301565	0.726781112277	0.732784993023	0.737695658436	0.689916247757	0.692003738294	0.721551269068	0.701478428976	0.711063915398	0.684641085033	0.675997791758	0.622547219405	0.645920943723	0.634018390519	0.686090368166	0.722965733558	0.72877711963	0.687077602096	0.564971581214	0.637767321684	0.667952744659	0.648291927414	0.616323269965	0.585235149916	0.585566959666	0.545144058493	0.608404301006	0.690745458632	0.678355143092	0.643169188257	0.718452936834	0.590842142808	0.583665798247	0.597616099466	0.684949538619	0.655794664639	0	0.590029600213	0.649060374141	0.633533785551	0.583192330046	0.620375864154	0.616253231128	0.645520728794	0.618469486509	0.605818780436	0.667344821757	0.624371114082	0.598336907202	0.55671423917	0.6080061751	0.672149321568	0.682155867137	0.631127497908	0.689071676977	0.689753859352	0.694067182647	0.68474200828	0.728509131099	0.723779981691	0.669043029821	0.716344354164	0.697010924826	0.647822481225	0.641205523313	0.71245210619	0.727212891697	0.688656877681	0.698247843222	0.7351148916	0.758051261952	0.683127890511	0.722760195586	0.691901334277	0.754299867687	0.753447269079	0.672334687295	0.734199413792	0.697392791616	0.751706896156	0.723890859759	0.648251852844	0.664310579136	0.680561864455	0.732936637364	0.713072255453	0.671604538546	0.70291112798	0.624678554169	0.708328894844	0.683405704127	0.760426662596	0.716562350564	0.723172734093	0.693432673242	0.662885424893	0.597262720574	0.704674754477	0.674784298616	0.614375939987	0.597021186006	0.653307902022	0.669147083879	0.711010619027	0.607908002365	0.700963577494	0.57623270474	0.615774069235	0.583741823145	0.646991123114	0.667249285798	0.628222264953	0.61729896801	0.651075234053	0.609358332331	0.572638672514	0.602973903939	0.599975734482	0.657895008819	0.615249091757	0.694832057692	0.649448075357	0.604620966066	0.656434465938	0.656728265714	0.593850805702	0.567936156412	0.616379609626	0.649866197059	0.718272900734	0.613555999765	0.645779927277	0.622523563623	0.60379332986	0.573624785381	0.705617493358	0.739816347179	0.699937463981	0.629973702372	0.731367106538	0.719835873418	0.734732114594	0.677348341226	0.726382911055	0.726302281938	0.703498672923	0.710540112392	0.639382821259	0.74091560637	0.68847569578	0.724800982651	0.749821624599	0.708835581795	0.750644227189	0.711849351063	0.709451466676	0.724052400227	0.732748033794	0.693291157777
CS.369	0.687923532862	0.669519061732	0.70046337447	0.700698312755	0.756136329912	0.730577168744	0.638540376299	0.745557608691	0.738382034251	0.701184253991	0.769965886015	0.711287149179	0.753933956078	0.693797283305	0.673044718811	0.721466200037	0.708573156847	0.674291992569	0.694068885198	0.694851504934	0.606732423197	0.642211533939	0.617323555826	0.656190750973	0.729725284104	0.741104515059	0.691039706993	0.605751535296	0.611739520499	0.653409997959	0.650659132788	0.609330291392	0.583191203692	0.626278784381	0.595887364137	0.618795490006	0.643340187216	0.605841429958	0.6088558002	0.732394708254	0.630097853748	0.593378764052	0.593833055882	0.656383692532	0.59681921216	0.590029600213	0	0.562648361493	0.575884106209	0.574256401535	0.573898814778	0.566826862797	0.574021469073	0.5776813438	0.595568366411	0.579157095608	0.637505646212	0.623626066649	0.559447134903	0.576477376661	0.687992527607	0.657542607962	0.616485219275	0.677924145092	0.718037131839	0.701005577382	0.679265422388	0.764287200666	0.733029512229	0.675200527428	0.727635346894	0.705738348185	0.638310692144	0.611982577611	0.684099481812	0.763447139063	0.725156042012	0.720623160977	0.736006628276	0.756896162618	0.711892524644	0.7290453493	0.686623816319	0.762548354466	0.768830254807	0.698327129598	0.772381964257	0.744061507884	0.751332955369	0.739856547769	0.666082546049	0.704440940648	0.704657893614	0.753994072594	0.768793951057	0.699408674984	0.687982550193	0.58792330511	0.735277836749	0.712255289447	0.776221584017	0.678289201289	0.700231972969	0.66159540126	0.615978161296	0.612154421285	0.691300177579	0.633605474738	0.630568926038	0.626036418248	0.617379315414	0.635702102744	0.728806516339	0.619260166644	0.695262185899	0.625165684816	0.634420755565	0.599992392413	0.624018983183	0.691493770019	0.652897077732	0.619661288706	0.626207418926	0.552631301905	0.555872123114	0.569175576774	0.612377859161	0.679843656613	0.613779496597	0.741076804526	0.609028116138	0.65229982255	0.628329942315	0.579149439339	0.578907300966	0.577576525754	0.613282784398	0.584384029472	0.630352041252	0.516691492543	0.656371528152	0.619425265067	0.589762532084	0.612995178475	0.725222163461	0.755994059843	0.724854738975	0.671075387242	0.739750877484	0.754681043319	0.74601462812	0.721889223262	0.717447352188	0.749679567255	0.735312447895	0.726948126932	0.622428476551	0.74780874948	0.683566629565	0.74295016787	0.774530357296	0.73579254385	0.764741489328	0.760384429037	0.738414138849	0.767625315392	0.755841743175	0.727728318939
CS.166	0.683286212139	0.66786986496	0.653316768471	0.732534269775	0.676125901031	0.702784163104	0.642166226961	0.693561176088	0.692100013622	0.669633656982	0.706826340424	0.67375132527	0.691307777702	0.641916174827	0.657891613626	0.69002321001	0.683494828284	0.689100891522	0.613486330846	0.614588059843	0.544401746243	0.571181840117	0.667755743896	0.630459653262	0.688881937962	0.697028112363	0.645783511597	0.646168659864	0.632695505162	0.596422596464	0.613206436576	0.603702550131	0.574632578737	0.605172611144	0.559767759655	0.661415747549	0.671090560276	0.611348030752	0.566938711309	0.628816867673	0.649055062402	0.59473476237	0.542786184878	0.608472178976	0.584969019676	0.649060374141	0.562648361493	0	0.446812259239	0.560562926655	0.493156337636	0.49912136736	0.500099467383	0.504584653374	0.521188021696	0.540270983943	0.56927849945	0.599929518381	0.5535937385	0.531115737678	0.618713835036	0.660859493177	0.612231083725	0.612777945804	0.67088124987	0.658406629711	0.602287843904	0.732518254731	0.656303212179	0.634713644559	0.659588274971	0.65328973396	0.648940527494	0.624022954982	0.698675666083	0.696397892896	0.63907013745	0.684820093258	0.69110296613	0.677682366471	0.636963061143	0.664835637317	0.644212145967	0.69551952873	0.708668496117	0.650457440419	0.704428750446	0.679488456872	0.697995184917	0.659145973553	0.71671248093	0.67542873369	0.681501857173	0.701494711344	0.718356900459	0.640544866472	0.659908417471	0.621206382819	0.733640437671	0.691512244926	0.73088318461	0.659899161077	0.649740361916	0.642532235157	0.605281955064	0.627835780511	0.687761531114	0.62951035229	0.634870698375	0.66748923825	0.561480657573	0.604379260076	0.689193142565	0.578726580439	0.652094458455	0.578549873086	0.635380499873	0.538745317013	0.589420745199	0.66675367543	0.690465822532	0.622756593941	0.637605325549	0.537927203324	0.5190476826	0.624458197751	0.544984211365	0.665291486462	0.652778658026	0.685508697002	0.625245080341	0.595085955567	0.548239717003	0.604450805568	0.540577861267	0.620087428749	0.558995745217	0.495039186838	0.606937238439	0.503320525275	0.564693146165	0.575393524827	0.482673391972	0.568247029743	0.645780739077	0.686029506051	0.662376054352	0.627609153964	0.685684259796	0.695712681242	0.68494115742	0.656090446741	0.665653668136	0.677617335377	0.672566931398	0.676124640548	0.629481817861	0.681466694626	0.624333441643	0.67733478346	0.724841533041	0.706681034766	0.709204314921	0.684720655456	0.671722930058	0.712993358477	0.699996078441	0.681110751494
CS.349	0.654676975275	0.638233978466	0.614544521822	0.722096965006	0.628250178467	0.653002263742	0.624116834871	0.632881655005	0.646738163349	0.625991060469	0.661795399528	0.629254031008	0.643098722494	0.574479033504	0.609737621379	0.652588198782	0.650620571318	0.668720658825	0.562098902571	0.546592806022	0.526111344638	0.521735045375	0.683442809818	0.596483058095	0.667255368789	0.669496373576	0.600187444815	0.641867214172	0.641986972762	0.571302828056	0.576949281329	0.568774206525	0.544363629892	0.598581825474	0.541710097131	0.657767967742	0.666017701358	0.603293235785	0.555876273075	0.54640552672	0.660601599926	0.600366563216	0.555229118132	0.561085319011	0.564050367011	0.633533785551	0.575884106209	0.446812259239	0	0.560470515262	0.475837075502	0.465733216242	0.481484235148	0.446706479079	0.454152092503	0.537430677542	0.552374079817	0.617405340822	0.533288497343	0.528828161146	0.552233971482	0.660966692425	0.545559801429	0.548897237829	0.614936930324	0.602468461059	0.518370890291	0.668970067734	0.579460037966	0.622625932999	0.606679028733	0.587510870664	0.633506426082	0.620180758011	0.660301761669	0.632358675178	0.567250837864	0.650472727991	0.639601782124	0.621496934457	0.606504646351	0.615192419671	0.587799302937	0.637933655368	0.643920060661	0.582837652227	0.643768273306	0.635947785207	0.636782433299	0.610925010686	0.695877067227	0.629825886301	0.639744692092	0.664188636155	0.686500844496	0.594994773666	0.610266740254	0.601320073618	0.715883439471	0.671993830117	0.699959033277	0.621137093855	0.612533308511	0.614842581734	0.602267218363	0.656978178665	0.650952749061	0.599957187193	0.623794193485	0.62587035628	0.52080838193	0.561665549943	0.642184778247	0.504050429508	0.629193043634	0.574329951317	0.607624627735	0.516336574197	0.562753365007	0.677998520766	0.700489664087	0.642244432016	0.620855757114	0.542859707029	0.496859728011	0.633965909301	0.501095913675	0.659433818936	0.618901195218	0.628818073644	0.616246886555	0.564063633054	0.503967011196	0.613795991525	0.510922458672	0.653541813663	0.489862803435	0.462065228699	0.590358402437	0.49744317128	0.48938233888	0.545079640115	0.471916737426	0.52869293421	0.570716132052	0.621781402892	0.61894296031	0.583831098247	0.629209896771	0.647088039166	0.625805491087	0.607314887068	0.610548892943	0.627486221081	0.63933938517	0.625324480499	0.635754196888	0.606197031661	0.583117682653	0.610865038763	0.685290887458	0.668241460377	0.665947954969	0.649338771917	0.622237062479	0.674105874307	0.633971031646	0.62548336296
CS.214	0.635031342483	0.648537695595	0.640384107395	0.727064223982	0.615827320827	0.674023396434	0.619732740272	0.625953205621	0.657769126386	0.680782848066	0.650775460045	0.683448605071	0.667614848209	0.624815535798	0.657123444003	0.667643903054	0.636437348267	0.650440763118	0.575025352362	0.623348324927	0.562645089739	0.51677384095	0.646617396533	0.603711021221	0.65810419251	0.653295761854	0.598755051635	0.632735430355	0.643511652339	0.543470561381	0.506653209633	0.603830227935	0.563115906541	0.578185145775	0.551430151619	0.611210651875	0.671079577249	0.625792626503	0.578591541338	0.605753690794	0.605600213306	0.589934760754	0.550643154067	0.601323200639	0.567382175378	0.583192330046	0.574256401535	0.560562926655	0.560470515262	0	0.53959537623	0.549772263423	0.558217422823	0.538650424367	0.532802079836	0.5712428579	0.578597437648	0.598623119435	0.543194822952	0.568025055059	0.579424294261	0.555460045646	0.585585085963	0.594441175916	0.60322021949	0.604859989533	0.601282838425	0.688740387921	0.618724731853	0.600944854735	0.635297370691	0.583506504621	0.630442883735	0.645524852459	0.646005414168	0.64361805222	0.573992205639	0.637798434792	0.697518001458	0.655311379328	0.576227731323	0.637548213209	0.639329657697	0.664699369532	0.662036376197	0.589247425898	0.65244747446	0.622554744648	0.676612320665	0.628053490982	0.600465545397	0.634639263552	0.593248801158	0.663286903773	0.662287420321	0.589161639162	0.640272316373	0.572318994149	0.6576115145	0.618963328591	0.681552095912	0.640173189499	0.623392305374	0.618925012726	0.620624606307	0.647213905519	0.647216133751	0.626484653667	0.614599001392	0.575319009345	0.596745312676	0.575028835297	0.64345864262	0.504926253292	0.592480870778	0.538839135554	0.592652499449	0.531035603907	0.58024629668	0.679086086221	0.649315341126	0.64421104819	0.629797672724	0.573007425234	0.509424192278	0.596038986375	0.548947482293	0.563670891137	0.589416765886	0.606025041017	0.522832010573	0.558793472228	0.568047658786	0.604902121065	0.547088382094	0.613637582726	0.54527890318	0.562875086478	0.594771618846	0.513103294413	0.545959097382	0.588975877879	0.554991238351	0.535580725061	0.619188434605	0.647484880053	0.605154199497	0.611764069652	0.6450430131	0.633253820489	0.647906649419	0.578383041491	0.599611245014	0.61726793605	0.633753515654	0.625630599244	0.653461635718	0.645797108706	0.571889395326	0.612214062847	0.664973790177	0.633937161048	0.682150603547	0.641024518516	0.597041834836	0.654537885504	0.65172480256	0.603646491726
