L.006.M1	CS.354	CS.297	L.036.M1	CS.039	L.005.M1	CS.313	CS.059	CS.176	L.011.M1	CS.277	CS.084	CS.037	CS.357	CS.281	CS.371.1	CS.117	CS.373	CS.042	CS.290	CS.171	CS.381	CS.360	CS.301	CS.335	CS.334	CS.122	CS.050	CS.365	CS.063	CS.232	CS.041	CS.302	CS.128	CS.126	CS.125	CS.136	CS.378	CS.224	CS.213	CS.292	CS.375	CS.380	CS.236	CS.374	CS.129	CS.386	CS.183	CS.385	CS.214	CS.147	CS.181	CS.389	CS.254	CS.148	CS.395	CS.166	CS.178	CS.323	CS.177	T.CS.025	T.CS.059	T.CS.034	T.CS.019	T.CS.056	T.CS.067	T.CS.001	T.CS.085	T.CS.020	T.CS.023	T.CS.022	T.CS.052	T.CS.046	T.CS.024	T.CS.048	T.CS.161	T.CS.108	T.CS.160	T.CS.116	T.CS.129	T.CS.112	T.CS.131	T.CS.147	T.CS.105	T.CS.134	T.CS.178	T.CS.104	T.CS.098	T.CS.144	T.CS.092	CS.356	CS.087	CS.088	CS.110	CS.241	CS.006	CS.015	CS.238	CS.103	CS.246	L.034.M1	CS.085	L.024.M1	CS.242	CS.082	CS.274	CS.387	CS.358	CS.336	CS.191	CS.078	CS.345.0	CS.347.0	CS.228	CS.044	CS.234	CS.151	CS.364	CS.233	CS.363	CS.112	CS.331	CS.158	CS.285	CS.339	CS.321	CS.227	CS.194	CS.361	CS.080	CS.318	CS.202	CS.322	CS.223	CS.152	CS.253	CS.270	CS.255	CS.393	CS.262	CS.370	CS.390	CS.145	CS.326	T.CS.008	T.CS.045	TFS.022	T.CS.043	TFS.020	TFS.025	T.CS.031	TFS.027	T.CS.061	T.CS.066	T.CS.055	TFS.021	T.CS.036	T.CS.049	T.CS.026	T.CS.157	T.CS.152	T.CS.142	T.CS.166	T.CS.095	T.CS.109	T.CS.151	T.CS.158	T.CS.141
CS.360	0.616621392052	0.654289721622	0.584028241249	0.588158789069	0.616047791972	0.654216537025	0.647239474077	0.596574287677	0.552690184212	0.604762932495	0.555888475214	0.627192188489	0.60435103975	0.632066888015	0.590994533835	0.592994263471	0.618810984525	0.52567622323	0.62165916236	0.523961773087	0.640390303177	0.535118905597	0	0.500043531345	0.621197366025	0.509433917212	0.660844562453	0.661716331922	0.598126110316	0.619620998635	0.586812505074	0.606775416596	0.600900618827	0.529616588614	0.559258595565	0.547412861647	0.557759282211	0.6388909487	0.682550688922	0.538457238992	0.558480193285	0.585257269777	0.567596936111	0.623484458986	0.546512794697	0.589766249668	0.644661967258	0.596490216805	0.544066405327	0.613793630526	0.527359504037	0.542022973744	0.556622646912	0.542779621121	0.59276620229	0.557146782388	0.530417460612	0.602265199661	0.503840919158	0.596284053935	0.584952498854	0.651909500694	0.603081747303	0.630091901073	0.648117709576	0.591314286472	0.584186083298	0.582341208685	0.675870123391	0.711444108136	0.562478953018	0.546987633765	0.553304825965	0.544617400752	0.585782597404	0.613648729492	0.660201682833	0.640589824475	0.64229003313	0.632774201005	0.598643471776	0.617488133546	0.645541315815	0.685521056769	0.597887239785	0.634009676584	0.666257736877	0.657378773099	0.619273373096	0.670534035988	0.675301896272	0.650209923431	0.677130257884	0.592961767324	0.645552224484	0.624524653106	0.695843101935	0.625249561648	0.611894823697	0.602270877407	0.606110595199	0.611695791436	0.684322541502	0.613194079795	0.634026866817	0.55856997875	0.512932024703	0.612739132283	0.546504684073	0.619996356084	0.633993650947	0.669859326921	0.619288599475	0.593006312255	0.591545795766	0.651217321329	0.581889462444	0.599428321982	0.665885333592	0.492828926572	0.573572167972	0.535215621065	0.599808629432	0.59111356923	0.608120315388	0.596747814439	0.698859658214	0.627864722259	0.60617757651	0.598002303222	0.464486620745	0.653196010556	0.53373113513	0.53848584296	0.582856587594	0.642222172921	0.566625638002	0.52040139545	0.612016196268	0.551791702988	0.503356439585	0.569163751206	0.548318028873	0.566122498485	0.571870553168	0.588776717635	0.625409995855	0.609552351686	0.625405467647	0.581334681934	0.609940115572	0.596120915693	0.571475987467	0.659675576575	0.606478700008	0.605784134259	0.616351955606	0.540233111119	0.630628733016	0.65642521304	0.602965754064	0.658222489477	0.617316057448	0.655919408298	0.641120432113	0.613791050993	0.624961346881	0.669755647762
CS.301	0.616924634152	0.68446557775	0.549542896589	0.597512759355	0.645817335344	0.608924561251	0.596983117306	0.568699673882	0.532823539879	0.59119451107	0.540818332645	0.595314580587	0.631315950738	0.586157631979	0.56001833347	0.618106064234	0.633266624409	0.52152009551	0.636335512831	0.556096040834	0.628162724512	0.501551902791	0.500043531345	0	0.666395968786	0.581915832074	0.630920491266	0.685192930505	0.559785053113	0.648343045959	0.557998905664	0.61808175745	0.62557297045	0.546461505228	0.502150138655	0.556660643877	0.58290018057	0.699756235743	0.707219219386	0.595223382417	0.560833462841	0.605096075051	0.501731413718	0.680108751697	0.59266907332	0.60377491155	0.687820902378	0.640105782808	0.526674580743	0.60439138971	0.586613014816	0.571344138455	0.566082557296	0.528203502067	0.644188126296	0.556413447861	0.579732484547	0.586403529799	0.51093258292	0.639845029611	0.543035926081	0.655801448326	0.5654915943	0.615381764315	0.689945910777	0.550468064739	0.645811128884	0.570000123539	0.620825605816	0.716702088657	0.59713572748	0.552590380397	0.565144109074	0.535239865047	0.561234008991	0.585296019597	0.610109966681	0.580873037874	0.623374076007	0.584813337192	0.593255134937	0.554503014826	0.595279542345	0.622225809162	0.567559456125	0.572256227313	0.596788887378	0.59890343551	0.600814596234	0.600883229805	0.682903116836	0.660918190094	0.730178405414	0.623505719988	0.619324276426	0.606663218359	0.680718089792	0.594645814197	0.607512122513	0.567190457233	0.616080329668	0.575618259495	0.659202706929	0.547120878807	0.58261197066	0.580323651388	0.527235071419	0.680684391747	0.539393832837	0.567948315559	0.647742091555	0.71042475416	0.622760069278	0.620652249132	0.590200578887	0.618530354741	0.523236703131	0.644804710103	0.647031847481	0.551356654445	0.612927723032	0.491303333099	0.622469991632	0.6577731203	0.628224589735	0.575526295719	0.715271069295	0.664791372623	0.6472422668	0.597084191168	0.520456931775	0.679928520316	0.58452798939	0.561193536612	0.504041078326	0.709346631479	0.583953888648	0.513491305122	0.644409276581	0.589695902504	0.540330815867	0.56367834601	0.519012618095	0.556638041065	0.570367422077	0.577715162111	0.558151452219	0.577901909131	0.573223578768	0.55945900938	0.586485083879	0.559245753954	0.557587826971	0.605868365677	0.616545148376	0.610653252852	0.5993439319	0.56793670736	0.658404599522	0.639613492441	0.558429835762	0.659230724499	0.544538476248	0.607376597318	0.596674267372	0.619959364685	0.551536158913	0.666872406169
CS.335	0.732387107444	0.714554416531	0.742504865329	0.73095299274	0.713146520059	0.761620776188	0.75749157889	0.734199065416	0.706737517316	0.727940873422	0.685548720051	0.756364365879	0.643368564192	0.736851361485	0.726068288382	0.64866326002	0.717116524888	0.620830105168	0.709607366536	0.58086056098	0.735339951349	0.711928697011	0.621197366025	0.666395968786	0	0.574920425359	0.771542599464	0.687316703279	0.723145001463	0.697280237254	0.725178615099	0.672929956953	0.60451172402	0.700625259274	0.691910766391	0.598099481637	0.660405328063	0.656228412007	0.613327469163	0.570346214483	0.657871323564	0.632483828009	0.723291283537	0.736532214045	0.60058526663	0.678443340059	0.620230434441	0.580122872564	0.665343853063	0.643511652339	0.594119927913	0.646853866613	0.612456847062	0.612025908405	0.609317955406	0.665480123601	0.632695505162	0.681462497213	0.63696000443	0.622180298893	0.712390869953	0.727612757573	0.726165583649	0.675915569308	0.720431156178	0.709913569818	0.550203087043	0.730805589893	0.792557418218	0.678808019281	0.711742729258	0.637643867017	0.609460243985	0.683216752467	0.686007765379	0.741016979735	0.794943742882	0.776253750483	0.739774407347	0.770659263399	0.705965029943	0.754770027516	0.790862631169	0.79846264632	0.740155324728	0.759495650893	0.799205619917	0.771186187931	0.771261808464	0.777267483094	0.618844109228	0.717266722828	0.731835845814	0.647152914739	0.785837359994	0.720760075306	0.774595241974	0.723922299945	0.735283641165	0.734278187512	0.704893999373	0.732736934667	0.75380451111	0.733729890785	0.747513857053	0.536262747278	0.608232034327	0.522318688538	0.649721220477	0.74130781157	0.709779729647	0.588484890655	0.595875676503	0.666505002961	0.71002798728	0.620033662968	0.699171181502	0.560803343593	0.728756689349	0.603205666228	0.628584988987	0.681270556751	0.659478392665	0.604114143984	0.64385770321	0.750091979295	0.562152531269	0.536601603393	0.613472806846	0.692614325801	0.580478000566	0.693239604315	0.526853783239	0.61526416931	0.715045914588	0.604353424719	0.594977545306	0.632422533194	0.706052520805	0.594813515394	0.628489623547	0.665273412343	0.675124370317	0.618697500839	0.677469115834	0.734456520449	0.77173591605	0.730446752212	0.767058903013	0.649443798923	0.713821936542	0.727169159151	0.664699725895	0.767523806725	0.744763971115	0.710999618196	0.75730896165	0.574088952046	0.583745843144	0.730995252487	0.731663675014	0.722275196338	0.730382595209	0.78397572575	0.780204789569	0.739181361533	0.749634793466	0.736795850019
CS.334	0.667040196882	0.698337591981	0.685688578975	0.682477644452	0.665361423369	0.731511898345	0.711109775994	0.67394597357	0.603418900184	0.673746194264	0.638921322499	0.70202573491	0.639798209796	0.706181579284	0.673024598035	0.624087177637	0.664227212933	0.56906200543	0.644767840992	0.528140255007	0.701554455872	0.606720255291	0.509433917212	0.581915832074	0.574920425359	0	0.708451720344	0.681124508097	0.648669133321	0.619085717153	0.64322724276	0.617711158541	0.616859179813	0.578353306272	0.612669861115	0.52113245619	0.574559366502	0.630443911774	0.62126324691	0.539145361491	0.566549396993	0.59528039339	0.660057037516	0.673772322799	0.550337311463	0.600331055727	0.598457187165	0.523447864375	0.556853466354	0.591686725529	0.554581280788	0.557408474699	0.55056123265	0.507364547575	0.567773391168	0.586890818051	0.553051608397	0.623162487694	0.547674178766	0.555292611505	0.644694283014	0.703178524193	0.687522765096	0.635956051785	0.694283071839	0.685052540179	0.583093992395	0.659880849376	0.736203547044	0.675556150703	0.637334344977	0.60241112095	0.595699183455	0.631119464098	0.646107603099	0.675060802583	0.738556172308	0.726337219291	0.691867563681	0.702103550603	0.658141072527	0.685248182297	0.726562740964	0.749522115596	0.693406184726	0.714765363891	0.727955855066	0.723233192755	0.696768981164	0.72000982555	0.657585249684	0.663728362466	0.696379186355	0.599978782502	0.704725834532	0.687610034155	0.752269834582	0.650093690791	0.657170217949	0.666830382514	0.65861858692	0.675730453583	0.730915652369	0.688152864927	0.68378577127	0.563924667374	0.543429439426	0.575461592276	0.611576630984	0.691410700756	0.672665464119	0.647476551217	0.583831774186	0.625274245122	0.670210932204	0.634144552985	0.618005757246	0.571550853221	0.687343951408	0.516289084104	0.577770904102	0.582072085566	0.617215928533	0.559297884993	0.654019061561	0.672046560605	0.630610739773	0.584939677727	0.604574192785	0.632563292515	0.479923313302	0.689074703083	0.502786009396	0.527674309141	0.633100106411	0.59845549627	0.543672047872	0.564870444526	0.643657748345	0.567740562232	0.516157323839	0.584519548498	0.598547020181	0.583470150146	0.649844867742	0.680336621328	0.700736246815	0.700323434512	0.720663079292	0.639948576755	0.688992112455	0.669778330127	0.612541968162	0.722357990004	0.673617036589	0.667472367016	0.697158647789	0.577046123245	0.637712303443	0.72238451801	0.678621009697	0.696955767133	0.681029588193	0.724930426461	0.716673027115	0.699559883423	0.702613496819	0.71244760549
CS.122	0.566257729632	0.548551356671	0.530372545544	0.5718169445	0.548709772036	0.554344263493	0.533221577005	0.559642898497	0.621371532466	0.555148304421	0.565515680615	0.515385555905	0.657770949671	0.52837238594	0.530063953425	0.623073713192	0.514760467393	0.612956307475	0.614568675256	0.68376671783	0.506508931038	0.586361649918	0.660844562453	0.630920491266	0.771542599464	0.708451720344	0	0.586398140564	0.533232047757	0.638763110909	0.521035028836	0.628503071174	0.729181581316	0.619755153223	0.593405623307	0.683993451536	0.598381072372	0.639612181045	0.758725139084	0.675795508177	0.578256929429	0.636465341952	0.591618746084	0.66050672726	0.677425898772	0.600614541557	0.701461073313	0.737095186534	0.669803454327	0.65810419251	0.673447563983	0.661519829164	0.668750902765	0.674459686959	0.698559175422	0.654522179972	0.688881937962	0.623305536783	0.669229760575	0.703935322714	0.588005528249	0.555278403769	0.5791671308	0.620827860243	0.59224266318	0.576604777557	0.70945570637	0.573607339659	0.568848652041	0.740711846924	0.610162311828	0.671128900474	0.625918391479	0.591332685221	0.58280513013	0.557536037005	0.570153061387	0.570603267581	0.527713800135	0.56527182581	0.589835321838	0.576777666353	0.55109602615	0.580949745244	0.571922925682	0.550369963801	0.55872177151	0.542587982957	0.561610217362	0.589950958719	0.689818126683	0.545053964545	0.608179353435	0.608208531367	0.509502810135	0.494387581955	0.533105326216	0.527080074537	0.532525216949	0.541396067129	0.586063406522	0.500691711953	0.558644550317	0.550026311086	0.514839307331	0.701536980484	0.640351616772	0.76834500561	0.610775147889	0.54276686336	0.579880654589	0.735176335739	0.680499354293	0.565370069368	0.542788952348	0.669988727649	0.611212142995	0.718209892929	0.51743894968	0.672252136432	0.57376034738	0.597252196489	0.59452238076	0.713961761777	0.639875965648	0.525503243142	0.772071273534	0.759201872277	0.663330053386	0.569640772624	0.675601289663	0.647629385399	0.713069641686	0.676898147165	0.570558892535	0.706397568955	0.664115085517	0.634776646783	0.651857808892	0.68455850874	0.667251349714	0.671744021446	0.613279713466	0.629479838064	0.640398573561	0.590150318517	0.559814979935	0.585087577251	0.551224600949	0.616912921171	0.569599682554	0.569469818281	0.634583548605	0.53932362514	0.566790806705	0.593727582639	0.536966295849	0.675487035841	0.721643696752	0.527221867124	0.554023907586	0.597878876382	0.566838340293	0.541034294191	0.542554087503	0.565119086233	0.54029013827	0.570974951928
CS.050	0.667938963671	0.615929114863	0.672255797339	0.658544599457	0.589669682469	0.691398482127	0.655628200101	0.656434897397	0.683847466384	0.649964284096	0.626383911026	0.598860098142	0.638303051693	0.673689737806	0.6502280998	0.664352401425	0.578746460283	0.639111719006	0.636282323437	0.656355437141	0.585441582661	0.671684885049	0.661716331922	0.685192930505	0.687316703279	0.681124508097	0.586398140564	0	0.662527847951	0.594613826977	0.61424135592	0.608444310221	0.680637712311	0.678483713259	0.659188306966	0.681457652211	0.605179284414	0.611943487384	0.695304986834	0.627900854624	0.597006756733	0.632984691276	0.685229476708	0.643446933763	0.65833369794	0.611417682125	0.656313357214	0.685170275324	0.672748272891	0.655856326824	0.656579910898	0.668102233665	0.666611386337	0.676607872986	0.655903033591	0.635715911742	0.671431439501	0.662510130642	0.679794395686	0.641085710476	0.643780236269	0.581737880557	0.667918000309	0.607923692258	0.615332103568	0.64403848618	0.663557480676	0.678749095887	0.687899760496	0.706794950187	0.665359753933	0.686825920014	0.634864448061	0.658818987398	0.652103537918	0.635061158032	0.697374121198	0.688239921013	0.600426363522	0.702081559841	0.671122863063	0.687756573714	0.695747608973	0.64701124596	0.67305709095	0.66890063665	0.694314004348	0.671171049204	0.690484421583	0.692062884316	0.675124206372	0.619564733397	0.664311924951	0.594032889065	0.662884087856	0.586573154981	0.661883777859	0.634248890413	0.612525178884	0.63943527396	0.654303730146	0.598708237734	0.668272036639	0.639062595266	0.610316825325	0.663524308976	0.664728301713	0.684045531355	0.658916867809	0.668972838534	0.651060637048	0.647973484657	0.635798130106	0.56083741719	0.620892181352	0.647796003162	0.677279140526	0.636382057043	0.567599138845	0.651207582622	0.552583235955	0.636759656209	0.565821679688	0.644637050316	0.647436547792	0.655498916883	0.699693252821	0.698337197879	0.64727789699	0.564941099564	0.667650425555	0.683460756245	0.668751927217	0.658549070632	0.675931669217	0.653729245422	0.648617337565	0.64934824229	0.642398616777	0.63783994874	0.674217976485	0.660263426438	0.681676021712	0.632590366536	0.684138484164	0.653438091456	0.698725542032	0.678261209988	0.692488542909	0.666425968604	0.660041852823	0.685400317454	0.686219154521	0.677475238787	0.662040680618	0.652693199563	0.633028857805	0.657172887593	0.675422552098	0.627679618521	0.668811991582	0.691703546175	0.681969594904	0.696429592188	0.684921081328	0.677043067858	0.677553617968	0.673238596272
CS.365	0.513965128223	0.59545404682	0.454462954129	0.541905606437	0.591485173884	0.496287795191	0.533549622821	0.550931853578	0.55289101738	0.522910166412	0.541233322319	0.580169054561	0.650213557488	0.466861143903	0.498513944924	0.554536279095	0.566319105784	0.581592913815	0.59889205767	0.617797168773	0.573097301762	0.529535910889	0.598126110316	0.559785053113	0.723145001463	0.648669133321	0.533232047757	0.662527847951	0	0.675790214411	0.553442611655	0.631159216721	0.677098046351	0.548906362748	0.512545303631	0.613629164812	0.590616796909	0.665964006251	0.721121212034	0.636220544094	0.587970212286	0.569764310464	0.50408605644	0.66510506015	0.636958342993	0.607781325901	0.684632982547	0.703963565386	0.604153213443	0.606795560388	0.646654284273	0.611795319642	0.625670711361	0.61845161006	0.672744490008	0.622513886361	0.661018782091	0.571137459371	0.599105142457	0.654398270644	0.520989288327	0.627141142186	0.502222961895	0.579391964388	0.623544168083	0.515200545618	0.682187740626	0.490084863941	0.595881160197	0.733400672295	0.555662586304	0.629465762395	0.54447191	0.521241371402	0.504940514087	0.591506549217	0.568444014813	0.550216190911	0.566912637662	0.547301878025	0.514309277501	0.503556568335	0.527106772465	0.624295637005	0.530128197462	0.528762133302	0.532702923518	0.525887500596	0.491869636791	0.565358620673	0.658056321765	0.564481726707	0.611246015047	0.616089997289	0.541361122263	0.531689146331	0.588902044028	0.53775163207	0.577186516187	0.480784703279	0.545797530328	0.564270394276	0.562606146392	0.497435387834	0.55379768051	0.619250105931	0.566283905795	0.73263592391	0.576705553453	0.496686537767	0.56147659906	0.729958485651	0.658996275721	0.592029879385	0.518380255688	0.660971393092	0.553528313031	0.68091326699	0.612705603674	0.633898645656	0.600260546985	0.551213667052	0.621729654572	0.697141970355	0.583335876934	0.466223894346	0.740281003582	0.708650820151	0.630872506396	0.584695410617	0.590639425408	0.635666433149	0.636627015743	0.61194706198	0.520866051233	0.72901545927	0.642335814464	0.595726158178	0.648448416011	0.646890744634	0.624026776303	0.628182888899	0.535679514072	0.610972301172	0.539726270014	0.556929353578	0.5176056473	0.511144721805	0.517922724077	0.530722058755	0.548269816588	0.496676465541	0.522800205619	0.527051528802	0.539163267345	0.568393158053	0.56675153472	0.614324898991	0.704824251719	0.556167499599	0.53732500279	0.529558922681	0.507802997606	0.553734081076	0.519185994347	0.514983069369	0.481930820199	0.556011547982
CS.063	0.685679408667	0.648377448829	0.707380802743	0.693257236012	0.622889652601	0.748852909573	0.703650562897	0.680645392587	0.615074778101	0.662447468165	0.657433442402	0.630126111894	0.632092822677	0.695954614561	0.675010623494	0.663993818727	0.617327981964	0.595418278641	0.607812893714	0.604931183167	0.615218846345	0.640532169969	0.619620998635	0.648343045959	0.697280237254	0.619085717153	0.638763110909	0.594613826977	0.675790214411	0	0.602832058494	0.584725746107	0.639061916466	0.653230657871	0.655772417545	0.618334543664	0.572866126734	0.6227083978	0.6948106171	0.630411783419	0.590757224488	0.606134427479	0.698935249061	0.592500234069	0.634345921481	0.631580270579	0.663212414251	0.635779111727	0.622332966833	0.613520311855	0.627793964761	0.623545557211	0.600293602736	0.631465465549	0.657474011433	0.624973117707	0.650531832795	0.667202656324	0.610187398846	0.664469635664	0.651121775655	0.642955025243	0.688447108497	0.635790111807	0.658964948009	0.665518731561	0.672716742616	0.685862523797	0.717150277467	0.680206853178	0.66095086007	0.618469920762	0.639204461576	0.653992945211	0.666642585687	0.666329574579	0.739411897507	0.726315406534	0.618958175106	0.730331236387	0.676545662214	0.699944341745	0.753040142653	0.677880730387	0.701161495907	0.711673835673	0.715486187028	0.720329313417	0.739927726469	0.714494001322	0.667112394506	0.617931159236	0.6838814909	0.602027859078	0.70372356074	0.619005589345	0.69260313907	0.646609169546	0.615408739138	0.669535032476	0.665024626877	0.624085883002	0.71581251097	0.678792303765	0.62453801286	0.639024533519	0.629283502778	0.676170006443	0.640423812301	0.696949648723	0.667441743412	0.596995963346	0.613574828037	0.5887131847	0.630208140413	0.643992268107	0.653974011334	0.612697459146	0.615105606809	0.590888314176	0.556575669764	0.648017046934	0.540276107249	0.581725275689	0.654086650837	0.667253720895	0.68202667129	0.714060632525	0.623652165401	0.583078100694	0.602393560323	0.636782234472	0.660396963135	0.609175975038	0.651013313651	0.670168754336	0.649732622547	0.630967903538	0.629084544757	0.658255178271	0.634166195537	0.60093637566	0.657562397574	0.628664711832	0.691825215679	0.665480894338	0.72408811853	0.701645736344	0.723244356174	0.665215907121	0.672513367292	0.703658383009	0.671894784788	0.7092739657	0.665217396142	0.68075961666	0.644926107505	0.667198302365	0.684337800289	0.67358023752	0.681069066134	0.730642718841	0.671889917391	0.747109723392	0.729479126788	0.733442415427	0.708845017001	0.71677445483
CS.232	0.581900156508	0.631419655243	0.562559175912	0.583512629802	0.567852318584	0.59519432061	0.533426395635	0.5284020539	0.577509430928	0.575735591339	0.559586474176	0.506160480301	0.648191639415	0.562411440525	0.488704147231	0.610621626019	0.525490750825	0.559560650909	0.598473320863	0.61395867453	0.554568074945	0.521235241195	0.586812505074	0.557998905664	0.725178615099	0.64322724276	0.521035028836	0.61424135592	0.553442611655	0.602832058494	0	0.581881457388	0.691525692572	0.55665271544	0.518560978016	0.619193726865	0.507194667933	0.649901265159	0.72352069749	0.644660067352	0.46353620181	0.601287663724	0.574680653591	0.643015914916	0.618801210315	0.559150737885	0.683334088373	0.67868692002	0.56973227786	0.601323200639	0.617103788518	0.571305940509	0.608333551423	0.590784754742	0.619892525385	0.570923874149	0.608472178976	0.550788693783	0.550079904992	0.644376584511	0.553740590742	0.580569944718	0.575553241908	0.59273246832	0.639840089232	0.576280162113	0.685438753592	0.565927524706	0.562982053694	0.723931692034	0.587007502911	0.605993524947	0.609685887448	0.554201121021	0.588321609582	0.529242365919	0.56564582261	0.554381557693	0.556747277949	0.543229492743	0.597878366142	0.55688427336	0.567881963433	0.567785608951	0.570598230272	0.539885821399	0.545990497581	0.542536823112	0.589354741657	0.584327365591	0.668336268861	0.597868191615	0.678548504512	0.576547549132	0.517100637959	0.533356395516	0.605971642246	0.543392973099	0.497321363545	0.521258210533	0.603212624168	0.492216875338	0.629063951179	0.532360095045	0.470414494279	0.653994169653	0.578091345306	0.743638245547	0.562973560402	0.545913440368	0.613293062065	0.709105009029	0.651115953175	0.552886397744	0.555420445352	0.611421230764	0.54860980843	0.684199706537	0.466943378104	0.590549153135	0.562722125921	0.530866423754	0.570960990965	0.659671890571	0.641959304141	0.569558084957	0.746091958688	0.724333449168	0.643003821219	0.549015359309	0.601669380598	0.634657668838	0.632526443548	0.584802239543	0.514871867178	0.675007964409	0.584449945761	0.574606756187	0.605993989678	0.659888418954	0.588393752175	0.574624149433	0.56438302526	0.58463791583	0.644261935255	0.597746946741	0.546441635433	0.575432190469	0.545784097942	0.604484658005	0.581461040516	0.590185869993	0.601147101527	0.57055657336	0.588586762687	0.618854371098	0.540741363303	0.63129272381	0.703623644252	0.587082113513	0.541267428649	0.639953201613	0.538875653697	0.570492314016	0.552961186384	0.582992606466	0.53907845103	0.631713222011
CS.041	0.644735391729	0.622548580848	0.643421220126	0.626612369036	0.609054806358	0.692308028819	0.6674995311	0.602267845615	0.616182395763	0.637035745726	0.630658886471	0.589116664715	0.619985975007	0.669822349915	0.607197101563	0.605389521429	0.587416665912	0.577679549805	0.584835367763	0.611365080852	0.58707508686	0.609045754332	0.606775416596	0.61808175745	0.672929956953	0.617711158541	0.628503071174	0.608444310221	0.631159216721	0.584725746107	0.581881457388	0	0.648992369575	0.603553875829	0.596199889422	0.58001110795	0.521955719768	0.638220654991	0.706364224622	0.619514429785	0.561872597642	0.605359350596	0.645338186319	0.608768780582	0.620893417434	0.613745431038	0.677588102435	0.628044505139	0.60900501775	0.625792626503	0.598004296234	0.603990596792	0.610253955472	0.591023174039	0.593718602722	0.601133643426	0.611348030752	0.615849662194	0.608752806452	0.66179328362	0.622937504305	0.626508275694	0.64087588504	0.58461539311	0.639070345643	0.627560843759	0.62966440009	0.631246416293	0.701348039261	0.687217213047	0.629455945507	0.587413935979	0.597411926599	0.602246155445	0.619030731047	0.654812636709	0.722289687309	0.701816992981	0.631462079251	0.674942036059	0.624915150916	0.674140689781	0.714372536552	0.686983959113	0.656923171807	0.670930811052	0.692575767885	0.672460779023	0.690187024388	0.683594233523	0.672741354252	0.616999088479	0.663473409257	0.57455849971	0.67480094951	0.61775155275	0.66266264534	0.642824442452	0.598428396377	0.637106535563	0.649599859789	0.593123932038	0.702713766563	0.63741111212	0.618838871234	0.637060127556	0.597124220458	0.678836244842	0.58101743804	0.644080648742	0.640097229244	0.654919247015	0.615530826895	0.572119608545	0.605888936804	0.642693877027	0.593858302031	0.634834554436	0.611119048575	0.575672015857	0.522271536782	0.609000337228	0.546385288337	0.609034790506	0.645553880494	0.649466346531	0.698180342819	0.662191380162	0.604448835678	0.519354458071	0.607394388372	0.651187026157	0.616793695597	0.585399340128	0.616110214667	0.672798571039	0.578749034065	0.621288844374	0.584933261826	0.613356499374	0.583966888651	0.617618533822	0.616708215117	0.6077738079	0.621965249892	0.627237881936	0.681564772195	0.645576235397	0.67321024191	0.637743221315	0.630461820086	0.650405818827	0.650166468377	0.692707680854	0.631431634839	0.657365024192	0.639991681544	0.627620636318	0.632310207852	0.661510652036	0.637714140452	0.685407479275	0.654480825287	0.700621919729	0.706540521465	0.692639838279	0.659847567304	0.687582988523
CS.302	0.736731826899	0.700476670249	0.691328776735	0.72356204298	0.685251946767	0.74041744101	0.739901133994	0.703566971259	0.656333489588	0.706200452729	0.645876981014	0.731043991296	0.686083084576	0.686802468271	0.696388154408	0.663673388418	0.691859802339	0.610417324258	0.627533805549	0.581151804625	0.711390006576	0.673643912582	0.600900618827	0.62557297045	0.60451172402	0.616859179813	0.729181581316	0.680637712311	0.677098046351	0.639061916466	0.691525692572	0.648992369575	0	0.665886393882	0.650770726708	0.56225060856	0.630298473582	0.63344394177	0.60736028735	0.580427020277	0.653123102105	0.609879796036	0.68650756263	0.69780087107	0.599297026999	0.682610993412	0.642888753144	0.630080825607	0.63721434104	0.605600213306	0.583494043193	0.636218016544	0.558518834466	0.619699189448	0.658412389417	0.668443193061	0.649055062402	0.68409677339	0.623644216146	0.637443693282	0.67651484377	0.740434865253	0.693183125935	0.648145462246	0.700505235321	0.667883036748	0.646495503928	0.698787552021	0.742689018911	0.617784082399	0.683392833214	0.642786660365	0.611044136833	0.654555841971	0.673704952779	0.71149027361	0.762771136166	0.762360407768	0.708148820272	0.731062886899	0.687309933057	0.722953417284	0.760822002568	0.762101350742	0.689360725811	0.741037072461	0.752604221078	0.743114847261	0.731344640055	0.740289956676	0.593518290961	0.666883248589	0.704471703115	0.638148875452	0.747129954757	0.678270762194	0.755930016965	0.70478737705	0.693951024126	0.69432900757	0.715150469358	0.715327021046	0.727419756573	0.697152709101	0.729666286707	0.550120361773	0.597809567374	0.556108684445	0.633652053237	0.700635075904	0.697708560883	0.593459186652	0.645162075028	0.668208205001	0.679201058875	0.617147176725	0.659403412826	0.567775229317	0.708209864065	0.600428176006	0.62868295802	0.666272941963	0.641738688481	0.57782264925	0.596329134478	0.704763016223	0.621165757808	0.608149620478	0.598815499028	0.650894127814	0.582544067095	0.623571219617	0.626042393746	0.604838287235	0.696092250407	0.615200676259	0.617984222298	0.648381073294	0.683245408337	0.594616940778	0.659840410044	0.635983287617	0.671897441319	0.624573274502	0.629721980459	0.66393059478	0.737674874869	0.681495417226	0.733435376521	0.611965814648	0.69423634677	0.702215949542	0.652813342283	0.735669114305	0.707423099434	0.692870740742	0.71609836957	0.598800910907	0.574252020008	0.698235226129	0.670474985291	0.70387647265	0.703121228516	0.758695164856	0.75862070849	0.728269275205	0.715248805754	0.724232510874
