CS.005	L.036.M1	CS.038	CS.021	CS.022	CS.059	CS.244	CS.199	CS.174	CS.091	L.006.M1	L.001.M1	CS.176	L.011.M1	CS.143	CS.287	CS.062	CS.368	CS.341	CS.042	CS.067	CS.060	CS.122	CS.327	CS.335	CS.230	CS.290	CS.065	CS.149	CS.367	CS.374	CS.041	CS.236	CS.128	CS.378	CS.213	CS.375	CS.205	CS.302	CS.126	CS.376	CS.232	CS.125	CS.292	CS.380	CS.349	CS.178	CS.386	CS.395	CS.182	CS.348	CS.148	CS.214	CS.256	CS.268	CS.147	CS.385	CS.183	CS.166	CS.177	T.CS.020	T.CS.080	T.CS.040	T.CS.079	T.CS.012	TFS.023	T.CS.004	T.CS.069	T.CS.007	T.CS.057	T.CS.042	T.CS.028	T.CS.023	T.CS.056	T.CS.019	T.CS.129	T.CS.130	T.CS.105	T.CS.102	T.CS.167	T.CS.115	T.CS.161	T.CS.131	T.CS.097	T.CS.091	T.CS.111	T.CS.128	T.CS.121	T.CS.177	T.CS.123	CS.237	CS.082	CS.087	CS.241	CS.085	CS.015	CS.110	CS.356	CS.242	CS.246	CS.088	CS.103	L.034.M1	L.024.M1	CS.006	CS.187	CS.078	CS.304	CS.274	CS.347.0	CS.387	CS.191	CS.358	CS.150	CS.044	CS.228	CS.207	CS.363	CS.212	CS.325	CS.322	CS.112	CS.319	CS.227	CS.158	CS.285	CS.331	CS.194	CS.361	CS.343	CS.318	CS.202	CS.080	CS.152	CS.163	CS.390	CS.253	CS.326	CS.370	CS.270	CS.145	CS.393	CS.262	CS.255	TFS.025	T.CS.045	T.CS.026	TFS.020	T.CS.036	TFS.027	T.CS.043	T.CS.049	T.CS.061	TFS.021	T.CS.064	TFS.022	T.CS.008	T.CS.055	T.CS.066	T.CS.141	T.CS.152	T.CS.158	T.CS.142	T.CS.151	T.CS.095	T.CS.157	T.CS.109	T.CS.166
CS.232	0.482129584987	0.583512629802	0.627277032589	0.610797576035	0.594864098165	0.5284020539	0.635186776856	0.584580695728	0.559756856733	0.615556587281	0.581900156508	0.544775225116	0.577509430928	0.575735591339	0.554899981273	0.567397502809	0.523233930186	0.507094972997	0.626918950583	0.598473320863	0.698600933711	0.545910495744	0.521035028836	0.607025697629	0.725178615099	0.663847138238	0.61395867453	0.580109283975	0.579509001182	0.702721737015	0.618801210315	0.581881457388	0.643015914916	0.55665271544	0.649901265159	0.644660067352	0.601287663724	0.674268245314	0.691525692572	0.518560978016	0.613648675992	0	0.619193726865	0.46353620181	0.574680653591	0.561085319011	0.550788693783	0.683334088373	0.570923874149	0.518044528195	0.56117935961	0.619892525385	0.601323200639	0.597439978301	0.600699779359	0.617103788518	0.56973227786	0.67868692002	0.608472178976	0.644376584511	0.562982053694	0.626741984901	0.541261134074	0.657102144384	0.668270730323	0.617432774736	0.580710409024	0.568311622519	0.631058091276	0.685043985987	0.544484979164	0.586343891261	0.723931692034	0.639840089232	0.59273246832	0.543229492743	0.550922138754	0.567785608951	0.592650507487	0.57088125064	0.542928217369	0.529242365919	0.55688427336	0.583565607705	0.560401842302	0.581636080684	0.545134847097	0.568342575785	0.567595872062	0.562083545656	0.533609731545	0.470414494279	0.597868191615	0.517100637959	0.492216875338	0.605971642246	0.576547549132	0.668336268861	0.532360095045	0.521258210533	0.678548504512	0.497321363545	0.603212624168	0.629063951179	0.533356395516	0.567123142497	0.613293062065	0.627387624472	0.653994169653	0.651115953175	0.578091345306	0.545913440368	0.743638245547	0.505244315414	0.555420445352	0.552886397744	0.634502949283	0.590549153135	0.649716338821	0.740640147362	0.632526443548	0.562722125921	0.618520257819	0.746091958688	0.570960990965	0.659671890571	0.530866423754	0.724333449168	0.643003821219	0.626202825007	0.601669380598	0.634657668838	0.549015359309	0.514871867178	0.547164237833	0.574624149433	0.675007964409	0.58463791583	0.588393752175	0.584449945761	0.56438302526	0.605993989678	0.659888418954	0.574606756187	0.604484658005	0.597746946741	0.703623644252	0.545784097942	0.540741363303	0.590185869993	0.575432190469	0.63129272381	0.601147101527	0.618854371098	0.560206804114	0.546441635433	0.644261935255	0.588586762687	0.57055657336	0.631713222011	0.541267428649	0.53907845103	0.639953201613	0.582992606466	0.570492314016	0.587082113513	0.552961186384	0.538875653697
CS.125	0.682192160574	0.654566318707	0.664624441451	0.532094176665	0.585984533724	0.644097621319	0.738808595499	0.639988632638	0.65909608374	0.599348945718	0.667537762002	0.674023452252	0.576773681589	0.608048133486	0.624732721354	0.553927785118	0.641389374022	0.555428376657	0.496664869198	0.613063794953	0.644701193798	0.611755962463	0.683993451536	0.648757825876	0.598099481637	0.540868859867	0.503292262744	0.541926152755	0.484441016595	0.573159301455	0.537983379342	0.58001110795	0.647980104185	0.514613082084	0.614279151326	0.535376679329	0.553239488034	0.512243308606	0.56225060856	0.545790698674	0.481226515523	0.619193726865	0	0.57421712527	0.60470766082	0.541710097131	0.589095630821	0.582539859757	0.582942890373	0.490262326011	0.557840130136	0.562932869782	0.551430151619	0.501264324366	0.586723976197	0.480804526923	0.51995755405	0.566036622524	0.559767759655	0.559106297063	0.700983848144	0.586783959082	0.655152730492	0.530828514095	0.637386611617	0.599429032733	0.570589862074	0.578452421335	0.539787562103	0.585868360777	0.629353965149	0.568176419413	0.690462760927	0.67207378552	0.6175376305	0.648715344594	0.614315558583	0.709860610274	0.669286774112	0.642796661662	0.672976243588	0.619707439242	0.618813357661	0.6887801966	0.680630206366	0.625547144325	0.616899897793	0.623111795808	0.665527981233	0.608720135908	0.590004212973	0.651133370675	0.637977589019	0.686050848466	0.645624403038	0.706726057736	0.605529145214	0.619183804733	0.620265452101	0.595776240129	0.686756594805	0.645579229177	0.605611658364	0.666811211022	0.626284627999	0.470528456343	0.619885624128	0.645224365713	0.525465466997	0.581992607958	0.499413364189	0.653087778886	0.569320415499	0.575889436324	0.631216155617	0.638545288126	0.554671895459	0.507100792131	0.568346604187	0.639360118396	0.514226924329	0.589463221021	0.480528869595	0.656287035296	0.594521078065	0.567358022807	0.551245534235	0.5570387202	0.554211557342	0.507250710087	0.484210757331	0.629955988092	0.59674567588	0.573301710483	0.592245890882	0.528384055961	0.591854153281	0.479541553959	0.524145759981	0.511365003599	0.534400521629	0.607107783433	0.556041014662	0.530768442891	0.561347149103	0.639382617196	0.590018516385	0.651239325303	0.649350008573	0.629659584155	0.644043084877	0.563548741085	0.595647678093	0.652947276198	0.633147525914	0.662031324512	0.590255116188	0.622652508218	0.669888857093	0.662745226126	0.615399426534	0.623048811231	0.651722558928	0.645534377275	0.696327388725	0.66437528335	0.660105778302	0.596173311138
CS.292	0.587546139732	0.609312522558	0.647880252351	0.575977297541	0.574163264533	0.564795347437	0.673513343789	0.603720052991	0.612988071089	0.573454641443	0.618075297364	0.608106307554	0.575439320352	0.599678016148	0.562790278278	0.533390529903	0.56320031161	0.540325675014	0.587077689892	0.600569389949	0.643106560693	0.526411394407	0.578256929429	0.618725604731	0.657871323564	0.620109655754	0.583978054916	0.560507992956	0.532524561846	0.622811184764	0.573888754549	0.561872597642	0.611278348595	0.544560693042	0.629828534639	0.588926118401	0.590023300148	0.630707274045	0.653123102105	0.55645259045	0.567310218989	0.46353620181	0.57421712527	0	0.600672118167	0.555876273075	0.570762707039	0.646100592838	0.545637900652	0.53167679057	0.559124208934	0.617165324479	0.578591541338	0.539093745794	0.562597236873	0.568380242013	0.540593748726	0.600979940479	0.566938711309	0.599351178466	0.631415555785	0.62304036698	0.58781738702	0.602211901315	0.645868295271	0.641519605742	0.605168189753	0.594879174964	0.636223144375	0.658623817056	0.625631637475	0.613337999927	0.715104592193	0.642475366543	0.599153258916	0.605003760789	0.590335512149	0.6267436654	0.626716895313	0.619865587789	0.62488808876	0.57698107316	0.624601100699	0.648496393272	0.634544854597	0.620518631758	0.582963600332	0.619356006699	0.620022908674	0.600936745463	0.525762021784	0.556790519357	0.630259332074	0.561228879212	0.557223544097	0.642204438533	0.540452519851	0.649695889195	0.587336247994	0.580669870239	0.69128547591	0.538965381906	0.608849792305	0.660700199518	0.585512396762	0.528770474821	0.623577922118	0.63932531157	0.612000106691	0.571012350328	0.556842802969	0.59509537551	0.667152428834	0.526553971971	0.599209197538	0.571677187007	0.600978506984	0.547201276086	0.643702342996	0.689299807633	0.56419129984	0.515246683125	0.569934119689	0.67178138156	0.569900032079	0.575489890561	0.494860640821	0.645699243688	0.601377705096	0.58966707686	0.544100367129	0.633114668279	0.542665935584	0.558114992486	0.561792092003	0.562766314111	0.648592736037	0.547706320025	0.546128983121	0.522327798823	0.553953850192	0.590982669237	0.584746589647	0.544850763623	0.624370189504	0.622213421468	0.657414153685	0.615570581119	0.579614922297	0.621565663321	0.635842646045	0.614403438875	0.630151044598	0.622258125817	0.579026663304	0.609458904666	0.639712222671	0.607240864108	0.619448338933	0.658190849865	0.602742200485	0.61183506128	0.680196581984	0.639619530884	0.635265937183	0.636053140578	0.615819690121	0.598703293402
CS.380	0.555968001893	0.542272417082	0.625560050723	0.608564359007	0.648821049531	0.529057161288	0.69780066151	0.625631375424	0.474622455322	0.649368997943	0.547064237978	0.568072988554	0.580833019238	0.538804515019	0.584991478615	0.599657450392	0.53967933782	0.503495274526	0.613378344648	0.63708413853	0.735981052143	0.627147327351	0.591618746084	0.600919224601	0.723291283537	0.682814778134	0.599225387089	0.563860873604	0.595063732258	0.725361353888	0.654523208906	0.645338186319	0.697833156602	0.528954784129	0.68864177977	0.657939848759	0.585484510056	0.642859469101	0.68650756263	0.458232284469	0.61313647718	0.574680653591	0.60470766082	0.600672118167	0	0.54640552672	0.553773105495	0.690731148987	0.594544013193	0.542743767256	0.55953704083	0.65470159722	0.605753690794	0.623555280969	0.656908137403	0.632651911689	0.593335542773	0.703215204467	0.628816867673	0.654252412521	0.572111041736	0.543129119927	0.528011543474	0.656826554912	0.668704431723	0.529412861389	0.500026460669	0.487495463657	0.579515898322	0.658267707596	0.459145018075	0.482645007266	0.749429737276	0.642503187915	0.614875100352	0.539185192206	0.485371314263	0.630798671619	0.572037102205	0.50761840867	0.521845174957	0.567346430004	0.484383127768	0.500905537574	0.508370051313	0.510789029654	0.544849971715	0.521699383798	0.516609608866	0.522631257972	0.65140750255	0.557018130811	0.629940823967	0.544644489164	0.564858684549	0.617798014299	0.656541238971	0.689749233768	0.512135095227	0.51134595102	0.664723493312	0.591458316626	0.582090372337	0.58346321789	0.563598625217	0.587692453879	0.578893924532	0.68780734088	0.620919356911	0.682385882429	0.524837561009	0.478366825159	0.746601373141	0.57464640368	0.522285794519	0.641005589996	0.671190184873	0.601945321148	0.642723400379	0.739905229403	0.648819477104	0.642188461049	0.587438195641	0.76276167436	0.65655871785	0.71920597428	0.547168111547	0.726303939213	0.649779695906	0.619218365474	0.603159342984	0.627341296056	0.586765633552	0.463253023987	0.658308705623	0.585795870227	0.734456038434	0.589187695188	0.573639616994	0.619631955826	0.508882390126	0.653692030119	0.604927633085	0.553093760689	0.5034390939	0.527805159494	0.665888448033	0.470749128977	0.586104465599	0.499738741928	0.51358514462	0.608321463851	0.522956576619	0.525814281081	0.474730195394	0.483751958994	0.520021987083	0.555505904587	0.528769181033	0.556264430069	0.495496488331	0.478601043642	0.557847896683	0.51793518909	0.551208341397	0.571381979737	0.521427369934	0.514654577232
CS.349	0.643773346338	0.608172623394	0.6830024052	0.581546382353	0.624116834871	0.608603159493	0.712982009257	0.634626242054	0.63207764095	0.577915825452	0.62739406792	0.629254031008	0.573350421018	0.601335445098	0.613649476998	0.511802436377	0.624451038198	0.552432197774	0.579411814636	0.656467568245	0.683442809818	0.613256149039	0.667255368789	0.669496373576	0.641986972762	0.639889528299	0.526111344638	0.553543660705	0.509123060536	0.641867214172	0.568774206525	0.603293235785	0.666017701358	0.521904131311	0.657767967742	0.600366563216	0.576949281329	0.598581825474	0.660601599926	0.527383212978	0.544363629892	0.561085319011	0.541710097131	0.555876273075	0.54640552672	0	0.559914759193	0.617405340822	0.481484235148	0.454152092503	0.490888678618	0.543171808225	0.560470515262	0.528828161146	0.537430677542	0.533288497343	0.446706479079	0.591853823491	0.446812259239	0.55803559528	0.668970067734	0.58459881627	0.628832706584	0.579761512266	0.660966692425	0.599124696121	0.550560808172	0.552809801102	0.607662908593	0.633506426082	0.588526435232	0.552233971482	0.715341705891	0.660301761669	0.607391211108	0.615192419671	0.589867422569	0.664600553913	0.674805479385	0.633867281452	0.648463116763	0.607167615157	0.591591022662	0.643920060661	0.643768273306	0.636261226253	0.587799302937	0.597320589342	0.621496934457	0.606504646351	0.601320073618	0.612533308511	0.671993830117	0.664188636155	0.610266740254	0.699959033277	0.602267218363	0.695877067227	0.597270123632	0.594994773666	0.715883439471	0.614842581734	0.621137093855	0.686500844496	0.639744692092	0.516336574197	0.642184778247	0.638314502352	0.574329951317	0.623794193485	0.504050429508	0.618613750696	0.656978178665	0.562753365007	0.596282206087	0.599957187193	0.603308254028	0.501135127614	0.651883049835	0.677998520766	0.542859707029	0.613795991525	0.489014263044	0.700489664087	0.620855757114	0.633965909301	0.503967011196	0.642244432016	0.616246886555	0.564063633054	0.510922458672	0.659433818936	0.571530635889	0.528606388654	0.618901195218	0.471916737426	0.653541813663	0.52869293421	0.462065228699	0.49744317128	0.48938233888	0.590358402437	0.545079640115	0.489862803435	0.607314887068	0.63933938517	0.635754196888	0.621781402892	0.621808910997	0.625805491087	0.627486221081	0.583831098247	0.583117682653	0.629209896771	0.570716132052	0.606197031661	0.61894296031	0.625324480499	0.647088039166	0.685290887458	0.62548336296	0.610865038763	0.674105874307	0.649338771917	0.665947954969	0.668241460377	0.633971031646	0.622237062479
CS.178	0.612543719661	0.560034780815	0.652036692453	0.614240372031	0.639337676124	0.576885990475	0.67785430545	0.635939714192	0.582689748439	0.633870978415	0.596263760443	0.590020555672	0.596783770111	0.607194354674	0.59934528554	0.552483838223	0.593036059107	0.489295832455	0.593261798708	0.615735672407	0.693261043798	0.60424232827	0.623305536783	0.628287234054	0.681462497213	0.664360220572	0.603662702179	0.550378700287	0.589011712162	0.691261915422	0.636567852215	0.615849662194	0.680177088844	0.537694807986	0.651433007911	0.630673489176	0.572830834834	0.66061599636	0.68409677339	0.519239036614	0.606650125312	0.550788693783	0.589095630821	0.570762707039	0.553773105495	0.559914759193	0	0.657666545269	0.561939581343	0.529089627077	0.566464846508	0.615567110684	0.560063496078	0.586981581786	0.594123040411	0.620418617401	0.573812582405	0.61868299801	0.586083119371	0.59894560125	0.629988423444	0.564957899167	0.587993445291	0.616625919041	0.600426839168	0.577682597323	0.551142493056	0.545054751696	0.617452022961	0.612777455212	0.578271247452	0.559754942597	0.680413609669	0.634450808983	0.575738976481	0.572519917611	0.564181793648	0.660271596994	0.63934651283	0.576696142417	0.581133000831	0.609972485803	0.579845851404	0.596880226315	0.588991020115	0.573695371049	0.589040760746	0.561683036348	0.590628705413	0.580146627553	0.627044449391	0.595198194447	0.65412840304	0.624359700957	0.603968532857	0.661299957364	0.623136219053	0.660602501262	0.55668892506	0.576825898438	0.664583042989	0.598245644537	0.612185705129	0.624773978473	0.592082001936	0.562590380461	0.619119134119	0.655448970719	0.613505208277	0.658371709809	0.537800384268	0.560990474403	0.704642965496	0.539108089094	0.596013537353	0.630455362478	0.64801497681	0.577139287272	0.627438337222	0.706006761109	0.586283247779	0.603317341339	0.613582778838	0.725119987793	0.644301086141	0.671104583792	0.555653214322	0.70332192715	0.612356560628	0.635985084335	0.607802789819	0.624025318666	0.603835675232	0.524919691926	0.626419486413	0.581621731429	0.679420683777	0.598255121358	0.559854253811	0.555863202099	0.540625712951	0.603208747792	0.61715827937	0.587761537009	0.576882249167	0.606741756962	0.637234851958	0.577978282719	0.604468514238	0.580842245171	0.582778434137	0.647037206293	0.557705874071	0.600757147389	0.588060201685	0.553659639595	0.591639241377	0.592816547322	0.594511221316	0.613463357612	0.54366864396	0.567379228267	0.615623318103	0.597048490941	0.613252178301	0.60615590421	0.598522601423	0.560134820633
CS.386	0.72182838909	0.716895847591	0.689683689632	0.666066641105	0.652178583577	0.692267726204	0.707281266066	0.690894071041	0.717046972708	0.633642899238	0.697189586538	0.692876118701	0.682685991432	0.674446072909	0.680212952431	0.5983459976	0.686182890782	0.668562559243	0.57236925924	0.671947864269	0.603713282266	0.627210596551	0.701461073313	0.696440368372	0.620230434441	0.652869364565	0.585776348449	0.635050527033	0.611194669051	0.604901486691	0.597054136789	0.677588102435	0.677243119256	0.648402509459	0.615123864711	0.584045002813	0.626367339294	0.61442279234	0.642888753144	0.66651615454	0.608893772806	0.683334088373	0.582539859757	0.646100592838	0.690731148987	0.617405340822	0.657666545269	0	0.613267384051	0.625471001307	0.683121081242	0.565348699365	0.598623119435	0.578650796305	0.583992627835	0.56694934439	0.642978367607	0.5731275802	0.599929518381	0.513624556036	0.733131490643	0.616256503938	0.682740658528	0.590669405836	0.642599685531	0.673908213552	0.6684867289	0.679758841106	0.631238271743	0.630474978809	0.71411242312	0.663482511195	0.712316248355	0.679942022057	0.652637253402	0.719920888014	0.687353638714	0.716792024729	0.717849377182	0.697681479338	0.718630429397	0.683265598099	0.677965465691	0.731754454327	0.724877842339	0.681469511424	0.667202310927	0.69834681001	0.697046203241	0.67742784218	0.620883618562	0.719282237996	0.684480208398	0.715837000216	0.686829558388	0.738060734526	0.614277622525	0.658327928519	0.682440547578	0.673327773324	0.695223265525	0.669883521379	0.666225959532	0.703819036298	0.694203702849	0.592608086219	0.673407978558	0.65121709534	0.576157522309	0.640124793798	0.62322498122	0.699352124665	0.613097481632	0.589838539978	0.664722221321	0.637586456785	0.594825533666	0.594381448434	0.679053546801	0.592047701981	0.606374745721	0.634627468564	0.604762268029	0.641041402303	0.634058998716	0.61223965331	0.647989338826	0.586770067515	0.635820656898	0.567309055271	0.604691729908	0.649862394692	0.636901356075	0.692575636311	0.652283985477	0.560387776971	0.587154953572	0.589024764891	0.609374961235	0.593806806199	0.658435569875	0.659386247596	0.580239494061	0.594047451552	0.654504591198	0.697638385481	0.632903761322	0.72319263122	0.68416934252	0.702845109026	0.706129230722	0.628879847093	0.651766664444	0.682626476499	0.679024578074	0.714668244198	0.681121822273	0.682752401541	0.707343559427	0.688864268194	0.68373968252	0.699183229136	0.700527117326	0.709498623536	0.732915056744	0.69169554834	0.717780601851	0.679320659954
CS.395	0.651058558233	0.624507443707	0.673175157662	0.617552705526	0.627090506348	0.609119911478	0.700022428467	0.662623958042	0.658507250444	0.608489038794	0.660076927683	0.632518760094	0.555828692828	0.640414010088	0.635709812932	0.523000493559	0.617848872337	0.55567659204	0.591992255168	0.647143411628	0.670338644629	0.606698202185	0.654522179972	0.67605422096	0.665480123601	0.633868242198	0.546497904138	0.573796615667	0.542844545929	0.638616311727	0.576316693716	0.601133643426	0.640491492647	0.538458231544	0.642763117029	0.572443672045	0.580881595719	0.638565133657	0.668443193061	0.551852840886	0.585255203686	0.570923874149	0.582942890373	0.545637900652	0.594544013193	0.481484235148	0.561939581343	0.613267384051	0	0.493239296226	0.532394976746	0.584492383255	0.558217422823	0.548958826232	0.542702070432	0.545223786546	0.467507750513	0.574332652262	0.500099467383	0.556979570765	0.691792188638	0.617323334656	0.626907897615	0.592891473713	0.646807901386	0.632013882477	0.608935845694	0.604557099722	0.649977401409	0.647505822071	0.630078810099	0.599259056887	0.713052886508	0.672193613556	0.614908591164	0.631779213066	0.619410552843	0.642102177707	0.692093885777	0.656462778156	0.651523537169	0.621964194652	0.61682028209	0.671637880899	0.671626418877	0.65821565758	0.582418127349	0.625313392732	0.634692169037	0.630816780487	0.587143058393	0.608027956731	0.684166906891	0.658933797992	0.608684945513	0.700717804991	0.613871335183	0.688356563904	0.603556101904	0.598564541417	0.72209360855	0.599287310641	0.639193640335	0.711818482634	0.642831643993	0.533581290895	0.689926032195	0.631030588517	0.591876759881	0.636840864018	0.576946322599	0.646786990653	0.66574529432	0.563214981886	0.634689753619	0.59831033629	0.600413066518	0.549653161414	0.659172331601	0.701037954631	0.553376112034	0.580761872955	0.539006652597	0.704730926395	0.617335405702	0.654744353207	0.502517213267	0.658826023758	0.605868953348	0.575457274977	0.555953481677	0.663210199527	0.593618585237	0.557604034206	0.614585024132	0.531098443486	0.644548091794	0.55142258372	0.495582747062	0.530598628826	0.538535670263	0.574730713229	0.578589561595	0.520106574349	0.643162702455	0.656161105064	0.650240597961	0.645803656992	0.63701256944	0.661067521667	0.642419059215	0.616498188215	0.614896824934	0.656894197356	0.620958244843	0.627373931964	0.654761319813	0.649328288984	0.66365957439	0.698926569169	0.623600466438	0.639109799103	0.709636789197	0.665797002835	0.683398673359	0.669051868924	0.655139588394	0.614366575927
CS.182	0.603862358106	0.599266858837	0.666298486257	0.54540483404	0.606566289372	0.551525284306	0.710325323932	0.631566675001	0.594428052272	0.583622127646	0.633829214253	0.613699777935	0.548651688859	0.57604000829	0.59224960337	0.506855336625	0.59236406174	0.480294957782	0.548068184026	0.609355397286	0.684469786089	0.607726947279	0.621759714694	0.646653404359	0.66686978894	0.609220930065	0.532719992056	0.53187504161	0.518016685656	0.652288225342	0.576709983524	0.601314267677	0.649329958272	0.495975608191	0.659789183647	0.570059882042	0.56822215083	0.581237845562	0.632223022704	0.47176658191	0.537857100053	0.518044528195	0.490262326011	0.53167679057	0.542743767256	0.454152092503	0.529089627077	0.625471001307	0.493239296226	0	0.463012859883	0.567979325431	0.532802079836	0.492712809159	0.546566888312	0.505430285294	0.472508747524	0.619944494796	0.521188021696	0.56075553385	0.634766121424	0.570497385145	0.576349693398	0.582105396857	0.650794431165	0.58141774001	0.53471936072	0.4931926759	0.561599485972	0.616795036813	0.570698764202	0.512213694728	0.702187970461	0.680993722175	0.588583389034	0.58178847087	0.546213889873	0.629940215729	0.629381731929	0.595683904496	0.583910334947	0.566019024341	0.566582885311	0.610750797527	0.590899099869	0.590580392977	0.519237802417	0.559554854543	0.59514850551	0.56008679022	0.573533517306	0.567964279675	0.652314146881	0.617623643221	0.577539277151	0.675649610617	0.593703624139	0.664093510399	0.558559283244	0.546470165252	0.706710387461	0.599129970373	0.612005775442	0.654604875475	0.600340713359	0.479561807897	0.638934560014	0.637448787863	0.563533922907	0.619194549143	0.482405295217	0.590572180482	0.675546886428	0.531295429135	0.591877968973	0.620603782812	0.603718120711	0.513340822418	0.616446972365	0.694966115195	0.545694755159	0.598013943022	0.49902937907	0.711973887659	0.603041500824	0.628924832419	0.490512011009	0.656484715534	0.599260945459	0.552343889806	0.502840449056	0.620971826045	0.576183324903	0.488537428718	0.608093214058	0.491042028508	0.664345000576	0.486753281391	0.494701424197	0.501994129154	0.476348358042	0.611972662166	0.56107538419	0.495087556571	0.55539073572	0.602331792136	0.622184384256	0.585499046059	0.586190592917	0.596452161087	0.605825545649	0.579206688983	0.540722781662	0.616827932463	0.541089280975	0.590320942768	0.584518356949	0.586350414981	0.608299248651	0.649562880249	0.548079399393	0.553509620577	0.629734837333	0.604357077227	0.628010461394	0.613320819998	0.58648652143	0.541689205299
CS.348	0.604827915448	0.596925738003	0.681694081424	0.573260596917	0.608773552402	0.594023631552	0.721244499093	0.624872416681	0.613798646868	0.617058050893	0.613404042541	0.61053251134	0.564248488174	0.614177459155	0.590275775142	0.528615182425	0.610376617318	0.531453501838	0.592153645781	0.637220203523	0.700899265714	0.639309957242	0.646442641491	0.675178015194	0.677670377276	0.648032084699	0.571828542445	0.574821813918	0.543256781886	0.686040928422	0.623122669166	0.603044691221	0.655553885137	0.554103426249	0.683072913975	0.628656606352	0.611770889177	0.646658446815	0.66243410154	0.51850057953	0.569916846269	0.56117935961	0.557840130136	0.559124208934	0.55953704083	0.490888678618	0.566464846508	0.683121081242	0.532394976746	0.463012859883	0	0.619067179691	0.58467676924	0.563477414658	0.574140768835	0.55952056759	0.500765205238	0.6400865525	0.552616082911	0.643282809732	0.615764637435	0.643742863097	0.593877191467	0.611538210516	0.703335663188	0.643222379801	0.595132294061	0.570814555621	0.632388129551	0.671946544736	0.577211417262	0.549875354965	0.71965285382	0.660429319411	0.630464666062	0.595698182602	0.563133988651	0.621111852251	0.673563210003	0.612372610252	0.600968426082	0.59648796281	0.596614534192	0.623380622694	0.611630526489	0.629009170929	0.537401048917	0.568712852072	0.614774148156	0.620687810477	0.602913623146	0.586056504836	0.679567810426	0.623235917098	0.578501842509	0.66480691354	0.608331110182	0.706556446768	0.591761546499	0.58960033373	0.725450082757	0.604293944958	0.617453123746	0.686631349795	0.620867466392	0.551920692322	0.655614367675	0.657594535469	0.621377799108	0.653853172124	0.559408262977	0.612583758546	0.708437155294	0.563332701158	0.636071468649	0.615559182796	0.621033943615	0.555616926759	0.65841460535	0.7193521999	0.604174480422	0.610648919013	0.548912244392	0.722920994617	0.617341388797	0.653409858063	0.505682543755	0.68953781447	0.64349711297	0.622788692082	0.574228143864	0.653770926421	0.592931177155	0.527450617936	0.631311395788	0.550841667576	0.693342383409	0.549428123055	0.505388450306	0.549440726036	0.515354164266	0.623780158185	0.595028562107	0.51067671212	0.629254526841	0.646781364915	0.662629687853	0.591108156731	0.593189163544	0.626411312271	0.634553468068	0.61858620813	0.600040884286	0.668515052003	0.589441235189	0.61003353215	0.626563127267	0.609814490652	0.618864686976	0.694834731935	0.620007420884	0.602774233074	0.689980226209	0.647033175043	0.650773413927	0.639737490046	0.630791318572	0.605414430725
CS.148	0.6952763602	0.671562910401	0.681129084946	0.630088339871	0.628780023721	0.665822154865	0.702634830703	0.65526818774	0.69534638079	0.607796997719	0.664907076532	0.673505448084	0.658042634182	0.671120911291	0.675940942575	0.557000636806	0.664175133132	0.64164106783	0.539902415083	0.648071316546	0.615706010636	0.631647824072	0.698559175422	0.675915243671	0.609317955406	0.648019816957	0.545550668686	0.617408272962	0.564109031855	0.626261774272	0.589561521555	0.593718602722	0.670038976209	0.589749610294	0.634111470816	0.584689260228	0.620883177242	0.589159732981	0.658412389417	0.618085651977	0.571739003243	0.619892525385	0.562932869782	0.617165324479	0.65470159722	0.543171808225	0.615567110684	0.565348699365	0.584492383255	0.567979325431	0.619067179691	0	0.569056538753	0.509916447606	0.53826239539	0.559586918182	0.59771962413	0.54103755722	0.531715555994	0.548442519518	0.719498085559	0.599953451301	0.691956108752	0.583180658307	0.651756204519	0.639612761195	0.638192298732	0.628201372487	0.615750286411	0.611104336936	0.695930989435	0.647847137576	0.736201050241	0.67621431664	0.621093211128	0.691810351001	0.681881821667	0.732673586845	0.715440207934	0.68295267022	0.714201266989	0.654312313938	0.682026526901	0.730609713228	0.705433542458	0.686872106398	0.670647743886	0.681879466297	0.690150039584	0.641968407223	0.584190822838	0.686746201144	0.668916296876	0.719060302101	0.657871486619	0.719717613439	0.584788903086	0.699552501493	0.660609200004	0.652403963684	0.69915209345	0.653046730328	0.631825537067	0.711825631663	0.675199618472	0.565174895518	0.666525190722	0.632760493864	0.577851793462	0.62959578042	0.577031640325	0.687434927191	0.642198796431	0.582188938318	0.653943637695	0.623777655865	0.604544566733	0.511706053035	0.639715028685	0.618254027784	0.511074782824	0.582560436059	0.575998943614	0.650303353638	0.603853394435	0.614983316605	0.611513187259	0.592181980468	0.615287887603	0.559550571557	0.551299793096	0.668942745088	0.602991972145	0.647134537528	0.637211105431	0.499924027704	0.621631902038	0.561421973193	0.560477099752	0.489362909456	0.613846724917	0.614825467157	0.5873290645	0.562462867158	0.646424448262	0.677226540985	0.620587535438	0.695571744235	0.684280198341	0.680193782199	0.66748587544	0.607543841739	0.645171412471	0.663664272034	0.657745506629	0.686650288213	0.662403028019	0.649520991457	0.702673626913	0.679351568816	0.673151811994	0.677349216424	0.687694807327	0.671372976879	0.707415499069	0.678500469861	0.698014487844	0.668434440862
