CS.086	CS.093	L.031.M1	CS.104	CS.280	CS.016	CS.108	CS.028	CS.043	L.033.M1	CS.099	L.011.M1	CS.260	CS.009	L.035.M1	CS.122	CS.067	CS.064	CS.229	CS.334	CS.077	CS.230	CS.153	CS.301	CS.060	CS.076	CS.115	CS.287	CS.073	CS.248	CS.213	CS.203	CS.376	CS.282	CS.126	CS.232	CS.205	CS.136	CS.236	CS.224	CS.374	CS.041	CS.292	CS.302	CS.128	CS.182	CS.181	CS.386	CS.369	CS.254	CS.372	CS.385	CS.348	CS.214	CS.177	CS.359	CS.166	CS.129	CS.268	CS.395	T.CS.024	T.CS.042	T.CS.020	T.CS.001	T.CS.085	T.CS.007	TFS.024	T.CS.041	T.CS.071	T.CS.052	TFS.023	T.CS.059	T.CS.082	T.CS.019	T.CS.072	T.CS.106	T.CS.121	T.CS.120	T.CS.131	T.CS.100	T.CS.119	T.CS.104	T.CS.178	T.CS.124	T.CS.116	T.CS.139	T.CS.097	T.CS.126	T.CS.128	T.CS.098	CS.242	L.034.M1	CS.082	CS.085	CS.246	CS.238	CS.110	CS.006	CS.087	L.024.M1	CS.015	CS.356	CS.103	CS.241	CS.088	CS.338	CS.274	CS.330	CS.207	CS.233	CS.358	CS.311	CS.336	CS.078	CS.325	CS.189	CS.187	CS.165	CS.191	CS.150	CS.331	CS.318	CS.285	CS.322	CS.339	CS.112	CS.320	CS.152	CS.080	CS.194	CS.321	CS.319	CS.343	CS.227	CS.158	CS.255	CS.370	CS.262	CS.326	CS.393	CS.253	CS.145	CS.270	CS.390	TFS.020	T.CS.026	TFS.021	T.CS.008	TFS.025	T.CS.061	TFS.027	T.CS.031	T.CS.045	T.CS.049	TFS.022	T.CS.066	T.CS.043	T.CS.064	T.CS.036	T.CS.109	T.CS.141	T.CS.095	T.CS.151	T.CS.152	T.CS.142	T.CS.158	T.CS.157	T.CS.166
CS.287	0.653989470705	0.63896632667	0.574476801638	0.602273683531	0.662460417018	0.629366623315	0.653922179676	0.612415518567	0.586445500283	0.664414563893	0.675585405723	0.60806018519	0.53288735932	0.583770206243	0.574346688881	0.657442460121	0.630864642594	0.619902849651	0.554345121373	0.512956863354	0.62269383466	0.624506636615	0.589551112203	0.558005365852	0.608126878699	0.583527600517	0.60102244088	0	0.662847143156	0.543195473737	0.56772675961	0.628880418768	0.533217257688	0.571461863508	0.541744191226	0.567397502809	0.59845373714	0.550234778003	0.652147755782	0.662054283607	0.556920043629	0.61294236171	0.533390529903	0.642550927406	0.556070113703	0.506855336625	0.518344322344	0.5983459976	0.564829122721	0.493631685923	0.530974415244	0.530753685658	0.528615182425	0.580598003598	0.561146405523	0.647010505568	0.528386001435	0.557752538235	0.586016852517	0.523000493559	0.557495428698	0.61730090847	0.66451619403	0.595943824555	0.60172820261	0.611062030267	0.614283998525	0.604738282674	0.60779719391	0.570072551986	0.616150372421	0.632550604401	0.627692565281	0.595481900851	0.591435494522	0.657371180196	0.605949407305	0.609302721073	0.597678462179	0.650651281655	0.637250462749	0.645400313008	0.618761242749	0.625530958253	0.624522280357	0.642969777711	0.658754818674	0.600824972127	0.580068848026	0.648496916761	0.603167159207	0.617327924229	0.607824261028	0.599998667054	0.602788399202	0.631861731338	0.573502514725	0.626383022605	0.666391924255	0.679356515555	0.703523300461	0.648924717058	0.586249674663	0.650789103459	0.714564678208	0.531809867046	0.570166671994	0.535661566868	0.570911536843	0.642798499251	0.630587936297	0.641747080517	0.535528800616	0.651842768814	0.657270592733	0.588441835922	0.494944816347	0.64988170402	0.627184837467	0.513164483467	0.503585309936	0.51944082657	0.626266367037	0.518715552752	0.631872906312	0.565283804061	0.519055968245	0.561994611866	0.590227205594	0.615083941546	0.64138512848	0.542754134661	0.567832514382	0.692474651605	0.59236704225	0.510803111008	0.503742917486	0.550281885774	0.53907573131	0.613954036058	0.623385502006	0.555058098912	0.501055298089	0.531098437602	0.62744860783	0.619290425447	0.634317602656	0.624255490034	0.617199691459	0.596185530397	0.627378822119	0.626769797928	0.64007057745	0.565911733234	0.619461375973	0.650087789587	0.63102968857	0.608256684119	0.615144260611	0.63735917376	0.675149507207	0.650710194047	0.648635283809	0.601970131457	0.671144839042	0.612713222245	0.645212533182	0.601244965587
CS.073	0.620794443815	0.620029454092	0.653863078946	0.601528348002	0.664030645923	0.576462350503	0.611244350453	0.595350282915	0.605621307005	0.605752859176	0.594361978042	0.620461485746	0.642037130457	0.624178078781	0.647608651727	0.549686519798	0.661138438295	0.581088846774	0.636389861755	0.690001129711	0.605506366672	0.643050502994	0.5989418225	0.663743630795	0.580465007803	0.59491846854	0.607127142809	0.662847143156	0	0.629526261896	0.64005038426	0.662764203073	0.654826474834	0.689223181195	0.657367304979	0.622305722387	0.71018982329	0.606402625761	0.609576186191	0.713147578538	0.658316040173	0.603085430092	0.631358112029	0.685431495501	0.643913183682	0.664262720673	0.671115268523	0.676793582821	0.674291992569	0.671760059553	0.667915553574	0.665742549011	0.677719825537	0.650440763118	0.67560888146	0.711063915398	0.689100891522	0.629784589826	0.662628678406	0.658423543131	0.643415342136	0.664828473654	0.681902460954	0.677511779706	0.633512543567	0.69360822405	0.636319583845	0.635972152552	0.686374849988	0.656449031172	0.665027325135	0.598227989643	0.644386946078	0.609984791512	0.66674596611	0.698875532328	0.680085292477	0.636941672929	0.672180655532	0.6557599284	0.660031034311	0.668667431862	0.649368271095	0.618744979759	0.562691022531	0.692499216227	0.657010810175	0.663470895227	0.649477320048	0.680733513047	0.623449637651	0.622599029133	0.623086122957	0.591948581229	0.635513675193	0.597568230072	0.611167246987	0.57502478332	0.581984522896	0.646695303507	0.620262672158	0.667711647267	0.601159562952	0.61384812436	0.56948900753	0.642883717531	0.688502947732	0.675380682949	0.652494353801	0.590128863866	0.731045762085	0.591517375953	0.633486213188	0.62554657865	0.727002019601	0.654074098239	0.64856519744	0.664742055073	0.648753009537	0.631510755554	0.637670169068	0.664122231271	0.673023952329	0.69837806357	0.624209022992	0.567921857311	0.667241671555	0.646546300609	0.561716424271	0.745212646708	0.598488399245	0.66823436773	0.665846728388	0.72130037166	0.563254951222	0.667941487387	0.679326725133	0.647603388493	0.667607019905	0.658864516585	0.677475414215	0.665383074195	0.680530120726	0.667483486141	0.671859296158	0.705546082176	0.629046300688	0.654186800772	0.668574754662	0.661318801602	0.669453494999	0.626683918233	0.637730659829	0.669829100093	0.681308195322	0.661049457264	0.65002171051	0.624503284702	0.602414744194	0.67548315697	0.649078316748	0.677235365541	0.669267121411	0.631218222577	0.675435309798	0.654892774094	0.607790284703	0.663082847709
CS.248	0.629818914881	0.640897125364	0.569801797461	0.542659485342	0.665013691033	0.582181977807	0.614994796992	0.591174379968	0.565043157121	0.630166070825	0.649908121412	0.589828698197	0.559823886178	0.579207639973	0.557749387092	0.630104806982	0.658779239882	0.573648765165	0.523178847165	0.568863485382	0.565107754082	0.607928974135	0.566840057794	0.51963045488	0.598896437501	0.54843457568	0.614286234327	0.543195473737	0.629526261896	0	0.601594331298	0.613634439393	0.546392931925	0.537690292578	0.544022825912	0.540541220962	0.620863476293	0.52914599501	0.601493874704	0.676784442916	0.554414413715	0.577229493872	0.520105523045	0.639173458588	0.528341232936	0.510045813713	0.520713421301	0.625785381501	0.611988007192	0.48892166709	0.490804290052	0.477178890582	0.51863334715	0.57812698651	0.582581452883	0.644466832601	0.526535001955	0.574214693943	0.540564177268	0.525789905734	0.564418632829	0.618560822795	0.681708592076	0.649509875651	0.609585037855	0.626755936076	0.607621191228	0.611140079684	0.620102466088	0.570245796997	0.624122887304	0.631442987242	0.620662278736	0.605307037849	0.598050319438	0.678314287905	0.627518321423	0.609023985017	0.619237149229	0.646450912268	0.639735222365	0.652303827576	0.628950504928	0.627793694801	0.647536149855	0.65388442333	0.662060676772	0.584082329925	0.594420949899	0.663884067312	0.596941873616	0.628650744822	0.586317023582	0.579921874268	0.590260714466	0.597091959884	0.58263842321	0.60497995947	0.635368153851	0.6810735458	0.673125249866	0.666870228518	0.588302922993	0.655454251749	0.681974424269	0.53182826464	0.584108609986	0.564350404421	0.608172107714	0.620954782139	0.662625851277	0.589523633179	0.565881701693	0.620262383069	0.694954647904	0.589763156654	0.541222550137	0.632564721908	0.614846313622	0.556545131798	0.517310741258	0.522801207594	0.588669224634	0.570323958111	0.615323234593	0.569423969779	0.53528970013	0.530244141486	0.539004192828	0.671517875828	0.612474950813	0.528840907298	0.561642927999	0.66994715292	0.565399417873	0.519546021547	0.512765605598	0.58942354364	0.546159487763	0.584805771073	0.661210658794	0.529670087436	0.53714798629	0.504021064111	0.6404201093	0.659106671011	0.639512699324	0.638154139437	0.613110837433	0.596019353095	0.637181308627	0.610477853535	0.638178890183	0.601703234542	0.634769078563	0.65495859379	0.637685302814	0.609417024109	0.617419207161	0.654709302942	0.688180453724	0.686243443085	0.67278493379	0.617510573493	0.685566509291	0.618165450765	0.659528721877	0.602156519205
CS.213	0.69236314118	0.701923083898	0.663859799681	0.651198266375	0.704310659898	0.652221308205	0.7034105504	0.657539720186	0.603663016392	0.65548503029	0.701791088695	0.652469410487	0.566759811386	0.558015245483	0.571131686727	0.675795508177	0.586687560541	0.667795488839	0.576754293222	0.539145361491	0.650347161568	0.550593699252	0.637032536322	0.595223382417	0.595813536135	0.595643443875	0.618545282036	0.56772675961	0.64005038426	0.601594331298	0	0.643820129374	0.50392704903	0.537330417283	0.616184067755	0.644660067352	0.543388014563	0.572938520851	0.623607453373	0.618319945822	0.54124605561	0.619514429785	0.588926118401	0.580427020277	0.571031985913	0.570059882042	0.592779707635	0.584045002813	0.593378764052	0.556005613868	0.527116968101	0.571417392074	0.628656606352	0.589934760754	0.562827136979	0.583665798247	0.59473476237	0.60854307873	0.612882172906	0.572443672045	0.629814424322	0.677956158886	0.731459696529	0.574797401154	0.647685487346	0.615711877328	0.646420530945	0.645444938864	0.66225225614	0.611825743261	0.652428857329	0.674634866441	0.659100930584	0.628844801751	0.682077285344	0.734049210429	0.673604232137	0.657911168688	0.675449524944	0.705585116903	0.707220673955	0.720192367389	0.676635902094	0.672618347118	0.622843265436	0.712268025652	0.717298826337	0.658681112187	0.638517199876	0.703728759841	0.665674242475	0.625210290831	0.688490225891	0.678357937431	0.64111058785	0.665224858994	0.600558335626	0.661161928436	0.667762103952	0.711266086961	0.714342681697	0.636442598537	0.642051821393	0.685010158113	0.688973041059	0.579686004606	0.557147227302	0.526566723096	0.578628277092	0.679860125953	0.552149620225	0.631326500182	0.591537332357	0.657492497842	0.640916250162	0.605187329813	0.549785705716	0.619845992923	0.681135460457	0.589644274018	0.570259689367	0.475984179887	0.58285275868	0.514616395468	0.580989627766	0.554260882744	0.544851230864	0.650437532097	0.616542134244	0.547701740918	0.631256722556	0.498478468097	0.524332726757	0.631227559769	0.578489912428	0.56826503468	0.553050894876	0.557415791384	0.566911793833	0.638815256296	0.593927140635	0.613368573361	0.54767136691	0.587766081763	0.70132164546	0.641531200306	0.67209769417	0.616141728541	0.610384029333	0.60361440634	0.671665454895	0.654948581218	0.652363083948	0.55057493289	0.70083438888	0.705914356537	0.680486172011	0.666169636617	0.6834204301	0.69932918368	0.675685174346	0.720651228138	0.679222285189	0.651231470474	0.681167188888	0.680920912899	0.682942089355	0.657914962187
CS.203	0.569358819858	0.580154498079	0.598919146166	0.533854423721	0.547864394752	0.565320826132	0.650741300102	0.594541879312	0.611064425005	0.589596588117	0.587319217154	0.540297958463	0.611274157219	0.639078787786	0.572457475105	0.554854924262	0.738469689781	0.589026010882	0.615412319854	0.664322688867	0.537154089117	0.659998958041	0.580612144208	0.564201807327	0.634257977862	0.64621169291	0.677375977182	0.628880418768	0.662764203073	0.613634439393	0.643820129374	0	0.621151562607	0.628589054668	0.494174155348	0.590248898557	0.653127333818	0.625762623595	0.68576473775	0.737466442463	0.622615939	0.640044360063	0.602352593664	0.717841518434	0.531090890876	0.610886345803	0.627329057247	0.702550309116	0.721063318991	0.626569420211	0.629636514073	0.623487815807	0.612779551241	0.612577187382	0.669125188853	0.719171455256	0.658533872987	0.615187925265	0.666338394329	0.642977017328	0.548260568811	0.474362808896	0.612375254563	0.686949183515	0.489226054937	0.650908559803	0.515971375957	0.531484072955	0.506135681499	0.623978852954	0.52991465985	0.649405082494	0.511311431406	0.602335714702	0.527234418091	0.561554860358	0.553121656928	0.512505325726	0.521514993531	0.555535026797	0.631108081027	0.545950146318	0.545955776912	0.557493757978	0.605681867858	0.543303706087	0.542655982973	0.503349455288	0.604707210418	0.553478267825	0.525298235446	0.537681779282	0.586067600197	0.604266209817	0.498285767323	0.560712535835	0.639605463634	0.552270072725	0.580036418081	0.590622800259	0.586246069381	0.690243237698	0.60045573192	0.545474378067	0.620113953478	0.60344346777	0.641158072344	0.593222860585	0.676486480634	0.64028298314	0.725755072116	0.568386017936	0.564516836599	0.553632099985	0.725121392679	0.674499070139	0.608031509147	0.650600000043	0.49048960525	0.601388810337	0.560149151991	0.597573750913	0.70407065831	0.633008636918	0.590743343481	0.639985081015	0.573008167699	0.483648868721	0.597430355328	0.70976567526	0.459157026584	0.593757383647	0.61437403687	0.751595793352	0.639222467363	0.594728005059	0.599433745443	0.642061675658	0.610862283881	0.632000531467	0.731569968358	0.500501921695	0.635867422229	0.635673537529	0.527809134163	0.723699474518	0.569814842061	0.519069414935	0.516866928229	0.539975573735	0.47393048381	0.531883609299	0.552975149766	0.636169609181	0.518657551029	0.544580747317	0.509069493887	0.510195632578	0.599380701557	0.531006166175	0.573711263319	0.567180644096	0.526399430299	0.543890762208	0.545879098609	0.478214952559	0.579413913645	0.532230780462
CS.376	0.679198388644	0.689218273257	0.612397676664	0.604793507429	0.686518119572	0.615957443602	0.689459800679	0.655877670264	0.583858847292	0.636801906248	0.697131763154	0.632732732812	0.506692760779	0.541918766906	0.548752156055	0.684844538379	0.607069968438	0.652455815007	0.513568134137	0.522519276711	0.619752876011	0.55366374254	0.619198298256	0.561900819041	0.596249466487	0.595661004714	0.602429334204	0.533217257688	0.654826474834	0.546392931925	0.50392704903	0.621151562607	0	0.519002151678	0.553441590319	0.613648675992	0.543462679948	0.555571850293	0.639025250538	0.623918310103	0.518802998396	0.599226164422	0.567310218989	0.582128866663	0.546117187558	0.537857100053	0.534425271689	0.608893772806	0.583191203692	0.512665318812	0.499226032499	0.559992381416	0.569916846269	0.563115906541	0.553778038941	0.585235149916	0.574632578737	0.586733567552	0.609888414848	0.585255203686	0.580075406197	0.659478210011	0.699296710771	0.576291688048	0.59936099142	0.577249298091	0.591260882702	0.604512381298	0.638373817906	0.551662090019	0.603910731606	0.681536462176	0.640426174589	0.623484584622	0.633807970257	0.70801401951	0.629046858615	0.62274305427	0.647443687943	0.697783100457	0.688065197862	0.681764408867	0.67917016208	0.672987522155	0.654124747377	0.687951246229	0.697209043521	0.625927601837	0.624089542556	0.700290708767	0.630290771033	0.624467535754	0.662275420941	0.647831730152	0.632717093659	0.633541336762	0.603185399006	0.629743842688	0.621439091513	0.683449572889	0.697109494702	0.620667069642	0.632231703167	0.679263436708	0.67073585828	0.586097094775	0.545939880214	0.531521113682	0.580930444411	0.679714650563	0.602645750957	0.632569334778	0.547991588063	0.599205773819	0.662613567945	0.592951095734	0.513370296682	0.575434445897	0.656376144207	0.574330237014	0.56878009585	0.487000541547	0.55620877554	0.505884470171	0.573214717324	0.56858087459	0.504555068911	0.596128255034	0.585989583956	0.601312390504	0.635791527404	0.473592180107	0.502693152609	0.63039015962	0.571022453657	0.508852315564	0.529042644829	0.53222310164	0.52270433209	0.597870307891	0.606527081536	0.563996941432	0.515464649221	0.537593227679	0.656359874919	0.633141673591	0.639571602516	0.586382744478	0.577024847723	0.586483997055	0.627991737251	0.623544438063	0.622699913812	0.536855338111	0.656256360482	0.681337483771	0.637029129015	0.626604949418	0.641295332598	0.687659031599	0.662645899991	0.705642378323	0.659824632285	0.624732749806	0.653000293029	0.641497783378	0.654894508668	0.618677193342
CS.282	0.692420589965	0.707297243978	0.634178709882	0.640699516128	0.702110579932	0.649316419356	0.706344858219	0.671024243559	0.625010414174	0.6694046672	0.72308628535	0.644474272758	0.54621365826	0.581994844945	0.560857579334	0.698012805739	0.64797941603	0.650005750901	0.567140144104	0.562091893031	0.655426285317	0.554951443533	0.629414497645	0.566145276791	0.633330328725	0.610038841454	0.643977820596	0.571461863508	0.689223181195	0.537690292578	0.537330417283	0.628589054668	0.519002151678	0	0.58981461193	0.632317360419	0.523298972232	0.571965792018	0.630821767852	0.621174658827	0.550817982949	0.619172616312	0.576911081107	0.594194008325	0.557665046343	0.536379851773	0.531011030339	0.616242354413	0.593833055882	0.524299280625	0.53338972458	0.537679167174	0.587984595732	0.550643154067	0.59432252775	0.597616099466	0.542786184878	0.623947337214	0.605175400455	0.589911004514	0.625232917656	0.676091634775	0.740361125532	0.620007724827	0.634960526698	0.587510659439	0.633952554335	0.643448807136	0.640861455445	0.580238852903	0.612321486454	0.694620077437	0.665127447402	0.626072415992	0.664661394626	0.716752445154	0.660128867968	0.648665994503	0.659820865982	0.716050114796	0.699706696899	0.704535627895	0.670901655589	0.69088488009	0.670078019541	0.69941831832	0.714239615732	0.627177300082	0.639057271653	0.694755789189	0.663703871175	0.641279994235	0.65570333583	0.67583855954	0.626927644945	0.670059421554	0.612554061255	0.649635314488	0.672186963613	0.712425527257	0.712032124175	0.668354664946	0.654156436549	0.709418809854	0.716795282139	0.57749390911	0.535246184828	0.541469347354	0.596855454461	0.693625384923	0.580863027014	0.639406111349	0.5693906188	0.648968529078	0.646881727563	0.584895183541	0.497531537942	0.622640810974	0.66673928314	0.599223336242	0.561097830486	0.443730217451	0.579959932729	0.504767368351	0.593900450856	0.587402726693	0.521097714822	0.621731221584	0.612756478426	0.567595599204	0.650991959602	0.482596634283	0.495633828635	0.64548075673	0.605764582329	0.537766360658	0.560833385565	0.601867235635	0.521720031764	0.605864058451	0.642595171729	0.583254806946	0.536506763429	0.51836550048	0.682695512526	0.660732081784	0.664764188388	0.618494833656	0.599138523088	0.60374488639	0.662307415887	0.66883205128	0.659324965824	0.546912200467	0.684721397444	0.698982421727	0.649929099991	0.6745029621	0.679738613948	0.688527179229	0.700809553911	0.725741216468	0.679102251474	0.653175014114	0.670315075129	0.652437603456	0.686146790911	0.634728331064
CS.126	0.583906224696	0.573819721176	0.549905150049	0.534794219745	0.550837177249	0.586985625194	0.621742091082	0.56823303491	0.553991775959	0.59137361446	0.615095492067	0.552947392621	0.574418924756	0.616946677379	0.510404723745	0.593405623307	0.707439444621	0.575367435172	0.558414879062	0.612669861115	0.537432424973	0.634474451487	0.551327489386	0.502150138655	0.594701823172	0.622936176741	0.645044549224	0.541744191226	0.657367304979	0.544022825912	0.616184067755	0.494174155348	0.553441590319	0.58981461193	0	0.518560978016	0.628550895092	0.57262501379	0.695612850944	0.713095141561	0.612111975816	0.596199889422	0.55645259045	0.650770726708	0.496087078046	0.47176658191	0.554247800749	0.66651615454	0.679279627982	0.53228749643	0.538477690209	0.549090606434	0.51850057953	0.534347284908	0.590256859298	0.667617626856	0.594184299798	0.560786466984	0.623983178501	0.551852840886	0.472262712023	0.501689806046	0.582789226021	0.661083245947	0.488532540099	0.575998154076	0.51894241731	0.502594803182	0.463295700811	0.545918133722	0.507539962271	0.635327120547	0.512526065609	0.565278746618	0.504001074381	0.53562965925	0.524718421619	0.501654370382	0.494633245388	0.565633393362	0.615177226398	0.530756803306	0.533502105925	0.536847106627	0.587748137574	0.540253854429	0.558199978793	0.448730900135	0.551104107574	0.569853525297	0.480954954756	0.580134864072	0.552050696708	0.551469531556	0.51169015511	0.575365034883	0.607719398354	0.543559822921	0.594501792626	0.593563572355	0.624035865601	0.640630256903	0.570833244366	0.559699088986	0.676424227253	0.56484781846	0.580435122274	0.542229347467	0.604324676052	0.597237178565	0.695416959321	0.582822049463	0.497874053429	0.571370490195	0.706505804371	0.59762934111	0.525908593652	0.621359793485	0.475290633742	0.537158032934	0.499813478737	0.560276583102	0.680258606378	0.60335952873	0.584557029029	0.613218184447	0.493218106219	0.429396577442	0.564286565927	0.671321621697	0.505710698232	0.556233224994	0.570490603616	0.731034888173	0.625857575505	0.515626644049	0.556825053337	0.589224053919	0.538313315108	0.596498929366	0.673851172643	0.445022937173	0.560792903505	0.556424365574	0.497566094858	0.650369835198	0.538269243182	0.502327013271	0.491136714605	0.504417974845	0.495308838313	0.524513726527	0.528391171788	0.585985892422	0.497998883193	0.533472640129	0.500815008865	0.485245070097	0.579540252095	0.532452418289	0.580515290104	0.570927809947	0.509144878701	0.459577333462	0.563593872479	0.483904215352	0.552943480427	0.494565530605
CS.232	0.526232234492	0.529728813711	0.541004993304	0.540166800314	0.554528129687	0.577683630944	0.563858788711	0.493182710793	0.537413975052	0.632688183318	0.551244960605	0.575735591339	0.590410870465	0.634918161888	0.600063632215	0.521035028836	0.698600933711	0.542456183957	0.608945198505	0.64322724276	0.56161011554	0.663847138238	0.487598359882	0.557998905664	0.545910495744	0.568703316905	0.613038420048	0.567397502809	0.622305722387	0.540541220962	0.644660067352	0.590248898557	0.613648675992	0.632317360419	0.518560978016	0	0.674268245314	0.507194667933	0.643015914916	0.72352069749	0.618801210315	0.581881457388	0.46353620181	0.691525692572	0.55665271544	0.518044528195	0.571305940509	0.683334088373	0.656383692532	0.590784754742	0.583664019298	0.56973227786	0.56117935961	0.601323200639	0.644376584511	0.684949538619	0.608472178976	0.559150737885	0.600699779359	0.570923874149	0.554201121021	0.544484979164	0.562982053694	0.685438753592	0.565927524706	0.631058091276	0.602447140568	0.56139659693	0.572137273184	0.605993524947	0.617432774736	0.580569944718	0.571186104028	0.59273246832	0.544036712787	0.567272514124	0.568342575785	0.579273691497	0.55688427336	0.581364516589	0.559025492128	0.545990497581	0.539885821399	0.511914559471	0.556747277949	0.562864070531	0.583565607705	0.520259618085	0.545134847097	0.542536823112	0.532360095045	0.603212624168	0.470414494279	0.492216875338	0.521258210533	0.543392973099	0.576547549132	0.533356395516	0.597868191615	0.629063951179	0.605971642246	0.668336268861	0.497321363545	0.517100637959	0.678548504512	0.562433871778	0.653994169653	0.612480636623	0.634502949283	0.466943378104	0.743638245547	0.590214235864	0.562973560402	0.613293062065	0.740640147362	0.595758764234	0.567123142497	0.666420445631	0.545913440368	0.505244315414	0.530866423754	0.601669380598	0.659671890571	0.632526443548	0.641959304141	0.562722125921	0.555067241711	0.514871867178	0.549015359309	0.724333449168	0.569558084957	0.618520257819	0.626202825007	0.746091958688	0.570960990965	0.574606756187	0.588393752175	0.659888418954	0.58463791583	0.605993989678	0.675007964409	0.56438302526	0.584449945761	0.574624149433	0.545784097942	0.703623644252	0.618854371098	0.644261935255	0.604484658005	0.601147101527	0.590185869993	0.581461040516	0.597746946741	0.63129272381	0.546441635433	0.57055657336	0.575432190469	0.560206804114	0.540741363303	0.552961186384	0.631713222011	0.570492314016	0.582992606466	0.541267428649	0.639953201613	0.53907845103	0.587082113513	0.538875653697
CS.205	0.735397539445	0.740610436104	0.669743250299	0.662737856514	0.712662869223	0.664083259894	0.754435078122	0.694094389771	0.649485133895	0.692555840571	0.737596370123	0.661169181163	0.548901749385	0.58475121132	0.576072135376	0.725234382082	0.634210577967	0.70715250778	0.602268636534	0.574086944668	0.671025894968	0.615503325472	0.699745420289	0.594443963602	0.658971842097	0.637714484645	0.677243208082	0.59845373714	0.71018982329	0.620863476293	0.543388014563	0.653127333818	0.543462679948	0.523298972232	0.628550895092	0.674268245314	0	0.610503083907	0.699705501156	0.579395264151	0.559066578851	0.665747177533	0.630707274045	0.584706201822	0.600983627204	0.581237845562	0.559411996193	0.61442279234	0.626278784381	0.582192972507	0.583188711583	0.580831065539	0.646658446815	0.578185145775	0.580381452257	0.585566959666	0.605172611144	0.630350209605	0.65288474936	0.638565133657	0.639323237354	0.683218736695	0.749345708808	0.579845343049	0.658761401006	0.584433150637	0.663985210906	0.668019619528	0.661206638352	0.590013915136	0.648785547939	0.731442323696	0.678269174589	0.647413331542	0.669989036981	0.72507924539	0.680693806343	0.650149154887	0.67424056044	0.735362815251	0.743904563561	0.735342997659	0.696974254317	0.725225460818	0.684363404205	0.724920564007	0.727993730048	0.65476577512	0.663506255813	0.722312534387	0.685778643075	0.641731283791	0.707365565279	0.701813797554	0.655324317956	0.681128908936	0.623370114274	0.668878410664	0.689572844122	0.714107515548	0.739698130858	0.622337549079	0.679975549346	0.712103837966	0.686882474082	0.637424503819	0.518836801424	0.536639431001	0.58416691761	0.72903886606	0.548590145619	0.665878997208	0.624582111947	0.677057459427	0.598510671018	0.619279282829	0.536967700344	0.638145944688	0.709349114333	0.635822384446	0.600003882605	0.488963710088	0.570753021918	0.534328929119	0.611747500548	0.630305417872	0.573926626493	0.646552285945	0.652316304351	0.507861384942	0.666798634374	0.532529397739	0.517393129484	0.596728787082	0.631488596466	0.583800090098	0.598910777087	0.604831565215	0.577714192053	0.667782941991	0.605419171078	0.608411231535	0.573930889421	0.585367315984	0.702385164949	0.622977392142	0.66810667145	0.616164894054	0.59678274544	0.624474041156	0.670768641962	0.663276839507	0.675327529858	0.568698592535	0.711748798252	0.717920826878	0.674539607268	0.672956164083	0.715262898703	0.711993039235	0.699527870899	0.730440845146	0.678068647796	0.664473484453	0.683326874632	0.672268845771	0.703473977394	0.67185356603
CS.136	0.604184764086	0.614503560526	0.598119056498	0.546277378539	0.670300121084	0.601637426861	0.61955417632	0.56990554659	0.562038652241	0.629414744247	0.629563827483	0.603243593865	0.548223909469	0.560559363159	0.600963934988	0.598381072372	0.632463205683	0.53677597954	0.525403283988	0.574559366502	0.583377437468	0.582523764153	0.476951211098	0.58290018057	0.558403951608	0.536500245289	0.577355833479	0.550234778003	0.606402625761	0.52914599501	0.572938520851	0.625762623595	0.555571850293	0.571965792018	0.57262501379	0.507194667933	0.610503083907	0	0.58708327939	0.689980687344	0.573437206374	0.521955719768	0.501729828511	0.630298473582	0.557311963128	0.545912854191	0.552410901412	0.6600464945	0.59681921216	0.569933587274	0.570089403649	0.535536646105	0.580313141888	0.567382175378	0.623138958101	0.655794664639	0.584969019676	0.585640880141	0.569108695332	0.558185043407	0.570813734377	0.633395322809	0.663794170762	0.616222957785	0.60618798591	0.591470564422	0.597964566027	0.60156140631	0.611332932756	0.57821204992	0.620216536019	0.614197607564	0.628273254209	0.596032970972	0.598659622147	0.693539854488	0.643284461164	0.623538981036	0.648805566366	0.654146833415	0.659409050303	0.661749538147	0.633643525253	0.612911340419	0.587222730322	0.676623600406	0.659640322552	0.611973683143	0.61662659933	0.645797004465	0.607632868862	0.617508006549	0.554307492627	0.548744127779	0.600626040197	0.596155055685	0.552692623271	0.570763700771	0.59537892913	0.666964326214	0.662766056719	0.663624897769	0.567237858169	0.657476488346	0.653466017512	0.559865504183	0.601757588437	0.571931759583	0.594199930161	0.580926814717	0.670080247678	0.5679940898	0.55329261667	0.608907771152	0.700619605552	0.588441415862	0.550077987223	0.599637891165	0.614566463732	0.53659282847	0.549760057745	0.538739572018	0.578307623964	0.579163358197	0.606997584566	0.479463896812	0.531461808393	0.566950364357	0.5245003337	0.651941644713	0.622672532184	0.541853940003	0.590549458364	0.685345321599	0.533538777731	0.566880008733	0.575824701674	0.620695945012	0.566630269217	0.589209244262	0.636080106271	0.569221803178	0.543567752205	0.567639609512	0.630634935643	0.662219063443	0.628779967913	0.638813943981	0.597726893226	0.606699391963	0.628867813785	0.615591315968	0.617517460764	0.608459710618	0.642960925131	0.652144960285	0.617721549504	0.621150988828	0.607232738005	0.658514815083	0.679238434093	0.665175484608	0.657972974293	0.609474144617	0.668564657823	0.634689913165	0.642505302596	0.606519449858
