CS.037	L.036.M1	CS.093	L.005.M1	CS.099	CS.017	CS.313	CS.084	CS.021	CS.259	CS.265	CS.295	CS.086	CS.143	CS.098	CS.076	CS.161	CS.127	CS.377	CS.269	CS.368	CS.042	CS.373	CS.050	CS.058	CS.341	CS.171	CS.248	CS.155	CS.115	CS.232	CS.236	CS.380	CS.224	CS.292	CS.125	CS.203	CS.205	CS.126	CS.374	CS.128	CS.378	CS.136	CS.282	CS.302	CS.177	CS.389	CS.372	CS.214	CS.369	CS.386	CS.147	CS.148	CS.178	CS.129	CS.348	CS.349	CS.395	CS.182	CS.385	T.CS.072	T.CS.028	T.CS.057	T.CS.085	T.CS.069	TFS.024	T.CS.025	T.CS.040	T.CS.048	T.CS.003	T.CS.052	T.CS.089	T.CS.016	T.CS.082	T.CS.042	T.CS.144	T.CS.110	T.CS.177	T.CS.118	T.CS.097	T.CS.114	T.CS.117	T.CS.147	T.CS.159	T.CS.100	T.CS.167	T.CS.115	T.CS.098	T.CS.108	T.CS.121	CS.087	CS.110	CS.103	CS.246	CS.006	CS.241	CS.082	CS.238	CS.356	CS.085	CS.015	L.024.M1	L.034.M1	CS.088	CS.242	CS.336	CS.233	CS.304	CS.044	CS.330	CS.207	CS.187	CS.274	CS.363	CS.150	CS.346	CS.078	CS.338	CS.234	CS.164	CS.321	CS.227	CS.322	CS.331	CS.080	CS.194	CS.318	CS.158	CS.202	CS.112	CS.339	CS.163	CS.361	CS.152	CS.343	CS.326	CS.145	CS.270	CS.390	CS.253	CS.255	CS.370	CS.262	CS.393	TFS.025	TFS.027	T.CS.026	T.CS.061	T.CS.055	T.CS.036	T.CS.043	T.CS.045	TFS.022	T.CS.066	T.CS.064	T.CS.031	T.CS.049	T.CS.008	TFS.020	T.CS.141	T.CS.142	T.CS.157	T.CS.095	T.CS.151	T.CS.166	T.CS.109	T.CS.152	T.CS.158
CS.341	0.64351608673	0.647960465599	0.715543960275	0.680949045799	0.725678886531	0.687615627539	0.696445030162	0.675468402192	0.552065574468	0.642174855393	0.693425666571	0.596771825567	0.709288182167	0.645964996562	0.694579709443	0.598672678413	0.585778629749	0.535242551688	0.569665210081	0.650300984205	0.59658629448	0.63683456151	0.515037880803	0.662114068128	0.600621394998	0	0.690431330382	0.59164584821	0.570791279077	0.615765086571	0.626918950583	0.661404342043	0.613378344648	0.628062608858	0.587077689892	0.496664869198	0.639255276458	0.509170678306	0.574935053016	0.568892999314	0.601733824745	0.631939932139	0.598856179973	0.523022369857	0.562823999262	0.53338730753	0.54639308682	0.554382643139	0.588343767522	0.614139097962	0.57236925924	0.529694918796	0.539902415083	0.593261798708	0.607876113428	0.592153645781	0.579411814636	0.591992255168	0.548068184026	0.589225635115	0.64200505064	0.597239561031	0.569590595354	0.622951967966	0.552802230655	0.613394308954	0.605636234739	0.659520293481	0.600278830684	0.661998196541	0.548296657239	0.610619798395	0.569243814679	0.663428128643	0.672258555331	0.667728698164	0.68854361024	0.668501539004	0.523107564047	0.699500222735	0.696756939494	0.658923484974	0.699053869826	0.712198558895	0.69680177251	0.6491819488	0.686269398847	0.6861094444	0.705436287866	0.659654706741	0.671002730695	0.579207150013	0.650437721005	0.650223315923	0.651074068575	0.686797775669	0.663975012336	0.669138996073	0.612889174609	0.657864244247	0.715207637498	0.698245132544	0.632355309631	0.704157544518	0.643795136806	0.563619130132	0.684674855905	0.667208856447	0.628867000888	0.526783905475	0.587449074781	0.547526996192	0.506593226902	0.513612093236	0.564556669872	0.636085537991	0.646370867776	0.609819741888	0.59988543279	0.695348203349	0.671028523061	0.647454126255	0.492679109464	0.585838889504	0.619020586735	0.524827085176	0.509538352689	0.596482820704	0.616711373019	0.582810095979	0.612661218631	0.647454991281	0.604484711739	0.625936031406	0.506390987054	0.533856854515	0.608198019442	0.537374896831	0.578448382166	0.609292914105	0.581543363054	0.555476591098	0.532315883048	0.655781664106	0.551935843018	0.634137293049	0.548790002205	0.597736617323	0.634980362189	0.683089172775	0.605015867977	0.607830330758	0.668302548182	0.686637252668	0.628789963546	0.628138413845	0.520762790343	0.573500425375	0.670488301966	0.655039920822	0.658430567114	0.667059996237	0.694002894585	0.651032981103	0.6196347923	0.698470322859	0.616875308587	0.664139403334
CS.171	0.646299714605	0.597467928265	0.54896850091	0.615764480686	0.546557357589	0.573477928677	0.576821199844	0.534773278675	0.615770590697	0.602637694981	0.609153850386	0.647017979881	0.56094655799	0.609404627289	0.597213225069	0.592130525103	0.64395460822	0.603520018455	0.657010888653	0.724949150525	0.573022847873	0.607848660633	0.618047907274	0.585441582661	0.557047439795	0.690431330382	0	0.60431428126	0.628206177079	0.614247589025	0.554568074945	0.620287958736	0.629814871408	0.721990742639	0.598438455594	0.674187457836	0.596927922763	0.706029742644	0.602581326655	0.645573627813	0.632639650244	0.660843329627	0.572968416316	0.665543694434	0.711390006576	0.709395735382	0.654443452805	0.64375803084	0.654779196838	0.698615328491	0.690726213546	0.678886394047	0.67263287716	0.633567675679	0.617696584434	0.647374582155	0.663263897415	0.654022805414	0.623417409623	0.658098185305	0.608492949664	0.612579583148	0.707366335944	0.602863086601	0.608760267957	0.593353839379	0.587036925835	0.588085472395	0.588415455321	0.608851008724	0.640846523049	0.616640072199	0.606754400657	0.577748356878	0.602917402707	0.621269675315	0.593481997537	0.618922391829	0.6267430477	0.630602977733	0.579075210281	0.600251575048	0.626514184523	0.624149992206	0.597094415895	0.612466232257	0.617622376928	0.586556273527	0.645485936705	0.626438991077	0.550108883373	0.603124847192	0.55921969452	0.579233662514	0.570504616754	0.591742870463	0.559280243361	0.579233732722	0.668255458758	0.53366010664	0.588934394916	0.62390748613	0.606433918366	0.653265263116	0.573182555336	0.624297881055	0.557724144164	0.664930091307	0.537347373222	0.651029056483	0.648486123353	0.647623225661	0.682661613675	0.657085837106	0.597950727113	0.693107017743	0.599250525373	0.618491212719	0.635896930838	0.616608966403	0.574334070192	0.736533037698	0.696675154378	0.610682808876	0.5787598175	0.753887177966	0.650613155991	0.560721808171	0.650582837725	0.572489824207	0.66520578753	0.562818346006	0.654785746927	0.596919391899	0.658820181232	0.641906182971	0.635278466023	0.672894082599	0.655075938549	0.709934661198	0.633716436969	0.664340076516	0.690132705657	0.624621744191	0.617557191188	0.601543080027	0.708988696466	0.613855390469	0.608289225458	0.568342286064	0.587948092653	0.578542730041	0.628619706162	0.604025783316	0.593179623805	0.599442870733	0.66825295967	0.627436702622	0.612112281405	0.615365438147	0.629361630884	0.603065523591	0.633296632658	0.63377579871	0.603209512644	0.607808390575	0.593687358713	0.5956900057
CS.248	0.595947654706	0.645076762921	0.640897125364	0.691460113468	0.649908121412	0.656345986549	0.642146078873	0.606374728663	0.549051750231	0.642899481206	0.639812603859	0.59383340372	0.629818914881	0.581477526914	0.641167776874	0.54843457568	0.542493175148	0.535628696237	0.518754473573	0.679728187875	0.55433138401	0.611939246355	0.552400184062	0.626276514704	0.513669998254	0.59164584821	0.60431428126	0	0.576145127069	0.614286234327	0.540541220962	0.601493874704	0.600301834312	0.676784442916	0.520105523045	0.55708148634	0.613634439393	0.620863476293	0.544022825912	0.554414413715	0.528341232936	0.646479440523	0.52914599501	0.537690292578	0.639173458588	0.582581452883	0.535170594046	0.490804290052	0.57812698651	0.611988007192	0.625785381501	0.561564962007	0.59902896965	0.57481649834	0.574214693943	0.51863334715	0.48587481987	0.525789905734	0.510045813713	0.477178890582	0.598050319438	0.599390461414	0.647837083087	0.609585037855	0.586373815478	0.607621191228	0.594398739051	0.616071429003	0.615132504735	0.653785957966	0.570245796997	0.575704662554	0.56835276427	0.620662278736	0.618560822795	0.671083390002	0.637396166732	0.643635419607	0.554771860008	0.662060676772	0.658901274631	0.639157168533	0.67825520727	0.667185359693	0.646450912268	0.644262798696	0.648435750733	0.663884067312	0.671825528065	0.627518321423	0.635368153851	0.58263842321	0.588302922993	0.590260714466	0.60497995947	0.655454251749	0.586317023582	0.597091959884	0.666870228518	0.579921874268	0.673125249866	0.6810735458	0.628650744822	0.681974424269	0.596941873616	0.565881701693	0.620954782139	0.63003605629	0.591492324764	0.564350404421	0.608172107714	0.541222550137	0.584108609986	0.533610901252	0.556545131798	0.641774491428	0.620262383069	0.53182826464	0.622720601379	0.667493050043	0.612474950813	0.66994715292	0.570323958111	0.517310741258	0.539004192828	0.671517875828	0.522801207594	0.565399417873	0.646909027674	0.569423969779	0.615323234593	0.576691676891	0.603041731986	0.530244141486	0.561642927999	0.546159487763	0.529670087436	0.53714798629	0.504021064111	0.661210658794	0.519546021547	0.512765605598	0.58942354364	0.584805771073	0.613110837433	0.637181308627	0.659106671011	0.596019353095	0.63908080967	0.617419207161	0.637685302814	0.638178890183	0.634769078563	0.65495859379	0.609417024109	0.610477853535	0.601703234542	0.638154139437	0.6404201093	0.688180453724	0.685566509291	0.659528721877	0.686243443085	0.67278493379	0.602156519205	0.654709302942	0.617510573493	0.618165450765
CS.155	0.622045581722	0.576590160437	0.618265256254	0.591619459299	0.642540094211	0.635844266913	0.543456350707	0.581631909214	0.560072296949	0.530134284332	0.560364302225	0.558099816784	0.591911736805	0.565967354326	0.550251053505	0.639747987635	0.630791249404	0.509591172299	0.590698846848	0.693236375719	0.511607033414	0.619195508944	0.533800082543	0.690202092782	0.58696019947	0.570791279077	0.628206177079	0.576145127069	0	0.660461353181	0.554068477451	0.664609553771	0.473677689423	0.712898408816	0.570700588748	0.577129705412	0.578921142302	0.624803625679	0.49453401939	0.613740582774	0.563349692722	0.685493216822	0.604904810682	0.602692479682	0.656080367085	0.629447696951	0.563476912643	0.54683390114	0.623348324927	0.694851504934	0.662047682883	0.601780677076	0.641880598125	0.565740064759	0.613670964071	0.505671714355	0.546592806022	0.591191235904	0.493873359637	0.568286855094	0.519012209727	0.514359275231	0.653889636324	0.559739919051	0.512578685241	0.554148443101	0.537526584828	0.54112535133	0.519180122789	0.525300357017	0.530428230364	0.54823081431	0.515886117016	0.551650602997	0.524458114548	0.582748538301	0.55636696482	0.560288496817	0.481037463644	0.563850769669	0.613353868709	0.575213572791	0.553706175713	0.586879901508	0.583863624488	0.565008393109	0.51867844354	0.568659993052	0.567886047257	0.541768019987	0.669100092953	0.642437092856	0.59848512508	0.560939933665	0.605425053065	0.576401043712	0.582956767862	0.596852259864	0.669096020227	0.560468523508	0.645472650783	0.635782596105	0.60351659223	0.702712384269	0.553437010162	0.561742579921	0.626514436509	0.678907192102	0.586136149281	0.58808036589	0.651906920257	0.558273907603	0.594808889159	0.563048249884	0.569690109805	0.702860269685	0.620277683367	0.59609321679	0.601830128876	0.74068013138	0.570303847937	0.741252247586	0.615979614475	0.508334852524	0.59746678503	0.686228126574	0.548791298947	0.616550467812	0.672523571274	0.624506450066	0.648985784769	0.644688986815	0.649966584117	0.504873180712	0.600459101059	0.57991669174	0.534014716351	0.610357510416	0.582514896476	0.704792570256	0.53573365392	0.562486347325	0.588427899319	0.65092126126	0.550280479811	0.551780957108	0.670979024792	0.549162879434	0.577305908648	0.580047926866	0.574488466766	0.557593205998	0.527757421614	0.566511586984	0.541579786701	0.574683588817	0.571724169345	0.566907096676	0.524956715648	0.628603878768	0.619265240796	0.613077406342	0.583317460889	0.586836241734	0.528734304464	0.565677230678	0.53525311179	0.530632432326
CS.115	0.624800647792	0.665232908883	0.622581535729	0.711977476905	0.655767593253	0.658167404885	0.680488946313	0.610684639184	0.60641779954	0.682485534719	0.680436433414	0.666821779789	0.627644480957	0.632283913412	0.686051673718	0.549982587916	0.589078560867	0.630788752211	0.599279061805	0.663369514492	0.645520958231	0.654751705585	0.621943490348	0.601143826828	0.561488379877	0.615765086571	0.614247589025	0.614286234327	0.660461353181	0	0.613038420048	0.615024304418	0.67238095084	0.690109891534	0.574199785055	0.608206028406	0.677375977182	0.677243208082	0.645044549224	0.609359985093	0.637956741842	0.613638980297	0.577355833479	0.643977820596	0.622933559487	0.649037739618	0.623219705938	0.645739799961	0.639746066758	0.599718589122	0.649244974985	0.62734952079	0.633970126894	0.630440272056	0.631649329603	0.633938653738	0.629615960947	0.613750667857	0.632316223208	0.629455023874	0.660837799591	0.668126083442	0.619554655281	0.669213025625	0.686240634389	0.662216127287	0.680811890715	0.661067836472	0.639903040968	0.708070676595	0.628812001353	0.680950470367	0.627214603056	0.681264102311	0.688038937947	0.704161682666	0.677478734034	0.704755791878	0.633939563749	0.710814973268	0.677533874785	0.692469684056	0.721818510051	0.700562768921	0.679743478353	0.702319327998	0.69647344351	0.68299275979	0.714821580173	0.679550125384	0.63128872166	0.561740113562	0.618026767743	0.661605955916	0.6273409241	0.685003782223	0.609275702737	0.633332782357	0.643336513439	0.605063898089	0.685599234804	0.714191729179	0.634730237807	0.691958812023	0.662703168654	0.637195683082	0.594874249129	0.655981857279	0.615682812588	0.635221773286	0.607756901184	0.610610684206	0.645729645608	0.604649103904	0.584742982587	0.639478428706	0.667388855572	0.601472959268	0.597535918284	0.579566167637	0.678302325325	0.674138895745	0.634192187427	0.623578904887	0.58962500281	0.665633817004	0.62310871969	0.558339834109	0.652085200723	0.554495595307	0.663235623909	0.548630094397	0.616329453375	0.651072161957	0.652914074386	0.600455704994	0.657855364936	0.634097045345	0.634746794905	0.619341453584	0.638843307836	0.601438980952	0.637724717439	0.63283197978	0.674371880008	0.690891303214	0.619415803003	0.678610284509	0.664135016037	0.63373751502	0.678583958024	0.6788458133	0.694391679498	0.70013691584	0.676575811102	0.674163869891	0.650091877671	0.685692343893	0.68862370895	0.697791449903	0.718862773336	0.694742769008	0.710872484786	0.699961818449	0.675338975224	0.706349813095	0.660298533534	0.693317271025
CS.232	0.648191639415	0.583512629802	0.529728813711	0.59519432061	0.551244960605	0.601261327705	0.533426395635	0.506160480301	0.610797576035	0.562125351538	0.552531139558	0.587828368386	0.526232234492	0.554899981273	0.535049733571	0.568703316905	0.613123987482	0.540169407356	0.565452160077	0.729749342173	0.507094972997	0.598473320863	0.559560650909	0.61424135592	0.509656489087	0.626918950583	0.554568074945	0.540541220962	0.554068477451	0.613038420048	0	0.643015914916	0.574680653591	0.72352069749	0.46353620181	0.619193726865	0.590248898557	0.674268245314	0.518560978016	0.618801210315	0.55665271544	0.649901265159	0.507194667933	0.632317360419	0.691525692572	0.644376584511	0.608333551423	0.583664019298	0.601323200639	0.656383692532	0.683334088373	0.617103788518	0.619892525385	0.550788693783	0.559150737885	0.56117935961	0.561085319011	0.570923874149	0.518044528195	0.56973227786	0.544036712787	0.586343891261	0.685043985987	0.565927524706	0.568311622519	0.602447140568	0.553740590742	0.541261134074	0.588321609582	0.577674200556	0.605993524947	0.584306835842	0.557266453087	0.571186104028	0.544484979164	0.589354741657	0.538985074013	0.567595872062	0.577269655217	0.583565607705	0.565043887132	0.553411307652	0.567881963433	0.552037430904	0.581364516589	0.57088125064	0.542928217369	0.542536823112	0.56564582261	0.568342575785	0.597868191615	0.576547549132	0.497321363545	0.521258210533	0.533356395516	0.517100637959	0.470414494279	0.543392973099	0.668336268861	0.492216875338	0.605971642246	0.629063951179	0.603212624168	0.678548504512	0.532360095045	0.562973560402	0.466943378104	0.627387624472	0.555420445352	0.612480636623	0.634502949283	0.567123142497	0.653994169653	0.590549153135	0.505244315414	0.702281737647	0.613293062065	0.562433871778	0.611421230764	0.654979535138	0.569558084957	0.746091958688	0.632526443548	0.530866423754	0.549015359309	0.724333449168	0.601669380598	0.570960990965	0.634657668838	0.562722125921	0.641959304141	0.547164237833	0.643003821219	0.514871867178	0.626202825007	0.58463791583	0.56438302526	0.584449945761	0.574624149433	0.675007964409	0.574606756187	0.588393752175	0.659888418954	0.605993989678	0.604484658005	0.590185869993	0.703623644252	0.601147101527	0.588586762687	0.540741363303	0.575432190469	0.597746946741	0.546441635433	0.57055657336	0.560206804114	0.581461040516	0.63129272381	0.644261935255	0.545784097942	0.631713222011	0.639953201613	0.587082113513	0.570492314016	0.582992606466	0.538875653697	0.552961186384	0.541267428649	0.53907845103
CS.236	0.644270507782	0.6896690477	0.701612388524	0.744792293265	0.687734524285	0.658846170682	0.700617456038	0.647880881614	0.642304140867	0.715249928418	0.716739709643	0.664083751142	0.664294053687	0.647495426172	0.698631898389	0.618165280388	0.597924322948	0.656428630015	0.631868599253	0.693219329883	0.670346489677	0.642630166411	0.645038529659	0.643446933763	0.61440555696	0.661404342043	0.620287958736	0.601493874704	0.664609553771	0.615024304418	0.643015914916	0	0.697833156602	0.720606416614	0.611278348595	0.647980104185	0.68576473775	0.699705501156	0.695612850944	0.629039892232	0.631278775808	0.656506725747	0.58708327939	0.630821767852	0.69780087107	0.679777298141	0.65697860528	0.629298614597	0.671079577249	0.643340187216	0.677243119256	0.65332186354	0.670038976209	0.680177088844	0.664610101541	0.655553885137	0.666017701358	0.640491492647	0.649329958272	0.639656001078	0.681754126928	0.709231114578	0.688918585559	0.678625276797	0.714059641858	0.680083712197	0.692230801648	0.687154654721	0.668387606465	0.727564426231	0.663222026153	0.683813919517	0.686636767822	0.675437608702	0.707784137228	0.718882441013	0.704508683153	0.718639177434	0.696252575668	0.724608971183	0.701215477929	0.708785302567	0.744026116307	0.722424708766	0.706040095585	0.713839820222	0.738969094065	0.728184096583	0.753018162497	0.709888019955	0.681069383459	0.639893617205	0.634207785925	0.677324515182	0.6874318974	0.689210778227	0.664042864909	0.673680805373	0.721134265581	0.641704017695	0.685270186063	0.738452174346	0.635627658566	0.703834570222	0.698415473817	0.682962244041	0.658685538645	0.670044237586	0.648704892997	0.669324022557	0.670650749937	0.643964644425	0.717967123295	0.651141996743	0.651943197265	0.685419261651	0.683616234622	0.625834536189	0.698929439064	0.655974894728	0.679890010623	0.719061696391	0.668661411259	0.637622231109	0.627507558801	0.734205337118	0.638715037717	0.581866874234	0.67547206228	0.593547016318	0.681561047746	0.585121529404	0.671175554193	0.674006925198	0.644404105624	0.652217949218	0.684031876375	0.662389345033	0.650920489478	0.684389533247	0.679376773704	0.640230550474	0.6799206684	0.637071305668	0.703745382089	0.718751677433	0.718247892002	0.698922273935	0.688118988138	0.670238774415	0.699093928922	0.7013286885	0.719379199355	0.720344089142	0.699792704779	0.709307369169	0.714886546872	0.717149569777	0.721002066575	0.739990690001	0.75572108026	0.722522532001	0.747544540665	0.742491668344	0.691060377963	0.73208911258	0.689636422588	0.712755492725
CS.380	0.661246333348	0.542272417082	0.572061102222	0.535622026526	0.604077217103	0.60753043162	0.546801281114	0.572055118949	0.608564359007	0.469753210673	0.571146621457	0.523991531816	0.576354573881	0.584991478615	0.528149337649	0.654288000976	0.66569228528	0.504389667609	0.626069695165	0.751048268741	0.503495274526	0.63708413853	0.574964475379	0.685229476708	0.589651648971	0.613378344648	0.629814871408	0.600301834312	0.473677689423	0.67238095084	0.574680653591	0.697833156602	0	0.735368172264	0.600672118167	0.60470766082	0.490043743676	0.642859469101	0.458232284469	0.654523208906	0.528954784129	0.68864177977	0.628661421361	0.638486202017	0.68650756263	0.654252412521	0.598933124081	0.567074447401	0.605753690794	0.732394708254	0.690731148987	0.632651911689	0.65470159722	0.553773105495	0.595755747305	0.55953704083	0.54640552672	0.594544013193	0.542743767256	0.593335542773	0.484969889856	0.482645007266	0.658267707596	0.499738410688	0.487495463657	0.504323594461	0.50490993588	0.528011543474	0.512291556621	0.494944617543	0.578751354505	0.524887598467	0.512347414508	0.536276971012	0.459145018075	0.52111911938	0.523355612714	0.516609608866	0.504501833034	0.500905537574	0.591512776527	0.532676105516	0.505230629965	0.575916889861	0.547227525205	0.50761840867	0.521845174957	0.561397994115	0.524369293851	0.521699383798	0.629940823967	0.656541238971	0.591458316626	0.51134595102	0.563598625217	0.544644489164	0.557018130811	0.58056782995	0.689749233768	0.564858684549	0.617798014299	0.58346321789	0.582090372337	0.664723493312	0.512135095227	0.531972764494	0.638910898138	0.68780734088	0.522285794519	0.594369070344	0.671190184873	0.587692453879	0.620919356911	0.601945321148	0.57464640368	0.739264464807	0.578893924532	0.602155135224	0.656993776544	0.764366209496	0.523026884411	0.76276167436	0.648819477104	0.547168111547	0.586765633552	0.726303939213	0.603159342984	0.65655871785	0.627341296056	0.642188461049	0.596395517932	0.658308705623	0.649779695906	0.463253023987	0.619218365474	0.589187695188	0.508882390126	0.619631955826	0.585795870227	0.734456038434	0.553093760689	0.573639616994	0.604927633085	0.653692030119	0.5034390939	0.499738741928	0.665888448033	0.522956576619	0.555505904587	0.586104465599	0.51358514462	0.527805159494	0.483751958994	0.528769181033	0.474730195394	0.540242043721	0.608321463851	0.520021987083	0.470749128977	0.556264430069	0.557847896683	0.571381979737	0.551208341397	0.51793518909	0.514654577232	0.521427369934	0.495496488331	0.478601043642
CS.224	0.71284078844	0.769770300886	0.775823503213	0.763750922127	0.77702877056	0.747324431172	0.76374399537	0.763697357741	0.672671517811	0.753951960916	0.782217770551	0.702596463453	0.76369204768	0.719400910477	0.782481103133	0.647016666367	0.635973163467	0.699785338887	0.663861100648	0.618909490567	0.71791296223	0.68369189736	0.687667083607	0.695304986834	0.696473276015	0.628062608858	0.721990742639	0.676784442916	0.712898408816	0.690109891534	0.72352069749	0.720606416614	0.735368172264	0	0.690536607928	0.625553837121	0.737466442463	0.579395264151	0.713095141561	0.624012694137	0.685451178809	0.643010901638	0.689980687344	0.621174658827	0.60736028735	0.595639021725	0.657880494591	0.661462696934	0.64280315834	0.661026182424	0.587195940878	0.637367086596	0.606820246476	0.722257285337	0.682117592216	0.715155645704	0.684892934282	0.691279776903	0.678217905404	0.690920371217	0.755654700988	0.720015346524	0.629125635432	0.745751260841	0.713603567275	0.725648676328	0.710310975305	0.744695713465	0.706723786983	0.756221915208	0.69772935817	0.713803852962	0.712200654898	0.744031591153	0.767584599161	0.765479048186	0.758253036279	0.781289162209	0.703006233952	0.78885143587	0.772994758269	0.73062311565	0.794907538927	0.791130521547	0.780552892153	0.754713907108	0.771366287941	0.7739015687	0.780729407788	0.74977780786	0.710426757832	0.650691098176	0.729104958783	0.732083897088	0.721713764458	0.758455643178	0.758992614812	0.707397314565	0.671113819034	0.749412057838	0.756621347958	0.747854424525	0.726567744248	0.735115573726	0.755119080333	0.693429485432	0.735864833397	0.6663969428	0.728919779906	0.62981924014	0.618465760103	0.641433573876	0.605109875032	0.641703011226	0.66082938566	0.608022588225	0.714414279093	0.694331902842	0.639263816486	0.678502711974	0.733533236736	0.576155658621	0.606035645886	0.710292089637	0.666415230256	0.576944841641	0.620767676361	0.670966060946	0.692734048434	0.682527847485	0.68136143269	0.666124364968	0.659432988997	0.737415432909	0.555298489428	0.648461528025	0.701975262436	0.649328334164	0.623313359694	0.648255909349	0.66270322833	0.683566171127	0.653320271412	0.693440955654	0.693021069317	0.755787045486	0.66233268889	0.709014639772	0.735955329739	0.745385720093	0.740495440691	0.723628770729	0.77415938034	0.765511926228	0.757265160945	0.73296485776	0.640452258841	0.706861373072	0.782569612627	0.735598810251	0.730353722531	0.736422090129	0.776785138885	0.742949155101	0.722184186904	0.780047215074	0.733945917797	0.74068392715
CS.292	0.630194124679	0.609312522558	0.600523112729	0.651307222477	0.615669406604	0.616265031303	0.591694676492	0.569490160431	0.575977297541	0.626083822604	0.623203923948	0.603941553121	0.594976128901	0.562790278278	0.582706999288	0.555893452765	0.580003635292	0.530375120559	0.541105694199	0.708533226248	0.540325675014	0.600569389949	0.535881480431	0.597006756733	0.511169375414	0.587077689892	0.598438455594	0.520105523045	0.570700588748	0.574199785055	0.46353620181	0.611278348595	0.600672118167	0.690536607928	0	0.57421712527	0.602352593664	0.630707274045	0.55645259045	0.573888754549	0.544560693042	0.629828534639	0.501729828511	0.576911081107	0.653123102105	0.599351178466	0.57056433975	0.567810699943	0.578591541338	0.6088558002	0.646100592838	0.568380242013	0.617165324479	0.570762707039	0.576651183771	0.559124208934	0.555876273075	0.545637900652	0.53167679057	0.540593748726	0.603142326745	0.613337999927	0.658623817056	0.618436420147	0.594879174964	0.606242450865	0.607135452765	0.58781738702	0.59802971049	0.621381447229	0.610549759893	0.602984244115	0.56573350912	0.620645058164	0.625631637475	0.649509793762	0.604064127355	0.620022908674	0.579640098277	0.648496393272	0.616538782136	0.611867897682	0.624626869916	0.633231850926	0.638526208786	0.619865587789	0.62488808876	0.611797827018	0.630001207106	0.619356006699	0.630259332074	0.540452519851	0.538965381906	0.580669870239	0.585512396762	0.561228879212	0.556790519357	0.582714082372	0.649695889195	0.557223544097	0.642204438533	0.660700199518	0.608849792305	0.69128547591	0.587336247994	0.570720112794	0.511301781892	0.63932531157	0.599209197538	0.560790765252	0.600978506984	0.528770474821	0.612000106691	0.547201276086	0.526553971971	0.674150885756	0.623577922118	0.545033242504	0.606215603989	0.64367506677	0.615867625792	0.67178138156	0.56419129984	0.494860640821	0.542665935584	0.645699243688	0.544100367129	0.569900032079	0.633114668279	0.515246683125	0.636451429731	0.561792092003	0.601377705096	0.558114992486	0.58966707686	0.547706320025	0.553953850192	0.522327798823	0.562766314111	0.648592736037	0.544850763623	0.546128983121	0.584746589647	0.590982669237	0.624370189504	0.621565663321	0.657414153685	0.630151044598	0.607240864108	0.579614922297	0.635842646045	0.622213421468	0.609458904666	0.619448338933	0.579026663304	0.616789291402	0.614403438875	0.639712222671	0.615570581119	0.658190849865	0.680196581984	0.636053140578	0.635265937183	0.639619530884	0.598703293402	0.615819690121	0.602742200485	0.61183506128
CS.125	0.643943756719	0.654566318707	0.704236536191	0.686516945681	0.71067518382	0.697719758912	0.658722126859	0.683980655451	0.532094176665	0.652660558006	0.678653483704	0.553982220059	0.666894454359	0.624732721354	0.697754328397	0.593394434518	0.531019220614	0.515786502522	0.517196139338	0.60410482251	0.555428376657	0.613063794953	0.496970475596	0.681457652211	0.578539509975	0.496664869198	0.674187457836	0.55708148634	0.577129705412	0.608206028406	0.619193726865	0.647980104185	0.60470766082	0.625553837121	0.57421712527	0	0.619286834698	0.512243308606	0.545790698674	0.537983379342	0.514613082084	0.614279151326	0.560640953503	0.480710552285	0.56225060856	0.559106297063	0.469515069868	0.49709921419	0.551430151619	0.595887364137	0.582539859757	0.480804526923	0.562932869782	0.589095630821	0.58837707282	0.557840130136	0.541710097131	0.582942890373	0.490262326011	0.51995755405	0.622608568276	0.568176419413	0.585868360777	0.593987048248	0.578452421335	0.604834349538	0.594257027129	0.655152730492	0.609540786297	0.666985381404	0.551062202779	0.595499023605	0.565753820029	0.6416070012	0.629353965149	0.664194086682	0.65560803527	0.665527981233	0.527050653253	0.6887801966	0.681752537781	0.62052846534	0.686508937982	0.69353218238	0.69236688865	0.642796661662	0.672976243588	0.684050848296	0.690332195747	0.623111795808	0.637977589019	0.605529145214	0.645579229177	0.595776240129	0.626284627999	0.686050848466	0.651133370675	0.647272918358	0.619183804733	0.645624403038	0.706726057736	0.666811211022	0.605611658364	0.686756594805	0.620265452101	0.550501029882	0.68103745541	0.645224365713	0.631216155617	0.491788355463	0.554671895459	0.470528456343	0.525465466997	0.507100792131	0.575889436324	0.613682072664	0.619885624128	0.574054379842	0.58666375872	0.69827820425	0.626694323907	0.656287035296	0.514226924329	0.551245534235	0.59674567588	0.5570387202	0.484210757331	0.594521078065	0.629955988092	0.589463221021	0.579454384232	0.592245890882	0.554211557342	0.573301710483	0.507250710087	0.479541553959	0.534400521629	0.511365003599	0.528384055961	0.591854153281	0.530768442891	0.524145759981	0.556041014662	0.607107783433	0.561347149103	0.629659584155	0.590018516385	0.595647678093	0.622652508218	0.649350008573	0.644043084877	0.639382617196	0.662031324512	0.669888857093	0.633147525914	0.630021379171	0.563548741085	0.590255116188	0.651239325303	0.662745226126	0.651722558928	0.66437528335	0.696327388725	0.645534377275	0.596173311138	0.660105778302	0.615399426534	0.623048811231
