g__Methanobrevibacter	k__Bacteria	g__Actinomyces	g__Bifidobacterium	g__Corynebacterium	g__Olsenella	f__Coriobacteriaceae	g__Collinsella	g__Senegalimassilia	f__Eggerthellaceae	g__Eggerthella	g__Enterorhabdus	g__Gordonibacter	g__Slackia	o__Thermoleophilales	f__Bacteroidaceae	g__Bacteroides	f__Barnesiellaceae	g__Barnesiella	f__Muribaculaceae	g__Butyricimonas	g__Odoribacter	f__Prevotellaceae	g__Massiliprevotella	g__Paraprevotella	g__Prevotella	g__Prevotellamassilia	f__Rikenellaceae	g__Alistipes	f__Tannerellaceae	g__Parabacteroides	f__Sphingobacteriaceae	g__Elusimicrobium	p__Firmicutes	f__Bacillaceae	f__Thermoactinomycetaceae	g__Granulicatella	g__Enterococcus	g__Lactobacillus	g__Weissella	g__Lactococcus	g__Streptococcus	o__Clostridiales	g__Colidextribacter	g__Flavonifractor	g__Flintibacter	g__Howardella	g__Intestinimonas	g__Pseudoflavonifractor	f__Christensenellaceae	f__Clostridiaceae	g__Butyricicoccus	g__Clostridium	g__Hungatella	f__Clostridiales.Family.XIII..Incertae.Sedis	g__Ihubacter	g__Mogibacterium	f__Defluviitaleaceae	f__Eubacteriaceae	g__Eubacterium	f__Gracilibacteraceae	f__Lachnospiraceae	g__Anaerobium	g__Anaerosporobacter	g__Anaerostipes	g__Blautia	g__Butyrivibrio	g__Coprococcus	g__Cuneatibacter	g__Dorea	g__Eisenbergiella	g__Fusicatenibacter	g__Hespellia	g__Lachnobacterium	g__Lachnoclostridium	g__Lachnospira	g__Muricomes	g__Parasporobacterium	g__Pseudobutyrivibrio	g__Robinsoniella	g__Roseburia	g__Tyzzerella	f__Oscillospiraceae	g__Oscillibacter	f__Peptococcaceae	f__Peptostreptococcaceae	g__Intestinibacter	g__Paeniclostridium	g__Romboutsia	g__Terrisporobacter	f__Ruminococcaceae	g__Acutalibacter	g__Caproiciproducens	g__Drancourtella	g__Faecalibacterium	g__Gemmiger	g__Negativibacillus	g__Ruminiclostridium	g__Ruminococcus	g__Sporobacter	g__Subdoligranulum	f__Erysipelotrichaceae	g__Catenibacterium	g__Erysipelatoclostridium	g__Holdemanella	g__Holdemania	g__Longibaculum	g__Turicibacter	g__Phascolarctobacterium	g__Megamonas	g__Propionispira	g__Allisonella	g__Dialister	g__Megasphaera	g__Veillonella	g__Fusobacterium	o__Victivallales	f__Victivallaceae	g__Victivallis	f__Kiloniellaceae	g__Duodenibacillus	g__Parasutterella	g__Sutterella	f__Desulfovibrionaceae	g__Desulfovibrio	f__Succinivibrionaceae	g__Succinivibrio	o__Enterobacterales	f__Enterobacteriaceae	g__Haemophilus	f__Spiroplasmataceae	g__Akkermansia
CS.373	0.00106635288926477	0.00308874629993933	0.00126859223033222	0.0208858083138755	0.00018385394642496	0.00145244617675718	0.000422864076777408	0.0378187567796143	0.00694967917486349	0.00132374841425971	0.00696806456950598	0.000349322498207424	0	0.00702322075343347	0	0.000790571969627328	0.27747237594455	0	0.000349322498207424	0	3.6770789284992e-05	0.00205916419995955	7.3541578569984e-05	0	0	0.000349322498207424	1.8385394642496e-05	0	0.0130168594068872	0	0.00731738706771341	0	0	0	1.8385394642496e-05	0.000349322498207424	0.000110312367854976	0.00125020683568973	0.0363846959974996	0.00018385394642496	0.00119505065176224	0.013862587560442	0.0073541578569984	0	0.000386093287492416	0.00290489235351437	3.6770789284992e-05	0.0036770789284992	0.000900884337482304	5.5156183927488e-05	0.000478020260704896	0.000717030391057344	0.000606718023202368	0.00654520049272858	0.0009192697321248	0.0009192697321248	5.5156183927488e-05	0	0.000165468551782464	0.00961556139802541	1.8385394642496e-05	0.00145244617675718	0	9.192697321248e-05	0.00159952933389715	0.0168777922818113	0	0.0116931109926275	0	0.00860436469268813	3.6770789284992e-05	0.0197091430567557	0.000202239341067456	1.8385394642496e-05	0.00424702616241658	3.6770789284992e-05	9.192697321248e-05	0.00018385394642496	0	0	0.00141567538747219	0.00511113971061389	0.0018569248588921	0.0383519332242467	5.5156183927488e-05	1.8385394642496e-05	0.00117666525711974	0	0.0153150337371992	3.6770789284992e-05	0.00810795903734074	5.5156183927488e-05	0.000698644996414848	0	0.158059237741538	0.0110312367854976	0	0.00154437314996966	0.0860436469268813	0.0293798606387086	0.00102958209997978	0.00130536301961722	1.8385394642496e-05	0.000956040521409792	0.0303175157654759	0.000165468551782464	1.8385394642496e-05	0	0.0102958209997978	0	0	0.000441249471419904	1.8385394642496e-05	0	0.00108473828390726	0.000698644996414848	0	0	1.8385394642496e-05	0	1.8385394642496e-05	0.000165468551782464	0.00943170745160045	0.000974425916052288	0.00774025114449082	0	1.8385394642496e-05	0.0111783199426376	0.000606718023202368	0.00478020260704896	0	0.00018385394642496
CS.050	3.3208248929034e-05	0.00112908046358715	0.000132832995716136	0.168996778799854	0	0	3.3208248929034e-05	0.0216185700528011	0.000265665991432272	9.96247467871019e-05	0.00783714674725202	3.3208248929034e-05	0.000796997974296815	3.3208248929034e-05	0	0.0140138810480523	0.128283465612858	0	0.000996247467871019	9.96247467871019e-05	6.64164978580679e-05	0.00016604124464517	0.00109587221465812	3.3208248929034e-05	3.3208248929034e-05	0.041078603925215	0.00644240029223259	0	0.00242420217181948	0	0.00149437120180653	9.96247467871019e-05	0.000863414472154883	0	0	0	0	0.000564540231793577	0.0176999966791751	0.0123866768505297	0.00348686613754857	0.00139474645501943	0.00421744761398731	0	0.0033208248929034	0.000365290738219374	0	0	0.000232457742503238	0	0	0.0113240128848006	0.00421744761398731	0.0111911798890844	0	3.3208248929034e-05	0	9.96247467871019e-05	9.96247467871019e-05	0.0532660312821705	0	0.0112908046358715	0	0	0.0227476505163883	0.0798658386743267	0	0.00159399594859363	0.000132832995716136	0.01856341115133	0	0.0161060007305815	6.64164978580679e-05	0	0.0167369574602331	9.96247467871019e-05	3.3208248929034e-05	0	0	0	0.065519875136984	0	0.00102945571680005	0.000132832995716136	0	0	0.000896622721083917	0	0.000664164978580679	0	0.000464915485006476	0.000132832995716136	0.000896622721083917	6.64164978580679e-05	0.137050443330123	0.000896622721083917	9.96247467871019e-05	3.3208248929034e-05	0.0104605984126457	0.000265665991432272	0.00033208248929034	0.00826885398332946	0.000796997974296815	0.000863414472154883	0.00239099392289045	0	3.3208248929034e-05	0	0.0190947431341945	0.000664164978580679	0	0.000597748480722612	0.000763789725367781	0	0.0257031846710723	0.000398498987148408	0	6.64164978580679e-05	0	0	0.000232457742503238	0.00016604124464517	0.0101949324212134	0	0	0	0	0.00415103111612925	0.00773752200046492	0.000232457742503238	3.3208248929034e-05	0.000232457742503238
CS.058	3.45470876805085e-05	0.000587300490568645	0.000760035928971188	0.0216264768879983	0.000172735438402543	0	0.000587300490568645	0.0278449526704899	0.0110550680577627	0.00397291508325848	0.00024182961376356	0.00221101361155255	3.45470876805085e-05	0.00345470876805085	0	0.000138188350722034	0.166758792233815	0	0.00507842188903475	0.000483659227527119	0.000829130104332205	0.00217646652387204	0.000207282526083051	3.45470876805085e-05	6.90941753610171e-05	0.0155461894562288	0.0389691149036136	0.000138188350722034	0.0117805568990534	0	0.00632211704553306	0.000103641263041526	3.45470876805085e-05	3.45470876805085e-05	0.000103641263041526	0.00307469080356526	0.000310923789124577	0.000103641263041526	0.00680577627306018	0	0	0.095177226559801	0.0093277136737373	3.45470876805085e-05	0.000380017964485594	0.000794583016651696	0	0.000449112139846611	0.000172735438402543	0	0.00117460098113729	0.00286740827748221	0.032197885718234	0.00217646652387204	0.000794583016651696	0.00165826020866441	3.45470876805085e-05	0.000380017964485594	0.000725488841290679	0.0333033925240102	0	0.0346161818558696	0	0.000138188350722034	0.00549298694120086	0.0534788917294272	0	0.0251502798314102	0	0.00462930974918814	3.45470876805085e-05	0.0286740827748221	0.00024182961376356	3.45470876805085e-05	0.0158571132453534	0.000276376701444068	0.00110550680577627	0.00093277136737373	0	0	0.010260485041111	0.00138188350722034	0.00141643059490085	0.0012091480688178	0	0	0.00376563255717543	0.00024182961376356	0.0235956608857873	0.00380017964485594	0.0068748704484212	0.000794583016651696	0.000449112139846611	0	0.0761763283355213	0.0116078214606509	0.000103641263041526	0.00117460098113729	0.0731361846196366	0.00148552477026187	0.00165826020866441	0.0097077316382229	0.00024182961376356	0.000207282526083051	0.000414565052166102	0.000172735438402543	3.45470876805085e-05	0.0081185656049195	0.0166862433496856	0.000172735438402543	0	0	0.000138188350722034	0	0.000414565052166102	0	0	0	0.000138188350722034	0.0246666206038831	0.00103641263041526	0.000345470876805085	0.0176190147170594	0.000552753402888136	0.0016237131209839	0	0	0.000172735438402543	0.000172735438402543	0.01019139086575	0.000310923789124577	0.000552753402888136
CS.341	0	2.39897323945351e-05	0.000827645767611462	0.00934400076767144	0.000311866521128957	0	0	9.59589295781406e-05	0.00610538689440919	2.39897323945351e-05	0.000455804915496168	1.19948661972676e-05	0.000179922992959014	0	0	0.000707697105638787	0.32278184936847	0	0.00287876788734422	0.00693303266202065	0.00115150715493769	0.0049178951408797	4.79794647890703e-05	0	0	0.000215907591550816	3.59845985918027e-05	1.19948661972676e-05	0.0026268756972016	0	0.00608139716201466	0	0	0	0	0.00157132747184205	0.000407825450707097	0	0.000359845985918027	2.39897323945351e-05	0	0.00585349470426657	0.000347851119720759	0	0.000923604697189603	0.00101956362676774	0.00131943528169943	0.00116350202113495	0.000143938394367211	0	1.19948661972676e-05	0.00305869088030323	3.59845985918027e-05	0.00207511185212729	0.000227902457748084	5.99743309863379e-05	5.99743309863379e-05	0	0	0.0116829996761386	0	0.0287996737396394	1.19948661972676e-05	0.000167928126761746	0.0136501577324905	0.0864350058175101	7.19691971836054e-05	0.00628530988736821	9.59589295781406e-05	0.00780865789442119	0.000119948661972676	0.0201033957466204	0	0	0.00552963331694035	0	0	0	0	0	0.00135541988029124	0.0152934544015162	4.79794647890703e-05	0.00121148148592402	0	0	0.000515779246482505	0	0.00770070409864578	0.000875625232400533	0.00148736340846118	0.000551763845074308	0	0	0.145857572958774	0.00457004402115894	0	0.000155933260564478	0.0451486763665151	1.19948661972676e-05	0.000143938394367211	0.00501385407045784	0.0397150019791529	0.00182321966198467	1.19948661972676e-05	0.000143938394367211	0	0	0.0495747819933069	0.0271563770706138	0	0	3.59845985918027e-05	0	0.000311866521128957	0.0555842099581379	0	0	0	0	0.015509361993067	0	0.00321462414086771	0.000263887056339887	0.00556561791553215	0	9.59589295781406e-05	0.000251892190142619	0.000287876788734422	0.00286677302114695	1.19948661972676e-05	0.0004438100492989
CS.171	0	0.000290877358833582	0.000181798349270989	0.00556302948769225	0.000727193397083954	7.27193397083955e-05	3.63596698541977e-05	0.054794022470276	0.000618114387521361	0.0032360106170236	0.00109079009562593	0.000836272406646548	0	0.00047267570810457	0	0	0.047631167508999	7.27193397083955e-05	0.000872632076500745	0.00658110024360979	0.000399956368396175	0.000654474057375559	0.00079991273679235	0.000254517688979384	0	0.328545976802531	0.00254517688979384	0	0.00269061556921063	0	0.00429044104279533	7.27193397083955e-05	0	7.27193397083955e-05	7.27193397083955e-05	0.00614478420535942	0.000509035377958768	0.00298149292804421	0.0015271061338763	0.000181798349270989	0.000727193397083954	0.0113805766643639	0.0227611533287278	0	0.000109079009562593	0.0031632912773152	0	0.000254517688979384	0.000399956368396175	0	0.000218158019125186	0.0015998254735847	0.000290877358833582	0.00494491510017089	0.000690833727229757	0.00149074646402211	0.00498127477002509	3.63596698541977e-05	0.00141802712431371	0.0451587099589136	3.63596698541977e-05	0.0429044104279533	0.000109079009562593	0	0.00294513325819002	0.050576300767189	0	0.0225066356397484	0.000145438679416791	0.00912627713340363	0	0.018397992946224	3.63596698541977e-05	0	0.0063265825546304	0	7.27193397083955e-05	0.000945351416209141	0.000363596698541977	0.00047267570810457	0.00734465331054794	0.00254517688979384	0.00203614151183507	0.00988983020034178	0	0	0.000327237028687779	0.000218158019125186	0.000581754717667164	3.63596698541977e-05	0.0124713667599898	0.000327237028687779	0.00079991273679235	0	0.06141148238374	0.0122895684107188	0.000618114387521361	0.00265425589935643	0.0369777842417191	0.00447223939206632	0.00138166745445951	0.00698105661200596	0.00447223939206632	0.000145438679416791	0.0236337854052285	0.000145438679416791	7.27193397083955e-05	0	0.00199978184198087	0	0	0.000727193397083954	0.0357415554666764	0	0.000290877358833582	0.000109079009562593	0	0.000290877358833582	0.00047267570810457	0	0.000654474057375559	0.000181798349270989	0.0218521615823728	0.00127258844489692	0	0	0	0.00301785259789841	0.00330872995673199	0.000254517688979384	0.000181798349270989	0
CS.248	3.3256842595364e-05	3.3256842595364e-05	0.000532109481525824	0.0166949349828727	0	0	0.000731650537098008	0.0494861817819016	0.000133027370381456	0.00349196847251322	0.000266054740762912	0.000631880009311916	0	3.3256842595364e-05	0	0	0.205294489341182	0.00834746749143636	0.00698393694502644	0.0522464997173168	0.00302637267617812	0.00262729056503376	0	6.6513685190728e-05	0	0.00319265688915494	0	0	0.0204529581961489	0	0.0280355183078918	0	0	0.00126376001862383	0	0.00349196847251322	0.000133027370381456	0	0.000598623166716552	0	0	0.0113405833250191	0.0103428780471582	0.000299311583358276	0.00033256842595364	0.00562040639861652	0	0.00123050317602847	0.00033256842595364	0	0.0272040972430077	0.00505504007449533	0.0045229305929695	0.0122052612324986	0.000399082111144368	0.00196215371312648	0.00066513685190728	0.00315940004655958	0.00099770527786092	0.0298646446506369	0	0.0133692507233363	0	0.00016628421297682	0.00801489906548272	0.0488543017725897	0	0.0028600884632013	6.6513685190728e-05	0.00488875586151851	3.3256842595364e-05	0.0158635139179886	0.000532109481525824	0.000532109481525824	0.00715022115800326	0.00981076856563238	0	0.00186238318534038	0	0	0.0410056869200838	0.000798164222288736	0.000598623166716552	0.00941168645448801	3.3256842595364e-05	0	0.00186238318534038	0	0.0305962951877349	0	0.046326781735342	0.0028600884632013	0.000365825268549004	0	0.0855365991552762	0.0194885097608833	0.0016628421297682	0.0121720043899032	0.0234460740297316	0.00409059163922977	0.00365825268549004	0.01370181914929	9.9770527786092e-05	0.000232797898167548	0.000133027370381456	0.000133027370381456	0.000232797898167548	0.000897934750074828	0.00049885263893046	0.0008314210648841	0	0	0.00372476637068077	0	0.00189564002793575	0.00106421896305165	0	0	0	0	6.6513685190728e-05	0	0.00778210116731518	0.00189564002793575	0.00675113904685889	0	0	0.000133027370381456	0.0110745285842562	0.0041571053244205	0	0.02101832452027
CS.155	0.0143933599969909	7.52266201933324e-05	0.000125377700322221	0	0.000112839930289999	0	0.000200604320515553	0.0524204165047205	0.00626888501611103	0.0014794568638022	0	0.000539124111385549	0	0.00486465477250216	0	0.0159104301708898	0.116613799069697	0	0.000175528780451109	0.00705876452814103	0.00613096954575659	0.0209506137238431	0.0150954751187954	0	0.00848807031181434	0.0423902004789428	1.25377700322221e-05	0	0.0179164733760453	0.0143306711468298	0.00258278062663775	0.000200604320515553	0	0.000501510801288883	0.000476435261224439	0.00288368710741108	0	0.00594290299527326	1.25377700322221e-05	8.77643902255545e-05	0	0.000188066550483331	0.0394563622914028	0	1.25377700322221e-05	0.00388670870998884	0.000677039581739992	0.000677039581739992	0.000112839930289999	5.01510801288883e-05	0.0178663222959164	0.00104063491267443	3.76133100966662e-05	0.00161737233415665	0.000977946062513321	0.000927794982384433	0.000977946062513321	7.52266201933324e-05	0.0260910994370541	0.0291127020148196	8.77643902255545e-05	0.00347296229892551	0	0.000677039581739992	0.00458882383179328	0.0253639087751852	0	0.0192705525395253	0	0.0133276495442521	0.000238217630612219	0.0160107323311476	0.000714652891836658	0.000564199651449993	0.00398701087024662	0	0.000100302160257777	0.00102809714264221	0	0.000965408292481099	0.0055667698943066	0.00136661693351221	0.00372371769956995	0.0190323349089131	0.00036359533093444	0	0.000488973031256661	1.25377700322221e-05	0.00457628606176106	0	0.035118293860254	0.000551661881417771	0	0	0.113817876352512	0.00320966912824885	0.000125377700322221	0.00863852355220101	0.0407226770646573	0.00457628606176106	0.000551661881417771	0.00771072856981657	0.0411991123258817	0.00030090648077333	0.033087175115034	6.26888501611103e-05	0.000137915470354443	0.000100302160257777	0.0162991010418887	0	1.25377700322221e-05	0	1.25377700322221e-05	1.25377700322221e-05	3.76133100966662e-05	0.000125377700322221	0.00234456299602553	0	0.00180543888463998	0	0.00764803971965546	1.25377700322221e-05	0.000250755400644441	7.52266201933324e-05	0.00603066738549882	0	2.50755400644441e-05	0.0109454732381299	0.0316453315613285	7.52266201933324e-05	0	0.00362341553931218
CS.115	0	0.000262528440581063	0.00224607665830465	0.0316200921766525	2.91698267312292e-05	0	8.75094801936876e-05	0.00157517064348638	0.000262528440581063	8.75094801936876e-05	0.0239484277463392	0.000204188787118605	0	0	0	5.83396534624584e-05	0.260019835482177	0	0.00513388950469634	0	2.91698267312292e-05	0.00110845341578671	0.000116679306924917	0	2.91698267312292e-05	0.00271279388600432	2.91698267312292e-05	2.91698267312292e-05	0.0203897088851292	0	0.000525056881162126	0	0	0.000175018960387375	2.91698267312292e-05	0.000175018960387375	0.000700075841549501	0.000204188787118605	0.00361705851467242	0	0	0.0712910565311242	0.000816755148474418	0	0.00207105769791727	0.00565894638585847	0	0.000204188787118605	0.000291698267312292	0	8.75094801936876e-05	0.00245026544542325	0.000554226707893355	0.00113762324251794	0.0030920016335103	0.000262528440581063	0.000204188787118605	0.00037920774750598	0.000233358613849834	0.0326410361122455	0	0.00107928358905548	0	0	0.0018960387375299	0.319467942360422	8.75094801936876e-05	0.000904264628668106	0	0.0231900122513272	0	0.000262528440581063	2.91698267312292e-05	0	0.03678315150808	0.000145849133656146	0.00175018960387375	5.83396534624584e-05	0	0	0.00755498512338837	0.000554226707893355	5.83396534624584e-05	0.00595064465317076	0	0	0.0172685374248877	0	0.00201271804445482	0.000204188787118605	0.00974272212823056	0.000845924975205647	0.000845924975205647	0	0.0131847616825156	0.000466717227699667	0	0.0136514789102153	0.00297532232658538	0.000233358613849834	0.00895513680648737	0.00300449215331661	0.000204188787118605	0.0137973280438714	0.000466717227699667	0.000320868094043521	2.91698267312292e-05	0.00443381366314684	0.0149641211131206	0.000116679306924917	2.91698267312292e-05	5.83396534624584e-05	0.00113762324251794	0	0.000204188787118605	0.00735079633626976	0	0	0	2.91698267312292e-05	0.000116679306924917	0	8.75094801936876e-05	0.00128347237617409	2.91698267312292e-05	0	0.00107928358905548	0.000116679306924917	0.00075841549501196	0	5.83396534624584e-05	0.000116679306924917
CS.232	0.00204841077464067	0.00204841077464067	0.000238981257041412	0.00631593322180875	6.82803591546891e-05	0.000682803591546891	0.00112662592605237	0.0610767812638695	0.00331159741900242	0.000204841077464067	0	0.000512102693660169	0.000204841077464067	0.00228739203168209	0.000170700897886723	0.000273121436618757	0.0932709706053054	0.0110614181830596	0.00184356969717661	0.000614523232392202	0.00081936430985627	0.00256051346830084	0.00624765286265406	0.00805708238025332	0.00105834556689768	0.116247311460858	0.0136902120105152	0.000341401795773446	0.0179918746372606	0.000682803591546891	0.0118125021337612	0.000170700897886723	0.000307261616196101	0.000238981257041412	6.82803591546891e-05	0.00310675634153836	0.000102420538732034	0.000238981257041412	0.00242395274999146	0.000102420538732034	0.000204841077464067	0.0101396333344713	0.0241029667816053	0	0.00109248574647503	0.00242395274999146	0.000341401795773446	0.00157044826055785	0.000443822334505479	3.41401795773446e-05	0.00208255095421802	0.00259465364787819	0.00884230651053225	0.00433580280632276	0.00146802772182582	0.00215083131337271	6.82803591546891e-05	0.0131098289577003	0.00355057867604384	0.0318527875456625	0.000170700897886723	0.0517565122392544	0.00180942951759926	6.82803591546891e-05	0.00843262435560411	0.0498788023625004	0.000512102693660169	0.0201427059506333	6.82803591546891e-05	0.00983237171827524	6.82803591546891e-05	0.0145095763203714	0.00143388754224847	0.000136560718309378	0.00952511010207914	0.00225325185210474	0.000102420538732034	0.00249223310914615	0.000170700897886723	6.82803591546891e-05	0.0242395274999146	0.00276535454576491	0.00208255095421802	0.016045884401352	0.00198013041548599	0	0.000887644669010959	0	0.00358471885562118	0.000136560718309378	0.0153289406302277	0.00177528933802192	0.000102420538732034	0	0.0730258441159401	0.0199720050527466	0.00109248574647503	0.00081936430985627	0.0758594790208597	0.0056672698098392	0.00187770987675395	0.0019118500563313	0.0187088184083848	0.000102420538732034	0.00419924208801338	0.000170700897886723	6.82803591546891e-05	0.000204841077464067	0.0145437164999488	0	0.00368713939435321	0	0.0107882967464409	0.000136560718309378	0.000307261616196101	0.00300433580280632	0	6.82803591546891e-05	0.000136560718309378	0.00215083131337271	0.00450650370420948	0.00119490628520706	0.00184356969717661	0.000102420538732034	0.00501860639786965	0	0.00146802772182582	0.00102420538732034	0.0047454849612509	0.000136560718309378	0.00180942951759926	0.00290191526407429
CS.236	0	0.00259327864514422	0.000529240539825351	0.113892564170415	0	0	0.000158772161947605	0.0312251918496957	0.00751521566551998	0.00365175972479492	0.000899708917703096	0.00312251918496957	0	0.00185234188938873	0	0.000846784863720561	0.0187351151098174	0	0.00031754432389521	5.29240539825351e-05	0.000635088647790421	0.0010584810796507	0.00010584810796507	0	0	0.00042339243186028	0	0	0.0127017729558084	0	0.00312251918496957	0	0	0.000740936755755491	0.00010584810796507	0.0100555702566817	0.000158772161947605	0.000529240539825351	0.00021169621593014	5.29240539825351e-05	0	0.00529240539825351	0.00164064567345859	0	0.00010584810796507	5.29240539825351e-05	0	0.000476316485842816	0	0.000264620269912675	0.00375760783275999	5.29240539825351e-05	0.00127017729558084	0.000264620269912675	5.29240539825351e-05	0.013548557819529	5.29240539825351e-05	0	0.00148187351151098	0.0531357501984652	0.00259327864514422	0.00127017729558084	0	0	0.0040751521566552	0.271024080444562	0	0.0125430007938608	0	0.0302196348240275	0.00010584810796507	0.00931463350092617	0.00312251918496957	0.000476316485842816	0.00127017729558084	0	0	0	0	0.000370468377877745	0.00127017729558084	0	0.00010584810796507	0.019687748081503	0	0	0.00185234188938873	0	0.0112198994442974	0	0.00285789891505689	0.00338713945488224	0.0010584810796507	0	0.135750198465202	0.0385816353532681	0.00322836729293464	0.00275205080709182	0.105742259857105	0.0090500132310135	0.00174649378142366	0.00455146864249802	0	5.29240539825351e-05	5.29240539825351e-05	0.00010584810796507	5.29240539825351e-05	0.00714474728764223	0	0	0	0	0.000158772161947605	0	0	0	0	0	0	0	0	5.29240539825351e-05	5.29240539825351e-05	0.000476316485842816	0.00682720296374702	0	0.000370468377877745	0.0019581899973538	0.00275205080709182	0	0	5.29240539825351e-05
CS.380	0	0.000287538098798091	9.2012191615389e-05	4.60060958076945e-05	8.05106676634654e-05	0	0.00025303352694232	0.0323997929725689	0.00631433664960607	0.00172522859278854	0	0.000782103628730807	1.15015239519236e-05	0.00312841451492323	0	2.30030479038473e-05	0.00978779688308701	0	0.0022888032664328	0	0.00131117373051929	0.000977629535913508	0.0102133532693082	0	0.000552073149692334	0.219863131864972	1.15015239519236e-05	0	0.00698142503881764	1.15015239519236e-05	0.000989131059865432	0	0	2.30030479038473e-05	0	0.00530220254183679	5.75076197596181e-05	0	0.0118235666225775	0	0	0.0010236356317212	0.0521364080740698	0	1.15015239519236e-05	0.00271435965265398	0	0.000368048766461556	0.000103513715567313	0	0.00943124964057738	0.00277186727241359	0.0122721260567025	0.00411754557478866	0.000862614296394272	0.0006325838173558	0.00079360515268273	0.000218528955086549	0.00279487032031744	0.0383000747599057	0.00012651676347116	0.0178618666973374	0	0.000391051814365403	0.00463511415262522	0.0363563172120306	0.0421760883317039	0.00898269020645235	0.000437057910173098	0.00557823911668296	0.000161021335326931	0.00230030479038473	0.000333544194605785	0.00194375754787509	0.0149634826614526	0.00531370406578872	0.000241532002990396	0.000839611248490425	0.000184024383230778	0.000195525907182702	0.0245902582092127	0.00079360515268273	0.00190925297601932	0.00943124964057738	0.000149519811375007	2.30030479038473e-05	2.30030479038473e-05	0	0.00725746161366381	0	0.0376329863706941	0.000678589913163494	0.000851112772442349	0	0.0872965667951004	0.00707343723043303	3.45045718557709e-05	0.00277186727241359	0.0377365000862614	0.010397377652539	0.00215078497900972	0.0134797860716545	0.0196561044338375	0.000172522859278854	0.0198976364368279	0	8.05106676634654e-05	5.75076197596181e-05	0.0707113692564265	0	0	0	0	0	0.000230030479038473	0	0.000287538098798091	0	0.000517568577836563	0	0	0.00075910058082696	0.0211743055954914	0.000586577721548105	0.0103743746046351	0	1.15015239519236e-05	1.15015239519236e-05	0.000425556386221174	0.000989131059865432	0.0056932543562022	0.00955776640404854
CS.224	0	0	0.000207225253850936	0.00973958693099399	0	0	0	0.0322120144597177	0	0	0.0018189772282471	0	0	0	0	0.000322350394879234	0.424489419999539	0	0	0	0	0	2.30250282056596e-05	0	0	0.000161175197439617	2.30250282056596e-05	0	0	0	2.30250282056596e-05	0	0	0	0	0	0.000161175197439617	0	0.00115125141028298	2.30250282056596e-05	0	0.0139531670926297	0.0116046142156524	0	0.00575625705141489	4.60500564113191e-05	0	0	0	0	0	0.00234855287697727	0.000184200225645276	0.00246367801800557	4.60500564113191e-05	0.000621675761552808	2.30250282056596e-05	0	0	0.00845018535147705	0	0.0461421565241417	0	0	0.0335244410674403	0.0370242453547006	0	0.000115125141028298	0	6.90750846169787e-05	0	0.0461191314959361	0	0	0.0222421772466671	0.053832515944832	0.00050655062052451	2.30250282056596e-05	0	0	0.00983168704381663	0.0165780203080749	0	2.30250282056596e-05	0	0	0.00884161083097327	0	0.00138150169233957	4.60500564113191e-05	0.00536483157191868	4.60500564113191e-05	0.000230250282056596	0.00223342773594898	0.0940802652483249	2.30250282056596e-05	0	0.000276300338467915	0.0306002624853215	2.30250282056596e-05	0.000230250282056596	0	6.90750846169787e-05	0.00923303631046948	0	0	0	0.000184200225645276	2.30250282056596e-05	2.30250282056596e-05	0	0	0.0365407197623817	0	0.00720683382837144	2.30250282056596e-05	0	0	0	0	0	0	2.30250282056596e-05	0	0	0	0	9.21001128226382e-05	0.00879556077456195	0.00326955400520366	0	0
