CS.035	CS.084	CS.217	CS.172	CS.143	CS.313	CS.009	L.033.M1	CS.038	CS.001	CS.021	CS.104	CS.260	CS.295	CS.022	CS.301	CS.066	CS.377	CS.373	CS.067	CS.367	CS.368	CS.042	CS.072	CS.155	CS.064	CS.115	CS.388	CS.137	CS.056	CS.375	CS.292	CS.376	CS.136	CS.125	CS.205	CS.374	CS.224	CS.213	CS.282	CS.128	CS.302	CS.378	CS.203	CS.041	CS.182	CS.183	CS.177	CS.349	CS.268	CS.166	CS.129	CS.323	CS.385	CS.359	CS.369	CS.178	CS.254	CS.348	CS.147	T.CS.071	T.CS.058	T.CS.004	T.CS.076	T.CS.059	T.CS.056	T.CS.052	T.CS.085	T.CS.023	T.CS.035	T.CS.048	T.CS.012	T.CS.007	T.CS.072	T.CS.067	T.CS.110	T.CS.177	T.CS.097	T.CS.147	T.CS.129	T.CS.120	T.CS.124	T.CS.119	T.CS.178	T.CS.128	T.CS.115	T.CS.111	T.CS.125	T.CS.108	T.CS.122	CS.241	L.034.M1	CS.082	L.024.M1	CS.103	CS.238	CS.246	CS.006	CS.237	CS.015	CS.242	CS.085	CS.087	CS.356	CS.088	CS.311	CS.188	CS.187	CS.191	CS.189	CS.364	CS.207	CS.347.0	CS.338	CS.325	CS.346	CS.274	CS.044	CS.164	CS.228	CS.285	CS.194	CS.202	CS.319	CS.343	CS.322	CS.163	CS.227	CS.112	CS.080	CS.321	CS.152	CS.158	CS.331	CS.361	CS.270	CS.326	CS.255	CS.393	CS.253	CS.390	CS.262	CS.370	CS.145	T.CS.045	T.CS.061	T.CS.066	TFS.025	TFS.021	TFS.020	TFS.027	T.CS.049	T.CS.036	T.CS.064	T.CS.008	T.CS.055	T.CS.026	T.CS.043	T.CS.031	T.CS.151	T.CS.157	T.CS.109	T.CS.152	T.CS.142	T.CS.166	T.CS.141	T.CS.158	T.CS.095
CS.224	0.747877366478	0.763697357741	0.762311937857	0.723646079202	0.719400910477	0.76374399537	0.642796401354	0.725434829208	0.727361790971	0.781933689226	0.672671517811	0.729451726192	0.660942984601	0.702596463453	0.670718688665	0.707219219386	0.723656844748	0.663861100648	0.687667083607	0.590521842899	0.58747558569	0.71791296223	0.68369189736	0.746871531621	0.712898408816	0.739132142234	0.690109891534	0.646472318136	0.729177952384	0.683459947759	0.661303083911	0.690536607928	0.623918310103	0.689980687344	0.625553837121	0.579395264151	0.624012694137	0	0.618319945822	0.621174658827	0.685451178809	0.60736028735	0.643010901638	0.737466442463	0.706364224622	0.678217905404	0.618758549649	0.595639021725	0.684892934282	0.690748197721	0.659127316305	0.682117592216	0.676101339965	0.690920371217	0.595986127376	0.661026182424	0.722257285337	0.664688608091	0.715155645704	0.637367086596	0.74793140248	0.731200604393	0.712959093211	0.727382509212	0.752865365514	0.726309385425	0.69772935817	0.745751260841	0.723699998671	0.733908472868	0.706723786983	0.662933359291	0.658905718657	0.755654700988	0.733753857512	0.758253036279	0.781289162209	0.78885143587	0.794907538927	0.763216065427	0.732002068475	0.76935562008	0.76632743559	0.768433036537	0.739888993504	0.771366287941	0.751338910195	0.705452804649	0.780729407788	0.751745691602	0.758455643178	0.726567744248	0.758992614812	0.747854424525	0.729104958783	0.707397314565	0.732083897088	0.721713764458	0.621272735249	0.756621347958	0.755119080333	0.749412057838	0.710426757832	0.671113819034	0.735115573726	0.722548463518	0.685638315425	0.641433573876	0.766027488832	0.671131294282	0.623672167093	0.618465760103	0.649921140148	0.694331902842	0.576143794819	0.608022588225	0.605109875032	0.728919779906	0.678502711974	0.688631405484	0.60979418928	0.576944841641	0.692734048434	0.636700601089	0.555298489428	0.606035645886	0.666124364968	0.576155658621	0.682527847485	0.666415230256	0.733533236736	0.737415432909	0.670966060946	0.710292089637	0.659432988997	0.649328334164	0.648461528025	0.66270322833	0.693440955654	0.648255909349	0.623313359694	0.653320271412	0.683566171127	0.701975262436	0.723628770729	0.709014639772	0.765511926228	0.693021069317	0.710830730395	0.782569612627	0.755787045486	0.640452258841	0.745385720093	0.757265160945	0.706861373072	0.735955329739	0.66233268889	0.740495440691	0.73296485776	0.742949155101	0.736422090129	0.780047215074	0.733945917797	0.730353722531	0.722184186904	0.735598810251	0.74068392715	0.776785138885
CS.213	0.670800575675	0.67952526059	0.707980770977	0.643934073198	0.643759330851	0.687466091374	0.558015245483	0.65548503029	0.647259120987	0.698115576217	0.586011405221	0.651198266375	0.566759811386	0.613811942625	0.616018801584	0.595223382417	0.667659315568	0.581193506679	0.558771938812	0.586687560541	0.558304034498	0.621978321547	0.59960202724	0.663284330937	0.605451448109	0.667795488839	0.618545282036	0.66974039288	0.636343820829	0.587483885863	0.578695061451	0.588926118401	0.50392704903	0.572938520851	0.535376679329	0.543388014563	0.54124605561	0.618319945822	0	0.537330417283	0.571031985913	0.580427020277	0.5914918817	0.643820129374	0.619514429785	0.570059882042	0.59381656703	0.562827136979	0.600366563216	0.612882172906	0.59473476237	0.60854307873	0.544239766909	0.571417392074	0.583665798247	0.593378764052	0.630673489176	0.556005613868	0.628656606352	0.5008025496	0.66225225614	0.640198114255	0.613972532164	0.629640257284	0.674634866441	0.68249991472	0.611825743261	0.647685487346	0.712919077383	0.644992091872	0.630423506996	0.647426971056	0.615711877328	0.682077285344	0.655112409547	0.695439010419	0.697668583372	0.717298826337	0.720718128556	0.683217542053	0.657911168688	0.672618347118	0.707220673955	0.676635902094	0.638517199876	0.720285783204	0.670631052838	0.649861184621	0.729164212524	0.659358968267	0.685010158113	0.625210290831	0.688490225891	0.711266086961	0.642051821393	0.665224858994	0.64111058785	0.661161928436	0.593134191004	0.714342681697	0.665674242475	0.678357937431	0.667762103952	0.636442598537	0.688973041059	0.631326500182	0.611048092145	0.549785705716	0.681135460457	0.605187329813	0.58074198803	0.578628277092	0.595639027667	0.579686004606	0.640916250162	0.622283382953	0.557147227302	0.618974972936	0.679123283229	0.620544753831	0.58285275868	0.547701740918	0.624748835641	0.498478468097	0.524332726757	0.514616395468	0.60649410174	0.631227559769	0.554260882744	0.616542134244	0.631256722556	0.650437532097	0.578489912428	0.570259689367	0.568606326649	0.54767136691	0.566911793833	0.56826503468	0.638815256296	0.593927140635	0.587766081763	0.557415791384	0.553050894876	0.613368573361	0.652363083948	0.60361440634	0.705914356537	0.610384029333	0.67209769417	0.70132164546	0.671665454895	0.55057493289	0.6834204301	0.666169636617	0.616141728541	0.672085448651	0.641531200306	0.680486172011	0.654948581218	0.679222285189	0.682942089355	0.69932918368	0.651231470474	0.681167188888	0.657914962187	0.675685174346	0.680920912899	0.720651228138
CS.282	0.67212839535	0.6902974964	0.714869415948	0.656421076861	0.647320485904	0.691718754956	0.581994844945	0.6694046672	0.709110439488	0.678343654841	0.581361826243	0.640699516128	0.54621365826	0.594314322536	0.61239570935	0.566145276791	0.702628405563	0.53960428185	0.549062181267	0.64797941603	0.615359714945	0.587784566369	0.635197078883	0.657800400507	0.602692479682	0.650005750901	0.643977820596	0.62059088166	0.601366727335	0.592580383477	0.575724851908	0.576911081107	0.519002151678	0.571965792018	0.480710552285	0.523298972232	0.550817982949	0.621174658827	0.537330417283	0	0.557665046343	0.594194008325	0.648580839035	0.628589054668	0.619172616312	0.536379851773	0.55149993204	0.59432252775	0.555229118132	0.605175400455	0.542786184878	0.623947337214	0.514641308279	0.537679167174	0.597616099466	0.593833055882	0.634257580558	0.524299280625	0.587984595732	0.509210889594	0.640861455445	0.650759633631	0.58438098802	0.623734627036	0.694620077437	0.713083937265	0.580238852903	0.634960526698	0.72586369921	0.647913624252	0.648181009346	0.679572673274	0.587510659439	0.664661394626	0.635450908609	0.67675950648	0.69473287809	0.714239615732	0.718342512023	0.681150426023	0.648665994503	0.69088488009	0.699706696899	0.670901655589	0.639057271653	0.711803128406	0.687416662333	0.623051535179	0.716899549047	0.654629054136	0.709418809854	0.641279994235	0.65570333583	0.712425527257	0.654156436549	0.670059421554	0.626927644945	0.649635314488	0.573929006044	0.712032124175	0.663703871175	0.67583855954	0.672186963613	0.668354664946	0.716795282139	0.639406111349	0.589796982939	0.497531537942	0.66673928314	0.584895183541	0.570597272058	0.596855454461	0.58549711848	0.57749390911	0.646881727563	0.617398399483	0.535246184828	0.62757651043	0.709964413153	0.63985208919	0.579959932729	0.567595599204	0.64833750998	0.482596634283	0.495633828635	0.504767368351	0.606385493289	0.64548075673	0.587402726693	0.612756478426	0.650991959602	0.621731221584	0.605764582329	0.561097830486	0.560362887215	0.536506763429	0.521720031764	0.537766360658	0.605864058451	0.642595171729	0.51836550048	0.601867235635	0.560833385565	0.583254806946	0.659324965824	0.60374488639	0.698982421727	0.599138523088	0.664764188388	0.682695512526	0.662307415887	0.546912200467	0.679738613948	0.6745029621	0.618494833656	0.66733922471	0.660732081784	0.649929099991	0.66883205128	0.679102251474	0.686146790911	0.688527179229	0.653175014114	0.670315075129	0.634728331064	0.700809553911	0.652437603456	0.725741216468
CS.128	0.596294021449	0.637486230106	0.618315974346	0.632935224972	0.578152075919	0.592316118378	0.614979641279	0.611394005727	0.623604274623	0.603789707674	0.586573116714	0.536969229524	0.580398814682	0.485336692635	0.612907595362	0.546461505228	0.6334518853	0.541496919678	0.549743466766	0.70889526474	0.682026412576	0.504406167461	0.59077386603	0.562993444329	0.563349692722	0.600416822091	0.637956741842	0.686724053646	0.549898598801	0.562247353867	0.543704505615	0.544560693042	0.546117187558	0.557311963128	0.514613082084	0.600983627204	0.594397084023	0.685451178809	0.571031985913	0.557665046343	0	0.665886393882	0.645114199821	0.531090890876	0.603553875829	0.495975608191	0.61709477676	0.572454696387	0.521904131311	0.584211921668	0.566239238749	0.562248678543	0.481526501415	0.504704617311	0.66078764075	0.638097019305	0.537694807986	0.511052630505	0.554103426249	0.543038749535	0.550633640928	0.527896185949	0.55524870347	0.54944315047	0.649151664132	0.638216031758	0.58569677704	0.550752948256	0.744288332733	0.541388853104	0.577417140606	0.634178776143	0.622783617507	0.5564543706	0.586877974081	0.606819214999	0.585452145564	0.601141433462	0.601585357098	0.583928110511	0.539314537712	0.598841780678	0.62514255185	0.568318984914	0.571021504376	0.607624598584	0.563462242293	0.539010494208	0.606187739096	0.547515417246	0.586886350464	0.564360710327	0.603329774379	0.634243966115	0.59615355505	0.576879932509	0.530306888816	0.581846257293	0.595004371882	0.631235962446	0.554542104043	0.608528214246	0.623386345117	0.681761128946	0.645946203088	0.576452102649	0.599421625419	0.507706441609	0.593973392311	0.612514964376	0.643803775568	0.630450441823	0.63906513715	0.541817103028	0.718555049921	0.707956473318	0.594412261476	0.583900029359	0.72950350745	0.6169308579	0.647432890988	0.67424967731	0.62108448035	0.503227974299	0.562995487235	0.550594415454	0.621515016322	0.715143575141	0.5966408501	0.582581636193	0.542467190135	0.474914961047	0.600594569429	0.493776909133	0.573334762342	0.547295261466	0.556120031797	0.534977764558	0.576362961832	0.690567547829	0.543501973896	0.577270264598	0.511870138529	0.4956959608	0.611165067621	0.548994696545	0.606301091884	0.564270509341	0.597493942136	0.594296082461	0.573561161107	0.616036890474	0.596122397035	0.54740850556	0.581576016325	0.575300975819	0.693964761265	0.590296169524	0.583621726925	0.578532102686	0.632741223678	0.582361556301	0.584677902759	0.626119622196	0.544143731217	0.62151397826	0.548142935025	0.61895866944
CS.302	0.702336543017	0.731043991296	0.724282935123	0.696327207378	0.685035377224	0.739901133994	0.603493442011	0.669290652885	0.699804608311	0.751380382352	0.582362653268	0.690383114291	0.619158937072	0.645882705834	0.648033340875	0.62557297045	0.7268486535	0.626699854244	0.610417324258	0.615875228499	0.578242179785	0.663898256216	0.627533805549	0.694958558639	0.656080367085	0.679533156879	0.622933559487	0.59474857486	0.675924670379	0.636337809887	0.609879796036	0.653123102105	0.582128866663	0.630298473582	0.56225060856	0.584706201822	0.599297026999	0.60736028735	0.580427020277	0.594194008325	0.665886393882	0	0.63344394177	0.717841518434	0.648992369575	0.632223022704	0.630080825607	0.637443693282	0.660601599926	0.686634643901	0.649055062402	0.682610993412	0.623644216146	0.63721434104	0.590842142808	0.630097853748	0.68409677339	0.619699189448	0.66243410154	0.583494043193	0.698409439296	0.721843982317	0.632899684432	0.655115798084	0.740434865253	0.700505235321	0.642786660365	0.698787552021	0.617784082399	0.686076200877	0.673704952779	0.648029625325	0.566362290871	0.6955550661	0.667883036748	0.735772733109	0.745781721824	0.737515435153	0.760822002568	0.731062886899	0.691619604783	0.728690839951	0.758437880847	0.741037072461	0.699034034349	0.74957764415	0.697852889165	0.65232724008	0.762771136166	0.689968240506	0.747129954757	0.715150469358	0.729666286707	0.727419756573	0.693951024126	0.70478737705	0.69432900757	0.678270762194	0.613614255574	0.755930016965	0.697152709101	0.715327021046	0.666883248589	0.593518290961	0.704471703115	0.702368263986	0.587112492516	0.616617258273	0.700635075904	0.60528818782	0.567775229317	0.60666291383	0.645162075028	0.661029098017	0.665192112074	0.639328026501	0.550120361773	0.679201058875	0.678924047862	0.668208205001	0.57782264925	0.608149620478	0.623571219617	0.57536322616	0.589905751887	0.626042393746	0.627054541431	0.621165757808	0.62868295802	0.650894127814	0.704763016223	0.696092250407	0.641738688481	0.666272941963	0.598815499028	0.617984222298	0.624573274502	0.648381073294	0.683245408337	0.615200676259	0.635983287617	0.594616940778	0.659840410044	0.671897441319	0.66393059478	0.652813342283	0.735669114305	0.611965814648	0.692870740742	0.733435376521	0.702215949542	0.598800910907	0.71609836957	0.710780234667	0.629721980459	0.707423099434	0.574252020008	0.681495417226	0.69423634677	0.728269275205	0.698235226129	0.75862070849	0.670474985291	0.70387647265	0.703121228516	0.724232510874	0.715248805754	0.758695164856
CS.378	0.658141725416	0.672961459278	0.696663314325	0.617991478876	0.676179837869	0.701442878598	0.613109928489	0.652510946328	0.649792805929	0.706983464557	0.647843704744	0.653514594952	0.632727743391	0.684516399067	0.614159088793	0.699756235743	0.64192829797	0.652606864758	0.631181176993	0.622354597008	0.611054121591	0.654247454916	0.624916757028	0.699513410817	0.685493216822	0.663001182079	0.613638980297	0.663161117043	0.696209529153	0.67296319904	0.611350610664	0.629828534639	0.604797653711	0.626516132753	0.614279151326	0.634356453207	0.610232820205	0.643010901638	0.5914918817	0.648580839035	0.645114199821	0.63344394177	0	0.6858486823	0.638220654991	0.659789183647	0.611905245732	0.601026893063	0.657767967742	0.640698413223	0.661415747549	0.642469314924	0.651638624631	0.661734183527	0.608404301006	0.618795490006	0.651433007911	0.638565050877	0.683072913975	0.607048047375	0.718206018173	0.655384108188	0.665546839046	0.680786245708	0.660283897183	0.642111048155	0.673037703262	0.6749595864	0.715678613957	0.677147013543	0.658667163647	0.652788804919	0.65687793964	0.681825058803	0.677935696228	0.707047133256	0.699592033084	0.709422013139	0.718853436933	0.711221768722	0.685209834863	0.658978795714	0.725814479291	0.698268512055	0.690988243084	0.717912670471	0.682295551307	0.656278047775	0.731780241785	0.695609366934	0.705114222158	0.663078617522	0.670803511121	0.681847729119	0.644850302759	0.670714537062	0.662219992538	0.651962485447	0.60265345383	0.69912312318	0.667418755751	0.667474627777	0.64785790325	0.646561001727	0.659267759821	0.656535345822	0.655704521882	0.61826109278	0.68718342876	0.634723962825	0.612167196431	0.593823913224	0.621471945307	0.636275670558	0.670301669259	0.641379649906	0.627026549156	0.659397259889	0.65795951347	0.622749439721	0.616866170739	0.656431325666	0.631785460831	0.63878953225	0.611660340002	0.622961469496	0.589537489956	0.645587286975	0.583448174296	0.61091863452	0.643486654301	0.678896000163	0.603111810097	0.650475135353	0.613331990916	0.621300259198	0.609051332234	0.628781090926	0.643984076462	0.511180193812	0.636840500413	0.619752591543	0.650667515088	0.67103232461	0.675698106272	0.688061389291	0.699367540171	0.667279417054	0.674798769864	0.710897239102	0.702671971568	0.661108002457	0.64504869069	0.684054719092	0.673698410203	0.694981154016	0.660847537252	0.683325401867	0.655883364406	0.694781824144	0.666034351298	0.711517231602	0.664948491803	0.694991866464	0.685539564965	0.675027226461	0.695801311311	0.725185964899
CS.203	0.583941770649	0.622969362187	0.574045429475	0.578339723152	0.600707330073	0.564630661321	0.639078787786	0.589596588117	0.559526837153	0.588698324667	0.618335848782	0.533854423721	0.611274157219	0.526765827256	0.646848674873	0.564201807327	0.586671855902	0.654659563281	0.596039654249	0.738469689781	0.72076244357	0.499834060479	0.58733093153	0.543835363031	0.578921142302	0.589026010882	0.677375977182	0.66723237938	0.514852776955	0.660264712324	0.57635404046	0.602352593664	0.621151562607	0.625762623595	0.619286834698	0.653127333818	0.622615939	0.737466442463	0.643820129374	0.628589054668	0.531090890876	0.717841518434	0.6858486823	0	0.640044360063	0.610886345803	0.705048992714	0.669125188853	0.594951815008	0.666338394329	0.658533872987	0.615187925265	0.606102001107	0.623487815807	0.719171455256	0.721063318991	0.597700976364	0.626569420211	0.612779551241	0.647323029438	0.506135681499	0.504127303727	0.5321025139	0.58670075533	0.649405082494	0.624918288469	0.623978852954	0.489226054937	0.753497414551	0.522259208512	0.562582780608	0.657611946585	0.650908559803	0.527234418091	0.498746334412	0.56467131243	0.545891146874	0.542655982973	0.556297421217	0.550635258556	0.512505325726	0.557493757978	0.631108081027	0.545955776912	0.604707210418	0.562243559184	0.530436709971	0.556744671093	0.582152540593	0.501208586677	0.545474378067	0.537681779282	0.586067600197	0.590622800259	0.60045573192	0.560712535835	0.498285767323	0.552270072725	0.656107750406	0.586246069381	0.525298235446	0.604266209817	0.580036418081	0.690243237698	0.620113953478	0.568386017936	0.586447007947	0.608031509147	0.49048960525	0.674499070139	0.688893501097	0.676486480634	0.665157052076	0.60344346777	0.725121392679	0.746512569146	0.641158072344	0.513005152396	0.736004695847	0.606182187705	0.70407065831	0.70976567526	0.622554810142	0.593757383647	0.61437403687	0.633008636918	0.626909659225	0.751595793352	0.639985081015	0.597430355328	0.459157026584	0.483648868721	0.639222467363	0.560149151991	0.621010579325	0.635867422229	0.610862283881	0.594728005059	0.632000531467	0.731569968358	0.635673537529	0.642061675658	0.599433745443	0.500501921695	0.552975149766	0.539975573735	0.544580747317	0.516866928229	0.569814842061	0.527809134163	0.47393048381	0.636169609181	0.599380701557	0.510195632578	0.519069414935	0.556806910013	0.723699474518	0.509069493887	0.531883609299	0.526399430299	0.579413913645	0.531006166175	0.543890762208	0.545879098609	0.532230780462	0.573711263319	0.478214952559	0.567180644096
CS.041	0.590388477158	0.589116664715	0.64348543488	0.594283866927	0.619968087739	0.6674995311	0.595514291737	0.648548149516	0.621293085833	0.648006178704	0.577495815264	0.607712261333	0.568762011586	0.631179978609	0.568220709184	0.61808175745	0.634658206279	0.603718943137	0.577679549805	0.639322963286	0.657671159802	0.61565896097	0.584835367763	0.634616415817	0.625268438465	0.577965045553	0.579824048455	0.671140702275	0.62324782182	0.579121073558	0.605359350596	0.561872597642	0.599226164422	0.521955719768	0.58001110795	0.665747177533	0.620893417434	0.706364224622	0.619514429785	0.619172616312	0.603553875829	0.648992369575	0.638220654991	0.640044360063	0	0.601314267677	0.628044505139	0.66179328362	0.603293235785	0.605064450454	0.611348030752	0.613745431038	0.608752806452	0.60900501775	0.678355143092	0.605841429958	0.615849662194	0.591023174039	0.603044691221	0.598004296234	0.638419033049	0.640563143423	0.638448675458	0.611946560812	0.626508275694	0.639070345643	0.587413935979	0.631246416293	0.687217213047	0.629704344109	0.619030731047	0.676986223337	0.6356219955	0.621045187102	0.627560843759	0.665618161108	0.678629039463	0.686739719009	0.714372536552	0.674942036059	0.641285742046	0.662148788613	0.686247609989	0.670930811052	0.655448617689	0.692827651578	0.662231312345	0.631285270943	0.722289687309	0.655409231843	0.67480094951	0.649599859789	0.618838871234	0.702713766563	0.598428396377	0.642824442452	0.637106535563	0.61775155275	0.562754570555	0.66266264534	0.63741111212	0.593123932038	0.616999088479	0.672741354252	0.663473409257	0.593124453381	0.657194061466	0.604005547741	0.644080648742	0.635465195265	0.634834554436	0.631516827299	0.615530826895	0.600840488243	0.687706335482	0.670431324698	0.637060127556	0.605888936804	0.614625591151	0.572119608545	0.609034790506	0.662191380162	0.651187026157	0.607680920997	0.633129679963	0.616793695597	0.570525047478	0.698180342819	0.522271536782	0.519354458071	0.649466346531	0.616110214667	0.546385288337	0.609000337228	0.604448835678	0.578749034065	0.6077738079	0.621288844374	0.584933261826	0.672798571039	0.617618533822	0.613356499374	0.583966888651	0.616708215117	0.627237881936	0.650166468377	0.692707680854	0.637743221315	0.657365024192	0.67321024191	0.650405818827	0.627620636318	0.639991681544	0.646518130396	0.621965249892	0.631431634839	0.632310207852	0.645576235397	0.630461820086	0.692639838279	0.661510652036	0.706540521465	0.637714140452	0.685407479275	0.654480825287	0.687582988523	0.659847567304	0.700621919729
CS.182	0.612805299468	0.615046469123	0.619775586139	0.633013533673	0.59224960337	0.582671170378	0.595569404944	0.653453970284	0.666298486257	0.592396185804	0.54540483404	0.591763468241	0.521065852647	0.535641243652	0.606566289372	0.505787990997	0.659368625561	0.502467493519	0.447264122493	0.684469786089	0.652288225342	0.480294957782	0.609355397286	0.519384429766	0.493873359637	0.586357117275	0.632316223208	0.670600546451	0.520440121001	0.577041456713	0.56822215083	0.53167679057	0.537857100053	0.545912854191	0.490262326011	0.581237845562	0.576709983524	0.678217905404	0.570059882042	0.536379851773	0.495975608191	0.632223022704	0.659789183647	0.610886345803	0.601314267677	0	0.619944494796	0.56075553385	0.454152092503	0.546566888312	0.521188021696	0.538399109503	0.422433776752	0.472508747524	0.605818780436	0.595568366411	0.529089627077	0.478461918211	0.463012859883	0.505430285294	0.555651838468	0.568027895538	0.53471936072	0.500619057633	0.636879133024	0.680993722175	0.531323175422	0.567006061577	0.702187970461	0.543406159484	0.578141257092	0.650794431165	0.561599485972	0.537654540834	0.563612017959	0.590881227545	0.59514850551	0.610750797527	0.623714082785	0.58178847087	0.58182673121	0.586478915914	0.599413195051	0.564727536869	0.519237802417	0.583910334947	0.590580392977	0.542407047196	0.595508207214	0.533725212076	0.617623643221	0.612005775442	0.567964279675	0.654604875475	0.599129970373	0.590930783352	0.546470165252	0.600340713359	0.573533517306	0.675649610617	0.558559283244	0.577539277151	0.652314146881	0.664093510399	0.706710387461	0.618628791592	0.589772569296	0.479561807897	0.590572180482	0.578536604534	0.618510096818	0.603718120711	0.619194549143	0.532306532768	0.694966115195	0.666638720829	0.563533922907	0.591877968973	0.717592913598	0.620603782812	0.628924832419	0.656484715534	0.620971826045	0.49902937907	0.552343889806	0.545694755159	0.608093214058	0.711973887659	0.598013943022	0.576183324903	0.603369191038	0.488537428718	0.603041500824	0.490512011009	0.599260945459	0.501994129154	0.486753281391	0.495087556571	0.611972662166	0.664345000576	0.491042028508	0.56107538419	0.494701424197	0.476348358042	0.602331792136	0.540722781662	0.608299248651	0.55539073572	0.616827932463	0.585499046059	0.596452161087	0.579206688983	0.586190592917	0.541089280975	0.584518356949	0.586350414981	0.622184384256	0.605825545649	0.592563665464	0.604357077227	0.613320819998	0.58648652143	0.548079399393	0.629734837333	0.541689205299	0.649562880249	0.553509620577	0.628010461394
CS.183	0.709142104297	0.719482745668	0.74157681316	0.698246590131	0.69262745573	0.7599803275	0.609839805315	0.695945559898	0.716447156377	0.726649646696	0.637184569475	0.690233997907	0.621241107301	0.670301356221	0.645308023248	0.640105782808	0.725595326098	0.575929108278	0.615582264271	0.593443646471	0.562515288504	0.669157622405	0.667539861401	0.721069207153	0.68076371044	0.701045435163	0.619393871735	0.656082234812	0.673926253212	0.58083191581	0.612578362002	0.600979940479	0.548175079804	0.612961871298	0.566036622524	0.591258773491	0.579335016591	0.618758549649	0.59381656703	0.55149993204	0.61709477676	0.630080825607	0.611905245732	0.705048992714	0.628044505139	0.619944494796	0	0.549074154508	0.591853823491	0.580572479267	0.544413524128	0.635881359639	0.583685120451	0.593259782298	0.615928187566	0.520523466048	0.61868299801	0.525404579031	0.6400865525	0.567204582222	0.715008489681	0.671187473974	0.682084745571	0.659017155532	0.708901892929	0.697462747998	0.636572206145	0.706304286748	0.697544486256	0.702623649024	0.677125012416	0.660197569279	0.657360585174	0.709741040564	0.711880595103	0.738447047233	0.745000936059	0.772301653482	0.784559244196	0.744289971525	0.70686201744	0.72577891715	0.756521740746	0.743628244035	0.700660233991	0.760642160909	0.734451795741	0.690118381196	0.771768768585	0.727438616697	0.758470836284	0.685426892674	0.706559254392	0.749716628547	0.677945643681	0.701909866746	0.682373057046	0.709675634634	0.572321787377	0.768738122096	0.709965056868	0.705958829858	0.698258931188	0.689305861277	0.717333760771	0.684201097327	0.623928014789	0.568100083684	0.729467153899	0.632518511148	0.568090164978	0.583652330662	0.602683893278	0.611859006052	0.643537625254	0.627473930671	0.580340341788	0.704168410192	0.686145407592	0.642471982611	0.539765612627	0.600507522217	0.674663151866	0.572910996171	0.582381565239	0.508273359135	0.637174370625	0.563378279114	0.589453655615	0.63737684609	0.719547285301	0.673387486327	0.62426827052	0.613030780276	0.596564574642	0.560974164664	0.607485272742	0.561585737174	0.630856458135	0.577001367933	0.573072906784	0.602697243166	0.55134318734	0.645193205634	0.72884181732	0.67953443513	0.750632153822	0.679701515668	0.71404396268	0.750746378109	0.721715427775	0.633284029545	0.705405738207	0.712128218034	0.682380641943	0.72058519023	0.635614537929	0.709702206891	0.700013671418	0.756658020101	0.735704357451	0.763421609475	0.721768853308	0.752905049991	0.7189869363	0.739026423726	0.731526270762	0.781420574871
CS.177	0.683010719228	0.698878347195	0.703283320648	0.684215306265	0.638739508423	0.698594557715	0.60418926753	0.64961672195	0.670968508571	0.714100426761	0.623849873602	0.656798362649	0.591001557847	0.618791176935	0.635787611748	0.639845029611	0.68140747982	0.592985912814	0.57935440711	0.615428888485	0.575858508697	0.616154572587	0.630640415061	0.654192762913	0.629447696951	0.70392833213	0.649037739618	0.701304241161	0.663201040876	0.627963852896	0.564928476358	0.599351178466	0.553778038941	0.623138958101	0.559106297063	0.580381452257	0.570015683022	0.595639021725	0.562827136979	0.59432252775	0.572454696387	0.637443693282	0.601026893063	0.669125188853	0.66179328362	0.56075553385	0.549074154508	0	0.55803559528	0.581421915558	0.578934080075	0.560642218464	0.543129046582	0.580528940837	0.591544605754	0.607102827481	0.59894560125	0.524959148271	0.643282809732	0.51465109525	0.670351628348	0.63640399406	0.627158049709	0.615390914729	0.680805102825	0.673659269616	0.635672241817	0.652539598947	0.684184878834	0.648672949069	0.633319930913	0.607102428698	0.611741976132	0.653477442983	0.646911415087	0.698968266619	0.680609133748	0.711202700043	0.712962596528	0.686358992214	0.643797245522	0.691705577585	0.711073672006	0.67739182115	0.653175344721	0.698623829549	0.652599132494	0.627165643629	0.69959335891	0.660839739599	0.699492061821	0.6589614003	0.689312962018	0.688275233489	0.653781703862	0.644153459254	0.641227529992	0.662868476298	0.604293371901	0.71865193205	0.65336497326	0.678899280616	0.673650329334	0.641322347666	0.688391248391	0.64298885315	0.598371410351	0.531659748943	0.690899924708	0.617260598171	0.609691083754	0.595109892894	0.606057239306	0.606807575492	0.610298937782	0.657640060856	0.553511543042	0.653865809668	0.701290073176	0.632551677486	0.630123681768	0.586834669443	0.645292066606	0.574188444395	0.526856002195	0.511472121713	0.639854543668	0.636332244751	0.630620411545	0.616917906119	0.652935854986	0.634789381051	0.646934570786	0.59144043228	0.604661190074	0.55011875957	0.57344039907	0.536521705478	0.634145907832	0.578778643093	0.553057404656	0.541882208481	0.56092351759	0.59831029963	0.66002674299	0.632676897778	0.690214456635	0.618708757914	0.640530591739	0.693980787372	0.670612141599	0.60529699958	0.684428238091	0.64740533283	0.641682690538	0.656973713465	0.646310694586	0.670562209735	0.653433076428	0.672583918838	0.671250060342	0.705391638248	0.655477688148	0.683203641088	0.645242596956	0.684705601143	0.668559392051	0.713869477581
