g__Methanobrevibacter	k__Bacteria	g__Actinomyces	g__Bifidobacterium	g__Corynebacterium	g__Rothia	g__Olsenella	f__Coriobacteriaceae	g__Collinsella	g__Senegalimassilia	f__Eggerthellaceae	g__Eggerthella	g__Enterorhabdus	g__Gordonibacter	g__Slackia	f__Bacteroidaceae	g__Bacteroides	f__Barnesiellaceae	g__Barnesiella	f__Muribaculaceae	g__Butyricimonas	g__Odoribacter	f__Prevotellaceae	g__Massiliprevotella	g__Paraprevotella	g__Prevotella	g__Prevotellamassilia	f__Rikenellaceae	g__Alistipes	g__Parabacteroides	f__Sphingobacteriaceae	g__Elusimicrobium	p__Firmicutes	f__Bacillaceae	f__Thermoactinomycetaceae	g__Granulicatella	g__Enterococcus	g__Lactobacillus	g__Weissella	g__Lactococcus	g__Streptococcus	o__Clostridiales	g__Colidextribacter	g__Flavonifractor	g__Flintibacter	g__Howardella	g__Intestinimonas	g__Pseudoflavonifractor	f__Christensenellaceae	f__Clostridiaceae	g__Butyricicoccus	g__Clostridium	g__Hungatella	f__Clostridiales.Family.XIII..Incertae.Sedis	g__Ihubacter	g__Mogibacterium	f__Defluviitaleaceae	f__Eubacteriaceae	g__Eubacterium	f__Gracilibacteraceae	f__Lachnospiraceae	g__Anaerosporobacter	g__Anaerostipes	g__Blautia	g__Butyrivibrio	g__Coprococcus	g__Cuneatibacter	g__Dorea	g__Eisenbergiella	g__Fusicatenibacter	g__Hespellia	g__Lachnobacterium	g__Lachnoclostridium	g__Lachnospira	g__Muricomes	g__Parasporobacterium	g__Pseudobutyrivibrio	g__Robinsoniella	g__Roseburia	g__Tyzzerella	f__Oscillospiraceae	g__Oscillibacter	f__Peptococcaceae	f__Peptostreptococcaceae	g__Intestinibacter	g__Paeniclostridium	g__Romboutsia	g__Terrisporobacter	f__Ruminococcaceae	g__Acutalibacter	g__Anaeromassilibacillus	g__Caproiciproducens	g__Drancourtella	g__Faecalibacterium	g__Gemmiger	g__Negativibacillus	g__Ruminiclostridium	g__Ruminococcus	g__Sporobacter	g__Subdoligranulum	f__Erysipelotrichaceae	g__Catenibacterium	g__Erysipelatoclostridium	g__Holdemanella	g__Holdemania	g__Longibaculum	g__Turicibacter	g__Phascolarctobacterium	g__Megamonas	g__Mitsuokella	g__Propionispira	g__Allisonella	g__Dialister	g__Megasphaera	g__Veillonella	g__Fusobacterium	o__Victivallales	f__Victivallaceae	g__Victivallis	c__Alphaproteobacteria	f__Kiloniellaceae	g__Duodenibacillus	g__Parasutterella	g__Sutterella	f__Desulfovibrionaceae	g__Desulfovibrio	f__Succinivibrionaceae	g__Succinivibrio	o__Enterobacterales	f__Enterobacteriaceae	g__Haemophilus	f__Spiroplasmataceae	g__Akkermansia
T.CS.129	0.0467140885444315	0.0167038256007361	0.000884736525462717	3.53894610185087e-05	0.000194642035601798	0.000230031496620306	0.00452985101036911	0.00173408358990693	0.0269844640266129	0.00194642035601798	0.0022472307746753	0	0.00398131436458223	0	0.00184025197296245	0.0012032416746293	0.0452808153731819	0	3.53894610185087e-05	0.0198534876313834	0.000583926106805393	0.00104398910004601	0.0151466893159217	0.000336199879675833	0.00125632586615706	0.0932335350532611	0.00594542945110946	0.000796262872916445	0.00115015748310153	0.00270729376791591	0.00093782071699048	0.0136603319531444	3.53894610185087e-05	0.00012386311356478	0.00107937856106451	0	1.76947305092543e-05	0	0	0	0.0018225572424532	0.0311427256962876	0.000654705028842411	0	0.00684786070708143	7.07789220370174e-05	0.000973210178008989	0.000247726227129561	0.000212336766111052	0.0215344870297625	0.00307888310861026	0.000106168383055526	0.00194642035601798	0.00116785221361079	0.00230031496620306	0	0.00385745125101745	0.0157129206922179	0.0208797820009201	0.000619315567823902	0.0327175567116113	0.000442368262731359	0.000619315567823902	0.0290724422267049	0	0.0146335421311533	0.000247726227129561	0.00829882860884029	7.07789220370174e-05	0.000141557844074035	0.00040697880171285	0	0.00341508298828609	0.00134479951870333	0	0.000637010298333156	0	0	0.0102629436953675	0.00134479951870333	0.00212336766111052	0.0187033301482818	0.000176947305092543	0	5.3084191527763e-05	0	0.00012386311356478	5.3084191527763e-05	0.0162614573380047	0.000265420957638815	0	0	0	0.0382913968220264	0.00283115688148069	0.000106168383055526	0.00647627136638709	0.0130941005768482	0.00498991400360973	0.000460062993240613	0.00408748274763775	0.0331422302438334	0.00198180981703649	0.00394592490356372	3.53894610185087e-05	1.76947305092543e-05	0	0.0345401139540645	5.3084191527763e-05	0	0	0.000371589340694341	0.0200835191280037	0	0.000194642035601798	0	0.00116785221361079	0.0296209788724918	0.000637010298333156	0.0121916693208762	0	0.00767951304101639	1.76947305092543e-05	0.00399900909509148	0.000318505149166578	0.00316735676115653	0.00663552394097038	0.106716919701313	7.07789220370174e-05	0.00318505149166578	0.000477757723749867	8.84736525462717e-05	0
T.CS.120	0	0.00653559900765599	0.000266759143169632	0.0144049937311601	5.33518286339264e-05	2.66759143169632e-05	0.00248086003147758	0	0.0150185397604503	0.010136847440446	0.00120041614426334	0	0.000346786886120522	0	0.00453490543388375	8.00277429508896e-05	0.0233681009416598	2.66759143169632e-05	0.000453490543388375	0	0.000640221943607117	0.00157387894470083	0.0236081841705124	0	0.00168058260196868	0.235761730733321	0	0	0.000906981086776749	0.00298770240349988	2.66759143169632e-05	0	0	2.66759143169632e-05	0.0018139621735535	0.000133379571584816	2.66759143169632e-05	0.00586870114973191	0	0	0.00104036065836157	0.00971003281137461	0.000586870114973191	0	0.00256088777442847	0	0.000613546029290154	0.000133379571584816	0	0.00309440606076773	0.00216074905967402	0.0176327793635127	0.00424147037639715	0.000240083228852669	0.00160055485901779	0.000373462800437485	0.000373462800437485	0.000106703657267853	0.0351055032411236	0.000240083228852669	0.0229146103982714	0.000266759143169632	0.000213407314535706	0.0208338890815483	0.0344119294688825	0.031904393523088	2.66759143169632e-05	0.00613546029290154	2.66759143169632e-05	0.00317443380371862	0.000320110971803559	0	0.00650892309333902	0.00248086003147758	5.33518286339264e-05	0.000213407314535706	2.66759143169632e-05	0	0.0227545549123696	0.000426814629071411	0.00184063808787046	0.00866967215301304	0	0.000106703657267853	0.00640221943607117	5.33518286339264e-05	0.0241417024568517	0.00256088777442847	0.0267292661455971	0.00125376797289727	0	0.000106703657267853	0	0.120441753141089	0.00496172006295516	0.000160055485901779	0.000106703657267853	0.0595939925840958	0.0020273694880892	0.00320110971803559	0.000426814629071411	0.00557526609224531	5.33518286339264e-05	0.0134713367300664	2.66759143169632e-05	0	0.0112305599274415	8.00277429508896e-05	5.33518286339264e-05	0	2.66759143169632e-05	5.33518286339264e-05	0.0444687491663777	0	0.000506842372022301	0.00285432283191506	0	2.66759143169632e-05	0	2.66759143169632e-05	2.66759143169632e-05	0.0186731400218743	2.66759143169632e-05	2.66759143169632e-05	8.00277429508896e-05	0.000373462800437485	0	5.33518286339264e-05	0.0336916797823245	0.00688238589377651	0.000266759143169632	0.00224077680262491	0
T.CS.124	0.00075857299033935	0.0371923874969322	0.000379286495169675	0.00870127841859842	0	2.23109703040985e-05	0.000111554851520493	0.00044621940608197	0.016978648401419	0.0111108632114411	0.00568929742754512	0	0.00109323754490083	0	0.00517614511055086	0.000535463287298365	0.00667098012092546	0	0.000200798732736887	2.23109703040985e-05	0.000490841346690168	8.92438812163941e-05	0.00365899912987216	0.000669329109122956	0.000334664554561478	0.144262733986301	0.00510921219963856	2.23109703040985e-05	0.00861203453738203	0.00107092657459673	0.000803194930947547	4.4621940608197e-05	0.00100399366368443	0.000267731643649182	0.00169563374311149	0.00015617679212869	0.00075857299033935	0.00734030923004841	4.4621940608197e-05	0.000401597465473773	0.00352513330804757	0.039401173557038	0.000423908435777872	4.4621940608197e-05	0.00205260926797706	8.92438812163941e-05	0.0014948350103746	0.000535463287298365	0	0.00207492023828116	0.00513152316994266	0.0116686374690435	0.0045737489123402	0.00176256665402378	0.00104861560429263	0.000379286495169675	0.000379286495169675	0.00582316324936972	0.0319493094754691	2.23109703040985e-05	0.0446888735191093	0.00165101180250329	0.00945985140893777	0.0545503223935209	0.00542156578389594	0.0269070301867428	0	0.0241627808393387	0	0.00890207715133531	0.00104861560429263	0.00015617679212869	0.00725106534883202	0.00486379152629348	0.000379286495169675	2.23109703040985e-05	0.00127172530733362	0	0.014502130697664	0.00122710336672542	0.00383748689230495	0.0120479239642132	6.69329109122956e-05	0	0.00015617679212869	0	0.00267731643649182	0	0.121996385622811	0.00129403627763771	0	0.000691640079427054	0	0.0879052229981482	0.0191205015506124	0.000803194930947547	0.00060239619821066	0.0261484571964035	0.00524307802146315	0.0045514379420361	0.00702795564579104	0.00680484594275005	0	0.0279556457910355	0	0	0.0030342919613574	0.0121371678454296	0	0.00274424934740412	0	0.00102630463398853	0.00562236451663283	0.000825505901251645	0.000111554851520493	0	0	0.00015617679212869	0.0030342919613574	0	2.23109703040985e-05	0.00934829655741728	0.000356975524865576	0.000557774257602463	0	0.00428370629838692	0	0.00176256665402378	0.00401597465473773	0.00176256665402378	0.000401597465473773	0.000847816871555744	2.23109703040985e-05
T.CS.119	0.0103812759531899	0.00713476783691959	3.77500943752359e-05	0.000113250283125708	0	3.77500943752359e-05	0.00166100415251038	0.00207625519063798	0.0639109097772744	0.00838052095130238	0.00366175915439789	0	0.00324650811627029	0	0	3.77500943752359e-05	0.00921102302755757	0	0.000604001510003775	0.000566251415628539	0.000377500943752359	0.000792751981879955	0.00687051717629294	0	0	0.0138165345413364	3.77500943752359e-05	0.00486976217440544	0.00252925632314081	0.00184975462438656	3.77500943752359e-05	0.000113250283125708	0.00249150622876557	0.000113250283125708	0.00377500943752359	0	0.00109475273688184	0.00230275575688939	7.55001887504719e-05	3.77500943752359e-05	0.00879577198942997	0.0506228765571914	0.00139675349188373	0	0.010079275198188	0.000377500943752359	0.000377500943752359	0.000755001887504719	0	0.00705926764816912	0.00105700264250661	0.0975839939599849	0.00736126840317101	0.000453001132502831	0.00184975462438656	0	0.003359758399396	0.0210645526613817	0.0246885617214043	0.000528501321253303	0.0184597961494904	3.77500943752359e-05	0.00256700641751604	0.0186485466213666	0.0261985654964137	0.0118535296338241	7.55001887504719e-05	0.00252925632314081	0	0.0024160060400151	0.000302000755001888	0.000264250660626652	0.00411476028690072	0.000528501321253303	0.000566251415628539	0.00101925254813137	0.00109475273688184	0.00381275953189883	0.00860702151755379	0.000528501321253303	0.00917327293318233	0.0326160815402039	0.000943752359380898	0	0.00120800302000755	0	0.0397130992827482	0.000566251415628539	0.0717629294073235	0.00113250283125708	0	0	0	0.0556058890147225	0.00977727444318611	0.0028312570781427	0.00490751226878067	0.0414118535296338	0.0189127972819932	0.00124575311438279	0.0044167610419026	0.000830502076255191	0.000377500943752359	0.0216685541713854	0	0	0.000755001887504719	0.00943752359380898	3.77500943752359e-05	0	0	0.000151000377500944	0.0325028312570781	0	0	0.000377500943752359	0.000528501321253303	0.0145715364288411	0.00162325405813515	0	0.000604001510003775	0.00377500943752359	0.000339750849377123	7.55001887504719e-05	0.000490751226878067	0.00173650434126085	0.00158550396375991	0.0309550773876935	0.000226500566251416	0.00490751226878067	0	0.0115892789731974	0.000604001510003775
T.CS.178	0.0265094202748357	0.00889174456442888	6.2180031919083e-05	0.0641490662631874	2.0726677306361e-05	0.000186540095757249	0.00934773146516882	8.29067092254441e-05	0.0379919995025597	0.00806267747217444	0.00445623562086762	0	0.00236284121292516	0	0.00360644185130682	0.00661181006072916	0.0107985988766141	2.0726677306361e-05	0.0012228739610753	0.0220117312993554	0.000746160383028997	0.0023421145356188	0.0206023172425229	0	6.2180031919083e-05	0.0553195017306776	0.0108607789085332	0.0135345202810537	0.000725433705722636	0.00304682156403507	0.00176176757104069	0.0170580554231351	0.0104047920077932	0.00178249424834705	0.0078139573444981	2.0726677306361e-05	0	0.000145086741144527	4.1453354612722e-05	0	0.000227993450369971	0.0220739113312745	0.00215557443986155	4.1453354612722e-05	0.0162289883308807	0.000352353514208137	0.000642526996497192	0.00041453354612722	0.000870520446867163	0.0121251062242212	0.00192758098949157	0.00140941405683255	0.00420751549319129	0.00192758098949157	0.00172031421642796	0	0.000435260223433581	0.0202706904056211	0.012746906543412	0.000559620287271747	0.0270690405621075	0.000248720127676332	0.000746160383028997	0.0194208966360603	0	0.00358571517400046	0	0.012974899993782	2.0726677306361e-05	0.000891247124173524	0.000704707028416275	2.0726677306361e-05	0.0062180031919083	8.29067092254441e-05	0.000746160383028997	0.000165813418450888	0	8.29067092254441e-05	0.00802122411756171	0.000974153833398968	0.00918191804671793	0.032665243434825	0	2.0726677306361e-05	0.00188612763487885	0	0.0060107364188447	0.00147159408875163	0.0332041370447903	0.00060107364188447	0	0.000331626836901776	0	0.0984102638506021	0.0115447592596431	0.000103633386531805	0.00080834041494808	0.0360436918357618	0.0060107364188447	0.000829067092254441	0.00727506373453272	0.00339917507824321	0	0.0153170145294008	0	0	0.00308827491864779	6.2180031919083e-05	0	0	0	6.2180031919083e-05	0.0328725102078886	2.0726677306361e-05	0	0.000145086741144527	0.00663253673803553	0.0117520260327067	0.00408315542935312	0	0.0647294132277655	0.0113996725184986	0	0.00507803594005845	0.000683980351109914	0.00727506373453272	0	0.000393806868820859	0.000497440255352664	0.00124360063838166	0.000290173482289054	0.00140941405683255	4.1453354612722e-05
T.CS.128	0.0600961538461538	0.0129120879120879	0.00899725274725275	0.0175824175824176	9.15750915750916e-05	0	0.000274725274725275	0.000938644688644689	0.0313644688644689	0.00657051282051282	0.00315934065934066	2.28937728937729e-05	0.00441849816849817	0	0.00196886446886447	6.86813186813187e-05	0.147802197802198	0	0.000183150183150183	0.00693681318681319	0.000274725274725275	0.00178571428571429	0.00251831501831502	0.000389194139194139	0.000892857142857143	0.00432692307692308	0.00103021978021978	0.00228937728937729	0.00524267399267399	0.00805860805860806	0.000274725274725275	0	0.00290750915750916	0.000389194139194139	0.00281593406593407	2.28937728937729e-05	0.0183836996336996	0.000961538461538462	0.000343406593406593	2.28937728937729e-05	0.00306776556776557	0.0219551282051282	0.00105311355311355	0.000457875457875458	0.00274725274725275	0.00016025641025641	0.00171703296703297	0.000434981684981685	0.000686813186813187	0.0223672161172161	0.00233516483516484	0.0183379120879121	0.00457875457875458	0.00176282051282051	0.00309065934065934	0.000412087912087912	0.00249542124542125	0.0160943223443223	0.0138965201465201	0.000549450549450549	0.0120650183150183	0.000434981684981685	0.00153388278388278	0.0135760073260073	2.28937728937729e-05	0.00924908424908425	0.00016025641025641	0.0101877289377289	4.57875457875458e-05	0.0068452380952381	0.000686813186813187	0	0.00400641025641026	0.00141941391941392	0	0.000824175824175824	0.00016025641025641	0.000274725274725275	0.0032967032967033	0.01753663003663	0.0027014652014652	0.0360576923076923	0.000228937728937729	2.28937728937729e-05	0.00203754578754579	0	0.0119505494505494	0.00016025641025641	0.0209249084249084	0.00112179487179487	0	0.000366300366300366	0	0.041529304029304	0.00517399267399267	4.57875457875458e-05	0.00560897435897436	0.0816849816849817	0.00483058608058608	0.00171703296703297	0.00915750915750916	0.0187957875457875	0.00370879120879121	0.0208562271062271	2.28937728937729e-05	4.57875457875458e-05	0.00153388278388278	0.0120192307692308	2.28937728937729e-05	0	0	0	0.00620421245421245	0	6.86813186813187e-05	0	9.15750915750916e-05	0.0118818681318681	0.000755494505494506	0	0	0.00622710622710623	0.00180860805860806	0.000755494505494506	0.000961538461538462	0.00801282051282051	6.86813186813187e-05	0.0241758241758242	0.000641025641025641	0.0507783882783883	0.000389194139194139	0.000663919413919414	0.000366300366300366
T.CS.115	0.0675910568566311	0.00431234657997744	0.000265375174152458	0.000225568898029589	0	1.32687587076229e-05	0.00894314336893784	0.00260067670669409	0.030611026338486	0.00725801101306973	0.00147283221654614	2.65375174152458e-05	0.0023751078086645	0	0.003131427054999	0.000942081868241226	0.023751078086645	0.00735089232402309	0	0.005559609898494	0.000331718967690573	0.000809394281164997	0.0134810588469449	0.00124726331851655	0.000119418828368606	0.0839647051018377	0.00624958535129039	0.00693956080408678	0.000968619385656472	0.000703244211504014	0.048417700524116	0	0.00116765076627082	0.00072978172891926	0.00137995090559278	2.65375174152458e-05	0.000132687587076229	0.00187089497777483	1.32687587076229e-05	0	0.000517481589597293	0.0426723280037153	0.00100842566177934	0	0.0020831951170968	0.000490944072182047	0.00167186359716049	0.000291912691567704	0.000212300139321966	0.00857161812512439	0.00938101240628939	0.0180985868771976	0.000743050487626883	0.00100842566177934	0.00366217740330392	0.0019107012538977	0.000291912691567704	0.0142771843694022	0.023432627877662	0.00107476945531746	0.00780203012008227	0.000384794002521064	0.000663437935381145	0.00951369999336562	0.00551980362237113	0.00691302328667153	1.32687587076229e-05	0.00699263583891727	5.30750348304916e-05	0.000716512970211637	0.000371525243813441	2.65375174152458e-05	0.00157898228620713	1.32687587076229e-05	0.000145956345783852	0.00041133151993631	0.000172493863199098	0.00159225104491475	0.00488290320440523	0.0045777217541299	0.00626285410999801	0.0145425595435547	0.000689975452796391	0.000132687587076229	0.008691036953493	0	0.033463809460625	0.00274663305247794	0.0399920387447754	0.000636900417965899	0	0.000477675313474424	0	0.059218470112121	0.00260067670669409	0.00132687587076229	0.00599747893584555	0.0158296291381941	0.00798779274198899	0.00120745704239368	0.00355602733364294	0.0143302594042327	0.000185762621906721	0.00754992370463743	0	0	0.00632919790353612	0.0117561202149539	0	0	1.32687587076229e-05	0.000119418828368606	0.0287534001194188	1.32687587076229e-05	0.00031845020898295	1.32687587076229e-05	5.30750348304916e-05	0.0159623167252704	0.00581171631393883	0	0	0.00399389637099449	0	0.0015657135274995	0.000238837656737212	0.00460425927154515	9.28813109533603e-05	0.0340476348437604	0.00041133151993631	0.00591786638359981	0.000398062761228687	0.000371525243813441	0
T.CS.111	8.13162388528989e-05	0.000189737890656764	0.000189737890656764	0.00468923644051717	0	0	0	5.42108259019326e-05	0.0405225923616946	0.00517713387363456	0.000623424497872225	0	0.00021684330360773	0	0.0138237606049928	0	0.00325264955411596	0	2.71054129509663e-05	0.00243948716558697	8.13162388528989e-05	0.00143658688640121	0.00479765809232104	5.42108259019326e-05	2.71054129509663e-05	0.240885804895238	0.0605263871195078	0	0.00181606266771474	0.00073184614967609	5.42108259019326e-05	8.13162388528989e-05	5.42108259019326e-05	2.71054129509663e-05	0.00149079771230315	0	0	0.00636977204347708	0	0	0.00905320792562275	0.0109776922451414	0.000162632477705798	0	0.000948689453283821	0.000596319084921259	0.000921584040332854	0.000108421651803865	0	0.000406581194264495	0.00390317946493915	0.000650529910823191	0.00319843872821402	0.000406581194264495	0.000271054129509663	0	0.000108421651803865	0.000135527064754832	0.0185672078714119	0	0.0426910253977719	2.71054129509663e-05	0.00214132762312634	0.0153416637302469	0.000867373214430922	0.00908031333857371	0.000162632477705798	0.0124684899574445	0	0.00127395440869542	0.000433686607215461	0	0.00536687176429133	0.000162632477705798	8.13162388528989e-05	0	2.71054129509663e-05	0	0.0171848318109126	0.00135527064754832	0.00073184614967609	0.00290027918575339	0	0.000758951562627057	0.000298159542460629	0	0.0382457376738135	0	0.00306291166345919	0.000162632477705798	0	8.13162388528989e-05	0	0.0680074810939745	0.0075624102133196	5.42108259019326e-05	8.13162388528989e-05	0.0179166779605887	0.000786056975578023	0.0028189629469005	0.00582766378445776	0.046675521101564	5.42108259019326e-05	0.0074810939744667	0	8.13162388528989e-05	8.13162388528989e-05	0.0481392134009162	2.71054129509663e-05	0	0.0294093730517984	0.000325264955411596	0.0215759087089692	2.71054129509663e-05	0.00187027349361668	2.71054129509663e-05	0	0.000352370368362562	0	0	0	0.00791478058168216	0	0.00737267232266284	0.00021684330360773	0.000948689453283821	0.00159921936410701	0.119534871113761	0.000162632477705798	0.000298159542460629	0.000243948716558697	0.00173474642886184	0
T.CS.125	2.57168574000257e-05	0.0016973125884017	0.000977240581200977	0.000822939436800823	0	0.00018001800180018	5.14337148000514e-05	0.000282885431400283	0.0458788736016459	0.00429471518580429	0.000308602288800309	0	5.14337148000514e-05	0.000154301144400154	0.00198019801980198	0.000154301144400154	0.0331233123312331	0	0	2.57168574000257e-05	0.000154301144400154	0.001002957438601	0.000308602288800309	0	0	0.235669281213836	0.000334319146200334	0.000437186575800437	0.00144014401440144	0.00128584287000129	2.57168574000257e-05	0.00054005400540054	0	0	0.000771505722000771	0.00018001800180018	0.000257168574000257	0.00241738459560242	0	0.000231451716600231	0.00712356949980712	0.00802365950880802	2.57168574000257e-05	0.000102867429600103	0.000128584287000129	0	0.000617204577600617	0.000128584287000129	0	2.57168574000257e-05	0.00383181175260383	0.0117011701170117	0.00352320946380352	0.000282885431400283	0.00110582486820111	5.14337148000514e-05	0.000282885431400283	5.14337148000514e-05	0.0148643435772149	5.14337148000514e-05	0.051948051948052	5.14337148000514e-05	0.00036003600360036	0.0273113025588273	2.57168574000257e-05	0.0113154172560113	0	0.00612061206120612	0	0.00617204577600617	0.000334319146200334	0	0.00501478719300501	0.00128584287000129	0.000565770862800566	5.14337148000514e-05	0	0	0.032043204320432	0.00385752861000386	0.00118297544040118	0.00342034203420342	0	5.14337148000514e-05	0.00141442715700141	2.57168574000257e-05	0.0206763533496207	0.00054005400540054	0.00426899832840427	0.000128584287000129	0	0.000154301144400154	0	0.0908319403368908	0.00864086408640864	0.000102867429600103	0.000231451716600231	0.0683811238266684	0.00177446316060177	0.00948952038060949	0.00504050405040504	0.0163559213064164	0	0.0283399768548283	2.57168574000257e-05	0	0.00257168574000257	0.0506107753632506	5.14337148000514e-05	2.57168574000257e-05	0.00018001800180018	0	0.000488620290600489	0.000128584287000129	0.00164587887360165	0.00609489520380609	0	7.71505722000771e-05	7.71505722000771e-05	5.14337148000514e-05	0	0.0151729458660152	7.71505722000771e-05	2.57168574000257e-05	2.57168574000257e-05	0.00203163173460203	0.00108010801080108	0.0909090909090909	0.0131155972740131	0.0155844155844156	0.00316317346020316	0	0
T.CS.108	0.0127886067755161	0.0261813996979069	2.87707688987988e-05	0.000100697691145796	2.87707688987988e-05	0	0.0024886715097461	0.00109328921815436	0.0299503704236496	0.00535136301517658	0.00874631374523484	0	0.0049917284039416	0	0.00158239228943394	0.00300654534992448	0.00263252535424009	0.0155362152053514	1.43853844493994e-05	0.00112205998705315	5.75415377975976e-05	0	0.0148888729051284	0.00169747536502913	0	0.105013306480616	0.0134503344601884	0.00327986765446307	2.87707688987988e-05	0.000100697691145796	0.00562468531971517	0.0470545925339855	0.000172624613392793	0.00123714306264835	0.00309285765662087	2.87707688987988e-05	5.75415377975976e-05	0.00129468460044595	0	2.87707688987988e-05	0.000345249226785586	0.0280802704452276	0.00120837229374955	0	0.00566784147306337	2.87707688987988e-05	0.000661727684672373	0.000172624613392793	0.000316478457886787	0.00368265841904625	0.00178378767172553	0.0105588721858592	0.00128029921599655	0.000517873840178379	0.00313601380996907	0.00172624613392793	0.0024167445874991	0.00456016687045961	0.0127022944688197	0.000201395382291592	0.0223405020499173	0.000201395382291592	0.000920664604761562	0.0155649859742502	0	0.0156800690498454	2.87707688987988e-05	0.0071926922246997	1.43853844493994e-05	0.00151046536718694	0.000316478457886787	0	0.00290584765877868	0.000647342300222974	0.000201395382291592	0.000230166151190391	2.87707688987988e-05	2.87707688987988e-05	0.00571099762641157	0.000172624613392793	0.0024311299719485	0.0130043875422571	0.000819966913615766	4.31561533481982e-05	0.00514996763288499	0	0.0130763144645041	0.000992591527008559	0.0345249226785586	0.000172624613392793	0	0.000158239228943394	0	0.0526792778537006	0.00191325613177012	0.000172624613392793	0.000604186146874775	0.0433863194993886	0.0048334891749982	0.00135222613824354	0.00874631374523484	0.0097101345033446	2.87707688987988e-05	0.0112781414083291	0	2.87707688987988e-05	0.00138099690714234	0.0239660504926994	1.43853844493994e-05	0	0.00602747608429835	5.75415377975976e-05	0.0246133927929224	0	0.000517873840178379	2.87707688987988e-05	1.43853844493994e-05	0.00815651298280947	0.000273322304538589	0.038970006473423	0.00411421995252823	0.0196504351578796	0	0.000891893835862763	2.87707688987988e-05	0.00153923613608574	0.00105013306480616	0.0339495073005826	7.1926922246997e-05	0.000302093073437388	0.00140976767604114	0.000374019995684385	7.1926922246997e-05
T.CS.122	0.0110520341716948	0.000881175697472967	0.000298703626262023	0.01993846705299	5.97407252524046e-05	5.97407252524046e-05	0.00112013859848259	0.000119481450504809	0.0704940557978374	0.00109026823585638	0.000328573988888225	0	0.000328573988888225	0	0	1.49351813131011e-05	0.0361282035963917	0	0.000209092538383416	0.00507796164645439	0.000866240516159866	0.0039727582292849	0.048584144811518	1.49351813131011e-05	0.000851305334846765	0.197039847063743	5.97407252524046e-05	0.00318119361969054	0.000687018340402653	0.00312145289443814	0	0.0323794730868033	0.000179222175757214	5.97407252524046e-05	0.00122468486767429	7.46759065655057e-05	1.49351813131011e-05	0.00870721070553796	1.49351813131011e-05	0	0.000403249895453731	0.0145468665989605	0.00013441663181791	1.49351813131011e-05	0.000552601708584742	0	0.00207599020252106	0.000149351813131011	2.98703626262023e-05	0.00100065714797778	0.00231495310353068	0.00361431387777048	0.00350976760857877	0.000836370153533664	0.00101559232929088	1.49351813131011e-05	0.00079156460959436	0.00183702730151144	0.0151741442141108	0.000179222175757214	0.0310651771312504	0.000149351813131011	0.000298703626262023	0.0136358205388613	4.48055439393034e-05	0.0268534560009559	0	0.00961825676563714	0	0.00504809128382819	0.00013441663181791	7.46759065655057e-05	0.00458510066312205	0.00052273134595854	0.000403249895453731	0	5.97407252524046e-05	1.49351813131011e-05	0.0114552840671486	0.000477925802019237	0.00313638807575124	0.00621303542625007	1.49351813131011e-05	0.000253898082322719	0.00482406356413167	1.49351813131011e-05	0.0103799510126053	0.000149351813131011	0.00597407252524046	0.000164286994444113	0	8.96110878786069e-05	0	0.0939572256407193	0.00380847123484079	0.00116494414242189	0.000328573988888225	0.0216261425413705	0.00192663838939005	0.000179222175757214	0.00104546269191708	0.0114851544297748	2.98703626262023e-05	0.0396529063862835	0	1.49351813131011e-05	0.000821434972220563	0.0514516996236334	0	0.000701953521715754	0	0.00117987932373499	0	0	8.96110878786069e-05	1.49351813131011e-05	0	0.000433120258079933	0.000164286994444113	0	4.48055439393034e-05	0.0115000896110879	1.49351813131011e-05	0.0131280243742159	4.48055439393034e-05	0.00436107294342553	0.000672083159089551	0.0702102873528885	0.028645677758528	0.002658462273732	0.00109026823585638	0.000224027719696517	0
