CS.038	CS.357	CS.313	CS.108	CS.257	CS.244	CS.092	CS.028	CS.091	CS.011	L.004.M1	CS.059	CS.104	CS.086	L.008.M1	CS.368	CS.373	CS.154	CS.118	CS.077	CS.062	CS.381	CS.058	CS.064	CS.066	CS.365	CS.040	CS.230	CS.335	CS.248	CS.378	CS.375	CS.205	CS.232	CS.224	CS.282	CS.380	CS.126	CS.125	CS.236	CS.203	CS.128	CS.374	CS.136	CS.213	CS.349	CS.323	CS.254	CS.268	CS.389	CS.256	CS.359	CS.386	CS.183	CS.369	CS.385	CS.182	CS.177	CS.214	CS.147	T.CS.058	T.CS.041	T.CS.062	T.CS.034	T.CS.003	T.CS.089	TFS.023	T.CS.020	T.CS.029	T.CS.050	T.CS.035	T.CS.052	T.CS.059	T.CS.082	T.CS.048	T.CS.123	T.CS.124	T.CS.104	T.CS.167	T.CS.119	T.CS.100	T.CS.161	T.CS.115	T.CS.106	T.CS.180	T.CS.107	T.CS.144	T.CS.114	T.CS.132	T.CS.128	L.024.M1	CS.110	CS.006	CS.356	L.034.M1	CS.241	CS.085	CS.015	CS.088	CS.246	CS.242	CS.237	CS.103	CS.082	CS.238	CS.346	CS.187	CS.189	CS.347.0	CS.387	CS.325	CS.304	CS.188	CS.151	CS.207	CS.165	CS.212	CS.330	CS.311	CS.233	CS.194	CS.319	CS.343	CS.318	CS.285	CS.158	CS.080	CS.152	CS.361	CS.163	CS.202	CS.331	CS.320	CS.112	CS.322	CS.262	CS.370	CS.393	CS.145	CS.270	CS.390	CS.253	CS.326	CS.255	T.CS.055	TFS.021	T.CS.026	T.CS.061	TFS.020	T.CS.031	TFS.027	T.CS.064	T.CS.043	TFS.022	T.CS.045	T.CS.036	T.CS.066	T.CS.008	T.CS.049	T.CS.109	T.CS.166	T.CS.095	T.CS.142	T.CS.158	T.CS.157	T.CS.152	T.CS.141	T.CS.151
CS.058	0.623662226201	0.620163279063	0.618339565596	0.609826128174	0.611179500299	0.656340332356	0.571804283901	0.564511995753	0.573035332322	0.586374237533	0.637797815425	0.593497646749	0.553682628371	0.599480312781	0.610130257951	0.565919488747	0.544175680802	0.671938933703	0.56532993355	0.567229576002	0.551852520573	0.542554509885	0	0.561534744429	0.568333134675	0.584692233862	0.592772529351	0.597864799938	0.649256353436	0.513669998254	0.617830208154	0.562156901208	0.624193267917	0.509656489087	0.696473276015	0.60335031563	0.589651648971	0.538841107201	0.578539509975	0.61440555696	0.611615735109	0.564587215239	0.59277525266	0.501320882001	0.592922348278	0.534261088222	0.529392472329	0.553711489417	0.56907039035	0.554009283002	0.577732391046	0.632454858132	0.630077778183	0.60991718063	0.604036998423	0.539880557125	0.523083562433	0.590578580184	0.569727740163	0.555736156909	0.588247383279	0.581274171545	0.60102056507	0.591853799889	0.624827150878	0.568735198946	0.613492002232	0.642865133541	0.543628610085	0.588090951559	0.57287121363	0.577590256471	0.564056771279	0.610529290263	0.593215365019	0.609964179275	0.570989457	0.635757193804	0.629544291853	0.62191606415	0.619357081292	0.571250259418	0.6323694997	0.66706034683	0.59177317944	0.633526863835	0.643306487681	0.6036879768	0.632059512168	0.587708300292	0.647273243417	0.555429027342	0.535504222974	0.650382077364	0.594207061309	0.622378588082	0.515774283249	0.665354458744	0.659105341492	0.578304549616	0.584410386369	0.525450750324	0.553145880333	0.545046337458	0.550255991645	0.627079303967	0.53343779091	0.566231823787	0.584620258007	0.534095319928	0.693132628247	0.633164908173	0.645402037076	0.595363681812	0.564955117682	0.627137922876	0.639962027366	0.552086217924	0.569031480099	0.555767878693	0.661358215222	0.562876291104	0.597285916914	0.57241397988	0.622334263547	0.536570589782	0.533752556564	0.553239958702	0.598332582278	0.543343144318	0.624399934069	0.537455067913	0.547215965597	0.514475687442	0.583331655052	0.571059371084	0.549402558198	0.604012947736	0.560679669827	0.556404623111	0.576311820543	0.6079920194	0.547116442047	0.543559242824	0.61116715453	0.615733158124	0.626087734626	0.573503674793	0.617330896404	0.583715568666	0.619281153872	0.564175342941	0.617193725795	0.625163473205	0.599060042685	0.568312789377	0.626154852961	0.635262991977	0.605606635499	0.627518252587	0.619614276929	0.641848246516	0.655031494702	0.617377635757	0.613205596581	0.608835813625	0.653030638722	0.636160497266
CS.064	0.628022917876	0.603101285384	0.584949294432	0.566606949398	0.608284368104	0.641315438043	0.547733328605	0.552128447974	0.623769544503	0.577283567757	0.639769426626	0.555093167452	0.537445494589	0.555579833929	0.678919696093	0.561955305522	0.596687240606	0.734529004488	0.536615833433	0.539040586625	0.551119989106	0.537942202376	0.561534744429	0	0.585915803051	0.58309547516	0.560878946559	0.646061842954	0.751736020422	0.573648765165	0.663001182079	0.610017125036	0.70715250778	0.542456183957	0.739132142234	0.650005750901	0.579863521994	0.575367435172	0.645927467912	0.603663514579	0.589026010882	0.600416822091	0.648526595678	0.53677597954	0.667795488839	0.610558892605	0.618864447883	0.639977892728	0.59029013682	0.622372595142	0.658711943148	0.705195937991	0.696495304511	0.701045435163	0.671495986168	0.595492250248	0.586357117275	0.70392833213	0.617754764406	0.669044780418	0.619856820225	0.57072301341	0.577934981634	0.588045463387	0.608254268534	0.615688412588	0.61424935908	0.598561555257	0.552182822214	0.597110100858	0.586328585175	0.599313530534	0.600123314502	0.599816479565	0.596333274901	0.607049299178	0.580335103007	0.587946671716	0.603078372209	0.598891786486	0.595842697229	0.600512445538	0.607218338774	0.647596724368	0.584833411061	0.611562719661	0.616507533445	0.621584644483	0.612422422774	0.568615009378	0.655430817016	0.607679726977	0.586524644104	0.685334495677	0.617226004459	0.592915396203	0.538483494913	0.628909440068	0.660393217657	0.590602431085	0.57963571849	0.581680206371	0.571603293821	0.509535733892	0.605884819808	0.695106114075	0.605349562291	0.648238630775	0.65578757825	0.604500649236	0.747171221047	0.636395958326	0.646345334038	0.570076856866	0.655565797744	0.663281897095	0.674886444163	0.640591540241	0.597930211562	0.583824814303	0.752853780199	0.635838005878	0.653600037459	0.634048119374	0.652137182513	0.572575883663	0.545967777079	0.570595235812	0.65745743846	0.565554226451	0.651173229794	0.571749795595	0.594393882846	0.588532991176	0.67685222391	0.67448263991	0.637413522619	0.626837620264	0.601221991657	0.648718246777	0.606372989171	0.721881421172	0.636374005768	0.608010861873	0.605192556712	0.636975516498	0.716000547749	0.613944459901	0.606502233862	0.598654077168	0.626621951337	0.595203022186	0.593907476188	0.601857972023	0.589511944348	0.574258109547	0.61004581416	0.632819882349	0.666390916286	0.632911477592	0.584545170341	0.621434036228	0.678151683899	0.587027368684	0.608403176354	0.58179972127	0.659716838167	0.642072879622
CS.066	0.518164327775	0.559863592588	0.586472217767	0.602611736653	0.56142034804	0.587028358657	0.575383019824	0.574722917392	0.664692136991	0.622193950365	0.581117356317	0.599574110825	0.554282036027	0.548584445706	0.664389259236	0.605992151315	0.63831987909	0.717758405601	0.52296136937	0.55368994959	0.502852745882	0.612492797729	0.568333134675	0.585915803051	0	0.567075754743	0.539355293443	0.682589192563	0.737050502061	0.636725964402	0.64192829797	0.603802107769	0.713872672795	0.584197349016	0.723656844748	0.702628405563	0.613642876748	0.601871581483	0.685388265519	0.660430382811	0.586671855902	0.6334518853	0.674146511434	0.618977337124	0.667659315568	0.66435187443	0.696542707231	0.689815300756	0.672404345482	0.673766058111	0.672804059034	0.709000290243	0.691516630283	0.725595326098	0.709682459922	0.692184112219	0.659368625561	0.68140747982	0.65578394896	0.675829247534	0.584185677434	0.600526163335	0.582817660529	0.599157190832	0.572970563454	0.647903644994	0.616623744838	0.607845865976	0.614636780145	0.60145987204	0.593677967409	0.679211245914	0.560124325377	0.583423805488	0.58199884757	0.585428991087	0.558884231025	0.602743581722	0.589994513656	0.65571602211	0.60840210624	0.608314999065	0.63867825068	0.623116777089	0.588184089185	0.599500743849	0.601835801958	0.581383911519	0.665290911403	0.652270731293	0.578835636334	0.621740439585	0.536345656277	0.690422320731	0.580877602931	0.538836446571	0.564708846455	0.55312467867	0.598282578187	0.591297069644	0.582023496836	0.60674725607	0.556944695147	0.597828477747	0.549266296021	0.704227666404	0.648448694151	0.640402818313	0.663269982994	0.635218013686	0.731882256075	0.684215179738	0.657219927485	0.652776430753	0.655303154219	0.657798467325	0.675598424783	0.671893936194	0.56453397545	0.537694213105	0.731443600398	0.680552532285	0.678463462726	0.680050519004	0.702989465631	0.588517881478	0.568524878588	0.628831034919	0.658307701776	0.60676689714	0.637067463221	0.635534964379	0.651729516213	0.579058341201	0.687128793414	0.64317253134	0.670405739083	0.656769087254	0.632787156762	0.686396989137	0.677730025784	0.698300292207	0.648109979744	0.668039443022	0.60459169868	0.571245727028	0.708791612111	0.618963208	0.617824097776	0.589980387598	0.567506125957	0.568699087995	0.585659058174	0.629436742447	0.592171610885	0.600715764668	0.578236256676	0.622146271695	0.673350806419	0.611534309841	0.621684708567	0.604246102651	0.585710454657	0.617402888366	0.57283793638	0.602798460433	0.560687759839	0.577240228656
CS.365	0.560419711603	0.466861143903	0.533549622821	0.624784724268	0.580416094457	0.661756478343	0.573241666718	0.567808092096	0.653793516836	0.581274788747	0.510401575466	0.550931853578	0.505688295193	0.550302936209	0.625991098687	0.490215999412	0.581592913815	0.745492675253	0.574153814984	0.555615220564	0.51966940779	0.529535910889	0.584692233862	0.58309547516	0.567075754743	0	0.565274592175	0.653195991865	0.723145001463	0.610595465325	0.665964006251	0.569764310464	0.645036900279	0.553442611655	0.721121212034	0.626081368285	0.50408605644	0.512545303631	0.613629164812	0.66510506015	0.471972113297	0.548906362748	0.636958342993	0.590616796909	0.636220544094	0.621469635853	0.599105142457	0.61845161006	0.663036642139	0.625670711361	0.624807935949	0.70269132071	0.684632982547	0.703963565386	0.714505904957	0.604153213443	0.582937152503	0.654398270644	0.606795560388	0.646654284273	0.536111558987	0.538616523264	0.490148076967	0.502222961895	0.493601300817	0.539726192342	0.542865176121	0.595881160197	0.609020867982	0.586125470501	0.533102327042	0.629465762395	0.627141142186	0.506056137321	0.504940514087	0.505749357435	0.534164224529	0.532702923518	0.509908096986	0.615979365705	0.547348821737	0.591506549217	0.540406856448	0.539333673314	0.543590215637	0.484549706547	0.491869636791	0.58451950643	0.581057925566	0.581324906833	0.562606146392	0.616089997289	0.531689146331	0.658056321765	0.545797530328	0.541361122263	0.564270394276	0.588902044028	0.611246015047	0.480784703279	0.497435387834	0.617884918207	0.577186516187	0.55379768051	0.53775163207	0.720234216421	0.579189411179	0.641629980503	0.658996275721	0.566283905795	0.730510580915	0.679186194974	0.579846899204	0.553528313031	0.653132741281	0.647635293787	0.632805525592	0.596306549308	0.556744476121	0.612705603674	0.708650820151	0.593515482833	0.627664011969	0.590639425408	0.697141970355	0.621729654572	0.584695410617	0.520866051233	0.630872506396	0.610023787569	0.635666433149	0.551213667052	0.58113512436	0.600260546985	0.636627015743	0.646890744634	0.624026776303	0.648448416011	0.535679514072	0.642335814464	0.628182888899	0.72901545927	0.610972301172	0.595726158178	0.539163267345	0.568393158053	0.704824251719	0.522800205619	0.517922724077	0.548269816588	0.496676465541	0.505784347442	0.511144721805	0.5176056473	0.556929353578	0.56675153472	0.527051528802	0.539726270014	0.614324898991	0.519185994347	0.507802997606	0.553734081076	0.529558922681	0.481930820199	0.556167499599	0.53732500279	0.556011547982	0.514983069369
CS.040	0.551531413127	0.584089437899	0.605395689474	0.58087556987	0.598501231434	0.635888495599	0.572090985393	0.548326186054	0.663885490476	0.576795956458	0.608376676286	0.572710749695	0.53965278847	0.565415832432	0.684414153479	0.579460866551	0.631970012516	0.728954067585	0.538146212279	0.52420248135	0.527617589813	0.563665688048	0.592772529351	0.560878946559	0.539355293443	0.565274592175	0	0.698953834792	0.773015648801	0.631108538129	0.677652712571	0.61779012388	0.729409757084	0.564367049302	0.756508863586	0.696018188445	0.602933281729	0.580966101017	0.691017654151	0.649575747277	0.585543445748	0.622440139881	0.692635509609	0.61266252069	0.682071885322	0.650620571318	0.666163485001	0.668238023497	0.661007167809	0.663423362545	0.690406155184	0.701478428976	0.709016918126	0.726193005176	0.708573156847	0.657153166694	0.628523895305	0.698822878557	0.636437348267	0.662244623089	0.586294248102	0.585621154176	0.554988422837	0.598161777744	0.578390113991	0.612043227888	0.63418450509	0.582456357843	0.594807551128	0.591163347734	0.589647076866	0.651144440784	0.605856474911	0.584606993413	0.610231378826	0.601270772577	0.561226466471	0.590974713015	0.595672684992	0.600237372835	0.600869736116	0.632149195166	0.60678075691	0.611127965286	0.574578853805	0.587983067478	0.57315981463	0.598391565426	0.628062667144	0.611588492022	0.623825124674	0.647680272615	0.560013953013	0.686326239255	0.604278477089	0.530278641734	0.574698848657	0.588233026277	0.617188799308	0.567664390865	0.555725189289	0.648179666094	0.559736547948	0.56625936549	0.55503676062	0.717529718192	0.652040193338	0.682479989862	0.668549871225	0.622077784663	0.771591621832	0.678752366496	0.679479192526	0.605415386373	0.689551993986	0.671612466689	0.681546298895	0.671497206279	0.594525990256	0.567758577901	0.76279202434	0.676075287194	0.699181853071	0.690128889754	0.712872320127	0.619193775435	0.578785195998	0.598311649186	0.679128710401	0.617061643193	0.648896609047	0.618895361224	0.643982702358	0.617189058531	0.712442717885	0.680785110439	0.660273476769	0.67087758512	0.627121689663	0.669137922055	0.667330400362	0.726770807954	0.654566486039	0.659663335743	0.620861137356	0.625628831911	0.736387537947	0.609905487484	0.586151875327	0.586039744882	0.602407608937	0.571659749917	0.607170948394	0.593293439851	0.600981683501	0.587339859375	0.597358695981	0.633388696321	0.685056580116	0.598461153575	0.620655190456	0.613765479881	0.643723612868	0.59778754012	0.57494385	0.580057461811	0.615313623737	0.614555619477
CS.230	0.654003572904	0.691503927993	0.716545608369	0.706351735433	0.682047390343	0.726263604722	0.711453806598	0.686616255524	0.641861245666	0.700223634695	0.738223255301	0.697807211391	0.6452527748	0.703960563452	0.622896959912	0.645831420296	0.585328469133	0.627420886806	0.655705952567	0.663249939092	0.66310542783	0.643909797454	0.597864799938	0.646061842954	0.682589192563	0.653195991865	0.698953834792	0	0.621676200314	0.607928974135	0.60335819608	0.60145248238	0.615503325472	0.663847138238	0.638647187781	0.554951443533	0.682814778134	0.634474451487	0.540868859867	0.660855585718	0.659998958041	0.622999562437	0.619391226179	0.582523764153	0.550593699252	0.639889528299	0.611344473701	0.625758494543	0.64100259433	0.571635065344	0.624412876971	0.59854423786	0.652869364565	0.605241562847	0.608272038016	0.620314329864	0.609220930065	0.65467201628	0.582586413629	0.578013922475	0.677763352921	0.669111648587	0.690200961956	0.67605686481	0.697696967557	0.667110095306	0.663334154441	0.741007472	0.625718383535	0.637346467219	0.663510486698	0.6025891714	0.690880279329	0.681716321168	0.638246403405	0.669973813944	0.704221819027	0.731297722357	0.715447216915	0.729322440713	0.718807311531	0.692230368548	0.737459787347	0.767769630251	0.681546241293	0.714952356061	0.732550629989	0.727702009509	0.729559642241	0.673695552887	0.727000881372	0.622675878123	0.64176466652	0.624753771173	0.677652517098	0.724058430931	0.672668635758	0.723139440324	0.661147523324	0.674112688612	0.687985554954	0.580002720853	0.682258598466	0.672257967161	0.667434283283	0.609281291458	0.5421087825	0.603503996826	0.598099933449	0.576543534406	0.669945953545	0.631598244914	0.602666116374	0.613985687296	0.58840029874	0.603552816203	0.620649366279	0.562066845621	0.644179294467	0.683722738691	0.651970641515	0.546061367253	0.590617950666	0.534205259098	0.531052488121	0.596822460267	0.603494490928	0.663170647696	0.557402921064	0.558735428622	0.610988343497	0.647677371134	0.604469100525	0.584339376173	0.587025219906	0.627942181228	0.619456115674	0.637485394754	0.631761150092	0.620380168804	0.626634724326	0.630869334569	0.583472589237	0.633632103871	0.685125082235	0.680697419132	0.67383647171	0.62441246454	0.713326095121	0.69311852185	0.689047935175	0.692421862327	0.676321954602	0.718620384037	0.65021955803	0.685363173126	0.717464726462	0.613903865157	0.594135683291	0.727502015919	0.671488228587	0.747155265885	0.698793613538	0.683889386817	0.689110471356	0.647767433812	0.716667849328	0.716838370524
CS.335	0.72987233251	0.736851361485	0.75749157889	0.807270117436	0.739436883275	0.775569938561	0.768222930564	0.743191943262	0.655821836085	0.761120299197	0.756055089864	0.734199065416	0.731147844906	0.772709523771	0.596554954236	0.715555365812	0.620830105168	0.612279808186	0.727409284149	0.731241833826	0.732930855795	0.711928697011	0.649256353436	0.751736020422	0.737050502061	0.723145001463	0.773015648801	0.621676200314	0	0.653233899763	0.656228412007	0.632483828009	0.565288646662	0.725178615099	0.613327469163	0.605304866324	0.723291283537	0.691910766391	0.598099481637	0.736532214045	0.712911933893	0.700625259274	0.60058526663	0.660405328063	0.570346214483	0.641986972762	0.63696000443	0.612025908405	0.681294020506	0.612456847062	0.596230821638	0.637767321684	0.620230434441	0.580122872564	0.611739520499	0.665343853063	0.66686978894	0.622180298893	0.643511652339	0.594119927913	0.725422786483	0.71759511405	0.74360247122	0.726165583649	0.756164517686	0.698645337972	0.712240513116	0.792557418218	0.712600136561	0.716156657284	0.730685236842	0.637643867017	0.727612757573	0.734233102016	0.686007765379	0.726850438858	0.75075565897	0.799205619917	0.762701376757	0.795717386291	0.767302565132	0.741016979735	0.783828613097	0.806352346361	0.770462743962	0.776626152684	0.771261808464	0.780412640561	0.783435335747	0.743090052808	0.75380451111	0.647152914739	0.720760075306	0.618844109228	0.704893999373	0.785837359994	0.732736934667	0.774595241974	0.731835845814	0.734278187512	0.733729890785	0.634077982581	0.735283641165	0.747513857053	0.723922299945	0.606290730875	0.622268418346	0.636008244299	0.595875676503	0.608232034327	0.54529393109	0.71422717182	0.63407726297	0.699171181502	0.599649641961	0.611752328732	0.636823515865	0.600499413418	0.69680205195	0.728756689349	0.536601603393	0.575031861183	0.598347943308	0.580478000566	0.604114143984	0.659478392665	0.692614325801	0.715045914588	0.613472806846	0.680090245241	0.693239604315	0.681270556751	0.650428404339	0.628584988987	0.526853783239	0.594813515394	0.628489623547	0.706052520805	0.675124370317	0.594977545306	0.665273412343	0.604353424719	0.618697500839	0.632422533194	0.744763971115	0.710999618196	0.583745843144	0.664699725895	0.767058903013	0.713821936542	0.727169159151	0.727281371076	0.730446752212	0.77173591605	0.734456520449	0.75730896165	0.767523806725	0.677469115834	0.574088952046	0.780204789569	0.730382595209	0.78397572575	0.722275196338	0.749634793466	0.730995252487	0.731663675014	0.736795850019	0.739181361533
CS.248	0.661030143115	0.650300485069	0.642146078873	0.614994796992	0.65711234594	0.690122283076	0.593047606755	0.591174379968	0.543966456263	0.593919172968	0.669894702909	0.599641286541	0.542659485342	0.629818914881	0.610568582527	0.55433138401	0.552400184062	0.686996191798	0.602004120589	0.565107754082	0.576973613187	0.549990526125	0.513669998254	0.573648765165	0.636725964402	0.610595465325	0.631108538129	0.607928974135	0.653233899763	0	0.646479440523	0.562412379427	0.620863476293	0.540541220962	0.676784442916	0.537690292578	0.600301834312	0.544022825912	0.55708148634	0.601493874704	0.613634439393	0.528341232936	0.554414413715	0.52914599501	0.601594331298	0.48587481987	0.486450751842	0.48892166709	0.540564177268	0.535170594046	0.542925521471	0.644466832601	0.625785381501	0.602296016296	0.611988007192	0.477178890582	0.510045813713	0.582581452883	0.57812698651	0.561564962007	0.604392289777	0.611140079684	0.619543593872	0.614002275306	0.653785957966	0.575704662554	0.624122887304	0.681708592076	0.54671426415	0.624025245818	0.597037824528	0.570245796997	0.631442987242	0.620662278736	0.615132504735	0.608918277009	0.627793694801	0.652303827576	0.644262798696	0.639735222365	0.646450912268	0.619467275606	0.648435750733	0.678314287905	0.624264457264	0.638471072523	0.671083390002	0.658901274631	0.648286171041	0.594420949899	0.6810735458	0.58263842321	0.60497995947	0.666870228518	0.628650744822	0.655454251749	0.579921874268	0.673125249866	0.681974424269	0.590260714466	0.596941873616	0.535263438308	0.588302922993	0.586317023582	0.597091959884	0.641774491428	0.541222550137	0.589763156654	0.56898824934	0.526914177461	0.694954647904	0.63003605629	0.621511409351	0.559133711083	0.608172107714	0.632564721908	0.639121248464	0.564350404421	0.589523633179	0.620954782139	0.671517875828	0.528840907298	0.561642927999	0.522801207594	0.588669224634	0.565399417873	0.539004192828	0.530244141486	0.603041731986	0.576691676891	0.646909027674	0.517310741258	0.53528970013	0.569423969779	0.570323958111	0.58942354364	0.512765605598	0.584805771073	0.529670087436	0.53714798629	0.504021064111	0.661210658794	0.546159487763	0.519546021547	0.63908080967	0.639512699324	0.659106671011	0.596019353095	0.6404201093	0.610477853535	0.637181308627	0.609417024109	0.637685302814	0.634769078563	0.638178890183	0.617419207161	0.65495859379	0.638154139437	0.601703234542	0.654709302942	0.602156519205	0.686243443085	0.685566509291	0.618165450765	0.659528721877	0.617510573493	0.688180453724	0.67278493379
CS.378	0.649792805929	0.69242509816	0.701442878598	0.69643164077	0.646542925896	0.648783586055	0.676799218342	0.663006186937	0.633935496544	0.691640443316	0.715705065848	0.689326524847	0.653514594952	0.681239134827	0.652918958652	0.654247454916	0.631181176993	0.645379495836	0.644812719205	0.653245002782	0.64759393356	0.645006041839	0.617830208154	0.663001182079	0.64192829797	0.665964006251	0.677652712571	0.60335819608	0.656228412007	0.646479440523	0	0.611350610664	0.634356453207	0.649901265159	0.643010901638	0.648580839035	0.68864177977	0.662741357554	0.614279151326	0.656506725747	0.6858486823	0.645114199821	0.610232820205	0.626516132753	0.5914918817	0.657767967742	0.651638624631	0.638565050877	0.640698413223	0.604371564004	0.624294471614	0.608404301006	0.615123864711	0.611905245732	0.618795490006	0.661734183527	0.659789183647	0.601026893063	0.611210651875	0.607048047375	0.655384108188	0.675619352838	0.682039260286	0.683464975997	0.706908913245	0.683887536649	0.670837662283	0.724471235204	0.623545710761	0.621055406146	0.677147013543	0.673037703262	0.660283897183	0.666599103996	0.658667163647	0.675221949306	0.658978795714	0.719926459177	0.686827328364	0.725814479291	0.714517802293	0.670706055598	0.717912670471	0.734700584967	0.660688960469	0.711993659081	0.710659356592	0.682631579913	0.739222612	0.690988243084	0.681847729119	0.635822751993	0.651962485447	0.646561001727	0.663078617522	0.705114222158	0.667474627777	0.69912312318	0.659267759821	0.662219992538	0.667418755751	0.60265345383	0.644850302759	0.670803511121	0.670714537062	0.641379649906	0.61826109278	0.634723962825	0.621471945307	0.620137650066	0.670301669259	0.659978924838	0.655704521882	0.659455855984	0.593823913224	0.635193456962	0.644030261612	0.619807361783	0.656535345822	0.655686452975	0.656431325666	0.63878953225	0.611660340002	0.616230008739	0.616866170739	0.603111810097	0.61091863452	0.678896000163	0.613331990916	0.589537489956	0.631785460831	0.650475135353	0.620949225525	0.583448174296	0.622961469496	0.619752591543	0.650667515088	0.643984076462	0.67103232461	0.621300259198	0.636840500413	0.511180193812	0.609051332234	0.628781090926	0.694981154016	0.674798769864	0.660847537252	0.688061389291	0.710897239102	0.655883364406	0.702671971568	0.684054719092	0.683325401867	0.707741106323	0.675698106272	0.64504869069	0.699367540171	0.673698410203	0.661108002457	0.711517231602	0.685539564965	0.725185964899	0.694991866464	0.695801311311	0.666034351298	0.664948491803	0.675027226461	0.694781824144
CS.375	0.58717103376	0.591302416901	0.64597125113	0.69575735881	0.629748446717	0.694202310372	0.660263885471	0.64149443726	0.587707166895	0.651903447445	0.638507791875	0.603599606579	0.565062115136	0.63865644663	0.60350184504	0.561426163899	0.566689402682	0.664981955982	0.59437476243	0.571118937592	0.569549327066	0.562945604816	0.562156901208	0.610017125036	0.603802107769	0.569764310464	0.61779012388	0.60145248238	0.632483828009	0.562412379427	0.611350610664	0	0.590948393799	0.601287663724	0.661303083911	0.575724851908	0.585484510056	0.539055275194	0.553239488034	0.645277265612	0.57635404046	0.543704505615	0.553424926435	0.565400595896	0.578695061451	0.576949281329	0.545000596261	0.564666180182	0.584721462171	0.555245527361	0.588722371339	0.648291927414	0.626367339294	0.612578362002	0.650659132788	0.572754158318	0.56822215083	0.564928476358	0.506653209633	0.559798016002	0.572535902239	0.557951885774	0.591646373001	0.559172471368	0.597164947693	0.553517570372	0.522411212059	0.671419706262	0.581160676953	0.568833193516	0.562261451932	0.609533357265	0.642237769717	0.576473225749	0.56686790208	0.554647058891	0.629420797449	0.643498219262	0.614433150802	0.689681074632	0.673457852618	0.640407019001	0.651304618187	0.675831612646	0.621969579325	0.615826406458	0.636632409449	0.66852273134	0.67092844511	0.640411191911	0.628475841521	0.604818232659	0.58521731296	0.58932123333	0.608003040055	0.650305449928	0.622706199944	0.661787013019	0.631769319607	0.578646997414	0.558019005349	0.577805187579	0.617498907712	0.629812649509	0.62025015189	0.633871937341	0.550992544885	0.603154365178	0.597386026257	0.502247341005	0.669021280162	0.620608873113	0.5399136397	0.566421220738	0.579311993937	0.565282605777	0.565845536269	0.542337318958	0.575840537226	0.631300389614	0.642576494741	0.558872824952	0.538961593012	0.574777686571	0.624526930683	0.58930392303	0.586209600685	0.556646683438	0.522847654842	0.58861685022	0.546807631242	0.582416160091	0.555585527619	0.583203573717	0.581582010259	0.578950686924	0.581225320959	0.584231391469	0.535919778381	0.576474639288	0.575827344923	0.638312183684	0.563484075258	0.567773467392	0.608407455792	0.586613239642	0.641095529343	0.542086088196	0.632105757091	0.557053612067	0.598147892099	0.586632471504	0.572378356867	0.628097131269	0.579586365911	0.636698765993	0.631990888267	0.555931211427	0.591745972304	0.649789604126	0.573853682771	0.664691178432	0.621957587728	0.594850832552	0.607280744048	0.590669338846	0.613556642915	0.629820646246
CS.205	0.71307370828	0.671592306435	0.71358531448	0.754435078122	0.706015462615	0.781858657961	0.736464834272	0.694094389771	0.599934234823	0.709301101682	0.703017860617	0.69595500564	0.662737856514	0.735397539445	0.570435984341	0.630883343448	0.560312592306	0.665616068083	0.707297830986	0.671025894968	0.674619543727	0.645561910333	0.624193267917	0.70715250778	0.713872672795	0.645036900279	0.729409757084	0.615503325472	0.565288646662	0.620863476293	0.634356453207	0.590948393799	0	0.674268245314	0.579395264151	0.523298972232	0.642859469101	0.628550895092	0.512243308606	0.699705501156	0.653127333818	0.600983627204	0.559066578851	0.610503083907	0.543388014563	0.598581825474	0.536318532739	0.582192972507	0.65288474936	0.559620972746	0.546723656898	0.585566959666	0.61442279234	0.591258773491	0.626278784381	0.580831065539	0.581237845562	0.580381452257	0.578185145775	0.528469150911	0.664944642541	0.668019619528	0.684790293959	0.696862060115	0.688211849954	0.63298673204	0.648785547939	0.749345708808	0.686903493166	0.667727220573	0.649630460867	0.590013915136	0.731442323696	0.678269174589	0.636897322215	0.634325000082	0.725225460818	0.735342997659	0.695481340326	0.743904563561	0.735362815251	0.687601116023	0.724247881257	0.72507924539	0.722722470321	0.684014385797	0.699781121888	0.736007044345	0.714645747565	0.663506255813	0.714107515548	0.623370114274	0.668878410664	0.622337549079	0.641731283791	0.712103837966	0.701813797554	0.739698130858	0.686882474082	0.655324317956	0.685778643075	0.617120467228	0.679975549346	0.707365565279	0.681128908936	0.626493604869	0.536967700344	0.619279282829	0.602953494692	0.566297758411	0.598510671018	0.677739532908	0.596346379052	0.6410058035	0.58416691761	0.638145944688	0.59595770113	0.536639431001	0.665878997208	0.72903886606	0.507861384942	0.532529397739	0.517393129484	0.488963710088	0.570753021918	0.631488596466	0.652316304351	0.646552285945	0.596728556432	0.638072943171	0.664727299884	0.600003882605	0.573926626493	0.630305417872	0.534328929119	0.604831565215	0.598910777087	0.667782941991	0.608411231535	0.573930889421	0.585367315984	0.605419171078	0.577714192053	0.583800090098	0.658106998764	0.66810667145	0.622977392142	0.624474041156	0.702385164949	0.663276839507	0.670768641962	0.672956164083	0.674539607268	0.711748798252	0.675327529858	0.715262898703	0.717920826878	0.616164894054	0.568698592535	0.711993039235	0.67185356603	0.730440845146	0.683326874632	0.672268845771	0.703473977394	0.664473484453	0.699527870899	0.678068647796
