CS.245	CS.036	CS.257	CS.243	CS.092	CS.094	CS.354	L.025.M1	CS.016	CS.244	CS.028	CS.039	CS.022	CS.261	CS.105	CS.186	CS.335	CS.360	CS.334	CS.072	CS.368	CS.388	CS.305	CS.058	CS.382	CS.066	CS.154	CS.060	CS.127	CS.063	CS.232	CS.224	CS.136	CS.302	CS.205	CS.292	CS.041	CS.375	CS.374	CS.128	CS.203	CS.125	CS.213	CS.236	CS.378	CS.256	CS.386	CS.183	CS.369	CS.359	CS.323	CS.349	CS.148	CS.254	CS.348	CS.181	CS.389	CS.166	CS.372	CS.385	T.CS.048	T.CS.035	T.CS.071	T.CS.067	T.CS.082	T.CS.003	T.CS.038	T.CS.040	T.CS.024	T.CS.001	T.CS.041	T.CS.079	T.CS.085	T.CS.059	T.CS.046	T.CS.091	T.CS.121	T.CS.124	T.CS.116	T.CS.120	T.CS.107	T.CS.129	T.CS.130	T.CS.105	T.CS.112	T.CS.156	T.CS.180	T.CS.115	T.CS.126	T.CS.106	L.024.M1	CS.356	CS.006	CS.103	CS.015	CS.088	CS.110	CS.241	CS.082	CS.242	CS.238	CS.085	L.034.M1	CS.246	CS.237	CS.078	CS.325	CS.191	CS.330	CS.364	CS.387	CS.358	CS.234	CS.187	CS.188	CS.338	CS.304	CS.346	CS.311	CS.228	CS.331	CS.318	CS.194	CS.223	CS.152	CS.080	CS.319	CS.361	CS.339	CS.320	CS.158	CS.227	CS.322	CS.112	CS.202	CS.390	CS.270	CS.326	CS.145	CS.255	CS.262	CS.253	CS.370	CS.393	TFS.025	T.CS.045	T.CS.008	T.CS.049	TFS.022	T.CS.064	T.CS.031	TFS.027	T.CS.026	T.CS.036	T.CS.066	TFS.021	TFS.020	T.CS.043	T.CS.055	T.CS.166	T.CS.109	T.CS.095	T.CS.141	T.CS.142	T.CS.157	T.CS.152	T.CS.151	T.CS.158
CS.183	0.705906323709	0.653034880008	0.712715445918	0.708805514963	0.735375067333	0.715709210008	0.700134616835	0.734640152357	0.681871742023	0.740894557574	0.714638709261	0.68285612965	0.645308023248	0.737150772867	0.723707845734	0.741893641382	0.580122872564	0.596490216805	0.523447864375	0.721069207153	0.669157622405	0.656082234812	0.715235431879	0.60991718063	0.679075907076	0.725595326098	0.620297101787	0.637428361577	0.628320878402	0.635779111727	0.67868692002	0.618758549649	0.612961871298	0.630080825607	0.591258773491	0.600979940479	0.628044505139	0.612578362002	0.579335016591	0.61709477676	0.705048992714	0.566036622524	0.59381656703	0.667640299913	0.611905245732	0.563277787937	0.5731275802	0	0.520523466048	0.615928187566	0.583685120451	0.591853823491	0.54103755722	0.525404579031	0.6400865525	0.58003460881	0.546305010637	0.544413524128	0.570125610092	0.593259782298	0.677125012416	0.702623649024	0.715008489681	0.711880595103	0.71671431595	0.74695503407	0.739503062091	0.732142467049	0.663926201888	0.617426758329	0.697283292123	0.576347769672	0.706304286748	0.708901892929	0.629036997617	0.76766384153	0.699689977777	0.72577891715	0.712132172863	0.70686201744	0.762465033705	0.744289971525	0.736874551617	0.75745525859	0.697333566765	0.728163227369	0.724093306444	0.760642160909	0.718990979979	0.779026360263	0.749716628547	0.689305861277	0.709675634634	0.677945643681	0.768738122096	0.717333760771	0.613017464457	0.758470836284	0.706559254392	0.709965056868	0.701909866746	0.705958829858	0.685426892674	0.682373057046	0.572321787377	0.70961550848	0.643537625254	0.729467153899	0.55648835263	0.568090164978	0.597907781116	0.602009746858	0.627829402315	0.568100083684	0.623928014789	0.611859006052	0.652924795175	0.627473930671	0.684201097327	0.642471982611	0.613030780276	0.546844060706	0.600507522217	0.541073809012	0.673387486327	0.63737684609	0.572910996171	0.596564574642	0.677269223189	0.582575425757	0.62426827052	0.563378279114	0.508273359135	0.589453655615	0.674663151866	0.573072906784	0.560974164664	0.607485272742	0.645193205634	0.561585737174	0.602697243166	0.577001367933	0.55134318734	0.630856458135	0.679701515668	0.72884181732	0.682380641943	0.633284029545	0.734730607931	0.712128218034	0.700013671418	0.721715427775	0.635614537929	0.705405738207	0.750632153822	0.71404396268	0.750746378109	0.709702206891	0.72058519023	0.7189869363	0.763421609475	0.781420574871	0.739026423726	0.752905049991	0.735704357451	0.721768853308	0.756658020101	0.731526270762
CS.369	0.717791189455	0.647724530175	0.705579161521	0.705691835265	0.707620483077	0.731101878123	0.693456193813	0.737100210593	0.697259561596	0.73956133813	0.70046337447	0.669519061732	0.638540376299	0.743128702745	0.719397390628	0.721466200037	0.611739520499	0.613781221869	0.56644092493	0.721360572208	0.670767021802	0.676290586207	0.736295197185	0.604036998423	0.691602137293	0.709682459922	0.645403042077	0.628417592505	0.642211533939	0.60594739735	0.656383692532	0.661026182424	0.59681921216	0.630097853748	0.626278784381	0.6088558002	0.605841429958	0.650659132788	0.609330291392	0.638097019305	0.721063318991	0.595887364137	0.593378764052	0.643340187216	0.618795490006	0.576477376661	0.623626066649	0.520523466048	0	0.590029600213	0.563594221137	0.575884106209	0.560089743196	0.573898814778	0.605328962834	0.566826862797	0.588850775236	0.562648361493	0.577762851903	0.5776813438	0.718037131839	0.705738348185	0.733029512229	0.717349799574	0.744321355947	0.765419275599	0.724689507472	0.730993609337	0.677924145092	0.611982577611	0.698883513903	0.610945204287	0.714757404457	0.696443421435	0.616485219275	0.772381964257	0.70632639325	0.735547784974	0.688260485223	0.718222296523	0.763447139063	0.7290453493	0.717876053846	0.753423727992	0.708523870799	0.744372559059	0.720623160977	0.766081319786	0.725156042012	0.775502208953	0.768793951057	0.666082546049	0.704657893614	0.66159540126	0.776221584017	0.735277836749	0.615978161296	0.753994072594	0.700231972969	0.725814949462	0.704440940648	0.687982550193	0.678289201289	0.699408674984	0.58792330511	0.728806516339	0.691493770019	0.741714816391	0.613072750772	0.566294150546	0.619260166644	0.612154421285	0.626036418248	0.599992392413	0.648901542801	0.617379315414	0.621998389453	0.643961900725	0.695262185899	0.633605474738	0.628329942315	0.578907300966	0.619661288706	0.555872123114	0.687351435448	0.641869395079	0.613091992725	0.609028116138	0.665536812033	0.612377859161	0.626207418926	0.652897077732	0.552631301905	0.579149439339	0.679843656613	0.589762532084	0.516691492543	0.612995178475	0.656371528152	0.613282784398	0.619425265067	0.577576525754	0.584384029472	0.630352041252	0.721889223262	0.735312447895	0.724854738975	0.671075387242	0.74780874948	0.725222163461	0.717447352188	0.74601462812	0.622428476551	0.703618046909	0.754681043319	0.739750877484	0.755994059843	0.749679567255	0.726948126932	0.738414138849	0.755841743175	0.764741489328	0.774530357296	0.767625315392	0.73579254385	0.727728318939	0.760384429037	0.74295016787
CS.359	0.70469353603	0.656843729932	0.726438231947	0.703548339388	0.716917786465	0.728574839404	0.707350221522	0.719781038641	0.695823947557	0.742606319994	0.711969740445	0.711034194348	0.646189622881	0.728978411938	0.697717907411	0.721551269068	0.637767321684	0.658097375399	0.608504538964	0.691845413099	0.666457824864	0.649732138305	0.722003748653	0.632454858132	0.646102800222	0.709000290243	0.659426738071	0.632899134575	0.645920943723	0.643425685596	0.684949538619	0.595986127376	0.655794664639	0.590842142808	0.585566959666	0.643169188257	0.678355143092	0.648291927414	0.616323269965	0.66078764075	0.719171455256	0.545144058493	0.583665798247	0.690745458632	0.608404301006	0.6080061751	0.598336907202	0.615928187566	0.590029600213	0	0.60791116768	0.633533785551	0.627669590367	0.620375864154	0.653730303789	0.616253231128	0.55016207043	0.649060374141	0.621624384711	0.618469486509	0.689753859352	0.697010924826	0.723779981691	0.700706015945	0.724324010711	0.733718227618	0.74073162998	0.723051651295	0.689071676977	0.641205523313	0.71931083279	0.620885134441	0.709296775507	0.72405001965	0.631127497908	0.734199413792	0.713307304001	0.724182504753	0.670396831527	0.705209091449	0.727212891697	0.722760195586	0.70450159565	0.744165879874	0.706095342295	0.702599109837	0.698247843222	0.745524294287	0.688656877681	0.754010755644	0.713072255453	0.648251852844	0.680561864455	0.693432673242	0.760426662596	0.708328894844	0.662885424893	0.732936637364	0.723172734093	0.719969932103	0.664310579136	0.70291112798	0.716562350564	0.671604538546	0.624678554169	0.711010619027	0.667249285798	0.730175579438	0.590549263471	0.594908518723	0.607908002365	0.597262720574	0.597021186006	0.583741823145	0.649348184061	0.653307902022	0.669405735173	0.599954907934	0.700963577494	0.674784298616	0.656434465938	0.593850805702	0.61729896801	0.572638672514	0.696148241857	0.648853025252	0.584761875524	0.649448075357	0.63352645553	0.599975734482	0.651075234053	0.628222264953	0.609358332331	0.656728265714	0.657895008819	0.60379332986	0.613555999765	0.573624785381	0.645779927277	0.616379609626	0.622523563623	0.567936156412	0.649866197059	0.718272900734	0.677348341226	0.703498672923	0.699937463981	0.629973702372	0.74091560637	0.705617493358	0.726382911055	0.734732114594	0.639382821259	0.704304469015	0.719835873418	0.731367106538	0.739816347179	0.726302281938	0.710540112392	0.709451466676	0.732748033794	0.750644227189	0.749821624599	0.724052400227	0.708835581795	0.693291157777	0.711849351063	0.724800982651
CS.323	0.658953847016	0.590115011143	0.681686086323	0.642733234523	0.646964646825	0.697057002491	0.685100290484	0.707690487154	0.627039409111	0.749643312717	0.626963047778	0.652399435472	0.632898974706	0.599551028499	0.595808181784	0.669243771531	0.63696000443	0.503840919158	0.547674178766	0.578797711503	0.524187601833	0.687527096291	0.579870495677	0.529392472329	0.533311863227	0.696542707231	0.706405542619	0.614409744911	0.513232101793	0.610187398846	0.550079904992	0.676101339965	0.546325581568	0.623644216146	0.536318532739	0.534544402675	0.608752806452	0.545000596261	0.537793994684	0.481526501415	0.606102001107	0.50040051622	0.544239766909	0.645203113426	0.651638624631	0.480466985683	0.610990480616	0.583685120451	0.563594221137	0.60791116768	0	0.407877006861	0.561963807027	0.44315447379	0.483907546391	0.465055323569	0.493141283641	0.487411233827	0.429270003644	0.385125453301	0.611437006706	0.556499552589	0.577006831881	0.601631776892	0.629686688699	0.636895405296	0.646075724786	0.618547768175	0.543911412978	0.609403858647	0.593701752377	0.558160642534	0.593464327243	0.659775073629	0.525851006404	0.647347388399	0.584583557855	0.631065552919	0.639637695024	0.590833129254	0.612023039469	0.613123292471	0.576706393104	0.668145404385	0.59713932404	0.619795370139	0.651538580966	0.634304760849	0.532599440335	0.656813218418	0.689549343534	0.679992111063	0.627724532416	0.620769108958	0.713205582659	0.719418264525	0.595824729886	0.658772828643	0.614794843612	0.597047865132	0.628384598131	0.630841432915	0.621542559864	0.568762162683	0.586575632611	0.672521890929	0.692393160277	0.630772833046	0.513549584173	0.576781596626	0.496543694954	0.632878114183	0.617462494761	0.485318065782	0.607360485284	0.523952827565	0.642798181165	0.670488429001	0.638556786275	0.622874601341	0.466175105027	0.47376824118	0.617992528519	0.467356280031	0.50846958023	0.583873445806	0.458512542355	0.582907763515	0.601163426993	0.488268199236	0.614494959468	0.680744741963	0.515996110931	0.610531135056	0.653450791529	0.483431428835	0.482655681273	0.518722478041	0.473894699235	0.465209545333	0.560841243221	0.647450541808	0.455206122149	0.59416325946	0.582895771358	0.633282332932	0.613590523136	0.551386795329	0.610566244563	0.588316748783	0.608924501696	0.622773425963	0.629210410906	0.632706589365	0.649141590314	0.637729117662	0.618244578785	0.63093612478	0.618043342545	0.573797788047	0.629444800511	0.667990771191	0.686256772866	0.682339370494	0.656835430223	0.610347842897	0.643593569629	0.597612262824
CS.349	0.643495800261	0.590221591554	0.67746793757	0.640269245247	0.626331686427	0.694756250742	0.679260123098	0.705578112434	0.622183483795	0.712982009257	0.614544521822	0.638233978466	0.624116834871	0.601244157722	0.586749475471	0.652588198782	0.641986972762	0.515606917933	0.556807956028	0.590953511463	0.552432197774	0.706702994433	0.586930807211	0.534261088222	0.573399040995	0.66435187443	0.71315402802	0.613256149039	0.521735045375	0.636737817178	0.561085319011	0.684892934282	0.564050367011	0.660601599926	0.598581825474	0.555876273075	0.603293235785	0.576949281329	0.568774206525	0.521904131311	0.594951815008	0.541710097131	0.600366563216	0.666017701358	0.657767967742	0.528828161146	0.617405340822	0.591853823491	0.575884106209	0.633533785551	0.407877006861	0	0.543171808225	0.475837075502	0.490888678618	0.465733216242	0.515314352056	0.446812259239	0.457512272489	0.446706479079	0.614936930324	0.587510870664	0.579460037966	0.603963493412	0.629140762199	0.635579662023	0.637631486199	0.628832706584	0.548897237829	0.620180758011	0.576808227518	0.579761512266	0.586878066719	0.636221574128	0.545559801429	0.643768273306	0.597320589342	0.618202244116	0.640775272967	0.601382527407	0.632358675178	0.615192419671	0.589867422569	0.664600553913	0.591782520569	0.636405246484	0.650472727991	0.648463116763	0.567250837864	0.64800901575	0.686500844496	0.695877067227	0.639744692092	0.614842581734	0.699959033277	0.715883439471	0.602267218363	0.664188636155	0.612533308511	0.597270123632	0.629825886301	0.610266740254	0.621137093855	0.594994773666	0.601320073618	0.642184778247	0.677998520766	0.618613750696	0.533323130663	0.6013603042	0.504050429508	0.656978178665	0.62587035628	0.516336574197	0.602798016056	0.52080838193	0.638314502352	0.700875814195	0.629193043634	0.599957187193	0.503967011196	0.510922458672	0.642244432016	0.496859728011	0.528606388654	0.571530635889	0.489014263044	0.616246886555	0.624165048638	0.501095913675	0.620855757114	0.700489664087	0.542859707029	0.613795991525	0.659433818936	0.471916737426	0.49744317128	0.52869293421	0.48938233888	0.489862803435	0.545079640115	0.653541813663	0.462065228699	0.590358402437	0.607314887068	0.63933938517	0.61894296031	0.583831098247	0.606197031661	0.570716132052	0.610548892943	0.625805491087	0.635754196888	0.621808910997	0.647088039166	0.629209896771	0.621781402892	0.627486221081	0.625324480499	0.622237062479	0.633971031646	0.665947954969	0.685290887458	0.674105874307	0.668241460377	0.62548336296	0.649338771917	0.610865038763
CS.148	0.664751597092	0.6631213016	0.663106942051	0.675194154338	0.685192383867	0.702379009569	0.657563115435	0.671458164944	0.679243907277	0.702634830703	0.67036672393	0.653304043009	0.628780023721	0.67130549369	0.676496471105	0.697673427585	0.609317955406	0.59276620229	0.567773391168	0.673766855526	0.64164106783	0.677344120899	0.677712621207	0.600456611039	0.628438278689	0.68371225058	0.654320005681	0.631647824072	0.599036725542	0.657474011433	0.619892525385	0.606820246476	0.592085585589	0.658412389417	0.589159732981	0.617165324479	0.593718602722	0.620883177242	0.589561521555	0.589749610294	0.668713160201	0.562932869782	0.584689260228	0.670038976209	0.634111470816	0.509916447606	0.565348699365	0.54103755722	0.560089743196	0.627669590367	0.561963807027	0.543171808225	0	0.55020220141	0.619067179691	0.549051174917	0.569830433497	0.531715555994	0.538188988436	0.59771962413	0.652162723554	0.675281409132	0.662823296023	0.663850254539	0.68509638105	0.698494648208	0.704759258414	0.691956108752	0.637652878627	0.591924710918	0.660916060122	0.583180658307	0.657266932837	0.676979486318	0.619847175542	0.705433542458	0.681879466297	0.682445041646	0.662908480029	0.653193205075	0.702862056925	0.691810351001	0.681881821667	0.732673586845	0.646057840494	0.675030197507	0.696581994406	0.714201266989	0.659492802694	0.721468278888	0.711825631663	0.699552501493	0.675199618472	0.653046730328	0.719717613439	0.69915209345	0.584788903086	0.719060302101	0.686746201144	0.660609200004	0.671789215073	0.657871486619	0.631825537067	0.652403963684	0.584190822838	0.666525190722	0.618254027784	0.687434927191	0.551029778468	0.619952931219	0.577031640325	0.642198796431	0.648224668609	0.565174895518	0.633129023541	0.59201540967	0.632760493864	0.66845085912	0.651874755999	0.623777655865	0.611513187259	0.551299793096	0.592181980468	0.536327854099	0.647134537528	0.602991972145	0.575998943614	0.615287887603	0.657737083728	0.546146331298	0.603853394435	0.650303353638	0.511074782824	0.582560436059	0.668942745088	0.499924027704	0.489362909456	0.561421973193	0.613846724917	0.562462867158	0.5873290645	0.621631902038	0.560477099752	0.614825467157	0.646424448262	0.677226540985	0.662403028019	0.607543841739	0.686650288213	0.657745506629	0.656433876791	0.680193782199	0.620587535438	0.684280198341	0.702673626913	0.663664272034	0.695571744235	0.66748587544	0.649520991457	0.668434440862	0.698014487844	0.707415499069	0.679351568816	0.687694807327	0.678500469861	0.673151811994	0.671372976879	0.677349216424
CS.254	0.64828097387	0.62938462458	0.667803169244	0.636380112182	0.668657771033	0.686141530124	0.669869109428	0.710570729006	0.645708503556	0.723772798833	0.640704209906	0.642941447647	0.604253019289	0.64193212862	0.630670605182	0.673874772802	0.612025908405	0.542779621121	0.507364547575	0.608378141258	0.543293703497	0.67635944602	0.593234378539	0.553711489417	0.571382332665	0.689815300756	0.674841371203	0.615440384659	0.530145457045	0.631465465549	0.590784754742	0.664688608091	0.569933587274	0.619699189448	0.582192972507	0.534843443638	0.591023174039	0.564666180182	0.540963196312	0.511052630505	0.626569420211	0.482853098764	0.556005613868	0.651295789287	0.638565050877	0.4878907985	0.598483206934	0.525404579031	0.573898814778	0.620375864154	0.44315447379	0.475837075502	0.55020220141	0	0.52714165684	0.475511763276	0.489518608783	0.493156337636	0.456566323725	0.473548324751	0.635743529688	0.623534439383	0.614686986881	0.625185529773	0.653867518497	0.656727360408	0.668974732704	0.630764232451	0.565064190181	0.61155727775	0.616871471287	0.55170213228	0.611844803493	0.659347848477	0.566596728311	0.667795777013	0.618106330601	0.659462024519	0.665541133117	0.612437748623	0.635717378151	0.646524486928	0.591511675711	0.693328681498	0.612946390355	0.631776312222	0.659104331008	0.660359312345	0.575654465094	0.688243661346	0.686220150958	0.65572157365	0.639012116758	0.623665725939	0.727764312317	0.708066463909	0.577801125026	0.686856313931	0.625384112282	0.609134752369	0.631842733164	0.628918280108	0.6133474534	0.603994185352	0.583327803439	0.657131649972	0.674096470732	0.642444952299	0.512468933123	0.606459456024	0.529456252212	0.608724661985	0.607189209394	0.497944284057	0.59598789981	0.527516423249	0.632868797379	0.661322208275	0.617796852946	0.613611172246	0.493632465879	0.499013299466	0.584609486984	0.474907510038	0.540793666086	0.602678292159	0.512834481736	0.584614868049	0.621238756343	0.505988594788	0.614747716765	0.659765245672	0.498252180146	0.584395408073	0.668168078637	0.503816612274	0.481828575693	0.526706137363	0.493763076709	0.503060266544	0.528231306156	0.622540610998	0.462152640021	0.562772724129	0.607227999478	0.660127659772	0.617809014315	0.579815680791	0.640877773634	0.612294356781	0.617998376008	0.644353209197	0.619203683594	0.645179198521	0.677266287438	0.643193284871	0.653937261092	0.6598256459	0.642048531493	0.606158172293	0.666293378394	0.689816138755	0.678007641873	0.676190418016	0.67085174825	0.608429664265	0.662591822641	0.629669913078
CS.348	0.629379092473	0.581267772383	0.671327606894	0.642391016926	0.591738472776	0.701689954593	0.675404411864	0.69297972002	0.625327046494	0.721244499093	0.592296506424	0.646849690559	0.608773552402	0.565064555089	0.571678411473	0.625070791695	0.677670377276	0.553197462554	0.600510001642	0.589476134049	0.531453501838	0.711379781187	0.582776935554	0.563637503698	0.595694503486	0.676514949539	0.741045102432	0.639309957242	0.50657179702	0.62318066196	0.56117935961	0.715155645704	0.580313141888	0.66243410154	0.646658446815	0.559124208934	0.603044691221	0.611770889177	0.623122669166	0.554103426249	0.612779551241	0.557840130136	0.628656606352	0.655553885137	0.683072913975	0.563477414658	0.683121081242	0.6400865525	0.605328962834	0.653730303789	0.483907546391	0.490888678618	0.619067179691	0.52714165684	0	0.528930844935	0.534539372106	0.552616082911	0.490099279497	0.500765205238	0.587337483424	0.591448434817	0.590527252049	0.623994632008	0.640965920121	0.629569374881	0.561084083898	0.593877191467	0.565348643588	0.642722783693	0.582103771199	0.611538210516	0.615902113791	0.634259383204	0.577281115214	0.611630526489	0.568712852072	0.603545466018	0.62860410148	0.602956737433	0.607847178428	0.595698182602	0.563133988651	0.621111852251	0.600586467939	0.633252831989	0.612200615212	0.600968426082	0.568463497162	0.625367801141	0.686631349795	0.706556446768	0.620867466392	0.604293944958	0.66480691354	0.725450082757	0.608331110182	0.623235917098	0.586056504836	0.591761546499	0.624129043147	0.578501842509	0.617453123746	0.58960033373	0.602913623146	0.655614367675	0.7193521999	0.612583758546	0.584624627765	0.637910734164	0.559408262977	0.708437155294	0.615535230703	0.551920692322	0.638070430235	0.54241149201	0.657594535469	0.679115742508	0.641454159326	0.615559182796	0.505682543755	0.574228143864	0.68953781447	0.553789510139	0.527450617936	0.592931177155	0.548912244392	0.64349711297	0.658994901184	0.552655784028	0.617341388797	0.722920994617	0.604174480422	0.610648919013	0.653770926421	0.550841667576	0.549440726036	0.549428123055	0.515354164266	0.51067671212	0.595028562107	0.693342383409	0.505388450306	0.623780158185	0.629254526841	0.646781364915	0.626563127267	0.61858620813	0.61003353215	0.589441235189	0.622976820471	0.626411312271	0.662629687853	0.593189163544	0.618864686976	0.668515052003	0.591108156731	0.634553468068	0.609814490652	0.605414430725	0.630791318572	0.650773413927	0.694834731935	0.689980226209	0.639737490046	0.620007420884	0.647033175043	0.602774233074
CS.181	0.647972268561	0.621404491151	0.674182741062	0.626283670897	0.623345242799	0.681304633077	0.649691031141	0.67695916697	0.634210334261	0.708583019877	0.616322595162	0.634320092019	0.594914465917	0.615404201146	0.619187578188	0.641629595362	0.646853866613	0.542022973744	0.557408474699	0.598381068739	0.551739580761	0.688173822439	0.606618357633	0.558371629073	0.576071240362	0.666596916753	0.69740234103	0.60216049676	0.536104226468	0.623545557211	0.571305940509	0.646441016666	0.552410901412	0.636218016544	0.559411996193	0.537724431742	0.603990596792	0.5776475367	0.565688938563	0.520335181702	0.627329057247	0.514223849193	0.592779707635	0.654724620059	0.635134960915	0.500925314374	0.615546457028	0.58003460881	0.566826862797	0.616253231128	0.465055323569	0.465733216242	0.549051174917	0.475511763276	0.528930844935	0	0.520219322183	0.49912136736	0.470801383221	0.49213280632	0.63052661214	0.595624221042	0.606474953841	0.60627973024	0.630846065076	0.634424513163	0.644636941243	0.62399114664	0.56678217865	0.626628086605	0.615111892917	0.575955620866	0.61234367421	0.643329001429	0.579009523907	0.65005847579	0.613107732638	0.642514403077	0.632981593832	0.615784874798	0.628731285537	0.638002374839	0.594166452481	0.664846545709	0.594396567453	0.631157750101	0.654859637879	0.652822172242	0.585796909534	0.648215053612	0.656128817872	0.675345161657	0.62157459477	0.600103359872	0.686828793857	0.699227839152	0.581047360745	0.653463463508	0.599574231859	0.616935127028	0.614468039013	0.608664266669	0.633952176208	0.603911072572	0.579683125058	0.644976941057	0.652846857454	0.614693838158	0.546381125882	0.61790894333	0.533578039545	0.629925001931	0.630387338725	0.502300487134	0.610494193058	0.545538827235	0.629095351396	0.672459202542	0.6082294965	0.613890262426	0.52020280033	0.514205490984	0.617682854665	0.494638339656	0.555232946103	0.573823195481	0.516156343001	0.592274580056	0.639570929532	0.500878028876	0.606001291567	0.68003224931	0.52793599338	0.584056059237	0.681169318872	0.483986518414	0.505277095534	0.5396925943	0.521634321104	0.521636610817	0.574790836638	0.644884281628	0.511390288569	0.593418712635	0.617287708626	0.62920382979	0.624634697919	0.603497465653	0.634614346638	0.604091374301	0.614663123843	0.639717717028	0.64024133935	0.611901418657	0.648757012336	0.646677755827	0.629592903697	0.638062460292	0.597371305818	0.602047301129	0.627086390727	0.670233869924	0.678210182492	0.663422824912	0.648503601553	0.620884958704	0.63895637594	0.609830054332
CS.389	0.639907119815	0.608936787157	0.660976255966	0.656541669856	0.654730354141	0.674622301236	0.679006331474	0.698023354322	0.642763537698	0.718952928286	0.648213192697	0.635038691794	0.61083889927	0.644757943952	0.616161706884	0.676813076137	0.612456847062	0.556622646912	0.55056123265	0.601589639744	0.554374028647	0.658287983947	0.623031985432	0.554009283002	0.581414394371	0.673766058111	0.655536404695	0.611338829807	0.518796890473	0.600293602736	0.608333551423	0.657880494591	0.560250558267	0.558518834466	0.559620972746	0.57056433975	0.610253955472	0.555245527361	0.555785231034	0.57251179249	0.636840667907	0.469515069868	0.545328685507	0.65697860528	0.604371564004	0.544004004676	0.587593865991	0.546305010637	0.588850775236	0.55016207043	0.493141283641	0.515314352056	0.569830433497	0.489518608783	0.534539372106	0.520219322183	0	0.546691522932	0.501203901483	0.508401953947	0.596146499137	0.602623494794	0.63223420053	0.606541167549	0.641636557327	0.652063311619	0.646405045154	0.639194024934	0.605525230353	0.594279176368	0.622662051839	0.529567182438	0.616073365931	0.657615973114	0.517451016642	0.670505300795	0.61332948861	0.661235580055	0.631535359826	0.646521310112	0.649282987065	0.651402618261	0.620466217946	0.685606421802	0.614718220525	0.639529233832	0.639528924397	0.655021650273	0.607455874202	0.690121432743	0.664475364011	0.633739530959	0.634182082649	0.618364454478	0.702669869927	0.699608412557	0.58906728224	0.670188556683	0.635796254197	0.621701559883	0.617237790649	0.63320794841	0.645345915235	0.620209948001	0.578804861984	0.639521361826	0.655569752955	0.636381137758	0.501939845153	0.571671002692	0.52946351481	0.627689508835	0.571252472252	0.515593723847	0.575847064353	0.565532094803	0.628152519178	0.60892349612	0.622012624378	0.626981388242	0.544319856219	0.508706422064	0.614428005382	0.495123984982	0.59331330392	0.585464095484	0.523978989084	0.582973615046	0.596993049552	0.522832273026	0.606631869272	0.648776219054	0.539952603272	0.583490582497	0.621927844789	0.516118760385	0.526114038089	0.525907542085	0.547306699602	0.513306965749	0.559272475109	0.581222305507	0.531843922003	0.638966246268	0.590339447444	0.634594295042	0.615993218	0.576957842678	0.657835986369	0.631068710284	0.623020819627	0.659944358457	0.587406322585	0.634543087109	0.663785877177	0.646210659465	0.642022669224	0.644680632484	0.641454962145	0.612599291105	0.666023061397	0.706777233314	0.681426866568	0.666593940017	0.663098826875	0.59347158441	0.680093808352	0.626204419623
CS.166	0.694867437792	0.641438642448	0.696879937898	0.675811866732	0.677152690038	0.731190675862	0.693077332071	0.731534244706	0.662751349075	0.735963649771	0.653316768471	0.66786986496	0.642166226961	0.670463599372	0.659179706552	0.69002321001	0.632695505162	0.530417460612	0.553051608397	0.643285100082	0.593775073949	0.687796736914	0.653039628594	0.556133594764	0.621778629201	0.688360726391	0.70434818931	0.621723194892	0.571181840117	0.650531832795	0.608472178976	0.659127316305	0.584969019676	0.649055062402	0.605172611144	0.566938711309	0.611348030752	0.613206436576	0.603702550131	0.566239238749	0.658533872987	0.559767759655	0.59473476237	0.671090560276	0.661415747549	0.531115737678	0.599929518381	0.544413524128	0.562648361493	0.649060374141	0.487411233827	0.446812259239	0.531715555994	0.493156337636	0.552616082911	0.49912136736	0.546691522932	0	0.494379372383	0.504584653374	0.67088124987	0.65328973396	0.656303212179	0.669514572454	0.695031855848	0.699296140765	0.681043218585	0.685899978719	0.612777945804	0.624022954982	0.63215851696	0.587958779883	0.65855207563	0.661451607194	0.612231083725	0.704428750446	0.657368508116	0.668027162629	0.682360549464	0.668007423256	0.696397892896	0.664835637317	0.650874389531	0.704010671334	0.648984351746	0.69144743254	0.684820093258	0.708881078067	0.63907013745	0.715444685971	0.718356900459	0.71671248093	0.681501857173	0.642532235157	0.73088318461	0.733640437671	0.605281955064	0.701494711344	0.649740361916	0.657045535672	0.67542873369	0.659908417471	0.659899161077	0.640544866472	0.621206382819	0.689193142565	0.66675367543	0.669062875787	0.572271394369	0.599310636136	0.578726580439	0.627835780511	0.66748923825	0.538745317013	0.633789204177	0.561480657573	0.643046514224	0.690448726316	0.652094458455	0.62951035229	0.548239717003	0.540577861267	0.622756593941	0.5190476826	0.608909515251	0.621367373627	0.538810595249	0.625245080341	0.645173338367	0.544984211365	0.637605325549	0.690465822532	0.537927203324	0.604450805568	0.665291486462	0.482673391972	0.503320525275	0.568247029743	0.564693146165	0.558995745217	0.575393524827	0.620087428749	0.495039186838	0.606937238439	0.656090446741	0.672566931398	0.662376054352	0.627609153964	0.681466694626	0.645780739077	0.665653668136	0.68494115742	0.629481817861	0.682202813514	0.695712681242	0.685684259796	0.686029506051	0.677617335377	0.676124640548	0.671722930058	0.699996078441	0.709204314921	0.724841533041	0.712993358477	0.706681034766	0.681110751494	0.684720655456	0.67733478346
