CS.277	CS.009	CS.264	CS.036	CS.104	L.035.M1	CS.259	CS.174	CS.260	CS.257	CS.038	CS.086	CS.099	CS.101	CS.244	CS.072	CS.335	CS.118	CS.127	CS.153	CS.042	CS.040	CS.137	CS.067	CS.154	CS.155	CS.056	CS.062	CS.161	CS.063	CS.125	CS.205	CS.203	CS.041	CS.375	CS.224	CS.380	CS.232	CS.282	CS.378	CS.292	CS.136	CS.128	CS.302	CS.213	CS.183	CS.359	CS.372	CS.395	CS.349	CS.178	CS.147	CS.369	CS.148	CS.268	CS.348	CS.182	CS.323	CS.214	CS.389	T.CS.067	T.CS.079	T.CS.025	T.CS.050	T.CS.082	T.CS.052	T.CS.069	T.CS.040	TFS.023	T.CS.058	T.CS.014	T.CS.003	T.CS.022	T.CS.019	T.CS.048	T.CS.144	T.CS.167	T.CS.159	T.CS.114	T.CS.132	T.CS.180	T.CS.134	T.CS.111	T.CS.119	T.CS.161	T.CS.160	T.CS.153	T.CS.118	T.CS.130	T.CS.091	CS.006	L.034.M1	CS.246	CS.082	CS.085	CS.110	CS.356	CS.087	L.024.M1	CS.242	CS.103	CS.241	CS.088	CS.015	CS.237	CS.189	CS.330	CS.165	CS.187	CS.044	CS.325	CS.387	CS.364	CS.191	CS.151	CS.228	CS.347.0	CS.212	CS.308.0	CS.274	CS.343	CS.339	CS.194	CS.158	CS.202	CS.227	CS.331	CS.163	CS.320	CS.322	CS.112	CS.361	CS.080	CS.223	CS.285	CS.370	CS.270	CS.393	CS.253	CS.326	CS.145	CS.390	CS.262	CS.255	T.CS.045	T.CS.049	T.CS.031	TFS.025	TFS.022	T.CS.026	T.CS.066	TFS.021	T.CS.036	TFS.027	T.CS.008	T.CS.061	TFS.020	T.CS.064	T.CS.043	T.CS.151	T.CS.157	T.CS.152	T.CS.166	T.CS.141	T.CS.158	T.CS.095	T.CS.142	T.CS.109
CS.224	0.70661730477	0.642796401354	0.730727045512	0.717081899592	0.729451726192	0.662773056602	0.753951960916	0.769830782438	0.660942984601	0.724118154691	0.727361790971	0.76369204768	0.77702877056	0.785651514839	0.772240088393	0.746871531621	0.613327469163	0.712509904136	0.699785338887	0.723944323117	0.68369189736	0.756508863586	0.729177952384	0.590521842899	0.627088434404	0.712898408816	0.683459947759	0.724917524687	0.635973163467	0.6948106171	0.625553837121	0.579395264151	0.737466442463	0.706364224622	0.661303083911	0	0.735368172264	0.72352069749	0.621174658827	0.643010901638	0.690536607928	0.689980687344	0.685451178809	0.60736028735	0.618319945822	0.618758549649	0.595986127376	0.661462696934	0.691279776903	0.684892934282	0.722257285337	0.637367086596	0.661026182424	0.606820246476	0.690748197721	0.715155645704	0.678217905404	0.676101339965	0.64280315834	0.657880494591	0.733753857512	0.619439569194	0.710310975305	0.712656963576	0.744031591153	0.69772935817	0.713603567275	0.744695713465	0.725691937126	0.731200604393	0.729429057664	0.756221915208	0.731032595783	0.691275525732	0.706723786983	0.765479048186	0.754713907108	0.791130521547	0.772994758269	0.779444084433	0.760499964055	0.747913096764	0.751338910195	0.76632743559	0.747149306159	0.783020173614	0.758517601	0.703006233952	0.747578544288	0.776335012062	0.721713764458	0.726567744248	0.732083897088	0.758992614812	0.749412057838	0.650691098176	0.671113819034	0.710426757832	0.747854424525	0.755119080333	0.729104958783	0.758455643178	0.735115573726	0.756621347958	0.621272735249	0.671131294282	0.62981924014	0.656922927491	0.641433573876	0.728919779906	0.576143794819	0.66334847547	0.623672167093	0.766027488832	0.70900926691	0.688631405484	0.649921140148	0.642862879742	0.681250283053	0.605109875032	0.555298489428	0.68136143269	0.576944841641	0.670966060946	0.692734048434	0.576155658621	0.710292089637	0.666124364968	0.649397738489	0.606035645886	0.682527847485	0.659432988997	0.666415230256	0.609967713298	0.60979418928	0.683566171127	0.649328334164	0.693440955654	0.648255909349	0.648461528025	0.701975262436	0.623313359694	0.653320271412	0.66270322833	0.723628770729	0.640452258841	0.73296485776	0.693021069317	0.77415938034	0.66233268889	0.765511926228	0.710830730395	0.745385720093	0.755787045486	0.706861373072	0.709014639772	0.782569612627	0.757265160945	0.740495440691	0.742949155101	0.736422090129	0.733945917797	0.722184186904	0.735598810251	0.74068392715	0.776785138885	0.730353722531	0.780047215074
CS.380	0.514135323666	0.652639667241	0.639497792752	0.610765517917	0.53733755415	0.546531355146	0.469753210673	0.474622455322	0.59841714433	0.62933262169	0.625560050723	0.576354573881	0.604077217103	0.554366974215	0.69780066151	0.49528960438	0.723291283537	0.626739830212	0.504389667609	0.580466087704	0.63708413853	0.602933281729	0.452449614289	0.735981052143	0.771869414436	0.473677689423	0.648303356617	0.53967933782	0.66569228528	0.698935249061	0.60470766082	0.642859469101	0.490043743676	0.645338186319	0.585484510056	0.735368172264	0	0.574680653591	0.638486202017	0.68864177977	0.600672118167	0.628661421361	0.528954784129	0.68650756263	0.657939848759	0.703215204467	0.718452936834	0.567074447401	0.594544013193	0.54640552672	0.553773105495	0.632651911689	0.732394708254	0.65470159722	0.656908137403	0.55953704083	0.542743767256	0.571051144272	0.605753690794	0.598933124081	0.49189466528	0.656826554912	0.50490993588	0.606331254209	0.536276971012	0.578751354505	0.487495463657	0.528011543474	0.529412861389	0.520407200624	0.530264563234	0.494944617543	0.539084576774	0.614875100352	0.512291556621	0.52111911938	0.50761840867	0.575916889861	0.591512776527	0.538931373717	0.588296358491	0.517606129386	0.510789029654	0.596399209403	0.567346430004	0.523457318803	0.564779396822	0.504501833034	0.485371314263	0.508370051313	0.563598625217	0.582090372337	0.51134595102	0.557018130811	0.564858684549	0.656541238971	0.689749233768	0.629940823967	0.58346321789	0.512135095227	0.591458316626	0.544644489164	0.664723493312	0.617798014299	0.65140750255	0.638365506521	0.594369070344	0.68514950516	0.587692453879	0.522285794519	0.739905229403	0.524837561009	0.683665876504	0.478366825159	0.545281206232	0.641005589996	0.682385882429	0.642723400379	0.687401312348	0.620919356911	0.619218365474	0.596395517932	0.726303939213	0.65655871785	0.627341296056	0.76276167436	0.547168111547	0.658308705623	0.541575620912	0.648819477104	0.642188461049	0.649779695906	0.586765633552	0.610889084433	0.71920597428	0.573639616994	0.619631955826	0.653692030119	0.734456038434	0.589187695188	0.508882390126	0.585795870227	0.604927633085	0.553093760689	0.527805159494	0.608321463851	0.540242043721	0.5034390939	0.483751958994	0.665888448033	0.528769181033	0.525814281081	0.586104465599	0.499738741928	0.520021987083	0.522956576619	0.470749128977	0.474730195394	0.51358514462	0.51793518909	0.571381979737	0.495496488331	0.514654577232	0.556264430069	0.478601043642	0.551208341397	0.557847896683	0.521427369934
CS.232	0.559586474176	0.634918161888	0.563393546149	0.567272697514	0.540166800314	0.600063632215	0.562125351538	0.559756856733	0.590410870465	0.597625536921	0.627277032589	0.526232234492	0.551244960605	0.543968919264	0.635186776856	0.479872335203	0.725178615099	0.571425647678	0.540169407356	0.487598359882	0.598473320863	0.564367049302	0.558762561046	0.698600933711	0.732551056197	0.554068477451	0.611418639619	0.523233930186	0.613123987482	0.602832058494	0.619193726865	0.674268245314	0.590248898557	0.581881457388	0.601287663724	0.72352069749	0.574680653591	0	0.632317360419	0.649901265159	0.46353620181	0.507194667933	0.55665271544	0.691525692572	0.644660067352	0.67868692002	0.684949538619	0.583664019298	0.570923874149	0.561085319011	0.550788693783	0.617103788518	0.656383692532	0.619892525385	0.600699779359	0.56117935961	0.518044528195	0.550079904992	0.601323200639	0.608333551423	0.576280162113	0.657102144384	0.553740590742	0.583157051508	0.571186104028	0.605993524947	0.568311622519	0.541261134074	0.617432774736	0.571916895754	0.548652686546	0.577674200556	0.587007502911	0.59273246832	0.588321609582	0.589354741657	0.57088125064	0.552037430904	0.565043887132	0.559360343176	0.564736163702	0.570598230272	0.581636080684	0.559025492128	0.529242365919	0.554381557693	0.49947391973	0.577269655217	0.550922138754	0.560401842302	0.533356395516	0.603212624168	0.521258210533	0.470414494279	0.492216875338	0.576547549132	0.668336268861	0.597868191615	0.629063951179	0.532360095045	0.497321363545	0.517100637959	0.678548504512	0.605971642246	0.533609731545	0.595758764234	0.612480636623	0.666420445631	0.567123142497	0.555420445352	0.740640147362	0.578091345306	0.684199706537	0.545913440368	0.54860980843	0.552886397744	0.651115953175	0.649716338821	0.625013327415	0.653994169653	0.626202825007	0.641959304141	0.724333449168	0.570960990965	0.634657668838	0.746091958688	0.530866423754	0.547164237833	0.555067241711	0.632526443548	0.562722125921	0.643003821219	0.549015359309	0.584802239543	0.659671890571	0.588393752175	0.584449945761	0.605993989678	0.675007964409	0.58463791583	0.56438302526	0.574624149433	0.659888418954	0.574606756187	0.597746946741	0.63129272381	0.581461040516	0.604484658005	0.546441635433	0.703623644252	0.57055657336	0.618854371098	0.540741363303	0.590185869993	0.644261935255	0.601147101527	0.545784097942	0.560206804114	0.575432190469	0.582992606466	0.587082113513	0.541267428649	0.538875653697	0.631713222011	0.53907845103	0.570492314016	0.639953201613	0.552961186384
CS.282	0.623499069442	0.581994844945	0.669192016515	0.631929924261	0.640699516128	0.560857579334	0.671507234407	0.683614176905	0.54621365826	0.707886251963	0.709110439488	0.692420589965	0.72308628535	0.73336312711	0.759624060601	0.657800400507	0.605304866324	0.669853448816	0.545424959013	0.629414497645	0.635197078883	0.696018188445	0.601366727335	0.64797941603	0.673583763981	0.602692479682	0.592580383477	0.647484663193	0.560645976568	0.603270944158	0.480710552285	0.523298972232	0.628589054668	0.619172616312	0.575724851908	0.621174658827	0.638486202017	0.632317360419	0	0.648580839035	0.576911081107	0.571965792018	0.557665046343	0.594194008325	0.537330417283	0.55149993204	0.597616099466	0.53338972458	0.589911004514	0.555229118132	0.634257580558	0.509210889594	0.593833055882	0.56412892861	0.605175400455	0.587984595732	0.536379851773	0.514641308279	0.550643154067	0.523762015913	0.635450908609	0.556724204093	0.624987092684	0.647981692898	0.665127447402	0.580238852903	0.581950630483	0.67843858551	0.612321486454	0.650759633631	0.626329043217	0.684973015756	0.629750689972	0.626072415992	0.648181009346	0.695821005917	0.683062159636	0.705027991669	0.713139580313	0.692778137611	0.681932731604	0.663751751083	0.687416662333	0.699706696899	0.670063442138	0.689586643561	0.702588178809	0.593651677225	0.661066673041	0.722730686464	0.649635314488	0.641279994235	0.626927644945	0.65570333583	0.67583855954	0.612554061255	0.668354664946	0.672186963613	0.712425527257	0.663703871175	0.654156436549	0.709418809854	0.716795282139	0.712032124175	0.573929006044	0.584895183541	0.541469347354	0.622640810974	0.497531537942	0.62757651043	0.646881727563	0.554805440657	0.570597272058	0.66673928314	0.580870997733	0.63985208919	0.58549711848	0.618390719376	0.604265627051	0.535246184828	0.495633828635	0.593900450856	0.567595599204	0.605764582329	0.64833750998	0.64548075673	0.561097830486	0.606385493289	0.521097714822	0.504767368351	0.587402726693	0.560362887215	0.612756478426	0.498626489992	0.579959932729	0.560833385565	0.536506763429	0.605864058451	0.642595171729	0.521720031764	0.583254806946	0.51836550048	0.601867235635	0.537766360658	0.659324965824	0.546912200467	0.66883205128	0.599138523088	0.684721397444	0.660732081784	0.698982421727	0.664764188388	0.679738613948	0.662307415887	0.618494833656	0.60374488639	0.682695512526	0.6745029621	0.649929099991	0.679102251474	0.686146790911	0.653175014114	0.634728331064	0.700809553911	0.652437603456	0.725741216468	0.670315075129	0.688527179229
CS.378	0.648543060377	0.613109928489	0.643687364684	0.66614635508	0.653514594952	0.633154145091	0.689656095462	0.700516648932	0.632727743391	0.646542925896	0.649792805929	0.681239134827	0.678788547863	0.718858641745	0.648783586055	0.699513410817	0.656228412007	0.644812719205	0.642625760426	0.646147334843	0.624916757028	0.677652712571	0.696209529153	0.622354597008	0.645379495836	0.685493216822	0.67296319904	0.64759393356	0.621050399251	0.6227083978	0.614279151326	0.634356453207	0.6858486823	0.638220654991	0.611350610664	0.643010901638	0.68864177977	0.649901265159	0.648580839035	0	0.629828534639	0.626516132753	0.645114199821	0.63344394177	0.5914918817	0.611905245732	0.608404301006	0.642111696549	0.642763117029	0.657767967742	0.651433007911	0.607048047375	0.618795490006	0.634111470816	0.640698413223	0.683072913975	0.659789183647	0.651638624631	0.611210651875	0.604371564004	0.677935696228	0.631428884225	0.65646207554	0.621055406146	0.666599103996	0.673037703262	0.690306868227	0.675596812502	0.670837662283	0.655384108188	0.67544983739	0.706908913245	0.662081014234	0.63337147981	0.658667163647	0.710659356592	0.686827328364	0.72743137956	0.682631579913	0.739222612	0.660688960469	0.686689805833	0.682295551307	0.725814479291	0.670706055598	0.725553840392	0.696672999507	0.672217456323	0.697731871911	0.72734086283	0.651962485447	0.663078617522	0.662219992538	0.670803511121	0.667474627777	0.635822751993	0.646561001727	0.64785790325	0.681847729119	0.667418755751	0.644850302759	0.705114222158	0.659267759821	0.69912312318	0.60265345383	0.634723962825	0.619807361783	0.635193456962	0.61826109278	0.659397259889	0.670301669259	0.620137650066	0.612167196431	0.68718342876	0.659455855984	0.622749439721	0.621471945307	0.644030261612	0.619153679176	0.627026549156	0.611660340002	0.618560314429	0.656431325666	0.603111810097	0.631785460831	0.645587286975	0.650475135353	0.589537489956	0.620949225525	0.622961469496	0.583448174296	0.613331990916	0.61091863452	0.629549520518	0.616866170739	0.650667515088	0.621300259198	0.643984076462	0.511180193812	0.609051332234	0.67103232461	0.636840500413	0.619752591543	0.628781090926	0.675698106272	0.661108002457	0.655883364406	0.667279417054	0.707741106323	0.660847537252	0.699367540171	0.674798769864	0.64504869069	0.702671971568	0.673698410203	0.688061389291	0.710897239102	0.684054719092	0.683325401867	0.694781824144	0.666034351298	0.664948491803	0.685539564965	0.675027226461	0.695801311311	0.725185964899	0.694991866464	0.711517231602
CS.292	0.563574360849	0.578433419139	0.585213868789	0.600642178721	0.542254403395	0.60300470821	0.626083822604	0.612988071089	0.568868383081	0.635133373254	0.647880252351	0.594976128901	0.615669406604	0.609327893625	0.673513343789	0.564403451052	0.657871323564	0.595986672512	0.530375120559	0.534478312811	0.600569389949	0.603699318201	0.577652997938	0.643106560693	0.672403042415	0.570700588748	0.569621023777	0.56320031161	0.580003635292	0.590757224488	0.57421712527	0.630707274045	0.602352593664	0.561872597642	0.590023300148	0.690536607928	0.600672118167	0.46353620181	0.576911081107	0.629828534639	0	0.501729828511	0.544560693042	0.653123102105	0.588926118401	0.600979940479	0.643169188257	0.567810699943	0.545637900652	0.555876273075	0.570762707039	0.568380242013	0.6088558002	0.617165324479	0.562597236873	0.559124208934	0.53167679057	0.534544402675	0.578591541338	0.57056433975	0.623998210092	0.602211901315	0.607135452765	0.626126637851	0.620645058164	0.610549759893	0.594879174964	0.58781738702	0.641519605742	0.601698872091	0.593510805152	0.621381447229	0.607072409065	0.599153258916	0.59802971049	0.649509793762	0.619865587789	0.633231850926	0.616538782136	0.619666581153	0.615694827823	0.638275597429	0.620518631758	0.627028202256	0.57698107316	0.622756125503	0.606803601341	0.579640098277	0.590335512149	0.634544854597	0.585512396762	0.608849792305	0.580669870239	0.556790519357	0.557223544097	0.540452519851	0.649695889195	0.630259332074	0.660700199518	0.587336247994	0.538965381906	0.561228879212	0.69128547591	0.642204438533	0.525762021784	0.568748039954	0.560790765252	0.640291054788	0.528770474821	0.599209197538	0.689299807633	0.556842802969	0.622996524221	0.59509537551	0.555085160723	0.571677187007	0.571012350328	0.643702342996	0.568704560632	0.612000106691	0.58966707686	0.636451429731	0.645699243688	0.569900032079	0.633114668279	0.67178138156	0.494860640821	0.561792092003	0.508432781901	0.56419129984	0.515246683125	0.601377705096	0.542665935584	0.559238026743	0.575489890561	0.546128983121	0.522327798823	0.590982669237	0.648592736037	0.547706320025	0.553953850192	0.562766314111	0.584746589647	0.544850763623	0.622213421468	0.614403438875	0.616789291402	0.624370189504	0.609458904666	0.657414153685	0.619448338933	0.622258125817	0.579614922297	0.621565663321	0.639712222671	0.630151044598	0.615570581119	0.579026663304	0.635842646045	0.639619530884	0.636053140578	0.602742200485	0.598703293402	0.658190849865	0.61183506128	0.635265937183	0.680196581984	0.615819690121
CS.136	0.584919355006	0.560559363159	0.601444024053	0.555641603617	0.546277378539	0.600963934988	0.627198358804	0.649746921392	0.548223909469	0.609989367879	0.635921181515	0.604184764086	0.629563827483	0.638520945649	0.663828655128	0.582603557139	0.660405328063	0.571165158595	0.541795768267	0.476951211098	0.578890207979	0.61266252069	0.591451139596	0.632463205683	0.656996091765	0.604904810682	0.563441458125	0.566726926467	0.516953955343	0.572866126734	0.560640953503	0.610503083907	0.625762623595	0.521955719768	0.565400595896	0.689980687344	0.628661421361	0.507194667933	0.571965792018	0.626516132753	0.501729828511	0	0.557311963128	0.630298473582	0.572938520851	0.612961871298	0.655794664639	0.570089403649	0.558185043407	0.564050367011	0.597028158913	0.563600094838	0.59681921216	0.592085585589	0.569108695332	0.580313141888	0.545912854191	0.546325581568	0.567382175378	0.560250558267	0.603091400354	0.598598485312	0.596842751445	0.609920987311	0.628273254209	0.57821204992	0.587627837368	0.614236621254	0.620216536019	0.614022180408	0.594426879987	0.641238100397	0.593350058041	0.596032970972	0.607067542037	0.653691197402	0.644823935396	0.673077267065	0.63950146647	0.659062878238	0.626932988553	0.631140597486	0.644182305908	0.659409050303	0.615643371349	0.662964138155	0.634429758118	0.589947696256	0.63491478068	0.671858897394	0.570763700771	0.617508006549	0.600626040197	0.554307492627	0.548744127779	0.552692623271	0.663624897769	0.59537892913	0.666964326214	0.607632868862	0.567237858169	0.657476488346	0.653466017512	0.662766056719	0.521341002975	0.588441415862	0.571931759583	0.599637891165	0.550077987223	0.573767880192	0.700619605552	0.539183918998	0.607327660512	0.614566463732	0.5724083603	0.53206855853	0.587618665632	0.609513672581	0.551270382295	0.601757588437	0.590549458364	0.606997584566	0.651941644713	0.533538777731	0.63522076944	0.685345321599	0.549760057745	0.491538272483	0.531461808393	0.579163358197	0.479463896812	0.576694640801	0.5245003337	0.537717782775	0.578307623964	0.575824701674	0.543567752205	0.589209244262	0.636080106271	0.566630269217	0.569221803178	0.567639609512	0.620695945012	0.566880008733	0.617517460764	0.608459710618	0.615591315968	0.597726893226	0.642960925131	0.662219063443	0.652144960285	0.628779967913	0.607232738005	0.628867813785	0.638813943981	0.606699391963	0.630634935643	0.621150988828	0.617721549504	0.657972974293	0.642505302596	0.609474144617	0.606519449858	0.679238434093	0.634689913165	0.665175484608	0.668564657823	0.658514815083
CS.128	0.532268509225	0.614979641279	0.623081143549	0.594675481344	0.536969229524	0.587932013467	0.584768262467	0.567276548996	0.580398814682	0.618077797979	0.623604274623	0.612451370461	0.640879887104	0.626433665755	0.697668670977	0.562993444329	0.700625259274	0.623906203892	0.471555801542	0.582359778856	0.59077386603	0.622440139881	0.549898598801	0.70889526474	0.71177995807	0.563349692722	0.562247353867	0.560011043077	0.596444476616	0.653230657871	0.514613082084	0.600983627204	0.531090890876	0.603553875829	0.543704505615	0.685451178809	0.528954784129	0.55665271544	0.557665046343	0.645114199821	0.544560693042	0.557311963128	0	0.665886393882	0.571031985913	0.61709477676	0.66078764075	0.484023929146	0.538458231544	0.521904131311	0.537694807986	0.543038749535	0.638097019305	0.589749610294	0.584211921668	0.554103426249	0.495975608191	0.481526501415	0.536790074039	0.57251179249	0.586877974081	0.605726780511	0.550133666266	0.595652931001	0.576027142725	0.58569677704	0.547752181719	0.565386242714	0.587818541171	0.527896185949	0.585655366359	0.581941245353	0.518645059871	0.575660636549	0.577417140606	0.577287623742	0.593836742905	0.625134542617	0.636901706755	0.590558891268	0.602205284066	0.590454480229	0.563462242293	0.62514255185	0.606101144591	0.586299469667	0.621668079992	0.541315675587	0.535103823867	0.598000223736	0.581846257293	0.564360710327	0.530306888816	0.603329774379	0.608528214246	0.601465402133	0.681761128946	0.623386345117	0.634243966115	0.554542104043	0.59615355505	0.586886350464	0.645946203088	0.631235962446	0.595004371882	0.612514964376	0.531760897426	0.661333444909	0.507706441609	0.583900029359	0.718555049921	0.515337241969	0.643803775568	0.593973392311	0.529475095879	0.6169308579	0.63906513715	0.625995765763	0.634627214107	0.594412261476	0.562995487235	0.595484269387	0.67424967731	0.600594569429	0.62108448035	0.715143575141	0.493776909133	0.621515016322	0.483041203	0.550594415454	0.5966408501	0.573334762342	0.582581636193	0.510716140163	0.647432890988	0.511870138529	0.547295261466	0.576362961832	0.690567547829	0.556120031797	0.4956959608	0.543501973896	0.577270264598	0.534977764558	0.611165067621	0.616036890474	0.583621726925	0.564270509341	0.582610666787	0.693964761265	0.606301091884	0.597493942136	0.596122397035	0.573561161107	0.581576016325	0.548994696545	0.594296082461	0.54740850556	0.590296169524	0.578532102686	0.632741223678	0.584677902759	0.544143731217	0.62151397826	0.548142935025	0.61895866944	0.626119622196	0.582361556301
CS.302	0.645876981014	0.603493442011	0.683133024133	0.677441127908	0.690383114291	0.636383020495	0.708260659977	0.729574924412	0.619158937072	0.721614533808	0.699804608311	0.745879994627	0.759870738748	0.762619452482	0.769219025338	0.694958558639	0.60451172402	0.717930982631	0.637314668209	0.663142669351	0.627533805549	0.724163005362	0.675924670379	0.615875228499	0.612643334094	0.656080367085	0.636337809887	0.692212550996	0.578726599809	0.639061916466	0.56225060856	0.584706201822	0.717841518434	0.648992369575	0.609879796036	0.60736028735	0.68650756263	0.691525692572	0.594194008325	0.63344394177	0.653123102105	0.630298473582	0.665886393882	0	0.580427020277	0.630080825607	0.590842142808	0.620900344835	0.668443193061	0.660601599926	0.68409677339	0.583494043193	0.630097853748	0.658412389417	0.686634643901	0.66243410154	0.632223022704	0.623644216146	0.605600213306	0.558518834466	0.667883036748	0.568147977464	0.67651484377	0.673572368054	0.713332174795	0.642786660365	0.653674318183	0.705433378242	0.655143067163	0.721843982317	0.686769680357	0.702574889394	0.683392833214	0.648145462246	0.673704952779	0.731344640055	0.713482389961	0.764588918604	0.75116310027	0.754656469419	0.723245950758	0.689360725811	0.697852889165	0.758437880847	0.71149027361	0.762360407768	0.749162310725	0.635833032453	0.722159821464	0.753799492961	0.678270762194	0.715150469358	0.69432900757	0.729666286707	0.715327021046	0.638148875452	0.593518290961	0.666883248589	0.727419756573	0.697152709101	0.693951024126	0.747129954757	0.704471703115	0.755930016965	0.613614255574	0.60528818782	0.595429101978	0.590875180421	0.616617258273	0.679201058875	0.665192112074	0.597809567374	0.567775229317	0.700635075904	0.659403412826	0.668208205001	0.645162075028	0.562687625067	0.604131784036	0.550120361773	0.589905751887	0.596329134478	0.608149620478	0.641738688481	0.623571219617	0.621165757808	0.666272941963	0.627054541431	0.609845481331	0.626042393746	0.62868295802	0.598815499028	0.650894127814	0.604838287235	0.57782264925	0.659840410044	0.617984222298	0.683245408337	0.615200676259	0.624573274502	0.671897441319	0.635983287617	0.594616940778	0.648381073294	0.66393059478	0.598800910907	0.69423634677	0.611965814648	0.737674874869	0.574252020008	0.735669114305	0.692870740742	0.71609836957	0.702215949542	0.629721980459	0.652813342283	0.733435376521	0.710780234667	0.681495417226	0.728269275205	0.698235226129	0.670474985291	0.703121228516	0.724232510874	0.715248805754	0.758695164856	0.70387647265	0.75862070849
CS.213	0.618335122012	0.558015245483	0.652483074253	0.629041691519	0.651198266375	0.571131686727	0.670624302113	0.686828375183	0.566759811386	0.653234439105	0.647259120987	0.69236314118	0.701791088695	0.70443874085	0.729035309584	0.663284330937	0.570346214483	0.661415877829	0.589100319574	0.637032536322	0.59960202724	0.682071885322	0.636343820829	0.586687560541	0.611641408678	0.605451448109	0.587483885863	0.656592591231	0.569422443469	0.630411783419	0.535376679329	0.543388014563	0.643820129374	0.619514429785	0.578695061451	0.618319945822	0.657939848759	0.644660067352	0.537330417283	0.5914918817	0.588926118401	0.572938520851	0.571031985913	0.580427020277	0	0.59381656703	0.583665798247	0.527116968101	0.572443672045	0.600366563216	0.630673489176	0.5008025496	0.593378764052	0.584689260228	0.612882172906	0.628656606352	0.570059882042	0.544239766909	0.589934760754	0.545328685507	0.655112409547	0.562761174982	0.613784579709	0.625927567372	0.659100930584	0.611825743261	0.623543818457	0.679967701391	0.652428857329	0.640198114255	0.659537240926	0.687650126605	0.636628039902	0.628844801751	0.630423506996	0.692354130458	0.693349885053	0.724276269319	0.697419876545	0.722853217515	0.665832747281	0.654991056832	0.670631052838	0.707220673955	0.672062657545	0.707912675449	0.700474087845	0.587729553913	0.665884516152	0.722946979121	0.661161928436	0.625210290831	0.64111058785	0.688490225891	0.678357937431	0.600558335626	0.636442598537	0.667762103952	0.711266086961	0.665674242475	0.642051821393	0.685010158113	0.688973041059	0.714342681697	0.593134191004	0.605187329813	0.526566723096	0.619845992923	0.549785705716	0.618974972936	0.640916250162	0.558419036179	0.58074198803	0.681135460457	0.613307543461	0.620544753831	0.595639027667	0.622476227476	0.575681376123	0.557147227302	0.524332726757	0.580989627766	0.547701740918	0.578489912428	0.624748835641	0.631227559769	0.570259689367	0.60649410174	0.544851230864	0.514616395468	0.554260882744	0.568606326649	0.616542134244	0.554936619685	0.58285275868	0.553050894876	0.54767136691	0.638815256296	0.593927140635	0.566911793833	0.613368573361	0.587766081763	0.557415791384	0.56826503468	0.652363083948	0.55057493289	0.654948581218	0.610384029333	0.70083438888	0.641531200306	0.705914356537	0.67209769417	0.6834204301	0.671665454895	0.616141728541	0.60361440634	0.70132164546	0.666169636617	0.680486172011	0.679222285189	0.682942089355	0.651231470474	0.657914962187	0.675685174346	0.680920912899	0.720651228138	0.681167188888	0.69932918368
CS.183	0.670859047153	0.609839805315	0.691712788412	0.653034880008	0.690233997907	0.662331494579	0.730516164689	0.753503309194	0.621241107301	0.712715445918	0.716447156377	0.740566528964	0.752511289894	0.769111583243	0.740894557574	0.721069207153	0.580122872564	0.714795350136	0.628320878402	0.669641213659	0.667539861401	0.726193005176	0.673926253212	0.593443646471	0.620297101787	0.68076371044	0.58083191581	0.705359273349	0.589375623471	0.635779111727	0.566036622524	0.591258773491	0.705048992714	0.628044505139	0.612578362002	0.618758549649	0.703215204467	0.67868692002	0.55149993204	0.611905245732	0.600979940479	0.612961871298	0.61709477676	0.630080825607	0.59381656703	0	0.615928187566	0.570125610092	0.574332652262	0.591853823491	0.61868299801	0.567204582222	0.520523466048	0.54103755722	0.580572479267	0.6400865525	0.619944494796	0.583685120451	0.569435641422	0.546305010637	0.711880595103	0.576347769672	0.694491495113	0.689664644057	0.71671431595	0.636572206145	0.680350912753	0.732142467049	0.70312943194	0.671187473974	0.681973667627	0.74695503407	0.678224977036	0.650318400893	0.677125012416	0.749377025633	0.740061809267	0.77094290517	0.752731651583	0.753859396678	0.724093306444	0.734906189444	0.734451795741	0.756521740746	0.714174858873	0.756789948419	0.753393401142	0.672528981895	0.736874551617	0.76766384153	0.709675634634	0.685426892674	0.682373057046	0.706559254392	0.705958829858	0.613017464457	0.689305861277	0.698258931188	0.749716628547	0.709965056868	0.677945643681	0.758470836284	0.717333760771	0.768738122096	0.572321787377	0.632518511148	0.55648835263	0.642512279933	0.568100083684	0.704168410192	0.643537625254	0.597907781116	0.568090164978	0.729467153899	0.637238375719	0.642471982611	0.602683893278	0.657311170602	0.617244534893	0.580340341788	0.582381565239	0.677269223189	0.600507522217	0.62426827052	0.674663151866	0.563378279114	0.613030780276	0.637174370625	0.582575425757	0.508273359135	0.589453655615	0.596564574642	0.63737684609	0.541073809012	0.539765612627	0.55134318734	0.560974164664	0.630856458135	0.577001367933	0.607485272742	0.645193205634	0.573072906784	0.602697243166	0.561585737174	0.72884181732	0.633284029545	0.700013671418	0.679701515668	0.734730607931	0.635614537929	0.750632153822	0.71404396268	0.705405738207	0.721715427775	0.682380641943	0.67953443513	0.750746378109	0.712128218034	0.709702206891	0.756658020101	0.735704357451	0.721768853308	0.7189869363	0.739026423726	0.731526270762	0.781420574871	0.752905049991	0.763421609475
