CS.108	CS.296	L.005.M1	CS.260	CS.105	CS.297	CS.176	CS.244	CS.219	CS.174	L.025.M1	CS.354	CS.019	CS.314	L.007.M1	CS.287	CS.155	CS.065	CS.063	CS.064	CS.137	CS.153	CS.067	CS.388	CS.230	CS.382	CS.056	CS.290	CS.301	CS.269	CS.375	CS.374	CS.232	CS.380	CS.126	CS.203	CS.282	CS.125	CS.224	CS.128	CS.136	CS.236	CS.292	CS.376	CS.205	CS.256	CS.166	CS.129	CS.348	CS.349	CS.147	CS.389	CS.177	CS.178	CS.254	CS.323	CS.214	CS.181	CS.385	CS.395	T.CS.076	T.CS.025	T.CS.058	T.CS.001	T.CS.079	T.CS.071	T.CS.046	T.CS.012	T.CS.023	T.CS.028	T.CS.082	T.CS.022	T.CS.034	T.CS.040	T.CS.056	T.CS.129	T.CS.116	T.CS.132	T.CS.131	T.CS.114	T.CS.128	T.CS.119	T.CS.110	T.CS.134	T.CS.126	T.CS.122	T.CS.139	T.CS.178	T.CS.160	T.CS.102	CS.242	CS.015	CS.006	CS.246	CS.087	CS.085	CS.088	CS.237	CS.082	CS.356	CS.110	CS.238	L.024.M1	L.034.M1	CS.241	CS.212	CS.191	CS.165	CS.274	CS.188	CS.308.0	CS.336	CS.387	CS.189	CS.150	CS.338	CS.233	CS.207	CS.228	CS.304	CS.080	CS.322	CS.227	CS.202	CS.361	CS.285	CS.339	CS.321	CS.163	CS.158	CS.320	CS.318	CS.319	CS.152	CS.112	CS.370	CS.326	CS.253	CS.270	CS.262	CS.390	CS.145	CS.255	CS.393	T.CS.064	TFS.020	T.CS.031	T.CS.026	TFS.025	T.CS.061	TFS.022	T.CS.066	T.CS.045	T.CS.055	TFS.021	TFS.027	T.CS.049	T.CS.008	T.CS.043	T.CS.142	T.CS.109	T.CS.152	T.CS.157	T.CS.158	T.CS.095	T.CS.141	T.CS.151	T.CS.166
CS.056	0.668357808869	0.692382088377	0.732480407004	0.611867770007	0.656415574879	0.686684294952	0.571126315167	0.716147744812	0.615047056642	0.702524429737	0.697194365803	0.685024795091	0.624534594632	0.652539327416	0.726163561593	0.558853874223	0.619801441093	0.521898624371	0.575769250206	0.616596304473	0.639897945068	0.602784054401	0.665404067318	0.682893381413	0.618655323113	0.628114268047	0	0.556767750363	0.583987991243	0.666140364925	0.600218582033	0.617129925921	0.611418639619	0.648303356617	0.620272079224	0.660264712324	0.592580383477	0.585349124471	0.683459947759	0.562247353867	0.563441458125	0.627892342935	0.569621023777	0.557017688514	0.617730060889	0.5863709819	0.581761177243	0.620185407643	0.580896688246	0.568841850939	0.570692672028	0.588595926188	0.627963852896	0.6222309642	0.55853523449	0.547251860158	0.586751320045	0.570679162065	0.561473169093	0.559192167986	0.610945950663	0.644202536586	0.645007002155	0.646388056695	0.614936500474	0.665715909685	0.613164982263	0.690695947306	0.712266132063	0.618361016986	0.678988442807	0.616824333928	0.673267027377	0.674419620582	0.667681316914	0.708436629778	0.663104667043	0.697803084376	0.675413053345	0.701544444623	0.635511777121	0.683122752587	0.675241899725	0.698248697627	0.665614319422	0.673934745088	0.720925577025	0.686842657406	0.708502761052	0.735752587333	0.663161793629	0.701690701455	0.629714153811	0.660615754839	0.648815220553	0.632467314551	0.695232622667	0.570333856197	0.662891769548	0.688182265762	0.58495314469	0.650208961149	0.730721268239	0.638111235593	0.682545767581	0.679274144806	0.690523964806	0.662261067533	0.613947782017	0.626657919961	0.602251783034	0.597788526776	0.591991174804	0.633411599824	0.596714811653	0.598270911452	0.673803927555	0.604494301651	0.608207365577	0.625399932397	0.608558956159	0.586511324371	0.663265614681	0.676709408754	0.624198814407	0.584658506989	0.651591018374	0.662600016828	0.581883184005	0.580196553426	0.57594581277	0.561897986495	0.546371064309	0.612277620142	0.561197555801	0.547329002655	0.62000446939	0.682641351114	0.581307361842	0.600332175631	0.555240655422	0.606713807008	0.582302867757	0.631356217549	0.652301766462	0.702023111353	0.660188354708	0.670156605153	0.647120222383	0.627662819962	0.698216458158	0.707224504292	0.671944071469	0.655823546644	0.669647397276	0.665052688153	0.61706218046	0.661262357618	0.69302007329	0.719357432158	0.703080977605	0.676152125959	0.691302016563	0.690039198716	0.719847074745	0.72171970944	0.703830572116	0.694211706343
CS.290	0.712421779138	0.658897534709	0.696426182491	0.544923280921	0.643094179553	0.646148179571	0.579852966092	0.74385969547	0.641006508093	0.665093187827	0.668856993091	0.663036264276	0.627459528719	0.631925926667	0.688284031189	0.535489770707	0.57755217127	0.559449633458	0.604931183167	0.634413209576	0.59950070045	0.625086820563	0.639914426615	0.641751978969	0.570562295788	0.569285731064	0.556767750363	0	0.556096040834	0.584790570222	0.557797323216	0.545378439306	0.61395867453	0.599225387089	0.571679640353	0.627880256186	0.501712916693	0.503292262744	0.603700602592	0.55879757639	0.560493054527	0.66293271717	0.583978054916	0.500174038407	0.510342224811	0.525860052644	0.544401746243	0.591047220185	0.571828542445	0.526111344638	0.504695286308	0.505509063668	0.554826873891	0.603662702179	0.520632635769	0.512629569754	0.562645089739	0.519771818125	0.544695029504	0.546497904138	0.590031639466	0.608675742468	0.637054900034	0.596967367239	0.531174583915	0.600374142548	0.567367444573	0.664854332336	0.737861618978	0.592539994993	0.657191377406	0.609096676187	0.640543637746	0.656828998419	0.673958386635	0.67545761833	0.640730603876	0.691106590627	0.654188781097	0.707102858794	0.635566218844	0.700122232124	0.676610044628	0.657833813747	0.617956819212	0.628151583247	0.694410157921	0.674989147805	0.696658443979	0.721605077539	0.637741752553	0.709420917542	0.641517996123	0.642533617584	0.651799070172	0.660278139456	0.687849320782	0.574308488474	0.669362061463	0.64968634004	0.590962398988	0.644079668819	0.703129396585	0.644855106167	0.686492486159	0.606177709181	0.659684084043	0.636197808851	0.511190927668	0.585263449528	0.603022533096	0.576957068059	0.519762686254	0.589331482171	0.56548935478	0.576763489797	0.694808996601	0.573185736674	0.600622424311	0.634348252002	0.566411199097	0.507924931933	0.636963671657	0.640181884704	0.584904424413	0.574604329154	0.590839537935	0.630904127087	0.617294775363	0.600838838654	0.534502797959	0.476856027264	0.494339785059	0.603169580508	0.589262714752	0.512427578078	0.536203528267	0.635024495964	0.542426427529	0.555992337165	0.50086947915	0.555581089201	0.529481098491	0.612287919486	0.63699377192	0.654617644586	0.640292000874	0.631313950607	0.578220552631	0.553531700219	0.664706446454	0.700701684322	0.623351138644	0.648532915215	0.63772839223	0.637738931176	0.535894145012	0.594062445047	0.641284053115	0.667354978333	0.69095848825	0.628456610827	0.677414120912	0.663199359175	0.711188490497	0.681714755976	0.665754077394	0.629461972752
CS.301	0.620809228827	0.559869140108	0.608924561251	0.530641656249	0.550670175494	0.549542896589	0.532823539879	0.712036086419	0.552901694282	0.560579570954	0.691415534301	0.68446557775	0.588321635071	0.617674721063	0.620414165495	0.558005365852	0.4646106327	0.545479409943	0.648343045959	0.568303012505	0.487364406252	0.594501326736	0.717952359401	0.653179558545	0.625283470358	0.49761434884	0.583987991243	0.556096040834	0	0.714705975973	0.605096075051	0.59266907332	0.557998905664	0.501731413718	0.502150138655	0.564201807327	0.566145276791	0.556660643877	0.707219219386	0.546461505228	0.58290018057	0.680108751697	0.560833462841	0.561900819041	0.594443963602	0.583393481467	0.579732484547	0.60377491155	0.523384926819	0.538190868576	0.586613014816	0.566082557296	0.639845029611	0.586403529799	0.528203502067	0.51093258292	0.60439138971	0.571344138455	0.526674580743	0.556413447861	0.484326810051	0.543035926081	0.606994098955	0.645811128884	0.606397839222	0.540595873582	0.565144109074	0.683562642831	0.716702088657	0.535408175494	0.5878388422	0.59713572748	0.5654915943	0.576957979064	0.689945910777	0.584813337192	0.623374076007	0.586731868129	0.554503014826	0.635739012386	0.533659438942	0.617731355496	0.597132097198	0.567559456125	0.523520975366	0.514375084697	0.601945498451	0.572256227313	0.580873037874	0.622074415466	0.547120878807	0.680718089792	0.606663218359	0.567190457233	0.660918190094	0.575618259495	0.730178405414	0.618224682974	0.58261197066	0.682903116836	0.623505719988	0.594645814197	0.659202706929	0.616080329668	0.619324276426	0.637771642511	0.567948315559	0.667199591196	0.580323651388	0.595588785125	0.639262831134	0.539393832837	0.527235071419	0.614966577898	0.582102625817	0.540212274704	0.647031847481	0.640528995015	0.620652249132	0.679930817877	0.597084191168	0.58452798939	0.715271069295	0.679928520316	0.6472422668	0.6577731203	0.628224589735	0.575526295719	0.623291299641	0.622469991632	0.517344975399	0.520456931775	0.51545521367	0.504041078326	0.612927723032	0.540330815867	0.556638041065	0.709346631479	0.583953888648	0.589695902504	0.56367834601	0.519012618095	0.513491305122	0.644409276581	0.562944544927	0.573223578768	0.586485083879	0.658404599522	0.55945900938	0.557587826971	0.558151452219	0.605868365677	0.577715162111	0.616545148376	0.610653252852	0.559245753954	0.56793670736	0.570367422077	0.577901909131	0.659230724499	0.596674267372	0.558429835762	0.639613492441	0.551536158913	0.607376597318	0.666872406169	0.619959364685	0.544538476248
CS.269	0.736986950667	0.742334006052	0.77940550366	0.637917708437	0.738669579257	0.749544583876	0.700349315485	0.766752195111	0.719029800862	0.771122665972	0.709715928051	0.706683938465	0.721435795529	0.691317410599	0.765914536482	0.67382931249	0.693236375719	0.657491990448	0.640690637574	0.715851028043	0.725041756781	0.693399134062	0.642373752625	0.66012135285	0.570114593088	0.699507836379	0.666140364925	0.584790570222	0.714705975973	0	0.65451757326	0.655188426592	0.729749342173	0.751048268741	0.715399399155	0.736454261191	0.611363529619	0.60410482251	0.618909490567	0.710384861249	0.658735904936	0.693219329883	0.708533226248	0.603778080035	0.629018819967	0.697999159199	0.682987391665	0.700251014263	0.695053613731	0.686509359433	0.616177287768	0.594678225324	0.64797776865	0.71891049932	0.671569565075	0.676566932887	0.648101133099	0.657840424348	0.673058473595	0.68748050733	0.719306171611	0.717747629414	0.739091692445	0.646230851364	0.621968177596	0.750708978667	0.665931366932	0.686364419049	0.677937011276	0.714702925532	0.73057284718	0.736713617946	0.735178881406	0.738876234187	0.712922057348	0.774474005408	0.691961506393	0.789180215954	0.75978616659	0.781422628047	0.726200247094	0.768092027726	0.757046731172	0.741229644476	0.732169044057	0.740614983074	0.781613343191	0.756205975033	0.782682018591	0.780147079565	0.745673651724	0.751805226104	0.70039498185	0.73815557695	0.676667226172	0.729666873827	0.678470785643	0.667533213688	0.745623266582	0.622867002446	0.695766148092	0.729487534763	0.737243729586	0.717922997865	0.779135819225	0.653921852303	0.756393192619	0.654143263163	0.607731411085	0.630763073157	0.605490259066	0.676244254709	0.649721934371	0.6590248787	0.688270518938	0.707038987425	0.725954333738	0.602589052632	0.690612145407	0.668772654757	0.67023135376	0.643095732971	0.654834791889	0.673101476176	0.647618477034	0.589846226222	0.624515500655	0.721202830282	0.630293654275	0.659227604107	0.68540062006	0.630299401115	0.615584864229	0.741267722784	0.66772277381	0.678472549439	0.639264440974	0.624587140151	0.686076737792	0.649965237334	0.670843128835	0.716187644822	0.681025899207	0.703220469701	0.748864926617	0.765312052564	0.734882778615	0.682624272824	0.689920933261	0.685091507322	0.772282711925	0.75556906395	0.712739363184	0.719827516184	0.723364760494	0.752137079068	0.644534754849	0.701784407692	0.721187549506	0.730659372375	0.781213361145	0.715986500544	0.730601777521	0.763638643967	0.79665228326	0.749730646091	0.764507488876	0.738767736462
CS.375	0.69575735881	0.60407534593	0.650391110156	0.57966629134	0.592921740662	0.588200608711	0.541682909639	0.694202310372	0.626097529577	0.621255789944	0.646116000131	0.610969599277	0.568930223115	0.568050308397	0.640909509367	0.592598899708	0.613349882121	0.546825701825	0.606134427479	0.610017125036	0.57902296398	0.594680816587	0.655125830897	0.614445442358	0.60145248238	0.5256247465	0.600218582033	0.557797323216	0.605096075051	0.65451757326	0	0.553424926435	0.601287663724	0.585484510056	0.539055275194	0.57635404046	0.575724851908	0.553239488034	0.661303083911	0.543704505615	0.565400595896	0.645277265612	0.590023300148	0.542375451794	0.590948393799	0.588722371339	0.613206436576	0.576887938453	0.611770889177	0.576949281329	0.559798016002	0.555245527361	0.564928476358	0.572830834834	0.564666180182	0.545000596261	0.506653209633	0.5776475367	0.572754158318	0.580881595719	0.595478857722	0.54591307726	0.572535902239	0.628373164501	0.562966568478	0.58376077335	0.558510774297	0.5670656085	0.65148143775	0.579736361292	0.576473225749	0.548563552503	0.559172471368	0.597707172215	0.599950082488	0.64921774535	0.599417417435	0.67092844511	0.606622849873	0.66852273134	0.640411191911	0.689681074632	0.641599140091	0.608934528772	0.571226203585	0.571634533873	0.654827377525	0.623985466978	0.665239042004	0.651750005601	0.558019005349	0.661787013019	0.58521731296	0.578646997414	0.594249217049	0.622706199944	0.631769319607	0.577805187579	0.629812649509	0.58932123333	0.604818232659	0.62025015189	0.628475841521	0.608003040055	0.650305449928	0.565845536269	0.603445385717	0.565282605777	0.516263908336	0.5399136397	0.60352918281	0.544802360076	0.502247341005	0.603154365178	0.582205642085	0.579413605278	0.631300389614	0.579311993937	0.597043721875	0.620608873113	0.586209600685	0.581582010259	0.654566758408	0.546807631242	0.522847654842	0.624526930683	0.542272474317	0.568276590564	0.58861685022	0.58930392303	0.555585527619	0.574777686571	0.558872824952	0.556646683438	0.583203573717	0.581225320959	0.563484075258	0.638312183684	0.576474639288	0.578950686924	0.575827344923	0.535919778381	0.567773467392	0.584231391469	0.586632471504	0.632105757091	0.557053612067	0.641095529343	0.540867179242	0.542086088196	0.628097131269	0.631990888267	0.579586365911	0.608407455792	0.586613239642	0.598147892099	0.591745972304	0.555931211427	0.572378356867	0.621957587728	0.649789604126	0.590669338846	0.607280744048	0.594850832552	0.664691178432	0.613556642915	0.629820646246	0.573853682771
CS.374	0.688588316297	0.664233327853	0.681641501422	0.563997530404	0.658925628615	0.653187831722	0.591092001491	0.706308103449	0.621002816262	0.669115601263	0.69205272226	0.647077131395	0.6311921865	0.630817977321	0.693614053037	0.556920043629	0.613740582774	0.586626488268	0.634345921481	0.648526595678	0.63344945187	0.632108143393	0.624534285062	0.679171967809	0.619391226179	0.608683781426	0.617129925921	0.545378439306	0.59266907332	0.655188426592	0.553424926435	0	0.618801210315	0.654523208906	0.612111975816	0.622615939	0.550817982949	0.537983379342	0.624012694137	0.594397084023	0.573437206374	0.629039892232	0.573888754549	0.518802998396	0.559066578851	0.54631413856	0.603702550131	0.592107650892	0.623122669166	0.568774206525	0.548799639965	0.555785231034	0.570015683022	0.636567852215	0.540963196312	0.537793994684	0.603830227935	0.565688938563	0.554429763801	0.576316693716	0.595470458302	0.628889212961	0.633051975327	0.574141155608	0.56103499417	0.657952954927	0.581277552058	0.645513347119	0.727035067093	0.620312461343	0.64319596225	0.627171602664	0.654217744026	0.643165590083	0.659022693761	0.664190259245	0.649358060389	0.68484386406	0.653371141383	0.677327535613	0.644268282876	0.691741051198	0.659941569101	0.656615700444	0.656974367071	0.625358778664	0.692150938962	0.663961838608	0.680169797954	0.680656337171	0.635308887769	0.699406971199	0.648716889893	0.642074689029	0.650249046262	0.644630813152	0.696605233474	0.581999097278	0.656926382701	0.658601987328	0.586603191766	0.650899631363	0.668226650756	0.624184791281	0.678434053414	0.616283513775	0.660418113593	0.621472547566	0.564059538961	0.629857426148	0.610707277	0.613610052719	0.553499084398	0.601008981211	0.588309152627	0.559316070979	0.645923689083	0.571899347875	0.603214065405	0.653420037258	0.607189833184	0.543494405572	0.630768362427	0.641061772404	0.596910062016	0.576604315411	0.616797209377	0.638919692215	0.605204452473	0.587635618477	0.550675970199	0.517881888762	0.542498044322	0.611281329928	0.575283462832	0.571147483263	0.549970112145	0.608035662525	0.567088970053	0.577648468128	0.584119813534	0.571923866224	0.541737842007	0.600852116359	0.65050833589	0.674922919026	0.631565752637	0.646444186776	0.619007387332	0.62943118816	0.677997853247	0.685724567718	0.658964308933	0.651380562117	0.647068128834	0.661080419796	0.572004532834	0.633315165068	0.666364997592	0.678973496801	0.68799866434	0.646469085614	0.674644701724	0.647163788363	0.693205079182	0.6691847178	0.680498360125	0.623820486434
CS.232	0.563858788711	0.551060992625	0.59519432061	0.590410870465	0.50900916494	0.562559175912	0.577509430928	0.635186776856	0.504795962751	0.559756856733	0.644645692565	0.631419655243	0.560698537932	0.55514859549	0.581787033122	0.567397502809	0.554068477451	0.580109283975	0.602832058494	0.542456183957	0.558762561046	0.487598359882	0.698600933711	0.695398894961	0.663847138238	0.599283971809	0.611418639619	0.61395867453	0.557998905664	0.729749342173	0.601287663724	0.618801210315	0	0.574680653591	0.518560978016	0.590248898557	0.632317360419	0.619193726865	0.72352069749	0.55665271544	0.507194667933	0.643015914916	0.46353620181	0.613648675992	0.674268245314	0.597439978301	0.608472178976	0.559150737885	0.56117935961	0.561085319011	0.617103788518	0.608333551423	0.644376584511	0.550788693783	0.590784754742	0.550079904992	0.601323200639	0.571305940509	0.56973227786	0.570923874149	0.555225801879	0.553740590742	0.571916895754	0.685438753592	0.657102144384	0.572137273184	0.609685887448	0.668270730323	0.723931692034	0.586343891261	0.571186104028	0.587007502911	0.575553241908	0.541261134074	0.639840089232	0.543229492743	0.556747277949	0.559360343176	0.55688427336	0.565043887132	0.545134847097	0.559025492128	0.538985074013	0.570598230272	0.520259618085	0.544433734414	0.562864070531	0.539885821399	0.554381557693	0.592650507487	0.532360095045	0.605971642246	0.533356395516	0.521258210533	0.597868191615	0.492216875338	0.678548504512	0.533609731545	0.470414494279	0.668336268861	0.576547549132	0.543392973099	0.629063951179	0.603212624168	0.517100637959	0.649716338821	0.545913440368	0.666420445631	0.653994169653	0.652680295099	0.625013327415	0.562973560402	0.578091345306	0.595758764234	0.505244315414	0.562433871778	0.466943378104	0.634502949283	0.552886397744	0.627387624472	0.549015359309	0.632526443548	0.746091958688	0.634657668838	0.643003821219	0.659671890571	0.641959304141	0.569558084957	0.547164237833	0.570960990965	0.555067241711	0.601669380598	0.618520257819	0.514871867178	0.562722125921	0.588393752175	0.58463791583	0.675007964409	0.584449945761	0.659888418954	0.574624149433	0.56438302526	0.574606756187	0.605993989678	0.560206804114	0.545784097942	0.581461040516	0.703623644252	0.604484658005	0.601147101527	0.546441635433	0.57055657336	0.597746946741	0.588586762687	0.618854371098	0.590185869993	0.63129272381	0.644261935255	0.575432190469	0.639953201613	0.552961186384	0.541267428649	0.587082113513	0.53907845103	0.570492314016	0.631713222011	0.582992606466	0.538875653697
CS.380	0.635784201329	0.509238528948	0.535622026526	0.59841714433	0.504287495929	0.468301628924	0.580833019238	0.69780066151	0.588531080315	0.474622455322	0.655892705497	0.645404485702	0.527708415614	0.582521173452	0.53259396906	0.599657450392	0.473677689423	0.563860873604	0.698935249061	0.579863521994	0.452449614289	0.580466087704	0.735981052143	0.672566833159	0.682814778134	0.477708667245	0.648303356617	0.599225387089	0.501731413718	0.751048268741	0.585484510056	0.654523208906	0.574680653591	0	0.458232284469	0.490043743676	0.638486202017	0.60470766082	0.735368172264	0.528954784129	0.628661421361	0.697833156602	0.600672118167	0.61313647718	0.642859469101	0.623555280969	0.628816867673	0.595755747305	0.55953704083	0.54640552672	0.632651911689	0.598933124081	0.654252412521	0.553773105495	0.600108389375	0.571051144272	0.605753690794	0.58301376751	0.593335542773	0.594544013193	0.527832633336	0.50490993588	0.520407200624	0.694074699503	0.656826554912	0.461311040843	0.573637265419	0.668704431723	0.749429737276	0.482645007266	0.536276971012	0.539084576774	0.489801719195	0.528011543474	0.642503187915	0.539185192206	0.619473092272	0.538931373717	0.484383127768	0.591512776527	0.544849971715	0.596399209403	0.523355612714	0.517606129386	0.46481734303	0.487114979676	0.522733403439	0.523695913284	0.523457318803	0.572037102205	0.512135095227	0.617798014299	0.563598625217	0.51134595102	0.629940823967	0.564858684549	0.664723493312	0.65140750255	0.557018130811	0.689749233768	0.656541238971	0.58056782995	0.58346321789	0.582090372337	0.544644489164	0.642723400379	0.478366825159	0.68514950516	0.620919356911	0.574600464528	0.687401312348	0.531972764494	0.524837561009	0.638365506521	0.57464640368	0.602155135224	0.638910898138	0.671190184873	0.641005589996	0.68780734088	0.586765633552	0.648819477104	0.76276167436	0.627341296056	0.649779695906	0.71920597428	0.596395517932	0.523026884411	0.658308705623	0.65655871785	0.541575620912	0.603159342984	0.587438195641	0.463253023987	0.642188461049	0.573639616994	0.589187695188	0.734456038434	0.619631955826	0.604927633085	0.585795870227	0.508882390126	0.553093760689	0.653692030119	0.474730195394	0.470749128977	0.540242043721	0.665888448033	0.5034390939	0.522956576619	0.483751958994	0.528769181033	0.527805159494	0.555505904587	0.525814281081	0.499738741928	0.608321463851	0.520021987083	0.51358514462	0.557847896683	0.521427369934	0.495496488331	0.571381979737	0.478601043642	0.551208341397	0.556264430069	0.51793518909	0.514654577232
CS.126	0.621742091082	0.51342417439	0.557980950747	0.574418924756	0.490116273839	0.474225906441	0.52032531896	0.69899188571	0.576580410319	0.502940990295	0.649892388305	0.62123519222	0.538408620813	0.554591531005	0.526303007971	0.541744191226	0.49453401939	0.525766294368	0.655772417545	0.575367435172	0.435596733403	0.551327489386	0.707439444621	0.632943303835	0.634474451487	0.461425012325	0.620272079224	0.571679640353	0.502150138655	0.715399399155	0.539055275194	0.612111975816	0.518560978016	0.458232284469	0	0.494174155348	0.58981461193	0.545790698674	0.713095141561	0.496087078046	0.57262501379	0.695612850944	0.55645259045	0.553441590319	0.628550895092	0.56491629721	0.594184299798	0.560786466984	0.51850057953	0.527383212978	0.580386179182	0.543577613157	0.590256859298	0.519239036614	0.53228749643	0.520021364912	0.534347284908	0.554247800749	0.549090606434	0.551852840886	0.520103627056	0.481737418071	0.528644794978	0.661083245947	0.596670412062	0.463295700811	0.540144230515	0.60875231582	0.677332547927	0.483307131013	0.512526065609	0.544349034911	0.482320446236	0.516274723156	0.632867021886	0.526634561666	0.587748137574	0.536291057611	0.494633245388	0.601893766491	0.551104107574	0.615177226398	0.543586990576	0.514018059889	0.448730900135	0.467074838112	0.540253854429	0.533502105925	0.5382275023	0.561076596796	0.480954954756	0.624035865601	0.543559822921	0.51169015511	0.594501792626	0.551469531556	0.676424227253	0.615190787875	0.552050696708	0.640630256903	0.607719398354	0.575365034883	0.593563572355	0.580134864072	0.559699088986	0.567688684961	0.475290633742	0.621359793485	0.580435122274	0.516892436368	0.646895017306	0.497874053429	0.47236106826	0.59762934111	0.537158032934	0.56484781846	0.597237178565	0.604324676052	0.615886697678	0.651568243604	0.564286565927	0.60335952873	0.731034888173	0.583140845341	0.591385691215	0.680258606378	0.584557029029	0.505710698232	0.609283521587	0.625857575505	0.493218106219	0.560276583102	0.556233224994	0.429396577442	0.613218184447	0.556825053337	0.538313315108	0.673851172643	0.560792903505	0.589224053919	0.556424365574	0.445022937173	0.515626644049	0.596498929366	0.485245070097	0.497566094858	0.524513726527	0.650369835198	0.491136714605	0.504417974845	0.497998883193	0.533472640129	0.528391171788	0.551704065838	0.538269243182	0.495308838313	0.585985892422	0.502327013271	0.500815008865	0.563593872479	0.532452418289	0.459577333462	0.552943480427	0.483904215352	0.570927809947	0.580515290104	0.509144878701	0.494565530605
CS.203	0.650741300102	0.490109531602	0.526836728016	0.611274157219	0.502218768351	0.465647337836	0.552781902517	0.687010583772	0.627201229133	0.50685441976	0.623582855263	0.607500225536	0.508095834608	0.595210819023	0.553595181158	0.628880418768	0.578921142302	0.583565035244	0.70014836168	0.589026010882	0.514852776955	0.580612144208	0.738469689781	0.66723237938	0.659998958041	0.46676813679	0.660264712324	0.627880256186	0.564201807327	0.736454261191	0.57635404046	0.622615939	0.590248898557	0.490043743676	0.494174155348	0	0.628589054668	0.619286834698	0.737466442463	0.531090890876	0.625762623595	0.68576473775	0.602352593664	0.621151562607	0.653127333818	0.633012846267	0.658533872987	0.615187925265	0.612779551241	0.594951815008	0.647323029438	0.636840667907	0.669125188853	0.597700976364	0.626569420211	0.606102001107	0.612577187382	0.627329057247	0.623487815807	0.642977017328	0.58670075533	0.51778487731	0.504127303727	0.686949183515	0.654493232261	0.506135681499	0.563146921588	0.657611946585	0.753497414551	0.54272769624	0.511311431406	0.547553452788	0.524255740413	0.540051950663	0.624918288469	0.550635258556	0.605681867858	0.587287514191	0.521514993531	0.602649423221	0.604707210418	0.631108081027	0.56467131243	0.536485947945	0.503349455288	0.501208586677	0.543303706087	0.545955776912	0.55186897766	0.543937831749	0.525298235446	0.586246069381	0.552270072725	0.498285767323	0.580036418081	0.604266209817	0.620113953478	0.656107750406	0.586067600197	0.690243237698	0.639605463634	0.560712535835	0.590622800259	0.537681779282	0.545474378067	0.636920735304	0.49048960525	0.650600000043	0.641158072344	0.586447007947	0.6715194243	0.564516836599	0.548163780185	0.674499070139	0.601388810337	0.60344346777	0.64028298314	0.676486480634	0.606182187705	0.701489912285	0.597430355328	0.633008636918	0.751595793352	0.622554810142	0.621010579325	0.70407065831	0.590743343481	0.459157026584	0.626909659225	0.639222467363	0.573008167699	0.597573750913	0.593757383647	0.483648868721	0.639985081015	0.599433745443	0.610862283881	0.731569968358	0.635867422229	0.642061675658	0.635673537529	0.500501921695	0.594728005059	0.632000531467	0.510195632578	0.527809134163	0.531883609299	0.723699474518	0.516866928229	0.539975573735	0.518657551029	0.544580747317	0.552975149766	0.556806910013	0.569814842061	0.47393048381	0.636169609181	0.519069414935	0.509069493887	0.545879098609	0.531006166175	0.543890762208	0.579413913645	0.478214952559	0.567180644096	0.573711263319	0.526399430299	0.532230780462
CS.282	0.706344858219	0.671792501355	0.712623033209	0.54621365826	0.665825426797	0.658341846185	0.593846086623	0.759624060601	0.639777386895	0.683614176905	0.695150186062	0.689055024178	0.659407357316	0.645107078805	0.706105937859	0.571461863508	0.602692479682	0.578397422176	0.603270944158	0.650005750901	0.601366727335	0.629414497645	0.64797941603	0.62059088166	0.554951443533	0.578875166054	0.592580383477	0.501712916693	0.566145276791	0.611363529619	0.575724851908	0.550817982949	0.632317360419	0.638486202017	0.58981461193	0.628589054668	0	0.480710552285	0.621174658827	0.557665046343	0.571965792018	0.630821767852	0.576911081107	0.519002151678	0.523298972232	0.531858564394	0.542786184878	0.623947337214	0.587984595732	0.555229118132	0.509210889594	0.523762015913	0.59432252775	0.634257580558	0.524299280625	0.514641308279	0.550643154067	0.531011030339	0.537679167174	0.589911004514	0.623734627036	0.624987092684	0.650759633631	0.620007724827	0.556724204093	0.640861455445	0.588825752416	0.679572673274	0.72586369921	0.608696613833	0.665127447402	0.629750689972	0.667676575389	0.67843858551	0.713083937265	0.681150426023	0.670078019541	0.692778137611	0.659820865982	0.713139580313	0.639057271653	0.699706696899	0.67675950648	0.663751751083	0.627177300082	0.654629054136	0.69941831832	0.670901655589	0.689586643561	0.711572622826	0.663703871175	0.712032124175	0.649635314488	0.626927644945	0.672186963613	0.67583855954	0.716795282139	0.573929006044	0.65570333583	0.668354664946	0.612554061255	0.670059421554	0.712425527257	0.641279994235	0.709418809854	0.618390719376	0.66673928314	0.622640810974	0.535246184828	0.589796982939	0.604265627051	0.5693906188	0.554805440657	0.584895183541	0.599223336242	0.57749390911	0.693625384923	0.596855454461	0.63985208919	0.623329454208	0.612756478426	0.504767368351	0.64548075673	0.64833750998	0.560362887215	0.579959932729	0.593900450856	0.650991959602	0.606385493289	0.605764582329	0.521097714822	0.443730217451	0.482596634283	0.621731221584	0.587402726693	0.560833385565	0.521720031764	0.642595171729	0.536506763429	0.601867235635	0.51836550048	0.583254806946	0.537766360658	0.605864058451	0.6745029621	0.682695512526	0.66883205128	0.660732081784	0.599138523088	0.60374488639	0.684721397444	0.698982421727	0.659324965824	0.66733922471	0.664764188388	0.662307415887	0.546912200467	0.618494833656	0.649929099991	0.670315075129	0.688527179229	0.653175014114	0.686146790911	0.652437603456	0.725741216468	0.700809553911	0.679102251474	0.634728331064
