g__Methanobrevibacter	k__Bacteria	g__Actinomyces	g__Bifidobacterium	g__Corynebacterium	g__Olsenella	f__Coriobacteriaceae	g__Collinsella	g__Senegalimassilia	f__Eggerthellaceae	g__Eggerthella	g__Enterorhabdus	g__Gordonibacter	g__Slackia	o__Thermoleophilales	f__Bacteroidaceae	g__Bacteroides	f__Barnesiellaceae	g__Barnesiella	f__Muribaculaceae	g__Butyricimonas	g__Odoribacter	f__Prevotellaceae	g__Massiliprevotella	g__Paraprevotella	g__Prevotella	g__Prevotellamassilia	f__Rikenellaceae	g__Alistipes	f__Tannerellaceae	g__Parabacteroides	f__Sphingobacteriaceae	g__Elusimicrobium	p__Firmicutes	g__Gemella	f__Bacillaceae	f__Thermoactinomycetaceae	g__Granulicatella	g__Enterococcus	g__Lactobacillus	g__Weissella	g__Lactococcus	g__Streptococcus	o__Clostridiales	g__Colidextribacter	g__Flavonifractor	g__Flintibacter	g__Howardella	g__Intestinimonas	g__Pseudoflavonifractor	f__Christensenellaceae	f__Clostridiaceae	g__Butyricicoccus	g__Clostridium	g__Hungatella	f__Clostridiales.Family.XIII..Incertae.Sedis	g__Ihubacter	g__Mogibacterium	f__Defluviitaleaceae	f__Eubacteriaceae	g__Eubacterium	f__Gracilibacteraceae	f__Lachnospiraceae	g__Anaerosporobacter	g__Anaerostipes	g__Blautia	g__Butyrivibrio	g__Coprococcus	g__Cuneatibacter	g__Dorea	g__Eisenbergiella	g__Fusicatenibacter	g__Hespellia	g__Lachnobacterium	g__Lachnoclostridium	g__Lachnospira	g__Muricomes	g__Parasporobacterium	g__Pseudobutyrivibrio	g__Robinsoniella	g__Roseburia	g__Tyzzerella	f__Oscillospiraceae	g__Oscillibacter	f__Peptococcaceae	f__Peptostreptococcaceae	g__Intestinibacter	g__Paeniclostridium	g__Romboutsia	g__Terrisporobacter	f__Ruminococcaceae	g__Acutalibacter	g__Anaeromassilibacillus	g__Caproiciproducens	g__Drancourtella	g__Faecalibacterium	g__Gemmiger	g__Negativibacillus	g__Ruminiclostridium	g__Ruminococcus	g__Sporobacter	g__Subdoligranulum	f__Erysipelotrichaceae	g__Catenibacterium	g__Erysipelatoclostridium	g__Holdemanella	g__Holdemania	g__Longibaculum	g__Turicibacter	g__Phascolarctobacterium	g__Megamonas	g__Propionispira	g__Allisonella	g__Dialister	g__Megasphaera	g__Veillonella	g__Fusobacterium	o__Victivallales	f__Victivallaceae	g__Victivallis	f__Kiloniellaceae	g__Delftia	g__Duodenibacillus	g__Parasutterella	g__Sutterella	f__Desulfovibrionaceae	g__Desulfovibrio	f__Succinivibrionaceae	g__Succinivibrio	o__Enterobacterales	f__Enterobacteriaceae	g__Haemophilus	f__Spiroplasmataceae	g__Akkermansia
T.CS.123	1.68157664626354e-05	0.0553575031949956	0.000403578395103249	0.00929911885383736	0.000134526131701083	0.00411986278334566	0.000353131095715343	0.107856326091343	0.0179592385820946	0.0127799825116029	0	0.00205152350844151	0	0.00211878657429206	0.00395170511871931	0	0.0349263469428937	0.00617138629178718	0	0	0.000420394161565884	0.00068944642496805	0.0874588013721666	0.00514562453756642	0	0.125798748906975	0.000134526131701083	0.000924867155444945	0.000336315329252707	0.00216923387367996	0.00110984058653393	0	0	1.68157664626354e-05	0	0	0.00184973431088989	1.68157664626354e-05	0.00021860496401426	0.00411986278334566	1.68157664626354e-05	1.68157664626354e-05	0.000672630658505415	0.011434721194592	0	6.72630658505415e-05	0.00321181139436336	0	0.00047084146095379	0.000117710365238448	0	6.72630658505415e-05	0.00127799825116029	0.00390125781933141	0.00324544292728863	0.000554920293266967	0.000672630658505415	0.00112665635299657	0.000100894598775812	0.000588551826192238	0.0318322459137688	0	0.0266193583103518	0.000386762628640613	0.00102576175422076	0.0277123831304231	0	0.019691262527746	0	0.00435528351382256	0.000100894598775812	0.00193381314320307	0.000168157664626354	0	0.0049438353400148	1.68157664626354e-05	0.000168157664626354	0.0010930248200713	0	0	0.0125109302482007	0.00021860496401426	0.000571736059729602	0.00438891504674783	0.000168157664626354	0	0.000487657227416426	0	0.00334633752606444	8.40788323131768e-05	0.00186655007735253	0.00021860496401426	0	0.000117710365238448	0	0.0630591242348826	0.0257449384542947	0	0.00534741373511805	0.0899307190421739	0.00181610277796462	0.000252236496939531	0.0021860496401426	0.0174883971211408	5.04472993879061e-05	0.0222808905629919	1.68157664626354e-05	3.36315329252707e-05	0.000857604089594404	0.021860496401426	0.0333792964283312	0.000151341898163718	0.000369946862177978	0.0131162978408556	6.72630658505415e-05	0.00168157664626354	3.36315329252707e-05	0	1.68157664626354e-05	0	0	0	0	0.000235420730476895	0.0178583439833188	0.00164794511333827	0.000134526131701083	0	0.000235420730476895	0.00348086365776552	0.0101062756440439	0.00105939328714603	3.36315329252707e-05	0
T.CS.130	0.0342670655425619	0.0496851530302713	0.000292880902073178	0.0248739566117864	2.09200644337985e-05	0.0100207108637895	0.00117152360829271	0.0190790987636242	0.00525093617288341	0.00127612393046171	0	0.00269868831196	0	0.000878642706219535	0.0040584925001569	0.000564841739712558	0.0128449195623523	0	0.000920482835087132	0	6.27601933013954e-05	0.00123428380159411	0.0128867596912198	0	0	0.177695027300684	0.0365264325014121	0.00560657726825799	0.00054392167527876	0	0.00374469153364992	0.00311708960063597	0	0.00259408798979101	0	0.000188280579904186	0.0014225643814983	2.09200644337985e-05	0	0.0157946486475178	0	0	0.0219451475910546	0.0138281625907408	0	2.09200644337985e-05	0.00221752682998264	0.000774042384050543	0.000836802577351938	0.000230120708771783	4.18401288675969e-05	0.00447689378883287	0.00665258048994791	0.0274262044727098	0.00165268509027008	0.00165268509027008	0.000690362126315349	0.000104600322168992	0.0180958557352357	0.00564841739712558	0.0152507269722391	0.000502081546411163	0.0387857994602623	0.000376561159808372	0.000794962448484341	0.0319449383904102	0	0.0196857806322043	0.00027196083763938	0.0113805150519864	2.09200644337985e-05	0.00269868831196	0.000292880902073178	0	0.00299156921403318	0.00248948766762202	0.000104600322168992	0.000188280579904186	0.0014016443170645	0.00104600322168992	0.0146858852325265	0.000878642706219535	0.00234304721658543	0.00642245978117613	0.000355641095374574	0.00054392167527876	0.0013598041881969	0	0.0290998096274137	0.000188280579904186	0.0200414217275789	0.000188280579904186	0	0.000690362126315349	0	0.056254053262484	0.016819731804774	0.000230120708771783	0.00301248927846698	0.0795590050417355	0.00152716470366729	0.000836802577351938	0.00213384657224744	0.0218614673333194	0	0.00882826719106295	0	0	4.18401288675969e-05	0.00102508315725612	2.09200644337985e-05	0	0.000188280579904186	0.0273216041505408	2.09200644337985e-05	0.000794962448484341	4.18401288675969e-05	0.000313800966506977	0.00824250538691659	0.000523001610844961	0	0.000104600322168992	0.00962322963954729	2.09200644337985e-05	0.000209200644337985	6.27601933013954e-05	0.00426769314449489	0	0.000564841739712558	0.000230120708771783	0.00104600322168992	0.000251040773205581	0.00188280579904186	0.000125520386602791
T.CS.161	0.00116799133977153	0.00894510440703074	0.000199413155570749	0.00113950374611857	5.69751873059283e-05	0.000199413155570749	0	0.0250121072273025	0.00364641198757941	0.000683702247671139	5.69751873059283e-05	0.00239295786684899	0	0.000769165028630032	0.00102555337150671	8.54627809588924e-05	0.105745947639803	0.0100276329658434	5.69751873059283e-05	0.00734979916246475	0.000427313904794462	0.00082614021593596	0.00179471840013674	2.84875936529641e-05	0.00148135486995414	0.058798393299718	0.0015098424636071	0.000455801498447426	0.00376036236219127	0.000370338717488534	0.00210808193031935	0.00663760932114064	0.000655214654018175	0.000797652622282996	2.84875936529641e-05	0	0.00216505711762527	0	0.000170925561917785	0.00834686494031849	0.000142437968264821	0.0023074950858901	0.00188018118109563	0.0231034384525539	0.000769165028630032	0	0.00267783380337863	0.000170925561917785	0.000313363530182605	0	0.000256388342876677	0.000940090590547816	0.00247842064780788	0.00854627809588924	0.00381733754949719	0.000911602996894852	0.00139589208899524	0.00185169358744267	0.00435860182890351	0.00424465145429166	0.0212517448651112	0.000113950374611857	0.0478591573369797	0.000199413155570749	0.00239295786684899	0.0441557701620944	0.015867589664701	0.0264364869099507	0.000142437968264821	0.00780560066091217	2.84875936529641e-05	0.00407372589237387	0.00048428909210039	0	0.022277298236618	0.00487137851465687	0.000113950374611857	0.00125345412073042	0	0.000284875936529641	0.0380024499330542	0.0023074950858901	0.00102555337150671	0.00774862547360624	0	0	0.00344699883200866	0	0.0152978377916417	5.69751873059283e-05	0.0123066404580805	0.000997065777853745	0	5.69751873059283e-05	0	0.117938637723272	0.00948636868643706	0.00048428909210039	0.00133891690168931	0.0873144745463351	0.00233598267954306	0.00131042930803635	0.0229325128906361	0.011110161524656	0.000284875936529641	0.0125345412073042	8.54627809588924e-05	5.69751873059283e-05	0.00102555337150671	0.0082614021593596	8.54627809588924e-05	0	0.000199413155570749	0.00626727060365211	0.000712189841324103	0.000142437968264821	0.0015098424636071	0	0.0022220323049312	5.69751873059283e-05	0.000626727060365211	0	0.00415918867333276	0	0.00697946044497621	0.000170925561917785	0.000769165028630032	0.00145286727630117	0.0295701222117768	0.00361792439392645	0.00726433638150585	0.00202261914936045	0.0312508902373017	0.000512776685753354
T.CS.139	0.000433572178357902	0.0187462918168956	0.000136917530007759	0.000114097941673132	3.42293825019397e-05	0.00163160056592579	0.00038793300168865	0.0159965314225731	0.00303500524850532	0.00135776550591027	0	0.00110675003422938	0	0.00222490986262608	0	0.0025900232759801	0.017593902605997	0.00405047692939619	0	0.00261284286431473	0.000125507735840445	5.70489708365661e-05	0.0400027383506002	0.00295513668933412	4.56391766692529e-05	0.22341517959016	9.12783533385058e-05	0.000136917530007759	3.42293825019397e-05	0.00222490986262608	0.000125507735840445	0.00879695130299849	1.14097941673132e-05	0.000102688147505819	0	0.000627538679202227	0.00262425265848204	0	5.70489708365661e-05	0.00332025010268815	0.000273835060015517	0.000228195883346264	0.00285244854182831	0.0271667199123728	0.00188261603760668	0	0.00201953356761444	0.000308064442517457	0.00140340468257953	0.000296654648350144	0.000205376295011638	0.00209940212678563	0.00434713157774634	0.0155743690383825	0.00678882752955137	0.000627538679202227	0.00159737118342385	0	0.00335447948519009	0.000775866003377299	0.0206289078545023	4.56391766692529e-05	0.0332139108210488	0.000581899502532974	0.00415316507690201	0.0144219798274839	0.0406987357948063	0.00852311624298298	6.84587650038793e-05	0.0125507735840445	3.42293825019397e-05	0.00166582994842773	0.000296654648350144	4.56391766692529e-05	0.00626397699785496	0.00363972433937292	0.00183697686093743	0.0010382912692255	0.00217927068595683	0.000912783533385058	0.0306581169275706	0.000182556706677012	0.00239605677513578	0.00993793071972982	0.000262425265848204	3.42293825019397e-05	0.0156656473917211	5.70489708365661e-05	0.0184268175802109	0.00367395372187486	0.019305371731094	0.000570489708365661	0	4.56391766692529e-05	0	0.059593354935877	0.00791839715211538	0.00165442015426042	0.0025900232759801	0.0504541098078591	0.0037081831043768	0.000821505180046552	0.00373100269271142	0.00465519602026379	2.28195883346264e-05	0.0389986764638766	1.14097941673132e-05	1.14097941673132e-05	0.00325179133768427	0.000251015471680891	1.14097941673132e-05	1.14097941673132e-05	0	0.0253753822281046	0	0.00162019077175848	2.28195883346264e-05	0	0.000695997444206107	5.70489708365661e-05	0	0	0.0136118844416047	0.000171146912509698	1.14097941673132e-05	2.28195883346264e-05	0.00159737118342385	0.000125507735840445	0.0468942540276573	0.0256378074939528	0.00765597188626717	0.00575053626032586	0.00157455159508922	7.98685591711925e-05
T.CS.159	0.00566690062127947	0.00746055265278536	0.000519899139566924	0.00111778315006889	5.19899139566924e-05	0.00215758142920273	0.00733057786789363	0.038966440510541	0.0170526917777951	0.0075385375237204	7.79848709350386e-05	0.0240193402479919	0	0.00293743013855312	2.59949569783462e-05	0.000103979827913385	0.0078764719644389	0.0224076529153344	7.79848709350386e-05	0.000519899139566924	0	0.000181964698848423	0.00280745535366139	0.000493904182588578	0.000337934440718501	0.0496243728716629	0.00304140996646651	0.00306740492344485	0.000285944526761808	0.00109178819309054	0.000675868881437001	0.000103979827913385	0.0231355117107281	0.00127375289193896	0	0.000701863838415347	0.0153110296602459	0	7.79848709350386e-05	0.00116977306402558	0	0.000155969741870077	0.000129974784891731	0.0388364657256492	0.00670669890041332	0	0.00779848709350386	0	0.00132574280589566	0.000805843666328732	0.000701863838415347	0.0199381320023915	0.00220957134315943	0.00332735449322831	0.00137773271985235	0.00075385375237204	0.00103979827913385	0.00257350074085627	0.00743455769580701	0.0169487119498817	0.0256310275806494	0.000779848709350386	0.0329876004055213	0.000181964698848423	0.00106579323611219	0.0122956146507578	0	0.00717460812602355	5.19899139566924e-05	0.00501702669682082	0	0.00114377810704723	0.000675868881437001	0	0.00392523850373028	0.000467909225610232	0.00054589409654527	0.000571889053523616	0.000103979827913385	0.002027606644311	0.00735657282487198	0.000415919311653539	0.00400322337466531	0.0144531960799605	0.0057968754061712	0	0.000285944526761808	0	0.00122176297798227	0.000181964698848423	0.103823858171515	0.00054589409654527	0	0	0	0.0964932803036211	0.0152850347032676	7.79848709350386e-05	0.000467909225610232	0.0331695651043698	0.0259689620213679	0.000649873924458655	0.0092282097273129	0.0105279575762302	0.000103979827913385	0.010735917232057	5.19899139566924e-05	2.59949569783462e-05	0.000389924354675193	0.00987808365177156	0.00340533936416335	0.000701863838415347	0	0.012087654994931	0	2.59949569783462e-05	0	7.79848709350386e-05	0.00389924354675193	0.000103979827913385	0.000285944526761808	7.79848709350386e-05	0.00176765707452754	0.000649873924458655	0.00296342509553147	0.000103979827913385	0.000441914268631885	7.79848709350386e-05	0.00116977306402558	0.00103979827913385	0.0072006030830019	0	0.00200161168733266	0.000181964698848423
T.CS.121	0	0.000352750653390415	0.000304648291564449	1.60341206086552e-05	4.81023618259657e-05	0	0	0.0409832122757227	0.0214696874949893	0.00036878477399907	3.20682412173104e-05	3.20682412173104e-05	0.000593262462520243	0	1.60341206086552e-05	8.01706030432761e-05	0.0557346032356855	0	0.0015392755784309	0.0355636795099973	0.000481023618259657	0.00650985296711402	0.0365417608671252	1.60341206086552e-05	0	0.170923725688265	3.20682412173104e-05	0	0.0298074302114901	0	0.00756810492728526	0	0	0.00338319944842625	0	0.000994115477736624	0.00254942517677618	0	3.20682412173104e-05	0.00152324145782225	0.000176375326695207	0	0.00109032020138855	0.0328539131271345	0.00333509708660029	1.60341206086552e-05	0.00274183462408004	0.000112238844260587	0.000432921256433691	0.000513091859476967	0.00109032020138855	0.0131960812609232	0.00452162201164077	0.0461461991117097	0.00641364824346209	0.00150720733721359	0.00638158000224478	0	0.00694277422354771	0.0059807269870284	0.0198823095547325	6.41364824346209e-05	0.0209084932736864	0.000128272964869242	0.00262959577981946	0.0058364199015505	0	0.00285407346834063	0.000112238844260587	0.000929978995302003	3.20682412173104e-05	0.00335113120720894	0.000673433065563519	4.81023618259657e-05	0.00546763512755143	0.000304648291564449	0.00304648291564449	0.000352750653390415	4.81023618259657e-05	4.81023618259657e-05	0.00557987397181202	6.41364824346209e-05	0.00405663251398977	0.0102618371895393	0.000288614170955794	0.00033671653278176	0.0220629499575096	8.01706030432761e-05	0.0420895665977199	0.00856222040502189	0.0273702438789745	0.000304648291564449	0	0.00033671653278176	0	0.0306732727243574	0.00949219940032389	0.00149117321660494	0.00323889236294835	0.049994388057787	0.00827360623406609	0.0021485721615598	0.00965254060641044	4.81023618259657e-05	0.000448955377042346	0.00747190020363333	0.000416887135825036	4.81023618259657e-05	0.00912341462632482	0.00112238844260587	0	0	0	0.0435647056937162	0	0.00242115221190694	0	6.41364824346209e-05	0.026135616592108	0.00394439366972918	0	0	0.0141260602562252	0	0	0	0.000112238844260587	0	4.81023618259657e-05	0.00357560889573011	0.0109032020138855	0.00185995799060401	0.000962047236519313	0.00978081357127968
T.CS.125	2.57168574000257e-05	0.0016973125884017	0.000977240581200977	0.000822939436800823	0	5.14337148000514e-05	0.000282885431400283	0.0458788736016459	0.00429471518580429	0.000308602288800309	0	5.14337148000514e-05	0.000154301144400154	0.00198019801980198	5.14337148000514e-05	0.000154301144400154	0.0331233123312331	0	0	2.57168574000257e-05	0.000154301144400154	0.001002957438601	0.000308602288800309	0	0	0.235669281213836	0.000334319146200334	0.000437186575800437	0.00144014401440144	2.57168574000257e-05	0.00128584287000129	2.57168574000257e-05	0.00054005400540054	0	2.57168574000257e-05	0	0.000771505722000771	0.00018001800180018	0.000257168574000257	0.00241738459560242	0	0.000231451716600231	0.00712356949980712	0.00802365950880802	2.57168574000257e-05	0.000102867429600103	0.000128584287000129	0	0.000617204577600617	0.000128584287000129	0	2.57168574000257e-05	0.00383181175260383	0.0117011701170117	0.00352320946380352	0.000282885431400283	0.00110582486820111	5.14337148000514e-05	0.000282885431400283	5.14337148000514e-05	0.0148643435772149	5.14337148000514e-05	0.051948051948052	5.14337148000514e-05	0.00036003600360036	0.0273113025588273	2.57168574000257e-05	0.0113154172560113	0	0.00612061206120612	0	0.00617204577600617	0.000334319146200334	0	0.00501478719300501	0.00128584287000129	0.000565770862800566	5.14337148000514e-05	0	0	0.032043204320432	0.00385752861000386	0.00118297544040118	0.00342034203420342	0	5.14337148000514e-05	0.00141442715700141	2.57168574000257e-05	0.0206763533496207	0.00054005400540054	0.00426899832840427	0.000128584287000129	0	0.000154301144400154	0	0.0908319403368908	0.00864086408640864	0.000102867429600103	0.000231451716600231	0.0683811238266684	0.00177446316060177	0.00948952038060949	0.00504050405040504	0.0163559213064164	0	0.0283399768548283	2.57168574000257e-05	0	0.00257168574000257	0.0506107753632506	5.14337148000514e-05	0.00018001800180018	0	0.000488620290600489	0.000128584287000129	0.00164587887360165	0.00609489520380609	0	7.71505722000771e-05	7.71505722000771e-05	0	0	0.0151729458660152	7.71505722000771e-05	2.57168574000257e-05	2.57168574000257e-05	0.00203163173460203	0.00108010801080108	0.0909090909090909	0.0131155972740131	0.0155844155844156	0.00316317346020316	0	0
T.CS.114	0.00103492198280437	0.00658104235219191	2.6536461097548e-05	0.00161872412695043	0	0.000716484449633797	0.00188408873792591	0.0158688037363337	0.00283940133743764	0.000902239677316633	0	0.00111453136609702	0	0.00180447935463327	0	0.000212291688780384	0.0120740897993844	0.000769557371828893	5.30729221950961e-05	0.00623606835792379	7.96093832926441e-05	0.000504192760853413	0.0112249230442628	2.6536461097548e-05	0.00013268230548774	0.0702420125252096	0.00528075575841206	0.00156565120475533	0.000424583377560768	0.000212291688780384	0.000159218766585288	0.00525421929731451	0.00427237023670523	0.00440505254219297	0	0.000371510455365672	0.000796093832926441	5.30729221950961e-05	0	0.00772211017938648	2.6536461097548e-05	0	0.000344973994268124	0.0227948200827938	0.00177794289353572	7.96093832926441e-05	0.000796093832926441	0.00013268230548774	0.000477656299755865	0	0.000557265683048509	0.00650143296889927	0.002759791954145	0.0252627109648657	0.0066871881965821	0.000530729221950961	0.00169833351024307	2.6536461097548e-05	0.00804054771255705	0.0127905742490182	0.0173017726356013	0.000424583377560768	0.180129497930156	0.000451119838658317	0.00318437533170576	0.0279428935357181	0.00148604182146269	0.0139051056151152	0	0.0103757562891413	0	0.00427237023670523	0.000451119838658317	0	0.0182305487740155	0.000238828149877932	0.00153911474365779	0.000769557371828893	7.96093832926441e-05	0.00114106782719457	0.0146746629869441	0.000185755227682836	0.00546651098609489	0.00658104235219191	0.000451119838658317	0	0.00411315147011994	0.000159218766585288	0.023776669143403	0.000849166755121537	0.0356119307929095	0.000238828149877932	0	0	0	0.062997558645579	0.00758942787389874	0.000106145844390192	0.000344973994268124	0.0994851926547076	0.00628914128011888	0.00236174503768177	0.0123925273325549	0.0176202101687719	7.96093832926441e-05	0.0163464600360896	0	7.96093832926441e-05	0.00180447935463327	0.0205126844284046	0	2.6536461097548e-05	0.00013268230548774	0.00796093832926441	0	0.000238828149877932	0	0	0.00697908926865513	0.00233520857658423	0.029535081201571	0.000557265683048509	0.00488270884194884	2.6536461097548e-05	0.00334359409829105	5.30729221950961e-05	0.00039804691646322	0	0.0113841418108481	0.00313130240951067	0.000743020910731345	0.000106145844390192	0.0320029720836429	0
T.CS.120	0	0.00653559900765599	0.000266759143169632	0.0144049937311601	5.33518286339264e-05	0.00248086003147758	0	0.0150185397604503	0.010136847440446	0.00120041614426334	0	0.000346786886120522	0	0.00453490543388375	0.007976098380772	8.00277429508896e-05	0.0233681009416598	2.66759143169632e-05	0.000453490543388375	0	0.000640221943607117	0.00157387894470083	0.0236081841705124	0	0.00168058260196868	0.235761730733321	0	0	0.000906981086776749	0	0.00298770240349988	2.66759143169632e-05	0	0	2.66759143169632e-05	2.66759143169632e-05	0.0018139621735535	0.000133379571584816	2.66759143169632e-05	0.00586870114973191	0	0	0.00104036065836157	0.00971003281137461	0.000586870114973191	0	0.00256088777442847	0	0.000613546029290154	0.000133379571584816	0	0.00309440606076773	0.00216074905967402	0.0176327793635127	0.00424147037639715	0.000240083228852669	0.00160055485901779	0.000373462800437485	0.000373462800437485	0.000106703657267853	0.0351055032411236	0.000240083228852669	0.0229146103982714	0.000266759143169632	0.000213407314535706	0.0208338890815483	0.0344119294688825	0.031904393523088	2.66759143169632e-05	0.00613546029290154	2.66759143169632e-05	0.00317443380371862	0.000320110971803559	0	0.00650892309333902	0.00248086003147758	5.33518286339264e-05	0.000213407314535706	2.66759143169632e-05	0	0.0227545549123696	0.000426814629071411	0.00184063808787046	0.00866967215301304	0	0.000106703657267853	0.00640221943607117	5.33518286339264e-05	0.0241417024568517	0.00256088777442847	0.0267292661455971	0.00125376797289727	0	0.000106703657267853	0	0.120441753141089	0.00496172006295516	0.000160055485901779	0.000106703657267853	0.0595939925840958	0.0020273694880892	0.00320110971803559	0.000426814629071411	0.00557526609224531	5.33518286339264e-05	0.0134713367300664	2.66759143169632e-05	0	0.0112305599274415	8.00277429508896e-05	5.33518286339264e-05	2.66759143169632e-05	5.33518286339264e-05	0.0444687491663777	0	0.000506842372022301	0.00285432283191506	0	2.66759143169632e-05	0	2.66759143169632e-05	0	0.0186731400218743	2.66759143169632e-05	2.66759143169632e-05	8.00277429508896e-05	0.000373462800437485	0	5.33518286339264e-05	0.0336916797823245	0.00688238589377651	0.000266759143169632	0.00224077680262491	0
T.CS.102	0.00139082058414465	0.000751794910348457	0.000601435928278766	0.0693154907341277	0.00154117956621434	0.010487538999361	0.00248092320414991	0.0634514904334098	0.00571364131864827	0.00552569259106116	0	0.00218020524001053	0	0.00135323083862722	0.0149607187159343	0.00112769236552269	0.00127805134759238	0	0	0.00251851294966733	0	0	0.00909671841521633	0.00124046160207495	0	0.205240010525129	0.0422884637071007	0.000187948727587114	0	0.00026312821862196	0	0.00454835920760816	0	0	0	0	0.000601435928278766	7.51794910348457e-05	0	0.00612712851933992	0	0	0.0105627184903958	0.00905912866969891	0.000300717964139383	0	0.00135323083862722	0.000112769236552269	0.000112769236552269	7.51794910348457e-05	0	0.000413487200691651	0.00398451302484682	0.00702928241175807	0.000864564146900725	0.000187948727587114	0.000939743637935571	0.00210502574897568	0.000112769236552269	0.000826974401383303	0.0181558470849152	3.75897455174228e-05	0.05600872082096	0.00026312821862196	0.00127805134759238	0.0199601548697515	0	0.0057512310641657	0	0.00296958989587641	0	0.000676615419313611	0.000338307709656806	0	0.00187948727587114	0.000601435928278766	7.51794910348457e-05	0	0.000112769236552269	0	0.00315753862346352	0.000150358982069691	0.000601435928278766	0.0026312821862196	0.000413487200691651	0.000150358982069691	0.00616471826485735	0	0.00695410292072323	0.00052625643724392	0.00458594895312559	7.51794910348457e-05	0	0	0	0.0664210803292862	0.0136450776228245	0.000112769236552269	0.000112769236552269	0.0229673345111454	0.000676615419313611	0.00154117956621434	0.00966056459797767	0.0322895913994662	0.000112769236552269	0.0103747697628087	0	0	0.00052625643724392	0.00206743600345826	3.75897455174228e-05	0.0342066684208548	0.000300717964139383	0.0775100552569259	0.00372138480622486	0.00101492312897042	0	0	0	0	0.00469871818967786	0	0.00436041048002105	0	0.0021426154944931	0	0.00052625643724392	0.000187948727587114	0.0269518475359922	0.0165770777731835	0.0110513851821223	0.00139082058414465	0.00109010262000526	0
T.CS.116	6.66148551126901e-05	0.0395914288886422	0.00997002331519929	0.0694126790274231	0.00219829021871877	0.00344176751415566	8.88198068169202e-05	0.0786055290329744	0.0214055734428778	8.88198068169202e-05	0	0	0.00142111690907072	0.000355279227267681	0.114266681469968	6.66148551126901e-05	0.0123903630509604	0	6.66148551126901e-05	0.000377484178971911	0	0.000754968357943821	0.00170978128122571	0	2.220495170423e-05	0.0868213611635395	0.000621738647718441	0	0.00275341401132453	0	0.0011102475852115	2.220495170423e-05	4.44099034084601e-05	0.00679471522149439	0.00504052403686022	0	0.00426335072721217	0	0.00139891195736649	0.00524036860219829	0.000488508937493061	4.44099034084601e-05	0.0062840013322971	0.0384589763517264	0	0	0.00783834795159321	0	0.00115465748861996	6.66148551126901e-05	0	0.000421894082380371	0.0125013878094815	0.010525147107805	0.00344176751415566	0.000466303985788831	0.00746086377262129	0	0	0.00679471522149439	0.0444099034084601	0	0.0544021316753636	0.00115465748861996	0.00464083490618408	0.0185189297213279	0	0.00912623515043855	0.00226490507383146	0.0123237481958477	0	0.010902631286777	0.00122127234373265	0	0.0132119462640169	0.00306428333518375	0	0.000288664372154991	0	2.220495170423e-05	0.0128566670367492	0.00766070833795936	0.000310869323859221	0.0113467303208616	0	0	0.00286443876984568	4.44099034084601e-05	0.0017763961363384	4.44099034084601e-05	0.0141001443321861	2.220495170423e-05	0	2.220495170423e-05	0	0.0488508937493061	0.000599533696014211	0.00011102475852115	0.00011102475852115	0.0195847674031309	0.00597313200843788	0.00233151992894415	0.00346397246585989	0.00424114577550794	2.220495170423e-05	0.0385033862551349	0	0	0.00024425446874653	0.0117242144998335	8.88198068169202e-05	8.88198068169202e-05	0.000532918840901521	0.0129454868435661	0	0.000599533696014211	0	0	0	4.44099034084601e-05	2.220495170423e-05	0.000999222826690352	0.000399689130676141	0	0.00792716775841013	0.00013322971022538	0	0	0.00017763961363384	0.0019984456533807	0.0132119462640169	0.00019984456533807	0.00128788719884534	4.44099034084601e-05
