L.035.M1	CS.093	CS.244	CS.263	CS.354	CS.084	CS.007	CS.001	CS.094	CS.261	L.001.M1	CS.259	CS.199	L.005.M1	CS.105	CS.388	CS.050	CS.063	CS.067	CS.117	CS.155	CS.077	CS.060	CS.287	CS.334	CS.229	CS.153	CS.064	CS.065	CS.127	CS.128	CS.203	CS.041	CS.292	CS.376	CS.378	CS.125	CS.136	CS.213	CS.375	CS.224	CS.232	CS.302	CS.374	CS.205	CS.385	CS.166	CS.129	CS.147	CS.349	CS.348	CS.389	CS.214	CS.177	CS.181	CS.369	CS.178	CS.268	CS.395	CS.148	T.CS.025	T.CS.089	T.CS.052	T.CS.020	T.CS.067	T.CS.046	T.CS.019	T.CS.048	T.CS.059	T.CS.069	TFS.024	T.CS.057	T.CS.023	T.CS.056	T.CS.014	T.CS.156	T.CS.112	T.CS.108	T.CS.123	T.CS.130	T.CS.161	T.CS.139	T.CS.159	T.CS.121	T.CS.125	T.CS.114	T.CS.120	T.CS.102	T.CS.116	T.CS.131	L.024.M1	L.034.M1	CS.103	CS.241	CS.246	CS.238	CS.237	CS.356	CS.085	CS.110	CS.006	CS.015	CS.082	CS.242	CS.087	CS.207	CS.346	CS.189	CS.364	CS.274	CS.228	CS.304	CS.044	CS.308.0	CS.113	CS.330	CS.234	CS.233	CS.311	CS.325	CS.227	CS.331	CS.361	CS.285	CS.202	CS.158	CS.163	CS.194	CS.339	CS.080	CS.223	CS.152	CS.343	CS.322	CS.112	CS.390	CS.270	CS.145	CS.326	CS.262	CS.253	CS.393	CS.255	CS.370	T.CS.026	TFS.025	TFS.027	T.CS.008	T.CS.031	T.CS.055	TFS.022	T.CS.049	T.CS.066	TFS.020	T.CS.036	T.CS.045	T.CS.061	T.CS.043	TFS.021	T.CS.151	T.CS.142	T.CS.157	T.CS.158	T.CS.152	T.CS.095	T.CS.141	T.CS.166	T.CS.109
CS.065	0.55515521007	0.646951928973	0.718910118329	0.590022452957	0.655815954825	0.646975647857	0.562414384553	0.632037770884	0.610145718928	0.59280404156	0.654675827203	0.596981102394	0.60892885761	0.663407608043	0.568129891677	0.628468258171	0.648381555036	0.610853544943	0.669023022365	0.600562841358	0.57530250032	0.548933282088	0.594976150647	0.575607885195	0.598592982739	0.531571408551	0.569890902103	0.588715591858	0	0.492132295622	0.524273801955	0.583565035244	0.580110841162	0.560507992956	0.566670877446	0.648705734763	0.541926152755	0.571288610454	0.595723650913	0.546825701825	0.669811318435	0.580109283975	0.614312779087	0.586626488268	0.607317299707	0.547003524742	0.587847423022	0.614192643331	0.590162518877	0.553543660705	0.574821813918	0.546057437451	0.512429195134	0.599817313977	0.569820529615	0.637861944764	0.550378700287	0.582289937114	0.573796615667	0.617408272962	0.558971490223	0.559198832885	0.576373852885	0.669870859318	0.568363714134	0.55309285087	0.58761698452	0.556100064357	0.669032686808	0.556674084373	0.579320245061	0.622728460691	0.691918311047	0.64799143217	0.57817695909	0.593405171216	0.564631610529	0.643492307298	0.570798492944	0.586109135199	0.644157315418	0.64926816138	0.672199887447	0.576129277356	0.578372967107	0.672087031139	0.585330167636	0.645724840199	0.623384167351	0.578274861746	0.671679745699	0.606788572397	0.608219588452	0.615070952041	0.583968193604	0.608380301857	0.582536933373	0.641078244848	0.621398789077	0.598355648845	0.574501453609	0.643167033504	0.603610133835	0.573942769904	0.615722832826	0.597473861257	0.675269924602	0.62341097378	0.584375480322	0.575908410782	0.609774054157	0.609999483438	0.549580515344	0.59460950625	0.56867993058	0.543380357182	0.631793120437	0.658084954525	0.563520804984	0.714746008026	0.682170014212	0.571023593981	0.57528564002	0.586991012135	0.618522550475	0.612178569927	0.582553115494	0.685296361199	0.603103481362	0.5752479193	0.533614430504	0.54125923322	0.580969245186	0.58671061911	0.586594464779	0.558874118992	0.578017052367	0.524030241375	0.587662188282	0.603274351184	0.678729276626	0.586949034115	0.564824226695	0.536352734557	0.668940895112	0.552616411688	0.590731100287	0.579415704696	0.593641802404	0.596887085855	0.601220430983	0.618452013743	0.632724818993	0.602311785319	0.628210217889	0.575117690225	0.542670632213	0.608602604401	0.61620219024	0.623068805321	0.630796952035	0.639192107367	0.601211914818	0.56363830222	0.664067675713	0.646369296187	0.58269678063	0.627660716065
CS.127	0.532155519537	0.606665659299	0.695274259019	0.535904474989	0.627232255857	0.611103784034	0.513819496994	0.588435570711	0.617650477209	0.533128542702	0.596675496429	0.53778273014	0.596506336516	0.600027649519	0.520598228829	0.605468691292	0.656219579393	0.63576404729	0.671123082302	0.572934675302	0.509591172299	0.547112143749	0.5832131129	0.520935753116	0.576435763928	0.55987924526	0.558296463846	0.551521959229	0.492132295622	0	0.471555801542	0.514023925439	0.579237885779	0.530375120559	0.536283581152	0.642625760426	0.515786502522	0.541795768267	0.589100319574	0.507860168618	0.699785338887	0.540169407356	0.637314668209	0.569575215396	0.592904752641	0.519569300653	0.571181840117	0.564656228461	0.547215999815	0.521735045375	0.50657179702	0.518796890473	0.51677384095	0.600020811411	0.536104226468	0.642211533939	0.514780583427	0.573254912731	0.566271504326	0.599036725542	0.515030339794	0.533667956905	0.531881007662	0.607651700367	0.513757256445	0.525474738282	0.533521252694	0.514779996161	0.649841781419	0.488321124477	0.527292042246	0.618813174937	0.696923980575	0.635762680704	0.519844802832	0.548154956881	0.539914837935	0.595006347267	0.509234300055	0.537380761476	0.589634550936	0.595084889293	0.62529295846	0.551078613714	0.523277350997	0.631055518783	0.535697639982	0.600614048747	0.603165484973	0.55482058807	0.615267754573	0.568169859588	0.581446404141	0.578624555543	0.530132302763	0.596910887647	0.590709278657	0.611134569859	0.578150784326	0.599914303447	0.549724029503	0.618640326134	0.581868519928	0.533410190678	0.617464140626	0.581065586559	0.69055623237	0.592524398331	0.611415970312	0.548479254525	0.615789616705	0.624540248986	0.548511949438	0.615364927789	0.568393407417	0.549428089514	0.609477562312	0.62239373829	0.58919127344	0.670787841315	0.704765138814	0.497551986801	0.580747679006	0.613474571417	0.575156876892	0.596996423579	0.590380015515	0.653230967642	0.583773684605	0.545400123237	0.518846180021	0.454468806708	0.565474016862	0.560839040258	0.578667928985	0.531143589277	0.536018678619	0.490734927532	0.536409548286	0.586014890259	0.670903943194	0.603613107946	0.527490819682	0.553134661154	0.640728432414	0.523866019324	0.536345029789	0.535322273716	0.541720084954	0.555140604905	0.557952506794	0.593821915633	0.564805718101	0.542871283288	0.585144868751	0.568693802198	0.530780493551	0.522530178872	0.564016507088	0.583834371691	0.607957674357	0.597196315568	0.533538836893	0.513855149512	0.596527351358	0.60808750549	0.522747896643	0.563638985585
CS.128	0.587932013467	0.6427383109	0.697668670977	0.560078467947	0.613314520906	0.637486230106	0.55587296215	0.603789707674	0.633698024605	0.567020928698	0.623262286791	0.584768262467	0.612157095118	0.625487975842	0.570732601164	0.686724053646	0.678483713259	0.653230657871	0.70889526474	0.619082249503	0.563349692722	0.590480388281	0.608877493042	0.556070113703	0.578353306272	0.557265249773	0.582359778856	0.600416822091	0.524273801955	0.471555801542	0	0.531090890876	0.603553875829	0.544560693042	0.546117187558	0.645114199821	0.514613082084	0.557311963128	0.571031985913	0.543704505615	0.685451178809	0.55665271544	0.665886393882	0.594397084023	0.600983627204	0.504704617311	0.566239238749	0.562248678543	0.543038749535	0.521904131311	0.554103426249	0.57251179249	0.536790074039	0.572454696387	0.520335181702	0.638097019305	0.537694807986	0.584211921668	0.538458231544	0.589749610294	0.550133666266	0.546737743028	0.58569677704	0.645117750254	0.586877974081	0.563662035071	0.575660636549	0.577417140606	0.649151664132	0.547752181719	0.561629178666	0.640234953944	0.744288332733	0.638216031758	0.585655366359	0.562483850513	0.532334344178	0.606187739096	0.54320993797	0.535103823867	0.606101144591	0.613654295151	0.625134542617	0.52545868444	0.539010494208	0.636901706755	0.539314537712	0.601555406823	0.597582631706	0.534694489075	0.634243966115	0.564360710327	0.59615355505	0.586886350464	0.530306888816	0.576879932509	0.595004371882	0.681761128946	0.608528214246	0.601465402133	0.581846257293	0.631235962446	0.603329774379	0.554542104043	0.623386345117	0.630450441823	0.707956473318	0.612514964376	0.643803775568	0.594412261476	0.6169308579	0.646181633275	0.583900029359	0.634627214107	0.59828594637	0.531760897426	0.635500760833	0.631181518484	0.576452102649	0.718555049921	0.715143575141	0.493776909133	0.573334762342	0.647432890988	0.62108448035	0.600594569429	0.621515016322	0.67424967731	0.595484269387	0.582581636193	0.510716140163	0.474914961047	0.562995487235	0.550594415454	0.5966408501	0.543501973896	0.547295261466	0.4956959608	0.556120031797	0.577270264598	0.690567547829	0.576362961832	0.534977764558	0.511870138529	0.693964761265	0.564270509341	0.573561161107	0.581576016325	0.583621726925	0.575300975819	0.582610666787	0.616036890474	0.606301091884	0.594296082461	0.596122397035	0.611165067621	0.548994696545	0.590296169524	0.597493942136	0.578532102686	0.626119622196	0.632741223678	0.548142935025	0.584677902759	0.61895866944	0.62151397826	0.544143731217	0.582361556301
CS.203	0.572457475105	0.580154498079	0.687010583772	0.534186019973	0.607500225536	0.622969362187	0.505717753422	0.588698324667	0.600366891436	0.524849026376	0.587038440064	0.534160375004	0.604442640917	0.526836728016	0.502218768351	0.66723237938	0.687076096293	0.70014836168	0.738469689781	0.590173686076	0.578921142302	0.537154089117	0.634257977862	0.628880418768	0.664322688867	0.615412319854	0.580612144208	0.589026010882	0.583565035244	0.514023925439	0.531090890876	0	0.640044360063	0.602352593664	0.621151562607	0.6858486823	0.619286834698	0.625762623595	0.643820129374	0.57635404046	0.737466442463	0.590248898557	0.717841518434	0.622615939	0.653127333818	0.623487815807	0.658533872987	0.615187925265	0.647323029438	0.594951815008	0.612779551241	0.636840667907	0.612577187382	0.669125188853	0.627329057247	0.721063318991	0.597700976364	0.666338394329	0.642977017328	0.668713160201	0.51778487731	0.56500079126	0.623978852954	0.612375254563	0.498746334412	0.563146921588	0.602335714702	0.562582780608	0.649405082494	0.546841037473	0.515971375957	0.681500173191	0.753497414551	0.624918288469	0.595176564967	0.503734238167	0.536982594677	0.582152540593	0.526759397502	0.498023343055	0.610775686839	0.543303706087	0.610836411054	0.553121656928	0.556744671093	0.602649423221	0.512505325726	0.543937831749	0.605681867858	0.521514993531	0.590622800259	0.537681779282	0.60045573192	0.545474378067	0.498285767323	0.560712535835	0.656107750406	0.690243237698	0.604266209817	0.639605463634	0.552270072725	0.586246069381	0.586067600197	0.525298235446	0.580036418081	0.676486480634	0.746512569146	0.674499070139	0.688893501097	0.641158072344	0.606182187705	0.701489912285	0.513005152396	0.6715194243	0.549000654425	0.593222860585	0.673714865353	0.64028298314	0.568386017936	0.725121392679	0.751595793352	0.560149151991	0.621010579325	0.70407065831	0.622554810142	0.639222467363	0.626909659225	0.70976567526	0.590743343481	0.597430355328	0.627361426905	0.483648868721	0.61437403687	0.633008636918	0.639985081015	0.635673537529	0.635867422229	0.500501921695	0.610862283881	0.642061675658	0.731569968358	0.632000531467	0.594728005059	0.599433745443	0.723699474518	0.516866928229	0.47393048381	0.519069414935	0.531883609299	0.556806910013	0.518657551029	0.636169609181	0.544580747317	0.527809134163	0.599380701557	0.552975149766	0.539975573735	0.509069493887	0.569814842061	0.526399430299	0.545879098609	0.579413913645	0.478214952559	0.543890762208	0.567180644096	0.573711263319	0.532230780462	0.531006166175
CS.041	0.643512469659	0.649397786755	0.676026025416	0.638526783832	0.622548580848	0.589116664715	0.648220091819	0.648006178704	0.638433081308	0.671419355701	0.60688189381	0.663641789472	0.597177208217	0.692308028819	0.577182816994	0.671140702275	0.608444310221	0.584725746107	0.639322963286	0.587416665912	0.625268438465	0.625284353695	0.593910836617	0.61294236171	0.617711158541	0.569167592642	0.578270164491	0.577965045553	0.580110841162	0.579237885779	0.603553875829	0.640044360063	0	0.561872597642	0.599226164422	0.638220654991	0.58001110795	0.521955719768	0.619514429785	0.605359350596	0.706364224622	0.581881457388	0.648992369575	0.620893417434	0.665747177533	0.60900501775	0.611348030752	0.613745431038	0.598004296234	0.603293235785	0.603044691221	0.610253955472	0.625792626503	0.66179328362	0.603990596792	0.605841429958	0.615849662194	0.605064450454	0.601133643426	0.593718602722	0.622937504305	0.624260401577	0.587413935979	0.701348039261	0.627560843759	0.597411926599	0.58461539311	0.619030731047	0.626508275694	0.619161245563	0.617378098144	0.627163930806	0.687217213047	0.639070345643	0.621794232292	0.674376072528	0.624915150916	0.722289687309	0.654665037789	0.67041072724	0.654812636709	0.713914969802	0.690710556541	0.65715456958	0.631285270943	0.668780913245	0.641285742046	0.715088646962	0.631462079251	0.674140689781	0.702713766563	0.649599859789	0.598428396377	0.67480094951	0.637106535563	0.642824442452	0.562754570555	0.672741354252	0.593123932038	0.57455849971	0.61775155275	0.66266264534	0.618838871234	0.63741111212	0.616999088479	0.631516827299	0.670431324698	0.635465195265	0.634834554436	0.637060127556	0.572119608545	0.623766645324	0.605888936804	0.581114289451	0.623056024561	0.58897365736	0.642693877027	0.611119048575	0.593124453381	0.687706335482	0.698180342819	0.609000337228	0.604448835678	0.609034790506	0.651187026157	0.546385288337	0.570525047478	0.662191380162	0.645553880494	0.519354458071	0.585399340128	0.616110214667	0.633129679963	0.616793695597	0.522271536782	0.617618533822	0.578749034065	0.616708215117	0.6077738079	0.613356499374	0.672798571039	0.584933261826	0.621288844374	0.583966888651	0.632310207852	0.637743221315	0.650405818827	0.621965249892	0.630461820086	0.631431634839	0.681564772195	0.627620636318	0.692707680854	0.67321024191	0.639991681544	0.627237881936	0.650166468377	0.645576235397	0.657365024192	0.692639838279	0.685407479275	0.661510652036	0.659847567304	0.637714140452	0.700621919729	0.687582988523	0.654480825287	0.706540521465
CS.292	0.60300470821	0.600523112729	0.673513343789	0.571918975596	0.629601118785	0.569490160431	0.571505744732	0.578050804428	0.673059660911	0.594010887952	0.608106307554	0.626083822604	0.603720052991	0.651307222477	0.596703614987	0.673526818597	0.597006756733	0.590757224488	0.643106560693	0.580931742101	0.570700588748	0.590719917302	0.526411394407	0.533390529903	0.566549396993	0.558246543062	0.534478312811	0.56515956221	0.560507992956	0.530375120559	0.544560693042	0.602352593664	0.561872597642	0	0.567310218989	0.629828534639	0.57421712527	0.501729828511	0.588926118401	0.590023300148	0.690536607928	0.46353620181	0.653123102105	0.573888754549	0.630707274045	0.540593748726	0.566938711309	0.576651183771	0.568380242013	0.555876273075	0.559124208934	0.57056433975	0.578591541338	0.599351178466	0.537724431742	0.6088558002	0.570762707039	0.562597236873	0.545637900652	0.617165324479	0.607135452765	0.602984244115	0.610549759893	0.631415555785	0.623998210092	0.580961552991	0.599153258916	0.59802971049	0.605261008175	0.594879174964	0.606242450865	0.658623817056	0.715104592193	0.642475366543	0.593510805152	0.610700960234	0.624261036218	0.630001207106	0.600936745463	0.590335512149	0.57698107316	0.639827163543	0.633231850926	0.619356006699	0.589937910753	0.616538782136	0.61130604508	0.626716895313	0.619941983301	0.624601100699	0.660700199518	0.608849792305	0.538965381906	0.561228879212	0.580669870239	0.582714082372	0.525762021784	0.649695889195	0.557223544097	0.540452519851	0.585512396762	0.642204438533	0.556790519357	0.587336247994	0.630259332074	0.600978506984	0.674150885756	0.568748039954	0.622996524221	0.612000106691	0.571677187007	0.63932531157	0.599209197538	0.568704560632	0.616071958585	0.560790765252	0.606215603989	0.511301781892	0.571143051772	0.689299807633	0.67178138156	0.494860640821	0.601377705096	0.575489890561	0.633114668279	0.569900032079	0.561792092003	0.645699243688	0.636451429731	0.542665935584	0.559238026743	0.558114992486	0.58966707686	0.56419129984	0.515246683125	0.562766314111	0.522327798823	0.553953850192	0.547706320025	0.584746589647	0.648592736037	0.590982669237	0.544850763623	0.546128983121	0.657414153685	0.624370189504	0.621565663321	0.639712222671	0.616789291402	0.607240864108	0.609458904666	0.614403438875	0.619448338933	0.615570581119	0.579614922297	0.622213421468	0.630151044598	0.635842646045	0.622258125817	0.639619530884	0.680196581984	0.636053140578	0.61183506128	0.602742200485	0.635265937183	0.658190849865	0.598703293402	0.615819690121
CS.376	0.548752156055	0.689218273257	0.730426513043	0.653532894964	0.638991386262	0.669425020405	0.640608598568	0.681829427634	0.647691686767	0.641578027766	0.670727978769	0.646007030729	0.603099621673	0.685877483267	0.624025718539	0.635081256714	0.678580775223	0.599725006695	0.607069968438	0.64860925697	0.57349278218	0.619752876011	0.596249466487	0.533217257688	0.522519276711	0.513568134137	0.619198298256	0.652455815007	0.566670877446	0.536283581152	0.546117187558	0.621151562607	0.599226164422	0.567310218989	0	0.604797653711	0.481226515523	0.555571850293	0.50392704903	0.542375451794	0.623918310103	0.613648675992	0.582128866663	0.518802998396	0.543462679948	0.559992381416	0.574632578737	0.586733567552	0.473771774746	0.544363629892	0.569916846269	0.494583165903	0.563115906541	0.553778038941	0.534425271689	0.583191203692	0.606650125312	0.609888414848	0.585255203686	0.571739003243	0.616458496636	0.594090731114	0.551662090019	0.699296710771	0.619456836248	0.54316847091	0.623484584622	0.601786901474	0.681536462176	0.583569096289	0.591260882702	0.581307926112	0.688537696208	0.66030541946	0.615468124612	0.635351132024	0.609956168771	0.693969075166	0.594332032855	0.637917941666	0.625810669839	0.687951246229	0.705103886247	0.629046858615	0.59426176736	0.68584091394	0.62274305427	0.687053509342	0.654124747377	0.647443687943	0.683449572889	0.624467535754	0.632231703167	0.679263436708	0.632717093659	0.633541336762	0.592645973556	0.620667069642	0.647831730152	0.603185399006	0.629743842688	0.697109494702	0.662275420941	0.630290771033	0.621439091513	0.580930444411	0.584483086488	0.592951095734	0.573466363973	0.545939880214	0.630549401057	0.623783547401	0.599676812977	0.577613485607	0.643290320937	0.531521113682	0.588040998948	0.679714650563	0.632569334778	0.662613567945	0.63039015962	0.56878009585	0.575210392154	0.55620877554	0.619736600328	0.571022453657	0.580676253435	0.601312390504	0.573214717324	0.585989583956	0.502468855322	0.596128255034	0.502693152609	0.505884470171	0.56858087459	0.537593227679	0.515464649221	0.563996941432	0.52270433209	0.53222310164	0.606527081536	0.597870307891	0.508852315564	0.529042644829	0.633141673591	0.577024847723	0.627991737251	0.586382744478	0.623544438063	0.633767823919	0.656256360482	0.536855338111	0.681337483771	0.656359874919	0.641295332598	0.622699913812	0.586483997055	0.637029129015	0.639571602516	0.659824632285	0.653000293029	0.654894508668	0.641497783378	0.624732749806	0.705642378323	0.662645899991	0.618677193342	0.687659031599
CS.378	0.633154145091	0.695866983798	0.648783586055	0.656811269964	0.62513711069	0.672961459278	0.690087169011	0.706983464557	0.69208915245	0.701281427711	0.658037549506	0.689656095462	0.654730102182	0.708192684742	0.685306476767	0.663161117043	0.611943487384	0.6227083978	0.622354597008	0.644938244284	0.685493216822	0.653245002782	0.596189796187	0.663088874889	0.630443911774	0.668920631184	0.646147334843	0.663001182079	0.648705734763	0.642625760426	0.645114199821	0.6858486823	0.638220654991	0.629828534639	0.604797653711	0	0.614279151326	0.626516132753	0.5914918817	0.611350610664	0.643010901638	0.649901265159	0.63344394177	0.610232820205	0.634356453207	0.661734183527	0.661415747549	0.642469314924	0.607048047375	0.657767967742	0.683072913975	0.604371564004	0.611210651875	0.601026893063	0.635134960915	0.618795490006	0.651433007911	0.640698413223	0.642763117029	0.634111470816	0.65646207554	0.683887536649	0.673037703262	0.724471235204	0.677935696228	0.643958264397	0.63337147981	0.658667163647	0.660283897183	0.690306868227	0.672211214426	0.643490630281	0.715678613957	0.642111048155	0.67544983739	0.663439497039	0.679064586742	0.731780241785	0.675221949306	0.697731871911	0.670706055598	0.733512472526	0.72743137956	0.708051393461	0.656278047775	0.682631579913	0.685209834863	0.707918506617	0.625035049658	0.696349998719	0.681847729119	0.663078617522	0.644850302759	0.705114222158	0.662219992538	0.670714537062	0.60265345383	0.646561001727	0.667474627777	0.635822751993	0.651962485447	0.69912312318	0.670803511121	0.667418755751	0.64785790325	0.593823913224	0.641379649906	0.634723962825	0.612167196431	0.627026549156	0.622749439721	0.659978924838	0.659397259889	0.619153679176	0.66563875273	0.619807361783	0.629097873444	0.655686452975	0.656535345822	0.670301669259	0.645587286975	0.650475135353	0.613331990916	0.616866170739	0.631785460831	0.603111810097	0.589537489956	0.656431325666	0.618560314429	0.61091863452	0.629549520518	0.678896000163	0.611660340002	0.622961469496	0.583448174296	0.636840500413	0.621300259198	0.67103232461	0.609051332234	0.619752591543	0.511180193812	0.643984076462	0.628781090926	0.650667515088	0.660847537252	0.667279417054	0.702671971568	0.673698410203	0.655883364406	0.694981154016	0.707741106323	0.661108002457	0.699367540171	0.710897239102	0.64504869069	0.675698106272	0.688061389291	0.683325401867	0.674798769864	0.694781824144	0.694991866464	0.666034351298	0.695801311311	0.664948491803	0.725185964899	0.675027226461	0.685539564965	0.711517231602
CS.125	0.531452972867	0.704236536191	0.738808595499	0.624679585992	0.664188001184	0.683980655451	0.625691803084	0.674030764903	0.648964509812	0.650026751358	0.674023452252	0.652660558006	0.639988632638	0.686516945681	0.636985678069	0.626791291162	0.681457652211	0.618334543664	0.644701193798	0.642256953017	0.577129705412	0.644091807106	0.611755962463	0.553927785118	0.52113245619	0.548011003198	0.634809642003	0.645927467912	0.541926152755	0.515786502522	0.514613082084	0.619286834698	0.58001110795	0.57421712527	0.481226515523	0.614279151326	0	0.560640953503	0.535376679329	0.553239488034	0.625553837121	0.619193726865	0.56225060856	0.537983379342	0.512243308606	0.51995755405	0.559767759655	0.58837707282	0.480804526923	0.541710097131	0.557840130136	0.469515069868	0.551430151619	0.559106297063	0.514223849193	0.595887364137	0.589095630821	0.586723976197	0.582942890373	0.562932869782	0.594257027129	0.595499023605	0.551062202779	0.700983848144	0.620841444169	0.506180500684	0.6175376305	0.609540786297	0.678809560132	0.578452421335	0.604834349538	0.585868360777	0.690462760927	0.67207378552	0.624357130082	0.619497661529	0.588822133921	0.690332195747	0.608720135908	0.614315558583	0.619707439242	0.683749613958	0.69353218238	0.623111795808	0.592071479384	0.681752537781	0.607162624407	0.669286774112	0.650532420552	0.618813357661	0.666811211022	0.605611658364	0.645579229177	0.686050848466	0.595776240129	0.647272918358	0.590004212973	0.619183804733	0.645624403038	0.605529145214	0.626284627999	0.706726057736	0.651133370675	0.620265452101	0.637977589019	0.554671895459	0.613682072664	0.578905720644	0.557541417542	0.525465466997	0.638545288126	0.645224365713	0.631216155617	0.604561607703	0.651769325944	0.491788355463	0.58666375872	0.68103745541	0.623979869504	0.639360118396	0.656287035296	0.551245534235	0.554211557342	0.567358022807	0.629955988092	0.594521078065	0.592245890882	0.5570387202	0.579454384232	0.59674567588	0.466959863723	0.573301710483	0.507250710087	0.514226924329	0.589463221021	0.528384055961	0.511365003599	0.534400521629	0.479541553959	0.556041014662	0.591854153281	0.607107783433	0.530768442891	0.524145759981	0.590018516385	0.561347149103	0.629659584155	0.590255116188	0.630021379171	0.622652508218	0.662031324512	0.563548741085	0.669888857093	0.651239325303	0.649350008573	0.639382617196	0.595647678093	0.644043084877	0.652947276198	0.645534377275	0.651722558928	0.66437528335	0.623048811231	0.615399426534	0.696327388725	0.662745226126	0.596173311138	0.660105778302
CS.136	0.600963934988	0.614503560526	0.663828655128	0.587872987424	0.628486586621	0.567376407168	0.60652465219	0.60570911331	0.65153170828	0.626186940475	0.60560327603	0.627198358804	0.548026383757	0.675692280642	0.575927281996	0.659186477961	0.605179284414	0.572866126734	0.632463205683	0.553704966528	0.604904810682	0.583377437468	0.558403951608	0.550234778003	0.574559366502	0.525403283988	0.476951211098	0.53677597954	0.571288610454	0.541795768267	0.557311963128	0.625762623595	0.521955719768	0.501729828511	0.555571850293	0.626516132753	0.560640953503	0	0.572938520851	0.565400595896	0.689980687344	0.507194667933	0.630298473582	0.573437206374	0.610503083907	0.535536646105	0.584969019676	0.585640880141	0.563600094838	0.564050367011	0.580313141888	0.560250558267	0.567382175378	0.623138958101	0.552410901412	0.59681921216	0.597028158913	0.569108695332	0.558185043407	0.592085585589	0.596842751445	0.602667526511	0.57821204992	0.663794170762	0.603091400354	0.569592192048	0.596032970972	0.607067542037	0.614197607564	0.587627837368	0.597964566027	0.648638359816	0.705730590691	0.627437757342	0.594426879987	0.639953417342	0.611821899203	0.675717055054	0.617317354609	0.63491478068	0.615643371349	0.676623600406	0.673077267065	0.643284461164	0.610094764421	0.63950146647	0.623538981036	0.687600231817	0.587222730322	0.648805566366	0.666964326214	0.617508006549	0.567237858169	0.657476488346	0.600626040197	0.596155055685	0.521341002975	0.663624897769	0.548744127779	0.552692623271	0.570763700771	0.662766056719	0.554307492627	0.607632868862	0.59537892913	0.594199930161	0.624964287366	0.588441415862	0.607327660512	0.601757588437	0.53206855853	0.607258823807	0.573767880192	0.551270382295	0.587031032209	0.571931759583	0.617634010591	0.580926814717	0.5679940898	0.700619605552	0.685345321599	0.549760057745	0.576694640801	0.578307623964	0.63522076944	0.533538777731	0.491538272483	0.651941644713	0.606997584566	0.5245003337	0.537717782775	0.566950364357	0.590549458364	0.579163358197	0.479463896812	0.567639609512	0.543567752205	0.569221803178	0.566630269217	0.620695945012	0.636080106271	0.589209244262	0.566880008733	0.575824701674	0.662219063443	0.597726893226	0.628867813785	0.638813943981	0.615591315968	0.60961338009	0.642960925131	0.608459710618	0.652144960285	0.630634935643	0.607232738005	0.617517460764	0.606699391963	0.617721549504	0.628779967913	0.657972974293	0.668564657823	0.642505302596	0.634689913165	0.609474144617	0.665175484608	0.679238434093	0.606519449858	0.658514815083
CS.213	0.571131686727	0.701923083898	0.729035309584	0.634916072077	0.646175577875	0.67952526059	0.65136526046	0.698115576217	0.66750181967	0.686882116975	0.693895290837	0.670624302113	0.658283293695	0.702125453944	0.670449632269	0.66974039288	0.627900854624	0.630411783419	0.586687560541	0.639971243894	0.605451448109	0.650347161568	0.595813536135	0.56772675961	0.539145361491	0.576754293222	0.637032536322	0.667795488839	0.595723650913	0.589100319574	0.571031985913	0.643820129374	0.619514429785	0.588926118401	0.50392704903	0.5914918817	0.535376679329	0.572938520851	0	0.578695061451	0.618319945822	0.644660067352	0.580427020277	0.54124605561	0.543388014563	0.571417392074	0.59473476237	0.60854307873	0.5008025496	0.600366563216	0.628656606352	0.545328685507	0.589934760754	0.562827136979	0.592779707635	0.593378764052	0.630673489176	0.612882172906	0.572443672045	0.584689260228	0.613784579709	0.626245116794	0.611825743261	0.731459696529	0.655112409547	0.570519117825	0.628844801751	0.630423506996	0.674634866441	0.623543818457	0.646420530945	0.617625833848	0.712919077383	0.68249991472	0.659537240926	0.666548620254	0.657338340649	0.729164212524	0.633301408894	0.665884516152	0.672062657545	0.712268025652	0.724276269319	0.673604232137	0.649861184621	0.697419876545	0.657911168688	0.700524498945	0.622843265436	0.675449524944	0.711266086961	0.625210290831	0.642051821393	0.685010158113	0.64111058785	0.665224858994	0.593134191004	0.636442598537	0.678357937431	0.600558335626	0.661161928436	0.714342681697	0.688490225891	0.665674242475	0.667762103952	0.578628277092	0.622283382953	0.605187329813	0.58074198803	0.557147227302	0.620544753831	0.662798358051	0.618974972936	0.575681376123	0.661619148941	0.526566723096	0.584286393707	0.679860125953	0.631326500182	0.640916250162	0.631227559769	0.570259689367	0.568606326649	0.58285275868	0.624748835641	0.578489912428	0.60649410174	0.547701740918	0.580989627766	0.616542134244	0.554936619685	0.650437532097	0.524332726757	0.514616395468	0.554260882744	0.587766081763	0.54767136691	0.613368573361	0.566911793833	0.557415791384	0.593927140635	0.638815256296	0.56826503468	0.553050894876	0.641531200306	0.610384029333	0.671665454895	0.616141728541	0.654948581218	0.672085448651	0.70083438888	0.55057493289	0.705914356537	0.70132164546	0.6834204301	0.652363083948	0.60361440634	0.680486172011	0.67209769417	0.679222285189	0.681167188888	0.682942089355	0.680920912899	0.651231470474	0.720651228138	0.675685174346	0.657914962187	0.69932918368
